household_id,parent,event_time,log_earnings,hours,participation_rate
63,father,4,4.1374,41.2287,0.9504
63,mother,5,3.3801,26.6079,0.7826
63,father,5,4.1346,41.3984,0.9602
63,mother,6,3.29,27.5327,0.7385
63,father,6,4.1607,42.0157,0.9734
63,mother,7,3.3019,26.9612,0.773
63,father,7,4.1659,41.831,0.9678
63,mother,8,3.3486,26.4798,0.7513
63,father,8,4.2,41.9989,0.9628
63,mother,9,3.3077,27.3643,0.7527
63,father,9,4.2087,41.2742,0.9889
63,mother,10,3.2984,26.1183,0.7781
63,father,10,4.2108,41.9664,0.9339
64,mother,-5,3.4461,37.0369,0.9354
64,father,-5,3.9331,43.18,0.96
64,mother,-4,3.4307,36.8632,0.9428
64,father,-4,4.0131,42.9674,0.9734
64,mother,-3,3.4451,36.4317,0.9261
64,father,-3,4.0121,42.8543,0.9754
64,mother,-2,3.4257,37.0342,0.9325
64,father,-2,4.0019,43.2549,0.964
64,mother,-1,3.4551,35.8769,0.9156
64,father,-1,3.9478,43.2164,0.9465
64,mother,0,3.3605,32.7299,0.9228
64,father,0,3.9814,42.969,0.9602
64,mother,1,3.3032,31.5679,0.8527
64,father,1,3.9562,43.4999,0.9408
64,mother,2,3.2447,31.051,0.8212
64,father,2,3.9605,43.2864,0.9612
64,mother,3,3.2252,30.5144,0.8069
64,father,3,4.0087,42.8421,0.9551
64,mother,4,3.1694,30.8506,0.7815
64,father,4,4.0188,43.2123,0.97
64,mother,5,3.1317,30.5782,0.7767
64,father,5,3.9569,43.81,0.9764
64,mother,6,3.1455,29.5952,0.7739
64,father,6,4.0397,43.089,0.967
64,mother,7,3.1869,29.0177,0.7605
64,father,7,4.0295,42.9941,0.9586
64,mother,8,3.2046,29.4156,0.781
64,father,8,4.0218,42.624,0.9367
64,mother,9,3.1421,29.4965,0.7471
64,father,9,3.9726,43.3048,0.9823
64,mother,10,3.1653,29.2919,0.7535
64,father,10,3.9786,43.7187,0.9599
65,mother,-5,3.6829,33.8851,0.9376
65,father,-5,3.8694,41.7615,0.9622
65,mother,-4,3.6343,34.6177,0.93
65,father,-4,3.8142,41.8606,0.9681
65,mother,-3,3.7177,34.2755,0.9351
65,father,-3,3.8711,40.9185,0.965
65,mother,-2,3.5947,34.0978,0.9542
65,father,-2,3.8827,41.5189,0.9845
65,mother,-1,3.6809,33.779,0.9156
65,father,-1,3.865,41.4234,0.9486
65,mother,0,3.5497,30.8508,0.948
65,father,0,3.84,40.7291,0.9714
65,mother,1,3.4615,28.9807,0.8434
65,father,1,3.7793,40.2265,0.9739
65,mother,2,3.4372,27.0295,0.8283
65,father,2,3.8917,41.0225,0.9611
65,mother,3,3.4176,28.2069,0.8158
65,father,3,3.8609,41.6631,0.9753
65,mother,4,3.4365,27.5607,0.7816
65,father,4,3.7961,40.8358,0.951
65,mother,5,3.303,26.6133,0.7629
65,father,5,3.8429,39.8901,0.9688
65,mother,6,3.3698,26.7767,0.7812
65,father,6,3.852,40.9035,0.9819
65,mother,7,3.3861,26.6409,0.7772
65,father,7,3.8569,41.8511,0.9562
65,mother,8,3.3731,26.4211,0.765
65,father,8,3.9102,41.2878,0.9615
65,mother,9,3.3478,26.2498,0.7611
65,father,9,3.8577,41.4276,0.9689
65,mother,10,3.4288,26.3278,0.7583
65,father,10,3.8953,40.7173,0.953
66,mother,-5,3.6664,34.9195,0.9267
66,father,-5,3.7445,40.7501,0.9618
66,mother,-4,3.6676,34.4788,0.9219
66,father,-4,3.7917,41.1499,0.9652
66,mother,-3,3.6831,35.7492,0.9415
66,father,-3,3.8009,40.7766,0.995
66,mother,-2,3.6665,34.1903,0.9203
66,father,-2,3.776,40.9029,0.9512
66,mother,-1,3.6794,35.1857,0.946
66,father,-1,3.8099,40.1212,0.9581
66,mother,0,3.4886,31.8476,0.9244
66,father,0,3.7833,39.8058,0.9946
66,mother,1,3.4361,30.1911,0.8496
66,father,1,3.7573,40.1713,0.9842
66,mother,2,3.4458,29.8333,0.8174
66,father,2,3.8135,40.6845,0.9668
66,mother,3,3.3832,28.9011,0.7871
66,father,3,3.7926,41.2689,0.9607
66,mother,4,3.33,29.3771,0.7931
66,father,4,3.8143,40.2033,0.9601
66,mother,5,3.3385,27.279,0.7722
66,father,5,3.8044,41.6313,0.9622
66,mother,6,3.3074,27.919,0.7765
66,father,6,3.7524,40.8918,0.9596
66,mother,7,3.3328,28.1683,0.7628
66,father,7,3.8112,41.958,0.971
66,mother,8,3.3322,27.4106,0.7708
66,father,8,3.8543,41.131,0.9605
66,mother,9,3.3224,27.3996,0.761
66,father,9,3.8087,40.4256,0.9538
66,mother,10,3.3934,27.5248,0.7529
66,father,10,3.7999,40.5123,0.9658
67,mother,-5,3.6325,37.1884,0.9438
67,father,-5,3.7088,43.786,0.9881
67,mother,-4,3.6204,37.521,0.9226
67,father,-4,3.7615,43.3568,0.9724
67,mother,-3,3.5708,37.4813,0.9279
67,father,-3,3.7238,43.6927,0.9811
67,mother,-2,3.6225,37.9662,0.9278
67,father,-2,3.7612,43.8888,0.9775
67,mother,-1,3.5635,37.0048,0.942
67,father,-1,3.7136,42.8942,0.9723
67,mother,0,3.5214,33.9886,0.9225
67,father,0,3.8102,43.0649,0.9748
67,mother,1,3.4979,33.4137,0.8646
67,father,1,3.7642,43.5043,0.9591
67,mother,2,3.3921,31.4777,0.8338
67,father,2,3.7271,42.579,0.9704
67,mother,3,3.3311,31.3412,0.7986
67,father,3,3.7645,43.9371,0.9654
67,mother,4,3.3284,31.0081,0.7761
67,father,4,3.7514,42.5568,0.9524
67,mother,5,3.3486,30.5091,0.7644
67,father,5,3.7835,43.5357,0.9874
67,mother,6,3.3257,30.6775,0.7591
67,father,6,3.7274,43.4824,0.9804
67,mother,7,3.3431,29.8876,0.7703
67,father,7,3.7057,43.0658,0.9602
67,mother,8,3.2997,29.7415,0.7587
67,father,8,3.7422,43.1116,0.9716
67,mother,9,3.3334,30.4652,0.7461
67,father,9,3.7444,43.39,0.9584
67,mother,10,3.2812,29.81,0.7631
67,father,10,3.7487,43.1746,0.979
68,mother,-5,3.731,35.7837,0.935
68,father,-5,3.842,37.4459,0.9617
68,mother,-4,3.8073,34.7648,0.943
68,father,-4,3.9329,36.9823,0.9761
68,mother,-3,3.7386,34.1676,0.9361
68,father,-3,3.9246,37.4155,0.9767
68,mother,-2,3.7894,34.6955,0.9278
68,father,-2,3.8779,37.964,0.9782
68,mother,-1,3.7937,34.6774,0.9265
68,father,-1,3.9032,37.69,0.961
68,mother,0,3.6762,31.1481,0.9241
68,father,0,3.9034,37.9597,0.9705
68,mother,1,3.6056,29.3273,0.8491
68,father,1,3.9136,37.2551,0.9705
68,mother,2,3.5317,28.6873,0.8146
68,father,2,3.8965,37.8436,0.9542
68,mother,3,3.5499,28.3812,0.7823
68,father,3,3.8879,37.2262,0.9292
68,mother,4,3.455,28.3988,0.7865
68,father,4,3.8952,37.4028,0.9637
68,mother,5,3.4637,26.8202,0.7684
68,father,5,3.8676,37.8904,0.9623
68,mother,6,3.5248,28.012,0.7692
68,father,6,3.885,37.5976,0.9614
68,mother,7,3.4634,28.4139,0.7786
68,father,7,3.8507,37.5654,0.9574
68,mother,8,3.4388,26.8393,0.7571
68,father,8,3.8859,38.6041,0.9395
68,mother,9,3.5125,27.6133,0.7705
68,father,9,3.8876,37.3203,0.9535
68,mother,10,3.5046,27.8578,0.7455
68,father,10,3.8871,37.633,0.9544
69,mother,-5,3.7114,36.6952,0.9214
69,father,-5,3.7814,42.0781,0.9772
69,mother,-4,3.6503,36.9074,0.9384
69,father,-4,3.786,41.3911,0.949
69,mother,-3,3.6431,37.3413,0.9264
69,father,-3,3.7542,41.4082,0.9775
69,mother,-2,3.6444,37.3254,0.9315
69,father,-2,3.8096,41.6907,0.9598
69,mother,-1,3.6174,37.0538,0.9348
69,father,-1,3.8275,42.2289,0.972
69,mother,0,3.5566,33.6205,0.9277
69,father,0,3.7501,41.6312,0.9741
69,mother,1,3.5238,32.6545,0.8639
69,father,1,3.8113,41.7666,0.9701
69,mother,2,3.4042,32.0264,0.8131
69,father,2,3.7577,41.3905,0.9776
69,mother,3,3.4521,31.767,0.8103
69,father,3,3.8002,42.2439,0.9688
69,mother,4,3.3911,30.623,0.787
69,father,4,3.7748,42.3616,0.982
69,mother,5,3.4062,29.8646,0.7809
69,father,5,3.8018,41.7554,0.965
69,mother,6,3.3721,29.9253,0.7447
69,father,6,3.8152,41.9205,0.9588
69,mother,7,3.342,29.3815,0.7647
69,father,7,3.7949,41.2143,0.9508
69,mother,8,3.3736,29.5437,0.7387
69,father,8,3.7536,41.4822,0.9577
69,mother,9,3.304,29.6262,0.7497
69,father,9,3.7825,42.5848,0.9752
69,mother,10,3.3514,29.8713,0.7637
69,father,10,3.7836,41.8724,0.9588
70,mother,-5,3.5546,32.1251,0.9257
70,father,-5,4.0174,41.4059,0.9705
70,mother,-4,3.4878,32.2662,0.9343
70,father,-4,4.0026,41.5533,0.9719
70,mother,-3,3.4839,31.6724,0.9449
70,father,-3,3.9925,41.1499,0.9667
70,mother,-2,3.5034,30.9802,0.9465
70,father,-2,3.9991,40.9738,0.9581
70,mother,-1,3.5319,33.2342,0.9131
70,father,-1,3.9926,41.9955,0.9907
70,mother,0,3.4592,29.3155,0.9315
70,father,0,4.0405,41.6081,0.9866
70,mother,1,3.3555,27.236,0.8651
70,father,1,3.9635,40.7712,0.974
70,mother,2,3.3211,26.7247,0.8195
70,father,2,3.9989,41.3616,0.9504
70,mother,3,3.2461,26.1013,0.7869
70,father,3,3.9561,41.8342,0.9571
70,mother,4,3.2738,26.0694,0.7789
70,father,4,4.0067,41.0526,0.9669
70,mother,5,3.2705,25.1813,0.7701
70,father,5,4.0285,41.8401,0.9704
70,mother,6,3.2791,25.4607,0.7892
70,father,6,3.9808,41.3488,0.9662
70,mother,7,3.2642,24.6823,0.7627
70,father,7,4.0172,41.7852,0.9583
70,mother,8,3.2221,24.8856,0.7643
70,father,8,3.9893,41.2087,0.9679
70,mother,9,3.1598,24.7818,0.7547
70,father,9,3.9338,41.704,0.9475
70,mother,10,3.2242,24.2313,0.7596
70,father,10,3.9928,41.2233,0.9646
71,mother,-5,3.502,35.6844,0.9261
71,father,-5,4.0267,41.9012,0.9511
71,mother,-4,3.493,34.8042,0.9434
71,father,-4,3.9774,41.476,0.9676
71,mother,-3,3.5111,36.3577,0.9289
71,father,-3,3.9633,41.4694,0.9533
71,mother,-2,3.4873,35.727,0.9547
71,father,-2,3.9628,41.4076,0.9704
71,mother,-1,3.498,35.7708,0.9348
71,father,-1,4.0198,41.644,0.9591
71,mother,0,3.448,32.7624,0.9312
71,father,0,3.9852,41.6653,0.9881
71,mother,1,3.3853,31.0264,0.8442
71,father,1,3.9448,41.0196,0.9753
71,mother,2,3.2919,31.1558,0.8243
71,father,2,4.0613,40.3865,0.9861
71,mother,3,3.2535,30.0523,0.7947
71,father,3,3.9687,41.8723,0.9884
71,mother,4,3.226,29.2171,0.7815
71,father,4,3.9753,41.9497,0.9866
71,mother,5,3.2439,29.4013,0.7647
71,father,5,3.9847,41.7295,0.9724
71,mother,6,3.1845,29.3166,0.76
71,father,6,3.92,41.1042,0.968
71,mother,7,3.1469,28.7304,0.7676
71,father,7,3.9944,40.7781,0.982
71,mother,8,3.1806,28.5078,0.7573
71,father,8,4.0092,41.1655,0.9419
71,mother,9,3.2452,28.9703,0.7581
71,father,9,3.9856,40.8403,0.9624
71,mother,10,3.2066,28.8301,0.7821
71,father,10,3.9619,40.8893,0.9642
72,mother,-5,3.5387,36.4562,0.937
72,father,-5,3.8512,41.0082,0.969
72,mother,-4,3.5516,35.8722,0.9121
72,father,-4,3.9167,41.6832,0.9509
72,mother,-3,3.6344,34.911,0.9129
72,father,-3,3.8893,41.2298,0.9709
72,mother,-2,3.5813,36.1155,0.9219
72,father,-2,3.951,41.491,0.9718
72,mother,-1,3.6172,36.4277,0.9182
72,father,-1,3.8999,41.6806,0.9756
72,mother,0,3.4368,32.3406,0.9271
72,father,0,3.9669,41.52,0.9726
72,mother,1,3.4122,30.726,0.848
72,father,1,3.8996,42.1569,0.9674
72,mother,2,3.3844,30.0366,0.8198
72,father,2,3.9228,41.4231,0.9716
72,mother,3,3.3251,29.183,0.8015
72,father,3,3.9215,40.9336,0.9831
72,mother,4,3.3038,29.1286,0.7903
72,father,4,3.935,40.6416,0.961
72,mother,5,3.3227,28.6866,0.7753
72,father,5,3.9264,40.9489,0.9738
72,mother,6,3.3293,29.0954,0.7807
72,father,6,3.8735,40.4239,0.9825
72,mother,7,3.2901,28.579,0.7499
72,father,7,3.9431,40.9043,0.9637
72,mother,8,3.2664,28.7002,0.7686
72,father,8,3.9084,41.3517,0.97
72,mother,9,3.3051,28.6002,0.7641
72,father,9,3.9051,41.4925,0.9644
72,mother,10,3.3235,28.3253,0.776
72,father,10,3.9284,41.7042,0.9776
73,mother,-5,3.6258,39.4014,0.933
73,father,-5,3.7749,39.846,0.9803
73,mother,-4,3.5666,39.158,0.9323
73,father,-4,3.7605,39.9908,0.9547
73,mother,-3,3.587,38.6334,0.9328
73,father,-3,3.8206,40.5035,0.9693
73,mother,-2,3.6027,39.4023,0.9193
73,father,-2,3.8002,39.7959,0.9811
73,mother,-1,3.58,38.6984,0.9213
73,father,-1,3.8256,40.6649,0.975
73,mother,0,3.4535,34.5914,0.9397
73,father,0,3.7766,40.2844,0.9597
73,mother,1,3.4118,33.6192,0.8707
73,father,1,3.8643,39.4984,0.9713
73,mother,2,3.3934,33.5781,0.8234
73,father,2,3.8302,39.5186,0.9724
73,mother,3,3.3308,32.0973,0.8006
73,father,3,3.8362,40.0258,0.9439
73,mother,4,3.3325,32.1312,0.7622
73,father,4,3.8499,39.7352,0.995
73,mother,5,3.3115,31.2249,0.7679
73,father,5,3.7918,39.6205,0.9791
73,mother,6,3.2706,31.1632,0.7753
73,father,6,3.8251,40.1593,0.9757
73,mother,7,3.3574,31.974,0.7641
73,father,7,3.8443,40.0308,0.9699
73,mother,8,3.3221,32.2667,0.7445
73,father,8,3.8253,40.8682,0.9497
73,mother,9,3.2421,32.1634,0.7511
73,father,9,3.8577,40.6847,0.972
73,mother,10,3.3063,32.4723,0.7671
73,father,10,3.8009,40.2411,0.9542
74,mother,-5,3.694,37.5003,0.9372
74,father,-5,3.841,40.202,0.9616
74,mother,-4,3.6294,38.0411,0.9062
74,father,-4,3.938,40.0917,0.9588
74,mother,-3,3.6214,37.6579,0.9546
74,father,-3,3.927,40.9091,0.9739
74,mother,-2,3.6823,37.154,0.9566
74,father,-2,3.9118,40.6305,0.9578
74,mother,-1,3.6582,37.259,0.9284
74,father,-1,3.8687,40.8208,0.9572
74,mother,0,3.5768,33.9127,0.9024
74,father,0,3.8851,40.0878,0.9935
74,mother,1,3.507,33.0013,0.87
74,father,1,3.8848,39.7471,0.9663
74,mother,2,3.3941,31.6108,0.8221
74,father,2,3.9284,40.8742,0.9632
74,mother,3,3.4504,30.5915,0.7843
74,father,3,3.9234,39.6933,0.9678
74,mother,4,3.4053,30.9996,0.7882
74,father,4,3.8737,40.6497,0.973
74,mother,5,3.3826,30.4491,0.7909
74,father,5,3.947,40.0099,0.9623
74,mother,6,3.3782,30.7971,0.7763
74,father,6,3.9178,40.1819,0.9675
74,mother,7,3.351,29.8621,0.7467
74,father,7,3.8709,40.6409,0.9626
74,mother,8,3.3693,30.0717,0.7725
74,father,8,3.9072,39.532,0.9666
74,mother,9,3.3358,30.7104,0.7532
74,father,9,3.9302,40.4496,0.9483
74,mother,10,3.3577,30.4887,0.7543
74,father,10,3.8628,40.4902,0.9527
75,mother,-5,3.6272,33.8826,0.9268
75,father,-5,3.7554,39.213,0.9671
75,mother,-4,3.6924,34.9546,0.9295
75,father,-4,3.7765,39.3887,0.9736
75,mother,-3,3.7281,34.57,0.9524
75,father,-3,3.7063,38.2271,0.9713
75,mother,-2,3.6856,34.2271,0.9027
75,father,-2,3.7846,39.7431,0.9583
75,mother,-1,3.691,34.904,0.9239
75,father,-1,3.7605,39.8298,0.9787
75,mother,0,3.6225,30.6088,0.9347
75,father,0,3.7599,39.8625,0.9575
75,mother,1,3.4386,30.8639,0.8489
75,father,1,3.8276,38.8253,0.9656
75,mother,2,3.4887,29.2557,0.8187
75,father,2,3.7614,39.0396,0.9653
75,mother,3,3.4355,28.3707,0.7854
75,father,3,3.7429,39.5185,0.9747
75,mother,4,3.3953,27.3956,0.777
75,father,4,3.7037,39.412,0.9597
75,mother,5,3.3719,27.5668,0.7893
75,father,5,3.7987,39.3,0.9726
75,mother,6,3.3692,28.441,0.7547
75,father,6,3.7611,38.7805,0.9687
75,mother,7,3.3706,28.273,0.7721
75,father,7,3.7126,38.7829,0.9751
75,mother,8,3.3798,28.7845,0.7602
75,father,8,3.8102,38.9531,0.9883
75,mother,9,3.3458,27.7641,0.7483
75,father,9,3.7508,39.2981,0.9402
75,mother,10,3.3687,27.3599,0.7644
75,father,10,3.7289,39.0374,0.9532
76,mother,-5,3.4161,34.605,0.9308
76,father,-5,4.2023,41.3734,0.9581
76,mother,-4,3.4733,34.5533,0.9166
76,father,-4,4.1338,43.1919,0.9591
76,mother,-3,3.4651,34.7957,0.9256
76,father,-3,4.2159,42.3581,0.984
76,mother,-2,3.4435,34.6283,0.9387
76,father,-2,4.1988,42.2952,0.9708
76,mother,-1,3.3819,34.6742,0.9327
76,father,-1,4.2571,42.0711,0.9748
76,mother,0,3.3358,30.4184,0.9391
76,father,0,4.1774,42.3167,0.9545
76,mother,1,3.2374,29.9215,0.8454
76,father,1,4.1547,42.6125,0.9711
76,mother,2,3.1819,28.7345,0.8162
76,father,2,4.2491,42.314,0.9588
76,mother,3,3.2155,28.2914,0.7937
76,father,3,4.1755,42.9437,0.9702
76,mother,4,3.1501,27.6866,0.784
76,father,4,4.1927,42.8462,0.9539
76,mother,5,3.1493,27.507,0.7686
76,father,5,4.1697,42.8107,0.9746
76,mother,6,3.1471,27.179,0.7622
76,father,6,4.2513,42.1598,0.9664
76,mother,7,3.1604,26.5253,0.7561
76,father,7,4.2366,41.7022,0.9428
76,mother,8,3.1301,27.1071,0.7267
76,father,8,4.2002,42.8515,0.97
76,mother,9,3.0921,27.1188,0.7741
76,father,9,4.2041,42.931,0.9454
76,mother,10,3.1376,28.4862,0.7566
76,father,10,4.1928,42.4793,0.9598
77,mother,-5,3.6641,35.6179,0.938
77,father,-5,3.8846,40.6619,0.9496
77,mother,-4,3.6571,35.1622,0.9409
77,father,-4,3.8792,40.7691,0.958
77,mother,-3,3.6651,35.3348,0.9592
77,father,-3,3.8851,40.1586,0.9907
77,mother,-2,3.596,35.1764,0.9364
77,father,-2,3.8539,40.6144,0.9779
77,mother,-1,3.6966,35.5873,0.9268
77,father,-1,3.8866,39.8936,0.966
77,mother,0,3.5997,32.4816,0.9485
77,father,0,3.8849,39.5872,0.9773
77,mother,1,3.4995,31.2497,0.8489
77,father,1,3.8707,40.9298,0.9521
77,mother,2,3.4897,29.8278,0.8318
77,father,2,3.9802,40.7481,0.9464
77,mother,3,3.4615,28.6272,0.7983
77,father,3,3.837,39.4841,0.9672
77,mother,4,3.4126,28.7497,0.8047
77,father,4,3.8353,40.7501,0.967
77,mother,5,3.3899,28.4525,0.7589
77,father,5,3.8492,40.4235,0.9711
77,mother,6,3.434,28.1065,0.7718
77,father,6,3.8429,41.0001,0.9729
77,mother,7,3.3783,28.0261,0.7603
77,father,7,3.8879,40.5146,0.9678
77,mother,8,3.3954,28.4103,0.755
77,father,8,3.846,40.5063,0.9638
77,mother,9,3.4102,27.1021,0.7682
77,father,9,3.8658,40.6588,0.9521
77,mother,10,3.4069,28.1033,0.7619
77,father,10,3.7931,40.3968,0.9727
78,mother,-5,3.8139,35.5986,0.91
78,father,-5,3.8807,42.3135,0.9789
78,mother,-4,3.8376,35.3618,0.9135
78,father,-4,3.9427,43.2814,0.9633
78,mother,-3,3.8286,36.3207,0.9453
78,father,-3,3.868,42.2849,0.9745
78,mother,-2,3.8085,35.8715,0.9304
78,father,-2,3.871,42.4911,0.9762
78,mother,-1,3.7786,35.1463,0.9456
78,father,-1,3.9154,42.2033,0.9588
78,mother,0,3.6926,32.8632,0.9358
78,father,0,3.9064,42.8051,0.9709
78,mother,1,3.6361,30.8375,0.8722
78,father,1,3.8977,42.1101,0.9656
78,mother,2,3.6235,30.415,0.8336
78,father,2,3.8975,42.5789,0.9827
78,mother,3,3.553,30.1996,0.7988
78,father,3,3.9413,42.9268,0.9521
78,mother,4,3.5936,29.1402,0.7591
78,father,4,3.9026,43.5071,0.9557
78,mother,5,3.5198,29.2444,0.7886
78,father,5,3.9029,42.945,0.9689
78,mother,6,3.5566,29.4196,0.7834
78,father,6,3.8712,41.5688,0.9609
78,mother,7,3.5571,28.5498,0.7727
78,father,7,3.9587,42.6544,0.9681
78,mother,8,3.5388,28.2891,0.7447
78,father,8,3.8573,43.0148,0.9676
78,mother,9,3.5117,29.0218,0.7791
78,father,9,3.9041,42.7861,0.9595
78,mother,10,3.4894,28.6291,0.7447
78,father,10,3.8643,43.1835,0.9667
79,mother,-5,3.6773,33.7243,0.9213
79,father,-5,3.8002,39.3224,0.9765
79,mother,-4,3.7478,33.5088,0.939
79,father,-4,3.788,40.5504,0.9755
79,mother,-3,3.6845,33.3863,0.9236
79,father,-3,3.8178,39.6795,0.9698
79,mother,-2,3.6376,34.0096,0.9175
79,father,-2,3.8277,39.6014,0.9877
79,mother,-1,3.698,33.9852,0.9413
79,father,-1,3.7657,39.3512,0.9719
79,mother,0,3.5606,30.7521,0.9435
79,father,0,3.8075,39.6845,0.9849
79,mother,1,3.5576,29.6931,0.8816
79,father,1,3.8063,39.3571,0.9644
79,mother,2,3.4723,27.7583,0.8327
79,father,2,3.8006,39.8124,0.9516
79,mother,3,3.435,27.5917,0.8059
79,father,3,3.7784,38.9596,0.9553
79,mother,4,3.4217,26.9107,0.7882
79,father,4,3.7679,40.2944,0.9621
79,mother,5,3.4102,26.406,0.7773
79,father,5,3.843,40.1654,0.9565
79,mother,6,3.4394,26.512,0.7892
79,father,6,3.8208,40.0985,0.9544
79,mother,7,3.408,26.6712,0.7621
79,father,7,3.8797,39.2254,0.9569
79,mother,8,3.3671,26.7492,0.7747
79,father,8,3.7889,40.2206,0.9505
79,mother,9,3.4111,26.0188,0.7441
79,father,9,3.7897,39.685,0.9566
79,mother,10,3.3897,26.5048,0.7436
79,father,10,3.7933,39.9347,0.9756
80,mother,-5,3.6059,34.1103,0.9132
80,father,-5,3.8638,41.2099,0.979
80,mother,-4,3.5388,34.3888,0.9303
80,father,-4,3.8721,41.1446,0.9606
80,mother,-3,3.5912,32.7585,0.9189
80,father,-3,3.8534,41.3098,0.9726
80,mother,-2,3.562,33.7062,0.9267
80,father,-2,3.8938,42.5586,0.9504
80,mother,-1,3.5078,34.3056,0.9491
80,father,-1,3.8377,41.3629,0.9723
80,mother,0,3.5017,30.2463,0.9384
80,father,0,3.8394,41.8236,0.9587
80,mother,1,3.3138,29.0774,0.9002
80,father,1,3.8608,41.4961,0.9388
80,mother,2,3.3292,29.548,0.8258
80,father,2,3.7953,41.7291,0.9541
80,mother,3,3.3256,27.1072,0.7783
80,father,3,3.862,41.6237,0.9889
80,mother,4,3.2422,26.6051,0.7856
80,father,4,3.8781,42.3124,0.9663
80,mother,5,3.2879,27.0005,0.7881
80,father,5,3.8827,41.0926,0.9668
80,mother,6,3.2413,26.6088,0.7735
80,father,6,3.8631,41.7423,0.9504
80,mother,7,3.2492,26.8013,0.7448
80,father,7,3.8866,41.5501,0.9541
80,mother,8,3.2286,26.4917,0.7775
80,father,8,3.831,42.5015,0.9661
80,mother,9,3.2463,26.0705,0.7591
80,father,9,3.8301,42.1952,0.978
80,mother,10,3.2137,25.813,0.7771
80,father,10,3.8152,42.3322,0.968
81,mother,-5,3.608,31.0484,0.9412
81,father,-5,3.9617,40.7213,0.9804
81,mother,-4,3.5817,31.3247,0.9221
81,father,-4,3.8981,40.1911,0.9741
81,mother,-3,3.6352,32.3519,0.9111
81,father,-3,3.9187,39.422,0.9872
81,mother,-2,3.6532,30.5388,0.927
81,father,-2,3.9264,40.3456,0.9635
81,mother,-1,3.6698,30.4515,0.9314
81,father,-1,3.8857,40.5922,0.9849
81,mother,0,3.5662,26.9618,0.9182
81,father,0,3.9052,40.1866,0.9688
81,mother,1,3.4469,25.3793,0.8332
81,father,1,3.9426,40.1704,0.9592
81,mother,2,3.4207,25.7884,0.8231
81,father,2,3.9444,40.5888,0.9855
81,mother,3,3.378,24.3761,0.7961
81,father,3,3.9269,40.8767,0.9771
81,mother,4,3.3662,24.5241,0.8006
81,father,4,3.99,40.5917,0.9435
81,mother,5,3.3822,24.1365,0.7763
81,father,5,3.9722,40.3054,0.9642
81,mother,6,3.3402,24.2477,0.7694
81,father,6,3.9374,40.2729,0.9634
81,mother,7,3.3344,22.8674,0.7628
81,father,7,3.9488,40.4688,0.9656
81,mother,8,3.3626,23.6728,0.7698
81,father,8,3.9137,40.0607,0.9394
81,mother,9,3.3193,23.0331,0.7732
81,father,9,3.9202,40.3489,0.9514
81,mother,10,3.4069,23.7536,0.7813
81,father,10,3.9418,40.6269,0.9414
82,mother,-5,3.4987,35.4729,0.9251
82,father,-5,3.7682,39.6851,0.9748
82,mother,-4,3.543,34.2965,0.9148
82,father,-4,3.7543,39.0332,0.9576
82,mother,-3,3.5092,35.8554,0.9225
82,father,-3,3.752,40.0443,0.9785
82,mother,-2,3.5163,35.801,0.9325
82,father,-2,3.7148,40.0545,0.9797
82,mother,-1,3.5466,35.6298,0.9134
82,father,-1,3.7655,40.429,0.9559
82,mother,0,3.4759,32.2277,0.9439
82,father,0,3.7752,38.6343,0.9732
82,mother,1,3.3612,30.8647,0.841
82,father,1,3.7307,40.1495,0.9779
82,mother,2,3.375,28.6772,0.8294
82,father,2,3.7583,39.5336,0.9662
82,mother,3,3.2928,29.1732,0.7997
82,father,3,3.7675,40.1248,0.9431
82,mother,4,3.2286,28.9762,0.7626
82,father,4,3.7423,40.0626,0.9713
82,mother,5,3.2936,28.2327,0.7828
82,father,5,3.7407,39.6067,0.9516
82,mother,6,3.2043,28.9207,0.7645
82,father,6,3.7414,39.0847,0.9552
82,mother,7,3.2429,27.8936,0.7605
82,father,7,3.8557,39.4735,0.9655
82,mother,8,3.2454,27.7396,0.7724
82,father,8,3.7376,39.2409,0.9694
82,mother,9,3.2108,27.951,0.7802
82,father,9,3.7324,39.4052,0.9345
82,mother,10,3.2458,27.8129,0.7553
82,father,10,3.7743,40.1807,0.9633
83,mother,-5,3.858,32.8124,0.926
83,father,-5,3.6848,40.4373,0.9796
83,mother,-4,3.826,31.9069,0.9363
83,father,-4,3.6949,41.4542,0.9572
83,mother,-3,3.8473,32.5634,0.9274
83,father,-3,3.7216,41.6814,0.9539
83,mother,-2,3.8397,32.4808,0.9522
83,father,-2,3.6695,42.4098,0.9658
83,mother,-1,3.8037,32.348,0.9224
83,father,-1,3.7381,42.6433,0.9828
83,mother,0,3.7533,30.04,0.9259
83,father,0,3.7364,40.8661,0.965
83,mother,1,3.6473,27.2198,0.8754
83,father,1,3.728,41.8877,0.9661
83,mother,2,3.6045,26.2876,0.8185
83,father,2,3.7687,41.1449,0.9511
83,mother,3,3.5601,26.411,0.8116
83,father,3,3.7037,40.7948,0.9606
83,mother,4,3.577,25.8301,0.7627
83,father,4,3.7564,41.8701,0.9527
83,mother,5,3.4854,26.2508,0.7742
83,father,5,3.724,41.4811,0.9325
83,mother,6,3.5658,25.5319,0.7822
83,father,6,3.7183,41.2982,0.9487
83,mother,7,3.5418,25.3599,0.7751
83,father,7,3.7717,40.819,0.9739
83,mother,8,3.5164,25.2495,0.7586
83,father,8,3.7287,40.3519,0.9653
