application_id,firm_segment,city,resume_quality,signal_group,experience_years,leadership_signal,callback,signal_label,quality_label
435,national_chain,Atlanta,0,1,6,1,0,group_1,standard_quality
436,national_chain,Boston,1,0,6,0,0,group_0,high_quality
437,national_chain,Boston,1,1,5,1,0,group_1,high_quality
438,national_chain,Los Angeles,1,0,5,1,0,group_0,high_quality
439,national_chain,Chicago,1,0,2,0,1,group_0,high_quality
440,national_chain,Boston,0,1,6,1,0,group_1,standard_quality
441,national_chain,Atlanta,0,1,4,1,0,group_1,standard_quality
442,national_chain,Boston,1,1,6,1,0,group_1,high_quality
443,national_chain,Atlanta,1,1,3,1,0,group_1,high_quality
444,national_chain,Los Angeles,1,1,2,0,0,group_1,high_quality
445,national_chain,Chicago,1,0,6,1,0,group_0,high_quality
446,national_chain,Atlanta,0,1,7,0,0,group_1,standard_quality
447,national_chain,Los Angeles,0,0,4,0,0,group_0,standard_quality
448,national_chain,Boston,1,0,6,1,0,group_0,high_quality
449,national_chain,Boston,1,1,7,1,0,group_1,high_quality
450,national_chain,Los Angeles,0,0,6,0,1,group_0,standard_quality
451,national_chain,Boston,0,1,4,1,0,group_1,standard_quality
452,national_chain,Chicago,0,0,2,1,0,group_0,standard_quality
453,national_chain,Atlanta,0,1,3,1,0,group_1,standard_quality
454,national_chain,Los Angeles,0,0,2,1,0,group_0,standard_quality
455,national_chain,Boston,1,1,6,1,0,group_1,high_quality
456,national_chain,Los Angeles,1,0,7,1,0,group_0,high_quality
457,national_chain,Atlanta,1,0,5,0,0,group_0,high_quality
458,national_chain,Boston,0,1,4,0,0,group_1,standard_quality
459,national_chain,Atlanta,0,1,7,1,0,group_1,standard_quality
460,national_chain,Chicago,0,1,3,1,0,group_1,standard_quality
461,national_chain,Los Angeles,0,1,5,1,0,group_1,standard_quality
462,national_chain,Atlanta,1,0,7,1,1,group_0,high_quality
463,national_chain,Los Angeles,1,0,5,0,0,group_0,high_quality
464,national_chain,Los Angeles,1,0,7,0,1,group_0,high_quality
465,national_chain,Boston,0,0,2,1,0,group_0,standard_quality
466,national_chain,Chicago,1,0,7,0,0,group_0,high_quality
467,national_chain,Chicago,0,0,6,0,0,group_0,standard_quality
468,national_chain,Los Angeles,0,0,6,1,0,group_0,standard_quality
469,national_chain,Los Angeles,1,1,7,0,1,group_1,high_quality
470,national_chain,Los Angeles,0,0,4,0,0,group_0,standard_quality
471,national_chain,Los Angeles,1,0,6,0,1,group_0,high_quality
472,national_chain,Atlanta,0,1,7,1,1,group_1,standard_quality
473,national_chain,Los Angeles,0,1,2,1,0,group_1,standard_quality
474,national_chain,Boston,1,1,7,1,1,group_1,high_quality
475,national_chain,Los Angeles,0,1,4,1,0,group_1,standard_quality
476,national_chain,Boston,1,1,4,0,1,group_1,high_quality
477,national_chain,Atlanta,1,1,3,1,1,group_1,high_quality
478,national_chain,Los Angeles,0,1,2,1,0,group_1,standard_quality
479,national_chain,Los Angeles,1,0,5,1,1,group_0,high_quality
480,national_chain,Chicago,0,1,2,0,0,group_1,standard_quality
481,national_chain,Boston,0,0,6,0,0,group_0,standard_quality
482,national_chain,Atlanta,0,0,5,1,0,group_0,standard_quality
483,national_chain,Atlanta,0,1,6,0,0,group_1,standard_quality
484,national_chain,Los Angeles,0,0,5,1,0,group_0,standard_quality
485,national_chain,Los Angeles,1,1,2,1,0,group_1,high_quality
486,national_chain,Chicago,0,1,6,1,1,group_1,standard_quality
487,national_chain,Atlanta,1,0,2,0,0,group_0,high_quality
488,national_chain,Boston,1,0,6,0,0,group_0,high_quality
489,national_chain,Los Angeles,0,1,4,1,0,group_1,standard_quality
490,national_chain,Atlanta,1,0,6,1,0,group_0,high_quality
491,national_chain,Boston,1,0,7,0,0,group_0,high_quality
492,national_chain,Atlanta,0,1,7,0,0,group_1,standard_quality
493,national_chain,Los Angeles,1,1,5,0,0,group_1,high_quality
494,national_chain,Atlanta,1,0,7,0,0,group_0,high_quality
495,national_chain,Chicago,1,1,4,1,0,group_1,high_quality
496,national_chain,Boston,0,1,6,1,0,group_1,standard_quality
497,national_chain,Chicago,1,0,5,0,0,group_0,high_quality
498,national_chain,Atlanta,0,1,2,0,0,group_1,standard_quality
499,national_chain,Los Angeles,0,1,5,0,1,group_1,standard_quality
500,national_chain,Atlanta,0,0,6,1,0,group_0,standard_quality
501,national_chain,Chicago,0,1,4,0,0,group_1,standard_quality
502,national_chain,Boston,0,1,5,0,0,group_1,standard_quality
503,national_chain,Los Angeles,1,1,3,1,1,group_1,high_quality
504,national_chain,Atlanta,1,0,4,0,1,group_0,high_quality
505,national_chain,Atlanta,1,1,6,1,0,group_1,high_quality
506,national_chain,Boston,1,0,5,0,1,group_0,high_quality
507,national_chain,Los Angeles,0,1,6,0,0,group_1,standard_quality
508,national_chain,Atlanta,1,0,5,0,1,group_0,high_quality
509,national_chain,Boston,0,1,3,0,0,group_1,standard_quality
510,national_chain,Boston,0,1,6,0,0,group_1,standard_quality
511,national_chain,Chicago,1,0,2,0,0,group_0,high_quality
512,national_chain,Los Angeles,0,0,5,0,0,group_0,standard_quality
513,national_chain,Los Angeles,0,0,2,1,0,group_0,standard_quality
514,national_chain,Los Angeles,0,1,4,1,0,group_1,standard_quality
515,national_chain,Atlanta,1,0,5,1,0,group_0,high_quality
516,national_chain,Atlanta,0,0,4,1,0,group_0,standard_quality
517,national_chain,Atlanta,0,0,5,1,1,group_0,standard_quality
518,national_chain,Atlanta,0,0,5,1,0,group_0,standard_quality
519,national_chain,Los Angeles,0,0,2,0,0,group_0,standard_quality
520,national_chain,Boston,0,0,7,1,0,group_0,standard_quality
521,national_chain,Atlanta,1,1,7,1,0,group_1,high_quality
522,national_chain,Boston,1,1,2,0,0,group_1,high_quality
523,national_chain,Chicago,1,1,7,1,0,group_1,high_quality
524,national_chain,Los Angeles,0,1,7,0,0,group_1,standard_quality
525,national_chain,Atlanta,0,0,2,1,0,group_0,standard_quality
526,national_chain,Boston,1,0,6,0,0,group_0,high_quality
527,national_chain,Los Angeles,1,0,5,1,1,group_0,high_quality
528,national_chain,Los Angeles,0,1,6,1,0,group_1,standard_quality
529,national_chain,Los Angeles,1,1,6,0,0,group_1,high_quality
530,national_chain,Atlanta,0,1,7,0,0,group_1,standard_quality
531,national_chain,Boston,1,0,3,1,0,group_0,high_quality
532,national_chain,Atlanta,1,0,5,0,0,group_0,high_quality
533,national_chain,Los Angeles,1,1,5,0,0,group_1,high_quality
534,national_chain,Boston,1,1,7,1,0,group_1,high_quality
535,national_chain,Boston,0,1,4,0,0,group_1,standard_quality
536,national_chain,Atlanta,0,0,5,1,0,group_0,standard_quality
537,national_chain,Los Angeles,0,0,3,1,0,group_0,standard_quality
538,national_chain,Los Angeles,0,1,2,0,0,group_1,standard_quality
539,national_chain,Atlanta,0,1,2,0,0,group_1,standard_quality
540,national_chain,Atlanta,0,0,7,0,0,group_0,standard_quality
541,national_chain,Boston,0,1,6,1,0,group_1,standard_quality
542,national_chain,Los Angeles,1,1,2,1,0,group_1,high_quality
543,national_chain,Boston,0,0,4,0,1,group_0,standard_quality
544,national_chain,Los Angeles,0,1,7,1,0,group_1,standard_quality
545,national_chain,Boston,0,0,4,1,0,group_0,standard_quality
546,national_chain,Boston,1,0,3,1,0,group_0,high_quality
547,national_chain,Chicago,1,0,6,1,0,group_0,high_quality
548,national_chain,Boston,0,1,2,1,0,group_1,standard_quality
549,national_chain,Chicago,1,0,7,1,0,group_0,high_quality
550,national_chain,Los Angeles,1,0,4,0,0,group_0,high_quality
551,national_chain,Chicago,1,1,3,1,0,group_1,high_quality
552,national_chain,Los Angeles,1,1,3,1,1,group_1,high_quality
553,national_chain,Boston,0,0,2,1,0,group_0,standard_quality
554,national_chain,Los Angeles,0,0,4,1,0,group_0,standard_quality
555,national_chain,Atlanta,1,1,5,1,0,group_1,high_quality
556,national_chain,Boston,0,1,2,0,0,group_1,standard_quality
557,national_chain,Boston,1,0,3,1,0,group_0,high_quality
558,national_chain,Chicago,1,1,6,0,0,group_1,high_quality
559,national_chain,Los Angeles,1,0,2,0,1,group_0,high_quality
560,national_chain,Boston,0,0,7,0,0,group_0,standard_quality
561,national_chain,Los Angeles,1,0,5,1,0,group_0,high_quality
562,national_chain,Atlanta,1,0,4,1,0,group_0,high_quality
563,national_chain,Chicago,0,1,7,0,0,group_1,standard_quality
564,national_chain,Los Angeles,0,0,5,1,0,group_0,standard_quality
565,national_chain,Boston,1,0,7,1,1,group_0,high_quality
566,national_chain,Los Angeles,1,0,3,1,0,group_0,high_quality
567,national_chain,Atlanta,1,0,5,1,0,group_0,high_quality
568,national_chain,Los Angeles,0,0,7,0,0,group_0,standard_quality
569,national_chain,Atlanta,1,0,7,1,1,group_0,high_quality
570,national_chain,Los Angeles,1,0,3,1,0,group_0,high_quality
571,national_chain,Atlanta,0,1,4,0,0,group_1,standard_quality
572,national_chain,Los Angeles,1,0,2,0,0,group_0,high_quality
573,national_chain,Atlanta,1,0,5,1,0,group_0,high_quality
574,national_chain,Chicago,0,0,5,1,0,group_0,standard_quality
575,national_chain,Boston,1,1,3,1,0,group_1,high_quality
576,national_chain,Los Angeles,0,0,6,1,1,group_0,standard_quality
577,national_chain,Boston,1,1,5,1,0,group_1,high_quality
578,national_chain,Boston,0,0,6,1,0,group_0,standard_quality
579,national_chain,Boston,0,1,5,0,0,group_1,standard_quality
580,national_chain,Los Angeles,0,1,7,1,0,group_1,standard_quality
581,national_chain,Los Angeles,0,1,2,0,1,group_1,standard_quality
582,national_chain,Boston,1,0,2,1,0,group_0,high_quality
583,national_chain,Boston,1,0,5,1,0,group_0,high_quality
584,national_chain,Atlanta,0,0,3,1,0,group_0,standard_quality
585,national_chain,Chicago,1,1,4,1,0,group_1,high_quality
586,national_chain,Atlanta,0,0,4,0,0,group_0,standard_quality
587,national_chain,Atlanta,1,1,2,0,1,group_1,high_quality
588,national_chain,Atlanta,1,0,4,1,0,group_0,high_quality
589,national_chain,Los Angeles,1,1,3,1,0,group_1,high_quality
590,national_chain,Chicago,1,1,6,1,0,group_1,high_quality
591,national_chain,Chicago,0,0,3,1,1,group_0,standard_quality
592,national_chain,Los Angeles,0,0,4,0,0,group_0,standard_quality
593,national_chain,Atlanta,0,1,6,1,0,group_1,standard_quality
594,national_chain,Atlanta,0,0,2,1,0,group_0,standard_quality
595,national_chain,Boston,0,1,7,0,0,group_1,standard_quality
596,national_chain,Chicago,1,0,2,1,1,group_0,high_quality
597,national_chain,Los Angeles,1,0,5,1,0,group_0,high_quality
598,national_chain,Chicago,1,0,6,0,0,group_0,high_quality
599,national_chain,Atlanta,1,1,4,0,0,group_1,high_quality
600,national_chain,Atlanta,1,1,5,0,0,group_1,high_quality
601,national_chain,Los Angeles,0,1,7,0,0,group_1,standard_quality
602,national_chain,Chicago,0,0,2,0,1,group_0,standard_quality
603,national_chain,Atlanta,1,1,3,1,0,group_1,high_quality
604,national_chain,Chicago,1,1,5,1,0,group_1,high_quality
605,national_chain,Chicago,1,0,6,0,1,group_0,high_quality
606,national_chain,Chicago,0,0,2,0,0,group_0,standard_quality
607,national_chain,Atlanta,0,0,3,0,0,group_0,standard_quality
608,national_chain,Los Angeles,1,1,4,0,0,group_1,high_quality
609,national_chain,Boston,0,1,7,1,0,group_1,standard_quality
610,national_chain,Atlanta,0,1,5,0,0,group_1,standard_quality
611,national_chain,Los Angeles,1,1,4,1,0,group_1,high_quality
612,national_chain,Chicago,1,0,3,1,0,group_0,high_quality
613,national_chain,Boston,1,1,2,1,1,group_1,high_quality
614,national_chain,Atlanta,0,0,6,0,0,group_0,standard_quality
615,national_chain,Atlanta,1,1,3,0,0,group_1,high_quality
616,national_chain,Atlanta,0,0,5,0,0,group_0,standard_quality
617,national_chain,Chicago,1,0,7,1,1,group_0,high_quality
618,national_chain,Boston,0,0,7,1,0,group_0,standard_quality
619,national_chain,Los Angeles,1,0,6,1,0,group_0,high_quality
620,national_chain,Los Angeles,0,1,7,0,0,group_1,standard_quality
621,national_chain,Atlanta,1,0,3,1,0,group_0,high_quality
622,national_chain,Chicago,1,1,4,0,0,group_1,high_quality
623,national_chain,Atlanta,0,1,4,1,0,group_1,standard_quality
624,national_chain,Boston,0,0,7,0,0,group_0,standard_quality
625,national_chain,Los Angeles,1,0,4,0,0,group_0,high_quality
626,national_chain,Los Angeles,0,1,3,0,0,group_1,standard_quality
627,national_chain,Chicago,0,1,4,0,0,group_1,standard_quality
628,national_chain,Los Angeles,0,1,7,1,0,group_1,standard_quality
629,national_chain,Chicago,1,1,3,1,0,group_1,high_quality
630,national_chain,Boston,0,1,2,1,0,group_1,standard_quality
631,national_chain,Boston,1,1,6,0,0,group_1,high_quality
632,national_chain,Los Angeles,0,0,5,0,1,group_0,standard_quality
633,national_chain,Los Angeles,1,1,7,1,0,group_1,high_quality
634,national_chain,Atlanta,1,1,4,0,0,group_1,high_quality
635,national_chain,Los Angeles,1,1,5,1,1,group_1,high_quality
636,national_chain,Atlanta,1,0,7,1,1,group_0,high_quality
637,national_chain,Atlanta,1,0,6,1,1,group_0,high_quality
638,national_chain,Boston,0,1,5,0,0,group_1,standard_quality
639,national_chain,Boston,0,1,7,0,0,group_1,standard_quality
640,national_chain,Chicago,0,1,7,0,0,group_1,standard_quality
641,national_chain,Los Angeles,0,1,2,0,0,group_1,standard_quality
642,national_chain,Chicago,0,0,4,0,0,group_0,standard_quality
643,national_chain,Chicago,0,0,3,1,0,group_0,standard_quality
644,national_chain,Atlanta,1,1,3,1,0,group_1,high_quality
645,national_chain,Atlanta,0,1,7,1,0,group_1,standard_quality
646,national_chain,Boston,1,1,4,0,0,group_1,high_quality
647,national_chain,Los Angeles,1,1,6,1,1,group_1,high_quality
648,national_chain,Chicago,0,1,3,0,0,group_1,standard_quality
649,national_chain,Boston,1,1,3,0,1,group_1,high_quality
650,national_chain,Boston,0,1,3,1,1,group_1,standard_quality
651,national_chain,Boston,1,1,2,0,0,group_1,high_quality
652,national_chain,Los Angeles,1,0,2,0,0,group_0,high_quality
653,national_chain,Chicago,1,0,5,1,0,group_0,high_quality
654,national_chain,Los Angeles,0,1,4,0,0,group_1,standard_quality
655,national_chain,Chicago,1,0,4,1,0,group_0,high_quality
656,national_chain,Chicago,1,0,5,1,0,group_0,high_quality
657,national_chain,Los Angeles,0,0,4,0,0,group_0,standard_quality
658,national_chain,Boston,1,1,5,1,0,group_1,high_quality
659,national_chain,Atlanta,0,1,6,1,0,group_1,standard_quality
660,national_chain,Atlanta,0,0,5,1,0,group_0,standard_quality
661,national_chain,Atlanta,1,1,2,0,0,group_1,high_quality
662,national_chain,Boston,0,0,4,0,0,group_0,standard_quality
663,national_chain,Los Angeles,0,0,7,1,0,group_0,standard_quality
664,national_chain,Los Angeles,0,0,2,1,0,group_0,standard_quality
665,national_chain,Chicago,0,0,4,1,0,group_0,standard_quality
666,national_chain,Chicago,1,1,5,1,0,group_1,high_quality
667,national_chain,Los Angeles,0,1,3,0,0,group_1,standard_quality
668,national_chain,Los Angeles,0,1,6,0,1,group_1,standard_quality
669,national_chain,Chicago,0,1,4,0,0,group_1,standard_quality
670,national_chain,Los Angeles,1,1,4,0,0,group_1,high_quality
671,national_chain,Chicago,0,1,5,1,0,group_1,standard_quality
672,national_chain,Boston,1,0,5,0,1,group_0,high_quality
673,national_chain,Atlanta,1,0,7,1,0,group_0,high_quality
674,national_chain,Boston,1,1,2,1,0,group_1,high_quality
675,national_chain,Chicago,0,1,6,0,0,group_1,standard_quality
676,national_chain,Chicago,1,1,2,0,0,group_1,high_quality
677,national_chain,Atlanta,1,1,7,1,0,group_1,high_quality
678,national_chain,Boston,0,1,5,0,0,group_1,standard_quality
679,national_chain,Chicago,1,0,3,1,0,group_0,high_quality
680,national_chain,Los Angeles,1,1,3,0,1,group_1,high_quality
681,national_chain,Chicago,1,1,5,1,1,group_1,high_quality
682,national_chain,Los Angeles,0,0,5,0,1,group_0,standard_quality
683,national_chain,Los Angeles,0,1,4,1,0,group_1,standard_quality
684,national_chain,Atlanta,1,1,5,0,0,group_1,high_quality
685,national_chain,Los Angeles,1,0,7,1,0,group_0,high_quality
686,national_chain,Chicago,0,1,2,0,0,group_1,standard_quality
687,national_chain,Los Angeles,1,0,6,0,0,group_0,high_quality
688,national_chain,Los Angeles,0,1,3,1,0,group_1,standard_quality
689,national_chain,Atlanta,1,0,4,0,1,group_0,high_quality
690,national_chain,Boston,0,0,2,0,0,group_0,standard_quality
691,national_chain,Los Angeles,1,0,5,1,0,group_0,high_quality
692,national_chain,Chicago,0,0,4,1,0,group_0,standard_quality
693,national_chain,Boston,1,1,3,0,0,group_1,high_quality
694,national_chain,Boston,0,1,7,0,1,group_1,standard_quality
695,national_chain,Los Angeles,1,1,3,0,0,group_1,high_quality
696,national_chain,Los Angeles,0,0,7,1,0,group_0,standard_quality
697,national_chain,Atlanta,1,1,3,1,0,group_1,high_quality
698,national_chain,Chicago,0,1,4,1,1,group_1,standard_quality
699,national_chain,Boston,1,0,5,0,1,group_0,high_quality
700,national_chain,Los Angeles,0,0,5,0,1,group_0,standard_quality
701,national_chain,Boston,1,1,6,0,0,group_1,high_quality
702,national_chain,Chicago,1,1,3,0,0,group_1,high_quality
703,national_chain,Los Angeles,0,0,4,0,0,group_0,standard_quality
704,national_chain,Atlanta,1,1,3,1,0,group_1,high_quality
705,national_chain,Chicago,1,0,6,0,0,group_0,high_quality
706,national_chain,Boston,1,1,3,1,0,group_1,high_quality
707,national_chain,Boston,1,1,5,1,0,group_1,high_quality
708,national_chain,Los Angeles,0,0,5,1,0,group_0,standard_quality
709,national_chain,Los Angeles,0,1,5,0,0,group_1,standard_quality
710,national_chain,Los Angeles,0,0,4,1,0,group_0,standard_quality
711,national_chain,Chicago,0,0,5,0,0,group_0,standard_quality
712,national_chain,Los Angeles,0,0,3,1,0,group_0,standard_quality
713,national_chain,Chicago,1,1,2,0,0,group_1,high_quality
714,national_chain,Boston,0,1,6,1,0,group_1,standard_quality
715,national_chain,Boston,0,0,7,1,1,group_0,standard_quality
716,national_chain,Los Angeles,1,0,7,1,0,group_0,high_quality
717,national_chain,Atlanta,0,0,3,1,1,group_0,standard_quality
718,national_chain,Boston,1,1,3,0,0,group_1,high_quality
719,national_chain,Chicago,1,1,4,1,0,group_1,high_quality
720,national_chain,Atlanta,1,1,7,0,0,group_1,high_quality
721,local_service,Los Angeles,1,1,6,1,0,group_1,high_quality
722,local_service,Chicago,0,1,7,0,0,group_1,standard_quality
723,local_service,Los Angeles,1,0,6,0,1,group_0,high_quality
724,local_service,Chicago,1,1,4,0,0,group_1,high_quality
725,local_service,Boston,1,1,6,1,0,group_1,high_quality
726,local_service,Los Angeles,1,1,5,0,1,group_1,high_quality
727,local_service,Chicago,1,1,7,0,0,group_1,high_quality
728,local_service,Atlanta,1,1,7,1,0,group_1,high_quality
729,local_service,Chicago,1,0,4,1,0,group_0,high_quality
730,local_service,Chicago,0,0,4,0,0,group_0,standard_quality
731,local_service,Los Angeles,0,1,2,0,0,group_1,standard_quality
732,local_service,Los Angeles,0,0,7,0,0,group_0,standard_quality
733,local_service,Atlanta,1,0,7,1,0,group_0,high_quality
734,local_service,Atlanta,1,1,5,0,0,group_1,high_quality
735,local_service,Boston,0,0,3,0,1,group_0,standard_quality
736,local_service,Los Angeles,1,0,6,0,1,group_0,high_quality
737,local_service,Atlanta,0,0,4,0,0,group_0,standard_quality
738,local_service,Boston,1,0,6,1,0,group_0,high_quality
739,local_service,Los Angeles,0,1,5,1,0,group_1,standard_quality
740,local_service,Chicago,0,0,7,1,1,group_0,standard_quality
741,local_service,Atlanta,1,1,3,0,0,group_1,high_quality
742,local_service,Boston,0,1,2,1,0,group_1,standard_quality
743,local_service,Los Angeles,1,0,6,1,0,group_0,high_quality
744,local_service,Atlanta,0,1,7,0,0,group_1,standard_quality
745,local_service,Atlanta,0,1,2,0,0,group_1,standard_quality
746,local_service,Atlanta,0,0,2,1,0,group_0,standard_quality
747,local_service,Atlanta,1,1,6,0,0,group_1,high_quality
748,local_service,Atlanta,0,1,4,1,0,group_1,standard_quality
749,local_service,Chicago,1,0,2,0,0,group_0,high_quality
750,local_service,Chicago,0,0,5,1,0,group_0,standard_quality
751,local_service,Boston,1,0,5,0,0,group_0,high_quality
752,local_service,Atlanta,1,1,4,0,0,group_1,high_quality
753,local_service,Boston,1,0,6,1,0,group_0,high_quality
754,local_service,Atlanta,0,0,5,0,0,group_0,standard_quality
755,local_service,Boston,0,0,2,1,1,group_0,standard_quality
756,local_service,Los Angeles,1,0,4,1,0,group_0,high_quality
757,local_service,Atlanta,1,1,5,0,0,group_1,high_quality
758,local_service,Boston,0,0,3,1,0,group_0,standard_quality
759,local_service,Atlanta,0,0,3,0,0,group_0,standard_quality
760,local_service,Los Angeles,0,1,6,1,0,group_1,standard_quality
761,local_service,Atlanta,0,0,5,0,0,group_0,standard_quality
762,local_service,Atlanta,1,1,2,0,0,group_1,high_quality
763,local_service,Los Angeles,0,0,4,0,0,group_0,standard_quality
764,local_service,Chicago,0,0,2,0,1,group_0,standard_quality
765,local_service,Atlanta,1,1,4,0,0,group_1,high_quality
766,local_service,Atlanta,0,0,5,1,0,group_0,standard_quality
767,local_service,Chicago,1,0,5,0,1,group_0,high_quality
768,local_service,Los Angeles,0,1,4,0,0,group_1,standard_quality
769,local_service,Los Angeles,0,1,3,1,0,group_1,standard_quality
770,local_service,Boston,0,1,6,0,0,group_1,standard_quality
771,local_service,Atlanta,0,1,3,0,1,group_1,standard_quality
772,local_service,Atlanta,0,1,7,1,0,group_1,standard_quality
773,local_service,Chicago,1,0,7,1,0,group_0,high_quality
774,local_service,Los Angeles,1,1,4,0,0,group_1,high_quality
775,local_service,Boston,1,1,5,1,1,group_1,high_quality
776,local_service,Los Angeles,0,0,5,0,0,group_0,standard_quality
777,local_service,Atlanta,1,1,3,0,0,group_1,high_quality
778,local_service,Chicago,0,1,7,0,0,group_1,standard_quality
779,local_service,Los Angeles,0,1,6,1,0,group_1,standard_quality
780,local_service,Los Angeles,1,1,7,0,0,group_1,high_quality
781,local_service,Chicago,0,0,5,0,0,group_0,standard_quality
782,local_service,Boston,1,1,7,1,0,group_1,high_quality
783,local_service,Chicago,0,1,7,1,0,group_1,standard_quality
784,local_service,Los Angeles,0,0,2,1,0,group_0,standard_quality
785,local_service,Chicago,0,1,7,0,0,group_1,standard_quality
786,local_service,Los Angeles,1,1,7,1,0,group_1,high_quality
787,local_service,Boston,1,0,2,0,0,group_0,high_quality
788,local_service,Chicago,0,0,5,0,0,group_0,standard_quality
789,local_service,Boston,0,1,2,1,0,group_1,standard_quality
790,local_service,Boston,1,0,5,1,0,group_0,high_quality
791,local_service,Boston,1,0,4,0,0,group_0,high_quality
792,local_service,Atlanta,1,1,6,1,1,group_1,high_quality
793,local_service,Los Angeles,1,1,5,1,1,group_1,high_quality
794,local_service,Boston,1,1,4,1,0,group_1,high_quality
795,local_service,Atlanta,1,0,4,1,0,group_0,high_quality
796,local_service,Chicago,0,1,4,0,0,group_1,standard_quality
797,local_service,Los Angeles,0,1,6,0,0,group_1,standard_quality
798,local_service,Los Angeles,1,0,5,1,0,group_0,high_quality
799,local_service,Chicago,1,0,4,0,0,group_0,high_quality
800,local_service,Atlanta,0,0,6,1,0,group_0,standard_quality
801,local_service,Boston,1,0,5,0,0,group_0,high_quality
802,local_service,Chicago,1,1,7,1,0,group_1,high_quality
803,local_service,Atlanta,0,1,6,1,0,group_1,standard_quality
804,local_service,Boston,0,1,6,1,1,group_1,standard_quality
805,local_service,Boston,1,0,2,1,1,group_0,high_quality
806,local_service,Los Angeles,1,0,7,0,0,group_0,high_quality
807,local_service,Atlanta,1,0,5,1,0,group_0,high_quality
808,local_service,Boston,1,1,6,0,0,group_1,high_quality
809,local_service,Boston,1,1,6,1,0,group_1,high_quality
810,local_service,Boston,1,1,6,0,0,group_1,high_quality
811,local_service,Chicago,0,0,5,0,0,group_0,standard_quality
812,local_service,Atlanta,0,1,3,1,0,group_1,standard_quality
813,local_service,Boston,0,1,6,1,0,group_1,standard_quality
814,local_service,Chicago,1,1,7,0,1,group_1,high_quality
815,local_service,Los Angeles,0,0,2,0,1,group_0,standard_quality
816,local_service,Los Angeles,0,1,6,0,0,group_1,standard_quality
817,local_service,Chicago,0,1,3,1,0,group_1,standard_quality
818,local_service,Atlanta,0,1,7,1,0,group_1,standard_quality
819,local_service,Boston,0,0,5,1,1,group_0,standard_quality
820,local_service,Chicago,0,1,7,1,0,group_1,standard_quality
821,local_service,Atlanta,0,0,4,1,0,group_0,standard_quality
822,local_service,Chicago,1,1,5,0,0,group_1,high_quality
823,local_service,Atlanta,1,1,7,0,0,group_1,high_quality
824,local_service,Boston,1,0,3,1,0,group_0,high_quality
825,local_service,Atlanta,1,0,3,1,0,group_0,high_quality
826,local_service,Boston,1,0,5,1,0,group_0,high_quality
827,local_service,Chicago,1,1,5,0,1,group_1,high_quality
828,local_service,Boston,0,0,6,1,0,group_0,standard_quality
829,local_service,Atlanta,0,1,5,0,1,group_1,standard_quality
830,local_service,Boston,1,1,7,0,0,group_1,high_quality
831,local_service,Atlanta,0,0,5,0,1,group_0,standard_quality
832,local_service,Chicago,0,1,7,0,0,group_1,standard_quality
833,local_service,Chicago,0,0,7,0,1,group_0,standard_quality
834,local_service,Chicago,1,0,5,1,1,group_0,high_quality
835,local_service,Boston,1,0,2,0,0,group_0,high_quality
836,local_service,Boston,0,0,7,0,0,group_0,standard_quality
837,local_service,Chicago,0,0,2,1,0,group_0,standard_quality
838,local_service,Los Angeles,0,0,6,0,0,group_0,standard_quality
839,local_service,Boston,0,1,5,0,0,group_1,standard_quality
840,local_service,Atlanta,1,0,7,1,0,group_0,high_quality
841,local_service,Atlanta,1,1,3,1,0,group_1,high_quality
842,local_service,Atlanta,0,0,2,0,0,group_0,standard_quality
843,local_service,Atlanta,0,1,4,0,0,group_1,standard_quality
844,local_service,Boston,1,1,2,0,0,group_1,high_quality
845,local_service,Chicago,0,1,6,0,0,group_1,standard_quality
846,local_service,Chicago,1,0,6,0,0,group_0,high_quality
847,local_service,Chicago,1,0,3,1,1,group_0,high_quality
848,local_service,Los Angeles,1,1,5,1,0,group_1,high_quality
849,local_service,Los Angeles,1,0,6,1,0,group_0,high_quality
850,local_service,Chicago,1,1,2,1,0,group_1,high_quality
851,local_service,Chicago,1,0,4,0,0,group_0,high_quality
852,local_service,Boston,1,0,5,0,1,group_0,high_quality
853,local_service,Atlanta,0,1,2,1,0,group_1,standard_quality
854,local_service,Boston,1,1,5,0,0,group_1,high_quality
855,local_service,Chicago,0,0,4,0,0,group_0,standard_quality
856,local_service,Chicago,0,0,5,0,0,group_0,standard_quality
857,local_service,Chicago,1,0,5,1,0,group_0,high_quality
858,local_service,Los Angeles,1,0,5,0,0,group_0,high_quality
859,local_service,Chicago,1,1,3,1,0,group_1,high_quality
860,local_service,Los Angeles,1,1,4,0,0,group_1,high_quality
861,local_service,Los Angeles,1,1,2,0,0,group_1,high_quality
862,local_service,Boston,1,1,7,0,0,group_1,high_quality
863,local_service,Los Angeles,0,0,5,0,0,group_0,standard_quality
864,local_service,Chicago,0,0,2,0,0,group_0,standard_quality
865,local_service,Atlanta,1,1,6,0,0,group_1,high_quality
866,local_service,Chicago,0,1,6,1,0,group_1,standard_quality
867,local_service,Atlanta,1,0,5,1,0,group_0,high_quality
868,local_service,Los Angeles,0,0,2,1,0,group_0,standard_quality
869,local_service,Chicago,1,1,5,1,0,group_1,high_quality
870,local_service,Chicago,0,1,3,0,0,group_1,standard_quality
871,local_service,Boston,1,1,2,0,0,group_1,high_quality
872,local_service,Boston,1,1,2,1,0,group_1,high_quality
873,local_service,Atlanta,0,1,5,1,0,group_1,standard_quality
