worker_i,worker_j,same_group,same_occupation,skill_distance,geo_distance,either_senior,referral_opportunity,true_link_probability,linked,tie_strength
W006,W051,1,1,0.1677,2,0,0.5003,0.3215,0,0.4283
W006,W052,1,0,0.649,3,1,0.5228,0.2254,1,0.5591
W006,W053,0,0,0.3999,2,0,0.5383,0.0999,0,0.5046
W006,W054,1,0,0.4844,4,1,0.6298,0.2312,1,0.5653
W006,W055,1,0,0.2802,1,0,0.5092,0.2212,0,0.4265
W006,W056,0,0,0.3755,6,0,0.5288,0.0693,0,0.73
W006,W057,1,1,0.0217,1,0,0.568,0.3662,0,0.4787
W006,W058,1,1,1.1287,5,1,0.5919,0.2754,0,0.8487
W006,W059,1,0,0.3493,6,0,0.4987,0.1431,0,0.545
W006,W060,1,0,0.0357,0,0,0.477,0.25,0,0.4949
W006,W061,0,0,0.2413,2,0,0.5212,0.1037,0,0.268
W006,W062,0,0,1.5101,5,0,0.4814,0.0513,0,0.7719
W006,W063,0,0,0.0507,2,0,0.5464,0.1117,0,0.2942
W006,W064,1,0,0.1829,4,0,0.5485,0.1828,0,0.4234
W006,W065,1,0,0.4775,3,1,0.6118,0.2475,0,0.3786
W006,W066,0,0,0.0979,0,0,0.4824,0.1261,1,0.3208
W006,W067,1,1,1.1964,6,0,0.456,0.1782,0,0.6926
W006,W068,1,0,0.0175,0,1,0.5689,0.3348,0,0.4211
W006,W069,1,0,1.0705,4,0,0.5725,0.1441,1,0.1845
W006,W070,1,0,0.2305,0,0,0.5253,0.2441,0,0.6015
W006,W071,1,0,1.7651,2,0,0.5428,0.1371,0,0.6491
W006,W072,0,0,0.293,6,0,0.4721,0.0685,0,0.3118
W007,W008,1,1,0.1391,3,0,0.4674,0.2972,0,0.8135
W007,W009,0,0,0.1013,2,0,0.5168,0.1079,0,0.1859
W007,W010,1,0,1.9308,2,0,0.4798,0.1255,0,0.5383
W007,W011,0,0,0.9257,2,0,0.4334,0.0792,0,0.0673
W007,W012,0,0,0.0051,2,1,0.5816,0.1554,0,0.3064
W007,W013,1,0,0.3944,6,0,0.493,0.1407,0,0.4078
W007,W014,0,0,0.1516,0,0,0.5654,0.1307,0,0.2372
W007,W015,0,1,0.835,2,0,0.5662,0.1485,0,0.6727
W007,W016,1,0,0.4375,2,0,0.443,0.1885,1,0.2281
W007,W017,0,0,0.5485,2,0,0.4874,0.0923,0,0.26
W007,W018,1,1,0.978,2,0,0.4664,0.2599,0,0.566
W007,W019,0,0,0.0342,1,0,0.5566,0.1234,0,0.7081
W007,W020,1,1,1.0388,4,0,0.4407,0.2166,1,0.4428
W007,W021,0,1,1.3485,5,1,0.6133,0.1362,0,0.6264
W007,W022,0,0,0.0248,0,1,0.6387,0.1887,0,0.7455
W007,W023,0,0,0.4997,2,0,0.57,0.0989,0,0.2817
W007,W024,0,0,0.5195,3,0,0.5644,0.0895,0,0.3257
W007,W025,0,1,0.4777,3,0,0.4816,0.1436,0,0.6128
W007,W026,1,0,0.1983,2,0,0.5024,0.2082,0,0.6214
W007,W027,0,0,0.2651,2,0,0.5402,0.1042,0,0.4522
W007,W028,0,0,0.4963,2,0,0.4768,0.0932,0,0.3359
W007,W029,1,0,0.0174,2,0,0.5343,0.2225,1,0.3257
W007,W030,0,0,0.6953,3,0,0.5671,0.0849,0,0.5177
W007,W031,0,0,0.0412,4,0,0.5084,0.0913,1,0.4193
W007,W032,1,0,0.2871,4,1,0.4858,0.2248,0,0.4262
W007,W033,1,1,0.1855,2,0,0.4615,0.3141,0,0.6541
W007,W034,0,0,0.1734,5,0,0.4165,0.0752,0,0.6212
W007,W035,1,1,0.4644,6,0,0.5356,0.2275,0,0.3207
W007,W036,1,0,0.4753,2,0,0.5036,0.1933,0,0.2732
W007,W037,1,0,1.1542,1,0,0.4896,0.1722,0,0.452
W007,W038,1,1,1.1012,1,0,0.5003,0.276,0,0.3273
W007,W039,0,0,0.6318,4,0,0.394,0.0704,0,0.6102
W007,W040,0,0,0.0598,4,0,0.5631,0.0941,0,0.4426
W007,W041,1,1,0.4526,3,0,0.4861,0.2781,0,0.2773
W007,W042,1,0,0.119,1,0,0.5327,0.2338,0,0.2832
W007,W043,0,0,1.1268,3,0,0.3851,0.0656,0,0.0536
W007,W044,0,0,0.6913,3,1,0.5638,0.1152,0,0.4203
W007,W045,1,0,0.229,1,0,0.5734,0.2324,1,0.7623
W007,W046,1,0,0.2707,2,0,0.5724,0.2125,0,0.3225
W007,W047,1,0,0.5644,1,0,0.4486,0.198,0,0.7508
W007,W048,0,0,0.53,4,0,0.5317,0.0796,0,0.6291
W007,W049,0,0,0.9049,1,0,0.4694,0.0895,0,0.1939
W007,W050,0,0,0.23,5,0,0.5575,0.0812,0,0.4441
W007,W051,0,1,0.2279,2,0,0.4994,0.1697,0,0.327
W007,W052,0,0,0.7092,3,1,0.5218,0.1115,1,0.6327
W007,W053,1,0,0.4601,2,0,0.5374,0.1979,0,0.6517
W007,W054,0,0,0.4242,4,1,0.6288,0.119,0,0.5164
W007,W055,0,0,0.3404,1,0,0.5082,0.1091,0,0.5691
W007,W056,1,0,0.3153,6,0,0.5278,0.1471,0,0.7059
W007,W057,0,1,0.0385,1,0,0.5671,0.2018,0,0.6097
W007,W058,0,1,1.1889,5,1,0.591,0.1408,0,0.4614
W007,W059,0,0,0.4095,6,0,0.4977,0.0672,0,0.2661
W007,W060,0,0,0.0959,0,0,0.4761,0.1257,0,0.3204
W007,W061,1,0,0.3015,2,0,0.5202,0.2046,0,0.6368
W007,W062,1,0,1.5703,5,0,0.4805,0.1074,0,0.7706
W007,W063,1,0,0.1109,2,0,0.5454,0.2184,1,0.3882
W007,W064,0,0,0.1227,4,0,0.5475,0.0913,0,0.1967
W007,W065,0,0,0.4173,3,1,0.6108,0.1287,1,0.2761
W007,W066,1,0,0.1581,0,0,0.4814,0.2428,0,0.4885
W007,W067,0,1,1.2566,6,0,0.4551,0.0855,0,0.2087
W007,W068,0,0,0.0427,0,1,0.5679,0.1801,0,0.5859
W007,W069,0,0,1.0103,4,0,0.5716,0.0703,0,0.9465
W007,W070,0,0,0.2907,0,0,0.5243,0.1222,1,0.577
W007,W071,0,0,1.7049,2,0,0.5418,0.0666,0,0.8014
W007,W072,1,0,0.2328,6,0,0.4711,0.1455,0,0.332
W008,W009,0,0,0.2404,5,0,0.4853,0.0771,0,0.195
W008,W010,1,0,2.0699,5,0,0.4483,0.0902,0,0.2871
W008,W011,0,0,1.0648,1,0,0.4019,0.0815,0,0.1757
W008,W012,0,0,0.1442,5,1,0.5501,0.1127,0,0.3536
W008,W013,1,0,0.5335,3,0,0.4615,0.1709,0,0.7437
W008,W014,0,0,0.2907,3,0,0.5339,0.0941,0,0.3832
W008,W015,0,1,0.9741,5,0,0.5347,0.1075,0,0.5332
W008,W016,1,0,0.2984,5,0,0.4115,0.1499,0,0.3657
W008,W017,0,0,0.6876,5,0,0.4559,0.0656,1,0.0823
W008,W018,1,1,1.1171,1,0,0.4349,0.2657,0,0.5132
W008,W019,0,0,0.1733,4,0,0.5252,0.0886,0,0.7213
W008,W020,1,1,1.1779,1,0,0.4093,0.2581,0,0.2831
W008,W021,0,1,1.2094,2,1,0.5818,0.1791,0,0.2946
W008,W022,0,0,0.1639,3,1,0.6072,0.1384,0,0.7301
W008,W023,0,0,0.3606,1,0,0.5385,0.1106,0,0.3404
W008,W024,0,0,0.6586,0,0,0.5329,0.11,0,0.3038
W008,W025,0,1,0.6168,0,0,0.4501,0.1743,0,0.493
W008,W026,1,0,0.3374,1,0,0.4709,0.2132,0,0.1423
W008,W027,0,0,0.126,1,0,0.5087,0.1164,0,0.106
W008,W028,0,0,0.6354,1,0,0.4453,0.0957,0,0.6048
W008,W029,1,0,0.1217,1,0,0.5028,0.2298,1,0.7587
W008,W030,0,0,0.5562,0,0,0.5356,0.1137,0,0.6514
W008,W031,0,0,0.1803,1,0,0.4769,0.1123,0,0.4465
W008,W032,1,0,0.4262,1,1,0.4543,0.2674,0,0.5336
W008,W033,1,1,0.3246,1,0,0.43,0.3207,0,0.6402
W008,W034,0,0,0.3125,2,0,0.385,0.0929,0,0.4896
W008,W035,1,1,0.3253,3,0,0.5041,0.2895,0,0.7305
W008,W036,1,0,0.6144,1,0,0.4721,0.198,0,0.185
W008,W037,1,0,1.2933,4,0,0.4581,0.1257,0,0.5673
W008,W038,1,1,0.9621,2,0,0.4688,0.2612,0,0.4524
W008,W039,0,0,0.7709,1,0,0.3624,0.087,0,0.7129
W008,W040,0,0,0.1989,1,0,0.5315,0.1156,0,0.201
W008,W041,1,1,0.3135,0,0,0.4546,0.3477,1,0.4899
W008,W042,1,0,0.0201,2,0,0.5011,0.2182,0,0.1577
W008,W043,0,0,1.2659,0,0,0.3536,0.0812,1,0.3237
W008,W044,0,0,0.8304,0,1,0.5323,0.1408,1,0.4392
W008,W045,1,0,0.0899,4,0,0.5419,0.1869,1,0.826
W008,W046,1,0,0.4098,1,0,0.5409,0.2176,0,0.617
W008,W047,1,0,0.7035,2,0,0.4172,0.1724,0,0.1317
W008,W048,0,0,0.3909,1,0,0.5002,0.1069,0,0.3869
W008,W049,0,0,1.044,4,0,0.4379,0.0636,0,0.1575
W008,W050,0,0,0.3691,2,0,0.5261,0.1,0,0.1229
W008,W051,0,1,0.367,1,0,0.4678,0.1739,0,0.2433
W008,W052,0,0,0.8483,0,1,0.4903,0.1364,0,0.6644
W008,W053,1,0,0.5992,5,0,0.5059,0.1456,0,0.6939
W008,W054,0,0,0.2851,1,1,0.5973,0.1575,0,0.4892
W008,W055,0,0,0.4795,4,0,0.4768,0.078,0,0.4759
W008,W056,1,0,0.1762,3,0,0.4963,0.1927,0,0.4285
W008,W057,0,1,0.1776,2,0,0.5356,0.1758,0,0.5075
W008,W058,0,1,1.328,2,1,0.5595,0.171,1,0.9707
W008,W059,0,0,0.5486,3,0,0.4662,0.0831,0,0.3684
W008,W060,0,0,0.235,3,0,0.4446,0.0903,0,0.3881
W008,W061,1,0,0.4406,5,0,0.4888,0.1509,0,0.4611
W008,W062,1,0,1.7094,2,0,0.449,0.1315,0,0.8503
W008,W063,1,0,0.25,1,0,0.514,0.2236,1,0.787
W008,W064,0,0,0.0164,1,0,0.5161,0.1209,0,0.4772
W008,W065,0,0,0.2782,0,1,0.5793,0.1697,1,0.2519
W008,W066,1,0,0.2972,3,0,0.4499,0.1814,0,0.3433
W008,W067,0,1,1.3957,3,0,0.4235,0.1053,0,0.3708
W008,W068,0,0,0.1818,3,1,0.5364,0.1317,0,0.4107
W008,W069,0,0,0.8712,1,0,0.5401,0.0947,0,0.3386
W008,W070,0,0,0.4298,3,0,0.4929,0.0878,0,0.4337
W008,W071,0,0,1.5658,1,0,0.5103,0.0748,1,0.3405
W008,W072,1,0,0.0937,3,0,0.4396,0.1907,0,0.7828
W009,W010,0,0,1.8295,0,0,0.4976,0.0749,0,0.5017
W009,W011,1,0,0.8244,4,0,0.4512,0.1436,1,0.4411
W009,W012,1,0,0.0962,0,1,0.5995,0.3338,1,0.6276
W009,W013,0,1,0.2931,8,0,0.5109,0.0996,0,0.2613
W009,W014,1,0,0.0503,2,0,0.5833,0.2267,0,0.793
W009,W015,1,0,0.7337,0,0,0.5841,0.2212,0,0.5685
W009,W016,0,0,0.5388,0,0,0.4609,0.109,0,0.2663
W009,W017,1,1,0.4472,0,0,0.5053,0.3456,1,0.5028
W009,W018,0,0,0.8767,4,0,0.4843,0.0692,0,0.2379
W009,W019,1,1,0.0671,1,0,0.5745,0.3637,0,0.644
W009,W020,0,0,0.9375,6,0,0.4587,0.0553,0,0.4811
W009,W021,1,0,1.4498,7,1,0.6312,0.1384,0,0.6146
W009,W022,1,0,0.0765,2,1,0.6566,0.3009,0,0.3711
W009,W023,1,1,0.601,4,0,0.5879,0.2629,0,0.5094
W009,W024,1,0,0.4182,5,0,0.5823,0.1607,0,0.2914
W009,W025,1,0,0.3764,5,0,0.4995,0.1547,0,0.2239
W009,W026,0,1,0.097,4,0,0.5203,0.1508,0,0.8644
W009,W027,1,0,0.3664,4,0,0.558,0.1747,0,0.6027
W009,W028,1,1,0.395,4,0,0.4946,0.2634,0,0.4245
W009,W029,0,0,0.1187,4,0,0.5522,0.0917,0,0.2416
W009,W030,1,0,0.7966,5,0,0.585,0.1443,0,0.8397
W009,W031,1,1,0.0601,6,0,0.5263,0.2513,0,0.4517
W009,W032,0,1,0.1858,6,1,0.5037,0.1638,0,0.6534
W009,W033,0,0,0.0842,4,0,0.4794,0.0884,0,0.3074
W009,W034,1,0,0.0721,7,0,0.4344,0.1368,0,0.1229
W009,W035,0,0,0.5657,8,0,0.5535,0.055,0,0.55
W009,W036,0,0,0.374,4,0,0.5215,0.083,0,0.6326
W009,W037,0,0,1.0529,1,0,0.5074,0.0877,0,0.5877
W009,W038,0,0,1.2025,3,0,0.5182,0.0701,0,0.455
W009,W039,1,0,0.5305,6,0,0.4118,0.1286,0,0.6114
W009,W040,1,0,0.0415,6,0,0.5809,0.1644,0,0.5862
W009,W041,0,0,0.5539,5,0,0.504,0.0707,0,0.5727
W009,W042,0,0,0.2203,3,0,0.5505,0.0972,0,0.3836
W009,W043,1,0,1.0255,5,0,0.403,0.1204,0,0.7553
W009,W044,1,1,0.59,5,1,0.5817,0.3118,0,0.54
W009,W045,0,0,0.3303,1,0,0.5913,0.1154,0,0.2394
W009,W046,0,0,0.1694,4,0,0.5902,0.0926,0,0.636
W009,W047,0,1,0.4631,3,0,0.4665,0.1429,0,0.1992
W009,W048,1,0,0.6313,6,0,0.5496,0.136,0,0.7603
W009,W049,1,1,0.8036,1,0,0.4872,0.2948,1,0.4077
W009,W050,1,1,0.1287,7,0,0.5755,0.2352,0,0.4464
W009,W051,1,0,0.1266,4,0,0.5172,0.1823,0,0.509
W009,W052,1,0,0.6079,5,1,0.5397,0.1965,0,0.5103
W009,W053,0,0,0.3588,0,0,0.5553,0.1222,0,0.356
W009,W054,1,1,0.5255,6,1,0.6467,0.3051,1,0.4674
W009,W055,1,0,0.2391,1,0,0.5261,0.2258,0,0.4533
W009,W056,0,0,0.4166,8,0,0.5457,0.0574,0,0.72
W009,W057,1,0,0.0628,3,0,0.585,0.2091,0,0.479
W009,W058,1,0,1.0876,7,1,0.6089,0.1517,0,0.4497
W009,W059,1,1,0.3082,8,0,0.5156,0.2004,0,0.3904
W009,W060,1,1,0.0054,2,0,0.494,0.3327,0,0.6048
W009,W061,0,0,0.2002,0,0,0.5381,0.1267,0,0.373
W009,W062,0,0,1.469,7,0,0.4983,0.0435,0,0.3435
W009,W063,0,1,0.0096,4,0,0.5634,0.1587,0,0.1844
W009,W064,1,0,0.224,6,0,0.5655,0.1546,0,0.5714
W009,W065,1,1,0.5186,5,1,0.6287,0.3244,1,0.8006
W009,W066,0,0,0.0568,2,0,0.4993,0.1081,0,0.4764
W009,W067,1,0,1.1553,8,0,0.4729,0.0926,0,0.5279
W009,W068,1,0,0.0586,2,1,0.5858,0.2915,0,0.3928
W009,W069,1,0,1.1116,6,0,0.5895,0.1209,1,0.4103
W009,W070,1,1,0.1894,2,0,0.5422,0.3265,0,0.5059
W009,W071,1,0,1.8062,4,0,0.5597,0.115,0,0.7042
W009,W072,0,0,0.3341,8,0,0.489,0.0567,0,0.2278
W010,W011,0,1,1.0051,4,0,0.4142,0.1078,0,0.2609
W010,W012,0,0,1.9257,0,1,0.5624,0.1034,1,0.7094
W010,W013,1,0,1.5364,8,0,0.4738,0.0823,0,0.5795
W010,W014,0,1,1.7792,2,0,0.5462,0.1109,0,0.3403
W010,W015,0,0,1.0958,0,0,0.5471,0.0972,0,0.6571
W010,W016,1,1,2.3683,0,0,0.4239,0.2059,0,0.3315
W010,W017,0,0,1.3823,0,0,0.4682,0.0845,0,0.2483
W010,W018,1,0,0.9528,4,0,0.4473,0.138,0,0.7187
W010,W019,0,0,1.8966,1,0,0.5375,0.0686,0,0.942
W010,W020,1,0,0.892,6,0,0.4216,0.1161,0,0.544
W010,W021,0,0,3.2793,7,1,0.5941,0.0357,0,0.2809
W010,W022,0,0,1.906,2,1,0.6196,0.0901,0,0.2322
W010,W023,0,0,2.4305,4,0,0.5509,0.044,0,0.6176
W010,W024,0,1,1.4113,5,0,0.5453,0.0947,0,0.5624
W010,W025,0,0,1.4531,5,0,0.4625,0.0516,0,0.4258
W010,W026,1,0,1.7325,4,0,0.4833,0.1119,1,0.1614
W010,W027,0,1,2.1959,4,0,0.521,0.0801,0,0.7143
W010,W028,0,0,1.4345,4,0,0.4576,0.0569,0,0.5536
W010,W029,1,0,1.9482,4,0,0.5151,0.107,0,0.3732
W010,W030,0,0,2.6261,5,0,0.5479,0.0374,0,0.3055
W010,W031,0,0,1.8896,6,0,0.4893,0.0415,1,0.7653
W010,W032,1,0,1.6437,6,1,0.4667,0.1287,0,0.98
W010,W033,1,0,1.7453,4,0,0.4424,0.1086,1,0.3744
W010,W034,0,0,1.7574,7,0,0.3973,0.0369,0,0.1872
W010,W035,1,0,2.3952,8,0,0.5165,0.0646,0,0.6805
W010,W036,1,1,1.4555,4,0,0.4845,0.1984,0,0.272
W010,W037,1,1,0.7766,1,0,0.4704,0.2941,1,0.3509
W010,W038,1,0,3.032,3,0,0.4812,0.0821,0,0.2724
W010,W039,0,0,1.299,6,0,0.3748,0.0465,0,0.1748
W010,W040,0,1,1.871,6,0,0.5439,0.0748,0,0.3689
W010,W041,1,0,2.3834,5,0,0.4669,0.0829,0,0.1063
W010,W042,1,1,2.0498,3,0,0.5135,0.1858,0,0.6812
W010,W043,0,1,0.804,5,0,0.3659,0.1016,0,0.2994
W010,W044,0,0,1.2395,5,1,0.5447,0.0802,0,0.3009
W010,W045,1,1,2.1598,1,0,0.5543,0.2167,0,0.5552
W010,W046,1,1,1.6601,4,0,0.5532,0.1953,0,0.4997
W010,W047,1,0,1.3664,3,0,0.4295,0.1318,0,0.1434
W010,W048,0,0,2.4608,6,0,0.5126,0.035,0,0.7058
W010,W049,0,0,1.0259,1,0,0.4502,0.0851,0,0.5861
W010,W050,0,0,1.7008,7,0,0.5384,0.0415,0,0.325
W010,W051,0,0,1.7029,4,0,0.4802,0.053,0,0.2601
W010,W052,0,1,1.2216,5,1,0.5027,0.132,0,0.4913
W010,W053,1,1,1.4707,0,0,0.5182,0.2735,0,0.3746
W010,W054,0,0,2.355,6,1,0.6097,0.0536,0,0.2884
W010,W055,0,0,1.5904,1,0,0.4891,0.0732,0,0.4454
W010,W056,1,0,2.2461,8,0,0.5087,0.0674,0,0.3715
W010,W057,0,0,1.8923,3,0,0.5479,0.0574,0,0.657
W010,W058,0,0,0.7419,7,1,0.5718,0.0794,0,0.5216
W010,W059,0,0,1.5213,8,0,0.4786,0.0383,0,0.5806
W010,W060,0,0,1.8349,2,0,0.4569,0.0604,0,0.1789
W010,W061,1,1,1.6293,0,0,0.5011,0.2605,0,0.227
W010,W062,1,1,0.3605,7,0,0.4613,0.2074,0,0.4582
W010,W063,1,0,1.8199,4,0,0.5263,0.1121,0,0.7197
W010,W064,0,0,2.0535,6,0,0.5284,0.0404,0,0.1007
W010,W065,0,0,2.3481,5,1,0.5917,0.0583,0,0.2145
W010,W066,1,0,1.7727,2,0,0.4622,0.1301,0,0.6753
W010,W067,0,0,0.6742,8,0,0.4359,0.049,0,0.1729
W010,W068,0,1,1.8881,2,1,0.5488,0.1447,0,0.3342
W010,W069,0,1,2.9411,6,0,0.5524,0.0535,0,0.6136
W010,W070,0,0,1.6401,2,0,0.5052,0.0664,0,0.1612
W010,W071,0,0,3.6357,4,0,0.5227,0.029,0,0.4355
W010,W072,1,0,2.1636,8,0,0.452,0.0666,0,0.6832
W011,W012,1,0,0.9206,4,1,0.516,0.1929,0,0.3659
W011,W013,0,0,0.5313,4,0,0.4274,0.0743,0,0.4284
W011,W014,1,1,0.7741,2,0,0.4998,0.2782,0,0.6142
W011,W015,1,0,0.0907,4,0,0.5007,0.1824,0,0.6289
W011,W016,0,1,1.3632,4,0,0.3775,0.0943,0,0.1876
W011,W017,1,0,0.3772,4,0,0.4219,0.1605,0,0.4008
W011,W018,0,0,0.0523,0,0,0.4009,0.1214,0,0.7028
W011,W019,1,0,0.8915,3,0,0.4911,0.1572,0,0.5698
W011,W020,0,0,0.1131,2,0,0.3752,0.0981,0,0.1397
W011,W021,1,0,2.2742,3,1,0.5477,0.1457,0,0.971
W011,W022,1,0,0.9009,2,1,0.5732,0.2344,0,0.98
W011,W023,1,0,1.4254,0,0,0.5045,0.1749,0,0.6209
W011,W024,1,1,0.4062,1,0,0.4989,0.3254,0,0.7393
W011,W025,1,0,0.448,1,0,0.4161,0.2006,0,0.6529
W011,W026,0,0,0.7274,0,0,0.4369,0.1013,0,0.518
W011,W027,1,1,1.1908,0,0,0.4746,0.2864,0,0.6372
W011,W028,1,0,0.4294,0,0,0.4112,0.2176,1,0.1151
W011,W029,0,0,0.9431,0,0,0.4688,0.0968,0,0.0726
W011,W030,1,0,1.621,1,0,0.5015,0.1519,0,0.5327
W011,W031,1,0,0.8845,2,0,0.4429,0.1663,0,0.6289
W011,W032,0,0,0.6386,2,1,0.4203,0.1166,0,0.3856
W011,W033,0,0,0.7402,0,0,0.396,0.0983,0,0.4072
W011,W034,1,0,0.7523,3,0,0.3509,0.1502,0,0.5939
W011,W035,0,0,1.3901,4,0,0.4701,0.0582,0,0.5123
W011,W036,0,1,0.4504,0,0,0.4381,0.1813,0,0.6104
W011,W037,0,1,0.2285,3,0,0.424,0.149,0,0.4247
W011,W038,0,0,2.0269,1,0,0.4348,0.0614,0,0.4588
W011,W039,1,0,0.2939,2,0,0.3284,0.1834,0,0.7417
W011,W040,1,1,0.8659,2,0,0.4975,0.2717,1,0.8318
W011,W041,0,0,1.3783,1,0,0.4205,0.0748,0,0.4179
W011,W042,0,1,1.0447,1,0,0.4671,0.1432,0,0.3179
W011,W043,1,1,0.2011,1,0,0.3196,0.3125,0,0.1722
W011,W044,1,0,0.2344,1,1,0.4983,0.2868,0,0.7576
W011,W045,0,1,1.1547,3,0,0.5079,0.1195,0,0.4415
W011,W046,0,1,0.655,0,0,0.5068,0.1783,0,0.5039
W011,W047,0,0,0.3613,1,0,0.3831,0.1,0,0.2194
W011,W048,1,0,1.4557,2,0,0.4662,0.1432,0,0.2684
W011,W049,1,0,0.0208,3,0,0.4038,0.1906,1,0.7721
W011,W050,1,0,0.6957,3,0,0.492,0.1663,0,0.4085
W011,W051,1,0,0.6978,0,0,0.4338,0.2051,1,0.3841
W011,W052,1,1,0.2165,1,1,0.4563,0.4122,0,0.6706
W011,W053,0,1,0.4656,4,0,0.4718,0.1314,0,0.3898
W011,W054,1,0,1.3499,2,1,0.5633,0.2069,0,0.5601
W011,W055,1,0,0.5853,3,0,0.4427,0.1666,0,0.1908
W011,W056,0,0,1.241,4,0,0.4623,0.0607,0,0.5355
W011,W057,1,0,0.8872,1,0,0.5015,0.1869,0,0.6547
W011,W058,1,0,0.2632,3,1,0.5254,0.2495,0,0.3526
W011,W059,1,0,0.5162,4,0,0.4322,0.1552,0,0.4812
W011,W060,1,0,0.8298,2,0,0.4105,0.1657,0,0.58
W011,W061,0,1,0.6242,4,0,0.4547,0.124,1,0.3971
W011,W062,0,1,0.6446,3,0,0.4149,0.1312,0,0.2654
W011,W063,0,0,0.8148,0,0,0.4799,0.1014,1,0.6896
W011,W064,1,0,1.0484,2,0,0.482,0.1625,0,0.5678
W011,W065,1,0,1.343,1,1,0.5453,0.222,0,0.5702
W011,W066,0,0,0.7676,2,0,0.4158,0.0823,0,0.6928
W011,W067,1,0,0.3309,4,0,0.3895,0.1595,0,0.4361
W011,W068,1,1,0.883,2,1,0.5024,0.3433,0,0.5559
W011,W069,1,1,1.936,2,0,0.506,0.2069,0,0.5542
W011,W070,1,0,0.635,2,0,0.4588,0.1801,0,0.2185
W011,W071,1,0,2.6306,0,0,0.4763,0.1212,0,0.2646
W011,W072,0,0,1.1585,4,0,0.4056,0.06,0,0.4231
W012,W013,0,0,0.3893,8,1,0.5756,0.0811,0,0.3618
W012,W014,1,0,0.1465,2,1,0.648,0.2946,0,0.7519
W012,W015,1,0,0.8299,0,1,0.6488,0.288,1,0.866
W012,W016,0,0,0.4426,0,1,0.5257,0.1568,1,0.9683
W012,W017,1,0,0.5434,0,1,0.57,0.2964,1,0.5428
W012,W018,0,0,0.9729,4,1,0.5491,0.0957,0,0.469
W012,W019,1,0,0.0291,1,1,0.6393,0.3231,1,0.4939
W012,W020,0,0,1.0337,6,1,0.5234,0.0769,0,0.3553
W012,W021,1,0,1.3536,7,1,0.696,0.1482,0,0.4205
W012,W022,1,1,0.0197,2,1,0.7214,0.4508,1,0.8091
W012,W023,1,0,0.5048,4,1,0.6527,0.233,1,0.4946
W012,W024,1,0,0.5144,5,1,0.6471,0.2143,0,0.5528
W012,W025,1,0,0.4726,5,1,0.5643,0.2068,0,0.5874
W012,W026,0,0,0.1932,4,1,0.5851,0.1241,1,0.7722
W012,W027,1,0,0.2702,4,1,0.6228,0.2435,0,0.5195
W012,W028,1,0,0.4912,4,1,0.5594,0.222,0,0.7131
W012,W029,0,1,0.0225,4,1,0.6169,0.2153,0,0.98
W012,W030,1,1,0.7004,5,1,0.6498,0.3143,1,0.6451
W012,W031,1,0,0.0361,6,1,0.5911,0.2181,0,0.746
W012,W032,0,0,0.282,6,1,0.5685,0.1001,0,0.9134
W012,W033,0,0,0.1804,4,1,0.5442,0.1214,0,0.529
W012,W034,1,1,0.1683,7,1,0.4991,0.2874,0,0.8909
W012,W035,0,0,0.4695,8,1,0.6183,0.0813,0,0.3403
W012,W036,0,0,0.4702,4,1,0.5863,0.1143,1,0.1866
W012,W037,0,0,1.1491,1,1,0.5722,0.1204,0,0.1797
W012,W038,0,0,1.1063,3,1,0.583,0.1028,0,0.5641
W012,W039,1,1,0.6267,6,1,0.4766,0.2729,1,0.8946
W012,W040,1,0,0.0547,6,1,0.6457,0.2238,0,0.5222
W012,W041,0,0,0.4577,5,1,0.5687,0.1038,0,0.3734
W012,W042,0,0,0.1241,3,1,0.6153,0.1407,0,0.2168
W012,W043,1,0,1.1217,5,1,0.4677,0.1632,0,0.5795
W012,W044,1,0,0.6862,5,1,0.6465,0.2046,0,0.771
W012,W045,0,0,0.2341,1,1,0.6561,0.1656,1,0.178
W012,W046,0,0,0.2656,4,1,0.655,0.1269,0,0.7295
W012,W047,0,0,0.5593,3,1,0.5313,0.1174,1,0.5757
W012,W048,1,1,0.5351,6,1,0.6144,0.2995,0,0.5295
W012,W049,1,0,0.8998,1,1,0.552,0.25,0,0.8662
W012,W050,1,0,0.2249,7,1,0.6402,0.1969,0,0.5504
W012,W051,1,0,0.2228,4,1,0.582,0.2411,0,0.6089
W012,W052,1,0,0.7041,5,1,0.6045,0.1987,1,0.2463
W012,W053,0,0,0.455,0,1,0.62,0.1654,0,0.4367
W012,W054,1,0,0.4293,6,1,0.7115,0.2102,0,0.905
W012,W055,1,1,0.3353,1,1,0.5909,0.4259,1,0.6464
W012,W056,0,1,0.3204,8,1,0.6105,0.1419,0,0.3517
W012,W057,1,0,0.0334,3,1,0.6498,0.2822,0,0.6268
W012,W058,1,0,1.1838,7,1,0.6736,0.1535,0,0.458
W012,W059,1,0,0.4044,8,1,0.5804,0.1666,0,0.5607
W012,W060,1,0,0.0908,2,1,0.5587,0.2852,0,0.5976
W012,W061,0,0,0.2964,0,1,0.6029,0.1713,0,0.4295
W012,W062,0,0,1.5652,7,1,0.5631,0.0608,0,0.3023
W012,W063,0,0,0.1058,4,1,0.6281,0.1308,0,0.503
W012,W064,1,1,0.1278,6,1,0.6302,0.3319,0,0.5211
W012,W065,1,0,0.4224,5,1,0.6935,0.2254,0,0.7625
W012,W066,0,1,0.153,2,1,0.564,0.2358,0,0.7332
