student_id,cohort,section,female,role_model_exposure,baseline_gpa,prior_quant_index,belonging_index,expected_returns_index,economics_major
435,4,4,0,1,2.1266,0.4148,0.3447,0.5683,0
436,5,5,1,0,2.5506,0.3038,0.5708,0.5267,0
437,6,6,0,0,2.6398,0.4007,0.3787,0.5091,0
438,1,7,1,0,2.7940,0.4900,0.3868,0.3604,1
439,2,8,0,0,2.8664,0.5651,0.2775,0.5148,0
440,3,9,1,1,2.1850,0.5469,0.6564,0.6330,0
441,4,10,0,1,2.4345,0.2634,0.3767,0.5688,0
442,5,11,1,0,2.6497,0.3057,0.3250,0.5249,0
443,6,12,0,0,3.0298,0.3607,0.3737,0.5199,1
444,1,13,1,0,2.9137,0.4826,0.4159,0.4474,0
445,2,14,0,0,2.4224,0.5481,0.2811,0.5703,0
446,3,15,1,1,2.8633,0.5426,0.6814,0.6985,0
447,4,16,0,1,2.4427,0.6862,0.4552,0.5856,0
448,5,17,1,0,2.9159,0.2924,0.5348,0.5238,0
449,6,18,0,0,3.1870,0.3299,0.5037,0.4068,0
450,1,1,1,0,1.9900,0.4730,0.3028,0.5769,0
451,2,2,0,0,2.5953,0.4647,0.3175,0.5442,0
452,3,3,1,1,2.7065,0.5387,0.7950,0.5985,1
453,4,4,0,1,2.7582,0.5795,0.2005,0.6035,0
454,5,5,1,0,3.0516,0.7291,0.3728,0.5307,0
455,6,6,0,0,2.3149,0.3483,0.3332,0.4862,1
456,1,7,1,0,2.5551,0.3222,0.4776,0.5245,0
457,2,8,0,0,2.5261,0.3936,0.3436,0.5909,1
458,3,9,1,1,2.5653,0.4711,0.5481,0.5994,1
459,4,10,0,1,3.1687,0.5215,0.3387,0.4933,1
460,5,11,1,0,2.2314,0.5715,0.4239,0.4907,0
461,6,12,0,0,2.9248,0.6972,0.3724,0.4501,0
462,1,13,1,0,2.5678,0.3560,0.6029,0.5767,1
463,2,14,0,0,2.8922,0.3965,0.2436,0.5668,1
464,3,15,1,1,3.0726,0.4341,0.6565,0.6755,1
465,4,16,0,1,1.9663,0.5071,0.2333,0.5304,1
466,5,17,1,0,2.2522,0.4823,0.4663,0.4846,0
467,6,18,0,0,2.5087,0.5435,0.6426,0.5252,0
468,1,1,1,0,2.8622,0.5773,0.4938,0.4884,1
469,2,2,0,0,2.7147,0.3037,0.4340,0.5045,0
470,3,3,1,1,2.2365,0.3710,0.7354,0.6691,1
471,4,4,0,1,2.5172,0.4021,0.3266,0.6547,0
472,5,5,1,0,2.7121,0.3455,0.4213,0.4635,1
473,6,6,0,0,2.6252,0.5271,0.3817,0.4477,0
474,1,7,1,0,2.9540,0.6191,0.4281,0.5382,1
475,2,8,0,0,2.0531,0.6002,0.3458,0.6089,1
476,3,9,1,1,2.4040,0.2371,0.4871,0.5944,1
477,4,10,0,1,2.6293,0.3520,0.4166,0.6893,1
478,5,11,1,0,3.1259,0.3559,0.6273,0.5273,1
479,6,12,0,0,3.2585,0.5283,0.4623,0.5636,0
480,1,13,1,0,2.4585,0.4979,0.3777,0.5020,1
481,2,14,0,0,2.3237,0.4940,0.3126,0.6457,0
482,3,15,1,1,2.7017,0.6435,0.7298,0.5733,0
483,4,16,0,1,2.8942,0.2315,0.3636,0.5800,0
484,5,17,1,0,3.0127,0.1631,0.4784,0.4550,0
485,6,18,0,0,2.5843,0.4693,0.4185,0.5454,1
486,1,1,1,0,2.3891,0.3554,0.3696,0.6572,0
487,2,2,0,0,2.6533,0.4433,0.3639,0.6639,0
488,3,3,1,1,2.7528,0.5116,0.7974,0.5873,1
489,4,4,0,1,3.0192,0.6793,0.3253,0.6533,0
490,5,5,1,0,2.2851,0.2917,0.4188,0.4903,0
491,6,6,0,0,2.4170,0.3622,0.3640,0.5032,0
492,1,7,1,0,2.3687,0.5649,0.4126,0.5880,0
493,2,8,0,0,2.9781,0.4458,0.2987,0.6148,1
494,3,9,1,1,2.7029,0.4483,0.7515,0.4948,0
495,4,10,0,1,2.2176,0.5271,0.4522,0.5838,0
496,5,11,1,0,2.5213,0.6633,0.3594,0.4424,0
497,6,12,0,0,2.6126,0.2159,0.2977,0.5167,0
498,1,13,1,0,3.0952,0.3317,0.4456,0.4533,0
499,2,14,0,0,3.0971,0.2509,0.4362,0.4720,0
500,3,15,1,1,2.1242,0.3805,0.7253,0.6589,1
501,4,16,0,1,2.5732,0.4935,0.3554,0.5711,0
502,5,17,1,0,2.5884,0.6884,0.5775,0.4797,0
503,6,18,0,0,2.8323,0.6577,0.2615,0.4782,0
504,1,1,1,0,3.1607,0.2727,0.3232,0.6183,0
505,2,2,0,0,1.9357,0.3836,0.2900,0.5384,1
506,3,3,1,1,2.3932,0.3686,0.5966,0.5671,1
507,4,4,0,1,2.3905,0.5045,0.3169,0.6292,0
508,5,5,1,0,2.7126,0.5770,0.4825,0.4804,1
509,6,6,0,0,2.8514,0.7073,0.2799,0.4591,1
510,1,7,1,0,2.2446,0.6449,0.3468,0.5956,1
511,2,8,0,0,2.6106,0.2755,0.4020,0.4850,0
512,3,9,1,1,2.6505,0.3184,0.7960,0.6501,1
513,4,10,0,1,2.6337,0.3585,0.3383,0.5753,0
514,5,11,1,0,2.9789,0.4703,0.3964,0.5244,1
515,6,12,0,0,2.1214,0.5988,0.2871,0.4945,1
516,1,13,1,0,2.3867,0.5824,0.5325,0.4931,1
517,2,14,0,0,2.7829,0.6516,0.3420,0.4888,1
518,3,15,1,1,3.1355,0.1688,0.6130,0.6745,1
519,4,16,0,1,2.8914,0.3183,0.4342,0.5912,0
520,5,17,1,0,2.2852,0.4316,0.5772,0.5555,0
521,6,18,0,0,2.3556,0.4422,0.4476,0.4453,0
522,1,1,1,0,2.7075,0.5848,0.4608,0.5781,0
523,2,2,0,0,2.7328,0.5730,0.4781,0.4521,0
524,3,3,1,1,3.2704,0.5210,0.7052,0.6945,1
525,4,4,0,1,2.3958,0.2522,0.3577,0.5540,0
526,5,5,1,0,2.5345,0.3424,0.4698,0.5575,1
527,6,6,0,0,2.3807,0.4696,0.1586,0.5720,0
528,1,7,1,0,2.6961,0.4638,0.4044,0.5351,0
529,2,8,0,0,2.9081,0.5323,0.2704,0.5214,0
530,3,9,1,1,2.2015,0.7130,0.7963,0.6403,0
531,4,10,0,1,2.4835,0.6706,0.3454,0.5548,0
532,5,11,1,0,2.7976,0.1940,0.4790,0.4155,0
533,6,12,0,0,2.6128,0.3324,0.3589,0.6420,1
534,1,13,1,0,3.0957,0.4289,0.4225,0.4670,0
535,2,14,0,0,2.3787,0.5575,0.3886,0.5292,0
536,3,15,1,1,2.4324,0.5098,0.7313,0.5965,1
537,4,16,0,1,2.6466,0.6200,0.3090,0.7028,0
538,5,17,1,0,2.7707,0.7157,0.4226,0.6243,1
539,6,18,0,0,2.8902,0.3047,0.3339,0.4263,0
540,1,1,1,0,2.4723,0.3286,0.5151,0.4268,0
541,2,2,0,0,2.2342,0.4911,0.3419,0.5487,0
542,3,3,1,1,2.4593,0.4902,0.6531,0.6040,1
543,4,4,0,1,2.6464,0.4472,0.3496,0.5495,0
544,5,5,1,0,2.9492,0.5391,0.5261,0.4674,0
545,6,6,0,0,2.3325,0.6493,0.3892,0.5950,0
546,1,7,1,0,2.4665,0.2363,0.5459,0.6164,0
547,2,8,0,0,2.5942,0.2566,0.3264,0.4266,0
548,3,9,1,1,2.9982,0.3921,0.7778,0.5315,1
549,4,10,0,1,3.1141,0.5654,0.3167,0.4709,0
550,5,11,1,0,2.2920,0.5858,0.5735,0.5215,1
551,6,12,0,0,2.5227,0.4633,0.3093,0.5269,1
552,1,13,1,0,2.5699,0.6543,0.4704,0.3842,0
553,2,14,0,0,2.9333,0.3649,0.3050,0.7028,0
554,3,15,1,1,3.1754,0.3146,0.7069,0.6202,0
555,4,16,0,1,2.5088,0.2510,0.2945,0.5349,1
556,5,17,1,0,2.3978,0.4648,0.4384,0.5287,0
557,6,18,0,0,2.6730,0.5526,0.1459,0.4108,0
558,1,1,1,0,2.9422,0.5743,0.5303,0.5063,0
559,2,2,0,0,2.7351,0.5290,0.3171,0.5384,0
560,3,3,1,1,2.0338,0.2385,0.8248,0.5829,0
561,4,4,0,1,2.8075,0.2957,0.4266,0.6580,0
562,5,5,1,0,2.8347,0.2928,0.5077,0.4196,1
563,6,6,0,0,2.8438,0.4380,0.4193,0.5075,1
564,1,7,1,0,3.1123,0.5203,0.3510,0.4431,1
565,2,8,0,0,2.3059,0.6250,0.3829,0.4890,0
566,3,9,1,1,2.4502,0.5723,0.6736,0.5689,0
567,4,10,0,1,2.5216,0.2958,0.3156,0.6283,0
568,5,11,1,0,2.4978,0.3566,0.5007,0.6240,0
569,6,12,0,0,2.9777,0.3890,0.4287,0.4967,1
570,1,13,1,0,2.0566,0.4914,0.4767,0.5002,0
571,2,14,0,0,2.1339,0.5357,0.1319,0.5407,0
572,3,15,1,1,2.4690,0.5908,0.6631,0.7419,0
573,4,16,0,1,2.8177,0.6457,0.3176,0.7443,0
574,5,17,1,0,2.8846,0.2708,0.5530,0.5406,0
575,6,18,0,0,2.1930,0.2771,0.3332,0.4928,0
576,1,1,1,0,2.1730,0.3371,0.4201,0.5353,0
577,2,2,0,0,2.5583,0.4326,0.3810,0.5221,0
578,3,3,1,1,2.9907,0.5579,0.6145,0.6198,1
579,4,4,0,1,2.7623,0.5793,0.3673,0.6995,0
580,5,5,1,0,2.0132,0.5771,0.5807,0.5041,1
581,6,6,0,0,2.6423,0.2782,0.3635,0.4908,0
582,1,7,1,0,2.7702,0.3567,0.2831,0.6071,1
583,2,8,0,0,2.9861,0.5159,0.2853,0.6318,0
584,3,9,1,1,3.2414,0.3875,0.7938,0.7024,1
585,4,10,0,1,2.0441,0.4675,0.2188,0.5596,0
586,5,11,1,0,2.4342,0.6636,0.3166,0.5400,0
587,6,12,0,0,2.3311,0.5472,0.3145,0.5374,0
588,1,13,1,0,2.7402,0.2613,0.4637,0.4078,0
589,2,14,0,0,3.0532,0.2815,0.2550,0.6100,0
590,3,15,1,1,2.0023,0.4354,0.6822,0.6470,1
591,4,16,0,1,2.2551,0.4691,0.4336,0.5668,1
592,5,17,1,0,2.5329,0.5402,0.3618,0.4250,0
593,6,18,0,0,2.9791,0.5907,0.4839,0.4810,0
594,1,1,1,0,2.9608,0.6088,0.3796,0.5431,1
595,2,2,0,0,2.3220,0.4047,0.4655,0.5287,0
596,3,3,1,1,2.2005,0.2786,0.7657,0.6468,1
597,4,4,0,1,2.6362,0.4503,0.3944,0.5895,0
598,5,5,1,0,2.9040,0.3777,0.5343,0.5384,0
599,6,6,0,0,3.1989,0.5356,0.2866,0.5282,0
600,1,7,1,0,2.2293,0.6454,0.4633,0.4776,1
601,2,8,0,0,2.1799,0.6539,0.3385,0.6102,0
602,3,9,1,1,2.4215,0.3032,0.7149,0.6570,1
603,4,10,0,1,3.0085,0.3081,0.3365,0.6261,1
604,5,11,1,0,2.8314,0.3905,0.5931,0.5417,0
605,6,12,0,0,2.4772,0.3947,0.2943,0.6115,1
606,1,13,1,0,2.3637,0.6090,0.3728,0.4403,0
607,2,14,0,0,2.3914,0.5346,0.2913,0.5159,1
608,3,15,1,1,2.9424,0.5242,0.6854,0.6450,1
609,4,16,0,1,3.0238,0.2352,0.3462,0.5987,1
610,5,17,1,0,1.9488,0.3358,0.3464,0.6719,0
611,6,18,0,0,2.3731,0.3481,0.3186,0.5284,0
612,1,1,1,0,2.5088,0.4130,0.5366,0.4317,0
613,2,2,0,0,2.9524,0.5605,0.2852,0.5699,0
614,3,3,1,1,3.1430,0.5315,0.6343,0.6683,0
615,4,4,0,1,2.3551,0.6936,0.2355,0.5714,0
616,5,5,1,0,2.6864,0.2785,0.5424,0.5739,0
617,6,6,0,0,2.3523,0.3559,0.3343,0.6170,0
618,1,7,1,0,2.9959,0.3868,0.5265,0.4871,1
619,2,8,0,0,3.2288,0.4110,0.2960,0.5568,1
620,3,9,1,1,2.1423,0.5166,0.6952,0.6790,1
621,4,10,0,1,2.3764,0.4860,0.2933,0.6381,1
622,5,11,1,0,2.5889,0.5453,0.4417,0.4781,0
623,6,12,0,0,3.0663,0.2760,0.3977,0.5274,0
624,1,13,1,0,2.9935,0.3078,0.4169,0.4852,0
625,2,14,0,0,2.3861,0.3845,0.3231,0.5095,1
626,3,15,1,1,2.0265,0.4122,0.5231,0.6041,0
627,4,16,0,1,2.4626,0.4493,0.3139,0.5560,0
628,5,17,1,0,2.4411,0.4862,0.5127,0.4970,1
629,6,18,0,0,3.1258,0.5943,0.4386,0.6018,1
630,1,1,1,0,2.2262,0.2018,0.4591,0.4698,0
631,2,2,0,0,2.3122,0.3163,0.3229,0.4280,0
632,3,3,1,1,2.6503,0.4649,0.7146,0.6664,1
633,4,4,0,1,3.0646,0.5079,0.4016,0.6600,1
634,5,5,1,0,2.8979,0.6058,0.4073,0.4603,0
635,6,6,0,0,2.4620,0.5871,0.2660,0.4735,1
636,1,7,1,0,2.5516,0.5064,0.5279,0.4467,0
637,2,8,0,0,2.5629,0.2519,0.4228,0.4241,1
638,3,9,1,1,2.5323,0.3708,0.8283,0.6701,1
639,4,10,0,1,3.2065,0.3733,0.3565,0.5088,1
640,5,11,1,0,2.3181,0.4518,0.5763,0.5274,0
641,6,12,0,0,2.3212,0.5748,0.1785,0.5407,1
642,1,13,1,0,2.7189,0.5524,0.6387,0.5513,1
643,2,14,0,0,3.0447,0.6349,0.2465,0.5443,0
644,3,15,1,1,3.0075,0.4061,0.6326,0.6120,1
645,4,16,0,1,2.0436,0.2842,0.2552,0.6241,0
646,5,17,1,0,2.5737,0.4289,0.5163,0.4969,0
647,6,18,0,0,2.7777,0.4789,0.3886,0.4677,0
648,1,1,1,0,2.7841,0.5485,0.3555,0.4636,1
649,2,2,0,0,2.6364,0.6975,0.4386,0.5926,0
650,3,3,1,1,2.2639,0.7163,0.7412,0.4966,1
651,4,4,0,1,2.3918,0.3486,0.3353,0.5964,1
652,5,5,1,0,2.7127,0.3875,0.4841,0.4710,1
653,6,6,0,0,2.7132,0.3137,0.4057,0.4923,0
654,1,7,1,0,2.8318,0.4158,0.3807,0.4729,0
655,2,8,0,0,2.0474,0.6112,0.2998,0.4344,1
656,3,9,1,1,2.2948,0.4949,0.8314,0.5572,0
657,4,10,0,1,2.7112,0.6501,0.4212,0.6639,1
658,5,11,1,0,2.8561,0.3081,0.4923,0.5756,0
659,6,12,0,0,2.9798,0.3285,0.3587,0.5275,0
660,1,13,1,0,2.2282,0.3877,0.4794,0.5573,0
661,2,14,0,0,2.3720,0.5311,0.3622,0.5322,0
662,3,15,1,1,2.6372,0.5460,0.7571,0.5252,1
663,4,16,0,1,2.8318,0.6373,0.3780,0.6665,0
664,5,17,1,0,3.2039,0.5737,0.4754,0.5304,1
665,6,18,0,0,2.3158,0.2447,0.2357,0.4669,0
666,1,1,1,0,2.4320,0.3380,0.4442,0.5584,0
667,2,2,0,0,3.0052,0.3399,0.3169,0.5213,0
668,3,3,1,1,3.0803,0.3370,0.6371,0.6340,1
669,4,4,0,1,3.1083,0.5160,0.4171,0.5503,0
670,5,5,1,0,2.4466,0.6308,0.4925,0.6497,1
671,6,6,0,0,2.3379,0.5823,0.3295,0.4289,0
672,1,7,1,0,2.9058,0.2895,0.4606,0.5586,1
673,2,8,0,0,2.6224,0.3266,0.4851,0.4396,0
674,3,9,1,1,3.1392,0.3765,0.7390,0.6089,1
675,4,10,0,1,2.4202,0.3888,0.1897,0.5676,0
676,5,11,1,0,2.5760,0.4400,0.5422,0.4449,1
677,6,12,0,0,2.7052,0.5984,0.5170,0.4463,0
678,1,13,1,0,3.0265,0.6261,0.3753,0.6038,0
679,2,14,0,0,2.9432,0.3258,0.4309,0.5666,1
680,3,15,1,1,2.1558,0.2891,0.7535,0.5946,0
681,4,16,0,1,2.3787,0.3616,0.4549,0.6252,0
682,5,17,1,0,2.5055,0.3974,0.4406,0.4812,0
683,6,18,0,0,2.8284,0.4076,0.4952,0.5457,0
684,1,1,1,0,2.9898,0.6086,0.4506,0.5401,1
685,2,2,0,0,2.2239,0.7432,0.4766,0.5515,0
686,3,3,1,1,2.4516,0.2124,0.6585,0.6119,1
687,4,4,0,1,2.5421,0.3099,0.3397,0.5293,0
688,5,5,1,0,2.9326,0.4218,0.3806,0.6206,1
689,6,6,0,0,3.3095,0.4624,0.4645,0.4836,0
690,1,7,1,0,2.1112,0.5197,0.3842,0.5970,0
691,2,8,0,0,2.3959,0.5079,0.2974,0.5275,0
692,3,9,1,1,2.6132,0.5192,0.6814,0.5978,1
693,4,10,0,1,3.0985,0.2356,0.3878,0.6532,0
694,5,11,1,0,2.7976,0.2992,0.3021,0.4716,1
695,6,12,0,0,2.1388,0.4048,0.3139,0.5006,0
696,1,13,1,0,2.5800,0.4457,0.5246,0.4993,0
697,2,14,0,0,2.8235,0.5487,0.2756,0.5272,1
698,3,15,1,1,2.9704,0.5780,0.6938,0.5682,1
699,4,16,0,1,3.1153,0.5564,0.3317,0.6995,0
700,5,17,1,0,2.6195,0.2736,0.3949,0.5294,1
701,6,18,0,0,2.1221,0.1997,0.2585,0.4622,1
702,1,1,1,0,3.0508,0.3206,0.5587,0.4714,1
703,2,2,0,0,2.8964,0.4831,0.2464,0.5276,0
704,3,3,1,1,3.3703,0.5646,0.8827,0.5203,1
705,4,4,0,1,2.5319,0.5837,0.2055,0.6345,0
706,5,5,1,0,2.1140,0.6664,0.4965,0.4480,0
707,6,6,0,0,2.5640,0.1690,0.3586,0.6017,0
708,1,7,1,0,2.5886,0.2010,0.3826,0.5450,0
709,2,8,0,0,2.9093,0.2772,0.3538,0.6129,0
710,3,9,1,1,2.4077,0.4729,0.8037,0.5731,0
711,4,10,0,1,2.4733,0.5804,0.4517,0.4910,0
712,5,11,1,0,2.6448,0.6118,0.4794,0.4515,0
713,6,12,0,0,2.7991,0.6679,0.4039,0.5551,0
714,1,13,1,0,3.0353,0.2154,0.6509,0.4702,0
715,2,14,0,0,1.9622,0.2788,0.3612,0.4854,0
716,3,15,1,1,2.4099,0.3986,0.6223,0.5833,1
717,4,16,0,1,2.4859,0.4255,0.4526,0.6908,0
718,5,17,1,0,2.7439,0.4909,0.3860,0.5357,1
719,6,18,0,0,3.1916,0.6228,0.3324,0.5008,1
720,1,1,1,0,2.2428,0.6600,0.3755,0.5842,1
