worker_i,worker_j,linked,predicted_link_probability,same_group,same_occupation,skill_distance,geo_distance,referral_opportunity
W007,W023,0,0.0769605560808835,0,0,0.4997,2,0.57
W007,W024,0,0.061910514637681116,0,0,0.5195,3,0.5644
W007,W025,0,0.16309558513361358,0,1,0.4777,3,0.4816
W007,W026,0,0.19317794168531008,1,0,0.1983,2,0.5024
W007,W027,0,0.08655491000502899,0,0,0.2651,2,0.5402
W007,W028,0,0.08514962522328373,0,0,0.4963,2,0.4768
W007,W029,1,0.19581400027207754,1,0,0.0174,2,0.5343
W007,W030,0,0.05642437329246021,0,0,0.6953,3,0.5671
W007,W031,1,0.06611420259087869,0,0,0.0412,4,0.5084
W007,W032,0,0.24182482884693438,1,0,0.2871,4,0.4858
W007,W033,0,0.28986076367755736,1,1,0.1855,2,0.4615
W007,W034,0,0.055195070109740646,0,0,0.1734,5,0.4165
W007,W035,0,0.21532090525170874,1,1,0.4644,6,0.5356
W007,W036,0,0.18479871645922358,1,0,0.4753,2,0.5036
W007,W037,0,0.18067660750792885,1,0,1.1542,1,0.4896
W007,W038,0,0.2740827363518324,1,1,1.1012,1,0.5003
W007,W039,0,0.05839776892167223,0,0,0.6318,4,0.394
W007,W040,0,0.060811914268021426,0,0,0.0598,4,0.5631
W007,W041,0,0.2648022583872136,1,1,0.4526,3,0.4861
W007,W042,0,0.20786212493370743,1,0,0.119,1,0.5327
W007,W043,0,0.059326929952603503,0,0,1.1268,3,0.3851
W007,W044,0,0.13657841041771898,0,0,0.6913,3,0.5638
W007,W045,1,0.20104421436585598,1,0,0.229,1,0.5734
W007,W046,0,0.18494076427491846,1,0,0.2707,2,0.5724
W007,W047,0,0.20185408968122165,1,0,0.5644,1,0.4486
W007,W048,0,0.04948992342461146,0,0,0.53,4,0.5317
W007,W049,0,0.08852973512978526,0,0,0.9049,1,0.4694
W007,W050,0,0.04126882520343916,0,0,0.23,5,0.5575
W007,W051,0,0.18395797970375838,0,1,0.2279,2,0.4994
W007,W052,1,0.13968824651092573,0,0,0.7092,3,0.5218
W007,W053,0,0.18231978154804435,1,0,0.4601,2,0.5374
W007,W054,0,0.12397284960216504,0,0,0.4242,4,0.6288
W007,W055,0,0.10202670256625088,0,0,0.3404,1,0.5082
W007,W056,0,0.12770065954600146,1,0,0.3153,6,0.5278
W007,W057,0,0.19868587678183716,0,1,0.0385,1,0.5671
W007,W058,0,0.1822151615101989,0,1,1.1889,5,0.591
W007,W059,0,0.026151152366166778,0,0,0.4095,6,0.4977
W007,W060,0,0.12706087369279234,0,0,0.0959,0,0.4761
W007,W061,0,0.1885503383347087,1,0,0.3015,2,0.5202
W007,W062,0,0.10925777842233658,1,0,1.5703,5,0.4805
W007,W063,1,0.19205757195259707,1,0,0.1109,2,0.5454
W007,W064,0,0.06028654180838335,0,0,0.1227,4,0.5475
W007,W065,1,0.14068542372941373,0,0,0.4173,3,0.6108
W007,W066,0,0.22609012731473954,1,0,0.1581,0,0.4814
W007,W067,0,0.0972928518038289,0,1,1.2566,6,0.4551
W007,W068,0,0.20043233950581082,0,0,0.0427,0,0.5679
W007,W069,0,0.03167909610846964,0,0,1.0103,4,0.5716
W007,W070,1,0.11705883110166737,0,0,0.2907,0,0.5243
W007,W071,0,0.043403502586338495,0,0,1.7049,2,0.5418
W007,W072,0,0.13508544707857584,1,0,0.2328,6,0.4711
W008,W009,0,0.04722334309852866,0,0,0.2404,5,0.4853
W008,W010,0,0.09712691294585178,1,0,2.0699,5,0.4483
W008,W011,0,0.08961024608329082,0,0,1.0648,1,0.4019
W008,W012,0,0.12422233492581371,0,0,0.1442,5,0.5501
W008,W013,0,0.17176882789040934,1,0,0.5335,3,0.4615
W008,W014,0,0.07139234244575847,0,0,0.2907,3,0.5339
W008,W015,0,0.11376938592742313,0,1,0.9741,5,0.5347
W008,W016,0,0.15324202732726003,1,0,0.2984,5,0.4115
W008,W017,1,0.03641490250216957,0,0,0.6876,5,0.4559
W008,W018,0,0.27928287238802857,1,1,1.1171,1,0.4349
W008,W019,0,0.06071001674566134,0,0,0.1733,4,0.5252
W008,W020,0,0.27968799255260135,1,1,1.1779,1,0.4093
W008,W021,0,0.2272345231457265,0,1,1.2094,2,0.5818
W008,W022,0,0.1485678846064163,0,0,0.1639,3,0.6072
W008,W023,0,0.0987939435589274,0,0,0.3606,1,0.5385
W008,W024,0,0.1053219201050756,0,0,0.6586,0,0.5329
W008,W025,0,0.20650699060100805,0,1,0.6168,0,0.4501
W008,W026,0,0.2067003860232749,1,0,0.3374,1,0.4709
W008,W027,0,0.10838829748307292,0,0,0.126,1,0.5087
W008,W028,0,0.09867206956124859,0,0,0.6354,1,0.4453
W008,W029,1,0.21037605935222334,1,0,0.1217,1,0.5028
W008,W030,0,0.10814672189993377,0,0,0.5562,0,0.5356
W008,W031,0,0.10952560805827313,0,0,0.1803,1,0.4769
W008,W032,0,0.2852362343143288,1,0,0.4262,1,0.4543
W008,W033,0,0.3033832080155222,1,1,0.3246,1,0.43
W008,W034,0,0.09860647557713506,0,0,0.3125,2,0.385
W008,W035,0,0.2670432538591823,1,1,0.3253,3,0.5041
W008,W036,0,0.19832116079718837,1,0,0.6144,1,0.4721
W008,W037,0,0.13442112958703437,1,0,1.2933,4,0.4581
W008,W038,0,0.2660271627004467,1,1,0.9621,2,0.4688
W008,W039,0,0.10181785196158506,0,0,0.7709,1,0.3624
W008,W040,0,0.1042319973079343,0,0,0.1989,1,0.5315
W008,W041,1,0.31652460699468715,1,1,0.3135,0,0.4546
W008,W042,0,0.19861429458369997,1,0,0.0201,2,0.5011
W008,W043,1,0.10273833541999795,0,0,1.2659,0,0.3536
W008,W044,1,0.17998981588511342,0,0,0.8304,0,0.5323
W008,W045,1,0.1630996795850406,1,0,0.0899,4,0.5419
W008,W046,0,0.19846320861288327,1,0,0.4098,1,0.5409
W008,W047,0,0.1854788953172385,1,0,0.7035,2,0.4172
W008,W048,0,0.10121227203208503,0,0,0.3909,1,0.5002
W008,W049,0,0.0422742572088908,0,0,1.044,4,0.4379
W008,W050,0,0.08467155309831527,0,0,0.3691,2,0.5261
W008,W051,0,0.19748910161424157,0,1,0.367,1,0.4678
W008,W052,0,0.1830996519783202,0,0,0.8483,0,0.4903
W008,W053,0,0.1360643036271499,1,0,0.5992,5,0.5059
W008,W054,0,0.1756951982096386,0,0,0.2851,1,0.5973
W008,W055,0,0.05576254707283804,0,0,0.4795,4,0.4768
W008,W056,0,0.179423008153475,1,0,0.1762,3,0.4963
W008,W057,0,0.18231935999037233,0,1,0.1776,2,0.5356
W008,W058,1,0.22562656697759337,0,1,1.328,2,0.5595
W008,W059,0,0.06956255783356124,0,0,0.5486,3,0.4662
W008,W060,0,0.08080539577189787,0,0,0.235,3,0.4446
W008,W061,0,0.14228618284129582,1,0,0.4406,5,0.4888
W008,W062,0,0.15266918388973105,1,0,1.7094,2,0.449
W008,W063,1,0.20557133871804353,1,0,0.25,1,0.514
W008,W064,0,0.1110203460748461,0,0,0.0164,1,0.5161
W008,W065,1,0.19240777233688727,0,0,0.2782,0,0.5793
W008,W066,0,0.17983464939384505,1,0,0.2972,3,0.4499
W008,W067,0,0.1407129348437417,0,1,1.3957,3,0.4235
W008,W068,0,0.15417686158491636,0,0,0.1818,3,0.5364
W008,W069,0,0.08340144471594321,0,0,0.8712,1,0.5401
W008,W070,0,0.07079467560825455,0,0,0.4298,3,0.4929
W008,W071,1,0.06523689006438241,0,0,1.5658,1,0.5103
W008,W072,0,0.18680779568604947,1,0,0.0937,3,0.4396
W009,W010,0,0.07340565200809442,0,0,1.8295,0,0.4976
W009,W011,1,0.14902779452208612,1,0,0.8244,4,0.4512
W009,W012,1,0.29743929524096946,1,0,0.0962,0,0.5995
W009,W013,0,0.09134539153360866,0,1,0.2931,8,0.5109
W009,W014,0,0.19057913557089473,1,0,0.0503,2,0.5833
W009,W015,0,0.19998279351079534,1,0,0.7337,0,0.5841
W009,W016,0,0.11514867594225378,0,0,0.5388,0,0.4609
W009,W017,1,0.3081309256867883,1,1,0.4472,0,0.5053
W009,W018,0,0.04324578155941099,0,0,0.8767,4,0.4843
W009,W019,0,0.2985366673388662,1,1,0.0671,1,0.5745
W009,W020,0,0.013761940594554187,0,0,0.9375,6,0.4587
W009,W021,0,0.14963971220722003,1,0,1.4498,7,0.6312
W009,W022,0,0.2631839577443775,1,0,0.0765,2,0.6566
W009,W023,0,0.236590709351097,1,1,0.601,4,0.5879
W009,W024,0,0.13484182984192286,1,0,0.4182,5,0.5823
W009,W025,0,0.14327559253723213,1,0,0.3764,5,0.4995
W009,W026,0,0.15616591079590383,0,1,0.097,4,0.5203
W009,W027,0,0.15344243304713773,1,0,0.3664,4,0.558
W009,W028,0,0.25084092580066714,1,1,0.395,4,0.4946
W009,W029,0,0.059998191847396624,0,0,0.1187,4,0.5522
W009,W030,0,0.12330321876205053,1,0,0.7966,5,0.585
W009,W031,0,0.22820597237706103,1,1,0.0601,6,0.5263
W009,W032,0,0.2048127979575281,0,1,0.1858,6,0.5037
W009,W033,0,0.06734611718690461,0,0,0.0842,4,0.4794
W009,W034,0,0.12812638531398238,1,0,0.0721,7,0.4344
W009,W035,0,0.01,0,0,0.5657,8,0.5535
W009,W036,0,0.055035377769194094,0,0,0.374,4,0.5215
W009,W037,0,0.08081090751984737,0,0,1.0529,1,0.5074
W009,W038,0,0.045515620126528246,0,0,1.2025,3,0.5182
W009,W039,0,0.13133776169843236,1,0,0.5305,6,0.4118
W009,W040,0,0.1312723661367062,1,0,0.0415,6,0.5809
W009,W041,0,0.03623514216190946,0,0,0.5539,5,0.504
W009,W042,0,0.07205499408154488,0,0,0.2203,3,0.5505
W009,W043,0,0.13225824515684526,1,0,1.0255,5,0.403
W009,W044,0,0.3022610334225839,1,1,0.59,5,0.5817
W009,W045,0,0.09511736707060474,0,0,0.3303,1,0.5913
W009,W046,0,0.05518610315740734,0,0,0.1694,4,0.5902
W009,W047,0,0.16484205879181538,0,1,0.4631,3,0.4665
W009,W048,0,0.11636876889420178,1,0,0.6313,6,0.5496
W009,W049,1,0.28410999683659827,1,1,0.8036,1,0.4872
W009,W050,0,0.20694277063578576,1,1,0.1287,7,0.5755
W009,W051,0,0.16414666467989528,1,0,0.1266,4,0.5172
W009,W052,0,0.2126195617151675,1,0,0.6079,5,0.5397
W009,W053,0,0.11233436511687417,0,0,0.3588,0,0.5553
W009,W054,1,0.28360300287237855,1,1,0.5255,6,0.6467
W009,W055,0,0.20484697889992226,1,0,0.2391,1,0.5261
W009,W056,0,0.01,0,0,0.4166,8,0.5457
W009,W057,0,0.1751137114378139,1,0,0.0628,3,0.585
W009,W058,0,0.16239516891381742,1,0,1.0876,7,0.6089
W009,W059,0,0.19183377537103175,1,1,0.3082,8,0.5156
W009,W060,0,0.2924208576397391,1,1,0.0054,2,0.494
W009,W061,0,0.11856492190353848,0,0,0.2002,0,0.5381
W009,W062,0,0.01,0,0,1.469,7,0.4983
W009,W063,0,0.15503686349067247,0,1,0.0096,4,0.5634
W009,W064,0,0.12715670970545528,1,0,0.224,6,0.5655
W009,W065,1,0.3003155769996273,1,1,0.5186,5,0.6287
W009,W066,0,0.09632678862471006,0,0,0.0568,2,0.4993
W009,W067,0,0.07748153677996576,1,0,1.1553,8,0.4729
W009,W068,0,0.26986242345190276,1,0,0.0586,2,0.5858
W009,W069,1,0.09855794157805996,1,0,1.1116,6,0.5895
W009,W070,0,0.28274145410653234,1,1,0.1894,2,0.5422
W009,W071,0,0.1102823480559288,1,0,1.8062,4,0.5597
W009,W072,0,0.01,0,0,0.3341,8,0.489
W010,W011,0,0.13824424778461253,0,1,1.0051,4,0.4142
W010,W012,1,0.14465688876653973,0,0,1.9257,0,0.5624
W010,W013,0,0.06601846224094468,1,0,1.5364,8,0.4738
W010,W014,0,0.13355335997362291,0,1,1.7792,2,0.5462
W010,W015,0,0.09102879775914584,0,0,1.0958,0,0.5471
W010,W016,0,0.25780355359020013,1,1,2.3683,0,0.4239
W010,W017,0,0.08931650524526066,0,0,1.3823,0,0.4682
W010,W018,0,0.1455303999394972,1,0,0.9528,4,0.4473
W010,W019,0,0.05299427549129488,0,0,1.8966,1,0.5375
W010,W020,0,0.1196879133474234,1,0,0.892,6,0.4216
W010,W021,0,0.01,0,0,3.2793,7,0.5941
W010,W022,0,0.11039287369742935,0,0,1.906,2,0.6196
W010,W023,0,0.01,0,0,2.4305,4,0.5509
W010,W024,0,0.09978865619215503,0,1,1.4113,5,0.5453
W010,W025,0,0.012973645786659075,0,0,1.4531,5,0.4625
W010,W026,1,0.11911372629039431,1,0,1.7325,4,0.4833
W010,W027,0,0.09340265680081283,0,1,2.1959,4,0.521
W010,W028,0,0.028898983560078112,0,0,1.4345,4,0.4576
W010,W029,0,0.10991043926723813,1,0,1.9482,4,0.5151
W010,W030,0,0.01,0,0,2.6261,5,0.5479
W010,W031,1,0.01,0,0,1.8896,6,0.4893
W010,W032,0,0.173066233515563,1,0,1.6437,6,0.4667
W010,W033,1,0.12228046641880473,1,0,1.7453,4,0.4424
W010,W034,0,0.01,0,0,1.7574,7,0.3973
W010,W035,0,0.03665735887372773,1,0,2.3952,8,0.5165
W010,W036,0,0.220035997576663,1,1,1.4555,4,0.4845
W010,W037,1,0.2863744266644816,1,1,0.7766,1,0.4704
W010,W038,0,0.09541918997385133,1,0,3.032,3,0.4812
W010,W039,0,0.010242977693266856,0,0,1.299,6,0.3748
W010,W040,0,0.07123258989038132,0,1,1.871,6,0.5439
W010,W041,0,0.08614738958175093,1,0,2.3834,5,0.4669
W010,W042,0,0.21470987172949127,1,1,2.0498,3,0.5135
W010,W043,0,0.13349869350066002,0,1,0.804,5,0.3659
W010,W044,0,0.09196994605126474,0,0,1.2395,5,0.5447
W010,W045,0,0.23777224471855107,1,1,2.1598,1,0.5543
W010,W046,0,0.20796228754819623,1,1,1.6601,4,0.5532
W010,W047,0,0.14966360745368876,1,0,1.3664,3,0.4295
W010,W048,0,0.01,0,0,2.4608,6,0.5126
W010,W049,0,0.08658107664515606,0,0,1.0259,1,0.4502
W010,W050,0,0.01,0,0,1.7008,7,0.5384
W010,W051,0,0.018919674101919203,0,0,1.7029,4,0.4802
W010,W052,0,0.18890057867412002,0,1,1.2216,5,0.5027
W010,W053,0,0.2764354932967953,1,1,1.4707,0,0.5182
W010,W054,0,0.038060611024807255,0,0,2.355,6,0.6097
W010,W055,0,0.06634163536190955,0,0,1.5904,1,0.4891
W010,W056,0,0.04178842096864367,1,0,2.2461,8,0.5087
W010,W057,0,0.022331304963384157,0,0,1.8923,3,0.5479
W010,W058,0,0.07459465862306869,0,0,0.7419,7,0.5718
W010,W059,0,0.01,0,0,1.5213,8,0.4786
W010,W060,0,0.046887143364686114,0,0,1.8349,2,0.4569
W010,W061,0,0.27318134388393517,1,1,1.6293,0,0.5011
W010,W062,0,0.20992776830127075,1,1,0.3605,7,0.4613
W010,W063,0,0.11277138365730092,1,0,1.8199,4,0.5263
W010,W064,0,0.01,0,0,2.0535,6,0.5284
W010,W065,0,0.054773185152055946,0,0,2.3481,5,0.5917
W010,W066,0,0.1496327209500619,1,0,1.7727,2,0.4622
W010,W067,0,0.01,0,0,0.6742,8,0.4359
W010,W068,0,0.20982264720557792,0,1,1.8881,2,0.5488
W010,W069,0,0.03852684290425349,0,1,2.9411,6,0.5524
W010,W070,0,0.04851532847557484,0,0,1.6401,2,0.5052
W010,W071,0,0.01,0,0,3.6357,4,0.5227
W010,W072,0,0.04917320850121809,1,0,2.1636,8,0.452
W011,W012,0,0.22027903128053145,1,0,0.9206,4,0.516
W011,W013,0,0.058501795378383736,0,0,0.5313,4,0.4274
W011,W014,0,0.26895342474647393,1,1,0.7741,2,0.4998
W011,W015,0,0.16665094027313754,1,0,0.0907,4,0.5007
W011,W016,0,0.13073104220992063,0,1,1.3632,4,0.3775
W011,W017,0,0.16492997018673403,1,0,0.3772,4,0.4219
W011,W018,0,0.13488891405302444,0,0,0.0523,0,0.4009
W011,W019,0,0.15850537913471624,1,0,0.8915,3,0.4911
W011,W020,0,0.105413750660686,0,0,0.1131,2,0.3752
W011,W021,0,0.19203529276450057,1,0,2.2742,3,0.5477
W011,W022,0,0.2457929384702803,1,0,0.9009,2,0.5732
W011,W023,0,0.18622630453523598,1,0,1.4254,0,0.5045
W011,W024,0,0.2949666432238653,1,1,0.4062,1,0.4989
W011,W025,0,0.20815163281836935,1,0,0.448,1,0.4161
W011,W026,0,0.11159705942783336,0,0,0.7274,0,0.4369
W011,W027,0,0.2885806438325231,1,1,1.1908,0,0.4746
W011,W028,1,0.22407697059178838,1,0,0.4294,0,0.4112
W011,W029,0,0.1023850948321588,0,0,0.9431,0,0.4688
W011,W030,0,0.16569879931933107,1,0,1.621,1,0.5015
W011,W031,0,0.17784156756119995,1,0,0.8845,2,0.4429
W011,W032,0,0.16554956665300202,0,0,0.6386,2,0.4203
W011,W033,0,0.1147637995562438,0,0,0.7402,0,0.396
W011,W034,0,0.17482979477420832,1,0,0.7523,3,0.3509
W011,W035,0,0.02914069201116677,0,0,1.3901,4,0.4701
W011,W036,0,0.212519330714102,0,1,0.4504,0,0.4381
W011,W037,0,0.17553846442579513,0,1,0.2285,3,0.424
W011,W038,0,0.058013561981860785,0,0,2.0269,1,0.4348
W011,W039,0,0.20542096472497717,1,0,0.2939,2,0.3284
W011,W040,1,0.2664105769220916,1,1,0.8659,2,0.4975
W011,W041,0,0.07863072271919001,0,0,1.3783,1,0.4205
W011,W042,0,0.1773042437375007,0,1,1.0447,1,0.4671
W011,W043,0,0.3166526854510819,1,1,0.2011,1,0.3196
W011,W044,0,0.28714793308297504,1,0,0.2344,1,0.4983
W011,W045,0,0.14058869446770123,0,1,1.1547,3,0.5079
W011,W046,0,0.2004456206856353,0,1,0.655,0,0.5068
W011,W047,0,0.11225797946169819,0,0,0.3613,1,0.3831
W011,W048,0,0.15875567187896394,1,0,1.4557,2,0.4662
W011,W049,1,0.1920921802885774,1,0,0.0208,3,0.4038
W011,W050,0,0.16427660760616114,1,0,0.6957,3,0.492
W011,W051,1,0.2140976611336295,1,0,0.6978,0,0.4338
W011,W052,0,0.3840785657058303,1,1,0.2165,1,0.4563
W011,W053,0,0.14936298191651579,0,1,0.4656,4,0.4718
W011,W054,0,0.23323859805651756,1,0,1.3499,2,0.5633
W011,W055,0,0.1718527390053309,1,0,0.5853,3,0.4427
W011,W056,0,0.034271754106082755,0,0,1.241,4,0.4623
W011,W057,0,0.18762033086566482,1,0,0.8872,1,0.5015
W011,W058,0,0.25404697897994916,1,0,0.2632,3,0.5254
W011,W059,0,0.15988369604598576,1,0,0.5162,4,0.4322
W011,W060,0,0.18228720813753713,1,0,0.8298,2,0.4105
W011,W061,1,0.14610883250365564,0,1,0.6242,4,0.4547
W011,W062,0,0.16389755759906213,0,1,0.6446,3,0.4149
W011,W063,1,0.10525471679474,0,0,0.8148,0,0.4799
W011,W064,0,0.16955229026273583,1,0,1.0484,2,0.482
W011,W065,0,0.2499511721837662,1,0,1.343,1,0.5453
W011,W066,0,0.0823381318286417,0,0,0.7676,2,0.4158
W011,W067,0,0.1691246692735792,1,0,0.3309,4,0.3895
W011,W068,0,0.34522271197842896,1,1,0.883,2,0.5024
W011,W069,0,0.2337048299359638,1,1,1.936,2,0.506
W011,W070,0,0.18391539324842585,1,0,0.635,2,0.4588
W011,W071,0,0.15266925104069098,1,0,2.6306,0,0.4763
W011,W072,0,0.04165654163865714,0,0,1.1585,4,0.4056
W012,W013,0,0.06985399806394908,0,0,0.3893,8,0.5756
W012,W014,0,0.26183904990185836,1,0,0.1465,2,0.648
W012,W015,1,0.271242707841759,1,0,0.8299,0,0.6488
W012,W016,1,0.19214766776953884,0,0,0.4426,0,0.5257
W012,W017,1,0.28663953221712873,1,0,0.5434,0,0.57
W012,W018,0,0.1144970183178563,0,0,0.9729,4,0.5491
W012,W019,1,0.2810456853311909,1,0,0.0291,1,0.6393
W012,W020,0,0.08502185492551788,0,0,1.0337,6,0.5234
W012,W021,0,0.14689052274972994,1,0,1.3536,7,0.696
W012,W022,1,0.35200904100584596,1,1,0.0197,2,0.7214
W012,W023,1,0.22083839337775887,1,0,0.5048,4,0.6527
W012,W024,0,0.20609306660036822,1,0,0.5144,5,0.6471
W012,W025,0,0.2145268292956774,1,0,0.4726,5,0.5643
W012,W026,1,0.1346658397537259,0,0,0.1932,4,0.5851
W012,W027,0,0.23044142487442273,1,0,0.2702,4,0.6228
W012,W028,0,0.22934085475848914,1,0,0.4912,4,0.5594
W012,W029,0,0.22975716904782328,0,1,0.0225,4,0.6169
W012,W030,1,0.2930535183899588,1,1,0.7004,5,0.6498
W012,W031,0,0.2102967545535657,1,0,0.0361,6,0.5911
W012,W032,0,0.10356454563057507,0,0,0.282,6,0.5685
W012,W033,0,0.13859735394534994,0,0,0.1804,4,0.5442
W012,W034,0,0.29213760744556927,1,1,0.1683,7,0.4991
W012,W035,0,0.06375278085368966,0,0,0.4695,8,0.6183
W012,W036,1,0.1262866145276394,0,0,0.4702,4,0.5863
W012,W037,0,0.1520621442782927,0,0,1.1491,1,0.5722
W012,W038,0,0.1225146119538133,0,0,1.1063,3,0.583
W012,W039,1,0.29534030625750085,1,1,0.6267,6,0.4766
W012,W040,0,0.20500314380322684,1,0,0.0547,6,0.6457
W012,W041,0,0.1132428115617129,0,0,0.4577,5,0.5687
W012,W042,0,0.14905398590882996,0,0,0.1241,3,0.6153
W012,W043,0,0.20351815948780894,1,0,1.1217,5,0.4677
W012,W044,0,0.20101278109563095,1,0,0.6862,5,0.6465
W012,W045,1,0.1721163588978898,0,0,0.2341,1,0.6561
W012,W046,0,0.12643733991585265,0,0,0.2656,4,0.655
W012,W047,1,0.14334198774963747,0,0,0.5593,3,0.5313
W012,W048,0,0.28611906852211005,1,1,0.5351,6,0.6144
W012,W049,0,0.26260992579442033,1,0,0.8998,1,0.552
W012,W050,0,0.18545137716612622,1,0,0.2249,7,0.6402
W012,W051,0,0.23539790143834055,1,0,0.2228,4,0.582
W012,W052,1,0.20412261718883773,1,0,0.7041,5,0.6045
W012,W053,0,0.18359427944783785,0,0,0.455,0,0.62
W012,W054,0,0.18810250561426525,1,0,0.4293,6,0.7115
W012,W055,1,0.36884952345899086,1,1,0.3353,1,0.5909
W012,W056,0,0.16163515074922885,0,1,0.3204,8,0.6105
W012,W057,0,0.250117120943901,1,0,0.0334,3,0.6498
W012,W058,0,0.15390690196000595,1,0,1.1838,7,0.6736
W012,W059,0,0.17033370432885384,1,0,0.4044,8,0.5804
W012,W060,0,0.27125210322799775,1,0,0.0908,2,0.5587
W012,W061,0,0.18981615866198379,0,0,0.2964,0,0.6029
W012,W062,0,0.0507543540632708,0,0,1.5652,7,0.5631
W012,W063,0,0.1335454700210129,0,0,0.1058,4,0.6281
W012,W064,0,0.29691568690588194,1,1,0.1278,6,0.6302
W012,W065,0,0.20481507974151403,1,0,0.4224,5,0.6935
W012,W066,0,0.260338010756297,0,1,0.153,2,0.564
W012,W067,0,0.14873277353841108,1,0,1.2515,8,0.5377
W012,W068,0,0.26487538775624114,1,0,0.0376,2,0.6505
W012,W069,0,0.17556561097786338,1,0,1.0154,6,0.6542
W012,W070,0,0.26124138306435446,1,0,0.2856,2,0.607
W012,W071,0,0.2800413252563555,1,1,1.71,4,0.6244
W012,W072,0,0.16902861585432166,0,1,0.2379,8,0.5537
W013,W014,0,0.02576840615674996,0,0,0.2428,6,0.5595
W013,W015,0,0.01,0,0,0.4406,8,0.5603
W013,W016,0,0.09024935508698627,1,0,0.8319,8,0.4371
W013,W017,0,0.09804908202536734,0,1,0.1541,8,0.4815
W013,W018,1,0.15541443630997984,1,0,0.5836,4,0.4605
W013,W019,0,0.10083165371875712,0,1,0.3602,7,0.5507
W013,W020,1,0.18571719517650068,1,0,0.6444,2,0.4348
W013,W021,0,0.13126846536368877,0,0,1.7429,1,0.6074
W013,W022,0,0.09536790525369798,0,0,0.3696,6,0.6328
W013,W023,0,0.12855257911927684,0,1,0.8941,4,0.5641
W013,W024,0,0.07420479182765012,0,0,0.1251,3,0.5585
W013,W025,0,0.08263855452295933,0,0,0.0833,3,0.4757
W013,W026,0,0.25661798790614554,1,1,0.1961,4,0.4965
W013,W027,0,0.04539562524279915,0,0,0.6595,4,0.5343
W013,W028,1,0.1603149266569647,0,1,0.1019,4,0.4708
W013,W029,0,0.1546547155098477,1,0,0.4118,4,0.5284
W013,W030,0,0.04515404965965998,0,0,1.0897,3,0.5612
W013,W031,1,0.17994576440410012,0,1,0.3532,2,0.5025
W013,W032,0,0.3703484173901735,1,1,0.1073,2,0.4799
W013,W033,0,0.16703342023393267,1,0,0.2089,4,0.4556
W013,W034,1,0.11406296737339652,0,0,0.221,1,0.4106
W013,W035,0,0.2009661572065742,1,0,0.8588,0,0.5297
W013,W036,0,0.1672040325197629,1,0,0.0809,4,0.4977
W013,W037,0,0.10330400130960889,1,0,0.7598,7,0.4837
W013,W038,0,0.11028318265954963,1,0,1.4956,5,0.4944
W013,W039,0,0.10058100724107089,0,0,0.2374,2,0.3881
W013,W040,0,0.08300348059122689,0,0,0.3346,2,0.5572
W013,W041,0,0.1607806269537901,1,0,0.847,3,0.4802
W013,W042,0,0.13681387904204792,1,0,0.5134,5,0.5268
W013,W043,0,0.07162120714257249,0,0,0.7324,3,0.3792
W013,W044,0,0.24162399540831117,0,1,0.2969,3,0.5579
W013,W045,0,0.10010700734476684,1,0,0.6234,7,0.5675
W013,W046,0,0.15995525599018254,1,0,0.1237,4,0.5665
W013,W047,1,0.2471217524129546,1,1,0.17,5,0.4427
W013,W048,0,0.0681085609212409,0,0,0.9244,2,0.5258
W013,W049,0,0.10390843673208858,0,1,0.5105,7,0.4635
W013,W050,1,0.19626976557849093,0,1,0.1644,1,0.5516
W013,W051,1,0.06367262791704714,0,0,0.1665,4,0.4934
W013,W052,0,0.15198252370089474,0,0,0.3148,3,0.5159
W013,W053,0,0.10494717534972443,1,0,0.0657,8,0.5315
W013,W054,1,0.2353427948994177,0,1,0.8186,2,0.6229
W013,W055,0,0.021427705788748558,0,0,0.054,7,0.5023
W013,W056,0,0.20609721930149016,1,0,0.7097,0,0.5219
W013,W057,0,0.03718662007656408,0,0,0.3559,5,0.5612
W013,W058,1,0.16153605315840394,0,0,0.7945,1,0.5851
W013,W059,0,0.22086362074504792,0,1,0.0151,0,0.4918
W013,W060,0,0.1246048051490596,0,1,0.2985,6,0.4702
W013,W061,0,0.10562714538072128,1,0,0.0929,8,0.5143
W013,W062,0,0.18132997787116487,1,0,1.1759,1,0.4746
W013,W063,0,0.2502756452730521,1,1,0.2835,4,0.5395
W013,W064,0,0.07890517930501276,0,0,0.5171,2,0.5416
W013,W065,0,0.22216640789723674,0,1,0.8117,3,0.6049
W013,W066,0,0.1345990749338122,1,0,0.2363,6,0.4755
W013,W067,0,0.10651138215398193,0,0,0.8622,0,0.4491
W013,W068,0,0.10204637096122335,0,0,0.3517,6,0.562
W013,W069,1,0.050306411177617465,0,0,1.4047,2,0.5656
W013,W070,0,0.12624166783246674,0,1,0.1037,6,0.5184
W013,W071,0,0.01,0,0,2.0993,4,0.5359
W013,W072,1,0.2134820068340646,1,0,0.6272,0,0.4652
W014,W015,0,0.16738787124821902,1,0,0.6834,2,0.6326
W014,W016,0,0.17229106083124757,0,1,0.5891,2,0.5095
W014,W017,0,0.18278469562358868,1,0,0.3969,2,0.5538
W014,W018,0,0.07042010398317554,0,0,0.8264,2,0.5329
W014,W019,0,0.20006539775604318,1,0,0.1174,1,0.6231
W014,W020,0,0.04094494059083712,0,0,0.8872,4,0.5072
W014,W021,0,0.17380871155444985,1,0,1.5001,5,0.6798
W014,W022,0,0.2873529570916073,1,0,0.1268,0,0.7052
