worker_id,shift,friction_group,high_bonus,lag_high_bonus,posted_wage,hours,deliveries,earnings
26,10,low_adjustment_cost,1,0,1.2,5.563,14.845,17.814
26,11,low_adjustment_cost,0,1,1.0,5.396,13.975,13.975
26,12,low_adjustment_cost,1,0,1.2,5.935,15.041,18.05
26,13,low_adjustment_cost,0,1,1.0,4.968,12.881,12.881
26,14,low_adjustment_cost,1,0,1.2,6.015,15.746,18.895
26,15,low_adjustment_cost,0,1,1.0,5.249,13.688,13.688
26,16,low_adjustment_cost,1,0,1.2,6.175,15.544,18.653
27,1,high_adjustment_cost,0,0,1.0,5.493,14.221,14.221
27,2,high_adjustment_cost,0,0,1.0,5.139,14.318,14.318
27,3,high_adjustment_cost,1,0,1.2,5.39,14.532,17.438
27,4,high_adjustment_cost,1,1,1.2,5.774,14.425,17.31
27,5,high_adjustment_cost,0,1,1.0,4.986,13.073,13.073
27,6,high_adjustment_cost,0,0,1.0,5.34,13.848,13.848
27,7,high_adjustment_cost,1,0,1.2,5.563,15.182,18.218
27,8,high_adjustment_cost,1,1,1.2,5.52,13.902,16.682
27,9,high_adjustment_cost,0,1,1.0,5.003,13.21,13.21
27,10,high_adjustment_cost,0,0,1.0,5.151,13.694,13.694
27,11,high_adjustment_cost,1,0,1.2,5.524,15.452,18.543
27,12,high_adjustment_cost,1,1,1.2,5.411,13.992,16.79
27,13,high_adjustment_cost,0,1,1.0,5.067,12.948,12.948
27,14,high_adjustment_cost,0,0,1.0,5.385,13.572,13.572
27,15,high_adjustment_cost,1,0,1.2,5.351,14.488,17.386
27,16,high_adjustment_cost,1,1,1.2,5.616,14.305,17.166
28,1,low_adjustment_cost,1,0,1.2,6.453,16.673,20.007
28,2,low_adjustment_cost,1,1,1.2,6.45,15.289,18.347
28,3,low_adjustment_cost,1,1,1.2,6.288,15.4,18.48
28,4,low_adjustment_cost,1,1,1.2,6.39,15.292,18.35
28,5,low_adjustment_cost,1,1,1.2,6.378,16.012,19.214
28,6,low_adjustment_cost,1,1,1.2,6.47,15.421,18.505
28,7,low_adjustment_cost,1,1,1.2,6.48,15.481,18.578
28,8,low_adjustment_cost,1,1,1.2,6.427,16.132,19.359
28,9,low_adjustment_cost,1,1,1.2,6.267,14.635,17.562
28,10,low_adjustment_cost,1,1,1.2,6.642,15.614,18.737
28,11,low_adjustment_cost,1,1,1.2,6.204,16.171,19.406
28,12,low_adjustment_cost,1,1,1.2,6.592,16.578,19.893
28,13,low_adjustment_cost,1,1,1.2,6.356,15.938,19.126
28,14,low_adjustment_cost,1,1,1.2,6.012,14.705,17.647
28,15,low_adjustment_cost,1,1,1.2,6.347,15.531,18.637
28,16,low_adjustment_cost,1,1,1.2,6.19,15.481,18.577
29,1,high_adjustment_cost,1,0,1.2,5.994,15.648,18.778
29,2,high_adjustment_cost,0,1,1.0,5.682,14.965,14.965
29,3,high_adjustment_cost,0,0,1.0,6.041,14.822,14.822
29,4,high_adjustment_cost,1,0,1.2,6.123,15.614,18.737
29,5,high_adjustment_cost,1,1,1.2,6.238,15.342,18.41
29,6,high_adjustment_cost,0,1,1.0,5.957,14.645,14.645
29,7,high_adjustment_cost,0,0,1.0,5.792,14.296,14.296
29,8,high_adjustment_cost,1,0,1.2,6.44,15.762,18.915
29,9,high_adjustment_cost,1,1,1.2,5.913,15.252,18.302
29,10,high_adjustment_cost,0,1,1.0,5.807,14.276,14.276
29,11,high_adjustment_cost,0,0,1.0,6.051,14.927,14.927
29,12,high_adjustment_cost,1,0,1.2,6.101,15.106,18.127
29,13,high_adjustment_cost,1,1,1.2,5.776,15.958,19.149
29,14,high_adjustment_cost,0,1,1.0,5.704,14.28,14.28
29,15,high_adjustment_cost,0,0,1.0,5.825,14.643,14.643
29,16,high_adjustment_cost,1,0,1.2,5.757,15.108,18.13
30,1,low_adjustment_cost,0,0,1.0,5.644,14.475,14.475
30,2,low_adjustment_cost,1,0,1.2,5.924,15.674,18.809
30,3,low_adjustment_cost,0,1,1.0,5.681,14.367,14.367
30,4,low_adjustment_cost,1,0,1.2,6.09,15.579,18.695
30,5,low_adjustment_cost,0,1,1.0,5.276,13.051,13.051
30,6,low_adjustment_cost,1,0,1.2,5.869,15.639,18.767
30,7,low_adjustment_cost,0,1,1.0,5.469,14.263,14.263
30,8,low_adjustment_cost,1,0,1.2,6.058,14.665,17.598
30,9,low_adjustment_cost,0,1,1.0,5.639,14.636,14.636
30,10,low_adjustment_cost,1,0,1.2,6.202,15.1,18.12
30,11,low_adjustment_cost,0,1,1.0,5.733,14.601,14.601
30,12,low_adjustment_cost,1,0,1.2,6.162,15.183,18.22
30,13,low_adjustment_cost,0,1,1.0,5.532,13.345,13.345
30,14,low_adjustment_cost,1,0,1.2,6.163,15.142,18.17
30,15,low_adjustment_cost,0,1,1.0,5.304,13.79,13.79
30,16,low_adjustment_cost,1,0,1.2,6.286,15.211,18.253
31,1,high_adjustment_cost,0,0,1.0,5.307,14.578,14.578
31,2,high_adjustment_cost,0,0,1.0,5.553,13.645,13.645
31,3,high_adjustment_cost,1,0,1.2,5.723,14.905,17.886
31,4,high_adjustment_cost,1,1,1.2,5.108,14.891,17.869
31,5,high_adjustment_cost,0,1,1.0,5.272,12.544,12.544
31,6,high_adjustment_cost,0,0,1.0,5.273,13.64,13.64
31,7,high_adjustment_cost,1,0,1.2,5.707,14.316,17.18
31,8,high_adjustment_cost,1,1,1.2,5.647,15.705,18.846
31,9,high_adjustment_cost,0,1,1.0,5.425,13.901,13.901
31,10,high_adjustment_cost,0,0,1.0,5.285,13.748,13.748
31,11,high_adjustment_cost,1,0,1.2,5.636,15.173,18.207
31,12,high_adjustment_cost,1,1,1.2,5.51,14.617,17.541
31,13,high_adjustment_cost,0,1,1.0,5.165,13.261,13.261
31,14,high_adjustment_cost,0,0,1.0,5.57,14.665,14.665
31,15,high_adjustment_cost,1,0,1.2,5.527,14.151,16.981
31,16,high_adjustment_cost,1,1,1.2,5.695,14.611,17.533
32,1,low_adjustment_cost,1,0,1.2,6.822,16.103,19.324
32,2,low_adjustment_cost,1,1,1.2,6.301,15.27,18.324
32,3,low_adjustment_cost,1,1,1.2,6.912,16.197,19.436
32,4,low_adjustment_cost,1,1,1.2,6.576,15.771,18.925
32,5,low_adjustment_cost,1,1,1.2,6.609,15.351,18.421
32,6,low_adjustment_cost,1,1,1.2,6.772,16.358,19.63
32,7,low_adjustment_cost,1,1,1.2,6.589,15.399,18.479
32,8,low_adjustment_cost,1,1,1.2,6.685,16.183,19.42
32,9,low_adjustment_cost,1,1,1.2,6.758,16.432,19.719
32,10,low_adjustment_cost,1,1,1.2,6.613,16.597,19.917
32,11,low_adjustment_cost,1,1,1.2,6.46,16.208,19.449
32,12,low_adjustment_cost,1,1,1.2,6.716,16.539,19.847
32,13,low_adjustment_cost,1,1,1.2,6.775,15.579,18.695
32,14,low_adjustment_cost,1,1,1.2,6.596,15.799,18.959
32,15,low_adjustment_cost,1,1,1.2,6.398,15.256,18.307
32,16,low_adjustment_cost,1,1,1.2,6.89,16.377,19.652
33,1,high_adjustment_cost,1,0,1.2,5.838,15.104,18.125
33,2,high_adjustment_cost,0,1,1.0,5.742,14.63,14.63
33,3,high_adjustment_cost,0,0,1.0,5.925,14.069,14.069
33,4,high_adjustment_cost,1,0,1.2,5.94,13.981,16.777
33,5,high_adjustment_cost,1,1,1.2,5.699,14.746,17.696
33,6,high_adjustment_cost,0,1,1.0,5.844,14.126,14.126
33,7,high_adjustment_cost,0,0,1.0,5.845,14.459,14.459
33,8,high_adjustment_cost,1,0,1.2,6.251,15.478,18.573
33,9,high_adjustment_cost,1,1,1.2,5.938,15.503,18.603
33,10,high_adjustment_cost,0,1,1.0,5.45,14.338,14.338
33,11,high_adjustment_cost,0,0,1.0,6.042,14.431,14.431
33,12,high_adjustment_cost,1,0,1.2,6.061,14.872,17.846
33,13,high_adjustment_cost,1,1,1.2,5.917,14.636,17.563
33,14,high_adjustment_cost,0,1,1.0,5.59,13.709,13.709
33,15,high_adjustment_cost,0,0,1.0,5.883,13.953,13.953
33,16,high_adjustment_cost,1,0,1.2,5.863,14.823,17.788
34,1,low_adjustment_cost,0,0,1.0,6.319,15.797,15.797
34,2,low_adjustment_cost,1,0,1.2,6.872,16.005,19.206
34,3,low_adjustment_cost,0,1,1.0,6.523,15.498,15.498
34,4,low_adjustment_cost,1,0,1.2,7.02,16.839,20.207
34,5,low_adjustment_cost,0,1,1.0,6.639,16.065,16.065
34,6,low_adjustment_cost,1,0,1.2,6.886,16.56,19.872
34,7,low_adjustment_cost,0,1,1.0,6.371,14.916,14.916
34,8,low_adjustment_cost,1,0,1.2,6.988,16.15,19.38
34,9,low_adjustment_cost,0,1,1.0,6.234,14.189,14.189
34,10,low_adjustment_cost,1,0,1.2,7.183,16.778,20.133
34,11,low_adjustment_cost,0,1,1.0,6.354,15.963,15.963
34,12,low_adjustment_cost,1,0,1.2,7.193,16.426,19.712
34,13,low_adjustment_cost,0,1,1.0,6.456,15.111,15.111
34,14,low_adjustment_cost,1,0,1.2,7.151,16.681,20.017
34,15,low_adjustment_cost,0,1,1.0,6.322,14.977,14.977
34,16,low_adjustment_cost,1,0,1.2,6.658,16.259,19.511
35,1,high_adjustment_cost,0,0,1.0,5.456,14.351,14.351
35,2,high_adjustment_cost,0,0,1.0,5.542,13.022,13.022
35,3,high_adjustment_cost,1,0,1.2,5.678,15.193,18.231
35,4,high_adjustment_cost,1,1,1.2,5.523,15.112,18.135
35,5,high_adjustment_cost,0,1,1.0,5.335,15.088,15.088
35,6,high_adjustment_cost,0,0,1.0,5.625,14.745,14.745
35,7,high_adjustment_cost,1,0,1.2,5.763,15.046,18.055
35,8,high_adjustment_cost,1,1,1.2,5.514,14.549,17.458
35,9,high_adjustment_cost,0,1,1.0,5.502,14.097,14.097
35,10,high_adjustment_cost,0,0,1.0,5.744,14.519,14.519
35,11,high_adjustment_cost,1,0,1.2,5.834,14.762,17.715
35,12,high_adjustment_cost,1,1,1.2,5.509,15.018,18.021
35,13,high_adjustment_cost,0,1,1.0,5.289,14.262,14.262
35,14,high_adjustment_cost,0,0,1.0,5.597,13.672,13.672
35,15,high_adjustment_cost,1,0,1.2,5.642,14.642,17.571
35,16,high_adjustment_cost,1,1,1.2,5.449,14.323,17.188
36,1,low_adjustment_cost,1,0,1.2,6.309,14.867,17.84
36,2,low_adjustment_cost,1,1,1.2,6.093,14.942,17.93
36,3,low_adjustment_cost,1,1,1.2,6.387,15.424,18.509
36,4,low_adjustment_cost,1,1,1.2,6.188,15.412,18.494
36,5,low_adjustment_cost,1,1,1.2,6.279,15.976,19.171
36,6,low_adjustment_cost,1,1,1.2,6.365,15.1,18.12
36,7,low_adjustment_cost,1,1,1.2,6.453,16.033,19.239
36,8,low_adjustment_cost,1,1,1.2,6.497,16.273,19.528
36,9,low_adjustment_cost,1,1,1.2,6.128,15.067,18.08
36,10,low_adjustment_cost,1,1,1.2,6.254,15.711,18.854
36,11,low_adjustment_cost,1,1,1.2,6.21,14.823,17.788
36,12,low_adjustment_cost,1,1,1.2,6.389,16.112,19.335
36,13,low_adjustment_cost,1,1,1.2,6.284,15.503,18.603
36,14,low_adjustment_cost,1,1,1.2,6.299,15.281,18.337
36,15,low_adjustment_cost,1,1,1.2,6.385,15.223,18.267
36,16,low_adjustment_cost,1,1,1.2,6.472,15.933,19.119
37,1,high_adjustment_cost,1,0,1.2,6.001,14.36,17.232
37,2,high_adjustment_cost,0,1,1.0,5.597,14.553,14.553
37,3,high_adjustment_cost,0,0,1.0,5.733,14.359,14.359
37,4,high_adjustment_cost,1,0,1.2,6.125,15.356,18.427
37,5,high_adjustment_cost,1,1,1.2,5.591,13.852,16.623
37,6,high_adjustment_cost,0,1,1.0,5.596,14.196,14.196
37,7,high_adjustment_cost,0,0,1.0,5.953,14.861,14.861
37,8,high_adjustment_cost,1,0,1.2,6.069,16.011,19.213
37,9,high_adjustment_cost,1,1,1.2,5.697,14.491,17.389
37,10,high_adjustment_cost,0,1,1.0,5.12,13.661,13.661
37,11,high_adjustment_cost,0,0,1.0,5.602,14.754,14.754
37,12,high_adjustment_cost,1,0,1.2,6.251,15.622,18.747
37,13,high_adjustment_cost,1,1,1.2,5.933,15.589,18.707
37,14,high_adjustment_cost,0,1,1.0,5.59,14.703,14.703
37,15,high_adjustment_cost,0,0,1.0,5.93,15.314,15.314
37,16,high_adjustment_cost,1,0,1.2,5.886,15.553,18.663
38,1,low_adjustment_cost,0,0,1.0,5.868,14.648,14.648
38,2,low_adjustment_cost,1,0,1.2,6.619,15.797,18.956
38,3,low_adjustment_cost,0,1,1.0,5.659,14.167,14.167
38,4,low_adjustment_cost,1,0,1.2,6.398,15.156,18.187
38,5,low_adjustment_cost,0,1,1.0,6.038,15.414,15.414
38,6,low_adjustment_cost,1,0,1.2,6.559,15.206,18.247
38,7,low_adjustment_cost,0,1,1.0,5.706,14.552,14.552
38,8,low_adjustment_cost,1,0,1.2,6.377,15.852,19.022
38,9,low_adjustment_cost,0,1,1.0,5.829,14.181,14.181
38,10,low_adjustment_cost,1,0,1.2,6.554,15.769,18.923
38,11,low_adjustment_cost,0,1,1.0,5.53,14.547,14.547
38,12,low_adjustment_cost,1,0,1.2,6.438,14.984,17.981
38,13,low_adjustment_cost,0,1,1.0,5.557,14.399,14.399
38,14,low_adjustment_cost,1,0,1.2,6.463,15.827,18.992
38,15,low_adjustment_cost,0,1,1.0,5.919,14.612,14.612
38,16,low_adjustment_cost,1,0,1.2,6.487,16.419,19.702
39,1,high_adjustment_cost,0,0,1.0,5.086,14.203,14.203
39,2,high_adjustment_cost,0,0,1.0,5.37,14.221,14.221
39,3,high_adjustment_cost,1,0,1.2,5.74,15.607,18.729
39,4,high_adjustment_cost,1,1,1.2,5.121,13.654,16.385
39,5,high_adjustment_cost,0,1,1.0,4.805,12.713,12.713
39,6,high_adjustment_cost,0,0,1.0,5.379,14.164,14.164
39,7,high_adjustment_cost,1,0,1.2,5.595,15.043,18.052
39,8,high_adjustment_cost,1,1,1.2,5.41,14.76,17.712
39,9,high_adjustment_cost,0,1,1.0,5.277,14.373,14.373
39,10,high_adjustment_cost,0,0,1.0,5.55,14.596,14.596
39,11,high_adjustment_cost,1,0,1.2,5.728,15.413,18.496
39,12,high_adjustment_cost,1,1,1.2,5.251,15.295,18.353
39,13,high_adjustment_cost,0,1,1.0,5.249,14.263,14.263
39,14,high_adjustment_cost,0,0,1.0,5.401,14.634,14.634
39,15,high_adjustment_cost,1,0,1.2,5.593,13.948,16.738
39,16,high_adjustment_cost,1,1,1.2,5.284,13.892,16.671
40,1,low_adjustment_cost,1,0,1.2,6.992,16.717,20.06
40,2,low_adjustment_cost,1,1,1.2,6.72,15.533,18.639
40,3,low_adjustment_cost,1,1,1.2,6.593,16.886,20.263
40,4,low_adjustment_cost,1,1,1.2,6.802,16.526,19.831
40,5,low_adjustment_cost,1,1,1.2,7.053,16.828,20.193
40,6,low_adjustment_cost,1,1,1.2,6.885,15.686,18.824
40,7,low_adjustment_cost,1,1,1.2,6.838,15.887,19.064
40,8,low_adjustment_cost,1,1,1.2,6.778,15.325,18.39
40,9,low_adjustment_cost,1,1,1.2,6.601,15.653,18.783
40,10,low_adjustment_cost,1,1,1.2,6.645,15.56,18.672
40,11,low_adjustment_cost,1,1,1.2,6.671,16.256,19.507
40,12,low_adjustment_cost,1,1,1.2,6.951,15.126,18.151
40,13,low_adjustment_cost,1,1,1.2,6.871,16.093,19.312
40,14,low_adjustment_cost,1,1,1.2,6.683,15.459,18.551
40,15,low_adjustment_cost,1,1,1.2,7.09,17.08,20.497
40,16,low_adjustment_cost,1,1,1.2,6.629,16.032,19.239
41,1,high_adjustment_cost,1,0,1.2,6.395,16.902,20.282
41,2,high_adjustment_cost,0,1,1.0,5.438,14.537,14.537
41,3,high_adjustment_cost,0,0,1.0,6.132,14.658,14.658
41,4,high_adjustment_cost,1,0,1.2,6.137,15.969,19.163
41,5,high_adjustment_cost,1,1,1.2,5.683,15.289,18.347
41,6,high_adjustment_cost,0,1,1.0,5.932,14.361,14.361
41,7,high_adjustment_cost,0,0,1.0,5.926,14.996,14.996
41,8,high_adjustment_cost,1,0,1.2,6.191,16.072,19.286
41,9,high_adjustment_cost,1,1,1.2,5.969,15.748,18.897
41,10,high_adjustment_cost,0,1,1.0,5.934,14.09,14.09
41,11,high_adjustment_cost,0,0,1.0,6.21,15.013,15.013
41,12,high_adjustment_cost,1,0,1.2,6.14,15.34,18.408
41,13,high_adjustment_cost,1,1,1.2,6.346,15.709,18.851
41,14,high_adjustment_cost,0,1,1.0,5.513,13.853,13.853
41,15,high_adjustment_cost,0,0,1.0,6.075,14.208,14.208
41,16,high_adjustment_cost,1,0,1.2,6.14,15.434,18.521
42,1,low_adjustment_cost,0,0,1.0,5.534,14.475,14.475
42,2,low_adjustment_cost,1,0,1.2,6.514,15.805,18.965
42,3,low_adjustment_cost,0,1,1.0,5.698,14.788,14.788
42,4,low_adjustment_cost,1,0,1.2,6.557,15.941,19.129
42,5,low_adjustment_cost,0,1,1.0,5.683,15.682,15.682
42,6,low_adjustment_cost,1,0,1.2,6.15,15.011,18.013
42,7,low_adjustment_cost,0,1,1.0,5.749,14.564,14.564
42,8,low_adjustment_cost,1,0,1.2,6.45,14.335,17.202
42,9,low_adjustment_cost,0,1,1.0,5.959,14.729,14.729
42,10,low_adjustment_cost,1,0,1.2,6.267,15.856,19.027
42,11,low_adjustment_cost,0,1,1.0,5.7,14.507,14.507
42,12,low_adjustment_cost,1,0,1.2,6.18,15.901,19.081
42,13,low_adjustment_cost,0,1,1.0,5.609,14.354,14.354
42,14,low_adjustment_cost,1,0,1.2,6.055,14.64,17.569
42,15,low_adjustment_cost,0,1,1.0,5.431,14.001,14.001
42,16,low_adjustment_cost,1,0,1.2,6.479,15.361,18.433
43,1,high_adjustment_cost,0,0,1.0,5.413,14.47,14.47
43,2,high_adjustment_cost,0,0,1.0,5.635,13.615,13.615
43,3,high_adjustment_cost,1,0,1.2,5.754,14.53,17.436
43,4,high_adjustment_cost,1,1,1.2,5.594,15.48,18.576
43,5,high_adjustment_cost,0,1,1.0,5.42,14.709,14.709
43,6,high_adjustment_cost,0,0,1.0,5.677,14.126,14.126
43,7,high_adjustment_cost,1,0,1.2,5.783,15.068,18.082
43,8,high_adjustment_cost,1,1,1.2,5.907,15.042,18.051
43,9,high_adjustment_cost,0,1,1.0,5.598,13.924,13.924
43,10,high_adjustment_cost,0,0,1.0,5.827,13.639,13.639
43,11,high_adjustment_cost,1,0,1.2,6.149,15.205,18.246
43,12,high_adjustment_cost,1,1,1.2,5.14,13.166,15.8
43,13,high_adjustment_cost,0,1,1.0,5.531,14.309,14.309
43,14,high_adjustment_cost,0,0,1.0,5.472,14.08,14.08
43,15,high_adjustment_cost,1,0,1.2,5.689,14.321,17.185
43,16,high_adjustment_cost,1,1,1.2,5.826,13.915,16.698
44,1,low_adjustment_cost,1,0,1.2,6.71,15.654,18.785
44,2,low_adjustment_cost,1,1,1.2,6.86,15.883,19.06
44,3,low_adjustment_cost,1,1,1.2,6.708,15.927,19.113
44,4,low_adjustment_cost,1,1,1.2,6.601,15.864,19.036
44,5,low_adjustment_cost,1,1,1.2,6.634,15.753,18.904
44,6,low_adjustment_cost,1,1,1.2,6.842,15.783,18.939
44,7,low_adjustment_cost,1,1,1.2,6.767,16.733,20.079
44,8,low_adjustment_cost,1,1,1.2,6.85,16.409,19.691
44,9,low_adjustment_cost,1,1,1.2,6.991,16.19,19.428
44,10,low_adjustment_cost,1,1,1.2,6.988,15.976,19.172
44,11,low_adjustment_cost,1,1,1.2,6.841,15.751,18.901
44,12,low_adjustment_cost,1,1,1.2,6.581,15.724,18.869
44,13,low_adjustment_cost,1,1,1.2,6.796,17.329,20.795
44,14,low_adjustment_cost,1,1,1.2,6.978,16.596,19.916
44,15,low_adjustment_cost,1,1,1.2,6.606,15.904,19.084
44,16,low_adjustment_cost,1,1,1.2,6.993,16.98,20.376
45,1,high_adjustment_cost,1,0,1.2,5.843,14.865,17.837
45,2,high_adjustment_cost,0,1,1.0,5.642,14.328,14.328
45,3,high_adjustment_cost,0,0,1.0,5.745,14.571,14.571
45,4,high_adjustment_cost,1,0,1.2,6.004,15.244,18.293
45,5,high_adjustment_cost,1,1,1.2,5.593,14.9,17.88
45,6,high_adjustment_cost,0,1,1.0,5.477,14.249,14.249
45,7,high_adjustment_cost,0,0,1.0,5.67,13.957,13.957
45,8,high_adjustment_cost,1,0,1.2,6.151,15.236,18.284
45,9,high_adjustment_cost,1,1,1.2,5.915,14.86,17.832
45,10,high_adjustment_cost,0,1,1.0,5.695,14.249,14.249
45,11,high_adjustment_cost,0,0,1.0,5.918,15.001,15.001
45,12,high_adjustment_cost,1,0,1.2,5.773,15.41,18.492
45,13,high_adjustment_cost,1,1,1.2,5.501,14.217,17.061
45,14,high_adjustment_cost,0,1,1.0,5.663,14.356,14.356
45,15,high_adjustment_cost,0,0,1.0,5.462,13.955,13.955
45,16,high_adjustment_cost,1,0,1.2,6.035,14.93,17.916
46,1,low_adjustment_cost,0,0,1.0,5.227,13.261,13.261
46,2,low_adjustment_cost,1,0,1.2,5.993,16.182,19.419
46,3,low_adjustment_cost,0,1,1.0,4.864,13.493,13.493
46,4,low_adjustment_cost,1,0,1.2,6.049,14.902,17.882
46,5,low_adjustment_cost,0,1,1.0,5.371,13.917,13.917
46,6,low_adjustment_cost,1,0,1.2,6.145,15.258,18.31
46,7,low_adjustment_cost,0,1,1.0,5.351,13.691,13.691
46,8,low_adjustment_cost,1,0,1.2,5.843,15.257,18.309
46,9,low_adjustment_cost,0,1,1.0,5.337,13.82,13.82
46,10,low_adjustment_cost,1,0,1.2,6.103,14.961,17.954
46,11,low_adjustment_cost,0,1,1.0,5.665,14.331,14.331
46,12,low_adjustment_cost,1,0,1.2,6.327,15.787,18.945
46,13,low_adjustment_cost,0,1,1.0,5.179,14.215,14.215
46,14,low_adjustment_cost,1,0,1.2,6.254,16.421,19.705
46,15,low_adjustment_cost,0,1,1.0,5.309,13.693,13.693
46,16,low_adjustment_cost,1,0,1.2,5.842,14.842,17.81
47,1,high_adjustment_cost,0,0,1.0,5.689,15.019,15.019
47,2,high_adjustment_cost,0,0,1.0,5.778,13.767,13.767
47,3,high_adjustment_cost,1,0,1.2,6.057,16.271,19.525
47,4,high_adjustment_cost,1,1,1.2,5.941,16.267,19.52
47,5,high_adjustment_cost,0,1,1.0,5.764,14.657,14.657
47,6,high_adjustment_cost,0,0,1.0,5.649,14.599,14.599
47,7,high_adjustment_cost,1,0,1.2,6.211,15.411,18.493
47,8,high_adjustment_cost,1,1,1.2,5.839,15.875,19.05
47,9,high_adjustment_cost,0,1,1.0,5.578,13.979,13.979
47,10,high_adjustment_cost,0,0,1.0,5.865,14.607,14.607
47,11,high_adjustment_cost,1,0,1.2,5.923,14.743,17.692
47,12,high_adjustment_cost,1,1,1.2,5.913,15.911,19.093
47,13,high_adjustment_cost,0,1,1.0,5.472,14.302,14.302
47,14,high_adjustment_cost,0,0,1.0,5.568,13.962,13.962
47,15,high_adjustment_cost,1,0,1.2,5.947,14.784,17.741
47,16,high_adjustment_cost,1,1,1.2,5.594,14.757,17.709
48,1,low_adjustment_cost,1,0,1.2,6.159,15.562,18.675
48,2,low_adjustment_cost,1,1,1.2,6.256,15.035,18.041
48,3,low_adjustment_cost,1,1,1.2,6.077,15.248,18.298
48,4,low_adjustment_cost,1,1,1.2,5.984,14.344,17.213
48,5,low_adjustment_cost,1,1,1.2,6.079,15.601,18.721
48,6,low_adjustment_cost,1,1,1.2,5.9,14.941,17.929
48,7,low_adjustment_cost,1,1,1.2,6.355,15.508,18.61
48,8,low_adjustment_cost,1,1,1.2,6.084,16.08,19.296
48,9,low_adjustment_cost,1,1,1.2,6.424,15.817,18.98
48,10,low_adjustment_cost,1,1,1.2,6.086,15.063,18.075
48,11,low_adjustment_cost,1,1,1.2,6.01,16.024,19.229
48,12,low_adjustment_cost,1,1,1.2,6.145,15.645,18.775
48,13,low_adjustment_cost,1,1,1.2,6.331,15.5,18.6
48,14,low_adjustment_cost,1,1,1.2,6.283,16.45,19.739
48,15,low_adjustment_cost,1,1,1.2,6.269,15.4,18.48
48,16,low_adjustment_cost,1,1,1.2,6.124,14.936,17.924
