application_id,group_signal,credential_origin,resume_quality,local_experience,neighborhood_signal,occupation,employer_sector,callback
wk6-app-0368,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0369,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,0
wk6-app-0370,immigrant_name_foreign_credential,foreign,high,0,disadvantaged,administrative,public,0
wk6-app-0371,immigrant_name_foreign_credential,foreign,high,1,neutral,sales,private,0
wk6-app-0372,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,0
wk6-app-0373,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,private,0
wk6-app-0374,immigrant_name_foreign_credential,foreign,standard,1,disadvantaged,sales,private,0
wk6-app-0375,immigrant_name_foreign_credential,foreign,high,1,neutral,professional,private,0
wk6-app-0376,immigrant_name_foreign_credential,foreign,high,0,neutral,administrative,public,0
wk6-app-0377,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0378,immigrant_name_foreign_credential,foreign,standard,1,disadvantaged,professional,private,0
wk6-app-0379,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,private,0
wk6-app-0380,immigrant_name_foreign_credential,foreign,high,1,neutral,sales,private,0
wk6-app-0381,immigrant_name_foreign_credential,foreign,high,1,neutral,professional,private,0
wk6-app-0382,immigrant_name_foreign_credential,foreign,standard,0,disadvantaged,administrative,public,0
wk6-app-0383,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0384,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,1
wk6-app-0385,immigrant_name_foreign_credential,foreign,high,0,neutral,administrative,private,1
wk6-app-0386,immigrant_name_foreign_credential,foreign,high,1,disadvantaged,sales,private,1
wk6-app-0387,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,1
wk6-app-0388,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,public,0
wk6-app-0389,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0390,immigrant_name_foreign_credential,foreign,high,1,disadvantaged,professional,private,0
wk6-app-0391,immigrant_name_foreign_credential,foreign,high,0,neutral,administrative,private,0
wk6-app-0392,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0393,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,0
wk6-app-0394,immigrant_name_foreign_credential,foreign,standard,0,disadvantaged,administrative,public,0
wk6-app-0395,immigrant_name_foreign_credential,foreign,high,1,neutral,sales,private,0
wk6-app-0396,immigrant_name_foreign_credential,foreign,high,1,neutral,professional,private,0
wk6-app-0397,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,private,0
wk6-app-0398,immigrant_name_foreign_credential,foreign,standard,1,disadvantaged,sales,private,0
wk6-app-0399,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,0
wk6-app-0400,immigrant_name_foreign_credential,foreign,high,0,neutral,administrative,public,0
wk6-app-0401,immigrant_name_foreign_credential,foreign,high,1,neutral,sales,private,0
wk6-app-0402,immigrant_name_foreign_credential,foreign,standard,1,disadvantaged,professional,private,0
wk6-app-0403,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,private,0
wk6-app-0404,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0405,immigrant_name_foreign_credential,foreign,high,1,neutral,professional,private,0
wk6-app-0406,immigrant_name_foreign_credential,foreign,high,0,disadvantaged,administrative,public,0
wk6-app-0407,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0408,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,0
wk6-app-0409,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,private,1
wk6-app-0410,immigrant_name_foreign_credential,foreign,high,1,disadvantaged,sales,private,1
wk6-app-0411,immigrant_name_foreign_credential,foreign,high,1,neutral,professional,private,1
wk6-app-0412,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,public,0
wk6-app-0413,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0414,immigrant_name_foreign_credential,foreign,standard,1,disadvantaged,professional,private,0
wk6-app-0415,immigrant_name_foreign_credential,foreign,high,0,neutral,administrative,private,0
wk6-app-0416,immigrant_name_foreign_credential,foreign,high,1,neutral,sales,private,0
wk6-app-0417,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,0
wk6-app-0418,immigrant_name_foreign_credential,foreign,standard,0,disadvantaged,administrative,public,0
wk6-app-0419,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0420,immigrant_name_foreign_credential,foreign,high,1,neutral,professional,private,0
wk6-app-0421,immigrant_name_foreign_credential,foreign,high,0,neutral,administrative,private,0
wk6-app-0422,immigrant_name_foreign_credential,foreign,standard,1,disadvantaged,sales,private,0
wk6-app-0423,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,0
wk6-app-0424,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,public,0
wk6-app-0425,immigrant_name_foreign_credential,foreign,high,1,neutral,sales,private,0
wk6-app-0426,immigrant_name_foreign_credential,foreign,high,1,disadvantaged,professional,private,0
wk6-app-0427,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,private,0
wk6-app-0428,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0429,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,0
wk6-app-0430,immigrant_name_foreign_credential,foreign,high,0,disadvantaged,administrative,public,0
wk6-app-0431,immigrant_name_foreign_credential,foreign,high,1,neutral,sales,private,0
wk6-app-0432,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,0
wk6-app-0433,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,private,1
wk6-app-0434,immigrant_name_foreign_credential,foreign,standard,1,disadvantaged,sales,private,1
wk6-app-0435,immigrant_name_foreign_credential,foreign,high,1,neutral,professional,private,1
wk6-app-0436,immigrant_name_foreign_credential,foreign,high,0,neutral,administrative,public,1
wk6-app-0437,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0438,immigrant_name_foreign_credential,foreign,standard,1,disadvantaged,professional,private,0
wk6-app-0439,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,private,0
wk6-app-0440,immigrant_name_foreign_credential,foreign,high,1,neutral,sales,private,0
wk6-app-0441,immigrant_name_foreign_credential,foreign,high,1,neutral,professional,private,0
wk6-app-0442,immigrant_name_foreign_credential,foreign,standard,0,disadvantaged,administrative,public,0
wk6-app-0443,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0444,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,0
wk6-app-0445,immigrant_name_foreign_credential,foreign,high,0,neutral,administrative,private,0
wk6-app-0446,immigrant_name_foreign_credential,foreign,high,1,disadvantaged,sales,private,0
wk6-app-0447,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,0
wk6-app-0448,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,public,0
wk6-app-0449,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0450,immigrant_name_foreign_credential,foreign,high,1,disadvantaged,professional,private,0
wk6-app-0451,immigrant_name_foreign_credential,foreign,high,0,neutral,administrative,private,0
wk6-app-0452,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0453,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,0
wk6-app-0454,immigrant_name_foreign_credential,foreign,standard,0,disadvantaged,administrative,public,0
wk6-app-0455,immigrant_name_foreign_credential,foreign,high,1,neutral,sales,private,0
wk6-app-0456,immigrant_name_foreign_credential,foreign,high,1,neutral,professional,private,0
wk6-app-0457,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,private,0
wk6-app-0458,immigrant_name_foreign_credential,foreign,standard,1,disadvantaged,sales,private,1
wk6-app-0459,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,1
wk6-app-0460,immigrant_name_foreign_credential,foreign,high,0,neutral,administrative,public,1
wk6-app-0461,immigrant_name_foreign_credential,foreign,high,1,neutral,sales,private,1
wk6-app-0462,immigrant_name_foreign_credential,foreign,standard,1,disadvantaged,professional,private,0
wk6-app-0463,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,private,0
wk6-app-0464,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0465,immigrant_name_foreign_credential,foreign,high,1,neutral,professional,private,0
wk6-app-0466,immigrant_name_foreign_credential,foreign,high,0,disadvantaged,administrative,public,0
wk6-app-0467,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0468,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,0
wk6-app-0469,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,private,0
wk6-app-0470,immigrant_name_foreign_credential,foreign,high,1,disadvantaged,sales,private,0
wk6-app-0471,immigrant_name_foreign_credential,foreign,high,1,neutral,professional,private,0
wk6-app-0472,immigrant_name_foreign_credential,foreign,standard,0,neutral,administrative,public,0
wk6-app-0473,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0474,immigrant_name_foreign_credential,foreign,standard,1,disadvantaged,professional,private,0
wk6-app-0475,immigrant_name_foreign_credential,foreign,high,0,neutral,administrative,private,0
wk6-app-0476,immigrant_name_foreign_credential,foreign,high,1,neutral,sales,private,0
wk6-app-0477,immigrant_name_foreign_credential,foreign,standard,1,neutral,professional,private,0
wk6-app-0478,immigrant_name_foreign_credential,foreign,standard,0,disadvantaged,administrative,public,0
wk6-app-0479,immigrant_name_foreign_credential,foreign,standard,1,neutral,sales,private,0
wk6-app-0480,immigrant_name_foreign_credential,foreign,high,1,neutral,professional,private,0
