worker_id,firm_id,default_group,firm_response_type,active_choice_required,passive_choice,default_contribution_rate,default_equity_share,sophistication_index,liquidity_need_index,annual_income,target_contribution_rate,target_equity_share,participation,contribution_rate,equity_share,default_gap,welfare_distance,undersaving,oversaving_liquidity_risk
default-worker-0175,firm-31,active_choice,accommodate,1,0,0.0,0.0,0.45,0.48,84650,0.056,0.556,1,0.057,0.575,0.001,0.007,0,0
default-worker-0176,firm-32,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.54,0.56,83800,0.062,0.574,1,0.065,0.567,0.003,0.006,0,0
default-worker-0177,firm-33,standard_default,insure,0,1,0.06,0.6,0.54,0.56,84400,0.062,0.574,1,0.06,0.6,-0.002,0.012,0,0
default-worker-0178,firm-34,high_default,insure_or_oversteer,0,1,0.1,0.7,0.54,0.56,85000,0.062,0.574,1,0.1,0.7,0.038,0.087,0,1
default-worker-0179,firm-35,active_choice,accommodate,1,0,0.0,0.0,0.54,0.56,85600,0.062,0.574,1,0.06,0.572,-0.002,0.003,0,0
default-worker-0180,firm-36,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.63,0.64,42000,0.053,0.592,1,0.03,0.45,-0.023,0.075,1,0
default-worker-0181,firm-37,standard_default,insure,0,1,0.06,0.6,0.63,0.64,42600,0.053,0.592,1,0.06,0.6,0.007,0.01,0,0
default-worker-0182,firm-38,high_default,insure_or_oversteer,0,1,0.1,0.7,0.63,0.64,43200,0.053,0.592,1,0.1,0.7,0.047,0.092,0,1
default-worker-0183,firm-39,active_choice,accommodate,1,0,0.0,0.0,0.63,0.64,43800,0.053,0.592,1,0.054,0.609,0.0,0.006,0,0
default-worker-0184,firm-40,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.72,0.16,42950,0.085,0.699,1,0.087,0.691,0.003,0.006,0,0
default-worker-0185,firm-41,standard_default,insure,0,1,0.06,0.6,0.72,0.16,43550,0.085,0.699,1,0.06,0.6,-0.025,0.061,1,0
default-worker-0186,firm-42,high_default,insure_or_oversteer,0,0,0.1,0.7,0.72,0.16,44150,0.085,0.699,1,0.086,0.68,0.001,0.008,0,0
default-worker-0187,firm-43,active_choice,accommodate,1,0,0.0,0.0,0.72,0.16,44750,0.085,0.699,1,0.082,0.695,-0.003,0.004,0,0
default-worker-0188,firm-44,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.81,0.24,43900,0.091,0.717,1,0.03,0.45,-0.061,0.156,1,0
default-worker-0189,firm-45,standard_default,insure,0,0,0.06,0.6,0.81,0.24,44500,0.091,0.717,1,0.093,0.703,0.002,0.007,0,0
default-worker-0190,firm-46,high_default,insure_or_oversteer,0,0,0.1,0.7,0.81,0.24,45100,0.091,0.717,1,0.089,0.717,-0.002,0.002,0,0
default-worker-0191,firm-47,active_choice,accommodate,1,0,0.0,0.0,0.81,0.24,45700,0.091,0.717,1,0.091,0.732,0.0,0.006,0,0
default-worker-0192,firm-00,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.18,0.32,44850,0.043,0.49,1,0.03,0.45,-0.013,0.029,0,0
default-worker-0193,firm-01,standard_default,insure,0,1,0.06,0.6,0.18,0.32,45450,0.043,0.49,1,0.06,0.6,0.017,0.057,0,0
default-worker-0194,firm-02,high_default,insure_or_oversteer,0,1,0.1,0.7,0.18,0.32,46050,0.043,0.49,1,0.1,0.7,0.057,0.135,0,0
default-worker-0195,firm-03,active_choice,accommodate,1,0,0.0,0.0,0.18,0.32,46650,0.043,0.49,1,0.04,0.484,-0.003,0.005,0,0
default-worker-0196,firm-04,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.27,0.4,45800,0.049,0.508,1,0.03,0.45,-0.019,0.042,1,0
default-worker-0197,firm-05,standard_default,insure,0,1,0.06,0.6,0.27,0.4,46400,0.049,0.508,1,0.06,0.6,0.011,0.044,0,0
default-worker-0198,firm-06,high_default,insure_or_oversteer,0,0,0.1,0.7,0.27,0.4,47000,0.049,0.508,1,0.047,0.507,-0.002,0.003,0,0
default-worker-0199,firm-07,active_choice,accommodate,1,0,0.0,0.0,0.27,0.4,47600,0.049,0.508,1,0.049,0.521,0.0,0.005,0,0
default-worker-0200,firm-08,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.36,0.48,46750,0.04,0.526,1,0.03,0.45,-0.01,0.038,0,0
default-worker-0201,firm-09,standard_default,insure,0,1,0.06,0.6,0.36,0.48,47350,0.04,0.526,1,0.06,0.6,0.02,0.048,0,1
default-worker-0202,firm-10,high_default,insure_or_oversteer,0,1,0.1,0.7,0.36,0.48,47950,0.04,0.526,1,0.1,0.7,0.06,0.128,0,1
default-worker-0203,firm-11,active_choice,accommodate,1,0,0.0,0.0,0.36,0.48,48550,0.04,0.526,1,0.043,0.518,0.003,0.006,0,0
default-worker-0204,firm-12,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.45,0.56,47700,0.047,0.543,1,0.03,0.45,-0.017,0.051,1,0
default-worker-0205,firm-13,standard_default,insure,0,1,0.06,0.6,0.45,0.56,48300,0.047,0.543,1,0.06,0.6,0.013,0.035,0,0
default-worker-0206,firm-14,high_default,insure_or_oversteer,0,0,0.1,0.7,0.45,0.56,48900,0.047,0.543,1,0.044,0.541,-0.002,0.004,0,0
default-worker-0207,firm-15,active_choice,accommodate,1,0,0.0,0.0,0.45,0.56,49500,0.047,0.543,1,0.046,0.555,-0.0,0.004,0,0
default-worker-0208,firm-16,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.54,0.64,48650,0.053,0.561,1,0.03,0.45,-0.023,0.063,1,0
default-worker-0209,firm-17,standard_default,insure,0,1,0.06,0.6,0.54,0.64,49250,0.053,0.561,1,0.06,0.6,0.007,0.022,0,0
default-worker-0210,firm-18,high_default,insure_or_oversteer,0,1,0.1,0.7,0.54,0.64,49850,0.053,0.561,1,0.1,0.7,0.047,0.103,0,1
default-worker-0211,firm-19,active_choice,accommodate,1,0,0.0,0.0,0.54,0.64,50450,0.053,0.561,1,0.055,0.552,0.003,0.006,0,0
default-worker-0212,firm-20,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.63,0.16,49600,0.084,0.669,1,0.03,0.45,-0.054,0.134,1,0
default-worker-0213,firm-21,standard_default,insure,0,1,0.06,0.6,0.63,0.16,50200,0.084,0.669,1,0.06,0.6,-0.024,0.05,1,0
default-worker-0214,firm-22,high_default,insure_or_oversteer,0,0,0.1,0.7,0.63,0.16,50800,0.084,0.669,1,0.081,0.664,-0.003,0.004,0,0
default-worker-0215,firm-23,active_choice,accommodate,1,0,0.0,0.0,0.63,0.16,51400,0.084,0.669,1,0.084,0.679,-0.0,0.004,0,0
default-worker-0216,firm-24,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.72,0.24,50550,0.09,0.686,1,0.092,0.672,0.002,0.007,0,0
default-worker-0217,firm-25,standard_default,insure,0,0,0.06,0.6,0.72,0.24,51150,0.09,0.686,1,0.088,0.686,-0.002,0.002,0,0
default-worker-0218,firm-26,high_default,insure_or_oversteer,0,1,0.1,0.7,0.72,0.24,51750,0.09,0.686,1,0.1,0.7,0.01,0.015,0,0
default-worker-0219,firm-27,active_choice,accommodate,1,0,0.0,0.0,0.72,0.24,52350,0.09,0.686,1,0.093,0.676,0.002,0.006,0,0
default-worker-0220,firm-28,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.81,0.32,51500,0.081,0.704,1,0.03,0.45,-0.051,0.142,1,0
default-worker-0221,firm-29,standard_default,insure,0,1,0.06,0.6,0.81,0.32,52100,0.081,0.704,1,0.06,0.6,-0.021,0.059,1,0
default-worker-0222,firm-30,high_default,insure_or_oversteer,0,0,0.1,0.7,0.81,0.32,52700,0.081,0.704,1,0.078,0.698,-0.003,0.005,0,0
default-worker-0223,firm-31,active_choice,accommodate,1,0,0.0,0.0,0.81,0.32,53300,0.081,0.704,1,0.081,0.713,-0.001,0.004,0,0
default-worker-0224,firm-32,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.18,0.4,52450,0.034,0.477,1,0.03,0.45,-0.004,0.014,0,0
default-worker-0225,firm-33,standard_default,insure,0,0,0.06,0.6,0.18,0.4,53050,0.034,0.477,1,0.031,0.476,-0.002,0.003,0,0
default-worker-0226,firm-34,high_default,insure_or_oversteer,0,1,0.1,0.7,0.18,0.4,53650,0.034,0.477,1,0.1,0.7,0.067,0.151,0,0
default-worker-0227,firm-35,active_choice,accommodate,1,0,0.0,0.0,0.18,0.4,54250,0.034,0.477,1,0.036,0.465,0.002,0.007,0,0
default-worker-0228,firm-36,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.27,0.48,53400,0.04,0.495,1,0.03,0.45,-0.01,0.027,0,0
default-worker-0229,firm-37,standard_default,insure,0,1,0.06,0.6,0.27,0.48,54000,0.04,0.495,1,0.06,0.6,0.02,0.06,0,1
default-worker-0230,firm-38,high_default,insure_or_oversteer,0,0,0.1,0.7,0.27,0.48,54600,0.04,0.495,1,0.042,0.487,0.003,0.006,0,0
default-worker-0231,firm-39,active_choice,accommodate,1,0,0.0,0.0,0.27,0.48,55200,0.04,0.495,1,0.039,0.502,-0.001,0.004,0,0
default-worker-0232,firm-40,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.36,0.56,54350,0.046,0.513,1,0.03,0.45,-0.016,0.04,1,0
default-worker-0233,firm-41,standard_default,insure,0,0,0.06,0.6,0.36,0.56,54950,0.046,0.513,1,0.043,0.51,-0.003,0.004,0,0
default-worker-0234,firm-42,high_default,insure_or_oversteer,0,1,0.1,0.7,0.36,0.56,55550,0.046,0.513,1,0.1,0.7,0.054,0.127,0,1
default-worker-0235,firm-43,active_choice,accommodate,1,0,0.0,0.0,0.36,0.56,56150,0.046,0.513,1,0.048,0.499,0.002,0.007,0,0
default-worker-0236,firm-44,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.45,0.64,55300,0.052,0.531,1,0.03,0.45,-0.022,0.052,1,0
default-worker-0237,firm-45,standard_default,insure,0,1,0.06,0.6,0.45,0.64,55900,0.052,0.531,1,0.06,0.6,0.008,0.034,0,0
default-worker-0238,firm-46,high_default,insure_or_oversteer,0,0,0.1,0.7,0.45,0.64,56500,0.052,0.531,1,0.055,0.521,0.003,0.006,0,0
default-worker-0239,firm-47,active_choice,accommodate,1,0,0.0,0.0,0.45,0.64,57100,0.052,0.531,1,0.051,0.536,-0.001,0.003,0,0
default-worker-0240,firm-00,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.54,0.16,56250,0.068,0.638,1,0.03,0.45,-0.038,0.107,1,0
default-worker-0241,firm-01,standard_default,insure,0,0,0.06,0.6,0.54,0.16,56850,0.068,0.638,1,0.066,0.633,-0.003,0.005,0,0
default-worker-0242,firm-02,high_default,insure_or_oversteer,0,1,0.1,0.7,0.54,0.16,57450,0.068,0.638,1,0.1,0.7,0.032,0.055,0,0
default-worker-0243,firm-03,active_choice,accommodate,1,0,0.0,0.0,0.54,0.16,58050,0.068,0.638,1,0.07,0.623,0.002,0.007,0,0
default-worker-0244,firm-04,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.63,0.24,57200,0.074,0.656,1,0.072,0.655,-0.002,0.002,0,0
default-worker-0245,firm-05,standard_default,insure,0,1,0.06,0.6,0.63,0.24,57800,0.074,0.656,1,0.06,0.6,-0.014,0.035,0,0
default-worker-0246,firm-06,high_default,insure_or_oversteer,0,0,0.1,0.7,0.63,0.24,58400,0.074,0.656,1,0.077,0.645,0.002,0.006,0,0
default-worker-0247,firm-07,active_choice,accommodate,1,0,0.0,0.0,0.63,0.24,59000,0.074,0.656,1,0.073,0.66,-0.001,0.003,0,0
default-worker-0248,firm-08,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.72,0.32,58150,0.081,0.674,1,0.03,0.45,-0.051,0.131,1,0
default-worker-0249,firm-09,standard_default,insure,0,0,0.06,0.6,0.72,0.32,58750,0.081,0.674,1,0.078,0.667,-0.003,0.005,0,0
default-worker-0250,firm-10,high_default,insure_or_oversteer,0,1,0.1,0.7,0.72,0.32,59350,0.081,0.674,1,0.1,0.7,0.019,0.03,0,0
default-worker-0251,firm-11,active_choice,accommodate,1,0,0.0,0.0,0.72,0.32,59950,0.081,0.674,1,0.082,0.657,0.001,0.007,0,0
default-worker-0252,firm-12,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.81,0.4,59100,0.087,0.691,1,0.084,0.689,-0.002,0.003,0,0
default-worker-0253,firm-13,standard_default,insure,0,1,0.06,0.6,0.81,0.4,59700,0.087,0.691,1,0.06,0.6,-0.027,0.06,1,0
default-worker-0254,firm-14,high_default,insure_or_oversteer,0,0,0.1,0.7,0.81,0.4,60300,0.087,0.691,1,0.089,0.679,0.002,0.007,0,0
default-worker-0255,firm-15,active_choice,accommodate,1,0,0.0,0.0,0.81,0.4,60900,0.087,0.691,1,0.085,0.694,-0.002,0.003,0,0
default-worker-0256,firm-16,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.18,0.48,60050,0.039,0.464,1,0.03,0.45,-0.009,0.015,0,0
default-worker-0257,firm-17,standard_default,insure,0,1,0.06,0.6,0.18,0.48,60650,0.039,0.464,1,0.06,0.6,0.021,0.071,0,1
default-worker-0258,firm-18,high_default,insure_or_oversteer,0,1,0.1,0.7,0.18,0.48,61250,0.039,0.464,1,0.1,0.7,0.061,0.151,0,1
default-worker-0259,firm-19,active_choice,accommodate,1,0,0.0,0.0,0.18,0.48,61850,0.039,0.464,1,0.04,0.446,0.001,0.008,0,0
default-worker-0260,firm-20,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.27,0.56,61000,0.03,0.482,1,0.027,0.479,-0.003,0.004,0,0
default-worker-0261,firm-21,standard_default,insure,0,1,0.06,0.6,0.27,0.56,61600,0.03,0.482,1,0.06,0.6,0.03,0.075,0,1
default-worker-0262,firm-22,high_default,insure_or_oversteer,0,1,0.1,0.7,0.27,0.56,62200,0.03,0.482,1,0.1,0.7,0.07,0.156,0,1
default-worker-0263,firm-23,active_choice,accommodate,1,0,0.0,0.0,0.27,0.56,62800,0.03,0.482,1,0.028,0.483,-0.002,0.002,0,0
default-worker-0264,firm-24,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.36,0.64,61950,0.036,0.5,1,0.03,0.45,-0.006,0.024,0,0
default-worker-0265,firm-25,standard_default,insure,0,1,0.06,0.6,0.36,0.64,62550,0.036,0.5,1,0.06,0.6,0.024,0.063,0,1
default-worker-0266,firm-26,high_default,insure_or_oversteer,0,1,0.1,0.7,0.36,0.64,63150,0.036,0.5,1,0.1,0.7,0.064,0.144,0,1
default-worker-0267,firm-27,active_choice,accommodate,1,0,0.0,0.0,0.36,0.64,63750,0.036,0.5,1,0.037,0.48,0.001,0.008,0,0
default-worker-0268,firm-28,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.45,0.16,62900,0.068,0.607,1,0.065,0.602,-0.003,0.005,0,0
default-worker-0269,firm-29,standard_default,insure,0,1,0.06,0.6,0.45,0.16,63500,0.068,0.607,1,0.06,0.6,-0.008,0.011,0,0
default-worker-0270,firm-30,high_default,insure_or_oversteer,0,1,0.1,0.7,0.45,0.16,64100,0.068,0.607,1,0.1,0.7,0.032,0.066,0,0
default-worker-0271,firm-31,active_choice,accommodate,1,0,0.0,0.0,0.45,0.16,64700,0.068,0.607,1,0.065,0.607,-0.002,0.003,0,0
default-worker-0272,firm-32,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.54,0.24,63850,0.074,0.625,1,0.03,0.45,-0.044,0.109,1,0
default-worker-0273,firm-33,standard_default,insure,0,0,0.06,0.6,0.54,0.24,64450,0.074,0.625,1,0.076,0.614,0.002,0.006,0,0
default-worker-0274,firm-34,high_default,insure_or_oversteer,0,1,0.1,0.7,0.54,0.24,65050,0.074,0.625,1,0.1,0.7,0.026,0.054,0,0
default-worker-0275,firm-35,active_choice,accommodate,1,0,0.0,0.0,0.54,0.24,65650,0.074,0.625,1,0.074,0.644,0.001,0.007,0,0
default-worker-0276,firm-36,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.63,0.32,64800,0.08,0.643,1,0.083,0.636,0.003,0.006,0,0
default-worker-0277,firm-37,standard_default,insure,0,1,0.06,0.6,0.63,0.32,65400,0.08,0.643,1,0.06,0.6,-0.02,0.036,1,0
default-worker-0278,firm-38,high_default,insure_or_oversteer,0,1,0.1,0.7,0.63,0.32,66000,0.08,0.643,1,0.1,0.7,0.02,0.042,0,0
default-worker-0279,firm-39,active_choice,accommodate,1,0,0.0,0.0,0.63,0.32,66600,0.08,0.643,1,0.077,0.641,-0.002,0.003,0,0
default-worker-0280,firm-40,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.72,0.4,65750,0.071,0.661,1,0.03,0.45,-0.041,0.117,1,0
default-worker-0281,firm-41,standard_default,insure,0,0,0.06,0.6,0.72,0.4,66350,0.071,0.661,1,0.073,0.648,0.002,0.007,0,0
default-worker-0282,firm-42,high_default,insure_or_oversteer,0,1,0.1,0.7,0.72,0.4,66950,0.071,0.661,1,0.1,0.7,0.029,0.046,0,0
default-worker-0283,firm-43,active_choice,accommodate,1,0,0.0,0.0,0.72,0.4,67550,0.071,0.661,1,0.071,0.678,0.0,0.006,0,0
default-worker-0284,firm-44,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.81,0.48,66700,0.077,0.679,1,0.08,0.67,0.003,0.006,0,0
default-worker-0285,firm-45,standard_default,insure,0,1,0.06,0.6,0.81,0.48,67300,0.077,0.679,1,0.06,0.6,-0.017,0.045,1,0
default-worker-0286,firm-46,high_default,insure_or_oversteer,0,1,0.1,0.7,0.81,0.48,67900,0.077,0.679,1,0.1,0.7,0.023,0.033,0,1
default-worker-0287,firm-47,active_choice,accommodate,1,0,0.0,0.0,0.81,0.48,68500,0.077,0.679,1,0.075,0.675,-0.003,0.004,0,0
default-worker-0288,firm-00,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.18,0.56,67650,0.029,0.452,1,0.03,0.45,0.001,0.001,0,0
default-worker-0289,firm-01,standard_default,insure,0,1,0.06,0.6,0.18,0.56,68250,0.029,0.452,1,0.06,0.6,0.031,0.087,0,1
default-worker-0290,firm-02,high_default,insure_or_oversteer,0,0,0.1,0.7,0.18,0.56,68850,0.029,0.452,1,0.027,0.452,-0.002,0.002,0,0
default-worker-0291,firm-03,active_choice,accommodate,1,0,0.0,0.0,0.18,0.56,69450,0.029,0.452,1,0.03,0.467,0.0,0.006,0,0
default-worker-0292,firm-04,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.27,0.64,68600,0.035,0.469,1,0.03,0.45,-0.005,0.013,0,0
default-worker-0293,firm-05,standard_default,insure,0,1,0.06,0.6,0.27,0.64,69200,0.035,0.469,1,0.06,0.6,0.025,0.074,0,1
default-worker-0294,firm-06,high_default,insure_or_oversteer,0,1,0.1,0.7,0.27,0.64,69800,0.035,0.469,1,0.1,0.7,0.065,0.156,0,1
default-worker-0295,firm-07,active_choice,accommodate,1,0,0.0,0.0,0.27,0.64,70400,0.035,0.469,1,0.033,0.464,-0.003,0.005,0,0
default-worker-0296,firm-08,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.36,0.16,69550,0.067,0.577,1,0.03,0.45,-0.037,0.085,1,0
default-worker-0297,firm-09,standard_default,insure,0,1,0.06,0.6,0.36,0.16,70150,0.067,0.577,1,0.06,0.6,-0.007,0.016,0,0
default-worker-0298,firm-10,high_default,insure_or_oversteer,0,0,0.1,0.7,0.36,0.16,70750,0.067,0.577,1,0.065,0.576,-0.002,0.003,0,0
default-worker-0299,firm-11,active_choice,accommodate,1,0,0.0,0.0,0.36,0.16,71350,0.067,0.577,1,0.067,0.59,0.0,0.005,0,0
default-worker-0300,firm-12,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.45,0.24,70500,0.058,0.595,1,0.06,0.583,0.002,0.006,0,0
default-worker-0301,firm-13,standard_default,insure,0,1,0.06,0.6,0.45,0.24,71100,0.058,0.595,1,0.06,0.6,0.002,0.004,0,0
default-worker-0302,firm-14,high_default,insure_or_oversteer,0,1,0.1,0.7,0.45,0.24,71700,0.058,0.595,1,0.1,0.7,0.042,0.081,0,0
default-worker-0303,firm-15,active_choice,accommodate,1,0,0.0,0.0,0.45,0.24,72300,0.058,0.595,1,0.061,0.587,0.003,0.006,0,0
default-worker-0304,firm-16,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.54,0.32,71450,0.064,0.612,1,0.03,0.45,-0.034,0.094,1,0
default-worker-0305,firm-17,standard_default,insure,0,1,0.06,0.6,0.54,0.32,72050,0.064,0.612,1,0.06,0.6,-0.004,0.009,0,0
default-worker-0306,firm-18,high_default,insure_or_oversteer,0,0,0.1,0.7,0.54,0.32,72650,0.064,0.612,1,0.062,0.61,-0.002,0.004,0,0
default-worker-0307,firm-19,active_choice,accommodate,1,0,0.0,0.0,0.54,0.32,73250,0.064,0.612,1,0.064,0.624,-0.0,0.004,0,0
default-worker-0308,firm-20,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.63,0.4,72400,0.07,0.63,1,0.072,0.617,0.002,0.007,0,0
default-worker-0309,firm-21,standard_default,insure,0,1,0.06,0.6,0.63,0.4,73000,0.07,0.63,1,0.06,0.6,-0.01,0.022,0,0
default-worker-0310,firm-22,high_default,insure_or_oversteer,0,1,0.1,0.7,0.63,0.4,73600,0.07,0.63,1,0.1,0.7,0.03,0.057,0,0
default-worker-0311,firm-23,active_choice,accommodate,1,0,0.0,0.0,0.63,0.4,74200,0.07,0.63,1,0.073,0.621,0.003,0.006,0,0
default-worker-0312,firm-24,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.72,0.48,73350,0.076,0.648,1,0.03,0.45,-0.046,0.118,1,0
default-worker-0313,firm-25,standard_default,insure,0,1,0.06,0.6,0.72,0.48,73950,0.076,0.648,1,0.06,0.6,-0.016,0.034,1,0
default-worker-0314,firm-26,high_default,insure_or_oversteer,0,0,0.1,0.7,0.72,0.48,74550,0.076,0.648,1,0.074,0.644,-0.003,0.004,0,0
default-worker-0315,firm-27,active_choice,accommodate,1,0,0.0,0.0,0.72,0.48,75150,0.076,0.648,1,0.076,0.658,-0.0,0.004,0,0
default-worker-0316,firm-28,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.81,0.56,74300,0.083,0.666,1,0.084,0.651,0.002,0.007,0,0
default-worker-0317,firm-29,standard_default,insure,0,0,0.06,0.6,0.81,0.56,74900,0.083,0.666,1,0.081,0.666,-0.002,0.002,0,0
default-worker-0318,firm-30,high_default,insure_or_oversteer,0,1,0.1,0.7,0.81,0.56,75500,0.083,0.666,1,0.1,0.7,0.017,0.032,0,1
default-worker-0319,firm-31,active_choice,accommodate,1,0,0.0,0.0,0.81,0.56,76100,0.083,0.666,1,0.085,0.655,0.002,0.006,0,0
default-worker-0320,firm-32,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.18,0.64,75250,0.02,0.439,1,0.03,0.45,0.01,0.016,0,0
default-worker-0321,firm-33,standard_default,insure,0,1,0.06,0.6,0.18,0.64,75850,0.02,0.439,1,0.06,0.6,0.04,0.103,0,1
default-worker-0322,firm-34,high_default,insure_or_oversteer,0,1,0.1,0.7,0.18,0.64,76450,0.02,0.439,1,0.1,0.7,0.08,0.185,0,1
default-worker-0323,firm-35,active_choice,accommodate,1,0,0.0,0.0,0.18,0.64,77050,0.02,0.439,1,0.019,0.448,-0.001,0.004,0,0
default-worker-0324,firm-36,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.27,0.16,76200,0.051,0.546,1,0.03,0.45,-0.021,0.057,1,0
default-worker-0325,firm-37,standard_default,insure,0,0,0.06,0.6,0.27,0.16,76800,0.051,0.546,1,0.049,0.545,-0.002,0.003,0,0
default-worker-0326,firm-38,high_default,insure_or_oversteer,0,1,0.1,0.7,0.27,0.16,77400,0.051,0.546,1,0.1,0.7,0.049,0.105,0,0
default-worker-0327,firm-39,active_choice,accommodate,1,0,0.0,0.0,0.27,0.16,78000,0.051,0.546,1,0.053,0.534,0.002,0.006,0,0
default-worker-0328,firm-40,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.36,0.24,77150,0.057,0.564,1,0.03,0.45,-0.027,0.07,1,0
default-worker-0329,firm-41,standard_default,insure,0,1,0.06,0.6,0.36,0.24,77750,0.057,0.564,1,0.06,0.6,0.003,0.016,0,0
default-worker-0330,firm-42,high_default,insure_or_oversteer,0,0,0.1,0.7,0.36,0.24,78350,0.057,0.564,1,0.06,0.556,0.003,0.006,0,0
default-worker-0331,firm-43,active_choice,accommodate,1,0,0.0,0.0,0.36,0.24,78950,0.057,0.564,1,0.056,0.571,-0.001,0.004,0,0
default-worker-0332,firm-44,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.45,0.32,78100,0.063,0.582,1,0.03,0.45,-0.033,0.083,1,0
default-worker-0333,firm-45,standard_default,insure,0,0,0.06,0.6,0.45,0.32,78700,0.063,0.582,1,0.061,0.579,-0.003,0.004,0,0
default-worker-0334,firm-46,high_default,insure_or_oversteer,0,1,0.1,0.7,0.45,0.32,79300,0.063,0.582,1,0.1,0.7,0.037,0.081,0,0
default-worker-0335,firm-47,active_choice,accommodate,1,0,0.0,0.0,0.45,0.32,79900,0.063,0.582,1,0.065,0.568,0.002,0.007,0,0
default-worker-0336,firm-00,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.54,0.4,79050,0.07,0.6,1,0.03,0.45,-0.04,0.095,1,0
default-worker-0337,firm-01,standard_default,insure,0,1,0.06,0.6,0.54,0.4,79650,0.07,0.6,1,0.06,0.6,-0.01,0.01,0,0
default-worker-0338,firm-02,high_default,insure_or_oversteer,0,0,0.1,0.7,0.54,0.4,80250,0.07,0.6,1,0.072,0.59,0.003,0.006,0,0
default-worker-0339,firm-03,active_choice,accommodate,1,0,0.0,0.0,0.54,0.4,80850,0.07,0.6,1,0.068,0.605,-0.001,0.003,0,0
default-worker-0340,firm-04,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.63,0.48,80000,0.061,0.617,1,0.03,0.45,-0.031,0.091,1,0
default-worker-0341,firm-05,standard_default,insure,0,0,0.06,0.6,0.63,0.48,80600,0.061,0.617,1,0.058,0.613,-0.003,0.005,0,0
default-worker-0342,firm-06,high_default,insure_or_oversteer,0,1,0.1,0.7,0.63,0.48,81200,0.061,0.617,1,0.1,0.7,0.039,0.073,0,1
default-worker-0343,firm-07,active_choice,accommodate,1,0,0.0,0.0,0.63,0.48,81800,0.061,0.617,1,0.062,0.602,0.002,0.007,0,0
default-worker-0344,firm-08,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.72,0.56,80950,0.067,0.635,1,0.065,0.635,-0.002,0.002,0,0
default-worker-0345,firm-09,standard_default,insure,0,1,0.06,0.6,0.72,0.56,81550,0.067,0.635,1,0.06,0.6,-0.007,0.019,0,0
default-worker-0346,firm-10,high_default,insure_or_oversteer,0,0,0.1,0.7,0.72,0.56,82150,0.067,0.635,1,0.069,0.624,0.002,0.006,0,0
default-worker-0347,firm-11,active_choice,accommodate,1,0,0.0,0.0,0.72,0.56,82750,0.067,0.635,1,0.065,0.639,-0.001,0.003,0,0
default-worker-0348,firm-12,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.81,0.64,81900,0.073,0.653,1,0.03,0.45,-0.043,0.115,1,0
default-worker-0349,firm-13,standard_default,insure,0,0,0.06,0.6,0.81,0.64,82500,0.073,0.653,1,0.07,0.647,-0.003,0.005,0,0
default-worker-0350,firm-14,high_default,insure_or_oversteer,0,1,0.1,0.7,0.81,0.64,83100,0.073,0.653,1,0.1,0.7,0.027,0.048,0,1
default-worker-0351,firm-15,active_choice,accommodate,1,0,0.0,0.0,0.81,0.64,83700,0.073,0.653,1,0.074,0.636,0.001,0.008,0,0
