worker_id,occupation,female,occupation_male_share,high_risk_job,survey_harassment_risk,reporting_cost,reported_harassment,wage,quit_next_year,moves_to_safer_job,job_quality_score
340,trades,1,0.8600,1,0.4943,0.4298,0,56586.8436,1,1,0.4233
341,finance,0,0.6300,1,0.2500,0.3474,0,66782.8097,1,0,0.4321
342,care,1,0.2800,0,0.3434,0.3006,0,46634.5523,1,1,0.6131
343,retail,0,0.4200,0,0.1844,0.2009,0,44148.7518,0,0,0.5112
344,professional,1,0.5500,0,0.3152,0.3182,0,53811.9103,0,0,0.6596
345,transport,0,0.7800,1,0.3954,0.3714,0,57346.2015,0,0,0.3912
346,trades,1,0.8600,1,0.4845,0.4190,0,57803.6807,0,0,0.4065
347,finance,0,0.6300,1,0.3138,0.3586,0,65002.3225,0,0,0.5112
348,care,1,0.2800,0,0.2131,0.2875,0,42558.0528,0,0,0.6434
349,retail,0,0.4200,0,0.2363,0.2119,0,47700.0986,0,0,0.5862
350,professional,1,0.5500,0,0.3314,0.3083,0,52515.8589,1,0,0.5493
351,transport,0,0.7800,1,0.2955,0.3442,0,57102.1313,0,0,0.5231
352,trades,1,0.8600,1,0.4975,0.4612,0,56398.5923,1,0,0.4677
353,finance,0,0.6300,1,0.2879,0.3500,0,66871.9364,0,0,0.6763
354,care,1,0.2800,0,0.3037,0.3340,0,45959.2345,0,0,0.4667
355,retail,0,0.4200,0,0.2846,0.2066,0,45238.7666,0,0,0.6509
356,professional,1,0.5500,0,0.3606,0.3507,0,52059.2156,0,0,0.4777
357,transport,0,0.7800,1,0.2527,0.3268,0,58514.4326,0,0,0.6025
358,trades,1,0.8600,1,0.4898,0.4043,1,56207.9636,0,0,0.4044
359,finance,0,0.6300,1,0.2863,0.3691,0,67530.6382,0,0,0.5542
360,care,1,0.2800,0,0.3098,0.2999,0,43479.2655,0,0,0.5052
361,retail,0,0.4200,0,0.1899,0.2301,0,45603.0125,0,0,0.6456
362,professional,1,0.5500,0,0.3447,0.3080,0,53053.4036,0,0,0.5905
363,transport,0,0.7800,1,0.3420,0.2941,0,59274.5147,0,0,0.5705
364,trades,1,0.8600,1,0.5938,0.4283,1,55493.6943,1,1,0.3744
365,finance,0,0.6300,1,0.3093,0.3240,0,65918.9894,0,0,0.5792
366,care,1,0.2800,0,0.3270,0.3206,0,44962.8367,0,0,0.5924
367,retail,0,0.4200,0,0.2495,0.2504,0,44209.2660,0,0,0.6474
368,professional,1,0.5500,0,0.2804,0.3223,0,52460.1551,1,1,0.5583
369,transport,0,0.7800,1,0.3181,0.3746,0,56451.1772,0,0,0.5692
370,trades,1,0.8600,1,0.4383,0.4302,1,56131.4662,0,0,0.4741
371,finance,0,0.6300,1,0.2374,0.3678,1,65908.4744,0,0,0.5576
372,care,1,0.2800,0,0.3474,0.3020,0,44550.7933,1,1,0.4445
373,retail,0,0.4200,0,0.2031,0.2088,1,44820.2313,0,0,0.6168
374,professional,1,0.5500,0,0.3315,0.2719,1,53755.3329,1,1,0.5991
375,transport,0,0.7800,1,0.3040,0.3217,0,56714.9237,0,0,0.4733
376,trades,1,0.8600,1,0.4825,0.4353,0,56130.1975,0,0,0.5151
377,finance,0,0.6300,1,0.3639,0.3346,0,67234.4923,0,0,0.5684
378,care,1,0.2800,0,0.1717,0.2905,0,46688.8435,1,1,0.6275
379,retail,0,0.4200,0,0.2142,0.2591,0,44086.2387,0,0,0.5475
380,professional,1,0.5500,0,0.2773,0.3148,0,53837.4832,0,0,0.6222
381,transport,0,0.7800,1,0.3385,0.3359,0,55177.9679,0,0,0.5332
382,trades,1,0.8600,1,0.4764,0.4330,0,54662.1108,0,0,0.4777
383,finance,0,0.6300,1,0.3114,0.3726,0,67283.1622,0,0,0.5300
384,care,1,0.2800,0,0.3009,0.3189,0,42281.7276,0,0,0.6119
385,retail,0,0.4200,0,0.2585,0.2380,0,46703.1492,0,0,0.7128
386,professional,1,0.5500,0,0.2478,0.2634,1,50078.9698,0,0,0.6333
387,transport,0,0.7800,1,0.4050,0.3677,0,56632.6671,0,0,0.3947
388,trades,1,0.8600,1,0.5058,0.4469,1,54983.8660,0,0,0.4590
389,finance,0,0.6300,1,0.3171,0.3945,0,69901.5379,1,0,0.5115
390,care,1,0.2800,0,0.3120,0.2835,0,43392.6325,0,0,0.6457
391,retail,0,0.4200,0,0.2776,0.1988,0,44525.1546,0,0,0.5958
392,professional,1,0.5500,0,0.3347,0.3240,0,53297.2374,1,0,0.5299
393,transport,0,0.7800,1,0.3483,0.3296,0,58831.6480,0,0,0.4966
394,trades,1,0.8600,1,0.5246,0.4600,0,55875.7155,0,0,0.4551
395,finance,0,0.6300,1,0.4143,0.3612,0,65795.7754,0,0,0.5754
396,care,1,0.2800,0,0.3137,0.3170,0,42982.2991,0,0,0.4983
397,retail,0,0.4200,0,0.2638,0.1978,0,45347.3742,0,0,0.6547
398,professional,1,0.5500,0,0.2440,0.3069,1,51144.1812,0,0,0.5983
399,transport,0,0.7800,1,0.3567,0.3373,0,56003.0069,0,0,0.4883
400,trades,1,0.8600,1,0.4998,0.4569,0,55967.7706,0,0,0.4450
401,finance,0,0.6300,1,0.3313,0.3672,0,68272.0890,0,0,0.5000
402,care,1,0.2800,0,0.3796,0.3477,0,43803.7663,0,0,0.5382
403,retail,0,0.4200,0,0.2388,0.2053,0,47227.4631,0,0,0.5941
404,professional,1,0.5500,0,0.3258,0.2841,1,52670.6680,1,1,0.6569
405,transport,0,0.7800,1,0.4132,0.3245,1,57505.6088,0,0,0.4251
406,trades,1,0.8600,1,0.5176,0.4590,0,56332.6263,0,0,0.4564
407,finance,0,0.6300,1,0.2413,0.3359,0,66216.7245,0,0,0.5700
408,care,1,0.2800,0,0.3052,0.3620,0,42479.8902,1,1,0.5522
409,retail,0,0.4200,0,0.2106,0.1874,0,46222.4765,0,0,0.6717
410,professional,1,0.5500,0,0.2493,0.3272,1,51973.7207,0,0,0.5506
411,transport,0,0.7800,1,0.3330,0.3375,0,59214.6615,0,0,0.5281
412,trades,1,0.8600,1,0.5051,0.4727,0,56874.5447,1,1,0.4286
413,finance,0,0.6300,1,0.3341,0.3553,0,64940.6770,0,0,0.5931
414,care,1,0.2800,0,0.2878,0.2789,0,43370.5280,0,0,0.5888
415,retail,0,0.4200,0,0.2291,0.1997,0,44831.2011,1,1,0.5491
416,professional,1,0.5500,0,0.3508,0.3364,0,53969.9110,1,0,0.5859
417,transport,0,0.7800,1,0.3377,0.3793,1,57449.1380,0,0,0.5475
418,trades,1,0.8600,1,0.4475,0.4297,1,57096.8722,0,0,0.5661
419,finance,0,0.6300,1,0.3241,0.3690,0,65820.4775,0,0,0.5104
420,care,1,0.2800,0,0.3813,0.2705,0,47394.0198,0,0,0.5727
421,retail,0,0.4200,0,0.2528,0.2023,0,46382.9883,0,0,0.4711
422,professional,1,0.5500,0,0.3153,0.3033,0,54716.9654,0,0,0.5196
423,transport,0,0.7800,1,0.3587,0.3702,0,57356.7502,0,0,0.5964
424,trades,1,0.8600,1,0.4992,0.4303,0,57338.0857,0,0,0.4413
425,finance,0,0.6300,1,0.2443,0.3438,0,67835.7692,1,0,0.5845
426,care,1,0.2800,0,0.1851,0.3172,0,42983.1166,1,1,0.6469
427,retail,0,0.4200,0,0.2670,0.2344,0,46616.0686,0,0,0.6344
428,professional,1,0.5500,0,0.3798,0.2792,0,52373.3773,1,1,0.5841
429,transport,0,0.7800,1,0.3060,0.3118,0,58669.8106,0,0,0.5048
430,trades,1,0.8600,1,0.5035,0.4098,1,54597.3058,0,0,0.4492
431,finance,0,0.6300,1,0.3543,0.3428,0,69069.4390,0,0,0.5115
432,care,1,0.2800,0,0.3057,0.3312,0,43916.4186,0,0,0.5386
433,retail,0,0.4200,0,0.2879,0.2241,0,44027.6656,0,0,0.5779
434,professional,1,0.5500,0,0.2557,0.3519,0,53011.4933,0,0,0.5931
435,transport,0,0.7800,1,0.3195,0.3931,0,57318.8584,0,0,0.5480
436,trades,1,0.8600,1,0.4550,0.4417,1,56043.0214,1,0,0.4648
437,finance,0,0.6300,1,0.3238,0.3315,0,67262.4492,1,0,0.5374
438,care,1,0.2800,0,0.3200,0.3369,0,43387.1023,0,0,0.6401
439,retail,0,0.4200,0,0.2239,0.2200,0,47866.1987,0,0,0.5427
440,professional,1,0.5500,0,0.3437,0.3049,0,49133.7900,0,0,0.5931
441,transport,0,0.7800,1,0.2715,0.3724,0,56382.8397,0,0,0.5140
442,trades,1,0.8600,1,0.5203,0.4418,0,58637.6150,1,1,0.4223
443,finance,0,0.6300,1,0.2974,0.3486,0,68339.7347,0,0,0.5331
444,care,1,0.2800,0,0.3322,0.3214,0,42584.5768,0,0,0.4970
445,retail,0,0.4200,0,0.1671,0.2377,0,44622.4877,1,0,0.6149
446,professional,1,0.5500,0,0.3074,0.3033,0,53009.5469,0,0,0.6363
447,transport,0,0.7800,1,0.3631,0.3599,0,58455.4754,0,0,0.5405
448,trades,1,0.8600,1,0.5036,0.4638,0,55198.0974,0,0,0.5174
449,finance,0,0.6300,1,0.2690,0.3631,0,68374.9051,0,0,0.5456
450,care,1,0.2800,0,0.2868,0.2954,0,46707.9924,1,1,0.6275
451,retail,0,0.4200,0,0.2446,0.2592,1,45346.6041,0,0,0.6416
452,professional,1,0.5500,0,0.3232,0.3258,0,54256.4574,0,0,0.5787
453,transport,0,0.7800,1,0.3942,0.3711,1,59869.7911,0,0,0.4948
454,trades,1,0.8600,1,0.5312,0.4184,0,57486.3110,0,0,0.4452
455,finance,0,0.6300,1,0.2860,0.4087,0,65204.1297,0,0,0.6097
456,care,1,0.2800,0,0.3001,0.2925,0,43230.6447,0,0,0.5489
457,retail,0,0.4200,0,0.2112,0.2274,0,46377.3072,0,0,0.6976
458,professional,1,0.5500,0,0.2474,0.3316,0,52046.8052,0,0,0.6334
459,transport,0,0.7800,1,0.3607,0.3268,0,59897.3089,0,0,0.4770
460,trades,1,0.8600,1,0.5053,0.4401,0,55436.5704,0,0,0.4569
461,finance,0,0.6300,1,0.2678,0.3455,0,66668.1894,0,0,0.6399
462,care,1,0.2800,0,0.3903,0.3263,0,42173.3092,0,0,0.5025
463,retail,0,0.4200,0,0.2305,0.2489,0,43480.0945,0,0,0.6523
464,professional,1,0.5500,0,0.3770,0.2752,0,53764.4876,1,0,0.5781
465,transport,0,0.7800,1,0.3738,0.3412,1,60969.0723,1,1,0.5152
466,trades,1,0.8600,1,0.4931,0.4734,0,57166.6207,0,0,0.4574
467,finance,0,0.6300,1,0.2758,0.3259,0,67235.4758,1,1,0.5994
468,care,1,0.2800,0,0.3067,0.3240,0,44208.4462,0,0,0.5442
469,retail,0,0.4200,0,0.1944,0.2010,0,45466.3889,0,0,0.6694
470,professional,1,0.5500,0,0.4019,0.2937,0,54080.3634,1,0,0.5143
471,transport,0,0.7800,1,0.4087,0.3517,0,59578.6389,1,0,0.4789
472,trades,1,0.8600,1,0.4753,0.4856,0,57921.8089,0,0,0.5284
473,finance,0,0.6300,1,0.3163,0.3330,0,65861.9130,1,1,0.5185
474,care,1,0.2800,0,0.2521,0.3383,0,43490.6935,1,1,0.6738
475,retail,0,0.4200,0,0.2291,0.2274,0,45378.7580,1,1,0.6653
476,professional,1,0.5500,0,0.2350,0.3106,0,52980.3287,0,0,0.6163
477,transport,0,0.7800,1,0.3257,0.3778,0,57689.2692,0,0,0.5405
478,trades,1,0.8600,1,0.5264,0.4559,1,55189.8915,0,0,0.4856
479,finance,0,0.6300,1,0.3248,0.3747,0,67055.6846,0,0,0.5970
480,care,1,0.2800,0,0.2983,0.3029,0,42411.2760,0,0,0.6680
481,retail,0,0.4200,0,0.2593,0.2172,0,44295.4172,0,0,0.7080
482,professional,1,0.5500,0,0.3115,0.3450,0,52833.1558,1,1,0.6057
483,transport,0,0.7800,1,0.3195,0.3864,0,58422.0189,0,0,0.4090
484,trades,1,0.8600,1,0.4853,0.4619,0,55144.5578,0,0,0.4728
485,finance,0,0.6300,1,0.3068,0.3524,0,66870.7624,0,0,0.5273
486,care,1,0.2800,0,0.3366,0.3129,0,44647.7445,0,0,0.5444
487,retail,0,0.4200,0,0.1471,0.2026,0,45256.4767,0,0,0.6417
488,professional,1,0.5500,0,0.3123,0.3170,0,52390.0035,0,0,0.5562
489,transport,0,0.7800,1,0.3119,0.3276,0,56175.2873,0,0,0.4736
490,trades,1,0.8600,1,0.5472,0.4261,0,57699.3236,0,0,0.4851
491,finance,0,0.6300,1,0.3276,0.3089,0,66433.5644,1,1,0.5558
492,care,1,0.2800,0,0.2444,0.2803,0,44341.9996,0,0,0.5182
493,retail,0,0.4200,0,0.2948,0.1778,0,43220.2615,0,0,0.5921
494,professional,1,0.5500,0,0.2851,0.3234,0,53087.6246,1,1,0.6120
495,transport,0,0.7800,1,0.3582,0.3568,0,56721.8390,0,0,0.4699
496,trades,1,0.8600,1,0.4565,0.4228,0,54122.8036,0,0,0.4796
497,finance,0,0.6300,1,0.2941,0.4189,0,66845.3705,1,1,0.5452
498,care,1,0.2800,0,0.2776,0.2965,0,45507.1691,0,0,0.5643
499,retail,0,0.4200,0,0.1790,0.1986,0,41733.2471,0,0,0.7525
500,professional,1,0.5500,0,0.2729,0.2827,0,52976.0784,0,0,0.6538
501,transport,0,0.7800,1,0.3778,0.3493,0,58004.5103,0,0,0.4888
502,trades,1,0.8600,1,0.4196,0.4704,1,57973.8841,1,1,0.5118
503,finance,0,0.6300,1,0.2461,0.3786,0,67979.5296,0,0,0.5005
504,care,1,0.2800,0,0.2522,0.3061,0,44521.5034,0,0,0.5942
505,retail,0,0.4200,0,0.2461,0.2127,0,44291.5503,1,0,0.5741
506,professional,1,0.5500,0,0.2488,0.3094,0,54536.1784,0,0,0.5914
507,transport,0,0.7800,1,0.3902,0.3411,0,60005.2606,0,0,0.5905
508,trades,1,0.8600,1,0.4625,0.4593,1,57445.0027,0,0,0.4907
509,finance,0,0.6300,1,0.3317,0.3504,0,66954.0798,0,0,0.5489
510,care,1,0.2800,0,0.3703,0.3157,0,44851.7622,0,0,0.4685
511,retail,0,0.4200,0,0.1895,0.2127,0,47162.8878,0,0,0.5307
512,professional,1,0.5500,0,0.3176,0.3046,0,55258.1200,1,1,0.4830
513,transport,0,0.7800,1,0.3519,0.3474,0,59125.5634,0,0,0.4976
514,trades,1,0.8600,1,0.4625,0.4407,0,57007.3910,0,0,0.4070
515,finance,0,0.6300,1,0.2995,0.3157,1,66557.7434,0,0,0.5121
516,care,1,0.2800,0,0.2626,0.2823,0,41953.3266,1,1,0.5423
517,retail,0,0.4200,0,0.2603,0.2242,1,47295.8889,0,0,0.5873
518,professional,1,0.5500,0,0.3843,0.3229,1,54519.3932,1,1,0.6106
519,transport,0,0.7800,1,0.3481,0.3629,0,54394.2178,0,0,0.5468
520,trades,1,0.8600,1,0.4132,0.4741,0,57784.5981,0,0,0.4545
521,finance,0,0.6300,1,0.2850,0.3818,0,66754.8844,1,1,0.5347
522,care,1,0.2800,0,0.2860,0.3249,0,42245.3033,0,0,0.5882
523,retail,0,0.4200,0,0.1355,0.1932,0,47578.7248,1,0,0.6266
524,professional,1,0.5500,0,0.3186,0.3719,0,51091.5797,0,0,0.6446
525,transport,0,0.7800,1,0.3608,0.3702,0,58593.1312,1,0,0.5130
526,trades,1,0.8600,1,0.4556,0.4495,0,56737.7821,0,0,0.4812
527,finance,0,0.6300,1,0.3463,0.3420,0,64571.4837,0,0,0.5828
528,care,1,0.2800,0,0.2890,0.3588,0,43424.4597,0,0,0.5487
529,retail,0,0.4200,0,0.3712,0.2142,0,45021.9411,1,0,0.4772
530,professional,1,0.5500,0,0.3513,0.3057,0,51722.1646,1,1,0.4953
531,transport,0,0.7800,1,0.2968,0.3296,0,58408.3198,0,0,0.5118
532,trades,1,0.8600,1,0.4838,0.4647,0,56661.0557,0,0,0.4875
533,finance,0,0.6300,1,0.2062,0.3226,0,64436.6001,0,0,0.5585
534,care,1,0.2800,0,0.3724,0.2971,0,42422.9422,0,0,0.5847
535,retail,0,0.4200,0,0.2672,0.2375,0,43827.7608,0,0,0.6408
536,professional,1,0.5500,0,0.2583,0.2880,0,53097.7353,0,0,0.6275
537,transport,0,0.7800,1,0.4152,0.3483,0,57243.3714,0,0,0.4121
538,trades,1,0.8600,1,0.5361,0.4690,0,59567.0927,0,0,0.4757
539,finance,0,0.6300,1,0.3096,0.3354,0,66775.4533,0,0,0.4674
540,care,1,0.2800,0,0.2515,0.3021,1,43452.2580,0,0,0.6238
541,retail,0,0.4200,0,0.1971,0.2061,0,45434.7601,0,0,0.6994
542,professional,1,0.5500,0,0.3375,0.3453,0,52935.8898,0,0,0.6053
543,transport,0,0.7800,1,0.3469,0.3417,0,56991.9674,0,0,0.4762
544,trades,1,0.8600,1,0.3895,0.4252,0,54750.4853,0,0,0.5524
545,finance,0,0.6300,1,0.2644,0.3763,0,68387.0248,1,1,0.5190
546,care,1,0.2800,0,0.1931,0.3371,0,43458.6411,0,0,0.7083
547,retail,0,0.4200,0,0.2959,0.2406,0,43843.5085,0,0,0.5729
548,professional,1,0.5500,0,0.3025,0.3203,0,53614.1882,0,0,0.6143
549,transport,0,0.7800,1,0.3176,0.3432,0,56232.7180,0,0,0.5675
550,trades,1,0.8600,1,0.4779,0.4662,0,54205.0506,0,0,0.4832
551,finance,0,0.6300,1,0.2951,0.3530,0,64119.8203,0,0,0.5615
552,care,1,0.2800,0,0.2415,0.3156,0,43846.1398,0,0,0.5904
553,retail,0,0.4200,0,0.2191,0.1974,0,45774.5528,0,0,0.6510
554,professional,1,0.5500,0,0.2792,0.2973,0,53205.8909,0,0,0.6628
555,transport,0,0.7800,1,0.3433,0.3188,0,58655.1192,0,0,0.5132
556,trades,1,0.8600,1,0.4547,0.4220,0,54976.7303,0,0,0.4115
557,finance,0,0.6300,1,0.2424,0.3357,0,67658.3931,0,0,0.5976
558,care,1,0.2800,0,0.2518,0.2695,0,44099.0326,0,0,0.5327
559,retail,0,0.4200,0,0.1811,0.1858,0,46162.1913,0,0,0.6944
560,professional,1,0.5500,0,0.1993,0.2840,0,53553.1483,0,0,0.5460
561,transport,0,0.7800,1,0.3754,0.3063,0,57459.3931,0,0,0.5440
562,trades,1,0.8600,1,0.4112,0.4298,0,54238.0871,0,0,0.4510
563,finance,0,0.6300,1,0.3023,0.3440,0,67863.2254,1,0,0.4943
564,care,1,0.2800,0,0.2700,0.3306,0,43408.3579,1,1,0.5939
565,retail,0,0.4200,0,0.2614,0.2403,1,46224.3034,0,0,0.6551
566,professional,1,0.5500,0,0.3119,0.2894,0,53858.7536,0,0,0.5459
567,transport,0,0.7800,1,0.3848,0.3345,0,55332.2088,1,0,0.4782
568,trades,1,0.8600,1,0.5119,0.4085,0,57724.3451,0,0,0.4323
569,finance,0,0.6300,1,0.3106,0.3375,0,65737.1105,0,0,0.4953
570,care,1,0.2800,0,0.3414,0.3484,0,44826.3642,0,0,0.5490
571,retail,0,0.4200,0,0.2329,0.2579,0,45801.2208,0,0,0.5970
572,professional,1,0.5500,0,0.2106,0.3130,0,51946.3887,0,0,0.6467
573,transport,0,0.7800,1,0.3612,0.3310,1,59030.2058,0,0,0.5124
574,trades,1,0.8600,1,0.5080,0.4842,0,52982.2739,0,0,0.4040
575,finance,0,0.6300,1,0.2053,0.3101,0,69161.5237,0,0,0.5019
576,care,1,0.2800,0,0.3092,0.3318,0,43990.2703,0,0,0.5773
577,retail,0,0.4200,0,0.3110,0.1953,1,45618.4743,0,0,0.6384
578,professional,1,0.5500,0,0.2661,0.3385,0,49805.6088,0,0,0.6709
579,transport,0,0.7800,1,0.3401,0.3343,0,57042.6325,0,0,0.6142
580,trades,1,0.8600,1,0.4915,0.4164,1,56332.5364,0,0,0.5107
581,finance,0,0.6300,1,0.2862,0.3648,0,67496.7650,0,0,0.5264
582,care,1,0.2800,0,0.3333,0.3182,0,40410.4981,1,1,0.5189
583,retail,0,0.4200,0,0.2341,0.2367,0,44118.7225,0,0,0.5683
584,professional,1,0.5500,0,0.3389,0.3027,0,51142.2990,0,0,0.5863
585,transport,0,0.7800,1,0.3924,0.3423,0,57754.4110,1,0,0.5235
586,trades,1,0.8600,1,0.4601,0.4206,0,55791.2279,0,0,0.3842
587,finance,0,0.6300,1,0.3257,0.3278,0,66413.8191,0,0,0.5633
588,care,1,0.2800,0,0.2554,0.3158,0,44577.4833,0,0,0.6435
589,retail,0,0.4200,0,0.2478,0.2073,0,45101.9792,0,0,0.7057
590,professional,1,0.5500,0,0.2848,0.2892,0,53047.7487,1,1,0.5738
591,transport,0,0.7800,1,0.3582,0.3467,0,56200.7499,0,0,0.5598
592,trades,1,0.8600,1,0.4590,0.4143,0,57896.6949,0,0,0.5070
593,finance,0,0.6300,1,0.2879,0.3596,0,66595.8287,0,0,0.5040
594,care,1,0.2800,0,0.3370,0.3089,1,44521.2556,0,0,0.5953
595,retail,0,0.4200,0,0.2135,0.2024,0,45956.6605,0,0,0.6660
596,professional,1,0.5500,0,0.2910,0.3206,0,54120.5356,0,0,0.5929
597,transport,0,0.7800,1,0.3065,0.3811,0,56823.0542,1,0,0.5509
598,trades,1,0.8600,1,0.5154,0.3840,0,54701.0616,0,0,0.4953
599,finance,0,0.6300,1,0.3370,0.3573,0,66290.0146,0,0,0.4458
600,care,1,0.2800,0,0.2876,0.3477,0,41978.7555,0,0,0.5664
601,retail,0,0.4200,0,0.2211,0.2164,0,46730.4862,0,0,0.5603
602,professional,1,0.5500,0,0.2970,0.2975,0,52093.1638,0,0,0.5382
603,transport,0,0.7800,1,0.3574,0.3471,0,58165.0561,0,0,0.5736
604,trades,1,0.8600,1,0.4567,0.4459,0,53653.7703,0,0,0.4027
605,finance,0,0.6300,1,0.2905,0.3376,0,66403.4028,0,0,0.6355
606,care,1,0.2800,0,0.2414,0.3601,0,46279.3257,0,0,0.6998
607,retail,0,0.4200,0,0.2241,0.2248,0,44955.7029,0,0,0.5743
608,professional,1,0.5500,0,0.2905,0.3579,1,52485.1500,0,0,0.6304
609,transport,0,0.7800,1,0.3438,0.3152,0,57152.1448,0,0,0.4719
610,trades,1,0.8600,1,0.5819,0.3947,1,58066.5005,0,0,0.4184
611,finance,0,0.6300,1,0.3172,0.3460,1,68258.9715,1,0,0.6200
612,care,1,0.2800,0,0.3003,0.3196,0,43795.0578,0,0,0.6559
613,retail,0,0.4200,0,0.1861,0.2242,0,48469.7122,0,0,0.6775
614,professional,1,0.5500,0,0.3270,0.3411,0,50808.0318,0,0,0.5809
615,transport,0,0.7800,1,0.3075,0.3495,0,59110.5166,0,0,0.4978
616,trades,1,0.8600,1,0.5034,0.4353,0,56013.3631,0,0,0.4466
617,finance,0,0.6300,1,0.3498,0.3210,0,68082.2605,0,0,0.4840
618,care,1,0.2800,0,0.3151,0.3255,0,42929.1585,0,0,0.6614
619,retail,0,0.4200,0,0.1938,0.2242,0,45130.5802,0,0,0.6054
620,professional,1,0.5500,0,0.2923,0.3138,0,52784.2913,0,0,0.6128
621,transport,0,0.7800,1,0.3356,0.3615,0,56401.3792,1,0,0.5625
622,trades,1,0.8600,1,0.5060,0.4585,1,56790.3711,0,0,0.4703
623,finance,0,0.6300,1,0.2969,0.3628,0,66483.1747,1,1,0.6139
624,care,1,0.2800,0,0.2621,0.3431,0,44599.5012,0,0,0.6271
625,retail,0,0.4200,0,0.2754,0.2010,1,48665.2522,0,0,0.5788
626,professional,1,0.5500,0,0.2649,0.2780,0,54908.4766,0,0,0.5919
627,transport,0,0.7800,1,0.4032,0.3784,0,58169.3295,0,0,0.4401
628,trades,1,0.8600,1,0.4652,0.4676,0,57488.9925,0,0,0.4607
629,finance,0,0.6300,1,0.3230,0.3270,1,70480.6510,0,0,0.5820
630,care,1,0.2800,0,0.3149,0.3379,0,42923.2932,0,0,0.6618
631,retail,0,0.4200,0,0.3143,0.2159,0,44478.6928,0,0,0.6203
632,professional,1,0.5500,0,0.2233,0.3049,0,53066.3371,1,1,0.6564
633,transport,0,0.7800,1,0.3356,0.3471,0,57945.6717,0,0,0.4857
634,trades,1,0.8600,1,0.4702,0.4336,1,55324.4422,0,0,0.4592
635,finance,0,0.6300,1,0.3472,0.3167,1,65402.0834,0,0,0.5031
636,care,1,0.2800,0,0.3164,0.3682,0,43017.5500,0,0,0.6086
637,retail,0,0.4200,0,0.2504,0.2566,0,44280.1069,1,0,0.6154
638,professional,1,0.5500,0,0.3230,0.3267,0,54057.1390,0,0,0.5471
639,transport,0,0.7800,1,0.3320,0.3831,0,58155.5562,0,0,0.5570
640,trades,1,0.8600,1,0.4938,0.4733,0,55843.3668,0,0,0.4742
641,finance,0,0.6300,1,0.2475,0.3362,0,65902.9077,0,0,0.5749
642,care,1,0.2800,0,0.2926,0.3026,0,44086.4824,0,0,0.5300
643,retail,0,0.4200,0,0.2449,0.1739,0,45645.9220,0,0,0.6674
644,professional,1,0.5500,0,0.3076,0.3243,0,54569.6344,0,0,0.5401
645,transport,0,0.7800,1,0.3647,0.3706,1,59238.4204,1,1,0.3891
646,trades,1,0.8600,1,0.4429,0.4254,0,57416.2381,1,1,0.3788
647,finance,0,0.6300,1,0.4113,0.3514,0,68874.7545,0,0,0.5184
648,care,1,0.2800,0,0.2796,0.3241,0,45177.7408,0,0,0.5772
649,retail,0,0.4200,0,0.3323,0.2436,0,46797.2963,0,0,0.5782
650,professional,1,0.5500,0,0.2930,0.3067,0,55821.8826,0,0,0.5549
651,transport,0,0.7800,1,0.3124,0.3727,0,57693.4629,0,0,0.5650
652,trades,1,0.8600,1,0.4792,0.4281,0,57302.8287,0,0,0.4715
653,finance,0,0.6300,1,0.3431,0.3686,0,65977.4022,0,0,0.5617
654,care,1,0.2800,0,0.3168,0.3284,0,44126.2536,1,1,0.5757
655,retail,0,0.4200,0,0.1952,0.2415,0,46123.3028,0,0,0.6345
656,professional,1,0.5500,0,0.2496,0.3562,0,52653.2757,0,0,0.6275
657,transport,0,0.7800,1,0.3388,0.3391,0,58973.7747,0,0,0.4625
658,trades,1,0.8600,1,0.4810,0.4617,0,57801.2465,0,0,0.4671
659,finance,0,0.6300,1,0.2380,0.3540,0,67537.4875,0,0,0.6431
660,care,1,0.2800,0,0.2380,0.3283,1,44698.9611,0,0,0.6090
661,retail,0,0.4200,0,0.2172,0.2230,0,48512.9630,0,0,0.6260
662,professional,1,0.5500,0,0.3336,0.2959,0,49530.0021,0,0,0.5571
663,transport,0,0.7800,1,0.3319,0.3712,0,56934.9957,0,0,0.5751
664,trades,1,0.8600,1,0.4983,0.3931,0,55060.3501,0,0,0.5040
665,finance,0,0.6300,1,0.3276,0.3551,0,70339.7330,0,0,0.5629
666,care,1,0.2800,0,0.2769,0.2909,0,42886.7877,0,0,0.6933
667,retail,0,0.4200,0,0.2498,0.2101,0,48211.8607,0,0,0.5741
668,professional,1,0.5500,0,0.3165,0.3082,0,52342.3370,0,0,0.6450
669,transport,0,0.7800,1,0.4275,0.2965,0,55023.9260,0,0,0.4089
670,trades,1,0.8600,1,0.4889,0.4847,0,54904.6401,0,0,0.4340
671,finance,0,0.6300,1,0.3170,0.3001,1,67251.4346,0,0,0.5319
672,care,1,0.2800,0,0.2955,0.3275,0,43441.6851,0,0,0.5778
673,retail,0,0.4200,0,0.2778,0.2150,0,44931.6134,0,0,0.6298
674,professional,1,0.5500,0,0.3432,0.2946,0,53122.2025,0,0,0.5775
675,transport,0,0.7800,1,0.3793,0.3460,0,58891.6919,0,0,0.4392
676,trades,1,0.8600,1,0.5225,0.4054,0,58011.6684,0,0,0.4581
677,finance,0,0.6300,1,0.4084,0.3123,0,65196.9606,1,0,0.5180
678,care,1,0.2800,0,0.3120,0.2962,0,43187.0778,1,1,0.4997
679,retail,0,0.4200,0,0.2026,0.2496,0,48738.2552,0,0,0.6328
