person_id,period,age,schooling_years,experience_years,tuition,wage_offer,choose_school,work,observed_wage,synthetic_ability,true_school_probability
822,0,18,11.0,1.0,3698.07,22598.35,1,0,,-1.17589,0.61365
823,0,18,11.0,1.0,4561.87,29265.57,0,1,29595.41,0.5751,0.74743
824,0,18,10.0,0.0,3696.69,22435.97,1,0,,-0.38853,0.80889
825,0,18,12.0,0.0,5000.93,29585.27,1,0,,-0.29886,0.61571
826,0,18,11.0,0.0,5060.24,26956.49,1,0,,0.96188,0.81132
827,0,18,11.0,0.0,4909.82,18212.45,1,0,,-1.06051,0.6495
828,0,18,12.0,0.0,4467.65,21667.9,1,0,,0.1912,0.70826
829,0,18,12.0,0.0,4772.09,31002.78,0,1,31206.78,0.15234,0.66986
830,0,18,12.0,0.0,4868.31,25266.98,1,0,,0.15091,0.68142
831,0,18,12.0,1.0,4745.65,29206.21,1,0,,-0.43179,0.55304
832,0,18,11.0,0.0,3203.66,20103.51,1,0,,-0.61747,0.74645
833,0,18,10.0,0.0,4619.5,24799.79,1,0,,0.32622,0.83339
834,0,18,11.0,1.0,4468.74,31390.62,0,1,30358.3,1.17152,0.79586
835,0,18,10.0,1.0,4872.08,21171.76,1,0,,-0.31131,0.74402
836,0,18,12.0,0.0,3729.83,27245.1,1,0,,-0.13513,0.68599
837,0,18,12.0,1.0,3282.02,21015.82,1,0,,-1.28561,0.53385
838,0,18,12.0,0.0,4599.47,27030.15,1,0,,0.08547,0.67934
839,0,18,10.0,0.0,4153.64,21891.09,1,0,,0.45493,0.85583
840,0,18,12.0,1.0,4647.42,25322.46,0,1,26048.97,-0.47634,0.56314
841,0,18,12.0,0.0,3958.09,26436.34,0,1,27493.75,-0.24162,0.66896
842,0,18,12.0,0.0,4746.58,21847.17,1,0,,-1.5051,0.50648
843,0,18,12.0,0.0,3463.27,20611.54,1,0,,-1.45306,0.56736
844,0,18,12.0,0.0,4446.88,21565.38,0,1,21734.34,-0.94047,0.5862
845,0,18,11.0,0.0,3512.05,23565.44,1,0,,0.24918,0.80296
846,0,18,12.0,0.0,4817.61,21348.92,1,0,,-0.56084,0.61628
847,0,18,12.0,0.0,4900.1,31273.56,1,0,,0.50249,0.70097
848,0,18,12.0,1.0,5101.93,20722.88,0,1,20524.91,-1.72976,0.40969
849,0,18,11.0,0.0,4612.27,19107.51,1,0,,-0.01178,0.7608
850,0,18,11.0,1.0,3605.22,21616.94,1,0,,-0.55094,0.68768
851,0,18,12.0,0.0,4660.52,21247.93,0,1,22547.87,-0.47941,0.63163
852,0,18,10.0,0.0,3732.06,21047.63,1,0,,-0.10523,0.83059
853,0,18,10.0,0.0,4997.78,22674.1,1,0,,-0.02447,0.80322
854,0,18,12.0,0.0,3698.34,28051.37,0,1,27135.06,0.55072,0.75138
855,0,18,11.0,0.0,4788.87,23091.44,1,0,,1.17159,0.83876
856,0,18,12.0,0.0,4931.6,27240.89,1,0,,-0.16595,0.63978
857,0,18,10.0,1.0,3679.7,27829.04,1,0,,1.11982,0.86586
858,0,18,12.0,0.0,4945.52,26151.17,1,0,,0.7833,0.73902
859,0,18,11.0,0.0,4841.01,26537.65,1,0,,0.58165,0.78855
860,0,18,12.0,0.0,3543.42,25760.22,1,0,,0.03857,0.7135
861,0,18,12.0,0.0,4711.74,33905.66,1,0,,1.77995,0.81209
862,0,18,12.0,0.0,4754.05,26894.6,1,0,,1.0426,0.76622
863,0,18,12.0,0.0,3341.1,28265.85,1,0,,-0.28944,0.68077
864,0,18,12.0,0.0,4715.85,43805.95,1,0,,3.11924,0.87943
865,0,18,12.0,0.0,4667.05,24886.89,0,1,25541.68,-0.45869,0.62351
866,0,18,12.0,1.0,4940.11,26601.05,1,0,,0.49435,0.65873
867,0,18,11.0,0.0,5022.97,16660.76,0,1,17297.4,-1.20877,0.63325
868,0,18,11.0,1.0,4923.23,16088.52,1,0,,-1.52209,0.54454
869,0,18,11.0,0.0,4735.42,17922.87,1,0,,-1.55704,0.60106
870,0,18,10.0,0.0,4665.45,20914.83,1,0,,0.59019,0.85518
871,0,18,11.0,0.0,5290.47,18632.16,0,1,18723.06,-0.99677,0.64141
872,0,18,11.0,0.0,4909.0,23675.86,0,1,23235.53,-0.0373,0.73934
873,0,18,10.0,0.0,4987.07,19400.89,1,0,,-0.32557,0.78634
874,0,18,11.0,0.0,4343.4,30720.32,1,0,,1.06249,0.8287
875,0,18,12.0,1.0,3392.05,31087.39,1,0,,0.44581,0.69598
876,0,18,10.0,0.0,4488.65,24007.03,1,0,,0.54119,0.85113
877,0,18,12.0,0.0,4975.34,26732.97,1,0,,0.07021,0.66527
878,0,18,10.0,1.0,4599.91,23056.76,1,0,,-0.05436,0.77052
879,0,18,12.0,1.0,5145.46,27516.27,1,0,,0.39266,0.63761
880,0,18,11.0,1.0,4485.69,29684.2,1,0,,1.80293,0.8431
881,0,18,11.0,0.0,3575.03,19666.87,1,0,,-0.34008,0.76111
882,0,18,12.0,1.0,3201.65,27844.55,0,1,28236.78,-0.19666,0.64318
883,0,18,11.0,0.0,4346.29,21221.37,1,0,,-0.71968,0.6973
884,0,18,12.0,0.0,3611.63,27463.91,1,0,,0.49886,0.75064
885,0,18,12.0,0.0,4911.05,27093.87,1,0,,0.03746,0.66309
886,0,18,12.0,0.0,5047.19,25129.68,0,1,25751.45,-0.35599,0.62011
887,0,18,12.0,0.0,4713.79,22829.7,1,0,,-0.11448,0.66527
888,0,18,10.0,0.0,3434.88,37058.29,1,0,,2.51851,0.9373
889,0,18,12.0,0.0,4772.26,25423.51,1,0,,1.00027,0.76521
890,0,18,10.0,0.0,4757.71,22338.93,1,0,,0.81102,0.86413
891,0,18,12.0,0.0,4735.19,22893.21,0,1,22434.5,-0.87693,0.57853
892,0,18,12.0,1.0,5543.64,33783.83,1,0,,0.78216,0.64864
893,0,18,12.0,0.0,4072.63,23124.25,1,0,,-0.88381,0.60268
894,0,18,11.0,0.0,3540.1,25174.28,1,0,,-0.13437,0.76799
895,0,18,11.0,0.0,4637.4,25852.81,0,1,25514.53,0.63084,0.79909
896,0,18,11.0,0.0,4679.28,28424.19,1,0,,0.19498,0.75654
897,0,18,12.0,0.0,4807.66,35582.77,1,0,,1.85178,0.81194
898,0,18,11.0,0.0,4881.72,20359.39,1,0,,-0.75965,0.67699
899,0,18,12.0,0.0,4842.95,33209.12,1,0,,1.5814,0.79506
900,0,18,12.0,1.0,4571.5,19921.37,1,0,,-0.8903,0.53299
901,0,18,12.0,0.0,3227.29,15645.14,1,0,,-2.29225,0.4914
902,0,18,12.0,1.0,4868.12,21731.93,1,0,,-1.47696,0.44556
903,0,18,12.0,0.0,5196.17,23097.25,0,1,23167.74,-0.05857,0.65324
904,0,18,11.0,0.0,4724.43,26145.76,1,0,,-0.27539,0.7167
905,0,18,11.0,0.0,3645.32,25693.5,1,0,,0.21453,0.79272
906,0,18,10.0,0.0,4582.8,23293.05,1,0,,0.49961,0.84775
907,0,18,12.0,0.0,3735.64,25017.45,1,0,,-0.46574,0.65668
908,0,18,10.0,0.0,4703.84,23364.32,1,0,,-0.61379,0.76177
909,0,18,12.0,0.0,3919.66,23284.93,1,0,,-0.88472,0.60797
910,0,18,12.0,1.0,4947.77,28419.79,0,1,28561.47,0.51247,0.6555
911,0,18,11.0,0.0,3520.18,22354.1,1,0,,-0.94017,0.69999
912,0,18,12.0,0.0,4498.35,26216.78,1,0,,0.52461,0.72859
913,0,18,11.0,1.0,4782.69,23748.95,1,0,,0.4502,0.7419
914,0,18,12.0,1.0,4901.01,28846.26,1,0,,0.04915,0.60427
915,0,18,10.0,0.0,3601.95,25901.51,0,1,24904.84,0.57385,0.86742
916,0,18,12.0,0.0,4589.2,25494.51,1,0,,0.31793,0.70732
917,0,18,11.0,0.0,3657.68,24829.95,0,1,24926.71,0.03987,0.78005
918,0,18,11.0,0.0,3645.94,22528.42,1,0,,-0.6696,0.7221
919,0,18,10.0,0.0,4331.31,27026.41,1,0,,1.08227,0.87997
920,0,18,12.0,0.0,3402.28,19534.56,1,0,,-1.39458,0.57977
921,0,18,11.0,0.0,4968.43,17575.62,1,0,,-1.03946,0.6514
922,0,18,12.0,0.0,3577.56,27197.18,1,0,,0.62554,0.76341
923,0,18,12.0,0.0,4995.38,26044.47,1,0,,0.23211,0.68344
924,0,18,12.0,0.0,3738.8,36716.41,1,0,,1.88922,0.83727
925,0,18,11.0,0.0,4753.87,29353.1,0,1,28283.88,1.07226,0.82227
926,0,18,12.0,0.0,4954.48,19906.12,0,1,18422.18,-1.14087,0.54755
927,0,18,11.0,1.0,3522.48,19643.65,1,0,,-0.99379,0.64878
928,0,18,11.0,0.0,4950.25,16223.11,0,1,17098.67,-2.49422,0.48652
929,0,18,12.0,0.0,5045.64,21145.93,1,0,,-0.11716,0.65762
930,0,18,12.0,0.0,3776.14,24909.89,0,1,25620.48,-0.14124,0.68978
931,0,18,12.0,0.0,4645.37,23699.39,0,1,23308.17,-0.69823,0.60042
932,0,18,12.0,0.0,4516.68,24175.25,0,1,23696.08,-0.53723,0.62231
933,0,18,10.0,1.0,3442.93,22421.47,1,0,,-0.38443,0.77653
934,0,18,11.0,1.0,4750.06,24776.42,0,1,25825.17,0.32495,0.72882
935,0,18,12.0,0.0,4450.08,22559.31,1,0,,-0.95706,0.58125
936,0,18,12.0,0.0,3055.24,20684.73,0,1,19903.1,-1.98018,0.5206
937,0,18,10.0,0.0,4664.14,27477.37,1,0,,0.41,0.83352
938,0,18,12.0,0.0,4960.75,26555.49,1,0,,-0.13087,0.64447
939,0,18,11.0,0.0,5071.83,25113.08,1,0,,-0.03534,0.7311
940,0,18,11.0,0.0,5017.05,23358.77,1,0,,0.7849,0.80592
941,0,18,11.0,0.0,4713.12,27143.85,1,0,,-0.11512,0.73006
942,0,18,10.0,0.0,5063.54,25116.65,1,0,,0.24174,0.81675
943,0,18,10.0,0.0,3333.87,27119.03,1,0,,1.1704,0.89961
944,0,18,12.0,0.0,4849.78,23060.08,0,1,22915.09,-1.01377,0.55742
945,0,18,11.0,1.0,4576.76,26758.61,1,0,,-0.34774,0.66144
946,0,18,11.0,0.0,4256.64,23911.35,1,0,,0.71474,0.81833
947,0,18,11.0,1.0,4987.85,20469.55,1,0,,-1.27148,0.55873
948,0,18,10.0,0.0,3619.5,21636.53,1,0,,-0.05037,0.83577
949,0,18,12.0,1.0,4742.52,21385.31,0,1,19941.37,-1.55316,0.44252
950,0,18,11.0,1.0,5122.43,24977.75,1,0,,-0.04478,0.679
951,0,18,11.0,0.0,3264.66,27133.62,1,0,,-0.07479,0.77663
952,0,18,11.0,1.0,4807.98,26759.15,1,0,,0.19177,0.70923
953,0,18,11.0,0.0,4676.81,28305.98,1,0,,1.20603,0.83492
954,0,18,12.0,0.0,4004.97,30667.36,1,0,,0.83729,0.7619
955,0,18,11.0,0.0,3426.16,31132.27,1,0,,1.72743,0.88467
956,0,18,12.0,0.0,4357.86,18022.76,1,0,,-1.60727,0.52123
957,0,18,11.0,0.0,3573.35,23681.6,0,1,23274.95,-0.18734,0.7657
958,0,18,10.0,0.0,4626.27,23213.72,1,0,,1.23199,0.88721
959,0,18,10.0,0.0,5039.2,28854.78,1,0,,0.54438,0.83185
960,0,18,10.0,0.0,4905.65,16613.08,1,0,,-1.30389,0.7068
961,0,18,11.0,1.0,4932.96,24106.56,0,1,23842.38,0.71746,0.76057
962,0,18,12.0,0.0,4567.05,27096.33,0,1,26994.74,0.389,0.71112
963,0,18,12.0,0.0,4703.94,20993.97,0,1,20639.28,-0.82222,0.59165
964,0,18,12.0,1.0,4892.2,25037.47,1,0,,-0.76956,0.51934
965,0,18,11.0,0.0,3660.76,23481.36,1,0,,-0.76699,0.70979
966,0,18,10.0,1.0,5250.16,25840.43,1,0,,0.45401,0.78882
967,0,18,10.0,0.0,3545.38,26673.7,1,0,,1.38565,0.90617
968,0,18,12.0,0.0,5107.51,25636.02,1,0,,0.31776,0.68948
969,0,18,10.0,1.0,4806.54,25635.64,1,0,,0.12422,0.77433
970,0,18,11.0,0.0,4934.72,27245.32,1,0,,0.77467,0.79985
971,0,18,10.0,1.0,4478.93,22291.05,1,0,,-0.24085,0.75956
972,0,18,12.0,0.0,4424.71,30218.1,1,0,,0.07522,0.67602
973,0,18,12.0,0.0,4204.22,32189.89,1,0,,0.41479,0.71303
974,0,18,12.0,0.0,3446.61,24136.48,1,0,,0.19751,0.73569
975,0,18,10.0,0.0,3517.54,20401.35,1,0,,-0.62929,0.79904
976,0,18,10.0,0.0,4904.97,20654.1,1,0,,-0.64092,0.75946
977,0,18,12.0,0.0,3392.43,30531.43,1,0,,0.05523,0.70834
978,0,18,10.0,0.0,4566.06,30936.09,1,0,,1.28236,0.88119
979,0,18,12.0,0.0,4837.53,29937.17,1,0,,0.93915,0.74792
980,0,18,12.0,0.0,4857.95,23317.04,1,0,,-0.63709,0.6004
981,0,18,12.0,1.0,4758.42,24220.88,1,0,,-1.33874,0.45894
982,0,18,10.0,0.0,4585.79,25656.75,1,0,,1.03128,0.87473
983,0,18,11.0,0.0,4751.8,36074.21,1,0,,0.46626,0.76145
984,0,18,12.0,1.0,5010.59,36560.87,1,0,,1.0921,0.69292
985,0,18,12.0,0.0,5180.96,30783.76,0,1,31450.82,0.83481,0.72559
986,0,18,11.0,0.0,3445.98,21731.28,1,0,,-1.91477,0.59839
987,0,18,10.0,1.0,3731.41,19151.76,1,0,,-1.86595,0.6289
988,0,18,10.0,1.0,4460.54,22333.79,1,0,,-0.91258,0.69641
989,0,18,12.0,0.0,4229.66,30073.71,0,1,29255.93,0.12363,0.6882
990,0,18,10.0,0.0,4945.96,23514.33,1,0,,0.74098,0.85472
991,0,18,11.0,0.0,5048.19,18150.34,0,1,17994.32,-1.65903,0.57643
992,0,18,11.0,0.0,4860.16,22128.78,0,1,23234.0,-0.69295,0.6801
993,0,18,10.0,0.0,3514.54,19427.94,1,0,,-1.4217,0.73344
994,0,18,10.0,0.0,3962.37,18498.09,1,0,,-0.81137,0.77636
995,0,18,12.0,0.0,5069.61,26162.29,1,0,,-0.14122,0.64041
996,0,18,12.0,0.0,4707.72,36807.0,1,0,,1.93852,0.8184
997,0,18,11.0,1.0,5160.03,33113.53,1,0,,0.98724,0.75785
998,0,18,12.0,1.0,5138.13,25232.73,1,0,,-0.8884,0.49467
999,0,18,12.0,0.0,4527.21,24468.62,1,0,,-0.95243,0.57318
1000,0,18,12.0,0.0,4947.62,24588.58,1,0,,-1.07129,0.54217
1001,0,18,10.0,0.0,4657.02,17600.16,1,0,,-0.00368,0.82228
1002,0,18,12.0,0.0,3596.45,22278.67,0,1,24118.08,-0.55098,0.65988
1003,0,18,11.0,0.0,4859.48,26284.66,0,1,26798.57,0.09243,0.74676
1004,0,18,10.0,1.0,4715.03,21708.03,0,1,21915.21,0.15748,0.78763
1005,0,18,12.0,0.0,3654.07,19313.95,0,1,19846.75,-0.45612,0.67582
1006,0,18,11.0,1.0,4280.42,32485.76,1,0,,1.7511,0.83968
1007,0,18,12.0,0.0,4715.03,28270.81,1,0,,0.51067,0.71534
1008,0,18,12.0,0.0,4257.62,28418.54,1,0,,0.51794,0.73034
1009,0,18,12.0,0.0,4726.5,30619.35,1,0,,0.49953,0.70809
1010,0,18,12.0,1.0,3396.79,44360.76,1,0,,2.71029,0.8526
1011,0,18,11.0,0.0,3585.6,18835.68,1,0,,-1.66345,0.62991
1012,0,18,12.0,0.0,4984.92,21363.63,1,0,,-0.42703,0.62506
1013,0,18,11.0,0.0,3664.29,27833.38,1,0,,1.1973,0.85624
1014,0,18,11.0,1.0,3523.92,20912.51,1,0,,-0.68067,0.67885
1015,0,18,10.0,0.0,4936.93,27422.49,1,0,,0.83176,0.85449
1016,0,18,11.0,0.0,4469.45,16951.7,0,1,16069.02,-1.42971,0.62836
1017,0,18,12.0,0.0,3676.15,31121.81,1,0,,0.77359,0.76489
1018,0,18,12.0,1.0,4662.1,32710.17,1,0,,1.5713,0.75874
1019,0,18,12.0,0.0,5109.23,21523.47,1,0,,-0.9656,0.55743
1020,0,18,12.0,0.0,4590.12,24758.2,1,0,,0.18346,0.69562
1021,0,18,11.0,0.0,5004.44,25316.93,1,0,,-0.03044,0.73319
1022,0,18,12.0,1.0,3485.48,28685.16,1,0,,0.10966,0.6639
1023,0,18,10.0,0.0,4061.22,22818.55,1,0,,-0.12328,0.81865
1024,0,18,12.0,0.0,4649.55,26081.9,0,1,27957.77,0.48836,0.72061
1025,0,18,12.0,0.0,3942.52,27026.31,1,0,,0.64195,0.75455
1026,0,18,12.0,0.0,4989.98,25408.53,0,1,24704.49,-0.82532,0.56723
1027,0,18,12.0,0.0,5020.08,25981.88,1,0,,-0.34091,0.62043
1028,0,18,12.0,1.0,3727.6,29316.63,1,0,,0.4627,0.6908
1029,0,18,12.0,0.0,4829.81,25109.2,0,1,25000.95,-0.15232,0.65086
1030,0,18,10.0,1.0,4622.53,22497.08,1,0,,-0.00122,0.77554
1031,0,18,12.0,0.0,4479.74,24110.44,1,0,,0.83232,0.76196
1032,0,18,12.0,1.0,3604.53,23008.56,1,0,,-1.74948,0.45944
1033,0,18,11.0,0.0,4948.1,21405.64,1,0,,-0.23288,0.72505
1034,0,18,10.0,1.0,4529.59,25253.51,1,0,,0.81185,0.83368
1035,0,18,11.0,0.0,5134.52,22467.21,1,0,,-0.3617,0.70376
1036,0,18,11.0,0.0,4803.46,25555.56,0,1,25263.65,-0.08729,0.73358
1037,0,18,11.0,0.0,4865.97,18434.13,1,0,,-0.25431,0.73266
1038,0,18,12.0,0.0,5274.51,18283.2,0,1,18379.8,-2.30131,0.40181
1039,0,18,12.0,0.0,4396.71,19651.6,0,1,20151.63,-1.14077,0.57032
1040,0,18,12.0,0.0,3638.84,23092.12,1,0,,-1.14071,0.5898
1041,0,18,11.0,0.0,4560.71,27343.14,1,0,,0.95409,0.82203
1042,0,18,11.0,0.0,5034.34,15932.93,0,1,16514.7,-1.34743,0.61929
1043,0,18,11.0,1.0,3331.57,32073.07,0,1,32285.64,-0.3996,0.68574
1044,0,18,12.0,0.0,3471.49,25341.13,1,0,,0.34132,0.74541
1045,0,18,12.0,0.0,4910.16,30927.96,1,0,,0.73965,0.72477
1046,0,18,11.0,1.0,3395.16,23752.4,1,0,,-0.92256,0.64997
1047,0,18,12.0,0.0,5156.31,23973.32,1,0,,-0.13378,0.64408
1048,0,18,12.0,0.0,4652.56,24444.93,1,0,,-0.23245,0.65037
1049,0,18,12.0,0.0,4553.02,23044.1,0,1,23432.2,-0.14892,0.66675
1050,0,18,11.0,0.0,3911.05,17765.05,0,1,18668.51,-1.80899,0.60414
1051,0,18,11.0,1.0,4798.05,26946.6,1,0,,0.68997,0.75586
1052,0,18,10.0,0.0,3769.12,23861.62,0,1,23126.07,-0.25004,0.81466
1053,0,18,12.0,1.0,3644.99,24320.16,0,1,24864.19,-0.60887,0.58969
1054,0,18,12.0,0.0,4741.62,25331.86,1,0,,0.75633,0.74467
1055,0,18,11.0,0.0,4676.27,20443.27,1,0,,-1.25744,0.63016
1056,0,18,12.0,0.0,4722.57,26508.84,1,0,,-1.22288,0.5273
1057,0,18,12.0,1.0,3245.61,22557.58,1,0,,-0.27491,0.6475
1058,0,18,10.0,1.0,4702.66,23823.38,1,0,,0.33746,0.79797
1059,0,18,12.0,1.0,5153.38,21962.97,1,0,,-1.44957,0.43687
1060,0,18,12.0,0.0,4954.51,35910.63,1,0,,0.69208,0.70652
1061,0,18,10.0,0.0,3510.56,20553.3,1,0,,-1.00853,0.76809
1062,0,18,11.0,1.0,4619.61,22284.9,1,0,,-1.2058,0.57558
1063,0,18,11.0,0.0,4766.96,23314.95,1,0,,0.32177,0.7759
1064,0,18,12.0,0.0,3268.19,22810.39,1,0,,-0.34649,0.69148
1065,0,18,12.0,1.0,4543.02,28121.26,1,0,,-0.09901,0.60304
1066,0,18,11.0,0.0,4779.02,23877.38,0,1,23924.74,-0.84686,0.66203
1067,0,18,12.0,0.0,3880.74,29993.75,1,0,,1.15094,0.79275
1068,0,18,10.0,0.0,5187.75,23444.75,1,0,,-0.06607,0.79362
1069,0,18,12.0,0.0,4745.53,27811.67,0,1,28111.54,-0.09578,0.65272
1070,0,18,11.0,1.0,4585.67,25163.13,1,0,,0.77588,0.77325
1071,0,18,11.0,0.0,5052.57,18495.82,0,1,18140.43,-1.19946,0.62806
1072,0,18,10.0,0.0,3681.11,22325.57,1,0,,1.00309,0.89231
1073,0,18,12.0,1.0,4782.58,32895.39,1,0,,1.24746,0.72488
1074,0,18,12.0,0.0,4957.43,21646.6,0,1,21107.45,-0.41157,0.62703
1075,0,18,10.0,0.0,4853.15,19543.48,1,0,,-0.70411,0.75786
1076,0,18,11.0,0.0,4841.82,20773.34,1,0,,-1.14386,0.63575
1077,0,18,11.0,0.0,4833.53,30914.26,1,0,,0.86964,0.80267
1078,0,18,12.0,0.0,5009.0,20996.08,1,0,,-1.3039,0.52267
1079,0,18,11.0,0.0,4909.04,29423.07,1,0,,0.73262,0.79301
1080,0,18,12.0,1.0,4176.03,25609.46,0,1,24858.4,0.25228,0.66276
1081,0,18,11.0,0.0,4304.56,19654.47,0,1,19406.89,-1.77767,0.58714
1082,0,18,12.0,0.0,4944.24,29130.94,0,1,29322.88,0.01557,0.65403
1083,0,18,12.0,0.0,4500.49,22580.64,0,1,21142.87,-1.74612,0.48521
1084,0,18,12.0,0.0,4599.88,30574.72,1,0,,0.99232,0.75831
1085,0,18,12.0,0.0,3849.26,19686.6,1,0,,-2.21664,0.46354
1086,0,18,12.0,0.0,3752.67,21667.64,1,0,,-0.849,0.62294
1087,0,18,11.0,0.0,4546.01,22676.29,1,0,,0.04792,0.76015
1088,0,18,12.0,0.0,3866.76,22904.42,1,0,,0.14582,0.7204
1089,0,18,11.0,0.0,4700.28,27076.37,1,0,,0.71994,0.80196
1090,0,18,12.0,0.0,4769.92,33657.47,1,0,,1.544,0.79315
1091,0,18,11.0,0.0,4267.94,23754.36,0,1,25119.87,0.58412,0.80883
1092,0,18,12.0,0.0,4618.73,24205.32,0,1,25452.32,-1.27558,0.53202
1093,0,18,11.0,1.0,3798.38,30933.07,1,0,,0.51849,0.76132
1094,0,18,11.0,1.0,3792.88,29489.05,1,0,,0.34244,0.74907
1095,0,18,12.0,0.0,4621.63,25531.17,1,0,,0.46307,0.7204
1096,0,18,11.0,0.0,4757.81,24209.5,1,0,,0.95977,0.82331
1097,0,18,10.0,0.0,4807.42,14598.89,1,0,,-1.10798,0.73376
1098,0,18,12.0,0.0,3974.5,21265.41,0,1,20161.1,-1.3296,0.55988
1099,0,18,10.0,1.0,4880.16,18893.66,0,1,18926.75,-0.85659,0.69663
1100,0,18,10.0,0.0,3808.52,18420.85,1,0,,-0.48662,0.80628
1101,0,18,11.0,0.0,5201.55,24780.87,1,0,,-0.64775,0.66585
1102,0,18,11.0,0.0,3676.32,28450.12,1,0,,0.28958,0.79239
1103,0,18,12.0,1.0,4885.65,23791.88,1,0,,0.1534,0.63098
1104,0,18,12.0,0.0,4545.97,28403.08,1,0,,0.12535,0.68178
1105,0,18,12.0,1.0,4692.37,31907.75,1,0,,0.30963,0.63296
1106,0,18,12.0,0.0,5061.13,28398.55,0,1,26744.7,0.75292,0.72728
1107,0,18,12.0,0.0,3222.2,30104.77,1,0,,0.87156,0.78777
1108,0,18,11.0,0.0,4721.03,26995.23,0,1,27205.74,0.05743,0.74616
1109,0,18,10.0,0.0,3718.79,27278.61,1,0,,0.81355,0.87633
1110,0,18,11.0,0.0,4633.97,15676.47,1,0,,-1.83877,0.5788
1111,0,18,11.0,1.0,5107.48,25932.43,1,0,,0.33067,0.71511
1112,0,18,12.0,1.0,5359.77,29581.59,1,0,,-0.59437,0.50804
1113,0,18,10.0,0.0,3605.74,19662.77,0,1,18295.55,-0.76579,0.78744
1114,0,18,12.0,0.0,5227.12,24872.39,1,0,,0.17903,0.67285
1115,0,18,12.0,0.0,4801.76,29805.17,1,0,,1.14168,0.76711
1116,0,18,11.0,0.0,4029.81,24867.62,1,0,,-0.4261,0.72756
1117,0,18,12.0,1.0,3880.63,32022.97,1,0,,0.92338,0.72473
1118,0,18,12.0,0.0,4891.94,26006.65,1,0,,0.19796,0.68357
1119,0,18,10.0,0.0,3382.79,25637.57,1,0,,2.02648,0.93175
1120,0,18,12.0,0.0,3603.47,21983.43,0,1,23583.79,-0.95343,0.61586
1121,0,18,12.0,0.0,4387.02,22268.34,1,0,,-0.82003,0.60043
1122,0,18,12.0,0.0,3775.65,26409.73,1,0,,0.75891,0.77087
1123,0,18,11.0,1.0,5343.6,23668.98,0,1,23016.91,-0.25056,0.65265
1124,0,18,12.0,0.0,4623.03,18502.09,0,1,18925.45,-2.2121,0.43696
1125,0,18,12.0,0.0,4550.78,34078.22,1,0,,1.04915,0.75704
1126,0,18,10.0,0.0,5129.85,25280.67,1,0,,0.16539,0.80927
1127,0,18,11.0,0.0,4641.5,19555.3,0,1,20940.99,-1.71202,0.58199
1128,0,18,12.0,0.0,4307.05,36521.5,1,0,,2.92595,0.88565
1129,0,18,10.0,0.0,3366.21,21564.24,1,0,,-0.763,0.79024
1130,0,18,11.0,1.0,4732.84,30074.39,1,0,,2.16182,0.8593
1131,0,18,11.0,0.0,4775.45,23448.41,1,0,,0.76364,0.81017
1132,0,18,11.0,0.0,4891.67,24982.96,0,1,25129.29,-0.04418,0.7362
1133,0,18,12.0,0.0,4466.65,21507.33,0,1,22462.51,-1.07203,0.5702
1134,0,18,11.0,0.0,4755.5,22013.0,1,0,,-0.3025,0.72307
1135,0,18,11.0,0.0,4516.4,21101.2,0,1,19456.28,-0.34473,0.72883
1136,0,18,10.0,0.0,4972.51,21878.69,1,0,,0.97251,0.86974
1137,0,18,11.0,1.0,4655.64,23383.47,0,1,22533.42,-0.42037,0.65987
1138,0,18,11.0,0.0,4824.31,29523.55,1,0,,1.42835,0.84415
1139,0,18,12.0,0.0,5196.08,24206.08,1,0,,-0.14209,0.64106
1140,0,18,10.0,0.0,4885.08,21972.82,1,0,,0.05066,0.81291
1141,0,18,12.0,0.0,3392.95,24789.22,1,0,,0.30783,0.746
1142,0,18,12.0,1.0,3267.02,27044.75,1,0,,0.66517,0.73146
1143,0,18,12.0,0.0,4683.65,23895.64,0,1,24045.13,-0.74836,0.59258
1144,0,18,12.0,1.0,4625.74,29912.69,1,0,,0.51676,0.66351
1145,0,18,11.0,0.0,3783.51,19654.41,1,0,,-1.74287,0.61116
1146,0,18,12.0,1.0,4660.67,26188.67,1,0,,-0.9788,0.50005
1147,0,18,10.0,1.0,4488.21,26446.41,1,0,,-0.20346,0.75341
1148,0,18,12.0,0.0,4804.38,26250.14,0,1,25644.98,-0.88586,0.5649
1149,0,18,10.0,0.0,5026.42,18659.6,1,0,,-0.86398,0.74023
1150,0,18,12.0,0.0,4649.64,23101.9,1,0,,-0.5623,0.6175
1151,0,18,11.0,0.0,4462.8,23912.32,0,1,23725.64,0.20334,0.77322
1152,0,18,11.0,1.0,3571.0,21199.92,1,0,,-2.26787,0.49392
1153,0,18,10.0,0.0,3563.76,21390.61,0,1,20797.67,-0.52944,0.80361
1154,0,18,10.0,1.0,3549.96,23219.93,1,0,,0.00349,0.80298
1155,0,18,12.0,0.0,3685.81,28500.07,1,0,,0.34914,0.73221
1156,0,18,12.0,0.0,3938.88,27426.27,1,0,,1.17008,0.79775
1157,0,18,12.0,1.0,3662.81,26196.91,1,0,,0.82889,0.73642
1158,0,18,12.0,0.0,5053.41,28964.25,1,0,,0.68514,0.71965
1159,0,18,11.0,0.0,4493.35,25382.96,1,0,,0.72016,0.81033
1160,0,18,12.0,0.0,3661.76,20476.71,1,0,,-1.24454,0.58444
1161,0,18,10.0,0.0,4428.76,23082.81,1,0,,0.47167,0.84952
