pair_id,application_id,identity_signal,occupation,employer_climate,state_protection,employer_size,resume_quality,local_unemployment,callback
P196,P196_gay_signal,gay_signal,management,high,1,small,0.3133,0.0704,0
P197,P197_control,control,public,high,1,small,0.7370,0.0623,0
P197,P197_gay_signal,gay_signal,public,high,1,small,0.7370,0.0623,0
P198,P198_control,control,tech,low,1,large,0.5068,0.0681,0
P198,P198_gay_signal,gay_signal,tech,low,1,large,0.5068,0.0681,0
P199,P199_control,control,sales,low,0,medium,0.7763,0.0475,0
P199,P199_gay_signal,gay_signal,sales,low,0,medium,0.7763,0.0475,0
P200,P200_control,control,clerical,middle,1,small,0.6891,0.0619,0
P200,P200_gay_signal,gay_signal,clerical,middle,1,small,0.6891,0.0619,1
P201,P201_control,control,finance,low,0,medium,0.5383,0.0941,0
P201,P201_gay_signal,gay_signal,finance,low,0,medium,0.5383,0.0941,0
P202,P202_control,control,management,middle,1,medium,0.7519,0.0723,0
P202,P202_gay_signal,gay_signal,management,middle,1,medium,0.7519,0.0723,0
P203,P203_control,control,public,high,1,small,0.7380,0.0811,1
P203,P203_gay_signal,gay_signal,public,high,1,small,0.7380,0.0811,1
P204,P204_control,control,tech,middle,1,large,0.3235,0.0612,0
P204,P204_gay_signal,gay_signal,tech,middle,1,large,0.3235,0.0612,1
P205,P205_control,control,sales,middle,0,large,0.6898,0.0655,0
P205,P205_gay_signal,gay_signal,sales,middle,0,large,0.6898,0.0655,1
P206,P206_control,control,clerical,high,1,small,0.5811,0.0499,0
P206,P206_gay_signal,gay_signal,clerical,high,1,small,0.5811,0.0499,0
P207,P207_control,control,finance,middle,1,medium,0.6671,0.0717,1
P207,P207_gay_signal,gay_signal,finance,middle,1,medium,0.6671,0.0717,0
P208,P208_control,control,management,low,0,medium,0.7743,0.0788,0
P208,P208_gay_signal,gay_signal,management,low,0,medium,0.7743,0.0788,0
P209,P209_control,control,public,low,0,large,0.7522,0.0611,0
P209,P209_gay_signal,gay_signal,public,low,0,large,0.7522,0.0611,0
P210,P210_control,control,tech,low,1,small,0.6073,0.0541,0
P210,P210_gay_signal,gay_signal,tech,low,1,small,0.6073,0.0541,0
P211,P211_control,control,sales,low,0,medium,0.5960,0.0502,0
P211,P211_gay_signal,gay_signal,sales,low,0,medium,0.5960,0.0502,0
P212,P212_control,control,clerical,low,0,large,0.5335,0.0718,1
P212,P212_gay_signal,gay_signal,clerical,low,0,large,0.5335,0.0718,0
P213,P213_control,control,finance,middle,0,large,0.8080,0.0592,0
P213,P213_gay_signal,gay_signal,finance,middle,0,large,0.8080,0.0592,1
P214,P214_control,control,management,middle,1,small,0.8800,0.0545,1
P214,P214_gay_signal,gay_signal,management,middle,1,small,0.8800,0.0545,0
P215,P215_control,control,public,middle,0,large,0.5271,0.0585,1
P215,P215_gay_signal,gay_signal,public,middle,0,large,0.5271,0.0585,1
P216,P216_control,control,tech,low,0,large,0.6549,0.0581,1
P216,P216_gay_signal,gay_signal,tech,low,0,large,0.6549,0.0581,0
P217,P217_control,control,sales,low,0,small,0.7920,0.0561,1
P217,P217_gay_signal,gay_signal,sales,low,0,small,0.7920,0.0561,1
P218,P218_control,control,clerical,high,1,large,0.6307,0.0791,1
P218,P218_gay_signal,gay_signal,clerical,high,1,large,0.6307,0.0791,1
P219,P219_control,control,finance,low,0,medium,0.6320,0.0300,0
P219,P219_gay_signal,gay_signal,finance,low,0,medium,0.6320,0.0300,0
P220,P220_control,control,management,middle,0,medium,0.6035,0.0571,1
P220,P220_gay_signal,gay_signal,management,middle,0,medium,0.6035,0.0571,1
P221,P221_control,control,public,low,1,large,0.4962,0.0601,1
P221,P221_gay_signal,gay_signal,public,low,1,large,0.4962,0.0601,0
P222,P222_control,control,tech,high,1,small,0.6926,0.0978,0
P222,P222_gay_signal,gay_signal,tech,high,1,small,0.6926,0.0978,0
P223,P223_control,control,sales,high,0,large,0.8220,0.0723,1
P223,P223_gay_signal,gay_signal,sales,high,0,large,0.8220,0.0723,0
P224,P224_control,control,clerical,high,0,medium,0.6318,0.0516,1
P224,P224_gay_signal,gay_signal,clerical,high,0,medium,0.6318,0.0516,0
P225,P225_control,control,finance,low,1,medium,0.3310,0.0415,0
P225,P225_gay_signal,gay_signal,finance,low,1,medium,0.3310,0.0415,0
P226,P226_control,control,management,middle,1,small,0.7240,0.0632,0
P226,P226_gay_signal,gay_signal,management,middle,1,small,0.7240,0.0632,1
P227,P227_control,control,public,middle,1,medium,0.5936,0.0810,1
P227,P227_gay_signal,gay_signal,public,middle,1,medium,0.5936,0.0810,0
P228,P228_control,control,tech,middle,1,small,0.5620,0.0636,0
P228,P228_gay_signal,gay_signal,tech,middle,1,small,0.5620,0.0636,0
P229,P229_control,control,sales,middle,1,small,0.5214,0.0884,1
P229,P229_gay_signal,gay_signal,sales,middle,1,small,0.5214,0.0884,0
P230,P230_control,control,clerical,high,1,medium,0.5060,0.0710,1
P230,P230_gay_signal,gay_signal,clerical,high,1,medium,0.5060,0.0710,0
P231,P231_control,control,finance,high,1,small,0.5868,0.0555,1
P231,P231_gay_signal,gay_signal,finance,high,1,small,0.5868,0.0555,1
P232,P232_control,control,management,middle,0,medium,0.6924,0.0706,0
P232,P232_gay_signal,gay_signal,management,middle,0,medium,0.6924,0.0706,1
P233,P233_control,control,public,middle,1,small,0.5431,0.0616,1
P233,P233_gay_signal,gay_signal,public,middle,1,small,0.5431,0.0616,1
P234,P234_control,control,tech,middle,0,small,0.5843,0.0399,0
P234,P234_gay_signal,gay_signal,tech,middle,0,small,0.5843,0.0399,0
P235,P235_control,control,sales,high,1,medium,0.6694,0.0365,1
P235,P235_gay_signal,gay_signal,sales,high,1,medium,0.6694,0.0365,0
P236,P236_control,control,clerical,high,1,medium,0.3922,0.0706,1
P236,P236_gay_signal,gay_signal,clerical,high,1,medium,0.3922,0.0706,0
P237,P237_control,control,finance,middle,0,large,0.6606,0.0667,0
P237,P237_gay_signal,gay_signal,finance,middle,0,large,0.6606,0.0667,0
P238,P238_control,control,management,high,1,small,0.9126,0.0462,0
P238,P238_gay_signal,gay_signal,management,high,1,small,0.9126,0.0462,1
P239,P239_control,control,public,low,0,large,0.5488,0.0779,1
P239,P239_gay_signal,gay_signal,public,low,0,large,0.5488,0.0779,0
P240,P240_control,control,tech,high,1,large,0.5205,0.0484,1
P240,P240_gay_signal,gay_signal,tech,high,1,large,0.5205,0.0484,0
P241,P241_control,control,sales,high,1,medium,0.7143,0.0886,1
P241,P241_gay_signal,gay_signal,sales,high,1,medium,0.7143,0.0886,1
P242,P242_control,control,clerical,low,1,medium,0.7170,0.0562,0
P242,P242_gay_signal,gay_signal,clerical,low,1,medium,0.7170,0.0562,1
P243,P243_control,control,finance,middle,0,large,0.8431,0.0622,0
P243,P243_gay_signal,gay_signal,finance,middle,0,large,0.8431,0.0622,0
P244,P244_control,control,management,middle,1,large,0.6686,0.0742,1
P244,P244_gay_signal,gay_signal,management,middle,1,large,0.6686,0.0742,0
P245,P245_control,control,public,middle,0,large,0.5507,0.0835,0
P245,P245_gay_signal,gay_signal,public,middle,0,large,0.5507,0.0835,1
P246,P246_control,control,tech,low,1,medium,0.4442,0.0939,1
P246,P246_gay_signal,gay_signal,tech,low,1,medium,0.4442,0.0939,1
P247,P247_control,control,sales,high,1,large,0.4503,0.0951,1
P247,P247_gay_signal,gay_signal,sales,high,1,large,0.4503,0.0951,1
P248,P248_control,control,clerical,low,0,small,0.5529,0.0387,1
P248,P248_gay_signal,gay_signal,clerical,low,0,small,0.5529,0.0387,1
P249,P249_control,control,finance,middle,0,medium,0.6337,0.0677,0
P249,P249_gay_signal,gay_signal,finance,middle,0,medium,0.6337,0.0677,0
P250,P250_control,control,management,middle,1,medium,0.5615,0.0485,0
P250,P250_gay_signal,gay_signal,management,middle,1,medium,0.5615,0.0485,0
P251,P251_control,control,public,low,0,small,0.7553,0.0684,1
P251,P251_gay_signal,gay_signal,public,low,0,small,0.7553,0.0684,0
P252,P252_control,control,tech,middle,0,small,0.7379,0.0717,1
P252,P252_gay_signal,gay_signal,tech,middle,0,small,0.7379,0.0717,0
P253,P253_control,control,sales,high,1,large,0.6249,0.0733,0
P253,P253_gay_signal,gay_signal,sales,high,1,large,0.6249,0.0733,1
P254,P254_control,control,clerical,high,0,medium,0.3193,0.0744,0
P254,P254_gay_signal,gay_signal,clerical,high,0,medium,0.3193,0.0744,1
P255,P255_control,control,finance,middle,0,small,0.6065,0.0677,1
P255,P255_gay_signal,gay_signal,finance,middle,0,small,0.6065,0.0677,0
P256,P256_control,control,management,low,1,small,0.6975,0.0518,1
P256,P256_gay_signal,gay_signal,management,low,1,small,0.6975,0.0518,1
P257,P257_control,control,public,high,0,medium,0.4405,0.0462,0
P257,P257_gay_signal,gay_signal,public,high,0,medium,0.4405,0.0462,0
P258,P258_control,control,tech,low,1,large,0.6538,0.0834,0
P258,P258_gay_signal,gay_signal,tech,low,1,large,0.6538,0.0834,0
P259,P259_control,control,sales,middle,0,large,0.3800,0.0572,0
P259,P259_gay_signal,gay_signal,sales,middle,0,large,0.3800,0.0572,1
P260,P260_control,control,clerical,high,1,medium,0.7116,0.0923,0
P260,P260_gay_signal,gay_signal,clerical,high,1,medium,0.7116,0.0923,0
P261,P261_control,control,finance,middle,0,medium,0.7052,0.0569,0
P261,P261_gay_signal,gay_signal,finance,middle,0,medium,0.7052,0.0569,0
P262,P262_control,control,management,middle,1,medium,0.4132,0.0420,0
P262,P262_gay_signal,gay_signal,management,middle,1,medium,0.4132,0.0420,0
P263,P263_control,control,public,middle,0,large,0.4901,0.0587,1
P263,P263_gay_signal,gay_signal,public,middle,0,large,0.4901,0.0587,0
P264,P264_control,control,tech,high,1,small,0.4819,0.0332,0
P264,P264_gay_signal,gay_signal,tech,high,1,small,0.4819,0.0332,0
P265,P265_control,control,sales,low,1,small,0.5036,0.0603,1
P265,P265_gay_signal,gay_signal,sales,low,1,small,0.5036,0.0603,0
P266,P266_control,control,clerical,low,0,large,0.6124,0.0403,0
P266,P266_gay_signal,gay_signal,clerical,low,0,large,0.6124,0.0403,0
P267,P267_control,control,finance,low,0,small,0.5873,0.0603,1
P267,P267_gay_signal,gay_signal,finance,low,0,small,0.5873,0.0603,0
P268,P268_control,control,management,high,1,large,0.5714,0.0832,1
P268,P268_gay_signal,gay_signal,management,high,1,large,0.5714,0.0832,1
P269,P269_control,control,public,high,1,medium,0.7898,0.0700,1
P269,P269_gay_signal,gay_signal,public,high,1,medium,0.7898,0.0700,0
P270,P270_control,control,tech,low,1,small,0.6835,0.0795,0
P270,P270_gay_signal,gay_signal,tech,low,1,small,0.6835,0.0795,0
P271,P271_control,control,sales,low,1,large,0.6070,0.0560,0
P271,P271_gay_signal,gay_signal,sales,low,1,large,0.6070,0.0560,0
P272,P272_control,control,clerical,middle,1,large,0.5474,0.0598,1
P272,P272_gay_signal,gay_signal,clerical,middle,1,large,0.5474,0.0598,0
P273,P273_control,control,finance,middle,0,medium,0.8041,0.0816,1
P273,P273_gay_signal,gay_signal,finance,middle,0,medium,0.8041,0.0816,0
P274,P274_control,control,management,high,1,medium,0.5729,0.0558,1
P274,P274_gay_signal,gay_signal,management,high,1,medium,0.5729,0.0558,0
P275,P275_control,control,public,middle,1,large,0.5526,0.0678,0
P275,P275_gay_signal,gay_signal,public,middle,1,large,0.5526,0.0678,1
P276,P276_control,control,tech,low,1,small,0.7316,0.0357,0
P276,P276_gay_signal,gay_signal,tech,low,1,small,0.7316,0.0357,1
P277,P277_control,control,sales,low,1,large,0.7819,0.0795,1
P277,P277_gay_signal,gay_signal,sales,low,1,large,0.7819,0.0795,0
P278,P278_control,control,clerical,low,1,small,0.5973,0.0787,0
P278,P278_gay_signal,gay_signal,clerical,low,1,small,0.5973,0.0787,0
P279,P279_control,control,finance,middle,1,medium,0.5728,0.0794,0
P279,P279_gay_signal,gay_signal,finance,middle,1,medium,0.5728,0.0794,0
P280,P280_control,control,management,middle,0,small,0.6106,0.0745,1
P280,P280_gay_signal,gay_signal,management,middle,0,small,0.6106,0.0745,1
P281,P281_control,control,public,low,0,medium,0.6635,0.0718,0
P281,P281_gay_signal,gay_signal,public,low,0,medium,0.6635,0.0718,0
P282,P282_control,control,tech,high,1,large,0.5823,0.0693,0
P282,P282_gay_signal,gay_signal,tech,high,1,large,0.5823,0.0693,1
P283,P283_control,control,sales,low,0,medium,0.8802,0.0814,1
P283,P283_gay_signal,gay_signal,sales,low,0,medium,0.8802,0.0814,0
P284,P284_control,control,clerical,low,0,medium,0.8236,0.0785,0
P284,P284_gay_signal,gay_signal,clerical,low,0,medium,0.8236,0.0785,0
P285,P285_control,control,finance,low,0,large,0.4390,0.0455,0
P285,P285_gay_signal,gay_signal,finance,low,0,large,0.4390,0.0455,0
P286,P286_control,control,management,low,1,small,0.3876,0.0616,1
P286,P286_gay_signal,gay_signal,management,low,1,small,0.3876,0.0616,1
P287,P287_control,control,public,high,1,medium,0.6739,0.0573,0
P287,P287_gay_signal,gay_signal,public,high,1,medium,0.6739,0.0573,0
P288,P288_control,control,tech,low,0,medium,0.7211,0.0819,0
P288,P288_gay_signal,gay_signal,tech,low,0,medium,0.7211,0.0819,0
P289,P289_control,control,sales,high,1,large,0.6245,0.0883,0
P289,P289_gay_signal,gay_signal,sales,high,1,large,0.6245,0.0883,0
P290,P290_control,control,clerical,low,0,medium,0.9029,0.0546,1
P290,P290_gay_signal,gay_signal,clerical,low,0,medium,0.9029,0.0546,0
P291,P291_control,control,finance,low,1,small,0.5810,0.0740,0
P291,P291_gay_signal,gay_signal,finance,low,1,small,0.5810,0.0740,0
P292,P292_control,control,management,middle,0,small,0.4731,0.0697,1
P292,P292_gay_signal,gay_signal,management,middle,0,small,0.4731,0.0697,0
P293,P293_control,control,public,high,1,large,0.3955,0.0382,0
P293,P293_gay_signal,gay_signal,public,high,1,large,0.3955,0.0382,0
P294,P294_control,control,tech,middle,0,large,0.5589,0.0421,1
P294,P294_gay_signal,gay_signal,tech,middle,0,large,0.5589,0.0421,0
P295,P295_control,control,sales,low,0,small,0.6001,0.0622,0
P295,P295_gay_signal,gay_signal,sales,low,0,small,0.6001,0.0622,1
P296,P296_control,control,clerical,middle,0,large,0.6002,0.0951,1
P296,P296_gay_signal,gay_signal,clerical,middle,0,large,0.6002,0.0951,1
P297,P297_control,control,finance,high,1,large,0.6954,0.0890,1
P297,P297_gay_signal,gay_signal,finance,high,1,large,0.6954,0.0890,0
P298,P298_control,control,management,high,1,small,0.5610,0.0475,0
P298,P298_gay_signal,gay_signal,management,high,1,small,0.5610,0.0475,1
P299,P299_control,control,public,low,1,small,0.6806,0.0515,1
P299,P299_gay_signal,gay_signal,public,low,1,small,0.6806,0.0515,1
P300,P300_control,control,tech,high,1,medium,0.6147,0.0673,0
P300,P300_gay_signal,gay_signal,tech,high,1,medium,0.6147,0.0673,0
P301,P301_control,control,sales,middle,0,small,0.5324,0.0978,0
P301,P301_gay_signal,gay_signal,sales,middle,0,small,0.5324,0.0978,0
P302,P302_control,control,clerical,low,0,medium,0.4553,0.0697,0
P302,P302_gay_signal,gay_signal,clerical,low,0,medium,0.4553,0.0697,1
P303,P303_control,control,finance,middle,0,small,0.5746,0.0545,0
P303,P303_gay_signal,gay_signal,finance,middle,0,small,0.5746,0.0545,0
P304,P304_control,control,management,middle,0,small,0.6844,0.0559,0
P304,P304_gay_signal,gay_signal,management,middle,0,small,0.6844,0.0559,1
P305,P305_control,control,public,high,1,small,0.8048,0.0948,1
P305,P305_gay_signal,gay_signal,public,high,1,small,0.8048,0.0948,0
P306,P306_control,control,tech,low,0,large,0.4637,0.0873,0
P306,P306_gay_signal,gay_signal,tech,low,0,large,0.4637,0.0873,0
P307,P307_control,control,sales,middle,0,medium,0.5797,0.0510,1
P307,P307_gay_signal,gay_signal,sales,middle,0,medium,0.5797,0.0510,1
P308,P308_control,control,clerical,middle,1,large,0.5381,0.0552,1
P308,P308_gay_signal,gay_signal,clerical,middle,1,large,0.5381,0.0552,1
P309,P309_control,control,finance,high,1,small,0.4260,0.0942,1
P309,P309_gay_signal,gay_signal,finance,high,1,small,0.4260,0.0942,0
P310,P310_control,control,management,low,0,large,0.8025,0.0605,1
P310,P310_gay_signal,gay_signal,management,low,0,large,0.8025,0.0605,0
P311,P311_control,control,public,low,1,small,0.7875,0.0552,1
P311,P311_gay_signal,gay_signal,public,low,1,small,0.7875,0.0552,1
P312,P312_control,control,tech,middle,1,small,0.3421,0.0688,0
P312,P312_gay_signal,gay_signal,tech,middle,1,small,0.3421,0.0688,0
P313,P313_control,control,sales,high,1,small,0.5617,0.0851,1
P313,P313_gay_signal,gay_signal,sales,high,1,small,0.5617,0.0851,0
P314,P314_control,control,clerical,low,0,small,0.7335,0.0589,0
P314,P314_gay_signal,gay_signal,clerical,low,0,small,0.7335,0.0589,0
P315,P315_control,control,finance,low,0,medium,0.7598,0.0700,0
P315,P315_gay_signal,gay_signal,finance,low,0,medium,0.7598,0.0700,1
P316,P316_control,control,management,low,0,small,0.7222,0.0506,0
P316,P316_gay_signal,gay_signal,management,low,0,small,0.7222,0.0506,0
P317,P317_control,control,public,high,0,small,0.4173,0.0536,0
P317,P317_gay_signal,gay_signal,public,high,0,small,0.4173,0.0536,0
P318,P318_control,control,tech,middle,0,medium,0.5693,0.0829,1
P318,P318_gay_signal,gay_signal,tech,middle,0,medium,0.5693,0.0829,0
P319,P319_control,control,sales,low,0,small,0.5443,0.0499,1
P319,P319_gay_signal,gay_signal,sales,low,0,small,0.5443,0.0499,0
P320,P320_control,control,clerical,middle,0,medium,0.6719,0.0751,1
P320,P320_gay_signal,gay_signal,clerical,middle,0,medium,0.6719,0.0751,0
P321,P321_control,control,finance,middle,0,medium,0.6565,0.0582,0
P321,P321_gay_signal,gay_signal,finance,middle,0,medium,0.6565,0.0582,0
P322,P322_control,control,management,low,0,medium,0.6707,0.0729,0
P322,P322_gay_signal,gay_signal,management,low,0,medium,0.6707,0.0729,1
P323,P323_control,control,public,high,1,small,0.5706,0.0686,0
P323,P323_gay_signal,gay_signal,public,high,1,small,0.5706,0.0686,1
P324,P324_control,control,tech,high,1,small,0.9084,0.0549,1
P324,P324_gay_signal,gay_signal,tech,high,1,small,0.9084,0.0549,0
P325,P325_control,control,sales,low,0,large,0.4442,0.0654,0
P325,P325_gay_signal,gay_signal,sales,low,0,large,0.4442,0.0654,0
P326,P326_control,control,clerical,high,0,medium,0.6283,0.0582,1
P326,P326_gay_signal,gay_signal,clerical,high,0,medium,0.6283,0.0582,1
P327,P327_control,control,finance,low,0,medium,0.5041,0.0483,0
P327,P327_gay_signal,gay_signal,finance,low,0,medium,0.5041,0.0483,1
P328,P328_control,control,management,middle,1,large,0.5721,0.0696,1
P328,P328_gay_signal,gay_signal,management,middle,1,large,0.5721,0.0696,0
P329,P329_control,control,public,middle,0,small,0.5235,0.0606,1
P329,P329_gay_signal,gay_signal,public,middle,0,small,0.5235,0.0606,0
P330,P330_control,control,tech,middle,1,large,0.4262,0.0716,1
P330,P330_gay_signal,gay_signal,tech,middle,1,large,0.4262,0.0716,0
P331,P331_control,control,sales,middle,1,small,0.6600,0.0657,1
P331,P331_gay_signal,gay_signal,sales,middle,1,small,0.6600,0.0657,0
P332,P332_control,control,clerical,high,1,small,0.6042,0.0537,0
P332,P332_gay_signal,gay_signal,clerical,high,1,small,0.6042,0.0537,1
P333,P333_control,control,finance,high,1,small,0.5840,0.0481,1
P333,P333_gay_signal,gay_signal,finance,high,1,small,0.5840,0.0481,0
P334,P334_control,control,management,middle,1,medium,0.8100,0.0723,1
P334,P334_gay_signal,gay_signal,management,middle,1,medium,0.8100,0.0723,0
P335,P335_control,control,public,high,0,medium,0.7567,0.0763,0
P335,P335_gay_signal,gay_signal,public,high,0,medium,0.7567,0.0763,0
P336,P336_control,control,tech,low,1,small,0.6363,0.0639,0
P336,P336_gay_signal,gay_signal,tech,low,1,small,0.6363,0.0639,1
P337,P337_control,control,sales,low,0,medium,0.4476,0.0618,0
P337,P337_gay_signal,gay_signal,sales,low,0,medium,0.4476,0.0618,0
P338,P338_control,control,clerical,low,0,small,0.6620,0.0784,0
P338,P338_gay_signal,gay_signal,clerical,low,0,small,0.6620,0.0784,0
P339,P339_control,control,finance,middle,1,medium,0.4812,0.0723,0
P339,P339_gay_signal,gay_signal,finance,middle,1,medium,0.4812,0.0723,1
P340,P340_control,control,management,middle,1,medium,0.4924,0.0702,0
P340,P340_gay_signal,gay_signal,management,middle,1,medium,0.4924,0.0702,0
P341,P341_control,control,public,high,1,small,0.7657,0.1057,0
P341,P341_gay_signal,gay_signal,public,high,1,small,0.7657,0.1057,1
P342,P342_control,control,tech,high,1,large,0.6656,0.0700,1
P342,P342_gay_signal,gay_signal,tech,high,1,large,0.6656,0.0700,1
P343,P343_control,control,sales,low,0,small,0.7794,0.0735,1
P343,P343_gay_signal,gay_signal,sales,low,0,small,0.7794,0.0735,0
P344,P344_control,control,clerical,high,1,medium,0.6923,0.0583,0
P344,P344_gay_signal,gay_signal,clerical,high,1,medium,0.6923,0.0583,1
P345,P345_control,control,finance,high,1,small,0.5234,0.0902,1
P345,P345_gay_signal,gay_signal,finance,high,1,small,0.5234,0.0902,0
P346,P346_control,control,management,middle,0,medium,0.7553,0.0789,1
P346,P346_gay_signal,gay_signal,management,middle,0,medium,0.7553,0.0789,1
P347,P347_control,control,public,middle,1,small,0.4369,0.0614,0
P347,P347_gay_signal,gay_signal,public,middle,1,small,0.4369,0.0614,0
P348,P348_control,control,tech,low,0,large,0.6325,0.0606,0
P348,P348_gay_signal,gay_signal,tech,low,0,large,0.6325,0.0606,0
P349,P349_control,control,sales,low,0,small,0.4463,0.0874,0
P349,P349_gay_signal,gay_signal,sales,low,0,small,0.4463,0.0874,0
P350,P350_control,control,clerical,low,0,medium,0.6960,0.0835,0
P350,P350_gay_signal,gay_signal,clerical,low,0,medium,0.6960,0.0835,0
P351,P351_control,control,finance,low,0,small,0.6317,0.0435,0
P351,P351_gay_signal,gay_signal,finance,low,0,small,0.6317,0.0435,1
P352,P352_control,control,management,middle,0,small,0.6203,0.0592,0
P352,P352_gay_signal,gay_signal,management,middle,0,small,0.6203,0.0592,1
P353,P353_control,control,public,high,0,medium,0.6584,0.0678,1
P353,P353_gay_signal,gay_signal,public,high,0,medium,0.6584,0.0678,1
P354,P354_control,control,tech,low,0,large,0.7131,0.0478,1
P354,P354_gay_signal,gay_signal,tech,low,0,large,0.7131,0.0478,0
P355,P355_control,control,sales,low,1,small,0.6336,0.0500,1
P355,P355_gay_signal,gay_signal,sales,low,1,small,0.6336,0.0500,1
P356,P356_control,control,clerical,low,0,medium,0.4060,0.0625,1
P356,P356_gay_signal,gay_signal,clerical,low,0,medium,0.4060,0.0625,1
P357,P357_control,control,finance,middle,1,small,0.5513,0.0591,1
P357,P357_gay_signal,gay_signal,finance,middle,1,small,0.5513,0.0591,0
P358,P358_control,control,management,low,0,medium,0.7117,0.0781,1
P358,P358_gay_signal,gay_signal,management,low,0,medium,0.7117,0.0781,0
P359,P359_control,control,public,middle,0,medium,0.6079,0.0591,1
P359,P359_gay_signal,gay_signal,public,middle,0,medium,0.6079,0.0591,0
P360,P360_control,control,tech,low,0,medium,0.6795,0.0798,0
P360,P360_gay_signal,gay_signal,tech,low,0,medium,0.6795,0.0798,0
