worker_id,event_year,affected,baseline_capacity,firm_accommodation_capacity,household_buffer,program_access,high_skill_job,flexible_job,severity,capacity_index,accommodation,benefit_receipt,job_mobility,employment,hours,earnings,consumption,welfare_index
worker_024,1,0,0.952,0.36,0.25,0.39,0,1,0.0,0.952,0,0,0.05,0.957,40.2,108.216,98.826,0.878
worker_024,2,0,0.952,0.36,0.25,0.39,0,1,0.0,0.952,0,0,0.065,0.956,40.2,110.026,99.586,0.877
worker_024,3,0,0.952,0.36,0.25,0.39,0,1,0.0,0.952,0,0,0.08,0.955,40.2,111.832,100.345,0.876
worker_024,4,0,0.952,0.36,0.25,0.39,0,1,0.0,0.952,0,0,0.095,0.954,40.2,113.635,101.102,0.875
worker_024,5,0,0.952,0.36,0.25,0.39,0,1,0.0,0.952,0,0,0.11,0.953,40.2,115.434,101.857,0.875
worker_025,-3,1,0.908,0.44,0.32,0.48,1,0,0.0,0.908,0,0,0.035,0.918,38.0,100.108,94.685,0.884
worker_025,-2,1,0.908,0.44,0.32,0.48,1,0,0.0,0.908,0,0,0.035,0.918,38.0,101.917,95.445,0.884
worker_025,-1,1,0.908,0.44,0.32,0.48,1,0,0.08,0.87,0,0,0.046,0.877,36.56,95.374,92.097,0.854
worker_025,0,1,0.908,0.44,0.32,0.48,1,0,0.36,0.735,0,0,0.145,0.731,31.52,69.741,80.351,0.749
worker_025,1,1,0.908,0.44,0.32,0.48,1,0,0.395,0.718,0,0,0.165,0.713,30.89,67.741,79.249,0.735
worker_025,2,1,0.908,0.44,0.32,0.48,1,0,0.43,0.672,0,1,0.185,0.514,24.86,39.979,85.326,0.672
worker_025,3,1,0.908,0.44,0.32,0.48,1,0,0.465,0.655,0,1,0.205,0.495,24.23,38.171,84.304,0.658
worker_025,4,1,0.908,0.44,0.32,0.48,1,0,0.5,0.638,0,1,0.225,0.477,23.6,36.358,83.28,0.644
worker_025,5,1,0.908,0.44,0.32,0.48,1,0,0.5,0.638,0,1,0.24,0.476,23.6,36.871,83.496,0.644
worker_026,-3,1,0.904,0.52,0.39,0.57,1,1,0.0,0.904,0,0,0.035,0.958,40.2,115.061,101.105,0.889
worker_026,-2,1,0.904,0.52,0.39,0.57,1,1,0.0,0.904,0,0,0.035,0.958,40.2,117.14,101.979,0.889
worker_026,-1,1,0.904,0.52,0.39,0.57,1,1,0.08,0.866,0,0,0.046,0.917,38.76,110.068,98.409,0.86
worker_026,0,1,0.904,0.52,0.39,0.57,1,1,0.38,0.722,0,0,0.088,0.765,33.36,80.359,85.046,0.75
worker_026,1,1,0.904,0.52,0.39,0.57,1,1,0.415,0.785,1,0,0.068,0.858,36.33,99.921,92.999,0.828
worker_026,2,1,0.904,0.52,0.39,0.57,1,1,0.45,0.738,1,1,0.088,0.66,30.3,65.126,96.123,0.765
worker_026,3,1,0.904,0.52,0.39,0.57,1,1,0.485,0.721,1,1,0.108,0.641,29.67,62.992,94.964,0.751
worker_026,4,1,0.904,0.52,0.39,0.57,1,1,0.52,0.704,1,1,0.128,0.622,29.04,60.832,93.794,0.738
worker_026,5,1,0.904,0.52,0.39,0.57,1,1,0.52,0.704,1,1,0.143,0.621,29.04,61.719,94.167,0.737
worker_027,-3,0,0.9,0.6,0.46,0.12,0,0,0.0,0.9,0,0,0.035,0.918,38.0,67.73,81.367,0.895
worker_027,-2,0,0.9,0.6,0.46,0.12,0,0,0.0,0.9,0,0,0.035,0.918,38.0,69.019,81.908,0.895
worker_027,-1,0,0.9,0.6,0.46,0.12,0,0,0.0,0.9,0,0,0.035,0.918,38.0,70.307,82.449,0.895
worker_027,0,0,0.9,0.6,0.46,0.12,0,0,0.0,0.9,0,0,0.095,0.914,38.0,71.315,84.482,0.892
worker_027,1,0,0.9,0.6,0.46,0.12,0,0,0.0,0.9,0,0,0.11,0.913,38.0,72.528,84.992,0.891
worker_027,2,0,0.9,0.6,0.46,0.12,0,0,0.0,0.9,0,0,0.125,0.913,38.0,73.737,85.5,0.891
worker_027,3,0,0.9,0.6,0.46,0.12,0,0,0.0,0.9,0,0,0.14,0.912,38.0,74.944,86.007,0.89
worker_027,4,0,0.9,0.6,0.46,0.12,0,0,0.0,0.9,0,0,0.155,0.911,38.0,76.149,86.513,0.889
worker_027,5,0,0.9,0.6,0.46,0.12,0,0,0.0,0.9,0,0,0.17,0.91,38.0,77.351,87.018,0.888
worker_028,-3,1,0.896,0.68,0.53,0.21,0,1,0.0,0.896,0,0,0.035,0.958,40.2,79.087,86.277,0.901
worker_028,-2,1,0.896,0.68,0.53,0.21,0,1,0.0,0.896,0,0,0.035,0.958,40.2,80.592,86.909,0.901
worker_028,-1,1,0.896,0.68,0.53,0.21,0,1,0.08,0.858,0,0,0.046,0.917,38.76,75.795,84.294,0.871
worker_028,0,1,0.896,0.68,0.53,0.21,0,1,0.34,0.733,0,0,0.083,0.785,34.08,58.085,76.761,0.776
worker_028,1,1,0.896,0.68,0.53,0.21,0,1,0.375,0.796,1,0,0.062,0.879,37.05,71.957,82.324,0.854
worker_028,2,1,0.896,0.68,0.53,0.21,0,1,0.41,0.779,1,0,0.082,0.86,36.42,70.453,81.43,0.841
worker_028,3,1,0.896,0.68,0.53,0.21,0,1,0.445,0.762,1,0,0.102,0.841,35.79,68.906,80.518,0.827
worker_028,4,1,0.896,0.68,0.53,0.21,0,1,0.48,0.746,1,0,0.122,0.823,35.16,67.319,79.589,0.813
worker_028,5,1,0.896,0.68,0.53,0.21,0,1,0.48,0.746,1,0,0.137,0.822,35.16,68.375,80.032,0.813
worker_029,-3,1,0.892,0.76,0.6,0.3,0,0,0.0,0.892,0,0,0.035,0.918,38.0,75.545,84.929,0.906
worker_029,-2,1,0.892,0.76,0.6,0.3,0,0,0.0,0.892,0,0,0.035,0.918,38.0,76.982,85.533,0.906
worker_029,-1,1,0.892,0.76,0.6,0.3,0,0,0.08,0.854,0,0,0.046,0.877,36.56,72.105,82.884,0.877
worker_029,0,1,0.892,0.76,0.6,0.3,0,0,0.36,0.719,0,0,0.145,0.731,31.52,52.772,74.764,0.771
worker_029,1,1,0.892,0.76,0.6,0.3,0,0,0.395,0.782,1,0,0.125,0.825,34.49,66.316,80.19,0.85
worker_029,2,1,0.892,0.76,0.6,0.3,0,0,0.43,0.766,1,0,0.145,0.806,33.86,64.755,79.272,0.836
worker_029,3,1,0.892,0.76,0.6,0.3,0,0,0.465,0.749,1,0,0.165,0.788,33.23,63.155,78.338,0.822
worker_029,4,1,0.892,0.76,0.6,0.3,0,0,0.5,0.702,1,1,0.185,0.589,27.2,39.313,86.062,0.759
worker_029,5,1,0.892,0.76,0.6,0.3,0,0,0.5,0.702,1,1,0.2,0.588,27.2,39.912,86.313,0.758
worker_030,-3,0,0.848,0.2,0.18,0.39,1,1,0.0,0.848,0,0,0.035,0.958,40.2,92.351,91.148,0.873
worker_030,-2,0,0.848,0.2,0.18,0.39,1,1,0.0,0.848,0,0,0.035,0.958,40.2,94.02,91.849,0.873
worker_030,-1,0,0.848,0.2,0.18,0.39,1,1,0.0,0.848,0,0,0.035,0.958,40.2,95.689,92.55,0.873
worker_030,0,0,0.848,0.2,0.18,0.39,1,1,0.0,0.848,0,0,0.035,0.958,40.2,97.358,93.88,0.873
worker_030,1,0,0.848,0.2,0.18,0.39,1,1,0.0,0.848,0,0,0.05,0.957,40.2,98.934,94.542,0.872
worker_030,2,0,0.848,0.2,0.18,0.39,1,1,0.0,0.848,0,0,0.065,0.956,40.2,100.507,95.203,0.871
worker_030,3,0,0.848,0.2,0.18,0.39,1,1,0.0,0.848,0,0,0.08,0.955,40.2,102.077,95.862,0.87
worker_030,4,0,0.848,0.2,0.18,0.39,1,1,0.0,0.848,0,0,0.095,0.954,40.2,103.643,96.52,0.87
worker_030,5,0,0.848,0.2,0.18,0.39,1,1,0.0,0.848,0,0,0.11,0.953,40.2,105.207,97.177,0.869
worker_031,-3,1,0.844,0.28,0.25,0.48,1,0,0.0,0.844,0,0,0.035,0.918,38.0,87.766,89.362,0.878
worker_031,-2,1,0.844,0.28,0.25,0.48,1,0,0.0,0.844,0,0,0.035,0.918,38.0,89.352,90.028,0.878
worker_031,-1,1,0.844,0.28,0.25,0.48,1,0,0.08,0.806,0,0,0.046,0.877,36.56,83.615,87.018,0.849
worker_031,0,1,0.844,0.28,0.25,0.48,1,0,0.4,0.652,0,0,0.151,0.711,30.8,58.085,74.771,0.728
worker_031,1,1,0.844,0.28,0.25,0.48,1,0,0.435,0.635,0,0,0.171,0.692,30.17,56.35,73.78,0.715
worker_031,2,1,0.844,0.28,0.25,0.48,1,0,0.47,0.588,0,1,0.191,0.494,24.14,32.688,81.579,0.651
worker_031,3,1,0.844,0.28,0.25,0.48,1,0,0.505,0.572,0,1,0.211,0.475,23.51,31.137,80.665,0.638
worker_031,4,1,0.844,0.28,0.25,0.48,1,0,0.54,0.555,0,1,0.231,0.456,22.88,29.584,79.75,0.624
worker_031,5,1,0.844,0.28,0.25,0.48,1,0,0.54,0.555,0,1,0.246,0.455,22.88,29.999,79.925,0.623
worker_032,-3,1,0.936,0.36,0.32,0.57,0,1,0.0,0.936,0,0,0.035,0.958,40.2,96.343,93.104,0.884
worker_032,-2,1,0.936,0.36,0.32,0.57,0,1,0.0,0.936,0,0,0.035,0.958,40.2,98.176,93.874,0.884
worker_032,-1,1,0.936,0.36,0.32,0.57,0,1,0.08,0.898,0,0,0.046,0.917,38.76,92.333,90.82,0.854
worker_032,0,1,0.936,0.36,0.32,0.57,0,1,0.34,0.773,0,0,0.083,0.785,34.08,70.758,80.928,0.759
worker_032,1,1,0.936,0.36,0.32,0.57,0,1,0.375,0.756,0,0,0.103,0.766,33.45,69.017,79.934,0.745
worker_032,2,1,0.936,0.36,0.32,0.57,0,1,0.41,0.709,0,1,0.122,0.568,27.42,42.648,86.597,0.682
worker_032,3,1,0.936,0.36,0.32,0.57,0,1,0.445,0.692,0,1,0.142,0.549,26.79,40.996,85.641,0.668
worker_032,4,1,0.936,0.36,0.32,0.57,0,1,0.48,0.676,0,1,0.162,0.53,26.16,39.329,84.678,0.655
worker_032,5,1,0.936,0.36,0.32,0.57,0,1,0.48,0.676,0,1,0.177,0.529,26.16,39.921,84.927,0.654
worker_033,-3,0,0.932,0.44,0.39,0.12,0,0,0.0,0.932,0,0,0.035,0.918,38.0,91.175,91.074,0.889
worker_033,-2,0,0.932,0.44,0.39,0.12,0,0,0.0,0.932,0,0,0.035,0.918,38.0,92.91,91.802,0.889
worker_033,-1,0,0.932,0.44,0.39,0.12,0,0,0.0,0.932,0,0,0.035,0.918,38.0,94.645,92.531,0.889
worker_033,0,0,0.932,0.44,0.39,0.12,0,0,0.0,0.932,0,0,0.095,0.914,38.0,96.002,94.466,0.886
worker_033,1,0,0.932,0.44,0.39,0.12,0,0,0.0,0.932,0,0,0.11,0.913,38.0,97.633,95.151,0.886
worker_033,2,0,0.932,0.44,0.39,0.12,0,0,0.0,0.932,0,0,0.125,0.913,38.0,99.262,95.835,0.885
worker_033,3,0,0.932,0.44,0.39,0.12,0,0,0.0,0.932,0,0,0.14,0.912,38.0,100.887,96.517,0.884
worker_033,4,0,0.932,0.44,0.39,0.12,0,0,0.0,0.932,0,0,0.155,0.911,38.0,102.508,97.199,0.883
worker_033,5,0,0.932,0.44,0.39,0.12,0,0,0.0,0.932,0,0,0.17,0.91,38.0,104.127,97.878,0.883
worker_034,-3,1,0.928,0.52,0.46,0.21,0,1,0.0,0.928,0,0,0.035,0.958,40.2,104.971,97.008,0.895
worker_034,-2,1,0.928,0.52,0.46,0.21,0,1,0.0,0.928,0,0,0.035,0.958,40.2,106.968,97.847,0.895
worker_034,-1,1,0.928,0.52,0.46,0.21,0,1,0.08,0.89,0,0,0.046,0.917,38.76,100.601,94.572,0.866
worker_034,0,1,0.928,0.52,0.46,0.21,0,1,0.38,0.746,0,0,0.088,0.765,33.36,73.511,82.555,0.756
worker_034,1,1,0.928,0.52,0.46,0.21,0,1,0.415,0.809,1,0,0.068,0.858,36.33,91.483,89.84,0.834
worker_034,2,1,0.928,0.52,0.46,0.21,0,1,0.45,0.792,1,0,0.088,0.84,35.7,89.494,88.742,0.82
worker_034,3,1,0.928,0.52,0.46,0.21,0,1,0.485,0.775,1,0,0.108,0.821,35.07,87.451,87.622,0.807
worker_034,4,1,0.928,0.52,0.46,0.21,0,1,0.52,0.758,1,0,0.128,0.802,34.44,85.358,86.48,0.793
worker_034,5,1,0.928,0.52,0.46,0.21,0,1,0.52,0.758,1,0,0.143,0.801,34.44,86.694,87.041,0.792
worker_035,-3,1,0.884,0.6,0.53,0.3,1,0,0.0,0.884,0,0,0.035,0.918,38.0,104.222,96.833,0.901
worker_035,-2,1,0.884,0.6,0.53,0.3,1,0,0.0,0.884,0,0,0.035,0.918,38.0,106.106,97.624,0.901
worker_035,-1,1,0.884,0.6,0.53,0.3,1,0,0.08,0.846,0,0,0.046,0.877,36.56,99.293,94.163,0.871
worker_035,0,1,0.884,0.6,0.53,0.3,1,0,0.4,0.692,0,0,0.151,0.711,30.8,68.975,80.885,0.751
worker_035,1,1,0.884,0.6,0.53,0.3,1,0,0.435,0.755,1,0,0.131,0.805,33.77,87.062,88.219,0.829
worker_035,2,1,0.884,0.6,0.53,0.3,1,0,0.47,0.738,1,0,0.151,0.786,33.14,84.859,87.031,0.816
worker_035,3,1,0.884,0.6,0.53,0.3,1,0,0.505,0.692,1,1,0.171,0.587,27.11,52.729,91.274,0.752
worker_035,4,1,0.884,0.6,0.53,0.3,1,0,0.54,0.675,1,1,0.191,0.569,26.48,50.677,90.149,0.738
worker_035,5,1,0.884,0.6,0.53,0.3,1,0,0.54,0.675,1,1,0.206,0.568,26.48,51.409,90.457,0.738
worker_036,-3,0,0.88,0.68,0.6,0.39,1,1,0.0,0.88,0,0,0.035,0.958,40.2,78.726,86.265,0.906
worker_036,-2,0,0.88,0.68,0.6,0.39,1,1,0.0,0.88,0,0,0.035,0.958,40.2,80.148,86.862,0.906
worker_036,-1,0,0.88,0.68,0.6,0.39,1,1,0.0,0.88,0,0,0.035,0.958,40.2,81.571,87.46,0.906
worker_036,0,0,0.88,0.68,0.6,0.39,1,1,0.0,0.88,0,0,0.035,0.958,40.2,82.994,90.157,0.906
worker_036,1,0,0.88,0.68,0.6,0.39,1,1,0.0,0.88,0,0,0.05,0.957,40.2,84.337,90.722,0.906
worker_036,2,0,0.88,0.68,0.6,0.39,1,1,0.0,0.88,0,0,0.065,0.956,40.2,85.678,91.285,0.905
worker_036,3,0,0.88,0.68,0.6,0.39,1,1,0.0,0.88,0,0,0.08,0.955,40.2,87.016,91.847,0.904
worker_036,4,0,0.88,0.68,0.6,0.39,1,1,0.0,0.88,0,0,0.095,0.954,40.2,88.352,92.408,0.903
worker_036,5,0,0.88,0.68,0.6,0.39,1,1,0.0,0.88,0,0,0.11,0.953,40.2,89.684,92.967,0.903
worker_037,-3,1,0.876,0.76,0.18,0.48,0,0,0.0,0.876,0,0,0.035,0.918,38.0,71.638,82.448,0.873
worker_037,-2,1,0.876,0.76,0.18,0.48,0,0,0.0,0.876,0,0,0.035,0.918,38.0,73.001,83.02,0.873
worker_037,-1,1,0.876,0.76,0.18,0.48,0,0,0.08,0.838,0,0,0.046,0.877,36.56,68.375,80.478,0.843
worker_037,0,1,0.876,0.76,0.18,0.48,0,0,0.36,0.703,0,0,0.145,0.731,31.52,50.042,71.308,0.738
worker_037,1,1,0.876,0.76,0.18,0.48,0,0,0.395,0.766,1,0,0.125,0.825,34.49,62.886,76.44,0.816
worker_037,2,1,0.876,0.76,0.18,0.48,0,0,0.43,0.72,1,1,0.145,0.626,28.46,40.09,84.603,0.752
worker_037,3,1,0.876,0.76,0.18,0.48,0,0,0.465,0.703,1,1,0.165,0.608,27.83,38.693,83.754,0.739
worker_037,4,1,0.876,0.76,0.18,0.48,0,0,0.5,0.686,1,1,0.185,0.589,27.2,37.28,82.898,0.725
worker_037,5,1,0.876,0.76,0.18,0.48,0,0,0.5,0.686,1,1,0.2,0.588,27.2,37.848,83.136,0.724
worker_038,-3,1,0.872,0.2,0.25,0.57,0,1,0.0,0.872,0,0,0.035,0.958,40.2,83.401,87.529,0.878
worker_038,-2,1,0.872,0.2,0.25,0.57,0,1,0.0,0.872,0,0,0.035,0.958,40.2,84.988,88.195,0.878
worker_038,-1,1,0.872,0.2,0.25,0.57,0,1,0.08,0.834,0,0,0.046,0.917,38.76,79.93,85.47,0.849
worker_038,0,1,0.872,0.2,0.25,0.57,0,1,0.38,0.69,0,0,0.088,0.765,33.36,58.406,75.056,0.739
worker_038,1,1,0.872,0.2,0.25,0.57,0,1,0.415,0.673,0,0,0.108,0.746,32.73,56.908,74.164,0.725
worker_038,2,1,0.872,0.2,0.25,0.57,0,1,0.45,0.626,0,1,0.128,0.547,26.7,34.662,82.558,0.662
worker_038,3,1,0.872,0.2,0.25,0.57,0,1,0.485,0.609,0,1,0.148,0.529,26.07,33.256,81.705,0.648
worker_038,4,1,0.872,0.2,0.25,0.57,0,1,0.52,0.592,0,1,0.168,0.51,25.44,31.839,80.847,0.634
worker_038,5,1,0.872,0.2,0.25,0.57,0,1,0.52,0.592,0,1,0.183,0.509,25.44,32.317,81.048,0.634
worker_039,-3,0,0.868,0.28,0.32,0.12,0,0,0.0,0.868,0,0,0.035,0.918,38.0,79.453,86.01,0.884
worker_039,-2,0,0.868,0.28,0.32,0.12,0,0,0.0,0.868,0,0,0.035,0.918,38.0,80.964,86.645,0.884
worker_039,-1,0,0.868,0.28,0.32,0.12,0,0,0.0,0.868,0,0,0.035,0.918,38.0,82.476,87.28,0.884
worker_039,0,0,0.868,0.28,0.32,0.12,0,0,0.0,0.868,0,0,0.095,0.914,38.0,83.658,88.897,0.881
worker_039,1,0,0.868,0.28,0.32,0.12,0,0,0.0,0.868,0,0,0.11,0.913,38.0,85.08,89.494,0.88
worker_039,2,0,0.868,0.28,0.32,0.12,0,0,0.0,0.868,0,0,0.125,0.913,38.0,86.5,90.09,0.879
worker_039,3,0,0.868,0.28,0.32,0.12,0,0,0.0,0.868,0,0,0.14,0.912,38.0,87.916,90.685,0.879
worker_039,4,0,0.868,0.28,0.32,0.12,0,0,0.0,0.868,0,0,0.155,0.911,38.0,89.329,91.278,0.878
worker_039,5,0,0.868,0.28,0.32,0.12,0,0,0.0,0.868,0,0,0.17,0.91,38.0,90.739,91.87,0.877
worker_040,-3,1,0.92,0.36,0.39,0.21,1,1,0.0,0.92,0,0,0.035,0.958,40.2,96.893,93.475,0.889
worker_040,-2,1,0.92,0.36,0.39,0.21,1,1,0.0,0.92,0,0,0.035,0.958,40.2,98.644,94.211,0.889
worker_040,-1,1,0.92,0.36,0.39,0.21,1,1,0.08,0.882,0,0,0.046,0.917,38.76,92.689,91.109,0.86
worker_040,0,1,0.92,0.36,0.39,0.21,1,1,0.34,0.757,0,0,0.083,0.785,34.08,70.969,81.402,0.765
worker_040,1,1,0.92,0.36,0.39,0.21,1,1,0.375,0.82,1,0,0.062,0.879,37.05,87.844,88.227,0.843
worker_040,2,1,0.92,0.36,0.39,0.21,1,1,0.41,0.803,1,0,0.082,0.86,36.42,85.938,87.164,0.829
worker_040,3,1,0.92,0.36,0.39,0.21,1,1,0.445,0.786,1,0,0.102,0.841,35.79,83.985,86.081,0.816
worker_040,4,1,0.92,0.36,0.39,0.21,1,1,0.48,0.77,1,0,0.122,0.823,35.16,81.989,84.98,0.802
worker_040,5,1,0.92,0.36,0.39,0.21,1,1,0.48,0.77,1,0,0.137,0.822,35.16,83.213,85.494,0.802
worker_041,-3,1,0.916,0.44,0.46,0.3,1,0,0.0,0.916,0,0,0.035,0.918,38.0,91.88,91.51,0.895
worker_041,-2,1,0.916,0.44,0.46,0.3,1,0,0.0,0.916,0,0,0.035,0.918,38.0,93.54,92.207,0.895
worker_041,-1,1,0.916,0.44,0.46,0.3,1,0,0.08,0.878,0,0,0.046,0.877,36.56,87.535,89.085,0.866
worker_041,0,1,0.916,0.44,0.46,0.3,1,0,0.36,0.743,0,0,0.145,0.731,31.52,64.009,78.714,0.76
worker_041,1,1,0.916,0.44,0.46,0.3,1,0,0.395,0.726,0,0,0.165,0.713,30.89,62.174,77.68,0.746
worker_041,2,1,0.916,0.44,0.46,0.3,1,0,0.43,0.68,0,1,0.185,0.514,24.86,36.693,84.716,0.683
worker_041,3,1,0.916,0.44,0.46,0.3,1,0,0.465,0.663,0,1,0.205,0.495,24.23,35.033,83.756,0.669
worker_041,4,1,0.916,0.44,0.46,0.3,1,0,0.5,0.646,0,1,0.225,0.477,23.6,33.37,82.795,0.656
worker_041,5,1,0.916,0.44,0.46,0.3,1,0,0.5,0.646,0,1,0.24,0.476,23.6,33.841,82.993,0.655
worker_042,-3,0,0.912,0.52,0.53,0.39,0,1,0.0,0.912,0,0,0.035,0.958,40.2,100.657,95.336,0.901
worker_042,-2,0,0.912,0.52,0.53,0.39,0,1,0.0,0.912,0,0,0.035,0.958,40.2,102.572,96.14,0.901
worker_042,-1,0,0.912,0.52,0.53,0.39,0,1,0.0,0.912,0,0,0.035,0.958,40.2,104.487,96.945,0.901
worker_042,0,0,0.912,0.52,0.53,0.39,0,1,0.0,0.912,0,0,0.035,0.958,40.2,106.403,99.604,0.901
worker_042,1,0,0.912,0.52,0.53,0.39,0,1,0.0,0.912,0,0,0.05,0.957,40.2,108.216,100.366,0.9
worker_042,2,0,0.912,0.52,0.53,0.39,0,1,0.0,0.912,0,0,0.065,0.956,40.2,110.026,101.126,0.899
worker_042,3,0,0.912,0.52,0.53,0.39,0,1,0.0,0.912,0,0,0.08,0.955,40.2,111.832,101.885,0.898
worker_042,4,0,0.912,0.52,0.53,0.39,0,1,0.0,0.912,0,0,0.095,0.954,40.2,113.635,102.642,0.898
worker_042,5,0,0.912,0.52,0.53,0.39,0,1,0.0,0.912,0,0,0.11,0.953,40.2,115.434,103.397,0.897
worker_043,-3,1,0.908,0.6,0.6,0.48,0,0,0.0,0.908,0,0,0.035,0.918,38.0,95.083,93.135,0.906
worker_043,-2,1,0.908,0.6,0.6,0.48,0,0,0.0,0.908,0,0,0.035,0.918,38.0,96.892,93.895,0.906
worker_043,-1,1,0.908,0.6,0.6,0.48,0,0,0.08,0.87,0,0,0.046,0.877,36.56,90.753,90.716,0.877
worker_043,0,1,0.908,0.6,0.6,0.48,0,0,0.4,0.716,0,0,0.151,0.711,30.8,63.098,78.801,0.756
worker_043,1,1,0.908,0.6,0.6,0.48,0,0,0.435,0.699,0,0,0.171,0.692,30.17,61.265,77.769,0.743
worker_043,2,1,0.908,0.6,0.6,0.48,0,0,0.47,0.652,0,1,0.191,0.494,24.14,35.568,84.714,0.679
worker_043,3,1,0.908,0.6,0.6,0.48,0,0,0.505,0.636,0,1,0.211,0.475,23.51,33.907,83.753,0.666
worker_043,4,1,0.908,0.6,0.6,0.48,0,0,0.54,0.619,0,1,0.231,0.456,22.88,32.241,82.791,0.652
worker_043,5,1,0.908,0.6,0.6,0.48,0,0,0.54,0.619,0,1,0.246,0.455,22.88,32.717,82.991,0.651
worker_044,-3,1,0.904,0.68,0.18,0.57,0,1,0.0,0.904,0,0,0.035,0.958,40.2,109.285,98.259,0.873
worker_044,-2,1,0.904,0.68,0.18,0.57,0,1,0.0,0.904,0,0,0.035,0.958,40.2,111.364,99.133,0.873
worker_044,-1,1,0.904,0.68,0.18,0.57,0,1,0.08,0.866,0,0,0.046,0.917,38.76,104.735,95.749,0.843
worker_044,0,1,0.904,0.68,0.18,0.57,0,1,0.34,0.741,0,0,0.083,0.785,34.08,80.263,84.15,0.748
worker_044,1,1,0.904,0.68,0.18,0.57,0,1,0.375,0.804,1,0,0.062,0.879,37.05,99.431,91.939,0.826
worker_044,2,1,0.904,0.68,0.18,0.57,0,1,0.41,0.757,1,1,0.082,0.68,31.02,65.564,95.452,0.763
worker_044,3,1,0.904,0.68,0.18,0.57,0,1,0.445,0.74,1,1,0.102,0.661,30.39,63.552,94.344,0.749
worker_044,4,1,0.904,0.68,0.18,0.57,0,1,0.48,0.724,1,1,0.122,0.643,29.76,61.509,93.224,0.735
worker_044,5,1,0.904,0.68,0.18,0.57,0,1,0.48,0.724,1,1,0.137,0.642,29.76,62.454,93.621,0.735
worker_045,-3,0,0.86,0.76,0.25,0.12,1,0,0.0,0.86,0,0,0.035,0.918,38.0,71.31,82.45,0.878
worker_045,-2,0,0.86,0.76,0.25,0.12,1,0,0.0,0.86,0,0,0.035,0.918,38.0,72.599,82.991,0.878
worker_045,-1,0,0.86,0.76,0.25,0.12,1,0,0.0,0.86,0,0,0.035,0.918,38.0,73.887,83.533,0.878
worker_045,0,0,0.86,0.76,0.25,0.12,1,0,0.0,0.86,0,0,0.095,0.914,38.0,74.881,84.825,0.875
worker_045,1,0,0.86,0.76,0.25,0.12,1,0,0.0,0.86,0,0,0.11,0.913,38.0,76.09,85.333,0.875
worker_045,2,0,0.86,0.76,0.25,0.12,1,0,0.0,0.86,0,0,0.125,0.913,38.0,77.296,85.839,0.874
worker_045,3,0,0.86,0.76,0.25,0.12,1,0,0.0,0.86,0,0,0.14,0.912,38.0,78.5,86.345,0.873
worker_045,4,0,0.86,0.76,0.25,0.12,1,0,0.0,0.86,0,0,0.155,0.911,38.0,79.701,86.849,0.872
worker_045,5,0,0.86,0.76,0.25,0.12,1,0,0.0,0.86,0,0,0.17,0.91,38.0,80.899,87.353,0.872
worker_046,-3,1,0.856,0.2,0.32,0.21,1,1,0.0,0.856,0,0,0.035,0.958,40.2,83.268,87.612,0.884
worker_046,-2,1,0.856,0.2,0.32,0.21,1,1,0.0,0.856,0,0,0.035,0.958,40.2,84.772,88.244,0.884
worker_046,-1,1,0.856,0.2,0.32,0.21,1,1,0.08,0.818,0,0,0.046,0.917,38.76,79.655,85.495,0.854
worker_046,0,1,0.856,0.2,0.32,0.21,1,1,0.38,0.674,0,0,0.088,0.765,33.36,58.154,75.335,0.744
worker_046,1,1,0.856,0.2,0.32,0.21,1,1,0.415,0.657,0,0,0.108,0.746,32.73,56.615,74.426,0.731
worker_046,2,1,0.856,0.2,0.32,0.21,1,1,0.45,0.61,0,1,0.128,0.547,26.7,34.455,82.856,0.667
worker_046,3,1,0.856,0.2,0.32,0.21,1,1,0.485,0.593,0,1,0.148,0.529,26.07,33.032,81.996,0.654
worker_046,4,1,0.856,0.2,0.32,0.21,1,1,0.52,0.576,0,1,0.168,0.51,25.44,31.6,81.132,0.64
worker_046,5,1,0.856,0.2,0.32,0.21,1,1,0.52,0.576,0,1,0.183,0.509,25.44,32.051,81.321,0.639
worker_047,-3,1,0.852,0.28,0.39,0.3,0,0,0.0,0.852,0,0,0.035,0.918,38.0,75.545,84.509,0.889
worker_047,-2,1,0.852,0.28,0.39,0.3,0,0,0.0,0.852,0,0,0.035,0.918,38.0,76.982,85.113,0.889
worker_047,-1,1,0.852,0.28,0.39,0.3,0,0,0.08,0.814,0,0,0.046,0.877,36.56,72.105,82.464,0.86
worker_047,0,1,0.852,0.28,0.39,0.3,0,0,0.4,0.66,0,0,0.151,0.711,30.8,50.132,72.201,0.74
worker_047,1,1,0.852,0.28,0.39,0.3,0,0,0.435,0.643,0,0,0.171,0.692,30.17,48.676,71.327,0.726
worker_047,2,1,0.852,0.28,0.39,0.3,0,0,0.47,0.596,0,1,0.191,0.494,24.14,28.26,80.489,0.662
worker_047,3,1,0.852,0.28,0.39,0.3,0,0,0.505,0.58,0,1,0.211,0.475,23.51,26.94,79.672,0.649
worker_047,4,1,0.852,0.28,0.39,0.3,0,0,0.54,0.563,0,1,0.231,0.456,22.88,25.616,78.854,0.635
worker_047,5,1,0.852,0.28,0.39,0.3,0,0,0.54,0.563,0,1,0.246,0.455,22.88,25.995,79.013,0.635
