worker_id,unit,cohort,female,manager_overlap,baseline_performance,pre_level,prior_wage,informal_interaction,mentoring_score,promoted,wage_growth,retained
327,4,4,0,0,-0.1017,4,66207.2692,0.4570,0.3447,0,0.0501,1
328,5,5,1,1,-0.0184,1,55419.6844,0.5793,0.5256,0,0.0345,0
329,6,6,0,0,1.5894,2,62479.5749,0.5631,0.5323,1,0.0559,1
330,7,1,1,0,0.2172,3,63193.1348,0.3709,0.4695,0,0.0143,0
331,8,2,0,1,-0.3406,4,63086.1671,0.5900,0.4174,0,0.0360,0
332,9,3,1,0,-0.4458,1,56758.6878,0.2550,0.3485,0,0.0162,0
333,10,4,0,1,0.8329,2,60646.9022,0.8052,0.5088,1,0.0575,1
334,11,5,1,0,-0.4740,3,63011.4148,0.3233,0.1957,0,0.0239,1
335,12,6,0,0,-0.2392,4,64881.6775,0.2023,0.3728,0,0.0362,1
336,1,1,1,0,-0.4922,1,55376.2085,0.4925,0.3014,0,0.0342,1
337,2,2,0,1,0.2540,2,59653.5916,0.6626,0.6656,1,0.0592,1
338,3,3,1,0,0.1035,3,64324.1217,0.2420,0.3000,0,0.0394,1
339,4,4,0,0,0.2450,4,65173.5440,0.4224,0.2347,0,0.0373,1
340,5,5,1,1,-0.0170,1,59037.4424,0.4238,0.4119,0,0.0279,1
341,6,6,0,0,-0.0367,2,60579.6280,0.4152,0.3168,0,0.0355,1
342,7,1,1,1,-0.0037,3,62868.7030,0.3018,0.6384,0,0.0206,1
343,8,2,0,0,-0.9454,4,64327.3144,0.3118,0.2587,0,0.0296,0
344,9,3,1,0,-0.0587,1,57088.1494,0.1659,0.2653,0,0.0385,1
345,10,4,0,1,0.4188,2,58960.9590,0.7808,0.6843,1,0.0570,0
346,11,5,1,0,0.6152,3,62115.5662,0.3055,0.4023,0,0.0327,1
347,12,6,0,1,0.7122,4,66233.5234,0.9010,0.4889,0,0.0712,1
348,1,1,1,0,-0.1168,1,58480.8310,0.4335,0.3885,0,0.0153,0
349,2,2,0,1,-0.7090,2,58229.1987,0.6569,0.5907,1,0.0647,1
350,3,3,1,0,-1.1981,3,60202.2138,0.2982,0.1517,0,0.0237,1
351,4,4,0,1,-0.0260,4,63671.2307,0.7877,0.4343,1,0.0666,1
352,5,5,1,0,-0.1941,1,56659.1247,0.2732,0.2903,0,0.0296,1
353,6,6,0,0,-0.3079,2,58862.1632,0.3561,0.3689,1,0.0547,1
354,7,1,1,1,0.0309,3,60635.6658,0.4233,0.5263,0,0.0389,1
355,8,2,0,0,-0.5426,4,61394.0565,0.3959,0.4622,0,0.0350,1
356,9,3,1,1,-0.1913,1,56009.8569,0.4251,0.4973,0,0.0485,1
357,10,4,0,0,0.1900,2,58689.8780,0.4822,0.3400,1,0.0354,1
358,11,5,1,0,1.1120,3,65369.5382,0.4513,0.4491,0,0.0388,1
359,12,6,0,1,0.6136,4,66359.6818,0.6984,0.4907,0,0.0415,1
360,1,1,1,1,-0.3513,1,55436.5257,0.4798,0.4146,1,0.0742,1
361,2,2,0,0,0.0815,2,58908.1947,0.4707,0.3738,0,0.0258,1
362,3,3,1,0,-0.0901,3,61346.1384,0.4993,0.3466,0,0.0350,0
363,4,4,0,1,0.2784,4,67275.4786,0.9146,0.5428,0,0.0372,1
364,5,5,1,0,0.5936,1,58542.3666,0.2712,0.4368,1,0.0487,1
365,6,6,0,1,0.5393,2,60016.5495,0.6512,0.4974,0,0.0537,1
366,7,1,1,0,-1.0016,3,59317.2558,0.3619,0.3040,1,0.0376,1
367,8,2,0,0,0.0116,4,64916.7399,0.4842,0.4023,0,0.0232,1
368,9,3,1,1,0.4204,1,58210.8290,0.4147,0.6018,0,0.0389,1
369,10,4,0,0,0.2924,2,58055.8726,0.3251,0.2368,1,0.0656,1
370,11,5,1,1,-0.3894,3,62398.6950,0.4975,0.6790,0,0.0474,1
371,12,6,0,0,-0.2614,4,65668.2292,0.5415,0.3158,0,0.0335,1
372,1,1,1,1,-0.0537,1,57376.0516,0.5324,0.4268,0,0.0221,1
373,2,2,0,0,0.1036,2,60227.9766,0.4260,0.3962,0,0.0426,1
374,3,3,1,1,-0.0179,3,64203.0497,0.6150,0.4843,0,0.0403,1
375,4,4,0,0,-0.7921,4,62634.3886,0.3462,0.3364,0,0.0411,0
376,5,5,1,0,-0.3611,1,55740.6267,0.3577,0.3262,0,0.0262,1
377,6,6,0,1,1.2057,2,63106.1404,0.9084,0.6586,1,0.0785,1
378,7,1,1,0,-0.9492,3,59892.3250,0.1453,0.2292,0,0.0346,0
379,8,2,0,1,-0.3186,4,63803.6500,0.7027,0.4725,1,0.0555,1
380,9,3,1,0,-0.7638,1,54692.8958,0.3114,0.3254,0,0.0272,0
381,10,4,0,0,0.3876,2,59441.7445,0.4972,0.3643,1,0.0571,0
382,11,5,1,1,-0.2899,3,59537.5511,0.4543,0.5086,1,0.0609,1
383,12,6,0,0,0.9836,4,67216.4482,0.6188,0.3918,0,0.0156,1
384,1,1,1,0,0.8867,1,59468.8080,0.4220,0.4869,1,0.0538,1
385,2,2,0,0,-0.0788,2,57748.0567,0.3396,0.3822,0,0.0219,1
386,3,3,1,1,-0.0845,3,63653.5171,0.5526,0.4670,0,0.0565,1
387,4,4,0,0,0.0587,4,64453.6896,0.2987,0.2775,0,0.0251,1
388,5,5,1,1,-0.0000,1,55554.1499,0.5745,0.3566,0,0.0369,1
389,6,6,0,0,-0.2759,2,58965.9278,0.2247,0.3082,0,0.0317,1
390,7,1,1,0,0.1855,3,62980.8832,0.3148,0.4082,0,0.0236,1
391,8,2,0,1,-0.7000,4,64549.0399,0.7120,0.4129,0,0.0526,1
392,9,3,1,0,-0.5885,1,54587.4285,0.2560,0.2478,0,0.0270,1
393,10,4,0,1,0.2443,2,61128.6031,0.6328,0.5701,1,0.0610,1
394,11,5,1,0,-0.3539,3,62002.5128,0.2944,0.2383,0,0.0358,1
395,12,6,0,0,0.9033,4,65105.4901,0.5137,0.5052,0,0.0343,0
396,1,1,1,0,0.1035,1,58488.7695,0.4922,0.4332,0,0.0356,1
397,2,2,0,1,-0.6424,2,58910.3287,0.8000,0.3245,1,0.0575,0
398,3,3,1,0,-0.4903,3,61289.2933,0.3906,0.2396,0,0.0140,1
399,4,4,0,0,-0.0780,4,63038.9964,0.4420,0.1261,0,0.0281,1
400,5,5,1,1,-0.1734,1,54597.0434,0.6003,0.4729,1,0.0591,1
401,6,6,0,0,0.1498,2,57137.0916,0.2474,0.4780,0,0.0340,0
402,7,1,1,1,0.0838,3,59599.8787,0.6685,0.5525,0,0.0198,1
403,8,2,0,0,-0.3707,4,64508.2020,0.4527,0.2341,0,0.0187,1
404,9,3,1,0,-0.0006,1,58150.4159,0.3771,0.3025,0,0.0205,1
405,10,4,0,1,-0.1484,2,58472.3271,0.6715,0.3598,0,0.0445,1
406,11,5,1,0,-1.3363,3,58807.8411,0.1845,0.1165,0,0.0287,1
407,12,6,0,1,-0.2286,4,66465.8659,0.8057,0.6312,1,0.0564,1
408,1,1,1,0,-0.6364,1,56295.8529,0.2265,0.2517,0,0.0183,1
409,2,2,0,1,-0.3234,2,58510.7597,0.7093,0.3453,1,0.0957,0
410,3,3,1,0,-0.3049,3,58701.0373,0.4415,0.3555,0,0.0337,1
411,4,4,0,1,-0.0853,4,63526.9851,0.7201,0.3485,0,0.0583,1
412,5,5,1,0,0.0207,1,54786.2791,0.2223,0.4443,0,0.0464,0
413,6,6,0,0,-0.1765,2,60482.0609,0.3935,0.4690,1,0.0560,1
414,7,1,1,1,0.0849,3,62829.6931,0.6256,0.2699,0,0.0408,0
415,8,2,0,0,-0.6841,4,61832.6773,0.2965,0.2294,1,0.0561,1
416,9,3,1,1,-0.3210,1,55420.3132,0.3736,0.3596,0,0.0100,1
417,10,4,0,0,-0.6790,2,59694.8153,0.1955,0.2382,0,0.0387,0
418,11,5,1,0,-0.3199,3,61804.1069,0.2809,0.2717,0,0.0345,1
419,12,6,0,1,-0.0324,4,65157.3594,0.7310,0.4861,1,0.0618,1
420,1,1,1,1,0.7380,1,56284.4328,0.6481,0.5397,0,0.0295,1
421,2,2,0,0,0.8099,2,61223.2925,0.6170,0.4887,1,0.0577,1
422,3,3,1,0,-0.1928,3,61368.4973,0.2905,0.3595,0,0.0347,1
423,4,4,0,1,-0.2218,4,65006.8491,0.7681,0.4737,1,0.0741,1
424,5,5,1,0,-0.9527,1,54724.4548,0.2075,0.2516,1,0.0429,1
425,6,6,0,1,0.1173,2,61419.8301,0.6826,0.5064,1,0.0677,1
426,7,1,1,0,0.2647,3,62094.7317,0.3036,0.2446,0,0.0369,1
427,8,2,0,0,-0.4118,4,65288.4167,0.3920,0.2725,0,0.0315,1
428,9,3,1,1,-0.7295,1,57001.9023,0.5050,0.4077,0,0.0424,1
429,10,4,0,0,0.2567,2,58711.3750,0.4841,0.2428,1,0.0565,0
430,11,5,1,1,-1.4892,3,57254.4678,0.3233,0.3546,0,0.0360,1
431,12,6,0,0,0.0584,4,64562.9481,0.3284,0.4879,0,0.0444,1
432,1,1,1,1,-0.8254,1,56232.6567,0.3158,0.3278,1,0.0717,1
433,2,2,0,0,0.1930,2,60162.3904,0.3592,0.3959,1,0.0709,1
434,3,3,1,1,-0.1196,3,61959.9457,0.4861,0.4949,1,0.0458,1
435,4,4,0,0,0.1492,4,65535.2125,0.4619,0.2678,0,0.0360,1
436,5,5,1,0,0.0404,1,59550.9800,0.4221,0.3280,0,0.0361,1
437,6,6,0,1,-0.4848,2,58371.0562,0.6347,0.5546,0,0.0537,1
438,7,1,1,0,0.2605,3,62492.0136,0.3116,0.2807,0,0.0328,1
439,8,2,0,1,-0.2014,4,64611.3485,0.8040,0.5156,0,0.0396,1
440,9,3,1,0,0.2495,1,56354.0826,0.3753,0.2430,0,0.0421,1
441,10,4,0,0,-0.7056,2,58283.4861,0.4897,0.2560,1,0.0538,1
442,11,5,1,1,-0.0229,3,65058.7766,0.5170,0.4413,0,0.0367,1
443,12,6,0,0,0.0414,4,65086.8889,0.4402,0.3989,1,0.0697,1
444,1,1,1,0,0.1527,1,57486.7674,0.3040,0.1700,0,0.0303,1
445,2,2,0,0,-0.4973,2,58256.9898,0.2737,0.3061,0,0.0561,1
446,3,3,1,1,0.7856,3,63710.5239,0.5556,0.6346,0,0.0165,1
447,4,4,0,0,0.7696,4,67294.4603,0.4348,0.4378,0,0.0470,0
448,5,5,1,1,-1.3154,1,53914.8118,0.2347,0.0384,0,0.0409,1
449,6,6,0,0,-0.5379,2,59512.0178,0.4431,0.1954,0,0.0402,1
450,7,1,1,0,-0.3450,3,61521.1470,0.1859,0.3536,1,0.0323,1
451,8,2,0,1,-0.9094,4,61550.8795,0.5868,0.3780,0,0.0382,1
452,9,3,1,0,-0.8647,1,57352.4106,0.3555,0.2243,0,0.0343,1
453,10,4,0,1,-0.3476,2,57994.5377,0.7080,0.4465,1,0.0589,1
454,11,5,1,0,0.0072,3,62403.7234,0.3139,0.3439,0,0.0301,1
455,12,6,0,0,-0.1214,4,64847.2621,0.2679,0.2236,1,0.0549,1
456,1,1,1,0,0.5168,1,57512.2256,0.4477,0.3852,1,0.0503,1
457,2,2,0,1,-0.0898,2,59253.8926,0.7902,0.4343,0,0.0578,1
458,3,3,1,0,0.4574,3,62327.0528,0.3367,0.3301,1,0.0461,1
459,4,4,0,0,-0.1838,4,64046.3944,0.3438,0.2780,1,0.0438,1
460,5,5,1,1,-0.6259,1,55677.8643,0.5352,0.4292,0,0.0426,1
461,6,6,0,0,-0.1441,2,60093.5698,0.4569,0.2427,0,0.0473,1
462,7,1,1,1,-0.0172,3,62008.5251,0.5733,0.3403,0,0.0497,1
463,8,2,0,0,-0.1647,4,62341.0587,0.4559,0.3520,1,0.0671,1
464,9,3,1,0,-0.7872,1,56525.0425,0.2164,0.2332,0,0.0379,1
465,10,4,0,1,-0.6582,2,58603.8364,0.7791,0.3886,0,0.0350,1
466,11,5,1,0,0.4068,3,62956.2444,0.4204,0.4847,0,0.0198,1
467,12,6,0,1,-0.1981,4,63488.4112,0.6848,0.4387,0,0.0427,1
468,1,1,1,0,-0.2763,1,56758.2078,0.3369,0.4134,0,0.0230,1
469,2,2,0,1,0.7814,2,61230.0401,0.8734,0.6245,0,0.0272,0
470,3,3,1,0,0.5939,3,65493.5406,0.2600,0.4350,0,0.0154,1
471,4,4,0,1,-0.2472,4,62277.9041,0.8364,0.5479,0,0.0318,1
472,5,5,1,0,0.0845,1,58434.6967,0.3063,0.2885,0,0.0483,1
473,6,6,0,0,-0.6041,2,57938.4719,0.3617,0.2565,0,0.0362,1
474,7,1,1,1,-0.3367,3,62792.8786,0.3966,0.4066,0,0.0483,1
475,8,2,0,0,-0.4203,4,63630.0551,0.2446,0.3569,0,0.0137,1
476,9,3,1,1,-0.0129,1,56160.4438,0.5657,0.3485,1,0.0580,1
477,10,4,0,0,0.8250,2,60971.1524,0.4734,0.4518,0,0.0447,1
478,11,5,1,0,-1.0954,3,61344.2204,0.1254,0.2014,0,0.0260,0
479,12,6,0,1,0.4191,4,65238.1708,0.8978,0.6469,0,0.0739,0
480,1,1,1,1,-0.0257,1,54917.3108,0.5538,0.4699,0,0.0409,1
481,2,2,0,0,0.1117,2,57423.7982,0.2559,0.4903,0,0.0377,1
482,3,3,1,0,-0.6290,3,60191.6163,0.2122,0.1984,0,0.0272,1
483,4,4,0,1,-0.1583,4,65889.0175,0.8132,0.3258,1,0.0668,1
484,5,5,1,0,0.5559,1,56205.3191,0.3861,0.3903,1,0.0693,1
485,6,6,0,1,0.6504,2,58348.3328,0.8691,0.4292,0,0.0438,0
486,7,1,1,0,0.2154,3,64430.8012,0.3771,0.4003,0,0.0383,1
487,8,2,0,0,-0.1373,4,63612.6122,0.4356,0.2739,0,0.0395,1
488,9,3,1,1,-0.4138,1,57533.4431,0.4309,0.4774,1,0.0758,1
489,10,4,0,0,-1.0143,2,55812.3608,0.3481,0.2513,0,0.0339,1
490,11,5,1,1,0.0156,3,61448.1871,0.5492,0.4106,0,0.0453,1
491,12,6,0,0,0.4050,4,63755.2338,0.5406,0.4743,0,0.0477,0
492,1,1,1,1,-0.1695,1,56914.7208,0.4680,0.4688,1,0.0483,1
493,2,2,0,0,0.6152,2,61081.9122,0.3571,0.3421,1,0.0570,1
494,3,3,1,1,0.8340,3,63165.6010,0.5891,0.4781,1,0.0515,1
495,4,4,0,0,0.1235,4,63223.4451,0.3576,0.2460,1,0.0511,1
496,5,5,1,0,-0.2084,1,55457.5508,0.3421,0.2654,0,0.0362,1
497,6,6,0,1,-0.1663,2,59543.2444,0.8461,0.5378,0,0.0311,1
498,7,1,1,0,-0.4555,3,62228.0913,0.2397,0.2150,1,0.0478,1
499,8,2,0,1,-0.3713,4,65015.0801,0.6089,0.5809,0,0.0592,1
500,9,3,1,0,-0.2478,1,58185.0890,0.1607,0.2461,0,0.0313,1
501,10,4,0,0,-1.2719,2,57570.7448,0.2535,0.1830,0,0.0139,1
502,11,5,1,1,1.0067,3,64258.6878,0.6137,0.5656,1,0.0719,1
503,12,6,0,0,-0.1394,4,64499.8951,0.4787,0.4196,1,0.0529,1
504,1,1,1,0,0.0344,1,56933.1817,0.3232,0.2982,0,0.0314,1
505,2,2,0,0,-0.7043,2,57599.6016,0.3438,0.2136,0,0.0354,1
506,3,3,1,1,0.9531,3,64451.7344,0.6023,0.5391,1,0.0588,1
507,4,4,0,0,-0.8415,4,62940.8961,0.2828,0.2868,1,0.0518,1
508,5,5,1,1,-1.0472,1,53229.0744,0.4950,0.2624,0,0.0354,1
509,6,6,0,0,0.1226,2,59048.7063,0.4514,0.2328,1,0.0715,1
510,7,1,1,0,0.1529,3,63625.9484,0.4277,0.4364,0,0.0127,1
511,8,2,0,1,-0.5021,4,63666.9774,0.7933,0.4574,1,0.0749,1
512,9,3,1,0,0.5017,1,58344.0305,0.2989,0.3673,0,0.0153,1
513,10,4,0,1,0.4825,2,61505.3218,0.7723,0.6445,1,0.0711,1
514,11,5,1,0,0.5518,3,62376.3910,0.3505,0.3628,0,0.0207,1
515,12,6,0,0,-0.7716,4,64022.8437,0.1952,0.2656,0,0.0118,1
516,1,1,1,0,0.1175,1,56138.6056,0.4267,0.3918,1,0.0506,0
517,2,2,0,1,0.2881,2,59199.6892,0.8820,0.6136,0,0.0515,1
518,3,3,1,0,1.0873,3,64894.0896,0.4621,0.3748,0,0.0284,1
519,4,4,0,0,0.6921,4,66067.5715,0.5010,0.2586,1,0.0418,0
520,5,5,1,1,-0.8553,1,55699.8880,0.2353,0.3882,1,0.0529,0
521,6,6,0,0,0.5695,2,60758.3842,0.3746,0.3353,0,0.0332,1
522,7,1,1,1,-0.1630,3,61777.9155,0.5599,0.3976,1,0.0555,1
523,8,2,0,0,-0.5280,4,63958.7607,0.4414,0.3200,1,0.0310,1
524,9,3,1,0,0.1717,1,56645.8389,0.3455,0.3507,1,0.0523,1
525,10,4,0,1,0.7999,2,60604.5921,0.6974,0.6663,1,0.0599,1
526,11,5,1,0,0.1512,3,62567.2741,0.3256,0.3126,0,0.0292,0
527,12,6,0,1,0.3818,4,64240.9926,0.7467,0.4894,0,0.0303,0
528,1,1,1,0,-0.0385,1,55086.2624,0.3115,0.4636,0,0.0148,1
529,2,2,0,1,-0.6616,2,58116.7782,0.6110,0.4276,0,0.0338,1
530,3,3,1,0,-0.0005,3,63766.0658,0.3702,0.3724,0,0.0361,1
531,4,4,0,1,-0.1568,4,65256.7388,0.7737,0.5572,1,0.0687,1
532,5,5,1,0,0.0639,1,54789.6883,0.2923,0.4014,1,0.0572,1
533,6,6,0,0,0.1136,2,59721.6180,0.5431,0.3115,1,0.0654,1
534,7,1,1,1,0.6548,3,62930.8663,0.7888,0.4742,1,0.0728,0
535,8,2,0,0,-0.5381,4,63935.0105,0.2615,0.2780,1,0.0458,1
536,9,3,1,1,0.2149,1,56629.2535,0.5885,0.4192,0,0.0559,1
537,10,4,0,0,-0.8454,2,59949.0433,0.3842,0.3114,0,0.0428,1
538,11,5,1,0,-0.9755,3,61347.7614,0.1875,0.1802,0,0.0185,1
539,12,6,0,1,1.3308,4,67717.1857,0.9664,0.5749,0,0.0504,0
540,1,1,1,1,1.0467,1,56992.6551,0.7184,0.5941,0,0.0432,1
541,2,2,0,0,-0.5254,2,59004.1015,0.4265,0.3287,1,0.0600,1
542,3,3,1,0,-0.5448,3,61956.0936,0.3339,0.2576,1,0.0628,0
543,4,4,0,1,0.6302,4,65491.7165,0.7824,0.4873,1,0.0736,1
544,5,5,1,0,0.1381,1,56780.7757,0.2579,0.2514,0,0.0267,1
545,6,6,0,1,0.4939,2,58902.1010,0.9282,0.4225,1,0.0648,1
546,7,1,1,0,0.2494,3,63009.4066,0.2625,0.3144,1,0.0489,1
547,8,2,0,0,-0.4244,4,62747.8500,0.3165,0.2502,0,0.0566,1
548,9,3,1,1,-0.3183,1,55574.1843,0.5755,0.5046,0,0.0369,1
549,10,4,0,0,0.4511,2,60578.1101,0.5409,0.5140,1,0.0689,1
550,11,5,1,1,0.4860,3,59871.4564,0.5787,0.6238,0,0.0610,1
551,12,6,0,0,0.6123,4,64422.1178,0.3817,0.3414,1,0.0670,1
552,1,1,1,1,0.0817,1,58140.3077,0.4473,0.4102,1,0.0519,1
553,2,2,0,0,-0.4934,2,58379.2311,0.3990,0.3546,0,0.0277,1
554,3,3,1,1,-0.1510,3,60830.8659,0.4784,0.4947,0,0.0344,1
555,4,4,0,0,0.7401,4,67316.5202,0.3612,0.3964,0,0.0277,1
556,5,5,1,0,0.5374,1,55596.6349,0.4826,0.3553,1,0.0631,0
557,6,6,0,1,-0.5777,2,58625.6974,0.6827,0.4677,0,0.0241,1
558,7,1,1,0,-0.8866,3,61248.5151,0.1003,0.2803,1,0.0541,1
559,8,2,0,1,0.5525,4,66209.9804,0.8204,0.7045,1,0.0676,1
560,9,3,1,0,0.1412,1,55998.8642,0.2955,0.2108,0,0.0239,1
561,10,4,0,0,0.9471,2,61205.5271,0.4665,0.4324,0,0.0304,1
562,11,5,1,1,-0.2040,3,62967.5740,0.5116,0.5252,0,0.0369,1
563,12,6,0,0,-0.2133,4,63630.6345,0.3206,0.3150,0,0.0250,1
564,1,1,1,0,0.6774,1,56573.1224,0.3441,0.3441,0,0.0181,0
565,2,2,0,0,-0.5706,2,60009.9309,0.4528,0.3111,0,0.0409,1
566,3,3,1,1,-0.3261,3,62519.4662,0.4366,0.5065,0,0.0413,1
567,4,4,0,0,0.6993,4,67082.2246,0.4070,0.4517,1,0.0454,1
568,5,5,1,1,-0.3975,1,56175.2717,0.4293,0.5526,1,0.0710,1
569,6,6,0,0,-0.8145,2,59452.5272,0.5166,0.0797,0,0.0308,1
570,7,1,1,0,-0.9154,3,59720.2461,0.4560,0.4107,1,0.0548,1
571,8,2,0,1,0.5905,4,64358.5131,0.8012,0.4937,0,0.0434,1
572,9,3,1,0,-0.2466,1,55706.4326,0.2047,0.3597,0,0.0346,1
573,10,4,0,1,0.0578,2,59413.7894,0.7202,0.5325,0,0.0270,1
574,11,5,1,0,0.0372,3,63770.9442,0.3376,0.3468,1,0.0402,1
575,12,6,0,0,-0.2567,4,65643.0224,0.2575,0.2432,0,0.0209,1
576,1,1,1,0,0.4067,1,58102.7360,0.3341,0.4011,0,0.0243,1
577,2,2,0,1,-0.4509,2,59947.3158,0.8138,0.5141,1,0.0648,1
578,3,3,1,0,-0.5261,3,62193.5571,0.2974,0.1881,0,0.0220,1
579,4,4,0,0,-0.0651,4,64685.0301,0.3130,0.2854,1,0.0408,1
580,5,5,1,1,0.9499,1,57689.4087,0.4249,0.5446,1,0.0590,1
581,6,6,0,0,-0.4782,2,57922.7346,0.3847,0.3672,1,0.0511,1
582,7,1,1,1,0.7744,3,64523.9086,0.6874,0.5848,0,0.0596,1
583,8,2,0,0,-0.4485,4,63555.7228,0.3676,0.2791,1,0.0416,1
584,9,3,1,0,-0.0184,1,56199.5659,0.3846,0.2441,0,0.0360,1
585,10,4,0,1,0.2506,2,62077.1003,0.8014,0.5910,1,0.0871,1
586,11,5,1,0,-0.3267,3,64317.3273,0.2459,0.1215,0,0.0340,0
587,12,6,0,1,0.3663,4,65196.1407,0.7593,0.4228,0,0.0420,1
588,1,1,1,0,0.4479,1,58398.9087,0.4175,0.3420,1,0.0554,1
589,2,2,0,1,0.2313,2,58720.4579,0.6432,0.6300,1,0.0524,1
590,3,3,1,0,0.7078,3,64550.5459,0.5148,0.2944,0,0.0377,1
591,4,4,0,1,0.5577,4,66173.6276,0.7600,0.7299,0,0.0346,1
592,5,5,1,0,0.9210,1,56453.9327,0.4639,0.2915,0,0.0292,1
593,6,6,0,0,0.1249,2,57118.2154,0.5104,0.5021,0,0.0340,1
594,7,1,1,1,-0.6606,3,59831.1829,0.3926,0.4657,0,0.0356,1
595,8,2,0,0,-0.0217,4,64307.8376,0.4302,0.4531,0,0.0452,0
596,9,3,1,1,1.0279,1,58027.8988,0.7746,0.5732,1,0.0516,1
597,10,4,0,0,-0.7272,2,58388.0256,0.3728,0.3363,1,0.0597,1
598,11,5,1,0,0.1215,3,62416.4946,0.3704,0.2492,0,0.0238,1
599,12,6,0,1,0.0725,4,63970.9474,0.7441,0.6245,1,0.0631,1
600,1,1,1,1,-0.0391,1,56732.4085,0.4694,0.3930,0,0.0370,0
601,2,2,0,0,0.3585,2,59415.0077,0.4134,0.2135,0,0.0460,0
602,3,3,1,0,0.7175,3,62584.8718,0.3533,0.4091,0,0.0297,1
603,4,4,0,1,1.2930,4,66503.5954,0.8782,0.6166,0,0.0327,1
604,5,5,1,0,-0.1300,1,57623.0511,0.2278,0.3240,0,0.0362,1
605,6,6,0,1,-0.4825,2,58906.4117,0.5867,0.3833,0,0.0415,1
606,7,1,1,0,0.0220,3,60618.3729,0.3106,0.2792,0,0.0258,1
607,8,2,0,0,0.5003,4,66117.8184,0.4534,0.4228,1,0.0498,0
608,9,3,1,1,-0.6974,1,55630.0479,0.4001,0.3539,0,0.0534,1
609,10,4,0,0,-0.2724,2,57642.4896,0.3291,0.3177,0,0.0347,0
610,11,5,1,1,0.2070,3,62475.8190,0.4845,0.6133,0,0.0382,1
611,12,6,0,0,0.3519,4,64733.3859,0.6746,0.3550,1,0.0459,0
612,1,1,1,1,-0.7803,1,54755.9855,0.3075,0.4185,1,0.0613,1
613,2,2,0,0,-0.0196,2,59168.0539,0.3926,0.2773,1,0.0633,1
614,3,3,1,1,0.3388,3,62884.7836,0.5912,0.4609,1,0.0679,1
615,4,4,0,0,0.0953,4,64494.7679,0.4814,0.3008,0,0.0343,1
616,5,5,1,0,0.5026,1,58367.2323,0.3575,0.3570,1,0.0372,1
617,6,6,0,1,-0.1696,2,58476.3175,0.7851,0.4898,0,0.0373,1
618,7,1,1,0,1.1249,3,64601.6731,0.4942,0.4082,0,0.0180,1
619,8,2,0,1,1.0160,4,66656.8726,0.7362,0.4187,0,0.0500,0
620,9,3,1,0,1.0747,1,58556.0625,0.4848,0.3287,0,0.0325,1
621,10,4,0,0,-0.5893,2,57486.5486,0.1714,0.2186,0,0.0443,1
622,11,5,1,1,-0.2117,3,63298.7626,0.5536,0.3915,0,0.0392,1
623,12,6,0,0,-0.2351,4,64276.0039,0.3401,0.3336,1,0.0481,1
624,1,1,1,0,-0.6097,1,55717.0419,0.3031,0.1893,0,0.0235,0
625,2,2,0,0,0.5488,2,60592.2385,0.4713,0.3771,0,0.0359,1
626,3,3,1,1,-0.2349,3,62430.1046,0.5602,0.6446,0,0.0469,1
627,4,4,0,0,0.2713,4,64463.0080,0.5112,0.4635,1,0.0484,1
628,5,5,1,1,0.0091,1,56894.1557,0.4768,0.5899,0,0.0429,1
629,6,6,0,0,-0.3134,2,57526.6694,0.3476,0.3424,0,0.0364,0
630,7,1,1,0,0.5589,3,64071.2367,0.3973,0.3673,1,0.0443,1
631,8,2,0,1,0.9448,4,66586.3788,0.8498,0.5532,1,0.0500,1
632,9,3,1,0,-0.1012,1,54121.2763,0.2725,0.2202,0,0.0256,1
633,10,4,0,1,-0.1265,2,59865.7738,0.7628,0.4658,1,0.0537,1
634,11,5,1,0,0.3163,3,61269.3478,0.5970,0.3272,0,0.0468,1
635,12,6,0,0,-0.9641,4,60795.9399,0.3586,0.2135,0,0.0275,1
636,1,1,1,0,0.8392,1,58423.9001,0.4868,0.4737,0,0.0305,1
637,2,2,0,1,-0.1631,2,58655.8083,0.7315,0.4464,0,0.0486,1
638,3,3,1,0,1.4179,3,66054.3174,0.5634,0.3641,0,0.0221,1
639,4,4,0,0,0.1016,4,64650.2257,0.3339,0.3682,0,0.0276,1
640,5,5,1,1,0.2875,1,56409.8218,0.3928,0.4916,0,0.0282,1
641,6,6,0,0,0.3747,2,59445.2416,0.3939,0.3308,0,0.0174,0
642,7,1,1,1,-0.1451,3,61244.2273,0.5211,0.5586,0,0.0365,1
643,8,2,0,0,0.4839,4,65321.1598,0.2759,0.5248,0,0.0364,1
644,9,3,1,0,0.4496,1,57249.6019,0.4430,0.3772,0,0.0317,1
645,10,4,0,1,-0.5318,2,56597.9610,0.6787,0.3361,0,0.0428,1
646,11,5,1,0,-0.3415,3,60595.9071,0.3246,0.2498,0,0.0133,0
647,12,6,0,1,0.9426,4,66440.0903,0.8317,0.5537,0,0.0414,1
648,1,1,1,0,0.1389,1,54375.6296,0.3621,0.1937,0,0.0517,1
649,2,2,0,1,-1.3429,2,56422.0792,0.6810,0.2199,1,0.0576,1
650,3,3,1,0,-1.5075,3,57926.2652,0.0289,0.3172,0,0.0138,1
651,4,4,0,1,0.1204,4,65276.4508,0.7307,0.5408,1,0.0729,1
652,5,5,1,0,0.4554,1,57156.7217,0.4599,0.2813,0,0.0371,1
653,6,6,0,0,0.1789,2,59907.9494,0.3768,0.2984,1,0.0586,1
