unit_id,period,mileage_state,replace,next_mileage_state,operating_cost,true_replacement_probability,synthetic_unit_quality
43,20,2,0,3,1.40598,0.2282,0.0944
43,21,3,0,5,2.03297,0.41838,0.0944
43,22,5,0,6,3.28065,0.751,0.0944
43,23,6,1,0,4.53761,0.85028,0.0944
43,24,0,0,1,-0.00709,0.02645,0.0944
43,25,1,0,3,1.10491,0.09081,0.0944
43,26,3,0,5,1.59458,0.41838,0.0944
43,27,5,1,0,4.6575,0.751,0.0944
43,28,0,0,1,0.1418,0.02645,0.0944
43,29,1,0,1,0.77726,0.09081,0.0944
43,30,1,0,3,0.92071,0.09081,0.0944
43,31,3,0,5,1.75983,0.41838,0.0944
43,32,5,1,0,4.99953,0.751,0.0944
43,33,0,0,2,0.37461,0.02645,0.0944
43,34,2,0,3,1.61944,0.2282,0.0944
43,35,3,0,5,2.13621,0.41838,0.0944
43,36,5,1,0,4.73004,0.751,0.0944
43,37,0,0,2,0.21042,0.02645,0.0944
44,0,2,0,3,1.15524,0.23343,0.24377
44,1,3,0,5,2.24092,0.42361,0.24377
44,2,5,0,7,3.56974,0.75623,0.24377
44,3,7,1,0,4.68241,0.91806,0.24377
44,4,0,0,1,0.32603,0.03168,0.24377
44,5,1,0,2,1.14539,0.09604,0.24377
44,6,2,0,4,1.38616,0.23343,0.24377
44,7,4,1,1,4.88067,0.61041,0.24377
44,8,1,1,0,4.59492,0.09604,0.24377
44,9,0,0,1,0.5383,0.03168,0.24377
44,10,1,0,3,0.63155,0.09604,0.24377
44,11,3,0,4,2.01702,0.42361,0.24377
44,12,4,1,0,4.97895,0.61041,0.24377
44,13,0,0,0,0.03619,0.03168,0.24377
44,14,0,0,1,0.27674,0.03168,0.24377
44,15,1,0,2,1.07377,0.09604,0.24377
44,16,2,0,3,1.20256,0.23343,0.24377
44,17,3,0,4,2.08813,0.42361,0.24377
44,18,4,1,0,4.74572,0.61041,0.24377
44,19,0,0,1,0.33801,0.03168,0.24377
44,20,1,0,2,1.05616,0.09604,0.24377
44,21,2,0,3,1.36472,0.23343,0.24377
44,22,3,1,0,4.36415,0.42361,0.24377
44,23,0,0,1,0.6706,0.03168,0.24377
44,24,1,0,2,0.91421,0.09604,0.24377
44,25,2,0,3,1.25789,0.23343,0.24377
44,26,3,0,5,2.07469,0.42361,0.24377
44,27,5,1,1,4.46483,0.75623,0.24377
44,28,1,0,3,1.06034,0.09604,0.24377
44,29,3,0,4,2.22289,0.42361,0.24377
44,30,4,1,0,4.8232,0.61041,0.24377
44,31,0,0,2,0.62441,0.03168,0.24377
44,32,2,1,2,4.80661,0.23343,0.24377
44,33,2,0,3,1.5433,0.23343,0.24377
44,34,3,0,4,2.20047,0.42361,0.24377
44,35,4,0,6,3.00806,0.61041,0.24377
44,36,6,1,0,4.74387,0.8555,0.24377
44,37,0,0,2,0.32386,0.03168,0.24377
45,0,0,0,1,0.38413,0.0199,-0.09273
45,1,1,0,3,1.3632,0.08426,-0.09273
45,2,3,0,4,2.33163,0.41183,-0.09273
45,3,4,1,0,4.95279,0.59863,-0.09273
45,4,0,0,2,0.63527,0.0199,-0.09273
45,5,2,1,0,4.91644,0.22165,-0.09273
45,6,0,0,1,0.48093,0.0199,-0.09273
45,7,1,0,1,0.92399,0.08426,-0.09273
45,8,1,0,3,0.94581,0.08426,-0.09273
45,9,3,0,4,1.60201,0.41183,-0.09273
45,10,4,1,2,4.88797,0.59863,-0.09273
45,11,2,1,0,5.04209,0.22165,-0.09273
45,12,0,0,1,0.61334,0.0199,-0.09273
45,13,1,0,1,0.89634,0.08426,-0.09273
45,14,1,0,3,0.93872,0.08426,-0.09273
45,15,3,0,3,1.94663,0.41183,-0.09273
45,16,3,0,4,2.17389,0.41183,-0.09273
45,17,4,1,2,4.94661,0.59863,-0.09273
45,18,2,1,0,4.81805,0.22165,-0.09273
45,19,0,0,1,0.52505,0.0199,-0.09273
45,20,1,0,1,1.06503,0.08426,-0.09273
45,21,1,0,2,0.98787,0.08426,-0.09273
45,22,2,0,3,1.89471,0.22165,-0.09273
45,23,3,0,4,1.77496,0.41183,-0.09273
45,24,4,1,1,4.90505,0.59863,-0.09273
45,25,1,0,2,0.89733,0.08426,-0.09273
45,26,2,0,3,1.24188,0.22165,-0.09273
45,27,3,0,4,2.04719,0.41183,-0.09273
45,28,4,0,5,2.82647,0.59863,-0.09273
45,29,5,1,0,4.84893,0.74445,-0.09273
45,30,0,0,1,0.37955,0.0199,-0.09273
45,31,1,0,3,0.89451,0.08426,-0.09273
45,32,3,1,1,4.68249,0.41183,-0.09273
45,33,1,0,2,0.29366,0.08426,-0.09273
45,34,2,1,1,4.60657,0.22165,-0.09273
45,35,1,1,1,4.81416,0.08426,-0.09273
45,36,1,0,1,1.16394,0.08426,-0.09273
45,37,1,0,2,0.64295,0.08426,-0.09273
46,0,1,1,0,4.99807,0.09994,0.35518
46,1,0,0,0,0.32045,0.03558,0.35518
46,2,0,0,1,0.55213,0.03558,0.35518
46,3,1,0,2,1.3806,0.09994,0.35518
46,4,2,0,4,1.32513,0.23733,0.35518
46,5,4,0,6,2.60915,0.61431,0.35518
46,6,6,1,1,4.6839,0.8594,0.35518
46,7,1,0,3,1.11177,0.09994,0.35518
46,8,3,0,4,1.86611,0.42751,0.35518
46,9,4,0,5,2.27972,0.61431,0.35518
46,10,5,1,0,4.74951,0.76013,0.35518
46,11,0,0,1,0.35859,0.03558,0.35518
46,12,1,0,2,1.15024,0.09994,0.35518
46,13,2,1,0,5.02845,0.23733,0.35518
46,14,0,0,0,0.20664,0.03558,0.35518
46,15,0,0,0,0.39009,0.03558,0.35518
46,16,0,0,1,0.49877,0.03558,0.35518
46,17,1,1,0,4.49348,0.09994,0.35518
46,18,0,0,1,0.33194,0.03558,0.35518
46,19,1,0,3,1.09617,0.09994,0.35518
46,20,3,0,5,2.14156,0.42751,0.35518
46,21,5,1,0,5.15542,0.76013,0.35518
46,22,0,0,1,0.36071,0.03558,0.35518
46,23,1,0,3,0.73171,0.09994,0.35518
46,24,3,0,4,2.0504,0.42751,0.35518
46,25,4,1,0,4.57816,0.61431,0.35518
46,26,0,0,1,0.13697,0.03558,0.35518
46,27,1,0,2,0.90266,0.09994,0.35518
46,28,2,0,3,1.04853,0.23733,0.35518
46,29,3,0,4,2.24122,0.42751,0.35518
46,30,4,1,1,4.58129,0.61431,0.35518
46,31,1,0,2,1.15034,0.09994,0.35518
46,32,2,1,0,4.80128,0.23733,0.35518
46,33,0,0,1,0.17528,0.03558,0.35518
46,34,1,0,1,0.87322,0.09994,0.35518
46,35,1,1,1,4.80375,0.09994,0.35518
46,36,1,0,2,0.71171,0.09994,0.35518
46,37,2,0,3,1.62592,0.23733,0.35518
47,0,3,1,0,4.62063,0.41448,-0.0172
47,1,0,0,1,0.61038,0.02255,-0.0172
47,2,1,0,2,0.80904,0.08691,-0.0172
47,3,2,0,4,1.62859,0.2243,-0.0172
47,4,4,1,0,4.54465,0.60127,-0.0172
47,5,0,0,1,0.43305,0.02255,-0.0172
47,6,1,0,1,0.94364,0.08691,-0.0172
47,7,1,0,1,0.41867,0.08691,-0.0172
47,8,1,0,2,0.28214,0.08691,-0.0172
47,9,2,0,3,0.9874,0.2243,-0.0172
47,10,3,0,4,1.91479,0.41448,-0.0172
47,11,4,0,5,2.8266,0.60127,-0.0172
47,12,5,1,0,4.61116,0.7471,-0.0172
47,13,0,0,2,0.32852,0.02255,-0.0172
47,14,2,0,4,1.17291,0.2243,-0.0172
47,15,4,1,0,5.10099,0.60127,-0.0172
47,16,0,0,2,0.17162,0.02255,-0.0172
47,17,2,0,4,1.37214,0.2243,-0.0172
47,18,4,0,4,2.81419,0.60127,-0.0172
47,19,4,1,0,4.65638,0.60127,-0.0172
47,20,0,0,1,0.50705,0.02255,-0.0172
47,21,1,0,2,0.61353,0.08691,-0.0172
47,22,2,0,3,1.22451,0.2243,-0.0172
47,23,3,0,3,1.92495,0.41448,-0.0172
47,24,3,1,1,4.92668,0.41448,-0.0172
47,25,1,0,2,0.99907,0.08691,-0.0172
47,26,2,0,4,0.92092,0.2243,-0.0172
47,27,4,1,1,5.00986,0.60127,-0.0172
47,28,1,0,2,1.14519,0.08691,-0.0172
47,29,2,0,3,1.40241,0.2243,-0.0172
47,30,3,1,0,4.4975,0.41448,-0.0172
47,31,0,0,1,-0.14883,0.02255,-0.0172
47,32,1,0,2,0.30166,0.08691,-0.0172
47,33,2,0,3,1.49183,0.2243,-0.0172
47,34,3,0,4,1.48845,0.41448,-0.0172
47,35,4,0,5,2.28807,0.60127,-0.0172
47,36,5,1,0,4.51673,0.7471,-0.0172
47,37,0,1,0,4.8771,0.02255,-0.0172
48,0,0,0,1,0.27284,0.02529,0.06101
48,1,1,0,1,0.87351,0.08964,0.06101
48,2,1,0,1,1.09743,0.08964,0.06101
48,3,1,0,2,1.03104,0.08964,0.06101
48,4,2,1,1,4.85075,0.22703,0.06101
48,5,1,0,2,1.02524,0.08964,0.06101
48,6,2,0,3,1.33451,0.22703,0.06101
48,7,3,1,1,4.83844,0.41721,0.06101
48,8,1,0,2,1.04281,0.08964,0.06101
48,9,2,0,3,1.26254,0.22703,0.06101
48,10,3,0,4,2.09874,0.41721,0.06101
48,11,4,1,1,4.76405,0.60401,0.06101
48,12,1,0,2,0.66135,0.08964,0.06101
48,13,2,0,3,1.83262,0.22703,0.06101
48,14,3,1,0,4.42245,0.41721,0.06101
48,15,0,0,2,0.56772,0.02529,0.06101
48,16,2,1,2,4.40387,0.22703,0.06101
48,17,2,0,3,1.38987,0.22703,0.06101
48,18,3,0,4,1.68542,0.41721,0.06101
48,19,4,1,1,5.09927,0.60401,0.06101
48,20,1,0,2,0.92286,0.08964,0.06101
48,21,2,0,3,1.37179,0.22703,0.06101
48,22,3,0,4,2.28824,0.41721,0.06101
48,23,4,0,5,2.77345,0.60401,0.06101
48,24,5,1,0,4.76142,0.74983,0.06101
48,25,0,0,1,0.3969,0.02529,0.06101
48,26,1,0,2,0.94432,0.08964,0.06101
48,27,2,1,0,5.00336,0.22703,0.06101
48,28,0,0,1,0.15919,0.02529,0.06101
48,29,1,0,2,1.17317,0.08964,0.06101
48,30,2,0,3,1.10754,0.22703,0.06101
48,31,3,1,1,4.36426,0.41721,0.06101
48,32,1,0,2,1.14276,0.08964,0.06101
48,33,2,1,0,4.72903,0.22703,0.06101
48,34,0,0,2,0.38536,0.02529,0.06101
48,35,2,0,3,1.56256,0.22703,0.06101
48,36,3,1,0,4.69432,0.41721,0.06101
48,37,0,0,2,0.34249,0.02529,0.06101
49,0,2,0,3,1.74388,0.22719,0.06554
49,1,3,0,4,2.04176,0.41737,0.06554
49,2,4,0,6,2.42913,0.60417,0.06554
49,3,6,0,7,3.4797,0.84926,0.06554
49,4,7,0,9,4.80555,0.91182,0.06554
49,5,9,1,0,4.62408,0.97148,0.06554
49,6,0,0,0,0.34602,0.02544,0.06554
49,7,0,1,1,4.59411,0.02544,0.06554
49,8,1,0,2,0.91496,0.0898,0.06554
49,9,2,0,4,1.24597,0.22719,0.06554
49,10,4,1,0,4.78238,0.60417,0.06554
49,11,0,0,1,0.57301,0.02544,0.06554
49,12,1,0,2,1.176,0.0898,0.06554
49,13,2,0,3,1.65373,0.22719,0.06554
49,14,3,0,5,1.83028,0.41737,0.06554
49,15,5,1,1,4.35079,0.74999,0.06554
49,16,1,0,3,1.10898,0.0898,0.06554
49,17,3,0,5,1.97508,0.41737,0.06554
49,18,5,0,6,3.31677,0.74999,0.06554
49,19,6,1,0,4.54985,0.84926,0.06554
49,20,0,1,1,4.97588,0.02544,0.06554
49,21,1,0,1,0.72615,0.0898,0.06554
49,22,1,0,2,0.98505,0.0898,0.06554
49,23,2,0,3,1.76387,0.22719,0.06554
49,24,3,0,4,2.19278,0.41737,0.06554
49,25,4,1,0,4.64934,0.60417,0.06554
49,26,0,0,2,0.44476,0.02544,0.06554
49,27,2,0,4,1.68513,0.22719,0.06554
49,28,4,0,5,2.77369,0.60417,0.06554
49,29,5,1,0,4.61565,0.74999,0.06554
49,30,0,0,1,0.36905,0.02544,0.06554
49,31,1,0,2,1.23746,0.0898,0.06554
49,32,2,0,4,1.40294,0.22719,0.06554
49,33,4,0,5,2.65341,0.60417,0.06554
49,34,5,0,6,3.09803,0.74999,0.06554
49,35,6,0,8,3.76357,0.84926,0.06554
49,36,8,1,0,4.81372,0.94944,0.06554
49,37,0,0,1,0.03687,0.02544,0.06554
50,0,2,0,3,1.18871,0.22703,0.06104
50,1,3,0,4,2.30235,0.41722,0.06104
50,2,4,0,5,2.83251,0.60401,0.06104
50,3,5,1,0,3.99041,0.74983,0.06104
50,4,0,0,1,0.149,0.02529,0.06104
50,5,1,0,2,0.45611,0.08965,0.06104
50,6,2,0,3,1.77737,0.22703,0.06104
50,7,3,0,4,2.25426,0.41722,0.06104
50,8,4,0,6,2.67749,0.60401,0.06104
50,9,6,1,0,4.11203,0.84911,0.06104
50,10,0,0,0,0.17941,0.02529,0.06104
50,11,0,0,1,0.49456,0.02529,0.06104
50,12,1,0,3,0.7501,0.08965,0.06104
50,13,3,1,0,4.57653,0.41722,0.06104
50,14,0,0,2,0.53621,0.02529,0.06104
50,15,2,1,0,4.90623,0.22703,0.06104
50,16,0,0,1,0.14249,0.02529,0.06104
50,17,1,0,3,0.94239,0.08965,0.06104
50,18,3,0,4,1.9971,0.41722,0.06104
50,19,4,0,5,2.29794,0.60401,0.06104
50,20,5,1,0,4.82727,0.74983,0.06104
50,21,0,0,2,0.19585,0.02529,0.06104
50,22,2,1,0,4.74053,0.22703,0.06104
50,23,0,0,2,0.41833,0.02529,0.06104
50,24,2,1,1,5.35767,0.22703,0.06104
50,25,1,0,2,1.07227,0.08965,0.06104
50,26,2,0,2,1.90442,0.22703,0.06104
50,27,2,1,0,5.0481,0.22703,0.06104
50,28,0,0,2,0.15292,0.02529,0.06104
50,29,2,0,3,1.34992,0.22703,0.06104
50,30,3,0,4,1.90645,0.41722,0.06104
50,31,4,1,1,4.59492,0.60401,0.06104
50,32,1,0,1,1.23304,0.08965,0.06104
50,33,1,0,3,1.01646,0.08965,0.06104
50,34,3,0,4,2.0136,0.41722,0.06104
50,35,4,1,0,4.94839,0.60401,0.06104
50,36,0,0,1,0.59439,0.02529,0.06104
50,37,1,0,3,0.85252,0.08965,0.06104
51,0,1,0,2,1.22676,0.08643,-0.03094
51,1,2,0,3,1.58664,0.22381,-0.03094
51,2,3,0,4,2.36843,0.414,-0.03094
51,3,4,0,5,2.11605,0.60079,-0.03094
51,4,5,0,6,3.2281,0.74662,-0.03094
51,5,6,1,0,4.3492,0.84589,-0.03094
51,6,0,0,0,0.63068,0.02207,-0.03094
51,7,0,0,1,0.12812,0.02207,-0.03094
51,8,1,0,2,0.67195,0.08643,-0.03094
51,9,2,0,4,1.46729,0.22381,-0.03094
51,10,4,1,0,4.51567,0.60079,-0.03094
51,11,0,0,1,0.01663,0.02207,-0.03094
51,12,1,0,2,0.98809,0.08643,-0.03094
51,13,2,1,0,4.70312,0.22381,-0.03094
51,14,0,0,1,0.46571,0.02207,-0.03094
51,15,1,0,1,0.45132,0.08643,-0.03094
51,16,1,0,2,0.69046,0.08643,-0.03094
51,17,2,0,3,1.55908,0.22381,-0.03094
51,18,3,1,1,4.3809,0.414,-0.03094
51,19,1,0,1,0.53149,0.08643,-0.03094
51,20,1,0,2,0.99059,0.08643,-0.03094
51,21,2,0,3,1.49501,0.22381,-0.03094
51,22,3,1,0,5.02907,0.414,-0.03094
51,23,0,0,2,0.23509,0.02207,-0.03094
51,24,2,0,2,1.35965,0.22381,-0.03094
51,25,2,0,2,1.29295,0.22381,-0.03094
51,26,2,0,3,1.54191,0.22381,-0.03094
51,27,3,0,4,2.11193,0.414,-0.03094
51,28,4,1,0,4.35893,0.60079,-0.03094
51,29,0,0,1,0.76784,0.02207,-0.03094
51,30,1,0,2,0.69537,0.08643,-0.03094
51,31,2,0,4,1.86055,0.22381,-0.03094
51,32,4,1,0,4.83663,0.60079,-0.03094
51,33,0,0,1,0.2657,0.02207,-0.03094
51,34,1,0,1,0.71777,0.08643,-0.03094
51,35,1,0,3,0.61608,0.08643,-0.03094
51,36,3,1,1,4.68463,0.414,-0.03094
51,37,1,1,0,4.48974,0.08643,-0.03094
52,0,2,0,3,0.8917,0.21781,-0.20259
52,1,3,0,4,2.1964,0.40799,-0.20259
52,2,4,1,0,4.43059,0.59478,-0.20259
52,3,0,0,1,0.60132,0.01606,-0.20259
52,4,1,0,1,1.4254,0.08042,-0.20259
52,5,1,0,3,0.98938,0.08042,-0.20259
52,6,3,0,4,1.86196,0.40799,-0.20259
52,7,4,0,5,2.57079,0.59478,-0.20259
52,8,5,1,0,4.69666,0.74061,-0.20259
52,9,0,0,1,0.3215,0.01606,-0.20259
52,10,1,0,2,1.12629,0.08042,-0.20259
52,11,2,0,3,1.83097,0.21781,-0.20259
52,12,3,0,4,1.75937,0.40799,-0.20259
52,13,4,0,5,2.69326,0.59478,-0.20259
52,14,5,1,1,4.44699,0.74061,-0.20259
52,15,1,0,2,0.79862,0.08042,-0.20259
52,16,2,1,0,4.91713,0.21781,-0.20259
52,17,0,0,2,0.27141,0.01606,-0.20259
52,18,2,0,3,1.62872,0.21781,-0.20259
52,19,3,0,4,1.59911,0.40799,-0.20259
52,20,4,1,0,4.22266,0.59478,-0.20259
52,21,0,0,1,0.19228,0.01606,-0.20259
52,22,1,0,1,0.78196,0.08042,-0.20259
52,23,1,0,3,1.32509,0.08042,-0.20259
52,24,3,0,3,2.12245,0.40799,-0.20259
52,25,3,0,4,2.21743,0.40799,-0.20259
52,26,4,1,0,4.58008,0.59478,-0.20259
52,27,0,0,1,0.19923,0.01606,-0.20259
52,28,1,0,2,0.99481,0.08042,-0.20259
52,29,2,0,2,1.78591,0.21781,-0.20259
52,30,2,0,3,1.328,0.21781,-0.20259
52,31,3,0,3,2.43511,0.40799,-0.20259
52,32,3,0,5,1.99651,0.40799,-0.20259
52,33,5,1,0,4.67003,0.74061,-0.20259
52,34,0,0,1,0.30148,0.01606,-0.20259
52,35,1,0,2,1.12642,0.08042,-0.20259
52,36,2,0,3,1.13475,0.21781,-0.20259
52,37,3,0,4,2.29254,0.40799,-0.20259
53,0,1,0,2,0.90986,0.07258,-0.42658
53,1,2,0,3,1.48728,0.20997,-0.42658
53,2,3,0,4,2.06508,0.40015,-0.42658
53,3,4,1,0,4.71128,0.58694,-0.42658
53,4,0,0,1,0.68463,0.01,-0.42658
53,5,1,0,3,0.75077,0.07258,-0.42658
53,6,3,0,4,1.92729,0.40015,-0.42658
53,7,4,0,5,3.05294,0.58694,-0.42658
53,8,5,1,0,4.6526,0.73277,-0.42658
53,9,0,0,2,0.66807,0.01,-0.42658
53,10,2,1,0,4.8051,0.20997,-0.42658
53,11,0,0,0,0.1642,0.01,-0.42658
53,12,0,0,2,0.03473,0.01,-0.42658
53,13,2,0,3,1.30139,0.20997,-0.42658
53,14,3,1,0,4.46264,0.40015,-0.42658
53,15,0,0,1,0.44856,0.01,-0.42658
53,16,1,0,2,0.87694,0.07258,-0.42658
53,17,2,0,2,1.51845,0.20997,-0.42658
53,18,2,1,0,4.76702,0.20997,-0.42658
53,19,0,0,2,0.14369,0.01,-0.42658
53,20,2,0,4,1.00203,0.20997,-0.42658
53,21,4,0,5,2.4004,0.58694,-0.42658
53,22,5,1,0,4.9566,0.73277,-0.42658
53,23,0,0,1,-0.02627,0.01,-0.42658
53,24,1,0,1,0.98503,0.07258,-0.42658
53,25,1,0,2,0.83331,0.07258,-0.42658
53,26,2,0,4,1.58787,0.20997,-0.42658
53,27,4,0,4,2.59594,0.58694,-0.42658
53,28,4,0,6,2.67946,0.58694,-0.42658
53,29,6,1,0,4.75412,0.83204,-0.42658
53,30,0,0,0,0.29673,0.01,-0.42658
53,31,0,0,2,0.09908,0.01,-0.42658
53,32,2,1,1,4.28438,0.20997,-0.42658
53,33,1,0,1,0.82167,0.07258,-0.42658
53,34,1,0,2,0.80867,0.07258,-0.42658
53,35,2,0,3,1.38968,0.20997,-0.42658
53,36,3,0,4,1.96,0.40015,-0.42658
53,37,4,0,6,2.54701,0.58694,-0.42658
54,0,2,0,3,1.47454,0.2184,-0.18577
54,1,3,1,2,4.40955,0.40858,-0.18577
54,2,2,0,3,1.5781,0.2184,-0.18577
54,3,3,1,0,4.49935,0.40858,-0.18577
54,4,0,0,2,-0.02016,0.01665,-0.18577
54,5,2,0,4,1.4847,0.2184,-0.18577
54,6,4,1,0,4.48985,0.59537,-0.18577
54,7,0,0,1,0.1337,0.01665,-0.18577
54,8,1,0,2,0.76528,0.08101,-0.18577
54,9,2,0,3,1.43889,0.2184,-0.18577
54,10,3,0,4,1.59331,0.40858,-0.18577
54,11,4,0,4,2.67112,0.59537,-0.18577
54,12,4,0,5,2.56877,0.59537,-0.18577
54,13,5,1,0,4.6203,0.7412,-0.18577
54,14,0,0,1,0.05338,0.01665,-0.18577
54,15,1,0,2,0.89795,0.08101,-0.18577
54,16,2,1,0,4.43823,0.2184,-0.18577
54,17,0,0,0,-0.22181,0.01665,-0.18577
54,18,0,0,0,0.05128,0.01665,-0.18577
54,19,0,0,2,0.50253,0.01665,-0.18577
54,20,2,0,3,1.49759,0.2184,-0.18577
54,21,3,0,4,2.17449,0.40858,-0.18577
54,22,4,0,5,2.87406,0.59537,-0.18577
54,23,5,1,0,4.47204,0.7412,-0.18577
54,24,0,1,0,4.72132,0.01665,-0.18577
54,25,0,0,0,0.44835,0.01665,-0.18577
54,26,0,0,2,0.03324,0.01665,-0.18577
54,27,2,0,3,1.52673,0.2184,-0.18577
54,28,3,1,1,4.91847,0.40858,-0.18577
54,29,1,0,2,1.02142,0.08101,-0.18577
54,30,2,0,3,0.82498,0.2184,-0.18577
54,31,3,1,2,4.19765,0.40858,-0.18577
54,32,2,0,3,1.47359,0.2184,-0.18577
54,33,3,0,5,1.98394,0.40858,-0.18577
54,34,5,1,0,4.84193,0.7412,-0.18577
54,35,0,0,1,0.46856,0.01665,-0.18577
54,36,1,0,2,0.923,0.08101,-0.18577
54,37,2,1,0,5.00137,0.2184,-0.18577
55,0,2,1,0,4.69824,0.21417,-0.30659
55,1,0,0,1,0.16586,0.01242,-0.30659
55,2,1,1,0,5.11465,0.07678,-0.30659
55,3,0,0,2,0.41589,0.01242,-0.30659
55,4,2,0,3,1.39733,0.21417,-0.30659
55,5,3,0,5,2.01355,0.40435,-0.30659
55,6,5,0,5,2.96212,0.73697,-0.30659
55,7,5,1,0,4.39524,0.73697,-0.30659
55,8,0,0,1,0.76853,0.01242,-0.30659
55,9,1,0,3,0.92417,0.07678,-0.30659
55,10,3,0,5,1.91723,0.40435,-0.30659
55,11,5,1,2,5.0192,0.73697,-0.30659
55,12,2,1,0,5.07412,0.21417,-0.30659
55,13,0,0,1,0.43831,0.01242,-0.30659
55,14,1,0,2,1.08128,0.07678,-0.30659
55,15,2,0,3,1.78313,0.21417,-0.30659
55,16,3,1,2,4.47898,0.40435,-0.30659
55,17,2,1,0,5.16897,0.21417,-0.30659
55,18,0,0,1,0.62421,0.01242,-0.30659
55,19,1,0,2,0.88063,0.07678,-0.30659
55,20,2,0,4,1.43017,0.21417,-0.30659
55,21,4,0,5,2.51323,0.59114,-0.30659
55,22,5,1,0,4.5506,0.73697,-0.30659
55,23,0,0,1,0.29646,0.01242,-0.30659
55,24,1,0,2,0.86744,0.07678,-0.30659
55,25,2,0,2,1.59154,0.21417,-0.30659
55,26,2,1,0,4.68279,0.21417,-0.30659
55,27,0,0,1,0.26097,0.01242,-0.30659
55,28,1,0,2,0.87808,0.07678,-0.30659
55,29,2,0,3,1.05797,0.21417,-0.30659
55,30,3,1,0,4.47665,0.40435,-0.30659
55,31,0,0,1,0.41164,0.01242,-0.30659
55,32,1,0,2,1.2123,0.07678,-0.30659
55,33,2,1,0,4.17571,0.21417,-0.30659
55,34,0,0,1,0.29532,0.01242,-0.30659
55,35,1,0,2,1.24234,0.07678,-0.30659
55,36,2,1,0,4.84997,0.21417,-0.30659
55,37,0,0,0,0.59799,0.01242,-0.30659
56,0,3,0,4,1.92974,0.41535,0.00762
56,1,4,0,5,2.95026,0.60214,0.00762
56,2,5,0,6,3.11597,0.74796,0.00762
56,3,6,1,0,4.64269,0.84724,0.00762
56,4,0,0,1,-0.01181,0.02342,0.00762
56,5,1,0,2,1.12909,0.08778,0.00762
56,6,2,0,4,1.40868,0.22516,0.00762
56,7,4,1,0,4.97977,0.60214,0.00762
56,8,0,0,1,0.11695,0.02342,0.00762
56,9,1,1,0,4.4747,0.08778,0.00762
56,10,0,0,2,0.55724,0.02342,0.00762
56,11,2,0,4,1.1724,0.22516,0.00762
56,12,4,1,1,4.78491,0.60214,0.00762
56,13,1,0,3,0.71156,0.08778,0.00762
56,14,3,1,0,4.82086,0.41535,0.00762
56,15,0,0,1,0.53825,0.02342,0.00762
56,16,1,0,2,1.54094,0.08778,0.00762
56,17,2,0,4,1.37665,0.22516,0.00762
56,18,4,1,1,4.7231,0.60214,0.00762
56,19,1,0,1,0.99744,0.08778,0.00762
56,20,1,0,2,0.80136,0.08778,0.00762
56,21,2,0,2,1.69038,0.22516,0.00762
56,22,2,0,3,1.17497,0.22516,0.00762
56,23,3,1,0,4.93627,0.41535,0.00762
56,24,0,0,1,0.35071,0.02342,0.00762
56,25,1,0,2,0.67408,0.08778,0.00762
56,26,2,0,3,1.2266,0.22516,0.00762
56,27,3,0,4,2.21729,0.41535,0.00762
56,28,4,1,0,4.78828,0.60214,0.00762
56,29,0,0,1,0.03966,0.02342,0.00762
56,30,1,0,3,0.77691,0.08778,0.00762
56,31,3,0,3,2.15501,0.41535,0.00762
56,32,3,1,0,4.66943,0.41535,0.00762
56,33,0,0,1,0.09003,0.02342,0.00762
56,34,1,0,2,0.81788,0.08778,0.00762
56,35,2,0,3,1.72921,0.22516,0.00762
56,36,3,1,2,4.82235,0.41535,0.00762
56,37,2,0,4,1.06198,0.22516,0.00762
57,0,1,0,2,1.23711,0.08832,0.0231
57,1,2,0,2,1.68137,0.22571,0.0231
57,2,2,0,3,1.36312,0.22571,0.0231
57,3,3,1,0,4.44108,0.41589,0.0231
57,4,0,0,1,-0.01207,0.02396,0.0231
57,5,1,0,2,0.99878,0.08832,0.0231
57,6,2,0,3,1.34502,0.22571,0.0231
57,7,3,0,4,2.08941,0.41589,0.0231
57,8,4,1,0,4.72681,0.60268,0.0231
57,9,0,0,1,0.39349,0.02396,0.0231
57,10,1,0,2,0.78349,0.08832,0.0231
57,11,2,0,3,1.67444,0.22571,0.0231
57,12,3,1,0,4.55179,0.41589,0.0231
57,13,0,0,0,0.48595,0.02396,0.0231
57,14,0,0,2,0.37439,0.02396,0.0231
57,15,2,0,3,1.33373,0.22571,0.0231
57,16,3,0,5,2.04164,0.41589,0.0231
57,17,5,1,0,4.62289,0.74851,0.0231
57,18,0,0,2,0.035,0.02396,0.0231
57,19,2,0,3,1.66914,0.22571,0.0231
57,20,3,0,5,1.83386,0.41589,0.0231
57,21,5,1,1,4.73181,0.74851,0.0231
57,22,1,0,2,0.77641,0.08832,0.0231
57,23,2,0,3,1.66283,0.22571,0.0231
57,24,3,1,0,5.0105,0.41589,0.0231
57,25,0,0,1,0.10263,0.02396,0.0231
57,26,1,0,1,1.06105,0.08832,0.0231
57,27,1,0,2,0.8825,0.08832,0.0231
57,28,2,0,2,1.80629,0.22571,0.0231
57,29,2,0,2,1.51133,0.22571,0.0231
57,30,2,0,3,1.53105,0.22571,0.0231
57,31,3,0,4,1.87235,0.41589,0.0231
57,32,4,1,0,4.9472,0.60268,0.0231
57,33,0,0,1,0.40793,0.02396,0.0231
57,34,1,0,2,1.33336,0.08832,0.0231
57,35,2,0,4,1.28359,0.22571,0.0231
