county_id,region,year,adoption_year,ever_treated,treated,event_time,employment_index
65,Central,2015,2017,1,0,-2,56.302
65,Central,2016,2017,1,0,-1,57.22
65,Central,2017,2017,1,1,0,58.006
65,Central,2018,2017,1,1,1,59.47
65,Central,2019,2017,1,1,2,59.016
66,South,2010,9999,0,0,-999,60.205
66,South,2011,9999,0,0,-999,59.957
66,South,2012,9999,0,0,-999,60.581
66,South,2013,9999,0,0,-999,59.125
66,South,2014,9999,0,0,-999,61.888
66,South,2015,9999,0,0,-999,61.34
66,South,2016,9999,0,0,-999,63.449
66,South,2017,9999,0,0,-999,62.993
66,South,2018,9999,0,0,-999,64.519
66,South,2019,9999,0,0,-999,65.627
67,Coastal,2010,2017,1,0,-7,56.418
67,Coastal,2011,2017,1,0,-6,55.178
67,Coastal,2012,2017,1,0,-5,57.093
67,Coastal,2013,2017,1,0,-4,59.054
67,Coastal,2014,2017,1,0,-3,59.018
67,Coastal,2015,2017,1,0,-2,58.89
67,Coastal,2016,2017,1,0,-1,59.252
67,Coastal,2017,2017,1,1,0,60.69
67,Coastal,2018,2017,1,1,1,61.299
67,Coastal,2019,2017,1,1,2,60.012
68,Central,2010,9999,0,0,-999,63.967
68,Central,2011,9999,0,0,-999,64.846
68,Central,2012,9999,0,0,-999,63.448
68,Central,2013,9999,0,0,-999,64.867
68,Central,2014,9999,0,0,-999,65.624
68,Central,2015,9999,0,0,-999,66.182
68,Central,2016,9999,0,0,-999,66.706
68,Central,2017,9999,0,0,-999,67.325
68,Central,2018,9999,0,0,-999,67.442
68,Central,2019,9999,0,0,-999,68.265
69,South,2010,2017,1,0,-7,54.419
69,South,2011,2017,1,0,-6,55.51
69,South,2012,2017,1,0,-5,56.448
69,South,2013,2017,1,0,-4,56.848
69,South,2014,2017,1,0,-3,55.762
69,South,2015,2017,1,0,-2,55.935
69,South,2016,2017,1,0,-1,55.895
69,South,2017,2017,1,1,0,58.968
69,South,2018,2017,1,1,1,59.243
69,South,2019,2017,1,1,2,59.603
70,North,2010,9999,0,0,-999,60.249
70,North,2011,9999,0,0,-999,61.089
70,North,2012,9999,0,0,-999,61.979
70,North,2013,9999,0,0,-999,62.036
70,North,2014,9999,0,0,-999,63.08
70,North,2015,9999,0,0,-999,63.838
70,North,2016,9999,0,0,-999,62.277
70,North,2017,9999,0,0,-999,64.276
70,North,2018,9999,0,0,-999,63.259
70,North,2019,9999,0,0,-999,64.651
71,Coastal,2010,9999,0,0,-999,59.794
71,Coastal,2011,9999,0,0,-999,61.49
71,Coastal,2012,9999,0,0,-999,61.238
71,Coastal,2013,9999,0,0,-999,61.417
71,Coastal,2014,9999,0,0,-999,63.171
71,Coastal,2015,9999,0,0,-999,63.0
71,Coastal,2016,9999,0,0,-999,63.975
71,Coastal,2017,9999,0,0,-999,64.407
71,Coastal,2018,9999,0,0,-999,64.101
71,Coastal,2019,9999,0,0,-999,65.519
72,South,2010,2015,1,0,-5,61.361
72,South,2011,2015,1,0,-4,61.9
72,South,2012,2015,1,0,-3,62.024
72,South,2013,2015,1,0,-2,61.808
72,South,2014,2015,1,0,-1,62.933
72,South,2015,2015,1,1,0,64.785
72,South,2016,2015,1,1,1,65.018
72,South,2017,2015,1,1,2,66.26
72,South,2018,2015,1,1,3,66.069
72,South,2019,2015,1,1,4,68.815
