worker_id,arm,inertia,sophistication,liquidity_need,match_rate,default_rate,active_prompt,commitment,benchmark_rate,chosen_rate,participation,welfare_gap,welfare_score
default-worker-0226,auto_enroll_3,0.3,0.495,0.405,0.03,0.03,0.0,0.0,0.06,0.037,1,0.023,0.057
default-worker-0227,auto_enroll_6,0.3,0.495,0.405,0.03,0.06,0.0,0.0,0.06,0.046,1,0.014,0.066
default-worker-0228,active_choice,0.3,0.495,0.405,0.03,0.0,1.0,0.0,0.06,0.051,1,0.009,0.071
default-worker-0229,commitment_escalation,0.3,0.495,0.405,0.03,0.03,0.0,1.0,0.06,0.044,1,0.016,0.064
default-worker-0230,opt_in,0.355,0.55,0.45,0.035,0.0,0.0,0.0,0.065,0.046,1,0.019,0.061
default-worker-0231,auto_enroll_3,0.355,0.55,0.45,0.035,0.03,0.0,0.0,0.065,0.04,1,0.025,0.055
default-worker-0232,auto_enroll_6,0.355,0.55,0.45,0.035,0.06,0.0,0.0,0.065,0.051,1,0.014,0.066
default-worker-0233,active_choice,0.355,0.55,0.45,0.035,0.0,1.0,0.0,0.065,0.056,1,0.009,0.071
default-worker-0234,commitment_escalation,0.355,0.55,0.45,0.035,0.03,0.0,1.0,0.065,0.047,1,0.018,0.062
default-worker-0235,opt_in,0.41,0.605,0.495,0.04,0.0,0.0,0.0,0.071,0.053,1,0.018,0.062
default-worker-0236,auto_enroll_3,0.41,0.605,0.495,0.04,0.03,0.0,0.0,0.071,0.043,1,0.027,0.053
default-worker-0237,auto_enroll_6,0.41,0.605,0.495,0.04,0.06,0.0,0.0,0.071,0.056,1,0.015,0.065
default-worker-0238,active_choice,0.41,0.605,0.495,0.04,0.0,1.0,0.0,0.071,0.062,1,0.009,0.071
default-worker-0239,commitment_escalation,0.41,0.605,0.495,0.04,0.03,0.0,1.0,0.071,0.049,1,0.021,0.059
default-worker-0240,opt_in,0.465,0.66,0.18,0.045,0.0,0.0,0.0,0.085,0.066,1,0.019,0.061
default-worker-0241,auto_enroll_3,0.465,0.66,0.18,0.045,0.03,0.0,0.0,0.085,0.05,1,0.036,0.044
default-worker-0242,auto_enroll_6,0.465,0.66,0.18,0.045,0.06,0.0,0.0,0.085,0.063,1,0.022,0.058
default-worker-0243,active_choice,0.465,0.66,0.18,0.045,0.0,1.0,0.0,0.085,0.075,1,0.01,0.07
default-worker-0244,commitment_escalation,0.465,0.66,0.18,0.045,0.03,0.0,1.0,0.085,0.059,1,0.026,0.054
default-worker-0245,opt_in,0.52,0.715,0.225,0.05,0.0,0.0,0.0,0.091,0.074,1,0.017,0.063
default-worker-0246,auto_enroll_3,0.52,0.715,0.225,0.05,0.03,0.0,0.0,0.091,0.051,1,0.04,0.04
default-worker-0247,auto_enroll_6,0.52,0.715,0.225,0.05,0.06,0.0,0.0,0.091,0.067,1,0.024,0.056
default-worker-0248,active_choice,0.52,0.715,0.225,0.05,0.0,1.0,0.0,0.091,0.081,1,0.01,0.07
default-worker-0249,commitment_escalation,0.52,0.715,0.225,0.05,0.03,0.0,1.0,0.091,0.06,1,0.03,0.05
default-worker-0250,opt_in,0.575,0.22,0.27,0.03,0.0,0.0,0.0,0.055,0.027,1,0.028,0.052
default-worker-0251,auto_enroll_3,0.575,0.22,0.27,0.03,0.03,0.0,0.0,0.055,0.029,1,0.026,0.054
default-worker-0252,auto_enroll_6,0.575,0.22,0.27,0.03,0.06,0.0,0.0,0.055,0.046,1,0.009,0.071
default-worker-0253,active_choice,0.575,0.22,0.27,0.03,0.0,1.0,0.0,0.055,0.044,1,0.011,0.069
default-worker-0254,commitment_escalation,0.575,0.22,0.27,0.03,0.03,0.0,1.0,0.055,0.038,1,0.017,0.063
default-worker-0255,opt_in,0.63,0.275,0.315,0.035,0.0,0.0,0.0,0.06,0.032,1,0.028,0.052
default-worker-0256,auto_enroll_3,0.63,0.275,0.315,0.035,0.03,0.0,0.0,0.06,0.031,1,0.03,0.05
default-worker-0257,auto_enroll_6,0.63,0.275,0.315,0.035,0.06,0.0,0.0,0.06,0.05,1,0.011,0.069
default-worker-0258,active_choice,0.63,0.275,0.315,0.035,0.0,1.0,0.0,0.06,0.049,1,0.012,0.068
default-worker-0259,commitment_escalation,0.63,0.275,0.315,0.035,0.03,0.0,1.0,0.06,0.039,1,0.021,0.059
default-worker-0260,opt_in,0.685,0.33,0.36,0.04,0.0,0.0,0.0,0.066,0.037,1,0.029,0.051
default-worker-0261,auto_enroll_3,0.685,0.33,0.36,0.04,0.03,0.0,0.0,0.066,0.032,1,0.034,0.046
default-worker-0262,auto_enroll_6,0.685,0.33,0.36,0.04,0.06,0.0,0.0,0.066,0.053,1,0.013,0.067
default-worker-0263,active_choice,0.685,0.33,0.36,0.04,0.0,1.0,0.0,0.066,0.054,1,0.012,0.068
default-worker-0264,commitment_escalation,0.685,0.33,0.36,0.04,0.03,0.0,1.0,0.066,0.04,1,0.026,0.054
default-worker-0265,opt_in,0.74,0.385,0.405,0.045,0.0,0.0,0.0,0.071,0.043,1,0.029,0.051
default-worker-0266,auto_enroll_3,0.74,0.385,0.405,0.045,0.03,0.0,0.0,0.071,0.033,1,0.038,0.042
default-worker-0267,auto_enroll_6,0.74,0.385,0.405,0.045,0.06,0.0,0.0,0.071,0.056,1,0.016,0.064
default-worker-0268,active_choice,0.74,0.385,0.405,0.045,0.0,1.0,0.0,0.071,0.059,1,0.012,0.068
default-worker-0269,commitment_escalation,0.74,0.385,0.405,0.045,0.03,0.0,1.0,0.071,0.04,1,0.031,0.049
default-worker-0270,opt_in,0.3,0.44,0.45,0.05,0.0,0.0,0.0,0.077,0.049,1,0.028,0.052
default-worker-0271,auto_enroll_3,0.3,0.44,0.45,0.05,0.03,0.0,0.0,0.077,0.043,1,0.034,0.046
default-worker-0272,auto_enroll_6,0.3,0.44,0.45,0.05,0.06,0.0,0.0,0.077,0.052,1,0.025,0.055
default-worker-0273,active_choice,0.3,0.44,0.45,0.05,0.0,1.0,0.0,0.077,0.064,1,0.012,0.068
default-worker-0274,commitment_escalation,0.3,0.44,0.45,0.05,0.03,0.0,1.0,0.077,0.05,1,0.027,0.053
default-worker-0275,opt_in,0.355,0.495,0.495,0.03,0.0,0.0,0.0,0.057,0.039,1,0.019,0.061
default-worker-0276,auto_enroll_3,0.355,0.495,0.495,0.03,0.03,0.0,0.0,0.057,0.036,1,0.022,0.058
default-worker-0277,auto_enroll_6,0.355,0.495,0.495,0.03,0.06,0.0,0.0,0.057,0.046,1,0.011,0.069
default-worker-0278,active_choice,0.355,0.495,0.495,0.03,0.0,1.0,0.0,0.057,0.049,1,0.009,0.071
default-worker-0279,commitment_escalation,0.355,0.495,0.495,0.03,0.03,0.0,1.0,0.057,0.042,1,0.016,0.064
default-worker-0280,opt_in,0.41,0.55,0.18,0.035,0.0,0.0,0.0,0.072,0.051,1,0.021,0.059
default-worker-0281,auto_enroll_3,0.41,0.55,0.18,0.035,0.03,0.0,0.0,0.072,0.042,1,0.03,0.05
default-worker-0282,auto_enroll_6,0.41,0.55,0.18,0.035,0.06,0.0,0.0,0.072,0.055,1,0.017,0.063
default-worker-0283,active_choice,0.41,0.55,0.18,0.035,0.0,1.0,0.0,0.072,0.062,1,0.01,0.07
default-worker-0284,commitment_escalation,0.41,0.55,0.18,0.035,0.03,0.0,1.0,0.072,0.052,1,0.02,0.06
default-worker-0285,opt_in,0.465,0.605,0.225,0.04,0.0,0.0,0.0,0.078,0.058,1,0.02,0.06
default-worker-0286,auto_enroll_3,0.465,0.605,0.225,0.04,0.03,0.0,0.0,0.078,0.045,1,0.033,0.047
default-worker-0287,auto_enroll_6,0.465,0.605,0.225,0.04,0.06,0.0,0.0,0.078,0.059,1,0.019,0.061
default-worker-0288,active_choice,0.465,0.605,0.225,0.04,0.0,1.0,0.0,0.078,0.068,1,0.01,0.07
default-worker-0289,commitment_escalation,0.465,0.605,0.225,0.04,0.03,0.0,1.0,0.078,0.054,1,0.023,0.057
default-worker-0290,opt_in,0.52,0.66,0.27,0.045,0.0,0.0,0.0,0.083,0.065,1,0.018,0.062
default-worker-0291,auto_enroll_3,0.52,0.66,0.27,0.045,0.03,0.0,0.0,0.083,0.047,1,0.036,0.044
default-worker-0292,auto_enroll_6,0.52,0.66,0.27,0.045,0.06,0.0,0.0,0.083,0.062,1,0.021,0.059
default-worker-0293,active_choice,0.52,0.66,0.27,0.045,0.0,1.0,0.0,0.083,0.073,1,0.01,0.07
default-worker-0294,commitment_escalation,0.52,0.66,0.27,0.045,0.03,0.0,1.0,0.083,0.055,1,0.028,0.052
default-worker-0295,opt_in,0.575,0.715,0.315,0.05,0.0,0.0,0.0,0.089,0.072,1,0.016,0.064
default-worker-0296,auto_enroll_3,0.575,0.715,0.315,0.05,0.03,0.0,0.0,0.089,0.048,1,0.041,0.039
default-worker-0297,auto_enroll_6,0.575,0.715,0.315,0.05,0.06,0.0,0.0,0.089,0.065,1,0.023,0.057
default-worker-0298,active_choice,0.575,0.715,0.315,0.05,0.0,1.0,0.0,0.089,0.079,1,0.009,0.071
default-worker-0299,commitment_escalation,0.575,0.715,0.315,0.05,0.03,0.0,1.0,0.089,0.056,1,0.032,0.048
default-worker-0300,opt_in,0.63,0.22,0.36,0.03,0.0,0.0,0.0,0.053,0.026,1,0.027,0.053
default-worker-0301,auto_enroll_3,0.63,0.22,0.36,0.03,0.03,0.0,0.0,0.053,0.028,1,0.024,0.056
default-worker-0302,auto_enroll_6,0.63,0.22,0.36,0.03,0.06,0.0,0.0,0.053,0.047,1,0.005,0.075
default-worker-0303,active_choice,0.63,0.22,0.36,0.03,0.0,1.0,0.0,0.053,0.042,1,0.011,0.069
default-worker-0304,commitment_escalation,0.63,0.22,0.36,0.03,0.03,0.0,1.0,0.053,0.036,1,0.016,0.064
default-worker-0305,opt_in,0.685,0.275,0.405,0.035,0.0,0.0,0.0,0.058,0.031,1,0.027,0.053
default-worker-0306,auto_enroll_3,0.685,0.275,0.405,0.035,0.03,0.0,0.0,0.058,0.03,1,0.028,0.052
default-worker-0307,auto_enroll_6,0.685,0.275,0.405,0.035,0.06,0.0,0.0,0.058,0.051,1,0.007,0.073
default-worker-0308,active_choice,0.685,0.275,0.405,0.035,0.0,1.0,0.0,0.058,0.047,1,0.011,0.069
default-worker-0309,commitment_escalation,0.685,0.275,0.405,0.035,0.03,0.0,1.0,0.058,0.037,1,0.021,0.059
default-worker-0310,opt_in,0.74,0.33,0.45,0.04,0.0,0.0,0.0,0.064,0.036,1,0.028,0.052
default-worker-0311,auto_enroll_3,0.74,0.33,0.45,0.04,0.03,0.0,0.0,0.064,0.032,1,0.032,0.048
default-worker-0312,auto_enroll_6,0.74,0.33,0.45,0.04,0.06,0.0,0.0,0.064,0.054,1,0.01,0.07
default-worker-0313,active_choice,0.74,0.33,0.45,0.04,0.0,1.0,0.0,0.064,0.052,1,0.012,0.068
default-worker-0314,commitment_escalation,0.74,0.33,0.45,0.04,0.03,0.0,1.0,0.064,0.038,1,0.026,0.054
default-worker-0315,opt_in,0.3,0.385,0.495,0.045,0.0,0.0,0.0,0.069,0.042,1,0.028,0.052
default-worker-0316,auto_enroll_3,0.3,0.385,0.495,0.045,0.03,0.0,0.0,0.069,0.038,1,0.031,0.049
default-worker-0317,auto_enroll_6,0.3,0.385,0.495,0.045,0.06,0.0,0.0,0.069,0.047,1,0.022,0.058
default-worker-0318,active_choice,0.3,0.385,0.495,0.045,0.0,1.0,0.0,0.069,0.057,1,0.012,0.068
default-worker-0319,commitment_escalation,0.3,0.385,0.495,0.045,0.03,0.0,1.0,0.069,0.044,1,0.025,0.055
default-worker-0320,opt_in,0.355,0.44,0.18,0.05,0.0,0.0,0.0,0.084,0.053,1,0.03,0.05
default-worker-0321,auto_enroll_3,0.355,0.44,0.18,0.05,0.03,0.0,0.0,0.084,0.045,1,0.039,0.041
default-worker-0322,auto_enroll_6,0.355,0.44,0.18,0.05,0.06,0.0,0.0,0.084,0.056,1,0.028,0.052
default-worker-0323,active_choice,0.355,0.44,0.18,0.05,0.0,1.0,0.0,0.084,0.07,1,0.014,0.066
default-worker-0324,commitment_escalation,0.355,0.44,0.18,0.05,0.03,0.0,1.0,0.084,0.055,1,0.029,0.051
default-worker-0325,opt_in,0.41,0.495,0.225,0.03,0.0,0.0,0.0,0.064,0.043,1,0.021,0.059
default-worker-0326,auto_enroll_3,0.41,0.495,0.225,0.03,0.03,0.0,0.0,0.064,0.038,1,0.026,0.054
default-worker-0327,auto_enroll_6,0.41,0.495,0.225,0.03,0.06,0.0,0.0,0.064,0.05,1,0.014,0.066
default-worker-0328,active_choice,0.41,0.495,0.225,0.03,0.0,1.0,0.0,0.064,0.055,1,0.01,0.07
default-worker-0329,commitment_escalation,0.41,0.495,0.225,0.03,0.03,0.0,1.0,0.064,0.047,1,0.017,0.063
default-worker-0330,opt_in,0.465,0.55,0.27,0.035,0.0,0.0,0.0,0.07,0.049,1,0.02,0.06
default-worker-0331,auto_enroll_3,0.465,0.55,0.27,0.035,0.03,0.0,0.0,0.07,0.04,1,0.029,0.051
default-worker-0332,auto_enroll_6,0.465,0.55,0.27,0.035,0.06,0.0,0.0,0.07,0.054,1,0.015,0.065
default-worker-0333,active_choice,0.465,0.55,0.27,0.035,0.0,1.0,0.0,0.07,0.06,1,0.01,0.07
default-worker-0334,commitment_escalation,0.465,0.55,0.27,0.035,0.03,0.0,1.0,0.07,0.049,1,0.021,0.059
default-worker-0335,opt_in,0.52,0.605,0.315,0.04,0.0,0.0,0.0,0.075,0.056,1,0.019,0.061
default-worker-0336,auto_enroll_3,0.52,0.605,0.315,0.04,0.03,0.0,0.0,0.075,0.042,1,0.033,0.047
default-worker-0337,auto_enroll_6,0.52,0.605,0.315,0.04,0.06,0.0,0.0,0.075,0.058,1,0.017,0.063
default-worker-0338,active_choice,0.52,0.605,0.315,0.04,0.0,1.0,0.0,0.075,0.066,1,0.01,0.07
default-worker-0339,commitment_escalation,0.52,0.605,0.315,0.04,0.03,0.0,1.0,0.075,0.051,1,0.025,0.055
default-worker-0340,opt_in,0.575,0.66,0.36,0.045,0.0,0.0,0.0,0.081,0.063,1,0.018,0.062
default-worker-0341,auto_enroll_3,0.575,0.66,0.36,0.045,0.03,0.0,0.0,0.081,0.044,1,0.037,0.043
default-worker-0342,auto_enroll_6,0.575,0.66,0.36,0.045,0.06,0.0,0.0,0.081,0.061,1,0.02,0.06
default-worker-0343,active_choice,0.575,0.66,0.36,0.045,0.0,1.0,0.0,0.081,0.071,1,0.01,0.07
default-worker-0344,commitment_escalation,0.575,0.66,0.36,0.045,0.03,0.0,1.0,0.081,0.052,1,0.029,0.051
default-worker-0345,opt_in,0.63,0.715,0.405,0.05,0.0,0.0,0.0,0.086,0.07,1,0.016,0.064
default-worker-0346,auto_enroll_3,0.63,0.715,0.405,0.05,0.03,0.0,0.0,0.086,0.045,1,0.041,0.039
default-worker-0347,auto_enroll_6,0.63,0.715,0.405,0.05,0.06,0.0,0.0,0.086,0.064,1,0.023,0.057
default-worker-0348,active_choice,0.63,0.715,0.405,0.05,0.0,1.0,0.0,0.086,0.077,1,0.009,0.071
default-worker-0349,commitment_escalation,0.63,0.715,0.405,0.05,0.03,0.0,1.0,0.086,0.052,1,0.034,0.046
default-worker-0350,opt_in,0.685,0.22,0.45,0.03,0.0,0.0,0.0,0.05,0.025,1,0.026,0.054
default-worker-0351,auto_enroll_3,0.685,0.22,0.45,0.03,0.03,0.0,0.0,0.05,0.028,1,0.022,0.058
default-worker-0352,auto_enroll_6,0.685,0.22,0.45,0.03,0.06,0.0,0.0,0.05,0.049,1,0.001,0.079
default-worker-0353,active_choice,0.685,0.22,0.45,0.03,0.0,1.0,0.0,0.05,0.04,1,0.01,0.07
default-worker-0354,commitment_escalation,0.685,0.22,0.45,0.03,0.03,0.0,1.0,0.05,0.035,1,0.015,0.065
default-worker-0355,opt_in,0.74,0.275,0.495,0.035,0.0,0.0,0.0,0.056,0.03,1,0.026,0.054
default-worker-0356,auto_enroll_3,0.74,0.275,0.495,0.035,0.03,0.0,0.0,0.056,0.03,1,0.026,0.054
default-worker-0357,auto_enroll_6,0.74,0.275,0.495,0.035,0.06,0.0,0.0,0.056,0.052,1,0.004,0.076
default-worker-0358,active_choice,0.74,0.275,0.495,0.035,0.0,1.0,0.0,0.056,0.045,1,0.011,0.069
default-worker-0359,commitment_escalation,0.74,0.275,0.495,0.035,0.03,0.0,1.0,0.056,0.036,1,0.02,0.06
default-worker-0360,opt_in,0.3,0.33,0.18,0.04,0.0,0.0,0.0,0.07,0.04,1,0.031,0.049
default-worker-0361,auto_enroll_3,0.3,0.33,0.18,0.04,0.03,0.0,0.0,0.07,0.037,1,0.034,0.046
default-worker-0362,auto_enroll_6,0.3,0.33,0.18,0.04,0.06,0.0,0.0,0.07,0.046,1,0.025,0.055
default-worker-0363,active_choice,0.3,0.33,0.18,0.04,0.0,1.0,0.0,0.07,0.057,1,0.013,0.067
default-worker-0364,commitment_escalation,0.3,0.33,0.18,0.04,0.03,0.0,1.0,0.07,0.047,1,0.024,0.056
default-worker-0365,opt_in,0.355,0.385,0.225,0.045,0.0,0.0,0.0,0.076,0.046,1,0.03,0.05
default-worker-0366,auto_enroll_3,0.355,0.385,0.225,0.045,0.03,0.0,0.0,0.076,0.04,1,0.036,0.044
default-worker-0367,auto_enroll_6,0.355,0.385,0.225,0.045,0.06,0.0,0.0,0.076,0.051,1,0.025,0.055
default-worker-0368,active_choice,0.355,0.385,0.225,0.045,0.0,1.0,0.0,0.076,0.063,1,0.013,0.067
default-worker-0369,commitment_escalation,0.355,0.385,0.225,0.045,0.03,0.0,1.0,0.076,0.049,1,0.027,0.053
default-worker-0370,opt_in,0.41,0.44,0.27,0.05,0.0,0.0,0.0,0.081,0.052,1,0.03,0.05
default-worker-0371,auto_enroll_3,0.41,0.44,0.27,0.05,0.03,0.0,0.0,0.081,0.043,1,0.039,0.041
default-worker-0372,auto_enroll_6,0.41,0.44,0.27,0.05,0.06,0.0,0.0,0.081,0.055,1,0.026,0.054
default-worker-0373,active_choice,0.41,0.44,0.27,0.05,0.0,1.0,0.0,0.081,0.068,1,0.013,0.067
default-worker-0374,commitment_escalation,0.41,0.44,0.27,0.05,0.03,0.0,1.0,0.081,0.052,1,0.03,0.05
default-worker-0375,opt_in,0.465,0.495,0.315,0.03,0.0,0.0,0.0,0.062,0.042,1,0.02,0.06
default-worker-0376,auto_enroll_3,0.465,0.495,0.315,0.03,0.03,0.0,0.0,0.062,0.036,1,0.026,0.054
default-worker-0377,auto_enroll_6,0.465,0.495,0.315,0.03,0.06,0.0,0.0,0.062,0.05,1,0.012,0.068
default-worker-0378,active_choice,0.465,0.495,0.315,0.03,0.0,1.0,0.0,0.062,0.053,1,0.009,0.071
default-worker-0379,commitment_escalation,0.465,0.495,0.315,0.03,0.03,0.0,1.0,0.062,0.044,1,0.018,0.062
default-worker-0380,opt_in,0.52,0.55,0.36,0.035,0.0,0.0,0.0,0.068,0.048,1,0.02,0.06
default-worker-0381,auto_enroll_3,0.52,0.55,0.36,0.035,0.03,0.0,0.0,0.068,0.039,1,0.029,0.051
default-worker-0382,auto_enroll_6,0.52,0.55,0.36,0.035,0.06,0.0,0.0,0.068,0.054,1,0.013,0.067
default-worker-0383,active_choice,0.52,0.55,0.36,0.035,0.0,1.0,0.0,0.068,0.058,1,0.009,0.071
default-worker-0384,commitment_escalation,0.52,0.55,0.36,0.035,0.03,0.0,1.0,0.068,0.046,1,0.021,0.059
default-worker-0385,opt_in,0.575,0.605,0.405,0.04,0.0,0.0,0.0,0.073,0.054,1,0.019,0.061
default-worker-0386,auto_enroll_3,0.575,0.605,0.405,0.04,0.03,0.0,0.0,0.073,0.04,1,0.033,0.047
default-worker-0387,auto_enroll_6,0.575,0.605,0.405,0.04,0.06,0.0,0.0,0.073,0.058,1,0.015,0.065
default-worker-0388,active_choice,0.575,0.605,0.405,0.04,0.0,1.0,0.0,0.073,0.064,1,0.009,0.071
default-worker-0389,commitment_escalation,0.575,0.605,0.405,0.04,0.03,0.0,1.0,0.073,0.047,1,0.026,0.054
default-worker-0390,opt_in,0.63,0.66,0.45,0.045,0.0,0.0,0.0,0.079,0.061,1,0.017,0.063
default-worker-0391,auto_enroll_3,0.63,0.66,0.45,0.045,0.03,0.0,0.0,0.079,0.042,1,0.037,0.043
default-worker-0392,auto_enroll_6,0.63,0.66,0.45,0.045,0.06,0.0,0.0,0.079,0.06,1,0.018,0.062
default-worker-0393,active_choice,0.63,0.66,0.45,0.045,0.0,1.0,0.0,0.079,0.069,1,0.009,0.071
default-worker-0394,commitment_escalation,0.63,0.66,0.45,0.045,0.03,0.0,1.0,0.079,0.048,1,0.03,0.05
default-worker-0395,opt_in,0.685,0.715,0.495,0.05,0.0,0.0,0.0,0.084,0.069,1,0.016,0.064
default-worker-0396,auto_enroll_3,0.685,0.715,0.495,0.05,0.03,0.0,0.0,0.084,0.042,1,0.042,0.038
default-worker-0397,auto_enroll_6,0.685,0.715,0.495,0.05,0.06,0.0,0.0,0.084,0.063,1,0.021,0.059
default-worker-0398,active_choice,0.685,0.715,0.495,0.05,0.0,1.0,0.0,0.084,0.075,1,0.009,0.071
default-worker-0399,commitment_escalation,0.685,0.715,0.495,0.05,0.03,0.0,1.0,0.084,0.048,1,0.036,0.044
default-worker-0400,opt_in,0.74,0.22,0.18,0.03,0.0,0.0,0.0,0.057,0.028,1,0.029,0.051
default-worker-0401,auto_enroll_3,0.74,0.22,0.18,0.03,0.03,0.0,0.0,0.057,0.03,1,0.028,0.052
default-worker-0402,auto_enroll_6,0.74,0.22,0.18,0.03,0.06,0.0,0.0,0.057,0.052,1,0.005,0.075
default-worker-0403,active_choice,0.74,0.22,0.18,0.03,0.0,1.0,0.0,0.057,0.045,1,0.012,0.068
default-worker-0404,commitment_escalation,0.74,0.22,0.18,0.03,0.03,0.0,1.0,0.057,0.039,1,0.018,0.062
default-worker-0405,opt_in,0.3,0.275,0.225,0.035,0.0,0.0,0.0,0.063,0.033,1,0.03,0.05
default-worker-0406,auto_enroll_3,0.3,0.275,0.225,0.035,0.03,0.0,0.0,0.063,0.032,1,0.03,0.05
default-worker-0407,auto_enroll_6,0.3,0.275,0.225,0.035,0.06,0.0,0.0,0.063,0.041,1,0.021,0.059
default-worker-0408,active_choice,0.3,0.275,0.225,0.035,0.0,1.0,0.0,0.063,0.05,1,0.012,0.068
default-worker-0409,commitment_escalation,0.3,0.275,0.225,0.035,0.03,0.0,1.0,0.063,0.041,1,0.021,0.059
default-worker-0410,opt_in,0.355,0.33,0.27,0.04,0.0,0.0,0.0,0.068,0.038,1,0.03,0.05
default-worker-0411,auto_enroll_3,0.355,0.33,0.27,0.04,0.03,0.0,0.0,0.068,0.035,1,0.033,0.047
default-worker-0412,auto_enroll_6,0.355,0.33,0.27,0.04,0.06,0.0,0.0,0.068,0.046,1,0.022,0.058
default-worker-0413,active_choice,0.355,0.33,0.27,0.04,0.0,1.0,0.0,0.068,0.056,1,0.013,0.067
default-worker-0414,commitment_escalation,0.355,0.33,0.27,0.04,0.03,0.0,1.0,0.068,0.044,1,0.024,0.056
default-worker-0415,opt_in,0.41,0.385,0.315,0.045,0.0,0.0,0.0,0.074,0.044,1,0.029,0.051
default-worker-0416,auto_enroll_3,0.41,0.385,0.315,0.045,0.03,0.0,0.0,0.074,0.038,1,0.035,0.045
default-worker-0417,auto_enroll_6,0.41,0.385,0.315,0.045,0.06,0.0,0.0,0.074,0.051,1,0.023,0.057
default-worker-0418,active_choice,0.41,0.385,0.315,0.045,0.0,1.0,0.0,0.074,0.061,1,0.013,0.067
default-worker-0419,commitment_escalation,0.41,0.385,0.315,0.045,0.03,0.0,1.0,0.074,0.047,1,0.027,0.053
default-worker-0420,opt_in,0.465,0.44,0.36,0.05,0.0,0.0,0.0,0.079,0.05,1,0.029,0.051
default-worker-0421,auto_enroll_3,0.465,0.44,0.36,0.05,0.03,0.0,0.0,0.079,0.041,1,0.038,0.042
default-worker-0422,auto_enroll_6,0.465,0.44,0.36,0.05,0.06,0.0,0.0,0.079,0.055,1,0.024,0.056
default-worker-0423,active_choice,0.465,0.44,0.36,0.05,0.0,1.0,0.0,0.079,0.066,1,0.013,0.067
default-worker-0424,commitment_escalation,0.465,0.44,0.36,0.05,0.03,0.0,1.0,0.079,0.049,1,0.031,0.049
default-worker-0425,opt_in,0.52,0.495,0.405,0.03,0.0,0.0,0.0,0.06,0.04,1,0.02,0.06
default-worker-0426,auto_enroll_3,0.52,0.495,0.405,0.03,0.03,0.0,0.0,0.06,0.035,1,0.025,0.055
default-worker-0427,auto_enroll_6,0.52,0.495,0.405,0.03,0.06,0.0,0.0,0.06,0.05,1,0.009,0.071
default-worker-0428,active_choice,0.52,0.495,0.405,0.03,0.0,1.0,0.0,0.06,0.051,1,0.009,0.071
default-worker-0429,commitment_escalation,0.52,0.495,0.405,0.03,0.03,0.0,1.0,0.06,0.042,1,0.018,0.062
default-worker-0430,opt_in,0.575,0.55,0.45,0.035,0.0,0.0,0.0,0.065,0.046,1,0.019,0.061
default-worker-0431,auto_enroll_3,0.575,0.55,0.45,0.035,0.03,0.0,0.0,0.065,0.037,1,0.028,0.052
default-worker-0432,auto_enroll_6,0.575,0.55,0.45,0.035,0.06,0.0,0.0,0.065,0.054,1,0.011,0.069
default-worker-0433,active_choice,0.575,0.55,0.45,0.035,0.0,1.0,0.0,0.065,0.056,1,0.009,0.071
default-worker-0434,commitment_escalation,0.575,0.55,0.45,0.035,0.03,0.0,1.0,0.065,0.043,1,0.022,0.058
default-worker-0435,opt_in,0.63,0.605,0.495,0.04,0.0,0.0,0.0,0.071,0.053,1,0.018,0.062
default-worker-0436,auto_enroll_3,0.63,0.605,0.495,0.04,0.03,0.0,0.0,0.071,0.038,1,0.032,0.048
default-worker-0437,auto_enroll_6,0.63,0.605,0.495,0.04,0.06,0.0,0.0,0.071,0.057,1,0.014,0.066
default-worker-0438,active_choice,0.63,0.605,0.495,0.04,0.0,1.0,0.0,0.071,0.062,1,0.009,0.071
default-worker-0439,commitment_escalation,0.63,0.605,0.495,0.04,0.03,0.0,1.0,0.071,0.044,1,0.026,0.054
default-worker-0440,opt_in,0.685,0.66,0.18,0.045,0.0,0.0,0.0,0.085,0.066,1,0.019,0.061
default-worker-0441,auto_enroll_3,0.685,0.66,0.18,0.045,0.03,0.0,0.0,0.085,0.041,1,0.044,0.036
default-worker-0442,auto_enroll_6,0.685,0.66,0.18,0.045,0.06,0.0,0.0,0.085,0.062,1,0.023,0.057
default-worker-0443,active_choice,0.685,0.66,0.18,0.045,0.0,1.0,0.0,0.085,0.075,1,0.01,0.07
default-worker-0444,commitment_escalation,0.685,0.66,0.18,0.045,0.03,0.0,1.0,0.085,0.051,1,0.034,0.046
default-worker-0445,opt_in,0.74,0.715,0.225,0.05,0.0,0.0,0.0,0.091,0.074,1,0.017,0.063
default-worker-0446,auto_enroll_3,0.74,0.715,0.225,0.05,0.03,0.0,0.0,0.091,0.041,1,0.049,0.031
default-worker-0447,auto_enroll_6,0.74,0.715,0.225,0.05,0.06,0.0,0.0,0.091,0.064,1,0.027,0.053
default-worker-0448,active_choice,0.74,0.715,0.225,0.05,0.0,1.0,0.0,0.091,0.081,1,0.01,0.07
default-worker-0449,commitment_escalation,0.74,0.715,0.225,0.05,0.03,0.0,1.0,0.091,0.051,1,0.04,0.04
default-worker-0450,opt_in,0.3,0.22,0.27,0.03,0.0,0.0,0.0,0.055,0.027,1,0.028,0.052
default-worker-0451,auto_enroll_3,0.3,0.22,0.27,0.03,0.03,0.0,0.0,0.055,0.028,1,0.027,0.053
default-worker-0452,auto_enroll_6,0.3,0.22,0.27,0.03,0.06,0.0,0.0,0.055,0.037,1,0.018,0.062
