worker_id,knowledge_group,neighborhood,desired_earnings,observed_earnings,distance_to_phasein_end,segment,local_knowledge,adjustment_cost,true_marginal_subsidy,perceived_subsidy
eitc-worker-0231,high_knowledge,neighborhood-21,13789,13857.27,-142.73,phase_in,0.795,0.26,0.34,0.27
eitc-worker-0232,low_knowledge,neighborhood-22,13789,13817.34,-182.66,phase_in,0.33,0.26,0.34,0.112
eitc-worker-0233,low_knowledge,neighborhood-23,13789,13818.63,-181.37,phase_in,0.345,0.26,0.34,0.117
eitc-worker-0234,high_knowledge,neighborhood-24,13870,13913.48,-86.52,phase_in,0.84,0.276,0.34,0.286
eitc-worker-0235,low_knowledge,neighborhood-25,13870,13885.53,-114.47,phase_in,0.3,0.276,0.34,0.102
eitc-worker-0236,low_knowledge,neighborhood-26,13870,13886.31,-113.69,phase_in,0.315,0.276,0.34,0.107
eitc-worker-0237,high_knowledge,neighborhood-27,13951,13966.46,-33.54,phase_in,0.81,0.292,0.34,0.275
eitc-worker-0238,low_knowledge,neighborhood-28,13951,13957.58,-42.42,phase_in,0.345,0.292,0.34,0.117
eitc-worker-0239,low_knowledge,neighborhood-29,13951,13957.87,-42.13,phase_in,0.36,0.292,0.34,0.122
eitc-worker-0240,high_knowledge,neighborhood-00,13960,13971.87,-28.13,phase_in,0.78,0.308,0.34,0.265
eitc-worker-0241,low_knowledge,neighborhood-01,13960,13964.8,-35.2,phase_in,0.315,0.308,0.34,0.107
eitc-worker-0242,low_knowledge,neighborhood-02,13960,13965.02,-34.98,phase_in,0.33,0.308,0.34,0.112
eitc-worker-0243,high_knowledge,neighborhood-03,14041,14025.74,25.74,plateau,0.825,0.18,0.0,0.0
eitc-worker-0244,low_knowledge,neighborhood-04,14041,14034.34,34.34,plateau,0.36,0.18,0.0,0.0
eitc-worker-0245,low_knowledge,neighborhood-05,14041,14035.45,35.45,plateau,0.3,0.18,0.0,0.0
eitc-worker-0246,high_knowledge,neighborhood-06,14122,14079.11,79.11,plateau,0.795,0.196,0.0,0.0
eitc-worker-0247,low_knowledge,neighborhood-07,14122,14104.2,104.2,plateau,0.33,0.196,0.0,0.0
eitc-worker-0248,low_knowledge,neighborhood-08,14122,14103.39,103.39,plateau,0.345,0.196,0.0,0.0
eitc-worker-0249,high_knowledge,neighborhood-09,14203,14129.1,129.1,plateau,0.84,0.212,0.0,0.0
eitc-worker-0250,low_knowledge,neighborhood-10,14203,14176.61,176.61,plateau,0.3,0.212,0.0,0.0
eitc-worker-0251,low_knowledge,neighborhood-11,14203,14175.29,175.29,plateau,0.315,0.212,0.0,0.0
eitc-worker-0252,high_knowledge,neighborhood-12,14284,14186.33,186.33,plateau,0.81,0.228,0.0,0.0
eitc-worker-0253,low_knowledge,neighborhood-13,14284,14242.4,242.4,plateau,0.345,0.228,0.0,0.0
eitc-worker-0254,low_knowledge,neighborhood-14,14284,14240.59,240.59,plateau,0.36,0.228,0.0,0.0
eitc-worker-0255,high_knowledge,neighborhood-15,14365,14246.62,246.62,plateau,0.78,0.244,0.0,0.0
eitc-worker-0256,low_knowledge,neighborhood-16,14365,14317.19,317.19,plateau,0.315,0.244,0.0,0.0
eitc-worker-0257,low_knowledge,neighborhood-17,14365,14314.92,314.92,plateau,0.33,0.244,0.0,0.0
eitc-worker-0258,high_knowledge,neighborhood-18,14446,14296.24,296.24,plateau,0.825,0.26,0.0,0.0
eitc-worker-0259,low_knowledge,neighborhood-19,14446,14380.65,380.65,plateau,0.36,0.26,0.0,0.0
eitc-worker-0260,low_knowledge,neighborhood-20,14446,14391.54,391.54,plateau,0.3,0.26,0.0,0.0
eitc-worker-0261,high_knowledge,neighborhood-21,14527,14360.17,360.17,plateau,0.795,0.276,0.0,0.0
eitc-worker-0262,low_knowledge,neighborhood-22,14527,14457.75,457.75,plateau,0.33,0.276,0.0,0.0
eitc-worker-0263,low_knowledge,neighborhood-23,14527,14454.6,454.6,plateau,0.345,0.276,0.0,0.0
eitc-worker-0264,high_knowledge,neighborhood-24,14536,14360.68,360.68,plateau,0.84,0.292,0.0,0.0
eitc-worker-0265,low_knowledge,neighborhood-25,14536,14473.38,473.38,plateau,0.3,0.292,0.0,0.0
eitc-worker-0266,low_knowledge,neighborhood-26,14536,14470.25,470.25,plateau,0.315,0.292,0.0,0.0
eitc-worker-0267,high_knowledge,neighborhood-27,14617,14426.79,426.79,plateau,0.81,0.308,0.0,0.0
eitc-worker-0268,low_knowledge,neighborhood-28,14617,14535.98,535.98,plateau,0.345,0.308,0.0,0.0
eitc-worker-0269,low_knowledge,neighborhood-29,14617,14532.46,532.46,plateau,0.36,0.308,0.0,0.0
eitc-worker-0270,high_knowledge,neighborhood-00,14698,14452.46,452.46,plateau,0.78,0.18,0.0,0.0
eitc-worker-0271,low_knowledge,neighborhood-01,14698,14598.84,598.84,plateau,0.315,0.18,0.0,0.0
eitc-worker-0272,low_knowledge,neighborhood-02,14698,14594.12,594.12,plateau,0.33,0.18,0.0,0.0
eitc-worker-0273,high_knowledge,neighborhood-03,14779,14494.81,494.81,plateau,0.825,0.196,0.0,0.0
eitc-worker-0274,low_knowledge,neighborhood-04,14779,14654.99,654.99,plateau,0.36,0.196,0.0,0.0
eitc-worker-0275,low_knowledge,neighborhood-05,14779,14675.66,675.66,plateau,0.3,0.196,0.0,0.0
eitc-worker-0276,high_knowledge,neighborhood-06,14860,14563.68,563.68,plateau,0.795,0.212,0.0,0.0
eitc-worker-0277,low_knowledge,neighborhood-07,14860,14737.0,737.0,plateau,0.33,0.212,0.0,0.0
eitc-worker-0278,low_knowledge,neighborhood-08,14860,14731.41,731.41,plateau,0.345,0.212,0.0,0.0
eitc-worker-0279,high_knowledge,neighborhood-09,14941,14605.38,605.38,plateau,0.84,0.228,0.0,0.0
eitc-worker-0280,low_knowledge,neighborhood-10,14941,14821.14,821.14,plateau,0.3,0.228,0.0,0.0
eitc-worker-0281,low_knowledge,neighborhood-11,14941,14815.14,815.14,plateau,0.315,0.228,0.0,0.0
eitc-worker-0282,high_knowledge,neighborhood-12,15022,14677.79,677.79,plateau,0.81,0.244,0.0,0.0
eitc-worker-0283,low_knowledge,neighborhood-13,15022,14875.39,875.39,plateau,0.345,0.244,0.0,0.0
eitc-worker-0284,low_knowledge,neighborhood-14,15022,14869.02,869.02,plateau,0.36,0.244,0.0,0.0
eitc-worker-0285,high_knowledge,neighborhood-15,15103,14752.84,752.84,plateau,0.78,0.26,0.0,0.0
eitc-worker-0286,low_knowledge,neighborhood-16,15103,14961.59,961.59,plateau,0.315,0.26,0.0,0.0
eitc-worker-0287,low_knowledge,neighborhood-17,15103,14954.86,954.86,plateau,0.33,0.26,0.0,0.0
eitc-worker-0288,high_knowledge,neighborhood-18,15112,14746.69,746.69,plateau,0.825,0.276,0.0,0.0
eitc-worker-0289,low_knowledge,neighborhood-19,15112,14952.59,952.59,plateau,0.36,0.276,0.0,0.0
eitc-worker-0290,low_knowledge,neighborhood-20,15112,14979.16,979.16,plateau,0.3,0.276,0.0,0.0
eitc-worker-0291,high_knowledge,neighborhood-21,15193,14823.68,823.68,plateau,0.795,0.292,0.0,0.0
eitc-worker-0292,low_knowledge,neighborhood-22,15193,15039.7,1039.7,plateau,0.33,0.292,0.0,0.0
eitc-worker-0293,low_knowledge,neighborhood-23,15193,15032.73,1032.73,plateau,0.345,0.292,0.0,0.0
eitc-worker-0294,high_knowledge,neighborhood-24,15274,14866.7,866.7,plateau,0.84,0.308,0.0,0.0
eitc-worker-0295,low_knowledge,neighborhood-25,15274,15128.53,1128.53,plateau,0.3,0.308,0.0,0.0
eitc-worker-0296,low_knowledge,neighborhood-26,15274,15121.26,1121.26,plateau,0.315,0.308,0.0,0.0
eitc-worker-0297,high_knowledge,neighborhood-27,15355,14860.0,860.0,plateau,0.81,0.18,0.0,0.0
eitc-worker-0298,low_knowledge,neighborhood-28,15355,15144.17,1144.17,plateau,0.345,0.18,0.0,0.0
eitc-worker-0299,low_knowledge,neighborhood-29,15355,15135.0,1135.0,plateau,0.36,0.18,0.0,0.0
eitc-worker-0300,high_knowledge,neighborhood-00,15436,14940.7,940.7,plateau,0.78,0.196,0.0,0.0
eitc-worker-0301,low_knowledge,neighborhood-01,15436,15235.98,1235.98,plateau,0.315,0.196,0.0,0.0
eitc-worker-0302,low_knowledge,neighborhood-02,15436,15226.45,1226.45,plateau,0.33,0.196,0.0,0.0
eitc-worker-0303,high_knowledge,neighborhood-03,15517,14974.59,974.59,plateau,0.825,0.212,0.0,0.0
eitc-worker-0304,low_knowledge,neighborhood-04,15517,15280.31,1280.31,plateau,0.36,0.212,0.0,0.0
eitc-worker-0305,low_knowledge,neighborhood-05,15517,15319.76,1319.76,plateau,0.3,0.212,0.0,0.0
eitc-worker-0306,high_knowledge,neighborhood-06,15598,15058.58,1058.58,plateau,0.795,0.228,0.0,0.0
eitc-worker-0307,low_knowledge,neighborhood-07,15598,15374.09,1374.09,plateau,0.33,0.228,0.0,0.0
eitc-worker-0308,low_knowledge,neighborhood-08,15598,15363.91,1363.91,plateau,0.345,0.228,0.0,0.0
eitc-worker-0309,high_knowledge,neighborhood-09,15679,15679.0,1679.0,plateau,0.84,0.244,0.0,0.0
eitc-worker-0310,low_knowledge,neighborhood-10,15679,15679.0,1679.0,plateau,0.3,0.244,0.0,0.0
eitc-worker-0311,low_knowledge,neighborhood-11,15679,15679.0,1679.0,plateau,0.315,0.244,0.0,0.0
eitc-worker-0312,high_knowledge,neighborhood-12,15688,15688.0,1688.0,plateau,0.81,0.26,0.0,0.0
eitc-worker-0313,low_knowledge,neighborhood-13,15688,15688.0,1688.0,plateau,0.345,0.26,0.0,0.0
eitc-worker-0314,low_knowledge,neighborhood-14,15688,15688.0,1688.0,plateau,0.36,0.26,0.0,0.0
eitc-worker-0315,high_knowledge,neighborhood-15,15769,15769.0,1769.0,plateau,0.78,0.276,0.0,0.0
eitc-worker-0316,low_knowledge,neighborhood-16,15769,15769.0,1769.0,plateau,0.315,0.276,0.0,0.0
eitc-worker-0317,low_knowledge,neighborhood-17,15769,15769.0,1769.0,plateau,0.33,0.276,0.0,0.0
eitc-worker-0318,high_knowledge,neighborhood-18,15850,15850.0,1850.0,plateau,0.825,0.292,0.0,0.0
eitc-worker-0319,low_knowledge,neighborhood-19,15850,15850.0,1850.0,plateau,0.36,0.292,0.0,0.0
eitc-worker-0320,low_knowledge,neighborhood-20,15850,15850.0,1850.0,plateau,0.3,0.292,0.0,0.0
eitc-worker-0321,high_knowledge,neighborhood-21,15931,15931.0,1931.0,plateau,0.795,0.308,0.0,0.0
eitc-worker-0322,low_knowledge,neighborhood-22,15931,15931.0,1931.0,plateau,0.33,0.308,0.0,0.0
eitc-worker-0323,low_knowledge,neighborhood-23,15931,15931.0,1931.0,plateau,0.345,0.308,0.0,0.0
eitc-worker-0324,high_knowledge,neighborhood-24,16012,16012.0,2012.0,plateau,0.84,0.18,0.0,0.0
eitc-worker-0325,low_knowledge,neighborhood-25,16012,16012.0,2012.0,plateau,0.3,0.18,0.0,0.0
eitc-worker-0326,low_knowledge,neighborhood-26,16012,16012.0,2012.0,plateau,0.315,0.18,0.0,0.0
eitc-worker-0327,high_knowledge,neighborhood-27,16093,16093.0,2093.0,plateau,0.81,0.196,0.0,0.0
eitc-worker-0328,low_knowledge,neighborhood-28,16093,16093.0,2093.0,plateau,0.345,0.196,0.0,0.0
eitc-worker-0329,low_knowledge,neighborhood-29,16093,16093.0,2093.0,plateau,0.36,0.196,0.0,0.0
eitc-worker-0330,high_knowledge,neighborhood-00,16174,16174.0,2174.0,plateau,0.78,0.212,0.0,0.0
eitc-worker-0331,low_knowledge,neighborhood-01,16174,16174.0,2174.0,plateau,0.315,0.212,0.0,0.0
eitc-worker-0332,low_knowledge,neighborhood-02,16174,16174.0,2174.0,plateau,0.33,0.212,0.0,0.0
eitc-worker-0333,high_knowledge,neighborhood-03,16255,16255.0,2255.0,plateau,0.825,0.228,0.0,0.0
eitc-worker-0334,low_knowledge,neighborhood-04,16255,16255.0,2255.0,plateau,0.36,0.228,0.0,0.0
eitc-worker-0335,low_knowledge,neighborhood-05,16255,16255.0,2255.0,plateau,0.3,0.228,0.0,0.0
eitc-worker-0336,high_knowledge,neighborhood-06,16264,16264.0,2264.0,plateau,0.795,0.244,0.0,0.0
eitc-worker-0337,low_knowledge,neighborhood-07,16264,16264.0,2264.0,plateau,0.33,0.244,0.0,0.0
eitc-worker-0338,low_knowledge,neighborhood-08,16264,16264.0,2264.0,plateau,0.345,0.244,0.0,0.0
eitc-worker-0339,high_knowledge,neighborhood-09,16345,16345.0,2345.0,plateau,0.84,0.26,0.0,0.0
eitc-worker-0340,low_knowledge,neighborhood-10,16345,16345.0,2345.0,plateau,0.3,0.26,0.0,0.0
eitc-worker-0341,low_knowledge,neighborhood-11,16345,16345.0,2345.0,plateau,0.315,0.26,0.0,0.0
eitc-worker-0342,high_knowledge,neighborhood-12,16426,16426.0,2426.0,plateau,0.81,0.276,0.0,0.0
eitc-worker-0343,low_knowledge,neighborhood-13,16426,16426.0,2426.0,plateau,0.345,0.276,0.0,0.0
eitc-worker-0344,low_knowledge,neighborhood-14,16426,16426.0,2426.0,plateau,0.36,0.276,0.0,0.0
eitc-worker-0345,high_knowledge,neighborhood-15,16507,16507.0,2507.0,plateau,0.78,0.292,0.0,0.0
eitc-worker-0346,low_knowledge,neighborhood-16,16507,16507.0,2507.0,plateau,0.315,0.292,0.0,0.0
eitc-worker-0347,low_knowledge,neighborhood-17,16507,16507.0,2507.0,plateau,0.33,0.292,0.0,0.0
eitc-worker-0348,high_knowledge,neighborhood-18,16588,16588.0,2588.0,plateau,0.825,0.308,0.0,0.0
eitc-worker-0349,low_knowledge,neighborhood-19,16588,16588.0,2588.0,plateau,0.36,0.308,0.0,0.0
eitc-worker-0350,low_knowledge,neighborhood-20,16588,16588.0,2588.0,plateau,0.3,0.308,0.0,0.0
eitc-worker-0351,high_knowledge,neighborhood-21,16669,16669.0,2669.0,plateau,0.795,0.18,0.0,0.0
eitc-worker-0352,low_knowledge,neighborhood-22,16669,16669.0,2669.0,plateau,0.33,0.18,0.0,0.0
eitc-worker-0353,low_knowledge,neighborhood-23,16669,16669.0,2669.0,plateau,0.345,0.18,0.0,0.0
eitc-worker-0354,high_knowledge,neighborhood-24,16750,16750.0,2750.0,plateau,0.84,0.196,0.0,0.0
eitc-worker-0355,low_knowledge,neighborhood-25,16750,16750.0,2750.0,plateau,0.3,0.196,0.0,0.0
eitc-worker-0356,low_knowledge,neighborhood-26,16750,16750.0,2750.0,plateau,0.315,0.196,0.0,0.0
eitc-worker-0357,high_knowledge,neighborhood-27,16831,16831.0,2831.0,plateau,0.81,0.212,0.0,0.0
eitc-worker-0358,low_knowledge,neighborhood-28,16831,16831.0,2831.0,plateau,0.345,0.212,0.0,0.0
eitc-worker-0359,low_knowledge,neighborhood-29,16831,16831.0,2831.0,plateau,0.36,0.212,0.0,0.0
eitc-worker-0360,high_knowledge,neighborhood-00,16840,16840.0,2840.0,plateau,0.78,0.228,0.0,0.0
eitc-worker-0361,low_knowledge,neighborhood-01,16840,16840.0,2840.0,plateau,0.315,0.228,0.0,0.0
eitc-worker-0362,low_knowledge,neighborhood-02,16840,16840.0,2840.0,plateau,0.33,0.228,0.0,0.0
eitc-worker-0363,high_knowledge,neighborhood-03,16921,16921.0,2921.0,plateau,0.825,0.244,0.0,0.0
eitc-worker-0364,low_knowledge,neighborhood-04,16921,16921.0,2921.0,plateau,0.36,0.244,0.0,0.0
eitc-worker-0365,low_knowledge,neighborhood-05,16921,16921.0,2921.0,plateau,0.3,0.244,0.0,0.0
eitc-worker-0366,high_knowledge,neighborhood-06,17002,17002.0,3002.0,plateau,0.795,0.26,0.0,0.0
eitc-worker-0367,low_knowledge,neighborhood-07,17002,17002.0,3002.0,plateau,0.33,0.26,0.0,0.0
eitc-worker-0368,low_knowledge,neighborhood-08,17002,17002.0,3002.0,plateau,0.345,0.26,0.0,0.0
eitc-worker-0369,high_knowledge,neighborhood-09,17083,17083.0,3083.0,plateau,0.84,0.276,0.0,0.0
eitc-worker-0370,low_knowledge,neighborhood-10,17083,17083.0,3083.0,plateau,0.3,0.276,0.0,0.0
eitc-worker-0371,low_knowledge,neighborhood-11,17083,17083.0,3083.0,plateau,0.315,0.276,0.0,0.0
eitc-worker-0372,high_knowledge,neighborhood-12,17164,17164.0,3164.0,plateau,0.81,0.292,0.0,0.0
eitc-worker-0373,low_knowledge,neighborhood-13,17164,17164.0,3164.0,plateau,0.345,0.292,0.0,0.0
eitc-worker-0374,low_knowledge,neighborhood-14,17164,17164.0,3164.0,plateau,0.36,0.292,0.0,0.0
eitc-worker-0375,high_knowledge,neighborhood-15,17245,17245.0,3245.0,plateau,0.78,0.308,0.0,0.0
eitc-worker-0376,low_knowledge,neighborhood-16,17245,17245.0,3245.0,plateau,0.315,0.308,0.0,0.0
eitc-worker-0377,low_knowledge,neighborhood-17,17245,17245.0,3245.0,plateau,0.33,0.308,0.0,0.0
eitc-worker-0378,high_knowledge,neighborhood-18,17326,17326.0,3326.0,plateau,0.825,0.18,0.0,0.0
eitc-worker-0379,low_knowledge,neighborhood-19,17326,17326.0,3326.0,plateau,0.36,0.18,0.0,0.0
eitc-worker-0380,low_knowledge,neighborhood-20,17326,17326.0,3326.0,plateau,0.3,0.18,0.0,0.0
eitc-worker-0381,high_knowledge,neighborhood-21,17407,17407.0,3407.0,plateau,0.795,0.196,0.0,0.0
eitc-worker-0382,low_knowledge,neighborhood-22,17407,17407.0,3407.0,plateau,0.33,0.196,0.0,0.0
eitc-worker-0383,low_knowledge,neighborhood-23,17407,17407.0,3407.0,plateau,0.345,0.196,0.0,0.0
eitc-worker-0384,high_knowledge,neighborhood-24,17416,17416.0,3416.0,plateau,0.84,0.212,0.0,0.0
eitc-worker-0385,low_knowledge,neighborhood-25,17416,17416.0,3416.0,plateau,0.3,0.212,0.0,0.0
eitc-worker-0386,low_knowledge,neighborhood-26,17416,17416.0,3416.0,plateau,0.315,0.212,0.0,0.0
eitc-worker-0387,high_knowledge,neighborhood-27,17497,17497.0,3497.0,plateau,0.81,0.228,0.0,0.0
eitc-worker-0388,low_knowledge,neighborhood-28,17497,17497.0,3497.0,plateau,0.345,0.228,0.0,0.0
eitc-worker-0389,low_knowledge,neighborhood-29,17497,17497.0,3497.0,plateau,0.36,0.228,0.0,0.0
eitc-worker-0390,high_knowledge,neighborhood-00,17578,17578.0,3578.0,plateau,0.78,0.244,0.0,0.0
eitc-worker-0391,low_knowledge,neighborhood-01,17578,17578.0,3578.0,plateau,0.315,0.244,0.0,0.0
eitc-worker-0392,low_knowledge,neighborhood-02,17578,17578.0,3578.0,plateau,0.33,0.244,0.0,0.0
eitc-worker-0393,high_knowledge,neighborhood-03,17659,17659.0,3659.0,plateau,0.825,0.26,0.0,0.0
eitc-worker-0394,low_knowledge,neighborhood-04,17659,17659.0,3659.0,plateau,0.36,0.26,0.0,0.0
eitc-worker-0395,low_knowledge,neighborhood-05,17659,17659.0,3659.0,plateau,0.3,0.26,0.0,0.0
eitc-worker-0396,high_knowledge,neighborhood-06,17740,17740.0,3740.0,plateau,0.795,0.276,0.0,0.0
eitc-worker-0397,low_knowledge,neighborhood-07,17740,17740.0,3740.0,plateau,0.33,0.276,0.0,0.0
eitc-worker-0398,low_knowledge,neighborhood-08,17740,17740.0,3740.0,plateau,0.345,0.276,0.0,0.0
eitc-worker-0399,high_knowledge,neighborhood-09,17821,17821.0,3821.0,plateau,0.84,0.292,0.0,0.0
eitc-worker-0400,low_knowledge,neighborhood-10,17821,17821.0,3821.0,plateau,0.3,0.292,0.0,0.0
eitc-worker-0401,low_knowledge,neighborhood-11,17821,17821.0,3821.0,plateau,0.315,0.292,0.0,0.0
eitc-worker-0402,high_knowledge,neighborhood-12,17902,17902.0,3902.0,plateau,0.81,0.308,0.0,0.0
eitc-worker-0403,low_knowledge,neighborhood-13,17902,17902.0,3902.0,plateau,0.345,0.308,0.0,0.0
eitc-worker-0404,low_knowledge,neighborhood-14,17902,17902.0,3902.0,plateau,0.36,0.308,0.0,0.0
eitc-worker-0405,high_knowledge,neighborhood-15,17983,17983.0,3983.0,plateau,0.78,0.18,0.0,0.0
eitc-worker-0406,low_knowledge,neighborhood-16,17983,17983.0,3983.0,plateau,0.315,0.18,0.0,0.0
eitc-worker-0407,low_knowledge,neighborhood-17,17983,17983.0,3983.0,plateau,0.33,0.18,0.0,0.0
eitc-worker-0408,high_knowledge,neighborhood-18,17992,17992.0,3992.0,plateau,0.825,0.196,0.0,0.0
eitc-worker-0409,low_knowledge,neighborhood-19,17992,17992.0,3992.0,plateau,0.36,0.196,0.0,0.0
eitc-worker-0410,low_knowledge,neighborhood-20,17992,17992.0,3992.0,plateau,0.3,0.196,0.0,0.0
eitc-worker-0411,high_knowledge,neighborhood-21,18073,18073.0,4073.0,plateau,0.795,0.212,0.0,0.0
eitc-worker-0412,low_knowledge,neighborhood-22,18073,18073.0,4073.0,plateau,0.33,0.212,0.0,0.0
eitc-worker-0413,low_knowledge,neighborhood-23,18073,18073.0,4073.0,plateau,0.345,0.212,0.0,0.0
eitc-worker-0414,high_knowledge,neighborhood-24,18154,18154.0,4154.0,plateau,0.84,0.228,0.0,0.0
eitc-worker-0415,low_knowledge,neighborhood-25,18154,18154.0,4154.0,plateau,0.3,0.228,0.0,0.0
eitc-worker-0416,low_knowledge,neighborhood-26,18154,18154.0,4154.0,plateau,0.315,0.228,0.0,0.0
eitc-worker-0417,high_knowledge,neighborhood-27,18235,18235.0,4235.0,plateau,0.81,0.244,0.0,0.0
eitc-worker-0418,low_knowledge,neighborhood-28,18235,18235.0,4235.0,plateau,0.345,0.244,0.0,0.0
eitc-worker-0419,low_knowledge,neighborhood-29,18235,18235.0,4235.0,plateau,0.36,0.244,0.0,0.0
eitc-worker-0420,high_knowledge,neighborhood-00,18316,18316.0,4316.0,plateau,0.78,0.26,0.0,0.0
eitc-worker-0421,low_knowledge,neighborhood-01,18316,18316.0,4316.0,plateau,0.315,0.26,0.0,0.0
eitc-worker-0422,low_knowledge,neighborhood-02,18316,18316.0,4316.0,plateau,0.33,0.26,0.0,0.0
eitc-worker-0423,high_knowledge,neighborhood-03,18397,18397.0,4397.0,plateau,0.825,0.276,0.0,0.0
eitc-worker-0424,low_knowledge,neighborhood-04,18397,18397.0,4397.0,plateau,0.36,0.276,0.0,0.0
eitc-worker-0425,low_knowledge,neighborhood-05,18397,18397.0,4397.0,plateau,0.3,0.276,0.0,0.0
eitc-worker-0426,high_knowledge,neighborhood-06,18478,18478.0,4478.0,plateau,0.795,0.292,0.0,0.0
eitc-worker-0427,low_knowledge,neighborhood-07,18478,18478.0,4478.0,plateau,0.33,0.292,0.0,0.0
eitc-worker-0428,low_knowledge,neighborhood-08,18478,18478.0,4478.0,plateau,0.345,0.292,0.0,0.0
eitc-worker-0429,high_knowledge,neighborhood-09,18559,18559.0,4559.0,plateau,0.84,0.308,0.0,0.0
eitc-worker-0430,low_knowledge,neighborhood-10,18559,18559.0,4559.0,plateau,0.3,0.308,0.0,0.0
eitc-worker-0431,low_knowledge,neighborhood-11,18559,18559.0,4559.0,plateau,0.315,0.308,0.0,0.0
eitc-worker-0432,high_knowledge,neighborhood-12,18568,18568.0,4568.0,plateau,0.81,0.18,0.0,0.0
eitc-worker-0433,low_knowledge,neighborhood-13,18568,18568.0,4568.0,plateau,0.345,0.18,0.0,0.0
eitc-worker-0434,low_knowledge,neighborhood-14,18568,18568.0,4568.0,plateau,0.36,0.18,0.0,0.0
eitc-worker-0435,high_knowledge,neighborhood-15,18649,18649.0,4649.0,plateau,0.78,0.196,0.0,0.0
eitc-worker-0436,low_knowledge,neighborhood-16,18649,18649.0,4649.0,plateau,0.315,0.196,0.0,0.0
eitc-worker-0437,low_knowledge,neighborhood-17,18649,18649.0,4649.0,plateau,0.33,0.196,0.0,0.0
eitc-worker-0438,high_knowledge,neighborhood-18,18730,18730.0,4730.0,plateau,0.825,0.212,0.0,0.0
eitc-worker-0439,low_knowledge,neighborhood-19,18730,18730.0,4730.0,plateau,0.36,0.212,0.0,0.0
eitc-worker-0440,low_knowledge,neighborhood-20,18730,18730.0,4730.0,plateau,0.3,0.212,0.0,0.0
eitc-worker-0441,high_knowledge,neighborhood-21,18811,18811.0,4811.0,plateau,0.795,0.228,0.0,0.0
eitc-worker-0442,low_knowledge,neighborhood-22,18811,18811.0,4811.0,plateau,0.33,0.228,0.0,0.0
eitc-worker-0443,low_knowledge,neighborhood-23,18811,18811.0,4811.0,plateau,0.345,0.228,0.0,0.0
eitc-worker-0444,high_knowledge,neighborhood-24,18892,18892.0,4892.0,plateau,0.84,0.244,0.0,0.0
eitc-worker-0445,low_knowledge,neighborhood-25,18892,18892.0,4892.0,plateau,0.3,0.244,0.0,0.0
eitc-worker-0446,low_knowledge,neighborhood-26,18892,18892.0,4892.0,plateau,0.315,0.244,0.0,0.0
eitc-worker-0447,high_knowledge,neighborhood-27,18973,18973.0,4973.0,plateau,0.81,0.26,0.0,0.0
eitc-worker-0448,low_knowledge,neighborhood-28,18973,18973.0,4973.0,plateau,0.345,0.26,0.0,0.0
eitc-worker-0449,low_knowledge,neighborhood-29,18973,18973.0,4973.0,plateau,0.36,0.26,0.0,0.0
eitc-worker-0450,high_knowledge,neighborhood-00,19054,19054.0,5054.0,plateau,0.78,0.276,0.0,0.0
eitc-worker-0451,low_knowledge,neighborhood-01,19054,19054.0,5054.0,plateau,0.315,0.276,0.0,0.0
eitc-worker-0452,low_knowledge,neighborhood-02,19054,19054.0,5054.0,plateau,0.33,0.276,0.0,0.0
eitc-worker-0453,high_knowledge,neighborhood-03,19135,19135.0,5135.0,plateau,0.825,0.292,0.0,0.0
eitc-worker-0454,low_knowledge,neighborhood-04,19135,19135.0,5135.0,plateau,0.36,0.292,0.0,0.0
eitc-worker-0455,low_knowledge,neighborhood-05,19135,19135.0,5135.0,plateau,0.3,0.292,0.0,0.0
eitc-worker-0456,high_knowledge,neighborhood-06,19144,19144.0,5144.0,plateau,0.795,0.308,0.0,0.0
eitc-worker-0457,low_knowledge,neighborhood-07,19144,19144.0,5144.0,plateau,0.33,0.308,0.0,0.0
eitc-worker-0458,low_knowledge,neighborhood-08,19144,19144.0,5144.0,plateau,0.345,0.308,0.0,0.0
eitc-worker-0459,high_knowledge,neighborhood-09,19225,19225.0,5225.0,plateau,0.84,0.18,0.0,0.0
eitc-worker-0460,low_knowledge,neighborhood-10,19225,19225.0,5225.0,plateau,0.3,0.18,0.0,0.0
eitc-worker-0461,low_knowledge,neighborhood-11,19225,19225.0,5225.0,plateau,0.315,0.18,0.0,0.0
eitc-worker-0462,high_knowledge,neighborhood-12,19306,19306.0,5306.0,plateau,0.81,0.196,0.0,0.0
eitc-worker-0463,low_knowledge,neighborhood-13,19306,19306.0,5306.0,plateau,0.345,0.196,0.0,0.0
eitc-worker-0464,low_knowledge,neighborhood-14,19306,19306.0,5306.0,plateau,0.36,0.196,0.0,0.0
eitc-worker-0465,high_knowledge,neighborhood-15,19387,19387.0,5387.0,plateau,0.78,0.212,0.0,0.0
eitc-worker-0466,low_knowledge,neighborhood-16,19387,19387.0,5387.0,plateau,0.315,0.212,0.0,0.0
eitc-worker-0467,low_knowledge,neighborhood-17,19387,19387.0,5387.0,plateau,0.33,0.212,0.0,0.0
eitc-worker-0468,high_knowledge,neighborhood-18,19468,19468.0,5468.0,plateau,0.825,0.228,0.0,0.0
eitc-worker-0469,low_knowledge,neighborhood-19,19468,19468.0,5468.0,plateau,0.36,0.228,0.0,0.0
eitc-worker-0470,low_knowledge,neighborhood-20,19468,19468.0,5468.0,plateau,0.3,0.228,0.0,0.0
