worker_id,knowledge_group,desired_earnings,observed_earnings,kink,schedule_knowledge,adjustment_cost,distance_to_kink,phaseout_rate
schedule-worker-300,high_knowledge,17049,17049.0,20000.0,0.78,0.198,-2951.0,0.0
schedule-worker-301,low_knowledge,17049,17049.0,20000.0,0.28,0.198,-2951.0,0.0
schedule-worker-302,low_knowledge,17049,17049.0,20000.0,0.28,0.198,-2951.0,0.0
schedule-worker-303,high_knowledge,17146,17146.0,20000.0,0.78,0.216,-2854.0,0.0
schedule-worker-304,low_knowledge,17146,17146.0,20000.0,0.28,0.216,-2854.0,0.0
schedule-worker-305,low_knowledge,17146,17146.0,20000.0,0.28,0.216,-2854.0,0.0
schedule-worker-306,high_knowledge,17243,17243.0,20000.0,0.78,0.234,-2757.0,0.0
schedule-worker-307,low_knowledge,17243,17243.0,20000.0,0.28,0.234,-2757.0,0.0
schedule-worker-308,low_knowledge,17243,17243.0,20000.0,0.28,0.234,-2757.0,0.0
schedule-worker-309,high_knowledge,17340,17340.0,20000.0,0.78,0.252,-2660.0,0.0
schedule-worker-310,low_knowledge,17340,17340.0,20000.0,0.28,0.252,-2660.0,0.0
schedule-worker-311,low_knowledge,17340,17340.0,20000.0,0.28,0.252,-2660.0,0.0
schedule-worker-312,high_knowledge,17437,17437.0,20000.0,0.78,0.27,-2563.0,0.0
schedule-worker-313,low_knowledge,17437,17437.0,20000.0,0.28,0.27,-2563.0,0.0
schedule-worker-314,low_knowledge,17437,17437.0,20000.0,0.28,0.27,-2563.0,0.0
schedule-worker-315,high_knowledge,17450,17450.0,20000.0,0.78,0.288,-2550.0,0.0
schedule-worker-316,low_knowledge,17450,17450.0,20000.0,0.28,0.288,-2550.0,0.0
schedule-worker-317,low_knowledge,17450,17450.0,20000.0,0.28,0.288,-2550.0,0.0
schedule-worker-318,high_knowledge,17547,17547.0,20000.0,0.78,0.306,-2453.0,0.0
schedule-worker-319,low_knowledge,17547,17547.0,20000.0,0.28,0.306,-2453.0,0.0
schedule-worker-320,low_knowledge,17547,17547.0,20000.0,0.28,0.306,-2453.0,0.0
schedule-worker-321,high_knowledge,17644,17644.0,20000.0,0.78,0.324,-2356.0,0.0
schedule-worker-322,low_knowledge,17644,17644.0,20000.0,0.28,0.324,-2356.0,0.0
schedule-worker-323,low_knowledge,17644,17644.0,20000.0,0.28,0.324,-2356.0,0.0
schedule-worker-324,high_knowledge,17741,17741.0,20000.0,0.78,0.18,-2259.0,0.0
schedule-worker-325,low_knowledge,17741,17741.0,20000.0,0.28,0.18,-2259.0,0.0
schedule-worker-326,low_knowledge,17741,17741.0,20000.0,0.28,0.18,-2259.0,0.0
schedule-worker-327,high_knowledge,17838,17838.0,20000.0,0.78,0.198,-2162.0,0.0
schedule-worker-328,low_knowledge,17838,17838.0,20000.0,0.28,0.198,-2162.0,0.0
schedule-worker-329,low_knowledge,17838,17838.0,20000.0,0.28,0.198,-2162.0,0.0
schedule-worker-330,high_knowledge,17935,17935.0,20000.0,0.78,0.216,-2065.0,0.0
schedule-worker-331,low_knowledge,17935,17935.0,20000.0,0.28,0.216,-2065.0,0.0
schedule-worker-332,low_knowledge,17935,17935.0,20000.0,0.28,0.216,-2065.0,0.0
schedule-worker-333,high_knowledge,18032,18032.0,20000.0,0.78,0.234,-1968.0,0.0
schedule-worker-334,low_knowledge,18032,18032.0,20000.0,0.28,0.234,-1968.0,0.0
schedule-worker-335,low_knowledge,18032,18032.0,20000.0,0.28,0.234,-1968.0,0.0
schedule-worker-336,high_knowledge,18045,18045.0,20000.0,0.78,0.252,-1955.0,0.0
schedule-worker-337,low_knowledge,18045,18045.0,20000.0,0.28,0.252,-1955.0,0.0
schedule-worker-338,low_knowledge,18045,18045.0,20000.0,0.28,0.252,-1955.0,0.0
schedule-worker-339,high_knowledge,18142,18142.0,20000.0,0.78,0.27,-1858.0,0.0
schedule-worker-340,low_knowledge,18142,18142.0,20000.0,0.28,0.27,-1858.0,0.0
schedule-worker-341,low_knowledge,18142,18142.0,20000.0,0.28,0.27,-1858.0,0.0
schedule-worker-342,high_knowledge,18239,18239.0,20000.0,0.78,0.288,-1761.0,0.0
schedule-worker-343,low_knowledge,18239,18239.0,20000.0,0.28,0.288,-1761.0,0.0
schedule-worker-344,low_knowledge,18239,18239.0,20000.0,0.28,0.288,-1761.0,0.0
schedule-worker-345,high_knowledge,18336,18336.0,20000.0,0.78,0.306,-1664.0,0.0
schedule-worker-346,low_knowledge,18336,18336.0,20000.0,0.28,0.306,-1664.0,0.0
schedule-worker-347,low_knowledge,18336,18336.0,20000.0,0.28,0.306,-1664.0,0.0
schedule-worker-348,high_knowledge,18433,18433.0,20000.0,0.78,0.324,-1567.0,0.0
schedule-worker-349,low_knowledge,18433,18433.0,20000.0,0.28,0.324,-1567.0,0.0
schedule-worker-350,low_knowledge,18433,18433.0,20000.0,0.28,0.324,-1567.0,0.0
schedule-worker-351,high_knowledge,18530,19470.21,20000.0,0.78,0.18,-529.79,0.0
schedule-worker-352,low_knowledge,18530,18867.51,20000.0,0.28,0.18,-1132.49,0.0
schedule-worker-353,low_knowledge,18530,18867.51,20000.0,0.28,0.18,-1132.49,0.0
schedule-worker-354,high_knowledge,18627,19485.89,20000.0,0.78,0.198,-514.11,0.0
schedule-worker-355,low_knowledge,18627,18935.32,20000.0,0.28,0.198,-1064.68,0.0
schedule-worker-356,low_knowledge,18627,18935.32,20000.0,0.28,0.198,-1064.68,0.0
schedule-worker-357,high_knowledge,18640,19471.67,20000.0,0.78,0.216,-528.33,0.0
schedule-worker-358,low_knowledge,18640,18938.55,20000.0,0.28,0.216,-1061.45,0.0
schedule-worker-359,low_knowledge,18640,18938.55,20000.0,0.28,0.216,-1061.45,0.0
schedule-worker-360,high_knowledge,18737,19491.62,20000.0,0.78,0.234,-508.38,0.0
schedule-worker-361,low_knowledge,18737,19007.89,20000.0,0.28,0.234,-992.11,0.0
schedule-worker-362,low_knowledge,18737,19007.89,20000.0,0.28,0.234,-992.11,0.0
schedule-worker-363,high_knowledge,18834,19514.29,20000.0,0.78,0.252,-485.71,0.0
schedule-worker-364,low_knowledge,18834,19078.21,20000.0,0.28,0.252,-921.79,0.0
schedule-worker-365,low_knowledge,18834,19078.21,20000.0,0.28,0.252,-921.79,0.0
schedule-worker-366,high_knowledge,18931,19539.69,20000.0,0.78,0.27,-460.31,0.0
schedule-worker-367,low_knowledge,18931,19149.5,20000.0,0.28,0.27,-850.5,0.0
schedule-worker-368,low_knowledge,18931,19149.5,20000.0,0.28,0.27,-850.5,0.0
schedule-worker-369,high_knowledge,19028,19567.81,20000.0,0.78,0.288,-432.19,0.0
schedule-worker-370,low_knowledge,19028,19221.78,20000.0,0.28,0.288,-778.22,0.0
schedule-worker-371,low_knowledge,19028,19221.78,20000.0,0.28,0.288,-778.22,0.0
schedule-worker-372,high_knowledge,19125,19598.65,20000.0,0.78,0.306,-401.35,0.0
schedule-worker-373,low_knowledge,19125,19295.03,20000.0,0.28,0.306,-704.97,0.0
schedule-worker-374,low_knowledge,19125,19295.03,20000.0,0.28,0.306,-704.97,0.0
schedule-worker-375,high_knowledge,19222,19632.22,20000.0,0.78,0.324,-367.78,0.0
schedule-worker-376,low_knowledge,19222,19369.26,20000.0,0.28,0.324,-630.74,0.0
schedule-worker-377,low_knowledge,19222,19369.26,20000.0,0.28,0.324,-630.74,0.0
schedule-worker-378,high_knowledge,19235,19724.29,20000.0,0.78,0.18,-275.71,0.0
schedule-worker-379,low_knowledge,19235,19410.64,20000.0,0.28,0.18,-589.36,0.0
schedule-worker-380,low_knowledge,19235,19410.64,20000.0,0.28,0.18,-589.36,0.0
schedule-worker-381,high_knowledge,19332,19749.87,20000.0,0.78,0.198,-250.13,0.0
schedule-worker-382,low_knowledge,19332,19482.01,20000.0,0.28,0.198,-517.99,0.0
schedule-worker-383,low_knowledge,19332,19482.01,20000.0,0.28,0.198,-517.99,0.0
schedule-worker-384,high_knowledge,19429,19778.18,20000.0,0.78,0.216,-221.82,0.0
schedule-worker-385,low_knowledge,19429,19554.35,20000.0,0.28,0.216,-445.65,0.0
schedule-worker-386,low_knowledge,19429,19554.35,20000.0,0.28,0.216,-445.65,0.0
schedule-worker-387,high_knowledge,19526,19809.21,20000.0,0.78,0.234,-190.79,0.0
schedule-worker-388,low_knowledge,19526,19627.66,20000.0,0.28,0.234,-372.34,0.0
schedule-worker-389,low_knowledge,19526,19627.66,20000.0,0.28,0.234,-372.34,0.0
schedule-worker-390,high_knowledge,19623,19842.96,20000.0,0.78,0.252,-157.04,0.0
schedule-worker-391,low_knowledge,19623,19701.96,20000.0,0.28,0.252,-298.04,0.0
schedule-worker-392,low_knowledge,19623,19701.96,20000.0,0.28,0.252,-298.04,0.0
schedule-worker-393,high_knowledge,19720,19879.43,20000.0,0.78,0.27,-120.57,0.0
schedule-worker-394,low_knowledge,19720,19777.23,20000.0,0.28,0.27,-222.77,0.0
schedule-worker-395,low_knowledge,19720,19777.23,20000.0,0.28,0.27,-222.77,0.0
schedule-worker-396,high_knowledge,19817,19918.63,20000.0,0.78,0.288,-81.37,0.0
schedule-worker-397,low_knowledge,19817,19853.48,20000.0,0.28,0.288,-146.52,0.0
schedule-worker-398,low_knowledge,19817,19853.48,20000.0,0.28,0.288,-146.52,0.0
schedule-worker-399,high_knowledge,19830,19922.02,20000.0,0.78,0.306,-77.98,0.0
schedule-worker-400,low_knowledge,19830,19863.03,20000.0,0.28,0.306,-136.97,0.0
schedule-worker-401,low_knowledge,19830,19863.03,20000.0,0.28,0.306,-136.97,0.0
schedule-worker-402,high_knowledge,19927,19965.49,20000.0,0.78,0.324,-34.51,0.0
schedule-worker-403,low_knowledge,19927,19940.82,20000.0,0.28,0.324,-59.18,0.0
schedule-worker-404,low_knowledge,19927,19940.82,20000.0,0.28,0.324,-59.18,0.0
schedule-worker-405,high_knowledge,20024,20008.65,20000.0,0.78,0.18,8.65,0.21
schedule-worker-406,low_knowledge,20024,20018.49,20000.0,0.28,0.18,18.49,0.21
schedule-worker-407,low_knowledge,20024,20018.49,20000.0,0.28,0.18,18.49,0.21
schedule-worker-408,high_knowledge,20121,20045.31,20000.0,0.78,0.198,45.31,0.21
schedule-worker-409,low_knowledge,20121,20093.83,20000.0,0.28,0.198,93.83,0.21
schedule-worker-410,low_knowledge,20121,20093.83,20000.0,0.28,0.198,93.83,0.21
schedule-worker-411,high_knowledge,20218,20084.69,20000.0,0.78,0.216,84.69,0.21
schedule-worker-412,low_knowledge,20218,20170.14,20000.0,0.28,0.216,170.14,0.21
schedule-worker-413,low_knowledge,20218,20170.14,20000.0,0.28,0.216,170.14,0.21
schedule-worker-414,high_knowledge,20315,20126.79,20000.0,0.78,0.234,126.79,0.21
schedule-worker-415,low_knowledge,20315,20247.44,20000.0,0.28,0.234,247.44,0.21
schedule-worker-416,low_knowledge,20315,20247.44,20000.0,0.28,0.234,247.44,0.21
schedule-worker-417,high_knowledge,20412,20171.62,20000.0,0.78,0.252,171.62,0.21
schedule-worker-418,low_knowledge,20412,20325.71,20000.0,0.28,0.252,325.71,0.21
schedule-worker-419,low_knowledge,20412,20325.71,20000.0,0.28,0.252,325.71,0.21
schedule-worker-420,high_knowledge,20425,20183.01,20000.0,0.78,0.27,183.01,0.21
schedule-worker-421,low_knowledge,20425,20338.13,20000.0,0.28,0.27,338.13,0.21
schedule-worker-422,low_knowledge,20425,20338.13,20000.0,0.28,0.27,338.13,0.21
schedule-worker-423,high_knowledge,20522,20232.1,20000.0,0.78,0.288,232.1,0.21
schedule-worker-424,low_knowledge,20522,20417.93,20000.0,0.28,0.288,417.93,0.21
schedule-worker-425,low_knowledge,20522,20417.93,20000.0,0.28,0.288,417.93,0.21
schedule-worker-426,high_knowledge,20619,20283.92,20000.0,0.78,0.306,283.92,0.21
schedule-worker-427,low_knowledge,20619,20498.72,20000.0,0.28,0.306,498.72,0.21
schedule-worker-428,low_knowledge,20619,20498.72,20000.0,0.28,0.306,498.72,0.21
schedule-worker-429,high_knowledge,20716,20338.47,20000.0,0.78,0.324,338.47,0.21
schedule-worker-430,low_knowledge,20716,20580.48,20000.0,0.28,0.324,580.48,0.21
schedule-worker-431,low_knowledge,20716,20580.48,20000.0,0.28,0.324,580.48,0.21
schedule-worker-432,high_knowledge,20813,20293.01,20000.0,0.78,0.18,293.01,0.21
schedule-worker-433,low_knowledge,20813,20626.34,20000.0,0.28,0.18,626.34,0.21
schedule-worker-434,low_knowledge,20813,20626.34,20000.0,0.28,0.18,626.34,0.21
schedule-worker-435,high_knowledge,20910,20340.74,20000.0,0.78,0.198,340.74,0.21
schedule-worker-436,low_knowledge,20910,20705.65,20000.0,0.28,0.198,705.65,0.21
schedule-worker-437,low_knowledge,20910,20705.65,20000.0,0.28,0.198,705.65,0.21
schedule-worker-438,high_knowledge,21007,20391.2,20000.0,0.78,0.216,391.2,0.21
schedule-worker-439,low_knowledge,21007,20785.94,20000.0,0.28,0.216,785.94,0.21
schedule-worker-440,low_knowledge,21007,20785.94,20000.0,0.28,0.216,785.94,0.21
schedule-worker-441,high_knowledge,21020,20410.57,20000.0,0.78,0.234,410.57,0.21
schedule-worker-442,low_knowledge,21020,20801.23,20000.0,0.28,0.234,801.23,0.21
schedule-worker-443,low_knowledge,21020,20801.23,20000.0,0.28,0.234,801.23,0.21
schedule-worker-444,high_knowledge,21117,20465.3,20000.0,0.78,0.252,465.3,0.21
schedule-worker-445,low_knowledge,21117,20883.06,20000.0,0.28,0.252,883.06,0.21
schedule-worker-446,low_knowledge,21117,20883.06,20000.0,0.28,0.252,883.06,0.21
schedule-worker-447,high_knowledge,21214,20522.75,20000.0,0.78,0.27,522.75,0.21
schedule-worker-448,low_knowledge,21214,20965.86,20000.0,0.28,0.27,965.86,0.21
schedule-worker-449,low_knowledge,21214,20965.86,20000.0,0.28,0.27,965.86,0.21
schedule-worker-450,high_knowledge,21311,20582.92,20000.0,0.78,0.288,582.92,0.21
schedule-worker-451,low_knowledge,21311,21049.64,20000.0,0.28,0.288,1049.64,0.21
schedule-worker-452,low_knowledge,21311,21049.64,20000.0,0.28,0.288,1049.64,0.21
schedule-worker-453,high_knowledge,21408,20645.82,20000.0,0.78,0.306,645.82,0.21
schedule-worker-454,low_knowledge,21408,21134.4,20000.0,0.28,0.306,1134.4,0.21
schedule-worker-455,low_knowledge,21408,21134.4,20000.0,0.28,0.306,1134.4,0.21
schedule-worker-456,high_knowledge,21505,21387.61,20000.0,0.78,0.324,1387.61,0.21
schedule-worker-457,low_knowledge,21505,21462.86,20000.0,0.28,0.324,1462.86,0.21
schedule-worker-458,low_knowledge,21505,21462.86,20000.0,0.28,0.324,1462.86,0.21
schedule-worker-459,high_knowledge,21602,21477.04,20000.0,0.78,0.18,1477.04,0.21
schedule-worker-460,low_knowledge,21602,21557.14,20000.0,0.28,0.18,1557.14,0.21
schedule-worker-461,low_knowledge,21602,21557.14,20000.0,0.28,0.18,1557.14,0.21
schedule-worker-462,high_knowledge,21615,21489.03,20000.0,0.78,0.198,1489.03,0.21
schedule-worker-463,low_knowledge,21615,21569.78,20000.0,0.28,0.198,1569.78,0.21
schedule-worker-464,low_knowledge,21615,21569.78,20000.0,0.28,0.198,1569.78,0.21
schedule-worker-465,high_knowledge,21712,21578.46,20000.0,0.78,0.216,1578.46,0.21
schedule-worker-466,low_knowledge,21712,21664.06,20000.0,0.28,0.216,1664.06,0.21
schedule-worker-467,low_knowledge,21712,21664.06,20000.0,0.28,0.216,1664.06,0.21
schedule-worker-468,high_knowledge,21809,21667.9,20000.0,0.78,0.234,1667.9,0.21
schedule-worker-469,low_knowledge,21809,21758.35,20000.0,0.28,0.234,1758.35,0.21
schedule-worker-470,low_knowledge,21809,21758.35,20000.0,0.28,0.234,1758.35,0.21
schedule-worker-471,high_knowledge,21906,21757.33,20000.0,0.78,0.252,1757.33,0.21
schedule-worker-472,low_knowledge,21906,21852.63,20000.0,0.28,0.252,1852.63,0.21
schedule-worker-473,low_knowledge,21906,21852.63,20000.0,0.28,0.252,1852.63,0.21
schedule-worker-474,high_knowledge,22003,21846.77,20000.0,0.78,0.27,1846.77,0.21
schedule-worker-475,low_knowledge,22003,21946.92,20000.0,0.28,0.27,1946.92,0.21
schedule-worker-476,low_knowledge,22003,21946.92,20000.0,0.28,0.27,1946.92,0.21
schedule-worker-477,high_knowledge,22100,21936.2,20000.0,0.78,0.288,1936.2,0.21
schedule-worker-478,low_knowledge,22100,22041.2,20000.0,0.28,0.288,2041.2,0.21
schedule-worker-479,low_knowledge,22100,22041.2,20000.0,0.28,0.288,2041.2,0.21
schedule-worker-480,high_knowledge,22197,22025.63,20000.0,0.78,0.306,2025.63,0.21
schedule-worker-481,low_knowledge,22197,22135.48,20000.0,0.28,0.306,2135.48,0.21
schedule-worker-482,low_knowledge,22197,22135.48,20000.0,0.28,0.306,2135.48,0.21
schedule-worker-483,high_knowledge,22210,22037.62,20000.0,0.78,0.324,2037.62,0.21
schedule-worker-484,low_knowledge,22210,22148.12,20000.0,0.28,0.324,2148.12,0.21
schedule-worker-485,low_knowledge,22210,22148.12,20000.0,0.28,0.324,2148.12,0.21
schedule-worker-486,high_knowledge,22307,22127.05,20000.0,0.78,0.18,2127.05,0.21
schedule-worker-487,low_knowledge,22307,22242.4,20000.0,0.28,0.18,2242.4,0.21
schedule-worker-488,low_knowledge,22307,22242.4,20000.0,0.28,0.18,2242.4,0.21
schedule-worker-489,high_knowledge,22404,22216.49,20000.0,0.78,0.198,2216.49,0.21
schedule-worker-490,low_knowledge,22404,22336.69,20000.0,0.28,0.198,2336.69,0.21
schedule-worker-491,low_knowledge,22404,22336.69,20000.0,0.28,0.198,2336.69,0.21
schedule-worker-492,high_knowledge,22501,22305.92,20000.0,0.78,0.216,2305.92,0.21
schedule-worker-493,low_knowledge,22501,22430.97,20000.0,0.28,0.216,2430.97,0.21
schedule-worker-494,low_knowledge,22501,22430.97,20000.0,0.28,0.216,2430.97,0.21
schedule-worker-495,high_knowledge,22598,22395.36,20000.0,0.78,0.234,2395.36,0.21
schedule-worker-496,low_knowledge,22598,22525.26,20000.0,0.28,0.234,2525.26,0.21
schedule-worker-497,low_knowledge,22598,22525.26,20000.0,0.28,0.234,2525.26,0.21
schedule-worker-498,high_knowledge,22695,22484.79,20000.0,0.78,0.252,2484.79,0.21
schedule-worker-499,low_knowledge,22695,22619.54,20000.0,0.28,0.252,2619.54,0.21
schedule-worker-500,low_knowledge,22695,22619.54,20000.0,0.28,0.252,2619.54,0.21
schedule-worker-501,high_knowledge,22792,22574.22,20000.0,0.78,0.27,2574.22,0.21
schedule-worker-502,low_knowledge,22792,22713.82,20000.0,0.28,0.27,2713.82,0.21
schedule-worker-503,low_knowledge,22792,22713.82,20000.0,0.28,0.27,2713.82,0.21
schedule-worker-504,high_knowledge,22805,22586.21,20000.0,0.78,0.288,2586.21,0.21
schedule-worker-505,low_knowledge,22805,22726.46,20000.0,0.28,0.288,2726.46,0.21
schedule-worker-506,low_knowledge,22805,22726.46,20000.0,0.28,0.288,2726.46,0.21
schedule-worker-507,high_knowledge,22902,22675.64,20000.0,0.78,0.306,2675.64,0.21
schedule-worker-508,low_knowledge,22902,22820.74,20000.0,0.28,0.306,2820.74,0.21
schedule-worker-509,low_knowledge,22902,22820.74,20000.0,0.28,0.306,2820.74,0.21
schedule-worker-510,high_knowledge,22999,22765.08,20000.0,0.78,0.324,2765.08,0.21
schedule-worker-511,low_knowledge,22999,22915.03,20000.0,0.28,0.324,2915.03,0.21
schedule-worker-512,low_knowledge,22999,22915.03,20000.0,0.28,0.324,2915.03,0.21
schedule-worker-513,high_knowledge,23096,22854.51,20000.0,0.78,0.18,2854.51,0.21
schedule-worker-514,low_knowledge,23096,23009.31,20000.0,0.28,0.18,3009.31,0.21
schedule-worker-515,low_knowledge,23096,23009.31,20000.0,0.28,0.18,3009.31,0.21
schedule-worker-516,high_knowledge,23193,22943.95,20000.0,0.78,0.198,2943.95,0.21
schedule-worker-517,low_knowledge,23193,23103.6,20000.0,0.28,0.198,3103.6,0.21
schedule-worker-518,low_knowledge,23193,23103.6,20000.0,0.28,0.198,3103.6,0.21
schedule-worker-519,high_knowledge,23290,23033.38,20000.0,0.78,0.216,3033.38,0.21
schedule-worker-520,low_knowledge,23290,23197.88,20000.0,0.28,0.216,3197.88,0.21
schedule-worker-521,low_knowledge,23290,23197.88,20000.0,0.28,0.216,3197.88,0.21
schedule-worker-522,high_knowledge,23387,23122.81,20000.0,0.78,0.234,3122.81,0.21
schedule-worker-523,low_knowledge,23387,23292.16,20000.0,0.28,0.234,3292.16,0.21
schedule-worker-524,low_knowledge,23387,23292.16,20000.0,0.28,0.234,3292.16,0.21
schedule-worker-525,high_knowledge,23400,23134.8,20000.0,0.78,0.252,3134.8,0.21
schedule-worker-526,low_knowledge,23400,23304.8,20000.0,0.28,0.252,3304.8,0.21
schedule-worker-527,low_knowledge,23400,23304.8,20000.0,0.28,0.252,3304.8,0.21
schedule-worker-528,high_knowledge,23497,23224.23,20000.0,0.78,0.27,3224.23,0.21
schedule-worker-529,low_knowledge,23497,23399.08,20000.0,0.28,0.27,3399.08,0.21
schedule-worker-530,low_knowledge,23497,23399.08,20000.0,0.28,0.27,3399.08,0.21
schedule-worker-531,high_knowledge,23594,23313.67,20000.0,0.78,0.288,3313.67,0.21
schedule-worker-532,low_knowledge,23594,23493.37,20000.0,0.28,0.288,3493.37,0.21
schedule-worker-533,low_knowledge,23594,23493.37,20000.0,0.28,0.288,3493.37,0.21
schedule-worker-534,high_knowledge,23691,23403.1,20000.0,0.78,0.306,3403.1,0.21
schedule-worker-535,low_knowledge,23691,23587.65,20000.0,0.28,0.306,3587.65,0.21
schedule-worker-536,low_knowledge,23691,23587.65,20000.0,0.28,0.306,3587.65,0.21
schedule-worker-537,high_knowledge,23788,23492.54,20000.0,0.78,0.324,3492.54,0.21
schedule-worker-538,low_knowledge,23788,23681.94,20000.0,0.28,0.324,3681.94,0.21
schedule-worker-539,low_knowledge,23788,23681.94,20000.0,0.28,0.324,3681.94,0.21
schedule-worker-540,high_knowledge,23885,23581.97,20000.0,0.78,0.18,3581.97,0.21
schedule-worker-541,low_knowledge,23885,23776.22,20000.0,0.28,0.18,3776.22,0.21
schedule-worker-542,low_knowledge,23885,23776.22,20000.0,0.28,0.18,3776.22,0.21
schedule-worker-543,high_knowledge,23982,23671.4,20000.0,0.78,0.198,3671.4,0.21
schedule-worker-544,low_knowledge,23982,23870.5,20000.0,0.28,0.198,3870.5,0.21
schedule-worker-545,low_knowledge,23982,23870.5,20000.0,0.28,0.198,3870.5,0.21
schedule-worker-546,high_knowledge,23995,23683.39,20000.0,0.78,0.216,3683.39,0.21
schedule-worker-547,low_knowledge,23995,23883.14,20000.0,0.28,0.216,3883.14,0.21
schedule-worker-548,low_knowledge,23995,23883.14,20000.0,0.28,0.216,3883.14,0.21
schedule-worker-549,high_knowledge,24092,23772.82,20000.0,0.78,0.234,3772.82,0.21
schedule-worker-550,low_knowledge,24092,23977.42,20000.0,0.28,0.234,3977.42,0.21
schedule-worker-551,low_knowledge,24092,23977.42,20000.0,0.28,0.234,3977.42,0.21
schedule-worker-552,high_knowledge,24189,23862.26,20000.0,0.78,0.252,3862.26,0.21
schedule-worker-553,low_knowledge,24189,24071.71,20000.0,0.28,0.252,4071.71,0.21
schedule-worker-554,low_knowledge,24189,24071.71,20000.0,0.28,0.252,4071.71,0.21
schedule-worker-555,high_knowledge,24286,23951.69,20000.0,0.78,0.27,3951.69,0.21
schedule-worker-556,low_knowledge,24286,24165.99,20000.0,0.28,0.27,4165.99,0.21
schedule-worker-557,low_knowledge,24286,24165.99,20000.0,0.28,0.27,4165.99,0.21
schedule-worker-558,high_knowledge,24383,24041.13,20000.0,0.78,0.288,4041.13,0.21
schedule-worker-559,low_knowledge,24383,24260.28,20000.0,0.28,0.288,4260.28,0.21
schedule-worker-560,low_knowledge,24383,24260.28,20000.0,0.28,0.288,4260.28,0.21
schedule-worker-561,high_knowledge,24480,24130.56,20000.0,0.78,0.306,4130.56,0.21
schedule-worker-562,low_knowledge,24480,24354.56,20000.0,0.28,0.306,4354.56,0.21
schedule-worker-563,low_knowledge,24480,24354.56,20000.0,0.28,0.306,4354.56,0.21
schedule-worker-564,high_knowledge,24577,24219.99,20000.0,0.78,0.324,4219.99,0.21
schedule-worker-565,low_knowledge,24577,24448.84,20000.0,0.28,0.324,4448.84,0.21
schedule-worker-566,low_knowledge,24577,24448.84,20000.0,0.28,0.324,4448.84,0.21
schedule-worker-567,high_knowledge,24590,24231.98,20000.0,0.78,0.18,4231.98,0.21
schedule-worker-568,low_knowledge,24590,24461.48,20000.0,0.28,0.18,4461.48,0.21
schedule-worker-569,low_knowledge,24590,24461.48,20000.0,0.28,0.18,4461.48,0.21
schedule-worker-570,high_knowledge,16612,16612.0,20000.0,0.78,0.198,-3388.0,0.0
schedule-worker-571,low_knowledge,16612,16612.0,20000.0,0.28,0.198,-3388.0,0.0
schedule-worker-572,low_knowledge,16612,16612.0,20000.0,0.28,0.198,-3388.0,0.0
schedule-worker-573,high_knowledge,16709,16709.0,20000.0,0.78,0.216,-3291.0,0.0
schedule-worker-574,low_knowledge,16709,16709.0,20000.0,0.28,0.216,-3291.0,0.0
schedule-worker-575,low_knowledge,16709,16709.0,20000.0,0.28,0.216,-3291.0,0.0
schedule-worker-576,high_knowledge,16806,16806.0,20000.0,0.78,0.234,-3194.0,0.0
schedule-worker-577,low_knowledge,16806,16806.0,20000.0,0.28,0.234,-3194.0,0.0
schedule-worker-578,low_knowledge,16806,16806.0,20000.0,0.28,0.234,-3194.0,0.0
schedule-worker-579,high_knowledge,16903,16903.0,20000.0,0.78,0.252,-3097.0,0.0
schedule-worker-580,low_knowledge,16903,16903.0,20000.0,0.28,0.252,-3097.0,0.0
schedule-worker-581,low_knowledge,16903,16903.0,20000.0,0.28,0.252,-3097.0,0.0
schedule-worker-582,high_knowledge,17000,17000.0,20000.0,0.78,0.27,-3000.0,0.0
schedule-worker-583,low_knowledge,17000,17000.0,20000.0,0.28,0.27,-3000.0,0.0
schedule-worker-584,low_knowledge,17000,17000.0,20000.0,0.28,0.27,-3000.0,0.0
schedule-worker-585,high_knowledge,17097,17097.0,20000.0,0.78,0.288,-2903.0,0.0
schedule-worker-586,low_knowledge,17097,17097.0,20000.0,0.28,0.288,-2903.0,0.0
schedule-worker-587,low_knowledge,17097,17097.0,20000.0,0.28,0.288,-2903.0,0.0
schedule-worker-588,high_knowledge,17110,17110.0,20000.0,0.78,0.306,-2890.0,0.0
schedule-worker-589,low_knowledge,17110,17110.0,20000.0,0.28,0.306,-2890.0,0.0
schedule-worker-590,low_knowledge,17110,17110.0,20000.0,0.28,0.306,-2890.0,0.0
schedule-worker-591,high_knowledge,17207,17207.0,20000.0,0.78,0.324,-2793.0,0.0
schedule-worker-592,low_knowledge,17207,17207.0,20000.0,0.28,0.324,-2793.0,0.0
schedule-worker-593,low_knowledge,17207,17207.0,20000.0,0.28,0.324,-2793.0,0.0
schedule-worker-594,high_knowledge,17304,17304.0,20000.0,0.78,0.18,-2696.0,0.0
schedule-worker-595,low_knowledge,17304,17304.0,20000.0,0.28,0.18,-2696.0,0.0
schedule-worker-596,low_knowledge,17304,17304.0,20000.0,0.28,0.18,-2696.0,0.0
schedule-worker-597,high_knowledge,17401,17401.0,20000.0,0.78,0.198,-2599.0,0.0
schedule-worker-598,low_knowledge,17401,17401.0,20000.0,0.28,0.198,-2599.0,0.0
schedule-worker-599,low_knowledge,17401,17401.0,20000.0,0.28,0.198,-2599.0,0.0
schedule-worker-600,high_knowledge,17498,17498.0,20000.0,0.78,0.216,-2502.0,0.0
schedule-worker-601,low_knowledge,17498,17498.0,20000.0,0.28,0.216,-2502.0,0.0
