worker_id,arm,baseline_skill,reciprocity_index,social_preference_weight,gift_value,piece_rate,employer_effort,effort_minutes,output_units,quality_score,value_created
gift-worker-260,control,0.92,0.45,0.44,0.0,0.0,0.0,39.68,60.51,0.795,48.12
gift-worker-261,cash_gift,0.92,0.45,0.44,1.0,0.0,0.0,43.05,63.61,0.785,49.95
gift-worker-262,noncash_gift,0.92,0.45,0.44,0.85,0.0,0.25,43.92,64.41,0.8,51.55
gift-worker-263,piece_rate,0.92,0.45,0.44,0.0,0.22,0.0,42.32,64.25,0.795,51.1
gift-worker-264,employer_return,0.92,0.45,0.44,0.65,0.0,0.55,44.9,65.31,0.806,52.66
gift-worker-265,control,0.955,0.54,0.5,0.0,0.0,0.0,40.2,62.39,0.831,51.85
gift-worker-266,cash_gift,0.955,0.54,0.5,1.0,0.0,0.0,44.25,66.26,0.821,54.4
gift-worker-267,noncash_gift,0.955,0.54,0.5,0.85,0.0,0.25,45.02,66.99,0.836,56.01
gift-worker-268,piece_rate,0.955,0.54,0.5,0.0,0.22,0.0,42.84,66.23,0.831,55.04
gift-worker-269,employer_return,0.955,0.54,0.5,0.65,0.0,0.55,45.86,67.79,0.842,57.08
gift-worker-270,control,0.99,0.63,0.2,0.0,0.0,0.0,40.0,63.6,0.862,54.85
gift-worker-271,cash_gift,0.99,0.63,0.2,1.0,0.0,0.0,44.73,68.28,0.852,58.2
gift-worker-272,noncash_gift,0.99,0.63,0.2,0.85,0.0,0.25,45.39,68.94,0.867,59.8
gift-worker-273,piece_rate,0.99,0.63,0.2,0.0,0.22,0.0,42.64,67.53,0.862,58.24
gift-worker-274,employer_return,0.99,0.63,0.2,0.65,0.0,0.55,46.1,69.64,0.873,60.82
gift-worker-275,control,1.025,0.72,0.26,0.0,0.0,0.0,38.52,63.48,0.723,45.91
gift-worker-276,cash_gift,1.025,0.72,0.26,1.0,0.0,0.0,43.92,69.02,0.713,49.22
gift-worker-277,noncash_gift,1.025,0.72,0.26,0.85,0.0,0.25,44.49,69.6,0.728,50.68
gift-worker-278,piece_rate,1.025,0.72,0.26,0.0,0.22,0.0,41.16,67.51,0.723,48.82
gift-worker-279,employer_return,1.025,0.72,0.26,0.65,0.0,0.55,45.05,70.18,0.734,51.52
gift-worker-280,control,0.78,0.18,0.32,0.0,0.0,0.0,39.04,54.45,0.759,41.32
gift-worker-281,cash_gift,0.78,0.18,0.32,1.0,0.0,0.0,40.39,55.5,0.749,41.56
gift-worker-282,noncash_gift,0.78,0.18,0.32,0.85,0.0,0.25,41.56,56.42,0.764,43.09
gift-worker-283,piece_rate,0.78,0.18,0.32,0.0,0.22,0.0,41.68,57.83,0.759,43.88
gift-worker-284,employer_return,0.78,0.18,0.32,0.65,0.0,0.55,42.94,57.5,0.77,44.26
gift-worker-285,control,0.815,0.27,0.38,0.0,0.0,0.0,39.56,56.24,0.795,44.69
gift-worker-286,cash_gift,0.815,0.27,0.38,1.0,0.0,0.0,41.58,57.89,0.785,45.42
gift-worker-287,noncash_gift,0.815,0.27,0.38,0.85,0.0,0.25,42.66,58.76,0.8,46.99
gift-worker-288,piece_rate,0.815,0.27,0.38,0.0,0.22,0.0,42.2,59.71,0.795,47.45
gift-worker-289,employer_return,0.815,0.27,0.38,0.65,0.0,0.55,43.9,59.78,0.806,48.16
gift-worker-290,control,0.85,0.36,0.44,0.0,0.0,0.0,40.08,58.07,0.83,48.21
gift-worker-291,cash_gift,0.85,0.36,0.44,1.0,0.0,0.0,42.78,60.36,0.82,49.51
gift-worker-292,noncash_gift,0.85,0.36,0.44,0.85,0.0,0.25,43.75,61.19,0.835,51.11
gift-worker-293,piece_rate,0.85,0.36,0.44,0.0,0.22,0.0,42.72,61.63,0.83,51.17
gift-worker-294,employer_return,0.85,0.36,0.44,0.65,0.0,0.55,44.86,62.13,0.841,52.27
gift-worker-295,control,0.885,0.45,0.5,0.0,0.0,0.0,40.6,59.93,0.866,51.9
gift-worker-296,cash_gift,0.885,0.45,0.5,1.0,0.0,0.0,43.98,62.92,0.856,53.86
gift-worker-297,noncash_gift,0.885,0.45,0.5,0.85,0.0,0.25,44.84,63.69,0.871,55.47
gift-worker-298,piece_rate,0.885,0.45,0.5,0.0,0.22,0.0,43.24,63.59,0.866,55.07
gift-worker-299,employer_return,0.885,0.45,0.5,0.65,0.0,0.55,45.82,64.55,0.877,56.61
gift-worker-300,control,0.92,0.54,0.2,0.0,0.0,0.0,38.4,59.33,0.722,42.86
gift-worker-301,cash_gift,0.92,0.54,0.2,1.0,0.0,0.0,42.45,63.05,0.712,44.92
gift-worker-302,noncash_gift,0.92,0.54,0.2,0.85,0.0,0.25,43.22,63.76,0.727,46.38
gift-worker-303,piece_rate,0.92,0.54,0.2,0.0,0.22,0.0,41.04,63.08,0.722,45.57
gift-worker-304,employer_return,0.92,0.54,0.2,0.65,0.0,0.55,44.06,64.53,0.733,47.33
gift-worker-305,control,0.955,0.63,0.26,0.0,0.0,0.0,38.92,61.17,0.758,46.37
gift-worker-306,cash_gift,0.955,0.63,0.26,1.0,0.0,0.0,43.65,65.68,0.748,49.14
gift-worker-307,noncash_gift,0.955,0.63,0.26,0.85,0.0,0.25,44.31,66.32,0.763,50.61
gift-worker-308,piece_rate,0.955,0.63,0.26,0.0,0.22,0.0,41.56,65.01,0.758,49.29
gift-worker-309,employer_return,0.955,0.63,0.26,0.65,0.0,0.55,45.02,66.99,0.769,51.52
gift-worker-310,control,0.99,0.72,0.32,0.0,0.0,0.0,39.44,63.05,0.794,50.05
gift-worker-311,cash_gift,0.99,0.72,0.32,1.0,0.0,0.0,44.84,68.39,0.784,53.61
gift-worker-312,noncash_gift,0.99,0.72,0.32,0.85,0.0,0.25,45.41,68.95,0.799,55.08
gift-worker-313,piece_rate,0.99,0.72,0.32,0.0,0.22,0.0,42.08,66.98,0.794,53.17
gift-worker-314,employer_return,0.99,0.72,0.32,0.65,0.0,0.55,45.97,69.52,0.805,55.95
gift-worker-315,control,1.025,0.18,0.38,0.0,0.0,0.0,39.96,64.96,0.83,53.89
gift-worker-316,cash_gift,1.025,0.18,0.38,1.0,0.0,0.0,41.31,66.34,0.82,54.37
gift-worker-317,noncash_gift,1.025,0.18,0.38,0.85,0.0,0.25,42.48,67.54,0.835,56.37
gift-worker-318,piece_rate,1.025,0.18,0.38,0.0,0.22,0.0,42.6,68.98,0.83,57.23
gift-worker-319,employer_return,1.025,0.18,0.38,0.65,0.0,0.55,43.86,68.96,0.841,57.96
gift-worker-320,control,0.78,0.27,0.44,0.0,0.0,0.0,40.48,55.57,0.865,48.09
gift-worker-321,cash_gift,0.78,0.27,0.44,1.0,0.0,0.0,42.51,57.15,0.855,48.88
gift-worker-322,noncash_gift,0.78,0.27,0.44,0.85,0.0,0.25,43.58,57.99,0.87,50.47
gift-worker-323,piece_rate,0.78,0.27,0.44,0.0,0.22,0.0,43.12,58.95,0.865,51.01
gift-worker-324,employer_return,0.78,0.27,0.44,0.65,0.0,0.55,44.82,58.96,0.876,51.67
gift-worker-325,control,0.815,0.36,0.5,0.0,0.0,0.0,39.0,55.79,0.726,40.5
gift-worker-326,cash_gift,0.815,0.36,0.5,1.0,0.0,0.0,41.7,57.99,0.716,41.52
gift-worker-327,noncash_gift,0.815,0.36,0.5,0.85,0.0,0.25,42.67,58.78,0.731,42.97
gift-worker-328,piece_rate,0.815,0.36,0.5,0.0,0.22,0.0,41.64,59.26,0.726,43.02
gift-worker-329,employer_return,0.815,0.36,0.5,0.65,0.0,0.55,43.78,59.68,0.737,43.98
gift-worker-330,control,0.85,0.45,0.2,0.0,0.0,0.0,38.8,56.98,0.757,43.16
gift-worker-331,cash_gift,0.85,0.45,0.2,1.0,0.0,0.0,42.17,59.85,0.747,44.73
gift-worker-332,noncash_gift,0.85,0.45,0.2,0.85,0.0,0.25,43.04,60.59,0.762,46.19
gift-worker-333,piece_rate,0.85,0.45,0.2,0.0,0.22,0.0,41.44,60.54,0.757,45.86
gift-worker-334,employer_return,0.85,0.45,0.2,0.65,0.0,0.55,44.02,61.42,0.768,47.19
gift-worker-335,control,0.885,0.54,0.26,0.0,0.0,0.0,39.32,58.8,0.793,46.63
gift-worker-336,cash_gift,0.885,0.54,0.26,1.0,0.0,0.0,43.37,62.38,0.783,48.85
gift-worker-337,noncash_gift,0.885,0.54,0.26,0.85,0.0,0.25,44.14,63.06,0.798,50.33
gift-worker-338,piece_rate,0.885,0.54,0.26,0.0,0.22,0.0,41.96,62.45,0.793,49.53
gift-worker-339,employer_return,0.885,0.54,0.26,0.65,0.0,0.55,44.98,63.81,0.804,51.31
gift-worker-340,control,0.92,0.63,0.32,0.0,0.0,0.0,39.84,60.65,0.829,50.27
gift-worker-341,cash_gift,0.92,0.63,0.32,1.0,0.0,0.0,44.57,65.0,0.819,53.22
gift-worker-342,noncash_gift,0.92,0.63,0.32,0.85,0.0,0.25,45.23,65.61,0.834,54.71
gift-worker-343,piece_rate,0.92,0.63,0.32,0.0,0.22,0.0,42.48,64.4,0.829,53.38
gift-worker-344,employer_return,0.92,0.63,0.32,0.65,0.0,0.55,45.94,66.26,0.84,55.65
gift-worker-345,control,0.955,0.72,0.38,0.0,0.0,0.0,40.36,62.54,0.865,54.07
gift-worker-346,cash_gift,0.955,0.72,0.38,1.0,0.0,0.0,45.76,67.7,0.855,57.85
gift-worker-347,noncash_gift,0.955,0.72,0.38,0.85,0.0,0.25,46.33,68.24,0.87,59.34
gift-worker-348,piece_rate,0.955,0.72,0.38,0.0,0.22,0.0,43.0,66.38,0.865,57.39
gift-worker-349,employer_return,0.955,0.72,0.38,0.65,0.0,0.55,46.89,68.78,0.876,60.23
gift-worker-350,control,0.99,0.18,0.44,0.0,0.0,0.0,38.88,62.49,0.725,45.32
gift-worker-351,cash_gift,0.99,0.18,0.44,1.0,0.0,0.0,40.23,63.83,0.715,45.65
gift-worker-352,noncash_gift,0.99,0.18,0.44,0.85,0.0,0.25,41.4,64.99,0.73,47.46
gift-worker-353,piece_rate,0.99,0.18,0.44,0.0,0.22,0.0,41.52,66.42,0.725,48.18
gift-worker-354,employer_return,0.99,0.18,0.44,0.65,0.0,0.55,42.78,66.35,0.736,48.86
gift-worker-355,control,1.025,0.27,0.5,0.0,0.0,0.0,39.4,64.39,0.761,49.0
gift-worker-356,cash_gift,1.025,0.27,0.5,1.0,0.0,0.0,41.42,66.46,0.751,49.91
gift-worker-357,noncash_gift,1.025,0.27,0.5,0.85,0.0,0.25,42.5,67.56,0.766,51.75
gift-worker-358,piece_rate,1.025,0.27,0.5,0.0,0.22,0.0,42.04,68.41,0.761,52.06
gift-worker-359,employer_return,1.025,0.27,0.5,0.65,0.0,0.55,43.74,68.83,0.772,53.14
gift-worker-360,control,0.78,0.36,0.2,0.0,0.0,0.0,39.2,54.58,0.792,43.25
gift-worker-361,cash_gift,0.78,0.36,0.2,1.0,0.0,0.0,41.9,56.68,0.782,44.35
gift-worker-362,noncash_gift,0.78,0.36,0.2,0.85,0.0,0.25,42.87,57.44,0.797,45.8
gift-worker-363,piece_rate,0.78,0.36,0.2,0.0,0.22,0.0,41.84,57.96,0.792,45.92
gift-worker-364,employer_return,0.78,0.36,0.2,0.65,0.0,0.55,43.98,58.3,0.803,46.84
gift-worker-365,control,0.815,0.45,0.26,0.0,0.0,0.0,39.72,56.37,0.828,46.68
gift-worker-366,cash_gift,0.815,0.45,0.26,1.0,0.0,0.0,43.1,59.12,0.818,48.37
gift-worker-367,noncash_gift,0.815,0.45,0.26,0.85,0.0,0.25,43.96,59.83,0.833,49.85
gift-worker-368,piece_rate,0.815,0.45,0.26,0.0,0.22,0.0,42.36,59.84,0.828,49.56
gift-worker-369,employer_return,0.815,0.45,0.26,0.65,0.0,0.55,44.94,60.63,0.839,50.87
gift-worker-370,control,0.85,0.54,0.32,0.0,0.0,0.0,40.24,58.2,0.864,50.28
gift-worker-371,cash_gift,0.85,0.54,0.32,1.0,0.0,0.0,44.29,61.65,0.854,52.64
gift-worker-372,noncash_gift,0.85,0.54,0.32,0.85,0.0,0.25,45.06,62.3,0.869,54.13
gift-worker-373,piece_rate,0.85,0.54,0.32,0.0,0.22,0.0,42.88,61.77,0.864,53.36
gift-worker-374,employer_return,0.85,0.54,0.32,0.65,0.0,0.55,45.9,63.01,0.875,55.13
gift-worker-375,control,0.885,0.63,0.38,0.0,0.0,0.0,38.76,58.3,0.725,42.24
gift-worker-376,cash_gift,0.885,0.63,0.38,1.0,0.0,0.0,43.48,62.48,0.715,44.65
gift-worker-377,noncash_gift,0.885,0.63,0.38,0.85,0.0,0.25,44.15,63.07,0.73,46.02
gift-worker-378,piece_rate,0.885,0.63,0.38,0.0,0.22,0.0,41.4,61.96,0.725,44.89
gift-worker-379,employer_return,0.885,0.63,0.38,0.65,0.0,0.55,44.86,63.7,0.736,46.85
gift-worker-380,control,0.92,0.72,0.44,0.0,0.0,0.0,39.28,60.14,0.76,45.72
gift-worker-381,cash_gift,0.92,0.72,0.44,1.0,0.0,0.0,44.68,65.11,0.75,48.85
gift-worker-382,noncash_gift,0.92,0.72,0.44,0.85,0.0,0.25,45.25,65.63,0.765,50.22
gift-worker-383,piece_rate,0.92,0.72,0.44,0.0,0.22,0.0,41.92,63.89,0.76,48.57
gift-worker-384,employer_return,0.92,0.72,0.44,0.65,0.0,0.55,45.81,66.15,0.771,51.02
gift-worker-385,control,0.955,0.18,0.5,0.0,0.0,0.0,39.8,62.01,0.796,49.36
gift-worker-386,cash_gift,0.955,0.18,0.5,1.0,0.0,0.0,41.15,63.3,0.786,49.75
gift-worker-387,noncash_gift,0.955,0.18,0.5,0.85,0.0,0.25,42.32,64.42,0.801,51.6
gift-worker-388,piece_rate,0.955,0.18,0.5,0.0,0.22,0.0,42.44,65.85,0.796,52.42
gift-worker-389,employer_return,0.955,0.18,0.5,0.65,0.0,0.55,43.7,65.74,0.807,53.05
gift-worker-390,control,0.99,0.27,0.2,0.0,0.0,0.0,39.6,63.2,0.827,52.29
gift-worker-391,cash_gift,0.99,0.27,0.2,1.0,0.0,0.0,41.62,65.21,0.817,53.3
gift-worker-392,noncash_gift,0.99,0.27,0.2,0.85,0.0,0.25,42.7,66.27,0.832,55.16
gift-worker-393,piece_rate,0.99,0.27,0.2,0.0,0.22,0.0,42.24,67.14,0.827,55.55
gift-worker-394,employer_return,0.99,0.27,0.2,0.65,0.0,0.55,43.94,67.5,0.838,56.59
gift-worker-395,control,1.025,0.36,0.26,0.0,0.0,0.0,40.12,65.12,0.863,56.21
gift-worker-396,cash_gift,1.025,0.36,0.26,1.0,0.0,0.0,42.82,67.89,0.853,57.92
gift-worker-397,noncash_gift,1.025,0.36,0.26,0.85,0.0,0.25,43.79,68.88,0.868,59.8
gift-worker-398,piece_rate,1.025,0.36,0.26,0.0,0.22,0.0,42.76,69.15,0.863,59.68
gift-worker-399,employer_return,1.025,0.36,0.26,0.65,0.0,0.55,44.9,70.02,0.874,61.21
gift-worker-400,control,0.78,0.45,0.32,0.0,0.0,0.0,38.64,54.14,0.724,39.19
gift-worker-401,cash_gift,0.78,0.45,0.32,1.0,0.0,0.0,42.02,56.77,0.714,40.53
gift-worker-402,noncash_gift,0.78,0.45,0.32,0.85,0.0,0.25,42.88,57.45,0.729,41.87
gift-worker-403,piece_rate,0.78,0.45,0.32,0.0,0.22,0.0,41.28,57.52,0.724,41.63
gift-worker-404,employer_return,0.78,0.45,0.32,0.65,0.0,0.55,43.86,58.21,0.735,42.77
gift-worker-405,control,0.815,0.54,0.38,0.0,0.0,0.0,39.16,55.92,0.76,42.47
gift-worker-406,cash_gift,0.815,0.54,0.38,1.0,0.0,0.0,43.21,59.22,0.75,44.39
gift-worker-407,noncash_gift,0.815,0.54,0.38,0.85,0.0,0.25,43.98,59.84,0.765,45.75
gift-worker-408,piece_rate,0.815,0.54,0.38,0.0,0.22,0.0,41.8,59.39,0.76,45.11
gift-worker-409,employer_return,0.815,0.54,0.38,0.65,0.0,0.55,44.82,60.53,0.771,46.64
gift-worker-410,control,0.85,0.63,0.44,0.0,0.0,0.0,39.68,57.73,0.795,45.91
gift-worker-411,cash_gift,0.85,0.63,0.44,1.0,0.0,0.0,44.41,61.74,0.785,48.49
gift-worker-412,noncash_gift,0.85,0.63,0.44,0.85,0.0,0.25,45.07,62.31,0.8,49.87
gift-worker-413,piece_rate,0.85,0.63,0.44,0.0,0.22,0.0,42.32,61.29,0.795,48.74
gift-worker-414,employer_return,0.85,0.63,0.44,0.65,0.0,0.55,45.78,62.91,0.806,50.72
gift-worker-415,control,0.885,0.72,0.5,0.0,0.0,0.0,40.2,59.58,0.831,49.51
gift-worker-416,cash_gift,0.885,0.72,0.5,1.0,0.0,0.0,45.6,64.36,0.821,52.84
gift-worker-417,noncash_gift,0.885,0.72,0.5,0.85,0.0,0.25,46.17,64.86,0.836,54.22
gift-worker-418,piece_rate,0.885,0.72,0.5,0.0,0.22,0.0,42.84,63.23,0.831,52.55
gift-worker-419,employer_return,0.885,0.72,0.5,0.65,0.0,0.55,46.73,65.36,0.842,55.03
gift-worker-420,control,0.92,0.18,0.2,0.0,0.0,0.0,40.0,60.8,0.862,52.43
gift-worker-421,cash_gift,0.92,0.18,0.2,1.0,0.0,0.0,41.35,62.04,0.852,52.88
gift-worker-422,noncash_gift,0.92,0.18,0.2,0.85,0.0,0.25,42.52,63.12,0.867,54.75
gift-worker-423,piece_rate,0.92,0.18,0.2,0.0,0.22,0.0,42.64,64.55,0.862,55.67
gift-worker-424,employer_return,0.92,0.18,0.2,0.65,0.0,0.55,43.9,64.39,0.873,56.24
gift-worker-425,control,0.955,0.27,0.26,0.0,0.0,0.0,38.52,60.79,0.723,43.96
gift-worker-426,cash_gift,0.955,0.27,0.26,1.0,0.0,0.0,40.55,62.72,0.713,44.73
gift-worker-427,noncash_gift,0.955,0.27,0.26,0.85,0.0,0.25,41.62,63.74,0.728,46.41
gift-worker-428,piece_rate,0.955,0.27,0.26,0.0,0.22,0.0,41.16,64.63,0.723,46.73
gift-worker-429,employer_return,0.955,0.27,0.26,0.65,0.0,0.55,42.86,64.93,0.734,47.67
gift-worker-430,control,0.99,0.36,0.32,0.0,0.0,0.0,39.04,62.65,0.759,47.54
gift-worker-431,cash_gift,0.99,0.36,0.32,1.0,0.0,0.0,41.74,65.32,0.749,48.92
gift-worker-432,noncash_gift,0.99,0.36,0.32,0.85,0.0,0.25,42.71,66.28,0.764,50.63
gift-worker-433,piece_rate,0.99,0.36,0.32,0.0,0.22,0.0,41.68,66.58,0.759,50.53
gift-worker-434,employer_return,0.99,0.36,0.32,0.65,0.0,0.55,43.82,67.38,0.77,51.87
gift-worker-435,control,1.025,0.45,0.38,0.0,0.0,0.0,39.56,64.55,0.795,51.29
gift-worker-436,cash_gift,1.025,0.45,0.38,1.0,0.0,0.0,42.93,68.01,0.785,53.36
gift-worker-437,noncash_gift,1.025,0.45,0.38,0.85,0.0,0.25,43.8,68.9,0.8,55.09
gift-worker-438,piece_rate,1.025,0.45,0.38,0.0,0.22,0.0,42.2,68.57,0.795,54.49
gift-worker-439,employer_return,1.025,0.45,0.38,0.65,0.0,0.55,44.78,69.9,0.806,56.31
gift-worker-440,control,0.78,0.54,0.44,0.0,0.0,0.0,40.08,55.26,0.83,45.88
gift-worker-441,cash_gift,0.78,0.54,0.44,1.0,0.0,0.0,44.13,58.42,0.82,47.92
gift-worker-442,noncash_gift,0.78,0.54,0.44,0.85,0.0,0.25,44.9,59.02,0.835,49.3
gift-worker-443,piece_rate,0.78,0.54,0.44,0.0,0.22,0.0,42.72,58.64,0.83,48.69
gift-worker-444,employer_return,0.78,0.54,0.44,0.65,0.0,0.55,45.74,59.68,0.841,50.2
gift-worker-445,control,0.815,0.63,0.5,0.0,0.0,0.0,40.6,57.09,0.866,49.44
gift-worker-446,cash_gift,0.815,0.63,0.5,1.0,0.0,0.0,45.33,60.94,0.856,52.16
gift-worker-447,noncash_gift,0.815,0.63,0.5,0.85,0.0,0.25,45.99,61.48,0.871,53.55
gift-worker-448,piece_rate,0.815,0.63,0.5,0.0,0.22,0.0,43.24,60.56,0.866,52.45
gift-worker-449,employer_return,0.815,0.63,0.5,0.65,0.0,0.55,46.7,62.06,0.877,54.42
gift-worker-450,control,0.85,0.72,0.2,0.0,0.0,0.0,38.4,56.64,0.722,40.92
gift-worker-451,cash_gift,0.85,0.72,0.2,1.0,0.0,0.0,43.8,61.23,0.712,43.62
gift-worker-452,noncash_gift,0.85,0.72,0.2,0.85,0.0,0.25,44.37,61.71,0.727,44.89
gift-worker-453,piece_rate,0.85,0.72,0.2,0.0,0.22,0.0,41.04,60.2,0.722,43.49
gift-worker-454,employer_return,0.85,0.72,0.2,0.65,0.0,0.55,44.93,62.19,0.733,45.61
gift-worker-455,control,0.885,0.18,0.26,0.0,0.0,0.0,38.92,58.44,0.758,44.31
gift-worker-456,cash_gift,0.885,0.18,0.26,1.0,0.0,0.0,40.27,59.64,0.748,44.62
gift-worker-457,noncash_gift,0.885,0.18,0.26,0.85,0.0,0.25,41.44,60.68,0.763,46.3
gift-worker-458,piece_rate,0.885,0.18,0.26,0.0,0.22,0.0,41.56,62.1,0.758,47.08
gift-worker-459,employer_return,0.885,0.18,0.26,0.65,0.0,0.55,42.82,61.9,0.769,47.61
gift-worker-460,control,0.92,0.27,0.32,0.0,0.0,0.0,39.44,60.28,0.794,47.86
gift-worker-461,cash_gift,0.92,0.27,0.32,1.0,0.0,0.0,41.46,62.15,0.784,48.71
gift-worker-462,noncash_gift,0.92,0.27,0.32,0.85,0.0,0.25,42.54,63.13,0.799,50.43
gift-worker-463,piece_rate,0.92,0.27,0.32,0.0,0.22,0.0,42.08,64.03,0.794,50.83
gift-worker-464,employer_return,0.92,0.27,0.32,0.65,0.0,0.55,43.78,64.28,0.805,51.73
gift-worker-465,control,0.955,0.36,0.38,0.0,0.0,0.0,39.96,62.16,0.83,51.57
gift-worker-466,cash_gift,0.955,0.36,0.38,1.0,0.0,0.0,42.66,64.74,0.82,53.06
gift-worker-467,noncash_gift,0.955,0.36,0.38,0.85,0.0,0.25,43.63,65.67,0.835,54.8
gift-worker-468,piece_rate,0.955,0.36,0.38,0.0,0.22,0.0,42.6,66.0,0.83,54.75
gift-worker-469,employer_return,0.955,0.36,0.38,0.65,0.0,0.55,44.74,66.73,0.841,56.09
gift-worker-470,control,0.99,0.45,0.44,0.0,0.0,0.0,40.48,64.08,0.865,55.44
gift-worker-471,cash_gift,0.99,0.45,0.44,1.0,0.0,0.0,43.86,67.42,0.855,57.66
gift-worker-472,noncash_gift,0.99,0.45,0.44,0.85,0.0,0.25,44.72,68.28,0.87,59.42
gift-worker-473,piece_rate,0.99,0.45,0.44,0.0,0.22,0.0,43.12,68.01,0.865,58.85
gift-worker-474,employer_return,0.99,0.45,0.44,0.65,0.0,0.55,45.7,69.24,0.876,60.68
gift-worker-475,control,1.025,0.54,0.5,0.0,0.0,0.0,39.0,63.98,0.726,46.45
gift-worker-476,cash_gift,1.025,0.54,0.5,1.0,0.0,0.0,43.05,68.13,0.716,48.78
gift-worker-477,noncash_gift,1.025,0.54,0.5,0.85,0.0,0.25,43.82,68.91,0.731,50.38
gift-worker-478,piece_rate,1.025,0.54,0.5,0.0,0.22,0.0,41.64,68.0,0.726,49.37
gift-worker-479,employer_return,1.025,0.54,0.5,0.65,0.0,0.55,44.66,69.77,0.737,51.42
gift-worker-480,control,0.78,0.63,0.2,0.0,0.0,0.0,38.8,54.26,0.757,41.1
gift-worker-481,cash_gift,0.78,0.63,0.2,1.0,0.0,0.0,43.52,57.95,0.747,43.31
gift-worker-482,noncash_gift,0.78,0.63,0.2,0.85,0.0,0.25,44.19,58.47,0.762,44.58
gift-worker-483,piece_rate,0.78,0.63,0.2,0.0,0.22,0.0,41.44,57.64,0.757,43.66
gift-worker-484,employer_return,0.78,0.63,0.2,0.65,0.0,0.55,44.9,59.02,0.768,45.35
gift-worker-485,control,0.815,0.72,0.26,0.0,0.0,0.0,39.32,56.05,0.793,44.45
gift-worker-486,cash_gift,0.815,0.72,0.26,1.0,0.0,0.0,44.72,60.45,0.783,47.34
gift-worker-487,noncash_gift,0.815,0.72,0.26,0.85,0.0,0.25,45.29,60.91,0.798,48.61
gift-worker-488,piece_rate,0.815,0.72,0.26,0.0,0.22,0.0,41.96,59.52,0.793,47.2
gift-worker-489,employer_return,0.815,0.72,0.26,0.65,0.0,0.55,45.85,61.37,0.804,49.35
gift-worker-490,control,0.85,0.18,0.32,0.0,0.0,0.0,39.84,57.86,0.829,47.96
gift-worker-491,cash_gift,0.85,0.18,0.32,1.0,0.0,0.0,41.19,59.01,0.819,48.32
gift-worker-492,noncash_gift,0.85,0.18,0.32,0.85,0.0,0.25,42.36,60.01,0.834,50.04
gift-worker-493,piece_rate,0.85,0.18,0.32,0.0,0.22,0.0,42.48,61.43,0.829,50.91
gift-worker-494,employer_return,0.85,0.18,0.32,0.65,0.0,0.55,43.74,61.18,0.84,51.38
gift-worker-495,control,0.885,0.27,0.38,0.0,0.0,0.0,40.36,59.72,0.865,51.63
gift-worker-496,cash_gift,0.885,0.27,0.38,1.0,0.0,0.0,42.38,61.51,0.855,52.56
gift-worker-497,noncash_gift,0.885,0.27,0.38,0.85,0.0,0.25,43.46,62.46,0.87,54.31
gift-worker-498,piece_rate,0.885,0.27,0.38,0.0,0.22,0.0,43.0,63.38,0.865,54.79
gift-worker-499,employer_return,0.885,0.27,0.38,0.65,0.0,0.55,44.7,63.56,0.876,55.65
gift-worker-500,control,0.92,0.36,0.44,0.0,0.0,0.0,38.88,59.77,0.725,43.35
gift-worker-501,cash_gift,0.92,0.36,0.44,1.0,0.0,0.0,41.58,62.25,0.715,44.53
gift-worker-502,noncash_gift,0.92,0.36,0.44,0.85,0.0,0.25,42.55,63.15,0.73,46.11
gift-worker-503,piece_rate,0.92,0.36,0.44,0.0,0.22,0.0,41.52,63.52,0.725,46.07
gift-worker-504,employer_return,0.92,0.36,0.44,0.65,0.0,0.55,43.66,64.17,0.736,47.25
gift-worker-505,control,0.955,0.45,0.5,0.0,0.0,0.0,39.4,61.63,0.761,46.9
gift-worker-506,cash_gift,0.955,0.45,0.5,1.0,0.0,0.0,42.77,64.85,0.751,48.7
gift-worker-507,noncash_gift,0.955,0.45,0.5,0.85,0.0,0.25,43.64,65.68,0.766,50.31
gift-worker-508,piece_rate,0.955,0.45,0.5,0.0,0.22,0.0,42.04,65.47,0.761,49.82
gift-worker-509,employer_return,0.955,0.45,0.5,0.65,0.0,0.55,44.62,66.61,0.772,51.42
gift-worker-510,control,0.99,0.54,0.2,0.0,0.0,0.0,39.2,62.81,0.792,49.77
gift-worker-511,cash_gift,0.99,0.54,0.2,1.0,0.0,0.0,43.25,66.82,0.782,52.28
gift-worker-512,noncash_gift,0.99,0.54,0.2,0.85,0.0,0.25,44.02,67.58,0.797,53.89
gift-worker-513,piece_rate,0.99,0.54,0.2,0.0,0.22,0.0,41.84,66.74,0.792,52.89
gift-worker-514,employer_return,0.99,0.54,0.2,0.65,0.0,0.55,44.86,68.41,0.803,54.96
gift-worker-515,control,1.025,0.63,0.26,0.0,0.0,0.0,39.72,64.71,0.828,53.59
gift-worker-516,cash_gift,1.025,0.63,0.26,1.0,0.0,0.0,44.45,69.56,0.818,56.91
gift-worker-517,noncash_gift,1.025,0.63,0.26,0.85,0.0,0.25,45.11,70.24,0.833,58.52
gift-worker-518,piece_rate,1.025,0.63,0.26,0.0,0.22,0.0,42.36,68.74,0.828,56.92
gift-worker-519,employer_return,1.025,0.63,0.26,0.65,0.0,0.55,45.82,70.96,0.839,59.55
gift-worker-520,control,0.78,0.72,0.32,0.0,0.0,0.0,40.24,55.39,0.864,47.85
