worker_id,arm,information,bargaining_support,current_wage,true_outside_wage,perceived_outside_wage,belief_gap,search_friction_index,market_power_index,applications_next_month,bargaining_attempt,moved_job,wage_growth_next_quarter,segmentation_index
belief-worker-0233,outside_option_info,1,0,26.99,28.72,27.42,1.29,0.56,0.18,2.73,0,0,0.019,0.363
belief-worker-0234,bargaining_prompt,0,1,27.24,28.98,26.43,2.55,0.56,0.18,1.65,0,0,0.009,0.409
belief-worker-0235,info_bargaining,1,1,27.49,29.25,28.5,0.75,0.56,0.18,3.73,1,0,0.064,0.342
belief-worker-0236,control,0,0,27.16,29.06,25.54,3.52,0.65,0.26,0.7,0,0,0.007,0.513
belief-worker-0237,outside_option_info,1,0,27.41,29.33,27.84,1.49,0.65,0.26,2.68,0,0,0.017,0.438
belief-worker-0238,bargaining_prompt,0,1,27.66,29.6,26.65,2.94,0.65,0.26,1.6,0,0,0.007,0.49
belief-worker-0239,info_bargaining,1,1,27.91,29.86,28.99,0.87,0.65,0.26,3.7,0,0,0.017,0.415
belief-worker-0240,control,0,0,27.58,29.68,25.67,4.0,0.74,0.34,0.25,1,0,0.051,0.597
belief-worker-0241,outside_option_info,1,0,27.83,29.95,28.25,1.7,0.74,0.34,2.23,0,0,0.016,0.513
belief-worker-0242,bargaining_prompt,0,1,28.08,30.21,26.87,3.34,0.74,0.34,1.15,0,0,0.006,0.571
belief-worker-0243,info_bargaining,1,1,28.33,30.48,29.5,0.99,0.74,0.34,3.26,1,0,0.061,0.487
belief-worker-0244,control,0,0,28.0,30.3,25.8,4.5,0.83,0.42,0.2,0,0,0.004,0.681
belief-worker-0245,outside_option_info,1,0,28.25,30.57,28.66,1.91,0.83,0.42,2.17,0,0,0.014,0.588
belief-worker-0246,bargaining_prompt,0,1,28.5,30.84,27.08,3.76,0.83,0.42,1.1,0,0,0.004,0.652
belief-worker-0247,info_bargaining,1,1,28.75,31.11,30.0,1.11,0.83,0.42,3.22,0,0,0.014,0.559
belief-worker-0248,control,0,0,28.42,30.92,28.16,2.76,0.2,0.5,0.94,0,0,0.003,0.362
belief-worker-0249,outside_option_info,1,0,28.67,31.19,30.02,1.17,0.2,0.5,3.08,0,1,0.098,0.306
belief-worker-0250,bargaining_prompt,0,1,28.92,31.46,29.16,2.3,0.2,0.5,1.88,0,0,0.003,0.345
belief-worker-0251,info_bargaining,1,1,29.17,31.74,31.06,0.68,0.2,0.5,4.08,1,0,0.058,0.288
belief-worker-0252,control,0,0,28.84,29.99,26.75,3.24,0.29,0.58,0.89,0,0,0.002,0.446
belief-worker-0253,outside_option_info,1,0,29.09,30.25,28.88,1.37,0.29,0.58,2.79,0,0,0.012,0.381
belief-worker-0254,bargaining_prompt,0,1,29.34,30.51,27.81,2.71,0.29,0.58,1.79,0,0,0.002,0.426
belief-worker-0255,info_bargaining,1,1,29.59,30.77,29.97,0.8,0.29,0.58,3.76,0,0,0.012,0.361
belief-worker-0256,control,0,0,29.26,30.61,26.86,3.75,0.38,0.66,0.84,0,0,0.0,0.53
belief-worker-0257,outside_option_info,1,0,29.51,30.87,29.28,1.59,0.38,0.66,2.74,0,1,0.095,0.456
belief-worker-0258,bargaining_prompt,0,1,29.76,31.13,28.01,3.12,0.38,0.66,1.74,0,0,0.0,0.507
belief-worker-0259,info_bargaining,1,1,30.01,31.39,30.47,0.92,0.38,0.66,3.72,1,0,0.055,0.433
belief-worker-0260,control,0,0,29.68,31.22,28.13,3.1,0.47,0.18,0.61,0,0,0.009,0.379
belief-worker-0261,outside_option_info,1,0,29.93,31.49,30.18,1.31,0.47,0.18,2.56,0,0,0.019,0.318
belief-worker-0262,bargaining_prompt,0,1,30.18,31.75,29.17,2.58,0.47,0.18,1.51,1,0,0.054,0.36
belief-worker-0263,info_bargaining,1,1,30.43,32.01,31.25,0.76,0.47,0.18,3.56,0,0,0.019,0.3
belief-worker-0264,control,0,0,30.1,31.85,28.24,3.61,0.56,0.26,0.56,0,0,0.007,0.463
belief-worker-0265,outside_option_info,1,0,30.35,32.11,30.58,1.53,0.56,0.26,2.5,0,0,0.017,0.393
belief-worker-0266,bargaining_prompt,0,1,30.6,32.37,29.37,3.01,0.56,0.26,1.46,0,0,0.007,0.441
belief-worker-0267,info_bargaining,1,1,30.85,32.64,31.75,0.89,0.56,0.26,3.52,1,0,0.062,0.372
belief-worker-0268,control,0,0,30.52,32.47,28.34,4.13,0.65,0.34,0.51,0,0,0.006,0.547
belief-worker-0269,outside_option_info,1,0,30.77,32.74,30.99,1.75,0.65,0.34,2.45,0,0,0.016,0.468
belief-worker-0270,bargaining_prompt,0,1,31.02,33.01,29.56,3.44,0.65,0.34,1.41,1,0,0.051,0.522
belief-worker-0271,info_bargaining,1,1,31.27,33.27,32.26,1.02,0.65,0.34,3.49,0,0,0.016,0.444
belief-worker-0272,control,0,0,30.94,33.11,28.44,4.67,0.74,0.42,0.46,0,0,0.004,0.631
belief-worker-0273,outside_option_info,1,0,31.19,33.37,31.4,1.98,0.74,0.42,2.4,0,0,0.014,0.543
belief-worker-0274,bargaining_prompt,0,1,31.44,33.64,29.75,3.89,0.74,0.42,1.36,0,0,0.004,0.604
belief-worker-0275,info_bargaining,1,1,31.69,33.91,32.76,1.15,0.74,0.42,3.45,0,0,0.014,0.516
belief-worker-0276,control,0,0,31.36,33.74,28.53,5.22,0.83,0.5,0.41,0,0,0.003,0.715
belief-worker-0277,outside_option_info,1,0,31.61,34.01,31.8,2.21,0.83,0.5,2.34,0,0,0.013,0.618
belief-worker-0278,bargaining_prompt,0,1,31.86,34.28,29.94,4.34,0.83,0.5,1.31,1,0,0.048,0.685
belief-worker-0279,info_bargaining,1,1,32.11,34.55,33.27,1.28,0.83,0.5,3.42,0,0,0.013,0.588
belief-worker-0280,control,0,0,31.78,34.39,31.13,3.26,0.2,0.58,0.75,0,0,0.002,0.396
belief-worker-0281,outside_option_info,1,0,32.03,34.66,33.28,1.38,0.2,0.58,2.87,0,0,0.012,0.336
belief-worker-0282,bargaining_prompt,0,1,32.28,34.93,32.21,2.72,0.2,0.58,1.65,0,0,0.002,0.377
belief-worker-0283,info_bargaining,1,1,32.53,35.2,34.4,0.8,0.2,0.58,3.88,0,0,0.012,0.318
belief-worker-0284,control,0,0,32.2,35.03,31.23,3.8,0.29,0.66,0.7,0,0,0.0,0.48
belief-worker-0285,outside_option_info,1,0,32.45,35.31,33.7,1.61,0.29,0.66,2.82,0,0,0.01,0.411
belief-worker-0286,bargaining_prompt,0,1,32.7,35.58,32.41,3.17,0.29,0.66,1.6,1,0,0.045,0.458
belief-worker-0287,info_bargaining,1,1,32.95,35.85,34.92,0.93,0.29,0.66,3.85,0,1,0.095,0.39
belief-worker-0288,control,0,0,17.5,18.2,16.55,1.65,0.38,0.18,0.87,0,0,0.009,0.328
belief-worker-0289,outside_option_info,1,0,17.75,18.46,17.76,0.7,0.38,0.18,2.77,0,0,0.019,0.274
belief-worker-0290,bargaining_prompt,0,1,18.0,18.72,17.33,1.39,0.38,0.18,1.77,0,0,0.009,0.311
belief-worker-0291,info_bargaining,1,1,18.25,18.98,18.57,0.41,0.38,0.18,3.73,0,0,0.019,0.257
belief-worker-0292,control,0,0,17.92,18.74,16.77,1.97,0.47,0.26,0.82,0,0,0.007,0.412
belief-worker-0293,outside_option_info,1,0,18.17,19.01,18.17,0.84,0.47,0.26,2.72,0,0,0.017,0.349
belief-worker-0294,bargaining_prompt,0,1,18.42,19.27,17.61,1.66,0.47,0.26,1.72,1,0,0.052,0.393
belief-worker-0295,info_bargaining,1,1,18.67,19.53,19.04,0.49,0.47,0.26,3.68,0,1,0.102,0.329
belief-worker-0296,control,0,0,18.34,19.29,16.99,2.3,0.56,0.34,0.77,0,0,0.006,0.496
belief-worker-0297,outside_option_info,1,0,18.59,19.56,18.58,0.98,0.56,0.34,2.67,0,0,0.016,0.424
belief-worker-0298,bargaining_prompt,0,1,18.84,19.82,17.88,1.94,0.56,0.34,1.67,0,0,0.006,0.474
belief-worker-0299,info_bargaining,1,1,19.09,20.08,19.51,0.57,0.56,0.34,3.64,0,0,0.016,0.401
belief-worker-0300,control,0,0,18.76,19.85,17.2,2.64,0.65,0.42,0.32,0,0,0.004,0.58
belief-worker-0301,outside_option_info,1,0,19.01,20.11,18.99,1.12,0.65,0.42,2.22,0,0,0.014,0.499
belief-worker-0302,bargaining_prompt,0,1,19.26,20.38,18.15,2.23,0.65,0.42,1.22,0,0,0.004,0.555
belief-worker-0303,info_bargaining,1,1,19.51,20.64,19.98,0.66,0.65,0.42,3.2,0,1,0.099,0.473
belief-worker-0304,control,0,0,19.18,20.41,17.41,3.0,0.74,0.5,0.27,0,0,0.003,0.664
belief-worker-0305,outside_option_info,1,0,19.43,20.67,19.4,1.28,0.74,0.5,2.17,1,0,0.058,0.574
belief-worker-0306,bargaining_prompt,0,1,19.68,20.94,18.42,2.52,0.74,0.5,1.17,0,0,0.003,0.636
belief-worker-0307,info_bargaining,1,1,19.93,21.21,20.46,0.75,0.74,0.5,3.16,0,0,0.013,0.546
belief-worker-0308,control,0,0,19.6,20.97,17.6,3.37,0.83,0.58,0.21,0,0,0.002,0.748
belief-worker-0309,outside_option_info,1,0,19.85,21.24,19.81,1.43,0.83,0.58,2.11,0,0,0.012,0.649
belief-worker-0310,bargaining_prompt,0,1,20.1,21.51,18.67,2.83,0.83,0.58,1.11,0,0,0.002,0.717
belief-worker-0311,info_bargaining,1,1,20.35,21.77,20.93,0.84,0.83,0.58,3.12,0,0,0.012,0.618
belief-worker-0312,control,0,0,20.02,21.54,19.38,2.17,0.2,0.66,0.96,0,0,0.0,0.429
belief-worker-0313,outside_option_info,1,0,20.27,21.81,20.89,0.92,0.2,0.66,2.97,1,0,0.055,0.366
belief-worker-0314,bargaining_prompt,0,1,20.52,22.08,20.26,1.82,0.2,0.66,1.86,0,0,0.0,0.41
belief-worker-0315,info_bargaining,1,1,20.77,22.35,21.81,0.54,0.2,0.66,3.94,0,0,0.01,0.347
belief-worker-0316,control,0,0,20.44,22.12,20.39,1.73,0.29,0.18,1.13,0,0,0.009,0.278
belief-worker-0317,outside_option_info,1,0,20.69,22.39,21.65,0.73,0.29,0.18,3.2,0,0,0.019,0.229
belief-worker-0318,bargaining_prompt,0,1,20.94,22.66,21.21,1.45,0.29,0.18,2.08,0,0,0.009,0.263
belief-worker-0319,info_bargaining,1,1,21.19,22.93,22.5,0.43,0.29,0.18,4.16,1,0,0.064,0.214
belief-worker-0320,control,0,0,20.86,22.7,20.61,2.09,0.38,0.26,0.68,0,0,0.007,0.362
belief-worker-0321,outside_option_info,1,0,21.11,22.97,22.08,0.89,0.38,0.26,2.75,1,0,0.062,0.304
belief-worker-0322,bargaining_prompt,0,1,21.36,23.24,21.49,1.75,0.38,0.26,1.6,0,0,0.007,0.344
belief-worker-0323,info_bargaining,1,1,21.61,23.51,22.99,0.52,0.38,0.26,3.73,0,0,0.017,0.286
belief-worker-0324,control,0,0,21.28,22.13,19.67,2.46,0.47,0.34,0.63,0,0,0.006,0.446
belief-worker-0325,outside_option_info,1,0,21.53,22.39,21.35,1.04,0.47,0.34,2.53,0,0,0.016,0.379
belief-worker-0326,bargaining_prompt,0,1,21.78,22.65,20.59,2.06,0.47,0.34,1.53,0,0,0.006,0.425
belief-worker-0327,info_bargaining,1,1,22.03,22.91,22.3,0.61,0.47,0.34,3.48,1,0,0.061,0.358
belief-worker-0328,control,0,0,21.7,22.7,19.86,2.84,0.56,0.42,0.58,0,0,0.004,0.53
belief-worker-0329,outside_option_info,1,0,21.95,22.96,21.75,1.21,0.56,0.42,2.48,0,0,0.014,0.454
belief-worker-0330,bargaining_prompt,0,1,22.2,23.22,20.84,2.38,0.56,0.42,1.48,0,0,0.004,0.506
belief-worker-0331,info_bargaining,1,1,22.45,23.48,22.78,0.71,0.56,0.42,3.43,0,0,0.014,0.43
belief-worker-0332,control,0,0,22.12,23.27,20.03,3.24,0.65,0.5,0.52,0,0,0.003,0.614
belief-worker-0333,outside_option_info,1,0,22.37,23.53,22.16,1.38,0.65,0.5,2.42,0,0,0.013,0.529
belief-worker-0334,bargaining_prompt,0,1,22.62,23.8,21.08,2.72,0.65,0.5,1.43,0,0,0.003,0.588
belief-worker-0335,info_bargaining,1,1,22.87,24.06,23.26,0.8,0.65,0.5,3.39,1,0,0.058,0.503
belief-worker-0336,control,0,0,22.54,23.85,20.2,3.65,0.74,0.58,0.47,0,0,0.002,0.698
belief-worker-0337,outside_option_info,1,0,22.79,24.11,22.56,1.55,0.74,0.58,2.37,0,0,0.012,0.604
belief-worker-0338,bargaining_prompt,0,1,23.04,24.38,21.32,3.06,0.74,0.58,1.37,0,0,0.002,0.669
belief-worker-0339,info_bargaining,1,1,23.29,24.64,23.74,0.91,0.74,0.58,3.35,0,0,0.012,0.575
belief-worker-0340,control,0,0,22.96,24.43,20.35,4.08,0.83,0.66,0.02,0,0,0.0,0.782
belief-worker-0341,outside_option_info,1,0,23.21,24.7,22.97,1.73,0.83,0.66,1.92,0,0,0.01,0.679
belief-worker-0342,bargaining_prompt,0,1,23.46,24.96,21.55,3.41,0.83,0.66,0.92,0,0,0.0,0.75
belief-worker-0343,info_bargaining,1,1,23.71,25.23,24.22,1.01,0.83,0.66,2.91,1,0,0.055,0.647
belief-worker-0344,control,0,0,23.38,25.02,23.27,1.74,0.2,0.18,0.99,0,0,0.009,0.228
belief-worker-0345,outside_option_info,1,0,23.63,25.28,24.54,0.74,0.2,0.18,3.05,0,0,0.019,0.184
belief-worker-0346,bargaining_prompt,0,1,23.88,25.55,24.09,1.46,0.2,0.18,1.93,0,0,0.009,0.214
belief-worker-0347,info_bargaining,1,1,24.13,25.82,25.39,0.43,0.2,0.18,4.01,0,0,0.019,0.171
belief-worker-0348,control,0,0,23.8,25.61,23.46,2.14,0.29,0.26,0.94,0,0,0.007,0.312
belief-worker-0349,outside_option_info,1,0,24.05,25.88,24.97,0.91,0.29,0.26,3.0,0,1,0.102,0.259
belief-worker-0350,bargaining_prompt,0,1,24.3,26.15,24.35,1.8,0.29,0.26,1.85,0,0,0.007,0.295
belief-worker-0351,info_bargaining,1,1,24.55,26.42,25.88,0.53,0.29,0.26,3.98,1,0,0.062,0.243
belief-worker-0352,control,0,0,24.22,26.21,23.65,2.56,0.38,0.34,0.89,0,0,0.006,0.396
belief-worker-0353,outside_option_info,1,0,24.47,26.48,25.39,1.09,0.38,0.34,2.95,0,0,0.016,0.334
belief-worker-0354,bargaining_prompt,0,1,24.72,26.75,24.61,2.14,0.38,0.34,1.79,0,0,0.006,0.377
belief-worker-0355,info_bargaining,1,1,24.97,27.02,26.38,0.63,0.38,0.34,3.94,0,0,0.016,0.315
belief-worker-0356,control,0,0,24.64,26.81,23.82,2.98,0.47,0.42,0.83,0,0,0.004,0.48
belief-worker-0357,outside_option_info,1,0,24.89,27.08,25.81,1.27,0.47,0.42,2.9,0,1,0.099,0.409
belief-worker-0358,bargaining_prompt,0,1,25.14,27.35,24.86,2.5,0.47,0.42,1.74,0,0,0.004,0.458
belief-worker-0359,info_bargaining,1,1,25.39,27.62,26.89,0.74,0.47,0.42,3.9,1,0,0.059,0.388
belief-worker-0360,control,0,0,25.06,26.06,22.64,3.42,0.56,0.5,0.38,0,0,0.003,0.564
belief-worker-0361,outside_option_info,1,0,25.31,26.32,24.87,1.45,0.56,0.5,2.28,0,0,0.013,0.484
belief-worker-0362,bargaining_prompt,0,1,25.56,26.58,23.72,2.86,0.56,0.5,1.28,0,0,0.003,0.539
belief-worker-0363,info_bargaining,1,1,25.81,26.84,26.0,0.85,0.56,0.5,3.22,0,0,0.013,0.46
belief-worker-0364,control,0,0,25.48,26.65,22.78,3.88,0.65,0.58,0.33,0,0,0.002,0.648
belief-worker-0365,outside_option_info,1,0,25.73,26.91,25.27,1.64,0.65,0.58,2.23,0,0,0.012,0.559
belief-worker-0366,bargaining_prompt,0,1,25.98,27.18,23.93,3.24,0.65,0.58,1.23,0,0,0.002,0.62
belief-worker-0367,info_bargaining,1,1,26.23,27.44,26.48,0.96,0.65,0.58,3.18,1,0,0.057,0.532
belief-worker-0368,control,0,0,25.9,27.25,22.91,4.34,0.74,0.66,0.28,0,0,0.0,0.732
belief-worker-0369,outside_option_info,1,0,26.15,27.51,25.67,1.84,0.74,0.66,2.18,0,0,0.01,0.634
belief-worker-0370,bargaining_prompt,0,1,26.4,27.77,24.14,3.63,0.74,0.66,1.18,1,0,0.045,0.701
belief-worker-0371,info_bargaining,1,1,26.65,28.04,26.96,1.07,0.74,0.66,3.14,0,0,0.01,0.604
belief-worker-0372,control,0,0,26.32,27.85,24.06,3.79,0.83,0.18,0.45,0,0,0.009,0.58
belief-worker-0373,outside_option_info,1,0,26.57,28.11,26.51,1.61,0.83,0.18,2.35,0,0,0.019,0.497
belief-worker-0374,bargaining_prompt,0,1,26.82,28.38,25.21,3.16,0.83,0.18,1.35,0,0,0.009,0.554
belief-worker-0375,info_bargaining,1,1,27.07,28.64,27.71,0.93,0.83,0.18,3.37,0,0,0.019,0.471
belief-worker-0376,control,0,0,26.74,28.45,26.31,2.14,0.2,0.26,1.2,0,1,0.092,0.261
belief-worker-0377,outside_option_info,1,0,26.99,28.72,27.81,0.91,0.2,0.26,3.24,0,0,0.017,0.215
belief-worker-0378,bargaining_prompt,0,1,27.24,28.98,27.19,1.79,0.2,0.26,2.1,1,0,0.052,0.247
belief-worker-0379,info_bargaining,1,1,27.49,29.25,28.72,0.53,0.2,0.26,4.22,0,1,0.102,0.2
belief-worker-0380,control,0,0,27.16,29.06,26.46,2.6,0.29,0.34,0.74,0,0,0.006,0.345
belief-worker-0381,outside_option_info,1,0,27.41,29.33,28.23,1.1,0.29,0.34,2.79,0,0,0.016,0.29
belief-worker-0382,bargaining_prompt,0,1,27.66,29.6,27.43,2.17,0.29,0.34,1.65,0,0,0.006,0.328
belief-worker-0383,info_bargaining,1,1,27.91,29.86,29.22,0.64,0.29,0.34,3.78,0,0,0.016,0.272
belief-worker-0384,control,0,0,27.58,29.68,26.61,3.07,0.38,0.42,0.69,0,0,0.004,0.429
belief-worker-0385,outside_option_info,1,0,27.83,29.95,28.65,1.3,0.38,0.42,2.74,0,0,0.014,0.365
belief-worker-0386,bargaining_prompt,0,1,28.08,30.21,27.65,2.56,0.38,0.42,1.59,1,0,0.049,0.409
belief-worker-0387,info_bargaining,1,1,28.33,30.48,29.73,0.76,0.38,0.42,3.75,0,1,0.099,0.345
belief-worker-0388,control,0,0,28.0,30.3,26.75,3.55,0.47,0.5,0.64,0,0,0.003,0.513
belief-worker-0389,outside_option_info,1,0,28.25,30.57,29.06,1.5,0.47,0.5,2.69,0,0,0.013,0.44
belief-worker-0390,bargaining_prompt,0,1,28.5,30.84,27.88,2.96,0.47,0.5,1.54,0,0,0.003,0.49
belief-worker-0391,info_bargaining,1,1,28.75,31.11,30.23,0.87,0.47,0.5,3.71,0,0,0.013,0.417
belief-worker-0392,control,0,0,28.42,30.92,26.88,4.04,0.56,0.58,0.59,0,0,0.002,0.597
belief-worker-0393,outside_option_info,1,0,28.67,31.19,29.48,1.71,0.56,0.58,2.64,0,0,0.012,0.515
belief-worker-0394,bargaining_prompt,0,1,28.92,31.46,28.09,3.37,0.56,0.58,1.49,1,0,0.047,0.572
belief-worker-0395,info_bargaining,1,1,29.17,31.74,30.74,1.0,0.56,0.58,3.67,0,1,0.097,0.489
belief-worker-0396,control,0,0,28.84,29.99,25.45,4.55,0.65,0.66,0.54,0,0,0.0,0.681
belief-worker-0397,outside_option_info,1,0,29.09,30.25,28.33,1.93,0.65,0.66,2.44,0,0,0.01,0.59
belief-worker-0398,bargaining_prompt,0,1,29.34,30.51,26.72,3.79,0.65,0.66,1.44,0,0,0.0,0.653
belief-worker-0399,info_bargaining,1,1,29.59,30.77,29.65,1.12,0.65,0.66,3.35,0,0,0.01,0.561
belief-worker-0400,control,0,0,29.26,30.61,26.69,3.92,0.74,0.18,0.31,0,0,0.009,0.53
belief-worker-0401,outside_option_info,1,0,29.51,30.87,29.21,1.66,0.74,0.18,2.21,0,0,0.019,0.452
belief-worker-0402,bargaining_prompt,0,1,29.76,31.13,27.86,3.27,0.74,0.18,1.21,0,0,0.009,0.506
belief-worker-0403,info_bargaining,1,1,30.01,31.39,30.43,0.97,0.74,0.18,3.19,0,1,0.104,0.428
belief-worker-0404,control,0,0,29.68,31.22,26.79,4.44,0.83,0.26,0.26,0,0,0.007,0.614
belief-worker-0405,outside_option_info,1,0,29.93,31.49,29.61,1.88,0.83,0.26,2.16,1,0,0.062,0.527
belief-worker-0406,bargaining_prompt,0,1,30.18,31.75,28.05,3.7,0.83,0.26,1.16,0,0,0.007,0.587
belief-worker-0407,info_bargaining,1,1,30.43,32.01,30.92,1.09,0.83,0.26,3.15,0,0,0.017,0.5
belief-worker-0408,control,0,0,30.1,31.85,29.26,2.58,0.2,0.34,1.0,0,0,0.006,0.295
belief-worker-0409,outside_option_info,1,0,30.35,32.11,31.02,1.09,0.2,0.34,3.02,0,0,0.016,0.245
belief-worker-0410,bargaining_prompt,0,1,30.6,32.37,30.22,2.15,0.2,0.34,1.9,0,0,0.006,0.279
belief-worker-0411,info_bargaining,1,1,30.85,32.64,32.0,0.64,0.2,0.34,4.01,0,0,0.016,0.23
belief-worker-0412,control,0,0,30.52,32.47,29.38,3.09,0.29,0.42,0.95,0,0,0.004,0.379
belief-worker-0413,outside_option_info,1,0,30.77,32.74,31.43,1.31,0.29,0.42,2.97,1,0,0.059,0.32
belief-worker-0414,bargaining_prompt,0,1,31.02,33.01,30.43,2.58,0.29,0.42,1.85,0,0,0.004,0.361
belief-worker-0415,info_bargaining,1,1,31.27,33.27,32.51,0.76,0.29,0.42,3.98,0,0,0.014,0.302
belief-worker-0416,control,0,0,30.94,33.11,29.49,3.61,0.38,0.5,0.9,0,0,0.003,0.463
belief-worker-0417,outside_option_info,1,0,31.19,33.37,31.84,1.53,0.38,0.5,2.92,0,0,0.013,0.395
belief-worker-0418,bargaining_prompt,0,1,31.44,33.64,30.63,3.01,0.38,0.5,1.8,0,0,0.003,0.442
belief-worker-0419,info_bargaining,1,1,31.69,33.91,33.02,0.89,0.38,0.5,3.94,1,0,0.058,0.374
belief-worker-0420,control,0,0,31.36,33.74,29.59,4.15,0.47,0.58,0.45,0,0,0.002,0.547
belief-worker-0421,outside_option_info,1,0,31.61,34.01,32.26,1.76,0.47,0.58,2.47,1,0,0.057,0.47
belief-worker-0422,bargaining_prompt,0,1,31.86,34.28,30.82,3.46,0.47,0.58,1.35,0,0,0.002,0.523
belief-worker-0423,info_bargaining,1,1,32.11,34.55,33.53,1.02,0.47,0.58,3.51,0,0,0.012,0.446
belief-worker-0424,control,0,0,31.78,34.39,29.69,4.7,0.56,0.66,0.4,0,0,0.0,0.631
belief-worker-0425,outside_option_info,1,0,32.03,34.66,32.67,1.99,0.56,0.66,2.41,0,0,0.01,0.545
belief-worker-0426,bargaining_prompt,0,1,32.28,34.93,31.01,3.91,0.56,0.66,1.3,0,0,0.0,0.604
belief-worker-0427,info_bargaining,1,1,32.53,35.2,34.04,1.15,0.56,0.66,3.47,1,0,0.055,0.518
belief-worker-0428,control,0,0,32.2,35.03,31.04,4.0,0.65,0.18,0.57,0,0,0.009,0.48
belief-worker-0429,outside_option_info,1,0,32.45,35.31,33.61,1.69,0.65,0.18,2.68,0,0,0.019,0.408
belief-worker-0430,bargaining_prompt,0,1,32.7,35.58,32.25,3.33,0.65,0.18,1.47,0,1,0.094,0.457
belief-worker-0431,info_bargaining,1,1,32.95,35.85,34.87,0.98,0.65,0.18,3.72,0,0,0.019,0.385
belief-worker-0432,control,0,0,17.5,18.2,15.76,2.44,0.74,0.26,0.52,0,0,0.007,0.564
belief-worker-0433,outside_option_info,1,0,17.75,18.46,17.42,1.04,0.74,0.26,2.42,0,0,0.017,0.483
belief-worker-0434,bargaining_prompt,0,1,18.0,18.72,16.66,2.06,0.74,0.26,1.42,0,0,0.007,0.538
belief-worker-0435,info_bargaining,1,1,18.25,18.98,18.37,0.61,0.74,0.26,3.34,1,0,0.062,0.458
belief-worker-0436,control,0,0,17.92,18.74,15.96,2.78,0.83,0.34,0.47,0,0,0.006,0.648
belief-worker-0437,outside_option_info,1,0,18.17,19.01,17.82,1.18,0.83,0.34,2.37,0,0,0.016,0.558
belief-worker-0438,bargaining_prompt,0,1,18.42,19.27,16.92,2.34,0.83,0.34,1.37,0,0,0.006,0.62
belief-worker-0439,info_bargaining,1,1,18.67,19.53,18.83,0.69,0.83,0.34,3.3,0,0,0.016,0.53
belief-worker-0440,control,0,0,18.34,19.29,17.62,1.68,0.2,0.42,0.81,1,0,0.049,0.328
belief-worker-0441,outside_option_info,1,0,18.59,19.56,18.84,0.71,0.2,0.42,2.76,0,1,0.099,0.275
belief-worker-0442,bargaining_prompt,0,1,18.84,19.82,18.41,1.41,0.2,0.42,1.71,0,0,0.004,0.312
belief-worker-0443,info_bargaining,1,1,19.09,20.08,19.66,0.42,0.2,0.42,3.72,1,0,0.059,0.259
belief-worker-0444,control,0,0,18.76,19.85,17.84,2.01,0.29,0.5,0.76,0,0,0.003,0.412
belief-worker-0445,outside_option_info,1,0,19.01,20.11,19.26,0.85,0.29,0.5,2.71,0,0,0.013,0.35
belief-worker-0446,bargaining_prompt,0,1,19.26,20.38,18.69,1.69,0.29,0.5,1.66,0,0,0.003,0.393
belief-worker-0447,info_bargaining,1,1,19.51,20.64,20.14,0.5,0.29,0.5,3.67,0,0,0.013,0.331
belief-worker-0448,control,0,0,19.18,20.41,18.06,2.35,0.38,0.58,0.71,0,0,0.002,0.496
belief-worker-0449,outside_option_info,1,0,19.43,20.67,19.67,1.0,0.38,0.58,2.65,0,1,0.097,0.425
belief-worker-0450,bargaining_prompt,0,1,19.68,20.94,18.96,1.98,0.38,0.58,1.61,0,0,0.002,0.474
belief-worker-0451,info_bargaining,1,1,19.93,21.21,20.62,0.59,0.38,0.58,3.63,1,0,0.057,0.403
belief-worker-0452,control,0,0,19.6,20.97,18.27,2.7,0.47,0.66,0.66,0,0,0.0,0.58
belief-worker-0453,outside_option_info,1,0,19.85,21.24,20.09,1.15,0.47,0.66,2.6,0,0,0.01,0.5
belief-worker-0454,bargaining_prompt,0,1,20.1,21.51,19.23,2.27,0.47,0.66,1.56,0,0,0.0,0.556
belief-worker-0455,info_bargaining,1,1,20.35,21.77,21.1,0.67,0.47,0.66,3.59,0,0,0.01,0.476
belief-worker-0456,control,0,0,20.02,21.54,19.26,2.29,0.56,0.18,0.83,0,0,0.009,0.429
belief-worker-0457,outside_option_info,1,0,20.27,21.81,20.84,0.97,0.56,0.18,2.83,0,1,0.104,0.363
belief-worker-0458,bargaining_prompt,0,1,20.52,22.08,20.16,1.92,0.56,0.18,1.73,0,0,0.009,0.409
belief-worker-0459,info_bargaining,1,1,20.77,22.35,21.78,0.57,0.56,0.18,3.81,1,0,0.064,0.342
belief-worker-0460,control,0,0,20.44,22.12,19.47,2.65,0.65,0.26,0.38,0,0,0.007,0.513
belief-worker-0461,outside_option_info,1,0,20.69,22.39,21.26,1.13,0.65,0.26,2.38,0,0,0.017,0.438
belief-worker-0462,bargaining_prompt,0,1,20.94,22.66,20.43,2.23,0.65,0.26,1.28,1,0,0.052,0.49
belief-worker-0463,info_bargaining,1,1,21.19,22.93,22.27,0.66,0.65,0.26,3.38,0,0,0.017,0.415
belief-worker-0464,control,0,0,20.86,22.7,19.67,3.03,0.74,0.34,0.33,0,0,0.006,0.597
belief-worker-0465,outside_option_info,1,0,21.11,22.97,21.68,1.29,0.74,0.34,2.33,0,0,0.016,0.513
belief-worker-0466,bargaining_prompt,0,1,21.36,23.24,20.7,2.54,0.74,0.34,1.23,0,0,0.006,0.571
