person_id,birth_cohort,trend_group,reform,parental_schooling,schooling_years,log_wage
562,1949,rising_trend,1,14,14.1756,2.8206
563,1949,rising_trend,1,12,13.1269,2.6884
564,1949,rising_trend,1,14,13.3988,2.7328
565,1949,rising_trend,1,15,14.2651,3.0311
566,1949,rising_trend,1,14,13.374,2.6913
567,1949,rising_trend,1,14,13.9511,2.612
568,1949,rising_trend,1,7,11.671,2.1902
569,1949,rising_trend,1,15,14.4582,2.6855
570,1949,rising_trend,1,15,14.5068,2.817
571,1949,rising_trend,1,16,13.3196,2.6831
572,1949,rising_trend,1,9,13.4252,2.6283
573,1949,rising_trend,1,15,13.6266,2.8145
574,1949,rising_trend,1,12,12.4351,2.7282
575,1949,rising_trend,1,16,13.0955,2.6072
576,1949,rising_trend,1,14,13.3949,2.4834
577,1950,rising_trend,1,8,13.1111,2.6351
578,1950,rising_trend,1,7,12.6564,2.5782
579,1950,rising_trend,1,9,12.5429,2.7547
580,1950,rising_trend,1,10,13.9572,2.6246
581,1950,rising_trend,1,12,13.1623,2.8102
582,1950,rising_trend,1,12,13.6242,2.8296
583,1950,rising_trend,1,10,13.3953,2.574
584,1950,rising_trend,1,9,13.0213,2.4808
585,1950,rising_trend,1,7,11.1282,2.2443
586,1950,rising_trend,1,11,12.4161,2.6205
587,1950,rising_trend,1,12,13.0939,2.7688
588,1950,rising_trend,1,13,13.0417,2.8613
589,1950,rising_trend,1,11,13.3924,2.7204
590,1950,rising_trend,1,11,12.8324,2.7603
591,1950,rising_trend,1,11,13.7484,2.8792
592,1950,rising_trend,1,7,12.4851,2.6284
593,1950,rising_trend,1,10,13.3671,2.6076
594,1950,rising_trend,1,8,12.2372,2.6745
595,1951,rising_trend,1,13,13.0694,2.6811
596,1951,rising_trend,1,8,13.0362,2.4401
597,1951,rising_trend,1,9,13.5664,2.673
598,1951,rising_trend,1,14,14.7549,2.8145
599,1951,rising_trend,1,7,12.5931,2.4442
600,1951,rising_trend,1,7,11.6313,2.5869
601,1951,rising_trend,1,12,12.9784,2.6058
602,1951,rising_trend,1,16,13.5637,2.7748
603,1951,rising_trend,1,16,14.3267,2.7252
604,1951,rising_trend,1,6,11.4083,2.3253
605,1951,rising_trend,1,13,12.9995,2.626
606,1951,rising_trend,1,11,13.6188,2.7645
607,1951,rising_trend,1,10,12.9974,2.6004
608,1951,rising_trend,1,8,13.2926,2.6509
609,1951,rising_trend,1,15,12.9954,2.5982
610,1951,rising_trend,1,13,13.3937,2.7092
611,1951,rising_trend,1,9,12.8581,2.822
612,1951,rising_trend,1,7,12.0048,2.3056
613,1952,rising_trend,1,13,12.9701,2.8414
614,1952,rising_trend,1,13,13.223,2.5562
615,1952,rising_trend,1,9,12.5972,2.5776
616,1952,rising_trend,1,14,12.8595,2.7299
617,1952,rising_trend,1,16,13.7286,2.7598
618,1952,rising_trend,1,12,13.9149,2.75
619,1952,rising_trend,1,14,14.5315,2.8014
620,1952,rising_trend,1,14,14.6279,2.838
621,1952,rising_trend,1,14,13.2911,2.7175
622,1952,rising_trend,1,13,13.1234,2.6811
623,1952,rising_trend,1,13,14.0662,2.8516
624,1952,rising_trend,1,12,14.0441,2.7556
625,1952,rising_trend,1,14,14.1334,2.8017
626,1952,rising_trend,1,6,12.2055,2.4343
627,1952,rising_trend,1,14,14.2267,2.9191
628,1952,rising_trend,1,10,12.1491,2.6047
629,1952,rising_trend,1,10,12.809,2.7775
630,1952,rising_trend,1,16,13.5806,2.7352
631,1953,rising_trend,1,9,13.7168,2.7002
632,1953,rising_trend,1,7,12.6562,2.7223
633,1953,rising_trend,1,7,12.4401,2.5816
634,1953,rising_trend,1,13,12.7352,2.6388
635,1953,rising_trend,1,16,13.6912,3.0836
636,1953,rising_trend,1,16,14.4566,2.8136
637,1953,rising_trend,1,11,14.6085,2.955
638,1953,rising_trend,1,6,12.9819,2.629
639,1953,rising_trend,1,6,12.2163,2.2684
640,1953,rising_trend,1,9,12.3901,2.5437
641,1953,rising_trend,1,8,11.699,2.4353
642,1953,rising_trend,1,11,13.4424,2.8332
643,1953,rising_trend,1,11,12.8539,2.7399
644,1953,rising_trend,1,10,12.9258,2.9304
645,1953,rising_trend,1,16,14.4224,2.7863
646,1953,rising_trend,1,10,13.472,2.8471
647,1953,rising_trend,1,12,13.3901,2.8218
648,1953,rising_trend,1,9,13.8646,2.8191
649,1954,rising_trend,1,10,13.1084,2.9044
650,1954,rising_trend,1,9,13.4479,2.8051
651,1954,rising_trend,1,10,13.9355,2.8331
652,1954,rising_trend,1,14,13.793,2.7422
653,1954,rising_trend,1,15,14.8254,2.862
654,1954,rising_trend,1,12,13.0946,2.8057
655,1954,rising_trend,1,7,11.7658,2.4827
656,1954,rising_trend,1,10,13.0831,2.7771
657,1954,rising_trend,1,11,14.195,2.8022
658,1954,rising_trend,1,8,13.4438,2.681
659,1954,rising_trend,1,11,13.0225,2.5044
660,1954,rising_trend,1,6,13.0476,2.6614
661,1954,rising_trend,1,14,14.8341,2.9079
662,1954,rising_trend,1,6,12.6986,2.5246
663,1954,rising_trend,1,14,14.6488,2.8969
664,1954,rising_trend,1,6,11.7787,2.3977
665,1954,rising_trend,1,16,15.1493,3.2084
666,1954,rising_trend,1,14,13.5348,2.8399
667,1955,rising_trend,1,12,14.2563,2.8948
668,1955,rising_trend,1,7,12.4137,2.4801
669,1955,rising_trend,1,15,13.8979,3.1111
670,1955,rising_trend,1,14,15.3028,2.9421
671,1955,rising_trend,1,6,11.534,2.563
672,1955,rising_trend,1,14,14.4898,2.8931
673,1955,rising_trend,1,16,14.3343,2.7988
674,1955,rising_trend,1,12,14.0988,2.8453
675,1955,rising_trend,1,11,12.9762,2.7146
676,1955,rising_trend,1,10,13.7185,2.7059
677,1955,rising_trend,1,10,14.1279,2.5424
678,1955,rising_trend,1,16,14.6536,2.8906
679,1955,rising_trend,1,15,14.3885,2.9452
680,1955,rising_trend,1,6,13.0643,2.5078
681,1955,rising_trend,1,12,14.8756,2.9139
682,1955,rising_trend,1,7,13.3391,2.5741
683,1955,rising_trend,1,15,14.5702,2.9638
684,1955,rising_trend,1,8,14.1111,2.8007
685,1956,rising_trend,1,15,14.8403,2.6907
686,1956,rising_trend,1,8,13.3763,2.7304
687,1956,rising_trend,1,13,12.8685,2.5704
688,1956,rising_trend,1,9,13.3042,2.8873
689,1956,rising_trend,1,11,14.1702,2.6527
690,1956,rising_trend,1,16,15.5502,3.115
691,1956,rising_trend,1,10,14.3354,3.1186
692,1956,rising_trend,1,8,13.5452,2.8014
693,1956,rising_trend,1,6,13.0805,2.7171
694,1956,rising_trend,1,13,13.7721,2.9258
695,1956,rising_trend,1,9,13.1571,2.5888
696,1956,rising_trend,1,9,13.173,2.7139
697,1956,rising_trend,1,13,13.1497,2.7662
698,1956,rising_trend,1,12,14.3377,2.6774
699,1956,rising_trend,1,13,14.1972,3.0182
700,1956,rising_trend,1,15,14.4926,3.1569
701,1956,rising_trend,1,15,14.2861,2.9556
702,1956,rising_trend,1,8,14.022,2.756
703,1957,rising_trend,1,6,13.4185,2.8103
704,1957,rising_trend,1,13,14.833,2.8533
705,1957,rising_trend,1,12,12.5499,2.9962
706,1957,rising_trend,1,13,13.957,2.7756
707,1957,rising_trend,1,15,14.7659,3.1016
708,1957,rising_trend,1,8,12.8155,2.7231
709,1957,rising_trend,1,15,15.0699,3.0406
710,1957,rising_trend,1,9,13.7699,2.8578
711,1957,rising_trend,1,10,14.3666,2.75
712,1957,rising_trend,1,16,15.8492,3.1327
713,1957,rising_trend,1,6,13.0971,2.6661
714,1957,rising_trend,1,13,14.4198,3.0759
715,1957,rising_trend,1,6,13.1751,2.8002
716,1957,rising_trend,1,8,13.5134,2.7827
717,1957,rising_trend,1,10,13.7573,2.6716
718,1957,rising_trend,1,11,13.6917,2.6631
719,1957,rising_trend,1,9,13.8815,2.7728
720,1957,rising_trend,1,16,14.4123,2.7738
721,1938,steep_trend,0,6,10.9147,2.3124
722,1938,steep_trend,0,11,9.8266,2.1224
723,1938,steep_trend,0,12,11.9826,2.2388
724,1938,steep_trend,0,8,9.8407,1.852
725,1938,steep_trend,0,13,11.6665,2.3882
726,1938,steep_trend,0,14,11.5992,2.205
727,1938,steep_trend,0,11,10.4779,2.0089
728,1938,steep_trend,0,10,10.1561,2.0697
729,1938,steep_trend,0,6,10.1904,2.0942
730,1938,steep_trend,0,9,10.8421,1.9872
731,1938,steep_trend,0,15,13.3366,2.5791
732,1938,steep_trend,0,10,10.8072,2.299
733,1938,steep_trend,0,16,12.1229,2.26
734,1938,steep_trend,0,7,10.1251,2.0596
735,1938,steep_trend,0,12,11.8838,2.3932
736,1938,steep_trend,0,13,11.8277,2.4689
737,1938,steep_trend,0,9,10.8803,2.0313
738,1938,steep_trend,0,13,10.7919,2.3685
739,1939,steep_trend,0,13,11.5884,2.2489
740,1939,steep_trend,0,9,12.2622,2.2455
741,1939,steep_trend,0,14,12.6979,2.4052
742,1939,steep_trend,0,11,12.4423,2.3712
743,1939,steep_trend,0,15,12.7968,2.5041
744,1939,steep_trend,0,10,11.9505,2.2298
745,1939,steep_trend,0,9,11.2637,2.1703
746,1939,steep_trend,0,7,10.0567,2.1029
747,1939,steep_trend,0,16,12.7988,2.4335
748,1939,steep_trend,0,14,9.4232,2.1782
749,1939,steep_trend,0,9,10.8085,2.3162
750,1939,steep_trend,0,14,12.5515,2.1993
751,1939,steep_trend,0,12,12.4353,2.3874
752,1939,steep_trend,0,15,12.6389,2.5549
753,1939,steep_trend,0,16,12.8355,2.4302
754,1939,steep_trend,0,10,9.9339,2.2789
755,1939,steep_trend,0,7,10.7742,2.0623
756,1939,steep_trend,0,13,12.4512,2.4111
757,1940,steep_trend,0,6,10.9441,2.2941
758,1940,steep_trend,0,9,10.761,2.2126
759,1940,steep_trend,0,6,9.9066,2.2381
760,1940,steep_trend,0,13,11.425,2.1094
761,1940,steep_trend,0,12,12.4015,2.35
762,1940,steep_trend,0,13,11.3156,2.6915
763,1940,steep_trend,0,9,11.1098,2.0477
764,1940,steep_trend,0,9,11.2756,2.2884
765,1940,steep_trend,0,14,11.7121,2.4421
766,1940,steep_trend,0,10,11.639,2.2798
767,1940,steep_trend,0,10,12.1943,2.3529
768,1940,steep_trend,0,6,10.4863,1.9131
769,1940,steep_trend,0,14,12.1356,2.3067
770,1940,steep_trend,0,16,11.876,2.3753
771,1940,steep_trend,0,16,12.1784,2.3968
772,1940,steep_trend,0,10,11.4788,2.361
773,1940,steep_trend,0,12,11.9998,2.5418
774,1940,steep_trend,0,13,12.0018,2.3931
775,1941,steep_trend,0,15,12.5586,2.5057
776,1941,steep_trend,0,15,12.015,2.5781
777,1941,steep_trend,0,10,11.2012,2.2082
778,1941,steep_trend,0,10,11.5806,2.5312
779,1941,steep_trend,0,16,12.1333,2.6934
780,1941,steep_trend,0,16,12.392,2.511
781,1941,steep_trend,0,11,12.0992,2.4041
782,1941,steep_trend,0,14,12.0625,2.2389
783,1941,steep_trend,0,14,10.6593,2.264
784,1941,steep_trend,0,12,11.0752,2.5634
785,1941,steep_trend,0,6,9.7916,2.1944
786,1941,steep_trend,0,11,11.7572,2.2276
787,1941,steep_trend,0,16,13.8519,2.7304
788,1941,steep_trend,0,13,11.9658,2.5567
789,1941,steep_trend,0,6,9.718,2.0781
790,1941,steep_trend,0,10,11.0399,2.3003
791,1941,steep_trend,0,9,11.6949,2.1866
792,1941,steep_trend,0,13,11.9023,2.2659
793,1942,steep_trend,0,13,11.8412,2.2718
794,1942,steep_trend,0,12,11.6105,2.3043
795,1942,steep_trend,0,11,11.1819,2.3831
796,1942,steep_trend,0,15,12.0841,2.3789
797,1942,steep_trend,0,15,13.2407,2.5647
798,1942,steep_trend,0,8,10.8574,2.3594
799,1942,steep_trend,0,9,11.4839,2.4388
800,1942,steep_trend,0,7,11.4793,2.3132
801,1942,steep_trend,0,11,10.796,2.3337
802,1942,steep_trend,0,10,11.29,2.4188
803,1942,steep_trend,0,8,11.1864,2.5081
804,1942,steep_trend,0,14,11.3724,2.1519
805,1942,steep_trend,0,14,11.5885,2.3074
806,1942,steep_trend,0,15,11.2971,2.2737
807,1942,steep_trend,0,9,10.6692,2.3653
808,1942,steep_trend,0,12,12.2729,2.4476
809,1942,steep_trend,0,6,9.5237,1.9871
810,1942,steep_trend,0,16,12.7039,2.6147
811,1943,steep_trend,0,14,13.0733,2.4701
812,1943,steep_trend,0,11,12.1868,2.4528
813,1943,steep_trend,0,13,12.7565,2.5182
814,1943,steep_trend,0,8,9.6636,2.2204
815,1943,steep_trend,0,16,12.0799,2.4564
816,1943,steep_trend,0,15,12.2456,2.3604
817,1943,steep_trend,0,7,10.3878,2.1226
818,1943,steep_trend,0,15,12.382,2.2459
819,1943,steep_trend,0,15,11.9359,2.6406
820,1943,steep_trend,0,7,10.8252,2.5222
821,1943,steep_trend,0,16,11.8663,2.5289
822,1943,steep_trend,0,8,11.9751,2.3825
823,1943,steep_trend,0,11,11.4312,2.3563
824,1943,steep_trend,0,8,10.9616,2.401
825,1943,steep_trend,0,15,11.9173,2.3799
826,1943,steep_trend,0,12,12.1427,2.4258
827,1943,steep_trend,0,6,11.695,2.279
828,1943,steep_trend,0,12,11.5636,2.3984
829,1944,steep_trend,0,14,12.6825,2.6874
830,1944,steep_trend,0,6,11.0261,2.2945
831,1944,steep_trend,0,15,12.4132,2.627
832,1944,steep_trend,0,14,12.3624,2.6011
833,1944,steep_trend,0,16,13.299,2.5618
834,1944,steep_trend,0,12,10.8452,2.3855
835,1944,steep_trend,0,6,11.141,2.4011
836,1944,steep_trend,0,7,11.2806,2.3546
837,1944,steep_trend,0,15,12.7411,2.5848
838,1944,steep_trend,0,6,11.5411,2.3703
839,1944,steep_trend,0,16,13.4048,2.597
840,1944,steep_trend,0,6,11.2982,2.2879
841,1944,steep_trend,0,13,11.8546,2.6197
842,1944,steep_trend,0,9,11.7402,2.3827
843,1944,steep_trend,0,6,9.9257,2.2991
844,1944,steep_trend,0,6,10.5525,2.0342
845,1944,steep_trend,0,14,12.6549,2.3928
846,1944,steep_trend,0,8,12.1478,2.3804
847,1945,steep_trend,0,9,12.5201,2.2847
848,1945,steep_trend,0,15,12.6984,2.6291
849,1945,steep_trend,0,14,12.5107,2.6374
850,1945,steep_trend,0,12,11.6001,2.5372
851,1945,steep_trend,0,9,10.6014,2.2674
852,1945,steep_trend,0,13,12.1102,2.4864
853,1945,steep_trend,0,6,11.673,2.3874
854,1945,steep_trend,0,11,11.6325,2.4448
855,1945,steep_trend,0,12,12.1235,2.3927
856,1945,steep_trend,0,15,12.3251,2.7219
857,1945,steep_trend,0,16,13.1317,2.3978
858,1945,steep_trend,0,16,13.3888,2.667
859,1945,steep_trend,0,16,13.3966,2.5437
860,1945,steep_trend,0,10,11.6053,2.2907
861,1945,steep_trend,0,13,11.9319,2.7462
862,1945,steep_trend,0,10,11.5813,2.4762
863,1945,steep_trend,0,9,11.9972,2.3818
864,1945,steep_trend,0,12,12.9488,2.836
865,1946,steep_trend,0,7,11.7082,2.3989
866,1946,steep_trend,0,12,12.5849,2.4613
867,1946,steep_trend,0,14,12.68,2.6265
868,1946,steep_trend,0,14,13.5125,2.6546
869,1946,steep_trend,0,15,12.3686,2.6161
870,1946,steep_trend,0,9,10.7435,2.3221
871,1946,steep_trend,0,13,14.0208,2.657
872,1946,steep_trend,0,12,11.8438,2.5637
873,1946,steep_trend,0,11,12.43,2.3926
874,1946,steep_trend,0,12,10.2433,2.3881
875,1946,steep_trend,0,9,11.7792,2.6012
876,1946,steep_trend,0,11,12.5002,2.391
877,1946,steep_trend,0,15,12.6559,2.6508
878,1946,steep_trend,0,11,13.065,2.7447
879,1946,steep_trend,0,10,11.6654,2.356
880,1946,steep_trend,0,10,11.1543,2.7043
881,1946,steep_trend,0,8,12.2797,2.3749
882,1946,steep_trend,0,7,11.0016,2.368
883,1947,steep_trend,0,7,10.476,2.1181
884,1947,steep_trend,0,7,10.9261,2.2055
885,1947,steep_trend,0,13,12.7602,2.4367
886,1947,steep_trend,0,10,12.3686,2.4318
887,1947,steep_trend,0,7,11.2736,2.4606
888,1947,steep_trend,0,6,10.7926,2.5248
889,1947,steep_trend,0,11,11.6238,2.4349
890,1947,steep_trend,0,14,12.6224,2.6237
891,1947,steep_trend,0,9,11.6705,2.426
892,1947,steep_trend,0,13,11.7608,2.7517
893,1947,steep_trend,0,12,12.2287,2.912
894,1947,steep_trend,0,13,13.4048,2.7031
895,1947,steep_trend,0,6,11.3542,2.593
896,1947,steep_trend,0,7,11.7039,2.2766
897,1947,steep_trend,0,10,11.7263,2.7258
898,1947,steep_trend,0,7,11.3447,2.1174
899,1947,steep_trend,0,8,11.8347,2.5591
900,1947,steep_trend,0,10,12.4135,2.4989
901,1948,steep_trend,1,14,14.2386,2.8895
902,1948,steep_trend,1,9,13.4022,2.698
903,1948,steep_trend,1,12,12.7325,2.6083
904,1948,steep_trend,1,9,13.6292,2.743
905,1948,steep_trend,1,8,12.9108,2.5448
906,1948,steep_trend,1,16,14.1529,2.9406
907,1948,steep_trend,1,13,13.5419,2.7339
908,1948,steep_trend,1,6,12.4051,2.7628
909,1948,steep_trend,1,6,11.9675,2.2539
910,1948,steep_trend,1,16,14.867,2.6372
911,1948,steep_trend,1,6,13.0269,2.2054
912,1948,steep_trend,1,14,13.6908,2.8386
913,1948,steep_trend,1,12,14.4826,2.8369
914,1948,steep_trend,1,12,13.7377,2.7061
915,1948,steep_trend,1,13,11.9908,2.7689
916,1948,steep_trend,1,7,12.2292,2.3496
917,1948,steep_trend,1,7,12.6951,2.4092
918,1948,steep_trend,1,7,12.0723,2.4846
919,1949,steep_trend,1,6,11.2261,2.3185
920,1949,steep_trend,1,15,14.4874,2.822
921,1949,steep_trend,1,11,13.2411,2.4847
922,1949,steep_trend,1,16,14.5058,2.9256
923,1949,steep_trend,1,8,11.7891,2.509
924,1949,steep_trend,1,10,11.6772,2.2297
925,1949,steep_trend,1,13,13.6404,2.8971
926,1949,steep_trend,1,16,13.8056,2.8598
927,1949,steep_trend,1,11,14.3394,2.9342
928,1949,steep_trend,1,11,13.8256,2.7207
929,1949,steep_trend,1,12,13.6156,2.6538
930,1949,steep_trend,1,14,14.2278,2.8485
931,1949,steep_trend,1,15,13.6191,2.7242
932,1949,steep_trend,1,15,13.3851,2.6014
933,1949,steep_trend,1,7,11.9267,2.2675
934,1949,steep_trend,1,15,13.5585,2.812
935,1949,steep_trend,1,11,12.6146,2.5165
936,1949,steep_trend,1,16,14.5782,2.9104
937,1950,steep_trend,1,6,11.5686,2.3034
938,1950,steep_trend,1,7,12.6493,2.6086
939,1950,steep_trend,1,14,13.6266,2.6154
940,1950,steep_trend,1,9,13.7497,2.7639
941,1950,steep_trend,1,15,13.463,2.9223
942,1950,steep_trend,1,6,11.6287,2.5874
943,1950,steep_trend,1,10,13.5115,2.706
944,1950,steep_trend,1,10,12.7706,2.6767
945,1950,steep_trend,1,10,13.8521,2.9342
946,1950,steep_trend,1,12,13.9584,3.0302
947,1950,steep_trend,1,9,13.6748,2.7777
948,1950,steep_trend,1,8,13.0192,2.6524
949,1950,steep_trend,1,15,13.6537,2.9225
950,1950,steep_trend,1,10,12.9436,2.779
951,1950,steep_trend,1,11,13.6423,2.7053
952,1950,steep_trend,1,9,12.5158,2.6601
953,1950,steep_trend,1,13,14.2816,2.8949
954,1950,steep_trend,1,8,12.9229,2.6442
955,1951,steep_trend,1,13,13.9011,2.6648
956,1951,steep_trend,1,13,13.528,2.6991
957,1951,steep_trend,1,9,11.8702,2.5817
958,1951,steep_trend,1,13,13.7108,2.9041
959,1951,steep_trend,1,13,14.3853,3.1655
960,1951,steep_trend,1,6,11.5238,2.542
961,1951,steep_trend,1,9,12.737,2.4892
962,1951,steep_trend,1,6,12.7392,2.7241
963,1951,steep_trend,1,9,12.1218,2.629
964,1951,steep_trend,1,9,12.3719,2.5014
965,1951,steep_trend,1,8,12.3697,2.5379
966,1951,steep_trend,1,15,13.9711,2.9212
967,1951,steep_trend,1,13,12.8537,2.681
968,1951,steep_trend,1,11,12.7639,2.5198
969,1951,steep_trend,1,7,12.0556,2.5327
970,1951,steep_trend,1,16,14.279,3.0397
971,1951,steep_trend,1,6,13.3302,2.6123
972,1951,steep_trend,1,6,11.8738,2.6131
973,1952,steep_trend,1,10,13.8641,2.9334
974,1952,steep_trend,1,9,14.3571,2.7923
975,1952,steep_trend,1,9,12.0027,2.8698
976,1952,steep_trend,1,14,14.5473,2.9637
977,1952,steep_trend,1,11,13.6747,2.931
978,1952,steep_trend,1,11,13.5098,2.9557
979,1952,steep_trend,1,14,12.907,2.6751
980,1952,steep_trend,1,12,13.9269,2.9206
981,1952,steep_trend,1,14,14.6084,2.9327
982,1952,steep_trend,1,13,13.9933,2.7113
983,1952,steep_trend,1,12,14.2438,2.7535
984,1952,steep_trend,1,15,13.173,2.7891
985,1952,steep_trend,1,8,12.5506,2.7753
986,1952,steep_trend,1,10,13.0653,2.536
987,1952,steep_trend,1,11,14.6871,2.7318
988,1952,steep_trend,1,13,13.4733,2.7264
989,1952,steep_trend,1,14,14.0151,2.8682
990,1952,steep_trend,1,9,13.1403,2.7774
991,1953,steep_trend,1,8,12.9793,2.4971
992,1953,steep_trend,1,6,12.4028,2.7605
993,1953,steep_trend,1,10,13.4226,2.7638
994,1953,steep_trend,1,12,13.2146,3.01
995,1953,steep_trend,1,12,13.9691,2.785
996,1953,steep_trend,1,15,14.2255,2.9463
997,1953,steep_trend,1,13,13.3171,3.0019
998,1953,steep_trend,1,7,12.3606,2.6879
999,1953,steep_trend,1,6,12.1505,2.6798
1000,1953,steep_trend,1,12,13.771,2.5497
1001,1953,steep_trend,1,7,13.295,2.6672
1002,1953,steep_trend,1,6,13.8383,3.0443
1003,1953,steep_trend,1,12,12.7337,2.6895
1004,1953,steep_trend,1,13,13.8223,2.9686
1005,1953,steep_trend,1,14,14.4263,3.0549
1006,1953,steep_trend,1,13,12.7056,2.8936
1007,1953,steep_trend,1,11,12.9514,2.414
1008,1953,steep_trend,1,13,13.1607,2.8751
1009,1954,steep_trend,1,8,13.1521,2.6915
1010,1954,steep_trend,1,15,14.6863,3.0311
1011,1954,steep_trend,1,16,14.4414,2.9553
1012,1954,steep_trend,1,6,12.1372,2.5682
1013,1954,steep_trend,1,9,13.4935,2.8119
1014,1954,steep_trend,1,9,14.2015,3.1499
1015,1954,steep_trend,1,9,12.8784,2.8666
1016,1954,steep_trend,1,6,13.3994,2.9287
1017,1954,steep_trend,1,13,13.804,2.9588
1018,1954,steep_trend,1,6,12.4537,2.7366
1019,1954,steep_trend,1,8,12.5034,2.7527
1020,1954,steep_trend,1,15,14.5976,2.7448
1021,1954,steep_trend,1,12,13.7778,2.8128
1022,1954,steep_trend,1,13,14.5597,2.7593
1023,1954,steep_trend,1,16,14.1263,3.1527
1024,1954,steep_trend,1,12,13.4867,2.9989
1025,1954,steep_trend,1,12,14.3207,2.8797
1026,1954,steep_trend,1,11,12.3321,2.5695
1027,1955,steep_trend,1,7,12.2823,2.7517
1028,1955,steep_trend,1,12,14.2839,2.8087
1029,1955,steep_trend,1,8,13.3755,2.4816
1030,1955,steep_trend,1,8,13.6153,2.8417
1031,1955,steep_trend,1,11,12.8522,3.0647
1032,1955,steep_trend,1,16,15.5449,3.2325
1033,1955,steep_trend,1,8,13.8638,2.7959
1034,1955,steep_trend,1,7,13.672,2.7644
1035,1955,steep_trend,1,10,13.8534,2.7631
1036,1955,steep_trend,1,13,14.1506,2.9904
1037,1955,steep_trend,1,8,12.2872,2.2705
1038,1955,steep_trend,1,14,14.7628,2.9756
1039,1955,steep_trend,1,10,13.6902,2.714
1040,1955,steep_trend,1,9,13.7956,3.0613
1041,1955,steep_trend,1,16,15.1721,3.2568
1042,1955,steep_trend,1,13,13.9381,2.8682
1043,1955,steep_trend,1,13,14.5383,2.9199
1044,1955,steep_trend,1,7,13.0883,2.7087
1045,1956,steep_trend,1,7,12.762,2.9402
1046,1956,steep_trend,1,7,12.799,2.947
1047,1956,steep_trend,1,8,14.2958,2.8725
1048,1956,steep_trend,1,6,12.5377,2.5886
1049,1956,steep_trend,1,7,11.7879,2.7046
1050,1956,steep_trend,1,9,13.9817,2.7964
1051,1956,steep_trend,1,9,12.4791,2.6269
1052,1956,steep_trend,1,11,13.4021,2.8026
1053,1956,steep_trend,1,11,14.5867,2.8106
1054,1956,steep_trend,1,13,14.3239,2.9152
1055,1956,steep_trend,1,11,14.432,2.8381
1056,1956,steep_trend,1,7,13.0558,2.9213
1057,1956,steep_trend,1,14,14.1466,2.7462
1058,1956,steep_trend,1,6,12.5114,2.6651
1059,1956,steep_trend,1,9,13.045,2.7071
1060,1956,steep_trend,1,6,13.5326,2.8972
1061,1956,steep_trend,1,7,12.9645,2.7832
1062,1956,steep_trend,1,9,14.2021,2.9098
1063,1957,steep_trend,1,11,13.4103,2.7719
1064,1957,steep_trend,1,12,13.3776,3.0249
1065,1957,steep_trend,1,9,13.7365,2.7906
1066,1957,steep_trend,1,12,14.1242,2.9192
1067,1957,steep_trend,1,12,14.9304,3.0675
1068,1957,steep_trend,1,14,14.9645,3.1966
1069,1957,steep_trend,1,15,14.6147,2.8143
1070,1957,steep_trend,1,10,15.0238,3.0382
1071,1957,steep_trend,1,12,12.9522,2.9127
1072,1957,steep_trend,1,12,13.5002,2.8331
1073,1957,steep_trend,1,11,13.2529,2.943
1074,1957,steep_trend,1,7,13.4778,2.6844
1075,1957,steep_trend,1,16,14.5148,3.0444
1076,1957,steep_trend,1,13,14.581,2.8303
1077,1957,steep_trend,1,11,12.5405,2.996
1078,1957,steep_trend,1,13,14.1345,2.9418
1079,1957,steep_trend,1,10,14.6963,3.227
1080,1957,steep_trend,1,9,13.7917,2.8954
