applicant_id,program_id,program_name,program_region,capacity,rural_priority,applicant_region_preference,service_commitment,risk_aversion,couple_member,preference_score,priority_score,applicant_rank,program_rank
A037,P06,Mountain Internal Medicine,rural,12,1,coastal,0,0.48,1,39.112,47.705,6,72
A037,P07,Harbor Emergency Medicine,coastal,10,0,coastal,0,0.48,1,61.175,53.133,1,23
A037,P08,River Public Service Track,rural,12,1,coastal,0,0.48,1,34.215,45.848,8,75
A038,P01,Metro General Medicine,urban,14,0,rural,0,0.61,1,50.968,40.05,4,108
A038,P02,Lakeside Pediatrics,coastal,12,0,rural,0,0.61,1,46.645,38.183,6,108
A038,P03,Prairie Family Medicine,rural,12,1,rural,0,0.61,1,51.421,37.923,3,104
A038,P04,Capital Surgery,urban,10,0,rural,0,0.61,1,53.171,40.733,2,106
A038,P05,Valley Psychiatry,midwest,12,0,rural,0,0.61,1,39.953,35.276,8,114
A038,P06,Mountain Internal Medicine,rural,12,1,rural,0,0.61,1,54.247,38.906,1,104
A038,P07,Harbor Emergency Medicine,coastal,10,0,rural,0,0.61,1,46.486,36.629,7,114
A038,P08,River Public Service Track,rural,12,1,rural,0,0.61,1,49.424,36.968,5,109
A039,P01,Metro General Medicine,urban,14,0,midwest,0,0.74,0,47.831,42.094,3,91
A039,P02,Lakeside Pediatrics,coastal,12,0,midwest,0,0.74,0,43.171,41.502,5,91
A039,P03,Prairie Family Medicine,rural,12,1,midwest,0,0.74,0,35.103,40.122,7,100
A039,P04,Capital Surgery,urban,10,0,midwest,0,0.74,0,49.12,42.39,2,95
A039,P05,Valley Psychiatry,midwest,12,0,midwest,0,0.74,0,53.389,44.615,1,69
A039,P06,Mountain Internal Medicine,rural,12,1,midwest,0,0.74,0,36.932,40.516,6,101
A039,P07,Harbor Emergency Medicine,coastal,10,0,midwest,0,0.74,0,44.675,41.108,4,90
A039,P08,River Public Service Track,rural,12,1,midwest,0,0.74,0,32.771,39.925,8,99
A040,P01,Metro General Medicine,urban,14,0,urban,1,0.22,0,63.713,56.825,2,17
A040,P02,Lakeside Pediatrics,coastal,12,0,urban,1,0.22,0,44.043,52.08,5,33
A040,P03,Prairie Family Medicine,rural,12,1,urban,1,0.22,0,42.926,62.247,6,16
A040,P04,Capital Surgery,urban,10,0,urban,1,0.22,0,65.297,57.447,1,17
A040,P05,Valley Psychiatry,midwest,12,0,urban,1,0.22,0,38.456,51.07,8,34
A040,P06,Mountain Internal Medicine,rural,12,1,urban,1,0.22,0,45.067,63.006,3,16
A040,P07,Harbor Emergency Medicine,coastal,10,0,urban,1,0.22,0,44.986,51.893,4,31
A040,P08,River Public Service Track,rural,12,1,urban,1,0.22,0,40.981,62.333,7,13
A041,P01,Metro General Medicine,urban,14,0,coastal,1,0.35,0,48.677,41.195,4,99
A041,P02,Lakeside Pediatrics,coastal,12,0,coastal,1,0.35,0,59.916,44.298,2,80
A041,P03,Prairie Family Medicine,rural,12,1,coastal,1,0.35,0,43.666,49.084,6,62
A041,P04,Capital Surgery,urban,10,0,coastal,1,0.35,0,50.558,41.215,3,103
A041,P05,Valley Psychiatry,midwest,12,0,coastal,1,0.35,0,38.523,38.237,8,103
A041,P06,Mountain Internal Medicine,rural,12,1,coastal,1,0.35,0,46.118,50.206,5,61
A041,P07,Harbor Emergency Medicine,coastal,10,0,coastal,1,0.35,0,60.297,43.39,1,80
A041,P08,River Public Service Track,rural,12,1,coastal,1,0.35,0,41.19,49.452,7,58
A042,P01,Metro General Medicine,urban,14,0,rural,0,0.48,0,49.559,50.997,4,46
A042,P02,Lakeside Pediatrics,coastal,12,0,rural,0,0.48,0,44.871,49.947,7,48
A042,P03,Prairie Family Medicine,rural,12,1,rural,0,0.48,0,50.489,51.21,3,50
A042,P04,Capital Surgery,urban,10,0,rural,0,0.48,0,51.736,52.272,2,46
A042,P05,Valley Psychiatry,midwest,12,0,rural,0,0.48,0,39.507,47.764,8,49
A042,P06,Mountain Internal Medicine,rural,12,1,rural,0,0.48,0,53.253,51.767,1,52
A042,P07,Harbor Emergency Medicine,coastal,10,0,rural,0,0.48,0,45.607,49.246,6,49
A042,P08,River Public Service Track,rural,12,1,rural,0,0.48,0,48.399,50.931,5,49
A043,P01,Metro General Medicine,urban,14,0,midwest,0,0.61,0,50.44,39.368,3,109
A043,P02,Lakeside Pediatrics,coastal,12,0,midwest,0,0.61,0,45.744,38.164,5,109
A043,P03,Prairie Family Medicine,rural,12,1,midwest,0,0.61,0,36.23,34.046,7,116
A043,P04,Capital Surgery,urban,10,0,midwest,0,0.61,0,51.997,40.041,2,110
A043,P05,Valley Psychiatry,midwest,12,0,midwest,0,0.61,0,54.574,39.859,1,91
A043,P06,Mountain Internal Medicine,rural,12,1,midwest,0,0.61,0,38.388,34.968,6,116
A043,P07,Harbor Emergency Medicine,coastal,10,0,midwest,0,0.61,0,45.918,36.743,4,113
A043,P08,River Public Service Track,rural,12,1,midwest,0,0.61,0,33.608,34.05,8,117
A044,P01,Metro General Medicine,urban,14,0,urban,0,0.74,0,65.405,54.098,2,33
A044,P02,Lakeside Pediatrics,coastal,12,0,urban,0,0.74,0,45.699,47.813,4,62
A044,P03,Prairie Family Medicine,rural,12,1,urban,0,0.74,0,36.053,44.172,7,84
A044,P04,Capital Surgery,urban,10,0,urban,0,0.74,0,67.258,54.169,1,36
A044,P05,Valley Psychiatry,midwest,12,0,urban,0,0.74,0,39.641,45.386,5,65
A044,P06,Mountain Internal Medicine,rural,12,1,urban,0,0.74,0,38.523,45.457,6,84
A044,P07,Harbor Emergency Medicine,coastal,10,0,urban,0,0.74,0,46.229,46.599,3,61
A044,P08,River Public Service Track,rural,12,1,urban,0,0.74,0,33.818,43.529,8,86
A045,P01,Metro General Medicine,urban,14,0,coastal,1,0.22,0,47.268,50.142,4,51
A045,P02,Lakeside Pediatrics,coastal,12,0,coastal,1,0.22,0,58.142,54.061,2,23
A045,P03,Prairie Family Medicine,rural,12,1,coastal,1,0.22,0,42.735,60.371,6,19
A045,P04,Capital Surgery,urban,10,0,coastal,1,0.22,0,49.123,50.754,3,49
A045,P05,Valley Psychiatry,midwest,12,0,coastal,1,0.22,0,38.077,48.724,8,45
A045,P06,Mountain Internal Medicine,rural,12,1,coastal,1,0.22,0,45.125,61.068,5,19
A045,P07,Harbor Emergency Medicine,coastal,10,0,coastal,1,0.22,0,59.418,53.078,1,24
A045,P08,River Public Service Track,rural,12,1,coastal,1,0.22,0,41.082,60.486,7,18
A046,P01,Metro General Medicine,urban,14,0,rural,1,0.35,0,48.15,38.513,5,113
A046,P02,Lakeside Pediatrics,coastal,12,0,rural,1,0.35,0,44.014,37.35,7,114
A046,P03,Prairie Family Medicine,rural,12,1,rural,1,0.35,0,58.475,52.136,2,46
A046,P04,Capital Surgery,urban,10,0,rural,1,0.35,0,49.384,38.523,4,113
A046,P05,Valley Psychiatry,midwest,12,0,rural,1,0.35,0,38.144,36.82,8,109
A046,P06,Mountain Internal Medicine,rural,12,1,rural,1,0.35,0,60.26,52.269,1,49
A046,P07,Harbor Emergency Medicine,coastal,10,0,rural,1,0.35,0,44.729,37.503,6,110
A046,P08,River Public Service Track,rural,12,1,rural,1,0.35,0,56.291,51.606,3,48
A047,P01,Metro General Medicine,urban,14,0,midwest,0,0.48,0,49.031,48.315,3,62
A047,P02,Lakeside Pediatrics,coastal,12,0,midwest,0,0.48,0,43.97,47.927,5,61
A047,P03,Prairie Family Medicine,rural,12,1,midwest,0,0.48,0,35.298,45.333,7,80
A047,P04,Capital Surgery,urban,10,0,midwest,0,0.48,0,50.562,49.58,2,58
A047,P05,Valley Psychiatry,midwest,12,0,midwest,0,0.48,0,54.127,50.346,1,39
A047,P06,Mountain Internal Medicine,rural,12,1,midwest,0,0.48,0,37.395,45.829,6,80
A047,P07,Harbor Emergency Medicine,coastal,10,0,midwest,0,0.48,0,45.04,47.36,4,59
A047,P08,River Public Service Track,rural,12,1,midwest,0,0.48,0,33.5,45.085,8,79
A048,P01,Metro General Medicine,urban,14,0,urban,0,0.61,0,63.996,63.045,2,1
A048,P02,Lakeside Pediatrics,coastal,12,0,urban,0,0.61,0,44.842,57.576,4,10
A048,P03,Prairie Family Medicine,rural,12,1,urban,0,0.61,0,36.039,55.458,7,33
A048,P04,Capital Surgery,urban,10,0,urban,0,0.61,0,65.823,63.708,1,1
A048,P05,Valley Psychiatry,midwest,12,0,urban,0,0.61,0,39.195,55.873,5,9
A048,P06,Mountain Internal Medicine,rural,12,1,urban,0,0.61,0,38.447,56.319,6,33
A048,P07,Harbor Emergency Medicine,coastal,10,0,urban,0,0.61,0,45.351,57.216,3,7
A048,P08,River Public Service Track,rural,12,1,urban,0,0.61,0,33.709,54.564,8,32
A049,P01,Metro General Medicine,urban,14,0,coastal,0,0.74,0,49.877,47.416,4,69
A049,P02,Lakeside Pediatrics,coastal,12,0,coastal,0,0.74,0,60.714,49.794,1,50
A049,P03,Prairie Family Medicine,rural,12,1,coastal,0,0.74,0,35.862,42.295,7,91
A049,P04,Capital Surgery,urban,10,0,coastal,0,0.74,0,52.0,47.477,3,72
A049,P05,Valley Psychiatry,midwest,12,0,coastal,0,0.74,0,39.262,43.968,5,74
A049,P06,Mountain Internal Medicine,rural,12,1,coastal,0,0.74,0,38.582,43.519,6,89
A049,P07,Harbor Emergency Medicine,coastal,10,0,coastal,0,0.74,0,60.661,48.713,2,51
A049,P08,River Public Service Track,rural,12,1,coastal,0,0.74,0,33.919,41.683,8,91
A050,P01,Metro General Medicine,urban,14,0,rural,1,0.22,0,50.759,57.218,5,16
A050,P02,Lakeside Pediatrics,coastal,12,0,rural,1,0.22,0,45.67,55.443,7,19
A050,P03,Prairie Family Medicine,rural,12,1,rural,1,0.22,0,59.602,68.421,2,5
A050,P04,Capital Surgery,urban,10,0,rural,1,0.22,0,52.261,58.534,4,13
A050,P05,Valley Psychiatry,midwest,12,0,rural,1,0.22,0,40.245,53.495,8,17
A050,P06,Mountain Internal Medicine,rural,12,1,rural,1,0.22,0,61.717,69.08,1,5
A050,P07,Harbor Emergency Medicine,coastal,10,0,rural,1,0.22,0,46.889,54.569,6,18
A050,P08,River Public Service Track,rural,12,1,rural,1,0.22,0,57.128,67.162,3,5
A051,P01,Metro General Medicine,urban,14,0,midwest,1,0.35,0,47.622,35.83,3,116
A051,P02,Lakeside Pediatrics,coastal,12,0,midwest,1,0.35,0,43.112,35.33,6,119
A051,P03,Prairie Family Medicine,rural,12,1,midwest,1,0.35,0,42.367,46.259,7,76
A051,P04,Capital Surgery,urban,10,0,midwest,1,0.35,0,49.127,35.83,2,116
A051,P05,Valley Psychiatry,midwest,12,0,midwest,1,0.35,0,52.764,38.474,1,101
A051,P06,Mountain Internal Medicine,rural,12,1,midwest,1,0.35,0,44.402,46.331,4,77
A051,P07,Harbor Emergency Medicine,coastal,10,0,midwest,1,0.35,0,44.161,34.688,5,119
A051,P08,River Public Service Track,rural,12,1,midwest,1,0.35,0,40.475,45.759,8,77
A052,P01,Metro General Medicine,urban,14,0,urban,0,0.48,0,62.587,49.632,2,54
A052,P02,Lakeside Pediatrics,coastal,12,0,urban,0,0.48,0,43.985,44.979,4,74
A052,P03,Prairie Family Medicine,rural,12,1,urban,0,0.48,0,35.107,43.456,7,87
A052,P04,Capital Surgery,urban,10,0,urban,0,0.48,0,64.388,49.959,1,55
A052,P05,Valley Psychiatry,midwest,12,0,urban,0,0.48,0,37.831,44.0,5,73
A052,P06,Mountain Internal Medicine,rural,12,1,urban,0,0.48,0,37.453,43.891,6,88
A052,P07,Harbor Emergency Medicine,coastal,10,0,urban,0,0.48,0,44.472,44.544,3,71
A052,P08,River Public Service Track,rural,12,1,urban,0,0.48,0,32.685,43.239,8,87
A053,P01,Metro General Medicine,urban,14,0,coastal,0,0.61,0,48.468,56.363,4,19
A053,P02,Lakeside Pediatrics,coastal,12,0,coastal,0,0.61,0,58.94,59.557,2,4
A053,P03,Prairie Family Medicine,rural,12,1,coastal,0,0.61,0,34.931,53.582,7,38
A053,P04,Capital Surgery,urban,10,0,coastal,0,0.61,0,50.565,57.016,3,19
A053,P05,Valley Psychiatry,midwest,12,0,coastal,0,0.61,0,38.815,54.455,5,15
A053,P06,Mountain Internal Medicine,rural,12,1,coastal,0,0.61,0,37.588,54.381,6,38
A053,P07,Harbor Emergency Medicine,coastal,10,0,coastal,0,0.61,0,59.783,59.329,1,4
A053,P08,River Public Service Track,rural,12,1,coastal,0,0.61,0,32.894,53.646,8,36
A054,P01,Metro General Medicine,urban,14,0,rural,0,0.74,0,49.35,44.733,4,83
A054,P02,Lakeside Pediatrics,coastal,12,0,rural,0,0.74,0,44.813,43.775,7,82
A054,P03,Prairie Family Medicine,rural,12,1,rural,0,0.74,0,50.671,44.418,3,83
A054,P04,Capital Surgery,urban,10,0,rural,0,0.74,0,50.826,44.784,2,83
A054,P05,Valley Psychiatry,midwest,12,0,rural,0,0.74,0,38.882,41.622,8,81
A054,P06,Mountain Internal Medicine,rural,12,1,rural,0,0.74,0,52.723,45.581,1,82
A054,P07,Harbor Emergency Medicine,coastal,10,0,rural,0,0.74,0,45.094,42.826,6,84
A054,P08,River Public Service Track,rural,12,1,rural,0,0.74,0,48.103,44.766,5,80
A055,P01,Metro General Medicine,urban,14,0,midwest,1,0.22,0,49.314,54.535,3,29
A055,P02,Lakeside Pediatrics,coastal,12,0,midwest,1,0.22,0,44.768,53.424,6,26
A055,P03,Prairie Family Medicine,rural,12,1,midwest,1,0.22,0,43.494,62.544,7,15
A055,P04,Capital Surgery,urban,10,0,midwest,1,0.22,0,51.087,55.841,2,25
A055,P05,Valley Psychiatry,midwest,12,0,midwest,1,0.22,0,53.949,55.149,1,12
A055,P06,Mountain Internal Medicine,rural,12,1,midwest,1,0.22,0,45.858,63.142,4,15
A055,P07,Harbor Emergency Medicine,coastal,10,0,midwest,1,0.22,0,45.404,52.682,5,28
A055,P08,River Public Service Track,rural,12,1,midwest,1,0.22,0,41.312,62.245,8,15
A056,P01,Metro General Medicine,urban,14,0,urban,1,0.35,0,65.196,46.906,2,71
A056,P02,Lakeside Pediatrics,coastal,12,0,urban,1,0.35,0,45.641,41.641,5,90
A056,P03,Prairie Family Medicine,rural,12,1,urban,1,0.35,0,44.234,49.381,6,60
A056,P04,Capital Surgery,urban,10,0,urban,1,0.35,0,67.265,47.61,1,71
A056,P05,Valley Psychiatry,midwest,12,0,urban,1,0.35,0,39.933,39.244,8,93
A056,P06,Mountain Internal Medicine,rural,12,1,urban,1,0.35,0,46.91,50.343,3,60
A056,P07,Harbor Emergency Medicine,coastal,10,0,urban,1,0.35,0,46.632,40.179,4,94
A056,P08,River Public Service Track,rural,12,1,urban,1,0.35,0,42.438,49.364,7,59
A057,P01,Metro General Medicine,urban,14,0,coastal,0,0.48,0,51.077,53.636,4,36
A057,P02,Lakeside Pediatrics,coastal,12,0,coastal,0,0.48,0,61.513,55.29,2,21
A057,P03,Prairie Family Medicine,rural,12,1,coastal,0,0.48,0,36.974,47.506,7,70
A057,P04,Capital Surgery,urban,10,0,coastal,0,0.48,0,52.526,53.738,3,38
A057,P05,Valley Psychiatry,midwest,12,0,coastal,0,0.48,0,40.0,48.771,5,44
A057,P06,Mountain Internal Medicine,rural,12,1,coastal,0,0.48,0,39.045,48.832,6,67
A057,P07,Harbor Emergency Medicine,coastal,10,0,coastal,0,0.48,0,61.942,54.036,1,20
A057,P08,River Public Service Track,rural,12,1,coastal,0,0.48,0,34.648,46.843,8,71
A058,P01,Metro General Medicine,urban,14,0,rural,0,0.61,0,47.941,53.68,5,35
A058,P02,Lakeside Pediatrics,coastal,12,0,rural,0,0.61,0,43.039,53.538,7,25
A058,P03,Prairie Family Medicine,rural,12,1,rural,0,0.61,0,49.74,55.705,2,32
A058,P04,Capital Surgery,urban,10,0,rural,0,0.61,0,49.391,54.323,3,34
A058,P05,Valley Psychiatry,midwest,12,0,rural,0,0.61,0,38.436,52.109,8,28
A058,P06,Mountain Internal Medicine,rural,12,1,rural,0,0.61,0,51.73,56.443,1,32
A058,P07,Harbor Emergency Medicine,coastal,10,0,rural,0,0.61,0,44.215,52.514,6,29
A058,P08,River Public Service Track,rural,12,1,rural,0,0.61,0,47.995,55.8,4,31
A059,P01,Metro General Medicine,urban,14,0,midwest,0,0.74,0,47.905,42.051,3,92
A059,P02,Lakeside Pediatrics,coastal,12,0,midwest,0,0.74,0,43.911,40.827,5,95
A059,P03,Prairie Family Medicine,rural,12,1,midwest,0,0.74,0,35.48,39.47,7,102
A059,P04,Capital Surgery,urban,10,0,midwest,0,0.74,0,49.652,42.092,2,96
A059,P05,Valley Psychiatry,midwest,12,0,midwest,0,0.74,0,53.503,44.205,1,72
A059,P06,Mountain Internal Medicine,rural,12,1,midwest,0,0.74,0,37.782,39.644,6,103
A059,P07,Harbor Emergency Medicine,coastal,10,0,midwest,0,0.74,0,44.526,40.939,4,91
A059,P08,River Public Service Track,rural,12,1,midwest,0,0.74,0,33.204,38.919,8,102
A060,P01,Metro General Medicine,urban,14,0,urban,1,0.22,0,63.787,55.853,2,21
A060,P02,Lakeside Pediatrics,coastal,12,0,urban,1,0.22,0,44.783,51.404,5,38
A060,P03,Prairie Family Medicine,rural,12,1,urban,1,0.22,0,43.303,60.667,6,18
A060,P04,Capital Surgery,urban,10,0,urban,1,0.22,0,65.83,57.149,1,18
A060,P05,Valley Psychiatry,midwest,12,0,urban,1,0.22,0,38.57,49.731,8,40
A060,P06,Mountain Internal Medicine,rural,12,1,urban,1,0.22,0,45.917,61.204,3,18
A060,P07,Harbor Emergency Medicine,coastal,10,0,urban,1,0.22,0,44.837,50.796,4,38
A060,P08,River Public Service Track,rural,12,1,urban,1,0.22,0,41.413,60.399,7,19
A061,P01,Metro General Medicine,urban,14,0,coastal,1,0.35,0,49.668,40.223,4,104
A061,P02,Lakeside Pediatrics,coastal,12,0,coastal,1,0.35,0,59.739,42.693,2,86
A061,P03,Prairie Family Medicine,rural,12,1,coastal,1,0.35,0,44.043,48.433,6,66
A061,P04,Capital Surgery,urban,10,0,coastal,1,0.35,0,51.091,40.917,3,104
A061,P05,Valley Psychiatry,midwest,12,0,coastal,1,0.35,0,39.554,36.898,8,108
A061,P06,Mountain Internal Medicine,rural,12,1,coastal,1,0.35,0,46.052,49.334,5,65
A061,P07,Harbor Emergency Medicine,coastal,10,0,coastal,1,0.35,0,61.064,42.292,1,86
A061,P08,River Public Service Track,rural,12,1,coastal,1,0.35,0,41.623,47.518,7,67
A062,P01,Metro General Medicine,urban,14,0,rural,0,0.48,0,50.549,50.954,4,48
A062,P02,Lakeside Pediatrics,coastal,12,0,rural,0,0.48,0,45.611,49.271,7,52
A062,P03,Prairie Family Medicine,rural,12,1,rural,0,0.48,0,50.867,49.629,3,59
A062,P04,Capital Surgery,urban,10,0,rural,0,0.48,0,52.269,51.045,2,48
A062,P05,Valley Psychiatry,midwest,12,0,rural,0,0.48,0,39.621,47.353,8,52
A062,P06,Mountain Internal Medicine,rural,12,1,rural,0,0.48,0,53.187,50.894,1,56
A062,P07,Harbor Emergency Medicine,coastal,10,0,rural,0,0.48,0,46.375,48.149,6,55
A062,P08,River Public Service Track,rural,12,1,rural,0,0.48,0,48.832,48.997,5,60
A063,P01,Metro General Medicine,urban,14,0,midwest,0,0.61,0,50.514,60.756,3,9
A063,P02,Lakeside Pediatrics,coastal,12,0,midwest,0,0.61,0,46.484,58.92,5,5
A063,P03,Prairie Family Medicine,rural,12,1,midwest,0,0.61,0,36.607,55.755,7,31
A063,P04,Capital Surgery,urban,10,0,midwest,0,0.61,0,52.529,62.103,2,4
A063,P05,Valley Psychiatry,midwest,12,0,midwest,0,0.61,0,54.688,60.88,1,1
A063,P06,Mountain Internal Medicine,rural,12,1,midwest,0,0.61,0,39.238,56.455,6,31
A063,P07,Harbor Emergency Medicine,coastal,10,0,midwest,0,0.61,0,46.686,58.005,4,6
A063,P08,River Public Service Track,rural,12,1,midwest,0,0.61,0,34.041,54.476,8,33
A064,P01,Metro General Medicine,urban,14,0,urban,0,0.74,0,62.378,43.368,2,84
A064,P02,Lakeside Pediatrics,coastal,12,0,urban,0,0.74,0,43.009,38.807,4,103
A064,P03,Prairie Family Medicine,rural,12,1,urban,0,0.74,0,34.372,37.594,7,108
A064,P04,Capital Surgery,urban,10,0,urban,0,0.74,0,64.395,43.399,1,86
A064,P05,Valley Psychiatry,midwest,12,0,urban,0,0.74,0,38.124,37.859,5,105
A064,P06,Mountain Internal Medicine,rural,12,1,urban,0,0.74,0,36.923,37.706,6,108
A064,P07,Harbor Emergency Medicine,coastal,10,0,urban,0,0.74,0,43.958,38.124,3,104
A064,P08,River Public Service Track,rural,12,1,urban,0,0.74,0,32.388,37.073,8,107
A065,P01,Metro General Medicine,urban,14,0,coastal,1,0.22,0,48.259,49.17,4,58
A065,P02,Lakeside Pediatrics,coastal,12,0,coastal,1,0.22,0,58.882,52.456,2,31
A065,P03,Prairie Family Medicine,rural,12,1,coastal,1,0.22,0,43.112,58.79,6,25
A065,P04,Capital Surgery,urban,10,0,coastal,1,0.22,0,49.656,49.527,3,59
A065,P05,Valley Psychiatry,midwest,12,0,coastal,1,0.22,0,38.191,47.385,8,51
A065,P06,Mountain Internal Medicine,rural,12,1,coastal,1,0.22,0,45.058,59.266,5,27
A065,P07,Harbor Emergency Medicine,coastal,10,0,coastal,1,0.22,0,59.269,51.98,1,30
A065,P08,River Public Service Track,rural,12,1,coastal,1,0.22,0,40.598,58.552,7,25
A066,P01,Metro General Medicine,urban,14,0,rural,1,0.35,0,48.224,37.541,5,114
A066,P02,Lakeside Pediatrics,coastal,12,0,rural,1,0.35,0,43.837,36.674,7,116
A066,P03,Prairie Family Medicine,rural,12,1,rural,1,0.35,0,57.936,50.556,2,54
A066,P04,Capital Surgery,urban,10,0,rural,1,0.35,0,49.917,38.224,4,114
A066,P05,Valley Psychiatry,midwest,12,0,rural,1,0.35,0,38.258,35.481,8,113
A066,P06,Mountain Internal Medicine,rural,12,1,rural,1,0.35,0,60.193,51.396,1,54
A066,P07,Harbor Emergency Medicine,coastal,10,0,rural,1,0.35,0,44.58,36.406,6,115
A066,P08,River Public Service Track,rural,12,1,rural,1,0.35,0,55.807,50.6,3,53
A067,P01,Metro General Medicine,urban,14,0,midwest,0,0.48,0,49.105,48.272,3,63
A067,P02,Lakeside Pediatrics,coastal,12,0,midwest,0,0.48,0,44.71,47.252,5,64
A067,P03,Prairie Family Medicine,rural,12,1,midwest,0,0.48,0,35.676,43.753,7,86
A067,P04,Capital Surgery,urban,10,0,midwest,0,0.48,0,51.095,48.353,2,66
A067,P05,Valley Psychiatry,midwest,12,0,midwest,0,0.48,0,54.241,49.007,1,43
A067,P06,Mountain Internal Medicine,rural,12,1,midwest,0,0.48,0,38.245,44.956,6,85
A067,P07,Harbor Emergency Medicine,coastal,10,0,midwest,0,0.48,0,45.807,46.262,4,63
A067,P08,River Public Service Track,rural,12,1,midwest,0,0.48,0,33.933,44.079,8,84
A068,P01,Metro General Medicine,urban,14,0,urban,0,0.61,0,64.987,62.073,2,2
A068,P02,Lakeside Pediatrics,coastal,12,0,urban,0,0.61,0,45.582,56.901,4,13
A068,P03,Prairie Family Medicine,rural,12,1,urban,0,0.61,0,36.416,53.878,7,36
A068,P04,Capital Surgery,urban,10,0,urban,0,0.61,0,66.355,63.41,1,2
A068,P05,Valley Psychiatry,midwest,12,0,urban,0,0.61,0,39.309,54.534,5,14
A068,P06,Mountain Internal Medicine,rural,12,1,urban,0,0.61,0,38.38,54.517,6,36
A068,P07,Harbor Emergency Medicine,coastal,10,0,urban,0,0.61,0,46.118,56.119,3,12
A068,P08,River Public Service Track,rural,12,1,urban,0,0.61,0,34.142,53.559,8,37
A069,P01,Metro General Medicine,urban,14,0,coastal,0,0.74,0,50.868,46.444,4,75
A069,P02,Lakeside Pediatrics,coastal,12,0,coastal,0,0.74,0,60.538,49.118,2,55
A069,P03,Prairie Family Medicine,rural,12,1,coastal,0,0.74,0,36.239,40.715,7,98
A069,P04,Capital Surgery,urban,10,0,coastal,0,0.74,0,52.533,47.178,3,74
A069,P05,Valley Psychiatry,midwest,12,0,coastal,0,0.74,0,40.292,42.629,5,79
A069,P06,Mountain Internal Medicine,rural,12,1,coastal,0,0.74,0,38.515,41.718,6,98
A069,P07,Harbor Emergency Medicine,coastal,10,0,coastal,0,0.74,0,61.429,47.615,1,57
A069,P08,River Public Service Track,rural,12,1,coastal,0,0.74,0,34.351,40.678,8,97
A070,P01,Metro General Medicine,urban,14,0,rural,1,0.22,0,46.815,47.417,5,68
A070,P02,Lakeside Pediatrics,coastal,12,0,rural,1,0.22,0,42.98,46.437,7,66
A070,P03,Prairie Family Medicine,rural,12,1,rural,1,0.22,0,57.921,61.842,2,17
A070,P04,Capital Surgery,urban,10,0,rural,1,0.22,0,48.482,46.835,4,77
A070,P05,Valley Psychiatry,midwest,12,0,rural,1,0.22,0,37.811,45.968,8,60
A070,P06,Mountain Internal Medicine,rural,12,1,rural,1,0.22,0,60.117,62.257,1,17
A070,P07,Harbor Emergency Medicine,coastal,10,0,rural,1,0.22,0,43.701,46.094,6,65
A070,P08,River Public Service Track,rural,12,1,rural,1,0.22,0,55.699,61.635,3,17
A071,P01,Metro General Medicine,urban,14,0,midwest,1,0.35,0,47.696,34.859,3,120
A071,P02,Lakeside Pediatrics,coastal,12,0,midwest,1,0.35,0,43.852,34.655,6,120
A071,P03,Prairie Family Medicine,rural,12,1,midwest,1,0.35,0,42.745,44.679,7,82
A071,P04,Capital Surgery,urban,10,0,midwest,1,0.35,0,49.66,35.532,2,117
A071,P05,Valley Psychiatry,midwest,12,0,midwest,1,0.35,0,52.878,37.135,1,107
A071,P06,Mountain Internal Medicine,rural,12,1,midwest,1,0.35,0,45.252,45.458,4,83
A071,P07,Harbor Emergency Medicine,coastal,10,0,midwest,1,0.35,0,44.012,33.59,5,120
A071,P08,River Public Service Track,rural,12,1,midwest,1,0.35,0,40.908,44.754,8,81
A072,P01,Metro General Medicine,urban,14,0,urban,0,0.48,0,63.577,49.589,2,55
A072,P02,Lakeside Pediatrics,coastal,12,0,urban,0,0.48,0,43.808,44.304,4,79
A072,P03,Prairie Family Medicine,rural,12,1,urban,0,0.48,0,35.485,42.805,7,89
A072,P04,Capital Surgery,urban,10,0,urban,0,0.48,0,64.921,49.66,1,57
A072,P05,Valley Psychiatry,midwest,12,0,urban,0,0.48,0,38.862,43.59,5,75
A072,P06,Mountain Internal Medicine,rural,12,1,urban,0,0.48,0,37.387,43.019,6,90
A072,P07,Harbor Emergency Medicine,coastal,10,0,urban,0,0.48,0,45.239,44.375,3,74
A072,P08,River Public Service Track,rural,12,1,urban,0,0.48,0,33.117,42.233,8,88
A073,P01,Metro General Medicine,urban,14,0,coastal,0,0.61,0,49.459,55.391,4,24
A073,P02,Lakeside Pediatrics,coastal,12,0,coastal,0,0.61,0,59.68,58.881,2,6
A073,P03,Prairie Family Medicine,rural,12,1,coastal,0,0.61,0,35.308,52.001,7,47
A073,P04,Capital Surgery,urban,10,0,coastal,0,0.61,0,51.098,56.717,3,20
A073,P05,Valley Psychiatry,midwest,12,0,coastal,0,0.61,0,38.929,53.117,5,20
A073,P06,Mountain Internal Medicine,rural,12,1,coastal,0,0.61,0,37.522,52.579,6,47
A073,P07,Harbor Emergency Medicine,coastal,10,0,coastal,0,0.61,0,60.55,58.232,1,5
A073,P08,River Public Service Track,rural,12,1,coastal,0,0.61,0,33.326,51.712,8,46
A074,P01,Metro General Medicine,urban,14,0,rural,0,0.74,1,49.424,41.762,4,94
A074,P02,Lakeside Pediatrics,coastal,12,0,rural,0,0.74,1,45.553,40.17,7,97
A074,P03,Prairie Family Medicine,rural,12,1,rural,0,0.74,1,51.048,41.767,3,93
