worker_id,shift_id,exposure_arm,baseline_skill,intrinsic_effort,peer_effort_norm,peer_visibility,learning_signal,social_pressure,effort_units,deviation_from_norm,social_penalty_index,productivity_value,attendance_index
peer-worker-218,shift-38,high_peer_hidden,0.99,42.0,53.0,0,0.22,0.04,45.12,7.88,0.0,68.67,0.868
peer-worker-219,shift-39,high_peer_visible,0.99,42.0,53.0,1,0.24,0.26,48.2,4.8,1.248,71.16,0.861
peer-worker-220,shift-40,low_peer_visible,1.025,43.5,38.0,1,0.12,0.2,42.97,4.97,0.994,67.6,0.814
peer-worker-221,shift-41,average_peer_visible,1.025,43.5,45.0,1,0.12,0.18,45.18,0.18,0.032,70.29,0.82
peer-worker-222,shift-42,high_peer_hidden,1.025,43.5,53.0,0,0.22,0.04,46.97,6.03,0.0,72.14,0.82
peer-worker-223,shift-43,high_peer_visible,1.025,43.5,53.0,1,0.24,0.26,49.66,3.34,0.868,74.51,0.815
peer-worker-224,shift-44,low_peer_visible,0.78,45.0,38.0,1,0.12,0.2,43.12,5.12,1.024,57.17,0.826
peer-worker-225,shift-45,average_peer_visible,0.78,45.0,45.0,1,0.12,0.18,45.36,0.36,0.065,59.35,0.832
peer-worker-226,shift-46,high_peer_hidden,0.78,45.0,53.0,0,0.22,0.04,47.42,5.58,0.0,60.99,0.832
peer-worker-227,shift-47,high_peer_visible,0.78,45.0,53.0,1,0.24,0.26,49.72,3.28,0.853,62.4,0.827
peer-worker-228,shift-48,low_peer_visible,0.815,46.5,38.0,1,0.12,0.2,44.67,6.67,1.334,59.81,0.836
peer-worker-229,shift-49,average_peer_visible,0.815,46.5,45.0,1,0.12,0.18,46.94,1.94,0.349,62.1,0.842
peer-worker-230,shift-50,high_peer_hidden,0.815,46.5,53.0,0,0.22,0.04,49.27,3.73,0.0,64.16,0.844
peer-worker-231,shift-51,high_peer_visible,0.815,46.5,53.0,1,0.24,0.26,51.18,1.82,0.473,65.5,0.841
peer-worker-232,shift-52,low_peer_visible,0.85,48.0,38.0,1,0.12,0.2,46.22,8.22,1.644,62.55,0.846
peer-worker-233,shift-53,average_peer_visible,0.85,48.0,45.0,1,0.12,0.18,48.52,3.52,0.634,64.96,0.852
peer-worker-234,shift-54,high_peer_hidden,0.85,48.0,53.0,0,0.22,0.04,51.12,1.88,0.0,67.45,0.856
peer-worker-235,shift-55,high_peer_visible,0.85,48.0,53.0,1,0.24,0.26,52.64,0.36,0.094,68.7,0.855
peer-worker-236,shift-56,low_peer_visible,0.885,49.5,38.0,1,0.12,0.2,47.77,9.77,1.954,65.4,0.856
peer-worker-237,shift-57,average_peer_visible,0.885,49.5,45.0,1,0.12,0.18,50.1,5.1,0.918,67.93,0.862
peer-worker-238,shift-58,high_peer_hidden,0.885,49.5,53.0,0,0.22,0.04,52.97,0.03,0.0,70.88,0.868
peer-worker-239,shift-59,high_peer_visible,0.885,49.5,53.0,1,0.24,0.26,54.1,1.1,0.286,71.75,0.866
peer-worker-240,shift-00,low_peer_visible,0.92,42.0,38.0,1,0.12,0.2,40.72,2.72,0.544,61.22,0.817
peer-worker-241,shift-01,average_peer_visible,0.92,42.0,45.0,1,0.12,0.18,42.9,2.1,0.378,63.3,0.818
peer-worker-242,shift-02,high_peer_hidden,0.92,42.0,53.0,0,0.22,0.04,44.42,8.58,0.0,64.87,0.82
peer-worker-243,shift-03,high_peer_visible,0.92,42.0,53.0,1,0.24,0.26,47.5,5.5,1.43,67.06,0.811
peer-worker-244,shift-04,low_peer_visible,0.955,43.5,38.0,1,0.12,0.2,42.27,4.27,0.854,63.98,0.827
peer-worker-245,shift-05,average_peer_visible,0.955,43.5,45.0,1,0.12,0.18,44.48,0.52,0.094,66.44,0.831
peer-worker-246,shift-06,high_peer_hidden,0.955,43.5,53.0,0,0.22,0.04,46.27,6.73,0.0,68.19,0.832
peer-worker-247,shift-07,high_peer_visible,0.955,43.5,53.0,1,0.24,0.26,48.96,4.04,1.05,70.28,0.826
peer-worker-248,shift-08,low_peer_visible,0.99,45.0,38.0,1,0.12,0.2,43.82,5.82,1.164,66.86,0.837
peer-worker-249,shift-09,average_peer_visible,0.99,45.0,45.0,1,0.12,0.18,46.06,1.06,0.191,69.51,0.843
peer-worker-250,shift-10,high_peer_hidden,0.99,45.0,53.0,0,0.22,0.04,48.12,4.88,0.0,71.64,0.844
peer-worker-251,shift-11,high_peer_visible,0.99,45.0,53.0,1,0.24,0.26,50.42,2.58,0.671,73.61,0.84
peer-worker-252,shift-12,low_peer_visible,1.025,46.5,38.0,1,0.12,0.2,45.37,7.37,1.474,69.84,0.847
peer-worker-253,shift-13,average_peer_visible,1.025,46.5,45.0,1,0.12,0.18,47.64,2.64,0.475,72.62,0.853
peer-worker-254,shift-14,high_peer_hidden,1.025,46.5,53.0,0,0.22,0.04,49.97,3.03,0.0,75.22,0.856
peer-worker-255,shift-15,high_peer_visible,1.025,46.5,53.0,1,0.24,0.26,51.88,1.12,0.291,77.05,0.854
peer-worker-256,shift-16,low_peer_visible,0.78,48.0,38.0,1,0.12,0.2,45.52,7.52,1.504,58.83,0.859
peer-worker-257,shift-17,average_peer_visible,0.78,48.0,45.0,1,0.12,0.18,47.82,2.82,0.508,61.07,0.865
peer-worker-258,shift-18,high_peer_hidden,0.78,48.0,53.0,0,0.22,0.04,50.42,2.58,0.0,63.33,0.868
peer-worker-259,shift-19,high_peer_visible,0.78,48.0,53.0,1,0.24,0.26,51.94,1.06,0.276,64.39,0.866
peer-worker-260,shift-20,low_peer_visible,0.815,49.5,38.0,1,0.12,0.2,47.07,9.07,1.814,61.55,0.809
peer-worker-261,shift-21,average_peer_visible,0.815,49.5,45.0,1,0.12,0.18,49.4,4.4,0.792,63.9,0.815
peer-worker-262,shift-22,high_peer_hidden,0.815,49.5,53.0,0,0.22,0.04,52.27,0.73,0.0,66.6,0.82
peer-worker-263,shift-23,high_peer_visible,0.815,49.5,53.0,1,0.24,0.26,53.4,0.4,0.104,67.47,0.819
peer-worker-264,shift-24,low_peer_visible,0.85,42.0,38.0,1,0.12,0.2,41.42,3.42,0.684,58.9,0.828
peer-worker-265,shift-25,average_peer_visible,0.85,42.0,45.0,1,0.12,0.18,43.6,1.4,0.252,60.95,0.83
peer-worker-266,shift-26,high_peer_hidden,0.85,42.0,53.0,0,0.22,0.04,45.12,7.88,0.0,62.35,0.832
peer-worker-267,shift-27,high_peer_visible,0.85,42.0,53.0,1,0.24,0.26,48.2,4.8,1.248,64.41,0.825
peer-worker-268,shift-28,low_peer_visible,0.885,43.5,38.0,1,0.12,0.2,42.97,4.97,0.994,61.58,0.838
peer-worker-269,shift-29,average_peer_visible,0.885,43.5,45.0,1,0.12,0.18,45.18,0.18,0.032,63.97,0.844
peer-worker-270,shift-30,high_peer_hidden,0.885,43.5,53.0,0,0.22,0.04,46.97,6.03,0.0,65.57,0.844
peer-worker-271,shift-31,high_peer_visible,0.885,43.5,53.0,1,0.24,0.26,49.66,3.34,0.868,67.56,0.839
peer-worker-272,shift-32,low_peer_visible,0.92,45.0,38.0,1,0.12,0.2,43.12,5.12,1.024,63.21,0.85
peer-worker-273,shift-33,average_peer_visible,0.92,45.0,45.0,1,0.12,0.18,45.36,0.36,0.065,65.7,0.856
peer-worker-274,shift-34,high_peer_hidden,0.92,45.0,53.0,0,0.22,0.04,47.42,5.58,0.0,67.63,0.856
peer-worker-275,shift-35,high_peer_visible,0.92,45.0,53.0,1,0.24,0.26,49.72,3.28,0.853,69.36,0.851
peer-worker-276,shift-36,low_peer_visible,0.955,46.5,38.0,1,0.12,0.2,44.67,6.67,1.334,66.06,0.86
peer-worker-277,shift-37,average_peer_visible,0.955,46.5,45.0,1,0.12,0.18,46.94,1.94,0.349,68.67,0.866
peer-worker-278,shift-38,high_peer_hidden,0.955,46.5,53.0,0,0.22,0.04,49.27,3.73,0.0,71.05,0.868
peer-worker-279,shift-39,high_peer_visible,0.955,46.5,53.0,1,0.24,0.26,51.18,1.82,0.473,72.66,0.865
peer-worker-280,shift-40,low_peer_visible,0.99,48.0,38.0,1,0.12,0.2,46.22,8.22,1.644,69.02,0.81
peer-worker-281,shift-41,average_peer_visible,0.99,48.0,45.0,1,0.12,0.18,48.52,3.52,0.634,71.75,0.816
peer-worker-282,shift-42,high_peer_hidden,0.99,48.0,53.0,0,0.22,0.04,51.12,1.88,0.0,74.61,0.82
peer-worker-283,shift-43,high_peer_visible,0.99,48.0,53.0,1,0.24,0.26,52.64,0.36,0.094,76.07,0.819
peer-worker-284,shift-44,low_peer_visible,1.025,49.5,38.0,1,0.12,0.2,47.77,9.77,1.954,72.08,0.82
peer-worker-285,shift-45,average_peer_visible,1.025,49.5,45.0,1,0.12,0.18,50.1,5.1,0.918,74.94,0.826
peer-worker-286,shift-46,high_peer_hidden,1.025,49.5,53.0,0,0.22,0.04,52.97,0.03,0.0,78.29,0.832
peer-worker-287,shift-47,high_peer_visible,1.025,49.5,53.0,1,0.24,0.26,54.1,1.1,0.286,79.32,0.83
peer-worker-288,shift-48,low_peer_visible,0.78,42.0,38.0,1,0.12,0.2,40.72,2.72,0.544,55.52,0.841
peer-worker-289,shift-49,average_peer_visible,0.78,42.0,45.0,1,0.12,0.18,42.9,2.1,0.378,57.29,0.842
peer-worker-290,shift-50,high_peer_hidden,0.78,42.0,53.0,0,0.22,0.04,44.42,8.58,0.0,58.65,0.844
peer-worker-291,shift-51,high_peer_visible,0.78,42.0,53.0,1,0.24,0.26,47.5,5.5,1.43,60.41,0.835
peer-worker-292,shift-52,low_peer_visible,0.815,43.5,38.0,1,0.12,0.2,42.27,4.27,0.854,58.07,0.851
peer-worker-293,shift-53,average_peer_visible,0.815,43.5,45.0,1,0.12,0.18,44.48,0.52,0.094,60.21,0.855
peer-worker-294,shift-54,high_peer_hidden,0.815,43.5,53.0,0,0.22,0.04,46.27,6.73,0.0,61.71,0.856
peer-worker-295,shift-55,high_peer_visible,0.815,43.5,53.0,1,0.24,0.26,48.96,4.04,1.05,63.43,0.85
peer-worker-296,shift-56,low_peer_visible,0.85,45.0,38.0,1,0.12,0.2,43.82,5.82,1.164,60.72,0.861
peer-worker-297,shift-57,average_peer_visible,0.85,45.0,45.0,1,0.12,0.18,46.06,1.06,0.191,63.07,0.867
peer-worker-298,shift-58,high_peer_hidden,0.85,45.0,53.0,0,0.22,0.04,48.12,4.88,0.0,64.9,0.868
peer-worker-299,shift-59,high_peer_visible,0.85,45.0,53.0,1,0.24,0.26,50.42,2.58,0.671,66.56,0.864
peer-worker-300,shift-00,low_peer_visible,0.885,46.5,38.0,1,0.12,0.2,45.37,7.37,1.474,63.49,0.811
peer-worker-301,shift-01,average_peer_visible,0.885,46.5,45.0,1,0.12,0.18,47.64,2.64,0.475,65.95,0.817
peer-worker-302,shift-02,high_peer_hidden,0.885,46.5,53.0,0,0.22,0.04,49.97,3.03,0.0,68.22,0.82
peer-worker-303,shift-03,high_peer_visible,0.885,46.5,53.0,1,0.24,0.26,51.88,1.12,0.291,69.78,0.818
peer-worker-304,shift-04,low_peer_visible,0.92,48.0,38.0,1,0.12,0.2,45.52,7.52,1.504,65.2,0.823
peer-worker-305,shift-05,average_peer_visible,0.92,48.0,45.0,1,0.12,0.18,47.82,2.82,0.508,67.77,0.829
peer-worker-306,shift-06,high_peer_hidden,0.92,48.0,53.0,0,0.22,0.04,50.42,2.58,0.0,70.39,0.832
peer-worker-307,shift-07,high_peer_visible,0.92,48.0,53.0,1,0.24,0.26,51.94,1.06,0.276,71.66,0.83
peer-worker-308,shift-08,low_peer_visible,0.955,49.5,38.0,1,0.12,0.2,47.07,9.07,1.814,68.14,0.833
peer-worker-309,shift-09,average_peer_visible,0.955,49.5,45.0,1,0.12,0.18,49.4,4.4,0.792,70.82,0.839
peer-worker-310,shift-10,high_peer_hidden,0.955,49.5,53.0,0,0.22,0.04,52.27,0.73,0.0,73.92,0.844
peer-worker-311,shift-11,high_peer_visible,0.955,49.5,53.0,1,0.24,0.26,53.4,0.4,0.104,74.95,0.843
peer-worker-312,shift-12,low_peer_visible,0.99,42.0,38.0,1,0.12,0.2,41.42,3.42,0.684,64.7,0.852
peer-worker-313,shift-13,average_peer_visible,0.99,42.0,45.0,1,0.12,0.18,43.6,1.4,0.252,67.05,0.854
peer-worker-314,shift-14,high_peer_hidden,0.99,42.0,53.0,0,0.22,0.04,45.12,7.88,0.0,68.67,0.856
peer-worker-315,shift-15,high_peer_visible,0.99,42.0,53.0,1,0.24,0.26,48.2,4.8,1.248,71.16,0.849
peer-worker-316,shift-16,low_peer_visible,1.025,43.5,38.0,1,0.12,0.2,42.97,4.97,0.994,67.6,0.862
peer-worker-317,shift-17,average_peer_visible,1.025,43.5,45.0,1,0.12,0.18,45.18,0.18,0.032,70.29,0.868
peer-worker-318,shift-18,high_peer_hidden,1.025,43.5,53.0,0,0.22,0.04,46.97,6.03,0.0,72.14,0.868
peer-worker-319,shift-19,high_peer_visible,1.025,43.5,53.0,1,0.24,0.26,49.66,3.34,0.868,74.51,0.863
peer-worker-320,shift-20,low_peer_visible,0.78,45.0,38.0,1,0.12,0.2,43.12,5.12,1.024,57.17,0.814
peer-worker-321,shift-21,average_peer_visible,0.78,45.0,45.0,1,0.12,0.18,45.36,0.36,0.065,59.35,0.82
peer-worker-322,shift-22,high_peer_hidden,0.78,45.0,53.0,0,0.22,0.04,47.42,5.58,0.0,60.99,0.82
peer-worker-323,shift-23,high_peer_visible,0.78,45.0,53.0,1,0.24,0.26,49.72,3.28,0.853,62.4,0.815
peer-worker-324,shift-24,low_peer_visible,0.815,46.5,38.0,1,0.12,0.2,44.67,6.67,1.334,59.81,0.824
peer-worker-325,shift-25,average_peer_visible,0.815,46.5,45.0,1,0.12,0.18,46.94,1.94,0.349,62.1,0.83
peer-worker-326,shift-26,high_peer_hidden,0.815,46.5,53.0,0,0.22,0.04,49.27,3.73,0.0,64.16,0.832
peer-worker-327,shift-27,high_peer_visible,0.815,46.5,53.0,1,0.24,0.26,51.18,1.82,0.473,65.5,0.829
peer-worker-328,shift-28,low_peer_visible,0.85,48.0,38.0,1,0.12,0.2,46.22,8.22,1.644,62.55,0.834
peer-worker-329,shift-29,average_peer_visible,0.85,48.0,45.0,1,0.12,0.18,48.52,3.52,0.634,64.96,0.84
peer-worker-330,shift-30,high_peer_hidden,0.85,48.0,53.0,0,0.22,0.04,51.12,1.88,0.0,67.45,0.844
peer-worker-331,shift-31,high_peer_visible,0.85,48.0,53.0,1,0.24,0.26,52.64,0.36,0.094,68.7,0.843
peer-worker-332,shift-32,low_peer_visible,0.885,49.5,38.0,1,0.12,0.2,47.77,9.77,1.954,65.4,0.844
peer-worker-333,shift-33,average_peer_visible,0.885,49.5,45.0,1,0.12,0.18,50.1,5.1,0.918,67.93,0.85
peer-worker-334,shift-34,high_peer_hidden,0.885,49.5,53.0,0,0.22,0.04,52.97,0.03,0.0,70.88,0.856
peer-worker-335,shift-35,high_peer_visible,0.885,49.5,53.0,1,0.24,0.26,54.1,1.1,0.286,71.75,0.854
peer-worker-336,shift-36,low_peer_visible,0.92,42.0,38.0,1,0.12,0.2,40.72,2.72,0.544,61.22,0.865
peer-worker-337,shift-37,average_peer_visible,0.92,42.0,45.0,1,0.12,0.18,42.9,2.1,0.378,63.3,0.866
peer-worker-338,shift-38,high_peer_hidden,0.92,42.0,53.0,0,0.22,0.04,44.42,8.58,0.0,64.87,0.868
peer-worker-339,shift-39,high_peer_visible,0.92,42.0,53.0,1,0.24,0.26,47.5,5.5,1.43,67.06,0.859
peer-worker-340,shift-40,low_peer_visible,0.955,43.5,38.0,1,0.12,0.2,42.27,4.27,0.854,63.98,0.815
peer-worker-341,shift-41,average_peer_visible,0.955,43.5,45.0,1,0.12,0.18,44.48,0.52,0.094,66.44,0.819
peer-worker-342,shift-42,high_peer_hidden,0.955,43.5,53.0,0,0.22,0.04,46.27,6.73,0.0,68.19,0.82
peer-worker-343,shift-43,high_peer_visible,0.955,43.5,53.0,1,0.24,0.26,48.96,4.04,1.05,70.28,0.814
peer-worker-344,shift-44,low_peer_visible,0.99,45.0,38.0,1,0.12,0.2,43.82,5.82,1.164,66.86,0.825
peer-worker-345,shift-45,average_peer_visible,0.99,45.0,45.0,1,0.12,0.18,46.06,1.06,0.191,69.51,0.831
peer-worker-346,shift-46,high_peer_hidden,0.99,45.0,53.0,0,0.22,0.04,48.12,4.88,0.0,71.64,0.832
peer-worker-347,shift-47,high_peer_visible,0.99,45.0,53.0,1,0.24,0.26,50.42,2.58,0.671,73.61,0.828
peer-worker-348,shift-48,low_peer_visible,1.025,46.5,38.0,1,0.12,0.2,45.37,7.37,1.474,69.84,0.835
peer-worker-349,shift-49,average_peer_visible,1.025,46.5,45.0,1,0.12,0.18,47.64,2.64,0.475,72.62,0.841
peer-worker-350,shift-50,high_peer_hidden,1.025,46.5,53.0,0,0.22,0.04,49.97,3.03,0.0,75.22,0.844
peer-worker-351,shift-51,high_peer_visible,1.025,46.5,53.0,1,0.24,0.26,51.88,1.12,0.291,77.05,0.842
peer-worker-352,shift-52,low_peer_visible,0.78,48.0,38.0,1,0.12,0.2,45.52,7.52,1.504,58.83,0.847
peer-worker-353,shift-53,average_peer_visible,0.78,48.0,45.0,1,0.12,0.18,47.82,2.82,0.508,61.07,0.853
peer-worker-354,shift-54,high_peer_hidden,0.78,48.0,53.0,0,0.22,0.04,50.42,2.58,0.0,63.33,0.856
peer-worker-355,shift-55,high_peer_visible,0.78,48.0,53.0,1,0.24,0.26,51.94,1.06,0.276,64.39,0.854
peer-worker-356,shift-56,low_peer_visible,0.815,49.5,38.0,1,0.12,0.2,47.07,9.07,1.814,61.55,0.857
peer-worker-357,shift-57,average_peer_visible,0.815,49.5,45.0,1,0.12,0.18,49.4,4.4,0.792,63.9,0.863
peer-worker-358,shift-58,high_peer_hidden,0.815,49.5,53.0,0,0.22,0.04,52.27,0.73,0.0,66.6,0.868
peer-worker-359,shift-59,high_peer_visible,0.815,49.5,53.0,1,0.24,0.26,53.4,0.4,0.104,67.47,0.867
peer-worker-360,shift-00,low_peer_visible,0.85,42.0,38.0,1,0.12,0.2,41.42,3.42,0.684,58.9,0.816
peer-worker-361,shift-01,average_peer_visible,0.85,42.0,45.0,1,0.12,0.18,43.6,1.4,0.252,60.95,0.818
peer-worker-362,shift-02,high_peer_hidden,0.85,42.0,53.0,0,0.22,0.04,45.12,7.88,0.0,62.35,0.82
peer-worker-363,shift-03,high_peer_visible,0.85,42.0,53.0,1,0.24,0.26,48.2,4.8,1.248,64.41,0.813
peer-worker-364,shift-04,low_peer_visible,0.885,43.5,38.0,1,0.12,0.2,42.97,4.97,0.994,61.58,0.826
peer-worker-365,shift-05,average_peer_visible,0.885,43.5,45.0,1,0.12,0.18,45.18,0.18,0.032,63.97,0.832
peer-worker-366,shift-06,high_peer_hidden,0.885,43.5,53.0,0,0.22,0.04,46.97,6.03,0.0,65.57,0.832
peer-worker-367,shift-07,high_peer_visible,0.885,43.5,53.0,1,0.24,0.26,49.66,3.34,0.868,67.56,0.827
peer-worker-368,shift-08,low_peer_visible,0.92,45.0,38.0,1,0.12,0.2,43.12,5.12,1.024,63.21,0.838
peer-worker-369,shift-09,average_peer_visible,0.92,45.0,45.0,1,0.12,0.18,45.36,0.36,0.065,65.7,0.844
peer-worker-370,shift-10,high_peer_hidden,0.92,45.0,53.0,0,0.22,0.04,47.42,5.58,0.0,67.63,0.844
peer-worker-371,shift-11,high_peer_visible,0.92,45.0,53.0,1,0.24,0.26,49.72,3.28,0.853,69.36,0.839
peer-worker-372,shift-12,low_peer_visible,0.955,46.5,38.0,1,0.12,0.2,44.67,6.67,1.334,66.06,0.848
peer-worker-373,shift-13,average_peer_visible,0.955,46.5,45.0,1,0.12,0.18,46.94,1.94,0.349,68.67,0.854
peer-worker-374,shift-14,high_peer_hidden,0.955,46.5,53.0,0,0.22,0.04,49.27,3.73,0.0,71.05,0.856
peer-worker-375,shift-15,high_peer_visible,0.955,46.5,53.0,1,0.24,0.26,51.18,1.82,0.473,72.66,0.853
peer-worker-376,shift-16,low_peer_visible,0.99,48.0,38.0,1,0.12,0.2,46.22,8.22,1.644,69.02,0.858
peer-worker-377,shift-17,average_peer_visible,0.99,48.0,45.0,1,0.12,0.18,48.52,3.52,0.634,71.75,0.864
peer-worker-378,shift-18,high_peer_hidden,0.99,48.0,53.0,0,0.22,0.04,51.12,1.88,0.0,74.61,0.868
peer-worker-379,shift-19,high_peer_visible,0.99,48.0,53.0,1,0.24,0.26,52.64,0.36,0.094,76.07,0.867
peer-worker-380,shift-20,low_peer_visible,1.025,49.5,38.0,1,0.12,0.2,47.77,9.77,1.954,72.08,0.808
peer-worker-381,shift-21,average_peer_visible,1.025,49.5,45.0,1,0.12,0.18,50.1,5.1,0.918,74.94,0.814
peer-worker-382,shift-22,high_peer_hidden,1.025,49.5,53.0,0,0.22,0.04,52.97,0.03,0.0,78.29,0.82
peer-worker-383,shift-23,high_peer_visible,1.025,49.5,53.0,1,0.24,0.26,54.1,1.1,0.286,79.32,0.818
peer-worker-384,shift-24,low_peer_visible,0.78,42.0,38.0,1,0.12,0.2,40.72,2.72,0.544,55.52,0.829
peer-worker-385,shift-25,average_peer_visible,0.78,42.0,45.0,1,0.12,0.18,42.9,2.1,0.378,57.29,0.83
peer-worker-386,shift-26,high_peer_hidden,0.78,42.0,53.0,0,0.22,0.04,44.42,8.58,0.0,58.65,0.832
peer-worker-387,shift-27,high_peer_visible,0.78,42.0,53.0,1,0.24,0.26,47.5,5.5,1.43,60.41,0.823
peer-worker-388,shift-28,low_peer_visible,0.815,43.5,38.0,1,0.12,0.2,42.27,4.27,0.854,58.07,0.839
peer-worker-389,shift-29,average_peer_visible,0.815,43.5,45.0,1,0.12,0.18,44.48,0.52,0.094,60.21,0.843
peer-worker-390,shift-30,high_peer_hidden,0.815,43.5,53.0,0,0.22,0.04,46.27,6.73,0.0,61.71,0.844
peer-worker-391,shift-31,high_peer_visible,0.815,43.5,53.0,1,0.24,0.26,48.96,4.04,1.05,63.43,0.838
peer-worker-392,shift-32,low_peer_visible,0.85,45.0,38.0,1,0.12,0.2,43.82,5.82,1.164,60.72,0.849
peer-worker-393,shift-33,average_peer_visible,0.85,45.0,45.0,1,0.12,0.18,46.06,1.06,0.191,63.07,0.855
peer-worker-394,shift-34,high_peer_hidden,0.85,45.0,53.0,0,0.22,0.04,48.12,4.88,0.0,64.9,0.856
peer-worker-395,shift-35,high_peer_visible,0.85,45.0,53.0,1,0.24,0.26,50.42,2.58,0.671,66.56,0.852
peer-worker-396,shift-36,low_peer_visible,0.885,46.5,38.0,1,0.12,0.2,45.37,7.37,1.474,63.49,0.859
peer-worker-397,shift-37,average_peer_visible,0.885,46.5,45.0,1,0.12,0.18,47.64,2.64,0.475,65.95,0.865
peer-worker-398,shift-38,high_peer_hidden,0.885,46.5,53.0,0,0.22,0.04,49.97,3.03,0.0,68.22,0.868
peer-worker-399,shift-39,high_peer_visible,0.885,46.5,53.0,1,0.24,0.26,51.88,1.12,0.291,69.78,0.866
peer-worker-400,shift-40,low_peer_visible,0.92,48.0,38.0,1,0.12,0.2,45.52,7.52,1.504,65.2,0.811
peer-worker-401,shift-41,average_peer_visible,0.92,48.0,45.0,1,0.12,0.18,47.82,2.82,0.508,67.77,0.817
peer-worker-402,shift-42,high_peer_hidden,0.92,48.0,53.0,0,0.22,0.04,50.42,2.58,0.0,70.39,0.82
peer-worker-403,shift-43,high_peer_visible,0.92,48.0,53.0,1,0.24,0.26,51.94,1.06,0.276,71.66,0.818
peer-worker-404,shift-44,low_peer_visible,0.955,49.5,38.0,1,0.12,0.2,47.07,9.07,1.814,68.14,0.821
peer-worker-405,shift-45,average_peer_visible,0.955,49.5,45.0,1,0.12,0.18,49.4,4.4,0.792,70.82,0.827
peer-worker-406,shift-46,high_peer_hidden,0.955,49.5,53.0,0,0.22,0.04,52.27,0.73,0.0,73.92,0.832
peer-worker-407,shift-47,high_peer_visible,0.955,49.5,53.0,1,0.24,0.26,53.4,0.4,0.104,74.95,0.831
peer-worker-408,shift-48,low_peer_visible,0.99,42.0,38.0,1,0.12,0.2,41.42,3.42,0.684,64.7,0.84
peer-worker-409,shift-49,average_peer_visible,0.99,42.0,45.0,1,0.12,0.18,43.6,1.4,0.252,67.05,0.842
peer-worker-410,shift-50,high_peer_hidden,0.99,42.0,53.0,0,0.22,0.04,45.12,7.88,0.0,68.67,0.844
peer-worker-411,shift-51,high_peer_visible,0.99,42.0,53.0,1,0.24,0.26,48.2,4.8,1.248,71.16,0.837
peer-worker-412,shift-52,low_peer_visible,1.025,43.5,38.0,1,0.12,0.2,42.97,4.97,0.994,67.6,0.85
peer-worker-413,shift-53,average_peer_visible,1.025,43.5,45.0,1,0.12,0.18,45.18,0.18,0.032,70.29,0.856
peer-worker-414,shift-54,high_peer_hidden,1.025,43.5,53.0,0,0.22,0.04,46.97,6.03,0.0,72.14,0.856
peer-worker-415,shift-55,high_peer_visible,1.025,43.5,53.0,1,0.24,0.26,49.66,3.34,0.868,74.51,0.851
peer-worker-416,shift-56,low_peer_visible,0.78,45.0,38.0,1,0.12,0.2,43.12,5.12,1.024,57.17,0.862
peer-worker-417,shift-57,average_peer_visible,0.78,45.0,45.0,1,0.12,0.18,45.36,0.36,0.065,59.35,0.868
peer-worker-418,shift-58,high_peer_hidden,0.78,45.0,53.0,0,0.22,0.04,47.42,5.58,0.0,60.99,0.868
peer-worker-419,shift-59,high_peer_visible,0.78,45.0,53.0,1,0.24,0.26,49.72,3.28,0.853,62.4,0.863
peer-worker-420,shift-00,low_peer_visible,0.815,46.5,38.0,1,0.12,0.2,44.67,6.67,1.334,59.81,0.812
peer-worker-421,shift-01,average_peer_visible,0.815,46.5,45.0,1,0.12,0.18,46.94,1.94,0.349,62.1,0.818
peer-worker-422,shift-02,high_peer_hidden,0.815,46.5,53.0,0,0.22,0.04,49.27,3.73,0.0,64.16,0.82
peer-worker-423,shift-03,high_peer_visible,0.815,46.5,53.0,1,0.24,0.26,51.18,1.82,0.473,65.5,0.817
peer-worker-424,shift-04,low_peer_visible,0.85,48.0,38.0,1,0.12,0.2,46.22,8.22,1.644,62.55,0.822
peer-worker-425,shift-05,average_peer_visible,0.85,48.0,45.0,1,0.12,0.18,48.52,3.52,0.634,64.96,0.828
peer-worker-426,shift-06,high_peer_hidden,0.85,48.0,53.0,0,0.22,0.04,51.12,1.88,0.0,67.45,0.832
peer-worker-427,shift-07,high_peer_visible,0.85,48.0,53.0,1,0.24,0.26,52.64,0.36,0.094,68.7,0.831
peer-worker-428,shift-08,low_peer_visible,0.885,49.5,38.0,1,0.12,0.2,47.77,9.77,1.954,65.4,0.832
peer-worker-429,shift-09,average_peer_visible,0.885,49.5,45.0,1,0.12,0.18,50.1,5.1,0.918,67.93,0.838
peer-worker-430,shift-10,high_peer_hidden,0.885,49.5,53.0,0,0.22,0.04,52.97,0.03,0.0,70.88,0.844
peer-worker-431,shift-11,high_peer_visible,0.885,49.5,53.0,1,0.24,0.26,54.1,1.1,0.286,71.75,0.842
peer-worker-432,shift-12,low_peer_visible,0.92,42.0,38.0,1,0.12,0.2,40.72,2.72,0.544,61.22,0.853
peer-worker-433,shift-13,average_peer_visible,0.92,42.0,45.0,1,0.12,0.18,42.9,2.1,0.378,63.3,0.854
peer-worker-434,shift-14,high_peer_hidden,0.92,42.0,53.0,0,0.22,0.04,44.42,8.58,0.0,64.87,0.856
peer-worker-435,shift-15,high_peer_visible,0.92,42.0,53.0,1,0.24,0.26,47.5,5.5,1.43,67.06,0.847
peer-worker-436,shift-16,low_peer_visible,0.955,43.5,38.0,1,0.12,0.2,42.27,4.27,0.854,63.98,0.863
