person_id,period,age,schooling_years,experience_years,tuition,wage_offer,choose_school,work,observed_wage,synthetic_ability,true_school_probability
7,1,19,13.0,0.0,5560.57,26361.04,1,0,,0.25242,0.50245
8,1,19,13.0,0.0,5639.56,23400.57,1,0,,-0.63884,0.42194
9,1,19,13.0,0.0,3587.07,28729.09,0,1,28054.11,-0.08876,0.55327
10,1,19,11.0,1.0,4164.22,25068.65,1,0,,-0.52199,0.60623
11,1,19,11.0,1.0,4168.02,31800.15,1,0,,1.75902,0.77867
12,1,19,12.0,0.0,5518.97,34559.62,0,1,35918.92,2.03622,0.72079
13,1,19,11.0,2.0,3688.43,27640.76,0,1,27647.42,-0.1929,0.59655
14,1,19,11.0,1.0,4203.0,24379.42,0,1,24025.67,-0.20939,0.63884
15,1,19,11.0,0.0,3927.43,26957.38,0,1,26310.96,0.28375,0.73053
16,1,19,11.0,2.0,4583.21,27138.84,1,0,,-1.17824,0.45225
17,1,19,10.0,1.0,5421.73,20061.68,0,1,19823.13,-0.30186,0.6737
18,1,19,13.0,0.0,5962.33,30062.1,1,0,,0.36867,0.47652
19,1,19,11.0,2.0,5442.7,24878.47,0,1,24916.66,-0.98476,0.44167
20,1,19,13.0,0.0,4096.4,24923.2,0,1,25614.4,-0.35334,0.51976
21,1,19,13.0,1.0,5924.18,36451.04,1,0,,0.82381,0.44493
22,1,19,11.0,0.0,4435.26,21164.29,1,0,,-0.54923,0.6635
23,1,19,12.0,1.0,4728.53,22778.28,1,0,,-0.26119,0.53764
24,1,19,12.0,1.0,6004.29,29127.14,0,1,29968.95,-0.0515,0.46221
25,1,19,12.0,0.0,5999.08,30350.7,0,1,30901.64,1.59007,0.67621
26,1,19,11.0,1.0,6078.21,32810.74,0,1,33135.29,0.26637,0.55768
27,1,19,12.0,1.0,4931.76,34267.93,1,0,,1.09426,0.6118
28,1,19,12.0,0.0,3930.81,30650.62,1,0,,1.27468,0.73345
29,1,19,11.0,1.0,5373.9,21601.84,1,0,,-0.4861,0.57113
30,1,19,12.0,1.0,4628.35,32482.87,1,0,,1.05866,0.62949
31,1,19,12.0,1.0,5234.08,32815.81,0,1,31389.29,-0.31612,0.45657
32,1,19,12.0,0.0,5610.73,22420.07,1,0,,0.50676,0.62847
33,1,19,12.0,1.0,4049.08,21130.04,0,1,20475.85,-0.73415,0.5323
34,1,19,12.0,1.0,5553.2,19190.36,0,1,17334.43,-2.25491,0.31926
35,1,19,12.0,0.0,5046.61,26271.96,0,1,26641.58,0.26846,0.61092
36,1,19,12.0,2.0,5887.61,36388.75,0,1,36113.39,0.9132,0.48366
37,1,19,12.0,2.0,4475.57,35626.05,1,0,,1.6385,0.63025
38,1,19,12.0,1.0,3883.85,29975.92,1,0,,0.76558,0.64566
39,1,19,13.0,0.0,5517.4,27599.12,0,1,28400.31,-0.66425,0.40328
40,1,19,11.0,1.0,5361.88,34670.5,1,0,,-0.25371,0.53152
41,1,19,11.0,0.0,4112.41,21459.08,1,0,,-1.07081,0.62641
42,1,19,10.0,2.0,3652.51,21746.91,0,1,23019.63,0.78361,0.7808
43,1,19,13.0,0.0,4479.23,36783.8,1,0,,1.72075,0.65916
44,1,19,11.0,1.0,4124.95,30807.62,0,1,29992.01,0.89052,0.71488
45,1,19,11.0,0.0,5440.81,21420.03,1,0,,-0.64729,0.60588
46,1,19,11.0,1.0,3520.75,24526.31,0,1,24302.48,1.07895,0.77636
47,1,19,12.0,1.0,4332.03,26598.12,0,1,27263.33,-1.05205,0.45332
48,1,19,12.0,2.0,5553.18,27400.67,0,1,27901.42,-1.52165,0.29628
49,1,19,12.0,1.0,5487.94,22446.48,0,1,21613.7,-0.36274,0.4911
50,1,19,13.0,0.0,4174.22,27754.0,1,0,,0.79331,0.61915
51,1,19,12.0,0.0,4404.04,28757.02,0,1,29926.37,-0.20065,0.58248
52,1,19,12.0,1.0,3935.91,21388.57,0,1,22143.17,-0.41581,0.56931
53,1,19,12.0,1.0,4000.46,28330.42,1,0,,0.80217,0.65092
54,1,19,13.0,0.0,3818.29,28414.36,1,0,,-0.4401,0.50654
55,1,19,13.0,1.0,3739.76,33263.0,1,0,,0.12476,0.49311
56,1,19,11.0,1.0,3838.67,21224.79,1,0,,-1.07473,0.58807
57,1,19,11.0,1.0,5430.03,34561.71,0,1,36662.23,1.52786,0.70321
58,1,19,13.0,0.0,4270.12,27080.05,1,0,,-0.79602,0.45332
59,1,19,12.0,0.0,5966.56,24747.71,1,0,,-0.30871,0.51441
60,1,19,11.0,1.0,5654.67,27915.47,0,1,28480.29,0.33204,0.60657
61,1,19,11.0,1.0,4335.1,29768.11,0,1,28363.67,1.66443,0.77226
62,1,19,13.0,0.0,5015.65,26198.14,0,1,27133.72,0.49932,0.55624
63,1,19,13.0,0.0,5685.18,22100.51,1,0,,-1.05888,0.38488
64,1,19,12.0,0.0,4305.24,21180.73,1,0,,-0.87917,0.55871
65,1,19,13.0,0.0,4241.99,29558.17,0,1,28893.79,1.28041,0.65528
66,1,19,11.0,0.0,5714.58,20384.85,0,1,21329.41,-0.94991,0.56843
67,1,19,12.0,1.0,5372.99,22217.64,0,1,21494.39,-0.6591,0.46718
68,1,19,11.0,0.0,5853.6,23125.26,0,1,23468.51,-0.79711,0.56031
69,1,19,13.0,0.0,3735.91,30201.9,1,0,,1.5026,0.6953
70,1,19,13.0,0.0,5350.3,32053.28,1,0,,0.5998,0.52254
71,1,19,12.0,0.0,5456.65,44936.31,0,1,45660.58,2.97399,0.77035
72,1,19,12.0,1.0,3847.41,21939.95,1,0,,-0.75009,0.53553
73,1,19,13.0,0.0,5666.83,20677.85,0,1,20433.67,-2.35016,0.27469
74,1,19,12.0,1.0,5851.4,30715.54,0,1,32006.82,0.37292,0.50704
75,1,19,11.0,0.0,6102.57,29425.31,0,1,29691.75,0.53477,0.65011
76,1,19,11.0,0.0,3884.32,21675.72,1,0,,-0.9665,0.64583
77,1,19,12.0,0.0,4373.16,25656.61,1,0,,-0.54628,0.56383
78,1,19,11.0,0.0,3693.87,24119.1,1,0,,0.43903,0.76322
79,1,19,13.0,0.0,4308.47,26660.0,0,1,26393.6,-0.27391,0.50824
80,1,19,12.0,0.0,3727.91,24863.19,1,0,,0.12496,0.66485
81,1,19,12.0,1.0,5725.45,34708.15,1,0,,0.85979,0.54751
82,1,19,13.0,0.0,5699.12,26754.04,0,1,27184.15,-1.18922,0.34716
83,1,19,12.0,0.0,5367.69,29322.75,0,1,28231.96,1.11836,0.66452
84,1,19,12.0,1.0,6048.52,34795.59,1,0,,2.54043,0.69646
85,1,19,12.0,0.0,6017.8,26809.47,0,1,27283.8,1.12544,0.64697
86,1,19,13.0,0.0,5768.8,23696.76,0,1,24364.37,-0.11537,0.46812
87,1,19,12.0,0.0,5318.39,20072.37,1,0,,-0.36673,0.56908
88,1,19,11.0,0.0,5735.36,29805.35,1,0,,0.31988,0.64466
89,1,19,11.0,2.0,3821.61,37471.55,0,1,37816.41,1.16751,0.6832
90,1,19,12.0,2.0,4245.01,27458.67,0,1,27037.83,-1.00766,0.40402
91,1,19,12.0,0.0,4127.0,28098.83,1,0,,0.25837,0.64426
92,1,19,13.0,0.0,5539.59,29536.06,0,1,29277.84,1.33156,0.59981
93,1,19,13.0,0.0,5317.14,24513.22,0,1,24061.83,-0.86896,0.40793
94,1,19,12.0,0.0,5915.83,20753.01,1,0,,-0.31193,0.54073
95,1,19,12.0,1.0,3607.86,28409.42,0,1,28352.13,-0.35009,0.55382
96,1,19,13.0,0.0,5618.84,29225.04,1,0,,-0.17672,0.44058
97,1,19,10.0,1.0,5819.81,23549.23,0,1,23797.8,0.31049,0.69304
98,1,19,12.0,1.0,4276.21,23524.38,0,1,24191.26,-1.02449,0.47577
99,1,19,11.0,0.0,4088.82,22389.11,1,0,,0.14392,0.73271
100,1,19,12.0,1.0,4766.09,28383.11,1,0,,-0.85161,0.44383
101,1,19,12.0,2.0,3947.44,23838.15,1,0,,-0.51646,0.48871
102,1,19,12.0,2.0,5522.1,24390.14,0,1,24112.94,-1.04691,0.35538
103,1,19,11.0,0.0,4366.16,22170.46,1,0,,0.36971,0.74138
104,1,19,12.0,0.0,4847.09,23475.66,0,1,22996.22,-0.2412,0.58393
105,1,19,12.0,0.0,5746.18,22847.05,1,0,,-0.81139,0.48365
106,1,19,13.0,0.0,5833.21,28475.7,0,1,28521.56,-0.3887,0.41182
107,1,19,13.0,1.0,4070.8,30535.55,0,1,29866.61,-0.01627,0.47354
108,1,19,10.0,1.0,5575.48,26839.3,1,0,,-0.42766,0.61806
109,1,19,13.0,0.0,3902.02,33542.3,0,1,32758.81,1.52982,0.6782
110,1,19,12.0,1.0,4139.53,27601.04,0,1,27792.12,0.35859,0.60428
111,1,19,11.0,1.0,5640.41,24968.07,0,1,23875.37,0.05098,0.59365
112,1,19,13.0,0.0,5367.62,28708.39,0,1,27655.93,-0.37157,0.43522
113,1,19,13.0,0.0,5522.71,30601.56,1,0,,-0.03314,0.45398
114,1,19,12.0,1.0,3702.37,26837.21,1,0,,0.23944,0.61684
115,1,19,12.0,0.0,6055.81,32790.45,1,0,,2.67244,0.75715
116,1,19,12.0,0.0,5243.98,25748.45,0,1,25716.21,-0.85418,0.48782
117,1,19,12.0,0.0,3825.77,26687.45,0,1,27920.13,-1.23655,0.51365
118,1,19,11.0,2.0,5558.47,23265.92,0,1,23760.55,-1.06993,0.43623
119,1,19,12.0,1.0,5736.19,24226.67,1,0,,-0.61625,0.44183
120,1,19,13.0,0.0,4998.52,28040.95,1,0,,0.34503,0.53174
121,1,19,10.0,1.0,4036.14,24767.62,1,0,,0.95625,0.80449
122,1,19,12.0,1.0,6026.38,27545.74,0,1,27873.4,0.42515,0.51874
123,1,19,13.0,0.0,5397.71,35353.28,1,0,,1.88885,0.63836
124,1,19,11.0,0.0,4195.4,29909.17,1,0,,0.43754,0.72134
125,1,19,12.0,0.0,5495.49,26987.06,0,1,26292.71,-0.60898,0.49453
126,1,19,13.0,0.0,4160.59,36217.57,1,0,,1.32821,0.63805
127,1,19,12.0,0.0,3533.61,28197.33,1,0,,0.40409,0.68392
128,1,19,13.0,0.0,6143.74,28216.02,0,1,28190.46,-0.0626,0.4313
129,1,19,12.0,1.0,4077.99,38107.17,1,0,,1.9599,0.71723
130,1,19,11.0,1.0,5222.54,22060.13,1,0,,0.0708,0.6316
131,1,19,11.0,0.0,5843.74,28472.51,1,0,,1.58186,0.75568
132,1,19,11.0,1.0,5195.23,17800.78,1,0,,-1.99266,0.44915
133,1,19,12.0,1.0,3731.81,26208.65,1,0,,-0.59052,0.53363
134,1,19,11.0,0.0,5041.53,28309.5,1,0,,1.03052,0.74292
135,1,19,13.0,0.0,3925.92,22769.7,1,0,,-0.92421,0.48078
136,1,19,12.0,1.0,5526.2,27804.21,1,0,,0.14997,0.51358
137,1,19,12.0,1.0,3406.83,18117.93,0,1,18561.93,-3.77672,0.28182
138,1,19,13.0,0.0,5734.3,31054.19,1,0,,1.29359,0.57987
139,1,19,12.0,0.0,5495.72,23940.85,1,0,,1.12384,0.6839
140,1,19,11.0,1.0,5030.28,22433.18,1,0,,-0.56992,0.57425
141,1,19,12.0,0.0,5654.14,25205.24,0,1,27241.21,-1.10139,0.44452
142,1,19,13.0,0.0,5111.4,30549.73,1,0,,0.28498,0.50805
143,1,19,11.0,1.0,3489.73,21778.22,1,0,,-1.06229,0.60273
144,1,19,10.0,1.0,4284.04,23400.62,1,0,,0.32473,0.75602
145,1,19,10.0,1.0,5636.96,32934.16,1,0,,1.7925,0.78396
146,1,19,12.0,0.0,4979.06,24631.69,1,0,,-0.2758,0.56748
147,1,19,13.0,0.0,3545.26,28970.87,0,1,29366.72,0.66635,0.6306
148,1,19,11.0,0.0,5292.27,24545.66,1,0,,-1.00218,0.55867
149,1,19,12.0,0.0,5382.41,25999.64,0,1,24362.24,-1.1744,0.44615
150,1,19,11.0,0.0,5860.27,23186.95,1,0,,0.88082,0.71998
151,1,19,12.0,1.0,4001.28,23425.61,1,0,,-1.67585,0.42231
152,1,19,13.0,0.0,5394.25,23009.84,1,0,,-1.10341,0.38898
153,1,19,11.0,1.0,5408.53,23824.55,1,0,,0.85931,0.68799
154,1,19,12.0,0.0,5776.93,24499.29,1,0,,0.00025,0.55747
155,1,19,11.0,1.0,5444.91,23866.39,1,0,,-0.84444,0.51673
156,1,19,13.0,0.0,5753.49,25515.8,0,1,25508.84,-0.39667,0.4296
157,1,19,12.0,2.0,5148.39,31070.59,0,1,29639.85,-0.01289,0.44532
158,1,19,11.0,1.0,6229.26,27687.33,0,1,26425.42,-0.01947,0.54361
159,1,19,12.0,1.0,5829.27,23209.07,0,1,22859.75,-0.16256,0.49045
160,1,19,11.0,1.0,5030.74,29558.71,0,1,30251.05,-0.77281,0.51555
161,1,19,12.0,0.0,4599.28,32721.72,1,0,,1.87732,0.74944
162,1,19,11.0,0.0,5462.11,18524.08,1,0,,-0.73315,0.61529
163,1,19,10.0,1.0,6064.91,29152.71,0,1,29048.47,-0.00355,0.62623
164,1,19,12.0,1.0,5889.81,26590.34,0,1,26799.28,0.00236,0.48605
165,1,19,12.0,1.0,4586.35,31679.52,0,1,31408.01,0.91808,0.62085
166,1,19,13.0,0.0,6136.66,23436.22,0,1,23625.23,-0.72609,0.38896
167,1,19,12.0,1.0,4272.42,26988.19,1,0,,0.08097,0.57261
168,1,19,10.0,1.0,6017.9,19543.5,1,0,,-0.98718,0.58232
169,1,19,12.0,0.0,5877.3,26753.55,0,1,28574.73,-0.55243,0.48258
170,1,19,12.0,1.0,5428.75,25970.8,0,1,25692.43,0.3395,0.54759
171,1,19,12.0,0.0,5464.89,30602.34,0,1,29925.78,-0.0777,0.5345
172,1,19,11.0,0.0,6197.54,22711.04,1,0,,-0.8011,0.54535
173,1,19,11.0,1.0,5798.06,23596.23,1,0,,-0.18809,0.56911
174,1,19,12.0,0.0,5577.27,20577.18,1,0,,-2.09589,0.37435
175,1,19,12.0,0.0,5523.94,24287.49,1,0,,0.01727,0.57284
176,1,19,11.0,1.0,5690.09,27028.03,1,0,,0.88883,0.66317
177,1,19,12.0,0.0,5971.8,33617.31,1,0,,1.02157,0.60989
178,1,19,13.0,0.0,5413.96,25235.8,0,1,25250.19,-1.23846,0.36284
179,1,19,10.0,1.0,5188.86,24784.31,1,0,,0.792,0.753
180,1,19,11.0,1.0,4084.47,23157.36,0,1,24668.35,0.55644,0.7199
181,1,19,11.0,1.0,5510.31,28162.61,1,0,,0.53863,0.63267
182,1,19,12.0,2.0,5655.12,23569.11,1,0,,-1.22736,0.33648
183,1,19,12.0,1.0,4233.16,17741.26,0,1,17950.06,-2.26592,0.38826
184,1,19,13.0,0.0,4947.48,31577.82,1,0,,0.57405,0.54195
185,1,19,11.0,1.0,3925.36,23642.56,0,1,24122.33,-0.41,0.6361
186,1,19,13.0,0.0,5235.63,24939.96,0,1,24154.72,-0.09207,0.49015
187,1,19,12.0,1.0,5825.82,29871.53,0,1,31305.42,1.29614,0.60739
188,1,19,13.0,0.0,6276.37,25615.72,0,1,25332.41,-1.0662,0.33818
189,1,19,12.0,2.0,5361.77,21639.04,0,1,21716.87,-1.3328,0.35031
190,1,19,11.0,2.0,5493.82,24057.71,0,1,23948.75,-0.18273,0.52764
191,1,19,12.0,1.0,4553.49,30808.26,1,0,,0.76685,0.61101
192,1,19,11.0,0.0,5386.35,21434.51,0,1,21700.03,-0.59347,0.61376
193,1,19,12.0,1.0,5679.27,24119.7,1,0,,0.21773,0.53255
194,1,19,13.0,0.0,5228.74,29583.76,0,1,29558.78,-0.26443,0.44909
195,1,19,12.0,1.0,5575.01,29225.06,1,0,,0.90823,0.58313
196,1,19,13.0,0.0,3685.61,32145.07,1,0,,1.24526,0.66656
197,1,19,13.0,0.0,5062.21,20859.2,0,1,21846.32,-0.54125,0.47624
198,1,19,10.0,2.0,4396.88,26152.75,1,0,,-0.14157,0.65281
199,1,19,11.0,2.0,6093.2,20536.33,0,1,19053.63,-1.27782,0.40562
200,1,19,12.0,2.0,3593.82,38048.32,1,0,,0.58113,0.55709
201,1,19,13.0,0.0,3725.87,23306.08,0,1,22551.43,-1.16577,0.46228
202,1,19,12.0,2.0,3958.67,29522.9,0,1,29505.12,-1.09767,0.39911
203,1,19,13.0,0.0,5876.25,29054.73,1,0,,0.37592,0.48626
204,1,19,12.0,0.0,5294.1,21623.92,0,1,21593.83,-0.77611,0.51751
205,1,19,13.0,1.0,4292.33,32909.36,0,1,33567.45,0.57152,0.51386
206,1,19,13.0,0.0,5400.34,30006.91,1,0,,0.8168,0.55173
207,1,19,12.0,1.0,5652.46,26464.99,0,1,26678.02,-0.29136,0.46776
208,1,19,13.0,0.0,3708.78,31490.13,1,0,,0.84094,0.62938
209,1,19,11.0,1.0,5593.81,27214.29,0,1,26385.0,0.05126,0.58447
210,1,19,13.0,0.0,4219.77,33784.47,0,1,34483.67,0.40822,0.55155
211,1,19,13.0,0.0,5669.11,28267.45,0,1,28716.55,0.60324,0.52424
212,1,19,13.0,0.0,5641.52,34284.19,0,1,35742.37,0.93809,0.53421
213,1,19,12.0,0.0,4545.69,28299.81,1,0,,0.15798,0.61398
214,1,19,11.0,2.0,6025.55,26116.35,0,1,26631.05,-0.26416,0.48125
215,1,19,12.0,0.0,4057.57,25368.15,1,0,,-0.94038,0.54005
216,1,19,12.0,1.0,5270.51,33112.83,1,0,,0.42103,0.53076
217,1,19,11.0,1.0,5981.2,28711.33,0,1,30386.19,-0.71647,0.47796
218,1,19,10.0,1.0,5003.11,17474.95,1,0,,-1.52122,0.59206
219,1,19,11.0,1.0,3669.21,30107.14,1,0,,1.28995,0.76688
220,1,19,11.0,1.0,4235.67,28055.14,1,0,,1.39653,0.76152
221,1,19,11.0,0.0,5051.11,22452.71,0,1,22346.57,-0.26989,0.65489
222,1,19,12.0,0.0,5874.91,31470.54,1,0,,1.50694,0.6696
223,1,19,11.0,1.0,5278.98,28180.55,0,1,29108.8,0.13243,0.60325
224,1,19,12.0,0.0,5983.27,24017.46,1,0,,-1.89204,0.35567
225,1,19,11.0,0.0,4361.19,22154.41,1,0,,0.25705,0.73248
226,1,19,13.0,0.0,5652.36,26246.67,0,1,25153.99,-1.10656,0.35964
227,1,19,13.0,0.0,5470.85,27187.84,1,0,,0.69218,0.54871
228,1,19,13.0,1.0,5289.56,24767.43,1,0,,-0.20421,0.42227
229,1,19,13.0,0.0,5359.37,20580.19,0,1,21644.17,-1.79697,0.33748
230,1,19,12.0,0.0,5322.79,20536.72,0,1,19382.6,-1.02634,0.4969
231,1,19,13.0,0.0,3628.22,35149.96,1,0,,1.84027,0.71196
232,1,19,12.0,1.0,5741.28,29635.31,1,0,,-0.17711,0.4598
233,1,19,12.0,0.0,4342.12,25665.1,1,0,,0.60688,0.67854
234,1,19,12.0,0.0,5485.69,23473.56,1,0,,0.02604,0.58018
235,1,19,12.0,1.0,5207.16,29919.59,1,0,,1.25271,0.63204
236,1,19,13.0,0.0,5436.87,31839.68,0,1,33052.53,1.39465,0.60119
237,1,19,11.0,0.0,5960.27,27139.38,0,1,26813.06,0.60529,0.67306
238,1,19,11.0,0.0,5436.1,21294.29,1,0,,-0.27917,0.6431
239,1,19,13.0,0.0,5248.22,30791.75,0,1,27736.2,0.52577,0.52539
240,1,19,11.0,0.0,4668.35,23007.34,1,0,,0.49766,0.73616
241,1,19,11.0,1.0,4293.04,29568.77,0,1,29766.1,0.57119,0.68439
242,1,19,12.0,0.0,3990.15,24652.34,0,1,25338.59,-0.26172,0.61652
243,1,19,12.0,2.0,5216.85,28876.07,1,0,,0.51624,0.50731
244,1,19,13.0,0.0,3919.01,27517.98,0,1,27632.79,0.19552,0.57214
245,1,19,12.0,1.0,5562.46,26792.03,0,1,26938.88,-0.08279,0.49243
246,1,19,12.0,2.0,4152.37,25150.06,0,1,24590.5,-0.19277,0.50508
247,1,19,13.0,1.0,3975.65,35488.95,1,0,,1.18945,0.58342
248,1,19,12.0,2.0,5952.64,22552.7,1,0,,-1.57863,0.29696
249,1,19,12.0,1.0,6038.24,24708.66,0,1,24361.19,-0.58218,0.42784
250,1,19,12.0,0.0,5456.93,25386.85,1,0,,-0.72692,0.49248
251,1,19,12.0,0.0,5766.48,31201.55,1,0,,1.2263,0.64907
252,1,19,11.0,0.0,5602.87,15923.05,0,1,15970.72,-1.85289,0.51359
253,1,19,13.0,1.0,4984.6,37341.65,0,1,38673.92,1.85621,0.59558
254,1,19,13.0,0.0,3953.09,22865.79,0,1,23628.15,-0.83476,0.48823
255,1,19,13.0,0.0,5209.38,32475.81,0,1,32069.97,2.22935,0.68904
256,1,19,11.0,0.0,5472.62,33209.29,0,1,32219.88,1.73203,0.76527
257,1,19,11.0,0.0,5052.67,28297.25,1,0,,1.33154,0.76596
258,1,19,13.0,0.0,5528.91,21874.97,0,1,21904.38,-0.97816,0.40177
259,1,19,10.0,1.0,4369.27,17769.78,0,1,18083.65,0.14126,0.76644
260,1,19,11.0,0.0,5700.35,23607.07,1,0,,0.08625,0.65311
261,1,19,12.0,0.0,5066.2,23503.28,1,0,,-0.50013,0.5463
262,1,19,13.0,0.0,5790.25,26573.16,0,1,26417.63,-0.26899,0.43548
263,1,19,11.0,0.0,5455.93,25158.2,0,1,24087.47,-0.64574,0.584
264,1,19,11.0,1.0,5339.38,22787.48,1,0,,-0.15974,0.59894
265,1,19,12.0,0.0,3681.54,19548.52,1,0,,-0.9702,0.59063
266,1,19,12.0,0.0,5308.55,38737.76,1,0,,0.51825,0.57203
267,1,19,12.0,1.0,5264.08,23329.23,1,0,,-2.082,0.32428
268,1,19,12.0,0.0,5723.29,18202.1,0,1,18041.95,-1.29535,0.46528
269,1,19,12.0,0.0,5755.92,22863.18,1,0,,-0.84397,0.47965
270,1,19,13.0,0.0,5201.42,24310.48,0,1,23201.63,-1.53407,0.34884
271,1,19,12.0,1.0,5025.77,23811.4,1,0,,-0.19553,0.52363
272,1,19,13.0,0.0,6014.95,22795.93,0,1,24411.91,-1.15525,0.35609
273,1,19,11.0,2.0,5360.64,41713.48,1,0,,2.45438,0.71954
274,1,19,12.0,1.0,5739.96,24999.62,1,0,,-0.68737,0.43006
275,1,19,13.0,0.0,5948.99,27181.94,0,1,27373.57,0.09831,0.4627
276,1,19,11.0,1.0,4065.67,27628.22,1,0,,0.00675,0.65017
277,1,19,12.0,2.0,5010.68,29177.23,1,0,,0.00359,0.46243
278,1,19,13.0,1.0,5612.74,28090.38,0,1,28629.03,-0.87578,0.32532
279,1,19,12.0,0.0,3760.29,21768.16,0,1,21776.47,-1.39859,0.5279
280,1,19,13.0,1.0,5283.92,32114.26,0,1,31876.56,0.7138,0.48259
281,1,19,11.0,1.0,5696.5,24933.65,1,0,,-0.67934,0.51547
282,1,19,12.0,1.0,5427.14,32802.84,1,0,,1.14212,0.59867
283,1,19,13.0,1.0,3936.36,27258.51,0,1,25679.41,-0.63857,0.43095
284,1,19,12.0,1.0,5317.72,29535.17,0,1,29884.1,-0.92603,0.40393
285,1,19,12.0,2.0,5283.03,33416.43,0,1,31355.5,1.21054,0.55658
286,1,19,12.0,1.0,5936.8,24942.17,0,1,26174.98,-0.01825,0.49033
287,1,19,13.0,0.0,5321.08,25131.8,0,1,25997.94,0.60257,0.5575
288,1,19,13.0,0.0,4191.89,25247.58,0,1,24631.89,0.29877,0.58097
289,1,19,12.0,1.0,5894.52,26160.57,0,1,26494.1,-0.10934,0.47634
290,1,19,13.0,0.0,5622.79,39973.23,0,1,39764.83,1.44738,0.56716
291,1,19,10.0,1.0,5725.11,19999.0,1,0,,-0.70132,0.62205
292,1,19,13.0,0.0,5590.52,23207.53,0,1,23372.0,-1.27615,0.36167
293,1,19,12.0,1.0,4526.99,24660.37,0,1,24938.54,0.13699,0.57804
294,1,19,12.0,1.0,5793.09,30126.79,0,1,29597.2,0.23012,0.49762
295,1,19,11.0,2.0,3907.17,22886.39,1,0,,-0.54628,0.57512
296,1,19,12.0,0.0,3814.45,28605.06,1,0,,-0.73342,0.55726
297,1,19,12.0,0.0,5320.73,26857.97,1,0,,-0.45752,0.51982
298,1,19,12.0,0.0,6228.24,34042.03,1,0,,0.91729,0.58537
299,1,19,12.0,0.0,4168.23,26314.43,1,0,,-0.27373,0.59827
300,1,19,11.0,1.0,3966.91,26673.21,1,0,,-0.26488,0.63293
301,1,19,12.0,1.0,4335.94,27616.4,1,0,,1.21337,0.6776
302,1,19,11.0,1.0,3892.83,28332.59,1,0,,0.09659,0.66334
303,1,19,11.0,0.0,6237.49,23540.81,0,1,23458.72,-0.24194,0.59605
304,1,19,12.0,0.0,5641.79,31042.02,0,1,31048.98,0.48181,0.58176
305,1,19,11.0,0.0,5707.99,27406.51,0,1,26522.34,0.65485,0.68739
306,1,19,12.0,0.0,4362.71,25019.4,1,0,,-0.10798,0.61224
307,1,19,12.0,0.0,4190.13,20996.89,1,0,,-1.45932,0.50502
308,1,19,10.0,1.0,5443.21,21794.07,1,0,,-0.66676,0.62758
309,1,19,13.0,0.0,5494.04,30724.2,0,1,30200.94,0.13262,0.47217
310,1,19,11.0,2.0,4610.48,32242.08,0,1,33680.05,-0.01559,0.54897
311,1,19,12.0,1.0,4916.45,28436.64,0,1,27862.58,0.45467,0.57246
312,1,19,11.0,0.0,5695.84,23152.18,1,0,,0.16529,0.66319
313,1,19,12.0,0.0,5393.5,19779.97,0,1,19392.96,-1.60616,0.43797
314,1,19,11.0,1.0,5408.78,22945.47,0,1,24411.61,-0.05659,0.60509
315,1,19,12.0,0.0,5590.61,27853.24,1,0,,1.19143,0.66772
316,1,19,12.0,0.0,3952.54,21045.55,1,0,,-1.56026,0.50599
317,1,19,12.0,2.0,4351.07,33162.31,1,0,,0.47085,0.52678
318,1,19,12.0,1.0,3810.7,27178.34,1,0,,-0.11729,0.57388
319,1,19,11.0,0.0,3718.73,23434.98,0,1,22769.32,-0.19838,0.71373
320,1,19,11.0,0.0,5879.22,27179.49,1,0,,-0.14666,0.60388
321,1,19,12.0,0.0,5707.07,29384.25,0,1,29725.54,0.8314,0.62104
322,1,19,12.0,0.0,4202.2,34877.44,1,0,,1.18423,0.70033
323,1,19,13.0,0.0,5181.54,37450.16,0,1,37001.9,1.30016,0.58238
324,1,19,12.0,0.0,5329.86,20798.73,1,0,,-1.5324,0.44193
325,1,19,13.0,1.0,5205.96,23056.06,0,1,22509.83,-0.40709,0.41518
326,1,19,13.0,0.0,3773.2,35714.62,1,0,,-0.03576,0.5198
327,1,19,12.0,1.0,4188.52,32912.09,1,0,,1.56753,0.69519
328,1,19,11.0,0.0,3631.57,21275.29,1,0,,-0.76484,0.67836
329,1,19,12.0,0.0,5460.67,30880.63,0,1,31193.29,0.31819,0.57453
330,1,19,12.0,0.0,3984.37,29105.83,1,0,,-0.42464,0.5784
331,1,19,13.0,1.0,5497.81,26158.14,0,1,26584.71,-0.88569,0.33818
332,1,19,12.0,0.0,6088.83,36924.0,0,1,36167.42,1.53639,0.64293
333,1,19,13.0,0.0,5433.3,32489.95,0,1,32152.98,0.21804,0.47648
334,1,19,13.0,0.0,3768.16,39978.72,1,0,,2.14738,0.71811
335,1,19,12.0,0.0,5465.06,24400.99,1,0,,-0.40953,0.53081
336,1,19,12.0,0.0,6018.87,20347.62,0,1,20194.49,-2.34342,0.33188
337,1,19,11.0,0.0,3898.81,30238.08,0,1,30577.3,0.65328,0.74933
338,1,19,13.0,0.0,5811.01,29310.32,0,1,29513.69,0.40542,0.49141
339,1,19,13.0,0.0,5482.57,27595.24,1,0,,0.44945,0.52074
340,1,19,13.0,1.0,5124.32,31890.06,0,1,32626.6,0.367,0.45523
341,1,19,13.0,1.0,3812.59,30256.61,1,0,,-0.96826,0.38958
342,1,19,11.0,1.0,4443.52,26802.57,1,0,,-0.17732,0.6186
