date,group,employment_status,hours,weekly_earnings,weight,age_band,sex
2023Q4,noncollege,employed,46.54,1000.04,0.993,45-54,female
2023Q4,noncollege,employed,32.77,956.01,1.045,25-34,female
2023Q4,noncollege,employed,40.98,1141.22,1.159,45-54,female
2023Q4,noncollege,employed,45.43,1175.02,1.271,35-44,male
2023Q4,noncollege,employed,33.85,882.99,0.879,35-44,male
2023Q4,noncollege,employed,41.13,1056.92,1.15,35-44,female
2023Q4,noncollege,employed,37.92,1113.37,0.892,35-44,female
2023Q4,noncollege,employed,30.26,1093.28,1.199,25-34,male
2023Q4,noncollege,employed,41.54,1190.8,1.003,35-44,male
2023Q4,noncollege,unemployed,0.0,0.0,1.255,25-34,male
2023Q4,noncollege,employed,41.07,962.37,0.909,45-54,male
2023Q4,noncollege,unemployed,0.0,0.0,1.031,45-54,male
2023Q4,noncollege,employed,35.18,1275.61,1.26,45-54,male
2023Q4,noncollege,employed,30.89,746.45,1.327,25-34,female
2023Q4,noncollege,employed,35.15,764.33,0.924,25-34,male
2023Q4,noncollege,unemployed,0.0,0.0,0.969,35-44,female
2023Q4,noncollege,employed,32.09,936.06,1.134,35-44,female
2023Q4,noncollege,employed,41.14,786.38,1.065,25-34,female
2023Q4,noncollege,employed,34.11,825.88,0.932,35-44,male
2023Q4,noncollege,employed,42.8,1070.15,0.902,45-54,female
2023Q4,noncollege,employed,38.79,898.33,0.812,45-54,male
2023Q4,noncollege,employed,40.96,1105.79,1.316,45-54,female
2023Q4,noncollege,nilf,0.0,0.0,1.149,25-34,male
2023Q4,noncollege,employed,37.62,904.41,1.048,35-44,female
2023Q4,noncollege,unemployed,0.0,0.0,0.845,25-34,male
2023Q4,noncollege,employed,46.72,938.52,1.345,35-44,male
2023Q4,noncollege,employed,32.69,1387.92,0.919,35-44,male
2023Q4,noncollege,employed,43.57,1300.07,0.966,45-54,female
2023Q4,noncollege,nilf,0.0,0.0,1.331,45-54,male
2023Q4,noncollege,employed,35.36,789.95,1.096,45-54,male
2023Q4,noncollege,employed,41.1,1322.85,1.197,35-44,female
2023Q4,noncollege,employed,36.29,897.06,1.396,25-34,male
2023Q4,noncollege,employed,46.91,1071.42,1.363,45-54,female
2023Q4,noncollege,employed,41.0,997.47,1.192,45-54,female
2023Q4,noncollege,employed,41.28,1081.25,1.21,25-34,female
2024Q1,college,employed,27.4,1477.04,1.007,25-34,male
2024Q1,college,nilf,0.0,0.0,1.3,45-54,male
2024Q1,college,employed,45.48,1406.41,1.11,25-34,male
2024Q1,college,employed,49.53,1406.39,1.204,35-44,female
2024Q1,college,employed,38.14,1159.03,1.006,35-44,male
2024Q1,college,employed,39.56,1437.54,1.12,35-44,male
2024Q1,college,employed,37.66,1271.62,0.94,25-34,male
2024Q1,college,employed,42.12,1363.67,0.842,25-34,female
2024Q1,college,employed,40.99,1514.79,1.178,25-34,male
2024Q1,college,nilf,0.0,0.0,1.078,45-54,male
2024Q1,college,unemployed,0.0,0.0,1.078,25-34,male
2024Q1,college,employed,40.7,1227.48,1.201,45-54,male
2024Q1,college,employed,47.43,1304.43,0.908,25-34,male
2024Q1,college,employed,40.13,1435.07,1.243,45-54,male
2024Q1,college,employed,46.19,1466.78,1.123,25-34,male
2024Q1,college,employed,40.36,1352.38,1.318,45-54,male
2024Q1,college,employed,36.05,1647.38,1.09,35-44,female
2024Q1,college,employed,42.26,1538.99,1.07,35-44,female
2024Q1,college,nilf,0.0,0.0,1.218,25-34,female
2024Q1,college,employed,34.95,1266.29,0.994,35-44,female
2024Q1,college,employed,48.78,1437.54,0.98,35-44,male
2024Q1,college,employed,41.12,1124.13,1.146,35-44,male
2024Q1,college,nilf,0.0,0.0,0.844,25-34,female
2024Q1,college,employed,39.52,1265.66,0.959,35-44,female
2024Q1,college,nilf,0.0,0.0,1.224,45-54,male
2024Q1,college,nilf,0.0,0.0,0.838,25-34,male
2024Q1,college,employed,42.64,1661.18,1.349,25-34,female
2024Q1,college,employed,33.21,1454.4,1.121,45-54,female
2024Q1,college,employed,39.02,1592.52,1.368,35-44,male
2024Q1,college,employed,35.55,1431.65,1.177,45-54,male
2024Q1,college,nilf,0.0,0.0,0.974,45-54,male
2024Q1,college,employed,37.63,1193.19,1.022,25-34,female
2024Q1,college,employed,46.55,1228.9,1.282,45-54,female
2024Q1,college,employed,42.81,1553.3,1.181,45-54,female
2024Q1,college,nilf,0.0,0.0,1.015,35-44,male
2024Q1,college,employed,35.89,1497.94,0.834,25-34,male
2024Q1,college,employed,36.78,1380.55,1.261,45-54,female
2024Q1,college,employed,38.39,1240.65,0.891,35-44,male
2024Q1,college,employed,42.44,1630.25,1.391,25-34,male
2024Q1,college,employed,41.04,1200.49,1.077,35-44,female
2024Q1,college,employed,44.83,1565.85,1.059,45-54,female
2024Q1,college,nilf,0.0,0.0,1.1,45-54,female
2024Q1,college,nilf,0.0,0.0,1.042,45-54,female
2024Q1,college,nilf,0.0,0.0,1.051,45-54,male
2024Q1,college,employed,43.48,1561.35,0.907,45-54,male
2024Q1,college,nilf,0.0,0.0,1.028,25-34,female
2024Q1,college,employed,41.83,1368.2,0.966,35-44,female
2024Q1,college,unemployed,0.0,0.0,1.265,45-54,female
2024Q1,college,employed,40.69,1232.9,0.829,45-54,male
2024Q1,college,employed,35.53,1531.08,1.009,25-34,male
2024Q1,college,employed,38.51,1486.6,0.931,25-34,male
2024Q1,college,employed,37.55,1498.12,1.012,25-34,female
2024Q1,college,employed,39.42,1003.64,0.817,35-44,female
2024Q1,college,employed,43.85,1572.97,0.929,45-54,female
2024Q1,college,employed,42.32,1173.13,1.307,25-34,female
2024Q1,college,employed,37.28,1454.25,1.09,25-34,female
2024Q1,college,employed,39.28,1273.52,1.144,35-44,male
2024Q1,college,employed,39.73,1284.11,0.927,25-34,female
2024Q1,college,employed,36.66,1368.43,1.1,45-54,male
2024Q1,college,employed,35.83,1454.57,0.972,35-44,male
2024Q1,noncollege,employed,39.65,1084.89,1.186,45-54,male
2024Q1,noncollege,nilf,0.0,0.0,1.056,35-44,male
2024Q1,noncollege,nilf,0.0,0.0,1.123,45-54,female
2024Q1,noncollege,unemployed,0.0,0.0,1.395,35-44,female
2024Q1,noncollege,employed,32.38,864.01,1.306,45-54,male
2024Q1,noncollege,employed,32.73,1022.81,0.899,25-34,female
2024Q1,noncollege,employed,34.62,1049.7,1.268,45-54,male
2024Q1,noncollege,employed,29.22,1109.65,0.955,35-44,male
2024Q1,noncollege,employed,43.81,772.27,1.197,35-44,male
2024Q1,noncollege,employed,36.34,715.03,1.047,45-54,female
2024Q1,noncollege,employed,38.28,955.55,0.89,45-54,female
2024Q1,noncollege,unemployed,0.0,0.0,1.291,45-54,male
2024Q1,noncollege,employed,32.55,1211.5,0.884,25-34,female
2024Q1,noncollege,employed,40.61,1059.54,1.207,25-34,male
2024Q1,noncollege,employed,37.35,932.89,1.104,45-54,female
2024Q1,noncollege,employed,27.89,799.37,1.161,25-34,male
2024Q1,noncollege,nilf,0.0,0.0,1.151,45-54,male
2024Q1,noncollege,nilf,0.0,0.0,1.258,45-54,male
2024Q1,noncollege,employed,26.83,1033.43,1.16,35-44,female
2024Q1,noncollege,unemployed,0.0,0.0,1.061,45-54,female
2024Q1,noncollege,nilf,0.0,0.0,1.203,45-54,female
2024Q1,noncollege,employed,38.42,1008.31,1.294,45-54,female
2024Q1,noncollege,employed,44.63,863.1,1.061,35-44,female
2024Q1,noncollege,employed,42.57,973.77,1.261,35-44,male
2024Q1,noncollege,employed,39.02,1285.82,0.998,25-34,female
2024Q1,noncollege,employed,30.24,1166.88,1.055,35-44,male
2024Q1,noncollege,unemployed,0.0,0.0,0.999,25-34,female
2024Q1,noncollege,nilf,0.0,0.0,1.201,35-44,female
2024Q1,noncollege,employed,30.81,1023.66,0.875,45-54,female
2024Q1,noncollege,employed,40.64,1125.71,0.881,35-44,female
2024Q1,noncollege,employed,20.92,940.3,0.846,45-54,female
2024Q1,noncollege,employed,40.81,1368.42,0.984,45-54,female
2024Q1,noncollege,unemployed,0.0,0.0,1.073,45-54,male
2024Q1,noncollege,employed,35.4,923.82,1.389,35-44,male
2024Q1,noncollege,nilf,0.0,0.0,0.803,25-34,male
2024Q1,noncollege,employed,43.18,840.17,0.967,45-54,male
2024Q1,noncollege,employed,34.56,735.12,1.17,45-54,male
2024Q1,noncollege,employed,32.96,1054.88,1.049,35-44,male
2024Q1,noncollege,nilf,0.0,0.0,1.262,25-34,male
2024Q1,noncollege,employed,43.51,1041.24,1.056,25-34,female
2024Q1,noncollege,employed,36.69,961.74,1.398,35-44,male
2024Q1,noncollege,employed,46.49,994.59,0.884,45-54,female
2024Q1,noncollege,unemployed,0.0,0.0,1.356,35-44,male
2024Q1,noncollege,employed,39.96,875.24,0.91,25-34,female
2024Q1,noncollege,nilf,0.0,0.0,1.287,25-34,male
2024Q1,noncollege,employed,46.37,972.72,1.228,45-54,female
2024Q1,noncollege,employed,37.48,1312.14,1.116,25-34,female
2024Q1,noncollege,employed,33.87,779.4,1.022,25-34,female
2024Q1,noncollege,employed,44.83,1139.24,1.315,35-44,male
2024Q1,noncollege,nilf,0.0,0.0,1.14,45-54,female
2024Q1,noncollege,unemployed,0.0,0.0,1.218,25-34,male
2024Q1,noncollege,employed,28.28,729.86,1.375,25-34,female
2024Q1,noncollege,employed,26.26,1101.83,1.078,25-34,female
2024Q1,noncollege,employed,48.4,850.07,1.385,25-34,male
2024Q1,noncollege,employed,42.35,868.33,0.817,35-44,female
2024Q1,noncollege,employed,38.25,1207.27,0.854,25-34,male
2024Q1,noncollege,unemployed,0.0,0.0,1.108,35-44,male
2024Q1,noncollege,employed,47.51,736.92,1.223,45-54,male
2024Q1,noncollege,employed,44.01,866.4,1.253,25-34,female
2024Q1,noncollege,unemployed,0.0,0.0,1.396,35-44,male
2024Q2,college,nilf,0.0,0.0,1.104,25-34,female
2024Q2,college,employed,43.16,1523.95,1.119,45-54,male
2024Q2,college,employed,42.94,1491.18,1.199,45-54,female
2024Q2,college,employed,46.28,1356.84,1.055,45-54,female
2024Q2,college,employed,50.14,1339.83,1.077,25-34,male
2024Q2,college,employed,39.29,1278.91,1.1,45-54,female
2024Q2,college,employed,45.08,1068.44,1.057,45-54,female
2024Q2,college,employed,33.26,1420.76,1.261,25-34,female
2024Q2,college,nilf,0.0,0.0,0.947,45-54,male
2024Q2,college,employed,37.69,1543.73,0.878,45-54,male
2024Q2,college,employed,41.47,1360.52,1.303,25-34,male
2024Q2,college,nilf,0.0,0.0,0.826,25-34,male
2024Q2,college,nilf,0.0,0.0,1.383,25-34,male
2024Q2,college,employed,38.44,1406.04,1.149,25-34,male
2024Q2,college,unemployed,0.0,0.0,1.255,25-34,female
2024Q2,college,employed,38.16,1490.02,1.359,25-34,male
2024Q2,college,employed,41.14,1466.86,1.007,45-54,female
2024Q2,college,employed,39.88,914.72,0.975,25-34,male
2024Q2,college,employed,40.53,1481.0,1.049,25-34,male
2024Q2,college,nilf,0.0,0.0,1.159,35-44,female
2024Q2,college,nilf,0.0,0.0,1.09,35-44,female
2024Q2,college,employed,45.45,1328.39,1.238,25-34,male
2024Q2,college,employed,37.71,1408.73,0.939,35-44,male
2024Q2,college,employed,39.54,1098.6,0.831,25-34,male
2024Q2,college,nilf,0.0,0.0,1.086,45-54,male
2024Q2,college,nilf,0.0,0.0,1.371,35-44,male
2024Q2,college,employed,39.73,1091.57,0.938,35-44,male
2024Q2,college,employed,43.69,1770.52,1.069,45-54,female
2024Q2,college,employed,36.34,1404.73,0.802,45-54,male
2024Q2,college,nilf,0.0,0.0,1.244,25-34,female
2024Q2,college,employed,41.89,1625.73,0.959,35-44,male
2024Q2,college,employed,40.36,1424.39,0.942,25-34,female
2024Q2,college,employed,38.66,1438.33,1.264,45-54,female
2024Q2,college,employed,34.92,1480.27,0.893,45-54,female
2024Q2,college,employed,41.62,1541.83,0.931,35-44,male
2024Q2,college,employed,37.56,1605.32,1.369,45-54,female
2024Q2,college,employed,47.54,1736.94,0.973,45-54,female
2024Q2,college,employed,41.48,1588.71,1.044,35-44,male
2024Q2,college,employed,43.69,1340.7,0.872,35-44,female
2024Q2,college,employed,46.16,1525.82,1.368,35-44,female
2024Q2,college,employed,42.95,1373.84,1.345,25-34,male
2024Q2,college,employed,49.04,1687.3,0.899,45-54,female
2024Q2,college,employed,42.73,1456.66,0.961,25-34,male
2024Q2,college,employed,42.32,1086.52,1.385,25-34,male
2024Q2,college,employed,41.31,1516.55,0.948,35-44,female
2024Q2,college,employed,48.29,1691.13,1.385,35-44,female
2024Q2,college,nilf,0.0,0.0,1.012,25-34,male
2024Q2,college,employed,37.23,1826.77,1.036,35-44,female
2024Q2,college,nilf,0.0,0.0,0.867,35-44,female
2024Q2,college,employed,36.05,1417.05,1.209,35-44,male
2024Q2,college,employed,38.5,1475.55,1.044,45-54,female
2024Q2,college,nilf,0.0,0.0,1.225,45-54,female
2024Q2,college,nilf,0.0,0.0,1.309,35-44,female
2024Q2,college,employed,46.13,1353.44,1.045,45-54,female
2024Q2,college,nilf,0.0,0.0,1.215,25-34,female
2024Q2,college,employed,45.95,1222.0,1.348,35-44,male
2024Q2,college,employed,39.54,1492.55,1.105,25-34,female
2024Q2,college,employed,43.0,1724.9,1.229,45-54,female
2024Q2,college,employed,43.65,1411.47,1.378,35-44,female
2024Q2,college,employed,43.95,1399.1,1.048,35-44,male
2024Q2,noncollege,employed,32.71,827.59,1.377,45-54,male
2024Q2,noncollege,employed,44.92,1016.82,1.07,35-44,male
2024Q2,noncollege,unemployed,0.0,0.0,0.838,35-44,female
2024Q2,noncollege,employed,35.98,941.87,0.976,45-54,female
2024Q2,noncollege,employed,37.75,1047.97,1.109,45-54,male
2024Q2,noncollege,employed,43.5,1199.77,1.203,45-54,female
2024Q2,noncollege,nilf,0.0,0.0,1.12,45-54,female
2024Q2,noncollege,employed,37.72,692.41,0.904,45-54,male
2024Q2,noncollege,nilf,0.0,0.0,1.162,45-54,female
2024Q2,noncollege,employed,35.42,1286.11,0.911,25-34,male
2024Q2,noncollege,employed,35.71,945.03,1.043,25-34,male
2024Q2,noncollege,employed,44.56,937.07,1.258,35-44,female
2024Q2,noncollege,employed,33.93,1092.7,1.139,35-44,male
2024Q2,noncollege,nilf,0.0,0.0,1.165,25-34,male
2024Q2,noncollege,employed,40.46,1244.04,0.995,35-44,female
2024Q2,noncollege,employed,41.17,825.56,1.205,25-34,male
2024Q2,noncollege,unemployed,0.0,0.0,1.232,25-34,male
2024Q2,noncollege,unemployed,0.0,0.0,0.911,35-44,male
2024Q2,noncollege,employed,42.26,983.73,1.006,45-54,female
2024Q2,noncollege,unemployed,0.0,0.0,1.369,45-54,female
2024Q2,noncollege,employed,38.37,777.55,0.935,35-44,female
2024Q2,noncollege,employed,49.17,1008.78,0.971,25-34,female
2024Q2,noncollege,unemployed,0.0,0.0,1.139,25-34,male
2024Q2,noncollege,employed,38.9,1187.58,0.81,35-44,male
2024Q2,noncollege,employed,49.39,1029.4,0.881,45-54,male
2024Q2,noncollege,unemployed,0.0,0.0,1.088,35-44,male
2024Q2,noncollege,employed,30.66,949.22,1.049,25-34,female
2024Q2,noncollege,employed,37.97,962.35,1.012,45-54,female
2024Q2,noncollege,employed,36.85,858.28,1.167,25-34,male
2024Q2,noncollege,employed,37.45,1195.07,0.842,45-54,female
2024Q2,noncollege,employed,34.49,1329.38,0.986,35-44,female
2024Q2,noncollege,employed,42.92,764.77,0.831,25-34,female
2024Q2,noncollege,nilf,0.0,0.0,0.996,35-44,male
2024Q2,noncollege,employed,41.64,1222.1,1.29,35-44,male
2024Q2,noncollege,nilf,0.0,0.0,0.804,25-34,female
2024Q2,noncollege,employed,34.44,1113.6,1.328,35-44,male
2024Q2,noncollege,employed,38.62,932.37,1.357,45-54,male
2024Q2,noncollege,employed,33.24,777.45,1.015,25-34,male
2024Q2,noncollege,nilf,0.0,0.0,1.212,25-34,male
2024Q2,noncollege,nilf,0.0,0.0,0.893,45-54,female
2024Q2,noncollege,employed,45.33,1008.94,1.376,25-34,female
2024Q2,noncollege,nilf,0.0,0.0,1.021,35-44,female
2024Q2,noncollege,employed,36.53,1215.36,0.847,35-44,female
2024Q2,noncollege,nilf,0.0,0.0,1.202,35-44,female
2024Q2,noncollege,nilf,0.0,0.0,1.182,25-34,female
2024Q2,noncollege,employed,28.78,964.42,1.188,25-34,female
2024Q2,noncollege,employed,28.42,1104.78,1.364,45-54,male
2024Q2,noncollege,employed,39.92,940.03,1.374,35-44,male
2024Q2,noncollege,nilf,0.0,0.0,0.821,25-34,female
2024Q2,noncollege,unemployed,0.0,0.0,0.839,45-54,male
2024Q2,noncollege,employed,42.41,967.93,0.892,45-54,male
2024Q2,noncollege,employed,28.54,899.96,1.057,25-34,female
2024Q2,noncollege,employed,36.41,1017.21,0.913,25-34,female
2024Q2,noncollege,unemployed,0.0,0.0,1.038,45-54,female
2024Q2,noncollege,unemployed,0.0,0.0,1.24,25-34,female
2024Q2,noncollege,employed,39.8,848.46,0.837,35-44,male
2024Q2,noncollege,nilf,0.0,0.0,1.096,25-34,female
2024Q2,noncollege,employed,37.52,1015.28,1.151,25-34,female
2024Q2,noncollege,employed,42.7,842.27,0.89,35-44,male
2024Q2,noncollege,nilf,0.0,0.0,1.076,35-44,female
2024Q3,college,employed,42.47,1690.7,1.306,35-44,female
2024Q3,college,employed,38.94,1332.03,1.053,35-44,female
2024Q3,college,nilf,0.0,0.0,1.12,25-34,male
2024Q3,college,employed,35.21,1604.78,1.084,35-44,female
2024Q3,college,employed,45.42,1590.69,1.144,45-54,male
2024Q3,college,employed,39.85,1621.9,1.118,45-54,male
2024Q3,college,employed,37.3,1703.7,1.115,35-44,female
2024Q3,college,employed,47.36,1288.97,1.302,35-44,male
2024Q3,college,employed,34.18,1096.1,1.341,35-44,male
2024Q3,college,employed,42.56,1668.09,1.18,45-54,male
2024Q3,college,employed,48.98,1365.68,1.393,45-54,male
2024Q3,college,employed,39.78,1288.03,0.939,45-54,female
2024Q3,college,employed,44.4,1485.31,0.99,35-44,female
2024Q3,college,employed,41.37,1704.72,1.129,25-34,female
2024Q3,college,employed,46.71,1301.79,0.859,25-34,male
2024Q3,college,employed,34.12,1583.06,1.12,25-34,female
2024Q3,college,employed,43.17,1656.21,1.299,45-54,male
2024Q3,college,nilf,0.0,0.0,1.292,45-54,female
2024Q3,college,employed,39.88,1573.97,1.202,35-44,female
2024Q3,college,nilf,0.0,0.0,1.044,35-44,male
2024Q3,college,nilf,0.0,0.0,0.899,45-54,male
2024Q3,college,employed,40.47,1169.81,1.33,25-34,male
2024Q3,college,employed,41.84,1264.36,1.061,35-44,male
2024Q3,college,employed,43.43,1717.8,1.115,25-34,female
2024Q3,college,employed,40.28,1432.96,1.247,45-54,male
2024Q3,college,employed,38.93,1648.81,1.082,45-54,male
2024Q3,college,nilf,0.0,0.0,0.809,25-34,male
2024Q3,college,nilf,0.0,0.0,0.966,25-34,female
2024Q3,college,employed,39.6,1457.08,1.27,25-34,male
2024Q3,college,employed,37.54,1375.87,1.01,35-44,male
2024Q3,college,nilf,0.0,0.0,1.261,35-44,male
2024Q3,college,employed,40.78,1479.66,1.135,35-44,male
2024Q3,college,employed,40.51,1418.63,1.115,45-54,male
2024Q3,college,employed,38.05,1727.49,0.853,25-34,female
2024Q3,college,employed,39.89,1268.03,0.921,45-54,female
2024Q3,college,unemployed,0.0,0.0,0.922,45-54,female
2024Q3,college,employed,38.76,1815.4,0.942,25-34,female
2024Q3,college,employed,42.25,1626.97,0.962,45-54,female
2024Q3,college,employed,39.01,1607.35,0.964,45-54,female
2024Q3,college,employed,45.09,1708.75,0.95,35-44,female
2024Q3,college,nilf,0.0,0.0,1.03,45-54,male
2024Q3,college,employed,41.93,1583.1,0.897,45-54,female
2024Q3,college,employed,46.15,1406.25,1.014,35-44,female
2024Q3,college,employed,39.55,1212.87,1.36,35-44,male
2024Q3,college,employed,37.57,1556.71,1.002,45-54,female
2024Q3,college,employed,33.18,1672.72,1.334,45-54,female
2024Q3,college,employed,39.55,1608.4,0.813,35-44,male
2024Q3,college,employed,39.89,1610.92,1.138,25-34,male
2024Q3,college,employed,47.07,1092.29,1.199,45-54,male
2024Q3,college,employed,36.18,1492.93,1.347,35-44,female
2024Q3,college,nilf,0.0,0.0,1.21,45-54,male
2024Q3,college,employed,35.62,1483.64,1.091,45-54,female
2024Q3,college,nilf,0.0,0.0,1.049,35-44,male
2024Q3,college,employed,42.74,1168.06,1.017,45-54,female
2024Q3,college,nilf,0.0,0.0,1.047,35-44,female
2024Q3,college,nilf,0.0,0.0,0.976,35-44,male
2024Q3,college,nilf,0.0,0.0,1.372,35-44,male
2024Q3,college,employed,37.99,1652.12,1.392,25-34,female
2024Q3,college,employed,35.25,1487.82,1.056,25-34,male
2024Q3,college,employed,35.52,1226.68,1.08,35-44,female
2024Q3,noncollege,nilf,0.0,0.0,1.142,45-54,female
2024Q3,noncollege,employed,43.95,1099.45,1.157,35-44,female
2024Q3,noncollege,employed,39.97,1005.7,0.864,45-54,male
2024Q3,noncollege,employed,38.15,1117.7,1.291,35-44,male
2024Q3,noncollege,employed,35.47,969.27,1.178,35-44,male
2024Q3,noncollege,nilf,0.0,0.0,0.854,25-34,female
2024Q3,noncollege,nilf,0.0,0.0,0.877,45-54,female
2024Q3,noncollege,unemployed,0.0,0.0,0.801,25-34,male
2024Q3,noncollege,employed,35.77,1051.6,1.315,45-54,female
2024Q3,noncollege,unemployed,0.0,0.0,1.057,35-44,male
2024Q3,noncollege,nilf,0.0,0.0,1.21,25-34,female
2024Q3,noncollege,employed,41.08,1199.24,0.92,45-54,male
2024Q3,noncollege,employed,34.58,1016.38,1.35,35-44,female
2024Q3,noncollege,employed,44.29,1245.87,1.182,45-54,female
2024Q3,noncollege,employed,30.69,1122.18,1.374,45-54,male
2024Q3,noncollege,unemployed,0.0,0.0,1.31,45-54,male
2024Q3,noncollege,employed,30.92,847.7,1.049,45-54,female
2024Q3,noncollege,employed,42.83,646.49,1.192,35-44,male
2024Q3,noncollege,employed,32.49,1426.37,0.988,45-54,male
2024Q3,noncollege,nilf,0.0,0.0,1.321,35-44,female
2024Q3,noncollege,employed,50.42,1079.45,1.308,45-54,female
2024Q3,noncollege,employed,30.78,762.54,1.163,35-44,male
2024Q3,noncollege,employed,31.17,758.62,0.843,45-54,male
2024Q3,noncollege,employed,48.21,835.04,1.164,45-54,female
2024Q3,noncollege,nilf,0.0,0.0,1.203,35-44,male
2024Q3,noncollege,employed,47.56,1006.46,1.164,45-54,male
2024Q3,noncollege,employed,37.26,814.39,0.919,35-44,male
2024Q3,noncollege,employed,36.68,840.85,0.97,35-44,male
2024Q3,noncollege,employed,42.16,867.53,0.87,35-44,male
2024Q3,noncollege,employed,26.75,727.07,1.231,35-44,male
2024Q3,noncollege,employed,40.46,1024.33,0.905,35-44,female
2024Q3,noncollege,employed,32.88,1154.46,0.894,35-44,female
2024Q3,noncollege,nilf,0.0,0.0,1.033,35-44,male
2024Q3,noncollege,nilf,0.0,0.0,1.263,35-44,female
2024Q3,noncollege,unemployed,0.0,0.0,0.987,45-54,female
2024Q3,noncollege,employed,30.2,958.83,1.048,45-54,female
2024Q3,noncollege,employed,32.16,1146.13,1.138,45-54,female
2024Q3,noncollege,employed,34.9,1312.91,1.349,25-34,male
2024Q3,noncollege,employed,38.04,1112.73,1.282,45-54,male
2024Q3,noncollege,employed,46.38,897.66,0.919,25-34,male
2024Q3,noncollege,unemployed,0.0,0.0,1.081,35-44,female
2024Q3,noncollege,employed,32.9,801.37,1.294,25-34,female
2024Q3,noncollege,employed,24.8,875.48,0.866,35-44,female
2024Q3,noncollege,employed,37.97,907.26,0.847,35-44,male
2024Q3,noncollege,employed,46.45,788.48,0.986,35-44,female
2024Q3,noncollege,employed,44.49,802.34,1.145,25-34,male
2024Q3,noncollege,employed,26.04,1051.48,1.314,35-44,female
2024Q3,noncollege,employed,49.24,1083.0,1.011,25-34,male
2024Q3,noncollege,unemployed,0.0,0.0,1.06,35-44,male
2024Q3,noncollege,nilf,0.0,0.0,1.082,35-44,female
2024Q3,noncollege,nilf,0.0,0.0,1.076,45-54,female
2024Q3,noncollege,employed,44.99,1006.03,1.035,25-34,male
2024Q3,noncollege,unemployed,0.0,0.0,1.332,45-54,female
2024Q3,noncollege,employed,41.54,919.99,1.376,25-34,male
2024Q3,noncollege,employed,38.22,1146.89,1.292,25-34,male
2024Q3,noncollege,employed,48.27,925.79,1.016,25-34,male
2024Q3,noncollege,nilf,0.0,0.0,0.853,45-54,male
2024Q3,noncollege,employed,36.31,970.1,0.835,25-34,male
2024Q3,noncollege,employed,25.35,810.86,1.346,35-44,female
2024Q3,noncollege,nilf,0.0,0.0,1.062,45-54,female
2024Q4,college,employed,35.78,1399.64,1.115,35-44,female
2024Q4,college,employed,43.65,1702.58,1.203,45-54,female
2024Q4,college,employed,38.77,1677.65,1.015,45-54,male
2024Q4,college,employed,37.8,1639.55,1.228,45-54,female
2024Q4,college,employed,39.31,1320.76,0.862,45-54,female
2024Q4,college,employed,38.85,1434.03,1.075,45-54,male
2024Q4,college,employed,42.7,1792.18,1.228,35-44,female
2024Q4,college,employed,33.87,1612.31,0.84,45-54,male
2024Q4,college,employed,47.08,1608.28,1.279,35-44,female
2024Q4,college,employed,37.37,1851.55,1.061,35-44,male
2024Q4,college,employed,49.55,1613.97,1.083,35-44,male
2024Q4,college,employed,39.0,1275.36,1.279,35-44,female
2024Q4,college,employed,43.72,1669.4,0.813,25-34,female
2024Q4,college,employed,40.87,1289.64,0.855,45-54,male
2024Q4,college,employed,39.45,1439.48,1.273,45-54,female
2024Q4,college,employed,38.13,1410.96,1.372,35-44,male
2024Q4,college,unemployed,0.0,0.0,1.027,35-44,male
2024Q4,college,employed,48.56,1314.33,1.067,45-54,female
2024Q4,college,unemployed,0.0,0.0,0.93,35-44,female
2024Q4,college,nilf,0.0,0.0,1.165,25-34,male
2024Q4,college,employed,35.22,1356.92,1.348,25-34,male
2024Q4,college,employed,47.24,1559.47,1.044,25-34,male
2024Q4,college,employed,34.19,1384.61,0.886,45-54,female
2024Q4,college,employed,32.77,1522.59,1.143,35-44,female
2024Q4,college,employed,39.91,1741.2,1.042,25-34,male
2024Q4,college,employed,40.11,1388.82,1.033,45-54,female
2024Q4,college,unemployed,0.0,0.0,1.384,35-44,male
2024Q4,college,unemployed,0.0,0.0,0.844,45-54,male
2024Q4,college,employed,39.4,1510.91,1.314,25-34,female
2024Q4,college,employed,44.12,1507.43,0.941,35-44,male
2024Q4,college,unemployed,0.0,0.0,1.221,25-34,male
2024Q4,college,employed,40.89,1364.5,0.972,25-34,female
2024Q4,college,employed,40.52,1804.19,1.301,45-54,female
2024Q4,college,employed,38.01,1300.76,1.12,35-44,male
2024Q4,college,employed,34.83,1133.91,1.326,45-54,male
2024Q4,college,employed,41.41,1457.45,1.006,25-34,female
2024Q4,college,employed,45.41,1316.3,1.072,35-44,female
2024Q4,college,unemployed,0.0,0.0,0.958,45-54,male
2024Q4,college,employed,40.96,1510.76,0.863,25-34,male
2024Q4,college,employed,39.84,1461.89,0.843,45-54,male
2024Q4,college,nilf,0.0,0.0,1.109,35-44,female
2024Q4,college,employed,44.98,1474.17,1.199,35-44,female
2024Q4,college,nilf,0.0,0.0,0.904,45-54,female
2024Q4,college,employed,40.92,1652.37,1.004,35-44,female
2024Q4,college,employed,43.21,1495.32,0.865,25-34,male
2024Q4,college,employed,42.45,1682.49,1.266,25-34,male
2024Q4,college,unemployed,0.0,0.0,1.254,35-44,male
2024Q4,college,employed,43.0,1678.72,1.021,35-44,male
2024Q4,college,employed,36.27,1304.3,1.217,35-44,male
2024Q4,college,employed,38.76,1634.6,1.338,35-44,male
