county_id,neighbor_county_id,distance_miles,same_pair,neighbor_treated_policy_side
C12E,C10W,40.909,0,0
C12E,C10E,36.1791,0,1
C12E,C11W,23.7578,0,1
C12E,C11E,18.4884,0,0
C12E,C12W,7.4356,1,0
C12E,C13W,96.018,0,1
C12E,C13E,91.6304,0,0
C12E,C14W,79.6072,0,0
C12E,C14E,73.8816,0,1
C12E,C15W,62.9353,0,1
C12E,C15E,57.6205,0,0
C12E,C16W,46.3846,0,0
C12E,C16E,41.1582,0,1
C12E,C17W,33.4697,0,1
C12E,C17E,25.7121,0,0
C12E,C18W,18.9423,0,0
C12E,C18E,18.8761,0,1
C13W,C01W,38.6783,0,1
C13W,C01E,37.0766,0,0
C13W,C02W,41.8554,0,0
C13W,C02E,44.8072,0,1
C13W,C03W,49.5718,0,1
C13W,C03E,56.0817,0,0
C13W,C04W,64.7066,0,0
C13W,C04E,65.8984,0,1
C13W,C05W,77.0585,0,1
C13W,C05E,85.9331,0,0
C13W,C06W,95.1214,0,0
C13W,C06E,102.6727,0,1
C13W,C07W,21.1278,0,1
C13W,C07E,18.6715,0,0
C13W,C08W,25.0403,0,0
C13W,C08E,29.7326,0,1
C13W,C09W,37.8319,0,1
C13W,C09E,43.2194,0,0
C13W,C10W,55.8744,0,0
C13W,C10E,61.5998,0,1
C13W,C11W,72.4237,0,1
C13W,C11E,77.5516,0,0
C13W,C12W,88.5944,0,0
C13W,C12E,96.018,0,1
C13W,C13E,6.0633,1,0
C13W,C14W,16.4108,0,0
C13W,C14E,22.9807,0,1
C13W,C15W,34.6697,0,1
C13W,C15E,39.3264,0,0
C13W,C16W,51.5746,0,0
C13W,C16E,58.2979,0,1
C13W,C17W,68.1015,0,1
C13W,C17E,75.8277,0,0
C13W,C18W,87.7542,0,0
C13W,C18E,93.4859,0,1
C13E,C01W,34.1448,0,1
C13E,C01E,31.9648,0,0
C13E,C02W,36.0267,0,0
C13E,C02E,38.7546,0,1
C13E,C03W,43.5684,0,1
C13E,C03E,50.0876,0,0
C13E,C04W,58.929,0,0
C13E,C04E,60.3722,0,1
C13E,C05W,71.7818,0,1
C13E,C05E,80.5474,0,0
C13E,C06W,90.029,0,0
C13E,C06E,97.608,0,1
C13E,C07W,17.1568,0,1
C13E,C07E,13.4421,0,0
C13E,C08W,19.0111,0,0
C13E,C08E,23.9786,0,1
C13E,C09W,32.4041,0,1
C13E,C09E,37.9658,0,0
C13E,C10W,51.1084,0,0
C13E,C10E,56.679,0,1
C13E,C11W,67.9252,0,1
C13E,C11E,73.142,0,0
C13E,C12W,84.2347,0,0
C13E,C12E,91.6304,0,1
C13E,C13W,6.0633,1,1
C13E,C14W,12.6136,0,0
C13E,C14E,20.2248,0,1
C13E,C15W,31.7154,0,1
C13E,C15E,35.9129,0,0
C13E,C16W,48.1886,0,0
C13E,C16E,55.0464,0,1
C13E,C17W,64.8594,0,1
C13E,C17E,72.3488,0,0
C13E,C18W,84.2478,0,0
C13E,C18E,90.0302,0,1
C14W,C01W,39.5612,0,1
C14W,C01E,35.6968,0,0
C14W,C02W,35.734,0,0
C14W,C02E,35.3168,0,1
C14W,C03W,37.3002,0,1
C14W,C03E,43.4992,0,0
C14W,C04W,50.4032,0,0
C14W,C04E,50.6892,0,1
C14W,C05W,61.265,0,1
C14W,C05E,70.3028,0,0
C14W,C06W,79.0435,0,0
C14W,C06E,86.557,0,1
C14W,C07W,25.5808,0,1
C14W,C07E,19.6302,0,0
C14W,C08W,15.5187,0,0
C14W,C08E,16.6108,0,1
C14W,C09W,22.8029,0,1
C14W,C09E,27.64,0,0
C14W,C10W,39.5982,0,0
C14W,C10E,45.4241,0,1
C14W,C11W,56.0248,0,1
C14W,C11E,61.142,0,0
C14W,C12W,72.1839,0,0
C14W,C12E,79.6072,0,1
C14W,C13W,16.4108,0,1
C14W,C13E,12.6136,0,0
C14W,C14E,8.0209,1,1
C14W,C15W,19.1585,0,1
C14W,C15E,23.3074,0,0
C14W,C16W,35.5889,0,0
C14W,C16E,42.4359,0,1
C14W,C17W,52.2504,0,1
C14W,C17E,59.7797,0,0
C14W,C18W,71.6899,0,0
C14W,C18E,77.4614,0,1
C14E,C01W,46.5251,0,1
C14E,C01E,42.2082,0,0
C14E,C02W,40.5884,0,0
C14E,C02E,38.4736,0,1
C14E,C03W,38.3955,0,1
C14E,C03E,44.0714,0,0
C14E,C04W,49.0876,0,0
C14E,C04E,48.2199,0,1
C14E,C05W,57.6886,0,1
C14E,C05E,66.9205,0,0
C14E,C06W,74.7417,0,0
C14E,C06E,82.1286,0,1
C14E,C07W,33.4455,0,1
C14E,C07E,27.3305,0,0
C14E,C08W,20.6469,0,0
C14E,C08E,18.9381,0,1
C14E,C09W,21.8927,0,1
C14E,C09E,25.3789,0,0
C14E,C10W,35.1217,0,0
C14E,C10E,41.1864,0,1
C14E,C11W,50.6569,0,1
C14E,C11E,55.5621,0,0
C14E,C12W,66.4475,0,0
C14E,C12E,73.8816,0,1
C14E,C13W,22.9807,0,1
C14E,C13E,20.2248,0,0
C14E,C14W,8.0209,1,0
C14E,C15W,11.6903,0,1
C14E,C15E,16.4797,0,0
C14E,C16W,28.6429,0,0
C14E,C16E,35.3227,0,1
C14E,C17W,45.1222,0,1
C14E,C17E,52.8895,0,0
C14E,C18W,64.8151,0,0
C14E,C18E,70.5294,0,1
C15W,C01W,54.1008,0,1
C15W,C01E,49.092,0,0
C15W,C02W,44.9107,0,0
C15W,C02E,40.4249,0,1
C15W,C03W,37.3602,0,1
C15W,C03E,41.8816,0,0
C15W,C04W,43.9192,0,0
C15W,C04E,41.4737,0,1
C15W,C05W,49.2087,0,1
C15W,C05E,58.5169,0,0
C15W,C06W,65.1769,0,0
C15W,C06E,72.3706,0,1
C15W,C07W,43.3009,0,1
C15W,C07E,36.9182,0,0
C15W,C08W,27.1664,0,0
C15W,C08E,22.4734,0,1
C15W,C09W,20.227,0,1
C15W,C09E,20.8779,0,0
C15W,C10W,26.2044,0,0
C15W,C10E,32.3196,0,1
C15W,C11W,40.2161,0,1
C15W,C11E,44.8559,0,0
C15W,C12W,55.5259,0,0
C15W,C12E,62.9353,0,1
C15W,C13W,34.6697,0,1
C15W,C13E,31.7154,0,0
C15W,C14W,19.1585,0,0
C15W,C14E,11.6903,0,1
C15W,C15E,5.439,1,0
C15W,C16W,17.0644,0,0
C15W,C16E,23.6517,0,1
C15W,C17W,33.44,0,1
C15W,C17E,41.2623,0,0
C15W,C18W,53.1811,0,0
C15W,C18E,58.8752,0,1
C15E,C01W,55.416,0,1
C15E,C01E,50.1143,0,0
C15E,C02W,44.7417,0,0
C15E,C02E,39.2593,0,1
C15E,C03W,34.9371,0,1
C15E,C03E,38.8442,0,0
C15E,C04W,39.6696,0,0
C15E,C04E,36.7124,0,1
C15E,C05W,43.949,0,1
C15E,C05E,53.2509,0,0
C15E,C06W,59.7514,0,0
C15E,C06E,66.9345,0,1
C15E,C07W,46.091,0,1
C15E,C07E,39.6539,0,0
C15E,C08W,28.6899,0,0
C15E,C08E,22.9852,0,1
C15E,C09W,18.5009,0,1
C15E,C09E,17.6641,0,0
C15E,C10W,20.9651,0,0
C15E,C10E,27.0463,0,1
C15E,C11W,34.791,0,1
C15E,C11E,39.4707,0,0
C15E,C12W,50.2001,0,0
C15E,C12E,57.6205,0,1
C15E,C13W,39.3264,0,1
C15E,C13E,35.9129,0,0
C15E,C14W,23.3074,0,0
C15E,C14E,16.4797,0,1
C15E,C15W,5.439,1,1
C15E,C16W,12.2849,0,0
C15E,C16E,19.1383,0,1
C15E,C17W,28.9473,0,1
C15E,C17E,36.516,0,0
C15E,C18W,48.4394,0,0
C15E,C18E,54.1898,0,1
C16W,C01W,65.4005,0,1
C16W,C01E,59.809,0,0
C16W,C02W,52.8714,0,0
C16W,C02E,45.916,0,1
C16W,C03W,39.2861,0,1
C16W,C03E,41.4282,0,0
C16W,C04W,38.3893,0,0
C16W,C04E,33.4237,0,1
C16W,C05W,37.2041,0,1
C16W,C05E,46.1858,0,0
C16W,C06W,50.6862,0,0
C16W,C06E,57.4556,0,1
C16W,C07W,57.6579,0,1
C16W,C07E,51.2345,0,0
C16W,C08W,39.445,0,0
C16W,C08E,32.9755,0,1
C16W,C09W,25.9572,0,1
C16W,C09E,22.3259,0,0
C16W,C10W,16.4339,0,0
C16W,C10E,21.2556,0,1
C16W,C11W,24.8714,0,1
C16W,C11E,28.8682,0,0
C16W,C12W,39.056,0,0
C16W,C12E,46.3846,0,1
C16W,C13W,51.5746,0,1
C16W,C13E,48.1886,0,0
C16W,C14W,35.5889,0,0
C16W,C14E,28.6429,0,1
C16W,C15W,17.0644,0,1
C16W,C15E,12.2849,0,0
C16W,C16E,6.9427,1,1
C16W,C17W,16.6948,0,1
C16W,C17E,24.2535,0,0
C16W,C18W,36.1802,0,0
C16W,C18E,41.9158,0,1
C16E,C01W,71.9306,0,1
C16E,C01E,66.2719,0,0
C16E,C02W,58.8827,0,0
C16E,C02E,51.4991,0,1
C16E,C03W,44.1446,0,1
C16E,C03E,45.5011,0,0
C16E,C04W,40.6983,0,0
C16E,C04E,34.833,0,1
C16E,C05W,36.1338,0,1
C16E,C05E,44.5831,0,0
C16E,C06W,47.4241,0,0
C16E,C06E,53.7497,0,1
C16E,C07W,64.5666,0,1
C16E,C07E,58.1486,0,0
C16E,C08W,46.2423,0,0
C16E,C08E,39.6582,0,1
C16E,C09W,32.1894,0,1
C16E,C09E,27.9683,0,0
C16E,C10W,18.8011,0,0
C16E,C10E,22.0396,0,1
C16E,C11W,21.6868,0,1
C16E,C11E,24.7171,0,0
C16E,C12W,34.0271,0,0
C16E,C12E,41.1582,0,1
C16E,C13W,58.2979,0,1
C16E,C13E,55.0464,0,0
C16E,C14W,42.4359,0,0
C16E,C14E,35.3227,0,1
C16E,C15W,23.6517,0,1
C16E,C15E,19.1383,0,0
C16E,C16W,6.9427,1,0
C16E,C17W,9.8175,0,1
C16E,C17E,17.6725,0,0
C16E,C18W,29.5601,0,0
C16E,C18E,35.2283,0,1
C17W,C01W,80.6451,0,1
C17W,C01E,74.8907,0,0
C17W,C02W,66.8399,0,0
C17W,C02E,58.9166,0,1
C17W,C03W,50.7164,0,1
C17W,C03E,51.0244,0,0
C17W,C04W,44.0878,0,0
C17W,C04E,37.3383,0,1
C17W,C05W,35.1215,0,1
C17W,C05E,42.3607,0,0
C17W,C06W,42.6128,0,0
C17W,C06E,48.1108,0,1
C17W,C07W,74.0679,0,1
C17W,C07E,67.673,0,0
C17W,C08W,55.5134,0,0
C17W,C08E,48.7568,0,1
C17W,C09W,40.7339,0,1
C17W,C09E,35.9121,0,0
C17W,C10W,24.0019,0,0
C17W,C10E,24.9407,0,1
C17W,C11W,18.8629,0,1
C17W,C11E,19.7555,0,0
C17W,C12W,26.8711,0,0
C17W,C12E,33.4697,0,1
C17W,C13W,68.1015,0,1
C17W,C13E,64.8594,0,0
C17W,C14W,52.2504,0,0
C17W,C14E,45.1222,0,1
C17W,C15W,33.44,0,1
C17W,C15E,28.9473,0,0
C17W,C16W,16.6948,0,0
C17W,C16E,9.8175,0,1
C17W,C17E,8.2939,1,0
C17W,C18W,19.9301,0,0
C17W,C18E,25.5051,0,1
C17E,C01W,86.0914,0,1
C17E,C01E,80.2499,0,0
C17E,C02W,71.5031,0,0
C17E,C02E,63.1084,0,1
C17E,C03W,54.2336,0,1
C17E,C03E,53.5789,0,0
C17E,C04W,44.9953,0,0
C17E,C04E,37.8,0,1
C17E,C05W,32.7315,0,1
C17E,C05E,38.604,0,0
C17E,C06W,36.7463,0,0
C17E,C06E,41.5167,0,1
C17E,C07W,80.6855,0,1
C17E,C07E,74.3547,0,0
C17E,C08W,61.8532,0,0
C17E,C08E,54.9214,0,1
C17E,C09W,46.3764,0,1
C17E,C09E,41.0801,0,0
C17E,C10W,27.6189,0,0
C17E,C10E,26.6919,0,1
C17E,C11W,16.639,0,1
C17E,C11E,15.2051,0,0
C17E,C12W,19.6353,0,0
C17E,C12E,25.7121,0,1
C17E,C13W,75.8277,0,1
C17E,C13E,72.3488,0,0
C17E,C14W,59.7797,0,0
C17E,C14E,52.8895,0,1
C17E,C15W,41.2623,0,1
C17E,C15E,36.516,0,0
C17E,C16W,24.2535,0,0
C17E,C16E,17.6725,0,1
C17E,C17W,8.2939,1,1
C17E,C18W,11.9267,0,0
C17E,C18E,17.682,0,1
C18W,C01W,96.8642,0,1
C18W,C01E,90.9809,0,0
C18W,C02W,81.742,0,0
C18W,C02E,73.0343,0,1
C18W,C03W,63.7056,0,1
C18W,C03E,62.1922,0,0
C18W,C04W,52.2018,0,0
C18W,C04E,44.8549,0,1
C18W,C05W,36.7072,0,1
C18W,C05E,40.0463,0,0
C18W,C06W,34.3616,0,0
C18W,C06E,37.1157,0,1
C18W,C07W,92.2343,0,1
C18W,C07E,85.948,0,0
C18W,C08W,73.298,0,0
C18W,C08E,66.2989,0,1
C18W,C09W,57.5123,0,1
C18W,C09E,51.9895,0,0
C18W,C10W,37.8918,0,0
C18W,C10E,35.6528,0,1
C18W,C11W,23.2276,0,1
C18W,C11E,19.1263,0,0
C18W,C12W,15.9917,0,0
C18W,C12E,18.9423,0,1
C18W,C13W,87.7542,0,1
C18W,C13E,84.2478,0,0
C18W,C14W,71.6899,0,0
C18W,C14E,64.8151,0,1
C18W,C15W,53.1811,0,1
C18W,C15E,48.4394,0,0
C18W,C16W,36.1802,0,0
C18W,C16E,29.5601,0,1
C18W,C17W,19.9301,0,1
C18W,C17E,11.9267,0,0
C18W,C18E,5.8305,1,1
C18E,C01W,102.5618,0,1
C18E,C01E,96.672,0,0
C18E,C02W,87.3231,0,0
C18E,C02E,78.5467,0,1
C18E,C03W,69.1177,0,1
C18E,C03E,67.3699,0,0
C18E,C04W,57.0123,0,0
C18E,C04E,49.6859,0,1
C18E,C05W,40.6849,0,1
C18E,C05E,42.988,0,0
C18E,C06W,35.772,0,0
C18E,C06E,37.3618,0,1
C18E,C07W,98.0605,0,1
C18E,C07E,91.777,0,0
C18E,C08W,79.117,0,0
C18E,C08E,72.1121,0,1
C18E,C09W,63.2975,0,1
C18E,C09E,57.7436,0,0
C18E,C10W,43.5644,0,0
C18E,C10E,41.0741,0,1
C18E,C11W,28.3494,0,1
C18E,C11E,23.8139,0,0
C18E,C12W,18.221,0,0
C18E,C12E,18.8761,0,1
C18E,C13W,93.4859,0,1
C18E,C13E,90.0302,0,0
C18E,C14W,77.4614,0,0
C18E,C14E,70.5294,0,1
C18E,C15W,58.8752,0,1
C18E,C15E,54.1898,0,0
C18E,C16W,41.9158,0,0
C18E,C16E,35.2283,0,1
C18E,C17W,25.5051,0,1
C18E,C17E,17.682,0,0
C18E,C18W,5.8305,1,0
