applicant_id,applicant_group,job_frame,offered_wage_index,care_obligation_index,self_promotion_confidence_index,perceived_norm_fit_index,application_submitted
app-0479,women,competitive,1.06,0.42,0.77,0.364,0
app-0480,men,competitive,1.06,0.42,0.77,0.654,0
app-0481,women,competitive_with_flexibility,1.04,0.42,0.77,0.496,0
app-0482,men,competitive_with_flexibility,1.04,0.42,0.77,0.596,0
app-0483,women,competitive_with_flexibility,1.04,0.48,0.44,0.508,0
app-0484,men,competitive_with_flexibility,1.04,0.48,0.44,0.608,0
app-0485,women,competitive_with_flexibility,1.04,0.54,0.495,0.52,0
app-0486,men,competitive_with_flexibility,1.04,0.54,0.495,0.62,0
app-0487,women,competitive_with_flexibility,1.04,0.24,0.55,0.532,0
app-0488,men,competitive_with_flexibility,1.04,0.24,0.55,0.632,0
app-0489,women,competitive_with_flexibility,1.04,0.3,0.605,0.544,0
app-0490,men,competitive_with_flexibility,1.04,0.3,0.605,0.644,0
app-0491,women,competitive_with_flexibility,1.04,0.36,0.66,0.496,0
app-0492,men,competitive_with_flexibility,1.04,0.36,0.66,0.596,1
app-0493,women,competitive_with_flexibility,1.04,0.42,0.715,0.508,1
app-0494,men,competitive_with_flexibility,1.04,0.42,0.715,0.608,1
app-0495,women,competitive_with_flexibility,1.04,0.48,0.77,0.52,1
app-0496,men,competitive_with_flexibility,1.04,0.48,0.77,0.62,1
app-0497,women,competitive_with_flexibility,1.04,0.54,0.44,0.532,1
app-0498,men,competitive_with_flexibility,1.04,0.54,0.44,0.632,1
app-0499,women,competitive_with_flexibility,1.04,0.24,0.495,0.544,1
app-0500,men,competitive_with_flexibility,1.04,0.24,0.495,0.644,1
app-0501,women,competitive_with_flexibility,1.04,0.3,0.55,0.496,1
app-0502,men,competitive_with_flexibility,1.04,0.3,0.55,0.596,1
app-0503,women,competitive_with_flexibility,1.04,0.36,0.605,0.508,1
app-0504,men,competitive_with_flexibility,1.04,0.36,0.605,0.608,1
app-0505,women,competitive_with_flexibility,1.04,0.42,0.66,0.52,0
app-0506,men,competitive_with_flexibility,1.04,0.42,0.66,0.62,0
app-0507,women,competitive_with_flexibility,1.04,0.48,0.715,0.532,0
app-0508,men,competitive_with_flexibility,1.04,0.48,0.715,0.632,0
app-0509,women,competitive_with_flexibility,1.04,0.54,0.77,0.544,0
app-0510,men,competitive_with_flexibility,1.04,0.54,0.77,0.644,0
app-0511,women,competitive_with_flexibility,1.04,0.24,0.44,0.496,0
app-0512,men,competitive_with_flexibility,1.04,0.24,0.44,0.596,0
app-0513,women,competitive_with_flexibility,1.04,0.3,0.495,0.508,0
app-0514,men,competitive_with_flexibility,1.04,0.3,0.495,0.608,0
app-0515,women,competitive_with_flexibility,1.04,0.36,0.55,0.52,0
app-0516,men,competitive_with_flexibility,1.04,0.36,0.55,0.62,0
app-0517,women,competitive_with_flexibility,1.04,0.42,0.605,0.532,0
app-0518,men,competitive_with_flexibility,1.04,0.42,0.605,0.632,0
app-0519,women,competitive_with_flexibility,1.04,0.48,0.66,0.544,1
app-0520,men,competitive_with_flexibility,1.04,0.48,0.66,0.644,1
app-0521,women,competitive_with_flexibility,1.04,0.54,0.715,0.496,1
app-0522,men,competitive_with_flexibility,1.04,0.54,0.715,0.596,1
app-0523,women,competitive_with_flexibility,1.04,0.24,0.77,0.508,1
app-0524,men,competitive_with_flexibility,1.04,0.24,0.77,0.608,1
app-0525,women,competitive_with_flexibility,1.04,0.3,0.44,0.52,1
app-0526,men,competitive_with_flexibility,1.04,0.3,0.44,0.62,1
app-0527,women,competitive_with_flexibility,1.04,0.36,0.495,0.532,1
app-0528,men,competitive_with_flexibility,1.04,0.36,0.495,0.632,1
app-0529,women,competitive_with_flexibility,1.04,0.42,0.55,0.544,1
app-0530,men,competitive_with_flexibility,1.04,0.42,0.55,0.644,1
app-0531,women,competitive_with_flexibility,1.04,0.48,0.605,0.496,0
app-0532,men,competitive_with_flexibility,1.04,0.48,0.605,0.596,0
app-0533,women,competitive_with_flexibility,1.04,0.54,0.66,0.508,0
app-0534,men,competitive_with_flexibility,1.04,0.54,0.66,0.608,0
app-0535,women,competitive_with_flexibility,1.04,0.24,0.715,0.52,0
app-0536,men,competitive_with_flexibility,1.04,0.24,0.715,0.62,0
app-0537,women,competitive_with_flexibility,1.04,0.3,0.77,0.532,0
app-0538,men,competitive_with_flexibility,1.04,0.3,0.77,0.632,0
app-0539,women,competitive_with_flexibility,1.04,0.36,0.44,0.544,0
app-0540,men,competitive_with_flexibility,1.04,0.36,0.44,0.644,0
app-0541,women,competitive_with_flexibility,1.04,0.42,0.495,0.496,0
app-0542,men,competitive_with_flexibility,1.04,0.42,0.495,0.596,0
app-0543,women,competitive_with_flexibility,1.04,0.48,0.55,0.508,0
app-0544,men,competitive_with_flexibility,1.04,0.48,0.55,0.608,0
app-0545,women,competitive_with_flexibility,1.04,0.54,0.605,0.52,0
app-0546,men,competitive_with_flexibility,1.04,0.54,0.605,0.62,1
app-0547,women,competitive_with_flexibility,1.04,0.24,0.66,0.532,1
app-0548,men,competitive_with_flexibility,1.04,0.24,0.66,0.632,1
app-0549,women,competitive_with_flexibility,1.04,0.3,0.715,0.544,1
app-0550,men,competitive_with_flexibility,1.04,0.3,0.715,0.644,1
app-0551,women,competitive_with_flexibility,1.04,0.36,0.77,0.496,1
app-0552,men,competitive_with_flexibility,1.04,0.36,0.77,0.596,1
app-0553,women,competitive_with_flexibility,1.04,0.42,0.44,0.508,1
app-0554,men,competitive_with_flexibility,1.04,0.42,0.44,0.608,1
app-0555,women,competitive_with_flexibility,1.04,0.48,0.495,0.52,1
app-0556,men,competitive_with_flexibility,1.04,0.48,0.495,0.62,1
app-0557,women,competitive_with_flexibility,1.04,0.54,0.55,0.532,1
app-0558,men,competitive_with_flexibility,1.04,0.54,0.55,0.632,1
app-0559,women,competitive_with_flexibility,1.04,0.24,0.605,0.544,0
app-0560,men,competitive_with_flexibility,1.04,0.24,0.605,0.644,0
app-0561,women,competitive_with_flexibility,1.04,0.3,0.66,0.496,0
app-0562,men,competitive_with_flexibility,1.04,0.3,0.66,0.596,0
app-0563,women,competitive_with_flexibility,1.04,0.36,0.715,0.508,0
app-0564,men,competitive_with_flexibility,1.04,0.36,0.715,0.608,0
app-0565,women,competitive_with_flexibility,1.04,0.42,0.77,0.52,0
app-0566,men,competitive_with_flexibility,1.04,0.42,0.77,0.62,0
app-0567,women,competitive_with_flexibility,1.04,0.48,0.44,0.532,0
app-0568,men,competitive_with_flexibility,1.04,0.48,0.44,0.632,0
app-0569,women,competitive_with_flexibility,1.04,0.54,0.495,0.544,0
app-0570,men,competitive_with_flexibility,1.04,0.54,0.495,0.644,0
app-0571,women,competitive_with_flexibility,1.04,0.24,0.55,0.496,0
app-0572,men,competitive_with_flexibility,1.04,0.24,0.55,0.596,0
app-0573,women,competitive_with_flexibility,1.04,0.3,0.605,0.508,1
app-0574,men,competitive_with_flexibility,1.04,0.3,0.605,0.608,1
app-0575,women,competitive_with_flexibility,1.04,0.36,0.66,0.52,1
app-0576,men,competitive_with_flexibility,1.04,0.36,0.66,0.62,1
app-0577,women,competitive_with_flexibility,1.04,0.42,0.715,0.532,1
app-0578,men,competitive_with_flexibility,1.04,0.42,0.715,0.632,1
app-0579,women,competitive_with_flexibility,1.04,0.48,0.77,0.544,1
app-0580,men,competitive_with_flexibility,1.04,0.48,0.77,0.644,1
app-0581,women,competitive_with_flexibility,1.04,0.54,0.44,0.496,1
app-0582,men,competitive_with_flexibility,1.04,0.54,0.44,0.596,1
app-0583,women,competitive_with_flexibility,1.04,0.24,0.495,0.508,1
app-0584,men,competitive_with_flexibility,1.04,0.24,0.495,0.608,1
app-0585,women,competitive_with_flexibility,1.04,0.3,0.55,0.52,1
app-0586,men,competitive_with_flexibility,1.04,0.3,0.55,0.62,0
app-0587,women,competitive_with_flexibility,1.04,0.36,0.605,0.532,0
app-0588,men,competitive_with_flexibility,1.04,0.36,0.605,0.632,0
app-0589,women,competitive_with_flexibility,1.04,0.42,0.66,0.544,0
app-0590,men,competitive_with_flexibility,1.04,0.42,0.66,0.644,0
app-0591,women,competitive_with_flexibility,1.04,0.48,0.715,0.496,0
app-0592,men,competitive_with_flexibility,1.04,0.48,0.715,0.596,0
app-0593,women,competitive_with_flexibility,1.04,0.54,0.77,0.508,0
app-0594,men,competitive_with_flexibility,1.04,0.54,0.77,0.608,0
app-0595,women,competitive_with_flexibility,1.04,0.24,0.44,0.52,0
app-0596,men,competitive_with_flexibility,1.04,0.24,0.44,0.62,0
app-0597,women,competitive_with_flexibility,1.04,0.3,0.495,0.532,0
app-0598,men,competitive_with_flexibility,1.04,0.3,0.495,0.632,0
app-0599,women,competitive_with_flexibility,1.04,0.36,0.55,0.544,0
app-0600,men,competitive_with_flexibility,1.04,0.36,0.55,0.644,1
app-0601,women,competitive_with_flexibility,1.04,0.42,0.605,0.496,1
app-0602,men,competitive_with_flexibility,1.04,0.42,0.605,0.596,1
app-0603,women,competitive_with_flexibility,1.04,0.48,0.66,0.508,1
app-0604,men,competitive_with_flexibility,1.04,0.48,0.66,0.608,1
app-0605,women,competitive_with_flexibility,1.04,0.54,0.715,0.52,1
app-0606,men,competitive_with_flexibility,1.04,0.54,0.715,0.62,1
app-0607,women,competitive_with_flexibility,1.04,0.24,0.77,0.532,1
app-0608,men,competitive_with_flexibility,1.04,0.24,0.77,0.632,1
app-0609,women,competitive_with_flexibility,1.04,0.3,0.44,0.544,1
app-0610,men,competitive_with_flexibility,1.04,0.3,0.44,0.644,1
app-0611,women,competitive_with_flexibility,1.04,0.36,0.495,0.496,1
app-0612,men,competitive_with_flexibility,1.04,0.36,0.495,0.596,1
app-0613,women,competitive_with_flexibility,1.04,0.42,0.55,0.508,0
app-0614,men,competitive_with_flexibility,1.04,0.42,0.55,0.608,0
app-0615,women,competitive_with_flexibility,1.04,0.48,0.605,0.52,0
app-0616,men,competitive_with_flexibility,1.04,0.48,0.605,0.62,0
app-0617,women,competitive_with_flexibility,1.04,0.54,0.66,0.532,0
app-0618,men,competitive_with_flexibility,1.04,0.54,0.66,0.632,0
app-0619,women,competitive_with_flexibility,1.04,0.24,0.715,0.544,0
app-0620,men,competitive_with_flexibility,1.04,0.24,0.715,0.644,0
app-0621,women,competitive_with_flexibility,1.04,0.3,0.77,0.496,0
app-0622,men,competitive_with_flexibility,1.04,0.3,0.77,0.596,0
app-0623,women,competitive_with_flexibility,1.04,0.36,0.44,0.508,0
app-0624,men,competitive_with_flexibility,1.04,0.36,0.44,0.608,0
app-0625,women,competitive_with_flexibility,1.04,0.42,0.495,0.52,0
app-0626,men,competitive_with_flexibility,1.04,0.42,0.495,0.62,0
app-0627,women,competitive_with_flexibility,1.04,0.48,0.55,0.532,1
app-0628,men,competitive_with_flexibility,1.04,0.48,0.55,0.632,1
app-0629,women,competitive_with_flexibility,1.04,0.54,0.605,0.544,1
app-0630,men,competitive_with_flexibility,1.04,0.54,0.605,0.644,1
app-0631,women,competitive_with_flexibility,1.04,0.24,0.66,0.496,1
app-0632,men,competitive_with_flexibility,1.04,0.24,0.66,0.596,1
app-0633,women,competitive_with_flexibility,1.04,0.3,0.715,0.508,1
app-0634,men,competitive_with_flexibility,1.04,0.3,0.715,0.608,1
app-0635,women,competitive_with_flexibility,1.04,0.36,0.77,0.52,1
app-0636,men,competitive_with_flexibility,1.04,0.36,0.77,0.62,1
app-0637,women,competitive_with_flexibility,1.04,0.42,0.44,0.532,1
app-0638,men,competitive_with_flexibility,1.04,0.42,0.44,0.632,1
app-0639,women,competitive_with_flexibility,1.04,0.48,0.495,0.544,0
app-0640,men,competitive_with_flexibility,1.04,0.48,0.495,0.644,0
app-0641,women,pink_collar,0.97,0.48,0.495,0.576,0
app-0642,men,pink_collar,0.97,0.48,0.495,0.296,0
app-0643,women,pink_collar,0.97,0.54,0.55,0.588,0
app-0644,men,pink_collar,0.97,0.54,0.55,0.308,0
app-0645,women,pink_collar,0.97,0.24,0.605,0.6,0
app-0646,men,pink_collar,0.97,0.24,0.605,0.32,0
app-0647,women,pink_collar,0.97,0.3,0.66,0.612,0
app-0648,men,pink_collar,0.97,0.3,0.66,0.332,0
app-0649,women,pink_collar,0.97,0.36,0.715,0.624,0
app-0650,men,pink_collar,0.97,0.36,0.715,0.344,0
app-0651,women,pink_collar,0.97,0.42,0.77,0.576,0
app-0652,men,pink_collar,0.97,0.42,0.77,0.296,0
app-0653,women,pink_collar,0.97,0.48,0.44,0.588,0
app-0654,men,pink_collar,0.97,0.48,0.44,0.308,1
app-0655,women,pink_collar,0.97,0.54,0.495,0.6,1
app-0656,men,pink_collar,0.97,0.54,0.495,0.32,1
app-0657,women,pink_collar,0.97,0.24,0.55,0.612,1
app-0658,men,pink_collar,0.97,0.24,0.55,0.332,1
app-0659,women,pink_collar,0.97,0.3,0.605,0.624,1
app-0660,men,pink_collar,0.97,0.3,0.605,0.344,1
app-0661,women,pink_collar,0.97,0.36,0.66,0.576,1
app-0662,men,pink_collar,0.97,0.36,0.66,0.296,1
app-0663,women,pink_collar,0.97,0.42,0.715,0.588,1
app-0664,men,pink_collar,0.97,0.42,0.715,0.308,1
app-0665,women,pink_collar,0.97,0.48,0.77,0.6,1
app-0666,men,pink_collar,0.97,0.48,0.77,0.32,0
app-0667,women,pink_collar,0.97,0.54,0.44,0.612,0
app-0668,men,pink_collar,0.97,0.54,0.44,0.332,0
app-0669,women,pink_collar,0.97,0.24,0.495,0.624,0
app-0670,men,pink_collar,0.97,0.24,0.495,0.344,0
app-0671,women,pink_collar,0.97,0.3,0.55,0.576,0
app-0672,men,pink_collar,0.97,0.3,0.55,0.296,0
app-0673,women,pink_collar,0.97,0.36,0.605,0.588,0
app-0674,men,pink_collar,0.97,0.36,0.605,0.308,0
app-0675,women,pink_collar,0.97,0.42,0.66,0.6,0
app-0676,men,pink_collar,0.97,0.42,0.66,0.32,0
app-0677,women,pink_collar,0.97,0.48,0.715,0.612,0
app-0678,men,pink_collar,0.97,0.48,0.715,0.332,0
app-0679,women,pink_collar,0.97,0.54,0.77,0.624,0
app-0680,men,pink_collar,0.97,0.54,0.77,0.344,0
app-0681,women,pink_collar,0.97,0.24,0.44,0.576,1
app-0682,men,pink_collar,0.97,0.24,0.44,0.296,1
app-0683,women,pink_collar,0.97,0.3,0.495,0.588,1
app-0684,men,pink_collar,0.97,0.3,0.495,0.308,1
app-0685,women,pink_collar,0.97,0.36,0.55,0.6,1
app-0686,men,pink_collar,0.97,0.36,0.55,0.32,1
app-0687,women,pink_collar,0.97,0.42,0.605,0.612,1
app-0688,men,pink_collar,0.97,0.42,0.605,0.332,1
app-0689,women,pink_collar,0.97,0.48,0.66,0.624,1
app-0690,men,pink_collar,0.97,0.48,0.66,0.344,1
app-0691,women,pink_collar,0.97,0.54,0.715,0.576,1
app-0692,men,pink_collar,0.97,0.54,0.715,0.296,0
app-0693,women,pink_collar,0.97,0.24,0.77,0.588,1
app-0694,men,pink_collar,0.97,0.24,0.77,0.308,0
app-0695,women,pink_collar,0.97,0.3,0.44,0.6,0
app-0696,men,pink_collar,0.97,0.3,0.44,0.32,0
app-0697,women,pink_collar,0.97,0.36,0.495,0.612,0
app-0698,men,pink_collar,0.97,0.36,0.495,0.332,0
app-0699,women,pink_collar,0.97,0.42,0.55,0.624,0
app-0700,men,pink_collar,0.97,0.42,0.55,0.344,0
app-0701,women,pink_collar,0.97,0.48,0.605,0.576,0
app-0702,men,pink_collar,0.97,0.48,0.605,0.296,0
app-0703,women,pink_collar,0.97,0.54,0.66,0.588,0
app-0704,men,pink_collar,0.97,0.54,0.66,0.308,0
app-0705,women,pink_collar,0.97,0.24,0.715,0.6,0
app-0706,men,pink_collar,0.97,0.24,0.715,0.32,0
app-0707,women,pink_collar,0.97,0.3,0.77,0.612,0
app-0708,men,pink_collar,0.97,0.3,0.77,0.332,1
app-0709,women,pink_collar,0.97,0.36,0.44,0.624,1
app-0710,men,pink_collar,0.97,0.36,0.44,0.344,1
app-0711,women,pink_collar,0.97,0.42,0.495,0.576,1
app-0712,men,pink_collar,0.97,0.42,0.495,0.296,1
app-0713,women,pink_collar,0.97,0.48,0.55,0.588,1
app-0714,men,pink_collar,0.97,0.48,0.55,0.308,1
app-0715,women,pink_collar,0.97,0.54,0.605,0.6,1
app-0716,men,pink_collar,0.97,0.54,0.605,0.32,1
app-0717,women,pink_collar,0.97,0.24,0.66,0.612,1
app-0718,men,pink_collar,0.97,0.24,0.66,0.332,1
app-0719,women,pink_collar,0.97,0.3,0.715,0.624,1
app-0720,men,pink_collar,0.97,0.3,0.715,0.344,0
app-0721,women,pink_collar,0.97,0.36,0.77,0.576,0
app-0722,men,pink_collar,0.97,0.36,0.77,0.296,0
app-0723,women,pink_collar,0.97,0.42,0.44,0.588,0
app-0724,men,pink_collar,0.97,0.42,0.44,0.308,0
app-0725,women,pink_collar,0.97,0.48,0.495,0.6,0
app-0726,men,pink_collar,0.97,0.48,0.495,0.32,0
app-0727,women,pink_collar,0.97,0.54,0.55,0.612,0
app-0728,men,pink_collar,0.97,0.54,0.55,0.332,0
app-0729,women,pink_collar,0.97,0.24,0.605,0.624,0
app-0730,men,pink_collar,0.97,0.24,0.605,0.344,0
app-0731,women,pink_collar,0.97,0.3,0.66,0.576,0
app-0732,men,pink_collar,0.97,0.3,0.66,0.296,0
app-0733,women,pink_collar,0.97,0.36,0.715,0.588,0
app-0734,men,pink_collar,0.97,0.36,0.715,0.308,0
app-0735,women,pink_collar,0.97,0.42,0.77,0.6,1
app-0736,men,pink_collar,0.97,0.42,0.77,0.32,1
app-0737,women,pink_collar,0.97,0.48,0.44,0.612,1
app-0738,men,pink_collar,0.97,0.48,0.44,0.332,1
app-0739,women,pink_collar,0.97,0.54,0.495,0.624,1
app-0740,men,pink_collar,0.97,0.54,0.495,0.344,1
app-0741,women,pink_collar,0.97,0.24,0.55,0.576,1
app-0742,men,pink_collar,0.97,0.24,0.55,0.296,1
app-0743,women,pink_collar,0.97,0.3,0.605,0.588,1
app-0744,men,pink_collar,0.97,0.3,0.605,0.308,1
app-0745,women,pink_collar,0.97,0.36,0.66,0.6,1
app-0746,men,pink_collar,0.97,0.36,0.66,0.32,1
app-0747,women,pink_collar,0.97,0.42,0.715,0.612,1
app-0748,men,pink_collar,0.97,0.42,0.715,0.332,0
app-0749,women,pink_collar,0.97,0.48,0.77,0.624,0
app-0750,men,pink_collar,0.97,0.48,0.77,0.344,0
app-0751,women,pink_collar,0.97,0.54,0.44,0.576,0
app-0752,men,pink_collar,0.97,0.54,0.44,0.296,0
app-0753,women,pink_collar,0.97,0.24,0.495,0.588,0
app-0754,men,pink_collar,0.97,0.24,0.495,0.308,0
app-0755,women,pink_collar,0.97,0.3,0.55,0.6,0
app-0756,men,pink_collar,0.97,0.3,0.55,0.32,0
app-0757,women,pink_collar,0.97,0.36,0.605,0.612,0
app-0758,men,pink_collar,0.97,0.36,0.605,0.332,0
app-0759,women,pink_collar,0.97,0.42,0.66,0.624,0
app-0760,men,pink_collar,0.97,0.42,0.66,0.344,0
app-0761,women,pink_collar,0.97,0.48,0.715,0.576,0
app-0762,men,pink_collar,0.97,0.48,0.715,0.296,1
app-0763,women,pink_collar,0.97,0.54,0.77,0.588,1
app-0764,men,pink_collar,0.97,0.54,0.77,0.308,1
app-0765,women,pink_collar,0.97,0.24,0.44,0.6,1
app-0766,men,pink_collar,0.97,0.24,0.44,0.32,1
app-0767,women,pink_collar,0.97,0.3,0.495,0.612,1
app-0768,men,pink_collar,0.97,0.3,0.495,0.332,1
app-0769,women,pink_collar,0.97,0.36,0.55,0.624,1
app-0770,men,pink_collar,0.97,0.36,0.55,0.344,1
app-0771,women,pink_collar,0.97,0.42,0.605,0.576,1
app-0772,men,pink_collar,0.97,0.42,0.605,0.296,1
app-0773,women,pink_collar,0.97,0.48,0.66,0.588,1
app-0774,men,pink_collar,0.97,0.48,0.66,0.308,0
app-0775,women,pink_collar,0.97,0.54,0.715,0.6,0
app-0776,men,pink_collar,0.97,0.54,0.715,0.32,0
app-0777,women,pink_collar,0.97,0.24,0.77,0.612,0
app-0778,men,pink_collar,0.97,0.24,0.77,0.332,0
app-0779,women,pink_collar,0.97,0.3,0.44,0.624,0
app-0780,men,pink_collar,0.97,0.3,0.44,0.344,0
app-0781,women,pink_collar,0.97,0.36,0.495,0.576,0
app-0782,men,pink_collar,0.97,0.36,0.495,0.296,0
app-0783,women,pink_collar,0.97,0.42,0.55,0.588,0
app-0784,men,pink_collar,0.97,0.42,0.55,0.308,0
app-0785,women,pink_collar,0.97,0.48,0.605,0.6,0
app-0786,men,pink_collar,0.97,0.48,0.605,0.32,0
app-0787,women,pink_collar,0.97,0.54,0.66,0.612,0
app-0788,men,pink_collar,0.97,0.54,0.66,0.332,0
app-0789,women,pink_collar,0.97,0.24,0.715,0.624,1
app-0790,men,pink_collar,0.97,0.24,0.715,0.344,1
app-0791,women,pink_collar,0.97,0.3,0.77,0.576,1
app-0792,men,pink_collar,0.97,0.3,0.77,0.296,1
app-0793,women,pink_collar,0.97,0.36,0.44,0.588,1
app-0794,men,pink_collar,0.97,0.36,0.44,0.308,1
app-0795,women,pink_collar,0.97,0.42,0.495,0.6,1
app-0796,men,pink_collar,0.97,0.42,0.495,0.32,1
app-0797,women,pink_collar,0.97,0.48,0.55,0.612,1
app-0798,men,pink_collar,0.97,0.48,0.55,0.332,1
app-0799,women,pink_collar,0.97,0.54,0.605,0.624,1
app-0800,men,pink_collar,0.97,0.54,0.605,0.344,0
