state,year,membership_rate,coverage_rate,covered_nonmember_rate,direct_compression_points,spillover_compression_points,p90_p10_gap_no_union_counterfactual,p90_p10_gap_observed,union_presence_rate
Mountain,1998,0.1251673572776872,0.16090955600196413,0.03574219872427692,3.2998860618839463,1.4890919139478243,1.8139786090081753,1.3350808114249983,0.139464236767398
Mountain,1999,0.13491051318074082,0.16304452360607424,0.028134010425333422,3.3422587206355376,1.3321713549377103,1.8813497168876367,1.413906709330312,0.1461641173508742
Mountain,2000,0.1286524385789374,0.15819756116426562,0.02954512258532821,3.2369910418777854,1.3050978369882,1.8750748695307098,1.4208659816441112,0.14047048761306868
Mountain,2001,0.1255570362897168,0.15626459477953442,0.030707558489817627,3.0971604862083195,1.3182332255043365,1.8513270965641349,1.4097877253928692,0.13784005968564383
Mountain,2002,0.11620924421687627,0.14673104585581434,0.03052180163893807,2.970125502227885,1.1576073086787224,1.8728819042856948,1.460108623195034,0.1284179648724515
Mountain,2003,0.1210623960658426,0.16166884747264793,0.04060645140680533,3.3158434999096555,1.3830961675829134,1.8803028767276317,1.410408909978375,0.13730497662856472
Mountain,2004,0.11473759729314718,0.14573038701099,0.03099278971784282,3.051028331385352,1.369102597457527,1.9428642222205048,1.5008511293362168,0.1271347131802843
Mountain,2005,0.11082523454494791,0.13637640750020183,0.025551172955253915,2.84363468894801,1.1840106298864934,1.9098457707737588,1.5070812388903083,0.12104570372704948
Mountain,2006,0.11220482827036393,0.14539877819777364,0.033193949927409705,2.825995441024561,1.1170019606384398,1.9347388202670923,1.5404390801007921,0.1254824082413278
Mountain,2007,0.10897360108239934,0.14534149693821113,0.036367895855811794,3.010900461108902,1.190776306008747,1.988539697508483,1.568372020796718,0.12352075942472406
Mountain,2008,0.1056666799118972,0.13739359865204728,0.03172691874015009,2.813666415433353,1.1394191119800996,2.0084710985682785,1.6131625458269332,0.11835744740795723
Mountain,2009,0.1180289149906073,0.14081922287360177,0.022790307882994465,2.9833102078759914,1.1399655637300299,2.0071706357601515,1.5948430585995494,0.1271450381438051
Mountain,2010,0.09656995091497399,0.12579275387113054,0.02922280295615655,2.554469817170239,1.1325890675876409,2.028032052903152,1.659326164427364,0.1082590720974366
Mountain,2011,0.09960598309735313,0.1307277300821328,0.031121746984779652,2.5459436338641477,1.064070111437946,2.088603204541318,1.7276018300111087,0.112054681891265
Mountain,2012,0.11854216255263793,0.14013546282280773,0.0215933002701698,2.8380537023961057,1.1553276648319228,2.05551877103088,1.6561806343080774,0.12717948266070583
Mountain,2013,0.09074589498899092,0.12587051462662824,0.035124619637637314,2.663135616669141,1.0977091851156877,2.0460720011822358,1.669987521003753,0.10479574284404586
Mountain,2014,0.0978317633640904,0.12829373505751165,0.030461971693421255,2.593530718704448,1.0885344660034908,2.0928349260342975,1.7246284075635039,0.11001655204145891
Mountain,2015,0.08035002104522432,0.11005752617252856,0.029707505127304246,2.330733305366367,0.9248388742594106,2.066365819024946,1.7408086010623682,0.09223302309614602
Mountain,2016,0.08943070809910664,0.12707286361767295,0.03764215551856631,2.664191918614539,1.0771789987335463,2.1036365394038707,1.7294994476690624,0.10448757030653316
Mountain,2017,0.08882658546339955,0.11869024960911627,0.029863664145716715,2.5496087494687036,0.9472936540956776,2.1280831709321104,1.7783929305756723,0.10077205112168625
Mountain,2018,0.0890962424250754,0.12038421710634761,0.031287974681272215,2.604762526875961,0.9984021123460634,2.1772714541406835,1.816954990218481,0.10161143229758429
Mountain,2019,0.08494734605555579,0.11930186560597758,0.03435451955042179,2.5070483604748266,0.8791321490218551,2.166724602313505,1.828106551363837,0.0986891538757245
Mountain,2020,0.08556217296197205,0.11654648735526854,0.03098431439329649,2.3854701287015483,1.078090849374905,2.1770391812988907,1.8306830834912455,0.09795589871929064
Mountain,2021,0.08687287572307556,0.11638313296755141,0.029510257244475854,2.401113819975563,0.9324759791512152,2.2159436820850984,1.8825847021724207,0.09867697862086591
Mountain,2022,0.09208831931218792,0.10839329576864631,0.016304976456458398,2.3350634260839227,0.9340854323922331,2.2675581432772507,1.9406432574296353,0.09861030989477128
Mountain,2023,0.07689300224045427,0.10854956671006802,0.03165656446961375,2.235870722749581,0.9284797413546505,2.242360806577184,1.9259257601667605,0.08955562802829978
Mountain,2024,0.08081452979612819,0.11282726295707564,0.03201273316094745,2.447813738771092,1.051805714259366,2.2562681837849343,1.9063062384818883,0.09361962306050717
