worker_id,worker_group,hourly_wage,predictable_schedule,remote_option,low_injury_risk,autonomy_score,commute_minutes
568,frontline_track,22.053,1,0,0,0.3129,33
569,frontline_track,20.195,0,0,1,0.348,27
570,professional_track,29.899,1,1,1,0.7087,17
571,professional_track,33.873,1,1,1,0.825,26
572,frontline_track,22.448,1,0,0,0.3936,48
573,frontline_track,19.84,1,0,0,0.2683,49
574,frontline_track,14.845,1,1,0,0.3966,26
575,professional_track,29.305,1,1,1,0.7934,25
576,professional_track,30.29,0,1,0,0.7699,27
577,frontline_track,18.199,1,0,0,0.2174,34
578,frontline_track,24.635,0,0,0,0.3817,47
579,frontline_track,15.747,0,0,1,0.465,42
580,professional_track,29.797,1,0,1,0.8991,37
581,professional_track,30.893,0,1,1,0.8701,24
582,frontline_track,22.427,1,0,0,0.548,36
583,frontline_track,25.943,0,0,1,0.2395,33
584,frontline_track,22.299,0,0,0,0.4129,35
585,professional_track,32.569,0,1,1,0.6856,8
586,professional_track,31.474,1,0,1,0.7815,13
587,frontline_track,22.421,1,1,0,0.2891,51
588,frontline_track,20.528,0,1,0,0.5179,38
589,frontline_track,19.64,1,0,1,0.4015,46
590,professional_track,29.313,1,0,0,0.9479,36
591,professional_track,34.509,1,1,1,0.6503,27
592,frontline_track,25.288,0,0,1,0.5417,31
593,frontline_track,20.512,1,0,0,0.4397,37
594,frontline_track,22.607,0,0,0,0.3987,56
595,professional_track,32.307,1,1,0,0.5359,11
596,professional_track,32.865,1,1,1,0.5023,29
597,frontline_track,25.223,0,0,1,0.3571,51
598,frontline_track,17.346,1,0,0,0.4873,41
599,frontline_track,21.892,1,0,1,0.567,41
600,professional_track,31.547,0,0,1,0.5765,32
601,professional_track,27.945,1,0,0,1.0,29
602,frontline_track,20.75,1,0,0,0.2758,51
603,frontline_track,24.504,1,0,0,0.3624,29
604,frontline_track,26.164,1,1,1,0.3637,34
605,professional_track,30.593,1,0,1,0.9814,39
606,professional_track,30.993,1,0,1,0.9586,35
607,frontline_track,18.502,1,1,1,0.3298,37
608,frontline_track,24.372,0,0,1,0.5701,39
609,frontline_track,20.722,0,0,0,0.5351,37
610,professional_track,34.512,1,1,1,0.7907,21
611,professional_track,31.335,1,0,1,0.8382,28
612,frontline_track,18.862,0,0,0,0.3199,35
613,frontline_track,19.863,1,0,1,0.3343,32
614,frontline_track,23.885,0,0,0,0.1964,34
615,professional_track,33.756,1,0,1,0.6547,19
616,professional_track,32.85,1,0,0,0.5702,39
617,frontline_track,19.381,1,0,1,0.344,39
618,frontline_track,18.673,1,0,1,0.3528,33
619,frontline_track,26.729,0,0,1,0.32,40
620,professional_track,33.491,1,0,1,0.8495,10
621,professional_track,29.747,1,1,1,0.7024,22
622,frontline_track,21.115,0,0,1,0.271,34
623,frontline_track,21.545,0,0,0,0.3814,46
624,frontline_track,22.342,0,0,1,0.4518,50
625,professional_track,27.593,1,1,1,0.7926,20
626,professional_track,32.289,1,0,1,0.8326,22
627,frontline_track,19.726,1,0,0,0.4048,45
628,frontline_track,19.416,0,0,0,0.4058,24
629,frontline_track,17.93,0,0,1,0.2153,37
630,professional_track,31.266,1,1,1,0.8999,24
631,professional_track,29.416,1,0,1,0.7086,8
632,frontline_track,18.695,0,1,0,0.5659,42
633,frontline_track,21.543,1,0,0,0.3323,30
634,frontline_track,21.568,1,0,1,0.528,42
635,professional_track,31.245,1,0,1,0.9481,31
636,professional_track,30.88,1,1,0,0.7284,14
637,frontline_track,23.142,0,0,1,0.5245,34
638,frontline_track,21.051,0,0,0,0.3338,38
639,frontline_track,19.539,1,0,1,0.3292,29
640,professional_track,29.531,1,0,0,0.8267,8
641,professional_track,28.475,1,0,1,0.6847,19
642,frontline_track,19.715,1,0,0,0.0769,37
643,frontline_track,20.198,1,0,1,0.3662,46
644,frontline_track,22.38,1,0,1,0.5308,39
645,professional_track,32.445,1,0,1,0.7705,34
646,professional_track,31.249,1,0,0,0.5563,36
647,frontline_track,17.359,1,0,1,0.287,47
648,frontline_track,24.438,0,0,1,0.4721,38
649,frontline_track,18.183,1,0,1,0.5382,37
650,professional_track,30.215,1,0,1,0.6598,24
651,professional_track,30.736,1,0,1,0.7111,19
652,frontline_track,26.735,0,0,1,0.6603,36
653,frontline_track,24.116,0,0,0,0.4886,27
654,frontline_track,21.814,0,0,0,0.6466,46
655,professional_track,31.707,1,0,1,0.9228,19
656,professional_track,36.643,1,1,1,0.5774,8
657,frontline_track,21.157,0,1,0,0.5397,21
658,frontline_track,21.831,1,0,0,0.4348,39
659,frontline_track,17.953,1,0,1,0.4119,23
660,professional_track,29.745,1,0,0,0.6708,11
661,professional_track,29.165,1,0,1,0.6326,21
662,frontline_track,22.715,0,0,0,0.5353,35
663,frontline_track,24.401,1,0,1,0.6494,52
664,frontline_track,22.139,0,0,1,0.4285,40
665,professional_track,29.905,0,1,1,0.7298,30
666,professional_track,28.757,1,1,1,0.7106,8
667,frontline_track,20.209,0,0,0,0.4475,34
668,frontline_track,24.717,1,0,0,0.387,39
669,frontline_track,21.306,0,0,0,0.5703,49
670,professional_track,32.325,1,1,0,0.915,9
671,professional_track,27.526,0,0,1,0.8471,12
672,frontline_track,20.962,0,0,1,0.293,47
673,frontline_track,18.72,0,1,0,0.4258,41
674,frontline_track,23.945,0,0,0,0.4349,35
675,professional_track,35.425,1,0,1,0.6645,12
676,professional_track,29.716,1,1,1,0.6487,36
677,frontline_track,21.719,1,0,1,0.4184,40
678,frontline_track,21.26,1,0,0,0.1975,48
679,frontline_track,22.221,0,0,1,0.4652,33
680,professional_track,31.914,1,1,1,0.6322,36
681,professional_track,31.209,1,1,1,0.8318,20
682,frontline_track,22.155,0,0,0,0.5564,50
683,frontline_track,22.417,1,0,1,0.5787,27
684,frontline_track,22.602,0,0,1,0.3747,37
685,professional_track,25.433,1,1,1,0.7231,13
686,professional_track,31.621,1,1,1,0.5697,30
687,frontline_track,25.024,0,0,1,0.3363,42
688,frontline_track,23.69,1,0,1,0.2811,27
689,frontline_track,21.331,1,0,0,0.3508,29
690,professional_track,32.632,1,1,1,0.8364,13
691,professional_track,33.123,1,1,0,0.7234,32
692,frontline_track,27.21,0,1,1,0.5754,39
693,frontline_track,24.575,0,0,1,0.4574,46
694,frontline_track,20.308,1,0,0,0.0526,38
695,professional_track,26.079,0,0,0,0.6925,31
696,professional_track,33.227,0,1,1,0.6068,18
697,frontline_track,21.936,1,0,0,0.3171,46
698,frontline_track,21.02,0,0,0,0.2622,41
699,frontline_track,20.961,0,0,0,0.498,34
700,professional_track,36.252,1,1,1,0.6971,22
701,professional_track,33.326,1,1,0,0.6689,14
702,frontline_track,21.612,0,1,0,0.3232,35
703,frontline_track,24.645,0,0,1,0.474,39
704,frontline_track,24.171,1,1,1,0.3978,33
705,professional_track,27.187,0,1,1,0.6922,21
706,professional_track,32.226,1,0,1,1.0,36
707,frontline_track,19.555,0,0,1,0.6877,47
708,frontline_track,17.223,1,0,1,0.461,30
709,frontline_track,21.474,1,0,0,0.39,53
710,professional_track,32.212,1,0,1,0.6827,21
711,professional_track,33.148,1,0,1,0.8954,34
712,frontline_track,21.481,0,0,1,0.2576,37
713,frontline_track,24.559,1,0,0,0.287,44
714,frontline_track,16.614,0,0,1,0.386,34
715,professional_track,33.127,1,1,1,0.7488,31
716,professional_track,31.582,1,1,1,0.9503,40
717,frontline_track,19.327,1,0,0,0.3924,50
718,frontline_track,20.986,0,0,1,0.5339,34
719,frontline_track,27.842,0,1,1,0.4085,28
720,professional_track,24.918,1,0,0,0.604,31
