worker_id,day,contract,chose_commitment,high_self_control_type,payday_distance,close_to_payday,target_units,output_units,met_target
worker-052,7,standard,0,1,8,0,52,52.35,1
worker-052,8,standard,0,1,9,0,52,51.95,0
worker-052,9,standard,0,1,0,1,52,59.05,1
worker-052,10,standard,0,1,1,1,52,58.65,1
worker-053,1,standard,0,1,3,0,52,54.6,1
worker-053,2,standard,0,1,4,0,52,54.2,1
worker-053,3,standard,0,1,5,0,52,53.8,1
worker-053,4,standard,0,1,6,0,52,53.4,1
worker-053,5,standard,0,1,7,0,52,53.0,1
worker-053,6,standard,0,1,8,0,52,52.6,1
worker-053,7,standard,0,1,9,0,52,52.2,1
worker-053,8,standard,0,1,0,1,52,59.3,1
worker-053,9,standard,0,1,1,1,52,58.9,1
worker-053,10,standard,0,1,2,1,52,58.5,1
worker-054,1,standard,0,0,4,0,52,51.25,0
worker-054,2,standard,0,0,5,0,52,50.85,0
worker-054,3,standard,0,0,6,0,52,50.45,0
worker-054,4,standard,0,0,7,0,52,50.05,0
worker-054,5,standard,0,0,8,0,52,49.65,0
worker-054,6,standard,0,0,9,0,52,49.25,0
worker-054,7,standard,0,0,0,1,52,56.35,1
worker-054,8,standard,0,0,1,1,52,55.95,1
worker-054,9,standard,0,0,2,1,52,55.55,1
worker-054,10,standard,0,0,3,0,52,55.15,1
worker-055,1,commitment,1,0,5,0,52,55.3,1
worker-055,2,commitment,1,0,6,0,52,54.9,1
worker-055,3,commitment,1,0,7,0,52,54.5,1
worker-055,4,commitment,1,0,8,0,52,54.1,1
worker-055,5,commitment,1,0,9,0,52,53.7,1
worker-055,6,commitment,1,0,0,1,52,60.8,1
worker-055,7,commitment,1,0,1,1,52,60.4,1
worker-055,8,commitment,1,0,2,1,52,60.0,1
worker-055,9,commitment,1,0,3,0,52,59.6,1
worker-055,10,commitment,1,0,4,0,52,59.2,1
worker-056,1,commitment,1,1,6,0,52,58.35,1
worker-056,2,commitment,1,1,7,0,52,57.95,1
worker-056,3,commitment,1,1,8,0,52,57.55,1
worker-056,4,commitment,1,1,9,0,52,57.15,1
worker-056,5,commitment,1,1,0,1,52,64.25,1
worker-056,6,commitment,1,1,1,1,52,63.85,1
worker-056,7,commitment,1,1,2,1,52,63.45,1
worker-056,8,commitment,1,1,3,0,52,63.05,1
worker-056,9,commitment,1,1,4,0,52,62.65,1
worker-056,10,commitment,1,1,5,0,52,62.25,1
worker-057,1,standard,0,1,7,0,52,54.0,1
worker-057,2,standard,0,1,8,0,52,53.6,1
worker-057,3,standard,0,1,9,0,52,53.2,1
worker-057,4,standard,0,1,0,1,52,60.3,1
worker-057,5,standard,0,1,1,1,52,59.9,1
worker-057,6,standard,0,1,2,1,52,59.5,1
worker-057,7,standard,0,1,3,0,52,59.1,1
worker-057,8,standard,0,1,4,0,52,58.7,1
worker-057,9,standard,0,1,5,0,52,58.3,1
worker-057,10,standard,0,1,6,0,52,57.9,1
worker-058,1,standard,0,0,8,0,52,50.65,0
worker-058,2,standard,0,0,9,0,52,50.25,0
worker-058,3,standard,0,0,0,1,52,57.35,1
worker-058,4,standard,0,0,1,1,52,56.95,1
worker-058,5,standard,0,0,2,1,52,56.55,1
worker-058,6,standard,0,0,3,0,52,56.15,1
worker-058,7,standard,0,0,4,0,52,55.75,1
worker-058,8,standard,0,0,5,0,52,55.35,1
worker-058,9,standard,0,0,6,0,52,54.95,1
worker-058,10,standard,0,0,7,0,52,54.55,1
worker-059,1,standard,0,0,9,0,52,50.5,0
worker-059,2,standard,0,0,0,1,52,57.6,1
worker-059,3,standard,0,0,1,1,52,57.2,1
worker-059,4,standard,0,0,2,1,52,56.8,1
worker-059,5,standard,0,0,3,0,52,56.4,1
worker-059,6,standard,0,0,4,0,52,56.0,1
worker-059,7,standard,0,0,5,0,52,55.6,1
worker-059,8,standard,0,0,6,0,52,55.2,1
worker-059,9,standard,0,0,7,0,52,54.8,1
worker-059,10,standard,0,0,8,0,52,54.4,1
worker-060,1,commitment,1,1,0,1,52,59.25,1
worker-060,2,commitment,1,1,1,1,52,58.85,1
worker-060,3,commitment,1,1,2,1,52,58.45,1
worker-060,4,commitment,1,1,3,0,52,58.05,1
worker-060,5,commitment,1,1,4,0,52,57.65,1
worker-060,6,commitment,1,1,5,0,52,57.25,1
worker-060,7,commitment,1,1,6,0,52,56.85,1
worker-060,8,commitment,1,1,7,0,52,56.45,1
worker-060,9,commitment,1,1,8,0,52,56.05,1
worker-060,10,commitment,1,1,9,0,52,55.65,1
worker-061,1,commitment,1,1,1,1,52,59.1,1
worker-061,2,commitment,1,1,2,1,52,58.7,1
worker-061,3,commitment,1,1,3,0,52,58.3,1
worker-061,4,commitment,1,1,4,0,52,57.9,1
worker-061,5,commitment,1,1,5,0,52,57.5,1
worker-061,6,commitment,1,1,6,0,52,57.1,1
worker-061,7,commitment,1,1,7,0,52,56.7,1
worker-061,8,commitment,1,1,8,0,52,56.3,1
worker-061,9,commitment,1,1,9,0,52,55.9,1
worker-061,10,commitment,1,1,0,1,52,63.0,1
worker-062,1,standard,0,0,2,1,52,51.55,0
worker-062,2,standard,0,0,3,0,52,51.15,0
worker-062,3,standard,0,0,4,0,52,50.75,0
worker-062,4,standard,0,0,5,0,52,50.35,0
worker-062,5,standard,0,0,6,0,52,49.95,0
worker-062,6,standard,0,0,7,0,52,49.55,0
worker-062,7,standard,0,0,8,0,52,49.15,0
worker-062,8,standard,0,0,9,0,52,48.75,0
worker-062,9,standard,0,0,0,1,52,55.85,1
worker-062,10,standard,0,0,1,1,52,55.45,1
worker-063,1,standard,0,0,3,0,52,51.4,0
worker-063,2,standard,0,0,4,0,52,51.0,0
worker-063,3,standard,0,0,5,0,52,50.6,0
worker-063,4,standard,0,0,6,0,52,50.2,0
worker-063,5,standard,0,0,7,0,52,49.8,0
worker-063,6,standard,0,0,8,0,52,49.4,0
worker-063,7,standard,0,0,9,0,52,49.0,0
worker-063,8,standard,0,0,0,1,52,56.1,1
worker-063,9,standard,0,0,1,1,52,55.7,1
worker-063,10,standard,0,0,2,1,52,55.3,1
worker-064,1,standard,0,1,4,0,52,54.45,1
worker-064,2,standard,0,1,5,0,52,54.05,1
worker-064,3,standard,0,1,6,0,52,53.65,1
worker-064,4,standard,0,1,7,0,52,53.25,1
worker-064,5,standard,0,1,8,0,52,52.85,1
worker-064,6,standard,0,1,9,0,52,52.45,1
worker-064,7,standard,0,1,0,1,52,59.55,1
worker-064,8,standard,0,1,1,1,52,59.15,1
worker-064,9,standard,0,1,2,1,52,58.75,1
worker-064,10,standard,0,1,3,0,52,58.35,1
worker-065,1,commitment,1,1,5,0,52,58.5,1
worker-065,2,commitment,1,1,6,0,52,58.1,1
worker-065,3,commitment,1,1,7,0,52,57.7,1
worker-065,4,commitment,1,1,8,0,52,57.3,1
worker-065,5,commitment,1,1,9,0,52,56.9,1
worker-065,6,commitment,1,1,0,1,52,64.0,1
worker-065,7,commitment,1,1,1,1,52,63.6,1
worker-065,8,commitment,1,1,2,1,52,63.2,1
worker-065,9,commitment,1,1,3,0,52,62.8,1
worker-065,10,commitment,1,1,4,0,52,62.4,1
worker-066,1,commitment,1,0,6,0,52,55.15,1
worker-066,2,commitment,1,0,7,0,52,54.75,1
worker-066,3,commitment,1,0,8,0,52,54.35,1
worker-066,4,commitment,1,0,9,0,52,53.95,1
worker-066,5,commitment,1,0,0,1,52,61.05,1
worker-066,6,commitment,1,0,1,1,52,60.65,1
worker-066,7,commitment,1,0,2,1,52,60.25,1
worker-066,8,commitment,1,0,3,0,52,59.85,1
worker-066,9,commitment,1,0,4,0,52,59.45,1
worker-066,10,commitment,1,0,5,0,52,59.05,1
worker-067,1,standard,0,0,7,0,52,50.8,0
worker-067,2,standard,0,0,8,0,52,50.4,0
worker-067,3,standard,0,0,9,0,52,50.0,0
worker-067,4,standard,0,0,0,1,52,57.1,1
worker-067,5,standard,0,0,1,1,52,56.7,1
worker-067,6,standard,0,0,2,1,52,56.3,1
worker-067,7,standard,0,0,3,0,52,55.9,1
worker-067,8,standard,0,0,4,0,52,55.5,1
worker-067,9,standard,0,0,5,0,52,55.1,1
worker-067,10,standard,0,0,6,0,52,54.7,1
worker-068,1,standard,0,1,8,0,52,53.85,1
worker-068,2,standard,0,1,9,0,52,53.45,1
worker-068,3,standard,0,1,0,1,52,60.55,1
worker-068,4,standard,0,1,1,1,52,60.15,1
worker-068,5,standard,0,1,2,1,52,59.75,1
worker-068,6,standard,0,1,3,0,52,59.35,1
worker-068,7,standard,0,1,4,0,52,58.95,1
worker-068,8,standard,0,1,5,0,52,58.55,1
worker-068,9,standard,0,1,6,0,52,58.15,1
worker-068,10,standard,0,1,7,0,52,57.75,1
worker-069,1,standard,0,1,9,0,52,53.7,1
worker-069,2,standard,0,1,0,1,52,60.8,1
worker-069,3,standard,0,1,1,1,52,60.4,1
worker-069,4,standard,0,1,2,1,52,60.0,1
worker-069,5,standard,0,1,3,0,52,59.6,1
worker-069,6,standard,0,1,4,0,52,59.2,1
worker-069,7,standard,0,1,5,0,52,58.8,1
worker-069,8,standard,0,1,6,0,52,58.4,1
worker-069,9,standard,0,1,7,0,52,58.0,1
worker-069,10,standard,0,1,8,0,52,57.6,1
worker-070,1,commitment,1,0,0,1,52,56.05,1
worker-070,2,commitment,1,0,1,1,52,55.65,1
worker-070,3,commitment,1,0,2,1,52,55.25,1
worker-070,4,commitment,1,0,3,0,52,54.85,1
worker-070,5,commitment,1,0,4,0,52,54.45,1
worker-070,6,commitment,1,0,5,0,52,54.05,1
worker-070,7,commitment,1,0,6,0,52,53.65,1
worker-070,8,commitment,1,0,7,0,52,53.25,1
worker-070,9,commitment,1,0,8,0,52,52.85,1
worker-070,10,commitment,1,0,9,0,52,52.45,1
worker-071,1,commitment,1,0,1,1,52,55.9,1
worker-071,2,commitment,1,0,2,1,52,55.5,1
worker-071,3,commitment,1,0,3,0,52,55.1,1
worker-071,4,commitment,1,0,4,0,52,54.7,1
worker-071,5,commitment,1,0,5,0,52,54.3,1
worker-071,6,commitment,1,0,6,0,52,53.9,1
worker-071,7,commitment,1,0,7,0,52,53.5,1
worker-071,8,commitment,1,0,8,0,52,53.1,1
worker-071,9,commitment,1,0,9,0,52,52.7,1
worker-071,10,commitment,1,0,0,1,52,59.8,1
worker-072,1,standard,0,1,2,1,52,54.75,1
worker-072,2,standard,0,1,3,0,52,54.35,1
worker-072,3,standard,0,1,4,0,52,53.95,1
worker-072,4,standard,0,1,5,0,52,53.55,1
worker-072,5,standard,0,1,6,0,52,53.15,1
worker-072,6,standard,0,1,7,0,52,52.75,1
worker-072,7,standard,0,1,8,0,52,52.35,1
worker-072,8,standard,0,1,9,0,52,51.95,0
worker-072,9,standard,0,1,0,1,52,59.05,1
worker-072,10,standard,0,1,1,1,52,58.65,1
worker-073,1,standard,0,1,3,0,52,54.6,1
worker-073,2,standard,0,1,4,0,52,54.2,1
worker-073,3,standard,0,1,5,0,52,53.8,1
worker-073,4,standard,0,1,6,0,52,53.4,1
worker-073,5,standard,0,1,7,0,52,53.0,1
worker-073,6,standard,0,1,8,0,52,52.6,1
worker-073,7,standard,0,1,9,0,52,52.2,1
worker-073,8,standard,0,1,0,1,52,59.3,1
worker-073,9,standard,0,1,1,1,52,58.9,1
worker-073,10,standard,0,1,2,1,52,58.5,1
worker-074,1,standard,0,0,4,0,52,51.25,0
worker-074,2,standard,0,0,5,0,52,50.85,0
worker-074,3,standard,0,0,6,0,52,50.45,0
worker-074,4,standard,0,0,7,0,52,50.05,0
worker-074,5,standard,0,0,8,0,52,49.65,0
worker-074,6,standard,0,0,9,0,52,49.25,0
worker-074,7,standard,0,0,0,1,52,56.35,1
worker-074,8,standard,0,0,1,1,52,55.95,1
worker-074,9,standard,0,0,2,1,52,55.55,1
worker-074,10,standard,0,0,3,0,52,55.15,1
worker-075,1,commitment,1,0,5,0,52,55.3,1
worker-075,2,commitment,1,0,6,0,52,54.9,1
worker-075,3,commitment,1,0,7,0,52,54.5,1
worker-075,4,commitment,1,0,8,0,52,54.1,1
worker-075,5,commitment,1,0,9,0,52,53.7,1
worker-075,6,commitment,1,0,0,1,52,60.8,1
worker-075,7,commitment,1,0,1,1,52,60.4,1
worker-075,8,commitment,1,0,2,1,52,60.0,1
worker-075,9,commitment,1,0,3,0,52,59.6,1
worker-075,10,commitment,1,0,4,0,52,59.2,1
worker-076,1,commitment,1,1,6,0,52,58.35,1
worker-076,2,commitment,1,1,7,0,52,57.95,1
worker-076,3,commitment,1,1,8,0,52,57.55,1
worker-076,4,commitment,1,1,9,0,52,57.15,1
worker-076,5,commitment,1,1,0,1,52,64.25,1
worker-076,6,commitment,1,1,1,1,52,63.85,1
worker-076,7,commitment,1,1,2,1,52,63.45,1
worker-076,8,commitment,1,1,3,0,52,63.05,1
worker-076,9,commitment,1,1,4,0,52,62.65,1
worker-076,10,commitment,1,1,5,0,52,62.25,1
worker-077,1,standard,0,1,7,0,52,54.0,1
worker-077,2,standard,0,1,8,0,52,53.6,1
worker-077,3,standard,0,1,9,0,52,53.2,1
worker-077,4,standard,0,1,0,1,52,60.3,1
worker-077,5,standard,0,1,1,1,52,59.9,1
worker-077,6,standard,0,1,2,1,52,59.5,1
worker-077,7,standard,0,1,3,0,52,59.1,1
worker-077,8,standard,0,1,4,0,52,58.7,1
worker-077,9,standard,0,1,5,0,52,58.3,1
worker-077,10,standard,0,1,6,0,52,57.9,1
worker-078,1,standard,0,0,8,0,52,50.65,0
worker-078,2,standard,0,0,9,0,52,50.25,0
worker-078,3,standard,0,0,0,1,52,57.35,1
worker-078,4,standard,0,0,1,1,52,56.95,1
worker-078,5,standard,0,0,2,1,52,56.55,1
worker-078,6,standard,0,0,3,0,52,56.15,1
worker-078,7,standard,0,0,4,0,52,55.75,1
worker-078,8,standard,0,0,5,0,52,55.35,1
worker-078,9,standard,0,0,6,0,52,54.95,1
worker-078,10,standard,0,0,7,0,52,54.55,1
worker-079,1,standard,0,0,9,0,52,50.5,0
worker-079,2,standard,0,0,0,1,52,57.6,1
worker-079,3,standard,0,0,1,1,52,57.2,1
worker-079,4,standard,0,0,2,1,52,56.8,1
worker-079,5,standard,0,0,3,0,52,56.4,1
worker-079,6,standard,0,0,4,0,52,56.0,1
worker-079,7,standard,0,0,5,0,52,55.6,1
worker-079,8,standard,0,0,6,0,52,55.2,1
worker-079,9,standard,0,0,7,0,52,54.8,1
worker-079,10,standard,0,0,8,0,52,54.4,1
worker-080,1,commitment,1,1,0,1,52,59.25,1
worker-080,2,commitment,1,1,1,1,52,58.85,1
worker-080,3,commitment,1,1,2,1,52,58.45,1
worker-080,4,commitment,1,1,3,0,52,58.05,1
worker-080,5,commitment,1,1,4,0,52,57.65,1
worker-080,6,commitment,1,1,5,0,52,57.25,1
worker-080,7,commitment,1,1,6,0,52,56.85,1
worker-080,8,commitment,1,1,7,0,52,56.45,1
worker-080,9,commitment,1,1,8,0,52,56.05,1
worker-080,10,commitment,1,1,9,0,52,55.65,1
worker-081,1,commitment,1,1,1,1,52,59.1,1
worker-081,2,commitment,1,1,2,1,52,58.7,1
worker-081,3,commitment,1,1,3,0,52,58.3,1
worker-081,4,commitment,1,1,4,0,52,57.9,1
worker-081,5,commitment,1,1,5,0,52,57.5,1
worker-081,6,commitment,1,1,6,0,52,57.1,1
worker-081,7,commitment,1,1,7,0,52,56.7,1
worker-081,8,commitment,1,1,8,0,52,56.3,1
worker-081,9,commitment,1,1,9,0,52,55.9,1
worker-081,10,commitment,1,1,0,1,52,63.0,1
worker-082,1,standard,0,0,2,1,52,51.55,0
worker-082,2,standard,0,0,3,0,52,51.15,0
worker-082,3,standard,0,0,4,0,52,50.75,0
worker-082,4,standard,0,0,5,0,52,50.35,0
worker-082,5,standard,0,0,6,0,52,49.95,0
worker-082,6,standard,0,0,7,0,52,49.55,0
worker-082,7,standard,0,0,8,0,52,49.15,0
worker-082,8,standard,0,0,9,0,52,48.75,0
worker-082,9,standard,0,0,0,1,52,55.85,1
worker-082,10,standard,0,0,1,1,52,55.45,1
worker-083,1,standard,0,0,3,0,52,51.4,0
worker-083,2,standard,0,0,4,0,52,51.0,0
worker-083,3,standard,0,0,5,0,52,50.6,0
worker-083,4,standard,0,0,6,0,52,50.2,0
worker-083,5,standard,0,0,7,0,52,49.8,0
worker-083,6,standard,0,0,8,0,52,49.4,0
worker-083,7,standard,0,0,9,0,52,49.0,0
worker-083,8,standard,0,0,0,1,52,56.1,1
worker-083,9,standard,0,0,1,1,52,55.7,1
worker-083,10,standard,0,0,2,1,52,55.3,1
worker-084,1,standard,0,1,4,0,52,54.45,1
worker-084,2,standard,0,1,5,0,52,54.05,1
worker-084,3,standard,0,1,6,0,52,53.65,1
worker-084,4,standard,0,1,7,0,52,53.25,1
worker-084,5,standard,0,1,8,0,52,52.85,1
worker-084,6,standard,0,1,9,0,52,52.45,1
worker-084,7,standard,0,1,0,1,52,59.55,1
worker-084,8,standard,0,1,1,1,52,59.15,1
worker-084,9,standard,0,1,2,1,52,58.75,1
worker-084,10,standard,0,1,3,0,52,58.35,1
worker-085,1,commitment,1,1,5,0,52,58.5,1
worker-085,2,commitment,1,1,6,0,52,58.1,1
worker-085,3,commitment,1,1,7,0,52,57.7,1
worker-085,4,commitment,1,1,8,0,52,57.3,1
worker-085,5,commitment,1,1,9,0,52,56.9,1
worker-085,6,commitment,1,1,0,1,52,64.0,1
worker-085,7,commitment,1,1,1,1,52,63.6,1
worker-085,8,commitment,1,1,2,1,52,63.2,1
worker-085,9,commitment,1,1,3,0,52,62.8,1
worker-085,10,commitment,1,1,4,0,52,62.4,1
worker-086,1,commitment,1,0,6,0,52,55.15,1
worker-086,2,commitment,1,0,7,0,52,54.75,1
worker-086,3,commitment,1,0,8,0,52,54.35,1
worker-086,4,commitment,1,0,9,0,52,53.95,1
worker-086,5,commitment,1,0,0,1,52,61.05,1
worker-086,6,commitment,1,0,1,1,52,60.65,1
worker-086,7,commitment,1,0,2,1,52,60.25,1
worker-086,8,commitment,1,0,3,0,52,59.85,1
worker-086,9,commitment,1,0,4,0,52,59.45,1
worker-086,10,commitment,1,0,5,0,52,59.05,1
worker-087,1,standard,0,0,7,0,52,50.8,0
worker-087,2,standard,0,0,8,0,52,50.4,0
worker-087,3,standard,0,0,9,0,52,50.0,0
worker-087,4,standard,0,0,0,1,52,57.1,1
worker-087,5,standard,0,0,1,1,52,56.7,1
worker-087,6,standard,0,0,2,1,52,56.3,1
worker-087,7,standard,0,0,3,0,52,55.9,1
worker-087,8,standard,0,0,4,0,52,55.5,1
worker-087,9,standard,0,0,5,0,52,55.1,1
worker-087,10,standard,0,0,6,0,52,54.7,1
worker-088,1,standard,0,1,8,0,52,53.85,1
worker-088,2,standard,0,1,9,0,52,53.45,1
worker-088,3,standard,0,1,0,1,52,60.55,1
worker-088,4,standard,0,1,1,1,52,60.15,1
worker-088,5,standard,0,1,2,1,52,59.75,1
worker-088,6,standard,0,1,3,0,52,59.35,1
worker-088,7,standard,0,1,4,0,52,58.95,1
worker-088,8,standard,0,1,5,0,52,58.55,1
worker-088,9,standard,0,1,6,0,52,58.15,1
worker-088,10,standard,0,1,7,0,52,57.75,1
worker-089,1,standard,0,1,9,0,52,53.7,1
worker-089,2,standard,0,1,0,1,52,60.8,1
worker-089,3,standard,0,1,1,1,52,60.4,1
worker-089,4,standard,0,1,2,1,52,60.0,1
worker-089,5,standard,0,1,3,0,52,59.6,1
worker-089,6,standard,0,1,4,0,52,59.2,1
worker-089,7,standard,0,1,5,0,52,58.8,1
worker-089,8,standard,0,1,6,0,52,58.4,1
worker-089,9,standard,0,1,7,0,52,58.0,1
worker-089,10,standard,0,1,8,0,52,57.6,1
worker-090,1,commitment,1,0,0,1,52,56.05,1
worker-090,2,commitment,1,0,1,1,52,55.65,1
worker-090,3,commitment,1,0,2,1,52,55.25,1
worker-090,4,commitment,1,0,3,0,52,54.85,1
worker-090,5,commitment,1,0,4,0,52,54.45,1
worker-090,6,commitment,1,0,5,0,52,54.05,1
worker-090,7,commitment,1,0,6,0,52,53.65,1
worker-090,8,commitment,1,0,7,0,52,53.25,1
worker-090,9,commitment,1,0,8,0,52,52.85,1
worker-090,10,commitment,1,0,9,0,52,52.45,1
worker-091,1,commitment,1,0,1,1,52,55.9,1
worker-091,2,commitment,1,0,2,1,52,55.5,1
worker-091,3,commitment,1,0,3,0,52,55.1,1
worker-091,4,commitment,1,0,4,0,52,54.7,1
worker-091,5,commitment,1,0,5,0,52,54.3,1
worker-091,6,commitment,1,0,6,0,52,53.9,1
worker-091,7,commitment,1,0,7,0,52,53.5,1
worker-091,8,commitment,1,0,8,0,52,53.1,1
worker-091,9,commitment,1,0,9,0,52,52.7,1
worker-091,10,commitment,1,0,0,1,52,59.8,1
worker-092,1,standard,0,1,2,1,52,54.75,1
worker-092,2,standard,0,1,3,0,52,54.35,1
worker-092,3,standard,0,1,4,0,52,53.95,1
worker-092,4,standard,0,1,5,0,52,53.55,1
worker-092,5,standard,0,1,6,0,52,53.15,1
worker-092,6,standard,0,1,7,0,52,52.75,1
worker-092,7,standard,0,1,8,0,52,52.35,1
worker-092,8,standard,0,1,9,0,52,51.95,0
worker-092,9,standard,0,1,0,1,52,59.05,1
worker-092,10,standard,0,1,1,1,52,58.65,1
worker-093,1,standard,0,1,3,0,52,54.6,1
worker-093,2,standard,0,1,4,0,52,54.2,1
worker-093,3,standard,0,1,5,0,52,53.8,1
worker-093,4,standard,0,1,6,0,52,53.4,1
worker-093,5,standard,0,1,7,0,52,53.0,1
worker-093,6,standard,0,1,8,0,52,52.6,1
worker-093,7,standard,0,1,9,0,52,52.2,1
worker-093,8,standard,0,1,0,1,52,59.3,1
worker-093,9,standard,0,1,1,1,52,58.9,1
worker-093,10,standard,0,1,2,1,52,58.5,1
worker-094,1,standard,0,0,4,0,52,51.25,0
worker-094,2,standard,0,0,5,0,52,50.85,0
worker-094,3,standard,0,0,6,0,52,50.45,0
worker-094,4,standard,0,0,7,0,52,50.05,0
worker-094,5,standard,0,0,8,0,52,49.65,0
worker-094,6,standard,0,0,9,0,52,49.25,0
worker-094,7,standard,0,0,0,1,52,56.35,1
worker-094,8,standard,0,0,1,1,52,55.95,1
worker-094,9,standard,0,0,2,1,52,55.55,1
worker-094,10,standard,0,0,3,0,52,55.15,1
worker-095,1,commitment,1,0,5,0,52,55.3,1
worker-095,2,commitment,1,0,6,0,52,54.9,1
worker-095,3,commitment,1,0,7,0,52,54.5,1
worker-095,4,commitment,1,0,8,0,52,54.1,1
worker-095,5,commitment,1,0,9,0,52,53.7,1
worker-095,6,commitment,1,0,0,1,52,60.8,1
worker-095,7,commitment,1,0,1,1,52,60.4,1
worker-095,8,commitment,1,0,2,1,52,60.0,1
worker-095,9,commitment,1,0,3,0,52,59.6,1
worker-095,10,commitment,1,0,4,0,52,59.2,1
worker-096,1,commitment,1,1,6,0,52,58.35,1
worker-096,2,commitment,1,1,7,0,52,57.95,1
worker-096,3,commitment,1,1,8,0,52,57.55,1
worker-096,4,commitment,1,1,9,0,52,57.15,1
worker-096,5,commitment,1,1,0,1,52,64.25,1
worker-096,6,commitment,1,1,1,1,52,63.85,1
worker-096,7,commitment,1,1,2,1,52,63.45,1
worker-096,8,commitment,1,1,3,0,52,63.05,1
worker-096,9,commitment,1,1,4,0,52,62.65,1
worker-096,10,commitment,1,1,5,0,52,62.25,1
worker-097,1,standard,0,1,7,0,52,54.0,1
worker-097,2,standard,0,1,8,0,52,53.6,1
worker-097,3,standard,0,1,9,0,52,53.2,1
worker-097,4,standard,0,1,0,1,52,60.3,1
worker-097,5,standard,0,1,1,1,52,59.9,1
worker-097,6,standard,0,1,2,1,52,59.5,1
worker-097,7,standard,0,1,3,0,52,59.1,1
worker-097,8,standard,0,1,4,0,52,58.7,1
worker-097,9,standard,0,1,5,0,52,58.3,1
worker-097,10,standard,0,1,6,0,52,57.9,1
worker-098,1,standard,0,0,8,0,52,50.65,0
worker-098,2,standard,0,0,9,0,52,50.25,0
worker-098,3,standard,0,0,0,1,52,57.35,1
worker-098,4,standard,0,0,1,1,52,56.95,1
worker-098,5,standard,0,0,2,1,52,56.55,1
worker-098,6,standard,0,0,3,0,52,56.15,1
worker-098,7,standard,0,0,4,0,52,55.75,1
worker-098,8,standard,0,0,5,0,52,55.35,1
worker-098,9,standard,0,0,6,0,52,54.95,1
worker-098,10,standard,0,0,7,0,52,54.55,1
worker-099,1,standard,0,0,9,0,52,50.5,0
worker-099,2,standard,0,0,0,1,52,57.6,1
worker-099,3,standard,0,0,1,1,52,57.2,1
worker-099,4,standard,0,0,2,1,52,56.8,1
worker-099,5,standard,0,0,3,0,52,56.4,1
worker-099,6,standard,0,0,4,0,52,56.0,1
worker-099,7,standard,0,0,5,0,52,55.6,1
worker-099,8,standard,0,0,6,0,52,55.2,1
worker-099,9,standard,0,0,7,0,52,54.8,1
worker-099,10,standard,0,0,8,0,52,54.4,1
worker-100,1,commitment,1,1,0,1,52,59.25,1
worker-100,2,commitment,1,1,1,1,52,58.85,1
worker-100,3,commitment,1,1,2,1,52,58.45,1
worker-100,4,commitment,1,1,3,0,52,58.05,1
worker-100,5,commitment,1,1,4,0,52,57.65,1
worker-100,6,commitment,1,1,5,0,52,57.25,1
worker-100,7,commitment,1,1,6,0,52,56.85,1
worker-100,8,commitment,1,1,7,0,52,56.45,1
worker-100,9,commitment,1,1,8,0,52,56.05,1
worker-100,10,commitment,1,1,9,0,52,55.65,1
worker-101,1,commitment,1,1,1,1,52,59.1,1
worker-101,2,commitment,1,1,2,1,52,58.7,1
worker-101,3,commitment,1,1,3,0,52,58.3,1
worker-101,4,commitment,1,1,4,0,52,57.9,1
worker-101,5,commitment,1,1,5,0,52,57.5,1
worker-101,6,commitment,1,1,6,0,52,57.1,1
worker-101,7,commitment,1,1,7,0,52,56.7,1
worker-101,8,commitment,1,1,8,0,52,56.3,1
worker-101,9,commitment,1,1,9,0,52,55.9,1
worker-101,10,commitment,1,1,0,1,52,63.0,1
worker-102,1,standard,0,0,2,1,52,51.55,0
worker-102,2,standard,0,0,3,0,52,51.15,0
worker-102,3,standard,0,0,4,0,52,50.75,0
worker-102,4,standard,0,0,5,0,52,50.35,0
worker-102,5,standard,0,0,6,0,52,49.95,0
worker-102,6,standard,0,0,7,0,52,49.55,0
worker-102,7,standard,0,0,8,0,52,49.15,0
worker-102,8,standard,0,0,9,0,52,48.75,0
worker-102,9,standard,0,0,0,1,52,55.85,1
worker-102,10,standard,0,0,1,1,52,55.45,1
worker-103,1,standard,0,0,3,0,52,51.4,0
worker-103,2,standard,0,0,4,0,52,51.0,0
worker-103,3,standard,0,0,5,0,52,50.6,0
worker-103,4,standard,0,0,6,0,52,50.2,0
worker-103,5,standard,0,0,7,0,52,49.8,0
worker-103,6,standard,0,0,8,0,52,49.4,0
worker-103,7,standard,0,0,9,0,52,49.0,0
worker-103,8,standard,0,0,0,1,52,56.1,1
worker-103,9,standard,0,0,1,1,52,55.7,1
worker-103,10,standard,0,0,2,1,52,55.3,1
worker-104,1,standard,0,1,4,0,52,54.45,1
worker-104,2,standard,0,1,5,0,52,54.05,1
worker-104,3,standard,0,1,6,0,52,53.65,1
worker-104,4,standard,0,1,7,0,52,53.25,1
worker-104,5,standard,0,1,8,0,52,52.85,1
worker-104,6,standard,0,1,9,0,52,52.45,1
worker-104,7,standard,0,1,0,1,52,59.55,1
worker-104,8,standard,0,1,1,1,52,59.15,1
worker-104,9,standard,0,1,2,1,52,58.75,1
worker-104,10,standard,0,1,3,0,52,58.35,1
worker-105,1,commitment,1,1,5,0,52,58.5,1
worker-105,2,commitment,1,1,6,0,52,58.1,1
worker-105,3,commitment,1,1,7,0,52,57.7,1
worker-105,4,commitment,1,1,8,0,52,57.3,1
