unit_id,period,mileage_state,replace,next_mileage_state,operating_cost,downtime_days,true_replacement_probability,synthetic_unit_quality
36,13,1,0,2,0.87409,0.12283,0.09629,0.07365
36,14,2,0,4,1.44808,0.24316,0.23678,0.07365
36,15,4,0,4,2.508,0.34489,0.60767,0.07365
36,16,4,0,6,2.49148,0.37687,0.60767,0.07365
36,17,6,1,0,4.30986,0.42139,0.84656,0.07365
36,18,0,0,1,0.11593,0.0,0.02809,0.07365
36,19,1,0,1,1.32436,0.2932,0.09629,0.07365
36,20,1,0,1,0.83177,0.14657,0.09629,0.07365
36,21,1,0,2,0.96601,0.04562,0.09629,0.07365
36,22,2,1,1,4.61388,0.45803,0.23678,0.07365
36,23,1,0,2,0.80083,0.15124,0.09629,0.07365
36,24,2,0,3,1.16005,0.1872,0.23678,0.07365
36,25,3,1,0,4.16347,0.49227,0.42549,0.07365
36,26,0,1,1,3.95262,0.52564,0.02809,0.07365
36,27,1,0,1,0.77331,0.12317,0.09629,0.07365
36,28,1,0,2,1.29726,0.23035,0.09629,0.07365
36,29,2,0,3,1.76006,0.27735,0.23678,0.07365
36,30,3,1,0,4.04623,0.17019,0.42549,0.07365
36,31,0,0,1,0.53253,0.06688,0.02809,0.07365
36,32,1,1,0,4.69497,0.39816,0.09629,0.07365
36,33,0,0,0,0.04705,0.12514,0.02809,0.07365
37,0,1,0,1,0.9049,0.1277,0.08725,-0.1846
37,1,1,0,2,1.21665,0.19244,0.08725,-0.1846
37,2,2,0,4,1.6177,0.21647,0.22774,-0.1846
37,3,4,1,0,4.50249,0.45937,0.59863,-0.1846
37,4,0,0,1,0.11195,0.08913,0.01905,-0.1846
37,5,1,0,3,0.82147,0.10864,0.08725,-0.1846
37,6,3,1,1,4.70427,0.22595,0.41646,-0.1846
37,7,1,0,2,0.79628,0.22618,0.08725,-0.1846
37,8,2,0,4,1.07257,0.27781,0.22774,-0.1846
37,9,4,1,0,4.17615,0.33401,0.59863,-0.1846
37,10,0,0,1,0.37125,0.0952,0.01905,-0.1846
37,11,1,0,2,0.96123,0.14265,0.08725,-0.1846
37,12,2,0,4,1.2554,0.33084,0.22774,-0.1846
37,13,4,1,0,4.47006,0.25462,0.59863,-0.1846
37,14,0,0,0,0.58835,0.11185,0.01905,-0.1846
37,15,0,0,1,0.48693,0.01328,0.01905,-0.1846
37,16,1,0,1,1.35843,0.22601,0.08725,-0.1846
37,17,1,0,3,1.0808,0.06324,0.08725,-0.1846
37,18,3,0,5,2.36379,0.23237,0.41646,-0.1846
37,19,5,1,0,4.09242,0.27282,0.74036,-0.1846
37,20,0,0,1,0.60119,0.07716,0.01905,-0.1846
37,21,1,0,2,0.71046,0.1668,0.08725,-0.1846
37,22,2,1,2,4.4884,0.01004,0.22774,-0.1846
37,23,2,0,3,1.42062,0.24501,0.22774,-0.1846
37,24,3,0,3,1.97496,0.29366,0.41646,-0.1846
37,25,3,0,4,2.17883,0.27749,0.41646,-0.1846
37,26,4,0,4,2.49909,0.4004,0.59863,-0.1846
37,27,4,1,1,4.63516,0.29149,0.59863,-0.1846
37,28,1,0,2,0.09776,0.06314,0.08725,-0.1846
37,29,2,0,4,1.71453,0.24774,0.22774,-0.1846
37,30,4,1,0,4.23715,0.57649,0.59863,-0.1846
37,31,0,0,1,0.57779,0.0285,0.01905,-0.1846
37,32,1,0,2,1.02007,0.14909,0.08725,-0.1846
37,33,2,1,0,4.14062,0.42608,0.22774,-0.1846
38,0,3,0,5,2.30161,0.36235,0.43175,0.25226
38,1,5,1,0,3.96663,0.11399,0.75565,0.25226
38,2,0,0,2,0.49598,0.05271,0.03434,0.25226
38,3,2,0,3,1.70883,0.12709,0.24303,0.25226
38,4,3,0,4,1.77458,0.27791,0.43175,0.25226
38,5,4,1,0,4.43912,0.28577,0.61392,0.25226
38,6,0,0,0,0.32826,0.14213,0.03434,0.25226
38,7,0,0,2,0.21552,0.0714,0.03434,0.25226
38,8,2,0,3,1.43288,0.33417,0.24303,0.25226
38,9,3,0,4,2.14192,0.26497,0.43175,0.25226
38,10,4,0,4,2.50788,0.38812,0.61392,0.25226
38,11,4,1,0,4.31537,0.11424,0.61392,0.25226
38,12,0,0,2,0.32804,0.07635,0.03434,0.25226
38,13,2,0,3,1.91883,0.31234,0.24303,0.25226
38,14,3,0,3,1.58083,0.29366,0.43175,0.25226
38,15,3,1,0,4.79274,0.33676,0.43175,0.25226
38,16,0,0,1,0.28715,0.02048,0.03434,0.25226
38,17,1,0,2,1.07236,0.12806,0.10254,0.25226
38,18,2,0,3,1.5635,0.08581,0.24303,0.25226
38,19,3,1,1,4.33507,0.36223,0.43175,0.25226
38,20,1,0,2,1.37994,0.20233,0.10254,0.25226
38,21,2,0,2,1.40232,0.21464,0.24303,0.25226
38,22,2,0,4,1.71819,0.29866,0.24303,0.25226
38,23,4,1,0,4.58567,0.56777,0.61392,0.25226
38,24,0,0,2,0.27281,0.09938,0.03434,0.25226
38,25,2,0,2,1.53238,0.08998,0.24303,0.25226
38,26,2,1,0,4.28323,0.35052,0.24303,0.25226
38,27,0,0,0,-0.10999,0.0,0.03434,0.25226
38,28,0,0,1,-0.05174,0.0,0.03434,0.25226
38,29,1,0,1,1.12809,0.1936,0.10254,0.25226
38,30,1,0,2,0.88652,0.20859,0.10254,0.25226
38,31,2,0,3,1.39834,0.16373,0.24303,0.25226
38,32,3,1,0,4.50875,0.06594,0.43175,0.25226
38,33,0,0,1,0.2514,0.06737,0.03434,0.25226
39,0,3,0,4,2.16139,0.25818,0.42245,-0.01334
39,1,4,1,0,4.59638,0.37242,0.60462,-0.01334
39,2,0,0,1,0.29786,0.13584,0.02505,-0.01334
39,3,1,0,3,0.5128,0.13254,0.09324,-0.01334
39,4,3,1,0,4.19205,0.30682,0.42245,-0.01334
39,5,0,0,2,0.57367,0.01454,0.02505,-0.01334
39,6,2,0,4,1.18466,0.21046,0.23374,-0.01334
39,7,4,1,2,4.50157,0.64684,0.60462,-0.01334
39,8,2,0,4,1.4868,0.2265,0.23374,-0.01334
39,9,4,1,0,5.0266,0.42086,0.60462,-0.01334
39,10,0,0,1,0.41528,0.0,0.02505,-0.01334
39,11,1,0,2,0.94791,0.16891,0.09324,-0.01334
39,12,2,0,3,1.90607,0.15173,0.23374,-0.01334
39,13,3,0,5,1.89076,0.37093,0.42245,-0.01334
39,14,5,1,0,4.06577,0.37698,0.74635,-0.01334
39,15,0,0,1,0.67844,0.17872,0.02505,-0.01334
39,16,1,0,3,1.10319,0.03535,0.09324,-0.01334
39,17,3,1,0,4.63812,0.39553,0.42245,-0.01334
39,18,0,0,1,0.27412,0.0,0.02505,-0.01334
39,19,1,0,2,1.12711,0.05505,0.09324,-0.01334
39,20,2,0,2,1.46922,0.05422,0.23374,-0.01334
39,21,2,0,3,1.47379,0.19413,0.23374,-0.01334
39,22,3,0,4,1.78114,0.30328,0.42245,-0.01334
39,23,4,1,0,4.4657,0.50939,0.60462,-0.01334
39,24,0,0,1,0.70814,0.04172,0.02505,-0.01334
39,25,1,0,3,1.03369,0.12318,0.09324,-0.01334
39,26,3,1,1,4.13613,0.27721,0.42245,-0.01334
39,27,1,0,2,0.74441,0.14216,0.09324,-0.01334
39,28,2,1,0,3.9651,0.53024,0.23374,-0.01334
39,29,0,0,1,0.29851,0.0,0.02505,-0.01334
39,30,1,0,3,1.06557,0.26786,0.09324,-0.01334
39,31,3,0,3,2.37695,0.29693,0.42245,-0.01334
39,32,3,0,5,1.86383,0.31998,0.42245,-0.01334
39,33,5,1,1,4.13869,0.44532,0.74635,-0.01334
40,0,1,0,2,1.18088,0.21875,0.08274,-0.31355
40,1,2,0,3,1.60755,0.1796,0.22323,-0.31355
40,2,3,1,1,4.41472,0.38913,0.41194,-0.31355
40,3,1,0,1,0.92697,0.12138,0.08274,-0.31355
40,4,1,0,2,1.02418,0.16898,0.08274,-0.31355
40,5,2,0,3,1.22398,0.17908,0.22323,-0.31355
40,6,3,0,4,2.09201,0.29862,0.41194,-0.31355
40,7,4,1,1,4.48122,0.36499,0.59411,-0.31355
40,8,1,0,3,1.13654,0.14677,0.08274,-0.31355
40,9,3,0,3,1.91707,0.2155,0.41194,-0.31355
40,10,3,0,4,2.20788,0.21905,0.41194,-0.31355
40,11,4,1,0,4.40649,0.29606,0.59411,-0.31355
40,12,0,0,2,0.11568,0.01314,0.01454,-0.31355
40,13,2,0,4,1.60883,0.1939,0.22323,-0.31355
40,14,4,1,0,4.04158,0.25782,0.59411,-0.31355
40,15,0,0,1,0.48213,0.0,0.01454,-0.31355
40,16,1,0,1,0.82416,0.16949,0.08274,-0.31355
40,17,1,0,2,0.89831,0.11409,0.08274,-0.31355
40,18,2,0,3,1.40803,0.17416,0.22323,-0.31355
40,19,3,1,0,4.45778,0.13435,0.41194,-0.31355
40,20,0,0,1,0.40491,0.01842,0.01454,-0.31355
40,21,1,0,2,0.6952,0.12687,0.08274,-0.31355
40,22,2,1,0,4.2081,0.36171,0.22323,-0.31355
40,23,0,0,1,0.40713,0.06806,0.01454,-0.31355
40,24,1,0,2,1.17484,0.01063,0.08274,-0.31355
40,25,2,0,3,1.31443,0.2811,0.22323,-0.31355
40,26,3,0,4,2.10633,0.29752,0.41194,-0.31355
40,27,4,1,0,4.13053,0.35989,0.59411,-0.31355
40,28,0,0,2,0.49377,0.06501,0.01454,-0.31355
40,29,2,0,3,1.71891,0.36566,0.22323,-0.31355
40,30,3,1,0,4.30885,0.37356,0.41194,-0.31355
40,31,0,0,1,0.42495,0.0728,0.01454,-0.31355
40,32,1,0,3,0.95714,0.09681,0.08274,-0.31355
40,33,3,0,4,2.15844,0.18873,0.41194,-0.31355
41,0,0,0,1,0.37479,0.01284,0.01835,-0.20478
41,1,1,0,2,0.66564,0.12675,0.08654,-0.20478
41,2,2,0,4,1.48745,0.2046,0.22704,-0.20478
41,3,4,1,0,4.44498,0.42707,0.59792,-0.20478
41,4,0,0,2,0.39514,0.03494,0.01835,-0.20478
41,5,2,0,3,1.62277,0.23763,0.22704,-0.20478
41,6,3,1,0,4.68817,0.35257,0.41575,-0.20478
41,7,0,0,1,0.31496,0.0,0.01835,-0.20478
41,8,1,0,2,1.16924,0.05925,0.08654,-0.20478
41,9,2,0,3,1.64826,0.23319,0.22704,-0.20478
41,10,3,1,1,4.24324,0.26056,0.41575,-0.20478
41,11,1,0,2,1.22416,0.19379,0.08654,-0.20478
41,12,2,0,3,1.9074,0.26504,0.22704,-0.20478
41,13,3,1,0,4.31573,0.35251,0.41575,-0.20478
41,14,0,0,1,0.48291,0.09276,0.01835,-0.20478
41,15,1,0,1,0.96199,0.14674,0.08654,-0.20478
41,16,1,0,3,1.17565,0.01549,0.08654,-0.20478
41,17,3,0,4,1.8422,0.29364,0.41575,-0.20478
41,18,4,1,0,4.37963,0.35007,0.59792,-0.20478
41,19,0,0,2,0.48554,0.0093,0.01835,-0.20478
41,20,2,0,4,1.40808,0.20431,0.22704,-0.20478
41,21,4,1,0,4.59978,0.27981,0.59792,-0.20478
41,22,0,0,1,0.32118,0.03251,0.01835,-0.20478
41,23,1,1,1,4.4863,0.49151,0.08654,-0.20478
41,24,1,0,2,0.52601,0.1358,0.08654,-0.20478
41,25,2,1,1,4.71774,0.57768,0.22704,-0.20478
41,26,1,1,0,4.63021,0.27416,0.08654,-0.20478
41,27,0,0,2,0.34716,0.0,0.01835,-0.20478
41,28,2,0,4,1.66919,0.21287,0.22704,-0.20478
41,29,4,1,0,4.35181,0.48142,0.59792,-0.20478
41,30,0,0,2,0.39126,0.06831,0.01835,-0.20478
41,31,2,0,3,1.39681,0.28278,0.22704,-0.20478
41,32,3,0,5,2.23841,0.35079,0.41575,-0.20478
41,33,5,1,0,4.51891,0.51181,0.73965,-0.20478
42,0,0,0,1,0.37852,0.05617,0.03279,0.20804
42,1,1,0,1,1.185,0.12407,0.10099,0.20804
42,2,1,0,3,0.91918,0.0683,0.10099,0.20804
42,3,3,0,4,2.19298,0.28298,0.4302,0.20804
42,4,4,1,0,4.66435,0.09861,0.61237,0.20804
42,5,0,0,1,0.36304,0.03292,0.03279,0.20804
42,6,1,0,3,1.00892,0.12119,0.10099,0.20804
42,7,3,0,4,1.59268,0.22343,0.4302,0.20804
42,8,4,1,1,4.25876,0.53667,0.61237,0.20804
42,9,1,0,1,1.30508,0.10491,0.10099,0.20804
42,10,1,0,1,0.89196,0.15021,0.10099,0.20804
42,11,1,0,2,0.97463,0.11861,0.10099,0.20804
42,12,2,0,3,1.24634,0.20766,0.24149,0.20804
42,13,3,0,4,2.19018,0.27421,0.4302,0.20804
42,14,4,0,5,2.64527,0.35758,0.61237,0.20804
42,15,5,1,0,3.916,0.43054,0.7541,0.20804
42,16,0,0,1,0.30842,0.04118,0.03279,0.20804
42,17,1,0,1,0.71375,0.0754,0.10099,0.20804
42,18,1,0,1,1.21928,0.26297,0.10099,0.20804
42,19,1,0,2,0.6084,0.1213,0.10099,0.20804
42,20,2,0,3,1.53717,0.14941,0.24149,0.20804
42,21,3,1,0,4.08622,0.32063,0.4302,0.20804
42,22,0,0,2,0.47011,0.01273,0.03279,0.20804
42,23,2,1,1,4.48699,0.46912,0.24149,0.20804
42,24,1,0,3,1.146,0.1399,0.10099,0.20804
42,25,3,0,3,1.85203,0.27448,0.4302,0.20804
42,26,3,0,5,2.28201,0.28307,0.4302,0.20804
42,27,5,0,6,3.13062,0.53092,0.7541,0.20804
42,28,6,1,0,4.27352,0.24384,0.85126,0.20804
42,29,0,0,1,0.77076,0.06446,0.03279,0.20804
42,30,1,0,3,1.01331,0.09508,0.10099,0.20804
42,31,3,0,5,1.89212,0.29587,0.4302,0.20804
42,32,5,1,1,3.84591,0.24894,0.7541,0.20804
42,33,1,0,1,0.80219,0.18679,0.10099,0.20804
43,0,3,0,4,2.41666,0.33485,0.42717,0.12143
43,1,4,1,0,4.25223,0.33116,0.60934,0.12143
43,2,0,0,1,0.5494,0.11298,0.02976,0.12143
43,3,1,0,1,0.75625,0.08358,0.09796,0.12143
43,4,1,0,2,1.04444,0.10002,0.09796,0.12143
43,5,2,0,2,1.59848,0.12874,0.23846,0.12143
43,6,2,0,3,1.46611,0.26305,0.23846,0.12143
43,7,3,0,4,1.98011,0.24488,0.42717,0.12143
43,8,4,1,0,4.5911,0.2431,0.60934,0.12143
43,9,0,0,0,0.20791,0.0,0.02976,0.12143
43,10,0,0,1,0.56393,0.0,0.02976,0.12143
43,11,1,0,1,0.70569,0.12435,0.09796,0.12143
43,12,1,0,2,1.05969,0.082,0.09796,0.12143
43,13,2,0,3,1.3767,0.08922,0.23846,0.12143
43,14,3,0,4,2.4185,0.36901,0.42717,0.12143
43,15,4,1,1,4.28504,0.28414,0.60934,0.12143
43,16,1,0,2,0.98889,0.12009,0.09796,0.12143
43,17,2,0,2,2.20342,0.24254,0.23846,0.12143
43,18,2,0,3,1.55884,0.19388,0.23846,0.12143
43,19,3,0,4,2.07678,0.23544,0.42717,0.12143
43,20,4,1,1,4.3904,0.45975,0.60934,0.12143
43,21,1,0,3,1.02277,0.20162,0.09796,0.12143
43,22,3,1,1,4.43823,0.43374,0.42717,0.12143
43,23,1,0,1,0.32306,0.21213,0.09796,0.12143
43,24,1,0,2,0.73338,0.11476,0.09796,0.12143
43,25,2,0,3,1.42593,0.21099,0.23846,0.12143
43,26,3,1,0,4.39863,0.33499,0.42717,0.12143
43,27,0,0,0,0.75018,0.06597,0.02976,0.12143
43,28,0,0,0,0.39436,0.04176,0.02976,0.12143
43,29,0,0,1,0.16064,0.01944,0.02976,0.12143
43,30,1,0,1,1.03724,0.10259,0.09796,0.12143
43,31,1,0,2,0.77397,0.07109,0.09796,0.12143
43,32,2,0,3,1.6444,0.18723,0.23846,0.12143
43,33,3,0,4,2.17213,0.30231,0.42717,0.12143
44,0,2,1,1,4.25273,0.27272,0.25036,0.46161
44,1,1,0,1,1.10986,0.12564,0.10987,0.46161
44,2,1,0,3,0.98382,0.25255,0.10987,0.46161
44,3,3,1,0,4.58392,0.32302,0.43907,0.46161
44,4,0,0,1,0.37383,0.11314,0.04167,0.46161
44,5,1,0,2,0.96541,0.16427,0.10987,0.46161
44,6,2,1,0,4.44323,0.38347,0.25036,0.46161
44,7,0,0,1,0.58301,0.10678,0.04167,0.46161
44,8,1,0,3,0.93603,0.124,0.10987,0.46161
44,9,3,1,2,4.77732,0.40233,0.43907,0.46161
44,10,2,1,0,4.61005,0.24108,0.25036,0.46161
44,11,0,0,1,0.18934,0.12329,0.04167,0.46161
44,12,1,0,2,0.78445,0.12561,0.10987,0.46161
44,13,2,0,3,1.72393,0.25706,0.25036,0.46161
44,14,3,0,4,2.00992,0.33171,0.43907,0.46161
44,15,4,1,0,4.24292,0.34236,0.62124,0.46161
44,16,0,0,0,0.52153,0.11539,0.04167,0.46161
44,17,0,0,1,0.10832,0.08572,0.04167,0.46161
44,18,1,0,2,1.22682,0.2024,0.10987,0.46161
44,19,2,0,4,1.62977,0.17717,0.25036,0.46161
44,20,4,1,0,4.57934,0.39415,0.62124,0.46161
44,21,0,0,1,0.32931,0.15213,0.04167,0.46161
44,22,1,0,2,0.97395,0.13412,0.10987,0.46161
44,23,2,0,4,1.58193,0.24248,0.25036,0.46161
44,24,4,1,1,4.8987,0.15906,0.62124,0.46161
44,25,1,0,3,0.92778,0.10884,0.10987,0.46161
44,26,3,0,5,2.51591,0.24364,0.43907,0.46161
44,27,5,1,0,4.7509,0.34919,0.76298,0.46161
44,28,0,0,1,0.65779,0.0,0.04167,0.46161
44,29,1,0,1,0.90891,0.19014,0.10987,0.46161
44,30,1,0,2,1.06363,0.02963,0.10987,0.46161
44,31,2,0,2,1.78992,0.2794,0.25036,0.46161
44,32,2,0,3,1.56587,0.24084,0.25036,0.46161
44,33,3,0,5,2.24158,0.35287,0.43907,0.46161
45,0,3,1,0,4.66984,0.32833,0.41287,-0.28694
45,1,0,0,1,0.46326,0.06226,0.01547,-0.28694
45,2,1,0,1,1.1183,0.07949,0.08367,-0.28694
45,3,1,0,2,1.23142,0.11958,0.08367,-0.28694
45,4,2,0,3,1.40671,0.14864,0.22416,-0.28694
45,5,3,0,4,1.98405,0.38935,0.41287,-0.28694
45,6,4,1,0,4.1992,0.38606,0.59504,-0.28694
45,7,0,0,2,0.56197,0.11985,0.01547,-0.28694
45,8,2,0,3,1.46856,0.30498,0.22416,-0.28694
45,9,3,1,0,4.34634,0.26348,0.41287,-0.28694
45,10,0,0,1,-0.22937,0.00948,0.01547,-0.28694
45,11,1,0,2,1.28331,0.10743,0.08367,-0.28694
45,12,2,0,2,1.60549,0.14692,0.22416,-0.28694
45,13,2,0,3,1.38684,0.12341,0.22416,-0.28694
45,14,3,0,3,2.01581,0.25808,0.41287,-0.28694
45,15,3,1,0,4.37459,0.20033,0.41287,-0.28694
45,16,0,0,1,0.40314,0.09441,0.01547,-0.28694
45,17,1,0,2,1.08362,0.09795,0.08367,-0.28694
45,18,2,0,3,1.66949,0.22408,0.22416,-0.28694
45,19,3,1,0,4.13801,0.41556,0.41287,-0.28694
45,20,0,0,0,0.24604,0.04203,0.01547,-0.28694
45,21,0,0,1,0.60504,0.0,0.01547,-0.28694
45,22,1,0,3,1.22237,0.09396,0.08367,-0.28694
45,23,3,1,2,4.23542,0.34105,0.41287,-0.28694
45,24,2,0,3,1.60662,0.19412,0.22416,-0.28694
45,25,3,1,0,4.51929,0.48759,0.41287,-0.28694
45,26,0,0,0,0.66718,0.0,0.01547,-0.28694
45,27,0,0,1,0.29461,0.08736,0.01547,-0.28694
45,28,1,0,2,1.10618,0.14923,0.08367,-0.28694
45,29,2,0,4,1.51224,0.3061,0.22416,-0.28694
45,30,4,1,1,4.2882,0.2715,0.59504,-0.28694
45,31,1,0,2,1.44288,0.09174,0.08367,-0.28694
45,32,2,1,1,4.40563,0.39789,0.22416,-0.28694
45,33,1,0,2,1.11597,0.06583,0.08367,-0.28694
46,0,0,0,0,0.51242,0.1208,0.03613,0.3033
46,1,0,0,1,0.25,0.15138,0.03613,0.3033
46,2,1,0,2,1.16116,0.06953,0.10433,0.3033
46,3,2,0,4,1.36718,0.19576,0.24482,0.3033
46,4,4,1,0,4.54201,0.23546,0.6157,0.3033
46,5,0,0,2,0.20023,0.09033,0.03613,0.3033
46,6,2,1,1,4.60298,0.445,0.24482,0.3033
46,7,1,0,2,0.85543,0.08951,0.10433,0.3033
46,8,2,0,3,1.73673,0.32146,0.24482,0.3033
46,9,3,0,5,1.83256,0.33406,0.43353,0.3033
46,10,5,1,1,4.14083,0.57208,0.75744,0.3033
46,11,1,0,2,1.01205,0.20548,0.10433,0.3033
46,12,2,0,3,1.94879,0.20436,0.24482,0.3033
46,13,3,0,4,2.20652,0.18131,0.43353,0.3033
46,14,4,1,2,4.27072,0.29049,0.6157,0.3033
46,15,2,1,0,4.74455,0.25938,0.24482,0.3033
46,16,0,0,1,0.29352,0.09244,0.03613,0.3033
46,17,1,0,2,0.98206,0.05817,0.10433,0.3033
46,18,2,0,3,1.65193,0.09216,0.24482,0.3033
46,19,3,0,4,2.03818,0.34101,0.43353,0.3033
46,20,4,0,5,2.55736,0.47749,0.6157,0.3033
46,21,5,1,1,4.56643,0.36978,0.75744,0.3033
46,22,1,0,2,0.67984,0.17365,0.10433,0.3033
46,23,2,1,0,4.48609,0.40711,0.24482,0.3033
46,24,0,0,1,0.3937,0.06181,0.03613,0.3033
46,25,1,0,1,1.00535,0.20056,0.10433,0.3033
46,26,1,0,2,1.21309,0.12558,0.10433,0.3033
46,27,2,0,3,1.51275,0.22561,0.24482,0.3033
46,28,3,1,0,4.28489,0.39376,0.43353,0.3033
46,29,0,0,1,0.62834,0.07247,0.03613,0.3033
46,30,1,0,2,1.01665,0.12853,0.10433,0.3033
46,31,2,0,2,1.39964,0.31545,0.24482,0.3033
46,32,2,1,0,4.30014,0.52544,0.24482,0.3033
46,33,0,0,1,0.53377,0.01524,0.03613,0.3033
47,0,1,0,2,0.95777,0.18215,0.09765,0.11249
47,1,2,0,3,1.56154,0.24482,0.23814,0.11249
47,2,3,0,3,2.40208,0.38202,0.42685,0.11249
47,3,3,1,0,4.33414,0.19575,0.42685,0.11249
47,4,0,0,1,0.34127,0.08603,0.02945,0.11249
47,5,1,0,1,0.92312,0.16379,0.09765,0.11249
47,6,1,1,0,4.17243,0.27035,0.09765,0.11249
47,7,0,0,2,0.72215,0.05118,0.02945,0.11249
47,8,2,0,4,1.36884,0.30944,0.23814,0.11249
47,9,4,1,1,4.42205,0.26401,0.60903,0.11249
47,10,1,0,2,0.8483,0.23361,0.09765,0.11249
47,11,2,0,3,1.45648,0.27721,0.23814,0.11249
47,12,3,1,0,4.30834,0.10399,0.42685,0.11249
47,13,0,0,1,0.62727,0.13074,0.02945,0.11249
47,14,1,0,1,1.11259,0.10616,0.09765,0.11249
47,15,1,0,2,1.04307,0.15988,0.09765,0.11249
47,16,2,0,4,1.55686,0.21482,0.23814,0.11249
47,17,4,1,0,4.33158,0.27392,0.60903,0.11249
47,18,0,0,2,0.55191,0.01362,0.02945,0.11249
47,19,2,0,3,1.12003,0.13794,0.23814,0.11249
47,20,3,1,0,4.34343,0.52078,0.42685,0.11249
47,21,0,0,1,0.46431,0.08411,0.02945,0.11249
47,22,1,0,1,0.7694,0.03924,0.09765,0.11249
47,23,1,1,0,4.65971,0.40251,0.09765,0.11249
47,24,0,0,2,0.82039,0.0,0.02945,0.11249
47,25,2,1,0,4.29038,0.41362,0.23814,0.11249
47,26,0,0,1,0.61588,0.08692,0.02945,0.11249
47,27,1,0,2,0.7088,0.10625,0.09765,0.11249
47,28,2,0,2,1.48421,0.24803,0.23814,0.11249
47,29,2,0,3,1.56808,0.14609,0.23814,0.11249
47,30,3,1,1,4.54395,0.38813,0.42685,0.11249
47,31,1,0,2,0.92598,0.15999,0.09765,0.11249
47,32,2,1,0,4.52435,0.57136,0.23814,0.11249
47,33,0,0,1,0.30337,0.15921,0.02945,0.11249
48,0,1,0,2,1.06364,0.23988,0.086,-0.22019
48,1,2,0,3,1.76221,0.28893,0.2265,-0.22019
48,2,3,0,5,1.91065,0.37553,0.41521,-0.22019
48,3,5,1,2,4.33468,0.43549,0.73911,-0.22019
48,4,2,0,3,1.83384,0.22336,0.2265,-0.22019
48,5,3,1,1,4.50288,0.43887,0.41521,-0.22019
48,6,1,0,1,0.97664,0.20087,0.086,-0.22019
48,7,1,0,2,0.73802,0.04479,0.086,-0.22019
48,8,2,0,3,1.31093,0.16268,0.2265,-0.22019
48,9,3,0,4,1.87331,0.29623,0.41521,-0.22019
48,10,4,1,2,4.92173,0.35309,0.59738,-0.22019
48,11,2,0,3,1.84445,0.25754,0.2265,-0.22019
48,12,3,1,0,4.81638,0.25233,0.41521,-0.22019
48,13,0,0,1,0.47449,0.01,0.01781,-0.22019
48,14,1,0,3,1.34397,0.0886,0.086,-0.22019
48,15,3,0,4,2.06949,0.30602,0.41521,-0.22019
48,16,4,0,5,2.68151,0.35938,0.59738,-0.22019
48,17,5,1,2,4.17021,0.2309,0.73911,-0.22019
48,18,2,0,4,1.66856,0.16684,0.2265,-0.22019
48,19,4,0,6,2.43846,0.34685,0.59738,-0.22019
48,20,6,1,0,4.40108,0.3626,0.83627,-0.22019
48,21,0,0,2,0.38456,0.07877,0.01781,-0.22019
48,22,2,0,3,1.65782,0.26423,0.2265,-0.22019
48,23,3,1,0,4.87532,0.44228,0.41521,-0.22019
48,24,0,0,1,0.43203,0.04679,0.01781,-0.22019
48,25,1,0,2,0.89591,0.0,0.086,-0.22019
48,26,2,0,3,1.42402,0.16607,0.2265,-0.22019
48,27,3,0,5,1.61676,0.26039,0.41521,-0.22019
48,28,5,0,6,3.20527,0.37924,0.73911,-0.22019
48,29,6,0,7,3.47044,0.5397,0.83627,-0.22019
48,30,7,1,0,4.28389,0.34062,0.89794,-0.22019
48,31,0,0,2,-0.13647,0.12338,0.01781,-0.22019
48,32,2,1,0,4.56349,0.2074,0.2265,-0.22019
48,33,0,0,1,-0.21914,0.18433,0.01781,-0.22019
49,0,2,1,0,4.47291,0.18631,0.24084,0.18971
49,1,0,0,1,0.64517,0.09437,0.03215,0.18971
49,2,1,0,1,0.88633,0.05613,0.10035,0.18971
49,3,1,0,2,0.76175,0.17796,0.10035,0.18971
49,4,2,0,3,1.446,0.15561,0.24084,0.18971
49,5,3,1,1,4.2243,0.40206,0.42956,0.18971
49,6,1,0,2,1.16359,0.14228,0.10035,0.18971
49,7,2,0,3,1.7207,0.23224,0.24084,0.18971
49,8,3,0,4,1.78283,0.19582,0.42956,0.18971
49,9,4,0,4,2.84003,0.33651,0.61173,0.18971
49,10,4,1,1,4.51823,0.30202,0.61173,0.18971
49,11,1,0,2,1.10562,0.17965,0.10035,0.18971
49,12,2,0,3,1.47987,0.2635,0.24084,0.18971
49,13,3,0,4,1.79137,0.27339,0.42956,0.18971
49,14,4,1,0,4.7392,0.08235,0.61173,0.18971
49,15,0,0,0,0.17721,0.10016,0.03215,0.18971
49,16,0,0,0,0.38305,0.10273,0.03215,0.18971
49,17,0,0,0,0.56218,0.0,0.03215,0.18971
49,18,0,0,1,0.34918,0.00336,0.03215,0.18971
49,19,1,0,2,0.9813,0.13129,0.10035,0.18971
49,20,2,0,3,1.76922,0.24344,0.24084,0.18971
49,21,3,0,4,1.98911,0.29633,0.42956,0.18971
49,22,4,0,6,2.70679,0.28673,0.61173,0.18971
49,23,6,1,2,4.69475,0.45407,0.85062,0.18971
49,24,2,0,4,1.54108,0.22183,0.24084,0.18971
49,25,4,1,0,4.43854,0.16376,0.61173,0.18971
49,26,0,0,1,0.27829,0.07668,0.03215,0.18971
49,27,1,0,2,0.88469,0.17855,0.10035,0.18971
49,28,2,0,2,1.53505,0.11823,0.24084,0.18971
