person_id,birth_cohort,region,reform_region,post_reform,compulsory_schooling,parental_schooling,urban,experience,schooling_years,log_wage
448,1951,prairies,0,1,0,12,0,34,12.2031,2.5208
449,1952,atlantic,0,1,0,14,1,32,13.1871,3.0438
450,1953,quebec,1,1,1,13,1,31,12.8409,2.9689
451,1936,ontario,1,0,0,11,0,42,12.0049,2.9279
452,1937,prairies,0,0,0,15,1,42,12.024,2.9967
453,1938,atlantic,0,0,0,8,1,42,11.9721,3.126
454,1939,quebec,1,0,0,9,0,42,12.3353,2.9932
455,1940,ontario,1,0,0,14,1,42,13.8979,3.1928
456,1941,prairies,0,0,0,11,1,42,13.042,3.2508
457,1942,atlantic,0,0,0,15,0,42,13.0081,3.2133
458,1943,quebec,1,0,0,15,0,39,13.2015,3.0585
459,1944,ontario,1,0,0,8,1,41,11.5915,2.875
460,1945,prairies,0,0,0,11,1,41,12.0251,2.7663
461,1946,atlantic,0,1,0,8,0,40,10.8792,2.739
462,1947,quebec,1,1,1,7,1,35,13.8492,3.263
463,1948,ontario,1,1,1,8,1,37,13.1374,3.1442
464,1949,prairies,0,1,0,15,0,35,13.0246,3.118
465,1950,atlantic,0,1,0,9,1,33,11.2626,2.8616
466,1951,quebec,1,1,1,10,1,32,13.8889,3.2817
467,1952,ontario,1,1,1,14,0,32,15.3135,3.1644
468,1953,prairies,0,1,0,9,0,29,12.1539,3.278
469,1936,atlantic,0,0,0,12,1,42,12.3258,3.0185
470,1937,quebec,1,0,0,11,1,42,12.484,2.9022
471,1938,ontario,1,0,0,10,0,42,11.187,2.8042
472,1939,prairies,0,0,0,9,1,42,13.2218,3.1481
473,1940,atlantic,0,0,0,9,1,42,11.5465,2.8326
474,1941,quebec,1,0,0,14,0,42,13.5541,3.1853
475,1942,ontario,1,0,0,8,1,42,10.9289,2.7837
476,1943,prairies,0,0,0,12,1,41,13.3139,3.0785
477,1944,atlantic,0,0,0,16,0,42,12.23,2.9021
478,1945,quebec,1,0,0,15,0,41,12.4964,3.1311
479,1946,ontario,1,1,1,15,1,36,15.4899,3.4612
480,1947,prairies,0,1,0,13,1,37,12.9066,2.9795
481,1948,atlantic,0,1,0,9,0,36,12.9448,2.9928
482,1949,quebec,1,1,1,15,1,36,14.5229,3.4225
483,1950,ontario,1,1,1,14,1,36,14.1289,3.2555
484,1951,prairies,0,1,0,9,0,31,11.3745,2.9732
485,1952,atlantic,0,1,0,9,1,34,11.6207,3.1671
486,1953,quebec,1,1,1,13,1,32,14.2579,3.2796
487,1936,ontario,1,0,0,13,0,42,13.6076,2.9069
488,1937,prairies,0,0,0,14,0,42,12.218,2.9444
489,1938,atlantic,0,0,0,7,1,42,10.3103,2.8436
490,1939,quebec,1,0,0,15,1,42,11.7359,2.9605
491,1940,ontario,1,0,0,11,0,42,13.3464,2.8776
492,1941,prairies,0,0,0,11,1,42,12.45,3.0996
493,1942,atlantic,0,0,0,8,1,42,12.0566,2.9595
494,1943,quebec,1,0,0,8,0,42,11.4982,2.9131
495,1944,ontario,1,0,0,16,1,42,14.1249,3.2098
496,1945,prairies,0,0,0,8,1,40,12.9798,2.9771
497,1946,atlantic,0,1,0,9,0,40,11.9761,2.9228
498,1947,quebec,1,1,1,11,0,39,13.3807,3.0828
499,1948,ontario,1,1,1,16,1,36,14.1306,3.1258
500,1949,prairies,0,1,0,7,1,33,11.9498,3.011
501,1950,atlantic,0,1,0,12,0,35,12.5974,3.1849
502,1951,quebec,1,1,1,11,1,35,13.7051,3.1712
503,1952,ontario,1,1,1,8,1,32,13.2987,3.1624
504,1953,prairies,0,1,0,11,0,29,11.6393,2.9448
505,1936,atlantic,0,0,0,12,1,42,12.7898,3.1595
506,1937,quebec,1,0,0,14,1,42,12.9805,2.8196
507,1938,ontario,1,0,0,15,0,42,13.259,3.0173
508,1939,prairies,0,0,0,10,0,42,11.4364,2.8631
509,1940,atlantic,0,0,0,7,1,42,11.5794,3.2136
510,1941,quebec,1,0,0,14,1,42,11.927,2.9244
511,1942,ontario,1,0,0,8,0,42,11.582,3.1167
512,1943,prairies,0,0,0,12,1,42,13.4757,3.1966
513,1944,atlantic,0,0,0,9,1,39,11.8552,3.0931
514,1945,quebec,1,0,0,14,0,40,13.229,3.0264
515,1946,ontario,1,1,1,9,1,36,14.441,3.2524
516,1947,prairies,0,1,0,14,1,39,13.5903,3.1709
517,1948,atlantic,0,1,0,14,0,38,11.9362,2.9681
518,1949,quebec,1,1,1,8,0,35,14.2271,3.2966
519,1950,ontario,1,1,1,8,1,35,12.2773,3.1049
520,1951,prairies,0,1,0,11,1,31,11.6491,3.0791
521,1952,atlantic,0,1,0,12,0,33,12.8595,3.2052
522,1953,quebec,1,1,1,7,1,32,13.2324,3.1962
523,1936,ontario,1,0,0,15,1,42,12.2736,2.9502
524,1937,prairies,0,0,0,12,0,42,11.3447,2.7304
525,1938,atlantic,0,0,0,12,1,42,12.2645,2.8335
526,1939,quebec,1,0,0,13,1,42,12.2101,3.0143
527,1940,ontario,1,0,0,14,0,42,11.9841,3.1746
528,1941,prairies,0,0,0,9,0,42,12.8176,3.1541
529,1942,atlantic,0,0,0,15,1,40,12.9827,3.204
530,1943,quebec,1,0,0,7,1,40,10.9513,3.1162
531,1944,ontario,1,0,0,16,0,42,13.354,3.024
532,1945,prairies,0,0,0,11,1,39,13.48,3.1083
533,1946,atlantic,0,1,0,13,1,38,12.8851,3.0785
534,1947,quebec,1,1,1,8,0,38,13.0848,3.015
535,1948,ontario,1,1,1,16,1,38,12.8974,3.3886
536,1949,prairies,0,1,0,9,1,33,11.9867,2.8453
537,1950,atlantic,0,1,0,9,0,36,12.4256,2.9333
538,1951,quebec,1,1,1,12,0,31,14.0629,2.9525
539,1952,ontario,1,1,1,11,1,34,13.4747,3.3743
540,1953,prairies,0,1,0,8,1,31,12.8921,3.2912
541,1936,atlantic,0,0,0,7,0,42,11.1021,2.782
542,1937,quebec,1,0,0,14,1,42,12.5629,3.1443
543,1938,ontario,1,0,0,8,1,42,12.1272,3.0865
544,1939,prairies,0,0,0,14,0,42,12.3275,3.1447
545,1940,atlantic,0,0,0,8,1,42,11.0996,2.8973
546,1941,quebec,1,0,0,10,1,42,13.4622,3.3803
547,1942,ontario,1,0,0,9,0,41,12.3486,2.9879
548,1943,prairies,0,0,0,7,0,39,10.4762,2.8797
549,1944,atlantic,0,0,0,14,1,40,11.3507,2.8297
550,1945,quebec,1,0,0,14,1,41,13.5784,3.1182
551,1946,ontario,1,1,1,8,0,36,12.3103,2.9776
552,1947,prairies,0,1,0,10,1,39,12.3172,2.9297
553,1948,atlantic,0,1,0,11,1,37,12.3195,3.0241
554,1949,quebec,1,1,1,10,0,35,14.9798,3.2222
555,1950,ontario,1,1,1,16,1,36,14.0803,3.1409
556,1951,prairies,0,1,0,8,1,34,11.9097,2.9839
557,1952,atlantic,0,1,0,7,0,31,11.3169,2.7987
558,1953,quebec,1,1,1,9,0,32,14.2791,3.0705
559,1936,ontario,1,0,0,8,1,42,12.451,3.0185
560,1937,prairies,0,0,0,9,1,42,10.3145,2.4762
561,1938,atlantic,0,0,0,8,0,42,11.0412,2.6458
562,1939,quebec,1,0,0,11,1,42,12.1302,3.2228
563,1940,ontario,1,0,0,11,1,42,12.0699,2.7958
564,1941,prairies,0,0,0,11,0,42,12.1876,2.9364
565,1942,atlantic,0,0,0,10,1,40,13.0148,3.1224
566,1943,quebec,1,0,0,13,1,42,12.8255,3.1287
567,1944,ontario,1,0,0,7,0,38,11.5871,3.124
568,1945,prairies,0,0,0,15,0,37,12.8179,3.1184
569,1946,atlantic,0,1,0,12,1,37,12.0566,3.0733
570,1947,quebec,1,1,1,11,1,35,15.071,3.5385
571,1948,ontario,1,1,1,16,0,38,14.6116,3.1364
572,1949,prairies,0,1,0,11,1,36,13.7369,3.4428
573,1950,atlantic,0,1,0,9,1,35,12.5141,3.224
574,1951,quebec,1,1,1,12,0,31,13.3822,2.9097
575,1952,ontario,1,1,1,15,1,32,14.5076,3.2248
576,1953,prairies,0,1,0,11,1,32,12.6628,3.4116
577,1936,atlantic,0,0,0,11,0,42,12.2041,2.896
578,1937,quebec,1,0,0,9,0,42,11.2278,2.7093
579,1938,ontario,1,0,0,8,1,42,11.1282,2.9099
580,1939,prairies,0,0,0,16,1,42,13.2704,3.1688
581,1940,atlantic,0,0,0,13,0,42,12.7582,3.0772
582,1941,quebec,1,0,0,14,1,42,13.4971,3.1661
583,1942,ontario,1,0,0,16,1,42,14.3759,3.1638
584,1943,prairies,0,0,0,14,0,42,12.6919,3.0322
585,1944,atlantic,0,0,0,13,1,42,12.0853,3.1126
586,1945,quebec,1,0,0,10,1,41,12.413,3.0326
587,1946,ontario,1,1,1,12,0,38,13.5048,3.0006
588,1947,prairies,0,1,0,16,0,35,14.0404,3.1518
589,1948,atlantic,0,1,0,13,1,35,13.654,3.0785
590,1949,quebec,1,1,1,9,1,33,13.6119,3.3585
591,1950,ontario,1,1,1,8,0,34,13.625,3.1667
592,1951,prairies,0,1,0,8,1,35,12.3166,3.0478
593,1952,atlantic,0,1,0,9,1,34,12.8367,3.1903
594,1953,quebec,1,1,1,15,0,30,14.8292,3.3485
595,1936,ontario,1,0,0,15,1,42,14.3152,3.1504
596,1937,prairies,0,0,0,13,1,42,12.9221,3.3138
597,1938,atlantic,0,0,0,8,0,42,11.6406,2.7505
598,1939,quebec,1,0,0,14,0,42,11.3454,2.8809
599,1940,ontario,1,0,0,8,1,42,10.8995,3.142
600,1941,prairies,0,0,0,12,1,41,12.9483,3.0559
601,1942,atlantic,0,0,0,9,0,40,10.939,2.6896
602,1943,quebec,1,0,0,15,1,39,12.4933,3.1271
603,1944,ontario,1,0,0,15,1,39,14.6036,3.1709
604,1945,prairies,0,0,0,14,0,39,13.1875,3.2758
605,1946,atlantic,0,1,0,10,1,38,12.8575,3.155
606,1947,quebec,1,1,1,12,1,37,12.6796,2.9032
607,1948,ontario,1,1,1,10,0,38,14.085,3.2147
608,1949,prairies,0,1,0,7,0,35,11.918,2.8816
609,1950,atlantic,0,1,0,10,1,32,12.6678,3.1829
610,1951,quebec,1,1,1,13,1,35,14.935,3.2743
611,1952,ontario,1,1,1,8,0,30,13.2234,3.1079
612,1953,prairies,0,1,0,8,1,30,12.301,3.1138
613,1936,atlantic,0,0,0,8,1,42,12.7594,3.0596
614,1937,quebec,1,0,0,8,0,42,11.0121,2.8715
615,1938,ontario,1,0,0,7,1,42,12.2801,2.9964
616,1939,prairies,0,0,0,10,1,42,12.9877,3.2215
617,1940,atlantic,0,0,0,14,0,42,13.8475,3.2333
618,1941,quebec,1,0,0,10,0,42,10.9644,2.9712
619,1942,ontario,1,0,0,10,1,42,12.9355,3.1072
620,1943,prairies,0,0,0,12,1,39,13.5636,3.1382
621,1944,atlantic,0,0,0,8,0,41,11.3497,2.9493
622,1945,quebec,1,0,0,9,1,41,13.169,3.3047
623,1946,ontario,1,1,1,16,1,39,15.6908,3.4091
624,1947,prairies,0,1,0,15,0,38,11.6387,2.7943
625,1948,atlantic,0,1,0,8,1,35,12.167,2.9979
626,1949,quebec,1,1,1,15,1,33,13.7641,3.2627
627,1950,ontario,1,1,1,14,0,35,13.8391,3.1116
628,1951,prairies,0,1,0,15,0,32,12.6162,3.0849
629,1952,atlantic,0,1,0,13,1,31,13.7957,3.2032
630,1953,quebec,1,1,1,16,1,30,15.8097,3.0778
631,1936,ontario,1,0,0,8,0,42,11.8292,3.0777
632,1937,prairies,0,0,0,15,1,42,12.3349,3.0009
633,1938,atlantic,0,0,0,15,1,42,13.5972,3.3406
634,1939,quebec,1,0,0,12,0,42,12.784,3.039
635,1940,ontario,1,0,0,9,1,42,12.688,2.9855
636,1941,prairies,0,0,0,13,1,42,13.4355,3.3842
637,1942,atlantic,0,0,0,11,0,40,12.607,2.8598
638,1943,quebec,1,0,0,7,0,40,10.8337,2.9688
639,1944,ontario,1,0,0,15,1,39,14.6813,3.301
640,1945,prairies,0,0,0,11,1,41,11.0575,3.1769
641,1946,atlantic,0,1,0,16,0,39,13.7938,2.9061
642,1947,quebec,1,1,1,11,1,36,14.2553,3.3665
643,1948,ontario,1,1,1,13,1,36,14.2155,3.2412
644,1949,prairies,0,1,0,12,0,37,12.7079,2.9107
645,1950,atlantic,0,1,0,14,1,33,14.8682,3.2866
646,1951,quebec,1,1,1,11,1,31,14.8975,3.2907
647,1952,ontario,1,1,1,11,0,34,13.8445,3.1704
648,1953,prairies,0,1,0,15,0,30,13.6296,2.9006
649,1936,atlantic,0,0,0,9,1,42,12.484,2.9707
650,1937,quebec,1,0,0,14,1,42,12.896,3.0064
651,1938,ontario,1,0,0,13,0,42,12.7187,2.9394
652,1939,prairies,0,0,0,15,1,42,13.3203,3.0584
653,1940,atlantic,0,0,0,9,1,42,13.3066,3.2504
654,1941,quebec,1,0,0,8,0,42,11.7363,2.9376
655,1942,ontario,1,0,0,13,1,41,13.3259,3.0709
656,1943,prairies,0,0,0,15,1,42,12.4038,3.2452
657,1944,atlantic,0,0,0,14,0,40,14.2865,3.2328
658,1945,quebec,1,0,0,14,0,41,13.3748,3.3723
659,1946,ontario,1,1,1,12,1,40,13.5347,3.2788
660,1947,prairies,0,1,0,8,1,36,12.1957,3.0671
661,1948,atlantic,0,1,0,15,0,36,10.6889,2.8149
662,1949,quebec,1,1,1,12,1,34,13.8914,3.0705
663,1950,ontario,1,1,1,16,1,36,15.5145,3.3547
664,1951,prairies,0,1,0,14,0,31,11.8941,3.0907
665,1952,atlantic,0,1,0,14,1,32,13.2047,3.239
666,1953,quebec,1,1,1,9,1,31,12.8787,2.8685
667,1936,ontario,1,0,0,16,0,42,12.4457,2.9406
668,1937,prairies,0,0,0,13,0,42,12.0829,3.0375
669,1938,atlantic,0,0,0,16,1,42,13.2337,3.1533
670,1939,quebec,1,0,0,9,1,42,11.784,2.9333
671,1940,ontario,1,0,0,11,0,42,12.626,3.0558
672,1941,prairies,0,0,0,12,1,42,12.7055,3.0046
673,1942,atlantic,0,0,0,10,1,40,12.5514,2.8912
674,1943,quebec,1,0,0,7,0,42,12.1296,3.0526
675,1944,ontario,1,0,0,10,1,40,11.9372,3.0702
676,1945,prairies,0,0,0,8,1,38,12.7233,3.1033
677,1946,atlantic,0,1,0,7,0,37,10.1111,2.9518
678,1947,quebec,1,1,1,16,0,36,14.4334,3.0683
679,1948,ontario,1,1,1,7,1,34,13.9163,3.1322
680,1949,prairies,0,1,0,7,1,37,11.2935,3.1331
681,1950,atlantic,0,1,0,10,0,36,12.4188,3.13
682,1951,quebec,1,1,1,16,1,31,14.5177,3.2381
683,1952,ontario,1,1,1,11,1,32,13.2521,3.2195
684,1953,prairies,0,1,0,16,0,32,12.6482,3.1242
685,1936,atlantic,0,0,0,16,1,42,14.3564,3.0836
686,1937,quebec,1,0,0,15,1,42,15.063,3.5483
687,1938,ontario,1,0,0,13,0,42,11.9836,2.9669
688,1939,prairies,0,0,0,9,0,42,11.9145,2.9405
689,1940,atlantic,0,0,0,9,1,42,11.7655,2.9405
690,1941,quebec,1,0,0,7,1,42,10.9545,2.8317
691,1942,ontario,1,0,0,12,0,42,12.9011,3.2154
692,1943,prairies,0,0,0,13,1,42,12.75,3.0207
693,1944,atlantic,0,0,0,12,1,42,13.3841,3.0176
694,1945,quebec,1,0,0,16,0,37,14.1739,3.3001
695,1946,ontario,1,1,1,8,1,36,13.5973,3.2599
696,1947,prairies,0,1,0,8,1,35,12.1405,3.156
697,1948,atlantic,0,1,0,11,0,36,12.4275,2.8381
698,1949,quebec,1,1,1,13,0,34,14.0743,3.2873
699,1950,ontario,1,1,1,14,1,34,14.51,3.4287
700,1951,prairies,0,1,0,8,1,33,11.8313,3.1519
701,1952,atlantic,0,1,0,13,0,31,14.1921,3.2934
702,1953,quebec,1,1,1,8,1,31,13.5838,3.3797
703,1936,ontario,1,0,0,14,1,42,14.3284,3.4928
704,1937,prairies,0,0,0,13,0,42,11.3046,2.7719
705,1938,atlantic,0,0,0,11,1,42,11.8603,3.0581
706,1939,quebec,1,0,0,15,1,42,13.5242,3.2896
707,1940,ontario,1,0,0,15,0,42,12.2227,3.2716
708,1941,prairies,0,0,0,15,0,42,13.6436,3.117
709,1942,atlantic,0,0,0,12,1,42,11.6339,2.6024
710,1943,quebec,1,0,0,12,1,42,13.2154,3.1446
711,1944,ontario,1,0,0,14,0,38,13.1361,2.9797
712,1945,prairies,0,0,0,9,1,40,12.4244,2.9843
713,1946,atlantic,0,1,0,11,1,36,12.1633,3.1548
714,1947,quebec,1,1,1,11,0,37,13.3834,3.2538
715,1948,ontario,1,1,1,11,1,37,13.2427,3.2393
716,1949,prairies,0,1,0,7,1,35,10.449,2.8913
717,1950,atlantic,0,1,0,10,0,32,12.5197,3.2044
718,1951,quebec,1,1,1,8,0,34,12.712,3.2195
719,1952,ontario,1,1,1,9,1,30,13.5717,3.1182
720,1953,prairies,0,1,0,8,1,30,11.7527,3.0611
