worker_id,shift,high_bonus,lag_high_bonus,posted_wage,hours,deliveries,earnings
33,4,0,1,1.0,5.562,15.172,15.172
33,5,0,0,1.0,5.785,14.491,14.491
33,6,1,0,1.2,6.415,16.13,19.356
33,7,0,1,1.0,5.791,14.72,14.72
33,8,0,0,1.0,6.165,16.095,16.095
33,9,1,0,1.2,6.439,16.205,19.446
33,10,0,1,1.0,5.779,15.277,15.277
33,11,0,0,1.0,5.896,14.956,14.956
33,12,1,0,1.2,6.18,14.577,17.492
33,13,0,1,1.0,6.202,15.529,15.529
33,14,0,0,1.0,6.081,14.598,14.598
33,15,1,0,1.2,6.077,15.419,18.502
33,16,0,1,1.0,5.818,14.952,14.952
33,17,0,0,1.0,5.919,15.289,15.289
33,18,1,0,1.2,6.429,16.042,19.25
34,1,0,0,1.0,6.051,15.087,15.087
34,2,1,0,1.2,6.521,15.758,18.909
34,3,0,1,1.0,6.319,15.676,15.676
34,4,0,0,1.0,6.266,15.7,15.7
34,5,1,0,1.2,6.687,16.752,20.103
34,6,0,1,1.0,5.9,14.704,14.704
34,7,0,0,1.0,6.239,14.754,14.754
34,8,1,0,1.2,6.501,15.514,18.616
34,9,0,1,1.0,6.172,14.893,14.893
34,10,0,0,1.0,6.219,15.338,15.338
34,11,1,0,1.2,6.593,16.12,19.345
34,12,0,1,1.0,6.076,15.134,15.134
34,13,0,0,1.0,6.41,14.917,14.917
34,14,1,0,1.2,6.638,15.689,18.827
34,15,0,1,1.0,6.309,14.512,14.512
34,16,0,0,1.0,6.201,14.947,14.947
34,17,1,0,1.2,6.52,16.309,19.57
34,18,0,1,1.0,6.146,14.67,14.67
35,1,1,0,1.2,6.433,15.633,18.759
35,2,0,1,1.0,5.553,14.677,14.677
35,3,0,0,1.0,6.055,15.145,15.145
35,4,1,0,1.2,6.288,16.236,19.483
35,5,0,1,1.0,6.421,15.425,15.425
35,6,0,0,1.0,6.025,14.582,14.582
35,7,1,0,1.2,6.237,16.391,19.669
35,8,0,1,1.0,6.214,15.022,15.022
35,9,0,0,1.0,5.813,14.294,14.294
35,10,1,0,1.2,6.271,15.754,18.905
35,11,0,1,1.0,5.587,14.115,14.115
35,12,0,0,1.0,6.097,14.915,14.915
35,13,1,0,1.2,6.238,15.227,18.272
35,14,0,1,1.0,5.998,14.449,14.449
35,15,0,0,1.0,5.901,15.15,15.15
35,16,1,0,1.2,6.473,16.076,19.291
35,17,0,1,1.0,5.86,14.329,14.329
35,18,0,0,1.0,5.798,14.449,14.449
36,1,0,0,1.0,4.683,13.313,13.313
36,2,0,0,1.0,4.743,13.372,13.372
36,3,1,0,1.2,5.244,14.655,17.586
36,4,0,1,1.0,4.93,13.699,13.699
36,5,0,0,1.0,4.911,13.379,13.379
36,6,1,0,1.2,5.267,14.692,17.63
36,7,0,1,1.0,4.598,12.578,12.578
36,8,0,0,1.0,4.519,13.346,13.346
36,9,1,0,1.2,5.201,14.404,17.285
36,10,0,1,1.0,4.519,13.205,13.205
36,11,0,0,1.0,4.863,14.307,14.307
36,12,1,0,1.2,5.209,14.446,17.335
36,13,0,1,1.0,4.691,13.836,13.836
36,14,0,0,1.0,5.177,14.155,14.155
36,15,1,0,1.2,4.955,14.238,17.086
36,16,0,1,1.0,4.44,12.703,12.703
36,17,0,0,1.0,5.089,13.696,13.696
36,18,1,0,1.2,5.087,14.93,17.916
37,1,0,0,1.0,5.603,14.452,14.452
37,2,1,0,1.2,6.006,15.101,18.121
37,3,0,1,1.0,5.721,13.549,13.549
37,4,0,0,1.0,5.936,14.916,14.916
37,5,1,0,1.2,6.409,15.754,18.904
37,6,0,1,1.0,5.764,14.225,14.225
37,7,0,0,1.0,5.643,14.521,14.521
37,8,1,0,1.2,6.264,15.741,18.889
37,9,0,1,1.0,5.932,14.704,14.704
37,10,0,0,1.0,5.89,14.903,14.903
37,11,1,0,1.2,6.288,15.938,19.126
37,12,0,1,1.0,5.378,13.956,13.956
37,13,0,0,1.0,6.008,14.784,14.784
37,14,1,0,1.2,6.385,16.074,19.289
37,15,0,1,1.0,5.143,13.383,13.383
37,16,0,0,1.0,5.69,14.264,14.264
37,17,1,0,1.2,6.179,15.476,18.571
37,18,0,1,1.0,5.543,14.1,14.1
38,1,1,0,1.2,5.905,15.887,19.065
38,2,0,1,1.0,5.143,13.872,13.872
38,3,0,0,1.0,4.942,14.647,14.647
38,4,1,0,1.2,5.386,15.306,18.367
38,5,0,1,1.0,5.041,13.422,13.422
38,6,0,0,1.0,4.958,13.523,13.523
38,7,1,0,1.2,5.442,14.232,17.079
38,8,0,1,1.0,5.061,13.442,13.442
38,9,0,0,1.0,5.242,13.946,13.946
38,10,1,0,1.2,5.58,15.002,18.003
38,11,0,1,1.0,4.915,13.601,13.601
38,12,0,0,1.0,5.136,14.818,14.818
38,13,1,0,1.2,5.323,14.378,17.254
38,14,0,1,1.0,4.914,13.135,13.135
38,15,0,0,1.0,4.864,12.957,12.957
38,16,1,0,1.2,5.541,14.689,17.626
38,17,0,1,1.0,5.011,13.17,13.17
38,18,0,0,1.0,4.94,14.023,14.023
39,1,0,0,1.0,5.752,14.922,14.922
39,2,0,0,1.0,5.934,14.356,14.356
39,3,1,0,1.2,6.613,16.489,19.786
39,4,0,1,1.0,5.463,14.6,14.6
39,5,0,0,1.0,5.94,14.591,14.591
39,6,1,0,1.2,6.412,16.318,19.582
39,7,0,1,1.0,6.134,15.151,15.151
39,8,0,0,1.0,6.166,15.9,15.9
39,9,1,0,1.2,6.47,15.542,18.651
39,10,0,1,1.0,5.998,15.135,15.135
39,11,0,0,1.0,5.995,14.775,14.775
39,12,1,0,1.2,6.86,16.293,19.552
39,13,0,1,1.0,5.744,13.492,13.492
39,14,0,0,1.0,6.172,15.565,15.565
39,15,1,0,1.2,6.265,15.947,19.137
39,16,0,1,1.0,5.845,14.709,14.709
39,17,0,0,1.0,5.92,14.767,14.767
39,18,1,0,1.2,6.632,15.937,19.125
40,1,0,0,1.0,5.334,14.549,14.549
40,2,1,0,1.2,5.816,15.452,18.542
40,3,0,1,1.0,5.172,13.063,13.063
40,4,0,0,1.0,5.415,14.287,14.287
40,5,1,0,1.2,6.161,15.918,19.102
40,6,0,1,1.0,5.454,13.243,13.243
40,7,0,0,1.0,5.603,13.819,13.819
40,8,1,0,1.2,5.841,15.947,19.136
40,9,0,1,1.0,5.577,13.95,13.95
40,10,0,0,1.0,5.455,14.555,14.555
40,11,1,0,1.2,5.941,15.265,18.318
40,12,0,1,1.0,5.196,14.16,14.16
40,13,0,0,1.0,5.638,14.136,14.136
40,14,1,0,1.2,5.604,15.687,18.824
40,15,0,1,1.0,5.273,14.202,14.202
40,16,0,0,1.0,5.366,13.845,13.845
40,17,1,0,1.2,6.141,15.459,18.55
40,18,0,1,1.0,5.538,14.659,14.659
