region,month,policy_month,post,median_wage,new_floor,bite,wage_bin,avg_wage,jobs,below_floor,near_floor
Valley West,8,8,1,17.8,13.0,0.7303370786516854,14.0,14.15503898370737,155,0,1
Valley West,8,8,1,17.8,13.0,0.7303370786516854,15.0,15.180650351161697,106,0,0
Valley West,8,8,1,17.8,13.0,0.7303370786516854,16.0,16.204389753440744,98,0,0
Valley West,9,8,1,17.8,13.0,0.7303370786516854,10.0,10.905262824296111,54,1,0
Valley West,9,8,1,17.8,13.0,0.7303370786516854,11.0,11.92373370813964,54,1,0
Valley West,9,8,1,17.8,13.0,0.7303370786516854,12.0,12.790570307071503,63,1,0
Valley West,9,8,1,17.8,13.0,0.7303370786516854,13.0,13.843957430165737,174,0,1
Valley West,9,8,1,17.8,13.0,0.7303370786516854,14.0,14.239045165363404,167,0,1
Valley West,9,8,1,17.8,13.0,0.7303370786516854,15.0,15.094183939953526,109,0,0
Valley West,9,8,1,17.8,13.0,0.7303370786516854,16.0,16.298740427337957,96,0,0
Valley West,10,8,1,17.8,13.0,0.7303370786516854,10.0,10.945641547592903,55,1,0
Valley West,10,8,1,17.8,13.0,0.7303370786516854,11.0,11.935902871908715,72,1,0
Valley West,10,8,1,17.8,13.0,0.7303370786516854,12.0,12.776456793066423,78,1,0
Valley West,10,8,1,17.8,13.0,0.7303370786516854,13.0,13.822038040294968,172,0,1
Valley West,10,8,1,17.8,13.0,0.7303370786516854,14.0,14.11290052607994,167,0,1
Valley West,10,8,1,17.8,13.0,0.7303370786516854,15.0,15.329651742992185,113,0,0
Valley West,10,8,1,17.8,13.0,0.7303370786516854,16.0,16.349869321104215,101,0,0
Valley West,11,8,1,17.8,13.0,0.7303370786516854,10.0,10.903242162617271,43,1,0
Valley West,11,8,1,17.8,13.0,0.7303370786516854,11.0,11.789665043002493,60,1,0
Valley West,11,8,1,17.8,13.0,0.7303370786516854,12.0,12.99214656958469,76,1,0
Valley West,11,8,1,17.8,13.0,0.7303370786516854,13.0,13.99466401425166,170,0,1
Valley West,11,8,1,17.8,13.0,0.7303370786516854,14.0,14.170382996532085,169,0,1
Valley West,11,8,1,17.8,13.0,0.7303370786516854,15.0,15.224884960520646,124,0,0
Valley West,11,8,1,17.8,13.0,0.7303370786516854,16.0,16.177591780980066,101,0,0
Valley West,12,8,1,17.8,13.0,0.7303370786516854,10.0,10.82902408367255,55,1,0
Valley West,12,8,1,17.8,13.0,0.7303370786516854,11.0,11.894413085703205,58,1,0
Valley West,12,8,1,17.8,13.0,0.7303370786516854,12.0,12.852057426265134,70,1,0
Valley West,12,8,1,17.8,13.0,0.7303370786516854,13.0,13.752826660570852,179,0,1
Valley West,12,8,1,17.8,13.0,0.7303370786516854,14.0,14.237389301071788,171,0,1
Valley West,12,8,1,17.8,13.0,0.7303370786516854,15.0,15.313866718800936,108,0,0
Valley West,12,8,1,17.8,13.0,0.7303370786516854,16.0,16.439478651878392,112,0,0
