worker_id,gender,track,skill_index,care_constraint,search_intensity,risk_tolerance,job_id,occupation,posted_wage,commute_minutes,flexibility_score,remote_option,firm_premium,gendered_language_score,family_friendly_score,applied,callback
W091,woman,general,0.3124,0.2860,0.7576,0.5615,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,0,0
W091,woman,general,0.3124,0.2860,0.7576,0.5615,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,1,0
W091,woman,general,0.3124,0.2860,0.7576,0.5615,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,0,0
W091,woman,general,0.3124,0.2860,0.7576,0.5615,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,0,0
W092,woman,technical,0.4645,0.7118,0.5121,0.0960,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,1,0
W092,woman,technical,0.4645,0.7118,0.5121,0.0960,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,1,1
W092,woman,technical,0.4645,0.7118,0.5121,0.0960,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,0,0
W092,woman,technical,0.4645,0.7118,0.5121,0.0960,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,0,0
W092,woman,technical,0.4645,0.7118,0.5121,0.0960,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,1,0
W092,woman,technical,0.4645,0.7118,0.5121,0.0960,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,1,1
W092,woman,technical,0.4645,0.7118,0.5121,0.0960,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,0,0
W092,woman,technical,0.4645,0.7118,0.5121,0.0960,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,0,0
W092,woman,technical,0.4645,0.7118,0.5121,0.0960,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,1,1
W092,woman,technical,0.4645,0.7118,0.5121,0.0960,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,1,0
W092,woman,technical,0.4645,0.7118,0.5121,0.0960,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,0,0
W092,woman,technical,0.4645,0.7118,0.5121,0.0960,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,0,0
W093,woman,general,0.8073,0.5177,0.6056,0.6649,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,1,1
W093,woman,general,0.8073,0.5177,0.6056,0.6649,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,1,1
W093,woman,general,0.8073,0.5177,0.6056,0.6649,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,0,0
W093,woman,general,0.8073,0.5177,0.6056,0.6649,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,0,0
W093,woman,general,0.8073,0.5177,0.6056,0.6649,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,1,1
W093,woman,general,0.8073,0.5177,0.6056,0.6649,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,1,0
W093,woman,general,0.8073,0.5177,0.6056,0.6649,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,0,0
W093,woman,general,0.8073,0.5177,0.6056,0.6649,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,1,1
W093,woman,general,0.8073,0.5177,0.6056,0.6649,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,1,1
W093,woman,general,0.8073,0.5177,0.6056,0.6649,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,1,1
W093,woman,general,0.8073,0.5177,0.6056,0.6649,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,0,0
W093,woman,general,0.8073,0.5177,0.6056,0.6649,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,1,0
W094,woman,technical,0.6354,0.5976,0.5762,0.5242,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,0,0
W094,woman,technical,0.6354,0.5976,0.5762,0.5242,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,1,0
W094,woman,technical,0.6354,0.5976,0.5762,0.5242,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,1,1
W094,woman,technical,0.6354,0.5976,0.5762,0.5242,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,1,0
W094,woman,technical,0.6354,0.5976,0.5762,0.5242,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,0,0
W094,woman,technical,0.6354,0.5976,0.5762,0.5242,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,1,0
W094,woman,technical,0.6354,0.5976,0.5762,0.5242,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,0,0
W094,woman,technical,0.6354,0.5976,0.5762,0.5242,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,0,0
W094,woman,technical,0.6354,0.5976,0.5762,0.5242,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,0,0
W094,woman,technical,0.6354,0.5976,0.5762,0.5242,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,1,0
W094,woman,technical,0.6354,0.5976,0.5762,0.5242,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,1,1
W094,woman,technical,0.6354,0.5976,0.5762,0.5242,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,1,0
W095,woman,general,0.6821,0.7934,0.5601,0.5543,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,1,0
W095,woman,general,0.6821,0.7934,0.5601,0.5543,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,0,0
W095,woman,general,0.6821,0.7934,0.5601,0.5543,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,0,0
W095,woman,general,0.6821,0.7934,0.5601,0.5543,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,1,0
W095,woman,general,0.6821,0.7934,0.5601,0.5543,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,0,0
W095,woman,general,0.6821,0.7934,0.5601,0.5543,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,1,0
W095,woman,general,0.6821,0.7934,0.5601,0.5543,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,0,0
W095,woman,general,0.6821,0.7934,0.5601,0.5543,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,1,0
W095,woman,general,0.6821,0.7934,0.5601,0.5543,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,1,0
W095,woman,general,0.6821,0.7934,0.5601,0.5543,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,1,1
W095,woman,general,0.6821,0.7934,0.5601,0.5543,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,1,0
W095,woman,general,0.6821,0.7934,0.5601,0.5543,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,1,1
W096,woman,managerial,0.5372,0.2268,0.5521,0.4773,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,1,0
W096,woman,managerial,0.5372,0.2268,0.5521,0.4773,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,1,0
W096,woman,managerial,0.5372,0.2268,0.5521,0.4773,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,0,0
W096,woman,managerial,0.5372,0.2268,0.5521,0.4773,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,0,0
W096,woman,managerial,0.5372,0.2268,0.5521,0.4773,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,0,0
W096,woman,managerial,0.5372,0.2268,0.5521,0.4773,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,1,0
W096,woman,managerial,0.5372,0.2268,0.5521,0.4773,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,0,0
W096,woman,managerial,0.5372,0.2268,0.5521,0.4773,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,1,1
W096,woman,managerial,0.5372,0.2268,0.5521,0.4773,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,0,0
W096,woman,managerial,0.5372,0.2268,0.5521,0.4773,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,1,0
W096,woman,managerial,0.5372,0.2268,0.5521,0.4773,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,1,1
W096,woman,managerial,0.5372,0.2268,0.5521,0.4773,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,1,1
W097,woman,managerial,0.3550,0.3556,0.6595,0.4244,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,0,0
W097,woman,managerial,0.3550,0.3556,0.6595,0.4244,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,0,0
W097,woman,managerial,0.3550,0.3556,0.6595,0.4244,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,0,0
W097,woman,managerial,0.3550,0.3556,0.6595,0.4244,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,0,0
W097,woman,managerial,0.3550,0.3556,0.6595,0.4244,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,0,0
W097,woman,managerial,0.3550,0.3556,0.6595,0.4244,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,0,0
W097,woman,managerial,0.3550,0.3556,0.6595,0.4244,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,0,0
W097,woman,managerial,0.3550,0.3556,0.6595,0.4244,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,1,0
W097,woman,managerial,0.3550,0.3556,0.6595,0.4244,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,0,0
W097,woman,managerial,0.3550,0.3556,0.6595,0.4244,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,1,1
W097,woman,managerial,0.3550,0.3556,0.6595,0.4244,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,1,1
W097,woman,managerial,0.3550,0.3556,0.6595,0.4244,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,1,1
W098,woman,technical,0.6214,0.6267,0.7615,0.4422,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,1,0
W098,woman,technical,0.6214,0.6267,0.7615,0.4422,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,1,1
W098,woman,technical,0.6214,0.6267,0.7615,0.4422,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,1,0
W098,woman,technical,0.6214,0.6267,0.7615,0.4422,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,0,0
W098,woman,technical,0.6214,0.6267,0.7615,0.4422,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,1,1
W098,woman,technical,0.6214,0.6267,0.7615,0.4422,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,1,0
W098,woman,technical,0.6214,0.6267,0.7615,0.4422,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,0,0
W098,woman,technical,0.6214,0.6267,0.7615,0.4422,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,0,0
W098,woman,technical,0.6214,0.6267,0.7615,0.4422,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,0,0
W098,woman,technical,0.6214,0.6267,0.7615,0.4422,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,1,0
W098,woman,technical,0.6214,0.6267,0.7615,0.4422,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,1,1
W098,woman,technical,0.6214,0.6267,0.7615,0.4422,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,0,0
W099,woman,managerial,0.7090,0.5826,0.5508,0.5310,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,0,0
W099,woman,managerial,0.7090,0.5826,0.5508,0.5310,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,1,1
W099,woman,managerial,0.7090,0.5826,0.5508,0.5310,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,1,1
W099,woman,managerial,0.7090,0.5826,0.5508,0.5310,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,0,0
W099,woman,managerial,0.7090,0.5826,0.5508,0.5310,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,1,0
W099,woman,managerial,0.7090,0.5826,0.5508,0.5310,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,1,0
W099,woman,managerial,0.7090,0.5826,0.5508,0.5310,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,0,0
W099,woman,managerial,0.7090,0.5826,0.5508,0.5310,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,1,1
W099,woman,managerial,0.7090,0.5826,0.5508,0.5310,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,0,0
W099,woman,managerial,0.7090,0.5826,0.5508,0.5310,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,1,1
W099,woman,managerial,0.7090,0.5826,0.5508,0.5310,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,0,0
W099,woman,managerial,0.7090,0.5826,0.5508,0.5310,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,0,0
W100,woman,general,0.4738,0.5233,0.4992,0.4297,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,0,0
W100,woman,general,0.4738,0.5233,0.4992,0.4297,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,0,0
W100,woman,general,0.4738,0.5233,0.4992,0.4297,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,1,0
W100,woman,general,0.4738,0.5233,0.4992,0.4297,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,0,0
W100,woman,general,0.4738,0.5233,0.4992,0.4297,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,0,0
W100,woman,general,0.4738,0.5233,0.4992,0.4297,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,0,0
W100,woman,general,0.4738,0.5233,0.4992,0.4297,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,1,1
W100,woman,general,0.4738,0.5233,0.4992,0.4297,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,0,0
W100,woman,general,0.4738,0.5233,0.4992,0.4297,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,0,0
W100,woman,general,0.4738,0.5233,0.4992,0.4297,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,0,0
W100,woman,general,0.4738,0.5233,0.4992,0.4297,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,1,0
W100,woman,general,0.4738,0.5233,0.4992,0.4297,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,1,0
W101,woman,technical,0.4930,0.6851,0.6077,0.6479,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,1,1
W101,woman,technical,0.4930,0.6851,0.6077,0.6479,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,0,0
W101,woman,technical,0.4930,0.6851,0.6077,0.6479,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,1,1
W101,woman,technical,0.4930,0.6851,0.6077,0.6479,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,1,0
W101,woman,technical,0.4930,0.6851,0.6077,0.6479,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,1,1
W101,woman,technical,0.4930,0.6851,0.6077,0.6479,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,1,1
W101,woman,technical,0.4930,0.6851,0.6077,0.6479,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,0,0
W101,woman,technical,0.4930,0.6851,0.6077,0.6479,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,1,1
W101,woman,technical,0.4930,0.6851,0.6077,0.6479,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,1,1
W101,woman,technical,0.4930,0.6851,0.6077,0.6479,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,1,1
W101,woman,technical,0.4930,0.6851,0.6077,0.6479,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,1,0
W101,woman,technical,0.4930,0.6851,0.6077,0.6479,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,1,0
W102,woman,general,0.4550,0.2486,0.7057,0.6691,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,0,0
W102,woman,general,0.4550,0.2486,0.7057,0.6691,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,0,0
W102,woman,general,0.4550,0.2486,0.7057,0.6691,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,1,0
W102,woman,general,0.4550,0.2486,0.7057,0.6691,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,0,0
W102,woman,general,0.4550,0.2486,0.7057,0.6691,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,0,0
W102,woman,general,0.4550,0.2486,0.7057,0.6691,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,1,1
W102,woman,general,0.4550,0.2486,0.7057,0.6691,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,0,0
W102,woman,general,0.4550,0.2486,0.7057,0.6691,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,0,0
W102,woman,general,0.4550,0.2486,0.7057,0.6691,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,1,0
W102,woman,general,0.4550,0.2486,0.7057,0.6691,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,0,0
W102,woman,general,0.4550,0.2486,0.7057,0.6691,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,0,0
W102,woman,general,0.4550,0.2486,0.7057,0.6691,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,0,0
W103,woman,general,0.6706,0.7185,0.5077,0.5684,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,0,0
W103,woman,general,0.6706,0.7185,0.5077,0.5684,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,1,1
W103,woman,general,0.6706,0.7185,0.5077,0.5684,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,1,0
W103,woman,general,0.6706,0.7185,0.5077,0.5684,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,1,1
W103,woman,general,0.6706,0.7185,0.5077,0.5684,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,1,1
W103,woman,general,0.6706,0.7185,0.5077,0.5684,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,1,0
W103,woman,general,0.6706,0.7185,0.5077,0.5684,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,0,0
W103,woman,general,0.6706,0.7185,0.5077,0.5684,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,0,0
W103,woman,general,0.6706,0.7185,0.5077,0.5684,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,0,0
W103,woman,general,0.6706,0.7185,0.5077,0.5684,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,1,1
W103,woman,general,0.6706,0.7185,0.5077,0.5684,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,0,0
W103,woman,general,0.6706,0.7185,0.5077,0.5684,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,0,0
W104,woman,managerial,0.6000,0.5772,0.5989,0.2770,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,0,0
W104,woman,managerial,0.6000,0.5772,0.5989,0.2770,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,0,0
W104,woman,managerial,0.6000,0.5772,0.5989,0.2770,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,0,0
W104,woman,managerial,0.6000,0.5772,0.5989,0.2770,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,1,0
W104,woman,managerial,0.6000,0.5772,0.5989,0.2770,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,1,0
W104,woman,managerial,0.6000,0.5772,0.5989,0.2770,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,1,1
W104,woman,managerial,0.6000,0.5772,0.5989,0.2770,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,0,0
W104,woman,managerial,0.6000,0.5772,0.5989,0.2770,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,0,0
W104,woman,managerial,0.6000,0.5772,0.5989,0.2770,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,0,0
W104,woman,managerial,0.6000,0.5772,0.5989,0.2770,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,1,0
W104,woman,managerial,0.6000,0.5772,0.5989,0.2770,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,1,1
W104,woman,managerial,0.6000,0.5772,0.5989,0.2770,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,0,0
W105,woman,general,0.4898,0.5995,0.5011,0.5549,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,1,0
W105,woman,general,0.4898,0.5995,0.5011,0.5549,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,0,0
W105,woman,general,0.4898,0.5995,0.5011,0.5549,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,1,1
W105,woman,general,0.4898,0.5995,0.5011,0.5549,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,1,0
W105,woman,general,0.4898,0.5995,0.5011,0.5549,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,0,0
W105,woman,general,0.4898,0.5995,0.5011,0.5549,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,0,0
W105,woman,general,0.4898,0.5995,0.5011,0.5549,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,0,0
W105,woman,general,0.4898,0.5995,0.5011,0.5549,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,0,0
W105,woman,general,0.4898,0.5995,0.5011,0.5549,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,1,0
W105,woman,general,0.4898,0.5995,0.5011,0.5549,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,0,0
W105,woman,general,0.4898,0.5995,0.5011,0.5549,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,1,1
W105,woman,general,0.4898,0.5995,0.5011,0.5549,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,1,1
W106,woman,general,0.5292,0.8268,0.6005,0.5088,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,0,0
W106,woman,general,0.5292,0.8268,0.6005,0.5088,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,1,0
W106,woman,general,0.5292,0.8268,0.6005,0.5088,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,0,0
W106,woman,general,0.5292,0.8268,0.6005,0.5088,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,0,0
W106,woman,general,0.5292,0.8268,0.6005,0.5088,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,0,0
W106,woman,general,0.5292,0.8268,0.6005,0.5088,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,1,0
W106,woman,general,0.5292,0.8268,0.6005,0.5088,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,0,0
W106,woman,general,0.5292,0.8268,0.6005,0.5088,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,1,1
W106,woman,general,0.5292,0.8268,0.6005,0.5088,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,0,0
W106,woman,general,0.5292,0.8268,0.6005,0.5088,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,0,0
W106,woman,general,0.5292,0.8268,0.6005,0.5088,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,0,0
W106,woman,general,0.5292,0.8268,0.6005,0.5088,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,1,0
W107,woman,managerial,0.6389,0.5554,0.6790,0.4246,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,1,0
W107,woman,managerial,0.6389,0.5554,0.6790,0.4246,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,0,0
W107,woman,managerial,0.6389,0.5554,0.6790,0.4246,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,1,1
W107,woman,managerial,0.6389,0.5554,0.6790,0.4246,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,0,0
W107,woman,managerial,0.6389,0.5554,0.6790,0.4246,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,0,0
W107,woman,managerial,0.6389,0.5554,0.6790,0.4246,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,0,0
W107,woman,managerial,0.6389,0.5554,0.6790,0.4246,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,0,0
W107,woman,managerial,0.6389,0.5554,0.6790,0.4246,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,1,0
W107,woman,managerial,0.6389,0.5554,0.6790,0.4246,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,1,1
W107,woman,managerial,0.6389,0.5554,0.6790,0.4246,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,0,0
W107,woman,managerial,0.6389,0.5554,0.6790,0.4246,J11,public,33.0000,24,0.7600,1,0.3000,0.2000,0.8000,1,0
W107,woman,managerial,0.6389,0.5554,0.6790,0.4246,J12,public,37.0000,36,0.6200,0,0.3800,0.2600,0.6600,1,0
W108,woman,general,0.6359,0.3943,0.2595,0.3323,J01,care,27.0000,18,0.7800,1,0.1800,0.1200,0.8200,0,0
W108,woman,general,0.6359,0.3943,0.2595,0.3323,J02,care,31.0000,32,0.6600,0,0.2600,0.1800,0.7400,0,0
W108,woman,general,0.6359,0.3943,0.2595,0.3323,J03,admin,29.0000,22,0.7000,1,0.2000,0.2200,0.6800,1,0
W108,woman,general,0.6359,0.3943,0.2595,0.3323,J04,admin,34.0000,38,0.5400,0,0.3400,0.2800,0.5500,1,0
W108,woman,general,0.6359,0.3943,0.2595,0.3323,J05,tech,45.0000,42,0.4200,0,0.5800,0.6400,0.3400,0,0
W108,woman,general,0.6359,0.3943,0.2595,0.3323,J06,tech,49.0000,30,0.4800,1,0.6400,0.5800,0.4200,1,0
W108,woman,general,0.6359,0.3943,0.2595,0.3323,J07,logistics,36.0000,46,0.3200,0,0.4600,0.7000,0.2800,1,0
W108,woman,general,0.6359,0.3943,0.2595,0.3323,J08,logistics,39.0000,28,0.4400,0,0.5200,0.6200,0.3600,0,0
W108,woman,general,0.6359,0.3943,0.2595,0.3323,J09,management,52.0000,44,0.3000,0,0.7200,0.6600,0.3000,1,0
W108,woman,general,0.6359,0.3943,0.2595,0.3323,J10,management,55.0000,34,0.4000,1,0.7600,0.5200,0.4000,1,1
