choice_id,worker_id,caregiver,long_commute,wage_a,wage_b,predictable_a,predictable_b,remote_a,remote_b,flexibility_a,flexibility_b,chosen_offer_a
533,89,0,0,26,26,1,1,1,0,1,1,0
534,89,0,0,22,20,0,1,0,0,1,1,1
535,90,0,0,28,26,0,0,0,1,0,1,0
536,90,0,0,30,22,0,1,0,0,0,1,0
537,90,0,0,25,25,0,1,0,0,1,0,0
538,90,0,0,34,34,0,0,0,0,0,1,0
539,90,0,0,28,30,0,0,0,0,1,0,0
540,90,0,0,24,25,1,0,0,0,0,1,1
541,91,1,0,29,21,1,1,0,0,1,0,1
542,91,1,0,20,29,0,1,0,1,1,1,0
543,91,1,0,31,26,1,0,1,0,0,1,1
544,91,1,0,20,26,1,0,1,0,1,0,1
545,91,1,0,21,22,1,1,0,1,1,0,1
546,91,1,0,22,23,0,1,0,0,0,1,1
547,92,1,1,31,30,0,1,1,0,0,0,0
548,92,1,1,33,28,0,1,0,0,1,0,1
549,92,1,1,31,29,1,0,0,0,0,0,1
550,92,1,1,30,32,0,1,1,1,0,0,0
551,92,1,1,22,29,1,1,0,0,0,0,1
552,92,1,1,34,31,0,1,0,0,0,0,1
553,93,0,0,29,28,1,1,1,1,1,0,1
554,93,0,0,31,30,0,0,0,0,0,1,1
555,93,0,0,23,23,0,0,1,0,0,0,1
556,93,0,0,27,33,0,0,0,1,1,0,0
557,93,0,0,32,33,1,1,0,1,0,1,0
558,93,0,0,32,32,1,1,0,0,1,1,1
559,94,0,0,30,31,1,0,0,1,0,0,1
560,94,0,0,34,23,1,0,0,0,1,0,1
561,94,0,0,31,28,1,1,0,1,1,0,1
562,94,0,0,22,30,1,1,0,0,0,1,0
563,94,0,0,33,23,0,1,1,0,0,1,1
564,94,0,0,29,22,0,0,1,0,0,1,0
565,95,0,0,23,30,0,1,0,1,0,1,0
566,95,0,0,26,25,1,1,1,1,0,1,0
567,95,0,0,25,23,1,1,1,0,1,1,0
568,95,0,0,30,32,0,1,1,1,1,1,0
569,95,0,0,33,33,0,1,0,0,1,0,0
570,95,0,0,34,30,0,1,0,1,1,0,0
571,96,1,1,31,22,1,0,1,1,0,1,0
572,96,1,1,22,31,0,1,1,1,1,1,1
573,96,1,1,29,30,1,1,0,0,1,1,1
574,96,1,1,21,21,0,0,1,1,0,0,1
575,96,1,1,33,26,1,0,1,0,1,0,1
576,96,1,1,33,24,0,0,0,0,0,1,0
577,97,1,0,27,34,0,0,0,0,0,0,0
578,97,1,0,29,27,1,0,0,0,0,0,1
579,97,1,0,33,31,1,0,0,0,1,0,1
580,97,1,0,31,23,1,0,0,1,1,1,1
581,97,1,0,25,23,1,1,0,0,1,1,0
582,97,1,0,32,22,0,0,0,0,0,0,1
583,98,0,0,33,20,1,0,0,0,0,0,1
584,98,0,0,33,31,0,0,0,1,0,0,0
585,98,0,0,22,33,1,1,0,1,0,1,0
586,98,0,0,20,32,1,0,0,0,1,0,0
587,98,0,0,28,34,1,1,0,0,1,1,0
588,98,0,0,20,25,0,1,0,0,0,1,0
589,99,0,0,26,29,1,1,1,1,1,1,0
590,99,0,0,26,27,0,1,1,1,1,0,0
591,99,0,0,30,27,0,0,0,1,1,1,1
592,99,0,0,25,21,0,0,0,1,1,0,1
593,99,0,0,24,34,0,0,0,1,0,1,0
594,99,0,0,33,32,1,1,1,0,1,1,1
595,100,0,1,27,30,0,1,0,0,1,0,1
596,100,0,1,28,26,0,1,0,0,1,0,0
597,100,0,1,28,27,1,1,0,1,0,1,0
598,100,0,1,27,33,1,1,0,0,1,0,1
599,100,0,1,32,27,0,1,0,1,0,1,0
600,100,0,1,26,26,1,1,0,0,0,1,1
601,101,1,0,23,30,0,1,0,1,1,1,0
602,101,1,0,28,26,1,0,0,1,0,1,1
603,101,1,0,31,30,1,0,1,0,0,0,1
604,101,1,0,28,29,0,1,0,1,0,0,0
605,101,1,0,24,28,1,1,1,0,0,1,1
606,101,1,0,23,26,0,1,0,0,0,0,0
607,102,1,0,22,32,1,0,0,0,0,1,0
608,102,1,0,28,32,1,0,0,1,1,1,1
609,102,1,0,21,30,0,1,1,1,1,1,0
610,102,1,0,32,20,1,0,1,1,1,1,1
611,102,1,0,25,33,1,0,0,0,0,0,0
612,102,1,0,22,25,1,1,1,1,1,1,0
613,103,0,0,28,22,1,1,0,0,0,1,0
614,103,0,0,26,25,1,0,0,0,1,1,1
615,103,0,0,27,29,0,1,0,1,1,0,0
616,103,0,0,33,29,0,1,1,0,0,0,0
617,103,0,0,22,33,1,0,0,0,1,1,0
618,103,0,0,22,32,1,1,0,0,1,0,0
619,104,0,1,32,27,1,0,1,1,0,0,1
620,104,0,1,21,34,1,1,1,0,0,1,0
621,104,0,1,28,23,0,1,0,0,1,1,0
622,104,0,1,32,34,1,0,1,1,0,0,1
623,104,0,1,32,34,1,1,0,1,0,1,1
624,104,0,1,33,20,0,0,0,0,1,0,1
625,105,0,0,24,20,0,0,0,1,0,1,0
626,105,0,0,28,28,0,1,0,0,0,1,0
627,105,0,0,20,26,0,0,0,0,0,0,0
628,105,0,0,23,31,0,0,0,1,1,1,0
629,105,0,0,21,33,1,0,0,0,1,0,0
630,105,0,0,31,31,1,1,0,1,0,0,0
631,106,1,0,22,31,0,1,0,0,1,1,0
632,106,1,0,34,33,1,0,0,0,0,0,1
633,106,1,0,23,25,0,1,0,0,0,0,0
634,106,1,0,23,33,1,1,0,1,0,0,0
635,106,1,0,28,33,1,0,1,0,1,0,0
636,106,1,0,29,29,0,0,0,0,1,0,0
637,107,1,0,26,31,1,1,0,0,1,0,0
638,107,1,0,31,27,0,1,0,1,0,0,0
639,107,1,0,21,20,0,1,1,1,0,1,1
640,107,1,0,34,20,0,0,1,0,0,0,1
641,107,1,0,27,31,0,1,0,0,0,0,0
642,107,1,0,27,31,1,1,0,0,0,0,0
643,108,0,1,26,20,0,1,0,0,1,0,1
644,108,0,1,30,30,0,1,0,0,1,0,0
645,108,0,1,21,32,1,1,0,0,1,1,0
646,108,0,1,32,20,0,1,0,0,1,0,1
647,108,0,1,30,28,1,1,0,0,0,1,1
648,108,0,1,22,30,0,0,1,0,0,1,0
649,109,0,0,20,33,1,0,1,0,1,1,0
650,109,0,0,24,23,0,0,0,0,1,0,1
651,109,0,0,26,31,0,1,1,0,0,0,0
652,109,0,0,25,28,0,0,1,0,0,0,0
653,109,0,0,23,34,1,0,0,0,0,0,0
654,109,0,0,22,33,0,0,0,0,0,0,0
655,110,0,0,22,29,1,0,0,0,1,1,0
656,110,0,0,22,27,1,0,0,0,0,1,0
657,110,0,0,25,20,1,1,0,1,1,0,1
658,110,0,0,20,27,0,1,0,0,1,1,0
659,110,0,0,32,25,0,1,0,0,0,0,1
660,110,0,0,20,26,1,1,1,0,1,1,0
661,111,1,0,23,21,0,1,0,1,1,0,1
662,111,1,0,30,27,0,0,0,1,0,0,0
663,111,1,0,28,24,1,1,1,0,1,0,1
664,111,1,0,20,29,0,1,0,1,1,0,0
665,111,1,0,33,29,1,0,0,0,0,1,1
666,111,1,0,31,30,0,1,0,1,1,1,0
667,112,1,1,28,23,1,0,0,0,0,1,1
668,112,1,1,31,27,1,0,0,0,0,0,1
669,112,1,1,25,32,1,1,0,0,0,0,0
670,112,1,1,25,30,0,0,1,1,0,0,0
671,112,1,1,31,21,1,0,0,1,1,0,1
672,112,1,1,24,23,1,0,1,0,0,1,1
673,113,0,0,27,20,1,0,1,0,0,0,1
674,113,0,0,31,27,1,0,0,0,0,1,1
675,113,0,0,28,24,0,1,0,1,0,0,0
676,113,0,0,31,32,1,0,0,0,1,1,1
677,113,0,0,32,31,0,1,0,0,0,1,0
678,113,0,0,28,34,0,1,0,0,1,1,0
679,114,0,0,32,21,1,0,1,0,0,0,1
680,114,0,0,31,24,0,1,1,1,0,0,1
681,114,0,0,34,26,1,0,0,1,1,1,1
682,114,0,0,26,26,0,0,1,0,0,1,0
683,114,0,0,25,24,1,1,1,0,0,0,1
684,114,0,0,26,33,0,0,0,1,0,0,0
685,115,0,0,33,22,1,1,0,1,0,1,0
686,115,0,0,29,31,1,1,1,1,0,1,0
687,115,0,0,22,25,1,0,0,1,1,1,0
688,115,0,0,33,29,0,0,1,0,1,0,1
689,115,0,0,22,33,0,1,1,1,0,1,0
690,115,0,0,34,22,0,1,0,0,1,0,1
691,116,1,1,26,29,1,0,0,0,1,1,1
692,116,1,1,21,28,0,1,0,0,0,0,0
693,116,1,1,20,27,0,0,1,1,1,1,1
694,116,1,1,24,24,1,1,0,0,0,1,0
695,116,1,1,29,23,0,0,0,0,0,0,1
696,116,1,1,20,28,0,0,1,0,1,1,0
697,117,1,0,20,24,0,1,0,1,0,1,0
698,117,1,0,29,30,1,1,1,0,0,0,1
699,117,1,0,34,34,0,0,1,1,1,0,1
700,117,1,0,26,33,0,1,0,1,1,1,0
701,117,1,0,23,29,0,1,0,1,1,0,0
702,117,1,0,27,32,0,1,1,0,0,1,0
703,118,0,0,28,21,0,1,0,0,0,1,0
704,118,0,0,22,28,1,1,0,1,1,1,0
705,118,0,0,31,23,1,1,1,1,0,1,1
706,118,0,0,23,32,1,1,0,0,1,0,0
707,118,0,0,28,25,1,1,0,1,0,1,0
708,118,0,0,34,31,1,1,1,1,0,1,1
709,119,0,0,29,24,1,1,0,0,0,0,0
710,119,0,0,26,27,1,0,1,0,1,0,1
711,119,0,0,27,28,1,0,0,0,0,1,0
712,119,0,0,20,20,0,1,0,0,0,1,1
713,119,0,0,29,27,1,1,0,0,1,1,1
714,119,0,0,29,21,1,0,1,0,0,0,1
715,120,0,1,30,34,0,1,0,0,1,1,0
716,120,0,1,32,21,0,1,0,1,0,1,1
717,120,0,1,23,24,1,1,0,1,0,1,0
718,120,0,1,32,24,1,0,0,0,0,0,1
719,120,0,1,28,28,0,0,1,0,0,1,0
720,120,0,1,25,20,0,0,0,1,0,0,1
721,121,1,0,29,34,0,0,0,0,0,0,0
722,121,1,0,26,32,0,1,0,1,1,1,0
723,121,1,0,24,22,1,1,1,0,0,0,1
724,121,1,0,30,33,0,1,0,1,0,0,0
725,121,1,0,27,25,1,1,0,0,1,1,1
726,121,1,0,33,26,0,1,0,0,0,0,1
727,122,1,0,34,32,1,0,1,1,1,0,1
728,122,1,0,34,28,0,0,0,0,1,0,1
729,122,1,0,30,30,1,0,0,0,0,1,1
730,122,1,0,27,21,1,1,0,1,0,0,1
731,122,1,0,29,22,1,1,0,1,0,0,1
732,122,1,0,27,21,0,1,1,0,0,0,1
733,123,0,0,28,28,1,0,1,1,0,1,1
734,123,0,0,20,22,1,0,1,1,1,0,0
735,123,0,0,23,33,1,1,0,1,1,0,0
736,123,0,0,30,31,0,1,1,0,0,1,0
737,123,0,0,32,31,1,0,0,0,0,0,1
738,123,0,0,26,26,0,1,0,0,1,0,0
739,124,0,1,33,34,0,1,1,0,1,1,0
740,124,0,1,32,27,1,1,0,1,0,0,1
741,124,0,1,33,24,0,1,0,0,1,1,0
742,124,0,1,33,31,0,1,1,0,0,1,0
743,124,0,1,27,25,1,0,0,0,0,0,1
744,124,0,1,25,22,0,0,0,0,0,1,1
745,125,0,0,31,30,1,1,0,1,0,0,0
746,125,0,0,32,34,0,0,0,1,0,0,1
747,125,0,0,30,22,0,0,0,0,1,1,1
748,125,0,0,31,32,0,0,0,0,0,0,1
749,125,0,0,23,34,0,1,1,1,0,0,0
750,125,0,0,20,32,0,1,0,0,1,0,0
751,126,1,0,24,26,1,1,1,1,0,0,0
752,126,1,0,21,26,1,1,1,0,0,1,0
753,126,1,0,21,23,0,1,0,1,0,0,1
754,126,1,0,27,27,0,1,0,0,1,0,1
755,126,1,0,27,20,0,0,0,0,0,0,1
756,126,1,0,20,31,0,1,0,1,1,0,0
757,127,1,0,27,20,1,0,1,0,0,0,1
758,127,1,0,34,26,1,0,1,0,1,1,1
759,127,1,0,22,23,0,0,0,1,0,1,1
760,127,1,0,28,22,1,1,0,1,1,0,1
761,127,1,0,20,34,1,1,0,0,0,1,0
762,127,1,0,34,32,0,0,1,1,0,1,0
763,128,0,1,20,23,1,0,0,0,1,1,1
764,128,0,1,27,24,0,0,0,0,0,1,0
765,128,0,1,23,25,1,1,0,1,1,1,0
766,128,0,1,33,34,1,1,0,0,1,0,1
767,128,0,1,34,29,1,1,1,1,0,0,1
768,128,0,1,24,23,1,0,0,1,0,1,1
769,129,0,0,31,28,1,1,1,0,0,0,1
770,129,0,0,33,20,0,0,0,1,1,0,1
771,129,0,0,21,20,0,1,0,1,0,1,0
772,129,0,0,23,24,0,0,1,0,1,1,0
773,129,0,0,23,30,1,0,0,1,0,1,0
774,129,0,0,30,23,1,1,0,0,0,0,1
775,130,0,0,31,27,1,1,0,1,1,0,1
776,130,0,0,22,26,1,1,0,1,0,0,0
777,130,0,0,21,21,1,0,1,0,0,1,1
778,130,0,0,33,29,1,0,0,0,1,1,1
779,130,0,0,22,26,0,1,0,1,1,1,0
780,130,0,0,30,26,1,1,1,1,0,0,0
781,131,1,0,29,27,1,1,0,0,0,1,1
782,131,1,0,26,32,0,1,1,1,0,1,0
783,131,1,0,22,21,1,0,1,0,1,0,1
784,131,1,0,23,28,0,1,0,0,1,0,0
785,131,1,0,24,22,1,0,0,0,0,0,1
786,131,1,0,21,34,1,1,0,0,0,1,0
787,132,1,1,30,23,1,1,0,0,0,0,1
788,132,1,1,29,22,1,1,1,0,0,1,0
789,132,1,1,30,29,0,0,0,0,0,1,1
790,132,1,1,21,24,0,1,0,0,1,1,0
791,132,1,1,28,33,1,0,1,0,0,1,0
792,132,1,1,26,20,1,1,0,0,0,1,1
793,133,0,0,27,32,0,0,0,0,1,0,0
794,133,0,0,20,25,0,0,1,0,0,1,0
795,133,0,0,24,20,0,1,0,0,1,1,1
796,133,0,0,29,23,0,0,1,1,0,0,0
797,133,0,0,20,32,0,0,1,1,0,0,0
798,133,0,0,29,21,0,0,0,0,0,0,1
799,134,0,0,29,26,1,0,1,1,0,0,1
800,134,0,0,33,34,1,1,0,1,0,0,0
801,134,0,0,20,26,1,1,0,0,0,0,0
802,134,0,0,32,33,1,0,1,0,0,0,0
803,134,0,0,23,23,1,0,0,0,0,1,1
804,134,0,0,20,24,0,0,0,0,0,1,0
805,135,0,0,23,25,0,0,0,0,1,0,1
806,135,0,0,21,28,1,0,0,0,1,1,0
807,135,0,0,24,31,1,1,0,1,0,1,0
808,135,0,0,30,34,1,1,1,0,1,0,0
809,135,0,0,23,29,1,1,1,0,1,0,1
810,135,0,0,23,31,1,1,1,0,0,0,0
811,136,1,1,33,20,0,1,0,0,0,1,1
812,136,1,1,20,32,1,0,1,0,1,1,0
813,136,1,1,20,22,1,1,0,0,1,0,1
814,136,1,1,33,24,0,0,0,0,1,1,1
815,136,1,1,24,24,1,0,0,1,0,0,1
816,136,1,1,33,31,1,1,0,0,0,0,0
817,137,1,0,24,31,1,1,0,0,1,1,0
818,137,1,0,21,32,1,0,0,0,0,1,0
819,137,1,0,25,31,1,0,1,1,1,1,1
820,137,1,0,32,27,1,0,0,1,0,1,1
821,137,1,0,30,26,0,1,0,0,0,1,1
822,137,1,0,22,21,0,0,0,0,1,0,0
823,138,0,0,33,34,1,1,0,0,0,1,0
824,138,0,0,22,25,0,0,0,0,1,0,0
825,138,0,0,20,21,1,0,0,1,1,1,1
826,138,0,0,25,31,0,1,0,0,0,1,0
827,138,0,0,24,32,1,1,0,1,1,0,0
828,138,0,0,33,30,0,0,0,0,0,1,1
829,139,0,0,23,34,1,0,0,0,0,0,0
830,139,0,0,30,25,0,0,0,1,0,0,1
831,139,0,0,32,32,1,1,0,1,0,1,0
832,139,0,0,31,26,1,1,0,1,0,0,1
833,139,0,0,28,22,1,0,0,0,0,1,1
834,139,0,0,22,34,1,1,0,1,1,1,0
835,140,0,1,33,22,0,1,0,0,1,0,1
836,140,0,1,29,22,0,1,1,1,0,1,1
837,140,0,1,26,22,0,0,1,1,0,0,1
838,140,0,1,27,22,1,1,0,0,0,0,0
839,140,0,1,34,21,0,0,1,1,0,0,1
840,140,0,1,26,29,1,1,1,0,0,0,0
841,141,1,0,33,26,1,1,0,1,0,1,1
842,141,1,0,23,24,0,1,0,0,0,0,0
843,141,1,0,21,21,0,1,1,1,0,0,0
844,141,1,0,23,27,0,1,0,0,1,1,0
845,141,1,0,34,20,1,1,1,1,1,1,1
846,141,1,0,23,25,0,1,0,1,0,1,0
847,142,1,0,25,30,0,1,0,1,0,0,0
848,142,1,0,32,26,0,1,0,1,0,1,0
849,142,1,0,30,34,1,0,0,0,0,0,0
850,142,1,0,21,21,1,0,0,0,1,0,1
851,142,1,0,22,32,1,1,1,0,0,1,0
852,142,1,0,32,34,1,1,0,0,1,0,0
853,143,0,0,33,28,0,0,1,0,1,0,1
854,143,0,0,22,26,0,0,0,0,1,0,0
855,143,0,0,25,28,0,0,0,0,1,0,0
856,143,0,0,32,22,1,0,1,1,1,1,1
857,143,0,0,24,24,0,1,1,0,1,0,1
858,143,0,0,24,25,0,1,1,0,0,0,0
859,144,0,1,26,21,1,1,0,0,0,1,0
860,144,0,1,29,34,1,0,1,0,0,0,1
861,144,0,1,25,25,0,1,1,0,1,1,1
862,144,0,1,23,24,0,1,0,1,0,0,0
863,144,0,1,30,30,1,1,1,0,0,1,1
864,144,0,1,20,26,1,1,0,0,0,0,0
865,145,0,0,33,27,1,0,0,1,1,1,1
866,145,0,0,24,34,1,0,0,0,0,0,0
867,145,0,0,22,31,1,0,0,0,0,0,0
868,145,0,0,32,27,0,1,0,0,0,1,0
869,145,0,0,20,24,0,1,1,1,0,1,0
870,145,0,0,31,30,0,0,1,1,0,1,0
871,146,1,0,34,34,0,0,0,1,0,1,0
872,146,1,0,32,26,0,0,1,0,1,1,1
873,146,1,0,24,31,0,0,0,0,0,0,1
874,146,1,0,24,25,1,1,1,0,1,0,1
875,146,1,0,29,26,0,1,0,1,0,1,1
876,146,1,0,31,30,1,1,0,1,0,0,0
877,147,1,0,21,33,0,0,1,0,1,0,0
878,147,1,0,28,22,1,1,0,0,1,1,0
879,147,1,0,27,30,0,1,0,0,0,0,0
880,147,1,0,24,22,0,1,0,0,1,1,1
881,147,1,0,26,33,0,1,0,1,0,1,0
882,147,1,0,27,29,0,0,0,1,0,0,0
883,148,0,1,26,28,1,1,1,1,0,0,1
884,148,0,1,23,20,0,0,0,1,1,1,1
885,148,0,1,34,28,1,0,0,1,1,0,1
886,148,0,1,33,23,0,0,0,0,0,1,0
887,148,0,1,30,25,0,0,0,0,0,0,0
888,148,0,1,34,22,1,1,0,0,0,0,1
889,149,0,0,34,33,1,1,0,1,1,1,0
890,149,0,0,25,26,1,0,1,1,0,1,0
891,149,0,0,28,32,1,1,0,0,0,0,1
892,149,0,0,34,33,0,1,0,0,0,1,0
893,149,0,0,24,23,1,1,0,0,1,1,1
894,149,0,0,24,32,1,1,0,0,0,1,0
895,150,0,0,28,32,0,1,1,1,1,0,0
896,150,0,0,27,26,1,1,1,1,1,1,0
897,150,0,0,29,21,1,0,1,0,1,0,1
898,150,0,0,24,27,0,1,1,0,0,0,0
899,150,0,0,28,26,0,1,0,0,0,1,1
900,150,0,0,33,30,1,1,1,0,1,0,1
901,151,1,0,34,32,1,1,1,1,0,1,1
902,151,1,0,29,23,0,1,0,1,1,1,0
903,151,1,0,24,20,0,0,0,1,0,0,1
904,151,1,0,32,30,1,0,0,0,0,0,1
905,151,1,0,28,20,0,1,1,1,1,0,1
906,151,1,0,22,27,0,0,0,0,0,0,0
907,152,1,1,20,33,0,1,1,1,0,0,0
908,152,1,1,30,24,1,1,0,0,0,1,1
909,152,1,1,21,29,1,1,0,1,0,0,0
910,152,1,1,31,33,1,1,0,0,0,0,1
911,152,1,1,26,32,0,0,0,0,0,0,0
912,152,1,1,29,27,1,1,0,1,1,0,1
913,153,0,0,30,31,1,0,1,0,1,0,1
914,153,0,0,21,22,0,0,1,1,0,0,0
915,153,0,0,33,24,1,1,0,0,0,0,1
916,153,0,0,28,31,1,0,1,0,0,0,1
917,153,0,0,22,25,1,1,0,0,0,0,1
918,153,0,0,33,32,1,1,0,0,1,0,1
919,154,0,0,29,33,1,0,0,0,1,0,0
920,154,0,0,22,25,0,1,1,0,0,0,0
921,154,0,0,27,25,0,1,0,0,0,1,1
922,154,0,0,23,25,1,0,0,0,0,1,0
923,154,0,0,25,27,0,0,0,1,0,0,0
924,154,0,0,23,33,0,0,1,0,1,0,0
925,155,0,0,21,25,1,0,1,0,1,0,1
926,155,0,0,21,26,1,0,1,1,0,0,0
927,155,0,0,32,34,1,1,0,0,0,0,0
928,155,0,0,24,23,1,0,0,0,1,1,1
929,155,0,0,31,34,0,1,1,1,0,0,0
930,155,0,0,21,27,1,1,0,1,0,0,0
931,156,1,1,31,20,0,0,0,1,1,1,1
932,156,1,1,29,33,0,0,1,0,0,1,0
933,156,1,1,34,28,0,1,0,1,1,0,1
934,156,1,1,23,34,0,0,1,1,1,1,0
935,156,1,1,20,20,0,0,0,1,0,1,0
936,156,1,1,30,32,0,1,0,0,0,0,1
937,157,1,0,23,26,0,1,0,0,0,1,0
938,157,1,0,29,31,1,0,0,0,0,1,1
939,157,1,0,23,20,0,1,0,0,1,1,0
940,157,1,0,20,24,1,1,0,0,1,1,0
941,157,1,0,20,21,0,1,0,0,0,1,0
942,157,1,0,33,25,0,1,0,0,0,0,1
943,158,0,0,22,31,0,1,0,1,1,1,0
944,158,0,0,27,32,1,1,0,0,1,1,0
945,158,0,0,26,27,0,1,1,1,0,0,0
946,158,0,0,31,33,0,0,0,1,0,1,0
947,158,0,0,28,34,1,1,0,0,0,1,0
948,158,0,0,34,34,1,1,0,0,0,1,0
949,159,0,0,27,34,0,1,1,0,1,1,1
950,159,0,0,28,21,1,1,0,1,0,1,1
951,159,0,0,25,23,1,0,1,1,0,1,1
952,159,0,0,31,24,0,1,0,1,0,0,1
953,159,0,0,33,27,0,0,1,0,0,1,0
954,159,0,0,33,34,1,0,1,1,0,0,1
955,160,0,1,30,29,1,0,0,0,1,1,1
956,160,0,1,32,34,0,0,1,1,0,0,0
957,160,0,1,24,23,0,0,1,0,1,0,1
958,160,0,1,33,24,0,0,1,0,0,0,1
959,160,0,1,26,34,1,0,1,1,0,1,1
960,160,0,1,33,23,0,0,1,0,0,0,1
961,161,1,0,25,23,1,1,0,1,0,1,0
962,161,1,0,32,22,0,1,0,1,0,0,1
963,161,1,0,21,26,0,0,0,1,1,0,0
964,161,1,0,31,27,0,1,0,1,0,0,1
965,161,1,0,25,32,1,1,0,0,1,1,1
966,161,1,0,26,23,0,1,1,1,0,1,0
967,162,1,0,26,22,0,0,0,0,0,0,1
968,162,1,0,24,30,1,0,1,0,0,1,0
969,162,1,0,29,24,1,0,0,1,0,0,1
970,162,1,0,34,21,1,0,0,0,0,0,1
971,162,1,0,27,20,0,0,1,1,1,0,1
972,162,1,0,24,33,1,0,0,0,1,1,0
973,163,0,0,26,22,0,1,0,0,0,0,0
974,163,0,0,27,22,1,0,1,0,0,0,1
975,163,0,0,21,29,1,0,0,1,0,0,0
976,163,0,0,24,33,1,0,0,0,1,1,0
977,163,0,0,25,26,1,1,0,1,0,1,1
978,163,0,0,33,29,1,1,0,0,1,1,1
979,164,0,1,24,26,0,1,0,0,0,1,0
980,164,0,1,31,33,0,1,0,0,1,0,1
981,164,0,1,23,34,0,1,0,0,1,0,0
982,164,0,1,26,30,0,1,0,0,0,0,0
983,164,0,1,29,23,0,1,0,0,0,1,0
984,164,0,1,20,20,0,0,0,0,0,1,0
985,165,0,0,29,32,0,1,0,0,1,0,0
986,165,0,0,21,34,1,1,0,0,1,1,0
987,165,0,0,24,29,0,0,0,1,0,1,0
988,165,0,0,28,25,1,0,0,0,1,1,1
989,165,0,0,20,24,0,0,0,0,0,1,0
990,165,0,0,20,21,0,0,0,0,1,1,0
991,166,1,0,21,22,0,0,1,0,0,1,0
992,166,1,0,21,28,0,1,1,0,0,1,0
993,166,1,0,25,29,0,0,0,0,1,0,1
994,166,1,0,27,29,0,0,0,1,0,1,1
995,166,1,0,23,31,1,0,0,0,0,1,0
996,166,1,0,23,24,1,0,1,0,1,0,1
997,167,1,0,32,30,1,0,0,0,1,1,1
998,167,1,0,20,33,0,1,0,0,1,1,0
999,167,1,0,30,31,1,0,0,1,1,1,0
1000,167,1,0,27,28,0,1,0,0,0,0,0
1001,167,1,0,25,22,0,0,0,0,0,0,1
1002,167,1,0,26,25,1,1,0,0,1,1,1
1003,168,0,1,26,29,0,0,1,1,1,0,1
1004,168,0,1,29,34,1,1,0,0,1,0,0
1005,168,0,1,24,25,1,1,1,1,0,0,1
1006,168,0,1,26,30,1,1,1,0,1,0,0
1007,168,0,1,22,34,0,1,1,0,1,0,0
1008,168,0,1,31,23,1,0,0,1,1,1,1
1009,169,0,0,30,20,1,1,0,0,0,0,1
1010,169,0,0,25,20,0,0,1,1,1,1,1
1011,169,0,0,23,29,1,0,1,1,1,0,1
1012,169,0,0,26,30,0,1,0,1,0,0,0
1013,169,0,0,23,27,1,1,1,1,1,1,1
1014,169,0,0,32,23,1,0,0,1,1,0,1
1015,170,0,0,28,26,1,1,1,0,1,0,0
1016,170,0,0,32,31,1,1,0,0,0,0,1
1017,170,0,0,29,33,1,0,0,1,1,1,0
1018,170,0,0,27,25,1,0,1,0,0,1,1
1019,170,0,0,20,30,1,1,1,0,0,1,0
1020,170,0,0,20,33,0,1,0,0,0,1,0
1021,171,1,0,28,26,1,1,0,0,0,1,1
1022,171,1,0,21,25,0,1,0,1,0,0,0
1023,171,1,0,34,30,1,1,0,0,0,0,0
1024,171,1,0,33,20,0,1,0,1,1,1,1
1025,171,1,0,25,28,1,1,1,0,0,0,0
1026,171,1,0,21,31,0,1,0,0,1,1,0
1027,172,1,1,27,20,0,0,1,0,1,1,1
1028,172,1,1,23,26,1,0,0,0,0,1,0
1029,172,1,1,21,30,1,0,0,0,0,0,1
1030,172,1,1,26,30,0,1,0,0,1,1,0
1031,172,1,1,31,24,1,0,0,1,1,1,1
1032,172,1,1,26,21,0,1,0,1,0,1,0
1033,173,0,0,34,32,0,0,0,0,1,0,0
1034,173,0,0,32,24,1,0,0,0,0,0,1
1035,173,0,0,28,20,1,1,1,0,0,0,1
1036,173,0,0,21,24,1,0,0,0,0,1,0
1037,173,0,0,32,32,0,0,0,0,1,0,1
1038,173,0,0,20,26,1,0,0,0,1,1,1
1039,174,0,0,22,30,0,1,0,1,1,0,0
1040,174,0,0,27,25,0,0,1,0,0,0,1
1041,174,0,0,33,27,0,0,0,1,0,0,0
1042,174,0,0,30,22,0,1,1,0,0,1,1
1043,174,0,0,33,30,1,0,0,1,0,0,1
1044,174,0,0,32,23,0,1,1,1,0,0,1
1045,175,0,0,27,28,1,0,0,1,0,1,0
1046,175,0,0,26,22,1,1,0,1,1,1,1
1047,175,0,0,34,31,1,0,1,0,0,0,1
1048,175,0,0,24,33,1,0,0,0,0,0,0
1049,175,0,0,22,26,1,1,0,0,0,0,0
1050,175,0,0,28,33,1,1,0,0,0,1,0
1051,176,1,1,23,28,1,1,0,0,1,0,1
1052,176,1,1,27,33,1,0,0,0,0,0,0
1053,176,1,1,28,33,1,0,0,0,1,1,0
1054,176,1,1,21,23,1,0,0,1,0,0,1
1055,176,1,1,23,29,1,0,1,1,1,0,1
1056,176,1,1,32,23,0,1,0,0,0,0,1
1057,177,1,0,28,27,0,1,0,1,0,0,1
1058,177,1,0,23,29,1,1,1,0,0,0,1
1059,177,1,0,30,23,0,0,1,0,0,0,1
1060,177,1,0,29,31,0,1,0,0,1,1,0
1061,177,1,0,25,32,1,0,1,1,0,0,1
1062,177,1,0,27,26,0,1,0,0,0,0,0
1063,178,0,0,25,22,1,0,1,0,0,1,0
1064,178,0,0,25,25,1,1,1,0,0,0,1
1065,178,0,0,23,23,0,1,0,0,1,0,1
