municipality,spell_id,ui_eligible,baseline_informality,formal_layoff_rate,informal_transition_share,recall_rate
Periphery,Per-005,0,0.38,0.09479383250200221,0.3424572268793304,0.2514744179709829
Periphery,Per-006,1,0.38,0.10247888236042278,0.44613147554957094,0.3174445440049352
Periphery,Per-007,0,0.38,0.09493914864791331,0.36789465166205837,0.2815661238460405
Periphery,Per-008,1,0.38,0.10496377663517795,0.4221799421713846,0.2875382984925871
Periphery,Per-009,0,0.38,0.09816840256875191,0.3536067237367583,0.27675445473560534
Periphery,Per-010,1,0.38,0.11168638111760554,0.45434641155796673,0.27122717997838675
Periphery,Per-011,0,0.38,0.10105079103040608,0.39113037338746376,0.26574730588491086
Periphery,Per-012,1,0.38,0.10783069558855951,0.4364867159711534,0.30268882625134225
Periphery,Per-013,0,0.38,0.0934567234166788,0.37893857713024093,0.2482037626351192
Periphery,Per-014,1,0.38,0.11286924831945162,0.46173879603213025,0.3097907748972019
Periphery,Per-015,0,0.38,0.09044814399160925,0.35076928841828264,0.2680461999634179
Periphery,Per-016,1,0.38,0.09568076923747132,0.45187577062352935,0.27570423553660206
Periphery,Per-017,0,0.38,0.08998308466371059,0.3662846089267778,0.26335623248230644
Periphery,Per-018,1,0.38,0.11367136387943173,0.41680371865009996,0.3014264439992149
Periphery,Per-019,0,0.38,0.10393876440060221,0.3671994996964785,0.28150263484141774
Periphery,Per-020,1,0.38,0.12513120078769283,0.46654310817750233,0.2899483074405746
Periphery,Per-021,0,0.38,0.10937290517116227,0.3745182117644804,0.2609231261769846
Periphery,Per-022,1,0.38,0.10908840558696557,0.4524327848181864,0.2715363248153757
Periphery,Per-023,0,0.38,0.09743542295653808,0.3706515420852119,0.2674945222870735
Periphery,Per-024,1,0.38,0.1206071453391366,0.4780587828743037,0.29917451723802524
Periphery,Per-025,0,0.38,0.09423592841602604,0.4111687657074469,0.24409736926262168
Periphery,Per-026,1,0.38,0.10753955884709912,0.42826252180685126,0.2914350120893595
Periphery,Per-027,0,0.38,0.09794316858812578,0.33530872057673144,0.25336942954386693
Periphery,Per-028,1,0.38,0.10278568535763827,0.4300137001970009,0.3185182329065678
Periphery,Per-029,0,0.38,0.10691656959052037,0.37455498559668177,0.24301825081892695
Periphery,Per-030,1,0.38,0.10576957697318157,0.4574278767156345,0.3227953241469439
Periphery,Per-031,0,0.38,0.09337702007043658,0.35365907383913153,0.26199500818103455
Periphery,Per-032,1,0.38,0.1082647573495251,0.44630025866879003,0.28127285289821685
Periphery,Per-033,0,0.38,0.09309835706965891,0.38167764539290266,0.26605364664470527
Periphery,Per-034,1,0.38,0.10089819843916227,0.4383848176556369,0.3009087824850975
Periphery,Per-035,0,0.38,0.09406166612425021,0.32410987205475367,0.2625142038925994
Periphery,Per-036,1,0.38,0.10837711406554788,0.45658345444299814,0.29728568392994864
Periphery,Per-037,0,0.38,0.09154008717825006,0.37432332857614026,0.24781613662481503
Periphery,Per-038,1,0.38,0.1034807065452985,0.4566393537782921,0.3214824069786233
Periphery,Per-039,0,0.38,0.09777805915673492,0.35013519690269235,0.2712439737192254
Periphery,Per-040,1,0.38,0.11250761559889638,0.4061142178488063,0.2947925596639336
Periphery,Per-041,0,0.38,0.09146688740386613,0.3645005321593869,0.27387269357896327
Periphery,Per-042,1,0.38,0.10794838754968199,0.42944904437873527,0.28243774115609765
Periphery,Per-043,0,0.38,0.0908423065109798,0.32612227246558056,0.24518156778071734
Periphery,Per-044,1,0.38,0.1174671783209518,0.43866941626378136,0.2961227869840326
Periphery,Per-045,0,0.38,0.09414529933646995,0.33567376505040547,0.2507322313034823
Periphery,Per-046,1,0.38,0.11249951864167797,0.4474880334969455,0.3002735592977537
Periphery,Per-047,0,0.38,0.08818906519368803,0.35763114008295555,0.2359621496339444
Periphery,Per-048,1,0.38,0.09590467380954706,0.4533842629764292,0.2776682163320783
Periphery,Per-049,0,0.38,0.0987542284772278,0.3675898594157869,0.27300412885733205
Periphery,Per-050,1,0.38,0.10581762346849155,0.43815891964133247,0.3060344942872559
Periphery,Per-051,0,0.38,0.0809813476062396,0.3461983247100803,0.24988785752079345
Periphery,Per-052,1,0.38,0.10639124985843135,0.45973143459560717,0.31234861934441066
Periphery,Per-053,0,0.38,0.09409881791332532,0.3853945745223568,0.26703712890136716
Periphery,Per-054,1,0.38,0.11121898623918614,0.39873849704711856,0.27962558156656003
Periphery,Per-055,0,0.38,0.08884110346881056,0.3876578943016971,0.25014906164492745
Periphery,Per-056,1,0.38,0.10693552557107451,0.4118752066897039,0.30501992195565913
Periphery,Per-057,0,0.38,0.1018526151861688,0.3910955175899603,0.264232106956903
Periphery,Per-058,1,0.38,0.10082916296819636,0.4427096658180422,0.27236320502124645
Periphery,Per-059,0,0.38,0.10464307257265315,0.36059722179669795,0.24927299282328977
Periphery,Per-060,1,0.38,0.10992117312443957,0.4365557643576879,0.27720054023307106
Periphery,Per-061,0,0.38,0.09613574243226217,0.40439486825270066,0.25868098569279463
Periphery,Per-062,1,0.38,0.11058375801181439,0.45751942497078724,0.2648482833585982
Periphery,Per-063,0,0.38,0.100808544989365,0.366901476549934,0.284160792479155
Periphery,Per-064,1,0.38,0.11871295887308954,0.45334908779338007,0.2720711471325491
Periphery,Per-065,0,0.38,0.0911276014697458,0.36798888439296584,0.25114096938687586
Periphery,Per-066,1,0.38,0.10560990029649817,0.4007860631986876,0.3304711380825525
Periphery,Per-067,0,0.38,0.09231397039065768,0.41721750448647776,0.25750955451512386
Periphery,Per-068,1,0.38,0.10300717826910002,0.4381448167756903,0.3178147389734291
Periphery,Per-069,0,0.38,0.10084329708267074,0.3463040045894995,0.25036692303981267
Periphery,Per-070,1,0.38,0.11460649990761411,0.4251379055462564,0.26697319772767164
Periphery,Per-071,0,0.38,0.09110646287936379,0.3650282000507912,0.26547841656222904
Periphery,Per-072,1,0.38,0.10544447298282757,0.44764203740872877,0.2815766733260779
Periphery,Per-073,0,0.38,0.0953012720052378,0.36353891069221883,0.2731265204513318
Periphery,Per-074,1,0.38,0.1061715078070633,0.45751197914710673,0.29708651809562997
Periphery,Per-075,0,0.38,0.09778867206020429,0.3350801499390239,0.2686992918762631
Periphery,Per-076,1,0.38,0.10937161472074304,0.45309563225052396,0.29089642520433995
Periphery,Per-077,0,0.38,0.08274305348945582,0.3741865485348637,0.24544363305918185
Periphery,Per-078,1,0.38,0.11659590114864617,0.42752333280650207,0.2753983581017002
Periphery,Per-079,0,0.38,0.10534509870003034,0.39347042670715926,0.2778996093778554
Periphery,Per-080,1,0.38,0.10444704812748748,0.40079500422783865,0.3012923704428914
