opportunity_id,referrer_id,applicant_id,referrer_group,applicant_group,same_group,cross_group,link_exists,tie_strength,signal_quality,referrer_access,applicant_skill,observed_referral_probability,observed_referral,callback_probability,callback
O260,W015,W044,A,A,1,0,0,0.8788,0.6907,0.6335,-0.3621,0.5356,1,0.4732,0.0
O261,W069,W066,A,B,0,1,0,0.495,0.5846,0.6442,0.1711,0.3903,0,0.3245,
O262,W012,W002,A,A,1,0,0,0.558,0.7957,0.6642,0.9833,0.4741,1,0.5767,1.0
O263,W068,W027,A,A,1,0,0,0.7693,0.8181,0.6369,0.5943,0.5137,1,0.5778,1.0
O264,W030,W069,A,A,1,0,1,0.5612,0.7831,0.6353,1.3395,0.8074,1,0.6027,1.0
O265,W058,W052,A,A,1,0,0,0.5669,0.7701,0.683,-0.38,0.4784,0,0.455,
O266,W023,W004,A,A,1,0,1,0.7475,0.98,0.6412,1.0548,0.8305,1,0.6578,1.0
O267,W015,W013,A,B,0,1,0,0.4118,0.3582,0.6335,-0.0652,0.3728,0,0.2445,
O268,W021,W010,A,B,0,1,0,0.3248,0.2426,0.7277,-1.6016,0.368,0,0.1377,
O269,W022,W013,A,B,0,1,0,0.7401,0.8339,0.7786,-0.0652,0.4569,1,0.4045,1.0
O270,W021,W027,A,A,1,0,0,0.9249,0.98,0.7277,0.5943,0.5576,0,0.6431,
O271,W045,W049,B,A,0,1,0,0.467,0.443,0.6479,-0.5757,0.3853,0,0.2746,
O272,W057,W025,A,A,1,0,1,0.7169,0.6068,0.6353,-0.1485,0.8265,1,0.4453,0.0
O273,W068,W012,A,A,1,0,0,0.7501,0.8402,0.6369,0.3241,0.5098,0,0.5593,
O274,W014,W027,A,A,1,0,1,0.924,0.7893,0.6318,0.5943,0.8493,1,0.589,1.0
O275,W024,W031,A,A,1,0,0,0.5339,0.5421,0.6299,0.288,0.4645,1,0.4393,0.0
O276,W030,W053,A,B,0,1,0,0.234,0.4236,0.6353,-0.1309,0.3396,1,0.2378,1.0
O277,W057,W052,A,A,1,0,0,0.7629,0.6992,0.6353,-0.38,0.5121,0,0.4592,
O278,W024,W057,A,A,1,0,0,0.3819,0.6006,0.6299,0.2907,0.4337,1,0.4374,0.0
O279,W068,W037,A,B,0,1,0,0.7051,0.599,0.6369,-0.825,0.431,0,0.2799,
O280,W068,W003,A,A,1,0,0,0.6374,0.6892,0.6369,1.1595,0.4867,1,0.5702,0.0
O281,W021,W059,A,A,1,0,0,0.8883,0.8331,0.7277,-0.0803,0.5502,1,0.541,0.0
O282,W014,W059,A,A,1,0,1,0.8635,0.8706,0.6318,-0.0803,0.8428,1,0.5489,1.0
O283,W021,W028,A,A,1,0,0,0.6006,0.6473,0.7277,-0.1671,0.4914,1,0.4408,0.0
O284,W068,W065,A,A,1,0,0,0.6914,0.7877,0.6369,0.7465,0.4977,1,0.5716,1.0
O285,W045,W036,B,B,1,0,0,0.9029,0.9065,0.6479,-0.1461,0.5425,1,0.5094,1.0
O286,W014,W028,A,A,1,0,0,0.9669,0.8624,0.6318,-0.1671,0.5533,1,0.5525,1.0
O287,W065,W017,A,A,1,0,1,0.98,0.9657,0.7227,-0.2193,0.861,1,0.5803,1.0
O288,W012,W009,A,A,1,0,1,0.9128,0.909,0.6642,0.2279,0.8503,1,0.5922,1.0
O289,W030,W013,A,B,0,1,0,0.2771,0.2498,0.6353,-0.0652,0.3476,0,0.2094,
O290,W023,W028,A,A,1,0,0,0.5882,0.4783,0.6412,-0.1671,0.4772,0,0.3901,
O291,W030,W053,A,B,0,1,0,0.2351,0.3238,0.6353,-0.1309,0.3398,0,0.2169,
O292,W069,W008,A,B,0,1,0,0.3977,0.6112,0.6442,0.4683,0.3714,1,0.3429,1.0
O293,W054,W064,A,A,1,0,0,0.4498,0.7775,0.7587,0.4519,0.4647,0,0.5126,
O294,W045,W035,B,B,1,0,1,0.7654,0.9382,0.6479,0.7936,0.8331,1,0.5802,1.0
O295,W045,W066,B,B,1,0,0,0.5368,0.4379,0.6479,0.1711,0.4676,0,0.3527,
O296,W015,W004,A,A,1,0,1,0.6538,0.98,0.6335,1.0548,0.8188,1,0.6467,1.0
O297,W014,W068,A,A,1,0,1,0.98,0.729,0.6318,0.2865,0.8551,1,0.5528,0.0
O298,W030,W003,A,A,1,0,0,0.5722,0.776,0.6353,1.1595,0.4731,0,0.5873,
O299,W030,W061,A,B,0,1,0,0.2051,0.5144,0.6353,0.0277,0.3343,0,0.2657,
O300,W015,W062,A,B,0,1,1,0.6756,0.5477,0.6335,-1.2411,0.7766,0,0.238,
O301,W045,W047,B,B,1,0,1,0.5704,0.646,0.6479,-0.2352,0.8096,1,0.3827,0.0
O302,W030,W044,A,A,1,0,0,0.98,0.7255,0.6353,-0.3621,0.5564,0,0.4968,
O303,W015,W020,A,B,0,1,0,0.5502,0.5164,0.6335,-0.7096,0.3997,0,0.2525,
O304,W022,W056,A,B,0,1,0,0.2279,0.4871,0.7786,0.6445,0.356,0,0.3041,
O305,W030,W041,A,B,0,1,0,0.4484,0.6235,0.6353,0.7818,0.3801,0,0.3769,
O306,W068,W061,A,B,0,1,0,0.6303,0.3837,0.6369,0.0277,0.416,1,0.2784,0.0
O307,W057,W006,A,A,1,0,0,0.5402,0.8221,0.6353,0.269,0.4666,0,0.5222,
O308,W023,W060,A,A,1,0,0,0.98,0.7887,0.6412,0.2333,0.5572,1,0.566,1.0
O309,W023,W005,A,A,1,0,0,0.5386,0.3738,0.6412,-1.0331,0.467,1,0.2906,0.0
O310,W045,W069,B,A,0,1,1,0.4211,0.7034,0.6479,1.3395,0.7398,1,0.4921,0.0
O311,W015,W040,A,A,1,0,0,0.6528,0.7681,0.6335,0.2694,0.4894,1,0.5207,1.0
O312,W068,W062,A,B,0,1,0,0.98,0.5665,0.6369,-1.2411,0.4869,1,0.2724,1.0
O313,W045,W059,B,A,0,1,0,0.4057,0.5065,0.6479,-0.0803,0.3735,0,0.319,
O314,W058,W060,A,A,1,0,0,0.9377,0.9211,0.683,0.2333,0.5542,0,0.5992,
O315,W054,W024,A,A,1,0,0,0.6993,0.7099,0.7587,-0.1903,0.5158,1,0.4702,1.0
O316,W045,W043,B,A,0,1,0,0.7542,0.7214,0.6479,-0.7976,0.4423,0,0.3628,
O317,W021,W005,A,A,1,0,0,0.5512,0.4371,0.7277,-1.0331,0.4812,1,0.3079,0.0
O318,W015,W057,A,A,1,0,1,0.98,0.8916,0.6335,0.2907,0.8552,1,0.6007,1.0
O319,W045,W020,B,B,1,0,0,0.3269,0.385,0.6479,-0.7096,0.425,0,0.2536,
O320,W068,W022,A,A,1,0,0,0.8488,0.9557,0.6369,0.3044,0.5299,1,0.6039,0.0
O321,W058,W002,A,A,1,0,0,0.4838,0.623,0.683,0.9833,0.4615,1,0.5159,0.0
O322,W065,W046,A,B,0,1,0,0.422,0.5463,0.7227,0.0585,0.3861,1,0.2984,0.0
O323,W045,W055,B,A,0,1,1,0.3958,0.7172,0.6479,-0.0112,0.7358,1,0.3805,1.0
O324,W057,W011,A,A,1,0,0,0.8144,0.544,0.6353,-0.5965,0.5227,1,0.4021,0.0
O325,W046,W004,B,A,0,1,0,0.3575,0.7845,0.6458,1.0548,0.364,0,0.484,
O326,W057,W031,A,A,1,0,0,0.6503,0.555,0.6353,0.288,0.4891,0,0.4581,
O327,W014,W027,A,A,1,0,1,0.98,0.98,0.6318,0.5943,0.8551,1,0.6497,0.0
O328,W015,W037,A,B,0,1,0,0.3169,0.28,0.6335,-0.825,0.3548,1,0.178,1.0
O329,W022,W028,A,A,1,0,0,0.98,0.9019,0.7786,-0.1671,0.5754,0,0.5659,
O330,W045,W029,B,B,1,0,0,0.6026,0.7913,0.6479,0.3466,0.481,0,0.4777,
O331,W030,W033,A,B,0,1,0,0.1289,0.2998,0.6353,0.1437,0.3205,0,0.2185,
O332,W065,W027,A,A,1,0,1,0.8956,0.7302,0.7227,0.5943,0.8525,1,0.5681,1.0
O333,W030,W058,A,A,1,0,0,0.5183,0.3714,0.6353,-0.8597,0.4621,0,0.3,
O334,W015,W005,A,A,1,0,0,0.98,0.5498,0.6335,-1.0331,0.5562,0,0.3889,
O335,W057,W058,A,A,1,0,0,0.6703,0.3448,0.6353,-0.8597,0.4932,1,0.31,1.0
O336,W030,W018,A,B,0,1,0,0.3949,0.4477,0.6353,-0.6488,0.3698,0,0.2265,
O337,W058,W038,A,B,0,1,0,0.4793,0.8803,0.683,1.4304,0.3922,1,0.5105,1.0
O338,W015,W019,A,A,1,0,1,0.8313,0.8227,0.6335,0.295,0.8394,1,0.5621,1.0
O339,W012,W057,A,A,1,0,0,0.7087,0.65,0.6642,0.2907,0.5049,0,0.4943,
O340,W030,W015,A,A,1,0,0,0.7028,0.4905,0.6353,-0.5058,0.4998,0,0.3804,
O341,W021,W031,A,A,1,0,0,0.8423,0.7265,0.7277,0.288,0.5408,0,0.5344,
O342,W046,W018,B,B,1,0,0,0.807,0.6541,0.6458,-0.6488,0.5226,0,0.3808,
O343,W068,W062,A,B,0,1,0,0.9646,0.6372,0.6369,-1.2411,0.4837,0,0.2879,
O344,W021,W028,A,A,1,0,0,0.5426,0.6531,0.7277,-0.1671,0.4795,0,0.4351,
O345,W068,W065,A,A,1,0,0,0.6748,0.834,0.6369,0.7465,0.4943,0,0.5831,
O346,W057,W013,A,B,0,1,0,0.2424,0.4211,0.6353,-0.0652,0.3411,0,0.2422,
O347,W057,W015,A,A,1,0,1,0.98,0.8977,0.6353,-0.5058,0.8553,0,0.5361,
O348,W065,W047,A,B,0,1,0,0.6309,0.886,0.7227,-0.2352,0.4274,0,0.392,
O349,W024,W055,A,A,1,0,0,0.4958,0.3815,0.6299,-0.0112,0.4568,0,0.364,
O350,W023,W062,A,B,0,1,0,0.4705,0.1703,0.6412,-1.2411,0.3851,0,0.1515,
O351,W021,W041,A,B,0,1,0,0.5979,0.7281,0.7277,0.7818,0.4215,1,0.4257,1.0
O352,W069,W056,A,B,0,1,0,0.2293,0.6724,0.6442,0.6445,0.3398,1,0.3533,1.0
O353,W012,W016,A,B,0,1,1,0.98,0.98,0.6642,0.7667,0.8194,1,0.5489,0.0
O354,W057,W017,A,A,1,0,0,0.5465,0.5767,0.6353,-0.2193,0.4678,0,0.4089,
O355,W065,W015,A,A,1,0,0,0.6242,0.5816,0.7227,-0.5058,0.4955,0,0.3967,
O356,W030,W068,A,A,1,0,1,0.8429,0.5631,0.6353,0.2865,0.8408,0,0.4854,
O357,W065,W031,A,A,1,0,1,0.98,0.8737,0.7227,0.288,0.861,1,0.5953,1.0
O358,W046,W058,B,A,0,1,0,0.5201,0.6725,0.6458,-0.8597,0.3954,1,0.3176,0.0
O359,W046,W045,B,B,1,0,0,0.5848,0.7629,0.6458,0.5582,0.4771,1,0.4848,1.0
O360,W030,W028,A,A,1,0,0,0.555,0.7007,0.6353,-0.1671,0.4696,0,0.4508,
O361,W068,W059,A,A,1,0,0,0.6262,0.7886,0.6369,-0.0803,0.4844,1,0.4937,1.0
O362,W057,W067,A,A,1,0,0,0.7081,0.8763,0.6353,-0.9274,0.5009,1,0.4587,1.0
O363,W021,W070,A,A,1,0,0,0.7614,0.7066,0.7277,0.0385,0.5243,0,0.4967,
O364,W069,W039,A,A,1,0,0,0.5734,0.5657,0.6442,-0.3026,0.4745,0,0.4023,
O365,W045,W018,B,B,1,0,0,0.3095,0.02,0.6479,-0.6488,0.4216,1,0.1816,0.0
O366,W069,W033,A,B,0,1,0,0.7864,0.5823,0.6442,0.1437,0.4484,0,0.3558,
O367,W022,W067,A,A,1,0,0,0.4977,0.4353,0.7786,-0.9274,0.4772,0,0.3091,
O368,W023,W033,A,B,0,1,0,0.8813,0.7377,0.6412,0.1437,0.4673,1,0.4115,1.0
O369,W030,W029,A,B,0,1,0,0.5529,0.5896,0.6353,0.3466,0.4005,1,0.3459,1.0
O370,W024,W052,A,A,1,0,1,0.7929,0.7317,0.6299,-0.38,0.8348,1,0.4728,1.0
O371,W046,W037,B,B,1,0,0,0.5113,0.6248,0.6458,-0.825,0.4621,1,0.3241,0.0
O372,W069,W046,A,B,0,1,0,0.2138,0.5567,0.6442,0.0585,0.337,0,0.2787,
O373,W057,W010,A,B,0,1,0,0.6556,0.3216,0.6353,-1.6016,0.4208,1,0.1725,0.0
O374,W023,W056,A,B,0,1,0,0.6646,0.7584,0.6412,0.6445,0.4234,1,0.4316,0.0
O375,W045,W037,B,B,1,0,1,0.98,0.7865,0.6479,-0.825,0.8561,1,0.4263,0.0
O376,W015,W059,A,A,1,0,0,0.5167,0.6224,0.6335,-0.0803,0.4615,0,0.43,
O377,W015,W004,A,A,1,0,1,0.6668,0.8165,0.6335,1.0548,0.8204,1,0.6023,1.0
O378,W065,W041,A,B,0,1,1,0.857,0.7449,0.7227,0.7818,0.8089,1,0.4639,1.0
O379,W054,W025,A,A,1,0,0,0.7139,0.4307,0.7587,-0.1485,0.5188,0,0.3935,
O380,W024,W032,A,B,0,1,0,0.4655,0.6014,0.6299,0.0421,0.3827,0,0.3161,
O381,W046,W023,B,A,0,1,0,0.821,0.9638,0.6458,0.8289,0.4556,0,0.5782,
O382,W068,W049,A,A,1,0,0,0.7539,0.5437,0.6369,-0.5757,0.5105,1,0.3962,0.0
O383,W024,W052,A,A,1,0,1,0.8511,0.5061,0.6299,-0.38,0.8413,0,0.4135,
O384,W046,W016,B,B,1,0,0,0.2334,0.4845,0.6458,0.7667,0.4062,1,0.376,1.0
O385,W014,W015,A,A,1,0,0,0.567,0.5502,0.6318,-0.5058,0.4716,0,0.3806,
O386,W046,W017,B,A,0,1,0,0.3802,0.501,0.6458,-0.2193,0.3683,0,0.3046,
O387,W030,W053,A,B,0,1,0,0.2915,0.3695,0.6353,-0.1309,0.3503,0,0.2315,
O388,W068,W013,A,B,0,1,0,0.5062,0.495,0.6369,-0.0652,0.3915,1,0.286,0.0
O389,W015,W057,A,A,1,0,1,0.8999,0.8495,0.6335,0.2907,0.8468,1,0.5784,1.0
O390,W021,W047,A,B,0,1,0,0.8419,0.7358,0.7277,-0.2352,0.4709,1,0.3754,0.0
O391,W024,W020,A,B,0,1,0,0.3161,0.2951,0.6299,-0.7096,0.3542,0,0.1865,
O392,W021,W010,A,B,0,1,0,0.2833,0.1571,0.7277,-1.6016,0.3602,0,0.1236,
O393,W065,W023,A,A,1,0,0,0.4981,0.808,0.7227,0.8289,0.4697,1,0.5598,0.0
O394,W024,W070,A,A,1,0,0,0.9083,0.6508,0.6299,0.0385,0.5412,0,0.4991,
O395,W069,W005,A,A,1,0,0,0.5326,0.5435,0.6442,-1.0331,0.4662,0,0.3336,
O396,W068,W041,A,B,0,1,0,0.4266,0.7477,0.6369,0.7818,0.3761,0,0.4097,
O397,W024,W055,A,A,1,0,0,0.5729,0.4736,0.6299,-0.0112,0.4725,1,0.3995,0.0
O398,W045,W006,B,A,0,1,0,0.0997,0.386,0.6479,0.269,0.3168,1,0.2802,0.0
O399,W069,W033,A,B,0,1,0,0.7688,0.8572,0.6442,0.1437,0.4448,1,0.4322,0.0
O400,W069,W024,A,A,1,0,0,0.8308,0.7177,0.6442,-0.1903,0.5273,0,0.4896,
O401,W069,W051,A,A,1,0,0,0.4139,0.6028,0.6442,0.1013,0.4421,1,0.4263,1.0
O402,W015,W042,A,B,0,1,1,0.5011,0.5709,0.6335,0.4482,0.7508,0,0.3425,
O403,W030,W011,A,A,1,0,0,0.6819,0.6117,0.6353,-0.5965,0.4956,1,0.4051,0.0
O404,W045,W046,B,B,1,0,0,0.7202,0.9288,0.6479,0.0585,0.5051,0,0.5097,
O405,W021,W007,A,B,0,1,0,0.5858,0.7682,0.7277,0.3292,0.4191,0,0.3985,
O406,W068,W064,A,A,1,0,0,0.6966,0.7231,0.6369,0.4519,0.4988,0,0.5284,
O407,W058,W016,A,B,0,1,0,0.4971,0.8628,0.683,0.7667,0.3957,1,0.4513,0.0
O408,W068,W001,A,A,1,0,1,0.8333,0.7645,0.6369,0.0036,0.8399,1,0.5205,0.0
O409,W023,W010,A,B,0,1,0,0.5864,0.3949,0.6412,-1.6016,0.4078,1,0.1801,0.0
O410,W069,W049,A,A,1,0,0,0.98,0.6615,0.6442,-0.5757,0.5576,1,0.4595,0.0
O411,W065,W030,A,A,1,0,1,0.807,0.7766,0.7227,1.0245,0.8432,1,0.6059,1.0
O412,W021,W032,A,B,0,1,0,0.3952,0.513,0.7277,0.0421,0.3816,0,0.2861,
O413,W015,W065,A,A,1,0,0,0.683,0.8343,0.6335,0.7465,0.4955,0,0.5842,
O414,W068,W031,A,A,1,0,1,0.8773,0.7486,0.6369,0.288,0.8447,1,0.5455,1.0
O415,W023,W017,A,A,1,0,0,0.826,0.7607,0.6412,-0.2193,0.5259,1,0.4994,0.0
O416,W069,W050,A,A,1,0,0,0.319,0.2297,0.6442,0.0992,0.423,0,0.3111,
O417,W022,W007,A,B,0,1,0,0.7506,0.6861,0.7786,0.3292,0.4591,0,0.3954,
O418,W046,W061,B,B,1,0,0,0.2083,0.4614,0.6458,0.0277,0.4012,1,0.3103,0.0
O419,W023,W015,A,A,1,0,0,0.5651,0.3869,0.6412,-0.5058,0.4724,0,0.3354,
O420,W069,W058,A,A,1,0,0,0.6118,0.3991,0.6442,-0.8597,0.4824,0,0.3175,
O421,W012,W004,A,A,1,0,1,0.9353,0.98,0.6642,1.0548,0.8527,1,0.6794,1.0
O422,W068,W026,A,B,0,1,0,0.2552,0.333,0.6369,0.1309,0.3437,0,0.2363,
O423,W054,W030,A,A,1,0,0,0.5146,0.6727,0.7587,1.0245,0.4779,0,0.5382,
O424,W023,W025,A,A,1,0,1,0.98,0.7662,0.6412,-0.1485,0.8557,1,0.5271,0.0
O425,W068,W040,A,A,1,0,1,0.98,0.7509,0.6369,0.2694,0.8554,1,0.5578,1.0
O426,W065,W024,A,A,1,0,1,0.98,0.9337,0.7227,-0.1903,0.861,1,0.5733,1.0
O427,W012,W024,A,A,1,0,0,0.6663,0.6116,0.6642,-0.1903,0.4963,1,0.4368,0.0
O428,W021,W009,A,A,1,0,0,0.5987,0.576,0.7277,0.2279,0.491,0,0.4526,
O429,W065,W017,A,A,1,0,1,0.9663,0.7349,0.7227,-0.2193,0.8597,1,0.51,1.0
O430,W046,W071,B,A,0,1,0,0.4545,0.766,0.6458,2.0341,0.3826,0,0.5738,
O431,W054,W010,A,B,0,1,0,0.3376,0.2514,0.7587,-1.6016,0.3744,1,0.1398,0.0
O432,W012,W005,A,A,1,0,0,0.762,0.3902,0.6642,-1.0331,0.5159,1,0.3193,0.0
O433,W065,W040,A,A,1,0,0,0.7043,0.98,0.7227,0.2694,0.512,1,0.59,0.0
O434,W058,W041,A,B,0,1,0,0.2552,0.6007,0.683,0.7818,0.3494,1,0.3474,0.0
O435,W012,W057,A,A,1,0,0,0.7767,0.767,0.6642,0.2907,0.5189,1,0.5382,0.0
O436,W065,W072,A,B,0,1,0,0.5357,0.6976,0.7227,0.562,0.4084,1,0.391,0.0
O437,W065,W031,A,A,1,0,1,0.98,0.7614,0.7227,0.288,0.861,0,0.5625,
O438,W024,W062,A,B,0,1,0,0.3356,0.4916,0.6299,-1.2411,0.3579,0,0.1966,
O439,W068,W059,A,A,1,0,0,0.5179,0.4588,0.6369,-0.0803,0.4622,1,0.3829,0.0
O440,W014,W020,A,B,0,1,0,0.3617,0.4034,0.6318,-0.7096,0.363,0,0.211,
O441,W014,W005,A,A,1,0,0,0.3699,0.2233,0.6318,-1.0331,0.4316,0,0.2385,
O442,W022,W053,A,B,0,1,0,0.6516,0.5739,0.7786,-0.1309,0.439,1,0.3171,0.0
O443,W024,W029,A,B,0,1,0,0.2347,0.5851,0.6299,0.3466,0.3391,0,0.3083,
O444,W012,W020,A,B,0,1,0,0.3958,0.4972,0.6642,-0.7096,0.3736,0,0.2335,
O445,W068,W042,A,B,0,1,0,0.5962,0.5712,0.6369,0.4482,0.4092,0,0.3539,
O446,W024,W001,A,A,1,0,0,0.7068,0.7843,0.6299,0.0036,0.4999,1,0.51,1.0
O447,W069,W066,A,B,0,1,0,0.3292,0.6099,0.6442,0.1711,0.3584,0,0.3124,
O448,W065,W069,A,A,1,0,0,0.98,0.98,0.7227,1.3395,0.568,1,0.705,0.0
O449,W024,W002,A,A,1,0,0,0.685,0.5706,0.6299,0.9833,0.4955,1,0.5263,1.0
O450,W058,W024,A,A,1,0,0,0.9147,0.7544,0.683,-0.1903,0.5496,0,0.5115,
O451,W014,W004,A,A,1,0,0,0.4388,0.51,0.6318,1.0548,0.4455,1,0.4822,0.0
O452,W022,W026,A,B,0,1,0,0.3582,0.4216,0.7786,0.1309,0.3809,0,0.2663,
O453,W014,W005,A,A,1,0,0,0.4188,0.4344,0.6318,-1.0331,0.4414,1,0.2927,0.0
O454,W024,W016,A,B,0,1,0,0.7495,0.7861,0.6299,0.7667,0.439,0,0.461,
O455,W054,W048,A,A,1,0,0,0.3575,0.5211,0.7587,0.8592,0.4459,0,0.4585,
O456,W069,W027,A,A,1,0,0,0.9658,0.8882,0.6442,0.5943,0.5547,1,0.6225,1.0
O457,W014,W032,A,B,0,1,0,0.3007,0.606,0.6318,0.0421,0.3515,0,0.299,
O458,W030,W034,A,A,1,0,0,0.6905,0.6074,0.6353,0.1558,0.4973,1,0.4678,0.0
O459,W015,W037,A,B,0,1,0,0.3528,0.4642,0.6335,-0.825,0.3616,0,0.2159,
O460,W030,W044,A,A,1,0,0,0.98,0.8389,0.6353,-0.3621,0.5564,1,0.5307,1.0
O461,W024,W035,A,B,0,1,0,0.4974,0.9101,0.6299,0.7936,0.3889,0,0.4677,
O462,W054,W018,A,B,0,1,0,0.5944,0.2679,0.7587,-0.6488,0.4249,1,0.2075,0.0
O463,W068,W032,A,B,0,1,0,0.4297,0.6363,0.6369,0.0421,0.3767,1,0.3211,0.0
O464,W045,W034,B,A,0,1,0,0.4371,0.5519,0.6479,0.1558,0.3795,0,0.3526,
O465,W015,W020,A,B,0,1,0,0.6523,0.6214,0.6335,-0.7096,0.4199,0,0.2877,
O466,W054,W064,A,A,1,0,0,0.5079,0.8178,0.7587,0.4519,0.4766,0,0.5322,
O467,W024,W072,A,B,0,1,0,0.5142,0.523,0.6299,0.562,0.3922,0,0.3399,
O468,W068,W027,A,A,1,0,0,0.8267,0.7827,0.6369,0.5943,0.5254,0,0.5747,
O469,W057,W035,A,B,0,1,0,0.6318,0.809,0.6353,0.7936,0.4161,0,0.4549,
O470,W023,W024,A,A,1,0,0,0.7994,0.5942,0.6412,-0.1903,0.5204,1,0.4487,1.0
O471,W022,W053,A,B,0,1,0,0.6646,0.5793,0.7786,-0.1309,0.4416,0,0.32,
O472,W023,W022,A,A,1,0,0,0.6219,0.7506,0.6412,0.3044,0.4841,0,0.5144,
O473,W058,W044,A,A,1,0,0,0.4825,0.4431,0.683,-0.3621,0.4612,1,0.3519,0.0
O474,W065,W057,A,A,1,0,0,0.7086,0.8661,0.7227,0.2907,0.5128,1,0.5589,1.0
O475,W014,W006,A,A,1,0,0,0.7841,0.9489,0.6318,0.269,0.516,1,0.5909,0.0
O476,W054,W016,A,B,0,1,0,0.7348,0.7965,0.7587,0.7667,0.4532,0,0.4622,
O477,W012,W069,A,A,1,0,0,0.5193,0.7458,0.6642,1.3395,0.4662,0,0.5867,
O478,W024,W063,A,B,0,1,0,0.6308,0.7205,0.6299,0.2183,0.4152,0,0.3815,
O479,W065,W045,A,B,0,1,0,0.4448,0.7856,0.7227,0.5582,0.3905,0,0.4046,
O480,W046,W037,B,B,1,0,0,0.5129,0.7139,0.6458,-0.825,0.4624,0,0.3482,
O481,W012,W029,A,B,0,1,0,0.98,0.9524,0.6642,0.3466,0.4906,0,0.5051,
O482,W045,W002,B,A,0,1,0,0.4103,0.7709,0.6479,0.9833,0.3743,1,0.4807,0.0
O483,W023,W029,A,B,0,1,0,0.6192,0.7482,0.6412,0.3466,0.4144,1,0.3983,1.0
O484,W012,W017,A,A,1,0,1,0.8333,0.6606,0.6642,-0.2193,0.8418,1,0.4704,0.0
O485,W024,W023,A,A,1,0,0,0.8824,0.785,0.6299,0.8289,0.5359,1,0.6017,0.0
O486,W054,W061,A,B,0,1,0,0.3085,0.6309,0.7587,0.0277,0.3688,0,0.3051,
O487,W030,W044,A,A,1,0,0,0.98,0.6973,0.6353,-0.3621,0.5564,0,0.4883,
O488,W069,W061,A,B,0,1,0,0.4223,0.5747,0.6442,0.0277,0.3762,1,0.3034,0.0
O489,W068,W026,A,B,0,1,0,0.3115,0.4151,0.6369,0.1309,0.3542,1,0.2601,0.0
O490,W058,W064,A,A,1,0,0,0.5831,0.7314,0.683,0.4519,0.4817,1,0.5161,1.0
O491,W022,W032,A,B,0,1,0,0.6829,0.948,0.7786,0.0421,0.4453,0,0.4396,
O492,W014,W068,A,A,1,0,1,0.98,0.7628,0.6318,0.2865,0.8551,1,0.5628,0.0
O493,W057,W031,A,A,1,0,0,0.6068,0.7284,0.6353,0.288,0.4802,1,0.5044,0.0
O494,W045,W029,B,B,1,0,0,0.5524,0.6278,0.6479,0.3466,0.4707,0,0.4227,
O495,W046,W065,B,A,0,1,0,0.3796,0.8766,0.6458,0.7465,0.3682,0,0.4883,
O496,W065,W028,A,A,1,0,1,0.8422,0.5356,0.7227,-0.1671,0.847,1,0.4388,0.0
O497,W065,W056,A,B,0,1,0,0.3572,0.6998,0.7227,0.6445,0.3736,1,0.3763,1.0
O498,W068,W022,A,A,1,0,0,0.8468,0.6883,0.6369,0.3044,0.5295,1,0.5249,0.0
O499,W045,W009,B,A,0,1,0,0.2371,0.8495,0.6479,0.2279,0.3417,0,0.4183,
O500,W030,W038,A,B,0,1,0,0.4986,0.6117,0.6353,1.4304,0.3898,1,0.4328,0.0
O501,W021,W020,A,B,0,1,0,0.526,0.554,0.7277,-0.7096,0.4072,1,0.2587,0.0
O502,W054,W002,A,A,1,0,1,0.98,0.8119,0.7587,0.9833,0.8633,1,0.6337,1.0
O503,W030,W052,A,A,1,0,1,0.8429,0.9719,0.6353,-0.38,0.8408,1,0.5512,1.0
O504,W024,W020,A,B,0,1,0,0.3671,0.4838,0.6299,-0.7096,0.3638,1,0.228,0.0
O505,W021,W045,A,B,0,1,0,0.5086,0.7885,0.7277,0.5582,0.4037,1,0.4135,1.0
O506,W054,W037,A,B,0,1,0,0.3837,0.4666,0.7587,-0.825,0.3833,1,0.2191,0.0
O507,W057,W010,A,B,0,1,0,0.69,0.454,0.6353,-1.6016,0.4277,0,0.1993,
O508,W023,W059,A,A,1,0,0,0.4722,0.3918,0.6412,-0.0803,0.4535,0,0.3586,
O509,W065,W023,A,A,1,0,0,0.4683,0.8339,0.7227,0.8289,0.4636,1,0.5637,0.0
O510,W024,W005,A,A,1,0,0,0.6996,0.6377,0.6299,-1.0331,0.4985,1,0.3794,1.0
O511,W069,W044,A,A,1,0,0,0.7226,0.4214,0.6442,-0.3621,0.5051,0,0.3748,
O512,W015,W029,A,B,0,1,0,0.5899,0.7308,0.6335,0.3466,0.4075,0,0.3897,
O513,W024,W001,A,A,1,0,0,0.7846,0.5259,0.6299,0.0036,0.5159,0,0.4428,
O514,W068,W053,A,B,0,1,0,0.7627,0.64,0.6369,-0.1309,0.4426,1,0.3475,1.0
O515,W068,W058,A,A,1,0,0,0.4278,0.4106,0.6369,-0.8597,0.4439,0,0.3,
O516,W054,W041,A,B,0,1,0,0.397,0.6442,0.7587,0.7818,0.3859,0,0.3764,
O517,W065,W036,A,B,0,1,0,0.6669,0.6769,0.7227,-0.1461,0.4347,0,0.3451,
O518,W012,W013,A,B,0,1,0,0.3811,0.3958,0.6642,-0.0652,0.3708,1,0.2499,0.0
O519,W068,W031,A,A,1,0,1,0.818,0.6972,0.6369,0.288,0.8382,0,0.5225,
