pair_id,application_id,identity_signal,occupation,customer_facing,employer_climate,local_protection,resume_quality,callback
T203,T203_trans_signal,trans_signal,public,1,low,1,0.4071,0
T204,T204_cis_signal,cis_signal,care,1,low,0,0.4863,0
T204,T204_trans_signal,trans_signal,care,1,low,0,0.4863,1
T205,T205_cis_signal,cis_signal,admin,0,low,1,0.5629,0
T205,T205_trans_signal,trans_signal,admin,0,low,1,0.5629,0
T206,T206_cis_signal,cis_signal,care,1,middle,1,0.8537,0
T206,T206_trans_signal,trans_signal,care,1,middle,1,0.8537,0
T207,T207_cis_signal,cis_signal,retail,1,high,1,0.6975,0
T207,T207_trans_signal,trans_signal,retail,1,high,1,0.6975,0
T208,T208_cis_signal,cis_signal,care,1,middle,0,0.6234,0
T208,T208_trans_signal,trans_signal,care,1,middle,0,0.6234,0
T209,T209_cis_signal,cis_signal,public,1,low,1,0.4033,1
T209,T209_trans_signal,trans_signal,public,1,low,1,0.4033,0
T210,T210_cis_signal,cis_signal,tech,0,high,0,0.6575,0
T210,T210_trans_signal,trans_signal,tech,0,high,0,0.6575,1
T211,T211_cis_signal,cis_signal,public,1,middle,1,0.5310,1
T211,T211_trans_signal,trans_signal,public,1,middle,1,0.5310,0
T212,T212_cis_signal,cis_signal,logistics,0,low,1,0.6277,1
T212,T212_trans_signal,trans_signal,logistics,0,low,1,0.6277,0
T213,T213_cis_signal,cis_signal,care,1,high,1,0.4655,1
T213,T213_trans_signal,trans_signal,care,1,high,1,0.4655,0
T214,T214_cis_signal,cis_signal,retail,1,middle,1,0.4080,0
T214,T214_trans_signal,trans_signal,retail,1,middle,1,0.4080,0
T215,T215_cis_signal,cis_signal,admin,0,high,1,0.5119,0
T215,T215_trans_signal,trans_signal,admin,0,high,1,0.5119,0
T216,T216_cis_signal,cis_signal,logistics,0,low,0,0.7017,1
T216,T216_trans_signal,trans_signal,logistics,0,low,0,0.7017,1
T217,T217_cis_signal,cis_signal,public,1,middle,1,0.5932,1
T217,T217_trans_signal,trans_signal,public,1,middle,1,0.5932,0
T218,T218_cis_signal,cis_signal,admin,0,low,0,0.5395,1
T218,T218_trans_signal,trans_signal,admin,0,low,0,0.5395,1
T219,T219_cis_signal,cis_signal,logistics,0,middle,1,0.7508,1
T219,T219_trans_signal,trans_signal,logistics,0,middle,1,0.7508,1
T220,T220_cis_signal,cis_signal,care,1,high,0,0.7281,0
T220,T220_trans_signal,trans_signal,care,1,high,0,0.7281,0
T221,T221_cis_signal,cis_signal,admin,0,middle,1,0.8082,0
T221,T221_trans_signal,trans_signal,admin,0,middle,1,0.8082,0
T222,T222_cis_signal,cis_signal,care,1,high,0,0.5723,0
T222,T222_trans_signal,trans_signal,care,1,high,0,0.5723,0
T223,T223_cis_signal,cis_signal,public,1,high,0,0.5676,1
T223,T223_trans_signal,trans_signal,public,1,high,0,0.5676,0
T224,T224_cis_signal,cis_signal,care,1,low,0,0.5822,0
T224,T224_trans_signal,trans_signal,care,1,low,0,0.5822,0
T225,T225_cis_signal,cis_signal,care,1,middle,1,0.6976,1
T225,T225_trans_signal,trans_signal,care,1,middle,1,0.6976,0
T226,T226_cis_signal,cis_signal,logistics,0,middle,1,0.7928,1
T226,T226_trans_signal,trans_signal,logistics,0,middle,1,0.7928,1
T227,T227_cis_signal,cis_signal,public,1,middle,0,0.5904,0
T227,T227_trans_signal,trans_signal,public,1,middle,0,0.5904,1
T228,T228_cis_signal,cis_signal,admin,0,middle,0,0.5712,1
T228,T228_trans_signal,trans_signal,admin,0,middle,0,0.5712,1
T229,T229_cis_signal,cis_signal,care,1,middle,1,0.7834,1
T229,T229_trans_signal,trans_signal,care,1,middle,1,0.7834,0
T230,T230_cis_signal,cis_signal,care,1,high,0,0.4434,1
T230,T230_trans_signal,trans_signal,care,1,high,0,0.4434,0
T231,T231_cis_signal,cis_signal,retail,1,high,1,0.6790,0
T231,T231_trans_signal,trans_signal,retail,1,high,1,0.6790,0
T232,T232_cis_signal,cis_signal,tech,0,middle,1,0.4128,0
T232,T232_trans_signal,trans_signal,tech,0,middle,1,0.4128,0
T233,T233_cis_signal,cis_signal,logistics,0,low,0,0.6114,0
T233,T233_trans_signal,trans_signal,logistics,0,low,0,0.6114,1
T234,T234_cis_signal,cis_signal,tech,0,middle,1,0.6739,0
T234,T234_trans_signal,trans_signal,tech,0,middle,1,0.6739,0
T235,T235_cis_signal,cis_signal,care,1,high,1,0.6203,0
T235,T235_trans_signal,trans_signal,care,1,high,1,0.6203,0
T236,T236_cis_signal,cis_signal,tech,0,low,0,0.6456,0
T236,T236_trans_signal,trans_signal,tech,0,low,0,0.6456,1
T237,T237_cis_signal,cis_signal,public,1,low,0,0.8175,1
T237,T237_trans_signal,trans_signal,public,1,low,0,0.8175,1
T238,T238_cis_signal,cis_signal,admin,0,high,0,0.5406,0
T238,T238_trans_signal,trans_signal,admin,0,high,0,0.5406,0
T239,T239_cis_signal,cis_signal,care,1,low,0,0.8687,0
T239,T239_trans_signal,trans_signal,care,1,low,0,0.8687,1
T240,T240_cis_signal,cis_signal,care,1,low,0,0.6371,1
T240,T240_trans_signal,trans_signal,care,1,low,0,0.6371,0
