posting_id,category,requester,week,wage,log_wage,applicants,fill_prob,filled
329,web-research,Elm,9,10.318216537485101,2.333910928983823,129,0.6568420822835439,1
330,web-research,Elm,10,9.07369958109392,2.205380073033785,125,0.6799417139161108,0
331,web-research,Elm,11,12.13178708165227,2.4958290395282696,137,0.4817464904592875,0
332,web-research,Elm,12,12.681542849093344,2.5401476174031856,184,0.6307238732918528,0
333,web-research,Elm,13,12.319617325476267,2.511192896379154,153,0.6215765605693765,1
334,web-research,Elm,14,11.334205973479182,2.427825230643812,132,0.609395131205005,1
335,web-research,Elm,15,13.999300382089086,2.639007355658659,189,0.707057094050375,0
336,web-research,Elm,16,8.309354719460286,2.1173819547645434,88,0.5454854051276907,0
337,web-research,Elm,17,10.346093236668807,2.336608983397358,117,0.6569590366681982,1
338,web-research,Elm,18,9.931446038158393,2.2957060906331415,83,0.6365390415917052,0
339,web-research,Elm,19,9.188878859788552,2.2179939332550673,133,0.592057038128445,0
340,web-research,Elm,20,10.18875600913043,2.321284760207284,72,0.5916649337137933,1
341,web-research,Foundry,1,14.879640496963956,2.699993868962813,237,0.6860023693284941,1
342,web-research,Foundry,2,9.312607100814159,2.231369084398112,111,0.6115071048157635,0
343,web-research,Foundry,3,13.136274288248659,2.575377433144378,189,0.6647489894824076,1
344,web-research,Foundry,4,14.412657474647697,2.6681068117903135,185,0.7241389505812342,0
345,web-research,Foundry,5,12.316679017674511,2.510954361513786,125,0.5771702157086097,1
346,web-research,Foundry,6,10.551574718790224,2.356275111228116,103,0.7220786029509993,1
347,web-research,Foundry,7,16.33548074516645,2.793339474994407,179,0.6501166876922202,1
348,web-research,Foundry,8,12.607078525504026,2.534258443952192,154,0.6449006230593195,1
349,web-research,Foundry,9,11.950232923779406,2.4807507697172198,113,0.6809020984883427,0
350,web-research,Foundry,10,11.459387796391193,2.438809288951373,145,0.6074406995033546,1
351,web-research,Foundry,11,10.152556721961576,2.3177255675572,106,0.597521827196266,1
352,web-research,Foundry,12,13.422732851246984,2.596949750994027,149,0.7597091703786372,1
353,web-research,Foundry,13,15.092225490142217,2.7141797430282306,177,0.6387519616092687,1
354,web-research,Foundry,14,10.392653463871977,2.3410991588262915,102,0.6159152904425614,1
355,web-research,Foundry,15,11.024689766945924,2.4001372818844753,122,0.5605010987159397,0
356,web-research,Foundry,16,15.467961675669622,2.7387708960893837,191,0.7283606219227101,1
357,web-research,Foundry,17,12.081912323398507,2.4917094848948627,159,0.5306243899848817,1
358,web-research,Foundry,18,12.942032977364944,2.5604803847206044,105,0.5791505733804903,1
359,web-research,Foundry,19,12.742600227993806,2.5449507288470983,155,0.6115433358227562,0
360,web-research,Foundry,20,14.223411038193019,2.65488927171301,144,0.7244851380823717,1
361,image-labeling,Aster,1,11.448208229187449,2.437833231221106,119,0.6400389619163892,1
362,image-labeling,Aster,2,12.907576806015028,2.557814488249026,151,0.6342260093465797,1
363,image-labeling,Aster,3,13.911417505752517,2.632709906261131,164,0.6246096517465726,1
364,image-labeling,Aster,4,13.011750854819672,2.565852861088388,121,0.6662691030271138,1
365,image-labeling,Aster,5,15.636433052751784,2.7496036434254005,139,0.7286522804838746,0
366,image-labeling,Aster,6,15.106344097348462,2.715114794484494,199,0.6815496305210884,1
367,image-labeling,Aster,7,14.374555957824647,2.6654596963158523,180,0.6595269432177284,1
368,image-labeling,Aster,8,12.445416380437717,2.521352392908532,138,0.6326394127079066,1
369,image-labeling,Aster,9,13.477647188963708,2.601032549372066,122,0.6570945874882175,1
370,image-labeling,Aster,10,14.425540701760447,2.6690002953492384,177,0.6250665601024545,1
371,image-labeling,Aster,11,11.973218519255486,2.4826723655708722,172,0.6365853196012781,1
372,image-labeling,Aster,12,12.864589898992609,2.554478567961148,101,0.7061496963381187,1
373,image-labeling,Aster,13,11.61298320280309,2.4521237138493386,110,0.6259796170172485,1
374,image-labeling,Aster,14,10.781635322798914,2.377844253678668,132,0.6474608369368404,1
375,image-labeling,Aster,15,12.901555782091297,2.557347907358529,141,0.6428461308740859,1
376,image-labeling,Aster,16,12.138846826113516,2.4964107915078166,144,0.6781104738360859,0
377,image-labeling,Aster,17,13.797219814143242,2.624467109123571,127,0.6497586734154064,1
378,image-labeling,Aster,18,14.010444795328764,2.639803108262416,191,0.7790706733470035,1
379,image-labeling,Aster,19,14.286037086805907,2.659282632753904,187,0.668303097878255,1
380,image-labeling,Aster,20,13.599156124824884,2.6100077411716183,150,0.5887612109769429,1
381,image-labeling,Beacon,1,12.278019945081171,2.5078106674608325,105,0.6686347025478544,1
382,image-labeling,Beacon,2,12.924027480127894,2.5590881742465816,157,0.6317945389342988,1
383,image-labeling,Beacon,3,10.292859535756884,2.3314504058717755,136,0.6362938596550423,0
384,image-labeling,Beacon,4,9.903911103049618,2.292929740038631,88,0.5893541489212032,1
385,image-labeling,Beacon,5,11.150759480132209,2.411507610396483,144,0.6483489390523557,0
386,image-labeling,Beacon,6,12.315021950911312,2.510819814024125,155,0.6536396157214216,0
387,image-labeling,Beacon,7,9.919695798785456,2.2945222553815725,94,0.6365691765123094,0
388,image-labeling,Beacon,8,10.18185404680074,2.3206071209441643,94,0.6775880602326086,0
389,image-labeling,Beacon,9,11.788051907924372,2.4670864683204843,88,0.5882375110923614,0
390,image-labeling,Beacon,10,9.982182661033775,2.3008017699216445,88,0.6441764266440855,1
391,image-labeling,Beacon,11,11.831454008477198,2.470761579015609,119,0.6913067908931843,1
392,image-labeling,Beacon,12,10.405399769152728,2.3423248799775713,106,0.6097370234548882,1
393,image-labeling,Beacon,13,8.493348544032647,2.1392833329329126,94,0.5724370038916843,0
394,image-labeling,Beacon,14,12.9079278055878,2.557841681176538,111,0.6782452028961963,1
395,image-labeling,Beacon,15,9.820132438904876,2.2844346089256216,113,0.6229043759686927,0
396,image-labeling,Beacon,16,8.600417588215535,2.1518107588498685,66,0.5975001077635761,0
397,image-labeling,Beacon,17,9.177167802605693,2.2167186387961837,69,0.6159505023148186,1
398,image-labeling,Beacon,18,12.190755520379529,2.500677920274756,137,0.6835184402458356,1
399,image-labeling,Beacon,19,9.723165096221747,2.27451119265063,90,0.5216982969972084,1
400,image-labeling,Beacon,20,10.247522101906718,2.327035930203663,112,0.6793771498416381,0
401,image-labeling,Cobalt,1,10.52131460878589,2.353403162314709,133,0.5827985246208226,1
402,image-labeling,Cobalt,2,13.824184765571736,2.6264195775374666,145,0.6856711923443549,1
403,image-labeling,Cobalt,3,12.826792205115966,2.5515361243826415,138,0.5910038922149348,0
404,image-labeling,Cobalt,4,13.361927915001619,2.5924094627126237,162,0.670028604657697,0
405,image-labeling,Cobalt,5,15.442912621614418,2.7371501681023687,266,0.6862405460882515,1
406,image-labeling,Cobalt,6,14.110755968234582,2.646937341200239,156,0.7322147898485482,0
407,image-labeling,Cobalt,7,11.410086924707182,2.4344977821365674,152,0.5369801806414607,0
408,image-labeling,Cobalt,8,12.591486705876925,2.5330209273337836,156,0.6777742614142765,1
409,image-labeling,Cobalt,9,11.573950145652294,2.4487568956991606,124,0.6094142263788868,1
410,image-labeling,Cobalt,10,14.18937531514556,2.65249346730972,163,0.5657164142048036,0
411,image-labeling,Cobalt,11,13.561248186877924,2.6072163274557716,158,0.6820748475032329,1
412,image-labeling,Cobalt,12,14.198186449581993,2.6531142416328137,158,0.6220843780767916,1
413,image-labeling,Cobalt,13,14.749313027179516,2.691196507272699,182,0.6849612426164448,0
414,image-labeling,Cobalt,14,10.961273422891093,2.3943684629905313,102,0.6690398850570657,0
415,image-labeling,Cobalt,15,16.774805812222674,2.8198781067682495,181,0.6909490171068962,0
416,image-labeling,Cobalt,16,17.437325383488602,2.8586130456813295,177,0.6361924094930939,0
417,image-labeling,Cobalt,17,12.204325710900056,2.501790455362593,132,0.5783433438502963,1
418,image-labeling,Cobalt,18,15.343221198412564,2.7306737607536626,163,0.5920876030693777,0
419,image-labeling,Cobalt,19,10.52070028253549,2.353344771875034,111,0.7538823628027481,0
420,image-labeling,Cobalt,20,10.817043778903724,2.381123017871517,139,0.5713345164270679,0
421,image-labeling,Delta,1,16.570574589733734,2.8076285073450244,191,0.6707205153533516,1
422,image-labeling,Delta,2,13.679007297725317,2.6158623436056163,210,0.7201254409972122,1
423,image-labeling,Delta,3,14.024427187222177,2.6408006083088935,120,0.7056479996513623,1
424,image-labeling,Delta,4,9.98761094643731,2.3013454195600866,120,0.6325585228499107,1
425,image-labeling,Delta,5,13.353872945738532,2.5918064510680052,207,0.6589351666981856,1
426,image-labeling,Delta,6,13.040199276910714,2.5680368383534193,138,0.567985216001171,0
427,image-labeling,Delta,7,9.642319555444814,2.2661616974633696,109,0.6314516740214454,1
428,image-labeling,Delta,8,13.229688142329822,2.5824634058407123,154,0.5985439809977126,1
429,image-labeling,Delta,9,12.36966000587283,2.515246700648561,114,0.6108149627677271,1
430,image-labeling,Delta,10,15.678538728805425,2.7522928172635144,181,0.7074619184311759,1
431,image-labeling,Delta,11,12.089435392044406,2.4923319631263112,100,0.7076082539101508,0
432,image-labeling,Delta,12,10.73601691243953,2.3736041555298297,124,0.6415029452701667,1
433,image-labeling,Delta,13,10.900746789960314,2.3888312997285963,107,0.6222737579896859,1
434,image-labeling,Delta,14,12.180916433127813,2.499870500266394,130,0.6247361485182191,1
435,image-labeling,Delta,15,12.48336278459016,2.5243967805385434,129,0.6410666236832852,0
436,image-labeling,Delta,16,14.593483054575369,2.6805750629383023,186,0.661873479165605,1
437,image-labeling,Delta,17,13.668434147816424,2.6150890975630743,167,0.6982555721020158,1
438,image-labeling,Delta,18,11.281699750716617,2.4231819218380166,129,0.6472264686640523,0
439,image-labeling,Delta,19,13.85459138383715,2.6286166855550364,193,0.62636176206488,0
440,image-labeling,Delta,20,18.36368236108477,2.910374929411244,213,0.600517376588551,1
441,image-labeling,Elm,1,19.0267014570814,2.945843332446987,165,0.7376792270096213,1
442,image-labeling,Elm,2,13.320588275069749,2.5893108289320335,149,0.6570210848526093,0
443,image-labeling,Elm,3,14.576144857585684,2.679386278557249,196,0.7140465445799595,0
444,image-labeling,Elm,4,21.827039338145312,3.083149537825226,329,0.7143785740245964,0
445,image-labeling,Elm,5,15.991769277682685,2.7720741697355122,165,0.6968112215697362,1
446,image-labeling,Elm,6,15.926177554606051,2.7679641424988413,167,0.6996666967540796,0
447,image-labeling,Elm,7,14.574625341124657,2.679282026322948,169,0.6645072651897771,1
448,image-labeling,Elm,8,12.871516850278013,2.5550168740476247,146,0.6466513058496411,1
449,image-labeling,Elm,9,17.28104125511419,2.8496100193795884,207,0.6421009261012114,1
450,image-labeling,Elm,10,14.371550302944936,2.6652505789582945,198,0.7551408596615257,1
451,image-labeling,Elm,11,16.13041116387114,2.7807063824428098,198,0.6568405723699524,0
452,image-labeling,Elm,12,17.393533936758693,2.8560985243253647,217,0.6126189824850279,1
453,image-labeling,Elm,13,13.451733845450748,2.599108008182046,150,0.629114268078155,1
454,image-labeling,Elm,14,16.416444402121652,2.798283539901279,189,0.6538917102424676,0
455,image-labeling,Elm,15,16.260818722401535,2.7887584547832622,251,0.645060560996223,1
456,image-labeling,Elm,16,12.49519402630526,2.5253440924821,93,0.590915963640942,1
457,image-labeling,Elm,17,15.008038913591816,2.708585985117105,221,0.748711448994357,1
458,image-labeling,Elm,18,21.147863219948075,3.051538870598745,296,0.7544348271305011,1
459,image-labeling,Elm,19,17.16801647838123,2.8430481457190346,206,0.6743136701032402,1
460,image-labeling,Elm,20,16.482845254456524,2.802320158514682,193,0.6568095133448526,0
461,image-labeling,Foundry,1,11.165538210574795,2.4128320892870114,133,0.5973355615495353,0
462,image-labeling,Foundry,2,12.270022070173805,2.507159057431374,127,0.7304289043387666,1
463,image-labeling,Foundry,3,8.929943265409026,2.1894100416105577,70,0.6464289885175676,1
464,image-labeling,Foundry,4,9.73807360512243,2.2760433162780958,146,0.519032654216249,1
465,image-labeling,Foundry,5,10.659502193739137,2.3664517191237553,100,0.7468930442030048,1
466,image-labeling,Foundry,6,11.725046740205617,2.4617273006958786,123,0.6408848118115511,0
467,image-labeling,Foundry,7,8.641086770161916,2.1565283584894277,84,0.6190034132896627,1
468,image-labeling,Foundry,8,9.074997291975391,2.2055230817459544,78,0.560615682592474,1
469,image-labeling,Foundry,9,14.589385044952623,2.680294212568441,194,0.6562527953035657,0
470,image-labeling,Foundry,10,9.641413284230993,2.2660677041248367,96,0.6192274041709642,0
471,image-labeling,Foundry,11,13.483762640667388,2.601486194181236,168,0.6692640443265572,0
472,image-labeling,Foundry,12,9.401307583391878,2.2408487842179654,89,0.6541094003149641,1
473,image-labeling,Foundry,13,11.437030156361024,2.4368563505325995,73,0.6468881384259557,1
474,image-labeling,Foundry,14,9.065411125089566,2.2044661961943453,95,0.5144727400797875,1
475,image-labeling,Foundry,15,12.876911004552182,2.5554358630735563,124,0.5727360732434241,1
476,image-labeling,Foundry,16,9.709089090693082,2.2730624664395407,130,0.6145950620461264,1
477,image-labeling,Foundry,17,10.481591983640705,2.349620574192166,105,0.6686641579945103,1
478,image-labeling,Foundry,18,9.181686885230368,2.2172109443122725,90,0.5956543207877666,0
479,image-labeling,Foundry,19,12.087860067596369,2.492201648761506,165,0.6844782247796546,0
480,image-labeling,Foundry,20,12.071244486104314,2.4908261355197054,148,0.5441159692688045,0
