worker_id,year,firm_id,college,female,experience,worker_effect_true,firm_premium_true,amenity_value,log_wage,total_job_value
239,2016,14,0,0,16,-0.16438256396164433,0.16586284495507017,0.13907270378765751,2.5102044550990876,2.649277158886745
240,2016,5,0,1,12,0.003040683738027306,-0.14804096289500648,-0.030118958326311687,2.299452823479269,2.2693338651529573
241,2016,8,1,1,3,0.2820634025846705,-0.05253658035648828,0.034102737584433315,2.582762621934271,2.6168653595187044
242,2016,8,0,1,11,-0.009367888670489941,-0.05253658035648828,0.034102737584433315,2.3434659364837356,2.377568674068169
243,2016,5,0,0,9,0.3267792594478035,-0.14804096289500648,-0.030118958326311687,2.586104947945781,2.5559859896194697
244,2016,14,0,1,5,0.15839252753860938,0.16586284495507017,0.13907270378765751,2.614573330715677,2.7536460345033347
245,2016,11,0,0,20,-0.05167954250694371,0.06693248076938582,0.1209863332769304,2.5515030919917674,2.6724894252686977
246,2016,8,1,0,15,-0.28886951403915495,-0.05253658035648828,0.034102737584433315,2.3245336815620132,2.3586364191464466
247,2016,17,1,0,19,0.28795434141900356,0.2229158466260953,0.1537850495334553,3.140587385866,3.2943724353994552
248,2016,12,1,0,5,0.009059089031515115,0.11307838697902907,0.10260112081923231,2.6234891127377926,2.726090233557025
249,2016,16,1,0,15,-0.19946731011648583,0.19302845983921318,0.12334047055215136,2.4771174859004166,2.600457956452568
250,2016,2,0,0,13,-0.34276195695219713,-0.23876485036387385,-0.08098121698474023,1.8976323844949021,1.816651167510162
251,2016,10,0,0,22,0.11407324137736552,0.01417147872215942,0.049490713396338204,2.8179264590892306,2.8674171724855686
252,2016,3,0,0,4,-0.20855391370246368,-0.1883029488253625,-0.01609642471776382,1.9720524061618274,1.9559559814440637
253,2016,15,1,0,9,0.1143120506923224,0.16809012295328016,0.13571829151181078,2.8556440595103516,2.9913623510221625
254,2016,11,1,0,16,0.229370973228384,0.06693248076938582,0.1209863332769304,2.8862949582584867,3.007281291535417
255,2016,11,0,0,22,0.022214128535025322,0.06693248076938582,0.1209863332769304,2.6155603220914996,2.73654665536843
256,2016,12,0,1,21,0.3372537817898907,0.11307838697902907,0.10260112081923231,2.9616260919380952,3.0642272127573276
257,2016,2,0,0,10,-0.20686679983443385,-0.23876485036387385,-0.08098121698474023,2.081598053808001,2.0006168368232604
258,2016,9,1,0,20,-0.23689364594446197,-0.06817423843451054,-0.006371567906974022,2.301484410872534,2.29511284296556
259,2016,4,0,0,9,0.0705443320212768,-0.1942030148990611,-0.04852172652087386,2.376601015439578,2.3280792889187043
260,2016,5,1,1,9,-0.1687401925695153,-0.14804096289500648,-0.030118958326311687,2.1522615966128855,2.122142638286574
261,2016,8,1,0,8,-0.22010883887896798,-0.05253658035648828,0.034102737584433315,2.1919018594945427,2.226004597078976
262,2016,3,1,0,9,-0.3981106118459902,-0.1883029488253625,-0.01609642471776382,1.8379371227149732,1.8218406979972095
263,2016,6,0,0,4,-0.17367506139231514,-0.1626617957937956,0.004619260060277231,2.0437333980909047,2.048352658151182
264,2016,16,1,0,4,0.11566153050347171,0.19302845983921318,0.12334047055215136,2.685839135777534,2.8091796063296854
265,2016,2,1,0,8,-0.24045397010013658,-0.23876485036387385,-0.08098121698474023,1.9494870642923554,1.8685058473076153
266,2016,16,0,0,16,0.28999836667710693,0.19302845983921318,0.12334047055215136,2.9475940427818994,3.0709345133340507
267,2016,10,0,0,13,-0.31622251968349635,0.01417147872215942,0.049490713396338204,2.1455355141033197,2.1950262274996577
268,2016,13,0,0,7,-0.0044305177098667775,0.11896910946779436,0.12349481689899336,2.4699244581901394,2.5934192750891327
269,2016,16,0,0,15,0.2689561822453931,0.19302845983921318,0.12334047055215136,3.15295395856448,3.276294429116631
270,2016,13,1,0,10,0.16181709987624393,0.11896910946779436,0.12349481689899336,2.7469301785493783,2.8704249954483716
271,2016,16,1,0,19,0.23368258798195315,0.19302845983921318,0.12334047055215136,2.995775492485201,3.1191159630373524
272,2016,8,1,0,4,0.04505987960376246,-0.05253658035648828,0.034102737584433315,2.481092133368307,2.5151948709527403
273,2016,3,0,1,9,-0.18830035473694753,-0.1883029488253625,-0.01609642471776382,1.9974679979234848,1.981371573205721
274,2016,16,0,0,20,0.0993267136969093,0.19302845983921318,0.12334047055215136,2.8918788928402086,3.01521936339236
275,2016,17,0,0,8,0.26570700844607675,0.2229158466260953,0.1537850495334553,2.9421420261831948,3.09592707571665
276,2016,3,0,1,5,-0.02829274538358098,-0.1883029488253625,-0.01609642471776382,2.073058890106419,2.056962465388655
277,2016,12,0,0,14,0.18739676733110197,0.11307838697902907,0.10260112081923231,2.908859915936434,3.0114610367556662
278,2016,16,1,0,14,0.24818857868075644,0.19302845983921318,0.12334047055215136,2.933825474032758,3.0571659445849093
279,2016,18,0,0,21,-0.16952044638795158,0.28064301550651155,0.1366128635892917,2.7153050960983367,2.8519179596876283
280,2016,2,0,1,17,-0.0832265704995871,-0.23876485036387385,-0.08098121698474023,2.255831245869218,2.1748500288844776
281,2016,8,0,1,12,-0.012323762340973198,-0.05253658035648828,0.034102737584433315,2.344086340506416,2.3781890780908492
282,2016,4,1,0,19,-0.41886601609723156,-0.1942030148990611,-0.04852172652087386,1.9331443700410427,1.8846226435201687
283,2016,18,0,0,19,0.20236788060607191,0.28064301550651155,0.1366128635892917,2.971715739626086,3.1083286032153774
284,2016,14,1,1,4,0.15586833415362802,0.16586284495507017,0.13907270378765751,2.7540225260806985,2.893095229868356
285,2016,13,1,0,20,0.03159659422541886,0.11896910946779436,0.12349481689899336,2.7577845059018258,2.881279322800819
286,2016,3,1,1,5,-0.05215776174041527,-0.1883029488253625,-0.01609642471776382,2.1739290201167427,2.157832595398979
287,2016,3,0,1,16,-0.1003127136825144,-0.1883029488253625,-0.01609642471776382,2.1237626107358816,2.107666186018118
288,2016,10,1,1,13,0.04683142990781342,0.01417147872215942,0.049490713396338204,2.5188291893496215,2.5683199027459596
289,2016,11,0,1,16,-0.07753107281184017,0.06693248076938582,0.1209863332769304,2.5170340452917284,2.6380203785686587
290,2016,3,1,1,11,0.032639087302287484,-0.1883029488253625,-0.01609642471776382,2.375635035334107,2.3595386106163434
291,2016,18,0,1,7,-0.1736200383648406,0.28064301550651155,0.1366128635892917,2.4395412171361417,2.5761540807254333
292,2016,13,0,0,8,0.20070814331757253,0.11896910946779436,0.12349481689899336,2.7066085031940457,2.830103320093039
293,2016,17,0,0,22,0.006102858564830993,0.2229158466260953,0.1537850495334553,2.802057413357187,2.9558424628906423
294,2016,3,1,1,11,0.2167716746111976,-0.1883029488253625,-0.01609642471776382,2.367102596545558,2.351006171827794
295,2016,4,0,0,9,-0.3337040414259728,-0.1942030148990611,-0.04852172652087386,1.9133980567146265,1.8648763301937525
296,2016,6,0,0,17,-0.2157961494311443,-0.1626617957937956,0.004619260060277231,2.1252997651118104,2.1299190251720876
297,2016,14,0,0,15,0.13488188642460788,0.16586284495507017,0.13907270378765751,2.967376531848939,3.1064492356365965
298,2016,14,0,1,22,-0.004013726100088341,0.16586284495507017,0.13907270378765751,2.760427257617515,2.8994999614051724
299,2016,15,1,1,23,0.05625941527194846,0.16809012295328016,0.13571829151181078,2.8445730248185024,2.9802913163303133
300,2016,11,1,0,21,-0.23442182966345804,0.06693248076938582,0.1209863332769304,2.4971030272972436,2.618089360574174
301,2016,11,1,1,19,-0.13988290859841562,0.06693248076938582,0.1209863332769304,2.473897701543622,2.594884034820552
302,2016,6,1,1,22,0.14721842433828067,-0.1626617957937956,0.004619260060277231,2.580106585377518,2.584725845437795
303,2016,5,0,1,18,-0.02894802355003083,-0.14804096289500648,-0.030118958326311687,2.2744809196405904,2.244361961314279
304,2016,10,0,0,17,-0.17561800849431164,0.01417147872215942,0.049490713396338204,2.445983056345158,2.495473769741496
305,2016,14,1,0,11,0.10242726168696277,0.16586284495507017,0.13907270378765751,2.6926720611865673,2.831744764974225
306,2016,12,0,0,22,0.17907298909360164,0.11307838697902907,0.10260112081923231,2.937940467434158,3.04054158825339
307,2016,15,1,0,18,0.11429349676390652,0.16809012295328016,0.13571829151181078,2.9766290814705605,3.1123473729823714
308,2016,3,0,0,16,-0.04203334102353825,-0.1883029488253625,-0.01609642471776382,2.261588730590937,2.245492305873173
309,2016,5,1,1,7,-0.0890946403281958,-0.14804096289500648,-0.030118958326311687,2.120764377470129,2.0906454191438173
310,2016,13,1,0,18,-0.050872422646004174,0.11896910946779436,0.12349481689899336,2.6578450031283176,2.781339820027311
311,2016,11,1,1,23,-0.19139590450459676,0.06693248076938582,0.1209863332769304,2.458414634707308,2.5794009679842382
312,2016,9,1,0,11,0.06141515669028985,-0.06817423843451054,-0.006371567906974022,2.5262643274576617,2.5198927595506877
313,2016,12,1,1,5,0.026560943177200237,0.11307838697902907,0.10260112081923231,2.5399295053771596,2.642530626196392
314,2016,13,0,0,12,-0.06092234536226011,0.11896910946779436,0.12349481689899336,2.4517291509506443,2.5752239678496376
315,2016,15,0,1,7,-0.08400364945064319,0.16809012295328016,0.13571829151181078,2.486628308642036,2.622346600153847
316,2016,10,0,0,20,-0.07741633527528516,0.01417147872215942,0.049490713396338204,2.432108910999506,2.481599624395844
317,2016,14,1,1,14,0.41490014447396106,0.16586284495507017,0.13907270378765751,3.118561599784128,3.2576343035717854
318,2016,14,0,1,9,0.33509289924513863,0.16586284495507017,0.13907270378765751,2.949808253206343,3.0888809569940006
319,2016,5,0,1,13,-0.10311286772270382,-0.14804096289500648,-0.030118958326311687,2.2052968436664266,2.175177885340115
320,2016,10,0,1,4,0.3009803862783968,0.01417147872215942,0.049490713396338204,2.6488988484208074,2.6983895618171454
321,2016,3,1,1,12,-0.20114568314763648,-0.1883029488253625,-0.01609642471776382,2.060266427060228,2.0441700023424643
322,2016,10,1,0,9,0.0541317884902447,0.01417147872215942,0.049490713396338204,2.5260981191466367,2.5755888325429748
323,2016,9,0,0,7,0.0758917551317896,-0.06817423843451054,-0.006371567906974022,2.3863426216209183,2.3799710537139442
324,2016,4,0,0,9,-0.23251539735919202,-0.1942030148990611,-0.04852172652087386,2.1124917150841442,2.0639699885632705
325,2016,8,0,1,23,-0.03733698411542364,-0.05253658035648828,0.034102737584433315,2.5077567917505728,2.541859529335006
326,2016,5,0,0,17,-0.047292301753299064,-0.14804096289500648,-0.030118958326311687,2.3620089650142027,2.331890006687891
327,2016,17,0,1,14,-0.039666169018150406,0.2229158466260953,0.1537850495334553,2.646177006594808,2.799962056128263
328,2016,14,0,1,18,0.1427179194613166,0.16586284495507017,0.13907270378765751,2.7775670001346118,2.9166397039222693
329,2016,11,1,0,23,-0.19533340347064873,0.06693248076938582,0.1209863332769304,2.552888585062181,2.6738749183391115
330,2016,5,0,0,12,-0.06626401898312266,-0.14804096289500648,-0.030118958326311687,2.266849038248282,2.2367300799219705
331,2016,17,1,0,12,0.14481964329142716,0.2229158466260953,0.1537850495334553,2.930576536567176,3.084361586100631
332,2016,7,0,0,15,-0.06565078693370653,-0.07601174098133015,0.04668673669539401,2.3938861800603277,2.4405729167557215
333,2016,12,0,0,19,0.24687051988019407,0.11307838697902907,0.10260112081923231,3.0821084198146087,3.184709540633841
334,2016,13,0,0,5,0.1342173541041708,0.11896910946779436,0.12349481689899336,2.645560966083825,2.7690557829828184
335,2016,11,1,0,4,0.2629615101079443,0.06693248076938582,0.1209863332769304,2.8362741724229843,2.9572605056999146
336,2016,3,0,0,13,-0.05977548609796168,-0.1883029488253625,-0.01609642471776382,2.271941359188047,2.255844934470283
337,2016,6,1,0,11,-0.23943156597987236,-0.1626617957937956,0.004619260060277231,2.1507370844870226,2.1553563445473
338,2016,3,1,0,15,-0.38865201171088454,-0.1883029488253625,-0.01609642471776382,1.9635513392988524,1.9474549145810887
339,2016,7,1,0,12,0.3635897010260524,-0.07601174098133015,0.04668673669539401,2.8468122105957736,2.8934989472911674
340,2016,18,0,1,22,0.2289900717754238,0.28064301550651155,0.1366128635892917,3.0416554342419064,3.178268297831198
341,2016,2,1,0,7,-0.4246155932368419,-0.23876485036387385,-0.08098121698474023,1.8614880029123477,1.7805067859276076
342,2016,11,0,1,5,0.20688510536678917,0.06693248076938582,0.1209863332769304,2.629290576913303,2.7502769101902333
343,2016,16,0,0,14,-0.03523556408474871,0.19302845983921318,0.12334047055215136,2.7479870835158144,2.8713275540679657
344,2016,10,1,0,22,0.25365837538307134,0.01417147872215942,0.049490713396338204,3.014637230163954,3.064127943560292
345,2016,3,0,0,6,0.11864880199916866,-0.1883029488253625,-0.01609642471776382,2.2356719891528822,2.2195755644351185
346,2016,15,1,0,11,0.15918229537758694,0.16809012295328016,0.13571829151181078,2.8679890559438395,3.0037073474556504
347,2016,6,1,1,4,-0.4700584471254713,-0.1626617957937956,0.004619260060277231,1.7710542967599265,1.7756735568202038
348,2016,14,1,1,19,0.7162804760646526,0.16586284495507017,0.13907270378765751,3.413130541707749,3.5522032454954067
349,2016,2,0,0,16,-0.24097978559688327,-0.23876485036387385,-0.08098121698474023,2.1359795598308615,2.054998342846121
350,2016,11,1,0,5,0.18807616670225907,0.06693248076938582,0.1209863332769304,2.6606685911486743,2.7816549244256046
351,2016,7,1,1,9,-0.10983876013407083,-0.07601174098133015,0.04668673669539401,2.154289275227855,2.200976011923249
352,2016,18,1,1,6,0.18255233977652374,0.28064301550651155,0.1366128635892917,2.962756043334811,3.0993689069241026
353,2016,4,0,0,12,-0.2236684686236701,-0.1942030148990611,-0.04852172652087386,1.98099397042324,1.932472243902366
354,2016,12,1,0,21,0.05369569598692204,0.11307838697902907,0.10260112081923231,2.9261802613887373,3.0287813822079697
355,2016,5,0,1,15,-0.18979758065682642,-0.14804096289500648,-0.030118958326311687,2.126983919038976,2.0968649607126646
356,2016,9,0,1,8,-0.1442100399586759,-0.06817423843451054,-0.006371567906974022,2.1633931134839255,2.1570215455769515
357,2016,10,0,1,23,-0.018938939005377974,0.01417147872215942,0.049490713396338204,2.4458374450291234,2.4953281584254614
358,2016,13,0,1,20,0.07877673382538332,0.11896910946779436,0.12349481689899336,2.7434490656803283,2.8669438825793216
359,2016,12,1,1,4,0.19132190340142205,0.11307838697902907,0.10260112081923231,2.7163920094956597,2.818993130314892
360,2016,10,0,0,18,-0.18196608771430708,0.01417147872215942,0.049490713396338204,2.3437578889930797,2.3932486023894177
1,2017,9,1,1,20,0.200447190485755,-0.06817423843451054,-0.006371567906974022,2.6889808228427485,2.6826092549357745
2,2017,10,0,0,19,0.38727037018585736,0.01417147872215942,0.049490713396338204,2.97528184305717,3.024772556453508
3,2017,4,1,0,21,0.036725368307946156,-0.1942030148990611,-0.04852172652087386,2.3932955142354317,2.344773787714558
4,2017,15,0,0,11,0.17320167069130926,0.16809012295328016,0.13571829151181078,2.9006539887615634,3.0363722802733744
5,2017,11,1,0,13,-0.004205277893709365,0.06693248076938582,0.1209863332769304,2.5239542746745194,2.6449406079514497
6,2017,9,1,0,9,0.0875928709115531,-0.06817423843451054,-0.006371567906974022,2.535962571822763,2.529591003915789
7,2017,7,1,0,8,0.04252867845778876,-0.07601174098133015,0.04668673669539401,2.448577286685863,2.4952640233812566
8,2017,11,1,1,20,-0.2450611277781245,0.06693248076938582,0.1209863332769304,2.3691445346410838,2.490130867918014
9,2017,13,0,1,14,-0.06061273669945958,0.11896910946779436,0.12349481689899336,2.500143619623845,2.6236384365228385
10,2017,7,0,1,4,-0.03034294242650361,-0.07601174098133015,0.04668673669539401,2.1902035600462963,2.23689029674169
11,2017,3,0,0,20,-0.27801649271251017,-0.1883029488253625,-0.01609642471776382,2.1044680698536897,2.088371645135926
12,2017,17,0,1,16,0.398973110595189,0.2229158466260953,0.1537850495334553,2.9333539592184796,3.087139008751935
13,2017,6,0,0,13,0.12201514994884877,-0.1626617957937956,0.004619260060277231,2.4275711893448264,2.4321904494051036
14,2017,15,0,1,12,-0.052249905231037355,0.16809012295328016,0.13571829151181078,2.5788213127840933,2.7145396042959042
15,2017,9,0,0,5,-0.1207099305012731,-0.06817423843451054,-0.006371567906974022,2.2804567407767613,2.2740851728697873
16,2017,18,1,0,8,0.2921172317965632,0.28064301550651155,0.1366128635892917,3.039430329136986,3.1760431927262776
17,2017,14,0,0,16,-0.07414110015402123,0.16586284495507017,0.13907270378765751,2.5722793680760936,2.711352071863751
18,2017,6,0,1,15,-0.19104588791150048,-0.1626617957937956,0.004619260060277231,2.0485209084070846,2.053140168467362
19,2017,7,1,1,20,-0.012041588919386594,-0.07601174098133015,0.04668673669539401,2.4642334435185536,2.5109201802139474
20,2017,18,0,0,15,0.032573559999540855,0.28064301550651155,0.1366128635892917,2.7501530115367765,2.886765875126068
21,2017,9,1,1,12,0.007013385627096663,-0.06817423843451054,-0.006371567906974022,2.4988077018001977,2.4924361338932237
22,2017,3,0,1,10,-0.4919778374119681,-0.1883029488253625,-0.01609642471776382,1.754387012569909,1.7382905878521453
23,2017,5,0,1,6,0.020764954777308716,-0.14804096289500648,-0.030118958326311687,2.2227954984429488,2.1926765401166373
24,2017,3,1,0,17,-0.20459987931346732,-0.1883029488253625,-0.01609642471776382,2.2239477801841265,2.207851355466363
25,2017,7,1,1,17,-0.21055920111081097,-0.07601174098133015,0.04668673669539401,2.3212799006556604,2.367966637351054
26,2017,4,1,1,9,0.07231228218825227,-0.1942030148990611,-0.04852172652087386,2.4366141945282282,2.3880924680073545
27,2017,3,1,1,21,-0.023889078513083663,-0.1883029488253625,-0.01609642471776382,2.2516089052914867,2.235512480573723
28,2017,8,1,0,13,0.12528439637938465,-0.05253658035648828,0.034102737584433315,2.6273501103662316,2.661452847950665
29,2017,14,0,0,23,-0.19120715311862102,0.16586284495507017,0.13907270378765751,2.5006872654692964,2.639759969256954
30,2017,1,1,1,20,-0.4598351219138079,-0.31767325934003227,-0.004239379864093937,1.8554010698782932,1.8511616900141994
31,2017,7,0,0,16,-0.014519963934967798,-0.07601174098133015,0.04668673669539401,2.3763567719907916,2.4230435086861855
32,2017,4,0,1,4,-0.04297486244020324,-0.1942030148990611,-0.04852172652087386,2.0651103341749817,2.016588607654108
33,2017,4,0,1,14,0.05321407089710713,-0.1942030148990611,-0.04852172652087386,2.4003793856847384,2.3518576591638647
34,2017,5,0,1,9,-0.3473421902369692,-0.14804096289500648,-0.030118958326311687,1.9173122987522393,1.8871933404259276
35,2017,9,0,1,19,-0.010325043689059666,-0.06817423843451054,-0.006371567906974022,2.395550110768996,2.389178542862022
36,2017,2,0,0,12,0.13039449644962234,-0.23876485036387385,-0.08098121698474023,2.2931252430000755,2.212144026015335
37,2017,3,0,1,8,0.10676864061735626,-0.1883029488253625,-0.01609642471776382,2.3770908284878893,2.3609944037701256
38,2017,3,0,0,19,-0.0026413918967132495,-0.1883029488253625,-0.01609642471776382,2.2983268135507946,2.282230388833031
39,2017,9,0,0,12,-0.23905713821999863,-0.06817423843451054,-0.006371567906974022,2.1890562365014525,2.1826846685944785
40,2017,8,1,0,22,-0.018486883367401986,-0.05253658035648828,0.034102737584433315,2.646672063715298,2.6807748012997314
41,2017,2,1,0,17,-0.352612759212083,-0.23876485036387385,-0.08098121698474023,1.9579719149290253,1.8769906979442852
42,2017,3,1,0,13,0.025921240995134456,-0.1883029488253625,-0.01609642471776382,2.4102250419718687,2.394128617254105
43,2017,12,0,1,16,0.1671762710015936,0.11307838697902907,0.10260112081923231,2.76650335490692,2.8691044757261523
44,2017,10,1,1,4,0.05809824772527589,0.01417147872215942,0.049490713396338204,2.552158747629919,2.601649461026257
45,2017,5,1,1,21,0.10602647555350266,-0.14804096289500648,-0.030118958326311687,2.5099622512009683,2.4798432928746568
46,2017,11,0,1,15,0.17598655974000046,0.06693248076938582,0.1209863332769304,2.7941276589734043,2.9151139922503346
47,2017,7,0,0,18,-0.06649904514879608,-0.07601174098133015,0.04668673669539401,2.4363089746575106,2.4829957113529044
48,2017,16,1,1,22,0.04571856979147119,0.19302845983921318,0.12334047055215136,2.9207572734333396,3.044097743985491
49,2017,18,0,1,9,0.3688460579442293,0.28064301550651155,0.1366128635892917,3.0460645086150238,3.1826773722043153
50,2017,16,1,0,16,0.10453489893851979,0.19302845983921318,0.12334047055215136,2.8964885362480697,3.019829006800221
51,2017,14,0,1,16,0.1721911810106273,0.16586284495507017,0.13907270378765751,2.8215595326969587,2.9606322364846163
52,2017,6,1,0,22,-0.01224696674734657,-0.1626617957937956,0.004619260060277231,2.4681496609266733,2.4727689209869506
53,2017,2,0,1,8,0.2596459492479207,-0.23876485036387385,-0.08098121698474023,2.4595672609912955,2.378586044006555
54,2017,3,0,0,4,-0.20280699335135746,-0.1883029488253625,-0.01609642471776382,1.9803725119115367,1.964276087193773
55,2017,12,0,0,17,0.29004407345312455,0.11307838697902907,0.10260112081923231,2.920476013153594,3.0230771339728264
56,2017,15,1,1,7,-0.13587792871137094,0.16809012295328016,0.13571829151181078,2.4136854484684687,2.5494037399802796
57,2017,13,1,0,24,0.35344212416611787,0.11896910946779436,0.12349481689899336,3.1542565018768527,3.277751318775846
58,2017,17,1,1,16,0.025213105982855134,0.2229158466260953,0.1537850495334553,2.6824618170163816,2.836246866549837
59,2017,15,0,1,21,0.410367483282361,0.16809012295328016,0.13571829151181078,3.1401182532434277,3.2758365447552387
60,2017,17,1,0,21,0.33092280095008053,0.2229158466260953,0.1537850495334553,3.1669180221402153,3.3207030716736705
61,2017,8,1,1,5,-0.05668075128079926,-0.05253658035648828,0.034102737584433315,2.180510039823996,2.2146127774084294
62,2017,13,0,0,6,0.13419994428174953,0.11896910946779436,0.12349481689899336,2.6552877709602405,2.778782587859234
63,2017,16,1,1,17,0.06485020055018914,0.19302845983921318,0.12334047055215136,2.8977275546196295,3.0210680251717807
64,2017,9,0,0,16,0.10122494593864417,-0.06817423843451054,-0.006371567906974022,2.489448701401989,2.483077133495015
65,2017,5,1,0,18,-0.44622306707915127,-0.14804096289500648,-0.030118958326311687,2.0159390241962316,1.9858200658699199
66,2017,10,1,0,12,0.08683054833276795,0.01417147872215942,0.049490713396338204,2.5757913035709685,2.6252820169673066
67,2017,2,0,1,22,-0.14911242816106537,-0.23876485036387385,-0.08098121698474023,2.2714355303438474,2.190454313359107
68,2017,4,0,1,11,-0.1901319816295603,-0.1942030148990611,-0.04852172652087386,2.0087987109843395,1.9602769844634655
69,2017,7,0,1,22,-0.09881037576744946,-0.07601174098133015,0.04668673669539401,2.3605972452286106,2.4072839819240044
70,2017,18,0,0,6,0.17235566022618978,0.28064301550651155,0.1366128635892917,2.8636249669067655,3.000237830496057
71,2017,15,0,0,11,0.589204795156651,0.16809012295328016,0.13571829151181078,3.2337162829703336,3.3694345744821446
72,2017,16,0,0,16,-0.08304703652946772,0.19302845983921318,0.12334047055215136,2.7457442456765215,2.869084716228673
73,2017,12,0,1,9,0.13376024926348193,0.11307838697902907,0.10260112081923231,2.646414462945047,2.749015583764279
74,2017,17,0,1,22,0.07253209721213648,0.2229158466260953,0.1537850495334553,2.9094418003477642,3.0632268498812194
75,2017,8,0,0,22,-0.2612759153496707,-0.05253658035648828,0.034102737584433315,2.309730271816968,2.3438330094014015
76,2017,11,0,1,18,0.20888822994561712,0.06693248076938582,0.1209863332769304,2.781367173606155,2.9023535068830855
77,2017,9,1,0,15,-0.008333222653434988,-0.06817423843451054,-0.006371567906974022,2.3759304938985806,2.3695589259916066
78,2017,16,0,0,8,-0.11837111445011211,0.19302845983921318,0.12334047055215136,2.4564054183852377,2.579745888937389
79,2017,3,1,0,14,-0.10951826588550029,-0.1883029488253625,-0.01609642471776382,2.203298018001352,2.1872015932835884
80,2017,15,1,1,10,-0.1881366601844622,0.16809012295328016,0.13571829151181078,2.5354274327669803,2.6711457242787913
81,2017,9,1,1,17,-0.09025323948726234,-0.06817423843451054,-0.006371567906974022,2.4039665239545522,2.397594956047578
82,2017,13,0,0,22,0.0874822280292275,0.11896910946779436,0.12349481689899336,2.806569877138968,2.9300646940379615
83,2017,1,0,0,21,-0.21115581225841906,-0.31767325934003227,-0.004239379864093937,2.075062633962765,2.070823254098671
84,2017,3,0,1,12,-0.3481076885038919,-0.1883029488253625,-0.01609642471776382,1.8512149912712075,1.8351185665534437
85,2017,14,1,0,5,0.2643526887807509,0.16586284495507017,0.13907270378765751,2.8368642222872755,2.975936926074933
86,2017,7,1,1,11,-0.35474821127092043,-0.07601174098133015,0.04668673669539401,1.956801966960461,2.003488703655855
87,2017,9,0,0,14,0.033905992853154605,-0.06817423843451054,-0.006371567906974022,2.5513939039966185,2.5450223360896445
88,2017,4,1,1,24,-0.14177995892222625,-0.1942030148990611,-0.04852172652087386,2.35965875114229,2.3111370246214165
89,2017,15,1,1,13,0.36978463556374475,0.16809012295328016,0.13571829151181078,3.0691675114004267,3.2048858029122376
90,2017,1,0,1,8,0.06994659828195449,-0.31767325934003227,-0.004239379864093937,2.160523836521757,2.156284456657663
91,2017,2,0,1,11,0.08708297474945029,-0.23876485036387385,-0.08098121698474023,2.21166545655188,2.1306842395671395
92,2017,13,0,0,19,0.5165670314247045,0.11896910946779436,0.12349481689899336,3.1654529175577353,3.2889477344567286
93,2017,13,0,0,14,-0.009667706373591796,0.11896910946779436,0.12349481689899336,2.6321333105324656,2.755628127431459
94,2017,7,1,0,6,-0.338600463713423,-0.07601174098133015,0.04668673669539401,2.0492865663537203,2.095973303049114
95,2017,4,0,0,9,-0.2376326622110756,-0.1942030148990611,-0.04852172652087386,1.9835748370719157,1.9350531105510418
96,2017,1,0,0,7,-0.21842093865610784,-0.31767325934003227,-0.004239379864093937,1.9009792952856324,1.8967399154215385
97,2017,17,1,0,24,0.10906289410961525,0.2229158466260953,0.1537850495334553,2.9274297808410257,3.081214830374481
98,2017,13,0,1,20,-0.05931741988200543,0.11896910946779436,0.12349481689899336,2.563167699791607,2.6866625166906
99,2017,11,1,1,20,0.34089918629863564,0.06693248076938582,0.1209863332769304,3.0592815953650194,3.1802679286419497
100,2017,1,0,0,17,-0.3605601873680673,-0.31767325934003227,-0.004239379864093937,1.8843332508924902,1.8800938710283963
101,2017,12,0,0,23,-0.041409505910716495,0.11307838697902907,0.10260112081923231,2.6476648433465426,2.750265964165775
102,2017,8,1,1,14,-0.009943686146251266,-0.05253658035648828,0.034102737584433315,2.384300518480556,2.4184032560649893
103,2017,10,1,0,16,-0.0922886364558444,0.01417147872215942,0.049490713396338204,2.479429757840456,2.528920471236794
104,2017,1,1,0,20,0.11712543353330669,-0.31767325934003227,-0.004239379864093937,2.3321528961868654,2.3279135163227713
105,2017,4,0,1,9,-0.39909427839729433,-0.1942030148990611,-0.04852172652087386,1.7497125021927835,1.7011907756719096
106,2017,11,0,0,14,0.03911379609533853,0.06693248076938582,0.1209863332769304,2.695363739942083,2.8163500732190134
107,2017,6,1,0,12,-0.36759315860921665,-0.1626617957937956,0.004619260060277231,2.0300679840811813,2.0346872441414585
108,2017,17,0,0,23,-0.2127181404024225,0.2229158466260953,0.1537850495334553,2.5242662858816267,2.678051335415082
109,2017,14,0,1,23,0.36687899169764754,0.16586284495507017,0.13907270378765751,3.164589823321301,3.3036625271089584
110,2017,14,0,1,7,0.372123109783239,0.16586284495507017,0.13907270378765751,2.8964941774921265,3.035566881279784
111,2017,14,0,0,23,0.34835933813522757,0.16586284495507017,0.13907270378765751,3.1278624311721805,3.266935134959838
112,2017,17,0,0,13,-0.04528666720014428,0.2229158466260953,0.1537850495334553,2.6639130862341385,2.8176981357675936
113,2017,11,0,0,12,-0.13093984089609254,0.06693248076938582,0.1209863332769304,2.4229203284676,2.5439066617445305
114,2017,12,1,0,11,0.287947717750997,0.11307838697902907,0.10260112081923231,2.9534868286664215,3.056087949485654
115,2017,8,0,1,16,-0.08924722452982797,-0.05253658035648828,0.034102737584433315,2.3562533401899235,2.390356077774357
116,2017,16,0,1,4,0.3097719915716783,0.19302845983921318,0.12334047055215136,2.8658472521423763,2.9891877226945276
