household_id,treated_family_shock,event_time,focal_age,spouse_age,has_young_child,pension_eligible,baseline_assets,retirement_savings_index,job_flexibility,shock_severity,mortality_risk,care_intensity,informal_care_hours,focal_hours,spouse_hours,household_earnings_index,savings_drawdown,flexible_job_switch,retirement_claiming,bridge_job_transition,post_retirement_work
household_023,1,-3,32,31,0,0,82500,0.825,0.72,0.524,0.02,0.0,0.0,36.58,34.0,2875.19,0.0,0,0,0,0
household_023,1,-2,33,32,0,0,82500,0.825,0.72,0.524,0.02,0.0,0.0,36.58,34.0,2875.19,0.0,0,0,0,0
household_023,1,-1,34,33,0,0,82500,0.825,0.72,0.524,0.02,0.0,0.0,36.58,34.0,2875.19,0.0,0,0,0,0
household_023,1,0,35,34,0,0,82500,0.825,0.72,0.524,0.167,0.577,10.77,35.28,28.76,2621.36,2990.39,0,0,0,0
household_023,1,1,36,35,0,0,82500,0.801,0.72,0.524,0.207,0.677,11.77,34.44,26.96,2517.35,3215.39,0,0,0,0
household_023,1,2,37,36,0,0,82500,0.777,0.72,0.524,0.247,0.777,12.77,33.61,25.16,2413.34,3440.39,0,0,0,0
household_023,1,3,38,37,0,0,82500,0.753,0.72,0.524,0.287,0.877,13.77,32.78,23.36,2309.33,3665.39,0,0,0,0
household_023,1,4,39,38,0,0,82500,0.729,0.72,0.524,0.327,0.977,14.77,31.94,21.56,2205.32,3890.39,0,0,0,0
household_023,1,5,40,39,0,0,82500,0.705,0.72,0.524,0.367,1.0,15.0,31.75,19.76,2129.36,3941.96,0,0,0,0
household_024,1,-3,35,35,0,0,90000,0.9,0.88,0.559,0.02,0.0,0.0,37.24,34.0,2965.89,0.0,0,0,0,0
household_024,1,-2,36,36,0,0,90000,0.9,0.88,0.559,0.02,0.0,0.0,37.24,34.0,2965.89,0.0,0,0,0,0
household_024,1,-1,37,37,0,0,90000,0.9,0.88,0.559,0.02,0.0,0.0,37.24,34.0,2965.89,0.0,0,0,0,0
household_024,1,0,38,38,0,0,90000,0.9,0.88,0.559,0.177,0.588,10.88,36.25,28.41,2707.36,2901.94,0,0,0,0
household_024,1,1,39,39,0,0,90000,0.876,0.88,0.559,0.217,0.688,11.88,35.49,26.61,2604.26,3126.94,0,0,0,0
household_024,1,2,40,40,0,0,90000,0.852,0.88,0.559,0.257,0.788,12.88,34.73,24.81,2501.16,3351.94,0,0,0,0
household_024,1,3,41,41,0,0,90000,0.828,0.88,0.559,0.297,0.888,13.88,33.96,23.01,2398.06,3576.93,0,0,0,0
household_024,1,4,42,42,0,0,90000,0.804,0.88,0.559,0.337,0.988,14.88,33.2,21.21,2294.96,3801.94,0,0,0,0
household_024,1,5,43,43,0,0,90000,0.78,0.88,0.559,0.377,1.0,15.0,33.11,19.41,2221.75,3829.34,0,0,0,0
household_025,1,-3,38,39,1,0,97500,0.975,0.25,0.69,0.02,0.0,0.0,34.55,32.8,2858.75,0.0,0,0,0,0
household_025,1,-2,39,40,1,0,97500,0.975,0.25,0.69,0.02,0.0,0.0,34.55,32.8,2858.75,0.0,0,0,0,0
household_025,1,-1,40,41,1,0,97500,0.975,0.25,0.69,0.14,0.1,2.0,32.75,32.8,2776.76,0.0,0,0,0,0
household_025,1,0,41,42,1,0,97500,0.975,0.25,0.69,0.213,0.627,13.07,31.53,25.9,2450.84,3732.25,0,0,0,0
household_025,1,1,42,43,1,0,97500,0.951,0.25,0.69,0.253,0.727,14.07,30.49,24.1,2332.95,3957.25,1,0,0,0
household_025,1,2,43,44,1,0,97500,0.927,0.25,0.69,0.293,0.827,15.07,29.45,22.3,2215.07,4182.25,1,0,0,0
household_025,1,3,44,45,1,0,97500,0.903,0.25,0.69,0.333,0.927,16.07,28.41,20.5,2097.18,4407.25,1,0,0,0
household_025,1,4,45,46,1,0,97500,0.879,0.25,0.69,0.373,1.0,16.8,27.65,18.7,1992.08,4571.5,1,0,0,0
household_025,1,5,46,47,1,0,97500,0.855,0.25,0.69,0.413,1.0,16.8,27.65,16.9,1921.57,4571.5,1,0,0,0
household_026,1,-3,41,43,1,0,105000,1.05,0.4,0.727,0.02,0.0,0.0,35.18,32.8,2432.58,0.0,0,0,0,0
household_026,1,-2,42,44,1,0,105000,1.05,0.4,0.727,0.02,0.0,0.0,35.18,32.8,2432.58,0.0,0,0,0,0
household_026,1,-1,43,45,1,0,105000,1.05,0.4,0.727,0.14,0.1,2.0,33.38,32.8,2363.5,0.0,0,0,0,0
household_026,1,0,44,46,1,0,105000,1.05,0.4,0.727,0.224,0.638,13.18,32.46,25.53,2088.45,3655.42,0,0,0,0
household_026,1,1,45,47,1,0,105000,1.026,0.4,0.727,0.264,0.738,14.18,31.49,23.73,1991.66,3880.43,1,0,0,0
household_026,1,2,46,48,1,0,105000,1.002,0.4,0.727,0.304,0.838,15.18,30.52,21.93,1894.88,4105.43,1,0,0,0
household_026,1,3,47,49,1,0,105000,0.978,0.4,0.727,0.344,0.938,16.18,29.54,20.13,1798.1,4330.43,1,0,0,0
household_026,1,4,48,50,1,0,105000,0.954,0.4,0.727,0.384,1.0,16.8,28.94,18.33,1715.55,4469.7,1,0,0,0
household_026,1,5,49,51,1,0,105000,0.93,0.4,0.727,0.424,1.0,16.8,28.94,16.53,1656.15,4469.7,1,0,0,0
household_027,1,-3,44,47,0,0,48600,0.486,0.55,0.764,0.02,0.0,0.0,37.41,34.0,2620.14,0.0,0,0,0,0
household_027,1,-2,45,48,0,0,48600,0.486,0.55,0.764,0.02,0.0,0.0,37.41,34.0,2620.14,0.0,0,0,0,0
household_027,1,-1,46,49,0,0,48600,0.486,0.55,0.764,0.14,0.1,2.0,35.61,34.0,2549.38,0.0,0,0,0,0
household_027,1,0,47,50,0,0,48600,0.486,0.55,0.764,0.234,0.649,11.49,35.02,26.36,2267.71,3578.6,0,0,0,0
household_027,1,1,48,51,0,0,48600,0.462,0.55,0.764,0.274,0.749,12.49,34.11,24.56,2171.16,3803.6,0,0,0,0
household_027,1,2,49,52,0,0,48600,0.438,0.55,0.764,0.314,0.849,13.49,33.2,22.76,2074.61,4028.6,0,0,0,0
household_027,1,3,50,53,0,0,48600,0.414,0.55,0.764,0.354,0.949,14.49,32.29,20.96,1978.06,4253.6,0,0,0,0
household_027,1,4,51,54,0,0,48600,0.39,0.55,0.764,0.398,1.0,15.0,31.83,19.16,1899.07,4367.9,0,0,0,0
household_027,1,5,52,55,0,0,48600,0.366,0.55,0.764,0.442,1.0,15.0,31.83,17.36,1838.21,4367.9,0,0,0,0
household_028,1,-3,47,44,0,0,61500,0.615,0.72,0.414,0.02,0.0,0.0,38.08,34.0,2709.66,0.0,0,0,0,0
household_028,1,-2,48,45,0,0,61500,0.615,0.72,0.414,0.02,0.0,0.0,38.08,34.0,2709.66,0.0,0,0,0,0
household_028,1,-1,49,46,0,0,61500,0.615,0.72,0.414,0.02,0.0,0.0,38.08,34.0,2709.66,0.0,0,0,0,0
household_028,1,0,50,47,0,0,61500,0.615,0.72,0.414,0.136,0.544,10.44,37.05,29.86,2524.91,2795.14,0,0,0,0
household_028,1,1,51,48,0,0,61500,0.591,0.72,0.414,0.18,0.644,11.44,36.22,28.06,2429.07,3020.14,0,0,0,0
household_028,1,2,52,49,0,0,61500,0.567,0.72,0.414,0.224,0.744,12.44,35.38,26.26,2333.23,3245.14,0,0,0,0
household_028,1,3,53,50,0,0,61500,0.543,0.72,0.414,0.268,0.844,13.44,34.55,24.46,2237.39,3470.14,0,0,0,0
household_028,1,4,54,51,0,0,61500,0.519,0.72,0.414,0.312,0.944,14.44,33.72,22.66,2141.55,3695.14,0,0,0,0
household_028,1,5,55,52,0,0,61500,0.495,0.72,0.414,0.356,1.0,15.0,33.25,20.86,2060.5,3820.96,0,0,0,0
household_029,1,-3,50,48,0,0,74400,0.744,0.88,0.449,0.02,0.0,0.0,38.74,34.0,2799.52,0.0,0,0,0,0
household_029,1,-2,51,49,0,0,74400,0.744,0.88,0.449,0.024,0.0,0.0,38.74,34.0,2799.52,0.0,0,0,0,0
household_029,1,-1,52,50,0,0,74400,0.744,0.88,0.449,0.028,0.0,0.0,38.74,34.0,2799.52,0.0,0,0,0,0
household_029,1,0,53,51,0,0,74400,0.744,0.88,0.449,0.158,0.555,10.55,38.0,29.51,2610.2,2706.69,0,0,0,0
household_029,1,1,54,52,0,0,74400,0.72,0.88,0.449,0.202,0.655,11.55,37.24,27.71,2515.03,2931.68,0,0,0,0
household_029,1,2,55,53,0,0,74400,0.696,0.88,0.449,0.246,0.755,12.55,36.48,25.91,2419.86,3156.69,0,0,0,0
household_029,1,3,56,54,0,0,74400,0.672,0.88,0.449,0.29,0.855,13.55,35.72,24.11,2324.7,3381.68,0,0,0,0
household_029,1,4,57,55,0,0,74400,0.648,0.88,0.449,0.334,0.955,14.55,34.95,22.31,2229.53,3606.68,0,0,0,0
household_029,1,5,58,56,0,0,74400,0.624,0.88,0.449,0.378,1.0,15.0,24.0,20.51,1714.7,3708.34,0,0,1,0
household_030,1,-3,53,52,1,0,87300,0.873,0.25,0.58,0.032,0.0,0.0,36.05,32.8,2706.55,0.0,0,0,0,0
household_030,1,-2,54,53,1,0,87300,0.873,0.25,0.58,0.036,0.0,0.0,36.05,32.8,2706.55,0.0,0,0,0,0
household_030,1,-1,55,54,1,0,87300,0.873,0.25,0.58,0.04,0.0,0.0,36.05,32.8,2706.55,0.0,0,0,0,0
household_030,1,0,56,55,1,0,87300,0.873,0.25,0.58,0.206,0.594,12.74,33.37,27.0,2383.67,3537.0,0,0,0,0
household_030,1,1,57,56,1,0,87300,0.849,0.25,0.58,0.25,0.694,13.74,32.33,25.2,2274.67,3762.0,1,0,0,0
household_030,1,2,58,57,1,0,87300,0.825,0.25,0.58,0.294,0.794,14.74,31.29,23.4,2165.66,3987.0,1,0,0,0
household_030,1,3,59,58,1,0,87300,0.801,0.25,0.58,0.338,0.894,15.74,30.25,21.6,2056.65,4212.0,1,0,0,0
household_030,1,4,60,59,1,0,87300,0.777,0.25,0.58,0.382,0.994,16.74,29.21,19.8,1947.65,4437.0,1,0,0,0
household_030,1,5,61,60,1,0,87300,0.753,0.25,0.58,0.426,1.0,16.8,29.15,18.0,1879.82,4450.5,1,0,0,0
household_031,1,-3,56,56,1,0,100200,1.002,0.4,0.617,0.044,0.0,0.0,36.68,32.8,2793.82,0.0,0,0,0,0
household_031,1,-2,57,57,1,0,100200,1.002,0.4,0.617,0.048,0.0,0.0,36.68,32.8,2793.82,0.0,0,0,0,0
household_031,1,-1,58,58,1,0,100200,1.002,0.4,0.617,0.052,0.0,0.0,36.68,32.8,2793.82,0.0,0,0,0,0
household_031,1,0,59,59,1,0,100200,1.002,0.4,0.617,0.229,0.605,12.85,34.29,26.63,2462.29,3460.18,0,0,0,0
household_031,1,1,60,60,1,0,100200,0.978,0.4,0.617,0.273,0.705,13.85,33.31,24.83,2353.7,3685.18,1,0,0,0
household_031,1,2,61,61,1,0,100200,0.954,0.4,0.617,0.317,0.805,14.85,32.34,23.03,2245.12,3910.18,1,0,0,0
household_031,1,3,62,62,1,1,100200,0.93,0.4,0.617,0.361,0.905,15.85,8.0,21.23,1130.56,2535.18,1,1,0,0
household_031,1,4,63,63,1,1,100200,0.906,0.4,0.617,0.405,1.0,16.8,8.0,19.43,1063.91,2748.7,1,1,0,0
household_031,1,5,64,64,1,1,100200,0.882,0.4,0.617,0.449,1.0,16.8,8.0,17.63,997.25,2748.7,1,1,0,0
household_032,1,-3,59,60,0,0,113100,1.131,0.55,0.654,0.056,0.0,0.0,38.91,34.0,2998.05,0.0,0,0,0,0
household_032,1,-2,60,61,0,0,113100,1.131,0.55,0.654,0.06,0.0,0.0,38.91,34.0,2998.05,0.0,0,0,0,0
household_032,1,-1,61,62,0,0,113100,1.131,0.55,0.654,0.064,0.0,0.0,38.91,34.0,2998.05,0.0,0,0,0,0
household_032,1,0,62,63,0,1,113100,1.131,0.55,0.654,0.251,0.616,11.16,31.99,27.46,2446.07,1783.35,0,0,0,0
household_032,1,1,63,64,0,1,113100,1.107,0.55,0.654,0.295,0.716,12.16,30.53,25.66,2313.83,2008.35,0,0,0,0
household_032,1,2,64,65,0,1,113100,1.083,0.55,0.654,0.339,0.816,13.16,24.0,23.86,1958.51,2233.35,0,0,1,0
household_032,1,3,65,66,0,1,113100,1.059,0.55,0.654,0.383,0.916,14.16,24.0,22.06,1890.41,2458.35,0,0,1,0
household_032,1,4,66,67,0,1,113100,1.035,0.55,0.654,0.427,1.0,15.0,24.0,20.26,1822.31,2646.9,0,0,1,0
household_032,1,5,67,68,0,1,113100,1.011,0.55,0.654,0.471,1.0,15.0,24.0,18.46,1754.21,2646.9,0,0,1,0
household_033,1,-3,62,64,0,1,126000,1.26,0.72,0.689,0.068,0.0,0.0,39.58,34.0,3092.12,0.0,0,0,0,0
household_033,1,-2,63,65,0,1,126000,1.26,0.72,0.689,0.072,0.0,0.0,39.58,34.0,3092.12,0.0,0,0,0,0
household_033,1,-1,64,66,0,1,126000,1.26,0.72,0.689,0.196,0.1,2.0,37.78,34.0,3011.25,0.0,0,0,0,0
household_033,1,0,65,67,0,1,126000,1.26,0.72,0.689,0.273,0.627,11.27,32.9,27.11,2525.86,1683.26,0,0,0,0
household_033,1,1,66,68,0,1,126000,1.236,0.72,0.689,0.317,0.727,12.27,31.52,25.31,2394.17,1908.27,0,0,0,0
household_033,1,2,67,69,0,1,126000,1.212,0.72,0.689,0.361,0.827,13.27,24.0,23.51,1986.81,2133.27,0,0,1,0
household_033,1,3,68,70,0,1,126000,1.188,0.72,0.689,0.405,0.927,14.27,24.0,21.71,1917.26,2358.26,0,0,1,0
household_033,1,4,69,71,0,1,126000,1.164,0.72,0.689,0.449,1.0,15.0,24.0,19.91,1847.71,2523.46,0,0,1,0
household_033,1,5,70,72,0,1,126000,1.14,0.72,0.689,0.493,1.0,15.0,24.0,18.11,1778.16,2523.46,0,0,1,0
household_034,1,-3,31,34,0,0,97500,0.975,0.88,0.724,0.02,0.0,0.0,36.84,34.0,2803.74,0.0,0,0,0,0
household_034,1,-2,32,35,0,0,97500,0.975,0.88,0.724,0.02,0.0,0.0,36.84,34.0,2803.74,0.0,0,0,0,0
household_034,1,-1,33,36,0,0,97500,0.975,0.88,0.724,0.14,0.1,2.0,35.04,34.0,2727.36,0.0,0,0,0,0
household_034,1,0,34,37,0,0,97500,0.975,0.88,0.724,0.223,0.637,11.37,35.47,26.76,2481.62,3194.81,0,0,0,0
household_034,1,1,35,38,0,0,97500,0.951,0.88,0.724,0.263,0.737,12.37,34.71,24.96,2383.57,3419.81,0,0,0,0
household_034,1,2,36,39,0,0,97500,0.927,0.88,0.724,0.303,0.837,13.37,33.95,23.16,2285.52,3644.81,0,0,0,0
household_034,1,3,37,40,0,0,97500,0.903,0.88,0.724,0.343,0.937,14.37,33.19,21.36,2187.47,3869.81,0,0,0,0
household_034,1,4,38,41,0,0,97500,0.879,0.88,0.724,0.383,1.0,15.0,32.71,19.56,2101.49,4010.84,0,0,0,0
household_034,1,5,39,42,0,0,97500,0.855,0.88,0.724,0.423,1.0,15.0,32.71,17.76,2035.81,4010.84,0,0,0,0
household_035,1,-3,34,31,1,0,105000,1.05,0.25,0.47,0.02,0.0,0.0,34.15,32.8,2697.86,0.0,0,0,0,0
household_035,1,-2,35,32,1,0,105000,1.05,0.25,0.47,0.02,0.0,0.0,34.15,32.8,2697.86,0.0,0,0,0,0
household_035,1,-1,36,33,1,0,105000,1.05,0.25,0.47,0.02,0.0,0.0,34.15,32.8,2697.86,0.0,0,0,0,0
household_035,1,0,37,34,1,0,105000,1.05,0.25,0.47,0.152,0.561,12.41,31.82,28.1,2421.99,3341.75,0,0,0,0
household_035,1,1,38,35,1,0,105000,1.026,0.25,0.47,0.192,0.661,13.41,30.78,26.3,2310.02,3566.75,1,0,0,0
household_035,1,2,39,36,1,0,105000,1.002,0.25,0.47,0.232,0.761,14.41,29.74,24.5,2198.05,3791.75,1,0,0,0
household_035,1,3,40,37,1,0,105000,0.978,0.25,0.47,0.272,0.861,15.41,28.7,22.7,2086.09,4016.75,1,0,0,0
household_035,1,4,41,38,1,0,105000,0.954,0.25,0.47,0.312,0.961,16.41,27.66,20.9,1974.12,4241.75,1,0,0,0
household_035,1,5,42,39,1,0,105000,0.93,0.25,0.47,0.352,1.0,16.8,27.25,19.1,1889.6,4329.5,1,0,0,0
household_036,1,-3,37,35,1,0,45000,0.45,0.4,0.507,0.02,0.0,0.0,34.78,32.8,2784.07,0.0,0,0,0,0
household_036,1,-2,38,36,1,0,45000,0.45,0.4,0.507,0.02,0.0,0.0,34.78,32.8,2784.07,0.0,0,0,0,0
household_036,1,-1,39,37,1,0,45000,0.45,0.4,0.507,0.02,0.0,0.0,34.78,32.8,2784.07,0.0,0,0,0,0
household_036,1,0,40,38,1,0,45000,0.45,0.4,0.507,0.162,0.572,12.52,32.71,27.73,2499.76,3264.93,0,0,0,0
household_036,1,1,41,39,1,0,45000,0.426,0.4,0.507,0.202,0.672,13.52,31.73,25.93,2388.28,3489.93,1,0,0,0
household_036,1,2,42,40,1,0,45000,0.402,0.4,0.507,0.242,0.772,14.52,30.76,24.13,2276.81,3714.93,1,0,0,0
household_036,1,3,43,41,1,0,45000,0.378,0.4,0.507,0.282,0.872,15.52,29.79,22.33,2165.34,3939.93,1,0,0,0
household_036,1,4,44,42,1,0,45000,0.354,0.4,0.507,0.322,0.972,16.52,28.81,20.53,2053.87,4164.93,1,0,0,0
household_036,1,5,45,43,1,0,45000,0.33,0.4,0.507,0.362,1.0,16.8,28.54,18.73,1973.43,4227.7,1,0,0,0
household_037,1,-3,40,39,0,0,52500,0.525,0.55,0.544,0.02,0.0,0.0,37.01,34.0,2990.26,0.0,0,0,0,0
household_037,1,-2,41,40,0,0,52500,0.525,0.55,0.544,0.02,0.0,0.0,37.01,34.0,2990.26,0.0,0,0,0,0
household_037,1,-1,42,41,0,0,52500,0.525,0.55,0.544,0.02,0.0,0.0,37.01,34.0,2990.26,0.0,0,0,0,0
household_037,1,0,43,42,0,0,52500,0.525,0.55,0.544,0.172,0.583,10.83,35.21,28.56,2698.06,3188.1,0,0,0,0
household_037,1,1,44,43,0,0,52500,0.501,0.55,0.544,0.212,0.683,11.83,34.31,26.76,2587.2,3413.1,0,0,0,0
household_037,1,2,45,44,0,0,52500,0.477,0.55,0.544,0.252,0.783,12.83,33.4,24.96,2476.35,3638.1,0,0,0,0
household_037,1,3,46,45,0,0,52500,0.453,0.55,0.544,0.292,0.883,13.83,32.49,23.16,2365.49,3863.1,0,0,0,0
household_037,1,4,47,46,0,0,52500,0.429,0.55,0.544,0.332,0.983,14.83,31.58,21.36,2254.64,4088.1,0,0,0,0
household_037,1,5,48,47,0,0,52500,0.405,0.55,0.544,0.372,1.0,15.0,31.43,19.56,2177.88,4125.9,0,0,0,0
household_038,1,-3,43,43,0,0,61800,0.618,0.72,0.579,0.02,0.0,0.0,37.68,34.0,3083.32,0.0,0,0,0,0
household_038,1,-2,44,44,0,0,61800,0.618,0.72,0.579,0.02,0.0,0.0,37.68,34.0,3083.32,0.0,0,0,0,0
household_038,1,-1,45,45,0,0,61800,0.618,0.72,0.579,0.02,0.0,0.0,37.68,34.0,3083.32,0.0,0,0,0,0
household_038,1,0,46,46,0,0,61800,0.618,0.72,0.579,0.182,0.594,10.94,36.24,28.21,2787.46,3088.02,0,0,0,0
household_038,1,1,47,47,0,0,61800,0.594,0.72,0.579,0.222,0.694,11.94,35.41,26.41,2677.76,3313.01,0,0,0,0
household_038,1,2,48,48,0,0,61800,0.57,0.72,0.579,0.262,0.794,12.94,34.57,24.61,2568.05,3538.01,0,0,0,0
household_038,1,3,49,49,0,0,61800,0.546,0.72,0.579,0.302,0.894,13.94,33.74,22.81,2458.34,3763.01,0,0,0,0
household_038,1,4,50,50,0,0,61800,0.522,0.72,0.579,0.342,0.994,14.94,32.91,21.01,2348.64,3988.01,0,0,0,0
household_038,1,5,51,51,0,0,61800,0.498,0.72,0.579,0.386,1.0,15.0,32.85,19.21,2274.85,4002.46,0,0,0,0
household_039,1,-3,46,47,0,0,74700,0.747,0.88,0.614,0.02,0.0,0.0,38.34,34.0,2628.44,0.0,0,0,0,0
household_039,1,-2,47,48,0,0,74700,0.747,0.88,0.614,0.02,0.0,0.0,38.34,34.0,2628.44,0.0,0,0,0,0
household_039,1,-1,48,49,0,0,74700,0.747,0.88,0.614,0.02,0.0,0.0,38.34,34.0,2628.44,0.0,0,0,0,0
household_039,1,0,49,50,0,0,74700,0.747,0.88,0.614,0.192,0.604,11.04,37.23,27.86,2379.75,2999.56,0,0,0,0
household_039,1,1,50,51,0,0,74700,0.723,0.88,0.614,0.232,0.704,12.04,36.46,26.06,2289.87,3224.56,0,0,0,0
household_039,1,2,51,52,0,0,74700,0.699,0.88,0.614,0.276,0.804,13.04,35.7,24.26,2199.99,3449.56,0,0,0,0
household_039,1,3,52,53,0,0,74700,0.675,0.88,0.614,0.32,0.904,14.04,34.94,22.46,2110.11,3674.56,0,0,0,0
household_039,1,4,53,54,0,0,74700,0.651,0.88,0.614,0.364,1.0,15.0,34.21,20.66,2021.51,3889.84,0,0,0,0
household_039,1,5,54,55,0,0,74700,0.627,0.88,0.614,0.408,1.0,15.0,34.21,18.86,1961.3,3889.84,0,0,0,0
household_040,1,-3,49,51,1,0,87600,0.876,0.25,0.745,0.02,0.0,0.0,35.65,32.8,2543.59,0.0,0,0,0,0
household_040,1,-2,50,52,1,0,87600,0.876,0.25,0.745,0.02,0.0,0.0,35.65,32.8,2543.59,0.0,0,0,0,0
household_040,1,-1,51,53,1,0,87600,0.876,0.25,0.745,0.144,0.1,2.0,33.85,32.8,2471.89,0.0,0,0,0,0
household_040,1,0,52,54,1,0,87600,0.876,0.25,0.745,0.237,0.643,13.23,32.46,25.35,2161.23,3829.88,0,0,0,0
household_040,1,1,53,55,1,0,87600,0.852,0.25,0.745,0.281,0.744,14.24,31.42,23.55,2058.14,4054.88,1,0,0,0
household_040,1,2,54,56,1,0,87600,0.828,0.25,0.745,0.325,0.844,15.24,30.38,21.75,1955.06,4279.88,1,0,0,0
household_040,1,3,55,57,1,0,87600,0.804,0.25,0.745,0.369,0.944,16.23,29.34,19.95,1851.97,4504.88,1,0,0,0
household_040,1,4,56,58,1,0,87600,0.78,0.25,0.745,0.413,1.0,16.8,28.75,18.15,1766.91,4632.0,1,0,0,0
household_040,1,5,57,59,1,0,87600,0.756,0.25,0.745,0.457,1.0,16.8,28.75,16.35,1705.25,4632.0,1,0,0,0
household_041,1,-3,52,55,1,0,100500,1.005,0.4,0.782,0.028,0.0,0.0,36.28,32.8,2629.05,0.0,0,0,0,0
household_041,1,-2,53,56,1,0,100500,1.005,0.4,0.782,0.032,0.0,0.0,36.28,32.8,2629.05,0.0,0,0,0,0
household_041,1,-1,54,57,1,0,100500,1.005,0.4,0.782,0.156,0.1,2.0,34.48,32.8,2555.66,0.0,0,0,0,0
household_041,1,0,55,58,1,0,100500,1.005,0.4,0.782,0.259,0.655,13.35,33.4,24.98,2237.63,3753.05,0,0,0,0
household_041,1,1,56,59,1,0,100500,0.981,0.4,0.782,0.303,0.755,14.35,32.43,23.18,2134.82,3978.05,1,0,0,0
household_041,1,2,57,60,1,0,100500,0.957,0.4,0.782,0.347,0.855,15.35,31.46,21.38,2032.0,4203.05,1,0,0,0
household_041,1,3,58,61,1,0,100500,0.933,0.4,0.782,0.391,0.955,16.35,30.48,19.58,1929.18,4428.05,1,0,0,0
household_041,1,4,59,62,1,0,100500,0.909,0.4,0.782,0.435,1.0,16.8,30.04,17.78,1848.05,4530.2,1,0,0,0
household_041,1,5,60,63,1,0,100500,0.885,0.4,0.782,0.479,1.0,16.8,30.04,15.98,1784.94,4530.2,1,0,0,0
household_042,1,-3,55,52,0,0,113400,1.134,0.55,0.434,0.04,0.0,0.0,38.51,34.0,2825.45,0.0,0,0,0,0
household_042,1,-2,56,53,0,0,113400,1.134,0.55,0.434,0.044,0.0,0.0,38.51,34.0,2825.45,0.0,0,0,0,0
household_042,1,-1,57,54,0,0,113400,1.134,0.55,0.434,0.048,0.0,0.0,38.51,34.0,2825.45,0.0,0,0,0,0
household_042,1,0,58,55,0,0,113400,1.134,0.55,0.434,0.174,0.55,10.5,37.01,29.66,2607.41,2992.85,0,0,0,0
household_042,1,1,59,56,0,0,113400,1.11,0.55,0.434,0.218,0.65,11.5,36.11,27.86,2504.98,3217.85,0,0,0,0
household_042,1,2,60,57,0,0,113400,1.086,0.55,0.434,0.262,0.75,12.5,24.0,26.06,1935.55,3442.85,0,0,1,0
household_042,1,3,61,58,0,0,113400,1.062,0.55,0.434,0.306,0.85,13.5,24.0,24.26,1870.99,3667.85,0,0,1,0
household_042,1,4,62,59,0,1,113400,1.038,0.55,0.434,0.35,0.95,14.5,24.0,22.46,1806.43,2292.85,0,0,1,0
household_042,1,5,63,60,0,1,113400,1.014,0.55,0.434,0.394,1.0,15.0,24.0,20.66,1741.88,2404.9,0,0,1,0
household_043,1,-3,58,56,0,0,126300,1.263,0.72,0.469,0.052,0.0,0.0,39.18,34.0,2917.6,0.0,0,0,0,0
household_043,1,-2,59,57,0,0,126300,1.263,0.72,0.469,0.056,0.0,0.0,39.18,34.0,2917.6,0.0,0,0,0,0
household_043,1,-1,60,58,0,0,126300,1.263,0.72,0.469,0.06,0.0,0.0,39.18,34.0,2917.6,0.0,0,0,0,0
household_043,1,0,61,59,0,0,126300,1.263,0.72,0.469,0.195,0.561,10.61,38.01,29.31,2695.84,2892.76,0,0,0,0
household_043,1,1,62,60,0,1,126300,1.239,0.72,0.469,0.239,0.661,11.61,32.52,27.51,2395.43,1517.77,0,0,0,0
household_043,1,2,63,61,0,1,126300,1.215,0.72,0.469,0.283,0.761,12.61,24.0,25.71,1966.3,1742.77,0,0,1,0
household_043,1,3,64,62,0,1,126300,1.191,0.72,0.469,0.327,0.861,13.61,24.0,23.91,1900.3,1967.77,0,0,1,0
household_043,1,4,65,63,0,1,126300,1.167,0.72,0.469,0.371,0.961,14.61,24.0,22.11,1834.29,2192.77,0,0,1,0
household_043,1,5,66,64,0,1,126300,1.143,0.72,0.469,0.415,1.0,15.0,24.0,20.31,1768.28,2281.46,0,0,1,0
household_044,1,-3,61,60,0,0,139200,1.392,0.88,0.504,0.064,0.0,0.0,39.84,34.0,3010.06,0.0,0,0,0,0
household_044,1,-2,62,61,0,1,139200,1.392,0.88,0.504,0.068,0.0,0.0,39.84,34.0,3010.06,0.0,0,0,0,0
household_044,1,-1,63,62,0,1,139200,1.392,0.88,0.504,0.072,0.0,0.0,39.84,34.0,3010.06,0.0,0,0,0,0
household_044,1,0,64,63,0,1,139200,1.392,0.88,0.504,0.217,0.571,10.71,34.73,28.96,2598.36,1204.31,0,0,0,0
household_044,1,1,65,64,0,1,139200,1.368,0.88,0.504,0.261,0.671,11.71,33.41,27.16,2473.7,1429.31,0,0,0,0
household_044,1,2,66,65,0,1,139200,1.344,0.88,0.504,0.305,0.771,12.71,24.0,25.36,1996.05,1654.31,0,0,1,0
household_044,1,3,67,66,0,1,139200,1.32,0.88,0.504,0.349,0.871,13.71,24.0,23.56,1928.59,1879.31,0,0,1,0
household_044,1,4,68,67,0,1,139200,1.296,0.88,0.504,0.393,0.971,14.71,24.0,21.76,1861.14,2104.31,0,0,1,0
household_044,1,5,69,68,0,1,139200,1.272,0.88,0.504,0.437,1.0,15.0,24.0,19.96,1793.68,2168.84,0,0,1,0
household_045,1,-3,64,64,1,1,84600,0.846,0.25,0.635,0.076,0.0,0.0,37.15,32.8,2909.22,0.0,0,0,0,0
household_045,1,-2,65,65,1,1,84600,0.846,0.25,0.635,0.08,0.0,0.0,37.15,32.8,2909.22,0.0,0,0,0,0
