household_id,cohort,children,marriage_years,wife_potential_share,wife_earning_share,wife_earns_more,wife_weekly_hours,husband_weekly_hours,wife_home_hours
397,6,1,2,0.4816,0.4880,0,33.5145,42.7046,13.7523
398,7,2,3,0.5035,0.4756,0,27.1593,42.4886,17.0106
399,1,3,4,0.4287,0.4127,0,28.9688,44.5260,19.9366
400,2,0,5,0.4038,0.3960,0,37.0741,39.3018,14.5396
401,3,1,6,0.5108,0.4836,0,34.2605,35.6592,13.5494
402,4,2,7,0.3782,0.3777,0,27.7703,41.6812,13.6492
403,5,3,8,0.5352,0.4824,0,31.2367,36.5421,20.3602
404,6,0,9,0.4958,0.4882,0,33.2273,40.5815,15.3803
405,7,1,10,0.4746,0.4513,0,35.8206,39.5992,12.3101
406,1,2,11,0.6236,0.5913,1,30.9733,37.5948,22.8968
407,2,3,12,0.4635,0.4441,0,36.0974,39.6542,22.2333
408,3,0,13,0.5456,0.5191,1,33.4278,37.8583,16.7763
409,4,1,14,0.3730,0.3555,0,26.6988,40.8707,15.7502
410,5,2,15,0.5494,0.5217,1,28.6755,42.5628,20.7973
411,6,3,16,0.4739,0.4912,0,32.3523,41.5877,19.0047
412,7,0,17,0.4851,0.4715,0,32.3810,40.5060,11.7740
413,1,1,18,0.3766,0.3577,0,32.3052,40.7133,17.9810
414,2,2,1,0.6147,0.6058,1,27.3820,41.5062,23.5023
415,3,3,2,0.4043,0.4157,0,35.6503,37.5179,21.3456
416,4,0,3,0.3070,0.2753,0,29.3690,39.6145,16.3296
417,5,1,4,0.3251,0.3123,0,27.7754,36.0109,18.7297
418,6,2,5,0.3642,0.3378,0,27.2982,45.2462,18.6875
419,7,3,6,0.5161,0.4825,0,32.1117,40.4120,18.5295
420,1,0,7,0.5201,0.4512,0,32.5651,42.9066,14.3231
421,2,1,8,0.4658,0.4671,0,31.8499,44.1708,14.7676
422,3,2,9,0.4485,0.4490,0,34.4225,40.1752,19.4903
423,4,3,10,0.1995,0.1832,0,25.4448,52.5811,20.7370
424,5,0,11,0.5548,0.5094,1,36.8542,39.3397,19.2008
425,6,1,12,0.3014,0.2810,0,34.0281,39.9267,12.7517
426,7,2,13,0.4941,0.5128,1,22.8246,44.7207,21.7115
427,1,3,14,0.6395,0.5662,1,31.3820,37.3704,23.7011
428,2,0,15,0.4042,0.3869,0,32.6017,39.4432,15.8173
429,3,1,16,0.4353,0.4203,0,30.3163,36.6706,19.3365
430,4,2,17,0.3725,0.3677,0,27.6478,37.0596,18.3431
431,5,3,18,0.3576,0.3647,0,34.6128,40.8939,17.7066
432,6,0,1,0.4986,0.4751,0,40.3534,42.4050,14.0250
433,7,1,2,0.5251,0.4520,0,30.2523,40.3449,13.1164
434,1,2,3,0.4953,0.4774,0,30.4071,40.2719,21.0306
435,2,3,4,0.5244,0.4818,0,36.4941,41.2007,17.8513
436,3,0,5,0.5683,0.4895,0,37.6376,40.7804,11.6228
437,4,1,6,0.5053,0.4675,0,24.5797,41.0428,16.5191
438,5,2,7,0.6480,0.6040,1,29.3195,42.5934,20.8773
439,6,3,8,0.4296,0.4076,0,35.3586,42.1470,19.4707
440,7,0,9,0.3071,0.3140,0,29.3065,38.7572,10.8320
441,1,1,10,0.5821,0.5371,1,32.6597,38.8142,17.1878
442,2,2,11,0.4580,0.4405,0,32.5010,37.5662,15.4914
443,3,3,12,0.6195,0.5278,1,35.2420,38.9259,26.5344
444,4,0,13,0.3695,0.3901,0,32.7236,35.9895,11.8486
445,5,1,14,0.4344,0.4456,0,30.1824,42.6482,14.9389
446,6,2,15,0.3849,0.3932,0,47.2330,41.6605,20.8869
447,7,3,16,0.3806,0.3606,0,30.3296,42.2781,18.6131
448,1,0,17,0.4686,0.4727,0,27.4375,45.3736,12.7187
449,2,1,18,0.3686,0.3479,0,31.7662,38.0130,18.2877
450,3,2,1,0.4964,0.4902,0,37.0880,43.7081,18.9394
451,4,3,2,0.3838,0.3725,0,33.1087,40.3819,16.5426
452,5,0,3,0.4752,0.4906,0,32.5729,36.1378,13.4810
453,6,1,4,0.5037,0.4751,0,43.3908,39.7794,18.3287
454,7,2,5,0.5078,0.4804,0,35.1505,35.3881,15.4968
455,1,3,6,0.5488,0.4904,0,31.8123,38.5856,21.7231
456,2,0,7,0.4415,0.4452,0,33.2711,40.6014,11.0640
457,3,1,8,0.3931,0.3742,0,31.3832,42.3936,15.0010
458,4,2,9,0.4365,0.4388,0,33.4763,39.0640,17.0436
459,5,3,10,0.4978,0.5031,1,32.6527,38.4623,25.0204
460,6,0,11,0.4304,0.4622,0,37.0166,39.1773,9.2945
461,7,1,12,0.3997,0.3892,0,32.4213,35.0888,11.4438
462,1,2,13,0.4172,0.4220,0,37.3035,40.1679,17.9176
463,2,3,14,0.4921,0.4721,0,27.2076,44.3394,17.4376
464,3,0,15,0.5341,0.5306,1,35.4119,39.0082,15.5219
465,4,1,16,0.3361,0.3414,0,33.0969,41.3725,14.2010
466,5,2,17,0.5439,0.4966,0,32.5927,39.3062,19.5101
467,6,3,18,0.3396,0.3312,0,30.2199,45.7015,21.4181
468,7,0,1,0.4257,0.4381,0,40.2440,36.5167,14.2161
469,1,1,2,0.4097,0.4238,0,30.6626,38.6986,13.7452
470,2,2,3,0.6178,0.5936,1,33.3806,41.4972,23.4110
471,3,3,4,0.5224,0.4770,0,36.7829,40.0866,20.3441
472,4,0,5,0.3950,0.3928,0,30.0189,35.7538,14.1779
473,5,1,6,0.2297,0.2312,0,27.6758,43.3552,15.0242
474,6,2,7,0.4166,0.3963,0,33.1230,41.2553,23.4525
475,7,3,8,0.4405,0.4382,0,29.1397,40.9551,19.1123
476,1,0,9,0.4830,0.4764,0,30.2183,43.6672,15.0910
477,2,1,10,0.3534,0.3491,0,32.1685,39.9664,17.2698
478,3,2,11,0.4003,0.4226,0,27.6617,38.3869,16.0179
479,4,3,12,0.3091,0.2931,0,26.7883,38.4533,22.5032
480,5,0,13,0.6343,0.6253,1,29.2728,36.4807,20.3142
481,6,1,14,0.5415,0.5212,1,27.4024,37.5550,21.2634
482,7,2,15,0.6833,0.6139,1,35.8687,39.3272,25.0486
483,1,3,16,0.4761,0.4728,0,28.3175,40.8818,20.3521
484,2,0,17,0.3661,0.3518,0,27.8263,37.5341,15.9636
485,3,1,18,0.4356,0.4386,0,33.9678,39.8862,13.7841
486,4,2,1,0.4952,0.4789,0,28.4731,41.2190,14.6021
487,5,3,2,0.4221,0.4543,0,32.2731,41.5072,16.5903
488,6,0,3,0.3546,0.3876,0,32.2078,39.8480,13.9772
489,7,1,4,0.5192,0.4501,0,36.2671,38.6461,13.7930
490,1,2,5,0.4611,0.5227,1,31.1858,36.4450,17.1296
491,2,3,6,0.5853,0.5391,1,22.1886,43.2009,25.5408
492,3,0,7,0.3463,0.3256,0,30.9406,38.7673,12.9956
493,4,1,8,0.3344,0.3533,0,33.1593,41.2376,14.5112
494,5,2,9,0.3411,0.3523,0,30.7622,41.8151,16.8503
495,6,3,10,0.4191,0.4379,0,29.2562,40.2560,19.5980
496,7,0,11,0.6029,0.5245,1,29.8587,41.0208,20.0930
497,1,1,12,0.4115,0.4092,0,28.7153,34.7441,11.2023
498,2,2,13,0.4452,0.4503,0,32.2409,45.9668,16.8622
499,3,3,14,0.4741,0.4817,0,24.6574,40.4050,21.3691
500,4,0,15,0.5400,0.4886,0,36.3157,40.4196,15.5844
501,5,1,16,0.6103,0.5692,1,32.1905,34.0695,19.5981
502,6,2,17,0.3356,0.3706,0,26.7053,36.5430,14.4641
503,7,3,18,0.4951,0.4753,0,37.8110,42.0146,18.3761
504,1,0,1,0.5041,0.4750,0,31.3987,36.8029,10.5070
505,2,1,2,0.3727,0.4062,0,31.3979,40.1295,14.6745
506,3,2,3,0.3592,0.3777,0,30.6860,37.7311,16.7916
507,4,3,4,0.3732,0.3999,0,21.2546,43.6137,22.4250
508,5,0,5,0.4130,0.4114,0,35.0013,35.9068,10.8763
509,6,1,6,0.4494,0.4646,0,41.5684,36.3743,18.4990
510,7,2,7,0.5182,0.4950,0,26.8200,41.9679,18.9640
511,1,3,8,0.4021,0.3721,0,36.3630,39.6149,16.8885
512,2,0,9,0.3961,0.3815,0,33.9937,41.6704,16.0333
513,3,1,10,0.3794,0.3894,0,32.5173,41.2062,15.2299
514,4,2,11,0.3972,0.3952,0,30.4043,36.1992,19.0538
515,5,3,12,0.4485,0.4307,0,24.1875,35.0232,21.8625
516,6,0,13,0.4753,0.4869,0,31.8374,35.4908,16.9437
517,7,1,14,0.3370,0.3033,0,31.0281,36.1280,13.0796
518,1,2,15,0.4814,0.4646,0,30.1105,37.7747,16.6397
519,2,3,16,0.4363,0.4400,0,31.7844,39.1611,19.5879
520,3,0,17,0.4792,0.4444,0,30.1851,46.0943,16.3385
521,4,1,18,0.3150,0.3178,0,27.5207,41.0996,17.5805
522,5,2,1,0.4600,0.4739,0,30.4309,36.3835,15.9252
523,6,3,2,0.3358,0.2932,0,27.8795,42.6972,20.0188
524,7,0,3,0.3963,0.3942,0,28.5521,46.7232,11.7205
525,1,1,4,0.6563,0.5789,1,31.2032,41.8934,18.9512
526,2,2,5,0.4382,0.4404,0,33.5702,37.8116,15.3428
527,3,3,6,0.3881,0.4144,0,27.4621,39.3185,22.3848
528,4,0,7,0.4575,0.4869,0,33.1510,39.3253,16.2940
529,5,1,8,0.3827,0.3981,0,31.9584,38.7129,11.5757
530,6,2,9,0.5039,0.5028,1,29.9590,35.9910,19.0224
531,7,3,10,0.3911,0.4093,0,30.5589,37.5646,21.8700
532,1,0,11,0.4533,0.4579,0,35.3546,37.1097,15.7104
533,2,1,12,0.4505,0.4523,0,28.9420,36.8451,17.3431
534,3,2,13,0.4558,0.4636,0,30.4455,37.2500,16.9425
535,4,3,14,0.4652,0.4749,0,31.2150,39.3833,17.8336
536,5,0,15,0.5625,0.4966,0,38.1665,36.8915,10.8298
537,6,1,16,0.4616,0.4520,0,36.1581,39.2357,15.6684
538,7,2,17,0.4296,0.4464,0,31.0946,33.0531,17.9075
539,1,3,18,0.3466,0.3418,0,33.7975,39.5014,21.8640
540,2,0,1,0.4665,0.4521,0,31.6308,40.4891,13.9679
541,3,1,2,0.4398,0.4425,0,34.8326,36.3122,14.7041
542,4,2,3,0.4786,0.4731,0,32.0765,44.8275,15.7410
543,5,3,4,0.4538,0.4386,0,28.0764,42.7734,17.4150
544,6,0,5,0.4721,0.4982,0,38.2925,38.8827,9.5484
545,7,1,6,0.4354,0.4566,0,35.8355,39.8005,15.8058
546,1,2,7,0.5361,0.4740,0,33.1282,41.4676,17.5546
547,2,3,8,0.5066,0.4586,0,29.2271,39.1039,16.6686
548,3,0,9,0.3509,0.3755,0,34.9338,41.3232,5.5202
549,4,1,10,0.3080,0.3172,0,27.4578,34.7204,16.0798
550,5,2,11,0.3249,0.3274,0,20.6294,37.3066,16.4508
551,6,3,12,0.3851,0.3538,0,32.0804,36.6067,25.6518
552,7,0,13,0.4436,0.4363,0,34.3156,36.5804,16.4653
553,1,1,14,0.5300,0.4823,0,31.1989,35.1836,11.5122
554,2,2,15,0.4242,0.4429,0,33.0378,41.7466,17.3254
555,3,3,16,0.3670,0.3377,0,26.8867,44.8877,20.6534
556,4,0,17,0.3815,0.3819,0,31.1994,36.5865,12.8120
557,5,1,18,0.6562,0.6025,1,35.0891,37.7987,18.6140
558,6,2,1,0.4701,0.5063,1,33.6853,42.0392,22.5144
559,7,3,2,0.5681,0.5512,1,27.2145,38.6280,24.5782
560,1,0,3,0.4642,0.4580,0,41.7849,38.4193,8.3815
561,2,1,4,0.4349,0.4570,0,32.6660,41.7903,15.1004
562,3,2,5,0.4338,0.4194,0,34.6555,43.1530,16.1810
563,4,3,6,0.4037,0.4073,0,28.8691,38.7978,17.5482
564,5,0,7,0.5600,0.5245,1,28.6294,38.9471,16.7615
565,6,1,8,0.5037,0.5185,1,30.7943,39.6907,22.1865
566,7,2,9,0.4078,0.4158,0,33.2081,40.9849,15.9743
567,1,3,10,0.4060,0.4006,0,35.5408,40.1139,17.3696
568,2,0,11,0.3451,0.3271,0,28.3426,37.3271,16.0681
569,3,1,12,0.4477,0.4588,0,36.5176,46.6518,14.2274
570,4,2,13,0.4320,0.4177,0,35.2602,39.4507,17.2873
571,5,3,14,0.4298,0.4497,0,28.0106,45.0494,21.4398
572,6,0,15,0.5968,0.5409,1,39.4679,37.4467,17.6637
573,7,1,16,0.4659,0.4796,0,36.7330,37.6342,13.0917
574,1,2,17,0.5625,0.4928,0,36.1066,40.7890,19.1986
575,2,3,18,0.4152,0.4139,0,34.2212,36.1681,18.7074
576,3,0,1,0.3705,0.4027,0,27.8485,38.7069,16.9311
577,4,1,2,0.5130,0.4733,0,36.0609,44.0649,14.6437
578,5,2,3,0.4750,0.4798,0,28.8851,34.6197,19.4207
579,6,3,4,0.5962,0.5480,1,23.5683,41.9448,25.7582
580,7,0,5,0.3930,0.4053,0,34.0821,46.0270,13.4024
581,1,1,6,0.3448,0.3607,0,29.5657,44.4755,17.7003
582,2,2,7,0.5204,0.4816,0,31.4545,40.3526,19.1039
583,3,3,8,0.4170,0.4513,0,26.8919,38.2002,19.7784
584,4,0,9,0.5489,0.4801,0,34.3050,39.1472,13.6288
585,5,1,10,0.5664,0.5056,1,28.8192,36.7272,19.5453
586,6,2,11,0.4613,0.4888,0,34.4480,42.8191,19.0667
587,7,3,12,0.4509,0.4492,0,37.3975,41.4198,21.2538
588,1,0,13,0.4732,0.4843,0,35.0275,42.0788,11.0451
589,2,1,14,0.3945,0.3888,0,38.6419,38.4321,17.2966
590,3,2,15,0.4334,0.4223,0,35.4707,36.4136,18.4402
591,4,3,16,0.4352,0.4284,0,25.7527,42.5053,19.4197
592,5,0,17,0.6082,0.5634,1,28.7812,42.1495,18.6252
593,6,1,18,0.3861,0.3944,0,39.4962,40.0390,15.4958
594,7,2,1,0.2107,0.1997,0,26.8643,39.9277,16.9329
595,1,3,2,0.4642,0.4509,0,28.8176,42.7681,17.2085
596,2,0,3,0.4556,0.4359,0,38.5857,43.2701,10.4922
597,3,1,4,0.5183,0.5182,1,30.5471,40.3025,21.7906
598,4,2,5,0.3673,0.3803,0,31.0468,39.7503,16.5436
599,5,3,6,0.5299,0.4817,0,29.6933,45.4135,18.7945
600,6,0,7,0.4978,0.4885,0,39.7051,35.7163,14.3556
601,7,1,8,0.4480,0.4522,0,28.8726,41.3670,17.7704
602,1,2,9,0.6762,0.6006,1,31.5029,41.9221,18.8702
603,2,3,10,0.4921,0.5159,1,24.6113,41.9206,27.3672
604,3,0,11,0.5983,0.5638,1,38.9085,37.0629,18.0862
605,4,1,12,0.3452,0.3686,0,30.4044,41.0404,14.8489
606,5,2,13,0.4312,0.4151,0,29.4938,35.2546,16.3712
607,6,3,14,0.5189,0.4512,0,38.3308,39.1119,19.1507
608,7,0,15,0.3892,0.3945,0,32.6603,38.5313,10.7779
609,1,1,16,0.3671,0.3688,0,28.2621,37.0910,21.9415
610,2,2,17,0.4299,0.4156,0,28.8778,40.7085,18.8890
611,3,3,18,0.4253,0.4081,0,25.0570,40.8401,19.7920
612,4,0,1,0.2738,0.2847,0,31.5228,41.9484,13.7071
613,5,1,2,0.4506,0.4440,0,33.9358,36.2665,16.8376
614,6,2,3,0.4910,0.4891,0,27.6728,41.7854,20.4998
615,7,3,4,0.5062,0.4633,0,32.5977,44.3091,18.5733
616,1,0,5,0.4594,0.4450,0,32.0054,43.7542,9.9667
617,2,1,6,0.3872,0.4071,0,34.4255,33.6088,15.8890
618,3,2,7,0.4661,0.4227,0,33.0241,41.7453,19.8038
619,4,3,8,0.4653,0.4347,0,32.8846,43.2750,17.9446
620,5,0,9,0.2901,0.2759,0,32.3150,41.4482,10.1165
621,6,1,10,0.5054,0.4652,0,38.2891,42.1668,18.0756
622,7,2,11,0.5063,0.4628,0,34.0540,42.8063,15.5776
623,1,3,12,0.3234,0.2831,0,26.1969,43.2424,20.2557
624,2,0,13,0.4289,0.3936,0,32.0237,38.0532,9.5316
625,3,1,14,0.4512,0.4300,0,23.1205,38.6278,15.4056
626,4,2,15,0.4025,0.3848,0,33.5767,40.2291,18.4660
627,5,3,16,0.4464,0.4544,0,27.0145,40.5562,18.9792
628,6,0,17,0.4484,0.4199,0,30.5028,37.5158,12.7620
629,7,1,18,0.4006,0.3978,0,33.0492,38.7785,17.0370
630,1,2,1,0.5056,0.4695,0,33.4234,39.5988,14.6209
631,2,3,2,0.4209,0.4417,0,32.0757,35.1296,16.2782
632,3,0,3,0.4978,0.5099,1,26.7063,38.9987,20.5347
633,4,1,4,0.4372,0.4198,0,31.4002,39.8824,14.9835
634,5,2,5,0.4164,0.4292,0,28.7502,37.1553,19.5084
635,6,3,6,0.4555,0.4743,0,31.7917,38.0044,26.2958
636,7,0,7,0.5761,0.5142,1,30.2305,38.4771,17.3619
637,1,1,8,0.3953,0.3813,0,32.8484,47.5362,9.8305
638,2,2,9,0.3393,0.3817,0,31.8855,39.4868,18.5267
639,3,3,10,0.4548,0.4609,0,30.2364,38.0640,19.0217
640,4,0,11,0.3231,0.3256,0,23.0060,36.0041,13.5777
641,5,1,12,0.3616,0.3516,0,32.6378,41.8808,7.3295
642,6,2,13,0.6050,0.5762,1,28.2744,41.1911,24.0484
643,7,3,14,0.6755,0.6198,1,29.0400,37.8372,21.2901
644,1,0,15,0.4002,0.4281,0,34.9667,35.9718,14.9741
645,2,1,16,0.4427,0.4388,0,36.2405,42.6075,17.3461
646,3,2,17,0.4597,0.4217,0,26.7069,40.0574,15.6937
647,4,3,18,0.4192,0.4369,0,31.2073,35.1809,17.8812
648,5,0,1,0.6325,0.5977,1,34.8820,36.4833,18.1323
649,6,1,2,0.4356,0.4154,0,31.0834,33.8771,19.1281
650,7,2,3,0.5149,0.4906,0,33.9615,39.2453,15.4182
651,1,3,4,0.4012,0.3916,0,27.1310,41.4203,22.5388
652,2,0,5,0.5765,0.5289,1,26.9613,38.9497,23.6313
653,3,1,6,0.4026,0.4042,0,35.1290,43.8887,15.2428
654,4,2,7,0.3102,0.3205,0,32.8983,41.6212,19.2996
655,5,3,8,0.5066,0.4330,0,37.9041,39.5864,15.3454
656,6,0,9,0.4031,0.4187,0,34.8056,36.2219,11.3067
657,7,1,10,0.4494,0.4556,0,32.5253,38.8945,13.5784
658,1,2,11,0.5285,0.5089,1,27.2479,44.5500,19.4584
659,2,3,12,0.4885,0.4588,0,24.9627,43.4332,19.2636
660,3,0,13,0.4291,0.4195,0,36.7526,33.5091,10.2802
661,4,1,14,0.3604,0.3533,0,31.9811,41.4393,12.2541
662,5,2,15,0.3464,0.3508,0,36.1036,41.9145,19.8347
663,6,3,16,0.4437,0.4311,0,31.1904,42.5302,18.7638
664,7,0,17,0.4387,0.4618,0,36.2386,47.2156,10.3010
665,1,1,18,0.6311,0.5870,1,33.4139,36.7832,19.5288
666,2,2,1,0.4298,0.4522,0,35.5069,40.7276,12.4841
667,3,3,2,0.4663,0.4633,0,32.1676,32.7850,18.3870
668,4,0,3,0.3952,0.3992,0,25.2972,36.9967,15.0824
669,5,1,4,0.3261,0.3355,0,33.8441,40.4920,15.6037
670,6,2,5,0.5798,0.5228,1,32.7734,32.8837,21.9838
671,7,3,6,0.5241,0.4951,0,29.7894,38.5692,15.9726
672,1,0,7,0.4711,0.4789,0,30.5693,40.4109,10.0009
673,2,1,8,0.4219,0.4367,0,33.8413,35.8145,16.4370
674,3,2,9,0.4080,0.4121,0,28.9334,45.9777,14.1855
675,4,3,10,0.4973,0.4900,0,26.1135,39.7128,16.2308
676,5,0,11,0.3956,0.3725,0,28.6066,35.8694,12.1156
677,6,1,12,0.3919,0.3977,0,30.9164,42.3645,15.1199
678,7,2,13,0.5180,0.4631,0,32.4833,38.0404,19.0003
679,1,3,14,0.3454,0.3067,0,30.9796,36.5581,18.7682
680,2,0,15,0.4967,0.5068,1,32.6172,39.7349,18.8129
681,3,1,16,0.4169,0.4107,0,31.0984,43.4305,15.3264
682,4,2,17,0.4171,0.4092,0,33.8999,40.8786,19.9482
683,5,3,18,0.4734,0.4896,0,28.3517,39.9707,18.2967
684,6,0,1,0.5342,0.4893,0,33.8056,43.5880,10.8068
685,7,1,2,0.3663,0.3757,0,33.0889,36.3729,12.7336
686,1,2,3,0.3687,0.3747,0,30.6067,32.2936,17.4339
687,2,3,4,0.4515,0.4324,0,26.4418,44.6478,19.4383
688,3,0,5,0.3497,0.3443,0,28.0870,39.9557,15.7879
689,4,1,6,0.3885,0.3679,0,30.7187,45.3006,15.3438
690,5,2,7,0.5065,0.4596,0,34.1012,43.1363,19.0430
691,6,3,8,0.4332,0.4453,0,29.1320,38.8769,20.4334
692,7,0,9,0.5030,0.4507,0,30.2820,38.5743,12.7029
693,1,1,10,0.4085,0.4053,0,29.9988,41.2461,13.0948
694,2,2,11,0.4957,0.5014,1,29.4147,43.4659,22.5414
695,3,3,12,0.4689,0.4708,0,22.7617,38.6918,18.9283
696,4,0,13,0.5858,0.5495,1,26.7583,35.5973,21.0341
697,5,1,14,0.5920,0.5352,1,27.0578,45.1226,20.9952
698,6,2,15,0.4422,0.4389,0,34.5987,43.5049,10.6701
699,7,3,16,0.5502,0.5029,1,25.0108,41.2215,26.0973
700,1,0,17,0.6003,0.5513,1,25.8843,43.5470,20.1416
701,2,1,18,0.5034,0.4477,0,39.5663,43.0584,13.9742
702,3,2,1,0.5256,0.5057,1,30.2667,41.1071,19.6869
703,4,3,2,0.4775,0.4845,0,30.8761,34.2970,15.4038
704,5,0,3,0.5013,0.4382,0,37.1104,36.7663,12.7949
705,6,1,4,0.4440,0.4385,0,37.0495,33.5542,16.1464
706,7,2,5,0.6121,0.5734,1,32.0898,42.4259,22.4238
707,1,3,6,0.5208,0.4752,0,31.9522,42.1938,23.9961
708,2,0,7,0.4339,0.4671,0,35.2290,38.0455,10.6498
709,3,1,8,0.5046,0.4549,0,34.9322,38.3142,14.6956
710,4,2,9,0.5284,0.4888,0,31.7547,37.5787,17.2135
711,5,3,10,0.4604,0.4614,0,30.5700,38.3761,18.7163
712,6,0,11,0.5038,0.4950,0,35.8867,39.3589,14.1732
713,7,1,12,0.4240,0.4320,0,29.8333,41.1634,20.7893
714,1,2,13,0.3613,0.3479,0,32.3393,42.6312,17.8591
715,2,3,14,0.4343,0.4291,0,28.4520,38.5500,17.8058
716,3,0,15,0.5032,0.4814,0,36.9149,39.9049,11.3532
717,4,1,16,0.4675,0.4643,0,39.5903,39.2742,13.6181
718,5,2,17,0.4673,0.4865,0,33.3982,41.6244,20.1465
719,6,3,18,0.5306,0.4980,0,36.9085,43.3807,20.1246
720,7,0,1,0.4377,0.4237,0,38.5499,39.5577,14.6923
721,1,1,2,0.5315,0.4761,0,36.7317,43.8202,16.5670
722,2,2,3,0.4840,0.5186,1,25.7423,38.7698,19.8423
723,3,3,4,0.4629,0.5106,1,31.6625,40.3385,21.2816
724,4,0,5,0.3898,0.3895,0,37.1692,47.9563,11.4620
725,5,1,6,0.5880,0.5295,1,30.8896,38.5504,19.1763
726,6,2,7,0.4065,0.4176,0,29.9874,40.0285,18.0429
727,7,3,8,0.3627,0.3553,0,31.0506,46.9332,25.0872
728,1,0,9,0.4650,0.4832,0,32.7178,42.3356,14.7435
729,2,1,10,0.3383,0.3050,0,34.6479,37.3132,18.2182
730,3,2,11,0.4781,0.5007,1,23.5102,39.6356,20.8081
731,4,3,12,0.2820,0.2750,0,31.7697,43.4653,21.2366
732,5,0,13,0.4540,0.4331,0,26.8632,33.3419,9.5463
733,6,1,14,0.2988,0.3062,0,23.2717,43.7253,17.3008
734,7,2,15,0.5746,0.5371,1,30.9701,42.6046,21.5105
735,1,3,16,0.4546,0.4058,0,34.5131,41.8678,18.2390
736,2,0,17,0.4493,0.4444,0,26.1342,38.3402,16.0361
737,3,1,18,0.4965,0.5057,1,26.4735,38.9372,23.7018
738,4,2,1,0.3859,0.3657,0,31.0360,39.7954,15.6470
739,5,3,2,0.4182,0.4296,0,34.1985,43.8679,19.8031
740,6,0,3,0.5192,0.4843,0,35.9370,39.2265,13.6948
741,7,1,4,0.4348,0.4186,0,37.4489,37.0405,15.8354
742,1,2,5,0.4357,0.4311,0,31.0031,40.0074,18.3645
743,2,3,6,0.5072,0.4796,0,34.0191,45.3437,20.7600
744,3,0,7,0.4664,0.4331,0,33.2628,38.5221,16.3879
745,4,1,8,0.2411,0.2564,0,29.3589,39.5110,12.9708
746,5,2,9,0.4241,0.4237,0,29.1665,40.2235,18.9082
747,6,3,10,0.6361,0.5830,1,27.8715,37.2503,24.0863
748,7,0,11,0.4773,0.4617,0,30.9119,39.4880,15.4684
749,1,1,12,0.4467,0.4475,0,32.7386,38.5729,14.7089
750,2,2,13,0.4243,0.4323,0,32.1859,38.2983,15.4699
751,3,3,14,0.4071,0.4053,0,36.9734,41.6583,18.5638
752,4,0,15,0.4179,0.4103,0,38.5027,33.6073,9.6471
753,5,1,16,0.3200,0.3411,0,29.9725,36.1964,16.6556
754,6,2,17,0.5855,0.5292,1,28.3121,43.7342,20.0007
755,7,3,18,0.4312,0.4141,0,33.3808,41.3614,18.3670
756,1,0,1,0.3484,0.3548,0,32.5225,38.4607,15.3735
757,2,1,2,0.4184,0.4711,0,25.7593,35.7989,14.5687
758,3,2,3,0.3775,0.3867,0,32.4496,43.4894,15.3594
759,4,3,4,0.3982,0.3836,0,27.9266,42.0703,19.4207
760,5,0,5,0.5371,0.5380,1,32.7540,38.7713,15.9220
761,6,1,6,0.4218,0.4047,0,33.2551,41.4286,16.1954
762,7,2,7,0.4391,0.4315,0,29.6289,36.7097,19.7785
763,1,3,8,0.3708,0.3787,0,31.3799,36.4848,18.4548
764,2,0,9,0.4585,0.4532,0,31.5993,35.8287,14.5860
765,3,1,10,0.4416,0.4254,0,36.0947,39.8516,11.1643
766,4,2,11,0.4388,0.4341,0,35.2602,35.5163,16.1458
767,5,3,12,0.5251,0.4759,0,26.9414,40.3731,21.0437
768,6,0,13,0.3877,0.3782,0,30.1778,39.4856,13.9378
769,7,1,14,0.5584,0.5196,1,33.8595,42.5961,21.3404
770,1,2,15,0.5130,0.5014,1,26.4296,39.7243,22.0947
771,2,3,16,0.3962,0.3696,0,36.1164,40.3695,25.9654
772,3,0,17,0.4953,0.4936,0,38.2811,38.0054,12.2657
773,4,1,18,0.3229,0.3232,0,33.6624,36.6855,14.8327
774,5,2,1,0.4198,0.4585,0,26.3699,36.4915,20.6705
775,6,3,2,0.4300,0.4475,0,26.3701,41.2362,23.0189
776,7,0,3,0.5201,0.4701,0,34.0043,40.5497,11.0968
777,1,1,4,0.5570,0.5253,1,27.5329,38.2219,20.7176
778,2,2,5,0.4014,0.4043,0,29.1230,40.3463,14.7982
779,3,3,6,0.3343,0.3337,0,30.2868,38.8760,19.9986
780,4,0,7,0.3809,0.3886,0,29.0812,41.1213,17.7302
781,5,1,8,0.4522,0.4847,0,36.0829,40.0393,15.0703
782,6,2,9,0.4137,0.4599,0,37.9512,39.2649,22.2390
783,7,3,10,0.4985,0.5132,1,29.3115,37.7659,25.9742
784,1,0,11,0.5305,0.4533,0,35.9372,38.6367,9.3376
785,2,1,12,0.3812,0.3478,0,36.4668,37.2457,15.4301
786,3,2,13,0.6393,0.5913,1,30.5693,40.2535,18.3715
787,4,3,14,0.3294,0.3106,0,36.2379,39.0601,18.7588
788,5,0,15,0.3251,0.3356,0,32.2775,41.3097,13.9777
789,6,1,16,0.5626,0.5033,1,36.6597,40.2744,17.8526
790,7,2,17,0.5167,0.4842,0,36.8054,42.9782,20.9236
791,1,3,18,0.4432,0.4192,0,29.1896,43.5035,23.2086
792,2,0,1,0.5493,0.5175,1,30.9136,33.8851,19.9835
793,3,1,2,0.5508,0.4749,0,33.7617,29.9995,16.2060
794,4,2,3,0.4139,0.3979,0,31.4662,38.5676,22.5886
