worker_id,gender,year,firm_type,firm_premium,flexibility_score,climate_score,skill_index,care_constraint,log_wage,promoted
WF094,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.3147,0.5043,3.5144,0
WF094,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.3147,0.5043,3.4527,1
WF095,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.7765,0.7266,3.5951,0
WF095,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.7765,0.7266,3.6860,1
WF095,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.7765,0.7266,3.7184,1
WF096,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5473,0.6761,3.5669,0
WF096,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5473,0.6761,3.5341,1
WF096,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5473,0.6761,3.6156,0
WF097,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.6171,0.3181,3.4477,1
WF097,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6171,0.3181,3.6363,1
WF097,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.6171,0.3181,3.6939,0
WF098,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.3506,0.3731,3.2646,1
WF098,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.3506,0.3731,3.4706,0
WF098,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.3506,0.3731,3.5062,1
WF099,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.6460,0.7255,3.5225,0
WF099,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.6460,0.7255,3.5207,1
WF099,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.6460,0.7255,3.8473,0
WF100,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.5134,0.7638,3.4726,0
WF100,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.5134,0.7638,3.6745,0
WF100,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.5134,0.7638,3.7730,0
WF101,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.4017,0.8203,3.2934,1
WF101,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.4017,0.8203,3.3871,0
WF101,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.4017,0.8203,3.5107,0
WF102,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.7030,0.6927,3.5369,0
WF102,woman,2022,high_premium_technical,0.6200,0.4600,0.3000,0.7030,0.6927,3.7136,1
WF102,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.7030,0.6927,3.6561,0
WF103,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.6752,0.6468,3.5326,1
WF103,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6752,0.6468,3.6253,0
WF103,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.6752,0.6468,3.7707,0
WF104,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5770,0.7495,3.6044,1
WF104,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5770,0.7495,3.5831,0
WF104,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5770,0.7495,3.7531,0
WF105,woman,2021,high_premium_management,0.7200,0.4000,0.3400,0.3849,0.3594,3.5361,1
WF105,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.3849,0.3594,3.5588,0
WF105,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.3849,0.3594,3.6722,1
WF106,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.6854,0.6006,3.5692,0
WF106,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6854,0.6006,3.6142,1
WF106,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.6854,0.6006,3.7269,1
WF107,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.6959,0.7635,3.5009,1
WF107,woman,2022,high_premium_technical,0.6200,0.4600,0.3000,0.6959,0.7635,3.7416,1
WF107,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.6959,0.7635,3.8059,1
WF108,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7016,0.5416,3.6712,1
WF108,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.7016,0.5416,3.6514,1
WF108,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.7016,0.5416,3.8026,1
WF109,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.3862,0.5014,3.2878,1
WF109,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.3862,0.5014,3.4420,1
WF109,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.3862,0.5014,3.4137,1
WF110,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.5225,0.5537,3.3959,1
WF110,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.5225,0.5537,3.6395,1
WF110,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5225,0.5537,3.6266,1
WF111,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7825,0.4085,3.7385,1
WF111,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.7825,0.4085,3.6549,0
WF111,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.7825,0.4085,3.8017,1
WF112,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.6491,0.4213,3.4575,1
WF112,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6491,0.4213,3.6476,1
WF112,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.6491,0.4213,3.7099,0
WF113,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.7520,0.3106,3.5377,1
WF113,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.7520,0.3106,3.5809,1
WF113,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.7520,0.3106,3.7095,1
WF114,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.5649,0.6182,3.4452,0
WF114,woman,2022,high_premium_technical,0.6200,0.4600,0.3000,0.5649,0.6182,3.6194,1
WF114,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.5649,0.6182,3.5303,1
WF115,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.1774,0.7549,3.2244,0
WF115,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.1774,0.7549,3.2087,1
WF115,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.1774,0.7549,3.5056,0
WF116,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.4313,0.6269,3.4319,0
WF116,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.4313,0.6269,3.3701,1
WF116,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.4313,0.6269,3.5381,0
WF117,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.6655,0.4687,3.5300,1
WF117,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.6655,0.4687,3.5699,0
WF117,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.6655,0.4687,3.7742,1
WF118,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5178,0.4555,3.5671,0
WF118,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.5178,0.4555,3.4754,1
WF118,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5178,0.4555,3.6326,1
WF119,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7762,0.7945,3.6810,1
WF119,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.7762,0.7945,3.6318,1
WF119,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.7762,0.7945,3.7508,1
WF120,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.9533,0.6913,3.8545,0
WF120,woman,2022,high_premium_technical,0.6200,0.4600,0.3000,0.9533,0.6913,3.9006,1
WF120,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.9533,0.6913,3.8060,0
WF121,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.5996,0.5080,3.4576,1
WF121,woman,2022,high_premium_technical,0.6200,0.4600,0.3000,0.5996,0.5080,3.7214,1
WF121,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.5996,0.5080,3.6196,0
WF122,woman,2021,high_premium_management,0.7200,0.4000,0.3400,0.5827,0.0510,3.6514,0
WF122,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.5827,0.0510,3.7409,1
WF122,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5827,0.0510,3.6835,0
WF123,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.4438,0.4968,3.3135,1
WF123,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.4438,0.4968,3.4878,1
WF123,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.4438,0.4968,3.6864,0
WF124,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.3046,0.2631,3.3322,1
WF124,woman,2022,high_premium_technical,0.6200,0.4600,0.3000,0.3046,0.2631,3.5064,1
WF124,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.3046,0.2631,3.3850,1
WF125,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.5736,0.8425,3.4471,1
WF125,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5736,0.8425,3.5878,0
WF125,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5736,0.8425,3.6118,0
WF126,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.6030,0.6711,3.5118,1
WF126,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.6030,0.6711,3.6794,1
WF126,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.6030,0.6711,3.7831,0
WF127,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7265,0.8745,3.6412,1
WF127,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.7265,0.8745,3.6297,1
WF127,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.7265,0.8745,3.7426,0
WF128,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.4422,0.4204,3.3903,0
WF128,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.4422,0.4204,3.3955,0
WF128,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.4422,0.4204,3.5553,1
WF129,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.4436,0.6873,3.3775,1
WF129,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.4436,0.6873,3.6179,0
WF129,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.4436,0.6873,3.6424,1
WF130,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.9523,0.6455,3.7282,0
WF130,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.9523,0.6455,3.7855,0
WF130,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.9523,0.6455,3.8069,1
WF131,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.4759,0.8011,3.4195,1
WF131,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.4759,0.8011,3.6058,0
WF131,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.4759,0.8011,3.6969,1
WF132,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.5257,0.4186,3.4612,0
WF132,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.5257,0.4186,3.6849,0
WF132,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.5257,0.4186,3.7527,1
WF133,woman,2021,high_premium_management,0.7200,0.4000,0.3400,0.6988,0.3703,3.7428,0
WF133,woman,2022,high_premium_technical,0.6200,0.4600,0.3000,0.6988,0.3703,3.7207,1
WF133,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.6988,0.3703,3.8425,0
WF134,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.6143,0.5202,3.6010,0
WF134,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.6143,0.5202,3.4859,1
WF134,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.6143,0.5202,3.6177,0
WF135,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.4053,0.8356,3.2865,0
WF135,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.4053,0.8356,3.3540,1
WF135,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.4053,0.8356,3.5352,1
WF136,woman,2021,high_premium_management,0.7200,0.4000,0.3400,0.6822,0.3390,3.6608,1
WF136,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6822,0.3390,3.6434,1
WF136,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.6822,0.3390,3.8738,0
WF137,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.4802,0.4336,3.4315,1
WF137,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.4802,0.4336,3.6247,1
WF137,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.4802,0.4336,3.4873,1
WF138,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.5190,0.6636,3.4691,1
WF138,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.5190,0.6636,3.4585,0
WF138,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5190,0.6636,3.6213,1
WF139,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.6845,0.5578,3.6368,1
WF139,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6845,0.5578,3.6433,1
WF139,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.6845,0.5578,3.8525,1
WF140,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.6404,0.4225,3.5564,1
WF140,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6404,0.4225,3.5831,0
WF140,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.6404,0.4225,3.8392,0
WF141,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.3214,0.4607,3.2684,0
WF141,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.3214,0.4607,3.5446,0
WF141,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.3214,0.4607,3.5703,1
WF142,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.3051,0.6927,3.2314,1
WF142,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.3051,0.6927,3.3088,1
WF142,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.3051,0.6927,3.4640,1
WF143,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.6182,0.5823,3.4824,1
WF143,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.6182,0.5823,3.4895,0
WF143,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.6182,0.5823,3.8151,0
WF144,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5850,0.3303,3.6379,1
WF144,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.5850,0.3303,3.7190,0
WF144,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5850,0.3303,3.6263,0
WF145,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.6679,0.4703,3.5440,0
WF145,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6679,0.4703,3.6459,0
WF145,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.6679,0.4703,3.8668,1
WF146,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.3421,0.4204,3.2670,1
WF146,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.3421,0.4204,3.3640,1
WF146,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.3421,0.4204,3.6463,0
WF147,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7253,0.6369,3.6746,1
WF147,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.7253,0.6369,3.6098,1
WF147,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.7253,0.6369,3.7351,1
WF148,woman,2021,high_premium_management,0.7200,0.4000,0.3400,0.4464,0.6845,3.5765,1
WF148,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.4464,0.6845,3.4590,1
WF148,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.4464,0.6845,3.4874,1
WF149,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.9149,0.6320,3.6352,0
WF149,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.9149,0.6320,3.6906,1
WF149,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.9149,0.6320,3.9486,0
WF150,woman,2021,high_premium_management,0.7200,0.4000,0.3400,0.8552,0.7256,3.8161,0
WF150,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.8552,0.7256,3.7328,1
WF150,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.8552,0.7256,3.7344,1
WF151,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.8592,0.3913,3.6885,1
WF151,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.8592,0.3913,3.9171,0
WF151,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.8592,0.3913,3.7608,1
WF152,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.4901,0.3881,3.4490,1
WF152,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.4901,0.3881,3.4382,0
WF152,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.4901,0.3881,3.5515,1
WF153,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.5411,0.7179,3.3647,1
WF153,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.5411,0.7179,3.4257,1
WF153,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.5411,0.7179,3.5230,1
WF154,woman,2021,high_premium_management,0.7200,0.4000,0.3400,0.4732,0.4016,3.5499,0
WF154,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.4732,0.4016,3.3944,0
WF154,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.4732,0.4016,3.5651,1
WF155,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.2822,0.4949,3.2141,1
WF155,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.2822,0.4949,3.4104,0
WF155,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.2822,0.4949,3.3599,1
WF156,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.3541,0.6612,3.2448,1
WF156,woman,2022,high_premium_technical,0.6200,0.4600,0.3000,0.3541,0.6612,3.5141,1
WF156,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.3541,0.6612,3.5358,1
WF157,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.3965,0.6355,3.4517,1
WF157,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.3965,0.6355,3.3946,0
WF157,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.3965,0.6355,3.6327,0
WF158,woman,2021,high_premium_management,0.7200,0.4000,0.3400,0.6235,0.5807,3.6360,0
WF158,woman,2022,high_premium_technical,0.6200,0.4600,0.3000,0.6235,0.5807,3.7246,1
WF158,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.6235,0.5807,3.7963,0
WF159,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.5480,0.4750,3.4546,0
WF159,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5480,0.4750,3.5275,1
WF159,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5480,0.4750,3.6147,1
WF160,woman,2021,high_premium_management,0.7200,0.4000,0.3400,0.3275,0.6573,3.4643,1
WF160,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.3275,0.6573,3.3908,1
WF160,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.3275,0.6573,3.4112,1
WF161,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.1945,0.5397,3.1971,1
WF161,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.1945,0.5397,3.2809,0
WF161,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.1945,0.5397,3.5459,0
WF162,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.8059,0.5506,3.5359,0
WF162,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.8059,0.5506,3.8415,1
WF162,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.8059,0.5506,3.8687,0
WF163,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.3207,0.4907,3.2759,0
WF163,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.3207,0.4907,3.5492,0
WF163,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.3207,0.4907,3.5945,1
WF164,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.6263,0.3623,3.4804,0
WF164,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6263,0.3623,3.5858,1
WF164,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.6263,0.3623,3.7911,0
WF165,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.3008,0.5354,3.2563,1
WF165,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.3008,0.5354,3.3357,0
WF165,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.3008,0.5354,3.3663,1
WF166,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.4452,0.4775,3.3497,1
WF166,woman,2022,high_premium_technical,0.6200,0.4600,0.3000,0.4452,0.4775,3.6186,0
WF166,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.4452,0.4775,3.6374,1
WF167,woman,2021,high_premium_management,0.7200,0.4000,0.3400,0.6291,0.6424,3.6296,1
WF167,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.6291,0.6424,3.5263,0
WF167,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.6291,0.6424,3.6210,1
WF168,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.6019,0.3994,3.6013,0
WF168,woman,2022,high_premium_technical,0.6200,0.4600,0.3000,0.6019,0.3994,3.6650,0
WF168,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.6019,0.3994,3.5890,0
WF169,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.3422,0.3647,3.3382,0
WF169,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.3422,0.3647,3.4054,0
WF169,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.3422,0.3647,3.4464,0
WF170,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.3659,0.4831,3.2510,1
WF170,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.3659,0.4831,3.3707,1
WF170,woman,2023,low_premium_services,0.1000,0.7400,0.4800,0.3659,0.4831,3.4302,0
WF171,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.6973,0.7602,3.6841,0
WF171,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.6973,0.7602,3.5360,1
WF171,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.6973,0.7602,3.6920,1
WF172,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.6066,0.3112,3.3981,0
WF172,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.6066,0.3112,3.5275,1
WF172,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.6066,0.3112,3.8280,1
WF173,woman,2021,high_premium_management,0.7200,0.4000,0.3400,0.5777,0.5395,3.6332,1
WF173,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5777,0.5395,3.5621,1
WF173,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5777,0.5395,3.7693,0
WF174,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.5366,0.7690,3.3430,1
WF174,woman,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5366,0.7690,3.5123,0
WF174,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5366,0.7690,3.6789,0
WF175,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.4221,0.5119,3.4819,0
WF175,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.4221,0.5119,3.6314,0
WF175,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.4221,0.5119,3.7160,0
WF176,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.5229,0.5249,3.4887,1
WF176,woman,2022,high_premium_technical,0.6200,0.4600,0.3000,0.5229,0.5249,3.6171,0
WF176,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.5229,0.5249,3.7719,1
WF177,woman,2021,mid_premium_public,0.3200,0.6600,0.5500,0.6882,0.3039,3.5420,0
WF177,woman,2022,low_premium_services,0.1000,0.7400,0.4800,0.6882,0.3039,3.5443,1
WF177,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.6882,0.3039,3.7123,1
WF178,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.3801,0.5737,3.2767,0
WF178,woman,2022,high_premium_technical,0.6200,0.4600,0.3000,0.3801,0.5737,3.5295,1
WF178,woman,2023,high_premium_technical,0.6200,0.4600,0.3000,0.3801,0.5737,3.5872,1
WF179,woman,2021,low_premium_services,0.1000,0.7400,0.4800,0.5399,0.6084,3.4190,1
WF179,woman,2022,high_premium_technical,0.6200,0.4600,0.3000,0.5399,0.6084,3.6398,1
WF179,woman,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5399,0.6084,3.6284,1
WF180,woman,2021,high_premium_technical,0.6200,0.4600,0.3000,0.4366,0.5073,3.5251,0
WF180,woman,2022,high_premium_management,0.7200,0.4000,0.3400,0.4366,0.5073,3.6213,0
WF180,woman,2023,high_premium_management,0.7200,0.4000,0.3400,0.4366,0.5073,3.7267,0
WF181,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.6273,0.4323,3.6793,0
WF181,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.6273,0.4323,3.5663,1
WF181,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.6273,0.4323,3.7332,1
WF182,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.4918,0.6903,3.5617,1
WF182,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.4918,0.6903,3.4405,1
WF182,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.4918,0.6903,3.4958,0
WF183,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.8436,0.0758,3.6635,1
WF183,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.8436,0.0758,3.9353,1
WF183,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.8436,0.0758,3.7933,1
WF184,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5246,0.4750,3.5714,0
WF184,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.5246,0.4750,3.4955,0
WF184,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5246,0.4750,3.7762,0
WF185,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.4533,0.5289,3.4457,1
WF185,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.4533,0.5289,3.5908,0
WF185,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.4533,0.5289,3.5094,1
WF186,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.5154,0.3171,3.3988,0
WF186,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5154,0.3171,3.5728,1
WF186,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5154,0.3171,3.6324,1
WF187,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7770,0.3437,3.7859,0
WF187,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.7770,0.3437,3.8878,1
WF187,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.7770,0.3437,3.8154,1
WF188,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.3341,0.5165,3.5431,0
