race_id,district_group,election_year,vote_margin,won_seat,next_vote_share,pre_turnout,party_strength,district_income,synthetic_candidate_quality,synthetic_true_effect
670,South,1996,0.03764,1,0.56037,0.52184,0.57414,51765.7,-1.05805,0.071
671,North,2008,-0.09216,0,0.41906,0.50464,0.5226,66982.48,-0.01516,0.055
672,South,1998,0.42187,1,0.68275,0.49702,0.62661,61599.85,1.56449,0.061
673,Coastal,2004,-0.05372,0,0.41482,0.50918,0.52404,72841.18,-1.21834,0.055
674,Central,2008,-0.12185,0,0.42232,0.42516,0.61945,48209.08,0.27794,0.055
675,Coastal,2000,0.1351,1,0.53369,0.50549,0.55655,64589.36,-0.72109,0.055
676,Mountain,1994,-0.04177,0,0.51324,0.52399,0.468,49988.1,-0.6488,0.065
677,South,2004,-0.20671,0,0.56233,0.50595,0.43638,51673.29,1.93445,0.061
678,North,1996,-0.33589,0,0.40597,0.55336,0.28217,61852.8,-0.35985,0.055
679,South,2006,-0.02456,0,0.47844,0.49488,0.469,48560.24,1.04289,0.071
680,North,1992,-0.12713,0,0.46123,0.64843,0.46738,50277.01,0.21464,0.055
681,Central,2000,-0.03747,0,0.61135,0.59383,0.53075,65459.83,0.105,0.065
682,North,2002,-0.07493,0,0.48321,0.6036,0.48388,56722.03,-1.42704,0.055
683,South,2006,0.10774,1,0.59829,0.59335,0.52323,73613.85,-0.92094,0.061
684,North,2004,-0.22012,0,0.37414,0.64388,0.35063,55919.28,-1.00584,0.055
685,South,2006,0.0493,1,0.55765,0.48588,0.44569,45391.44,0.45628,0.071
686,North,1996,0.00288,1,0.60131,0.57308,0.46105,65772.09,-0.7413,0.065
687,Coastal,2008,-0.08236,0,0.41229,0.57596,0.53984,78641.9,-0.93765,0.055
688,North,2002,0.11518,1,0.50586,0.62476,0.51189,55633.68,-0.74993,0.055
689,Central,1996,0.25585,1,0.60582,0.49593,0.7671,60213.37,1.16688,0.055
690,Mountain,1998,0.0117,1,0.57344,0.51609,0.4127,61224.56,-0.55278,0.065
691,Mountain,2010,-0.13442,0,0.48386,0.52677,0.40417,63767.27,-0.34566,0.055
692,Central,1998,-0.08047,0,0.47818,0.55603,0.48087,56528.4,-0.97063,0.055
693,Central,1992,0.65,1,0.57819,0.58998,0.62383,66690.66,0.01785,0.055
694,Coastal,2004,0.04886,1,0.60295,0.56196,0.68791,62886.25,-1.08072,0.065
695,Coastal,1998,0.17624,1,0.42333,0.54755,0.60157,60187.24,0.17102,0.055
696,North,2004,0.23958,1,0.62612,0.55069,0.6009,59798.18,-1.34097,0.055
697,South,1998,-0.03804,0,0.52242,0.56299,0.48463,56259.95,-1.90729,0.071
698,Central,2006,-0.10909,0,0.47234,0.54897,0.43119,58116.05,1.87188,0.055
699,South,1996,0.55451,1,0.65222,0.55584,0.57,59175.88,-0.64685,0.061
700,Central,1992,0.05991,1,0.57358,0.60369,0.57915,69822.85,-0.03296,0.055
701,Central,2000,0.29777,1,0.5925,0.49691,0.62026,60020.81,1.73451,0.055
702,Mountain,2012,-0.05121,0,0.40321,0.56405,0.48954,59324.43,-0.89576,0.055
703,South,2012,-0.13651,0,0.4436,0.48407,0.54447,54592.02,-0.53439,0.061
704,South,1996,0.0585,1,0.57551,0.4431,0.57817,46550.36,0.93818,0.061
705,Central,2004,0.28698,1,0.59555,0.58398,0.58997,61044.76,2.00507,0.055
706,South,2004,0.00273,1,0.57117,0.51609,0.51457,63461.12,-0.56605,0.071
707,Central,2008,0.01449,1,0.6226,0.54834,0.44419,64589.85,-1.53015,0.065
708,Central,2002,-0.12193,0,0.50613,0.54364,0.28395,68923.11,0.5548,0.055
709,South,2004,-0.08008,0,0.47099,0.51534,0.44441,47860.46,-0.90309,0.061
710,South,2012,0.08978,1,0.58303,0.42229,0.65453,50670.46,-0.05691,0.061
711,Coastal,2008,0.06668,1,0.52956,0.5657,0.59377,67638.08,0.40069,0.055
712,North,1994,-0.38919,0,0.32952,0.55508,0.54779,77561.85,-0.4641,0.055
713,Mountain,1992,0.09395,1,0.50605,0.47432,0.46639,62000.69,-0.59385,0.055
714,North,1994,0.14319,1,0.56709,0.51957,0.60619,34220.4,-0.35596,0.055
715,Coastal,2006,-0.31019,0,0.4034,0.54609,0.52182,64831.56,-0.43424,0.055
716,Coastal,2008,0.00479,1,0.55294,0.53547,0.61944,59255.59,-1.30936,0.065
717,Central,2006,0.19151,1,0.57572,0.57175,0.48492,49948.72,1.38184,0.055
718,North,2002,0.07608,1,0.62606,0.60586,0.53893,62950.48,1.3578,0.055
719,Mountain,1992,-0.16168,0,0.49072,0.46528,0.57627,46769.46,0.90668,0.055
720,Coastal,2000,-0.11819,0,0.56547,0.4803,0.54326,70891.21,0.55677,0.055
721,South,2010,-0.13117,0,0.43859,0.58883,0.35492,61183.06,-1.03891,0.061
722,South,1992,0.11188,1,0.54293,0.52797,0.53764,67619.48,-1.47853,0.061
723,North,1996,0.00299,1,0.55253,0.53545,0.48312,54480.66,-0.87455,0.065
724,South,2000,0.01197,1,0.58967,0.56121,0.60891,53273.35,1.10535,0.071
725,Mountain,1998,-0.08501,0,0.48993,0.50445,0.42202,52488.7,-1.7645,0.055
726,Central,1996,-0.13825,0,0.45418,0.46323,0.43667,58850.32,-1.18358,0.055
727,South,2004,0.03857,1,0.51937,0.56138,0.48491,55125.59,-0.22608,0.071
728,North,2012,0.15568,1,0.65713,0.52744,0.61651,61205.09,-0.70098,0.055
729,Coastal,2012,-0.3026,0,0.43045,0.52683,0.40683,63269.47,0.12588,0.055
730,South,2006,-0.35629,0,0.29989,0.58821,0.43697,53705.83,-1.01721,0.061
731,North,2006,-0.24955,0,0.37229,0.55911,0.3858,76442.84,0.94232,0.055
732,South,2002,-0.05155,0,0.59714,0.53905,0.59894,47211.46,0.76035,0.061
733,Mountain,2012,-0.06663,0,0.42774,0.51803,0.28109,46807.56,0.37883,0.055
734,South,2010,-0.24988,0,0.41873,0.50833,0.4398,59109.2,0.63457,0.061
735,Coastal,2010,0.03198,1,0.47524,0.55207,0.58388,72174.02,0.98042,0.065
736,South,2012,0.085,1,0.49901,0.50024,0.50175,38927.88,1.30667,0.061
737,South,1994,-0.31112,0,0.33046,0.51006,0.39844,59136.53,-0.10702,0.061
738,Central,2012,0.06141,1,0.60721,0.53862,0.45321,66548.86,-1.34938,0.055
739,Coastal,2008,-0.1821,0,0.38678,0.50915,0.49137,62608.47,0.6265,0.055
740,Central,1998,0.07218,1,0.41524,0.46838,0.51988,58375.04,0.50663,0.055
741,Mountain,2004,-0.04679,0,0.48097,0.6018,0.45012,58658.59,1.02686,0.065
742,North,1996,-0.05206,0,0.45411,0.59546,0.52462,52900.44,-0.84735,0.055
743,Coastal,2006,0.01694,1,0.60944,0.58185,0.53771,68673.26,0.67669,0.065
744,South,1996,0.19643,1,0.59342,0.50466,0.63432,60667.21,0.89306,0.061
745,North,2006,0.08175,1,0.52566,0.57493,0.5902,61472.19,-0.09394,0.055
746,South,2006,0.43054,1,0.64834,0.57166,0.71436,57539.86,-1.58259,0.061
747,South,2012,0.01928,1,0.49206,0.52629,0.45118,45627.68,-0.60683,0.071
748,Mountain,2004,0.15137,1,0.57197,0.52185,0.40657,53645.39,-0.98911,0.055
749,North,2004,-0.02104,0,0.53595,0.52027,0.53624,69138.35,-0.48196,0.065
750,North,2010,0.00859,1,0.56899,0.54735,0.42682,59623.12,-0.19885,0.065
751,Coastal,1996,-0.02252,0,0.56437,0.57706,0.6856,58598.18,0.83296,0.065
752,Central,2004,0.27779,1,0.59004,0.54992,0.5654,60104.69,1.99266,0.055
753,Coastal,2008,0.40731,1,0.62403,0.54891,0.64794,65317.61,-0.77478,0.055
754,North,2010,0.43157,1,0.61924,0.62953,0.65269,65026.38,0.33357,0.055
755,North,1996,0.01532,1,0.59575,0.59322,0.48615,63274.76,0.9011,0.065
756,Coastal,1996,-0.06565,0,0.4676,0.57631,0.48809,63258.53,1.54815,0.055
757,Mountain,2012,-0.05838,0,0.39045,0.48347,0.43318,61083.54,0.23003,0.055
758,Mountain,1996,-0.16813,0,0.5138,0.48684,0.38376,51884.07,0.44838,0.055
759,Central,2002,0.29946,1,0.61512,0.54664,0.62136,65962.44,-0.53322,0.055
760,Central,1998,-0.14837,0,0.38619,0.53012,0.33694,47600.19,-1.15803,0.055
761,Mountain,1996,-0.41776,0,0.41556,0.52199,0.32931,61669.27,0.68302,0.055
762,Coastal,2012,-0.23193,0,0.36417,0.49088,0.5232,57376.07,1.0691,0.055
763,Coastal,2008,0.00557,1,0.57743,0.5078,0.60344,73106.77,-0.8367,0.065
764,Central,1992,-0.03367,0,0.40975,0.52054,0.57978,60965.87,-0.45527,0.065
765,South,2000,-0.09363,0,0.50278,0.50021,0.48183,53129.57,0.10187,0.061
766,Mountain,2008,-0.12154,0,0.42894,0.55191,0.31693,52319.64,0.18025,0.055
767,Coastal,2012,-0.04122,0,0.54757,0.50995,0.53641,59855.14,1.74106,0.065
768,South,1992,-0.1159,0,0.50248,0.48515,0.54247,52506.91,0.57386,0.061
769,Coastal,1992,0.05107,1,0.52589,0.59289,0.58839,74396.92,0.70787,0.055
770,Mountain,1998,-0.0268,0,0.46157,0.55089,0.46195,61464.09,0.27347,0.065
771,Mountain,1992,-0.06257,0,0.43516,0.48844,0.33167,58974.46,0.40234,0.055
772,Central,1998,0.00741,1,0.59882,0.59196,0.46454,66100.26,-1.69771,0.065
773,North,2006,-0.06027,0,0.43716,0.52033,0.44866,58711.93,0.93195,0.055
774,North,2008,-0.02208,0,0.45086,0.57776,0.55103,47797.49,0.80695,0.065
775,Coastal,1996,-0.01986,0,0.46205,0.50876,0.49332,71652.69,0.6744,0.065
776,Mountain,2006,0.25556,1,0.70329,0.54499,0.53374,65005.57,0.84738,0.055
777,Central,2012,0.03808,1,0.55343,0.54737,0.48692,63625.87,-0.27524,0.065
778,Coastal,2012,-0.09641,0,0.51365,0.51579,0.70669,66781.51,0.57774,0.055
779,Coastal,2000,-0.18037,0,0.39041,0.55149,0.47822,64340.11,-1.7506,0.055
780,South,2000,-0.47524,0,0.38933,0.56221,0.2424,61942.58,1.20294,0.061
781,Central,1998,-0.06393,0,0.5049,0.58329,0.54702,59486.72,1.1849,0.055
782,Coastal,1996,0.18203,1,0.49933,0.56088,0.51367,73217.3,0.38236,0.055
783,Coastal,1994,0.25289,1,0.55084,0.53092,0.69499,68089.34,1.06644,0.055
784,South,2002,0.24176,1,0.56703,0.56083,0.48881,50967.77,-0.97549,0.061
785,Mountain,2004,0.0908,1,0.52521,0.53899,0.55035,70767.68,0.08413,0.055
786,South,1992,-0.22138,0,0.41386,0.55027,0.3886,58254.4,-0.8266,0.061
787,South,2008,0.06473,1,0.6707,0.52499,0.62318,44528.03,0.33742,0.061
788,South,1994,-0.1243,0,0.44874,0.56115,0.44467,48915.42,-2.37467,0.061
789,Mountain,2000,-0.38068,0,0.45794,0.61735,0.38669,51590.75,0.60205,0.055
790,Central,2006,-0.22546,0,0.42527,0.55271,0.36063,51499.89,0.42402,0.055
791,Central,1996,0.58434,1,0.64095,0.58115,0.67147,56457.5,0.0128,0.055
792,Coastal,1994,-0.37383,0,0.34215,0.55596,0.53083,66374.17,0.06217,0.055
793,Mountain,2010,0.05181,1,0.52156,0.49174,0.36213,46583.65,0.92858,0.055
794,South,2002,0.0826,1,0.53502,0.49544,0.48542,49569.41,1.15945,0.061
795,North,2012,0.1286,1,0.61007,0.55034,0.62362,54659.41,-0.60087,0.055
796,Coastal,2002,-0.01671,0,0.44652,0.52136,0.63849,64916.7,0.59266,0.065
797,South,2000,-0.05003,0,0.38627,0.48832,0.43169,48120.45,-0.30367,0.061
798,North,1998,0.01476,1,0.51761,0.58938,0.6488,51471.95,1.51395,0.065
799,Central,2012,-0.0391,0,0.4749,0.56288,0.47619,53842.38,-1.02829,0.065
800,South,2012,-0.17176,0,0.3597,0.56928,0.40138,51530.2,-0.52644,0.061
801,Coastal,2008,0.37476,1,0.6567,0.64502,0.61191,70113.17,-0.74104,0.055
802,North,1994,0.00742,1,0.50808,0.6737,0.52573,50590.05,1.49739,0.065
803,South,1994,-0.02846,0,0.4548,0.50678,0.49951,45141.69,-0.96979,0.071
804,Coastal,2008,0.0939,1,0.64656,0.52866,0.57931,71931.75,0.5324,0.055
805,Mountain,2006,0.0492,1,0.55229,0.60367,0.43574,67238.41,1.01203,0.065
806,Mountain,1994,0.04243,1,0.60955,0.57839,0.56421,46311.74,0.71372,0.065
807,South,2012,-0.13628,0,0.36245,0.55549,0.45345,49700.91,-0.85017,0.061
808,North,2010,0.02523,1,0.61372,0.58284,0.70817,65510.19,2.04878,0.065
809,Coastal,1994,-0.04936,0,0.47951,0.41949,0.6142,66255.03,-0.57883,0.065
810,Central,1998,0.2775,1,0.65095,0.51267,0.63619,50960.41,-1.78629,0.055
811,North,1996,-0.24781,0,0.50913,0.54928,0.484,61597.25,-0.2767,0.055
812,South,1996,0.01597,1,0.54093,0.54743,0.44999,45967.43,1.15809,0.071
813,Central,2010,0.09757,1,0.53432,0.55858,0.54942,64355.44,-1.85519,0.055
814,Coastal,1992,-0.2341,0,0.47125,0.44635,0.61281,67720.68,0.03728,0.055
815,Coastal,2004,-0.35649,0,0.33241,0.47729,0.40417,55467.78,-0.25733,0.055
816,North,2012,0.14351,1,0.55153,0.56214,0.61014,59876.51,0.53446,0.055
817,South,1994,-0.12771,0,0.3585,0.49662,0.41982,50384.99,-0.43801,0.061
818,Central,1996,0.4169,1,0.65981,0.61816,0.6642,54460.05,-0.50608,0.055
819,North,2000,-0.009,0,0.54016,0.51139,0.41482,58101.69,0.616,0.065
820,Coastal,1998,-0.09806,0,0.42413,0.54711,0.46454,67798.15,-0.52749,0.055
821,Coastal,2010,-0.01956,0,0.47805,0.53766,0.58009,61967.79,-0.16191,0.065
822,South,1998,-0.06358,0,0.46738,0.48011,0.45923,44929.18,0.0732,0.061
823,North,2002,-0.01388,0,0.40271,0.57135,0.4819,58261.63,1.08249,0.065
824,Coastal,2002,0.06227,1,0.52531,0.51104,0.5225,68906.21,0.34218,0.055
825,North,2010,-0.04359,0,0.52351,0.61105,0.51376,77256.98,-0.92981,0.065
826,Central,1994,0.04807,1,0.51217,0.50971,0.55598,66195.7,2.21886,0.065
827,Mountain,1992,0.29634,1,0.61462,0.49807,0.57509,68366.18,1.24967,0.055
828,South,1992,-0.1787,0,0.41688,0.48004,0.54361,50355.42,0.26998,0.061
829,Central,1996,0.22693,1,0.54424,0.61575,0.73843,51593.27,-1.60971,0.055
830,Coastal,2012,-0.04912,0,0.49319,0.45619,0.43953,70718.09,0.42918,0.065
831,Coastal,2008,-0.05886,0,0.53047,0.54695,0.55758,78284.74,-0.3797,0.055
832,South,2008,-0.06686,0,0.45243,0.53626,0.54082,47936.29,-1.58563,0.061
833,Coastal,1996,0.02169,1,0.53769,0.52845,0.55504,55408.75,-0.65311,0.065
834,North,2004,0.07189,1,0.47538,0.58111,0.51366,44399.07,0.68149,0.055
835,Coastal,2002,-0.05378,0,0.53237,0.56411,0.57541,76285.89,0.75404,0.055
836,North,1994,0.11645,1,0.67453,0.52482,0.6457,42871.51,0.05254,0.055
837,South,2010,0.10625,1,0.60591,0.55791,0.68232,45351.4,0.2775,0.061
838,North,2000,-0.10011,0,0.43097,0.54124,0.45588,67001.47,-0.97089,0.055
839,North,1998,0.0481,1,0.52532,0.57604,0.59345,62110.85,1.30499,0.065
840,North,1996,0.02117,1,0.63601,0.5246,0.66357,50519.56,2.03555,0.065
841,Mountain,1998,-0.06226,0,0.42263,0.46171,0.40569,54561.34,1.28372,0.055
842,Coastal,2000,0.10854,1,0.53127,0.56651,0.59953,69747.07,-2.05556,0.055
843,Mountain,2000,-0.25492,0,0.34114,0.55986,0.38344,66127.93,1.49763,0.055
844,Mountain,2010,-0.07412,0,0.38808,0.54542,0.39266,73547.45,0.31465,0.055
845,North,2000,-0.03464,0,0.44131,0.59318,0.2955,73617.08,0.2397,0.065
846,North,2000,0.00749,1,0.45996,0.57715,0.52289,55057.02,-0.93713,0.065
847,Coastal,1996,0.08589,1,0.46621,0.48698,0.59699,74981.64,-0.08655,0.055
848,North,2004,0.01488,1,0.47816,0.55496,0.5829,66547.66,0.72945,0.065
849,North,2004,0.1777,1,0.48491,0.55991,0.46598,57486.91,-2.75246,0.055
850,Coastal,1994,-0.07967,0,0.46608,0.49513,0.36418,65101.09,0.45224,0.055
851,South,2002,-0.33903,0,0.37109,0.50314,0.36021,46332.79,-0.01856,0.061
852,North,2004,-0.0188,0,0.43298,0.65385,0.53938,50124.0,0.52758,0.065
853,South,2010,-0.24831,0,0.39386,0.52258,0.46529,49493.84,1.20171,0.061
854,Mountain,2004,0.04198,1,0.584,0.48617,0.58878,65824.87,-0.45853,0.065
855,Coastal,2010,0.15713,1,0.57585,0.48959,0.67731,63792.15,0.21675,0.055
856,Coastal,2004,0.09836,1,0.58036,0.54418,0.60408,65832.91,1.64058,0.055
857,Central,2000,-0.22653,0,0.36416,0.55404,0.4167,54219.21,-1.19421,0.055
858,South,1992,-0.1078,0,0.43191,0.53728,0.43427,35885.64,0.27773,0.061
859,Central,2002,-0.01668,0,0.45738,0.52514,0.50797,56675.75,-0.53429,0.065
860,Coastal,2012,-0.03526,0,0.46165,0.54316,0.46712,73350.92,0.18675,0.065
861,Mountain,1996,-0.18364,0,0.44889,0.46912,0.39097,50363.36,-1.55979,0.055
862,South,2006,-0.08714,0,0.45556,0.57526,0.42261,42171.49,1.12497,0.061
863,South,2012,-0.01381,0,0.49895,0.48959,0.45744,46464.32,0.07364,0.071
864,South,2012,-0.0369,0,0.52713,0.43575,0.34944,49966.25,1.42124,0.071
865,Central,1994,-0.18134,0,0.60357,0.56001,0.45977,56357.04,0.80959,0.055
866,Coastal,2006,0.0621,1,0.61416,0.51433,0.62653,66759.61,0.12744,0.055
867,Central,1994,0.24366,1,0.69552,0.5577,0.582,59758.89,-0.31473,0.055
868,Coastal,2012,-0.10372,0,0.46161,0.53055,0.57446,70847.16,-1.51236,0.055
869,Coastal,2004,0.03165,1,0.51621,0.47392,0.53233,55791.29,-0.88899,0.065
870,Mountain,1998,-0.08026,0,0.57198,0.44639,0.4665,51273.76,2.35947,0.055
871,North,2012,0.0893,1,0.44215,0.55594,0.50253,62120.69,-0.65456,0.055
872,South,1998,-0.02105,0,0.40594,0.45496,0.4757,47614.68,0.26917,0.071
873,North,1992,0.01769,1,0.50979,0.51415,0.48118,56056.94,-0.68926,0.065
874,Mountain,2010,-0.03201,0,0.56539,0.50715,0.53273,61400.99,0.62215,0.065
875,North,1994,0.21326,1,0.62442,0.53611,0.5055,53395.19,-0.57998,0.055
876,Central,2000,-0.03867,0,0.49695,0.5817,0.4347,48257.44,-0.54815,0.065
877,South,1992,-0.37284,0,0.32122,0.48986,0.4562,39787.36,-0.27108,0.061
878,South,1996,-0.01234,0,0.48083,0.43672,0.59505,54904.18,1.43105,0.071
879,Central,2002,-0.18987,0,0.47685,0.60014,0.58703,59897.81,-1.00288,0.055
880,South,2012,-0.42295,0,0.39253,0.47922,0.32571,51817.46,-0.059,0.061
881,Mountain,2006,-0.23459,0,0.29479,0.47479,0.37084,70958.99,0.36641,0.055
882,Mountain,2010,0.06838,1,0.57049,0.59507,0.49368,63965.47,0.98411,0.055
883,Coastal,2000,0.02006,1,0.5907,0.41275,0.5986,68905.93,-0.27879,0.065
884,South,2002,0.1414,1,0.60416,0.58476,0.59701,47479.09,2.58246,0.061
885,Central,2012,-0.32406,0,0.4017,0.57983,0.49007,53264.34,1.33504,0.055
886,North,1996,-0.05637,0,0.46025,0.62019,0.44846,57809.98,-0.01264,0.055
887,Central,1994,0.18866,1,0.50713,0.5208,0.50819,68910.29,0.21163,0.055
888,Central,2006,-0.06317,0,0.44092,0.48898,0.60327,50436.63,0.30711,0.055
889,Coastal,2012,-0.08593,0,0.5185,0.52904,0.70893,64061.01,0.65408,0.055
890,Mountain,1994,0.01804,1,0.56835,0.51381,0.43803,53883.76,-0.41306,0.065
891,North,2012,-0.33439,0,0.36541,0.58476,0.36699,57065.43,-0.453,0.055
892,Coastal,2012,0.05733,1,0.55559,0.58401,0.6624,71421.31,0.58569,0.055
893,Mountain,1992,-0.39022,0,0.42144,0.46515,0.42054,48485.46,-0.12631,0.055
894,North,2004,0.01218,1,0.63032,0.5149,0.60116,58596.36,2.29707,0.065
895,North,2010,-0.23007,0,0.46726,0.53416,0.44034,51580.05,-0.73793,0.055
896,North,1996,-0.02097,0,0.54724,0.67205,0.4768,57783.64,0.65551,0.065
897,North,2006,-0.05115,0,0.43855,0.53524,0.46212,54157.01,-1.28856,0.055
898,North,1996,0.06297,1,0.54354,0.52233,0.56649,57787.87,-0.49278,0.055
899,South,2000,-0.01156,0,0.47474,0.51799,0.60349,53206.73,0.66094,0.071
900,North,2000,0.14468,1,0.62858,0.61238,0.47355,58266.91,1.81676,0.055
901,Mountain,2004,0.09985,1,0.48955,0.54923,0.47047,60313.23,-0.86179,0.055
902,Coastal,1996,-0.12023,0,0.36695,0.53986,0.43967,61535.51,-0.84573,0.055
903,South,2008,-0.3658,0,0.34381,0.51362,0.27162,47643.5,-0.26217,0.061
904,Central,2012,-0.20462,0,0.34982,0.53489,0.44391,51218.47,-0.56054,0.055
905,South,2006,0.06938,1,0.54053,0.51382,0.61572,53642.2,0.02285,0.061
906,North,2010,0.09102,1,0.54961,0.59531,0.62708,58294.74,-1.55823,0.055
907,South,2012,-0.5554,0,0.38113,0.51361,0.32775,44577.78,0.46626,0.061
908,Coastal,1996,-0.11719,0,0.44649,0.51115,0.40333,61086.39,-0.04173,0.055
909,Mountain,2012,0.0164,1,0.56289,0.50648,0.41076,66148.29,-1.1673,0.065
910,Mountain,2000,-0.11535,0,0.52413,0.52516,0.49382,52967.85,-0.56951,0.055
911,South,2010,-0.53151,0,0.31333,0.53057,0.29048,60158.07,-0.45185,0.061
912,North,2000,-0.01986,0,0.55162,0.51999,0.52018,67564.16,-1.23857,0.065
913,South,1998,0.00805,1,0.53305,0.55615,0.37008,60999.21,0.71606,0.071
914,North,2006,-0.02534,0,0.47417,0.63115,0.59741,49081.52,0.94471,0.065
915,Central,2010,0.18335,1,0.52141,0.56058,0.67941,58453.94,-0.89635,0.055
916,South,1998,-0.11158,0,0.49811,0.5051,0.41223,57480.39,1.41836,0.061
917,North,2012,0.28189,1,0.55311,0.54477,0.57778,58376.25,0.97064,0.055
918,South,2002,-0.12455,0,0.43902,0.59175,0.35308,50720.07,0.02492,0.061
919,South,1992,0.07367,1,0.45763,0.50524,0.58491,45367.48,0.42595,0.061
920,South,2008,0.06797,1,0.4055,0.45074,0.42547,49775.46,-0.98702,0.061
921,Mountain,2008,-0.00928,0,0.46328,0.56967,0.48051,65781.99,-0.61157,0.065
922,Central,2006,-0.05185,0,0.51519,0.6116,0.52795,41767.37,0.8157,0.055
923,North,2008,0.07517,1,0.56574,0.57548,0.53384,64647.38,1.36522,0.055
924,North,2008,-0.44643,0,0.29339,0.55174,0.30005,60849.53,-0.8334,0.055
925,North,1996,-0.0667,0,0.45548,0.59398,0.56951,52831.42,-1.03281,0.055
926,Central,2002,0.06129,1,0.56729,0.59304,0.68998,63797.17,1.17389,0.055
927,Central,2000,0.22531,1,0.60591,0.50181,0.67932,51473.64,1.36401,0.055
928,North,2012,-0.08144,0,0.44651,0.51469,0.49915,53466.65,-0.98025,0.055
929,Coastal,2006,-0.2063,0,0.40273,0.56204,0.52306,75046.03,-0.70913,0.055
930,North,1994,0.16376,1,0.677,0.60948,0.58152,50472.78,0.40712,0.055
931,Coastal,2012,0.00272,1,0.50135,0.62962,0.60815,70319.75,-0.98746,0.065
932,Coastal,2010,-0.13325,0,0.54575,0.56918,0.48641,75286.49,1.46471,0.055
933,Central,2004,-0.01633,0,0.37641,0.62205,0.51688,54547.55,-0.16735,0.065
934,Mountain,2000,0.1659,1,0.59574,0.54491,0.56254,62206.67,0.32453,0.055
935,Central,2002,0.00231,1,0.51672,0.506,0.52839,45746.09,-0.5715,0.065
936,Coastal,1998,0.11643,1,0.58201,0.61926,0.61072,67501.54,-0.15448,0.055
937,South,1998,0.02378,1,0.51598,0.47714,0.55525,59052.95,-0.06885,0.071
938,Mountain,2002,0.38889,1,0.642,0.59998,0.61864,61028.31,0.19879,0.055
939,South,1992,-0.00513,0,0.48256,0.55314,0.44319,57069.7,-0.13254,0.071
940,Coastal,2000,-0.01163,0,0.42096,0.5022,0.41323,59778.51,0.49764,0.065
941,North,1996,0.37381,1,0.5688,0.63287,0.73753,56716.79,1.11015,0.055
942,Mountain,1994,-0.00015,0,0.50437,0.51273,0.36326,61854.58,1.14172,0.065
943,South,1992,-0.05633,0,0.5326,0.49057,0.54284,46065.33,0.39675,0.061
944,South,2010,-0.02519,0,0.51617,0.55456,0.45912,54197.88,-0.89288,0.071
945,Mountain,1998,-0.07453,0,0.45124,0.50007,0.37424,50200.62,-0.97106,0.055
946,Mountain,2012,-0.02539,0,0.42895,0.61673,0.4259,61321.04,-1.01951,0.065
947,Central,1992,0.03411,1,0.58076,0.49506,0.48386,61217.61,-1.09492,0.065
948,North,2006,-0.17126,0,0.42758,0.56855,0.51033,60236.42,-0.40064,0.055
949,Coastal,1992,-0.06484,0,0.35224,0.5299,0.47343,68428.53,0.15227,0.055
950,North,1992,0.08817,1,0.57447,0.49066,0.54943,58958.37,1.48926,0.055
951,North,2004,-0.08746,0,0.44995,0.57089,0.4463,46815.75,1.09579,0.055
952,South,2004,0.06566,1,0.50478,0.4763,0.49113,50494.13,0.33633,0.061
953,Mountain,1998,0.02156,1,0.50913,0.58491,0.41694,65099.42,0.44533,0.065
954,Coastal,2006,0.10562,1,0.68173,0.52087,0.67551,69668.95,-0.65994,0.055
955,Mountain,2006,0.04528,1,0.52962,0.43978,0.55468,46883.12,-0.66004,0.065
956,Mountain,1996,-0.04965,0,0.46275,0.46986,0.42569,58028.35,-1.21761,0.065
957,South,2002,0.0479,1,0.7239,0.46503,0.71179,55733.24,1.81701,0.071
958,North,2012,0.02157,1,0.56782,0.64397,0.41371,63595.98,2.01009,0.065
959,North,1998,0.04251,1,0.50086,0.51092,0.62049,55768.6,-1.79277,0.065
960,Coastal,2010,0.05006,1,0.60345,0.5372,0.5509,69769.0,0.84771,0.055
961,Central,2000,0.04434,1,0.54073,0.55442,0.38751,55023.91,-1.39233,0.065
962,South,1998,0.00509,1,0.56318,0.49929,0.45111,63977.96,-0.04168,0.071
963,South,2006,-0.01646,0,0.47123,0.49712,0.35562,61101.01,1.05106,0.071
964,Central,2008,-0.09048,0,0.33875,0.59238,0.3011,63961.55,-0.08121,0.055
965,Coastal,2002,-0.01617,0,0.44741,0.5966,0.47523,70359.49,-0.14882,0.065
966,South,2000,-0.0447,0,0.48429,0.50716,0.48814,41606.79,-0.3468,0.071
967,Central,1998,0.0641,1,0.56383,0.51728,0.58091,64297.58,0.47781,0.055
968,Central,2010,0.04841,1,0.50488,0.51131,0.41258,64872.37,-0.79213,0.065
969,South,2000,-0.1157,0,0.44563,0.53722,0.44994,49314.52,-0.61162,0.061
970,Coastal,2008,-0.06757,0,0.48841,0.544,0.57452,73019.6,-1.29629,0.055
971,South,2012,0.00513,1,0.49867,0.52218,0.54298,45035.71,-2.15925,0.071
972,Coastal,2002,0.03894,1,0.39903,0.5346,0.50786,66980.6,-1.42384,0.065
973,Coastal,2008,0.15703,1,0.50681,0.56719,0.51027,51862.58,-2.07652,0.055
974,Coastal,2002,0.34671,1,0.66609,0.5533,0.81776,74319.81,-0.26149,0.055
975,Coastal,1992,-0.05661,0,0.45988,0.57104,0.42693,78028.42,-1.30763,0.055
976,Coastal,2012,0.0411,1,0.53896,0.56359,0.59162,65261.45,-0.04975,0.065
