worker_id,year,weight,college,female,experience,region,occupation_group,hourly_wage,annual_hours,annual_earnings,log_hourly_wage,log_annual_earnings
2895,1990,0.5999724819086286,0,1,11,South,low_service,4.956687396601821,1677.7502870978374,8316.083702702937,1.6007376540282592,9.025946714187343
2896,1990,1.5250708641917603,0,0,19,South,low_service,9.328498435921913,2118.668370507659,19763.994580517923,2.23307406256328,9.891617105755824
2897,1990,0.9398601435028756,1,0,30,Midwest,high_abstract,17.80238240353581,1944.3185691402618,34613.50268213052,2.8793322912371484,10.451999135846355
2898,1990,1.4054715179792265,0,1,4,Midwest,middle_routine,12.241678847978253,2111.6613144726352,25850.279647473613,2.504846428461037,10.160076697962145
2899,1990,0.6960796390869256,1,1,2,West,low_service,11.73321825707973,1910.076108027176,22411.339863116256,2.4624239862525963,10.017322353634043
2900,1990,1.5288993706272973,1,0,38,Midwest,middle_routine,13.928341891890792,1900.4562680465053,26470.204651938577,2.6339257492561403,10.183775026658527
2901,1990,1.3448473722087106,1,0,29,Midwest,middle_routine,14.092918302392121,1820.4618473683113,25655.620087583447,2.6456724231580235,10.152517933326942
2902,1990,1.908166590046443,1,1,13,Midwest,middle_routine,14.872831712671445,1620.7746792811474,24105.50904910754,2.6995361735912553,10.090195684605023
2903,1990,0.749453031130089,1,0,37,Northeast,low_service,11.574224947441138,2005.4968226049311,23212.07135620793,2.4487806385460806,10.052427739414336
2904,1990,1.5098191387087114,1,1,22,Midwest,middle_routine,14.472187388114886,2067.88482702909,29926.81671380453,2.6722286963310893,10.306510237482529
2905,1990,1.4842574133090842,1,0,8,West,low_service,9.893284796547796,1910.9031167837632,18905.1087529526,2.2918562236097157,9.84718746891111
2906,1990,2.043844168300386,0,0,6,South,middle_routine,6.812590488814299,2067.9185479604866,14087.882231478288,1.9187724426628794,9.553070290649213
2907,1990,0.5772978251286847,0,0,26,West,middle_routine,14.15641865048101,2175.368899343391,30795.43285834113,2.6501681361121046,10.335121674146441
2908,1990,1.471779813749094,0,1,34,South,middle_routine,7.864849924708358,1729.749546194158,13604.220588149441,2.0624034549179355,9.518135360943393
2909,1990,1.3340043240332602,0,1,24,Midwest,high_abstract,9.999695798946373,2181.3369966529563,21812.706401516865,2.302554672425982,9.990247941433738
2910,1990,0.6927248996605071,1,0,36,South,high_abstract,23.430283900018555,2045.4920621862643,47926.45973225858,3.1540293693911754,10.777423026130398
2911,1990,0.671279690111369,1,1,12,Northeast,low_service,12.770607166317266,2029.5407231670633,25918.467303610025,2.5471462152193474,10.162711016912688
2912,1990,1.0243509736039405,1,0,37,South,low_service,14.479981876259346,1796.527840656437,26013.69057290055,2.672767135317239,10.166378238915463
2913,1990,0.8888151371772475,0,0,8,South,middle_routine,9.85249216516546,1786.0915726080968,17597.45322538933,2.287724434873862,9.77550946745286
2914,1990,1.952734839278479,0,0,37,West,middle_routine,11.751204289941956,1895.4853251855081,22274.23528484197,2.4639557280991613,10.011185921102875
2915,1990,1.7030038447087068,0,0,35,West,middle_routine,10.611399229342021,1852.9637547866555,19662.538159541815,2.3619288222852792,9.886470488091506
2916,1990,0.809928268265721,0,0,22,South,high_abstract,17.208169552781733,1794.2517267087924,30875.787933576292,2.845384245053901,10.337727593720476
2917,1990,1.6005981633861333,0,0,5,South,low_service,5.991735840245321,1912.0514524588373,11456.507216090737,1.7903811598368067,9.346313163367897
2918,1990,0.592674894192553,1,0,8,Midwest,low_service,9.961099055065004,2045.116759754176,20371.610623084925,2.298687412402813,9.92189757448416
2919,1990,0.9550540505718175,0,0,18,West,middle_routine,10.749946069766585,2036.1904139820408,21888.937138082634,2.3749007377951887,9.993736634659363
2920,1990,1.3595812492088744,1,0,40,Midwest,middle_routine,17.706158671173633,2001.6256571234458,35441.101485319916,2.8739125265840157,10.475627484521587
2921,1990,1.1654383373979718,1,0,14,South,middle_routine,14.544863202127141,1901.820909445471,27661.724962829405,2.6772378867552664,10.227804966355576
2922,1990,0.8656253890910739,1,1,34,South,middle_routine,16.614144199845754,2001.549670109768,33254.03484235738,2.810254392796919,10.411931387364177
2923,1990,1.1300884817077659,0,1,33,Midwest,middle_routine,11.482672478101657,1804.8182165002042,20724.136462583414,2.4408391580587674,9.939054312673829
2924,1990,1.266524299039058,0,0,33,West,high_abstract,11.511453415237145,1699.7775782031645,19566.910407750343,2.443342488891958,9.881595174025364
2925,1990,2.099376429038758,0,0,4,South,high_abstract,7.595984719198976,2201.8234043485336,16725.01693380613,2.027619781257518,9.724660897480588
2926,1990,1.4128721682066732,1,0,3,West,low_service,9.875167298758093,2068.3865819795938,20425.66353555491,2.2900232522900668,9.924547405641407
2927,1990,0.6349242010832433,0,0,2,South,low_service,7.313726790526261,1970.1184861537988,14408.90835269408,1.9897529647126089,9.575601929891725
2928,1990,0.5661023395199417,0,1,28,Midwest,high_abstract,10.337309810146383,1888.203029500591,19518.93970040458,2.3357596621294276,9.87914053986496
2929,1990,1.5703484367473788,0,1,39,West,middle_routine,8.384939571992895,1930.4357229549669,16186.586884593815,2.126437188569764,9.691938208177124
2930,1990,1.2121666755138678,0,0,5,Northeast,high_abstract,12.942142520787359,1689.1653771518666,21861.419052278987,2.5604888488435913,9.992478675098404
2931,1990,1.5905777314687675,0,1,17,Northeast,middle_routine,12.051485248234131,1920.4372003175708,23144.12058978726,2.4891879094559957,10.049496057054913
2932,1990,1.922347761417574,0,0,33,South,low_service,8.512422416106352,1796.4989718723646,15292.558118678331,2.1415265573203057,9.6351215915789
2933,1990,2.0159920154680178,1,1,9,South,middle_routine,10.012338958218448,2120.922009969471,21235.390067760312,2.3038182281920636,9.96342441167498
2934,1990,1.5991390030843822,1,0,38,South,high_abstract,14.937455894755425,2062.6539060371892,30810.801747575515,2.703871877035014,10.335620613568773
2935,1990,0.8913113580995964,0,1,20,Midwest,low_service,9.992549434117596,2111.876640808179,21103.031732033938,2.301839758713206,9.957171993125254
2936,1990,0.646647831571101,0,0,32,Midwest,middle_routine,16.62707417657367,1660.4067572857698,27607.706316674652,2.8110323412603964,10.225850227104432
2937,1990,1.5580818023682381,0,0,39,West,low_service,15.265969922266555,2129.0477053605628,32501.978233104976,2.7256261631310883,10.389056235176326
2938,1990,0.9822144812835946,0,0,16,Northeast,middle_routine,11.395630834693955,2147.992418818544,24477.728640577454,2.433230021822956,10.105518948031397
2939,1990,1.118319462998532,0,0,18,South,middle_routine,16.652354696328352,1896.049613976601,31573.69069377481,2.8125516296300384,10.360079479811814
2940,1990,2.0569154702645287,0,0,7,South,middle_routine,7.169236591143208,1934.4039155868409,13868.199333675877,1.9697991762990106,9.537353680344236
2941,1990,0.7780345818705949,0,1,15,Midwest,middle_routine,8.504259601708851,1883.79805860497,16020.30772757181,2.140567167585566,9.681612429399896
2942,1990,1.1369341985100463,1,0,30,South,middle_routine,18.184710889094447,2235.229369911679,40646.99986265663,2.900581179994973,10.61268030813561
2943,1990,1.3502222299219604,0,1,36,South,middle_routine,11.956160904307024,1940.3459637998058,23199.088553213172,2.4812467023695257,10.051868270383235
2944,1990,1.064336331564304,0,1,8,West,middle_routine,6.09250519205288,1669.2128090532992,10169.687705798398,1.8070593587208628,9.227166781176669
2945,1990,1.5805997088407977,0,1,40,Northeast,middle_routine,10.186411716475396,1781.5750107033589,18147.856562808473,2.321054647484096,9.806307737006117
2946,1990,1.8724336854115102,1,1,8,West,low_service,8.892368423373298,1835.009978209042,16317.58478680101,2.185193428371523,9.69999862656151
2947,1990,0.9096487742022559,0,0,33,Northeast,middle_routine,11.295391864087406,1918.8467705024093,21674.12619996331,2.424394842907127,9.98387448710894
2948,1990,0.8465538635046037,0,0,5,Midwest,low_service,9.981281573334758,1879.386242344132,18758.683269888337,2.3007114962407793,9.839412031924647
2949,1990,1.7804738907668927,0,1,9,South,high_abstract,12.026121034231181,2081.4798981280105,25032.129185206642,2.487081036946507,10.12791544613784
2950,1990,0.9973095054146488,0,0,40,Midwest,low_service,8.486030113296977,1858.3280033599733,15769.827396895778,2.138421295359387,9.665853734868383
2951,1990,1.88849976947663,1,0,15,South,low_service,12.276223138496995,1960.7598582552098,24070.725540948693,2.5076643134004555,10.088751673278736
2952,1990,1.9072669875197863,0,1,36,West,low_service,10.825444333771957,1851.4293211820088,20042.54505436904,2.3818993200458674,9.905612545856156
2953,1990,1.1946161492399576,0,1,5,South,low_service,7.002907247546644,1747.676993114998,12238.819881455545,1.9463253839114787,9.412368136504337
2954,1990,1.8676231562320313,1,0,6,South,high_abstract,16.791855137785003,1969.6723799435144,33074.45327290772,2.8208939556221995,10.40651645892689
2955,1990,0.9112844165630322,0,1,4,Midwest,high_abstract,8.40753220810748,1897.455650721413,15952.919496895815,2.1291279955030324,9.677397132020843
2956,1990,1.6500609991116373,1,1,5,South,low_service,11.42764175095098,2124.2759415473347,24275.464440167023,2.4360351355179493,10.097221425424166
2957,1990,2.0438916905419187,0,0,34,South,low_service,11.263601188440772,2005.5697360890142,22589.937662913067,2.421576392933129,10.025259849959042
2958,1990,1.7843862290802868,0,0,14,Midwest,low_service,11.756485622908802,2168.0733119360425,25488.92272118835,2.4644050562190474,10.145999233675509
2959,1990,1.6741826886733637,0,0,35,Northeast,high_abstract,13.108001069480116,1690.6293299923623,22160.771065634337,2.5732228124264425,10.006078935636486
2960,1990,2.0020378027123256,0,1,15,South,high_abstract,13.812569635473048,1951.157480002652,26950.498562310742,2.625579020747475,10.201757075695184
2961,1990,0.639466999600726,0,1,1,South,low_service,5.241460400902446,2113.3392532399107,11076.984009529739,1.656600161964933,9.312624721941795
2962,1990,0.8028837005114411,0,0,8,West,high_abstract,10.901361629956464,2307.945570293485,25159.749284025387,2.388887701612714,10.13300074590087
2963,1990,1.9558855114072726,0,0,27,Midwest,middle_routine,12.384494405694333,2138.0303101814643,26478.424415647263,2.5164452389909058,10.18408550736103
2964,1990,2.0989642733959855,1,1,37,South,low_service,13.795269298183658,2194.8495333089068,30278.540380989092,2.624325728912827,10.318194502327085
2965,1990,0.950229892579653,0,0,9,South,high_abstract,12.923758211461756,1762.6985250516518,22780.68953746781,2.5590673392962024,10.033668505966585
2966,1990,1.704335823049852,0,1,1,South,high_abstract,8.335450128333369,2139.06312430837,17830.05399402938,2.120517519343646,9.788640739121215
2967,1990,0.5728933825810257,1,0,23,Midwest,high_abstract,24.884890389584445,2187.44324633207,54434.28541841033,3.2142608076226753,10.904749480983968
2968,1990,1.027116082894528,0,1,20,West,middle_routine,9.746272206945367,1984.9301768838652,19345.669815690366,2.27688487415085,9.870223891280105
2969,1990,1.4664381236882746,0,1,36,Northeast,high_abstract,14.560548076384546,2294.4632598368817,33408.64260435292,2.6783156846689034,10.416569906101408
2970,1990,0.6149315802285011,1,0,40,Midwest,middle_routine,15.305271759794179,1984.3176968990274,30370.52160880851,2.7281973285150816,10.321227733025939
2971,1990,0.9513220238410949,0,0,12,Northeast,high_abstract,12.757412109091556,1950.0414650764333,24877.482599796727,2.546112444580234,10.121718360053709
2972,1990,1.1385941529828838,1,0,24,West,middle_routine,17.23632422025272,2024.3163610739196,34891.773123832245,2.847019030220252,10.460006353291693
2973,1990,0.5696835260888123,1,1,4,South,low_service,7.116640852685152,2292.8676920368944,16317.51588695168,1.9624358237425896,9.699994404123219
2974,1990,1.0864176388949653,0,1,19,Midwest,middle_routine,6.701276252259771,1890.120195267017,12666.217578459462,1.902297993668784,9.446693695079746
2975,1990,0.8511060935955952,0,0,24,Midwest,high_abstract,11.01955438817851,2094.1181002242806,23076.248300690513,2.399671366262767,10.046559155445884
2976,1990,0.7312170661650697,1,0,37,Midwest,middle_routine,10.060366131834822,1889.1844600041588,19005.8873582145,2.3086035588239127,9.852504071110243
2977,1990,1.5230063504470797,0,0,32,South,middle_routine,11.623856509341405,2288.1363997827507,26596.969184875732,2.4530595818474508,10.188552547859882
2978,1990,1.1386843727828753,0,0,18,South,high_abstract,10.636248242669671,1707.9196254745245,18165.857115074454,2.3642678129607604,9.807299128517323
2979,1990,1.483929879192329,0,1,8,Midwest,low_service,6.906011642364781,1838.3963592154896,12695.986660023198,1.9323922847996813,9.449041211482882
2980,1990,1.6087925350634587,0,0,24,West,middle_routine,14.026851477686638,1857.7010684132958,26057.696976573083,2.6409734553651334,10.168068472889255
2981,1990,1.9840089729328863,0,1,36,Northeast,middle_routine,12.8752475807212,1822.2771890398487,23462.269969588742,2.5553066759354928,10.063148876673607
2982,1990,2.063197271899397,0,0,11,South,middle_routine,10.602895458417203,1707.5548111038424,18105.025151651374,2.3611271202720427,9.803944811409016
2983,1990,2.0599751166615343,0,1,26,West,middle_routine,11.408480667466927,2006.8396481629356,22894.99132877298,2.434356997029315,10.03867344635223
2984,1990,0.6510632418676511,0,1,3,South,middle_routine,5.209118471003254,1919.7338248356552,10000.120926361138,1.6504106420258786,9.21035246453918
2985,1990,0.7463704014579771,0,0,21,Midwest,high_abstract,9.189683736971244,1941.162604691207,17838.670419147526,2.2180815219529286,9.789123875281955
2986,1990,1.0260560486999255,0,1,32,West,high_abstract,14.43029829124954,2043.1143573292297,29482.74961939539,2.6693300441763896,10.29156061262532
2987,1990,0.8759688567620788,0,0,29,South,middle_routine,12.516593919281313,1929.2117077387386,24147.15953008901,2.5270552774837043,10.091922034361506
2988,1990,1.7527668745779967,0,0,36,South,middle_routine,7.703265222200969,1705.5769398053976,13138.511524190875,2.041644293805093,9.483303007402267
2989,1990,1.636208876359532,1,1,32,Midwest,middle_routine,14.582100035838703,2048.038163551454,29864.69737812269,2.6797947515882963,10.304432372120683
2990,1990,1.446678767208844,1,0,20,Midwest,low_service,17.595516450929907,1916.0491163171544,33713.8737469482,2.867644122484295,10.425664715507596
2991,1990,1.5458373736845061,0,0,22,Northeast,low_service,11.049532759708935,2004.5281022466081,22149.098933531077,2.4023881428805236,10.005552094444063
2992,1990,0.6364021458383176,0,0,29,West,low_service,11.446212754106606,1820.0675330695226,20832.880210355717,2.4376589114523424,9.944287796916925
2993,1990,1.2213545975224025,0,1,25,Northeast,middle_routine,11.259305966932319,1931.9538660654991,21752.459692029235,2.4211949837721454,9.98748211941142
2994,1990,1.2818366667493906,1,1,13,Midwest,high_abstract,13.477932191791739,1427.3347406603998,19237.520849609515,2.601053695482414,9.864617861946911
2995,1990,0.9140189230808589,0,1,24,West,middle_routine,13.578834375308007,1930.1782856924506,26209.57125623373,2.608512284522308,10.17387993816129
2996,1990,1.6540546089449446,0,0,14,Midwest,middle_routine,8.69853445530407,2105.8541351495255,18317.844752442703,2.163154558057343,9.815630986790142
2997,1990,1.391989425249291,0,1,17,Northeast,low_service,6.435367972024926,1764.3054399937619,11353.9547214052,1.861809022323066,9.33732139582464
2998,1990,1.8080225205941158,1,0,40,Northeast,low_service,14.367099586031372,1856.6198964977796,26674.24294639086,2.664940841586056,10.191453695125825
2999,1990,1.2630873050446882,1,0,37,Midwest,high_abstract,23.929898812390334,1916.8627047471,45870.33056184295,3.1751286734278623,10.733573794058447
3000,1990,1.2157017482500603,0,1,27,Midwest,low_service,5.963442457290604,1736.5494572442244,10355.812762515163,1.785647907839468,9.245303260610951
3001,1990,1.0970297470454868,1,0,28,Northeast,high_abstract,18.9804663566443,1786.894887815802,33916.09830104752,2.9434103638306217,10.431645056787646
3002,1990,1.4536769023347138,1,0,18,South,middle_routine,17.48247736776551,1448.338978199372,25320.553407223146,2.8611990860299397,10.139371732544662
3003,1990,1.5574193289957747,0,0,25,South,high_abstract,17.07489359831455,1905.8060197083728,32541.435005547828,2.8376091740063725,10.390269479540917
3004,1990,0.6821756423279606,0,0,30,Midwest,middle_routine,10.380325494283644,1928.1272501820456,20014.588451287706,2.3399122350768904,9.904216709201169
3005,1990,0.6433288262460046,0,0,13,South,high_abstract,10.281551430309433,2120.396445358887,21800.9651056027,2.3303511659854177,9.98970951869646
3006,1990,1.0081991214966675,1,1,23,South,high_abstract,14.872725219540518,1910.3520836194782,28412.14161224919,2.6995290133198124,10.254571854346064
3007,1990,1.5366524437501066,0,0,33,West,middle_routine,10.18047249158405,1763.309692461014,17951.325818242884,2.32047142375689,9.795419252929332
3008,1990,1.02783911288541,0,0,36,Midwest,high_abstract,12.465199306852902,2287.85584677358,28518.57911538139,2.522940706166017,10.258311052648342
3009,1990,1.5484598627605102,0,0,9,Northeast,middle_routine,8.132598601138488,1980.5541788758792,16107.052144604962,2.0958805036249153,9.687012476473218
3010,1990,1.2095203225354165,0,0,2,South,middle_routine,12.3412918127208,1890.774747769307,23334.60291434458,2.512950697983629,10.057692641497951
3011,1990,1.8613386559039982,0,1,9,Midwest,high_abstract,10.339772938866886,1735.4319344839232,17943.97215342228,2.33599790934854,9.795009524338735
3012,1990,1.5065667669469076,0,0,20,Midwest,high_abstract,14.081399934899753,1989.310474081427,28012.2763802256,2.644854772981925,10.24039813522058
3013,1990,1.1798420198212773,0,0,20,Midwest,low_service,11.70166541195773,1743.4384063400428,20401.132897347987,2.459731174576291,9.923345712474067
3014,1990,1.2200155063954288,0,1,28,West,low_service,10.865770697637531,2056.373645172739,22344.084497112028,2.38561754516762,10.01431688926448
3015,1990,0.8652741067462579,1,0,38,South,middle_routine,12.674624790529096,1907.2954950464189,24174.254764379806,2.5396019467139688,10.093043493140232
3016,1990,1.545171794530673,0,0,7,South,low_service,8.656426022379463,2190.14816508096,18958.855569073457,2.1583019378961814,9.850026413706322
3017,1990,1.7009368956555315,0,1,32,South,middle_routine,9.692943529897883,2240.516483948243,21717.19975671568,2.2713981496292566,9.985859841091608
3018,1990,0.7828026439276611,0,0,25,Midwest,middle_routine,10.31158923950139,2122.3223861151946,21884.516679418357,2.3332684315911347,9.993534664821766
3019,1990,1.7155151916580478,0,1,3,Northeast,high_abstract,12.834405466415216,1942.3624858423223,24929.06770605455,2.5521294919736697,10.12378977935041
3020,1990,0.7170956080407933,0,0,19,South,high_abstract,9.927043806326788,1889.0189869085991,18752.37423402471,2.295262730444306,9.839075649196836
3021,1990,0.764003798537906,0,0,25,Midwest,middle_routine,16.382625888018662,2297.345105878351,37636.545405275654,2.7962213762003985,10.535730809606191
3022,1990,1.354361078184434,1,1,19,South,low_service,9.830680657813653,1780.6689764055616,17505.18806431899,2.2855081746727453,9.77025257679401
3023,1990,1.6136777739244486,0,0,28,South,low_service,10.981471919351025,1931.7249098570855,21213.182853506474,2.396209481682575,9.962378100114824
3024,1990,1.7092652889734261,0,1,18,South,low_service,11.253183478937242,1977.426673802485,22252.34517644395,2.4206510645258317,10.010202683228563
3025,1990,0.9097403705849162,1,0,35,South,high_abstract,20.593041859469356,2177.124720919463,44833.62051118004,3.024953244924945,10.710713594789237
3026,1990,1.3113118088493483,0,1,32,South,high_abstract,15.594301954866316,1961.710754967759,30591.509861076,2.7469055882286226,10.328477793922175
3027,1990,1.9757101128003083,0,0,26,West,high_abstract,9.146782657414256,1890.1381925477892,17288.683239712445,2.2134021953133516,9.75780741844422
3028,1990,2.0772316852549904,1,1,16,Midwest,low_service,13.027737446384748,2067.646462213043,26936.755241657807,2.567080734185486,10.201246998822427
3029,1990,1.9064244835501023,0,0,18,South,low_service,7.139716899175663,1987.2900043168877,14188.688027384158,1.9656731255900146,9.560200308330941
3030,1990,0.8716319619662033,0,1,19,Northeast,middle_routine,9.205993318105266,2022.7180272896267,18621.128643639368,2.219854719575241,9.832052163582649
3031,1990,1.331244750388761,0,1,30,Midwest,low_service,7.6787145510557275,2114.2115966307433,16234.42735105925,2.0384521569860086,9.694889411420817
3032,1990,0.7015088434051298,1,1,21,Northeast,high_abstract,15.986020414740604,1881.7208958360409,30081.22865567893,2.7717146162417086,10.311656623495512
3033,1990,1.2071662026962573,1,0,35,West,middle_routine,13.498592131994569,1889.5554895277423,25506.338863906327,2.602585393487246,10.146682283153195
3034,1990,0.736868062603533,0,1,38,Midwest,middle_routine,13.452047983671806,2213.9040548267167,29781.54357677457,2.5991313609004902,10.301644137560098
3035,1990,1.7620571016913051,0,0,35,Midwest,high_abstract,11.089841941729048,1893.1881804582674,20995.157687231796,2.4060295489369095,9.95204710379415
3036,1990,1.2360615286043184,0,0,35,Midwest,middle_routine,12.152535622636321,1865.4862862640819,22670.388547363793,2.497537841234253,10.028814882629678
3037,1990,0.9530623904471613,0,0,9,South,middle_routine,12.872724855674857,2154.9958455299716,27740.66858462972,2.55511072069586,10.230654795403531
3038,1990,1.5940279431830782,0,1,25,Midwest,middle_routine,9.610065455031123,1586.370807762426,15245.127298547508,2.262811034096479,9.632015209570996
3039,1990,1.2483676885058401,1,0,15,South,low_service,9.617329798391046,1886.921184655489,18147.143336402565,2.263566658413743,9.806268435371843
3040,1990,0.8242542413560324,0,1,36,South,low_service,10.98694568764543,1885.1219681122031,20711.732678236036,2.3967078123776306,9.9384556147353
3041,1990,1.387003922650419,0,1,37,South,high_abstract,14.5942897981992,2082.74729157367,30396.217549640627,2.6806303424985556,10.322073456943976
3042,1990,1.4384888737416266,0,0,17,South,high_abstract,14.131978414242669,1954.4631785500437,27620.431450701333,2.6484402020574835,10.226311047793534
3043,1990,1.2443958603605016,0,0,7,West,middle_routine,8.363598353003301,2108.647423112788,17635.88011501077,2.123888759490737,9.777690748712082
3044,1990,1.0048500590629954,0,0,7,Midwest,middle_routine,12.84251672712215,2140.9359960742977,27495.006341282093,2.552761285840209,10.221759679575898
3045,1990,1.6861678339860644,0,0,20,West,middle_routine,14.279354219355415,1714.7029817464825,24484.851257342947,2.658814733154645,10.105809889269812
3046,1990,1.679031550038813,0,0,8,Northeast,high_abstract,11.034290786617614,1882.9009790991254,20776.476925786763,2.401007768193182,9.941576708690716
3047,1990,0.5908069569699065,0,1,26,West,low_service,8.41438150384987,2046.3694095524193,17218.93290978206,2.129942325696157,9.75376480798857
3048,1990,0.8717059473701878,0,0,19,Midwest,high_abstract,9.763755342468347,1995.7303050154796,19485.822427720872,2.2786770951160364,9.877442425130507
3049,1990,1.0974023785720046,0,1,28,Midwest,middle_routine,13.088080152764025,2073.8222228667537,27142.351475463332,2.5717019039831444,10.20885057206242
3050,1990,0.6050445649947669,0,0,5,Northeast,high_abstract,5.735787353957516,1932.1949350254233,11082.659273699588,1.7467250304269901,9.313136938155873
3051,1990,0.65556127644011,0,0,29,Midwest,low_service,11.83111302666793,1960.6108308787095,23196.208341435333,2.47073275865907,10.05174411073886
3052,1990,1.861985520486299,0,0,16,West,high_abstract,10.314096436773685,2048.0232278547883,21123.50907684681,2.333511545669764,9.958141873490817
3053,1990,1.6595806354669569,1,0,33,Midwest,middle_routine,18.8347586158575,1874.9548342450087,35314.32171863985,2.935704025338893,10.472043875050613
3054,1990,1.4424742767257344,0,0,12,West,high_abstract,10.61304778163575,2092.040953956306,22202.93060547711,2.362084166949495,10.007979568403641
3055,1990,2.0063292485720448,1,1,11,South,middle_routine,14.041830045051444,2143.0242782637724,30091.982697798925,2.6420407351926163,10.312014059703174
3056,1990,2.037885496478449,0,0,24,South,middle_routine,11.865419900445197,1861.752491264345,22090.475059551383,2.4736282791009816,10.002901801821281
3057,1990,1.8680336332743304,1,0,13,Midwest,middle_routine,10.651442329995177,2034.44309584356,21669.75330903453,2.365695313032109,9.983672710480121
3058,1990,1.5627142687206832,1,1,37,South,middle_routine,20.119546068235653,1686.8393686158593,33938.442386580326,3.0016917837561383,10.432303644587785
3059,1990,1.4395940606902018,1,0,5,South,middle_routine,10.089916283547662,2170.953067523223,21904.734706820316,2.311536537358616,9.994458089095925
3060,1990,1.3346518860659253,0,1,22,South,low_service,8.858723428115665,1877.0658465913577,16628.407191314625,2.1814026716306385,9.71886778836441
3061,1990,1.8759244349210027,0,1,2,South,low_service,6.022647014164498,1872.5381454315398,11277.63627049239,1.7955268660291241,9.330576952605016
3062,1990,0.8086589624469427,0,0,12,Midwest,high_abstract,8.17412895630268,2123.041023388444,17354.011104697955,2.1009741614187503,9.761578946245933
3063,1990,0.8881884442195908,0,0,5,South,high_abstract,11.57621610160363,1750.4893580172352,20264.04309196492,2.4489526572271227,9.916603318207326
3064,1990,1.6814889969243692,0,1,7,Midwest,middle_routine,8.500047645499441,1942.185269392501,16508.667326223425,2.1400717688334363,9.711640814469252
3065,1990,1.180671459384931,1,1,14,South,low_service,9.733711020244984,1925.7535465085564,18744.728517926196,2.275595223303119,9.83866784615909
3066,1990,0.8784867511541214,1,0,35,Midwest,high_abstract,23.233757816697718,1896.4142108903143,44060.82849596947,3.1456062993775658,10.693326423991834
3067,1990,0.9520050057537996,1,1,29,West,middle_routine,9.78112791004032,2182.213381404785,21344.508210521806,2.280454805621919,9.968549758894865
3068,1990,1.6239101825336084,0,1,28,Midwest,middle_routine,10.31330493037081,2131.244550788384,21980.174933471764,2.333434802468895,9.997896186682619
3069,1990,1.832396198631452,0,0,23,South,low_service,10.706780608949778,2155.2350455171018,23075.628793071497,2.370877242534687,10.046532308970376
3070,1990,0.7608201917817955,1,0,15,Northeast,middle_routine,11.631040690813627,2165.4242465395237,25186.13752437564,2.4536774458301585,10.134049023900905
3071,1990,1.806585071276946,0,0,4,South,low_service,9.393650416472706,2079.4736898144897,19533.848892369915,2.2400339734221264,9.879904080356017
3072,1990,1.7013165634003737,0,0,9,South,middle_routine,7.625604697202886,1716.0378896142531,13085.826591620576,2.0315116239002338,9.479284983899163
3073,1990,1.069454972738459,0,0,39,West,middle_routine,11.441464912640429,1839.0754903976485,21041.717695081687,2.4372440295579527,9.954262303019403
3074,1990,0.895193778806962,0,1,36,Northeast,middle_routine,13.679113702371891,1834.367725852382,25092.52469389608,2.61587012225727,10.13032525980209
3075,1990,1.7664635960121848,0,0,32,South,high_abstract,14.034026125861317,1910.9644873519971,26818.525541091105,2.641484818440258,10.1968481792279
3076,1990,1.2758801718035775,0,0,2,Midwest,high_abstract,9.322985528041785,1989.2065701558865,18545.344065848967,2.2324829130277983,9.827974042776605
3077,1990,0.6942191633728997,0,0,23,South,low_service,9.676081137503793,1846.1586429414444,17863.58082180531,2.269656978151213,9.790519328276332
3078,1990,0.8458514511019071,1,1,9,South,high_abstract,12.076771195413084,1999.4795514780046,24147.257053107038,2.491283871631704,10.091926073048581
3079,1990,2.0557896536722087,1,1,38,Midwest,low_service,10.757430527005921,2001.3325632920598,21529.196011049014,2.3755967276113137,9.977165246932355
3080,1990,1.8250256084051364,0,0,33,West,low_service,8.026614478681601,1998.0413934360893,16037.507977559277,2.0827628299259917,9.682685506355368
3081,1990,1.052368097795433,0,1,27,South,middle_routine,16.02795954457293,2128.526839439877,34115.94207208003,2.7743346687236032,10.437520063468279
3082,1990,1.9353350647411842,1,1,26,Northeast,low_service,16.072545191350063,1970.8165531345721,31676.038114116174,2.77711254874853,10.363315778578606
3083,1990,0.7363286726221274,1,1,6,West,middle_routine,13.841219476108074,2025.1068537436852,28029.948425237042,2.6276510587434054,10.241028804172734
3084,1990,0.7444668218295412,0,0,25,Midwest,middle_routine,10.962497220434022,1896.317058960968,20788.37048792123,2.3944801041460706,9.942148998170849
3085,1990,1.7182645615516763,1,0,19,South,middle_routine,12.8342167097092,1688.565342597126,21671.413535395874,2.5521147847794365,9.983749322462817
3086,1990,0.8229914212989199,0,1,25,West,high_abstract,9.464293538866055,1637.298164203733,15495.870436670644,2.247526142558788,9.648328843969704
3087,1990,0.6037679155503394,0,0,36,Northeast,low_service,12.900340129267347,1940.9470672647299,25038.877340618965,2.5572536776299053,10.128184989569114
3088,1990,0.6786641221817559,1,1,29,South,high_abstract,11.792193913898462,2073.469489943304,24450.754299963577,2.4674377798418305,10.104416345141402
3089,1990,1.2322198375227043,1,1,40,South,middle_routine,9.658384702083922,1811.7715244789197,17498.786375698463,2.267826419137238,9.769886807546698
3090,1990,0.7593004951636175,1,1,24,Midwest,low_service,13.16628040838879,1906.6985110868407,25104.127251226746,2.577659046736918,10.130787543922153
