region_id,worker_group,year,frontline,remote_feasible,migrant_share,care_burden,older_worker_share,aging_share,dependency_ratio,disease_exposure,policy_intensity,environmental_exposure,school_care_constraint,demand_collapse,capacity_loss,remote_work_rate,migration_out_rate,automation_adoption,employment_index,hours_index,wage_index,productivity_index,welfare_loss_index
region_09,migrant_food_and_delivery,2022,1,0.05,0.52,0.38,0.12,0.288,0.657,0.242,0.1,0.449,0.037,0.059,0.177,0.038,0.014,0.24,97.829,97.169,103.015,96.405,23.017
region_09,migrant_food_and_delivery,2023,1,0.05,0.52,0.38,0.12,0.294,0.659,0.153,0.04,0.499,0.015,0.024,0.155,0.035,0.011,0.237,99.763,97.799,103.95,96.983,21.078
region_09,older_local_services,2018,0,0.2,0.08,0.3,0.54,0.339,0.666,0.08,0.0,0.251,0.0,0.0,0.078,0.036,0.013,0.158,97.855,97.992,99.304,97.001,13.229
region_09,older_local_services,2019,0,0.2,0.08,0.3,0.54,0.345,0.669,0.08,0.0,0.251,0.0,0.0,0.078,0.036,0.013,0.159,98.601,98.342,100.307,97.556,13.25
region_09,older_local_services,2020,0,0.2,0.08,0.3,0.54,0.351,0.672,0.444,0.82,0.251,0.224,0.173,0.27,0.16,0.035,0.232,91.899,94.516,102.263,96.278,27.874
region_09,older_local_services,2021,0,0.2,0.08,0.3,0.54,0.357,0.674,0.28,0.38,0.301,0.104,0.08,0.194,0.104,0.027,0.207,96.29,96.677,102.945,97.156,22.096
region_09,older_local_services,2022,0,0.2,0.08,0.3,0.54,0.363,0.677,0.16,0.1,0.351,0.027,0.021,0.14,0.153,0.025,0.241,99.677,98.451,103.837,98.195,17.956
region_09,older_local_services,2023,0,0.2,0.08,0.3,0.54,0.369,0.679,0.116,0.04,0.401,0.011,0.009,0.127,0.138,0.024,0.239,100.916,98.877,104.783,98.469,17.535
region_10,frontline_service,2018,1,0.08,0.24,0.48,0.18,0.166,0.603,0.08,0.0,0.293,0.0,0.0,0.087,0.014,0.008,0.128,97.753,97.662,98.801,96.395,13.699
region_10,frontline_service,2019,1,0.08,0.24,0.48,0.18,0.172,0.606,0.08,0.0,0.293,0.0,0.0,0.087,0.014,0.008,0.13,98.499,98.012,99.804,96.95,13.719
region_10,frontline_service,2020,1,0.08,0.24,0.48,0.18,0.178,0.609,0.764,0.82,0.293,0.379,0.476,0.347,0.064,0.044,0.214,83.136,91.374,101.531,93.492,41.257
region_10,frontline_service,2021,1,0.08,0.24,0.48,0.18,0.184,0.611,0.456,0.38,0.343,0.176,0.221,0.24,0.042,0.029,0.184,92.06,94.963,102.374,95.351,29.426
region_10,frontline_service,2022,1,0.08,0.24,0.48,0.18,0.19,0.614,0.23,0.1,0.393,0.046,0.058,0.164,0.061,0.021,0.213,98.125,97.497,103.35,97.001,21.243
region_10,frontline_service,2023,1,0.08,0.24,0.48,0.18,0.196,0.616,0.148,0.04,0.443,0.019,0.023,0.143,0.055,0.018,0.211,100.06,98.172,104.292,97.537,19.403
region_10,remote_professional,2018,0,0.86,0.1,0.34,0.16,0.163,0.54,0.08,0.0,0.223,0.0,0.0,0.073,0.155,0.014,0.119,98.641,98.573,102.374,97.374,11.023
region_10,remote_professional,2019,0,0.86,0.1,0.34,0.16,0.169,0.542,0.08,0.0,0.223,0.0,0.0,0.073,0.155,0.014,0.121,99.387,98.923,103.377,97.929,11.043
region_10,remote_professional,2020,0,0.86,0.1,0.34,0.16,0.175,0.545,0.265,0.82,0.223,0.171,0.031,0.157,0.688,0.04,0.134,99.579,98.25,104.847,98.4,17.321
region_10,remote_professional,2021,0,0.86,0.1,0.34,0.16,0.181,0.547,0.182,0.38,0.273,0.079,0.014,0.129,0.448,0.03,0.136,100.588,98.938,105.72,98.491,15.382
region_10,remote_professional,2022,0,0.86,0.1,0.34,0.16,0.187,0.55,0.121,0.1,0.323,0.021,0.004,0.111,0.659,0.035,0.189,103.111,100.704,106.77,99.547,12.629
region_10,remote_professional,2023,0,0.86,0.1,0.34,0.16,0.193,0.552,0.098,0.04,0.373,0.008,0.002,0.111,0.595,0.034,0.195,103.675,100.78,107.789,99.611,13.165
region_10,manufacturing_heat,2018,0,0.18,0.18,0.26,0.24,0.177,0.6,0.08,0.0,0.447,0.0,0.0,0.117,0.032,0.016,0.149,97.343,96.801,100.637,94.897,17.071
region_10,manufacturing_heat,2019,0,0.18,0.18,0.26,0.24,0.183,0.603,0.08,0.0,0.447,0.0,0.0,0.117,0.032,0.016,0.15,98.089,97.151,101.64,95.451,17.091
region_10,manufacturing_heat,2020,0,0.18,0.18,0.26,0.24,0.189,0.605,0.437,0.82,0.447,0.196,0.176,0.271,0.144,0.038,0.225,91.986,94.003,103.363,94.205,31.039
region_10,manufacturing_heat,2021,0,0.18,0.18,0.26,0.24,0.195,0.608,0.276,0.38,0.497,0.091,0.082,0.212,0.094,0.03,0.199,96.096,95.831,104.15,95.07,25.609
region_10,manufacturing_heat,2022,0,0.18,0.18,0.26,0.24,0.201,0.61,0.158,0.1,0.547,0.024,0.022,0.171,0.138,0.027,0.232,99.239,97.345,105.12,96.08,21.74
region_10,manufacturing_heat,2023,0,0.18,0.18,0.26,0.24,0.207,0.613,0.116,0.04,0.597,0.01,0.009,0.163,0.125,0.027,0.23,100.413,97.705,106.094,96.35,21.377
region_10,care_and_health,2018,1,0.12,0.2,0.56,0.22,0.174,0.603,0.08,0.0,0.265,0.0,0.0,0.081,0.022,0.008,0.127,97.866,97.855,99.722,96.696,13.052
region_10,care_and_health,2019,1,0.12,0.2,0.56,0.22,0.18,0.606,0.08,0.0,0.265,0.0,0.0,0.081,0.022,0.008,0.128,98.612,98.205,100.725,97.251,13.073
region_10,care_and_health,2020,1,0.12,0.2,0.56,0.22,0.186,0.608,0.752,0.82,0.265,0.434,0.468,0.342,0.096,0.044,0.208,83.107,90.988,102.466,93.906,41.118
region_10,care_and_health,2021,1,0.12,0.2,0.56,0.22,0.192,0.611,0.449,0.38,0.315,0.201,0.217,0.235,0.063,0.03,0.18,92.118,94.894,103.301,95.714,28.972
region_10,care_and_health,2022,1,0.12,0.2,0.56,0.22,0.198,0.613,0.228,0.1,0.365,0.053,0.057,0.159,0.092,0.022,0.211,98.321,97.69,104.272,97.363,20.527
region_10,care_and_health,2023,1,0.12,0.2,0.56,0.22,0.204,0.616,0.147,0.04,0.415,0.021,0.023,0.137,0.083,0.019,0.208,100.261,98.404,105.214,97.885,18.673
region_10,migrant_food_and_delivery,2018,1,0.05,0.52,0.38,0.12,0.156,0.601,0.08,0.0,0.384,0.0,0.0,0.105,0.009,0.001,0.137,97.488,97.097,98.452,95.464,15.633
region_10,migrant_food_and_delivery,2019,1,0.05,0.52,0.38,0.12,0.162,0.604,0.08,0.0,0.384,0.0,0.0,0.105,0.009,0.001,0.138,98.234,97.447,99.455,96.019,15.653
region_10,migrant_food_and_delivery,2020,1,0.05,0.52,0.38,0.12,0.168,0.606,0.815,0.82,0.384,0.305,0.483,0.376,0.04,0.039,0.225,83.094,91.535,101.239,92.202,43.491
region_10,migrant_food_and_delivery,2021,1,0.05,0.52,0.38,0.12,0.174,0.609,0.484,0.38,0.434,0.141,0.224,0.264,0.026,0.024,0.194,91.876,94.719,102.057,94.223,31.641
region_10,migrant_food_and_delivery,2022,1,0.05,0.52,0.38,0.12,0.18,0.611,0.242,0.1,0.484,0.037,0.059,0.185,0.038,0.014,0.223,97.796,96.956,103.015,95.964,23.437
region_10,migrant_food_and_delivery,2023,1,0.05,0.52,0.38,0.12,0.186,0.614,0.153,0.04,0.534,0.015,0.024,0.162,0.035,0.012,0.22,99.727,97.587,103.949,96.543,21.499
region_10,older_local_services,2018,0,0.2,0.08,0.3,0.54,0.231,0.621,0.08,0.0,0.286,0.0,0.0,0.085,0.036,0.014,0.141,97.817,97.779,99.303,96.56,13.65
region_10,older_local_services,2019,0,0.2,0.08,0.3,0.54,0.237,0.624,0.08,0.0,0.286,0.0,0.0,0.085,0.036,0.014,0.142,98.563,98.129,100.306,97.115,13.67
region_10,older_local_services,2020,0,0.2,0.08,0.3,0.54,0.243,0.626,0.444,0.82,0.286,0.224,0.172,0.278,0.16,0.036,0.215,91.884,94.304,102.265,95.837,28.295
region_10,older_local_services,2021,0,0.2,0.08,0.3,0.54,0.249,0.629,0.28,0.38,0.336,0.104,0.08,0.201,0.104,0.028,0.19,96.265,96.465,102.945,96.716,22.517
region_10,older_local_services,2022,0,0.2,0.08,0.3,0.54,0.255,0.631,0.16,0.1,0.386,0.027,0.021,0.148,0.153,0.025,0.223,99.644,98.239,103.837,97.754,18.376
region_10,older_local_services,2023,0,0.2,0.08,0.3,0.54,0.261,0.634,0.116,0.04,0.436,0.011,0.008,0.134,0.138,0.024,0.222,100.88,98.664,104.783,98.028,17.956
region_11,frontline_service,2018,1,0.08,0.24,0.48,0.18,0.178,0.609,0.08,0.0,0.328,0.0,0.0,0.094,0.014,0.018,0.135,97.6,97.45,98.86,96.05,14.638
region_11,frontline_service,2019,1,0.08,0.24,0.48,0.18,0.184,0.611,0.08,0.0,0.328,0.0,0.0,0.094,0.014,0.018,0.136,98.346,97.8,99.863,96.605,14.658
region_11,frontline_service,2020,1,0.08,0.24,0.48,0.18,0.19,0.614,0.764,0.82,0.328,0.379,0.475,0.355,0.064,0.054,0.22,83.007,91.162,101.593,93.147,42.196
region_11,frontline_service,2021,1,0.08,0.24,0.48,0.18,0.196,0.616,0.456,0.38,0.378,0.176,0.22,0.247,0.042,0.04,0.19,91.92,94.75,102.434,95.007,30.365
region_11,frontline_service,2022,1,0.08,0.24,0.48,0.18,0.202,0.619,0.23,0.1,0.428,0.046,0.058,0.171,0.061,0.031,0.22,97.977,97.285,103.409,96.657,22.182
region_11,frontline_service,2023,1,0.08,0.24,0.48,0.18,0.208,0.621,0.148,0.04,0.478,0.019,0.023,0.15,0.055,0.028,0.217,99.909,97.96,104.351,97.192,20.342
region_11,remote_professional,2018,0,0.86,0.1,0.34,0.16,0.175,0.545,0.08,0.0,0.258,0.0,0.0,0.08,0.155,0.024,0.126,98.487,98.361,102.433,97.03,11.962
region_11,remote_professional,2019,0,0.86,0.1,0.34,0.16,0.181,0.547,0.08,0.0,0.258,0.0,0.0,0.08,0.155,0.024,0.127,99.233,98.711,103.436,97.585,11.983
region_11,remote_professional,2020,0,0.86,0.1,0.34,0.16,0.187,0.55,0.265,0.82,0.258,0.171,0.03,0.164,0.688,0.05,0.141,99.449,98.038,104.908,98.055,18.26
region_11,remote_professional,2021,0,0.86,0.1,0.34,0.16,0.193,0.552,0.182,0.38,0.308,0.079,0.014,0.136,0.448,0.04,0.143,100.447,98.726,105.781,98.147,16.321
region_11,remote_professional,2022,0,0.86,0.1,0.34,0.16,0.199,0.555,0.121,0.1,0.358,0.021,0.004,0.118,0.659,0.045,0.196,102.963,100.492,106.83,99.202,13.568
region_11,remote_professional,2023,0,0.86,0.1,0.34,0.16,0.205,0.557,0.098,0.04,0.408,0.008,0.001,0.118,0.595,0.044,0.201,103.524,100.568,107.848,99.266,14.104
region_11,manufacturing_heat,2018,0,0.18,0.18,0.26,0.24,0.189,0.605,0.08,0.0,0.482,0.0,0.0,0.124,0.032,0.027,0.156,97.189,96.589,100.696,94.552,18.01
region_11,manufacturing_heat,2019,0,0.18,0.18,0.26,0.24,0.195,0.608,0.08,0.0,0.482,0.0,0.0,0.124,0.032,0.027,0.157,97.935,96.939,101.699,95.107,18.031
region_11,manufacturing_heat,2020,0,0.18,0.18,0.26,0.24,0.201,0.61,0.437,0.82,0.482,0.196,0.175,0.278,0.144,0.048,0.232,91.857,93.791,103.424,93.861,31.978
region_11,manufacturing_heat,2021,0,0.18,0.18,0.26,0.24,0.207,0.613,0.276,0.38,0.532,0.091,0.081,0.219,0.094,0.04,0.206,95.956,95.619,104.211,94.725,26.548
region_11,manufacturing_heat,2022,0,0.18,0.18,0.26,0.24,0.213,0.615,0.158,0.1,0.582,0.024,0.021,0.178,0.138,0.037,0.239,99.091,97.133,105.18,95.735,22.679
region_11,manufacturing_heat,2023,0,0.18,0.18,0.26,0.24,0.219,0.618,0.116,0.04,0.632,0.01,0.009,0.17,0.125,0.037,0.237,100.262,97.493,106.153,96.005,22.316
region_11,care_and_health,2018,1,0.12,0.2,0.56,0.22,0.186,0.608,0.08,0.0,0.3,0.0,0.0,0.088,0.022,0.019,0.133,97.712,97.643,99.781,96.351,13.991
region_11,care_and_health,2019,1,0.12,0.2,0.56,0.22,0.192,0.611,0.08,0.0,0.3,0.0,0.0,0.088,0.022,0.019,0.134,98.459,97.993,100.784,96.906,14.012
region_11,care_and_health,2020,1,0.12,0.2,0.56,0.22,0.198,0.613,0.752,0.82,0.3,0.434,0.466,0.35,0.096,0.054,0.215,82.978,90.776,102.528,93.561,42.057
region_11,care_and_health,2021,1,0.12,0.2,0.56,0.22,0.204,0.616,0.449,0.38,0.35,0.201,0.216,0.242,0.063,0.04,0.186,91.978,94.682,103.362,95.37,29.911
region_11,care_and_health,2022,1,0.12,0.2,0.56,0.22,0.21,0.618,0.228,0.1,0.4,0.053,0.057,0.166,0.092,0.032,0.217,98.172,97.478,104.332,97.018,21.466
region_11,care_and_health,2023,1,0.12,0.2,0.56,0.22,0.216,0.621,0.147,0.04,0.45,0.021,0.023,0.144,0.083,0.029,0.215,100.109,98.192,105.273,97.54,19.612
region_11,migrant_food_and_delivery,2018,1,0.05,0.52,0.38,0.12,0.168,0.606,0.08,0.0,0.419,0.0,0.0,0.112,0.009,0.012,0.144,97.334,96.885,98.511,95.119,16.572
region_11,migrant_food_and_delivery,2019,1,0.05,0.52,0.38,0.12,0.174,0.609,0.08,0.0,0.419,0.0,0.0,0.112,0.009,0.012,0.145,98.08,97.235,99.514,95.674,16.592
region_11,migrant_food_and_delivery,2020,1,0.05,0.52,0.38,0.12,0.18,0.611,0.815,0.82,0.419,0.305,0.481,0.383,0.04,0.049,0.232,82.964,91.323,101.301,91.858,44.43
region_11,migrant_food_and_delivery,2021,1,0.05,0.52,0.38,0.12,0.186,0.614,0.484,0.38,0.469,0.141,0.223,0.271,0.026,0.034,0.2,91.736,94.507,102.118,93.879,32.58
region_11,migrant_food_and_delivery,2022,1,0.05,0.52,0.38,0.12,0.192,0.616,0.242,0.1,0.519,0.037,0.059,0.192,0.038,0.024,0.229,97.648,96.744,103.074,95.62,24.376
region_11,migrant_food_and_delivery,2023,1,0.05,0.52,0.38,0.12,0.198,0.619,0.153,0.04,0.569,0.015,0.023,0.169,0.035,0.022,0.226,99.576,97.375,104.009,96.198,22.438
region_11,older_local_services,2018,0,0.2,0.08,0.3,0.54,0.243,0.626,0.08,0.0,0.321,0.0,0.0,0.092,0.036,0.024,0.147,97.663,97.567,99.362,96.216,14.589
region_11,older_local_services,2019,0,0.2,0.08,0.3,0.54,0.249,0.629,0.08,0.0,0.321,0.0,0.0,0.092,0.036,0.024,0.148,98.409,97.917,100.365,96.77,14.609
region_11,older_local_services,2020,0,0.2,0.08,0.3,0.54,0.255,0.631,0.444,0.82,0.321,0.224,0.171,0.285,0.16,0.046,0.222,91.755,94.092,102.327,95.493,29.234
region_11,older_local_services,2021,0,0.2,0.08,0.3,0.54,0.261,0.634,0.28,0.38,0.371,0.104,0.079,0.208,0.104,0.038,0.196,96.125,96.253,103.006,96.371,23.456
region_11,older_local_services,2022,0,0.2,0.08,0.3,0.54,0.267,0.636,0.16,0.1,0.421,0.027,0.021,0.155,0.153,0.035,0.23,99.495,98.027,103.897,97.41,19.316
region_11,older_local_services,2023,0,0.2,0.08,0.3,0.54,0.273,0.639,0.116,0.04,0.471,0.011,0.008,0.142,0.138,0.035,0.228,100.729,98.452,104.842,97.683,18.895
region_12,frontline_service,2018,1,0.08,0.24,0.48,0.18,0.19,0.614,0.08,0.0,0.364,0.0,0.0,0.101,0.014,0.018,0.142,97.485,97.238,98.919,95.706,15.462
region_12,frontline_service,2019,1,0.08,0.24,0.48,0.18,0.196,0.616,0.08,0.0,0.364,0.0,0.0,0.101,0.014,0.018,0.143,98.231,97.588,99.922,96.261,15.482
region_12,frontline_service,2020,1,0.08,0.24,0.48,0.18,0.202,0.619,0.764,0.82,0.364,0.379,0.474,0.362,0.064,0.054,0.227,82.916,90.949,101.655,92.802,43.02
region_12,frontline_service,2021,1,0.08,0.24,0.48,0.18,0.208,0.621,0.456,0.38,0.414,0.176,0.219,0.254,0.042,0.04,0.197,91.818,94.538,102.495,94.662,31.189
region_12,frontline_service,2022,1,0.08,0.24,0.48,0.18,0.214,0.624,0.23,0.1,0.464,0.046,0.058,0.178,0.061,0.031,0.227,97.867,97.073,103.469,96.312,23.005
region_12,frontline_service,2023,1,0.08,0.24,0.48,0.18,0.22,0.626,0.148,0.04,0.514,0.019,0.023,0.157,0.055,0.029,0.224,99.797,97.748,104.41,96.848,21.166
region_12,remote_professional,2018,0,0.86,0.1,0.34,0.16,0.187,0.55,0.08,0.0,0.294,0.0,0.0,0.087,0.155,0.025,0.133,98.372,98.149,102.492,96.685,12.786
region_12,remote_professional,2019,0,0.86,0.1,0.34,0.16,0.193,0.552,0.08,0.0,0.294,0.0,0.0,0.087,0.155,0.025,0.134,99.118,98.499,103.495,97.24,12.806
region_12,remote_professional,2020,0,0.86,0.1,0.34,0.16,0.199,0.555,0.265,0.82,0.294,0.171,0.029,0.171,0.688,0.05,0.148,99.358,97.826,104.97,97.71,19.083
region_12,remote_professional,2021,0,0.86,0.1,0.34,0.16,0.205,0.557,0.182,0.38,0.344,0.079,0.013,0.143,0.448,0.041,0.149,100.346,98.514,105.841,97.802,17.144
region_12,remote_professional,2022,0,0.86,0.1,0.34,0.16,0.211,0.56,0.121,0.1,0.394,0.021,0.003,0.125,0.659,0.046,0.202,102.853,100.279,106.889,98.858,14.392
region_12,remote_professional,2023,0,0.86,0.1,0.34,0.16,0.217,0.562,0.098,0.04,0.444,0.008,0.001,0.125,0.595,0.045,0.208,103.411,100.356,107.908,98.922,14.928
region_12,manufacturing_heat,2018,0,0.18,0.18,0.26,0.24,0.201,0.61,0.08,0.0,0.518,0.0,0.0,0.132,0.032,0.027,0.162,97.074,96.377,100.755,94.207,18.834
region_12,manufacturing_heat,2019,0,0.18,0.18,0.26,0.24,0.207,0.613,0.08,0.0,0.518,0.0,0.0,0.132,0.032,0.027,0.164,97.82,96.727,101.758,94.762,18.854
region_12,manufacturing_heat,2020,0,0.18,0.18,0.26,0.24,0.213,0.615,0.437,0.82,0.518,0.196,0.174,0.285,0.144,0.048,0.239,91.766,93.579,103.486,93.516,32.801
region_12,manufacturing_heat,2021,0,0.18,0.18,0.26,0.24,0.219,0.618,0.276,0.38,0.568,0.091,0.08,0.226,0.094,0.041,0.213,95.854,95.407,104.271,94.38,27.372
region_12,manufacturing_heat,2022,0,0.18,0.18,0.26,0.24,0.225,0.62,0.158,0.1,0.618,0.024,0.021,0.185,0.138,0.038,0.245,98.981,96.921,105.239,95.39,23.503
region_12,manufacturing_heat,2023,0,0.18,0.18,0.26,0.24,0.231,0.623,0.116,0.04,0.668,0.01,0.008,0.177,0.125,0.037,0.244,100.149,97.281,106.212,95.66,23.14
region_12,care_and_health,2018,1,0.12,0.2,0.56,0.22,0.198,0.613,0.08,0.0,0.336,0.0,0.0,0.095,0.022,0.019,0.14,97.597,97.431,99.841,96.007,14.815
region_12,care_and_health,2019,1,0.12,0.2,0.56,0.22,0.204,0.616,0.08,0.0,0.336,0.0,0.0,0.095,0.022,0.019,0.141,98.344,97.781,100.844,96.561,14.835
region_12,care_and_health,2020,1,0.12,0.2,0.56,0.22,0.21,0.618,0.752,0.82,0.336,0.434,0.465,0.357,0.096,0.055,0.221,82.886,90.564,102.59,93.216,42.88
region_12,care_and_health,2021,1,0.12,0.2,0.56,0.22,0.216,0.621,0.449,0.38,0.386,0.201,0.215,0.249,0.063,0.041,0.193,91.876,94.47,103.422,95.025,30.735
region_12,care_and_health,2022,1,0.12,0.2,0.56,0.22,0.222,0.623,0.228,0.1,0.436,0.053,0.057,0.173,0.092,0.032,0.224,98.063,97.266,104.392,96.674,22.29
region_12,care_and_health,2023,1,0.12,0.2,0.56,0.22,0.228,0.626,0.147,0.04,0.486,0.021,0.023,0.151,0.083,0.03,0.222,99.997,97.98,105.332,97.196,20.436
region_12,migrant_food_and_delivery,2018,1,0.05,0.52,0.38,0.12,0.18,0.611,0.08,0.0,0.455,0.0,0.0,0.119,0.009,0.012,0.15,97.219,96.673,98.57,94.775,17.396
region_12,migrant_food_and_delivery,2019,1,0.05,0.52,0.38,0.12,0.186,0.614,0.08,0.0,0.455,0.0,0.0,0.119,0.009,0.012,0.152,97.965,97.023,99.573,95.329,17.416
region_12,migrant_food_and_delivery,2020,1,0.05,0.52,0.38,0.12,0.192,0.616,0.815,0.82,0.455,0.305,0.48,0.39,0.04,0.05,0.238,82.873,91.111,101.363,91.513,45.254
region_12,migrant_food_and_delivery,2021,1,0.05,0.52,0.38,0.12,0.198,0.619,0.484,0.38,0.505,0.141,0.222,0.278,0.026,0.035,0.207,91.634,94.295,102.178,93.534,33.404
region_12,migrant_food_and_delivery,2022,1,0.05,0.52,0.38,0.12,0.204,0.622,0.242,0.1,0.555,0.037,0.058,0.199,0.038,0.025,0.236,97.538,96.532,103.134,95.275,25.2
region_12,migrant_food_and_delivery,2023,1,0.05,0.52,0.38,0.12,0.21,0.624,0.153,0.04,0.605,0.015,0.023,0.176,0.035,0.022,0.233,99.463,97.162,104.068,95.853,23.262
region_12,older_local_services,2018,0,0.2,0.08,0.3,0.54,0.255,0.631,0.08,0.0,0.357,0.0,0.0,0.099,0.036,0.024,0.154,97.548,97.355,99.421,95.871,15.413
region_12,older_local_services,2019,0,0.2,0.08,0.3,0.54,0.261,0.634,0.08,0.0,0.357,0.0,0.0,0.099,0.036,0.024,0.155,98.294,97.705,100.424,96.426,15.433
region_12,older_local_services,2020,0,0.2,0.08,0.3,0.54,0.267,0.636,0.444,0.82,0.357,0.224,0.169,0.292,0.16,0.046,0.228,91.664,93.879,102.388,95.148,30.058
region_12,older_local_services,2021,0,0.2,0.08,0.3,0.54,0.273,0.639,0.28,0.38,0.407,0.104,0.078,0.215,0.104,0.038,0.203,96.023,96.041,103.066,96.026,24.28
region_12,older_local_services,2022,0,0.2,0.08,0.3,0.54,0.279,0.641,0.16,0.1,0.457,0.027,0.021,0.162,0.153,0.036,0.236,99.386,97.815,103.956,97.065,20.139
region_12,older_local_services,2023,0,0.2,0.08,0.3,0.54,0.285,0.644,0.116,0.04,0.507,0.011,0.008,0.149,0.138,0.035,0.235,100.617,98.24,104.901,97.339,19.718
region_13,frontline_service,2018,1,0.08,0.24,0.48,0.18,0.202,0.619,0.08,0.0,0.399,0.0,0.0,0.108,0.014,0.019,0.148,97.37,97.026,98.978,95.361,16.286
region_13,frontline_service,2019,1,0.08,0.24,0.48,0.18,0.208,0.621,0.08,0.0,0.399,0.0,0.0,0.108,0.014,0.019,0.15,98.116,97.376,99.981,95.916,16.306
region_13,frontline_service,2020,1,0.08,0.24,0.48,0.18,0.214,0.624,0.764,0.82,0.399,0.379,0.473,0.369,0.064,0.055,0.234,82.825,90.737,101.716,92.458,43.844
region_13,frontline_service,2021,1,0.08,0.24,0.48,0.18,0.22,0.626,0.456,0.38,0.449,0.176,0.219,0.261,0.042,0.04,0.204,91.716,94.326,102.555,94.317,32.012
region_13,frontline_service,2022,1,0.08,0.24,0.48,0.18,0.226,0.629,0.23,0.1,0.499,0.046,0.057,0.185,0.061,0.032,0.233,97.757,96.861,103.529,95.968,23.829
region_13,frontline_service,2023,1,0.08,0.24,0.48,0.18,0.232,0.631,0.148,0.04,0.549,0.019,0.023,0.164,0.055,0.029,0.231,99.684,97.536,104.47,96.503,21.99
region_13,remote_professional,2018,0,0.86,0.1,0.34,0.16,0.199,0.555,0.08,0.0,0.329,0.0,0.0,0.094,0.155,0.025,0.139,98.257,97.937,102.551,96.341,13.61
region_13,remote_professional,2019,0,0.86,0.1,0.34,0.16,0.205,0.557,0.08,0.0,0.329,0.0,0.0,0.094,0.155,0.025,0.14,99.003,98.287,103.554,96.895,13.63
region_13,remote_professional,2020,0,0.86,0.1,0.34,0.16,0.211,0.56,0.265,0.82,0.329,0.171,0.027,0.178,0.688,0.051,0.154,99.267,97.613,105.032,97.366,19.907
region_13,remote_professional,2021,0,0.86,0.1,0.34,0.16,0.217,0.562,0.182,0.38,0.379,0.079,0.013,0.15,0.448,0.041,0.156,100.244,98.302,105.902,97.458,17.968
region_13,remote_professional,2022,0,0.86,0.1,0.34,0.16,0.223,0.565,0.121,0.1,0.429,0.021,0.003,0.132,0.659,0.046,0.209,102.743,100.067,106.949,98.513,15.215
region_13,remote_professional,2023,0,0.86,0.1,0.34,0.16,0.229,0.567,0.098,0.04,0.479,0.008,0.001,0.132,0.595,0.045,0.215,103.298,100.144,107.967,98.577,15.751
region_13,manufacturing_heat,2018,0,0.18,0.18,0.26,0.24,0.213,0.615,0.08,0.0,0.553,0.0,0.0,0.139,0.032,0.027,0.169,96.959,96.165,100.814,93.863,19.658
region_13,manufacturing_heat,2019,0,0.18,0.18,0.26,0.24,0.219,0.618,0.08,0.0,0.553,0.0,0.0,0.139,0.032,0.027,0.17,97.705,96.514,101.817,94.418,19.678
region_13,manufacturing_heat,2020,0,0.18,0.18,0.26,0.24,0.225,0.62,0.437,0.82,0.553,0.196,0.172,0.292,0.144,0.049,0.245,91.675,93.367,103.548,93.172,33.625
region_13,manufacturing_heat,2021,0,0.18,0.18,0.26,0.24,0.231,0.623,0.276,0.38,0.603,0.091,0.08,0.233,0.094,0.041,0.219,95.752,95.195,104.332,94.036,28.196
region_13,manufacturing_heat,2022,0,0.18,0.18,0.26,0.24,0.237,0.625,0.158,0.1,0.653,0.024,0.021,0.192,0.138,0.038,0.252,98.871,96.709,105.299,95.046,24.326
region_13,manufacturing_heat,2023,0,0.18,0.18,0.26,0.24,0.243,0.628,0.116,0.04,0.703,0.01,0.008,0.184,0.125,0.038,0.25,100.037,97.069,106.272,95.316,23.963
region_13,care_and_health,2018,1,0.12,0.2,0.56,0.22,0.21,0.618,0.08,0.0,0.371,0.0,0.0,0.102,0.022,0.02,0.146,97.482,97.219,99.9,95.662,15.639
region_13,care_and_health,2019,1,0.12,0.2,0.56,0.22,0.216,0.621,0.08,0.0,0.371,0.0,0.0,0.102,0.022,0.02,0.148,98.228,97.569,100.903,96.217,15.659
region_13,care_and_health,2020,1,0.12,0.2,0.56,0.22,0.222,0.623,0.752,0.82,0.371,0.434,0.464,0.364,0.096,0.055,0.228,82.795,90.352,102.651,92.872,43.704
region_13,care_and_health,2021,1,0.12,0.2,0.56,0.22,0.228,0.626,0.449,0.38,0.421,0.201,0.215,0.256,0.063,0.041,0.2,91.774,94.258,103.483,94.68,31.559
region_13,care_and_health,2022,1,0.12,0.2,0.56,0.22,0.234,0.629,0.228,0.1,0.471,0.053,0.056,0.18,0.092,0.033,0.231,97.953,97.054,104.451,96.329,23.113
region_13,care_and_health,2023,1,0.12,0.2,0.56,0.22,0.24,0.631,0.147,0.04,0.521,0.021,0.023,0.158,0.083,0.03,0.228,99.884,97.768,105.392,96.851,21.259
region_13,migrant_food_and_delivery,2018,1,0.05,0.52,0.38,0.12,0.192,0.616,0.08,0.0,0.49,0.0,0.0,0.126,0.009,0.012,0.157,97.104,96.461,98.629,94.43,18.219
region_13,migrant_food_and_delivery,2019,1,0.05,0.52,0.38,0.12,0.198,0.619,0.08,0.0,0.49,0.0,0.0,0.126,0.009,0.012,0.158,97.85,96.811,99.632,94.985,18.24
region_13,migrant_food_and_delivery,2020,1,0.05,0.52,0.38,0.12,0.204,0.622,0.815,0.82,0.49,0.305,0.479,0.398,0.04,0.05,0.245,82.782,90.899,101.424,91.169,46.077
