worker_id,manager_norm,baseline_performance,prior_team_culture,support_index,promotion_standard,conformity_pressure,culture_alignment,promotion_score,retention_index,local_norm_shift
manager-worker-257,high_pressure_merit,78.4,0.48,0.48,0.76,0.42,0.356,78.18,0.688,-0.124
manager-worker-258,supportive_growth,80.0,0.52,0.72,0.48,0.16,0.509,88.79,0.794,-0.011
manager-worker-259,traditional_gatekeeping,80.0,0.52,0.3,0.68,0.36,0.326,77.51,0.658,-0.194
manager-worker-260,high_pressure_merit,80.0,0.52,0.48,0.76,0.42,0.378,79.89,0.69,-0.142
manager-worker-261,supportive_growth,81.6,0.56,0.72,0.48,0.16,0.531,90.5,0.797,-0.029
manager-worker-262,traditional_gatekeeping,81.6,0.56,0.3,0.68,0.36,0.348,79.22,0.661,-0.212
manager-worker-263,high_pressure_merit,81.6,0.56,0.48,0.76,0.42,0.4,81.6,0.693,-0.16
manager-worker-264,supportive_growth,83.2,0.6,0.72,0.48,0.16,0.553,92.21,0.799,-0.047
manager-worker-265,traditional_gatekeeping,83.2,0.6,0.3,0.68,0.36,0.37,80.93,0.663,-0.23
manager-worker-266,high_pressure_merit,83.2,0.6,0.48,0.76,0.42,0.422,83.31,0.695,-0.178
manager-worker-267,supportive_growth,84.8,0.64,0.72,0.48,0.16,0.575,93.92,0.802,-0.065
manager-worker-268,traditional_gatekeeping,84.8,0.64,0.3,0.68,0.36,0.392,82.64,0.666,-0.248
manager-worker-269,high_pressure_merit,84.8,0.64,0.48,0.76,0.42,0.444,85.02,0.698,-0.196
manager-worker-270,supportive_growth,72.0,0.44,0.72,0.48,0.16,0.465,80.57,0.79,0.025
manager-worker-271,traditional_gatekeeping,72.0,0.44,0.3,0.68,0.36,0.282,69.29,0.653,-0.158
manager-worker-272,high_pressure_merit,72.0,0.44,0.48,0.76,0.42,0.334,71.67,0.686,-0.106
manager-worker-273,supportive_growth,73.6,0.48,0.72,0.48,0.16,0.487,82.28,0.792,0.007
manager-worker-274,traditional_gatekeeping,73.6,0.48,0.3,0.68,0.36,0.304,71.0,0.656,-0.176
manager-worker-275,high_pressure_merit,73.6,0.48,0.48,0.76,0.42,0.356,73.38,0.688,-0.124
manager-worker-276,supportive_growth,75.2,0.52,0.72,0.48,0.16,0.509,83.99,0.794,-0.011
manager-worker-277,traditional_gatekeeping,75.2,0.52,0.3,0.68,0.36,0.326,72.71,0.658,-0.194
manager-worker-278,high_pressure_merit,75.2,0.52,0.48,0.76,0.42,0.378,75.09,0.69,-0.142
manager-worker-279,supportive_growth,76.8,0.56,0.72,0.48,0.16,0.531,85.7,0.797,-0.029
manager-worker-280,traditional_gatekeeping,76.8,0.56,0.3,0.68,0.36,0.348,74.42,0.661,-0.212
manager-worker-281,high_pressure_merit,76.8,0.56,0.48,0.76,0.42,0.4,76.8,0.693,-0.16
manager-worker-282,supportive_growth,78.4,0.6,0.72,0.48,0.16,0.553,87.41,0.799,-0.047
manager-worker-283,traditional_gatekeeping,78.4,0.6,0.3,0.68,0.36,0.37,76.13,0.663,-0.23
manager-worker-284,high_pressure_merit,78.4,0.6,0.48,0.76,0.42,0.422,78.51,0.695,-0.178
manager-worker-285,supportive_growth,80.0,0.64,0.72,0.48,0.16,0.575,89.12,0.802,-0.065
manager-worker-286,traditional_gatekeeping,80.0,0.64,0.3,0.68,0.36,0.392,77.84,0.666,-0.248
manager-worker-287,high_pressure_merit,80.0,0.64,0.48,0.76,0.42,0.444,80.22,0.698,-0.196
manager-worker-288,supportive_growth,81.6,0.44,0.72,0.48,0.16,0.465,90.17,0.79,0.025
manager-worker-289,traditional_gatekeeping,81.6,0.44,0.3,0.68,0.36,0.282,78.89,0.653,-0.158
manager-worker-290,high_pressure_merit,81.6,0.44,0.48,0.76,0.42,0.334,81.27,0.686,-0.106
manager-worker-291,supportive_growth,83.2,0.48,0.72,0.48,0.16,0.487,91.88,0.792,0.007
manager-worker-292,traditional_gatekeeping,83.2,0.48,0.3,0.68,0.36,0.304,80.6,0.656,-0.176
manager-worker-293,high_pressure_merit,83.2,0.48,0.48,0.76,0.42,0.356,82.98,0.688,-0.124
manager-worker-294,supportive_growth,84.8,0.52,0.72,0.48,0.16,0.509,93.59,0.794,-0.011
manager-worker-295,traditional_gatekeeping,84.8,0.52,0.3,0.68,0.36,0.326,82.31,0.658,-0.194
manager-worker-296,high_pressure_merit,84.8,0.52,0.48,0.76,0.42,0.378,84.69,0.69,-0.142
manager-worker-297,supportive_growth,72.0,0.56,0.72,0.48,0.16,0.531,80.9,0.797,-0.029
manager-worker-298,traditional_gatekeeping,72.0,0.56,0.3,0.68,0.36,0.348,69.62,0.661,-0.212
manager-worker-299,high_pressure_merit,72.0,0.56,0.48,0.76,0.42,0.4,72.0,0.693,-0.16
manager-worker-300,supportive_growth,73.6,0.6,0.72,0.48,0.16,0.553,82.61,0.799,-0.047
manager-worker-301,traditional_gatekeeping,73.6,0.6,0.3,0.68,0.36,0.37,71.33,0.663,-0.23
manager-worker-302,high_pressure_merit,73.6,0.6,0.48,0.76,0.42,0.422,73.71,0.695,-0.178
manager-worker-303,supportive_growth,75.2,0.64,0.72,0.48,0.16,0.575,84.32,0.802,-0.065
manager-worker-304,traditional_gatekeeping,75.2,0.64,0.3,0.68,0.36,0.392,73.04,0.666,-0.248
manager-worker-305,high_pressure_merit,75.2,0.64,0.48,0.76,0.42,0.444,75.42,0.698,-0.196
manager-worker-306,supportive_growth,76.8,0.44,0.72,0.48,0.16,0.465,85.37,0.79,0.025
manager-worker-307,traditional_gatekeeping,76.8,0.44,0.3,0.68,0.36,0.282,74.09,0.653,-0.158
manager-worker-308,high_pressure_merit,76.8,0.44,0.48,0.76,0.42,0.334,76.47,0.686,-0.106
manager-worker-309,supportive_growth,78.4,0.48,0.72,0.48,0.16,0.487,87.08,0.792,0.007
manager-worker-310,traditional_gatekeeping,78.4,0.48,0.3,0.68,0.36,0.304,75.8,0.656,-0.176
manager-worker-311,high_pressure_merit,78.4,0.48,0.48,0.76,0.42,0.356,78.18,0.688,-0.124
manager-worker-312,supportive_growth,80.0,0.52,0.72,0.48,0.16,0.509,88.79,0.794,-0.011
manager-worker-313,traditional_gatekeeping,80.0,0.52,0.3,0.68,0.36,0.326,77.51,0.658,-0.194
manager-worker-314,high_pressure_merit,80.0,0.52,0.48,0.76,0.42,0.378,79.89,0.69,-0.142
manager-worker-315,supportive_growth,81.6,0.56,0.72,0.48,0.16,0.531,90.5,0.797,-0.029
manager-worker-316,traditional_gatekeeping,81.6,0.56,0.3,0.68,0.36,0.348,79.22,0.661,-0.212
manager-worker-317,high_pressure_merit,81.6,0.56,0.48,0.76,0.42,0.4,81.6,0.693,-0.16
manager-worker-318,supportive_growth,83.2,0.6,0.72,0.48,0.16,0.553,92.21,0.799,-0.047
manager-worker-319,traditional_gatekeeping,83.2,0.6,0.3,0.68,0.36,0.37,80.93,0.663,-0.23
manager-worker-320,high_pressure_merit,83.2,0.6,0.48,0.76,0.42,0.422,83.31,0.695,-0.178
manager-worker-321,supportive_growth,84.8,0.64,0.72,0.48,0.16,0.575,93.92,0.802,-0.065
manager-worker-322,traditional_gatekeeping,84.8,0.64,0.3,0.68,0.36,0.392,82.64,0.666,-0.248
manager-worker-323,high_pressure_merit,84.8,0.64,0.48,0.76,0.42,0.444,85.02,0.698,-0.196
manager-worker-324,supportive_growth,72.0,0.44,0.72,0.48,0.16,0.465,80.57,0.79,0.025
manager-worker-325,traditional_gatekeeping,72.0,0.44,0.3,0.68,0.36,0.282,69.29,0.653,-0.158
manager-worker-326,high_pressure_merit,72.0,0.44,0.48,0.76,0.42,0.334,71.67,0.686,-0.106
manager-worker-327,supportive_growth,73.6,0.48,0.72,0.48,0.16,0.487,82.28,0.792,0.007
manager-worker-328,traditional_gatekeeping,73.6,0.48,0.3,0.68,0.36,0.304,71.0,0.656,-0.176
manager-worker-329,high_pressure_merit,73.6,0.48,0.48,0.76,0.42,0.356,73.38,0.688,-0.124
manager-worker-330,supportive_growth,75.2,0.52,0.72,0.48,0.16,0.509,83.99,0.794,-0.011
manager-worker-331,traditional_gatekeeping,75.2,0.52,0.3,0.68,0.36,0.326,72.71,0.658,-0.194
manager-worker-332,high_pressure_merit,75.2,0.52,0.48,0.76,0.42,0.378,75.09,0.69,-0.142
manager-worker-333,supportive_growth,76.8,0.56,0.72,0.48,0.16,0.531,85.7,0.797,-0.029
manager-worker-334,traditional_gatekeeping,76.8,0.56,0.3,0.68,0.36,0.348,74.42,0.661,-0.212
manager-worker-335,high_pressure_merit,76.8,0.56,0.48,0.76,0.42,0.4,76.8,0.693,-0.16
manager-worker-336,supportive_growth,78.4,0.6,0.72,0.48,0.16,0.553,87.41,0.799,-0.047
manager-worker-337,traditional_gatekeeping,78.4,0.6,0.3,0.68,0.36,0.37,76.13,0.663,-0.23
manager-worker-338,high_pressure_merit,78.4,0.6,0.48,0.76,0.42,0.422,78.51,0.695,-0.178
manager-worker-339,supportive_growth,80.0,0.64,0.72,0.48,0.16,0.575,89.12,0.802,-0.065
manager-worker-340,traditional_gatekeeping,80.0,0.64,0.3,0.68,0.36,0.392,77.84,0.666,-0.248
manager-worker-341,high_pressure_merit,80.0,0.64,0.48,0.76,0.42,0.444,80.22,0.698,-0.196
manager-worker-342,supportive_growth,81.6,0.44,0.72,0.48,0.16,0.465,90.17,0.79,0.025
manager-worker-343,traditional_gatekeeping,81.6,0.44,0.3,0.68,0.36,0.282,78.89,0.653,-0.158
manager-worker-344,high_pressure_merit,81.6,0.44,0.48,0.76,0.42,0.334,81.27,0.686,-0.106
manager-worker-345,supportive_growth,83.2,0.48,0.72,0.48,0.16,0.487,91.88,0.792,0.007
manager-worker-346,traditional_gatekeeping,83.2,0.48,0.3,0.68,0.36,0.304,80.6,0.656,-0.176
manager-worker-347,high_pressure_merit,83.2,0.48,0.48,0.76,0.42,0.356,82.98,0.688,-0.124
manager-worker-348,supportive_growth,84.8,0.52,0.72,0.48,0.16,0.509,93.59,0.794,-0.011
manager-worker-349,traditional_gatekeeping,84.8,0.52,0.3,0.68,0.36,0.326,82.31,0.658,-0.194
manager-worker-350,high_pressure_merit,84.8,0.52,0.48,0.76,0.42,0.378,84.69,0.69,-0.142
manager-worker-351,supportive_growth,72.0,0.56,0.72,0.48,0.16,0.531,80.9,0.797,-0.029
manager-worker-352,traditional_gatekeeping,72.0,0.56,0.3,0.68,0.36,0.348,69.62,0.661,-0.212
manager-worker-353,high_pressure_merit,72.0,0.56,0.48,0.76,0.42,0.4,72.0,0.693,-0.16
manager-worker-354,supportive_growth,73.6,0.6,0.72,0.48,0.16,0.553,82.61,0.799,-0.047
manager-worker-355,traditional_gatekeeping,73.6,0.6,0.3,0.68,0.36,0.37,71.33,0.663,-0.23
manager-worker-356,high_pressure_merit,73.6,0.6,0.48,0.76,0.42,0.422,73.71,0.695,-0.178
manager-worker-357,supportive_growth,75.2,0.64,0.72,0.48,0.16,0.575,84.32,0.802,-0.065
manager-worker-358,traditional_gatekeeping,75.2,0.64,0.3,0.68,0.36,0.392,73.04,0.666,-0.248
manager-worker-359,high_pressure_merit,75.2,0.64,0.48,0.76,0.42,0.444,75.42,0.698,-0.196
manager-worker-360,supportive_growth,76.8,0.44,0.72,0.48,0.16,0.465,85.37,0.79,0.025
manager-worker-361,traditional_gatekeeping,76.8,0.44,0.3,0.68,0.36,0.282,74.09,0.653,-0.158
manager-worker-362,high_pressure_merit,76.8,0.44,0.48,0.76,0.42,0.334,76.47,0.686,-0.106
manager-worker-363,supportive_growth,78.4,0.48,0.72,0.48,0.16,0.487,87.08,0.792,0.007
manager-worker-364,traditional_gatekeeping,78.4,0.48,0.3,0.68,0.36,0.304,75.8,0.656,-0.176
manager-worker-365,high_pressure_merit,78.4,0.48,0.48,0.76,0.42,0.356,78.18,0.688,-0.124
manager-worker-366,supportive_growth,80.0,0.52,0.72,0.48,0.16,0.509,88.79,0.794,-0.011
manager-worker-367,traditional_gatekeeping,80.0,0.52,0.3,0.68,0.36,0.326,77.51,0.658,-0.194
manager-worker-368,high_pressure_merit,80.0,0.52,0.48,0.76,0.42,0.378,79.89,0.69,-0.142
manager-worker-369,supportive_growth,81.6,0.56,0.72,0.48,0.16,0.531,90.5,0.797,-0.029
manager-worker-370,traditional_gatekeeping,81.6,0.56,0.3,0.68,0.36,0.348,79.22,0.661,-0.212
manager-worker-371,high_pressure_merit,81.6,0.56,0.48,0.76,0.42,0.4,81.6,0.693,-0.16
manager-worker-372,supportive_growth,83.2,0.6,0.72,0.48,0.16,0.553,92.21,0.799,-0.047
manager-worker-373,traditional_gatekeeping,83.2,0.6,0.3,0.68,0.36,0.37,80.93,0.663,-0.23
manager-worker-374,high_pressure_merit,83.2,0.6,0.48,0.76,0.42,0.422,83.31,0.695,-0.178
manager-worker-375,supportive_growth,84.8,0.64,0.72,0.48,0.16,0.575,93.92,0.802,-0.065
manager-worker-376,traditional_gatekeeping,84.8,0.64,0.3,0.68,0.36,0.392,82.64,0.666,-0.248
manager-worker-377,high_pressure_merit,84.8,0.64,0.48,0.76,0.42,0.444,85.02,0.698,-0.196
manager-worker-378,supportive_growth,72.0,0.44,0.72,0.48,0.16,0.465,80.57,0.79,0.025
manager-worker-379,traditional_gatekeeping,72.0,0.44,0.3,0.68,0.36,0.282,69.29,0.653,-0.158
manager-worker-380,high_pressure_merit,72.0,0.44,0.48,0.76,0.42,0.334,71.67,0.686,-0.106
manager-worker-381,supportive_growth,73.6,0.48,0.72,0.48,0.16,0.487,82.28,0.792,0.007
manager-worker-382,traditional_gatekeeping,73.6,0.48,0.3,0.68,0.36,0.304,71.0,0.656,-0.176
manager-worker-383,high_pressure_merit,73.6,0.48,0.48,0.76,0.42,0.356,73.38,0.688,-0.124
manager-worker-384,supportive_growth,75.2,0.52,0.72,0.48,0.16,0.509,83.99,0.794,-0.011
manager-worker-385,traditional_gatekeeping,75.2,0.52,0.3,0.68,0.36,0.326,72.71,0.658,-0.194
manager-worker-386,high_pressure_merit,75.2,0.52,0.48,0.76,0.42,0.378,75.09,0.69,-0.142
manager-worker-387,supportive_growth,76.8,0.56,0.72,0.48,0.16,0.531,85.7,0.797,-0.029
manager-worker-388,traditional_gatekeeping,76.8,0.56,0.3,0.68,0.36,0.348,74.42,0.661,-0.212
manager-worker-389,high_pressure_merit,76.8,0.56,0.48,0.76,0.42,0.4,76.8,0.693,-0.16
manager-worker-390,supportive_growth,78.4,0.6,0.72,0.48,0.16,0.553,87.41,0.799,-0.047
manager-worker-391,traditional_gatekeeping,78.4,0.6,0.3,0.68,0.36,0.37,76.13,0.663,-0.23
manager-worker-392,high_pressure_merit,78.4,0.6,0.48,0.76,0.42,0.422,78.51,0.695,-0.178
manager-worker-393,supportive_growth,80.0,0.64,0.72,0.48,0.16,0.575,89.12,0.802,-0.065
manager-worker-394,traditional_gatekeeping,80.0,0.64,0.3,0.68,0.36,0.392,77.84,0.666,-0.248
manager-worker-395,high_pressure_merit,80.0,0.64,0.48,0.76,0.42,0.444,80.22,0.698,-0.196
manager-worker-396,supportive_growth,81.6,0.44,0.72,0.48,0.16,0.465,90.17,0.79,0.025
manager-worker-397,traditional_gatekeeping,81.6,0.44,0.3,0.68,0.36,0.282,78.89,0.653,-0.158
manager-worker-398,high_pressure_merit,81.6,0.44,0.48,0.76,0.42,0.334,81.27,0.686,-0.106
manager-worker-399,supportive_growth,83.2,0.48,0.72,0.48,0.16,0.487,91.88,0.792,0.007
manager-worker-400,traditional_gatekeeping,83.2,0.48,0.3,0.68,0.36,0.304,80.6,0.656,-0.176
manager-worker-401,high_pressure_merit,83.2,0.48,0.48,0.76,0.42,0.356,82.98,0.688,-0.124
manager-worker-402,supportive_growth,84.8,0.52,0.72,0.48,0.16,0.509,93.59,0.794,-0.011
manager-worker-403,traditional_gatekeeping,84.8,0.52,0.3,0.68,0.36,0.326,82.31,0.658,-0.194
manager-worker-404,high_pressure_merit,84.8,0.52,0.48,0.76,0.42,0.378,84.69,0.69,-0.142
manager-worker-405,supportive_growth,72.0,0.56,0.72,0.48,0.16,0.531,80.9,0.797,-0.029
manager-worker-406,traditional_gatekeeping,72.0,0.56,0.3,0.68,0.36,0.348,69.62,0.661,-0.212
manager-worker-407,high_pressure_merit,72.0,0.56,0.48,0.76,0.42,0.4,72.0,0.693,-0.16
manager-worker-408,supportive_growth,73.6,0.6,0.72,0.48,0.16,0.553,82.61,0.799,-0.047
manager-worker-409,traditional_gatekeeping,73.6,0.6,0.3,0.68,0.36,0.37,71.33,0.663,-0.23
manager-worker-410,high_pressure_merit,73.6,0.6,0.48,0.76,0.42,0.422,73.71,0.695,-0.178
manager-worker-411,supportive_growth,75.2,0.64,0.72,0.48,0.16,0.575,84.32,0.802,-0.065
manager-worker-412,traditional_gatekeeping,75.2,0.64,0.3,0.68,0.36,0.392,73.04,0.666,-0.248
manager-worker-413,high_pressure_merit,75.2,0.64,0.48,0.76,0.42,0.444,75.42,0.698,-0.196
manager-worker-414,supportive_growth,76.8,0.44,0.72,0.48,0.16,0.465,85.37,0.79,0.025
manager-worker-415,traditional_gatekeeping,76.8,0.44,0.3,0.68,0.36,0.282,74.09,0.653,-0.158
manager-worker-416,high_pressure_merit,76.8,0.44,0.48,0.76,0.42,0.334,76.47,0.686,-0.106
manager-worker-417,supportive_growth,78.4,0.48,0.72,0.48,0.16,0.487,87.08,0.792,0.007
manager-worker-418,traditional_gatekeeping,78.4,0.48,0.3,0.68,0.36,0.304,75.8,0.656,-0.176
manager-worker-419,high_pressure_merit,78.4,0.48,0.48,0.76,0.42,0.356,78.18,0.688,-0.124
manager-worker-420,supportive_growth,80.0,0.52,0.72,0.48,0.16,0.509,88.79,0.794,-0.011
manager-worker-421,traditional_gatekeeping,80.0,0.52,0.3,0.68,0.36,0.326,77.51,0.658,-0.194
manager-worker-422,high_pressure_merit,80.0,0.52,0.48,0.76,0.42,0.378,79.89,0.69,-0.142
manager-worker-423,supportive_growth,81.6,0.56,0.72,0.48,0.16,0.531,90.5,0.797,-0.029
manager-worker-424,traditional_gatekeeping,81.6,0.56,0.3,0.68,0.36,0.348,79.22,0.661,-0.212
manager-worker-425,high_pressure_merit,81.6,0.56,0.48,0.76,0.42,0.4,81.6,0.693,-0.16
manager-worker-426,supportive_growth,83.2,0.6,0.72,0.48,0.16,0.553,92.21,0.799,-0.047
manager-worker-427,traditional_gatekeeping,83.2,0.6,0.3,0.68,0.36,0.37,80.93,0.663,-0.23
manager-worker-428,high_pressure_merit,83.2,0.6,0.48,0.76,0.42,0.422,83.31,0.695,-0.178
manager-worker-429,supportive_growth,84.8,0.64,0.72,0.48,0.16,0.575,93.92,0.802,-0.065
manager-worker-430,traditional_gatekeeping,84.8,0.64,0.3,0.68,0.36,0.392,82.64,0.666,-0.248
manager-worker-431,high_pressure_merit,84.8,0.64,0.48,0.76,0.42,0.444,85.02,0.698,-0.196
manager-worker-432,supportive_growth,72.0,0.44,0.72,0.48,0.16,0.465,80.57,0.79,0.025
manager-worker-433,traditional_gatekeeping,72.0,0.44,0.3,0.68,0.36,0.282,69.29,0.653,-0.158
manager-worker-434,high_pressure_merit,72.0,0.44,0.48,0.76,0.42,0.334,71.67,0.686,-0.106
manager-worker-435,supportive_growth,73.6,0.48,0.72,0.48,0.16,0.487,82.28,0.792,0.007
manager-worker-436,traditional_gatekeeping,73.6,0.48,0.3,0.68,0.36,0.304,71.0,0.656,-0.176
manager-worker-437,high_pressure_merit,73.6,0.48,0.48,0.76,0.42,0.356,73.38,0.688,-0.124
manager-worker-438,supportive_growth,75.2,0.52,0.72,0.48,0.16,0.509,83.99,0.794,-0.011
manager-worker-439,traditional_gatekeeping,75.2,0.52,0.3,0.68,0.36,0.326,72.71,0.658,-0.194
manager-worker-440,high_pressure_merit,75.2,0.52,0.48,0.76,0.42,0.378,75.09,0.69,-0.142
manager-worker-441,supportive_growth,76.8,0.56,0.72,0.48,0.16,0.531,85.7,0.797,-0.029
manager-worker-442,traditional_gatekeeping,76.8,0.56,0.3,0.68,0.36,0.348,74.42,0.661,-0.212
manager-worker-443,high_pressure_merit,76.8,0.56,0.48,0.76,0.42,0.4,76.8,0.693,-0.16
manager-worker-444,supportive_growth,78.4,0.6,0.72,0.48,0.16,0.553,87.41,0.799,-0.047
manager-worker-445,traditional_gatekeeping,78.4,0.6,0.3,0.68,0.36,0.37,76.13,0.663,-0.23
manager-worker-446,high_pressure_merit,78.4,0.6,0.48,0.76,0.42,0.422,78.51,0.695,-0.178
manager-worker-447,supportive_growth,80.0,0.64,0.72,0.48,0.16,0.575,89.12,0.802,-0.065
manager-worker-448,traditional_gatekeeping,80.0,0.64,0.3,0.68,0.36,0.392,77.84,0.666,-0.248
manager-worker-449,high_pressure_merit,80.0,0.64,0.48,0.76,0.42,0.444,80.22,0.698,-0.196
manager-worker-450,supportive_growth,81.6,0.44,0.72,0.48,0.16,0.465,90.17,0.79,0.025
manager-worker-451,traditional_gatekeeping,81.6,0.44,0.3,0.68,0.36,0.282,78.89,0.653,-0.158
manager-worker-452,high_pressure_merit,81.6,0.44,0.48,0.76,0.42,0.334,81.27,0.686,-0.106
manager-worker-453,supportive_growth,83.2,0.48,0.72,0.48,0.16,0.487,91.88,0.792,0.007
manager-worker-454,traditional_gatekeeping,83.2,0.48,0.3,0.68,0.36,0.304,80.6,0.656,-0.176
manager-worker-455,high_pressure_merit,83.2,0.48,0.48,0.76,0.42,0.356,82.98,0.688,-0.124
manager-worker-456,supportive_growth,84.8,0.52,0.72,0.48,0.16,0.509,93.59,0.794,-0.011
manager-worker-457,traditional_gatekeeping,84.8,0.52,0.3,0.68,0.36,0.326,82.31,0.658,-0.194
manager-worker-458,high_pressure_merit,84.8,0.52,0.48,0.76,0.42,0.378,84.69,0.69,-0.142
manager-worker-459,supportive_growth,72.0,0.56,0.72,0.48,0.16,0.531,80.9,0.797,-0.029
manager-worker-460,traditional_gatekeeping,72.0,0.56,0.3,0.68,0.36,0.348,69.62,0.661,-0.212
manager-worker-461,high_pressure_merit,72.0,0.56,0.48,0.76,0.42,0.4,72.0,0.693,-0.16
manager-worker-462,supportive_growth,73.6,0.6,0.72,0.48,0.16,0.553,82.61,0.799,-0.047
manager-worker-463,traditional_gatekeeping,73.6,0.6,0.3,0.68,0.36,0.37,71.33,0.663,-0.23
manager-worker-464,high_pressure_merit,73.6,0.6,0.48,0.76,0.42,0.422,73.71,0.695,-0.178
manager-worker-465,supportive_growth,75.2,0.64,0.72,0.48,0.16,0.575,84.32,0.802,-0.065
manager-worker-466,traditional_gatekeeping,75.2,0.64,0.3,0.68,0.36,0.392,73.04,0.666,-0.248
manager-worker-467,high_pressure_merit,75.2,0.64,0.48,0.76,0.42,0.444,75.42,0.698,-0.196
manager-worker-468,supportive_growth,76.8,0.44,0.72,0.48,0.16,0.465,85.37,0.79,0.025
manager-worker-469,traditional_gatekeeping,76.8,0.44,0.3,0.68,0.36,0.282,74.09,0.653,-0.158
manager-worker-470,high_pressure_merit,76.8,0.44,0.48,0.76,0.42,0.334,76.47,0.686,-0.106
manager-worker-471,supportive_growth,78.4,0.48,0.72,0.48,0.16,0.487,87.08,0.792,0.007
manager-worker-472,traditional_gatekeeping,78.4,0.48,0.3,0.68,0.36,0.304,75.8,0.656,-0.176
manager-worker-473,high_pressure_merit,78.4,0.48,0.48,0.76,0.42,0.356,78.18,0.688,-0.124
manager-worker-474,supportive_growth,80.0,0.52,0.72,0.48,0.16,0.509,88.79,0.794,-0.011
manager-worker-475,traditional_gatekeeping,80.0,0.52,0.3,0.68,0.36,0.326,77.51,0.658,-0.194
manager-worker-476,high_pressure_merit,80.0,0.52,0.48,0.76,0.42,0.378,79.89,0.69,-0.142
manager-worker-477,supportive_growth,81.6,0.56,0.72,0.48,0.16,0.531,90.5,0.797,-0.029
manager-worker-478,traditional_gatekeeping,81.6,0.56,0.3,0.68,0.36,0.348,79.22,0.661,-0.212
manager-worker-479,high_pressure_merit,81.6,0.56,0.48,0.76,0.42,0.4,81.6,0.693,-0.16
manager-worker-480,supportive_growth,83.2,0.6,0.72,0.48,0.16,0.553,92.21,0.799,-0.047
manager-worker-481,traditional_gatekeeping,83.2,0.6,0.3,0.68,0.36,0.37,80.93,0.663,-0.23
manager-worker-482,high_pressure_merit,83.2,0.6,0.48,0.76,0.42,0.422,83.31,0.695,-0.178
manager-worker-483,supportive_growth,84.8,0.64,0.72,0.48,0.16,0.575,93.92,0.802,-0.065
manager-worker-484,traditional_gatekeeping,84.8,0.64,0.3,0.68,0.36,0.392,82.64,0.666,-0.248
manager-worker-485,high_pressure_merit,84.8,0.64,0.48,0.76,0.42,0.444,85.02,0.698,-0.196
manager-worker-486,supportive_growth,72.0,0.44,0.72,0.48,0.16,0.465,80.57,0.79,0.025
manager-worker-487,traditional_gatekeeping,72.0,0.44,0.3,0.68,0.36,0.282,69.29,0.653,-0.158
manager-worker-488,high_pressure_merit,72.0,0.44,0.48,0.76,0.42,0.334,71.67,0.686,-0.106
manager-worker-489,supportive_growth,73.6,0.48,0.72,0.48,0.16,0.487,82.28,0.792,0.007
manager-worker-490,traditional_gatekeeping,73.6,0.48,0.3,0.68,0.36,0.304,71.0,0.656,-0.176
manager-worker-491,high_pressure_merit,73.6,0.48,0.48,0.76,0.42,0.356,73.38,0.688,-0.124
manager-worker-492,supportive_growth,75.2,0.52,0.72,0.48,0.16,0.509,83.99,0.794,-0.011
manager-worker-493,traditional_gatekeeping,75.2,0.52,0.3,0.68,0.36,0.326,72.71,0.658,-0.194
manager-worker-494,high_pressure_merit,75.2,0.52,0.48,0.76,0.42,0.378,75.09,0.69,-0.142
manager-worker-495,supportive_growth,76.8,0.56,0.72,0.48,0.16,0.531,85.7,0.797,-0.029
manager-worker-496,traditional_gatekeeping,76.8,0.56,0.3,0.68,0.36,0.348,74.42,0.661,-0.212
manager-worker-497,high_pressure_merit,76.8,0.56,0.48,0.76,0.42,0.4,76.8,0.693,-0.16
manager-worker-498,supportive_growth,78.4,0.6,0.72,0.48,0.16,0.553,87.41,0.799,-0.047
manager-worker-499,traditional_gatekeeping,78.4,0.6,0.3,0.68,0.36,0.37,76.13,0.663,-0.23
manager-worker-500,high_pressure_merit,78.4,0.6,0.48,0.76,0.42,0.422,78.51,0.695,-0.178
manager-worker-501,supportive_growth,80.0,0.64,0.72,0.48,0.16,0.575,89.12,0.802,-0.065
manager-worker-502,traditional_gatekeeping,80.0,0.64,0.3,0.68,0.36,0.392,77.84,0.666,-0.248
manager-worker-503,high_pressure_merit,80.0,0.64,0.48,0.76,0.42,0.444,80.22,0.698,-0.196
manager-worker-504,supportive_growth,81.6,0.44,0.72,0.48,0.16,0.465,90.17,0.79,0.025
manager-worker-505,traditional_gatekeeping,81.6,0.44,0.3,0.68,0.36,0.282,78.89,0.653,-0.158
manager-worker-506,high_pressure_merit,81.6,0.44,0.48,0.76,0.42,0.334,81.27,0.686,-0.106
manager-worker-507,supportive_growth,83.2,0.48,0.72,0.48,0.16,0.487,91.88,0.792,0.007
manager-worker-508,traditional_gatekeeping,83.2,0.48,0.3,0.68,0.36,0.304,80.6,0.656,-0.176
manager-worker-509,high_pressure_merit,83.2,0.48,0.48,0.76,0.42,0.356,82.98,0.688,-0.124
manager-worker-510,supportive_growth,84.8,0.52,0.72,0.48,0.16,0.509,93.59,0.794,-0.011
manager-worker-511,traditional_gatekeeping,84.8,0.52,0.3,0.68,0.36,0.326,82.31,0.658,-0.194
manager-worker-512,high_pressure_merit,84.8,0.52,0.48,0.76,0.42,0.378,84.69,0.69,-0.142
manager-worker-513,supportive_growth,72.0,0.56,0.72,0.48,0.16,0.531,80.9,0.797,-0.029
manager-worker-514,traditional_gatekeeping,72.0,0.56,0.3,0.68,0.36,0.348,69.62,0.661,-0.212
