applicant_id,culture_message,worker_type,baseline_interest,culture_fit,apply_score,accept_score,expected_retention
culture-app-359,inclusive_growth,mission_fit,0.46,0.39,0.85,0.794,0.709
culture-app-360,neutral,team_oriented,0.48,0.22,0.7,0.621,0.653
culture-app-361,collaborative,team_oriented,0.5,0.42,0.92,0.751,0.719
culture-app-362,competitive,team_oriented,0.52,0.18,0.7,0.639,0.639
culture-app-363,flexible,team_oriented,0.54,0.18,0.72,0.659,0.639
culture-app-364,inclusive_growth,team_oriented,0.42,0.39,0.81,0.794,0.709
culture-app-365,neutral,career_accelerator,0.44,0.22,0.66,0.621,0.653
culture-app-366,collaborative,career_accelerator,0.46,0.18,0.64,0.619,0.639
culture-app-367,competitive,career_accelerator,0.48,0.4,0.88,0.76,0.712
culture-app-368,flexible,career_accelerator,0.5,0.18,0.68,0.659,0.639
culture-app-369,inclusive_growth,career_accelerator,0.52,0.18,0.7,0.679,0.639
culture-app-370,neutral,flexibility_pref,0.54,0.22,0.76,0.621,0.653
culture-app-371,collaborative,flexibility_pref,0.42,0.18,0.6,0.619,0.639
culture-app-372,competitive,flexibility_pref,0.44,0.18,0.62,0.639,0.639
culture-app-373,flexible,flexibility_pref,0.46,0.44,0.9,0.802,0.725
culture-app-374,inclusive_growth,flexibility_pref,0.48,0.18,0.66,0.679,0.639
culture-app-375,neutral,mission_fit,0.5,0.22,0.72,0.621,0.653
culture-app-376,collaborative,mission_fit,0.52,0.18,0.7,0.619,0.639
culture-app-377,competitive,mission_fit,0.54,0.18,0.72,0.639,0.639
culture-app-378,flexible,mission_fit,0.42,0.18,0.6,0.659,0.639
culture-app-379,inclusive_growth,mission_fit,0.44,0.39,0.83,0.794,0.709
culture-app-380,neutral,team_oriented,0.46,0.22,0.68,0.621,0.653
culture-app-381,collaborative,team_oriented,0.48,0.42,0.9,0.751,0.719
culture-app-382,competitive,team_oriented,0.5,0.18,0.68,0.639,0.639
culture-app-383,flexible,team_oriented,0.52,0.18,0.7,0.659,0.639
culture-app-384,inclusive_growth,team_oriented,0.54,0.39,0.93,0.794,0.709
culture-app-385,neutral,career_accelerator,0.42,0.22,0.64,0.621,0.653
culture-app-386,collaborative,career_accelerator,0.44,0.18,0.62,0.619,0.639
culture-app-387,competitive,career_accelerator,0.46,0.4,0.86,0.76,0.712
culture-app-388,flexible,career_accelerator,0.48,0.18,0.66,0.659,0.639
culture-app-389,inclusive_growth,career_accelerator,0.5,0.18,0.68,0.679,0.639
culture-app-390,neutral,flexibility_pref,0.52,0.22,0.74,0.621,0.653
culture-app-391,collaborative,flexibility_pref,0.54,0.18,0.72,0.619,0.639
culture-app-392,competitive,flexibility_pref,0.42,0.18,0.6,0.639,0.639
culture-app-393,flexible,flexibility_pref,0.44,0.44,0.88,0.802,0.725
culture-app-394,inclusive_growth,flexibility_pref,0.46,0.18,0.64,0.679,0.639
culture-app-395,neutral,mission_fit,0.48,0.22,0.7,0.621,0.653
culture-app-396,collaborative,mission_fit,0.5,0.18,0.68,0.619,0.639
culture-app-397,competitive,mission_fit,0.52,0.18,0.7,0.639,0.639
culture-app-398,flexible,mission_fit,0.54,0.18,0.72,0.659,0.639
culture-app-399,inclusive_growth,mission_fit,0.42,0.39,0.81,0.794,0.709
culture-app-400,neutral,team_oriented,0.44,0.22,0.66,0.621,0.653
culture-app-401,collaborative,team_oriented,0.46,0.42,0.88,0.751,0.719
culture-app-402,competitive,team_oriented,0.48,0.18,0.66,0.639,0.639
culture-app-403,flexible,team_oriented,0.5,0.18,0.68,0.659,0.639
culture-app-404,inclusive_growth,team_oriented,0.52,0.39,0.91,0.794,0.709
culture-app-405,neutral,career_accelerator,0.54,0.22,0.76,0.621,0.653
culture-app-406,collaborative,career_accelerator,0.42,0.18,0.6,0.619,0.639
culture-app-407,competitive,career_accelerator,0.44,0.4,0.84,0.76,0.712
culture-app-408,flexible,career_accelerator,0.46,0.18,0.64,0.659,0.639
culture-app-409,inclusive_growth,career_accelerator,0.48,0.18,0.66,0.679,0.639
culture-app-410,neutral,flexibility_pref,0.5,0.22,0.72,0.621,0.653
culture-app-411,collaborative,flexibility_pref,0.52,0.18,0.7,0.619,0.639
culture-app-412,competitive,flexibility_pref,0.54,0.18,0.72,0.639,0.639
culture-app-413,flexible,flexibility_pref,0.42,0.44,0.86,0.802,0.725
culture-app-414,inclusive_growth,flexibility_pref,0.44,0.18,0.62,0.679,0.639
culture-app-415,neutral,mission_fit,0.46,0.22,0.68,0.621,0.653
culture-app-416,collaborative,mission_fit,0.48,0.18,0.66,0.619,0.639
culture-app-417,competitive,mission_fit,0.5,0.18,0.68,0.639,0.639
culture-app-418,flexible,mission_fit,0.52,0.18,0.7,0.659,0.639
culture-app-419,inclusive_growth,mission_fit,0.54,0.39,0.93,0.794,0.709
culture-app-420,neutral,team_oriented,0.42,0.22,0.64,0.621,0.653
culture-app-421,collaborative,team_oriented,0.44,0.42,0.86,0.751,0.719
culture-app-422,competitive,team_oriented,0.46,0.18,0.64,0.639,0.639
culture-app-423,flexible,team_oriented,0.48,0.18,0.66,0.659,0.639
culture-app-424,inclusive_growth,team_oriented,0.5,0.39,0.89,0.794,0.709
culture-app-425,neutral,career_accelerator,0.52,0.22,0.74,0.621,0.653
culture-app-426,collaborative,career_accelerator,0.54,0.18,0.72,0.619,0.639
culture-app-427,competitive,career_accelerator,0.42,0.4,0.82,0.76,0.712
culture-app-428,flexible,career_accelerator,0.44,0.18,0.62,0.659,0.639
culture-app-429,inclusive_growth,career_accelerator,0.46,0.18,0.64,0.679,0.639
culture-app-430,neutral,flexibility_pref,0.48,0.22,0.7,0.621,0.653
culture-app-431,collaborative,flexibility_pref,0.5,0.18,0.68,0.619,0.639
culture-app-432,competitive,flexibility_pref,0.52,0.18,0.7,0.639,0.639
culture-app-433,flexible,flexibility_pref,0.54,0.44,0.98,0.802,0.725
culture-app-434,inclusive_growth,flexibility_pref,0.42,0.18,0.6,0.679,0.639
culture-app-435,neutral,mission_fit,0.44,0.22,0.66,0.621,0.653
culture-app-436,collaborative,mission_fit,0.46,0.18,0.64,0.619,0.639
culture-app-437,competitive,mission_fit,0.48,0.18,0.66,0.639,0.639
culture-app-438,flexible,mission_fit,0.5,0.18,0.68,0.659,0.639
culture-app-439,inclusive_growth,mission_fit,0.52,0.39,0.91,0.794,0.709
culture-app-440,neutral,team_oriented,0.54,0.22,0.76,0.621,0.653
culture-app-441,collaborative,team_oriented,0.42,0.42,0.84,0.751,0.719
culture-app-442,competitive,team_oriented,0.44,0.18,0.62,0.639,0.639
culture-app-443,flexible,team_oriented,0.46,0.18,0.64,0.659,0.639
culture-app-444,inclusive_growth,team_oriented,0.48,0.39,0.87,0.794,0.709
culture-app-445,neutral,career_accelerator,0.5,0.22,0.72,0.621,0.653
culture-app-446,collaborative,career_accelerator,0.52,0.18,0.7,0.619,0.639
culture-app-447,competitive,career_accelerator,0.54,0.4,0.94,0.76,0.712
culture-app-448,flexible,career_accelerator,0.42,0.18,0.6,0.659,0.639
culture-app-449,inclusive_growth,career_accelerator,0.44,0.18,0.62,0.679,0.639
culture-app-450,neutral,flexibility_pref,0.46,0.22,0.68,0.621,0.653
culture-app-451,collaborative,flexibility_pref,0.48,0.18,0.66,0.619,0.639
culture-app-452,competitive,flexibility_pref,0.5,0.18,0.68,0.639,0.639
culture-app-453,flexible,flexibility_pref,0.52,0.44,0.96,0.802,0.725
culture-app-454,inclusive_growth,flexibility_pref,0.54,0.18,0.72,0.679,0.639
culture-app-455,neutral,mission_fit,0.42,0.22,0.64,0.621,0.653
culture-app-456,collaborative,mission_fit,0.44,0.18,0.62,0.619,0.639
culture-app-457,competitive,mission_fit,0.46,0.18,0.64,0.639,0.639
culture-app-458,flexible,mission_fit,0.48,0.18,0.66,0.659,0.639
culture-app-459,inclusive_growth,mission_fit,0.5,0.39,0.89,0.794,0.709
culture-app-460,neutral,team_oriented,0.52,0.22,0.74,0.621,0.653
culture-app-461,collaborative,team_oriented,0.54,0.42,0.96,0.751,0.719
culture-app-462,competitive,team_oriented,0.42,0.18,0.6,0.639,0.639
culture-app-463,flexible,team_oriented,0.44,0.18,0.62,0.659,0.639
culture-app-464,inclusive_growth,team_oriented,0.46,0.39,0.85,0.794,0.709
culture-app-465,neutral,career_accelerator,0.48,0.22,0.7,0.621,0.653
culture-app-466,collaborative,career_accelerator,0.5,0.18,0.68,0.619,0.639
culture-app-467,competitive,career_accelerator,0.52,0.4,0.92,0.76,0.712
culture-app-468,flexible,career_accelerator,0.54,0.18,0.72,0.659,0.639
culture-app-469,inclusive_growth,career_accelerator,0.42,0.18,0.6,0.679,0.639
culture-app-470,neutral,flexibility_pref,0.44,0.22,0.66,0.621,0.653
culture-app-471,collaborative,flexibility_pref,0.46,0.18,0.64,0.619,0.639
culture-app-472,competitive,flexibility_pref,0.48,0.18,0.66,0.639,0.639
culture-app-473,flexible,flexibility_pref,0.5,0.44,0.94,0.802,0.725
culture-app-474,inclusive_growth,flexibility_pref,0.52,0.18,0.7,0.679,0.639
culture-app-475,neutral,mission_fit,0.54,0.22,0.76,0.621,0.653
culture-app-476,collaborative,mission_fit,0.42,0.18,0.6,0.619,0.639
culture-app-477,competitive,mission_fit,0.44,0.18,0.62,0.639,0.639
culture-app-478,flexible,mission_fit,0.46,0.18,0.64,0.659,0.639
culture-app-479,inclusive_growth,mission_fit,0.48,0.39,0.87,0.794,0.709
culture-app-480,neutral,team_oriented,0.5,0.22,0.72,0.621,0.653
culture-app-481,collaborative,team_oriented,0.52,0.42,0.94,0.751,0.719
culture-app-482,competitive,team_oriented,0.54,0.18,0.72,0.639,0.639
culture-app-483,flexible,team_oriented,0.42,0.18,0.6,0.659,0.639
culture-app-484,inclusive_growth,team_oriented,0.44,0.39,0.83,0.794,0.709
culture-app-485,neutral,career_accelerator,0.46,0.22,0.68,0.621,0.653
culture-app-486,collaborative,career_accelerator,0.48,0.18,0.66,0.619,0.639
culture-app-487,competitive,career_accelerator,0.5,0.4,0.9,0.76,0.712
culture-app-488,flexible,career_accelerator,0.52,0.18,0.7,0.659,0.639
culture-app-489,inclusive_growth,career_accelerator,0.54,0.18,0.72,0.679,0.639
culture-app-490,neutral,flexibility_pref,0.42,0.22,0.64,0.621,0.653
culture-app-491,collaborative,flexibility_pref,0.44,0.18,0.62,0.619,0.639
culture-app-492,competitive,flexibility_pref,0.46,0.18,0.64,0.639,0.639
culture-app-493,flexible,flexibility_pref,0.48,0.44,0.92,0.802,0.725
culture-app-494,inclusive_growth,flexibility_pref,0.5,0.18,0.68,0.679,0.639
culture-app-495,neutral,mission_fit,0.52,0.22,0.74,0.621,0.653
culture-app-496,collaborative,mission_fit,0.54,0.18,0.72,0.619,0.639
culture-app-497,competitive,mission_fit,0.42,0.18,0.6,0.639,0.639
culture-app-498,flexible,mission_fit,0.44,0.18,0.62,0.659,0.639
culture-app-499,inclusive_growth,mission_fit,0.46,0.39,0.85,0.794,0.709
culture-app-500,neutral,team_oriented,0.48,0.22,0.7,0.621,0.653
culture-app-501,collaborative,team_oriented,0.5,0.42,0.92,0.751,0.719
culture-app-502,competitive,team_oriented,0.52,0.18,0.7,0.639,0.639
culture-app-503,flexible,team_oriented,0.54,0.18,0.72,0.659,0.639
culture-app-504,inclusive_growth,team_oriented,0.42,0.39,0.81,0.794,0.709
culture-app-505,neutral,career_accelerator,0.44,0.22,0.66,0.621,0.653
culture-app-506,collaborative,career_accelerator,0.46,0.18,0.64,0.619,0.639
culture-app-507,competitive,career_accelerator,0.48,0.4,0.88,0.76,0.712
culture-app-508,flexible,career_accelerator,0.5,0.18,0.68,0.659,0.639
culture-app-509,inclusive_growth,career_accelerator,0.52,0.18,0.7,0.679,0.639
culture-app-510,neutral,flexibility_pref,0.54,0.22,0.76,0.621,0.653
culture-app-511,collaborative,flexibility_pref,0.42,0.18,0.6,0.619,0.639
culture-app-512,competitive,flexibility_pref,0.44,0.18,0.62,0.639,0.639
culture-app-513,flexible,flexibility_pref,0.46,0.44,0.9,0.802,0.725
culture-app-514,inclusive_growth,flexibility_pref,0.48,0.18,0.66,0.679,0.639
culture-app-515,neutral,mission_fit,0.5,0.22,0.72,0.621,0.653
culture-app-516,collaborative,mission_fit,0.52,0.18,0.7,0.619,0.639
culture-app-517,competitive,mission_fit,0.54,0.18,0.72,0.639,0.639
culture-app-518,flexible,mission_fit,0.42,0.18,0.6,0.659,0.639
culture-app-519,inclusive_growth,mission_fit,0.44,0.39,0.83,0.794,0.709
culture-app-520,neutral,team_oriented,0.46,0.22,0.68,0.621,0.653
culture-app-521,collaborative,team_oriented,0.48,0.42,0.9,0.751,0.719
culture-app-522,competitive,team_oriented,0.5,0.18,0.68,0.639,0.639
culture-app-523,flexible,team_oriented,0.52,0.18,0.7,0.659,0.639
culture-app-524,inclusive_growth,team_oriented,0.54,0.39,0.93,0.794,0.709
culture-app-525,neutral,career_accelerator,0.42,0.22,0.64,0.621,0.653
culture-app-526,collaborative,career_accelerator,0.44,0.18,0.62,0.619,0.639
culture-app-527,competitive,career_accelerator,0.46,0.4,0.86,0.76,0.712
culture-app-528,flexible,career_accelerator,0.48,0.18,0.66,0.659,0.639
culture-app-529,inclusive_growth,career_accelerator,0.5,0.18,0.68,0.679,0.639
culture-app-530,neutral,flexibility_pref,0.52,0.22,0.74,0.621,0.653
culture-app-531,collaborative,flexibility_pref,0.54,0.18,0.72,0.619,0.639
culture-app-532,competitive,flexibility_pref,0.42,0.18,0.6,0.639,0.639
culture-app-533,flexible,flexibility_pref,0.44,0.44,0.88,0.802,0.725
culture-app-534,inclusive_growth,flexibility_pref,0.46,0.18,0.64,0.679,0.639
culture-app-535,neutral,mission_fit,0.48,0.22,0.7,0.621,0.653
culture-app-536,collaborative,mission_fit,0.5,0.18,0.68,0.619,0.639
culture-app-537,competitive,mission_fit,0.52,0.18,0.7,0.639,0.639
culture-app-538,flexible,mission_fit,0.54,0.18,0.72,0.659,0.639
culture-app-539,inclusive_growth,mission_fit,0.42,0.39,0.81,0.794,0.709
culture-app-540,neutral,team_oriented,0.44,0.22,0.66,0.621,0.653
culture-app-541,collaborative,team_oriented,0.46,0.42,0.88,0.751,0.719
culture-app-542,competitive,team_oriented,0.48,0.18,0.66,0.639,0.639
culture-app-543,flexible,team_oriented,0.5,0.18,0.68,0.659,0.639
culture-app-544,inclusive_growth,team_oriented,0.52,0.39,0.91,0.794,0.709
culture-app-545,neutral,career_accelerator,0.54,0.22,0.76,0.621,0.653
culture-app-546,collaborative,career_accelerator,0.42,0.18,0.6,0.619,0.639
culture-app-547,competitive,career_accelerator,0.44,0.4,0.84,0.76,0.712
culture-app-548,flexible,career_accelerator,0.46,0.18,0.64,0.659,0.639
culture-app-549,inclusive_growth,career_accelerator,0.48,0.18,0.66,0.679,0.639
culture-app-550,neutral,flexibility_pref,0.5,0.22,0.72,0.621,0.653
culture-app-551,collaborative,flexibility_pref,0.52,0.18,0.7,0.619,0.639
culture-app-552,competitive,flexibility_pref,0.54,0.18,0.72,0.639,0.639
culture-app-553,flexible,flexibility_pref,0.42,0.44,0.86,0.802,0.725
culture-app-554,inclusive_growth,flexibility_pref,0.44,0.18,0.62,0.679,0.639
culture-app-555,neutral,mission_fit,0.46,0.22,0.68,0.621,0.653
culture-app-556,collaborative,mission_fit,0.48,0.18,0.66,0.619,0.639
culture-app-557,competitive,mission_fit,0.5,0.18,0.68,0.639,0.639
culture-app-558,flexible,mission_fit,0.52,0.18,0.7,0.659,0.639
culture-app-559,inclusive_growth,mission_fit,0.54,0.39,0.93,0.794,0.709
culture-app-560,neutral,team_oriented,0.42,0.22,0.64,0.621,0.653
culture-app-561,collaborative,team_oriented,0.44,0.42,0.86,0.751,0.719
culture-app-562,competitive,team_oriented,0.46,0.18,0.64,0.639,0.639
culture-app-563,flexible,team_oriented,0.48,0.18,0.66,0.659,0.639
culture-app-564,inclusive_growth,team_oriented,0.5,0.39,0.89,0.794,0.709
culture-app-565,neutral,career_accelerator,0.52,0.22,0.74,0.621,0.653
culture-app-566,collaborative,career_accelerator,0.54,0.18,0.72,0.619,0.639
culture-app-567,competitive,career_accelerator,0.42,0.4,0.82,0.76,0.712
culture-app-568,flexible,career_accelerator,0.44,0.18,0.62,0.659,0.639
culture-app-569,inclusive_growth,career_accelerator,0.46,0.18,0.64,0.679,0.639
culture-app-570,neutral,flexibility_pref,0.48,0.22,0.7,0.621,0.653
culture-app-571,collaborative,flexibility_pref,0.5,0.18,0.68,0.619,0.639
culture-app-572,competitive,flexibility_pref,0.52,0.18,0.7,0.639,0.639
culture-app-573,flexible,flexibility_pref,0.54,0.44,0.98,0.802,0.725
culture-app-574,inclusive_growth,flexibility_pref,0.42,0.18,0.6,0.679,0.639
culture-app-575,neutral,mission_fit,0.44,0.22,0.66,0.621,0.653
culture-app-576,collaborative,mission_fit,0.46,0.18,0.64,0.619,0.639
culture-app-577,competitive,mission_fit,0.48,0.18,0.66,0.639,0.639
culture-app-578,flexible,mission_fit,0.5,0.18,0.68,0.659,0.639
culture-app-579,inclusive_growth,mission_fit,0.52,0.39,0.91,0.794,0.709
culture-app-580,neutral,team_oriented,0.54,0.22,0.76,0.621,0.653
culture-app-581,collaborative,team_oriented,0.42,0.42,0.84,0.751,0.719
culture-app-582,competitive,team_oriented,0.44,0.18,0.62,0.639,0.639
culture-app-583,flexible,team_oriented,0.46,0.18,0.64,0.659,0.639
culture-app-584,inclusive_growth,team_oriented,0.48,0.39,0.87,0.794,0.709
culture-app-585,neutral,career_accelerator,0.5,0.22,0.72,0.621,0.653
culture-app-586,collaborative,career_accelerator,0.52,0.18,0.7,0.619,0.639
culture-app-587,competitive,career_accelerator,0.54,0.4,0.94,0.76,0.712
culture-app-588,flexible,career_accelerator,0.42,0.18,0.6,0.659,0.639
culture-app-589,inclusive_growth,career_accelerator,0.44,0.18,0.62,0.679,0.639
culture-app-590,neutral,flexibility_pref,0.46,0.22,0.68,0.621,0.653
culture-app-591,collaborative,flexibility_pref,0.48,0.18,0.66,0.619,0.639
culture-app-592,competitive,flexibility_pref,0.5,0.18,0.68,0.639,0.639
culture-app-593,flexible,flexibility_pref,0.52,0.44,0.96,0.802,0.725
culture-app-594,inclusive_growth,flexibility_pref,0.54,0.18,0.72,0.679,0.639
culture-app-595,neutral,mission_fit,0.42,0.22,0.64,0.621,0.653
culture-app-596,collaborative,mission_fit,0.44,0.18,0.62,0.619,0.639
culture-app-597,competitive,mission_fit,0.46,0.18,0.64,0.639,0.639
culture-app-598,flexible,mission_fit,0.48,0.18,0.66,0.659,0.639
culture-app-599,inclusive_growth,mission_fit,0.5,0.39,0.89,0.794,0.709
culture-app-600,neutral,team_oriented,0.52,0.22,0.74,0.621,0.653
culture-app-601,collaborative,team_oriented,0.54,0.42,0.96,0.751,0.719
culture-app-602,competitive,team_oriented,0.42,0.18,0.6,0.639,0.639
culture-app-603,flexible,team_oriented,0.44,0.18,0.62,0.659,0.639
culture-app-604,inclusive_growth,team_oriented,0.46,0.39,0.85,0.794,0.709
culture-app-605,neutral,career_accelerator,0.48,0.22,0.7,0.621,0.653
culture-app-606,collaborative,career_accelerator,0.5,0.18,0.68,0.619,0.639
culture-app-607,competitive,career_accelerator,0.52,0.4,0.92,0.76,0.712
culture-app-608,flexible,career_accelerator,0.54,0.18,0.72,0.659,0.639
culture-app-609,inclusive_growth,career_accelerator,0.42,0.18,0.6,0.679,0.639
culture-app-610,neutral,flexibility_pref,0.44,0.22,0.66,0.621,0.653
culture-app-611,collaborative,flexibility_pref,0.46,0.18,0.64,0.619,0.639
culture-app-612,competitive,flexibility_pref,0.48,0.18,0.66,0.639,0.639
culture-app-613,flexible,flexibility_pref,0.5,0.44,0.94,0.802,0.725
culture-app-614,inclusive_growth,flexibility_pref,0.52,0.18,0.7,0.679,0.639
culture-app-615,neutral,mission_fit,0.54,0.22,0.76,0.621,0.653
culture-app-616,collaborative,mission_fit,0.42,0.18,0.6,0.619,0.639
culture-app-617,competitive,mission_fit,0.44,0.18,0.62,0.639,0.639
culture-app-618,flexible,mission_fit,0.46,0.18,0.64,0.659,0.639
culture-app-619,inclusive_growth,mission_fit,0.48,0.39,0.87,0.794,0.709
culture-app-620,neutral,team_oriented,0.5,0.22,0.72,0.621,0.653
culture-app-621,collaborative,team_oriented,0.52,0.42,0.94,0.751,0.719
culture-app-622,competitive,team_oriented,0.54,0.18,0.72,0.639,0.639
culture-app-623,flexible,team_oriented,0.42,0.18,0.6,0.659,0.639
culture-app-624,inclusive_growth,team_oriented,0.44,0.39,0.83,0.794,0.709
culture-app-625,neutral,career_accelerator,0.46,0.22,0.68,0.621,0.653
culture-app-626,collaborative,career_accelerator,0.48,0.18,0.66,0.619,0.639
culture-app-627,competitive,career_accelerator,0.5,0.4,0.9,0.76,0.712
culture-app-628,flexible,career_accelerator,0.52,0.18,0.7,0.659,0.639
culture-app-629,inclusive_growth,career_accelerator,0.54,0.18,0.72,0.679,0.639
culture-app-630,neutral,flexibility_pref,0.42,0.22,0.64,0.621,0.653
culture-app-631,collaborative,flexibility_pref,0.44,0.18,0.62,0.619,0.639
culture-app-632,competitive,flexibility_pref,0.46,0.18,0.64,0.639,0.639
culture-app-633,flexible,flexibility_pref,0.48,0.44,0.92,0.802,0.725
culture-app-634,inclusive_growth,flexibility_pref,0.5,0.18,0.68,0.679,0.639
culture-app-635,neutral,mission_fit,0.52,0.22,0.74,0.621,0.653
culture-app-636,collaborative,mission_fit,0.54,0.18,0.72,0.619,0.639
culture-app-637,competitive,mission_fit,0.42,0.18,0.6,0.639,0.639
culture-app-638,flexible,mission_fit,0.44,0.18,0.62,0.659,0.639
culture-app-639,inclusive_growth,mission_fit,0.46,0.39,0.85,0.794,0.709
culture-app-640,neutral,team_oriented,0.48,0.22,0.7,0.621,0.653
culture-app-641,collaborative,team_oriented,0.5,0.42,0.92,0.751,0.719
culture-app-642,competitive,team_oriented,0.52,0.18,0.7,0.639,0.639
culture-app-643,flexible,team_oriented,0.54,0.18,0.72,0.659,0.639
culture-app-644,inclusive_growth,team_oriented,0.42,0.39,0.81,0.794,0.709
culture-app-645,neutral,career_accelerator,0.44,0.22,0.66,0.621,0.653
culture-app-646,collaborative,career_accelerator,0.46,0.18,0.64,0.619,0.639
culture-app-647,competitive,career_accelerator,0.48,0.4,0.88,0.76,0.712
culture-app-648,flexible,career_accelerator,0.5,0.18,0.68,0.659,0.639
culture-app-649,inclusive_growth,career_accelerator,0.52,0.18,0.7,0.679,0.639
culture-app-650,neutral,flexibility_pref,0.54,0.22,0.76,0.621,0.653
culture-app-651,collaborative,flexibility_pref,0.42,0.18,0.6,0.619,0.639
culture-app-652,competitive,flexibility_pref,0.44,0.18,0.62,0.639,0.639
culture-app-653,flexible,flexibility_pref,0.46,0.44,0.9,0.802,0.725
culture-app-654,inclusive_growth,flexibility_pref,0.48,0.18,0.66,0.679,0.639
culture-app-655,neutral,mission_fit,0.5,0.22,0.72,0.621,0.653
culture-app-656,collaborative,mission_fit,0.52,0.18,0.7,0.619,0.639
culture-app-657,competitive,mission_fit,0.54,0.18,0.72,0.639,0.639
culture-app-658,flexible,mission_fit,0.42,0.18,0.6,0.659,0.639
culture-app-659,inclusive_growth,mission_fit,0.44,0.39,0.83,0.794,0.709
culture-app-660,neutral,team_oriented,0.46,0.22,0.68,0.621,0.653
culture-app-661,collaborative,team_oriented,0.48,0.42,0.9,0.751,0.719
culture-app-662,competitive,team_oriented,0.5,0.18,0.68,0.639,0.639
culture-app-663,flexible,team_oriented,0.52,0.18,0.7,0.659,0.639
culture-app-664,inclusive_growth,team_oriented,0.54,0.39,0.93,0.794,0.709
culture-app-665,neutral,career_accelerator,0.42,0.22,0.64,0.621,0.653
culture-app-666,collaborative,career_accelerator,0.44,0.18,0.62,0.619,0.639
culture-app-667,competitive,career_accelerator,0.46,0.4,0.86,0.76,0.712
culture-app-668,flexible,career_accelerator,0.48,0.18,0.66,0.659,0.639
culture-app-669,inclusive_growth,career_accelerator,0.5,0.18,0.68,0.679,0.639
culture-app-670,neutral,flexibility_pref,0.52,0.22,0.74,0.621,0.653
culture-app-671,collaborative,flexibility_pref,0.54,0.18,0.72,0.619,0.639
culture-app-672,competitive,flexibility_pref,0.42,0.18,0.6,0.639,0.639
culture-app-673,flexible,flexibility_pref,0.44,0.44,0.88,0.802,0.725
culture-app-674,inclusive_growth,flexibility_pref,0.46,0.18,0.64,0.679,0.639
culture-app-675,neutral,mission_fit,0.48,0.22,0.7,0.621,0.653
culture-app-676,collaborative,mission_fit,0.5,0.18,0.68,0.619,0.639
culture-app-677,competitive,mission_fit,0.52,0.18,0.7,0.639,0.639
culture-app-678,flexible,mission_fit,0.54,0.18,0.72,0.659,0.639
culture-app-679,inclusive_growth,mission_fit,0.42,0.39,0.81,0.794,0.709
culture-app-680,neutral,team_oriented,0.44,0.22,0.66,0.621,0.653
culture-app-681,collaborative,team_oriented,0.46,0.42,0.88,0.751,0.719
culture-app-682,competitive,team_oriented,0.48,0.18,0.66,0.639,0.639
culture-app-683,flexible,team_oriented,0.5,0.18,0.68,0.659,0.639
culture-app-684,inclusive_growth,team_oriented,0.52,0.39,0.91,0.794,0.709
culture-app-685,neutral,career_accelerator,0.54,0.22,0.76,0.621,0.653
culture-app-686,collaborative,career_accelerator,0.42,0.18,0.6,0.619,0.639
culture-app-687,competitive,career_accelerator,0.44,0.4,0.84,0.76,0.712
culture-app-688,flexible,career_accelerator,0.46,0.18,0.64,0.659,0.639
culture-app-689,inclusive_growth,career_accelerator,0.48,0.18,0.66,0.679,0.639
culture-app-690,neutral,flexibility_pref,0.5,0.22,0.72,0.621,0.653
culture-app-691,collaborative,flexibility_pref,0.52,0.18,0.7,0.619,0.639
culture-app-692,competitive,flexibility_pref,0.54,0.18,0.72,0.639,0.639
culture-app-693,flexible,flexibility_pref,0.42,0.44,0.86,0.802,0.725
culture-app-694,inclusive_growth,flexibility_pref,0.44,0.18,0.62,0.679,0.639
culture-app-695,neutral,mission_fit,0.46,0.22,0.68,0.621,0.653
culture-app-696,collaborative,mission_fit,0.48,0.18,0.66,0.619,0.639
culture-app-697,competitive,mission_fit,0.5,0.18,0.68,0.639,0.639
culture-app-698,flexible,mission_fit,0.52,0.18,0.7,0.659,0.639
culture-app-699,inclusive_growth,mission_fit,0.54,0.39,0.93,0.794,0.709
culture-app-700,neutral,team_oriented,0.42,0.22,0.64,0.621,0.653
culture-app-701,collaborative,team_oriented,0.44,0.42,0.86,0.751,0.719
culture-app-702,competitive,team_oriented,0.46,0.18,0.64,0.639,0.639
culture-app-703,flexible,team_oriented,0.48,0.18,0.66,0.659,0.639
culture-app-704,inclusive_growth,team_oriented,0.5,0.39,0.89,0.794,0.709
culture-app-705,neutral,career_accelerator,0.52,0.22,0.74,0.621,0.653
culture-app-706,collaborative,career_accelerator,0.54,0.18,0.72,0.619,0.639
culture-app-707,competitive,career_accelerator,0.42,0.4,0.82,0.76,0.712
culture-app-708,flexible,career_accelerator,0.44,0.18,0.62,0.659,0.639
culture-app-709,inclusive_growth,career_accelerator,0.46,0.18,0.64,0.679,0.639
culture-app-710,neutral,flexibility_pref,0.48,0.22,0.7,0.621,0.653
culture-app-711,collaborative,flexibility_pref,0.5,0.18,0.68,0.619,0.639
culture-app-712,competitive,flexibility_pref,0.52,0.18,0.7,0.639,0.639
culture-app-713,flexible,flexibility_pref,0.54,0.44,0.98,0.802,0.725
culture-app-714,inclusive_growth,flexibility_pref,0.42,0.18,0.6,0.679,0.639
culture-app-715,neutral,mission_fit,0.44,0.22,0.66,0.621,0.653
culture-app-716,collaborative,mission_fit,0.46,0.18,0.64,0.619,0.639
culture-app-717,competitive,mission_fit,0.48,0.18,0.66,0.639,0.639
culture-app-718,flexible,mission_fit,0.5,0.18,0.68,0.659,0.639
