worker_id,comparison_arm,wage,peer_ref_wage,manager_ref_wage,comparison_info,transparency_depth,peer_gap,manager_gap,fairness_cost,morale_index,effort_units,quit_intent
fair-worker-240,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.0,51.66,0.1
fair-worker-241,underpaid_hidden,18.9,19.2,29.0,0,0.0,0.3,10.1,0.0,82.0,51.49,0.1
fair-worker-242,underpaid_informed,18.9,19.2,29.0,1,0.55,0.3,10.1,0.781,77.47,50.09,0.143
fair-worker-243,manager_salary_info,19.1,19.2,29.0,1,0.85,0.1,9.9,0.917,76.68,49.96,0.16
fair-worker-244,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,78.94,50.57,0.129
fair-worker-245,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,51.91,0.1
fair-worker-246,underpaid_hidden,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,51.91,0.1
fair-worker-247,underpaid_informed,19.2,19.2,29.0,1,0.55,0.0,9.8,0.539,79.27,50.94,0.13
fair-worker-248,manager_salary_info,19.4,19.2,29.0,1,0.85,0.0,9.6,0.816,77.67,50.55,0.155
fair-worker-249,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,79.57,50.92,0.127
fair-worker-250,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,52.16,0.1
fair-worker-251,underpaid_hidden,18.0,19.2,29.0,0,0.0,1.2,11.0,0.0,82.8,51.5,0.1
fair-worker-252,underpaid_informed,18.0,19.2,29.0,1,0.55,1.2,11.0,1.505,74.07,48.79,0.183
fair-worker-253,manager_salary_info,18.2,19.2,29.0,1,0.85,1.0,10.8,1.668,73.13,48.61,0.202
fair-worker-254,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,80.2,51.27,0.125
fair-worker-255,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,52.41,0.1
fair-worker-256,underpaid_hidden,18.3,19.2,29.0,0,0.0,0.9,10.7,0.0,83.2,51.91,0.1
fair-worker-257,underpaid_informed,18.3,19.2,29.0,1,0.55,0.9,10.7,1.263,75.87,49.64,0.169
fair-worker-258,manager_salary_info,18.5,19.2,29.0,1,0.85,0.7,10.5,1.417,74.98,49.47,0.188
fair-worker-259,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,80.14,51.32,0.129
fair-worker-260,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.0,52.66,0.1
fair-worker-261,underpaid_hidden,18.6,19.2,29.0,0,0.0,0.6,10.4,0.0,82.0,52.33,0.1
fair-worker-262,underpaid_informed,18.6,19.2,29.0,1,0.55,0.6,10.4,1.022,76.07,50.49,0.156
fair-worker-263,manager_salary_info,18.8,19.2,29.0,1,0.85,0.4,10.2,1.167,75.23,50.34,0.174
fair-worker-264,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,79.17,51.67,0.127
fair-worker-265,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,52.91,0.1
fair-worker-266,underpaid_hidden,18.9,19.2,29.0,0,0.0,0.3,10.1,0.0,82.4,52.74,0.1
fair-worker-267,underpaid_informed,18.9,19.2,29.0,1,0.55,0.3,10.1,0.781,77.87,51.34,0.143
fair-worker-268,manager_salary_info,19.1,19.2,29.0,1,0.85,0.1,9.9,0.917,77.08,51.21,0.16
fair-worker-269,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,79.8,52.02,0.125
fair-worker-270,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,51.66,0.1
fair-worker-271,underpaid_hidden,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,51.66,0.1
fair-worker-272,underpaid_informed,19.2,19.2,29.0,1,0.55,0.0,9.8,0.539,79.67,50.69,0.13
fair-worker-273,manager_salary_info,19.4,19.2,29.0,1,0.85,0.0,9.6,0.816,78.07,50.3,0.155
fair-worker-274,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,79.74,50.57,0.129
fair-worker-275,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,51.91,0.1
fair-worker-276,underpaid_hidden,18.0,19.2,29.0,0,0.0,1.2,11.0,0.0,83.2,51.25,0.1
fair-worker-277,underpaid_informed,18.0,19.2,29.0,1,0.55,1.2,11.0,1.505,74.47,48.54,0.183
fair-worker-278,manager_salary_info,18.2,19.2,29.0,1,0.85,1.0,10.8,1.668,73.53,48.36,0.202
fair-worker-279,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,80.37,50.92,0.127
fair-worker-280,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.0,52.16,0.1
fair-worker-281,underpaid_hidden,18.3,19.2,29.0,0,0.0,0.9,10.7,0.0,82.0,51.66,0.1
fair-worker-282,underpaid_informed,18.3,19.2,29.0,1,0.55,0.9,10.7,1.263,74.67,49.39,0.169
fair-worker-283,manager_salary_info,18.5,19.2,29.0,1,0.85,0.7,10.5,1.417,73.78,49.22,0.188
fair-worker-284,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,79.4,51.27,0.125
fair-worker-285,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,52.41,0.1
fair-worker-286,underpaid_hidden,18.6,19.2,29.0,0,0.0,0.6,10.4,0.0,82.4,52.08,0.1
fair-worker-287,underpaid_informed,18.6,19.2,29.0,1,0.55,0.6,10.4,1.022,76.47,50.24,0.156
fair-worker-288,manager_salary_info,18.8,19.2,29.0,1,0.85,0.4,10.2,1.167,75.63,50.09,0.174
fair-worker-289,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,79.34,51.32,0.129
fair-worker-290,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,52.66,0.1
fair-worker-291,underpaid_hidden,18.9,19.2,29.0,0,0.0,0.3,10.1,0.0,82.8,52.49,0.1
fair-worker-292,underpaid_informed,18.9,19.2,29.0,1,0.55,0.3,10.1,0.781,78.27,51.09,0.143
fair-worker-293,manager_salary_info,19.1,19.2,29.0,1,0.85,0.1,9.9,0.917,77.48,50.96,0.16
fair-worker-294,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,79.97,51.67,0.127
fair-worker-295,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,52.91,0.1
fair-worker-296,underpaid_hidden,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,52.91,0.1
fair-worker-297,underpaid_informed,19.2,19.2,29.0,1,0.55,0.0,9.8,0.539,80.07,51.94,0.13
fair-worker-298,manager_salary_info,19.4,19.2,29.0,1,0.85,0.0,9.6,0.816,78.47,51.55,0.155
fair-worker-299,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,80.6,52.02,0.125
fair-worker-300,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.0,51.66,0.1
fair-worker-301,underpaid_hidden,18.0,19.2,29.0,0,0.0,1.2,11.0,0.0,82.0,51.0,0.1
fair-worker-302,underpaid_informed,18.0,19.2,29.0,1,0.55,1.2,11.0,1.505,73.27,48.29,0.183
fair-worker-303,manager_salary_info,18.2,19.2,29.0,1,0.85,1.0,10.8,1.668,72.33,48.11,0.202
fair-worker-304,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,78.94,50.57,0.129
fair-worker-305,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,51.91,0.1
fair-worker-306,underpaid_hidden,18.3,19.2,29.0,0,0.0,0.9,10.7,0.0,82.4,51.41,0.1
fair-worker-307,underpaid_informed,18.3,19.2,29.0,1,0.55,0.9,10.7,1.263,75.07,49.14,0.169
fair-worker-308,manager_salary_info,18.5,19.2,29.0,1,0.85,0.7,10.5,1.417,74.18,48.97,0.188
fair-worker-309,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,79.57,50.92,0.127
fair-worker-310,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,52.16,0.1
fair-worker-311,underpaid_hidden,18.6,19.2,29.0,0,0.0,0.6,10.4,0.0,82.8,51.83,0.1
fair-worker-312,underpaid_informed,18.6,19.2,29.0,1,0.55,0.6,10.4,1.022,76.87,49.99,0.156
fair-worker-313,manager_salary_info,18.8,19.2,29.0,1,0.85,0.4,10.2,1.167,76.03,49.84,0.174
fair-worker-314,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,80.2,51.27,0.125
fair-worker-315,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,52.41,0.1
fair-worker-316,underpaid_hidden,18.9,19.2,29.0,0,0.0,0.3,10.1,0.0,83.2,52.24,0.1
fair-worker-317,underpaid_informed,18.9,19.2,29.0,1,0.55,0.3,10.1,0.781,78.67,50.84,0.143
fair-worker-318,manager_salary_info,19.1,19.2,29.0,1,0.85,0.1,9.9,0.917,77.88,50.71,0.16
fair-worker-319,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,80.14,51.32,0.129
fair-worker-320,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.0,52.66,0.1
fair-worker-321,underpaid_hidden,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.0,52.66,0.1
fair-worker-322,underpaid_informed,19.2,19.2,29.0,1,0.55,0.0,9.8,0.539,78.87,51.69,0.13
fair-worker-323,manager_salary_info,19.4,19.2,29.0,1,0.85,0.0,9.6,0.816,77.27,51.3,0.155
fair-worker-324,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,79.17,51.67,0.127
fair-worker-325,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,52.91,0.1
fair-worker-326,underpaid_hidden,18.0,19.2,29.0,0,0.0,1.2,11.0,0.0,82.4,52.25,0.1
fair-worker-327,underpaid_informed,18.0,19.2,29.0,1,0.55,1.2,11.0,1.505,73.67,49.54,0.183
fair-worker-328,manager_salary_info,18.2,19.2,29.0,1,0.85,1.0,10.8,1.668,72.73,49.36,0.202
fair-worker-329,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,79.8,52.02,0.125
fair-worker-330,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,51.66,0.1
fair-worker-331,underpaid_hidden,18.3,19.2,29.0,0,0.0,0.9,10.7,0.0,82.8,51.16,0.1
fair-worker-332,underpaid_informed,18.3,19.2,29.0,1,0.55,0.9,10.7,1.263,75.47,48.89,0.169
fair-worker-333,manager_salary_info,18.5,19.2,29.0,1,0.85,0.7,10.5,1.417,74.58,48.72,0.188
fair-worker-334,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,79.74,50.57,0.129
fair-worker-335,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,51.91,0.1
fair-worker-336,underpaid_hidden,18.6,19.2,29.0,0,0.0,0.6,10.4,0.0,83.2,51.58,0.1
fair-worker-337,underpaid_informed,18.6,19.2,29.0,1,0.55,0.6,10.4,1.022,77.27,49.74,0.156
fair-worker-338,manager_salary_info,18.8,19.2,29.0,1,0.85,0.4,10.2,1.167,76.43,49.59,0.174
fair-worker-339,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,80.37,50.92,0.127
fair-worker-340,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.0,52.16,0.1
fair-worker-341,underpaid_hidden,18.9,19.2,29.0,0,0.0,0.3,10.1,0.0,82.0,51.99,0.1
fair-worker-342,underpaid_informed,18.9,19.2,29.0,1,0.55,0.3,10.1,0.781,77.47,50.59,0.143
fair-worker-343,manager_salary_info,19.1,19.2,29.0,1,0.85,0.1,9.9,0.917,76.68,50.46,0.16
fair-worker-344,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,79.4,51.27,0.125
fair-worker-345,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,52.41,0.1
fair-worker-346,underpaid_hidden,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,52.41,0.1
fair-worker-347,underpaid_informed,19.2,19.2,29.0,1,0.55,0.0,9.8,0.539,79.27,51.44,0.13
fair-worker-348,manager_salary_info,19.4,19.2,29.0,1,0.85,0.0,9.6,0.816,77.67,51.05,0.155
fair-worker-349,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,79.34,51.32,0.129
fair-worker-350,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,52.66,0.1
fair-worker-351,underpaid_hidden,18.0,19.2,29.0,0,0.0,1.2,11.0,0.0,82.8,52.0,0.1
fair-worker-352,underpaid_informed,18.0,19.2,29.0,1,0.55,1.2,11.0,1.505,74.07,49.29,0.183
fair-worker-353,manager_salary_info,18.2,19.2,29.0,1,0.85,1.0,10.8,1.668,73.13,49.11,0.202
fair-worker-354,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,79.97,51.67,0.127
fair-worker-355,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,52.91,0.1
fair-worker-356,underpaid_hidden,18.3,19.2,29.0,0,0.0,0.9,10.7,0.0,83.2,52.41,0.1
fair-worker-357,underpaid_informed,18.3,19.2,29.0,1,0.55,0.9,10.7,1.263,75.87,50.14,0.169
fair-worker-358,manager_salary_info,18.5,19.2,29.0,1,0.85,0.7,10.5,1.417,74.98,49.97,0.188
fair-worker-359,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,80.6,52.02,0.125
fair-worker-360,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.0,51.66,0.1
fair-worker-361,underpaid_hidden,18.6,19.2,29.0,0,0.0,0.6,10.4,0.0,82.0,51.33,0.1
fair-worker-362,underpaid_informed,18.6,19.2,29.0,1,0.55,0.6,10.4,1.022,76.07,49.49,0.156
fair-worker-363,manager_salary_info,18.8,19.2,29.0,1,0.85,0.4,10.2,1.167,75.23,49.34,0.174
fair-worker-364,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,78.94,50.57,0.129
fair-worker-365,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,51.91,0.1
fair-worker-366,underpaid_hidden,18.9,19.2,29.0,0,0.0,0.3,10.1,0.0,82.4,51.74,0.1
fair-worker-367,underpaid_informed,18.9,19.2,29.0,1,0.55,0.3,10.1,0.781,77.87,50.34,0.143
fair-worker-368,manager_salary_info,19.1,19.2,29.0,1,0.85,0.1,9.9,0.917,77.08,50.21,0.16
fair-worker-369,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,79.57,50.92,0.127
fair-worker-370,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,52.16,0.1
fair-worker-371,underpaid_hidden,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,52.16,0.1
fair-worker-372,underpaid_informed,19.2,19.2,29.0,1,0.55,0.0,9.8,0.539,79.67,51.19,0.13
fair-worker-373,manager_salary_info,19.4,19.2,29.0,1,0.85,0.0,9.6,0.816,78.07,50.8,0.155
fair-worker-374,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,80.2,51.27,0.125
fair-worker-375,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,52.41,0.1
fair-worker-376,underpaid_hidden,18.0,19.2,29.0,0,0.0,1.2,11.0,0.0,83.2,51.75,0.1
fair-worker-377,underpaid_informed,18.0,19.2,29.0,1,0.55,1.2,11.0,1.505,74.47,49.04,0.183
fair-worker-378,manager_salary_info,18.2,19.2,29.0,1,0.85,1.0,10.8,1.668,73.53,48.86,0.202
fair-worker-379,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,80.14,51.32,0.129
fair-worker-380,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.0,52.66,0.1
fair-worker-381,underpaid_hidden,18.3,19.2,29.0,0,0.0,0.9,10.7,0.0,82.0,52.16,0.1
fair-worker-382,underpaid_informed,18.3,19.2,29.0,1,0.55,0.9,10.7,1.263,74.67,49.89,0.169
fair-worker-383,manager_salary_info,18.5,19.2,29.0,1,0.85,0.7,10.5,1.417,73.78,49.72,0.188
fair-worker-384,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,79.17,51.67,0.127
fair-worker-385,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,52.91,0.1
fair-worker-386,underpaid_hidden,18.6,19.2,29.0,0,0.0,0.6,10.4,0.0,82.4,52.58,0.1
fair-worker-387,underpaid_informed,18.6,19.2,29.0,1,0.55,0.6,10.4,1.022,76.47,50.74,0.156
fair-worker-388,manager_salary_info,18.8,19.2,29.0,1,0.85,0.4,10.2,1.167,75.63,50.59,0.174
fair-worker-389,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,79.8,52.02,0.125
fair-worker-390,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,51.66,0.1
fair-worker-391,underpaid_hidden,18.9,19.2,29.0,0,0.0,0.3,10.1,0.0,82.8,51.49,0.1
fair-worker-392,underpaid_informed,18.9,19.2,29.0,1,0.55,0.3,10.1,0.781,78.27,50.09,0.143
fair-worker-393,manager_salary_info,19.1,19.2,29.0,1,0.85,0.1,9.9,0.917,77.48,49.96,0.16
fair-worker-394,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,79.74,50.57,0.129
fair-worker-395,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,51.91,0.1
fair-worker-396,underpaid_hidden,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,51.91,0.1
fair-worker-397,underpaid_informed,19.2,19.2,29.0,1,0.55,0.0,9.8,0.539,80.07,50.94,0.13
fair-worker-398,manager_salary_info,19.4,19.2,29.0,1,0.85,0.0,9.6,0.816,78.47,50.55,0.155
fair-worker-399,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,80.37,50.92,0.127
fair-worker-400,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.0,52.16,0.1
fair-worker-401,underpaid_hidden,18.0,19.2,29.0,0,0.0,1.2,11.0,0.0,82.0,51.5,0.1
fair-worker-402,underpaid_informed,18.0,19.2,29.0,1,0.55,1.2,11.0,1.505,73.27,48.79,0.183
fair-worker-403,manager_salary_info,18.2,19.2,29.0,1,0.85,1.0,10.8,1.668,72.33,48.61,0.202
fair-worker-404,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,79.4,51.27,0.125
fair-worker-405,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,52.41,0.1
fair-worker-406,underpaid_hidden,18.3,19.2,29.0,0,0.0,0.9,10.7,0.0,82.4,51.91,0.1
fair-worker-407,underpaid_informed,18.3,19.2,29.0,1,0.55,0.9,10.7,1.263,75.07,49.64,0.169
fair-worker-408,manager_salary_info,18.5,19.2,29.0,1,0.85,0.7,10.5,1.417,74.18,49.47,0.188
fair-worker-409,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,79.34,51.32,0.129
fair-worker-410,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,52.66,0.1
fair-worker-411,underpaid_hidden,18.6,19.2,29.0,0,0.0,0.6,10.4,0.0,82.8,52.33,0.1
fair-worker-412,underpaid_informed,18.6,19.2,29.0,1,0.55,0.6,10.4,1.022,76.87,50.49,0.156
fair-worker-413,manager_salary_info,18.8,19.2,29.0,1,0.85,0.4,10.2,1.167,76.03,50.34,0.174
fair-worker-414,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,79.97,51.67,0.127
fair-worker-415,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,52.91,0.1
fair-worker-416,underpaid_hidden,18.9,19.2,29.0,0,0.0,0.3,10.1,0.0,83.2,52.74,0.1
fair-worker-417,underpaid_informed,18.9,19.2,29.0,1,0.55,0.3,10.1,0.781,78.67,51.34,0.143
fair-worker-418,manager_salary_info,19.1,19.2,29.0,1,0.85,0.1,9.9,0.917,77.88,51.21,0.16
fair-worker-419,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,80.6,52.02,0.125
fair-worker-420,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.0,51.66,0.1
fair-worker-421,underpaid_hidden,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.0,51.66,0.1
fair-worker-422,underpaid_informed,19.2,19.2,29.0,1,0.55,0.0,9.8,0.539,78.87,50.69,0.13
fair-worker-423,manager_salary_info,19.4,19.2,29.0,1,0.85,0.0,9.6,0.816,77.27,50.3,0.155
fair-worker-424,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,78.94,50.57,0.129
fair-worker-425,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,51.91,0.1
fair-worker-426,underpaid_hidden,18.0,19.2,29.0,0,0.0,1.2,11.0,0.0,82.4,51.25,0.1
fair-worker-427,underpaid_informed,18.0,19.2,29.0,1,0.55,1.2,11.0,1.505,73.67,48.54,0.183
fair-worker-428,manager_salary_info,18.2,19.2,29.0,1,0.85,1.0,10.8,1.668,72.73,48.36,0.202
fair-worker-429,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,79.57,50.92,0.127
fair-worker-430,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,52.16,0.1
fair-worker-431,underpaid_hidden,18.3,19.2,29.0,0,0.0,0.9,10.7,0.0,82.8,51.66,0.1
fair-worker-432,underpaid_informed,18.3,19.2,29.0,1,0.55,0.9,10.7,1.263,75.47,49.39,0.169
fair-worker-433,manager_salary_info,18.5,19.2,29.0,1,0.85,0.7,10.5,1.417,74.58,49.22,0.188
fair-worker-434,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,80.2,51.27,0.125
fair-worker-435,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,52.41,0.1
fair-worker-436,underpaid_hidden,18.6,19.2,29.0,0,0.0,0.6,10.4,0.0,83.2,52.08,0.1
fair-worker-437,underpaid_informed,18.6,19.2,29.0,1,0.55,0.6,10.4,1.022,77.27,50.24,0.156
fair-worker-438,manager_salary_info,18.8,19.2,29.0,1,0.85,0.4,10.2,1.167,76.43,50.09,0.174
fair-worker-439,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,80.14,51.32,0.129
fair-worker-440,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.0,52.66,0.1
fair-worker-441,underpaid_hidden,18.9,19.2,29.0,0,0.0,0.3,10.1,0.0,82.0,52.49,0.1
fair-worker-442,underpaid_informed,18.9,19.2,29.0,1,0.55,0.3,10.1,0.781,77.47,51.09,0.143
fair-worker-443,manager_salary_info,19.1,19.2,29.0,1,0.85,0.1,9.9,0.917,76.68,50.96,0.16
fair-worker-444,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,79.17,51.67,0.127
fair-worker-445,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,52.91,0.1
fair-worker-446,underpaid_hidden,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,52.91,0.1
fair-worker-447,underpaid_informed,19.2,19.2,29.0,1,0.55,0.0,9.8,0.539,79.27,51.94,0.13
fair-worker-448,manager_salary_info,19.4,19.2,29.0,1,0.85,0.0,9.6,0.816,77.67,51.55,0.155
fair-worker-449,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,79.8,52.02,0.125
fair-worker-450,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,51.66,0.1
fair-worker-451,underpaid_hidden,18.0,19.2,29.0,0,0.0,1.2,11.0,0.0,82.8,51.0,0.1
fair-worker-452,underpaid_informed,18.0,19.2,29.0,1,0.55,1.2,11.0,1.505,74.07,48.29,0.183
fair-worker-453,manager_salary_info,18.2,19.2,29.0,1,0.85,1.0,10.8,1.668,73.13,48.11,0.202
fair-worker-454,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,79.74,50.57,0.129
fair-worker-455,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,51.91,0.1
fair-worker-456,underpaid_hidden,18.3,19.2,29.0,0,0.0,0.9,10.7,0.0,83.2,51.41,0.1
fair-worker-457,underpaid_informed,18.3,19.2,29.0,1,0.55,0.9,10.7,1.263,75.87,49.14,0.169
fair-worker-458,manager_salary_info,18.5,19.2,29.0,1,0.85,0.7,10.5,1.417,74.98,48.97,0.188
fair-worker-459,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,80.37,50.92,0.127
fair-worker-460,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.0,52.16,0.1
fair-worker-461,underpaid_hidden,18.6,19.2,29.0,0,0.0,0.6,10.4,0.0,82.0,51.83,0.1
fair-worker-462,underpaid_informed,18.6,19.2,29.0,1,0.55,0.6,10.4,1.022,76.07,49.99,0.156
fair-worker-463,manager_salary_info,18.8,19.2,29.0,1,0.85,0.4,10.2,1.167,75.23,49.84,0.174
fair-worker-464,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,79.4,51.27,0.125
fair-worker-465,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,52.41,0.1
fair-worker-466,underpaid_hidden,18.9,19.2,29.0,0,0.0,0.3,10.1,0.0,82.4,52.24,0.1
fair-worker-467,underpaid_informed,18.9,19.2,29.0,1,0.55,0.3,10.1,0.781,77.87,50.84,0.143
fair-worker-468,manager_salary_info,19.1,19.2,29.0,1,0.85,0.1,9.9,0.917,77.08,50.71,0.16
fair-worker-469,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,79.34,51.32,0.129
fair-worker-470,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,52.66,0.1
fair-worker-471,underpaid_hidden,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,52.66,0.1
fair-worker-472,underpaid_informed,19.2,19.2,29.0,1,0.55,0.0,9.8,0.539,79.67,51.69,0.13
fair-worker-473,manager_salary_info,19.4,19.2,29.0,1,0.85,0.0,9.6,0.816,78.07,51.3,0.155
fair-worker-474,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,79.97,51.67,0.127
fair-worker-475,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,52.91,0.1
fair-worker-476,underpaid_hidden,18.0,19.2,29.0,0,0.0,1.2,11.0,0.0,83.2,52.25,0.1
fair-worker-477,underpaid_informed,18.0,19.2,29.0,1,0.55,1.2,11.0,1.505,74.47,49.54,0.183
fair-worker-478,manager_salary_info,18.2,19.2,29.0,1,0.85,1.0,10.8,1.668,73.53,49.36,0.202
fair-worker-479,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,80.6,52.02,0.125
fair-worker-480,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.0,51.66,0.1
