person_id,state,birth_year,birth_quarter,female,parent_education,family_income,compulsory_exposure,stayed_in_school,years_schooling,log_earnings,synthetic_ability,synthetic_compliance_type,synthetic_true_effect
1870,North,1941,1,1,11.275,51460.21,0,0,11.089,2.3791,-0.0541,complier,0.082
1871,North,1941,1,1,11.471,51829.23,0,0,10.398,2.6661,0.2688,complier,0.082
1872,Central,1940,2,1,12.581,40864.62,0,1,12.463,2.8249,0.5936,always_taker,0.056
1873,North,1933,4,1,13.415,15539.17,1,1,11.765,2.3026,-0.2123,complier,0.082
1874,Coastal,1944,3,1,9.5,59056.15,1,1,12.102,2.6076,0.7507,always_taker,0.066
1875,North,1931,3,0,9.348,31471.28,1,0,10.359,2.1566,-0.7353,never_taker,0.072
1876,Central,1935,1,1,12.004,32956.68,0,0,10.529,2.1237,-0.8782,never_taker,0.056
1877,Central,1947,4,0,12.871,66801.33,1,1,12.308,2.848,0.7855,complier,0.088
1878,Central,1932,2,0,9.302,41623.04,0,0,10.128,2.4156,0.4001,complier,0.098
1879,Coastal,1931,3,0,10.586,13751.53,1,1,11.319,2.6882,0.9125,complier,0.098
1880,Central,1933,1,0,14.225,42313.94,0,1,13.187,2.7911,1.8988,always_taker,0.062
1881,Central,1943,2,0,10.769,53423.81,0,0,10.932,2.8716,1.0154,complier,0.098
1882,South,1947,1,1,11.682,50432.61,0,0,10.131,2.4463,-0.3414,never_taker,0.056
1883,Central,1930,4,1,9.296,51164.25,1,0,9.694,2.1279,-0.7066,never_taker,0.066
1884,Coastal,1930,3,1,15.056,24447.96,1,1,12.957,2.6581,0.5245,complier,0.082
1885,South,1931,4,1,10.209,43412.37,1,0,9.884,2.5867,0.7491,never_taker,0.066
1886,North,1933,4,0,11.101,12000.0,1,0,10.532,2.5584,0.6996,never_taker,0.062
1887,South,1932,3,1,9.152,22754.27,1,0,9.787,2.064,-1.1953,never_taker,0.066
1888,Central,1933,3,0,9.526,49868.44,1,1,11.034,2.4737,-0.348,complier,0.098
1889,North,1940,2,1,14.916,29702.26,0,0,10.456,2.4609,-0.2144,complier,0.082
1890,Central,1931,3,0,12.213,45213.86,1,1,10.31,2.1111,-1.5673,complier,0.088
1891,Central,1934,3,0,12.903,41743.51,1,1,12.176,2.411,0.2654,complier,0.088
1892,North,1933,2,1,12.333,51543.22,0,0,10.171,2.6581,0.0972,complier,0.082
1893,Central,1939,3,1,14.222,59718.05,1,1,13.121,2.8236,0.6242,always_taker,0.056
1894,North,1936,3,1,10.869,63316.77,1,1,11.688,2.3771,-0.8906,complier,0.092
1895,Coastal,1946,4,0,11.737,30969.83,1,1,12.183,2.3738,-0.6804,complier,0.088
1896,South,1932,3,0,13.48,34777.19,1,1,11.591,2.2961,-0.7395,complier,0.088
1897,North,1939,2,0,10.517,30264.52,0,0,8.883,2.3245,-1.1105,never_taker,0.072
1898,North,1930,1,0,11.98,12000.0,0,0,9.42,2.0813,-2.0723,never_taker,0.062
1899,Coastal,1936,4,0,12.15,50976.37,1,0,11.147,2.4926,-0.1371,never_taker,0.062
1900,Coastal,1942,3,1,8.726,41199.4,1,1,11.581,2.6607,0.0682,complier,0.092
1901,North,1930,2,1,12.388,49867.77,0,1,11.556,2.5051,0.0364,always_taker,0.056
1902,Central,1932,1,0,9.783,26245.85,0,0,10.612,2.3896,0.0643,never_taker,0.072
1903,South,1943,1,0,8.21,50032.41,0,0,9.49,2.3461,-1.3862,never_taker,0.072
1904,Central,1937,2,0,11.602,27637.73,0,1,11.951,2.8919,2.1182,always_taker,0.062
1905,South,1942,2,1,11.045,47963.54,0,0,10.593,2.4637,-0.3873,complier,0.082
1906,Coastal,1943,3,0,16.666,62545.11,1,1,12.623,2.8662,-0.1883,always_taker,0.062
1907,North,1946,4,1,12.727,51966.45,1,0,10.274,2.9176,1.288,never_taker,0.056
1908,North,1944,2,1,10.838,63863.26,0,0,9.53,2.2397,-1.7061,complier,0.092
1909,Central,1940,1,0,13.182,40264.11,0,0,10.06,2.4159,-0.24,complier,0.088
1910,Central,1930,1,1,8.432,31238.19,0,0,10.003,2.1062,-0.907,never_taker,0.066
1911,South,1937,2,0,11.718,59344.05,0,1,11.772,2.7038,0.0935,always_taker,0.062
1912,South,1944,1,1,9.872,44101.13,0,0,10.607,2.4893,1.3285,complier,0.092
1913,Coastal,1945,1,0,11.904,22309.81,0,0,10.547,2.3888,-0.2869,never_taker,0.062
1914,North,1935,4,1,13.118,16575.92,1,1,12.598,2.4958,-0.3524,always_taker,0.056
1915,South,1938,1,1,10.728,39338.36,0,1,11.715,2.3501,-0.0389,always_taker,0.066
1916,North,1942,2,1,11.633,54466.01,0,1,12.197,2.5669,0.1436,always_taker,0.056
1917,South,1933,4,0,10.365,48131.07,1,0,10.58,2.4508,0.8041,never_taker,0.072
1918,Coastal,1946,3,1,11.983,41960.77,1,1,12.142,2.6295,-0.1847,always_taker,0.056
1919,Coastal,1941,3,0,11.895,34796.15,1,1,11.481,2.5888,-0.7946,complier,0.088
1920,Coastal,1942,4,1,10.051,50778.84,1,1,12.208,2.7446,1.1471,always_taker,0.066
1921,Central,1936,1,0,12.772,58821.81,0,0,10.694,2.4216,-0.7506,complier,0.088
1922,South,1946,2,1,10.972,42923.25,0,0,10.396,2.3477,0.1772,complier,0.092
1923,Central,1933,2,0,11.582,63019.02,0,1,12.38,2.8737,1.3664,always_taker,0.062
1924,South,1937,4,1,14.301,38083.64,1,1,12.662,2.6046,0.624,always_taker,0.056
1925,Coastal,1945,3,0,9.033,31906.18,1,1,12.042,2.6049,-0.0863,complier,0.098
1926,Central,1937,3,1,12.829,35149.78,1,0,9.854,2.3907,-0.5263,never_taker,0.056
1927,Central,1935,2,1,11.773,40075.71,0,1,11.642,2.5741,0.3517,always_taker,0.056
1928,Coastal,1939,4,0,11.544,26823.34,1,0,9.712,1.9235,-2.3384,never_taker,0.062
1929,North,1942,2,1,11.775,45878.88,0,1,12.039,2.5479,-0.0177,always_taker,0.056
1930,South,1935,3,1,12.839,48774.01,1,0,10.624,2.6062,0.4226,never_taker,0.056
1931,Coastal,1944,3,1,13.099,29337.7,1,1,12.883,2.7489,1.4063,always_taker,0.056
1932,Coastal,1935,1,1,10.473,48507.24,0,0,10.711,2.4245,-0.2506,never_taker,0.066
1933,South,1938,1,1,13.077,30487.82,0,0,9.922,2.2543,-0.8738,complier,0.082
1934,Coastal,1932,4,1,14.197,30096.51,1,1,11.83,2.6502,-0.1506,complier,0.082
1935,South,1931,1,0,11.108,23603.41,0,0,9.675,2.1478,-1.4038,never_taker,0.062
1936,Central,1935,2,1,10.781,47834.34,0,0,10.709,2.7254,1.9055,complier,0.092
1937,South,1931,1,1,11.966,39117.96,0,1,12.442,2.5184,1.2339,always_taker,0.056
1938,Central,1944,2,1,12.984,51065.12,0,0,10.672,2.6345,0.807,never_taker,0.056
1939,South,1944,2,0,10.694,18213.89,0,0,10.181,2.3053,0.0772,never_taker,0.072
1940,North,1945,1,1,10.356,55655.93,0,0,10.164,2.4535,-0.6383,complier,0.092
1941,Coastal,1938,4,1,12.074,44313.42,1,1,12.126,2.4853,0.0569,always_taker,0.056
1942,South,1930,3,0,9.3,62654.14,1,0,9.841,1.9826,-2.3825,never_taker,0.072
1943,South,1937,4,1,11.872,63538.62,1,1,11.622,3.0518,2.298,complier,0.082
1944,South,1941,3,1,12.91,31019.2,1,1,10.992,2.3465,-0.6512,complier,0.082
1945,Central,1930,4,1,10.365,52051.99,1,0,9.196,2.0259,-1.8801,never_taker,0.066
1946,North,1944,4,1,11.74,16392.36,1,0,11.043,2.3922,-0.1725,never_taker,0.056
1947,South,1940,2,1,10.092,38370.77,0,0,11.035,2.5039,1.6158,complier,0.092
1948,North,1931,1,1,8.599,33103.6,0,0,10.357,2.2912,-0.449,never_taker,0.066
1949,South,1943,4,1,13.76,53466.16,1,1,12.28,2.3695,-0.1927,complier,0.082
1950,Coastal,1941,4,0,8.803,32184.8,1,1,10.943,2.4132,-0.3307,complier,0.098
1951,Central,1936,2,1,9.328,42542.59,0,0,10.395,2.3578,0.3105,never_taker,0.066
1952,North,1946,3,0,13.32,56174.85,1,1,11.724,2.7192,0.0599,always_taker,0.062
1953,Coastal,1946,2,1,14.557,43816.67,0,0,11.092,2.8539,2.1006,complier,0.082
1954,Coastal,1935,1,0,12.327,45412.93,0,1,12.03,2.504,-0.2155,always_taker,0.062
1955,Coastal,1943,3,0,16.511,39594.41,1,1,12.036,2.8441,1.0729,complier,0.088
1956,South,1932,1,0,12.13,33554.73,0,0,10.269,2.0806,-2.2532,never_taker,0.062
1957,Central,1936,1,0,12.885,41854.25,0,1,12.154,2.7414,1.6032,always_taker,0.062
1958,Central,1939,4,1,11.554,32237.58,1,1,12.424,2.6125,1.0911,complier,0.082
1959,South,1938,2,0,15.109,50322.09,0,1,12.02,2.7685,0.6979,always_taker,0.062
1960,North,1934,2,1,11.574,34396.38,0,0,10.644,2.4443,0.9937,never_taker,0.056
1961,Coastal,1942,3,1,10.281,42706.44,1,0,10.247,2.3119,-0.7415,never_taker,0.066
1962,Central,1946,4,0,6.995,51405.74,1,0,10.401,2.3538,-0.6609,never_taker,0.072
1963,Coastal,1932,3,1,14.155,29216.79,1,0,11.306,2.5197,0.3474,never_taker,0.056
1964,North,1934,2,0,8.791,37420.82,0,0,10.513,2.5548,0.445,complier,0.098
1965,South,1935,1,0,11.527,53651.54,0,0,10.708,2.82,1.6648,complier,0.088
1966,North,1935,1,0,12.447,58578.73,0,1,11.842,2.5638,-0.0144,always_taker,0.062
1967,North,1936,4,1,8.142,34612.1,1,0,10.317,2.2228,-1.0664,never_taker,0.066
1968,Central,1943,2,1,11.793,45217.46,0,0,9.734,2.1978,-1.5014,never_taker,0.056
1969,Coastal,1938,1,1,10.207,63842.73,0,0,10.219,2.172,-2.023,complier,0.092
1970,Coastal,1935,4,1,7.428,73657.05,1,0,9.507,2.3399,-0.6326,never_taker,0.066
1971,South,1941,1,0,12.607,43810.79,0,0,10.647,2.6023,1.0213,complier,0.088
1972,South,1940,2,0,10.556,23017.94,0,1,12.269,2.4769,1.1197,always_taker,0.072
1973,North,1935,1,1,12.074,49556.08,0,1,12.073,2.6478,1.2666,always_taker,0.056
1974,North,1932,3,0,11.442,55251.16,1,1,11.618,2.4938,0.3505,complier,0.088
1975,Central,1943,1,1,14.872,56428.04,0,0,10.555,2.3899,-0.8186,complier,0.082
1976,South,1937,3,1,12.105,55781.76,1,1,11.32,2.3954,-0.8348,complier,0.082
1977,North,1938,3,1,11.4,37400.12,1,1,12.65,2.9154,1.7847,always_taker,0.056
1978,South,1947,1,0,8.426,37140.21,0,0,9.908,2.5121,0.107,never_taker,0.072
1979,Central,1935,4,0,8.087,48990.61,1,1,11.385,2.5388,-0.3641,complier,0.098
1980,North,1936,3,0,12.464,12000.0,1,1,12.872,2.4101,0.4656,always_taker,0.062
1981,Central,1932,3,0,13.853,45683.09,1,0,10.247,2.1878,-0.7388,never_taker,0.062
1982,North,1935,1,1,7.355,20668.14,0,0,10.227,2.0967,-1.3108,never_taker,0.066
1983,North,1947,1,1,12.506,31432.47,0,0,9.653,2.2809,-1.9688,never_taker,0.056
1984,Central,1943,1,0,10.011,18814.4,0,0,10.217,2.418,0.1805,complier,0.098
1985,Central,1947,3,0,15.129,56920.88,1,1,11.851,2.5527,-0.5066,always_taker,0.062
1986,South,1933,3,0,12.779,34260.29,1,1,12.315,2.6204,0.4841,complier,0.088
1987,South,1940,4,1,12.168,39207.58,1,1,10.946,2.5264,-0.0601,always_taker,0.056
1988,Coastal,1947,4,1,11.426,38981.73,1,1,12.191,2.3955,0.1798,complier,0.082
1989,South,1942,4,0,11.938,43609.55,1,0,9.516,2.2165,-1.1518,never_taker,0.062
1990,South,1940,1,0,13.694,39573.16,0,1,12.939,2.6959,1.3768,always_taker,0.062
1991,Central,1938,2,0,9.112,35317.0,0,0,10.395,2.1463,-0.6985,complier,0.098
1992,North,1930,2,0,11.283,36873.76,0,0,10.71,2.2903,0.4696,complier,0.088
1993,South,1944,2,1,9.305,28225.12,0,0,10.167,2.2182,-0.9129,never_taker,0.066
1994,South,1947,3,1,10.838,44139.3,1,0,9.957,2.3046,-1.036,never_taker,0.066
1995,North,1945,4,1,9.534,26428.75,1,0,9.816,2.1892,-0.5435,never_taker,0.066
1996,North,1936,1,0,12.113,31446.19,0,1,11.969,2.3754,0.1672,always_taker,0.062
1997,South,1930,2,0,11.928,45464.26,0,0,10.373,2.3805,-0.6293,complier,0.088
1998,North,1944,2,1,10.55,42012.94,0,0,10.454,2.2196,-1.3244,complier,0.092
1999,South,1941,1,1,12.159,36897.79,0,0,10.724,2.3796,0.526,never_taker,0.056
2000,Central,1942,3,0,9.454,43719.65,1,0,9.64,2.6067,0.3665,never_taker,0.072
2001,North,1943,4,1,12.921,34282.62,1,0,10.04,2.3295,-0.5724,never_taker,0.056
2002,Coastal,1930,1,1,12.391,44983.4,0,0,10.111,2.6159,1.1443,complier,0.082
2003,North,1932,2,0,9.03,27885.63,0,0,10.719,2.4968,0.8375,complier,0.098
2004,North,1936,3,0,6.385,21526.52,1,0,9.933,2.0406,-1.9694,never_taker,0.072
2005,South,1935,1,0,8.769,52962.43,0,0,10.561,2.1026,-1.3856,never_taker,0.072
2006,South,1937,1,0,12.206,21319.08,0,0,10.341,2.3349,-0.0255,never_taker,0.062
2007,South,1939,1,1,10.191,50734.53,0,0,9.545,2.0637,-1.6441,never_taker,0.066
2008,Coastal,1933,2,1,10.791,31838.7,0,0,10.141,2.5287,-0.9681,never_taker,0.066
2009,Coastal,1933,1,1,10.956,55407.11,0,0,9.795,2.5502,0.4401,complier,0.092
2010,South,1930,3,1,11.742,38467.82,1,1,12.174,2.373,-0.4292,complier,0.082
2011,South,1946,4,0,10.553,39402.14,1,0,10.003,2.1866,-1.5482,never_taker,0.072
2012,Central,1943,3,0,11.802,43013.31,1,0,10.365,2.5823,-0.2971,never_taker,0.062
2013,North,1939,1,0,8.121,47537.92,0,0,10.244,2.7293,0.8995,complier,0.098
2014,North,1932,4,1,9.396,28651.24,1,1,11.832,2.6693,0.2553,complier,0.092
2015,Coastal,1939,3,0,11.017,51919.0,1,1,12.569,2.8966,1.8055,always_taker,0.062
2016,Central,1936,1,1,10.296,84664.93,0,0,9.847,2.7276,0.2469,complier,0.092
2017,Central,1942,2,0,10.006,55565.06,0,0,10.327,2.3933,-0.2768,complier,0.098
2018,North,1940,2,0,8.528,62495.84,0,1,11.933,2.4312,0.2197,always_taker,0.072
2019,Coastal,1945,4,1,12.224,41464.57,1,1,13.447,3.1731,3.1704,complier,0.082
2020,Central,1934,4,0,9.663,37199.5,1,1,11.376,2.3554,-0.8781,complier,0.098
2021,North,1942,1,0,13.742,33968.71,0,0,10.522,2.6166,-0.0151,complier,0.088
2022,Central,1943,1,1,12.24,41256.44,0,1,12.483,2.5714,0.2748,always_taker,0.056
2023,South,1947,3,1,12.381,50699.81,1,1,12.587,2.7064,0.8848,always_taker,0.056
2024,North,1935,1,1,10.166,69653.07,0,1,12.183,2.5801,0.005,always_taker,0.066
2025,Coastal,1941,2,1,12.526,43715.26,0,0,10.383,2.4313,-0.4735,complier,0.082
2026,Coastal,1938,3,1,10.841,33207.24,1,1,12.283,2.4502,-0.038,always_taker,0.066
2027,North,1939,4,0,14.036,48942.44,1,0,10.516,2.5009,-0.2807,never_taker,0.062
2028,Coastal,1934,4,1,9.87,39311.92,1,1,11.515,2.4058,-0.2146,complier,0.092
2029,South,1946,2,0,9.451,40932.19,0,0,10.778,2.6641,0.0251,complier,0.098
2030,Central,1935,1,1,9.27,62588.06,0,0,10.798,2.7193,0.984,never_taker,0.066
2031,North,1945,1,0,12.124,38289.09,0,0,10.691,2.4344,-0.3269,complier,0.088
2032,South,1935,1,1,12.209,44718.42,0,0,10.08,2.3795,-0.5113,complier,0.082
2033,North,1945,1,1,8.775,40222.64,0,0,10.112,2.4304,0.2646,never_taker,0.066
2034,North,1941,1,0,11.854,35804.52,0,0,10.289,2.9743,1.9742,complier,0.088
2035,North,1933,2,1,11.763,40141.63,0,0,10.531,2.4138,0.1379,complier,0.082
2036,South,1941,1,1,8.15,42424.66,0,0,9.947,2.2584,-0.6001,complier,0.092
2037,Central,1936,3,0,13.064,27195.56,1,1,11.574,2.4703,-0.5695,complier,0.088
2038,South,1931,2,1,12.038,25789.76,0,1,12.513,2.7023,1.3289,always_taker,0.056
2039,South,1937,2,0,12.435,60232.26,0,1,12.3,2.4067,-0.2408,always_taker,0.062
2040,Central,1933,3,1,14.916,47291.81,1,1,12.348,2.534,-0.2268,always_taker,0.056
2041,Coastal,1932,2,0,11.71,45178.52,0,1,11.929,2.6137,0.629,always_taker,0.062
2042,South,1932,3,0,13.486,28094.91,1,1,12.497,2.5134,0.2886,always_taker,0.062
2043,North,1930,3,1,9.384,46984.87,1,1,11.872,2.813,0.4413,complier,0.092
2044,Coastal,1937,1,1,14.097,21660.06,0,1,12.493,2.8575,1.7404,always_taker,0.056
2045,Coastal,1946,3,0,10.982,36901.8,1,0,10.072,2.2774,-0.6247,never_taker,0.072
2046,North,1940,2,0,10.966,36990.75,0,0,10.127,2.2989,-0.7001,never_taker,0.072
2047,Coastal,1945,2,0,8.176,57583.8,0,1,12.504,2.6376,-0.0603,always_taker,0.072
2048,Central,1933,4,1,12.174,52493.63,1,1,11.06,2.2811,-2.002,complier,0.082
2049,Central,1932,1,0,12.238,51194.47,0,0,11.478,2.8023,1.8925,complier,0.088
2050,Coastal,1936,2,1,11.803,33053.83,0,0,9.918,2.1502,-1.2919,complier,0.082
2051,North,1934,2,1,10.519,22647.76,0,0,9.735,2.2479,-0.7517,never_taker,0.066
2052,Central,1935,3,1,9.708,28870.17,1,1,11.541,2.8048,1.9789,complier,0.092
2053,Central,1941,2,1,9.51,29706.76,0,1,11.181,2.1384,-1.0013,always_taker,0.066
2054,Central,1938,2,0,11.44,41298.05,0,0,10.631,2.5888,0.3041,complier,0.088
2055,South,1939,4,1,11.326,52138.72,1,1,12.907,2.7601,1.6888,always_taker,0.056
2056,Coastal,1947,4,1,12.015,18467.57,1,1,11.392,2.3268,-0.5697,always_taker,0.056
2057,Central,1933,2,1,10.413,35427.14,0,0,11.208,2.4872,1.0278,complier,0.092
2058,Central,1942,2,1,12.94,36735.58,0,0,10.953,2.2981,-0.9625,complier,0.082
2059,Coastal,1942,4,1,7.365,67860.7,1,1,11.649,2.4455,-0.3958,complier,0.092
2060,Central,1932,2,1,14.069,59803.63,0,1,12.419,2.6065,0.038,always_taker,0.056
2061,Coastal,1938,3,1,12.839,36263.96,1,1,12.849,2.6918,1.6128,complier,0.082
2062,South,1946,4,0,11.52,45530.99,1,1,12.831,2.6048,0.9316,always_taker,0.062
2063,Central,1934,4,1,13.134,66479.6,1,1,11.842,2.4479,-0.1,complier,0.082
2064,North,1934,4,0,8.365,34860.28,1,1,11.747,2.6118,0.7815,always_taker,0.072
2065,South,1931,2,0,12.094,56531.14,0,1,12.117,2.7401,0.5384,always_taker,0.062
2066,Coastal,1935,1,1,11.181,53966.39,0,0,10.123,2.2929,-2.4772,never_taker,0.056
2067,South,1947,2,0,9.132,48620.94,0,0,9.985,2.3377,0.9619,never_taker,0.072
2068,Coastal,1947,4,0,7.608,37759.5,1,1,10.93,2.4737,-0.4958,complier,0.098
2069,North,1930,1,1,13.832,52105.88,0,1,11.949,2.6056,-0.6828,always_taker,0.056
2070,North,1943,3,1,10.157,37926.61,1,1,10.502,2.324,-1.7441,complier,0.092
2071,Coastal,1947,2,1,10.336,32782.85,0,0,9.639,2.3278,-0.6839,never_taker,0.066
2072,Central,1934,4,1,13.289,35882.75,1,1,12.109,2.5965,0.7379,complier,0.082
2073,South,1939,4,0,9.505,60195.57,1,1,12.543,2.747,1.8577,complier,0.098
2074,South,1944,3,0,10.43,36306.48,1,0,9.677,2.2667,-0.2492,never_taker,0.072
2075,North,1939,4,0,8.982,66498.19,1,0,10.855,2.7478,0.952,never_taker,0.072
2076,North,1934,3,0,10.877,39680.9,1,1,11.404,2.3645,-1.408,complier,0.098
2077,South,1932,3,1,10.643,27306.95,1,0,9.307,2.1502,-1.5469,never_taker,0.066
2078,North,1939,3,1,11.171,41680.64,1,1,11.589,2.2999,-1.3049,complier,0.082
2079,Central,1946,4,1,14.422,33882.81,1,1,12.857,2.833,1.0031,complier,0.082
2080,Central,1931,1,0,10.259,39379.35,0,0,9.87,2.4404,0.1408,complier,0.098
2081,South,1937,2,0,10.914,57961.69,0,0,10.776,2.4213,0.7031,complier,0.098
2082,Central,1940,4,1,13.496,35801.74,1,0,10.027,2.1438,-2.1123,never_taker,0.056
2083,South,1939,1,1,10.622,39636.89,0,1,11.845,2.7524,0.6074,always_taker,0.066
2084,South,1942,2,1,10.963,54810.78,0,0,10.151,2.3678,-0.1108,complier,0.092
2085,North,1939,3,1,10.907,32026.95,1,0,9.641,2.3514,-0.1105,never_taker,0.066
2086,North,1943,1,0,14.289,41628.55,0,0,11.19,2.7624,0.8241,complier,0.088
2087,South,1942,1,0,11.571,29853.79,0,0,10.38,2.0442,-1.0955,complier,0.088
2088,North,1933,4,0,15.845,20429.75,1,1,12.46,2.4038,-0.0666,complier,0.088
2089,South,1932,3,0,10.621,43659.53,1,1,11.882,2.5671,0.0554,complier,0.098
2090,Coastal,1930,3,1,12.897,36790.18,1,0,9.947,2.6309,0.6213,never_taker,0.056
2091,South,1936,3,1,9.541,45922.28,1,1,12.466,2.7918,0.6427,complier,0.092
2092,Central,1931,2,1,15.731,26164.92,0,0,10.452,2.5313,-0.0109,complier,0.082
2093,Coastal,1938,1,1,11.041,37319.36,0,0,10.159,2.5614,0.1928,complier,0.082
2094,Central,1947,2,1,11.341,32857.71,0,0,9.868,2.0133,-1.1167,never_taker,0.056
2095,North,1945,1,0,11.788,51679.35,0,0,10.963,2.8406,1.6278,complier,0.088
2096,North,1936,1,1,13.114,37854.02,0,0,10.69,2.6272,-0.0407,complier,0.082
2097,Central,1940,2,0,10.046,74070.18,0,0,10.488,2.3656,-1.1281,never_taker,0.072
2098,Central,1936,1,0,11.804,52585.2,0,0,10.522,2.6573,1.1614,complier,0.088
2099,Coastal,1935,3,1,9.222,38147.54,1,0,9.84,2.5026,0.268,never_taker,0.066
2100,Central,1930,1,1,15.403,43575.99,0,1,11.585,2.3524,-0.5976,always_taker,0.056
2101,Central,1941,1,1,11.935,29429.75,0,1,11.542,2.4872,0.7651,always_taker,0.056
2102,South,1942,4,0,14.107,43445.9,1,0,9.751,2.3447,-0.4306,never_taker,0.062
2103,Central,1938,2,0,12.421,51337.08,0,0,9.427,2.2597,-0.5504,complier,0.088
2104,South,1933,4,1,11.551,50817.5,1,1,11.636,2.6033,-0.4416,complier,0.082
2105,South,1946,1,1,13.253,46440.15,0,0,11.143,2.891,1.0572,complier,0.082
2106,South,1937,2,1,15.092,54578.2,0,1,12.45,3.0363,2.2931,always_taker,0.056
2107,Central,1931,3,1,11.09,51034.89,1,1,11.759,2.3259,-0.3524,complier,0.082
2108,North,1936,2,0,8.718,28254.16,0,0,11.254,2.4527,0.712,never_taker,0.072
2109,South,1938,4,1,11.498,41403.82,1,1,11.653,2.3228,-0.0816,always_taker,0.056
2110,South,1946,1,1,12.868,47970.78,0,0,10.095,2.5487,0.1108,complier,0.082
2111,North,1939,4,0,11.499,39735.56,1,1,11.306,2.48,-1.3296,complier,0.088
2112,South,1945,4,1,12.336,33256.8,1,1,11.998,2.4801,-0.482,complier,0.082
2113,North,1942,4,0,14.353,32983.77,1,1,11.441,2.7092,0.2761,always_taker,0.062
2114,North,1943,3,0,12.981,38139.83,1,0,10.687,2.4223,-0.3186,never_taker,0.062
2115,Coastal,1937,3,1,11.025,21018.05,1,1,11.832,2.4935,0.1125,always_taker,0.056
2116,Central,1943,4,0,9.798,55140.95,1,1,11.833,2.4443,-1.002,complier,0.098
2117,South,1947,2,1,12.366,27247.57,0,1,12.546,2.7288,1.175,always_taker,0.056
2118,North,1930,1,1,10.687,41929.45,0,0,11.673,2.7078,1.6632,complier,0.092
2119,Central,1939,1,1,10.937,44528.96,0,0,10.577,2.3381,-1.3506,never_taker,0.066
2120,North,1934,4,1,15.302,35202.58,1,1,12.381,2.6832,0.8916,always_taker,0.056
2121,South,1947,4,0,10.502,39964.79,1,0,10.094,2.2912,-1.3878,never_taker,0.072
2122,North,1937,4,1,12.216,46172.69,1,1,11.697,2.454,-0.1208,always_taker,0.056
2123,North,1945,1,1,10.15,57874.17,0,1,11.774,2.6919,0.424,always_taker,0.066
2124,Coastal,1930,4,1,12.698,40113.73,1,1,11.487,2.6854,0.4428,complier,0.082
2125,South,1937,4,1,7.789,37194.95,1,0,9.799,2.2467,-1.2169,never_taker,0.066
2126,Coastal,1936,4,0,13.18,26028.11,1,1,12.576,2.5733,0.6506,always_taker,0.062
2127,South,1933,3,1,10.834,36053.41,1,1,11.868,2.6912,1.4602,complier,0.092
2128,South,1941,1,0,11.43,62552.54,0,0,10.061,2.2958,-1.4227,complier,0.088
2129,Central,1937,1,1,13.575,27035.77,0,0,10.489,2.6666,0.7624,complier,0.082
2130,Coastal,1933,4,1,14.16,43826.59,1,1,11.165,2.4818,-0.7853,complier,0.082
2131,Coastal,1932,3,1,11.544,48666.85,1,0,9.376,2.4368,-0.1403,never_taker,0.056
2132,Central,1934,1,0,14.337,26554.73,0,0,10.437,2.3726,-0.29,complier,0.088
2133,South,1933,3,1,10.522,44071.92,1,1,12.191,2.3507,0.2806,always_taker,0.066
2134,Central,1941,4,0,11.306,36526.08,1,1,12.31,2.7209,0.557,complier,0.088
2135,Central,1941,3,0,15.19,51966.47,1,0,10.755,2.5317,-0.506,never_taker,0.062
2136,Central,1942,3,1,11.662,27100.81,1,1,11.639,2.2753,-0.809,complier,0.082
2137,Coastal,1938,1,0,12.153,42329.02,0,0,10.249,2.3419,-1.0571,complier,0.088
2138,South,1944,4,0,14.714,56103.69,1,1,12.225,2.6957,0.5257,complier,0.088
2139,Central,1941,1,1,12.638,55370.92,0,1,12.778,2.5008,0.4337,always_taker,0.056
2140,Central,1946,3,1,10.162,41849.51,1,1,11.565,2.4873,0.1122,complier,0.092
2141,Coastal,1946,3,0,8.34,40193.91,1,1,12.208,2.8293,1.5904,complier,0.098
2142,North,1938,4,1,9.806,26014.39,1,1,11.402,2.454,0.1427,complier,0.092
2143,Central,1932,1,0,12.873,47811.42,0,0,10.363,2.3255,0.2323,complier,0.088
2144,South,1936,4,0,13.398,39709.98,1,1,12.451,2.762,1.3084,always_taker,0.062
2145,South,1930,1,0,12.702,36981.74,0,0,11.18,2.7334,2.0967,complier,0.088
2146,North,1933,1,1,9.169,39019.42,0,0,10.724,2.3784,-0.071,complier,0.092
2147,South,1936,4,1,12.699,43175.92,1,1,12.394,2.7234,0.1843,always_taker,0.056
2148,Central,1930,4,1,11.184,43201.84,1,0,10.244,2.3319,-0.1989,never_taker,0.056
2149,Central,1943,2,1,10.734,34828.02,0,1,12.065,2.6249,0.3638,always_taker,0.066
2150,South,1947,3,1,10.826,39591.19,1,1,11.955,2.4558,0.7155,complier,0.092
2151,South,1941,4,1,12.569,46760.88,1,1,11.473,2.702,0.3917,complier,0.082
2152,North,1932,1,0,11.156,41660.61,0,0,9.703,2.1007,-1.4448,complier,0.088
2153,Central,1937,3,1,12.792,48047.65,1,1,11.965,2.5577,0.1818,always_taker,0.056
2154,North,1945,1,0,14.636,47198.19,0,0,11.323,2.9767,1.3606,complier,0.088
2155,South,1939,2,1,8.423,69309.54,0,0,10.02,2.4995,-0.083,never_taker,0.066
2156,North,1944,2,1,9.062,66615.5,0,0,11.236,2.4887,0.3301,complier,0.092
2157,South,1940,3,1,11.406,44873.64,1,0,10.084,1.9301,-1.5988,never_taker,0.056
