worker_id,firm_id,period,female,supervisor,event_firm,reported_victim,coworker_exposed,exposure_group,firm_risk_score,reported_event,separated,retained,sick_days,wage,new_hire
156,6,1,1,0,0,0,0,comparison,0.1800,0,0,1,4.3781,49103.1091,0
157,6,-1,0,0,0,0,0,comparison,0.1800,0,0,1,2.2685,49639.1878,0
157,6,1,0,0,0,0,0,comparison,0.1800,0,0,1,3.3863,49558.1031,0
158,6,-1,1,0,0,0,0,comparison,0.1800,0,0,1,3.3636,43187.0546,0
158,6,1,1,0,0,0,0,comparison,0.1800,0,0,1,3.4243,44358.2150,0
159,6,-1,0,0,0,0,0,comparison,0.1800,0,0,1,3.2784,42621.5905,0
159,6,1,0,0,0,0,0,comparison,0.1800,0,0,1,2.3326,44741.8076,0
160,6,-1,1,0,0,0,0,comparison,0.1800,0,0,1,3.1286,43492.8077,0
160,6,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.4128,44704.7541,0
161,6,-1,0,1,0,0,0,comparison,0.1800,0,0,1,1.2177,48385.3199,0
161,6,1,0,1,0,0,0,comparison,0.1800,0,0,1,1.4772,50479.1116,0
162,6,-1,1,0,0,0,0,comparison,0.1800,0,0,1,4.7148,46758.2655,0
162,6,1,1,0,0,0,0,comparison,0.1800,0,0,1,0.0000,47571.5050,0
163,6,-1,0,0,0,0,0,comparison,0.1800,0,0,1,0.6797,46646.5567,0
163,6,1,0,0,0,0,0,comparison,0.1800,0,0,1,3.8435,47205.6814,0
164,6,-1,1,0,0,0,0,comparison,0.1800,0,0,1,2.6964,47413.1388,0
164,6,1,1,0,0,0,0,comparison,0.1800,0,0,1,3.1998,49628.2558,0
165,6,-1,0,0,0,0,0,comparison,0.1800,0,0,1,3.0597,48433.3252,0
165,6,1,0,0,0,0,0,comparison,0.1800,0,0,1,4.1018,49899.3944,0
166,6,-1,1,0,0,0,0,comparison,0.1800,0,0,1,1.7914,42620.0618,0
166,6,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.9805,44132.3698,0
167,6,-1,0,0,0,0,0,comparison,0.1800,0,0,1,1.4051,42011.0541,0
167,6,1,0,0,0,0,0,comparison,0.1800,0,0,1,1.4232,43808.1871,0
168,6,-1,1,0,0,0,0,comparison,0.1800,0,0,1,3.1321,43595.8297,0
168,6,1,1,0,0,0,0,comparison,0.1800,0,0,1,3.5065,45611.6887,0
169,6,-1,0,0,0,0,0,comparison,0.1800,0,0,1,2.2719,45687.1549,0
169,6,1,0,0,0,0,0,comparison,0.1800,0,0,1,0.6381,45689.0534,0
170,6,-1,1,0,0,0,0,comparison,0.1800,0,0,1,2.7073,45766.3408,0
170,6,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.4291,46839.9931,0
171,6,-1,0,0,0,0,0,comparison,0.1800,0,0,1,2.6145,46624.9166,0
171,6,1,0,0,0,0,0,comparison,0.1800,0,0,1,2.4147,48658.8730,0
172,6,-1,1,1,0,0,0,comparison,0.1800,0,0,1,2.6048,52575.7335,0
172,6,1,1,1,0,0,0,comparison,0.1800,0,0,1,2.1388,54032.4033,0
173,6,-1,0,0,0,0,0,comparison,0.1800,0,0,1,0.0000,48512.9859,0
173,6,1,0,0,0,0,0,comparison,0.1800,0,0,1,1.5992,48385.5173,0
174,6,-1,1,0,0,0,0,comparison,0.1800,0,0,1,1.2534,42889.7139,0
174,6,1,1,0,0,0,0,comparison,0.1800,0,0,1,3.7851,44593.4762,0
175,6,-1,0,0,0,0,0,comparison,0.1800,0,0,1,3.5637,43447.6565,0
175,6,1,0,0,0,0,0,comparison,0.1800,0,0,1,2.1889,44479.4610,0
176,6,-1,1,0,0,0,0,comparison,0.1800,0,0,1,2.4099,44036.4471,0
176,6,1,1,0,0,0,0,comparison,0.1800,0,0,1,3.3543,44765.8935,0
177,6,-1,0,0,0,0,0,comparison,0.1800,0,0,1,1.8303,44778.3448,0
177,6,1,0,0,0,0,0,comparison,0.1800,0,1,0,2.5991,45603.4130,0
178,6,-1,1,0,0,0,0,comparison,0.1800,0,0,1,2.6986,45145.3714,0
178,6,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.6907,47612.0391,0
179,6,-1,0,0,0,0,0,comparison,0.1800,0,0,1,2.5856,47039.5733,0
179,6,1,0,0,0,0,0,comparison,0.1800,0,0,1,1.5258,48371.2811,0
180,6,-1,1,0,0,0,0,comparison,0.1800,0,0,1,3.6665,48474.4961,0
180,6,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.3203,49499.4590,0
181,7,-1,1,0,0,0,0,comparison,0.2000,0,0,1,3.0368,43179.0034,0
181,7,1,1,0,0,0,0,comparison,0.2000,0,0,1,2.3691,45500.6914,0
182,7,-1,0,0,0,0,0,comparison,0.2000,0,0,1,0.1784,45102.6827,0
182,7,1,0,0,0,0,0,comparison,0.2000,0,0,1,2.3935,45713.9525,0
183,7,-1,1,0,0,0,0,comparison,0.2000,0,0,1,4.0047,45170.2601,0
183,7,1,1,0,0,0,0,comparison,0.2000,0,0,1,3.1468,46028.9180,0
184,7,-1,0,0,0,0,0,comparison,0.2000,0,0,1,1.0293,46072.3000,0
184,7,1,0,0,0,0,0,comparison,0.2000,0,0,1,2.2445,47450.2981,0
185,7,-1,1,0,0,0,0,comparison,0.2000,0,0,1,2.5989,47034.8159,0
185,7,1,1,0,0,0,0,comparison,0.2000,0,0,1,1.5858,47959.2292,0
186,7,-1,0,0,0,0,0,comparison,0.2000,0,0,1,1.8538,47673.6982,0
186,7,1,0,0,0,0,0,comparison,0.2000,0,0,1,1.0359,49045.6259,0
187,7,-1,1,0,0,0,0,comparison,0.2000,0,0,1,2.0690,48137.1825,0
187,7,1,1,0,0,0,0,comparison,0.2000,0,0,1,1.6647,50196.4151,0
188,7,-1,0,0,0,0,0,comparison,0.2000,0,0,1,1.2650,42564.6088,0
188,7,1,0,0,0,0,0,comparison,0.2000,0,0,1,3.3725,44639.1542,0
189,7,-1,1,0,0,0,0,comparison,0.2000,0,0,1,3.1446,43831.1334,0
189,7,1,1,0,0,0,0,comparison,0.2000,0,0,1,1.4631,44859.7032,0
190,7,-1,0,0,0,0,0,comparison,0.2000,0,0,1,4.5001,44471.4277,0
190,7,1,0,0,0,0,0,comparison,0.2000,0,0,1,3.2939,45323.1461,0
191,7,-1,1,1,0,0,0,comparison,0.2000,0,0,1,0.4287,50090.6541,0
191,7,1,1,1,0,0,0,comparison,0.2000,0,0,1,2.6403,49918.4088,0
192,7,-1,0,0,0,0,0,comparison,0.2000,0,0,1,3.0523,45853.3798,0
192,7,1,0,0,0,0,0,comparison,0.2000,0,0,1,2.1218,47540.0366,0
193,7,-1,1,0,0,0,0,comparison,0.2000,0,0,1,3.6970,47628.7082,0
193,7,1,1,0,0,0,0,comparison,0.2000,0,0,1,3.4969,48954.1946,0
194,7,-1,0,0,0,0,0,comparison,0.2000,0,0,1,1.4002,47434.4457,0
194,7,1,0,0,0,0,0,comparison,0.2000,0,0,1,0.4731,48485.7227,0
195,7,-1,1,0,0,0,0,comparison,0.2000,0,0,1,1.8941,48826.2736,0
195,7,1,1,0,0,0,0,comparison,0.2000,0,0,1,3.0914,50209.7392,0
196,7,-1,0,0,0,0,0,comparison,0.2000,0,0,1,2.8250,42882.8997,0
196,7,1,0,0,0,0,0,comparison,0.2000,0,0,1,1.7222,43884.0887,0
197,7,-1,1,0,0,0,0,comparison,0.2000,0,0,1,3.0469,43446.2001,0
197,7,1,1,0,0,0,0,comparison,0.2000,0,0,1,3.0889,44953.9802,0
198,7,-1,0,0,0,0,0,comparison,0.2000,0,0,1,0.9370,45358.2936,0
198,7,1,0,0,0,0,0,comparison,0.2000,0,0,1,0.1795,45390.9345,0
199,7,-1,1,0,0,0,0,comparison,0.2000,0,0,1,2.0544,46004.3556,0
199,7,1,1,0,0,0,0,comparison,0.2000,0,0,1,3.2788,46327.5818,0
200,7,-1,0,0,0,0,0,comparison,0.2000,0,0,1,2.7061,45815.4160,0
200,7,1,0,0,0,0,0,comparison,0.2000,0,0,1,2.1325,46992.2883,0
201,7,-1,1,0,0,0,0,comparison,0.2000,0,0,1,0.0000,46392.1796,0
201,7,1,1,0,0,0,0,comparison,0.2000,0,0,1,2.7722,48670.2235,0
202,7,-1,0,1,0,0,0,comparison,0.2000,0,0,1,0.1390,52564.2564,0
202,7,1,0,1,0,0,0,comparison,0.2000,0,0,1,1.9485,54097.2353,0
203,7,-1,1,0,0,0,0,comparison,0.2000,0,0,1,3.0208,48851.1923,0
203,7,1,1,0,0,0,0,comparison,0.2000,0,0,1,2.3863,50795.0710,0
204,7,-1,0,0,0,0,0,comparison,0.2000,0,0,1,2.6751,42050.5568,0
204,7,1,0,0,0,0,0,comparison,0.2000,0,0,1,2.2939,43158.0499,0
205,7,-1,1,0,0,0,0,comparison,0.2000,0,0,1,2.7295,43657.1558,0
205,7,1,1,0,0,0,0,comparison,0.2000,0,0,1,2.5449,44928.8201,0
206,7,-1,0,0,0,0,0,comparison,0.2000,0,0,1,1.0272,45151.7687,0
206,7,1,0,0,0,0,0,comparison,0.2000,0,0,1,3.0554,45615.3237,0
207,7,-1,1,0,0,0,0,comparison,0.2000,0,0,1,4.1258,46013.1955,0
207,7,1,1,0,0,0,0,comparison,0.2000,0,0,1,3.6960,46201.9013,0
208,7,-1,0,0,0,0,0,comparison,0.2000,0,0,1,1.0960,46053.8845,0
208,7,1,0,0,0,0,0,comparison,0.2000,0,0,1,2.8770,47231.3670,0
209,7,-1,1,0,0,0,0,comparison,0.2000,0,0,1,1.9089,47506.6774,0
209,7,1,1,0,0,0,0,comparison,0.2000,0,0,1,3.3852,47696.3965,0
210,7,-1,0,0,0,0,0,comparison,0.2000,0,0,1,0.3130,48497.1430,0
210,7,1,0,0,0,0,0,comparison,0.2000,0,0,1,2.6321,49522.4814,0
211,8,-1,0,0,0,0,0,comparison,0.2200,0,0,1,1.4393,43558.3308,0
211,8,1,0,0,0,0,0,comparison,0.2200,0,0,1,4.7498,44649.2209,0
212,8,-1,1,0,0,0,0,comparison,0.2200,0,0,1,1.8847,44048.4398,0
212,8,1,1,0,0,0,0,comparison,0.2200,0,0,1,1.8749,45835.1944,0
213,8,-1,0,0,0,0,0,comparison,0.2200,0,0,1,1.3228,45548.3005,0
213,8,1,0,0,0,0,0,comparison,0.2200,0,0,1,2.2280,46732.8671,0
214,8,-1,1,0,0,0,0,comparison,0.2200,0,0,1,3.4380,45735.7687,0
214,8,1,1,0,0,0,0,comparison,0.2200,0,0,1,4.5132,48715.9835,0
215,8,-1,0,0,0,0,0,comparison,0.2200,0,0,1,1.7377,46954.0512,0
215,8,1,0,0,0,0,0,comparison,0.2200,0,0,1,1.7978,47869.8185,0
216,8,-1,1,0,0,0,0,comparison,0.2200,0,0,1,2.9063,48884.0115,0
216,8,1,1,0,0,0,0,comparison,0.2200,0,1,0,1.0059,49701.5071,0
217,8,-1,0,0,0,0,0,comparison,0.2200,0,0,1,2.9517,48177.9873,0
217,8,1,0,0,0,0,0,comparison,0.2200,0,0,1,3.9655,51232.5741,0
218,8,-1,1,0,0,0,0,comparison,0.2200,0,0,1,2.3433,42859.9427,0
218,8,1,1,0,0,0,0,comparison,0.2200,0,0,1,4.3215,44204.5775,0
219,8,-1,0,0,0,0,0,comparison,0.2200,0,0,1,2.0292,43551.4264,0
219,8,1,0,0,0,0,0,comparison,0.2200,0,0,1,2.5382,44728.1429,0
220,8,-1,1,0,0,0,0,comparison,0.2200,0,0,1,2.1997,44576.9758,0
220,8,1,1,0,0,0,0,comparison,0.2200,0,0,1,2.9456,46032.4515,0
221,8,-1,0,1,0,0,0,comparison,0.2200,0,0,1,0.8276,49939.8198,0
221,8,1,0,1,0,0,0,comparison,0.2200,0,0,1,1.0073,50105.9660,0
222,8,-1,1,0,0,0,0,comparison,0.2200,0,0,1,2.9953,46210.6900,0
222,8,1,1,0,0,0,0,comparison,0.2200,0,0,1,2.9323,47564.0367,0
223,8,-1,0,0,0,0,0,comparison,0.2200,0,0,1,2.3826,47728.9125,0
223,8,1,0,0,0,0,0,comparison,0.2200,0,1,0,3.9712,48567.8444,0
224,8,-1,1,0,0,0,0,comparison,0.2200,0,0,1,2.4260,47855.4944,0
224,8,1,1,0,0,0,0,comparison,0.2200,0,0,1,3.4286,49234.3711,0
225,8,-1,0,0,0,0,0,comparison,0.2200,0,1,0,3.1260,49753.5523,0
225,8,1,0,0,0,0,0,comparison,0.2200,0,0,1,1.2293,50699.0313,0
226,8,-1,1,0,0,0,0,comparison,0.2200,0,0,1,3.8779,44013.8865,0
226,8,1,1,0,0,0,0,comparison,0.2200,0,0,1,2.9947,43620.7058,0
227,8,-1,0,0,0,0,0,comparison,0.2200,0,0,1,3.0520,43510.3685,0
227,8,1,0,0,0,0,0,comparison,0.2200,0,0,1,3.7981,45041.8477,0
228,8,-1,1,0,0,0,0,comparison,0.2200,0,1,0,2.3754,44959.3081,0
228,8,1,1,0,0,0,0,comparison,0.2200,0,0,1,1.9358,46093.8460,0
229,8,-1,0,0,0,0,0,comparison,0.2200,0,0,1,3.2856,45387.0614,0
229,8,1,0,0,0,0,0,comparison,0.2200,0,0,1,1.3603,47825.5224,0
230,8,-1,1,0,0,0,0,comparison,0.2200,0,0,1,3.4522,46216.5350,0
230,8,1,1,0,0,0,0,comparison,0.2200,0,0,1,1.7024,47437.2082,0
231,8,-1,0,0,0,0,0,comparison,0.2200,0,0,1,1.7457,46169.5129,0
231,8,1,0,0,0,0,0,comparison,0.2200,0,0,1,2.5594,48358.3350,0
232,8,-1,1,1,0,0,0,comparison,0.2200,0,0,1,0.8694,52676.3755,0
232,8,1,1,1,0,0,0,comparison,0.2200,0,0,1,2.7177,53649.1490,0
233,8,-1,0,0,0,0,0,comparison,0.2200,0,0,1,3.0802,49047.9954,0
233,8,1,0,0,0,0,0,comparison,0.2200,0,0,1,2.5609,49608.5582,0
234,8,-1,1,0,0,0,0,comparison,0.2200,0,0,1,3.7173,43421.6464,0
234,8,1,1,0,0,0,0,comparison,0.2200,0,0,1,1.3931,44124.8440,0
235,8,-1,0,0,0,0,0,comparison,0.2200,0,0,1,3.4425,44254.9403,0
235,8,1,0,0,0,0,0,comparison,0.2200,0,0,1,3.6781,45831.9197,0
236,8,-1,1,0,0,0,0,comparison,0.2200,0,0,1,3.3182,44393.3495,0
236,8,1,1,0,0,0,0,comparison,0.2200,0,0,1,3.2696,46348.0200,0
237,8,-1,0,0,0,0,0,comparison,0.2200,0,0,1,2.7096,45372.9017,0
237,8,1,0,0,0,0,0,comparison,0.2200,0,0,1,0.5978,47072.9427,0
238,8,-1,1,0,0,0,0,comparison,0.2200,0,0,1,3.7031,46217.1218,0
238,8,1,1,0,0,0,0,comparison,0.2200,0,0,1,3.6283,47779.7629,0
239,8,-1,0,0,0,0,0,comparison,0.2200,0,0,1,0.9948,46344.9599,0
239,8,1,0,0,0,0,0,comparison,0.2200,0,0,1,3.0687,48711.8440,0
240,8,-1,1,0,0,0,0,comparison,0.2200,0,0,1,3.9664,48396.0543,0
240,8,1,1,0,0,0,0,comparison,0.2200,0,0,1,4.2406,50012.4670,0
241,9,-1,1,0,0,0,0,comparison,0.1800,0,0,1,4.3620,43942.5227,0
241,9,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.3717,45571.7250,0
242,9,-1,0,0,0,0,0,comparison,0.1800,0,0,1,1.9404,45262.3622,0
242,9,1,0,0,0,0,0,comparison,0.1800,0,0,1,3.1939,45762.7287,0
243,9,-1,1,0,0,0,0,comparison,0.1800,0,0,1,3.0220,45482.3146,0
243,9,1,1,0,0,0,0,comparison,0.1800,0,0,1,3.3380,46440.1085,0
244,9,-1,0,0,0,0,0,comparison,0.1800,0,0,1,0.9332,47017.1391,0
244,9,1,0,0,0,0,0,comparison,0.1800,0,0,1,2.1587,47717.2413,0
245,9,-1,1,0,0,0,0,comparison,0.1800,0,0,1,4.0351,47368.1623,0
245,9,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.2978,49076.4742,0
246,9,-1,0,0,0,0,0,comparison,0.1800,0,0,1,2.0205,48235.5511,0
246,9,1,0,0,0,0,0,comparison,0.1800,0,0,1,1.7282,50392.4569,0
247,9,-1,1,0,0,0,0,comparison,0.1800,0,0,1,3.6110,49323.9825,0
247,9,1,1,0,0,0,0,comparison,0.1800,0,0,1,1.8640,50144.6161,0
248,9,-1,0,0,0,0,0,comparison,0.1800,0,0,1,2.0332,43029.0497,0
248,9,1,0,0,0,0,0,comparison,0.1800,0,0,1,1.4141,44695.4733,1
249,9,-1,1,0,0,0,0,comparison,0.1800,0,0,1,3.5094,44455.7863,0
249,9,1,1,0,0,0,0,comparison,0.1800,0,0,1,0.0000,45260.5825,0
250,9,-1,0,0,0,0,0,comparison,0.1800,0,0,1,2.7723,44768.5775,0
250,9,1,0,0,0,0,0,comparison,0.1800,0,0,1,2.2188,46849.7813,0
251,9,-1,1,1,0,0,0,comparison,0.1800,0,0,1,3.2403,50122.7870,0
251,9,1,1,1,0,0,0,comparison,0.1800,0,0,1,1.7133,51229.8311,0
252,9,-1,0,0,0,0,0,comparison,0.1800,0,0,1,1.4000,46936.8072,0
252,9,1,0,0,0,0,0,comparison,0.1800,0,0,1,2.6802,47877.8081,0
253,9,-1,1,0,0,0,0,comparison,0.1800,0,0,1,2.5034,47261.1860,0
253,9,1,1,0,0,0,0,comparison,0.1800,0,0,1,1.2516,47618.0862,0
254,9,-1,0,0,0,0,0,comparison,0.1800,0,0,1,3.1123,48975.3758,0
254,9,1,0,0,0,0,0,comparison,0.1800,0,1,0,1.9606,49053.1720,0
255,9,-1,1,0,0,0,0,comparison,0.1800,0,0,1,3.7181,48881.3078,0
255,9,1,1,0,0,0,0,comparison,0.1800,0,0,1,3.1316,49983.0187,0
256,9,-1,0,0,0,0,0,comparison,0.1800,0,0,1,4.9487,43239.0706,0
256,9,1,0,0,0,0,0,comparison,0.1800,0,0,1,0.6585,44285.3964,0
257,9,-1,1,0,0,0,0,comparison,0.1800,0,0,1,4.2523,44461.5869,0
257,9,1,1,0,0,0,0,comparison,0.1800,0,0,1,1.7310,45614.1547,0
258,9,-1,0,0,0,0,0,comparison,0.1800,0,0,1,2.3187,44873.0192,0
258,9,1,0,0,0,0,0,comparison,0.1800,0,0,1,0.0953,46631.8120,0
259,9,-1,1,0,0,0,0,comparison,0.1800,0,0,1,4.0843,46060.0672,0
259,9,1,1,0,0,0,0,comparison,0.1800,0,0,1,1.8371,47509.6500,1
260,9,-1,0,0,0,0,0,comparison,0.1800,0,0,1,0.8642,47031.4749,0
260,9,1,0,0,0,0,0,comparison,0.1800,0,0,1,2.8292,47658.6742,0
261,9,-1,1,0,0,0,0,comparison,0.1800,0,0,1,2.3073,48069.2522,0
261,9,1,1,0,0,0,0,comparison,0.1800,0,0,1,3.2331,49336.3683,1
262,9,-1,0,1,0,0,0,comparison,0.1800,0,0,1,1.4502,53405.0186,0
262,9,1,0,1,0,0,0,comparison,0.1800,0,0,1,3.6023,54347.9006,0
263,9,-1,1,0,0,0,0,comparison,0.1800,0,0,1,2.4319,50633.1681,0
263,9,1,1,0,0,0,0,comparison,0.1800,0,0,1,3.6430,50645.4707,0
264,9,-1,0,0,0,0,0,comparison,0.1800,0,0,1,1.8198,43618.5172,0
264,9,1,0,0,0,0,0,comparison,0.1800,0,0,1,3.8725,45347.8912,0
265,9,-1,1,0,0,0,0,comparison,0.1800,0,0,1,1.4916,43370.6068,0
265,9,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.7582,44755.1958,0
266,9,-1,0,0,0,0,0,comparison,0.1800,0,0,1,1.5966,44172.6158,0
266,9,1,0,0,0,0,0,comparison,0.1800,0,0,1,0.8026,46565.9103,0
267,9,-1,1,0,0,0,0,comparison,0.1800,0,0,1,3.1390,47193.1409,0
267,9,1,1,0,0,0,0,comparison,0.1800,0,0,1,3.1020,46938.6040,0
268,9,-1,0,0,0,0,0,comparison,0.1800,0,0,1,0.3574,47113.5553,0
268,9,1,0,0,0,0,0,comparison,0.1800,0,0,1,3.4489,48301.1335,0
269,9,-1,1,0,0,0,0,comparison,0.1800,0,0,1,0.0000,48352.1045,0
269,9,1,1,0,0,0,0,comparison,0.1800,0,0,1,2.4896,47606.0986,0
270,9,-1,0,0,0,0,0,comparison,0.1800,0,0,1,0.7295,48402.1989,0
270,9,1,0,0,0,0,0,comparison,0.1800,0,0,1,1.3876,49753.9167,0
271,10,-1,0,0,1,0,1,coworker,0.3000,0,0,1,3.3511,44235.9051,0
271,10,1,0,0,1,0,1,coworker,0.3000,0,1,0,2.8488,46293.8826,0
272,10,-1,1,0,1,0,1,coworker,0.3000,0,0,1,3.7043,44787.3654,0
272,10,1,1,0,1,0,1,coworker,0.3000,0,0,1,3.9015,46902.6081,0
273,10,-1,0,0,1,0,1,coworker,0.3000,0,0,1,1.3695,45761.1260,0
273,10,1,0,0,1,0,1,coworker,0.3000,0,0,1,0.0000,46943.4256,0
274,10,-1,1,0,1,0,1,coworker,0.3000,0,0,1,1.1785,46339.2978,0
274,10,1,1,0,1,0,1,coworker,0.3000,0,0,1,5.7945,47304.5433,0
275,10,-1,0,0,1,0,1,coworker,0.3000,0,0,1,2.9526,47596.0918,0
275,10,1,0,0,1,0,1,coworker,0.3000,0,0,1,1.3518,49150.5398,0
276,10,-1,1,0,1,1,0,victim,0.3000,0,0,1,1.8662,48367.3280,0
276,10,1,1,0,1,1,0,victim,0.3000,1,1,0,8.5165,49673.2734,0
277,10,-1,0,0,1,0,1,coworker,0.3000,0,0,1,0.9727,49532.9688,0
277,10,1,0,0,1,0,1,coworker,0.3000,0,0,1,0.5044,50594.5641,0
278,10,-1,1,0,1,0,1,coworker,0.3000,0,0,1,1.5223,43835.0467,0
278,10,1,1,0,1,0,1,coworker,0.3000,0,0,1,5.9188,44041.1000,1
279,10,-1,0,0,1,0,1,coworker,0.3000,0,0,1,2.7105,44187.1225,0
279,10,1,0,0,1,0,1,coworker,0.3000,0,0,1,4.0775,45293.2427,0
280,10,-1,1,0,1,0,1,coworker,0.3000,0,0,1,3.2034,46939.9763,0
280,10,1,1,0,1,0,1,coworker,0.3000,0,1,0,4.0496,46423.8333,1
281,10,-1,0,1,1,0,1,coworker,0.3000,0,0,1,3.1011,49701.1588,0
281,10,1,0,1,1,0,1,coworker,0.3000,0,1,0,2.3366,51711.1211,0
282,10,-1,1,0,1,0,1,coworker,0.3000,0,0,1,3.7315,46799.4195,0
282,10,1,1,0,1,0,1,coworker,0.3000,0,0,1,5.6221,47628.5710,0
283,10,-1,0,0,1,0,1,coworker,0.3000,0,0,1,4.2662,47861.1854,0
283,10,1,0,0,1,0,1,coworker,0.3000,0,0,1,3.2835,49688.5851,1
284,10,-1,1,0,1,0,1,coworker,0.3000,0,0,1,2.3804,48826.2316,0
284,10,1,1,0,1,0,1,coworker,0.3000,0,0,1,4.4762,48755.1773,0
285,10,-1,0,0,1,0,1,coworker,0.3000,0,0,1,2.7071,50170.1659,0
285,10,1,0,0,1,0,1,coworker,0.3000,0,0,1,1.2826,51224.2226,0
286,10,-1,1,0,1,0,1,coworker,0.3000,0,0,1,2.4960,43191.6940,0
286,10,1,1,0,1,0,1,coworker,0.3000,0,0,1,5.3357,44528.8653,0
287,10,-1,0,0,1,0,1,coworker,0.3000,0,0,1,1.5286,44741.1109,0
287,10,1,0,0,1,0,1,coworker,0.3000,0,1,0,2.0964,44765.5409,0
288,10,-1,1,0,1,1,0,victim,0.3000,0,0,1,3.2555,45908.3110,0
288,10,1,1,0,1,1,0,victim,0.3000,1,1,0,9.8864,45011.6315,0
289,10,-1,0,0,1,0,1,coworker,0.3000,0,0,1,3.0829,45544.2165,0
289,10,1,0,0,1,0,1,coworker,0.3000,0,0,1,1.9143,46210.9456,0
290,10,-1,1,0,1,0,1,coworker,0.3000,0,0,1,2.1471,47080.6585,0
290,10,1,1,0,1,0,1,coworker,0.3000,0,0,1,3.7588,48001.7371,0
291,10,-1,0,0,1,0,1,coworker,0.3000,0,0,1,2.9216,47733.7619,0
291,10,1,0,0,1,0,1,coworker,0.3000,0,0,1,2.5361,48137.1438,0
292,10,-1,1,1,1,0,1,coworker,0.3000,0,0,1,2.3736,51620.4610,0
292,10,1,1,1,1,0,1,coworker,0.3000,0,0,1,4.3573,54325.9729,0
293,10,-1,0,0,1,0,1,coworker,0.3000,0,0,1,2.1043,49111.6774,0
293,10,1,0,0,1,0,1,coworker,0.3000,0,0,1,1.9253,50575.3445,0
294,10,-1,1,0,1,0,1,coworker,0.3000,0,0,1,2.8141,43446.5183,0
294,10,1,1,0,1,0,1,coworker,0.3000,0,0,1,4.9955,43659.0491,0
295,10,-1,0,0,1,0,1,coworker,0.3000,0,0,1,2.4122,44273.0592,0
295,10,1,0,0,1,0,1,coworker,0.3000,0,0,1,2.5588,45421.7014,0
296,10,-1,1,0,1,0,1,coworker,0.3000,0,0,1,0.6343,45378.6549,0
296,10,1,1,0,1,0,1,coworker,0.3000,0,0,1,6.8494,46443.6725,0
297,10,-1,0,0,1,0,1,coworker,0.3000,0,0,1,3.7543,46544.7014,0
297,10,1,0,0,1,0,1,coworker,0.3000,0,0,1,2.3726,47089.9754,0
298,10,-1,1,0,1,0,1,coworker,0.3000,0,0,1,4.1406,46546.0621,0
298,10,1,1,0,1,0,1,coworker,0.3000,0,0,1,4.3106,47697.8051,0
299,10,-1,0,0,1,0,1,coworker,0.3000,0,0,1,1.8741,48032.3010,0
299,10,1,0,0,1,0,1,coworker,0.3000,0,0,1,0.8296,49426.3111,0
300,10,-1,1,0,1,0,1,coworker,0.3000,0,0,1,2.8584,48120.9246,0
300,10,1,1,0,1,0,1,coworker,0.3000,0,0,1,2.8177,49722.4196,0
301,11,-1,1,0,0,0,0,comparison,0.2200,0,0,1,1.0958,44817.9458,0
301,11,1,1,0,0,0,0,comparison,0.2200,0,0,1,1.5344,45294.8657,0
302,11,-1,0,0,0,0,0,comparison,0.2200,0,0,1,1.5036,45034.4542,0
302,11,1,0,0,0,0,0,comparison,0.2200,0,0,1,3.0766,47488.6110,0
303,11,-1,1,0,0,0,0,comparison,0.2200,0,0,1,3.3815,46356.4290,0
303,11,1,1,0,0,0,0,comparison,0.2200,0,0,1,0.7973,48092.6798,0
304,11,-1,0,0,0,0,0,comparison,0.2200,0,0,1,3.4006,47090.2442,0
304,11,1,0,0,0,0,0,comparison,0.2200,0,0,1,3.4364,47983.3054,0
305,11,-1,1,0,0,0,0,comparison,0.2200,0,0,1,3.1126,47241.8197,0
305,11,1,1,0,0,0,0,comparison,0.2200,0,0,1,3.7409,49092.1800,0
306,11,-1,0,0,0,0,0,comparison,0.2200,0,0,1,1.9982,49094.0604,0
306,11,1,0,0,0,0,0,comparison,0.2200,0,0,1,1.6412,49992.7777,0
307,11,-1,1,0,0,0,0,comparison,0.2200,0,0,1,0.4291,49878.9889,0
307,11,1,1,0,0,0,0,comparison,0.2200,0,0,1,1.2157,51744.7715,0
308,11,-1,0,0,0,0,0,comparison,0.2200,0,0,1,2.2228,44091.2382,0
308,11,1,0,0,0,0,0,comparison,0.2200,0,0,1,0.0059,45300.0119,0
309,11,-1,1,0,0,0,0,comparison,0.2200,0,0,1,3.2376,44711.3281,0
309,11,1,1,0,0,0,0,comparison,0.2200,0,0,1,3.9127,46596.0695,0
310,11,-1,0,0,0,0,0,comparison,0.2200,0,0,1,2.2118,46690.1188,0
310,11,1,0,0,0,0,0,comparison,0.2200,0,0,1,0.7179,46636.1864,0
311,11,-1,1,1,0,0,0,comparison,0.2200,0,0,1,3.2761,50577.6400,0
311,11,1,1,1,0,0,0,comparison,0.2200,0,0,1,3.4046,50469.0981,0
312,11,-1,0,0,0,0,0,comparison,0.2200,0,0,1,1.5040,46916.1901,0
312,11,1,0,0,0,0,0,comparison,0.2200,0,0,1,0.8827,48173.9344,0
