household_id,parent,event_time,earnings_index,hours,employment_rate,job_quality_index,weekly_care_hours
40,mother,5,48.0863,29.8349,0.8097,60.2655,31.1230
40,father,5,82.7396,42.3473,0.9602,70.7549,12.1655
40,mother,6,47.8072,28.4186,0.7685,60.1675,30.0625
40,father,6,84.0626,41.5785,0.9524,69.5541,12.2846
40,mother,7,48.3962,30.0485,0.7868,62.8351,30.0880
40,father,7,83.1667,42.5272,0.9730,68.3962,13.0550
40,mother,8,49.5393,28.5545,0.7857,59.8794,27.7347
40,father,8,88.2536,40.5025,0.9569,68.7037,12.3235
41,mother,-4,75.5518,36.0172,0.9531,68.8299,11.4773
41,father,-4,82.4256,41.9934,0.9737,68.0898,5.7831
41,mother,-3,73.3911,34.9871,0.9703,66.6148,11.2573
41,father,-3,83.3930,41.4905,0.9738,69.5824,9.5610
41,mother,-2,72.7723,36.7157,0.9492,68.3618,11.7271
41,father,-2,84.8511,42.0227,0.9675,69.6617,8.1468
41,mother,-1,71.8178,36.8753,0.9386,68.0162,11.1086
41,father,-1,81.8008,40.9710,0.9671,69.5894,7.6655
41,mother,0,68.1649,33.6465,0.9539,68.8394,12.6538
41,father,0,84.8671,41.8036,0.9689,70.0483,7.9030
41,mother,1,67.1820,32.6892,0.8775,64.2564,19.4998
41,father,1,84.7134,41.4157,0.9675,69.5671,7.4237
41,mother,2,60.2220,30.5343,0.8434,63.9405,21.6057
41,father,2,84.1215,41.9311,0.9707,70.6538,9.6782
41,mother,3,57.6997,30.0126,0.8203,63.2150,25.6416
41,father,3,83.1889,42.4047,0.9596,71.0709,10.4960
41,mother,4,56.6454,29.2785,0.7920,60.2323,25.5590
41,father,4,84.7694,42.3124,0.9594,72.1356,9.5308
41,mother,5,55.2562,28.6980,0.7857,60.6925,30.0891
41,father,5,84.1789,41.1158,0.9582,70.0029,12.5578
41,mother,6,55.3299,28.1881,0.7952,61.7697,28.0499
41,father,6,83.7261,41.9992,0.9573,72.2870,10.7908
41,mother,7,52.5988,27.9437,0.7855,60.3714,28.8441
41,father,7,82.1738,40.5121,0.9623,69.8233,11.9523
41,mother,8,52.2177,28.3615,0.7873,60.8553,29.7993
41,father,8,83.0214,42.8039,0.9480,71.1178,11.7464
42,mother,-4,69.3819,35.2347,0.9286,68.8998,12.6010
42,father,-4,81.2134,39.4316,0.9725,69.0848,6.5834
42,mother,-3,69.1627,36.7948,0.9264,68.0176,12.4106
42,father,-3,77.9839,40.3748,0.9645,69.5405,10.0396
42,mother,-2,67.1017,35.5556,0.9452,68.7783,11.1681
42,father,-2,80.7290,41.0980,0.9672,68.6285,8.7467
42,mother,-1,70.4352,35.8523,0.9326,67.8697,11.1220
42,father,-1,80.6426,41.3022,0.9780,69.2779,8.4538
42,mother,0,66.1876,32.5257,0.9444,68.9726,12.7899
42,father,0,78.7310,41.3271,0.9630,70.0312,8.5042
42,mother,1,60.4201,32.5947,0.8756,65.0048,19.4977
42,father,1,79.2703,41.7473,0.9782,69.4808,9.1269
42,mother,2,56.1480,31.3151,0.8431,62.8002,25.7154
42,father,2,80.3981,41.2767,0.9639,72.2742,10.5994
42,mother,3,50.8669,30.3942,0.7989,61.2628,26.1123
42,father,3,81.7899,40.1503,0.9612,70.1058,10.8537
42,mother,4,51.2128,28.7775,0.7898,61.6151,28.3828
42,father,4,81.2090,40.6164,0.9611,69.7854,10.7885
42,mother,5,47.2258,29.2286,0.7929,61.0370,30.6518
42,father,5,80.6919,40.0675,0.9498,72.6271,10.9882
42,mother,6,47.5419,28.7878,0.7668,60.0036,28.7865
42,father,6,82.3534,41.0595,0.9698,70.5910,13.8451
42,mother,7,47.2259,28.4820,0.7918,62.2009,27.6947
42,father,7,79.8477,40.4124,0.9775,68.7540,12.1022
42,mother,8,49.2170,27.8101,0.7753,61.0540,30.9717
42,father,8,81.5712,40.7416,0.9755,71.3447,12.7226
43,mother,-4,71.7312,36.0894,0.9438,67.4837,12.0659
43,father,-4,81.5151,41.4540,0.9704,70.2495,8.0417
43,mother,-3,73.1869,34.7545,0.9404,67.8040,13.1389
43,father,-3,81.2402,40.1448,0.9727,70.8123,6.8380
43,mother,-2,70.5082,36.1931,0.9397,67.5101,12.3589
43,father,-2,80.3255,40.9525,0.9755,70.0939,6.5726
43,mother,-1,72.9029,35.8472,0.9433,68.6492,11.9537
43,father,-1,81.7809,40.9051,0.9525,69.7013,7.2103
43,mother,0,63.8951,33.3421,0.9273,70.2253,11.6047
43,father,0,80.5014,40.4592,0.9542,68.7688,7.3960
43,mother,1,63.6514,33.0342,0.8780,64.1964,19.5086
43,father,1,79.9273,41.2266,0.9591,71.3020,9.4793
43,mother,2,57.9531,32.0159,0.8264,63.6572,23.0520
43,father,2,82.6002,41.7527,0.9620,70.6523,9.8696
43,mother,3,55.1183,30.3846,0.8006,61.7523,26.4811
43,father,3,79.9604,40.0190,0.9722,71.7809,11.8181
43,mother,4,51.2068,29.5945,0.8003,61.0205,28.3799
43,father,4,81.2016,40.8402,0.9531,70.6541,9.8547
43,mother,5,50.9988,29.7281,0.7844,61.0233,28.9725
43,father,5,83.9924,41.0978,0.9539,70.7845,12.6560
43,mother,6,47.0279,30.0557,0.7888,59.3392,29.7938
43,father,6,80.0232,41.2366,0.9592,69.6806,12.7542
43,mother,7,48.8724,29.2334,0.7848,59.1497,28.9520
43,father,7,83.1699,41.7413,0.9641,68.7780,12.8889
43,mother,8,46.9976,29.1011,0.7634,59.6401,31.9346
43,father,8,81.5764,41.8647,0.9569,70.1172,12.9753
44,mother,-4,69.8939,35.8933,0.9440,67.1712,9.0463
44,father,-4,80.1885,41.0377,0.9731,70.1272,8.3092
44,mother,-3,70.5903,35.2335,0.9412,67.9945,14.3763
44,father,-3,79.9508,40.6482,0.9672,69.1110,7.7560
44,mother,-2,69.0386,36.0464,0.9421,67.6624,13.1789
44,father,-2,79.1489,40.8437,0.9626,69.3533,7.7292
44,mother,-1,71.7121,35.8398,0.9387,67.4970,11.4446
44,father,-1,81.6557,41.1239,0.9640,71.3688,7.5954
44,mother,0,67.7433,32.7188,0.9386,67.1903,10.6824
44,father,0,82.0339,41.5927,0.9918,70.6975,7.0788
44,mother,1,64.7638,32.1020,0.8926,65.9895,19.3359
44,father,1,80.4783,41.2671,0.9530,70.7572,8.7004
44,mother,2,57.5924,31.2176,0.8482,61.2119,24.8932
44,father,2,81.5467,40.3797,0.9670,70.5528,9.1492
44,mother,3,55.1467,30.7461,0.8155,60.3750,23.8596
44,father,3,82.2158,40.5839,0.9707,69.8950,11.0146
44,mother,4,52.1750,29.0653,0.8159,61.8761,27.3691
44,father,4,84.0192,40.5458,0.9626,69.4879,10.3393
44,mother,5,51.2435,28.9139,0.8031,60.1992,28.6443
44,father,5,82.9382,40.1382,0.9717,70.2956,11.0522
44,mother,6,52.2702,29.0141,0.8119,58.3431,27.9569
44,father,6,80.6068,41.1786,0.9574,70.7495,12.4357
44,mother,7,48.1196,28.4907,0.7884,60.4887,29.2085
44,father,7,82.3150,41.1849,0.9545,72.0334,12.7612
44,mother,8,49.6707,28.5073,0.7803,61.3617,30.9307
44,father,8,82.2744,41.5493,0.9519,69.7527,11.8496
45,mother,-4,71.6210,35.9907,0.9360,67.8002,12.1772
45,father,-4,81.0242,41.9513,0.9801,70.3446,7.8196
45,mother,-3,71.7328,36.7115,0.9235,67.2183,13.4499
45,father,-3,80.0142,41.9639,0.9630,71.0932,7.6947
45,mother,-2,75.3817,36.4047,0.9472,68.2158,11.8500
45,father,-2,78.5682,42.2466,0.9648,70.3464,5.5729
45,mother,-1,71.5046,36.1023,0.9376,66.4768,10.8516
45,father,-1,78.5825,41.7824,0.9717,70.2121,8.3257
45,mother,0,68.5176,32.8803,0.9573,68.3616,9.1979
45,father,0,79.7243,42.0989,0.9715,70.0964,8.3651
45,mother,1,64.0449,33.1334,0.8831,64.4657,18.6325
45,father,1,79.2166,42.1420,0.9750,70.0384,8.1148
45,mother,2,63.2043,32.0961,0.8340,62.2918,24.2726
45,father,2,79.2658,42.8055,0.9777,70.2586,10.2422
45,mother,3,55.5852,31.8125,0.8044,63.3615,27.2203
45,father,3,79.7803,42.3107,0.9608,69.5963,11.1828
45,mother,4,58.0173,30.7098,0.8042,61.0849,26.4332
45,father,4,80.7766,42.0502,0.9642,67.9569,10.5964
45,mother,5,52.9482,29.7402,0.7935,60.6075,28.9520
45,father,5,81.0980,42.1713,0.9644,70.8488,13.2282
45,mother,6,49.8766,29.8597,0.7901,60.5588,29.7449
45,father,6,82.2573,42.4142,0.9737,70.1540,11.3768
45,mother,7,52.2932,29.1900,0.7873,61.4702,27.1153
45,father,7,83.0644,42.3407,0.9570,69.6769,14.0400
45,mother,8,52.2289,29.0649,0.7842,61.9330,29.0815
45,father,8,82.3771,42.6448,0.9503,71.7951,13.1042
46,mother,-4,71.8571,36.9339,0.9519,68.7399,12.3262
46,father,-4,80.0285,40.7859,0.9779,69.8717,7.9875
46,mother,-3,72.8682,35.1876,0.9331,70.1247,11.6929
46,father,-3,77.3926,42.8401,0.9744,69.1587,7.2483
46,mother,-2,71.3834,35.5647,0.9397,67.2329,10.4463
46,father,-2,80.6303,42.2723,0.9736,70.4956,9.0034
46,mother,-1,70.4774,35.6939,0.9366,69.9459,11.4561
46,father,-1,84.8778,42.7665,0.9808,70.0746,8.8971
46,mother,0,68.3733,32.3444,0.9528,68.4962,12.2195
46,father,0,78.8195,42.7810,0.9659,69.1614,8.0562
46,mother,1,61.9979,33.9314,0.8817,64.6799,18.5306
46,father,1,80.6435,42.5492,0.9634,70.9149,10.2232
46,mother,2,59.2542,32.5183,0.8315,63.8794,23.2173
46,father,2,80.3157,42.1940,0.9857,70.2430,9.6020
46,mother,3,53.6104,31.2093,0.8247,61.1667,27.0525
46,father,3,80.7235,41.9186,0.9724,69.8965,11.6316
46,mother,4,50.7387,30.1496,0.8064,61.9135,24.7906
46,father,4,79.7093,42.7707,0.9651,69.6326,10.3603
46,mother,5,51.6235,29.9454,0.7933,63.6874,29.6966
46,father,5,81.7048,43.2016,0.9613,70.0623,12.8417
46,mother,6,49.0946,29.3205,0.8083,62.2313,31.1025
46,father,6,80.3110,42.1521,0.9607,70.3419,9.7944
46,mother,7,49.7509,29.6716,0.7988,61.8272,27.7901
46,father,7,80.3139,42.4738,0.9597,71.1102,13.0232
46,mother,8,48.9648,29.1993,0.7705,60.3317,29.3701
46,father,8,85.7840,42.2504,0.9640,69.1058,12.7370
47,mother,-4,66.4529,36.3780,0.9393,67.3154,13.6487
47,father,-4,80.1617,41.2887,0.9651,71.9015,10.4742
47,mother,-3,68.3174,35.1641,0.9404,68.5568,12.9691
47,father,-3,79.2727,40.3913,0.9691,71.1040,6.8157
47,mother,-2,65.4265,34.8625,0.9282,69.3261,10.9118
47,father,-2,80.1502,40.4115,0.9640,70.1428,9.0337
47,mother,-1,69.1445,35.8982,0.9246,69.2348,14.6703
47,father,-1,82.6763,41.3921,0.9721,69.6818,7.5793
47,mother,0,63.6236,32.5256,0.9441,67.5403,13.3907
47,father,0,81.0458,40.9578,0.9695,70.0535,8.8978
47,mother,1,58.0802,32.2932,0.8661,64.8512,20.0417
47,father,1,79.1723,40.9459,0.9717,68.8998,8.3161
47,mother,2,52.9599,30.9960,0.8270,62.5801,22.0116
47,father,2,79.6938,41.5929,0.9648,69.8408,10.1258
47,mother,3,49.1934,30.2379,0.8140,61.7272,23.7474
47,father,3,82.3280,41.6529,0.9586,68.3792,10.6590
47,mother,4,47.5233,29.3239,0.7990,60.6095,30.1345
47,father,4,82.7482,41.6075,0.9692,70.8017,12.4933
47,mother,5,45.6348,30.1818,0.7904,60.8310,28.2640
47,father,5,81.2124,42.0086,0.9426,73.0186,12.1451
47,mother,6,46.1505,28.8900,0.7847,61.3665,29.3588
47,father,6,81.3079,41.6871,0.9654,71.1026,13.2340
47,mother,7,45.4006,28.8038,0.7839,61.8722,30.9628
47,father,7,84.1468,41.9599,0.9710,71.2014,13.7264
47,mother,8,46.8336,28.8643,0.7912,59.7264,29.2806
47,father,8,78.6149,41.1966,0.9636,70.0469,12.5139
48,mother,-4,77.0490,38.2704,0.9464,66.3550,11.0326
48,father,-4,81.2267,41.4546,0.9766,69.6802,9.7810
48,mother,-3,73.8328,37.4843,0.9321,68.8738,13.8847
48,father,-3,80.5922,41.6784,0.9694,68.5780,8.2667
48,mother,-2,76.3629,36.1419,0.9271,67.1861,12.4039
48,father,-2,82.4169,41.8744,0.9696,71.5336,9.3312
48,mother,-1,75.9655,36.4354,0.9507,70.0998,11.5851
48,father,-1,81.5271,42.3742,0.9654,72.8380,7.4250
48,mother,0,71.2530,34.0786,0.9301,68.1342,11.8815
48,father,0,80.4035,42.1865,0.9622,68.3620,8.2225
48,mother,1,70.6987,34.1620,0.8769,65.6114,19.5976
48,father,1,81.1858,42.6993,0.9832,70.5678,8.0075
48,mother,2,61.0566,32.7040,0.8285,63.3977,23.7714
48,father,2,80.6829,43.3817,0.9634,70.2744,9.3601
48,mother,3,58.1003,30.4827,0.8094,63.2835,26.4128
48,father,3,82.4431,41.5209,0.9665,70.8212,9.6211
48,mother,4,57.5797,31.1730,0.7936,61.9270,26.8611
48,father,4,81.5005,42.0453,0.9578,70.2781,9.6102
48,mother,5,55.9591,30.6393,0.7947,61.9049,26.5011
48,father,5,81.2620,42.2490,0.9876,69.5397,10.4863
48,mother,6,56.6130,29.7454,0.7736,61.5834,31.3101
48,father,6,82.9174,43.1383,0.9477,70.5032,10.6855
48,mother,7,55.4542,29.8611,0.7900,60.8298,29.6900
48,father,7,83.8612,41.5550,0.9647,70.3493,11.2172
48,mother,8,55.3450,29.7803,0.7539,60.3071,29.4809
48,father,8,82.7254,42.1756,0.9722,69.8178,12.6370
49,mother,-4,72.8943,36.7392,0.9342,68.2034,13.2787
49,father,-4,84.0371,41.2122,0.9700,69.8463,6.4074
49,mother,-3,72.0295,37.0687,0.9342,66.6974,10.3300
49,father,-3,82.5689,42.0680,0.9859,69.8300,8.7283
49,mother,-2,72.7747,36.7886,0.9345,68.2378,11.4814
49,father,-2,85.0278,41.2575,0.9735,71.0353,8.9778
49,mother,-1,74.1547,37.0046,0.9417,67.7564,12.2532
49,father,-1,81.6614,41.6094,0.9595,69.7473,8.8627
49,mother,0,70.8662,32.9808,0.9390,69.1005,13.5798
49,father,0,82.3482,41.8065,0.9649,70.7856,9.1436
49,mother,1,63.7440,32.8019,0.8834,65.8952,17.0900
49,father,1,81.3679,42.7591,0.9639,69.6322,9.4260
49,mother,2,58.8006,31.7709,0.8577,62.7024,22.5663
49,father,2,82.6239,41.7673,0.9777,71.3692,10.8939
49,mother,3,53.7744,30.7695,0.7985,60.7905,25.5915
49,father,3,84.8584,41.2046,0.9488,71.1347,11.3049
49,mother,4,52.1082,31.5410,0.7941,62.8958,27.9097
49,father,4,81.5934,40.3561,0.9679,70.4309,11.6964
49,mother,5,52.4741,29.2269,0.7883,61.2448,28.5775
49,father,5,81.4559,41.4616,0.9424,71.6883,10.2507
49,mother,6,52.5622,29.7388,0.7574,61.0941,27.8657
49,father,6,84.1518,42.6568,0.9497,69.7766,12.0439
49,mother,7,49.0687,30.8113,0.7780,60.6745,27.2908
49,father,7,85.2310,42.2579,0.9650,71.0304,13.2282
49,mother,8,51.4280,29.2077,0.7887,61.0232,27.6093
49,father,8,85.5083,43.1365,0.9529,71.3123,12.1967
50,mother,-4,71.1042,37.6802,0.9510,67.2592,9.6248
50,father,-4,76.1967,43.1184,0.9669,69.5462,7.5901
50,mother,-3,72.7008,38.5979,0.9401,67.7967,12.3053
50,father,-3,77.5065,42.7839,0.9724,70.0141,8.2797
50,mother,-2,70.2260,38.7085,0.9681,66.6285,13.3550
50,father,-2,77.9987,40.6485,0.9843,69.6632,6.4620
50,mother,-1,71.2027,38.9304,0.9660,69.3686,11.8566
50,father,-1,80.6701,41.0797,0.9656,69.6512,9.3597
50,mother,0,63.9256,34.6942,0.9439,68.2279,11.5470
50,father,0,78.5982,42.4168,0.9645,68.7931,8.6789
50,mother,1,61.9603,34.4047,0.9007,66.2736,19.8946
50,father,1,79.6173,42.1591,0.9772,69.9553,8.6549
50,mother,2,56.6475,33.8048,0.8376,60.5423,24.5659
50,father,2,78.7953,41.9512,0.9615,69.5345,10.2194
50,mother,3,52.2685,32.8890,0.8159,62.6448,26.6303
50,father,3,79.5717,41.0061,0.9634,71.1789,9.6696
50,mother,4,52.4415,31.3045,0.7977,60.9409,26.6128
50,father,4,78.8683,42.1380,0.9472,70.6437,11.9949
50,mother,5,52.4429,31.9676,0.7967,60.1323,26.7006
50,father,5,77.3749,42.2412,0.9811,71.5601,11.5464
50,mother,6,50.7621,31.0923,0.7648,60.3368,29.2912
50,father,6,80.1158,41.1676,0.9748,70.1261,12.0174
50,mother,7,50.4029,31.1803,0.7888,60.7931,27.4748
50,father,7,78.7973,42.2991,0.9605,69.6826,12.0991
50,mother,8,49.5078,31.8951,0.7927,62.2127,32.7190
50,father,8,78.2886,39.4502,0.9669,69.4372,13.0502
51,mother,-4,68.0353,37.0953,0.9551,67.8132,11.2596
51,father,-4,78.0663,42.6831,0.9671,70.7984,9.3178
51,mother,-3,66.6137,35.9900,0.9221,67.4582,13.3331
51,father,-3,76.6080,41.4478,0.9720,70.0310,6.7921
51,mother,-2,66.6051,36.9085,0.9479,66.8607,11.0733
51,father,-2,78.1021,41.8706,0.9709,70.6589,9.3238
51,mother,-1,68.4271,36.0619,0.9225,68.1862,13.4443
51,father,-1,78.7873,41.8947,0.9766,70.2190,8.2284
51,mother,0,60.9267,34.0531,0.9368,69.6418,11.6778
51,father,0,77.7517,41.0490,0.9599,69.8888,8.0473
51,mother,1,58.1754,34.6161,0.8751,64.3817,19.2371
51,father,1,77.6909,42.3828,0.9831,70.9095,9.7571
51,mother,2,51.7809,32.7748,0.8461,63.9792,23.0682
51,father,2,77.2616,43.1413,0.9709,69.2371,10.7676
51,mother,3,49.7806,31.2956,0.8093,61.5362,24.4032
51,father,3,78.3852,41.4979,0.9689,67.9673,10.4683
51,mother,4,48.5879,29.4993,0.8039,61.6465,26.7361
51,father,4,76.3635,42.4469,0.9670,71.2098,10.4546
51,mother,5,48.7442,30.8780,0.8030,62.1783,27.5813
51,father,5,76.4635,41.2894,0.9639,70.8394,11.5763
51,mother,6,46.3372,28.9528,0.7854,61.8533,30.4818
51,father,6,77.7650,41.7825,0.9529,67.5897,12.5984
51,mother,7,45.8456,29.7732,0.7746,60.3051,27.8844
51,father,7,78.8637,41.4773,0.9574,70.3462,13.7699
51,mother,8,44.2812,29.9037,0.7896,62.9230,29.0082
51,father,8,75.8742,42.3407,0.9530,68.9266,11.5050
52,mother,-4,72.0303,34.8828,0.9334,68.2507,12.7930
52,father,-4,77.1160,41.8373,0.9608,70.9244,8.4011
52,mother,-3,74.0577,35.2211,0.9377,69.7078,10.5594
52,father,-3,80.8077,41.9551,0.9718,69.4609,8.2617
52,mother,-2,70.2184,34.6909,0.9357,68.1583,13.2225
52,father,-2,78.2201,40.9988,0.9648,69.7803,7.0575
52,mother,-1,71.2530,34.7321,0.9530,69.6474,11.8121
52,father,-1,80.6722,40.9917,0.9682,70.2771,7.0375
52,mother,0,69.6324,31.9797,0.9199,66.1817,12.1912
52,father,0,79.2886,42.5913,0.9728,70.1239,8.7936
52,mother,1,66.0936,31.5441,0.8583,64.8498,19.0968
52,father,1,78.0252,41.8132,0.9669,70.5522,10.4951
52,mother,2,59.3341,29.1276,0.8331,62.7211,24.5568
52,father,2,78.6859,41.1160,0.9703,71.3954,9.4363
52,mother,3,56.8958,29.1972,0.8375,64.0673,25.3405
52,father,3,81.3038,42.0173,0.9673,70.1497,9.7139
52,mother,4,53.9203,27.8569,0.8010,62.2007,26.3838
52,father,4,77.8933,43.7616,0.9690,70.1153,12.2923
52,mother,5,53.9392,28.0657,0.8000,61.6615,27.5659
52,father,5,79.3044,42.3347,0.9720,70.6821,10.5816
52,mother,6,50.4959,27.8596,0.7978,61.9645,29.7077
52,father,6,79.3139,43.5331,0.9658,70.5172,9.7826
52,mother,7,51.6956,27.7867,0.7660,59.3757,26.0242
52,father,7,77.9174,42.9107,0.9492,69.5832,11.8462
52,mother,8,51.5783,27.5003,0.7968,59.8386,30.7464
52,father,8,78.2838,41.7448,0.9606,71.4885,13.5548
53,mother,-4,72.4355,35.6284,0.9447,70.9376,10.5382
53,father,-4,80.5196,42.0332,0.9704,68.4287,7.8008
53,mother,-3,76.1317,34.9630,0.9272,68.9134,12.0668
53,father,-3,82.7126,41.1992,0.9713,69.3399,8.2504
53,mother,-2,72.7025,35.3117,0.9476,70.7811,10.1344
53,father,-2,83.4924,42.2380,0.9567,70.9512,6.4961
53,mother,-1,70.8079,35.6087,0.9462,68.7905,13.0466
53,father,-1,82.8570,42.2173,0.9898,70.4755,8.7676
53,mother,0,67.6555,33.4248,0.9308,68.3634,12.3501
53,father,0,83.4577,41.0318,0.9755,69.6856,7.5471
53,mother,1,63.2326,31.7859,0.8664,66.1048,21.6860
53,father,1,83.2759,41.3734,0.9729,69.7156,10.2964
53,mother,2,55.9906,31.0972,0.8286,63.2345,23.4648
53,father,2,82.8402,42.1910,0.9670,71.8087,10.6631
53,mother,3,55.6246,29.5712,0.8083,61.4032,25.7862
53,father,3,81.1998,42.5064,0.9636,70.3657,10.2469
53,mother,4,53.8627,29.6075,0.8137,60.3476,26.5338
53,father,4,81.2209,42.7221,0.9487,70.5908,10.8365
53,mother,5,50.1340,29.4632,0.7805,60.4041,28.4410
53,father,5,81.5502,41.9915,0.9683,69.4914,12.0828
53,mother,6,51.0490,28.7016,0.7736,60.1671,29.7827
53,father,6,83.1984,42.5352,0.9615,69.1958,12.2835
53,mother,7,51.5299,28.2971,0.7814,60.4347,30.5021
53,father,7,84.1456,41.7633,0.9591,68.6542,13.1146
53,mother,8,50.2971,28.0870,0.7663,59.7003,28.9612
53,father,8,84.2872,42.9431,0.9729,70.4496,11.9934
54,mother,-4,73.0090,35.2616,0.9451,67.1960,15.2296
54,father,-4,84.5921,42.4714,0.9697,69.9475,8.5259
54,mother,-3,74.0023,35.1499,0.9399,67.7308,10.8928
54,father,-3,84.5592,41.7796,0.9762,69.3451,8.3397
54,mother,-2,70.4986,35.4784,0.9364,68.5212,11.5053
54,father,-2,84.7640,41.5611,0.9618,69.3681,9.1039
54,mother,-1,71.3884,35.7605,0.9418,69.6674,10.4641
54,father,-1,83.5773,40.4932,0.9750,69.5199,8.6446
54,mother,0,67.9250,31.9452,0.9336,68.1328,10.9722
54,father,0,86.2232,41.6889,0.9742,69.1332,8.8730
54,mother,1,65.3059,31.7907,0.8930,65.3952,21.6137
54,father,1,84.7429,41.9883,0.9649,72.0113,8.4169
54,mother,2,59.8795,32.0291,0.8260,64.8869,23.1441
54,father,2,83.2526,41.1239,0.9798,68.9555,10.3835
54,mother,3,55.0350,28.7764,0.8199,62.3215,25.3021
54,father,3,83.5157,41.5901,0.9399,71.1057,10.7238
54,mother,4,53.2149,29.2164,0.7986,61.9517,24.2922
54,father,4,85.1314,42.5977,0.9714,68.5820,11.6987
54,mother,5,52.0463,29.1819,0.7914,61.5145,29.2968
54,father,5,85.4110,41.3205,0.9510,71.4111,11.6106
54,mother,6,51.9095,29.3702,0.7981,61.0565,28.3528
54,father,6,86.1257,42.4251,0.9616,71.0147,12.5088
54,mother,7,53.5662,28.3445,0.8088,61.6235,27.4828
54,father,7,86.3592,42.1262,0.9634,69.5990,11.9729
54,mother,8,51.0512,27.7433,0.7681,59.5531,29.3394
54,father,8,85.2801,42.1037,0.9606,69.7727,13.2801
55,mother,-4,73.9802,36.8486,0.9299,68.9756,11.7673
55,father,-4,82.7106,42.8630,0.9657,69.2408,7.7982
55,mother,-3,73.2699,37.1681,0.9499,68.0442,12.4845
55,father,-3,82.9838,42.7199,0.9741,69.2647,7.9973
55,mother,-2,75.6321,36.9734,0.9427,65.6251,11.7318
55,father,-2,81.6366,42.7624,0.9789,69.2905,8.4820
55,mother,-1,74.8448,35.3682,0.9506,69.3585,11.9615
55,father,-1,81.6720,42.3572,0.9711,71.0063,7.9475
55,mother,0,70.8857,33.0945,0.9223,67.5769,12.6503
55,father,0,83.8936,42.9518,0.9619,71.2292,8.6364
55,mother,1,70.5137,33.2723,0.8784,66.3334,18.6473
55,father,1,83.5515,42.4439,0.9696,70.0286,10.0653
55,mother,2,61.6237,33.0869,0.8334,65.5721,23.7810
55,father,2,83.2807,43.7767,0.9781,71.2247,11.6645
55,mother,3,59.3022,30.9843,0.8066,61.9326,27.5975
55,father,3,83.2033,43.3965,0.9659,70.3726,9.5677
55,mother,4,53.8980,31.2786,0.8135,61.2328,26.3577
55,father,4,82.5321,43.2841,0.9676,71.6045,9.7428
55,mother,5,55.9818,29.1776,0.7988,62.0031,29.6366
55,father,5,85.9542,42.7952,0.9577,69.8420,11.5809
55,mother,6,55.1213,29.2588,0.7738,63.1537,29.1321
55,father,6,83.1245,43.2603,0.9605,70.3795,11.7897
55,mother,7,54.1090,29.3577,0.7743,61.0806,30.3968
55,father,7,83.3010,43.1602,0.9607,70.3016,12.3345
55,mother,8,53.1957,29.1452,0.7817,61.8059,30.9092
55,father,8,83.6094,42.7227,0.9636,71.1879,13.0958
56,mother,-4,72.9107,35.5053,0.9438,67.6155,14.3155
56,father,-4,80.0705,40.6045,0.9629,69.8442,9.3971
56,mother,-3,72.2537,34.4051,0.9434,67.7186,12.4896
56,father,-3,78.2184,41.2365,0.9588,71.4506,8.3377
56,mother,-2,70.7401,34.8360,0.9304,69.0024,12.1723
56,father,-2,76.0383,41.1764,0.9658,71.7504,8.5561
56,mother,-1,74.9256,34.7669,0.9350,65.9941,13.3931
56,father,-1,78.4793,40.8608,0.9729,70.4426,8.0788
56,mother,0,67.7201,32.2909,0.9356,67.3246,11.6977
56,father,0,78.9475,40.6813,0.9715,67.7485,9.6013
56,mother,1,64.2401,33.1185,0.8603,65.1161,19.8120
56,father,1,78.3229,40.6364,0.9729,71.4611,9.0596
56,mother,2,56.8535,30.7196,0.8380,64.8782,24.5510
56,father,2,79.9856,40.7792,0.9694,71.8091,10.5442
56,mother,3,56.7833,29.2586,0.8336,63.7630,24.6469
56,father,3,79.1874,40.7774,0.9501,72.5646,8.5389
56,mother,4,54.6333,29.6502,0.7986,60.0446,26.3319
56,father,4,79.7545,41.0363,0.9465,69.7602,10.6877
56,mother,5,52.7541,28.2362,0.8002,60.7920,27.4883
56,father,5,78.9567,41.5167,0.9608,69.8258,13.1287
56,mother,6,52.7415,27.8589,0.7943,61.1696,29.8645
56,father,6,77.1615,41.3784,0.9592,71.4950,13.8980
56,mother,7,53.4066,27.7235,0.8010,60.4211,29.1560
56,father,7,78.6024,41.5511,0.9655,71.6333,12.0903
56,mother,8,52.5863,28.5206,0.7852,60.0978,31.1177
56,father,8,79.4011,40.8185,0.9617,69.6237,11.7085
57,mother,-4,72.4168,36.6405,0.9319,67.7837,14.0741
57,father,-4,78.4623,41.9720,0.9668,70.5602,7.5296
57,mother,-3,71.0620,35.2716,0.9434,67.2879,11.5060
57,father,-3,79.6176,42.2342,0.9758,69.3647,8.0965
57,mother,-2,69.7111,35.0310,0.9477,67.2672,11.4612
57,father,-2,78.7057,42.0075,0.9654,70.8660,6.0975
57,mother,-1,70.1984,34.6895,0.9261,69.9604,10.7494
57,father,-1,78.3061,41.1646,0.9679,71.5034,8.1811
57,mother,0,66.5758,32.2819,0.9500,67.6059,10.8814
57,father,0,78.7802,41.2841,0.9789,67.0664,7.8866
57,mother,1,59.4486,32.8904,0.8615,65.0649,17.7967
57,father,1,78.3941,41.6945,0.9550,70.0621,9.2292
57,mother,2,57.1015,30.5205,0.8307,64.2571,24.7488
57,father,2,79.9219,41.5484,0.9527,70.0939,10.5082
