worker_id,year,local_knowledge,schedule_letter,letter_active,exposure_count,hourly_wage,true_net_return,perceived_net_return,knowledge_gap,annual_hours,annual_earnings
worker-084,2,1,1,1,3,18.85,0.58,0.53,0.05,1294.0,24391.9
worker-084,3,1,1,1,4,18.85,0.58,0.565,0.015,1298.6,24478.61
worker-084,4,1,1,1,5,18.85,0.58,0.57,0.01,1292.4,24361.74
worker-085,1,1,0,0,1,19.3,0.615,0.48,0.135,1316.0,25398.8
worker-085,2,1,0,0,2,19.3,0.615,0.515,0.1,1320.6,25487.58
worker-085,3,1,0,0,3,19.3,0.615,0.55,0.065,1325.2,25576.36
worker-085,4,1,0,0,4,19.3,0.615,0.585,0.03,1329.8,25665.14
worker-086,1,0,0,0,0,19.75,0.65,0.48,0.17,1348.0,26623.0
worker-086,2,0,0,0,1,19.75,0.65,0.515,0.135,1352.6,26713.85
worker-086,3,0,0,0,2,19.75,0.65,0.55,0.1,1357.2,26804.7
worker-086,4,0,0,0,3,19.75,0.65,0.585,0.065,1361.8,26895.55
worker-087,1,0,0,0,0,20.2,0.685,0.515,0.17,1362.6,27524.52
worker-087,2,0,0,0,1,20.2,0.685,0.55,0.135,1367.2,27617.44
worker-087,3,0,0,0,2,20.2,0.685,0.585,0.1,1371.8,27710.36
worker-087,4,0,0,0,3,20.2,0.685,0.62,0.065,1376.4,27803.28
worker-088,1,0,1,0,0,20.65,0.72,0.55,0.17,1231.2,25424.28
worker-088,2,0,1,1,2,20.65,0.72,0.635,0.085,1253.8,25890.97
worker-088,3,0,1,1,3,20.65,0.72,0.67,0.05,1258.4,25985.96
worker-088,4,0,1,1,4,20.65,0.72,0.705,0.015,1263.0,26080.95
worker-089,1,0,0,0,0,21.1,0.755,0.585,0.17,1275.8,26919.38
worker-089,2,0,0,0,1,21.1,0.755,0.62,0.135,1280.4,27016.44
worker-089,3,0,0,0,2,21.1,0.755,0.655,0.1,1285.0,27113.5
worker-089,4,0,0,0,3,21.1,0.755,0.69,0.065,1289.6,27210.56
worker-090,1,1,0,0,1,17.5,0.79,0.655,0.135,1303.0,22802.5
worker-090,2,1,0,0,2,17.5,0.79,0.69,0.1,1307.6,22883.0
worker-090,3,1,0,0,3,17.5,0.79,0.725,0.065,1312.2,22963.5
worker-090,4,1,0,0,4,17.5,0.79,0.76,0.03,1316.8,23044.0
worker-091,1,1,0,0,1,17.95,0.58,0.445,0.135,1259.4,22606.23
worker-091,2,1,0,0,2,17.95,0.58,0.48,0.1,1264.0,22688.8
worker-091,3,1,0,0,3,17.95,0.58,0.515,0.065,1268.6,22771.37
worker-091,4,1,0,0,4,17.95,0.58,0.55,0.03,1273.2,22853.94
worker-092,1,0,1,0,0,18.4,0.615,0.445,0.17,1291.4,23761.76
worker-092,2,0,1,1,2,18.4,0.615,0.53,0.085,1314.0,24177.6
worker-092,3,0,1,1,3,18.4,0.615,0.565,0.05,1318.6,24262.24
worker-092,4,0,1,1,4,18.4,0.615,0.6,0.015,1323.2,24346.88
worker-093,1,0,0,0,0,18.85,0.65,0.48,0.17,1306.0,24618.1
worker-093,2,0,0,0,1,18.85,0.65,0.515,0.135,1310.6,24704.81
worker-093,3,0,0,0,2,18.85,0.65,0.55,0.1,1315.2,24791.52
worker-093,4,0,0,0,3,18.85,0.65,0.585,0.065,1319.8,24878.23
worker-094,1,0,0,0,0,19.3,0.685,0.515,0.17,1350.6,26066.58
worker-094,2,0,0,0,1,19.3,0.685,0.55,0.135,1355.2,26155.36
worker-094,3,0,0,0,2,19.3,0.685,0.585,0.1,1359.8,26244.14
worker-094,4,0,0,0,3,19.3,0.685,0.62,0.065,1364.4,26332.92
worker-095,1,0,0,0,0,19.75,0.72,0.55,0.17,1395.2,27555.2
worker-095,2,0,0,0,1,19.75,0.72,0.585,0.135,1399.8,27646.05
worker-095,3,0,0,0,2,19.75,0.72,0.62,0.1,1404.4,27736.9
worker-095,4,0,0,0,3,19.75,0.72,0.655,0.065,1409.0,27827.75
worker-096,1,1,1,0,1,20.2,0.755,0.62,0.135,1246.4,25177.28
worker-096,2,1,1,1,3,20.2,0.755,0.705,0.05,1269.0,25633.8
worker-096,3,1,1,1,4,20.2,0.755,0.74,0.015,1273.6,25726.72
worker-096,4,1,1,1,5,20.2,0.755,0.745,0.01,1267.4,25601.48
worker-097,1,1,0,0,1,20.65,0.79,0.655,0.135,1291.0,26659.15
worker-097,2,1,0,0,2,20.65,0.79,0.69,0.1,1295.6,26754.14
worker-097,3,1,0,0,3,20.65,0.79,0.725,0.065,1300.2,26849.13
worker-097,4,1,0,0,4,20.65,0.79,0.76,0.03,1304.8,26944.12
worker-098,1,0,0,0,0,21.1,0.58,0.41,0.17,1234.8,26054.28
worker-098,2,0,0,0,1,21.1,0.58,0.445,0.135,1239.4,26151.34
worker-098,3,0,0,0,2,21.1,0.58,0.48,0.1,1244.0,26248.4
worker-098,4,0,0,0,3,21.1,0.58,0.515,0.065,1248.6,26345.46
worker-099,1,0,0,0,0,17.5,0.615,0.445,0.17,1249.4,21864.5
worker-099,2,0,0,0,1,17.5,0.615,0.48,0.135,1254.0,21945.0
worker-099,3,0,0,0,2,17.5,0.615,0.515,0.1,1258.6,22025.5
worker-099,4,0,0,0,3,17.5,0.615,0.55,0.065,1263.2,22106.0
worker-100,1,0,1,0,0,17.95,0.65,0.48,0.17,1294.0,23227.3
worker-100,2,0,1,1,2,17.95,0.65,0.565,0.085,1316.6,23632.97
worker-100,3,0,1,1,3,17.95,0.65,0.6,0.05,1321.2,23715.54
worker-100,4,0,1,1,4,17.95,0.65,0.635,0.015,1325.8,23798.11
worker-101,1,0,0,0,0,18.4,0.685,0.515,0.17,1338.6,24630.24
worker-101,2,0,0,0,1,18.4,0.685,0.55,0.135,1343.2,24714.88
worker-101,3,0,0,0,2,18.4,0.685,0.585,0.1,1347.8,24799.52
worker-101,4,0,0,0,3,18.4,0.685,0.62,0.065,1352.4,24884.16
worker-102,1,1,0,0,1,18.85,0.72,0.585,0.135,1365.8,25745.33
worker-102,2,1,0,0,2,18.85,0.72,0.62,0.1,1370.4,25832.04
worker-102,3,1,0,0,3,18.85,0.72,0.655,0.065,1375.0,25918.75
worker-102,4,1,0,0,4,18.85,0.72,0.69,0.03,1379.6,26005.46
worker-103,1,1,0,0,1,19.3,0.755,0.62,0.135,1410.4,27220.72
worker-103,2,1,0,0,2,19.3,0.755,0.655,0.1,1415.0,27309.5
worker-103,3,1,0,0,3,19.3,0.755,0.69,0.065,1419.6,27398.28
worker-103,4,1,0,0,4,19.3,0.755,0.725,0.03,1424.2,27487.06
worker-104,1,0,1,0,0,19.75,0.79,0.62,0.17,1266.4,25011.4
worker-104,2,0,1,1,2,19.75,0.79,0.705,0.085,1289.0,25457.75
worker-104,3,0,1,1,3,19.75,0.79,0.74,0.05,1293.6,25548.6
worker-104,4,0,1,1,4,19.75,0.79,0.775,0.015,1298.2,25639.45
worker-105,1,0,0,0,0,20.2,0.58,0.41,0.17,1192.8,24094.56
worker-105,2,0,0,0,1,20.2,0.58,0.445,0.135,1197.4,24187.48
worker-105,3,0,0,0,2,20.2,0.58,0.48,0.1,1202.0,24280.4
worker-105,4,0,0,0,3,20.2,0.58,0.515,0.065,1206.6,24373.32
worker-106,1,0,0,0,0,20.65,0.615,0.445,0.17,1237.4,25552.31
worker-106,2,0,0,0,1,20.65,0.615,0.48,0.135,1242.0,25647.3
worker-106,3,0,0,0,2,20.65,0.615,0.515,0.1,1246.6,25742.29
worker-106,4,0,0,0,3,20.65,0.615,0.55,0.065,1251.2,25837.28
worker-107,1,0,0,0,0,21.1,0.65,0.48,0.17,1282.0,27050.2
worker-107,2,0,0,0,1,21.1,0.65,0.515,0.135,1286.6,27147.26
worker-107,3,0,0,0,2,21.1,0.65,0.55,0.1,1291.2,27244.32
worker-107,4,0,0,0,3,21.1,0.65,0.585,0.065,1295.8,27341.38
worker-108,1,1,1,0,1,17.5,0.685,0.55,0.135,1309.2,22911.0
worker-108,2,1,1,1,3,17.5,0.685,0.635,0.05,1331.8,23306.5
worker-108,3,1,1,1,4,17.5,0.685,0.67,0.015,1336.4,23387.0
worker-108,4,1,1,1,5,17.5,0.685,0.675,0.01,1330.2,23278.5
worker-109,1,1,0,0,1,17.95,0.72,0.585,0.135,1353.8,24300.71
worker-109,2,1,0,0,2,17.95,0.72,0.62,0.1,1358.4,24383.28
worker-109,3,1,0,0,3,17.95,0.72,0.655,0.065,1363.0,24465.85
worker-109,4,1,0,0,4,17.95,0.72,0.69,0.03,1367.6,24548.42
worker-110,1,0,0,0,0,18.4,0.755,0.585,0.17,1385.8,25498.72
worker-110,2,0,0,0,1,18.4,0.755,0.62,0.135,1390.4,25583.36
worker-110,3,0,0,0,2,18.4,0.755,0.655,0.1,1395.0,25668.0
worker-110,4,0,0,0,3,18.4,0.755,0.69,0.065,1399.6,25752.64
worker-111,1,0,0,0,0,18.85,0.79,0.62,0.17,1400.4,26397.54
worker-111,2,0,0,0,1,18.85,0.79,0.655,0.135,1405.0,26484.25
worker-111,3,0,0,0,2,18.85,0.79,0.69,0.1,1409.6,26570.96
worker-111,4,0,0,0,3,18.85,0.79,0.725,0.065,1414.2,26657.67
worker-112,1,0,1,0,0,19.3,0.58,0.41,0.17,1180.8,22789.44
worker-112,2,0,1,1,2,19.3,0.58,0.495,0.085,1203.4,23225.62
worker-112,3,0,1,1,3,19.3,0.58,0.53,0.05,1208.0,23314.4
worker-112,4,0,1,1,4,19.3,0.58,0.565,0.015,1212.6,23403.18
worker-113,1,0,0,0,0,19.75,0.615,0.445,0.17,1225.4,24201.65
worker-113,2,0,0,0,1,19.75,0.615,0.48,0.135,1230.0,24292.5
worker-113,3,0,0,0,2,19.75,0.615,0.515,0.1,1234.6,24383.35
worker-113,4,0,0,0,3,19.75,0.615,0.55,0.065,1239.2,24474.2
worker-114,1,1,0,0,1,20.2,0.65,0.515,0.135,1252.6,25302.52
worker-114,2,1,0,0,2,20.2,0.65,0.55,0.1,1257.2,25395.44
worker-114,3,1,0,0,3,20.2,0.65,0.585,0.065,1261.8,25488.36
worker-114,4,1,0,0,4,20.2,0.65,0.62,0.03,1266.4,25581.28
worker-115,1,1,0,0,1,20.65,0.685,0.55,0.135,1297.2,26787.18
worker-115,2,1,0,0,2,20.65,0.685,0.585,0.1,1301.8,26882.17
worker-115,3,1,0,0,3,20.65,0.685,0.62,0.065,1306.4,26977.16
worker-115,4,1,0,0,4,20.65,0.685,0.655,0.03,1311.0,27072.15
worker-116,1,0,1,0,0,21.1,0.72,0.55,0.17,1329.2,28046.12
worker-116,2,0,1,1,2,21.1,0.72,0.635,0.085,1351.8,28522.98
worker-116,3,0,1,1,3,21.1,0.72,0.67,0.05,1356.4,28620.04
worker-116,4,0,1,1,4,21.1,0.72,0.705,0.015,1361.0,28717.1
worker-117,1,0,0,0,0,17.5,0.755,0.585,0.17,1343.8,23516.5
worker-117,2,0,0,0,1,17.5,0.755,0.62,0.135,1348.4,23597.0
worker-117,3,0,0,0,2,17.5,0.755,0.655,0.1,1353.0,23677.5
worker-117,4,0,0,0,3,17.5,0.755,0.69,0.065,1357.6,23758.0
worker-118,1,0,0,0,0,17.95,0.79,0.62,0.17,1388.4,24921.78
worker-118,2,0,0,0,1,17.95,0.79,0.655,0.135,1393.0,25004.35
worker-118,3,0,0,0,2,17.95,0.79,0.69,0.1,1397.6,25086.92
worker-118,4,0,0,0,3,17.95,0.79,0.725,0.065,1402.2,25169.49
worker-119,1,0,0,0,0,18.4,0.58,0.41,0.17,1344.8,24744.32
worker-119,2,0,0,0,1,18.4,0.58,0.445,0.135,1349.4,24828.96
worker-119,3,0,0,0,2,18.4,0.58,0.48,0.1,1354.0,24913.6
worker-119,4,0,0,0,3,18.4,0.58,0.515,0.065,1358.6,24998.24
worker-120,1,1,1,0,1,18.85,0.615,0.48,0.135,1196.0,22544.6
worker-120,2,1,1,1,3,18.85,0.615,0.565,0.05,1218.6,22970.61
worker-120,3,1,1,1,4,18.85,0.615,0.6,0.015,1223.2,23057.32
worker-120,4,1,1,1,5,18.85,0.615,0.605,0.01,1217.0,22940.45
worker-121,1,1,0,0,1,19.3,0.65,0.515,0.135,1240.6,23943.58
worker-121,2,1,0,0,2,19.3,0.65,0.55,0.1,1245.2,24032.36
worker-121,3,1,0,0,3,19.3,0.65,0.585,0.065,1249.8,24121.14
worker-121,4,1,0,0,4,19.3,0.65,0.62,0.03,1254.4,24209.92
worker-122,1,0,0,0,0,19.75,0.685,0.515,0.17,1272.6,25133.85
worker-122,2,0,0,0,1,19.75,0.685,0.55,0.135,1277.2,25224.7
worker-122,3,0,0,0,2,19.75,0.685,0.585,0.1,1281.8,25315.55
worker-122,4,0,0,0,3,19.75,0.685,0.62,0.065,1286.4,25406.4
worker-123,1,0,0,0,0,20.2,0.72,0.55,0.17,1287.2,26001.44
worker-123,2,0,0,0,1,20.2,0.72,0.585,0.135,1291.8,26094.36
worker-123,3,0,0,0,2,20.2,0.72,0.62,0.1,1296.4,26187.28
worker-123,4,0,0,0,3,20.2,0.72,0.655,0.065,1301.0,26280.2
worker-124,1,0,1,0,0,20.65,0.755,0.585,0.17,1331.8,27501.67
worker-124,2,0,1,1,2,20.65,0.755,0.67,0.085,1354.4,27968.36
worker-124,3,0,1,1,3,20.65,0.755,0.705,0.05,1359.0,28063.35
worker-124,4,0,1,1,4,20.65,0.755,0.74,0.015,1363.6,28158.34
worker-125,1,0,0,0,0,21.1,0.79,0.62,0.17,1376.4,29042.04
worker-125,2,0,0,0,1,21.1,0.79,0.655,0.135,1381.0,29139.1
worker-125,3,0,0,0,2,21.1,0.79,0.69,0.1,1385.6,29236.16
worker-125,4,0,0,0,3,21.1,0.79,0.725,0.065,1390.2,29333.22
worker-126,1,1,0,0,1,17.5,0.58,0.445,0.135,1315.4,23019.5
worker-126,2,1,0,0,2,17.5,0.58,0.48,0.1,1320.0,23100.0
worker-126,3,1,0,0,3,17.5,0.58,0.515,0.065,1324.6,23180.5
worker-126,4,1,0,0,4,17.5,0.58,0.55,0.03,1329.2,23261.0
worker-127,1,1,0,0,1,17.95,0.615,0.48,0.135,1360.0,24412.0
worker-127,2,1,0,0,2,17.95,0.615,0.515,0.1,1364.6,24494.57
worker-127,3,1,0,0,3,17.95,0.615,0.55,0.065,1369.2,24577.14
worker-127,4,1,0,0,4,17.95,0.615,0.585,0.03,1373.8,24659.71
worker-128,1,0,1,0,0,18.4,0.65,0.48,0.17,1216.0,22374.4
worker-128,2,0,1,1,2,18.4,0.65,0.565,0.085,1238.6,22790.24
worker-128,3,0,1,1,3,18.4,0.65,0.6,0.05,1243.2,22874.88
worker-128,4,0,1,1,4,18.4,0.65,0.635,0.015,1247.8,22959.52
worker-129,1,0,0,0,0,18.85,0.685,0.515,0.17,1230.6,23196.81
worker-129,2,0,0,0,1,18.85,0.685,0.55,0.135,1235.2,23283.52
worker-129,3,0,0,0,2,18.85,0.685,0.585,0.1,1239.8,23370.23
worker-129,4,0,0,0,3,18.85,0.685,0.62,0.065,1244.4,23456.94
worker-130,1,0,0,0,0,19.3,0.72,0.55,0.17,1275.2,24611.36
worker-130,2,0,0,0,1,19.3,0.72,0.585,0.135,1279.8,24700.14
worker-130,3,0,0,0,2,19.3,0.72,0.62,0.1,1284.4,24788.92
worker-130,4,0,0,0,3,19.3,0.72,0.655,0.065,1289.0,24877.7
worker-131,1,0,0,0,0,19.75,0.755,0.585,0.17,1319.8,26066.05
worker-131,2,0,0,0,1,19.75,0.755,0.62,0.135,1324.4,26156.9
worker-131,3,0,0,0,2,19.75,0.755,0.655,0.1,1329.0,26247.75
worker-131,4,0,0,0,3,19.75,0.755,0.69,0.065,1333.6,26338.6
worker-132,1,1,1,0,1,20.2,0.79,0.655,0.135,1347.0,27209.4
worker-132,2,1,1,1,3,20.2,0.79,0.74,0.05,1369.6,27665.92
worker-132,3,1,1,1,4,20.2,0.79,0.775,0.015,1374.2,27758.84
worker-132,4,1,1,1,5,20.2,0.79,0.78,0.01,1368.0,27633.6
worker-133,1,1,0,0,1,20.65,0.58,0.445,0.135,1303.4,26915.21
worker-133,2,1,0,0,2,20.65,0.58,0.48,0.1,1308.0,27010.2
worker-133,3,1,0,0,3,20.65,0.58,0.515,0.065,1312.6,27105.19
worker-133,4,1,0,0,4,20.65,0.58,0.55,0.03,1317.2,27200.18
worker-134,1,0,0,0,0,21.1,0.615,0.445,0.17,1335.4,28176.94
worker-134,2,0,0,0,1,21.1,0.615,0.48,0.135,1340.0,28274.0
worker-134,3,0,0,0,2,21.1,0.615,0.515,0.1,1344.6,28371.06
worker-134,4,0,0,0,3,21.1,0.615,0.55,0.065,1349.2,28468.12
worker-135,1,0,0,0,0,17.5,0.65,0.48,0.17,1350.0,23625.0
worker-135,2,0,0,0,1,17.5,0.65,0.515,0.135,1354.6,23705.5
worker-135,3,0,0,0,2,17.5,0.65,0.55,0.1,1359.2,23786.0
worker-135,4,0,0,0,3,17.5,0.65,0.585,0.065,1363.8,23866.5
worker-136,1,0,1,0,0,17.95,0.685,0.515,0.17,1218.6,21873.87
worker-136,2,0,1,1,2,17.95,0.685,0.6,0.085,1241.2,22279.54
worker-136,3,0,1,1,3,17.95,0.685,0.635,0.05,1245.8,22362.11
worker-136,4,0,1,1,4,17.95,0.685,0.67,0.015,1250.4,22444.68
worker-137,1,0,0,0,0,18.4,0.72,0.55,0.17,1263.2,23242.88
worker-137,2,0,0,0,1,18.4,0.72,0.585,0.135,1267.8,23327.52
worker-137,3,0,0,0,2,18.4,0.72,0.62,0.1,1272.4,23412.16
worker-137,4,0,0,0,3,18.4,0.72,0.655,0.065,1277.0,23496.8
worker-138,1,1,0,0,1,18.85,0.755,0.62,0.135,1290.4,24324.04
worker-138,2,1,0,0,2,18.85,0.755,0.655,0.1,1295.0,24410.75
worker-138,3,1,0,0,3,18.85,0.755,0.69,0.065,1299.6,24497.46
worker-138,4,1,0,0,4,18.85,0.755,0.725,0.03,1304.2,24584.17
worker-139,1,1,0,0,1,19.3,0.79,0.655,0.135,1335.0,25765.5
worker-139,2,1,0,0,2,19.3,0.79,0.69,0.1,1339.6,25854.28
worker-139,3,1,0,0,3,19.3,0.79,0.725,0.065,1344.2,25943.06
worker-139,4,1,0,0,4,19.3,0.79,0.76,0.03,1348.8,26031.84
worker-140,1,0,1,0,0,19.75,0.58,0.41,0.17,1278.8,25256.3
worker-140,2,0,1,1,2,19.75,0.58,0.495,0.085,1301.4,25702.65
worker-140,3,0,1,1,3,19.75,0.58,0.53,0.05,1306.0,25793.5
worker-140,4,0,1,1,4,19.75,0.58,0.565,0.015,1310.6,25884.35
worker-141,1,0,0,0,0,20.2,0.615,0.445,0.17,1293.4,26126.68
worker-141,2,0,0,0,1,20.2,0.615,0.48,0.135,1298.0,26219.6
worker-141,3,0,0,0,2,20.2,0.615,0.515,0.1,1302.6,26312.52
worker-141,4,0,0,0,3,20.2,0.615,0.55,0.065,1307.2,26405.44
worker-142,1,0,0,0,0,20.65,0.65,0.48,0.17,1338.0,27629.7
worker-142,2,0,0,0,1,20.65,0.65,0.515,0.135,1342.6,27724.69
worker-142,3,0,0,0,2,20.65,0.65,0.55,0.1,1347.2,27819.68
worker-142,4,0,0,0,3,20.65,0.65,0.585,0.065,1351.8,27914.67
worker-143,1,0,0,0,0,21.1,0.685,0.515,0.17,1382.6,29172.86
worker-143,2,0,0,0,1,21.1,0.685,0.55,0.135,1387.2,29269.92
worker-143,3,0,0,0,2,21.1,0.685,0.585,0.1,1391.8,29366.98
worker-143,4,0,0,0,3,21.1,0.685,0.62,0.065,1396.4,29464.04
worker-144,1,1,1,0,1,17.5,0.72,0.585,0.135,1233.8,21591.5
worker-144,2,1,1,1,3,17.5,0.72,0.67,0.05,1256.4,21987.0
worker-144,3,1,1,1,4,17.5,0.72,0.705,0.015,1261.0,22067.5
worker-144,4,1,1,1,5,17.5,0.72,0.71,0.01,1254.8,21959.0
worker-145,1,1,0,0,1,17.95,0.755,0.62,0.135,1278.4,22947.28
worker-145,2,1,0,0,2,17.95,0.755,0.655,0.1,1283.0,23029.85
worker-145,3,1,0,0,3,17.95,0.755,0.69,0.065,1287.6,23112.42
worker-145,4,1,0,0,4,17.95,0.755,0.725,0.03,1292.2,23194.99
worker-146,1,0,0,0,0,18.4,0.79,0.62,0.17,1310.4,24111.36
worker-146,2,0,0,0,1,18.4,0.79,0.655,0.135,1315.0,24196.0
worker-146,3,0,0,0,2,18.4,0.79,0.69,0.1,1319.6,24280.64
worker-146,4,0,0,0,3,18.4,0.79,0.725,0.065,1324.2,24365.28
worker-147,1,0,0,0,0,18.85,0.58,0.41,0.17,1236.8,23313.68
worker-147,2,0,0,0,1,18.85,0.58,0.445,0.135,1241.4,23400.39
worker-147,3,0,0,0,2,18.85,0.58,0.48,0.1,1246.0,23487.1
worker-147,4,0,0,0,3,18.85,0.58,0.515,0.065,1250.6,23573.81
worker-148,1,0,1,0,0,19.3,0.615,0.445,0.17,1281.4,24731.02
worker-148,2,0,1,1,2,19.3,0.615,0.53,0.085,1304.0,25167.2
worker-148,3,0,1,1,3,19.3,0.615,0.565,0.05,1308.6,25255.98
worker-148,4,0,1,1,4,19.3,0.615,0.6,0.015,1313.2,25344.76
worker-149,1,0,0,0,0,19.75,0.65,0.48,0.17,1326.0,26188.5
worker-149,2,0,0,0,1,19.75,0.65,0.515,0.135,1330.6,26279.35
worker-149,3,0,0,0,2,19.75,0.65,0.55,0.1,1335.2,26370.2
worker-149,4,0,0,0,3,19.75,0.65,0.585,0.065,1339.8,26461.05
worker-150,1,1,0,0,1,20.2,0.685,0.55,0.135,1353.2,27334.64
worker-150,2,1,0,0,2,20.2,0.685,0.585,0.1,1357.8,27427.56
worker-150,3,1,0,0,3,20.2,0.685,0.62,0.065,1362.4,27520.48
worker-150,4,1,0,0,4,20.2,0.685,0.655,0.03,1367.0,27613.4
worker-151,1,1,0,0,1,20.65,0.72,0.585,0.135,1397.8,28864.57
worker-151,2,1,0,0,2,20.65,0.72,0.62,0.1,1402.4,28959.56
worker-151,3,1,0,0,3,20.65,0.72,0.655,0.065,1407.0,29054.55
worker-151,4,1,0,0,4,20.65,0.72,0.69,0.03,1411.6,29149.54
worker-152,1,0,1,0,0,21.1,0.755,0.585,0.17,1253.8,26455.18
worker-152,2,0,1,1,2,21.1,0.755,0.67,0.085,1276.4,26932.04
worker-152,3,0,1,1,3,21.1,0.755,0.705,0.05,1281.0,27029.1
worker-152,4,0,1,1,4,21.1,0.755,0.74,0.015,1285.6,27126.16
worker-153,1,0,0,0,0,17.5,0.79,0.62,0.17,1268.4,22197.0
worker-153,2,0,0,0,1,17.5,0.79,0.655,0.135,1273.0,22277.5
worker-153,3,0,0,0,2,17.5,0.79,0.69,0.1,1277.6,22358.0
worker-153,4,0,0,0,3,17.5,0.79,0.725,0.065,1282.2,22438.5
worker-154,1,0,0,0,0,17.95,0.58,0.41,0.17,1224.8,21985.16
worker-154,2,0,0,0,1,17.95,0.58,0.445,0.135,1229.4,22067.73
worker-154,3,0,0,0,2,17.95,0.58,0.48,0.1,1234.0,22150.3
worker-154,4,0,0,0,3,17.95,0.58,0.515,0.065,1238.6,22232.87
worker-155,1,0,0,0,0,18.4,0.615,0.445,0.17,1269.4,23356.96
worker-155,2,0,0,0,1,18.4,0.615,0.48,0.135,1274.0,23441.6
worker-155,3,0,0,0,2,18.4,0.615,0.515,0.1,1278.6,23526.24
worker-155,4,0,0,0,3,18.4,0.615,0.55,0.065,1283.2,23610.88
worker-156,1,1,1,0,1,18.85,0.65,0.515,0.135,1296.6,24440.91
worker-156,2,1,1,1,3,18.85,0.65,0.6,0.05,1319.2,24866.92
worker-156,3,1,1,1,4,18.85,0.65,0.635,0.015,1323.8,24953.63
worker-156,4,1,1,1,5,18.85,0.65,0.64,0.01,1317.6,24836.76
worker-157,1,1,0,0,1,19.3,0.685,0.55,0.135,1341.2,25885.16
worker-157,2,1,0,0,2,19.3,0.685,0.585,0.1,1345.8,25973.94
worker-157,3,1,0,0,3,19.3,0.685,0.62,0.065,1350.4,26062.72
worker-157,4,1,0,0,4,19.3,0.685,0.655,0.03,1355.0,26151.5
worker-158,1,0,0,0,0,19.75,0.72,0.55,0.17,1373.2,27120.7
worker-158,2,0,0,0,1,19.75,0.72,0.585,0.135,1377.8,27211.55
worker-158,3,0,0,0,2,19.75,0.72,0.62,0.1,1382.4,27302.4
worker-158,4,0,0,0,3,19.75,0.72,0.655,0.065,1387.0,27393.25
worker-159,1,0,0,0,0,20.2,0.755,0.585,0.17,1387.8,28033.56
worker-159,2,0,0,0,1,20.2,0.755,0.62,0.135,1392.4,28126.48
worker-159,3,0,0,0,2,20.2,0.755,0.655,0.1,1397.0,28219.4
worker-159,4,0,0,0,3,20.2,0.755,0.69,0.065,1401.6,28312.32
worker-160,1,0,1,0,0,20.65,0.79,0.62,0.17,1256.4,25944.66
worker-160,2,0,1,1,2,20.65,0.79,0.705,0.085,1279.0,26411.35
worker-160,3,0,1,1,3,20.65,0.79,0.74,0.05,1283.6,26506.34
worker-160,4,0,1,1,4,20.65,0.79,0.775,0.015,1288.2,26601.33
worker-161,1,0,0,0,0,21.1,0.58,0.41,0.17,1212.8,25590.08
worker-161,2,0,0,0,1,21.1,0.58,0.445,0.135,1217.4,25687.14
worker-161,3,0,0,0,2,21.1,0.58,0.48,0.1,1222.0,25784.2
worker-161,4,0,0,0,3,21.1,0.58,0.515,0.065,1226.6,25881.26
worker-162,1,1,0,0,1,17.5,0.615,0.48,0.135,1240.0,21700.0
worker-162,2,1,0,0,2,17.5,0.615,0.515,0.1,1244.6,21780.5
worker-162,3,1,0,0,3,17.5,0.615,0.55,0.065,1249.2,21861.0
worker-162,4,1,0,0,4,17.5,0.615,0.585,0.03,1253.8,21941.5
worker-163,1,1,0,0,1,17.95,0.65,0.515,0.135,1284.6,23058.57
worker-163,2,1,0,0,2,17.95,0.65,0.55,0.1,1289.2,23141.14
worker-163,3,1,0,0,3,17.95,0.65,0.585,0.065,1293.8,23223.71
worker-163,4,1,0,0,4,17.95,0.65,0.62,0.03,1298.4,23306.28
worker-164,1,0,1,0,0,18.4,0.685,0.515,0.17,1316.6,24225.44
worker-164,2,0,1,1,2,18.4,0.685,0.6,0.085,1339.2,24641.28
worker-164,3,0,1,1,3,18.4,0.685,0.635,0.05,1343.8,24725.92
worker-164,4,0,1,1,4,18.4,0.685,0.67,0.015,1348.4,24810.56
worker-165,1,0,0,0,0,18.85,0.72,0.55,0.17,1331.2,25093.12
worker-165,2,0,0,0,1,18.85,0.72,0.585,0.135,1335.8,25179.83
worker-165,3,0,0,0,2,18.85,0.72,0.62,0.1,1340.4,25266.54
worker-165,4,0,0,0,3,18.85,0.72,0.655,0.065,1345.0,25353.25
worker-166,1,0,0,0,0,19.3,0.755,0.585,0.17,1375.8,26552.94
worker-166,2,0,0,0,1,19.3,0.755,0.62,0.135,1380.4,26641.72
worker-166,3,0,0,0,2,19.3,0.755,0.655,0.1,1385.0,26730.5
worker-166,4,0,0,0,3,19.3,0.755,0.69,0.065,1389.6,26819.28
worker-167,1,0,0,0,0,19.75,0.79,0.62,0.17,1420.4,28052.9
worker-167,2,0,0,0,1,19.75,0.79,0.655,0.135,1425.0,28143.75
worker-167,3,0,0,0,2,19.75,0.79,0.69,0.1,1429.6,28234.6
worker-167,4,0,0,0,3,19.75,0.79,0.725,0.065,1434.2,28325.45
worker-168,1,1,1,0,1,20.2,0.58,0.445,0.135,1183.4,23904.68
worker-168,2,1,1,1,3,20.2,0.58,0.53,0.05,1206.0,24361.2
worker-168,3,1,1,1,4,20.2,0.58,0.565,0.015,1210.6,24454.12
worker-168,4,1,1,1,5,20.2,0.58,0.57,0.01,1204.4,24328.88
