worker_id,firm_id,period,firm_size,reporting_required,female,manager,base_pay,bonus,total_pay,retained
577,25,-1,275,1,1,0,42852.74,603.93,43456.68,1
577,25,1,275,1,1,0,46191.11,936.59,47127.70,1
578,25,-1,275,1,0,0,46910.55,747.48,47658.03,1
578,25,1,275,1,0,0,47179.41,931.14,48110.55,0
579,25,-1,275,1,1,0,46281.26,323.98,46605.24,1
579,25,1,275,1,1,0,48363.13,1138.55,49501.68,1
580,25,-1,275,1,0,0,48831.43,840.21,49671.63,1
580,25,1,275,1,0,0,50587.20,822.35,51409.55,1
581,25,-1,275,1,1,0,48882.07,519.17,49401.24,1
581,25,1,275,1,1,0,51382.55,1029.60,52412.15,1
582,25,-1,275,1,0,0,52468.59,1100.79,53569.38,1
582,25,1,275,1,0,0,53003.03,954.87,53957.90,1
583,25,-1,275,1,1,0,51971.59,347.46,52319.05,1
583,25,1,275,1,1,0,53830.30,1047.73,54878.03,1
584,25,-1,275,1,0,0,43317.59,1171.38,44488.97,1
584,25,1,275,1,0,0,44616.08,859.48,45475.56,1
585,25,-1,275,1,1,1,49629.37,1809.77,51439.14,1
585,25,1,275,1,1,1,51365.41,2379.16,53744.57,1
586,25,-1,275,1,0,0,46115.63,1113.66,47229.29,1
586,25,1,275,1,0,0,46862.50,774.74,47637.24,1
587,25,-1,275,1,1,0,46262.70,411.49,46674.19,1
587,25,1,275,1,1,0,48677.33,994.85,49672.18,1
588,25,-1,275,1,0,0,49453.65,1121.45,50575.10,1
588,25,1,275,1,0,0,50108.57,910.01,51018.58,1
589,25,-1,275,1,1,0,48320.80,548.13,48868.93,1
589,25,1,275,1,1,0,51077.17,1009.29,52086.46,1
590,25,-1,275,1,0,0,51585.25,774.72,52359.97,1
590,25,1,275,1,0,0,52558.13,1013.95,53572.08,1
591,25,-1,275,1,1,0,51769.75,444.94,52214.69,1
591,25,1,275,1,1,0,54359.17,850.50,55209.68,1
592,25,-1,275,1,0,0,43419.21,886.34,44305.55,1
592,25,1,275,1,0,0,43818.83,1108.05,44926.87,1
593,25,-1,275,1,1,0,43825.37,491.03,44316.39,1
593,25,1,275,1,1,0,45466.77,847.39,46314.16,1
594,25,-1,275,1,0,1,54669.75,3178.88,57848.64,1
594,25,1,275,1,0,1,54913.47,2983.35,57896.81,1
595,25,-1,275,1,1,0,46474.92,220.52,46695.45,1
595,25,1,275,1,1,0,48172.81,1040.56,49213.37,1
596,25,-1,275,1,0,0,49051.89,889.68,49941.57,1
596,25,1,275,1,0,0,50436.57,934.50,51371.07,1
597,25,-1,275,1,1,0,48422.53,287.98,48710.51,1
597,25,1,275,1,1,0,50819.80,829.33,51649.13,1
598,25,-1,275,1,0,0,52521.39,817.24,53338.63,1
598,25,1,275,1,0,0,53065.44,1283.16,54348.60,1
599,25,-1,275,1,1,0,51701.30,618.49,52319.78,1
599,25,1,275,1,1,0,54455.41,1031.63,55487.04,1
600,25,-1,275,1,0,0,43034.57,1092.35,44126.92,1
600,25,1,275,1,0,0,44399.33,998.28,45397.61,1
601,26,-1,280,1,0,0,46213.20,845.01,47058.20,1
601,26,1,280,1,0,0,47453.33,1038.00,48491.33,1
602,26,-1,280,1,1,0,46364.88,483.00,46847.88,1
602,26,1,280,1,1,0,48676.43,997.61,49674.04,1
603,26,-1,280,1,0,0,50069.27,681.40,50750.67,1
603,26,1,280,1,0,0,51023.00,1059.67,52082.68,1
604,26,-1,280,1,1,0,48648.00,441.33,49089.33,1
604,26,1,280,1,1,0,51709.32,1111.91,52821.23,1
605,26,-1,280,1,0,0,52569.34,793.84,53363.18,1
605,26,1,280,1,0,0,53532.53,1126.36,54658.89,1
606,26,-1,280,1,1,0,52303.98,519.54,52823.51,1
606,26,1,280,1,1,0,54614.39,901.19,55515.58,1
607,26,-1,280,1,0,0,54846.58,1149.32,55995.90,1
607,26,1,280,1,0,0,56344.38,873.12,57217.50,1
608,26,-1,280,1,1,0,43402.21,491.10,43893.31,1
608,26,1,280,1,1,0,45970.77,1076.90,47047.67,1
609,26,-1,280,1,0,1,55233.71,3060.73,58294.44,1
609,26,1,280,1,0,1,55607.52,2964.57,58572.08,1
610,26,-1,280,1,1,0,46081.62,470.35,46551.97,1
610,26,1,280,1,1,0,48411.74,986.88,49398.62,1
611,26,-1,280,1,0,0,48895.49,669.58,49565.07,1
611,26,1,280,1,0,0,51019.42,913.94,51933.37,1
612,26,-1,280,1,1,0,49439.97,527.00,49966.97,1
612,26,1,280,1,1,0,51945.56,983.24,52928.80,1
613,26,-1,280,1,0,0,52056.82,925.90,52982.72,1
613,26,1,280,1,0,0,53824.95,997.08,54822.03,1
614,26,-1,280,1,1,0,51853.73,543.26,52396.99,1
614,26,1,280,1,1,0,53684.44,977.81,54662.25,1
615,26,-1,280,1,0,0,55694.26,1013.11,56707.37,1
615,26,1,280,1,0,0,56233.55,860.41,57093.96,1
616,26,-1,280,1,1,0,43462.32,459.79,43922.12,1
616,26,1,280,1,1,0,45975.04,1012.71,46987.76,1
617,26,-1,280,1,0,0,46418.24,1046.57,47464.81,1
617,26,1,280,1,0,0,47404.50,888.68,48293.18,1
618,26,-1,280,1,1,1,52381.40,2005.66,54387.06,1
618,26,1,280,1,1,1,54679.28,2456.42,57135.70,1
619,26,-1,280,1,0,0,50155.24,783.96,50939.20,1
619,26,1,280,1,0,0,50727.84,1170.31,51898.15,1
620,26,-1,280,1,1,0,49692.09,562.99,50255.08,1
620,26,1,280,1,1,0,52292.32,1005.83,53298.15,1
621,26,-1,280,1,0,0,51935.25,953.97,52889.22,1
621,26,1,280,1,0,0,53856.88,708.35,54565.22,1
622,26,-1,280,1,1,0,51915.81,471.90,52387.72,1
622,26,1,280,1,1,0,53747.59,1081.60,54829.19,1
623,26,-1,280,1,0,0,55105.52,1032.86,56138.38,1
623,26,1,280,1,0,0,56728.62,851.05,57579.67,1
624,26,-1,280,1,1,0,42591.74,493.74,43085.48,1
624,26,1,280,1,1,0,45533.07,1017.95,46551.02,1
625,27,-1,285,1,1,0,46532.07,578.95,47111.02,1
625,27,1,285,1,1,0,48686.40,894.98,49581.38,1
626,27,-1,285,1,0,0,49678.15,1106.73,50784.88,1
626,27,1,285,1,0,0,50694.71,1005.32,51700.03,1
627,27,-1,285,1,1,0,49396.19,326.98,49723.17,1
627,27,1,285,1,1,0,51775.94,1055.12,52831.06,1
628,27,-1,285,1,0,0,52659.40,1025.71,53685.11,1
628,27,1,285,1,0,0,53897.34,1007.21,54904.54,1
629,27,-1,285,1,1,0,52344.95,335.77,52680.72,1
629,27,1,285,1,1,0,55234.76,1017.45,56252.21,1
630,27,-1,285,1,0,0,55098.35,972.38,56070.74,1
630,27,1,285,1,0,0,56319.38,1038.44,57357.82,1
631,27,-1,285,1,1,0,54815.15,508.72,55323.87,1
631,27,1,285,1,1,0,57243.52,787.28,58030.80,1
632,27,-1,285,1,0,0,46688.00,688.10,47376.10,1
632,27,1,285,1,0,0,48353.49,839.70,49193.20,1
633,27,-1,285,1,1,1,52258.88,1796.83,54055.71,1
633,27,1,285,1,1,1,54842.52,2292.35,57134.87,1
634,27,-1,285,1,0,0,49589.30,997.20,50586.50,1
634,27,1,285,1,0,0,50590.97,1131.83,51722.80,1
635,27,-1,285,1,1,0,49547.10,481.33,50028.43,1
635,27,1,285,1,1,0,51391.39,998.34,52389.74,1
636,27,-1,285,1,0,0,52727.38,890.94,53618.31,1
636,27,1,285,1,0,0,53707.45,990.52,54697.97,1
637,27,-1,285,1,1,0,52530.45,530.78,53061.23,1
637,27,1,285,1,1,0,54592.96,989.11,55582.07,1
638,27,-1,285,1,0,0,55265.86,1024.51,56290.38,1
638,27,1,285,1,0,0,56508.31,1048.24,57556.55,1
639,27,-1,285,1,1,0,55374.29,301.37,55675.66,1
639,27,1,285,1,1,0,57244.66,958.17,58202.82,1
640,27,-1,285,1,0,0,46442.65,788.80,47231.46,1
640,27,1,285,1,0,0,47526.19,1034.36,48560.54,1
641,27,-1,285,1,1,0,46688.12,593.46,47281.58,1
641,27,1,285,1,1,0,48495.86,1290.04,49785.90,1
642,27,-1,285,1,0,1,58186.25,3012.16,61198.42,1
642,27,1,285,1,0,1,59659.25,3042.70,62701.95,1
643,27,-1,285,1,1,0,49746.65,574.32,50320.96,1
643,27,1,285,1,1,0,52118.22,1063.62,53181.84,1
644,27,-1,285,1,0,0,52404.70,883.68,53288.38,1
644,27,1,285,1,0,0,53409.00,915.63,54324.63,1
645,27,-1,285,1,1,0,52782.21,400.39,53182.60,1
645,27,1,285,1,1,0,55509.75,982.92,56492.68,0
646,27,-1,285,1,0,0,55816.43,715.15,56531.59,1
646,27,1,285,1,0,0,57058.73,987.52,58046.25,1
647,27,-1,285,1,1,0,55009.10,354.20,55363.29,1
647,27,1,285,1,1,0,57516.27,972.19,58488.46,1
648,27,-1,285,1,0,0,47068.08,881.06,47949.15,1
648,27,1,285,1,0,0,47938.32,851.80,48790.12,1
649,28,-1,290,1,0,0,38340.90,2182.69,40523.59,1
649,28,1,290,1,0,0,39228.32,2196.23,41424.55,1
650,28,-1,290,1,1,0,37236.04,2037.45,39273.48,1
650,28,1,290,1,1,0,40002.88,2238.42,42241.30,1
651,28,-1,290,1,0,0,40719.14,2124.91,42844.05,1
651,28,1,290,1,0,0,41997.14,2158.79,44155.93,1
652,28,-1,290,1,1,0,40931.57,1782.28,42713.86,1
652,28,1,290,1,1,0,43332.80,2096.83,45429.63,1
653,28,-1,290,1,0,0,43275.83,2291.16,45566.99,1
653,28,1,290,1,0,0,45478.84,2389.82,47868.66,1
654,28,-1,290,1,1,0,43916.74,1608.31,45525.05,1
654,28,1,290,1,1,0,45741.26,2404.55,48145.80,1
655,28,-1,290,1,0,0,46796.48,2335.21,49131.69,1
655,28,1,290,1,0,0,48237.90,2185.99,50423.89,1
656,28,-1,290,1,1,0,34600.44,1742.67,36343.11,1
656,28,1,290,1,1,0,37569.61,2140.34,39709.95,1
657,28,-1,290,1,0,1,46444.67,4442.23,50886.90,1
657,28,1,290,1,0,1,47564.25,4321.45,51885.70,1
658,28,-1,290,1,1,0,38450.22,1570.43,40020.65,1
658,28,1,290,1,1,0,40076.61,1999.97,42076.59,1
659,28,-1,290,1,0,0,41090.73,2202.67,43293.40,1
659,28,1,290,1,0,0,42886.26,2094.06,44980.32,1
660,28,-1,290,1,1,0,41054.72,1638.87,42693.59,1
660,28,1,290,1,1,0,42834.31,2140.16,44974.47,1
661,28,-1,290,1,0,0,43281.28,2145.18,45426.46,1
661,28,1,290,1,0,0,44986.61,2321.86,47308.46,1
662,28,-1,290,1,1,0,43221.39,1744.98,44966.36,1
662,28,1,290,1,1,0,46609.96,2340.57,48950.53,1
663,28,-1,290,1,0,0,47349.29,2137.42,49486.71,1
663,28,1,290,1,0,0,47400.60,2357.33,49757.93,1
664,28,-1,290,1,1,0,34695.32,1731.22,36426.54,1
664,28,1,290,1,1,0,37303.25,2577.12,39880.37,1
665,28,-1,290,1,0,0,37076.84,1914.23,38991.07,1
665,28,1,290,1,0,0,38774.64,1909.61,40684.25,1
666,28,-1,290,1,1,1,43668.58,3151.41,46819.99,1
666,28,1,290,1,1,1,45547.94,3525.25,49073.19,1
667,28,-1,290,1,0,0,41143.90,2385.31,43529.21,1
667,28,1,290,1,0,0,42069.44,2198.19,44267.63,1
668,28,-1,290,1,1,0,40915.88,1463.67,42379.55,1
668,28,1,290,1,1,0,43361.03,2293.34,45654.37,1
669,28,-1,290,1,0,0,44054.56,2046.86,46101.42,1
669,28,1,290,1,0,0,45143.76,2277.11,47420.86,1
670,28,-1,290,1,1,0,43400.00,1865.58,45265.58,1
670,28,1,290,1,1,0,45771.68,2093.23,47864.91,1
671,28,-1,290,1,0,0,45916.98,2224.47,48141.46,1
671,28,1,290,1,0,0,47676.46,2175.08,49851.54,1
672,28,-1,290,1,1,0,35320.67,1800.62,37121.29,1
672,28,1,290,1,1,0,37546.53,2248.56,39795.08,1
673,29,-1,295,1,1,0,38357.23,445.68,38802.90,1
673,29,1,295,1,1,0,40482.18,1086.90,41569.08,1
674,29,-1,295,1,0,0,41229.71,866.93,42096.64,1
674,29,1,295,1,0,0,41807.98,823.97,42631.95,1
675,29,-1,295,1,1,0,40987.30,269.62,41256.92,1
675,29,1,295,1,1,0,43277.90,937.62,44215.53,1
676,29,-1,295,1,0,0,43904.15,846.09,44750.24,1
676,29,1,295,1,0,0,45766.24,1205.14,46971.38,1
677,29,-1,295,1,1,0,43070.73,296.95,43367.67,1
677,29,1,295,1,1,0,46028.83,1159.60,47188.43,1
678,29,-1,295,1,0,0,47195.62,871.57,48067.19,1
678,29,1,295,1,0,0,47950.44,1067.53,49017.97,1
679,29,-1,295,1,1,0,46527.21,204.28,46731.50,1
679,29,1,295,1,1,0,48689.95,1035.55,49725.50,1
680,29,-1,295,1,0,0,38222.78,973.50,39196.27,1
680,29,1,295,1,0,0,39631.44,1048.72,40680.16,1
681,29,-1,295,1,1,1,43397.41,1935.00,45332.41,1
681,29,1,295,1,1,1,46173.12,2191.35,48364.48,1
682,29,-1,295,1,0,0,41596.47,1097.34,42693.81,1
682,29,1,295,1,0,0,42284.31,1123.58,43407.89,1
683,29,-1,295,1,1,0,40955.60,491.21,41446.81,1
683,29,1,295,1,1,0,43757.79,1430.64,45188.42,1
684,29,-1,295,1,0,0,43488.73,865.26,44354.00,1
684,29,1,295,1,0,0,44891.57,991.58,45883.15,1
685,29,-1,295,1,1,0,43547.74,487.19,44034.93,1
685,29,1,295,1,1,0,46158.30,1048.12,47206.42,1
686,29,-1,295,1,0,0,46268.89,988.97,47257.86,1
686,29,1,295,1,0,0,47968.34,677.14,48645.49,1
687,29,-1,295,1,1,0,47143.59,491.34,47634.94,1
687,29,1,295,1,1,0,48548.33,861.29,49409.61,1
688,29,-1,295,1,0,0,38774.04,989.98,39764.02,1
688,29,1,295,1,0,0,39218.73,1056.32,40275.05,1
689,29,-1,295,1,1,0,37805.39,221.11,38026.49,1
689,29,1,295,1,1,0,40282.43,1083.60,41366.03,1
690,29,-1,295,1,0,1,48787.26,3105.25,51892.51,1
690,29,1,295,1,0,1,49828.10,3078.61,52906.70,1
691,29,-1,295,1,1,0,41214.82,444.35,41659.17,1
691,29,1,295,1,1,0,43575.07,1099.14,44674.21,1
692,29,-1,295,1,0,0,44655.88,825.85,45481.73,1
692,29,1,295,1,0,0,45081.15,666.91,45748.06,1
693,29,-1,295,1,1,0,43273.14,382.09,43655.23,1
693,29,1,295,1,1,0,46868.11,1236.24,48104.35,0
694,29,-1,295,1,0,0,46848.16,960.58,47808.73,1
694,29,1,295,1,0,0,47764.17,833.34,48597.51,1
695,29,-1,295,1,1,0,46680.05,523.35,47203.40,1
695,29,1,295,1,1,0,48730.51,938.70,49669.20,1
696,29,-1,295,1,0,0,37749.57,970.22,38719.79,1
696,29,1,295,1,0,0,39244.95,1011.17,40256.12,1
697,30,-1,300,1,0,0,41337.26,998.51,42335.77,1
697,30,1,300,1,0,0,42569.51,1016.76,43586.27,1
698,30,-1,300,1,1,0,41080.93,733.14,41814.06,1
698,30,1,300,1,1,0,43878.14,1435.26,45313.40,1
699,30,-1,300,1,0,0,44310.04,861.83,45171.86,1
699,30,1,300,1,0,0,45286.69,933.90,46220.59,1
700,30,-1,300,1,1,0,44106.25,370.45,44476.70,1
700,30,1,300,1,1,0,46409.62,1073.49,47483.11,1
701,30,-1,300,1,0,0,47389.35,845.98,48235.33,1
701,30,1,300,1,0,0,48061.99,941.32,49003.31,1
702,30,-1,300,1,1,0,47581.64,571.94,48153.58,1
702,30,1,300,1,1,0,49409.97,1077.55,50487.52,1
703,30,-1,300,1,0,0,50556.80,675.09,51231.89,1
703,30,1,300,1,0,0,50254.18,1022.03,51276.21,1
704,30,-1,300,1,1,0,37790.05,473.25,38263.29,1
704,30,1,300,1,1,0,41128.38,975.86,42104.24,1
705,30,-1,300,1,0,1,49837.85,3035.41,52873.26,1
705,30,1,300,1,0,1,50531.54,2903.11,53434.66,1
706,30,-1,300,1,1,0,41386.62,634.81,42021.42,1
706,30,1,300,1,1,0,43245.30,1161.86,44407.16,1
707,30,-1,300,1,0,0,44128.99,854.02,44983.01,1
707,30,1,300,1,0,0,45171.69,1011.16,46182.85,1
708,30,-1,300,1,1,0,44171.28,459.34,44630.62,1
708,30,1,300,1,1,0,46286.87,1186.34,47473.21,1
709,30,-1,300,1,0,0,47568.97,934.34,48503.31,1
709,30,1,300,1,0,0,47835.95,729.67,48565.62,1
710,30,-1,300,1,1,0,47523.83,406.95,47930.78,1
710,30,1,300,1,1,0,49517.42,992.86,50510.28,1
711,30,-1,300,1,0,0,49655.56,755.91,50411.47,1
711,30,1,300,1,0,0,51096.76,948.83,52045.60,1
712,30,-1,300,1,1,0,37827.50,488.43,38315.92,1
712,30,1,300,1,1,0,40384.67,1024.79,41409.46,1
713,30,-1,300,1,0,0,41329.69,931.51,42261.19,1
713,30,1,300,1,0,0,42326.18,998.31,43324.50,1
714,30,-1,300,1,1,1,47079.77,2105.95,49185.72,1
714,30,1,300,1,1,1,49443.43,2456.32,51899.75,1
715,30,-1,300,1,0,0,43840.02,710.03,44550.05,1
715,30,1,300,1,0,0,45368.49,799.59,46168.08,1
716,30,-1,300,1,1,0,44241.35,432.93,44674.28,1
716,30,1,300,1,1,0,46785.97,932.92,47718.89,0
717,30,-1,300,1,0,0,47491.83,852.43,48344.26,1
717,30,1,300,1,0,0,48732.92,1014.45,49747.38,1
718,30,-1,300,1,1,0,47292.56,460.88,47753.44,1
718,30,1,300,1,1,0,49467.72,935.96,50403.68,1
719,30,-1,300,1,0,0,49581.89,1229.33,50811.22,1
719,30,1,300,1,0,0,49943.92,1021.65,50965.57,1
720,30,-1,300,1,1,0,38163.80,578.99,38742.79,1
720,30,1,300,1,1,0,41117.66,1103.61,42221.27,1
721,31,-1,305,1,1,0,40837.58,343.51,41181.08,1
721,31,1,305,1,1,0,44215.85,1257.78,45473.63,1
722,31,-1,305,1,0,0,44242.36,1008.44,45250.80,1
722,31,1,305,1,0,0,45445.33,905.83,46351.16,1
723,31,-1,305,1,1,0,44314.57,342.80,44657.38,1
723,31,1,305,1,1,0,46872.32,1016.21,47888.53,1
724,31,-1,305,1,0,0,47802.24,1016.34,48818.59,1
724,31,1,305,1,0,0,48778.79,959.14,49737.92,1
725,31,-1,305,1,1,0,47233.08,504.87,47737.96,1
725,31,1,305,1,1,0,49858.01,1141.20,50999.21,1
726,31,-1,305,1,0,0,50684.94,790.11,51475.05,1
726,31,1,305,1,0,0,51675.60,1262.43,52938.04,1
727,31,-1,305,1,1,0,50235.48,401.56,50637.04,1
727,31,1,305,1,1,0,52474.57,919.03,53393.59,1
728,31,-1,305,1,0,0,41687.94,726.53,42414.47,1
728,31,1,305,1,0,0,42833.25,868.16,43701.41,1
729,31,-1,305,1,1,1,46891.09,1923.99,48815.09,1
729,31,1,305,1,1,1,49831.77,2527.28,52359.05,1
730,31,-1,305,1,0,0,43963.98,1064.70,45028.68,1
730,31,1,305,1,0,0,45315.01,867.51,46182.52,1
731,31,-1,305,1,1,0,44052.57,639.97,44692.54,1
731,31,1,305,1,1,0,46192.30,1015.62,47207.92,1
732,31,-1,305,1,0,0,47242.08,891.04,48133.13,1
732,31,1,305,1,0,0,48804.16,1110.06,49914.23,1
733,31,-1,305,1,1,0,47191.78,526.68,47718.46,1
733,31,1,305,1,1,0,49754.70,921.00,50675.70,1
734,31,-1,305,1,0,0,50288.22,747.58,51035.80,1
734,31,1,305,1,0,0,52179.57,1036.23,53215.81,1
735,31,-1,305,1,1,0,49771.49,397.09,50168.58,1
735,31,1,305,1,1,0,52632.41,1246.34,53878.75,1
736,31,-1,305,1,0,0,40973.89,684.83,41658.72,1
736,31,1,305,1,0,0,42143.79,909.33,43053.12,1
737,31,-1,305,1,1,0,41087.16,559.19,41646.35,1
737,31,1,305,1,1,0,43837.78,979.23,44817.01,1
738,31,-1,305,1,0,1,53457.15,3063.45,56520.59,1
738,31,1,305,1,0,1,53539.98,3189.08,56729.07,1
739,31,-1,305,1,1,0,44266.77,720.94,44987.71,1
739,31,1,305,1,1,0,45977.82,1037.39,47015.21,1
740,31,-1,305,1,0,0,47109.82,922.00,48031.82,1
740,31,1,305,1,0,0,48345.16,673.88,49019.04,1
741,31,-1,305,1,1,0,47697.38,623.95,48321.34,1
741,31,1,305,1,1,0,49093.96,853.53,49947.49,1
742,31,-1,305,1,0,0,50169.96,1004.73,51174.70,1
742,31,1,305,1,0,0,51144.07,1230.65,52374.72,1
743,31,-1,305,1,1,0,50061.65,580.63,50642.28,1
743,31,1,305,1,1,0,52743.61,899.76,53643.38,1
744,31,-1,305,1,0,0,41419.60,780.67,42200.26,1
744,31,1,305,1,0,0,43154.19,1045.44,44199.62,1
745,32,-1,310,1,0,0,44866.16,2219.89,47086.05,1
745,32,1,310,1,0,0,45603.48,2199.40,47802.88,1
746,32,-1,310,1,1,0,44059.27,1522.43,45581.69,1
746,32,1,310,1,1,0,46974.81,2231.35,49206.16,1
747,32,-1,310,1,0,0,48108.75,2094.05,50202.80,1
747,32,1,310,1,0,0,48841.34,2329.95,51171.29,1
748,32,-1,310,1,1,0,48086.01,1595.09,49681.09,1
748,32,1,310,1,1,0,49385.96,2401.84,51787.80,1
749,32,-1,310,1,0,0,50915.77,2016.33,52932.10,1
749,32,1,310,1,0,0,51780.42,2236.97,54017.39,1
750,32,-1,310,1,1,0,50284.56,1798.71,52083.27,1
750,32,1,310,1,1,0,52645.20,2298.20,54943.40,1
751,32,-1,310,1,0,0,53549.49,2027.88,55577.37,1
751,32,1,310,1,0,0,54573.30,2294.67,56867.97,1
752,32,-1,310,1,1,0,41461.08,1574.82,43035.90,1
752,32,1,310,1,1,0,44423.69,2249.53,46673.22,1
753,32,-1,310,1,0,1,53081.82,4186.89,57268.71,1
753,32,1,310,1,0,1,53751.66,4365.10,58116.76,0
754,32,-1,310,1,1,0,44610.47,1683.69,46294.16,1
754,32,1,310,1,1,0,46828.92,2375.66,49204.58,1
755,32,-1,310,1,0,0,47989.54,2246.98,50236.52,1
755,32,1,310,1,0,0,48658.87,2257.91,50916.78,1
756,32,-1,310,1,1,0,47686.06,1900.67,49586.73,1
756,32,1,310,1,1,0,49323.69,2259.02,51582.71,1
757,32,-1,310,1,0,0,50229.63,2077.98,52307.61,1
757,32,1,310,1,0,0,51329.91,2139.92,53469.83,1
758,32,-1,310,1,1,0,50932.14,1520.43,52452.57,1
758,32,1,310,1,1,0,52920.05,2327.69,55247.75,1
759,32,-1,310,1,0,0,53323.29,2095.07,55418.36,1
759,32,1,310,1,0,0,54728.52,2015.66,56744.18,1
760,32,-1,310,1,1,0,42117.77,1401.28,43519.05,1
760,32,1,310,1,1,0,43632.02,2113.73,45745.75,1
761,32,-1,310,1,0,0,44513.44,2079.59,46593.03,1
761,32,1,310,1,0,0,45696.15,2392.55,48088.69,1
762,32,-1,310,1,1,1,50645.33,3247.93,53893.26,1
762,32,1,310,1,1,1,53552.08,3723.40,57275.48,0
763,32,-1,310,1,0,0,48267.65,2196.85,50464.50,1
763,32,1,310,1,0,0,48802.42,2235.43,51037.86,1
764,32,-1,310,1,1,0,46808.51,1572.54,48381.06,1
764,32,1,310,1,1,0,49940.38,2350.20,52290.58,1
765,32,-1,310,1,0,0,51092.22,2184.24,53276.46,1
765,32,1,310,1,0,0,51461.87,2217.98,53679.85,1
766,32,-1,310,1,1,0,50333.26,1763.59,52096.85,1
766,32,1,310,1,1,0,52918.49,2140.70,55059.19,1
767,32,-1,310,1,0,0,52809.18,2102.15,54911.33,1
767,32,1,310,1,0,0,54728.70,2248.68,56977.39,1
768,32,-1,310,1,1,0,41560.34,1599.26,43159.60,1
768,32,1,310,1,1,0,44465.76,2296.30,46762.06,1
769,33,-1,315,1,1,0,45149.43,368.18,45517.61,1
769,33,1,315,1,1,0,47260.44,1114.62,48375.06,1
770,33,-1,315,1,0,0,47899.09,944.55,48843.64,1
770,33,1,315,1,0,0,49125.77,818.38,49944.14,1
771,33,-1,315,1,1,0,47146.91,576.09,47723.00,1
771,33,1,315,1,1,0,49658.56,1068.22,50726.78,1
772,33,-1,315,1,0,0,51288.49,835.40,52123.90,1
772,33,1,315,1,0,0,51951.99,942.98,52894.97,1
773,33,-1,315,1,1,0,50297.86,597.97,50895.84,1
773,33,1,315,1,1,0,53030.13,1149.61,54179.74,1
774,33,-1,315,1,0,0,53752.34,783.01,54535.36,1
774,33,1,315,1,0,0,54474.51,1134.13,55608.64,1
775,33,-1,315,1,1,0,53025.25,174.60,53199.85,1
775,33,1,315,1,1,0,56078.74,989.95,57068.69,1
776,33,-1,315,1,0,0,45106.80,669.19,45775.99,1
776,33,1,315,1,0,0,46575.32,933.32,47508.64,1
777,33,-1,315,1,1,1,50351.04,1984.93,52335.97,1
777,33,1,315,1,1,1,53094.42,2054.28,55148.70,1
778,33,-1,315,1,0,0,48019.25,910.80,48930.04,1
778,33,1,315,1,0,0,48967.46,898.94,49866.41,1
779,33,-1,315,1,1,0,47307.86,491.97,47799.83,1
779,33,1,315,1,1,0,49922.10,979.99,50902.09,1
780,33,-1,315,1,0,0,50859.56,881.56,51741.12,1
780,33,1,315,1,0,0,51970.30,685.21,52655.51,1
781,33,-1,315,1,1,0,50439.60,516.22,50955.81,1
781,33,1,315,1,1,0,53238.78,1095.63,54334.41,1
782,33,-1,315,1,0,0,53463.85,860.24,54324.09,1
782,33,1,315,1,0,0,55229.33,1102.67,56332.00,1
783,33,-1,315,1,1,0,53918.81,721.12,54639.93,1
783,33,1,315,1,1,0,55659.76,1044.15,56703.91,1
784,33,-1,315,1,0,0,44966.44,797.21,45763.65,1
784,33,1,315,1,0,0,46295.75,929.61,47225.37,1
785,33,-1,315,1,1,0,45067.08,536.78,45603.87,1
785,33,1,315,1,1,0,47307.06,1186.55,48493.61,1
786,33,-1,315,1,0,1,56678.24,3034.21,59712.45,1
786,33,1,315,1,0,1,57319.29,3116.46,60435.75,1
787,33,-1,315,1,1,0,48186.79,457.53,48644.33,1
787,33,1,315,1,1,0,49727.42,1232.66,50960.08,1
788,33,-1,315,1,0,0,50960.19,897.35,51857.54,1
788,33,1,315,1,0,0,51992.47,1093.50,53085.97,1
789,33,-1,315,1,1,0,50509.22,392.89,50902.11,1
789,33,1,315,1,1,0,52931.74,1025.12,53956.86,1
790,33,-1,315,1,0,0,54098.66,688.22,54786.88,1
790,33,1,315,1,0,0,54628.75,1014.77,55643.52,1
791,33,-1,315,1,1,0,53198.81,850.35,54049.15,1
791,33,1,315,1,1,0,55544.79,799.95,56344.74,1
792,33,-1,315,1,0,0,44813.95,787.09,45601.04,1
792,33,1,315,1,0,0,46512.79,979.78,47492.58,1
793,34,-1,320,1,0,0,48028.58,805.40,48833.99,1
793,34,1,320,1,0,0,49637.47,813.29,50450.75,1
794,34,-1,320,1,1,0,46988.07,613.77,47601.85,1
794,34,1,320,1,1,0,50172.06,1155.72,51327.77,0
795,34,-1,320,1,0,0,51657.71,770.92,52428.63,1
795,34,1,320,1,0,0,52309.14,788.67,53097.81,1
796,34,-1,320,1,1,0,50768.12,711.31,51479.43,1
796,34,1,320,1,1,0,53099.25,1039.25,54138.50,1
797,34,-1,320,1,0,0,54183.25,1067.65,55250.90,1
797,34,1,320,1,0,0,55453.55,991.87,56445.42,1
798,34,-1,320,1,1,0,53538.31,575.81,54114.12,1
798,34,1,320,1,1,0,55616.64,858.19,56474.84,1
799,34,-1,320,1,0,0,57483.71,787.90,58271.61,1
799,34,1,320,1,0,0,57709.20,914.09,58623.29,1
800,34,-1,320,1,1,0,45687.49,372.58,46060.07,1
800,34,1,320,1,1,0,47595.57,883.78,48479.35,1
801,34,-1,320,1,0,1,56300.02,3056.36,59356.39,1
801,34,1,320,1,0,1,57094.55,3033.28,60127.82,1
