worker_id,week,arm,at_risk,exit_this_week,hazard_probability,belief_this_week,applications_this_week
search-worker-139,4,belief_planning,1,1,0.29,0.506,6.71
search-worker-140,1,control,1,0,0.142,0.337,2.2
search-worker-140,2,control,1,1,0.158,0.345,2.08
search-worker-141,1,belief_info,1,0,0.191,0.468,4.02
search-worker-141,2,belief_info,1,0,0.207,0.476,3.9
search-worker-141,3,belief_info,1,0,0.223,0.484,3.78
search-worker-141,4,belief_info,1,0,0.239,0.492,3.66
search-worker-141,5,belief_info,1,1,0.255,0.5,3.54
search-worker-142,1,planning_prompt,1,0,0.194,0.412,4.29
search-worker-142,2,planning_prompt,1,0,0.21,0.42,4.17
search-worker-142,3,planning_prompt,1,1,0.226,0.428,4.05
search-worker-143,1,belief_planning,1,1,0.225,0.503,5.39
search-worker-144,1,control,1,0,0.157,0.346,2.18
search-worker-144,2,control,1,0,0.173,0.354,2.06
search-worker-144,3,control,1,0,0.185,0.362,1.94
search-worker-144,4,control,1,0,0.197,0.37,1.82
search-worker-144,5,control,1,1,0.209,0.378,1.7
search-worker-145,1,belief_info,1,0,0.206,0.477,3.99
search-worker-145,2,belief_info,1,0,0.222,0.485,3.87
search-worker-145,3,belief_info,1,1,0.234,0.493,3.75
search-worker-146,1,planning_prompt,1,1,0.209,0.421,4.27
search-worker-147,1,belief_planning,1,0,0.24,0.512,5.37
search-worker-147,2,belief_planning,1,0,0.256,0.52,5.25
search-worker-147,3,belief_planning,1,0,0.268,0.528,5.13
search-worker-147,4,belief_planning,1,1,0.28,0.536,5.01
search-worker-148,1,control,1,0,0.16,0.367,2.75
search-worker-148,2,control,1,1,0.176,0.375,2.63
search-worker-149,1,belief_info,1,0,0.21,0.498,4.57
search-worker-149,2,belief_info,1,0,0.226,0.506,4.45
search-worker-149,3,belief_info,1,0,0.242,0.514,4.33
search-worker-149,4,belief_info,1,0,0.254,0.522,4.21
search-worker-149,5,belief_info,1,0,0.266,0.53,4.09
search-worker-149,6,belief_info,1,1,0.278,0.538,3.97
search-worker-150,1,planning_prompt,1,0,0.212,0.442,4.84
search-worker-150,2,planning_prompt,1,0,0.228,0.45,4.72
search-worker-150,3,planning_prompt,1,1,0.244,0.458,4.6
search-worker-151,1,belief_planning,1,1,0.243,0.534,5.95
search-worker-152,1,control,1,0,0.163,0.389,3.33
search-worker-152,2,control,1,0,0.179,0.397,3.21
search-worker-152,3,control,1,0,0.195,0.405,3.09
search-worker-152,4,control,1,0,0.211,0.412,2.97
search-worker-152,5,control,1,1,0.223,0.42,2.85
search-worker-153,1,belief_info,1,0,0.213,0.519,5.15
search-worker-153,2,belief_info,1,0,0.229,0.527,5.03
search-worker-153,3,belief_info,1,1,0.245,0.535,4.91
search-worker-154,1,planning_prompt,1,1,0.215,0.463,5.42
search-worker-155,1,belief_planning,1,0,0.246,0.555,6.52
search-worker-155,2,belief_planning,1,0,0.262,0.563,6.4
search-worker-155,3,belief_planning,1,0,0.278,0.571,6.28
search-worker-155,4,belief_planning,1,1,0.294,0.579,6.16
search-worker-156,1,control,1,0,0.165,0.398,3.9
search-worker-156,2,control,1,1,0.181,0.406,3.78
search-worker-157,1,belief_info,1,0,0.214,0.528,5.72
search-worker-157,2,belief_info,1,0,0.23,0.536,5.6
search-worker-157,3,belief_info,1,0,0.246,0.544,5.48
search-worker-157,4,belief_info,1,0,0.262,0.552,5.36
search-worker-157,5,belief_info,1,0,0.278,0.56,5.24
search-worker-157,6,belief_info,1,1,0.29,0.568,5.12
search-worker-158,1,planning_prompt,1,0,0.217,0.473,5.99
search-worker-158,2,planning_prompt,1,0,0.233,0.481,5.87
search-worker-158,3,planning_prompt,1,0,0.249,0.489,5.75
search-worker-158,4,planning_prompt,1,1,0.265,0.497,5.63
search-worker-159,1,belief_planning,1,1,0.248,0.564,7.1
search-worker-160,1,control,1,0,0.135,0.246,1.82
search-worker-160,2,control,1,0,0.151,0.254,1.71
search-worker-160,3,control,1,0,0.167,0.262,1.58
search-worker-160,4,control,1,0,0.183,0.27,1.46
search-worker-160,5,control,1,1,0.199,0.278,1.34
search-worker-161,1,belief_info,1,0,0.184,0.377,3.64
search-worker-161,2,belief_info,1,0,0.2,0.385,3.52
search-worker-161,3,belief_info,1,1,0.216,0.393,3.4
search-worker-162,1,planning_prompt,1,1,0.187,0.321,3.92
search-worker-163,1,belief_planning,1,0,0.217,0.412,5.02
search-worker-163,2,belief_planning,1,0,0.233,0.42,4.9
search-worker-163,3,belief_planning,1,0,0.249,0.428,4.78
search-worker-163,4,belief_planning,1,0,0.265,0.436,4.66
search-worker-163,5,belief_planning,1,1,0.281,0.444,4.54
search-worker-164,1,control,1,0,0.138,0.267,2.4
search-worker-164,2,control,1,1,0.154,0.275,2.28
search-worker-165,1,belief_info,1,0,0.187,0.398,4.22
search-worker-165,2,belief_info,1,0,0.203,0.406,4.1
search-worker-165,3,belief_info,1,0,0.219,0.414,3.98
search-worker-165,4,belief_info,1,0,0.235,0.422,3.86
search-worker-165,5,belief_info,1,0,0.251,0.43,3.74
search-worker-165,6,belief_info,1,1,0.267,0.438,3.62
search-worker-166,1,planning_prompt,1,0,0.19,0.342,4.49
search-worker-166,2,planning_prompt,1,0,0.206,0.35,4.37
search-worker-166,3,planning_prompt,1,0,0.222,0.358,4.25
search-worker-166,4,planning_prompt,1,1,0.238,0.366,4.13
search-worker-167,1,belief_planning,1,0,0.221,0.433,5.59
search-worker-167,2,belief_planning,1,1,0.237,0.441,5.47
search-worker-168,1,control,1,0,0.158,0.276,2.98
search-worker-168,2,control,1,0,0.174,0.284,2.86
search-worker-168,3,control,1,0,0.186,0.292,2.74
search-worker-168,4,control,1,0,0.198,0.3,2.62
search-worker-168,5,control,1,1,0.21,0.308,2.5
search-worker-169,1,belief_info,1,0,0.208,0.407,4.79
search-worker-169,2,belief_info,1,0,0.224,0.415,4.67
search-worker-169,3,belief_info,1,1,0.236,0.423,4.55
search-worker-170,1,planning_prompt,1,1,0.21,0.351,5.07
search-worker-171,1,belief_planning,1,0,0.241,0.442,6.17
search-worker-171,2,belief_planning,1,0,0.257,0.45,6.05
search-worker-171,3,belief_planning,1,0,0.269,0.458,5.93
search-worker-171,4,belief_planning,1,0,0.281,0.466,5.81
search-worker-171,5,belief_planning,1,1,0.293,0.474,5.69
search-worker-172,1,control,1,0,0.162,0.297,3.55
search-worker-172,2,control,1,0,0.178,0.305,3.43
search-worker-172,3,control,1,1,0.194,0.313,3.31
search-worker-173,1,belief_info,1,1,0.211,0.428,5.37
search-worker-174,1,planning_prompt,1,0,0.213,0.372,5.64
search-worker-174,2,planning_prompt,1,0,0.229,0.38,5.52
search-worker-174,3,planning_prompt,1,0,0.245,0.388,5.4
search-worker-174,4,planning_prompt,1,1,0.257,0.396,5.28
search-worker-175,1,belief_planning,1,0,0.244,0.463,6.74
search-worker-175,2,belief_planning,1,1,0.26,0.471,6.62
search-worker-176,1,control,1,0,0.159,0.318,3.53
search-worker-176,2,control,1,0,0.175,0.326,3.41
search-worker-176,3,control,1,0,0.191,0.334,3.29
search-worker-176,4,control,1,0,0.207,0.342,3.17
search-worker-176,5,control,1,0,0.219,0.35,3.05
search-worker-176,6,control,1,1,0.231,0.358,2.93
search-worker-177,1,belief_info,1,0,0.209,0.449,5.34
search-worker-177,2,belief_info,1,0,0.225,0.457,5.22
search-worker-177,3,belief_info,1,1,0.241,0.465,5.1
search-worker-178,1,planning_prompt,1,1,0.211,0.393,5.62
search-worker-179,1,belief_planning,1,0,0.242,0.484,6.72
search-worker-179,2,belief_planning,1,0,0.258,0.492,6.6
search-worker-179,3,belief_planning,1,0,0.274,0.5,6.48
search-worker-179,4,belief_planning,1,0,0.29,0.508,6.36
search-worker-179,5,belief_planning,1,1,0.302,0.516,6.24
search-worker-180,1,control,1,0,0.141,0.327,1.85
search-worker-180,2,control,1,0,0.157,0.335,1.73
search-worker-180,3,control,1,1,0.173,0.343,1.61
search-worker-181,1,belief_info,1,1,0.19,0.458,3.67
search-worker-182,1,planning_prompt,1,0,0.192,0.402,3.94
search-worker-182,2,planning_prompt,1,0,0.208,0.41,3.82
search-worker-182,3,planning_prompt,1,0,0.224,0.418,3.7
search-worker-182,4,planning_prompt,1,1,0.24,0.426,3.58
search-worker-183,1,belief_planning,1,0,0.223,0.494,5.05
search-worker-183,2,belief_planning,1,1,0.239,0.502,4.93
search-worker-184,1,control,1,0,0.144,0.348,2.43
search-worker-184,2,control,1,0,0.16,0.356,2.31
search-worker-184,3,control,1,0,0.176,0.364,2.19
search-worker-184,4,control,1,0,0.192,0.372,2.07
search-worker-184,5,control,1,0,0.208,0.38,1.95
search-worker-184,6,control,1,1,0.224,0.388,1.83
search-worker-185,1,belief_info,1,0,0.193,0.479,4.25
search-worker-185,2,belief_info,1,0,0.209,0.487,4.13
search-worker-185,3,belief_info,1,0,0.225,0.495,4.01
search-worker-185,4,belief_info,1,1,0.241,0.503,3.89
search-worker-186,1,planning_prompt,1,0,0.196,0.423,4.52
search-worker-186,2,planning_prompt,1,1,0.212,0.431,4.4
search-worker-187,1,belief_planning,1,0,0.226,0.515,5.62
search-worker-187,2,belief_planning,1,0,0.242,0.523,5.5
search-worker-187,3,belief_planning,1,0,0.258,0.531,5.38
search-worker-187,4,belief_planning,1,0,0.274,0.539,5.26
search-worker-187,5,belief_planning,1,1,0.29,0.547,5.14
search-worker-188,1,control,1,0,0.147,0.37,3.0
search-worker-188,2,control,1,0,0.163,0.378,2.88
search-worker-188,3,control,1,1,0.179,0.386,2.76
search-worker-189,1,belief_info,1,1,0.196,0.5,4.82
search-worker-190,1,planning_prompt,1,0,0.199,0.445,5.09
search-worker-190,2,planning_prompt,1,0,0.215,0.453,4.97
search-worker-190,3,planning_prompt,1,0,0.231,0.461,4.85
search-worker-190,4,planning_prompt,1,0,0.247,0.469,4.73
search-worker-190,5,planning_prompt,1,1,0.263,0.477,4.61
search-worker-191,1,belief_planning,1,0,0.229,0.536,6.2
search-worker-191,2,belief_planning,1,1,0.245,0.544,6.08
search-worker-192,1,control,1,0,0.178,0.386,3.18
search-worker-192,2,control,1,0,0.194,0.394,3.06
search-worker-192,3,control,1,0,0.206,0.402,2.94
search-worker-192,4,control,1,0,0.218,0.41,2.82
search-worker-192,5,control,1,0,0.23,0.418,2.7
search-worker-192,6,control,1,1,0.242,0.426,2.58
search-worker-193,1,belief_info,1,0,0.227,0.517,4.99
search-worker-193,2,belief_info,1,0,0.243,0.525,4.87
search-worker-193,3,belief_info,1,0,0.255,0.533,4.75
search-worker-193,4,belief_info,1,1,0.267,0.541,4.63
search-worker-194,1,planning_prompt,1,0,0.23,0.461,5.26
search-worker-194,2,planning_prompt,1,1,0.246,0.469,5.14
search-worker-195,1,belief_planning,1,0,0.26,0.552,6.37
search-worker-195,2,belief_planning,1,0,0.276,0.56,6.25
search-worker-195,3,belief_planning,1,0,0.288,0.568,6.13
search-worker-195,4,belief_planning,1,0,0.3,0.576,6.01
search-worker-195,5,belief_planning,1,1,0.312,0.584,5.89
search-worker-196,1,control,1,0,0.181,0.407,3.75
search-worker-196,2,control,1,0,0.197,0.415,3.63
search-worker-196,3,control,1,1,0.213,0.423,3.51
search-worker-197,1,belief_info,1,1,0.23,0.538,5.57
search-worker-198,1,planning_prompt,1,0,0.233,0.482,5.84
search-worker-198,2,planning_prompt,1,0,0.249,0.49,5.72
search-worker-198,3,planning_prompt,1,0,0.265,0.498,5.6
search-worker-198,4,planning_prompt,1,0,0.277,0.506,5.48
search-worker-198,5,planning_prompt,1,1,0.289,0.514,5.36
search-worker-199,1,belief_planning,1,0,0.264,0.573,6.94
search-worker-199,2,belief_planning,1,0,0.28,0.581,6.82
search-worker-199,3,belief_planning,1,1,0.296,0.589,6.7
search-worker-200,1,control,1,0,0.14,0.248,2.08
search-worker-200,2,control,1,0,0.156,0.256,1.96
search-worker-200,3,control,1,0,0.172,0.264,1.84
search-worker-200,4,control,1,0,0.188,0.272,1.72
search-worker-200,5,control,1,0,0.2,0.28,1.6
search-worker-200,6,control,1,1,0.212,0.288,1.48
search-worker-201,1,belief_info,1,0,0.19,0.379,3.89
search-worker-201,2,belief_info,1,0,0.206,0.387,3.77
search-worker-201,3,belief_info,1,0,0.222,0.395,3.65
search-worker-201,4,belief_info,1,1,0.238,0.403,3.53
search-worker-202,1,planning_prompt,1,0,0.192,0.323,4.17
search-worker-202,2,planning_prompt,1,1,0.208,0.331,4.05
search-worker-203,1,belief_planning,1,0,0.223,0.414,5.27
search-worker-203,2,belief_planning,1,0,0.239,0.422,5.15
search-worker-203,3,belief_planning,1,0,0.255,0.43,5.03
search-worker-203,4,belief_planning,1,0,0.271,0.438,4.91
search-worker-203,5,belief_planning,1,0,0.283,0.446,4.79
search-worker-203,6,belief_planning,1,1,0.295,0.454,4.67
search-worker-204,1,control,1,0,0.142,0.257,2.65
search-worker-204,2,control,1,0,0.158,0.265,2.53
search-worker-204,3,control,1,0,0.174,0.273,2.41
search-worker-204,4,control,1,1,0.19,0.281,2.29
search-worker-205,1,belief_info,1,1,0.191,0.388,4.47
search-worker-206,1,planning_prompt,1,0,0.194,0.332,4.74
search-worker-206,2,planning_prompt,1,0,0.21,0.34,4.62
search-worker-206,3,planning_prompt,1,0,0.226,0.348,4.5
search-worker-206,4,planning_prompt,1,0,0.242,0.356,4.38
search-worker-206,5,planning_prompt,1,1,0.258,0.364,4.26
search-worker-207,1,belief_planning,1,0,0.225,0.423,5.84
search-worker-207,2,belief_planning,1,0,0.241,0.431,5.72
search-worker-207,3,belief_planning,1,1,0.257,0.439,5.6
search-worker-208,1,control,1,1,0.14,0.278,2.63
search-worker-209,1,belief_info,1,0,0.189,0.409,4.44
search-worker-209,2,belief_info,1,0,0.205,0.417,4.32
search-worker-209,3,belief_info,1,0,0.221,0.425,4.2
search-worker-209,4,belief_info,1,1,0.237,0.433,4.08
search-worker-210,1,planning_prompt,1,0,0.192,0.353,4.72
search-worker-210,2,planning_prompt,1,1,0.208,0.361,4.6
search-worker-211,1,belief_planning,1,0,0.222,0.444,5.82
search-worker-211,2,belief_planning,1,0,0.238,0.452,5.7
search-worker-211,3,belief_planning,1,0,0.254,0.46,5.58
search-worker-211,4,belief_planning,1,0,0.27,0.468,5.46
search-worker-211,5,belief_planning,1,0,0.286,0.476,5.34
search-worker-211,6,belief_planning,1,1,0.302,0.484,5.22
search-worker-212,1,control,1,0,0.143,0.299,3.2
search-worker-212,2,control,1,0,0.159,0.307,3.08
search-worker-212,3,control,1,0,0.175,0.315,2.96
search-worker-212,4,control,1,1,0.191,0.323,2.84
search-worker-213,1,belief_info,1,0,0.192,0.43,5.02
search-worker-213,2,belief_info,1,1,0.208,0.438,4.9
search-worker-214,1,planning_prompt,1,0,0.195,0.374,5.29
search-worker-214,2,planning_prompt,1,0,0.211,0.382,5.17
search-worker-214,3,planning_prompt,1,0,0.227,0.39,5.05
search-worker-214,4,planning_prompt,1,0,0.243,0.398,4.93
search-worker-214,5,planning_prompt,1,1,0.259,0.406,4.81
search-worker-215,1,belief_planning,1,0,0.225,0.466,6.4
search-worker-215,2,belief_planning,1,0,0.241,0.474,6.28
search-worker-215,3,belief_planning,1,1,0.257,0.482,6.16
search-worker-216,1,control,1,1,0.163,0.308,3.78
search-worker-217,1,belief_info,1,0,0.213,0.439,5.6
search-worker-217,2,belief_info,1,0,0.229,0.447,5.48
search-worker-217,3,belief_info,1,0,0.241,0.455,5.36
search-worker-217,4,belief_info,1,0,0.253,0.463,5.24
search-worker-217,5,belief_info,1,1,0.265,0.471,5.12
search-worker-218,1,planning_prompt,1,0,0.215,0.384,5.87
search-worker-218,2,planning_prompt,1,1,0.231,0.392,5.75
search-worker-219,1,belief_planning,1,1,0.246,0.475,6.97
search-worker-220,1,control,1,0,0.146,0.33,2.1
search-worker-220,2,control,1,0,0.162,0.338,1.98
search-worker-220,3,control,1,0,0.178,0.346,1.86
search-worker-220,4,control,1,1,0.19,0.354,1.74
search-worker-221,1,belief_info,1,0,0.196,0.46,3.92
search-worker-221,2,belief_info,1,1,0.212,0.468,3.8
search-worker-222,1,planning_prompt,1,0,0.198,0.405,4.19
search-worker-222,2,planning_prompt,1,0,0.214,0.413,4.07
search-worker-222,3,planning_prompt,1,0,0.23,0.421,3.95
search-worker-222,4,planning_prompt,1,0,0.242,0.429,3.83
search-worker-222,5,planning_prompt,1,0,0.254,0.437,3.71
search-worker-222,6,planning_prompt,1,1,0.266,0.445,3.59
search-worker-223,1,belief_planning,1,0,0.229,0.496,5.3
search-worker-223,2,belief_planning,1,0,0.245,0.504,5.18
search-worker-223,3,belief_planning,1,1,0.261,0.512,5.06
search-worker-224,1,control,1,1,0.16,0.358,2.28
search-worker-225,1,belief_info,1,0,0.209,0.488,4.09
search-worker-225,2,belief_info,1,0,0.225,0.496,3.97
search-worker-225,3,belief_info,1,0,0.241,0.504,3.85
search-worker-225,4,belief_info,1,0,0.257,0.512,3.73
search-worker-225,5,belief_info,1,1,0.269,0.52,3.61
search-worker-226,1,planning_prompt,1,0,0.212,0.433,4.37
search-worker-226,2,planning_prompt,1,0,0.228,0.441,4.25
search-worker-226,3,planning_prompt,1,1,0.244,0.449,4.12
search-worker-227,1,belief_planning,1,1,0.242,0.524,5.47
search-worker-228,1,control,1,0,0.161,0.367,2.85
search-worker-228,2,control,1,0,0.177,0.375,2.73
search-worker-228,3,control,1,0,0.193,0.383,2.61
search-worker-228,4,control,1,1,0.209,0.391,2.49
search-worker-229,1,belief_info,1,0,0.211,0.498,4.67
search-worker-229,2,belief_info,1,1,0.227,0.506,4.55
search-worker-230,1,planning_prompt,1,0,0.213,0.442,4.94
search-worker-230,2,planning_prompt,1,0,0.229,0.45,4.82
search-worker-230,3,planning_prompt,1,0,0.245,0.458,4.7
search-worker-230,4,planning_prompt,1,0,0.261,0.466,4.58
search-worker-230,5,planning_prompt,1,0,0.277,0.474,4.46
search-worker-230,6,planning_prompt,1,1,0.289,0.482,4.34
search-worker-231,1,belief_planning,1,0,0.244,0.533,6.04
search-worker-231,2,belief_planning,1,0,0.26,0.541,5.92
search-worker-231,3,belief_planning,1,0,0.276,0.549,5.8
search-worker-231,4,belief_planning,1,1,0.292,0.557,5.68
search-worker-232,1,control,1,1,0.164,0.388,3.43
search-worker-233,1,belief_info,1,0,0.214,0.519,5.24
search-worker-233,2,belief_info,1,0,0.23,0.527,5.12
search-worker-233,3,belief_info,1,0,0.246,0.535,5.0
search-worker-233,4,belief_info,1,0,0.262,0.543,4.88
search-worker-233,5,belief_info,1,1,0.278,0.551,4.76
search-worker-234,1,planning_prompt,1,0,0.216,0.463,5.52
search-worker-234,2,planning_prompt,1,0,0.232,0.471,5.4
search-worker-234,3,planning_prompt,1,1,0.248,0.479,5.28
search-worker-235,1,belief_planning,1,1,0.247,0.554,6.62
search-worker-236,1,control,1,0,0.167,0.409,4.0
search-worker-236,2,control,1,0,0.183,0.417,3.88
search-worker-236,3,control,1,0,0.199,0.425,3.76
search-worker-236,4,control,1,1,0.215,0.433,3.64
search-worker-237,1,belief_info,1,0,0.217,0.54,5.82
search-worker-237,2,belief_info,1,1,0.233,0.548,5.7
search-worker-238,1,planning_prompt,1,0,0.219,0.484,6.09
search-worker-238,2,planning_prompt,1,0,0.235,0.492,5.97
search-worker-238,3,planning_prompt,1,0,0.251,0.5,5.85
search-worker-238,4,planning_prompt,1,0,0.267,0.508,5.73
search-worker-238,5,planning_prompt,1,0,0.283,0.516,5.61
search-worker-238,6,planning_prompt,1,1,0.299,0.524,5.49
search-worker-239,1,belief_planning,1,0,0.25,0.575,7.19
search-worker-239,2,belief_planning,1,0,0.266,0.583,7.07
search-worker-239,3,belief_planning,1,0,0.282,0.591,6.95
search-worker-239,4,belief_planning,1,1,0.298,0.599,6.83
search-worker-240,1,control,1,0,0.139,0.238,1.73
search-worker-240,2,control,1,1,0.155,0.246,1.61
search-worker-241,1,belief_info,1,0,0.188,0.369,3.54
search-worker-241,2,belief_info,1,0,0.204,0.377,3.42
search-worker-241,3,belief_info,1,0,0.216,0.385,3.3
search-worker-241,4,belief_info,1,0,0.228,0.393,3.18
search-worker-241,5,belief_info,1,1,0.24,0.401,3.06
search-worker-242,1,planning_prompt,1,0,0.191,0.313,3.82
search-worker-242,2,planning_prompt,1,0,0.207,0.321,3.7
search-worker-242,3,planning_prompt,1,1,0.219,0.329,3.58
search-worker-243,1,belief_planning,1,1,0.222,0.405,4.92
search-worker-244,1,control,1,0,0.142,0.259,2.3
search-worker-244,2,control,1,0,0.158,0.267,2.18
search-worker-244,3,control,1,0,0.174,0.275,2.06
search-worker-244,4,control,1,0,0.186,0.283,1.94
search-worker-244,5,control,1,1,0.198,0.291,1.82
search-worker-245,1,belief_info,1,0,0.192,0.39,4.12
search-worker-245,2,belief_info,1,0,0.208,0.398,4.0
search-worker-245,3,belief_info,1,1,0.224,0.406,3.88
search-worker-246,1,planning_prompt,1,1,0.194,0.334,4.39
search-worker-247,1,belief_planning,1,0,0.225,0.426,5.5
search-worker-247,2,belief_planning,1,0,0.241,0.434,5.38
search-worker-247,3,belief_planning,1,0,0.257,0.442,5.26
search-worker-247,4,belief_planning,1,1,0.269,0.45,5.14
search-worker-248,1,control,1,0,0.145,0.28,2.88
search-worker-248,2,control,1,1,0.161,0.288,2.76
search-worker-249,1,belief_info,1,0,0.195,0.411,4.7
search-worker-249,2,belief_info,1,0,0.211,0.419,4.58
search-worker-249,3,belief_info,1,0,0.227,0.427,4.46
search-worker-249,4,belief_info,1,0,0.243,0.435,4.34
search-worker-249,5,belief_info,1,0,0.255,0.443,4.22
search-worker-249,6,belief_info,1,1,0.267,0.451,4.1
search-worker-250,1,planning_prompt,1,0,0.197,0.355,4.97
search-worker-250,2,planning_prompt,1,0,0.213,0.363,4.85
search-worker-250,3,planning_prompt,1,1,0.229,0.371,4.73
search-worker-251,1,belief_planning,1,1,0.228,0.447,6.07
search-worker-252,1,control,1,0,0.147,0.29,3.45
search-worker-252,2,control,1,0,0.163,0.298,3.33
search-worker-252,3,control,1,0,0.179,0.306,3.21
search-worker-252,4,control,1,0,0.195,0.314,3.09
search-worker-252,5,control,1,1,0.211,0.322,2.97
search-worker-253,1,belief_info,1,0,0.196,0.42,5.27
search-worker-253,2,belief_info,1,0,0.212,0.428,5.15
search-worker-253,3,belief_info,1,1,0.228,0.436,5.03
search-worker-254,1,planning_prompt,1,1,0.199,0.365,5.54
search-worker-255,1,belief_planning,1,0,0.229,0.456,6.65
search-worker-255,2,belief_planning,1,0,0.245,0.464,6.53
search-worker-255,3,belief_planning,1,0,0.261,0.472,6.41
search-worker-255,4,belief_planning,1,1,0.277,0.48,6.29
search-worker-256,1,control,1,0,0.16,0.318,3.62
search-worker-256,2,control,1,1,0.176,0.326,3.5
search-worker-257,1,belief_info,1,0,0.21,0.449,5.44
search-worker-257,2,belief_info,1,0,0.226,0.457,5.32
search-worker-257,3,belief_info,1,0,0.242,0.465,5.2
search-worker-257,4,belief_info,1,0,0.258,0.473,5.08
search-worker-257,5,belief_info,1,0,0.274,0.48,4.96
search-worker-257,6,belief_info,1,1,0.29,0.488,4.84
search-worker-258,1,planning_prompt,1,0,0.212,0.393,5.71
search-worker-258,2,planning_prompt,1,0,0.228,0.401,5.59
search-worker-258,3,planning_prompt,1,0,0.244,0.409,5.47
search-worker-258,4,planning_prompt,1,1,0.26,0.417,5.35
search-worker-259,1,belief_planning,1,1,0.243,0.484,6.82
search-worker-260,1,control,1,0,0.143,0.339,1.95
search-worker-260,2,control,1,0,0.159,0.347,1.83
search-worker-260,3,control,1,0,0.175,0.355,1.71
search-worker-260,4,control,1,0,0.191,0.363,1.59
search-worker-260,5,control,1,1,0.207,0.371,1.47
search-worker-261,1,belief_info,1,0,0.193,0.47,3.77
search-worker-261,2,belief_info,1,0,0.209,0.478,3.65
search-worker-261,3,belief_info,1,1,0.225,0.486,3.53
search-worker-262,1,planning_prompt,1,1,0.195,0.414,4.04
search-worker-263,1,belief_planning,1,0,0.226,0.505,5.14
search-worker-263,2,belief_planning,1,0,0.242,0.513,5.02
search-worker-263,3,belief_planning,1,0,0.258,0.521,4.9
search-worker-263,4,belief_planning,1,0,0.274,0.529,4.78
search-worker-263,5,belief_planning,1,1,0.29,0.537,4.66
search-worker-264,1,control,1,0,0.164,0.348,2.53
search-worker-264,2,control,1,1,0.18,0.356,2.41
search-worker-265,1,belief_info,1,0,0.213,0.479,4.34
search-worker-265,2,belief_info,1,0,0.229,0.487,4.22
search-worker-265,3,belief_info,1,0,0.241,0.495,4.1
search-worker-265,4,belief_info,1,0,0.253,0.503,3.98
search-worker-265,5,belief_info,1,0,0.265,0.511,3.86
search-worker-265,6,belief_info,1,1,0.277,0.519,3.74
search-worker-266,1,planning_prompt,1,0,0.216,0.423,4.62
search-worker-266,2,planning_prompt,1,0,0.232,0.431,4.5
search-worker-266,3,planning_prompt,1,0,0.244,0.439,4.38
search-worker-266,4,planning_prompt,1,1,0.256,0.447,4.26
search-worker-267,1,belief_planning,1,0,0.246,0.514,5.72
search-worker-267,2,belief_planning,1,1,0.262,0.522,5.6
search-worker-268,1,control,1,0,0.167,0.369,3.1
search-worker-268,2,control,1,0,0.183,0.377,2.98
search-worker-268,3,control,1,0,0.199,0.385,2.86
search-worker-268,4,control,1,0,0.211,0.393,2.74
search-worker-268,5,control,1,1,0.223,0.401,2.62
search-worker-269,1,belief_info,1,0,0.216,0.5,4.92
search-worker-269,2,belief_info,1,0,0.232,0.508,4.8
search-worker-269,3,belief_info,1,1,0.248,0.516,4.68
search-worker-270,1,planning_prompt,1,1,0.219,0.444,5.19
search-worker-271,1,belief_planning,1,0,0.249,0.535,6.29
search-worker-271,2,belief_planning,1,0,0.265,0.543,6.17
search-worker-271,3,belief_planning,1,0,0.281,0.551,6.05
search-worker-271,4,belief_planning,1,0,0.293,0.559,5.93
search-worker-271,5,belief_planning,1,1,0.305,0.567,5.81
search-worker-272,1,control,1,0,0.165,0.39,3.08
search-worker-272,2,control,1,0,0.181,0.398,2.96
search-worker-272,3,control,1,1,0.197,0.406,2.84
search-worker-273,1,belief_info,1,1,0.214,0.521,4.89
search-worker-274,1,planning_prompt,1,0,0.216,0.465,5.17
search-worker-274,2,planning_prompt,1,0,0.232,0.473,5.05
search-worker-274,3,planning_prompt,1,0,0.248,0.481,4.93
search-worker-274,4,planning_prompt,1,1,0.264,0.489,4.81
search-worker-275,1,belief_planning,1,0,0.247,0.556,6.27
search-worker-275,2,belief_planning,1,1,0.263,0.565,6.15
search-worker-276,1,control,1,0,0.166,0.399,3.65
search-worker-276,2,control,1,0,0.182,0.407,3.53
search-worker-276,3,control,1,0,0.198,0.415,3.41
search-worker-276,4,control,1,0,0.214,0.423,3.29
search-worker-276,5,control,1,0,0.23,0.431,3.17
search-worker-276,6,control,1,1,0.242,0.439,3.05
search-worker-277,1,belief_info,1,0,0.216,0.53,5.47
search-worker-277,2,belief_info,1,0,0.232,0.538,5.35
search-worker-277,3,belief_info,1,1,0.248,0.546,5.23
search-worker-278,1,planning_prompt,1,1,0.218,0.474,5.74
search-worker-279,1,belief_planning,1,0,0.249,0.566,6.85
search-worker-279,2,belief_planning,1,0,0.265,0.574,6.73
search-worker-279,3,belief_planning,1,0,0.281,0.582,6.61
search-worker-279,4,belief_planning,1,0,0.297,0.59,6.49
search-worker-279,5,belief_planning,1,1,0.313,0.598,6.37
search-worker-280,1,control,1,0,0.126,0.24,1.98
search-worker-280,2,control,1,0,0.142,0.248,1.86
search-worker-280,3,control,1,1,0.158,0.257,1.74
search-worker-281,1,belief_info,1,1,0.175,0.371,3.8
search-worker-282,1,planning_prompt,1,0,0.177,0.315,4.07
search-worker-282,2,planning_prompt,1,0,0.193,0.323,3.95
search-worker-282,3,planning_prompt,1,0,0.209,0.331,3.83
