worker_id,arm,treated,information_content,planning_support,salience_boost,baseline_belief,post_belief,baseline_applications,applications_week1,search_plan_score,search_cost_index,prior_duration_weeks,exit_by_week4,observed_duration_weeks,censored_at_week8
search-worker-237,belief_info,1,1.0,0.2,0.35,0.402,0.532,3.8,5.82,54.73,0.355,7,1,2,0
search-worker-238,planning_prompt,1,0.25,1.0,0.45,0.402,0.476,3.8,6.09,59.9,0.355,7,0,6,0
search-worker-239,belief_planning,1,1.0,1.0,0.65,0.402,0.567,3.8,7.19,66.32,0.355,7,1,4,0
search-worker-240,control,0,0.0,0.0,0.0,0.24,0.23,2.0,1.73,40.05,0.39,2,1,2,0
search-worker-241,belief_info,1,1.0,0.2,0.35,0.24,0.361,2.0,3.54,51.55,0.39,2,0,5,0
search-worker-242,planning_prompt,1,0.25,1.0,0.45,0.24,0.305,2.0,3.82,56.72,0.39,2,1,3,0
search-worker-243,belief_planning,1,1.0,1.0,0.65,0.24,0.397,2.0,4.92,63.15,0.39,2,1,1,0
search-worker-244,control,0,0.0,0.0,0.0,0.258,0.251,2.45,2.3,40.48,0.425,3,0,5,0
search-worker-245,belief_info,1,1.0,0.2,0.35,0.258,0.382,2.45,4.12,51.98,0.425,3,1,3,0
search-worker-246,planning_prompt,1,0.25,1.0,0.45,0.258,0.326,2.45,4.39,57.15,0.425,3,1,1,0
search-worker-247,belief_planning,1,1.0,1.0,0.65,0.258,0.418,2.45,5.5,63.57,0.425,3,1,4,0
search-worker-248,control,0,0.0,0.0,0.0,0.276,0.272,2.9,2.88,40.9,0.46,4,1,2,0
search-worker-249,belief_info,1,1.0,0.2,0.35,0.276,0.403,2.9,4.7,52.4,0.46,4,0,6,0
search-worker-250,planning_prompt,1,0.25,1.0,0.45,0.276,0.347,2.9,4.97,57.58,0.46,4,1,3,0
search-worker-251,belief_planning,1,1.0,1.0,0.65,0.276,0.439,2.9,6.07,64.0,0.46,4,1,1,0
search-worker-252,control,0,0.0,0.0,0.0,0.294,0.282,3.35,3.45,41.32,0.495,5,0,5,0
search-worker-253,belief_info,1,1.0,0.2,0.35,0.294,0.412,3.35,5.27,52.82,0.495,5,1,3,0
search-worker-254,planning_prompt,1,0.25,1.0,0.45,0.294,0.357,3.35,5.54,58.0,0.495,5,1,1,0
search-worker-255,belief_planning,1,1.0,1.0,0.65,0.294,0.448,3.35,6.65,64.42,0.495,5,1,4,0
search-worker-256,control,0,0.0,0.0,0.0,0.312,0.31,3.8,3.62,43.15,0.25,6,1,2,0
search-worker-257,belief_info,1,1.0,0.2,0.35,0.312,0.441,3.8,5.44,54.65,0.25,6,0,6,0
search-worker-258,planning_prompt,1,0.25,1.0,0.45,0.312,0.385,3.8,5.71,59.82,0.25,6,1,4,0
search-worker-259,belief_planning,1,1.0,1.0,0.65,0.312,0.476,3.8,6.82,66.25,0.25,6,1,1,0
search-worker-260,control,0,0.0,0.0,0.0,0.33,0.331,2.0,1.95,43.58,0.285,7,0,5,0
search-worker-261,belief_info,1,1.0,0.2,0.35,0.33,0.462,2.0,3.77,55.08,0.285,7,1,3,0
search-worker-262,planning_prompt,1,0.25,1.0,0.45,0.33,0.406,2.0,4.04,60.25,0.285,7,1,1,0
search-worker-263,belief_planning,1,1.0,1.0,0.65,0.33,0.497,2.0,5.14,66.67,0.285,7,0,5,0
search-worker-264,control,0,0.0,0.0,0.0,0.348,0.34,2.45,2.53,40.4,0.32,2,1,2,0
search-worker-265,belief_info,1,1.0,0.2,0.35,0.348,0.471,2.45,4.34,51.9,0.32,2,0,6,0
search-worker-266,planning_prompt,1,0.25,1.0,0.45,0.348,0.415,2.45,4.62,57.07,0.32,2,1,4,0
search-worker-267,belief_planning,1,1.0,1.0,0.65,0.348,0.506,2.45,5.72,63.5,0.32,2,1,2,0
search-worker-268,control,0,0.0,0.0,0.0,0.366,0.361,2.9,3.1,40.83,0.355,3,0,5,0
search-worker-269,belief_info,1,1.0,0.2,0.35,0.366,0.492,2.9,4.92,52.33,0.355,3,1,3,0
search-worker-270,planning_prompt,1,0.25,1.0,0.45,0.366,0.436,2.9,5.19,57.5,0.355,3,1,1,0
search-worker-271,belief_planning,1,1.0,1.0,0.65,0.366,0.527,2.9,6.29,63.92,0.355,3,0,5,0
search-worker-272,control,0,0.0,0.0,0.0,0.384,0.382,3.35,3.08,41.25,0.39,4,1,3,0
search-worker-273,belief_info,1,1.0,0.2,0.35,0.384,0.513,3.35,4.89,52.75,0.39,4,1,1,0
search-worker-274,planning_prompt,1,0.25,1.0,0.45,0.384,0.457,3.35,5.17,57.92,0.39,4,1,4,0
search-worker-275,belief_planning,1,1.0,1.0,0.65,0.384,0.548,3.35,6.27,64.35,0.39,4,1,2,0
search-worker-276,control,0,0.0,0.0,0.0,0.402,0.391,3.8,3.65,41.67,0.425,5,0,6,0
search-worker-277,belief_info,1,1.0,0.2,0.35,0.402,0.522,3.8,5.47,53.17,0.425,5,1,3,0
search-worker-278,planning_prompt,1,0.25,1.0,0.45,0.402,0.466,3.8,5.74,58.35,0.425,5,1,1,0
search-worker-279,belief_planning,1,1.0,1.0,0.65,0.402,0.558,3.8,6.85,64.77,0.425,5,0,5,0
search-worker-280,control,0,0.0,0.0,0.0,0.24,0.232,2.0,1.98,42.1,0.46,6,1,3,0
search-worker-281,belief_info,1,1.0,0.2,0.35,0.24,0.363,2.0,3.8,53.6,0.46,6,1,1,0
search-worker-282,planning_prompt,1,0.25,1.0,0.45,0.24,0.307,2.0,4.07,58.77,0.46,6,1,4,0
search-worker-283,belief_planning,1,1.0,1.0,0.65,0.24,0.399,2.0,5.17,65.2,0.46,6,1,2,0
search-worker-284,control,0,0.0,0.0,0.0,0.258,0.254,2.45,2.55,42.52,0.495,7,0,6,0
search-worker-285,belief_info,1,1.0,0.2,0.35,0.258,0.384,2.45,4.37,54.02,0.495,7,1,4,0
search-worker-286,planning_prompt,1,0.25,1.0,0.45,0.258,0.329,2.45,4.64,59.2,0.495,7,1,2,0
search-worker-287,belief_planning,1,1.0,1.0,0.65,0.258,0.42,2.45,5.75,65.62,0.495,7,0,5,0
search-worker-288,control,0,0.0,0.0,0.0,0.276,0.27,2.9,2.73,40.75,0.25,2,1,3,0
search-worker-289,belief_info,1,1.0,0.2,0.35,0.276,0.4,2.9,4.54,52.25,0.25,2,1,1,0
search-worker-290,planning_prompt,1,0.25,1.0,0.45,0.276,0.345,2.9,4.81,57.42,0.25,2,0,5,0
search-worker-291,belief_planning,1,1.0,1.0,0.65,0.276,0.436,2.9,5.92,63.85,0.25,2,1,2,0
search-worker-292,control,0,0.0,0.0,0.0,0.294,0.291,3.35,3.3,41.18,0.285,3,0,6,0
search-worker-293,belief_info,1,1.0,0.2,0.35,0.294,0.422,3.35,5.12,52.68,0.285,3,1,4,0
search-worker-294,planning_prompt,1,0.25,1.0,0.45,0.294,0.366,3.35,5.39,57.85,0.285,3,1,2,0
search-worker-295,belief_planning,1,1.0,1.0,0.65,0.294,0.457,3.35,6.49,64.27,0.285,3,0,5,0
search-worker-296,control,0,0.0,0.0,0.0,0.312,0.312,3.8,3.88,41.6,0.32,4,1,3,0
search-worker-297,belief_info,1,1.0,0.2,0.35,0.312,0.443,3.8,5.69,53.1,0.32,4,1,1,0
search-worker-298,planning_prompt,1,0.25,1.0,0.45,0.312,0.387,3.8,5.97,58.27,0.32,4,0,5,0
search-worker-299,belief_planning,1,1.0,1.0,0.65,0.312,0.478,3.8,7.07,64.7,0.32,4,1,3,0
search-worker-300,control,0,0.0,0.0,0.0,0.33,0.321,2.0,2.2,42.02,0.355,5,0,6,0
search-worker-301,belief_info,1,1.0,0.2,0.35,0.33,0.452,2.0,4.02,53.52,0.355,5,1,4,0
search-worker-302,planning_prompt,1,0.25,1.0,0.45,0.33,0.396,2.0,4.29,58.7,0.355,5,1,2,0
search-worker-303,belief_planning,1,1.0,1.0,0.65,0.33,0.487,2.0,5.39,65.12,0.355,5,0,6,0
search-worker-304,control,0,0.0,0.0,0.0,0.348,0.342,2.45,2.18,42.45,0.39,6,1,4,0
search-worker-305,belief_info,1,1.0,0.2,0.35,0.348,0.473,2.45,3.99,53.95,0.39,6,1,1,0
search-worker-306,planning_prompt,1,0.25,1.0,0.45,0.348,0.417,2.45,4.27,59.12,0.39,6,0,5,0
search-worker-307,belief_planning,1,1.0,1.0,0.65,0.348,0.508,2.45,5.37,65.55,0.39,6,1,3,0
search-worker-308,control,0,0.0,0.0,0.0,0.366,0.363,2.9,2.75,42.88,0.425,7,1,1,0
search-worker-309,belief_info,1,1.0,0.2,0.35,0.366,0.494,2.9,4.57,54.38,0.425,7,1,4,0
search-worker-310,planning_prompt,1,0.25,1.0,0.45,0.366,0.438,2.9,4.84,59.55,0.425,7,1,2,0
search-worker-311,belief_planning,1,1.0,1.0,0.65,0.366,0.53,2.9,5.95,65.97,0.425,7,0,6,0
search-worker-312,control,0,0.0,0.0,0.0,0.384,0.372,3.35,3.33,39.7,0.46,2,1,4,0
search-worker-313,belief_info,1,1.0,0.2,0.35,0.384,0.503,3.35,5.15,51.2,0.46,2,1,2,0
search-worker-314,planning_prompt,1,0.25,1.0,0.45,0.384,0.447,3.35,5.42,56.38,0.46,2,0,5,0
search-worker-315,belief_planning,1,1.0,1.0,0.65,0.384,0.539,3.35,6.52,62.8,0.46,2,1,3,0
search-worker-316,control,0,0.0,0.0,0.0,0.402,0.394,3.8,3.9,40.12,0.495,3,1,1,0
search-worker-317,belief_info,1,1.0,0.2,0.35,0.402,0.524,3.8,5.72,51.62,0.495,3,0,5,0
search-worker-318,planning_prompt,1,0.25,1.0,0.45,0.402,0.469,3.8,5.99,56.8,0.495,3,1,2,0
search-worker-319,belief_planning,1,1.0,1.0,0.65,0.402,0.56,3.8,7.1,63.22,0.495,3,1,1,0
search-worker-320,control,0,0.0,0.0,0.0,0.24,0.242,2.0,1.82,41.95,0.25,4,1,4,0
search-worker-321,belief_info,1,1.0,0.2,0.35,0.24,0.372,2.0,3.64,53.45,0.25,4,1,2,0
search-worker-322,planning_prompt,1,0.25,1.0,0.45,0.24,0.317,2.0,3.92,58.62,0.25,4,0,6,0
search-worker-323,belief_planning,1,1.0,1.0,0.65,0.24,0.408,2.0,5.02,65.05,0.25,4,1,3,0
search-worker-324,control,0,0.0,0.0,0.0,0.258,0.251,2.45,2.4,42.38,0.285,5,1,1,0
search-worker-325,belief_info,1,1.0,0.2,0.35,0.258,0.382,2.45,4.22,53.88,0.285,5,0,5,0
search-worker-326,planning_prompt,1,0.25,1.0,0.45,0.258,0.326,2.45,4.49,59.05,0.285,5,1,3,0
search-worker-327,belief_planning,1,1.0,1.0,0.65,0.258,0.417,2.45,5.59,65.47,0.285,5,1,1,0
search-worker-328,control,0,0.0,0.0,0.0,0.276,0.272,2.9,2.98,42.8,0.32,6,1,4,0
search-worker-329,belief_info,1,1.0,0.2,0.35,0.276,0.403,2.9,4.79,54.3,0.32,6,1,2,0
search-worker-330,planning_prompt,1,0.25,1.0,0.45,0.276,0.347,2.9,5.07,59.47,0.32,6,0,6,0
search-worker-331,belief_planning,1,1.0,1.0,0.65,0.276,0.438,2.9,6.17,65.9,0.32,6,1,4,0
search-worker-332,control,0,0.0,0.0,0.0,0.294,0.293,3.35,3.55,43.23,0.355,7,1,1,0
search-worker-333,belief_info,1,1.0,0.2,0.35,0.294,0.424,3.35,5.37,54.73,0.355,7,0,5,0
search-worker-334,planning_prompt,1,0.25,1.0,0.45,0.294,0.368,3.35,5.64,59.9,0.355,7,1,3,0
search-worker-335,belief_planning,1,1.0,1.0,0.65,0.294,0.459,3.35,6.74,66.32,0.355,7,1,1,0
search-worker-336,control,0,0.0,0.0,0.0,0.312,0.302,3.8,3.53,40.05,0.39,2,1,4,0
search-worker-337,belief_info,1,1.0,0.2,0.35,0.312,0.433,3.8,5.34,51.55,0.39,2,1,2,0
search-worker-338,planning_prompt,1,0.25,1.0,0.45,0.312,0.377,3.8,5.62,56.72,0.39,2,0,6,0
search-worker-339,belief_planning,1,1.0,1.0,0.65,0.312,0.468,3.8,6.72,63.15,0.39,2,1,4,0
search-worker-340,control,0,0.0,0.0,0.0,0.33,0.323,2.0,1.85,40.48,0.425,3,1,2,0
search-worker-341,belief_info,1,1.0,0.2,0.35,0.33,0.454,2.0,3.67,51.98,0.425,3,0,5,0
search-worker-342,planning_prompt,1,0.25,1.0,0.45,0.33,0.398,2.0,3.94,57.15,0.425,3,1,3,0
search-worker-343,belief_planning,1,1.0,1.0,0.65,0.33,0.49,2.0,5.05,63.57,0.425,3,1,1,0
search-worker-344,control,0,0.0,0.0,0.0,0.348,0.344,2.45,2.43,40.9,0.46,4,0,5,0
search-worker-345,belief_info,1,1.0,0.2,0.35,0.348,0.475,2.45,4.25,52.4,0.46,4,1,3,0
search-worker-346,planning_prompt,1,0.25,1.0,0.45,0.348,0.419,2.45,4.52,57.58,0.46,4,1,1,0
search-worker-347,belief_planning,1,1.0,1.0,0.65,0.348,0.511,2.45,5.62,64.0,0.46,4,1,4,0
search-worker-348,control,0,0.0,0.0,0.0,0.366,0.354,2.9,3.0,41.32,0.495,5,1,2,0
search-worker-349,belief_info,1,1.0,0.2,0.35,0.366,0.484,2.9,4.82,52.82,0.495,5,0,6,0
search-worker-350,planning_prompt,1,0.25,1.0,0.45,0.366,0.429,2.9,5.09,58.0,0.495,5,1,3,0
search-worker-351,belief_planning,1,1.0,1.0,0.65,0.366,0.52,2.9,6.2,64.42,0.495,5,1,1,0
search-worker-352,control,0,0.0,0.0,0.0,0.384,0.382,3.35,3.18,43.15,0.25,6,0,5,0
search-worker-353,belief_info,1,1.0,0.2,0.35,0.384,0.513,3.35,4.99,54.65,0.25,6,1,3,0
search-worker-354,planning_prompt,1,0.25,1.0,0.45,0.384,0.457,3.35,5.26,59.82,0.25,6,1,1,0
search-worker-355,belief_planning,1,1.0,1.0,0.65,0.384,0.548,3.35,6.37,66.25,0.25,6,1,4,0
search-worker-356,control,0,0.0,0.0,0.0,0.402,0.403,3.8,3.75,43.58,0.285,7,1,2,0
search-worker-357,belief_info,1,1.0,0.2,0.35,0.402,0.534,3.8,5.57,55.08,0.285,7,0,6,0
search-worker-358,planning_prompt,1,0.25,1.0,0.45,0.402,0.478,3.8,5.84,60.25,0.285,7,1,4,0
search-worker-359,belief_planning,1,1.0,1.0,0.65,0.402,0.569,3.8,6.94,66.67,0.285,7,1,1,0
search-worker-360,control,0,0.0,0.0,0.0,0.24,0.232,2.0,2.08,40.4,0.32,2,0,5,0
search-worker-361,belief_info,1,1.0,0.2,0.35,0.24,0.363,2.0,3.89,51.9,0.32,2,1,3,0
search-worker-362,planning_prompt,1,0.25,1.0,0.45,0.24,0.307,2.0,4.17,57.07,0.32,2,1,1,0
search-worker-363,belief_planning,1,1.0,1.0,0.65,0.24,0.398,2.0,5.27,63.5,0.32,2,0,5,0
search-worker-364,control,0,0.0,0.0,0.0,0.258,0.253,2.45,2.65,40.83,0.355,3,1,2,0
search-worker-365,belief_info,1,1.0,0.2,0.35,0.258,0.384,2.45,4.47,52.33,0.355,3,0,6,0
search-worker-366,planning_prompt,1,0.25,1.0,0.45,0.258,0.328,2.45,4.74,57.5,0.355,3,1,4,0
search-worker-367,belief_planning,1,1.0,1.0,0.65,0.258,0.419,2.45,5.84,63.92,0.355,3,1,2,0
search-worker-368,control,0,0.0,0.0,0.0,0.276,0.274,2.9,2.63,41.25,0.39,4,0,5,0
search-worker-369,belief_info,1,1.0,0.2,0.35,0.276,0.405,2.9,4.44,52.75,0.39,4,1,3,0
search-worker-370,planning_prompt,1,0.25,1.0,0.45,0.276,0.349,2.9,4.72,57.92,0.39,4,1,1,0
search-worker-371,belief_planning,1,1.0,1.0,0.65,0.276,0.44,2.9,5.82,64.35,0.39,4,0,5,0
search-worker-372,control,0,0.0,0.0,0.0,0.294,0.283,3.35,3.2,41.67,0.425,5,1,3,0
search-worker-373,belief_info,1,1.0,0.2,0.35,0.294,0.414,3.35,5.02,53.17,0.425,5,1,1,0
search-worker-374,planning_prompt,1,0.25,1.0,0.45,0.294,0.358,3.35,5.29,58.35,0.425,5,1,4,0
search-worker-375,belief_planning,1,1.0,1.0,0.65,0.294,0.45,3.35,6.4,64.77,0.425,5,1,2,0
search-worker-376,control,0,0.0,0.0,0.0,0.312,0.304,3.8,3.78,42.1,0.46,6,0,6,0
search-worker-377,belief_info,1,1.0,0.2,0.35,0.312,0.435,3.8,5.6,53.6,0.46,6,1,3,0
search-worker-378,planning_prompt,1,0.25,1.0,0.45,0.312,0.38,3.8,5.87,58.77,0.46,6,1,1,0
search-worker-379,belief_planning,1,1.0,1.0,0.65,0.312,0.471,3.8,6.97,65.2,0.46,6,0,5,0
search-worker-380,control,0,0.0,0.0,0.0,0.33,0.326,2.0,2.1,42.52,0.495,7,1,3,0
search-worker-381,belief_info,1,1.0,0.2,0.35,0.33,0.456,2.0,3.92,54.02,0.495,7,1,1,0
search-worker-382,planning_prompt,1,0.25,1.0,0.45,0.33,0.401,2.0,4.19,59.2,0.495,7,1,4,0
search-worker-383,belief_planning,1,1.0,1.0,0.65,0.33,0.492,2.0,5.3,65.62,0.495,7,1,2,0
search-worker-384,control,0,0.0,0.0,0.0,0.348,0.342,2.45,2.28,40.75,0.25,2,0,6,0
search-worker-385,belief_info,1,1.0,0.2,0.35,0.348,0.472,2.45,4.09,52.25,0.25,2,1,4,0
search-worker-386,planning_prompt,1,0.25,1.0,0.45,0.348,0.417,2.45,4.37,57.42,0.25,2,1,2,0
search-worker-387,belief_planning,1,1.0,1.0,0.65,0.348,0.508,2.45,5.47,63.85,0.25,2,0,5,0
search-worker-388,control,0,0.0,0.0,0.0,0.366,0.363,2.9,2.85,41.18,0.285,3,1,3,0
search-worker-389,belief_info,1,1.0,0.2,0.35,0.366,0.494,2.9,4.67,52.68,0.285,3,1,1,0
search-worker-390,planning_prompt,1,0.25,1.0,0.45,0.366,0.438,2.9,4.94,57.85,0.285,3,0,5,0
search-worker-391,belief_planning,1,1.0,1.0,0.65,0.366,0.529,2.9,6.04,64.27,0.285,3,1,2,0
search-worker-392,control,0,0.0,0.0,0.0,0.384,0.384,3.35,3.43,41.6,0.32,4,0,6,0
search-worker-393,belief_info,1,1.0,0.2,0.35,0.384,0.515,3.35,5.24,53.1,0.32,4,1,4,0
search-worker-394,planning_prompt,1,0.25,1.0,0.45,0.384,0.459,3.35,5.52,58.27,0.32,4,1,2,0
search-worker-395,belief_planning,1,1.0,1.0,0.65,0.384,0.55,3.35,6.62,64.7,0.32,4,0,5,0
search-worker-396,control,0,0.0,0.0,0.0,0.402,0.393,3.8,4.0,42.02,0.355,5,1,3,0
search-worker-397,belief_info,1,1.0,0.2,0.35,0.402,0.524,3.8,5.82,53.52,0.355,5,1,1,0
search-worker-398,planning_prompt,1,0.25,1.0,0.45,0.402,0.468,3.8,6.09,58.7,0.355,5,0,5,0
search-worker-399,belief_planning,1,1.0,1.0,0.65,0.402,0.559,3.8,7.19,65.12,0.355,5,1,3,0
search-worker-400,control,0,0.0,0.0,0.0,0.24,0.234,2.0,1.73,42.45,0.39,6,0,6,0
search-worker-401,belief_info,1,1.0,0.2,0.35,0.24,0.365,2.0,3.54,53.95,0.39,6,1,4,0
search-worker-402,planning_prompt,1,0.25,1.0,0.45,0.24,0.309,2.0,3.82,59.12,0.39,6,1,2,0
search-worker-403,belief_planning,1,1.0,1.0,0.65,0.24,0.401,2.0,4.92,65.55,0.39,6,0,6,0
search-worker-404,control,0,0.0,0.0,0.0,0.258,0.255,2.45,2.3,42.88,0.425,7,1,4,0
search-worker-405,belief_info,1,1.0,0.2,0.35,0.258,0.386,2.45,4.12,54.38,0.425,7,1,1,0
search-worker-406,planning_prompt,1,0.25,1.0,0.45,0.258,0.33,2.45,4.39,59.55,0.425,7,0,5,0
search-worker-407,belief_planning,1,1.0,1.0,0.65,0.258,0.422,2.45,5.5,65.97,0.425,7,1,3,0
search-worker-408,control,0,0.0,0.0,0.0,0.276,0.264,2.9,2.88,39.7,0.46,2,1,1,0
search-worker-409,belief_info,1,1.0,0.2,0.35,0.276,0.395,2.9,4.7,51.2,0.46,2,1,4,0
search-worker-410,planning_prompt,1,0.25,1.0,0.45,0.276,0.339,2.9,4.97,56.38,0.46,2,1,2,0
search-worker-411,belief_planning,1,1.0,1.0,0.65,0.276,0.431,2.9,6.07,62.8,0.46,2,0,6,0
search-worker-412,control,0,0.0,0.0,0.0,0.294,0.286,3.35,3.45,40.12,0.495,3,1,4,0
search-worker-413,belief_info,1,1.0,0.2,0.35,0.294,0.416,3.35,5.27,51.62,0.495,3,1,2,0
search-worker-414,planning_prompt,1,0.25,1.0,0.45,0.294,0.361,3.35,5.54,56.8,0.495,3,0,5,0
search-worker-415,belief_planning,1,1.0,1.0,0.65,0.294,0.452,3.35,6.65,63.22,0.495,3,1,3,0
search-worker-416,control,0,0.0,0.0,0.0,0.312,0.314,3.8,3.62,41.95,0.25,4,1,1,0
search-worker-417,belief_info,1,1.0,0.2,0.35,0.312,0.445,3.8,5.44,53.45,0.25,4,0,5,0
search-worker-418,planning_prompt,1,0.25,1.0,0.45,0.312,0.389,3.8,5.71,58.62,0.25,4,1,2,0
search-worker-419,belief_planning,1,1.0,1.0,0.65,0.312,0.48,3.8,6.82,65.05,0.25,4,1,1,0
search-worker-420,control,0,0.0,0.0,0.0,0.33,0.323,2.0,1.95,42.38,0.285,5,1,4,0
search-worker-421,belief_info,1,1.0,0.2,0.35,0.33,0.454,2.0,3.77,53.88,0.285,5,1,2,0
search-worker-422,planning_prompt,1,0.25,1.0,0.45,0.33,0.398,2.0,4.04,59.05,0.285,5,0,6,0
search-worker-423,belief_planning,1,1.0,1.0,0.65,0.33,0.489,2.0,5.14,65.47,0.285,5,1,3,0
search-worker-424,control,0,0.0,0.0,0.0,0.348,0.344,2.45,2.53,42.8,0.32,6,1,1,0
search-worker-425,belief_info,1,1.0,0.2,0.35,0.348,0.475,2.45,4.34,54.3,0.32,6,0,5,0
search-worker-426,planning_prompt,1,0.25,1.0,0.45,0.348,0.419,2.45,4.62,59.47,0.32,6,1,3,0
search-worker-427,belief_planning,1,1.0,1.0,0.65,0.348,0.51,2.45,5.72,65.9,0.32,6,1,1,0
search-worker-428,control,0,0.0,0.0,0.0,0.366,0.365,2.9,3.1,43.23,0.355,7,1,4,0
search-worker-429,belief_info,1,1.0,0.2,0.35,0.366,0.496,2.9,4.92,54.73,0.355,7,1,2,0
search-worker-430,planning_prompt,1,0.25,1.0,0.45,0.366,0.44,2.9,5.19,59.9,0.355,7,0,6,0
search-worker-431,belief_planning,1,1.0,1.0,0.65,0.366,0.531,2.9,6.29,66.32,0.355,7,1,4,0
search-worker-432,control,0,0.0,0.0,0.0,0.384,0.374,3.35,3.08,40.05,0.39,2,1,1,0
search-worker-433,belief_info,1,1.0,0.2,0.35,0.384,0.505,3.35,4.89,51.55,0.39,2,0,5,0
search-worker-434,planning_prompt,1,0.25,1.0,0.45,0.384,0.449,3.35,5.17,56.72,0.39,2,1,3,0
search-worker-435,belief_planning,1,1.0,1.0,0.65,0.384,0.54,3.35,6.27,63.15,0.39,2,1,1,0
search-worker-436,control,0,0.0,0.0,0.0,0.402,0.395,3.8,3.65,40.48,0.425,3,1,4,0
search-worker-437,belief_info,1,1.0,0.2,0.35,0.402,0.526,3.8,5.47,51.98,0.425,3,1,2,0
search-worker-438,planning_prompt,1,0.25,1.0,0.45,0.402,0.47,3.8,5.74,57.15,0.425,3,0,6,0
search-worker-439,belief_planning,1,1.0,1.0,0.65,0.402,0.562,3.8,6.85,63.57,0.425,3,1,4,0
search-worker-440,control,0,0.0,0.0,0.0,0.24,0.236,2.0,1.98,40.9,0.46,4,1,2,0
search-worker-441,belief_info,1,1.0,0.2,0.35,0.24,0.367,2.0,3.8,52.4,0.46,4,0,5,0
search-worker-442,planning_prompt,1,0.25,1.0,0.45,0.24,0.311,2.0,4.07,57.58,0.46,4,1,3,0
search-worker-443,belief_planning,1,1.0,1.0,0.65,0.24,0.403,2.0,5.17,64.0,0.46,4,1,1,0
search-worker-444,control,0,0.0,0.0,0.0,0.258,0.246,2.45,2.55,41.32,0.495,5,0,5,0
search-worker-445,belief_info,1,1.0,0.2,0.35,0.258,0.376,2.45,4.37,52.82,0.495,5,1,3,0
search-worker-446,planning_prompt,1,0.25,1.0,0.45,0.258,0.321,2.45,4.64,58.0,0.495,5,0,6,0
search-worker-447,belief_planning,1,1.0,1.0,0.65,0.258,0.412,2.45,5.75,64.42,0.495,5,1,4,0
search-worker-448,control,0,0.0,0.0,0.0,0.276,0.274,2.9,2.73,43.15,0.25,6,1,2,0
search-worker-449,belief_info,1,1.0,0.2,0.35,0.276,0.404,2.9,4.54,54.65,0.25,6,0,6,0
search-worker-450,planning_prompt,1,0.25,1.0,0.45,0.276,0.349,2.9,4.81,59.82,0.25,6,1,3,0
search-worker-451,belief_planning,1,1.0,1.0,0.65,0.276,0.44,2.9,5.92,66.25,0.25,6,1,1,0
search-worker-452,control,0,0.0,0.0,0.0,0.294,0.295,3.35,3.3,43.58,0.285,7,0,5,0
search-worker-453,belief_info,1,1.0,0.2,0.35,0.294,0.426,3.35,5.12,55.08,0.285,7,1,3,0
search-worker-454,planning_prompt,1,0.25,1.0,0.45,0.294,0.37,3.35,5.39,60.25,0.285,7,1,1,0
search-worker-455,belief_planning,1,1.0,1.0,0.65,0.294,0.461,3.35,6.49,66.67,0.285,7,1,4,0
search-worker-456,control,0,0.0,0.0,0.0,0.312,0.304,3.8,3.88,40.4,0.32,2,1,2,0
search-worker-457,belief_info,1,1.0,0.2,0.35,0.312,0.435,3.8,5.69,51.9,0.32,2,0,6,0
search-worker-458,planning_prompt,1,0.25,1.0,0.45,0.312,0.379,3.8,5.97,57.07,0.32,2,1,4,0
search-worker-459,belief_planning,1,1.0,1.0,0.65,0.312,0.47,3.8,7.07,63.5,0.32,2,1,1,0
search-worker-460,control,0,0.0,0.0,0.0,0.33,0.325,2.0,2.2,40.83,0.355,3,0,5,0
search-worker-461,belief_info,1,1.0,0.2,0.35,0.33,0.456,2.0,4.02,52.33,0.355,3,1,3,0
search-worker-462,planning_prompt,1,0.25,1.0,0.45,0.33,0.4,2.0,4.29,57.5,0.355,3,1,1,0
search-worker-463,belief_planning,1,1.0,1.0,0.65,0.33,0.491,2.0,5.39,63.92,0.355,3,0,5,0
search-worker-464,control,0,0.0,0.0,0.0,0.348,0.346,2.45,2.18,41.25,0.39,4,1,2,0
search-worker-465,belief_info,1,1.0,0.2,0.35,0.348,0.477,2.45,3.99,52.75,0.39,4,0,6,0
search-worker-466,planning_prompt,1,0.25,1.0,0.45,0.348,0.421,2.45,4.27,57.92,0.39,4,1,4,0
search-worker-467,belief_planning,1,1.0,1.0,0.65,0.348,0.512,2.45,5.37,64.35,0.39,4,1,2,0
search-worker-468,control,0,0.0,0.0,0.0,0.366,0.355,2.9,2.75,41.67,0.425,5,0,5,0
search-worker-469,belief_info,1,1.0,0.2,0.35,0.366,0.486,2.9,4.57,53.17,0.425,5,1,3,0
search-worker-470,planning_prompt,1,0.25,1.0,0.45,0.366,0.43,2.9,4.84,58.35,0.425,5,1,1,0
search-worker-471,belief_planning,1,1.0,1.0,0.65,0.366,0.522,2.9,5.95,64.77,0.425,5,0,5,0
search-worker-472,control,0,0.0,0.0,0.0,0.384,0.377,3.35,3.33,42.1,0.46,6,1,3,0
search-worker-473,belief_info,1,1.0,0.2,0.35,0.384,0.507,3.35,5.15,53.6,0.46,6,1,1,0
search-worker-474,planning_prompt,1,0.25,1.0,0.45,0.384,0.451,3.35,5.42,58.77,0.46,6,1,4,0
search-worker-475,belief_planning,1,1.0,1.0,0.65,0.384,0.543,3.35,6.52,65.2,0.46,6,1,2,0
