earner_id,observed_earnings,counterfactual_earnings_synthetic,tax_kink,lower_marginal_tax_rate,upper_marginal_tax_rate,synthetic_buncher
6714,35770.44,35708.21,50000.0,0.25,0.35,0
6715,38885.18,38906.65,50000.0,0.25,0.35,0
6716,34454.22,34477.97,50000.0,0.25,0.35,0
6717,44173.45,44323.34,50000.0,0.25,0.35,0
6718,66996.64,66585.6,50000.0,0.25,0.35,0
6719,42116.94,41960.75,50000.0,0.25,0.35,0
6720,70387.7,70361.05,50000.0,0.25,0.35,0
6721,46616.43,46535.68,50000.0,0.25,0.35,0
6722,63242.36,63274.4,50000.0,0.25,0.35,0
6723,67728.89,67986.82,50000.0,0.25,0.35,0
6724,49747.41,49845.39,50000.0,0.25,0.35,0
6725,65165.05,65163.33,50000.0,0.25,0.35,0
6726,49557.17,54210.97,50000.0,0.25,0.35,1
6727,42264.82,42178.87,50000.0,0.25,0.35,0
6728,71078.8,70970.39,50000.0,0.25,0.35,0
6729,34357.71,34119.71,50000.0,0.25,0.35,0
6730,39610.68,39593.89,50000.0,0.25,0.35,0
6731,34101.63,34318.74,50000.0,0.25,0.35,0
6732,44970.53,44918.12,50000.0,0.25,0.35,0
6733,85124.77,85209.26,50000.0,0.25,0.35,0
6734,70668.81,70812.77,50000.0,0.25,0.35,0
6735,50273.9,50129.23,50000.0,0.25,0.35,0
6736,44540.29,44589.54,50000.0,0.25,0.35,0
6737,45801.88,45757.44,50000.0,0.25,0.35,0
6738,39533.77,39502.16,50000.0,0.25,0.35,0
6739,67554.46,67612.72,50000.0,0.25,0.35,0
6740,69834.38,69729.16,50000.0,0.25,0.35,0
6741,30261.66,30643.09,50000.0,0.25,0.35,0
6742,73908.99,73773.09,50000.0,0.25,0.35,0
6743,40763.65,40418.66,50000.0,0.25,0.35,0
6744,61958.13,62167.54,50000.0,0.25,0.35,0
6745,48177.62,48292.48,50000.0,0.25,0.35,0
6746,67030.39,67095.06,50000.0,0.25,0.35,0
6747,48910.62,56683.04,50000.0,0.25,0.35,1
6748,76758.46,76460.19,50000.0,0.25,0.35,0
6749,41381.15,41521.8,50000.0,0.25,0.35,0
6750,62225.92,62304.88,50000.0,0.25,0.35,0
6751,46515.98,46767.46,50000.0,0.25,0.35,0
6752,36796.75,37020.9,50000.0,0.25,0.35,0
6753,90702.67,90676.47,50000.0,0.25,0.35,0
6754,40313.59,40258.6,50000.0,0.25,0.35,0
6755,59125.14,58737.24,50000.0,0.25,0.35,0
6756,49521.96,49284.84,50000.0,0.25,0.35,0
6757,49542.42,52369.15,50000.0,0.25,0.35,1
6758,46090.99,46001.19,50000.0,0.25,0.35,0
6759,82554.56,82730.97,50000.0,0.25,0.35,0
6760,25207.74,25086.8,50000.0,0.25,0.35,0
6761,29547.31,29774.1,50000.0,0.25,0.35,0
6762,61354.05,61341.76,50000.0,0.25,0.35,0
6763,49693.09,52707.2,50000.0,0.25,0.35,1
6764,77176.11,77350.47,50000.0,0.25,0.35,0
6765,50794.3,50772.42,50000.0,0.25,0.35,0
6766,65448.65,65389.67,50000.0,0.25,0.35,0
6767,49570.95,54869.09,50000.0,0.25,0.35,1
6768,88290.06,88233.46,50000.0,0.25,0.35,0
6769,41228.15,41209.57,50000.0,0.25,0.35,0
6770,68916.39,68956.38,50000.0,0.25,0.35,0
6771,44596.0,44534.38,50000.0,0.25,0.35,0
6772,52581.94,52459.37,50000.0,0.25,0.35,0
6773,69861.67,69680.39,50000.0,0.25,0.35,0
6774,53126.24,53056.77,50000.0,0.25,0.35,0
6775,49959.31,52036.29,50000.0,0.25,0.35,1
6776,38669.19,38815.56,50000.0,0.25,0.35,0
6777,37462.57,37802.58,50000.0,0.25,0.35,0
6778,46153.83,46259.07,50000.0,0.25,0.35,0
6779,49844.42,55467.36,50000.0,0.25,0.35,1
6780,43608.81,43398.54,50000.0,0.25,0.35,0
6781,44971.44,44902.75,50000.0,0.25,0.35,0
6782,49916.35,49904.42,50000.0,0.25,0.35,0
6783,68706.67,68730.01,50000.0,0.25,0.35,0
6784,56562.77,56403.93,50000.0,0.25,0.35,0
6785,54540.07,54728.22,50000.0,0.25,0.35,0
6786,95000.0,95000.0,50000.0,0.25,0.35,0
6787,65553.36,65136.58,50000.0,0.25,0.35,0
6788,53159.38,53125.07,50000.0,0.25,0.35,0
6789,78869.26,78977.83,50000.0,0.25,0.35,0
6790,45634.4,45724.9,50000.0,0.25,0.35,0
6791,41151.73,41137.98,50000.0,0.25,0.35,0
6792,49830.05,54204.08,50000.0,0.25,0.35,1
6793,49513.08,52047.34,50000.0,0.25,0.35,1
6794,40160.58,40334.42,50000.0,0.25,0.35,0
6795,47239.45,47217.38,50000.0,0.25,0.35,0
6796,52988.66,52839.96,50000.0,0.25,0.35,0
6797,73839.15,73904.05,50000.0,0.25,0.35,0
6798,94919.1,95000.0,50000.0,0.25,0.35,0
6799,31687.94,31850.82,50000.0,0.25,0.35,0
6800,52502.47,52380.47,50000.0,0.25,0.35,0
6801,42719.83,42789.17,50000.0,0.25,0.35,0
6802,26685.43,26796.9,50000.0,0.25,0.35,0
6803,57092.9,57137.03,50000.0,0.25,0.35,0
6804,67482.96,67526.77,50000.0,0.25,0.35,0
6805,65343.55,65229.61,50000.0,0.25,0.35,0
6806,49798.3,52541.47,50000.0,0.25,0.35,1
6807,95000.0,95000.0,50000.0,0.25,0.35,0
6808,44317.0,44131.99,50000.0,0.25,0.35,0
6809,45811.78,45766.54,50000.0,0.25,0.35,0
6810,40054.55,40121.64,50000.0,0.25,0.35,0
6811,49692.09,50911.86,50000.0,0.25,0.35,1
6812,49790.26,52387.15,50000.0,0.25,0.35,1
6813,38587.65,38640.58,50000.0,0.25,0.35,0
6814,62144.06,62251.91,50000.0,0.25,0.35,0
6815,59388.45,59495.23,50000.0,0.25,0.35,0
6816,35814.26,35871.64,50000.0,0.25,0.35,0
6817,40084.54,40062.01,50000.0,0.25,0.35,0
6818,37909.08,37788.65,50000.0,0.25,0.35,0
6819,40814.4,40739.24,50000.0,0.25,0.35,0
6820,39685.07,39677.19,50000.0,0.25,0.35,0
6821,40681.34,40746.77,50000.0,0.25,0.35,0
6822,43396.53,43230.99,50000.0,0.25,0.35,0
6823,58219.43,58058.09,50000.0,0.25,0.35,0
6824,61229.96,61157.33,50000.0,0.25,0.35,0
6825,32505.0,32277.05,50000.0,0.25,0.35,0
6826,31395.42,31282.69,50000.0,0.25,0.35,0
6827,49132.68,56077.8,50000.0,0.25,0.35,1
6828,33081.47,33167.51,50000.0,0.25,0.35,0
6829,39310.26,39499.5,50000.0,0.25,0.35,0
6830,33020.18,33153.77,50000.0,0.25,0.35,0
6831,34364.53,34391.09,50000.0,0.25,0.35,0
6832,61250.07,61266.43,50000.0,0.25,0.35,0
6833,44299.56,44530.97,50000.0,0.25,0.35,0
6834,36707.46,36707.54,50000.0,0.25,0.35,0
6835,44283.11,44274.94,50000.0,0.25,0.35,0
6836,31068.47,31233.39,50000.0,0.25,0.35,0
6837,29332.56,29773.75,50000.0,0.25,0.35,0
6838,94953.14,95000.0,50000.0,0.25,0.35,0
6839,66574.0,66764.48,50000.0,0.25,0.35,0
6840,25292.04,25300.33,50000.0,0.25,0.35,0
6841,44210.25,44012.38,50000.0,0.25,0.35,0
6842,63843.5,64032.25,50000.0,0.25,0.35,0
6843,76481.1,76440.32,50000.0,0.25,0.35,0
6844,42852.51,42807.98,50000.0,0.25,0.35,0
6845,47195.72,47237.23,50000.0,0.25,0.35,0
6846,77881.76,77729.44,50000.0,0.25,0.35,0
6847,33345.02,33106.5,50000.0,0.25,0.35,0
6848,41916.42,41831.24,50000.0,0.25,0.35,0
6849,74760.71,74911.09,50000.0,0.25,0.35,0
6850,49640.99,55250.45,50000.0,0.25,0.35,1
6851,80037.31,80216.76,50000.0,0.25,0.35,0
6852,95000.0,95000.0,50000.0,0.25,0.35,0
6853,49641.09,52031.82,50000.0,0.25,0.35,1
6854,53801.01,53494.69,50000.0,0.25,0.35,0
6855,47872.66,48107.22,50000.0,0.25,0.35,0
6856,87246.56,87529.15,50000.0,0.25,0.35,0
6857,58879.67,59012.42,50000.0,0.25,0.35,0
6858,55635.97,55963.2,50000.0,0.25,0.35,0
6859,61340.39,61402.81,50000.0,0.25,0.35,0
6860,45268.93,45214.11,50000.0,0.25,0.35,0
6861,45915.44,45884.04,50000.0,0.25,0.35,0
6862,27607.13,27481.51,50000.0,0.25,0.35,0
6863,57811.94,57985.83,50000.0,0.25,0.35,0
6864,49462.91,51042.74,50000.0,0.25,0.35,1
6865,62864.65,63111.16,50000.0,0.25,0.35,0
6866,36329.59,36343.65,50000.0,0.25,0.35,0
6867,35050.17,35180.87,50000.0,0.25,0.35,0
6868,48033.55,47639.35,50000.0,0.25,0.35,0
6869,74598.64,74786.38,50000.0,0.25,0.35,0
6870,36558.56,36788.13,50000.0,0.25,0.35,0
6871,49846.87,54183.08,50000.0,0.25,0.35,1
6872,39600.88,39568.87,50000.0,0.25,0.35,0
6873,48287.61,48260.28,50000.0,0.25,0.35,0
6874,54246.11,54385.22,50000.0,0.25,0.35,0
6875,49907.31,49978.36,50000.0,0.25,0.35,0
6876,41411.83,41581.59,50000.0,0.25,0.35,0
6877,81715.63,81932.42,50000.0,0.25,0.35,0
6878,58778.47,58768.45,50000.0,0.25,0.35,0
6879,62716.64,62756.1,50000.0,0.25,0.35,0
6880,43716.97,43553.68,50000.0,0.25,0.35,0
6881,41608.74,42055.63,50000.0,0.25,0.35,0
6882,88789.56,88969.31,50000.0,0.25,0.35,0
6883,49958.24,49766.34,50000.0,0.25,0.35,0
6884,41898.48,41818.69,50000.0,0.25,0.35,0
6885,41596.12,41582.42,50000.0,0.25,0.35,0
6886,44523.87,44754.64,50000.0,0.25,0.35,0
6887,62048.71,62353.87,50000.0,0.25,0.35,0
6888,36059.04,36077.0,50000.0,0.25,0.35,0
6889,49165.91,49197.92,50000.0,0.25,0.35,0
6890,38490.23,38466.31,50000.0,0.25,0.35,0
6891,35875.53,35596.62,50000.0,0.25,0.35,0
6892,48710.32,52840.86,50000.0,0.25,0.35,1
6893,58065.1,57851.85,50000.0,0.25,0.35,0
6894,56028.06,55762.27,50000.0,0.25,0.35,0
6895,62219.29,62290.94,50000.0,0.25,0.35,0
6896,74944.71,74892.45,50000.0,0.25,0.35,0
6897,61885.44,62015.7,50000.0,0.25,0.35,0
6898,58089.28,57874.07,50000.0,0.25,0.35,0
6899,31908.64,31764.55,50000.0,0.25,0.35,0
6900,43274.92,43216.15,50000.0,0.25,0.35,0
6901,41676.33,41593.92,50000.0,0.25,0.35,0
6902,49700.9,52091.07,50000.0,0.25,0.35,1
6903,54291.7,54488.92,50000.0,0.25,0.35,0
6904,40239.76,40362.85,50000.0,0.25,0.35,0
6905,54810.6,54625.1,50000.0,0.25,0.35,0
6906,31867.79,31944.51,50000.0,0.25,0.35,0
6907,60887.77,60908.68,50000.0,0.25,0.35,0
6908,48768.14,49056.21,50000.0,0.25,0.35,0
6909,71286.63,71195.12,50000.0,0.25,0.35,0
6910,48663.23,48655.89,50000.0,0.25,0.35,0
6911,63060.03,62912.57,50000.0,0.25,0.35,0
6912,82766.88,82666.38,50000.0,0.25,0.35,0
6913,48749.35,48723.97,50000.0,0.25,0.35,0
6914,43340.68,43380.42,50000.0,0.25,0.35,0
6915,36902.0,36761.47,50000.0,0.25,0.35,0
6916,48513.27,48569.54,50000.0,0.25,0.35,0
6917,43222.96,43080.33,50000.0,0.25,0.35,0
6918,56768.03,56847.51,50000.0,0.25,0.35,0
6919,49054.71,51645.65,50000.0,0.25,0.35,1
6920,89278.09,89157.4,50000.0,0.25,0.35,0
6921,57956.04,58141.16,50000.0,0.25,0.35,0
6922,75758.16,75740.1,50000.0,0.25,0.35,0
6923,72437.19,72684.76,50000.0,0.25,0.35,0
6924,40877.97,40963.11,50000.0,0.25,0.35,0
6925,58005.57,57741.07,50000.0,0.25,0.35,0
6926,30395.68,30240.33,50000.0,0.25,0.35,0
6927,50365.02,50529.88,50000.0,0.25,0.35,0
6928,46017.71,46030.26,50000.0,0.25,0.35,0
6929,49508.15,49645.97,50000.0,0.25,0.35,0
6930,46044.65,46354.3,50000.0,0.25,0.35,0
6931,68220.81,68343.27,50000.0,0.25,0.35,0
6932,50004.13,51638.88,50000.0,0.25,0.35,1
6933,43679.84,43848.04,50000.0,0.25,0.35,0
6934,38123.47,38262.95,50000.0,0.25,0.35,0
6935,21877.88,22042.93,50000.0,0.25,0.35,0
6936,39585.34,39829.82,50000.0,0.25,0.35,0
6937,51100.51,51102.63,50000.0,0.25,0.35,0
6938,49670.81,53794.07,50000.0,0.25,0.35,1
6939,69167.64,69165.43,50000.0,0.25,0.35,0
6940,63820.04,63953.4,50000.0,0.25,0.35,0
6941,64676.86,64508.64,50000.0,0.25,0.35,0
6942,42473.64,42303.19,50000.0,0.25,0.35,0
6943,58349.35,58286.21,50000.0,0.25,0.35,0
6944,42885.8,42786.13,50000.0,0.25,0.35,0
6945,43301.12,43184.97,50000.0,0.25,0.35,0
6946,35907.91,35968.19,50000.0,0.25,0.35,0
6947,39343.1,39389.49,50000.0,0.25,0.35,0
6948,42969.16,42934.14,50000.0,0.25,0.35,0
6949,49700.74,52567.38,50000.0,0.25,0.35,1
6950,42307.77,42460.19,50000.0,0.25,0.35,0
6951,62114.01,62233.96,50000.0,0.25,0.35,0
6952,32299.76,32717.69,50000.0,0.25,0.35,0
6953,49118.23,57038.18,50000.0,0.25,0.35,1
6954,49639.14,50853.06,50000.0,0.25,0.35,1
6955,34986.25,35000.16,50000.0,0.25,0.35,0
6956,47415.66,47252.44,50000.0,0.25,0.35,0
6957,47844.09,47805.58,50000.0,0.25,0.35,0
6958,27527.73,27493.02,50000.0,0.25,0.35,0
6959,45743.38,45821.3,50000.0,0.25,0.35,0
6960,45622.27,45822.96,50000.0,0.25,0.35,0
6961,54398.29,54397.35,50000.0,0.25,0.35,0
6962,64807.43,64917.68,50000.0,0.25,0.35,0
6963,49497.02,57675.42,50000.0,0.25,0.35,1
6964,64982.8,64769.49,50000.0,0.25,0.35,0
6965,49807.96,49947.34,50000.0,0.25,0.35,0
6966,43177.26,43079.99,50000.0,0.25,0.35,0
6967,63614.85,63819.16,50000.0,0.25,0.35,0
6968,49797.72,52750.98,50000.0,0.25,0.35,1
6969,34954.65,34517.93,50000.0,0.25,0.35,0
6970,45655.97,45730.99,50000.0,0.25,0.35,0
6971,37390.34,37551.01,50000.0,0.25,0.35,0
6972,46187.16,46289.33,50000.0,0.25,0.35,0
6973,47093.9,47333.99,50000.0,0.25,0.35,0
6974,44878.9,44979.02,50000.0,0.25,0.35,0
6975,42497.55,42305.1,50000.0,0.25,0.35,0
6976,66831.74,66891.68,50000.0,0.25,0.35,0
6977,52205.42,52240.51,50000.0,0.25,0.35,0
6978,33652.32,33782.18,50000.0,0.25,0.35,0
6979,41587.9,41777.43,50000.0,0.25,0.35,0
6980,44045.95,43983.2,50000.0,0.25,0.35,0
6981,59218.0,59170.5,50000.0,0.25,0.35,0
6982,47106.1,47244.14,50000.0,0.25,0.35,0
6983,43167.07,43144.38,50000.0,0.25,0.35,0
6984,85592.98,85554.21,50000.0,0.25,0.35,0
6985,38005.08,37751.47,50000.0,0.25,0.35,0
6986,85129.32,85325.71,50000.0,0.25,0.35,0
6987,35223.67,35039.69,50000.0,0.25,0.35,0
6988,49836.36,57376.77,50000.0,0.25,0.35,1
6989,41082.73,41361.5,50000.0,0.25,0.35,0
6990,45152.56,45227.22,50000.0,0.25,0.35,0
6991,64577.94,64415.71,50000.0,0.25,0.35,0
6992,47846.41,47949.69,50000.0,0.25,0.35,0
6993,43981.04,43988.97,50000.0,0.25,0.35,0
6994,35105.57,35106.79,50000.0,0.25,0.35,0
6995,26838.56,27014.29,50000.0,0.25,0.35,0
6996,52684.33,52550.49,50000.0,0.25,0.35,0
6997,37427.15,37471.18,50000.0,0.25,0.35,0
6998,39914.23,39931.72,50000.0,0.25,0.35,0
6999,36738.87,36684.17,50000.0,0.25,0.35,0
7000,49516.58,58067.48,50000.0,0.25,0.35,1
7001,54390.95,54029.13,50000.0,0.25,0.35,0
7002,67313.16,67054.97,50000.0,0.25,0.35,0
7003,95000.0,95000.0,50000.0,0.25,0.35,0
7004,57001.39,56919.25,50000.0,0.25,0.35,0
7005,53602.74,53657.95,50000.0,0.25,0.35,0
7006,75990.22,75965.74,50000.0,0.25,0.35,0
7007,45515.96,45574.94,50000.0,0.25,0.35,0
7008,69654.39,69461.66,50000.0,0.25,0.35,0
7009,36625.1,36620.61,50000.0,0.25,0.35,0
7010,38850.39,38599.83,50000.0,0.25,0.35,0
7011,42388.71,42318.88,50000.0,0.25,0.35,0
7012,59262.57,59084.51,50000.0,0.25,0.35,0
7013,66896.95,66977.11,50000.0,0.25,0.35,0
7014,43885.2,44028.58,50000.0,0.25,0.35,0
7015,36312.52,36561.91,50000.0,0.25,0.35,0
7016,87815.36,87496.69,50000.0,0.25,0.35,0
7017,63275.33,63191.03,50000.0,0.25,0.35,0
7018,43556.3,43550.88,50000.0,0.25,0.35,0
7019,52099.13,51958.39,50000.0,0.25,0.35,0
7020,53491.9,53482.95,50000.0,0.25,0.35,0
7021,53023.66,53260.95,50000.0,0.25,0.35,0
7022,61904.11,61735.92,50000.0,0.25,0.35,0
7023,47978.94,48028.85,50000.0,0.25,0.35,0
7024,49324.51,51944.68,50000.0,0.25,0.35,1
7025,39357.94,39424.92,50000.0,0.25,0.35,0
7026,41974.13,42061.38,50000.0,0.25,0.35,0
7027,82763.69,82668.53,50000.0,0.25,0.35,0
7028,49975.58,50411.24,50000.0,0.25,0.35,1
7029,27067.78,27111.46,50000.0,0.25,0.35,0
7030,55435.21,55407.25,50000.0,0.25,0.35,0
7031,33358.58,33258.25,50000.0,0.25,0.35,0
7032,61918.82,62156.77,50000.0,0.25,0.35,0
7033,73217.68,73001.36,50000.0,0.25,0.35,0
7034,46687.93,46789.32,50000.0,0.25,0.35,0
7035,35850.67,36459.0,50000.0,0.25,0.35,0
7036,56053.44,55957.04,50000.0,0.25,0.35,0
7037,41846.08,41916.17,50000.0,0.25,0.35,0
7038,38637.58,38879.33,50000.0,0.25,0.35,0
7039,43481.02,43589.44,50000.0,0.25,0.35,0
7040,34838.34,34656.39,50000.0,0.25,0.35,0
7041,90707.44,90477.16,50000.0,0.25,0.35,0
7042,44905.91,45075.32,50000.0,0.25,0.35,0
7043,67102.94,67267.1,50000.0,0.25,0.35,0
7044,79807.38,79889.15,50000.0,0.25,0.35,0
7045,57652.63,57733.35,50000.0,0.25,0.35,0
7046,49771.73,53633.43,50000.0,0.25,0.35,1
7047,56917.73,56832.48,50000.0,0.25,0.35,0
7048,65391.7,65422.41,50000.0,0.25,0.35,0
7049,24735.69,24626.44,50000.0,0.25,0.35,0
7050,33859.44,33958.53,50000.0,0.25,0.35,0
7051,42828.26,42563.21,50000.0,0.25,0.35,0
7052,56883.08,56791.4,50000.0,0.25,0.35,0
7053,62534.0,62254.38,50000.0,0.25,0.35,0
7054,62894.74,63099.87,50000.0,0.25,0.35,0
7055,59544.44,59672.77,50000.0,0.25,0.35,0
7056,30269.18,30458.56,50000.0,0.25,0.35,0
7057,77737.83,77873.7,50000.0,0.25,0.35,0
7058,44929.27,45001.07,50000.0,0.25,0.35,0
7059,46736.88,46784.01,50000.0,0.25,0.35,0
7060,68522.02,68496.46,50000.0,0.25,0.35,0
7061,66645.53,66344.2,50000.0,0.25,0.35,0
7062,38241.52,38178.17,50000.0,0.25,0.35,0
7063,68287.77,68167.47,50000.0,0.25,0.35,0
7064,56517.17,56763.92,50000.0,0.25,0.35,0
7065,55359.4,55397.52,50000.0,0.25,0.35,0
7066,38197.25,38301.31,50000.0,0.25,0.35,0
7067,53778.65,53665.98,50000.0,0.25,0.35,0
7068,37666.21,37748.13,50000.0,0.25,0.35,0
7069,62590.17,62665.64,50000.0,0.25,0.35,0
7070,37931.02,38194.99,50000.0,0.25,0.35,0
7071,63650.95,63599.6,50000.0,0.25,0.35,0
7072,63119.29,63031.5,50000.0,0.25,0.35,0
7073,45528.81,45716.18,50000.0,0.25,0.35,0
7074,33872.49,33906.7,50000.0,0.25,0.35,0
7075,66983.05,67051.42,50000.0,0.25,0.35,0
7076,71200.49,71075.09,50000.0,0.25,0.35,0
7077,30861.64,31039.43,50000.0,0.25,0.35,0
7078,38750.83,38621.33,50000.0,0.25,0.35,0
7079,62558.09,62831.1,50000.0,0.25,0.35,0
7080,40080.7,39865.38,50000.0,0.25,0.35,0
7081,89899.18,89523.69,50000.0,0.25,0.35,0
7082,33155.93,33194.54,50000.0,0.25,0.35,0
7083,49077.17,50385.02,50000.0,0.25,0.35,1
7084,29304.7,28765.47,50000.0,0.25,0.35,0
7085,76556.15,76331.78,50000.0,0.25,0.35,0
7086,49306.51,51899.9,50000.0,0.25,0.35,1
7087,62456.02,62617.4,50000.0,0.25,0.35,0
7088,30732.18,30605.04,50000.0,0.25,0.35,0
7089,37708.88,37632.05,50000.0,0.25,0.35,0
7090,38301.1,38160.04,50000.0,0.25,0.35,0
7091,49567.6,53447.18,50000.0,0.25,0.35,1
7092,62388.3,62582.34,50000.0,0.25,0.35,0
7093,44088.82,44005.84,50000.0,0.25,0.35,0
7094,41018.9,41287.27,50000.0,0.25,0.35,0
7095,41378.07,41495.98,50000.0,0.25,0.35,0
7096,80116.29,80244.49,50000.0,0.25,0.35,0
7097,78597.52,78577.32,50000.0,0.25,0.35,0
7098,36673.23,36722.13,50000.0,0.25,0.35,0
7099,49129.71,49058.86,50000.0,0.25,0.35,0
7100,30861.2,31007.11,50000.0,0.25,0.35,0
7101,43681.74,43425.45,50000.0,0.25,0.35,0
7102,45999.48,46091.04,50000.0,0.25,0.35,0
7103,70204.78,70241.33,50000.0,0.25,0.35,0
7104,44069.39,43854.38,50000.0,0.25,0.35,0
7105,60882.53,60787.78,50000.0,0.25,0.35,0
7106,56761.8,56900.68,50000.0,0.25,0.35,0
7107,33078.78,32860.65,50000.0,0.25,0.35,0
7108,49400.9,49507.48,50000.0,0.25,0.35,0
7109,62123.88,62095.41,50000.0,0.25,0.35,0
7110,28866.15,28729.71,50000.0,0.25,0.35,0
7111,37003.99,37034.98,50000.0,0.25,0.35,0
7112,49407.83,49564.16,50000.0,0.25,0.35,0
7113,42574.35,42568.83,50000.0,0.25,0.35,0
7114,74932.36,75027.22,50000.0,0.25,0.35,0
7115,49108.46,50237.61,50000.0,0.25,0.35,1
7116,49544.49,52877.66,50000.0,0.25,0.35,1
7117,77807.38,78167.61,50000.0,0.25,0.35,0
7118,45024.76,45083.29,50000.0,0.25,0.35,0
7119,68284.06,68149.89,50000.0,0.25,0.35,0
7120,45448.12,45449.59,50000.0,0.25,0.35,0
7121,70962.42,70938.6,50000.0,0.25,0.35,0
7122,40354.33,40370.96,50000.0,0.25,0.35,0
7123,40808.59,40506.86,50000.0,0.25,0.35,0
7124,49769.86,51033.47,50000.0,0.25,0.35,1
7125,52375.0,52321.3,50000.0,0.25,0.35,0
7126,60854.34,61022.23,50000.0,0.25,0.35,0
7127,53418.81,53040.75,50000.0,0.25,0.35,0
7128,55136.88,55141.27,50000.0,0.25,0.35,0
7129,49221.47,51226.72,50000.0,0.25,0.35,1
7130,89237.01,89485.85,50000.0,0.25,0.35,0
7131,61560.85,61341.97,50000.0,0.25,0.35,0
7132,58837.65,59126.53,50000.0,0.25,0.35,0
7133,66878.84,67021.19,50000.0,0.25,0.35,0
7134,49935.82,52742.63,50000.0,0.25,0.35,1
7135,73498.73,73602.99,50000.0,0.25,0.35,0
7136,48963.25,48929.8,50000.0,0.25,0.35,0
7137,69129.04,68844.75,50000.0,0.25,0.35,0
7138,80143.05,80292.47,50000.0,0.25,0.35,0
7139,68622.45,68730.92,50000.0,0.25,0.35,0
7140,34340.03,34634.47,50000.0,0.25,0.35,0
7141,48928.24,52995.05,50000.0,0.25,0.35,1
7142,40893.6,40730.19,50000.0,0.25,0.35,0
7143,65305.57,65253.19,50000.0,0.25,0.35,0
7144,42407.49,42732.42,50000.0,0.25,0.35,0
7145,46688.19,46994.91,50000.0,0.25,0.35,0
7146,49563.76,52133.1,50000.0,0.25,0.35,1
7147,41531.88,41610.94,50000.0,0.25,0.35,0
7148,49587.87,52061.32,50000.0,0.25,0.35,1
7149,60318.32,60216.93,50000.0,0.25,0.35,0
7150,46134.48,45909.73,50000.0,0.25,0.35,0
7151,67992.63,67998.86,50000.0,0.25,0.35,0
7152,49460.38,52582.33,50000.0,0.25,0.35,1
7153,76277.51,76403.89,50000.0,0.25,0.35,0
7154,49218.54,52144.49,50000.0,0.25,0.35,1
7155,49933.84,52710.11,50000.0,0.25,0.35,1
7156,42364.24,42659.54,50000.0,0.25,0.35,0
7157,45508.33,45559.76,50000.0,0.25,0.35,0
7158,63719.93,63725.58,50000.0,0.25,0.35,0
7159,64391.7,64497.93,50000.0,0.25,0.35,0
7160,41645.21,41670.35,50000.0,0.25,0.35,0
7161,60413.79,60434.13,50000.0,0.25,0.35,0
7162,73358.2,73405.73,50000.0,0.25,0.35,0
7163,48432.51,48384.49,50000.0,0.25,0.35,0
7164,57151.96,57076.7,50000.0,0.25,0.35,0
7165,58395.52,58640.03,50000.0,0.25,0.35,0
7166,38933.15,39127.61,50000.0,0.25,0.35,0
7167,68394.69,68413.02,50000.0,0.25,0.35,0
7168,44579.84,44726.73,50000.0,0.25,0.35,0
7169,63717.7,63926.98,50000.0,0.25,0.35,0
7170,47740.21,47877.6,50000.0,0.25,0.35,0
7171,49419.96,50198.35,50000.0,0.25,0.35,1
7172,68501.52,68551.73,50000.0,0.25,0.35,0
7173,49872.59,53688.12,50000.0,0.25,0.35,1
7174,34613.82,34779.32,50000.0,0.25,0.35,0
7175,43555.41,43718.64,50000.0,0.25,0.35,0
7176,37884.85,37859.51,50000.0,0.25,0.35,0
7177,71929.17,71977.86,50000.0,0.25,0.35,0
7178,63375.25,63187.56,50000.0,0.25,0.35,0
7179,27277.18,27074.45,50000.0,0.25,0.35,0
7180,35934.17,36132.19,50000.0,0.25,0.35,0
7181,33669.22,33591.88,50000.0,0.25,0.35,0
7182,37561.4,37447.97,50000.0,0.25,0.35,0
7183,40474.58,40744.17,50000.0,0.25,0.35,0
7184,44496.39,44370.77,50000.0,0.25,0.35,0
7185,52838.75,52830.93,50000.0,0.25,0.35,0
7186,52700.44,52755.19,50000.0,0.25,0.35,0
7187,36274.31,36359.06,50000.0,0.25,0.35,0
7188,64488.22,64440.72,50000.0,0.25,0.35,0
7189,74986.03,74930.14,50000.0,0.25,0.35,0
7190,39800.91,39819.78,50000.0,0.25,0.35,0
7191,34399.82,34397.52,50000.0,0.25,0.35,0
7192,41095.86,40860.23,50000.0,0.25,0.35,0
7193,36721.21,36535.58,50000.0,0.25,0.35,0
7194,54793.36,55077.35,50000.0,0.25,0.35,0
7195,41225.38,41055.09,50000.0,0.25,0.35,0
7196,38261.25,38291.55,50000.0,0.25,0.35,0
7197,77338.24,77396.48,50000.0,0.25,0.35,0
7198,35117.1,35116.75,50000.0,0.25,0.35,0
7199,49825.11,49970.02,50000.0,0.25,0.35,0
7200,56660.96,56656.14,50000.0,0.25,0.35,0
7201,50011.7,50940.81,50000.0,0.25,0.35,1
7202,64382.44,64258.34,50000.0,0.25,0.35,0
7203,61868.84,62106.17,50000.0,0.25,0.35,0
7204,45569.45,45520.69,50000.0,0.25,0.35,0
7205,76120.85,76176.38,50000.0,0.25,0.35,0
7206,46688.67,46687.2,50000.0,0.25,0.35,0
7207,39993.86,40226.75,50000.0,0.25,0.35,0
7208,68423.62,68296.42,50000.0,0.25,0.35,0
7209,88980.95,88757.13,50000.0,0.25,0.35,0
7210,40687.86,40404.82,50000.0,0.25,0.35,0
