worker_id,arm,treated,salience,simplification,assistance,trust_support,expected_credit,baseline_awareness,post_awareness,baseline_trust,admin_burden,work_constraint,perceived_value,procedural_cost,net_perceived_gain,application_started,application_completed,claimed_by_deadline,weeks_to_claim,filing_accuracy,earnings_response_index
takeup-worker-0166,salience_notice,1,0.75,0.0,0.0,0.1,455,0.412,0.55,0.53,0.675,0.2,389.25,220.12,169.13,0,0,0,6,0.649,0.322
takeup-worker-0167,simplified_form,1,0.25,0.8,0.0,0.0,455,0.412,0.55,0.53,0.675,0.2,389.25,186.12,203.13,1,0,0,6,0.729,0.322
takeup-worker-0168,assistance,1,0.25,0.0,0.85,0.35,455,0.412,0.56,0.53,0.675,0.2,391.76,171.12,220.63,0,0,0,6,0.719,0.325
takeup-worker-0169,full_support,1,0.8,0.8,0.75,0.45,455,0.412,0.751,0.53,0.675,0.2,439.55,97.88,341.68,1,1,1,4,0.825,0.467
takeup-worker-0170,control,0,0.0,0.0,0.0,0.0,490,0.44,0.44,0.565,0.64,0.232,391.23,249.6,141.63,0,0,0,6,0.628,0.289
takeup-worker-0171,salience_notice,1,0.75,0.0,0.0,0.1,490,0.44,0.581,0.565,0.64,0.232,429.23,218.85,210.38,0,0,0,6,0.653,0.334
takeup-worker-0172,simplified_form,1,0.25,0.8,0.0,0.0,490,0.44,0.581,0.565,0.64,0.232,429.23,184.85,244.38,1,0,0,6,0.733,0.334
takeup-worker-0173,assistance,1,0.25,0.0,0.85,0.35,490,0.44,0.591,0.565,0.64,0.232,431.93,169.85,262.08,0,0,0,6,0.723,0.337
takeup-worker-0174,full_support,1,0.8,0.8,0.75,0.45,490,0.44,0.782,0.565,0.64,0.232,483.4,96.6,386.8,0,0,0,6,0.829,0.398
takeup-worker-0175,control,0,0.0,0.0,0.0,0.0,525,0.468,0.471,0.6,0.605,0.264,429.93,248.33,181.61,1,0,0,6,0.632,0.3
takeup-worker-0176,salience_notice,1,0.75,0.0,0.0,0.1,525,0.468,0.612,0.6,0.605,0.264,470.65,217.58,253.07,0,0,0,6,0.657,0.346
takeup-worker-0177,simplified_form,1,0.25,0.8,0.0,0.0,525,0.468,0.612,0.6,0.605,0.264,470.65,183.58,287.07,1,1,1,4,0.737,0.426
takeup-worker-0178,assistance,1,0.25,0.0,0.85,0.35,525,0.468,0.622,0.6,0.605,0.264,473.53,168.58,304.96,1,1,1,2,0.727,0.429
takeup-worker-0179,full_support,1,0.8,0.8,0.75,0.45,525,0.468,0.813,0.6,0.605,0.264,528.68,95.33,433.36,1,1,1,1,0.833,0.49
takeup-worker-0180,control,0,0.0,0.0,0.0,0.0,560,0.16,0.15,0.32,0.57,0.296,344.01,247.05,96.96,1,0,0,6,0.572,0.199
takeup-worker-0181,salience_notice,1,0.75,0.0,0.0,0.1,560,0.16,0.291,0.32,0.57,0.296,387.44,216.3,171.14,0,0,0,6,0.598,0.245
takeup-worker-0182,simplified_form,1,0.25,0.8,0.0,0.0,560,0.16,0.291,0.32,0.57,0.296,387.44,182.3,205.14,0,0,0,6,0.678,0.245
takeup-worker-0183,assistance,1,0.25,0.0,0.85,0.35,560,0.16,0.301,0.32,0.57,0.296,390.52,167.3,223.22,1,0,0,6,0.667,0.248
takeup-worker-0184,full_support,1,0.8,0.8,0.75,0.45,560,0.16,0.492,0.32,0.57,0.296,449.35,94.05,355.3,1,1,1,1,0.774,0.389
takeup-worker-0185,control,0,0.0,0.0,0.0,0.0,595,0.188,0.181,0.355,0.535,0.328,377.7,245.78,131.92,0,0,0,6,0.576,0.211
takeup-worker-0186,salience_notice,1,0.75,0.0,0.0,0.1,595,0.188,0.322,0.355,0.535,0.328,423.84,215.03,208.81,1,1,1,2,0.601,0.336
takeup-worker-0187,simplified_form,1,0.25,0.8,0.0,0.0,595,0.188,0.322,0.355,0.535,0.328,423.84,181.03,242.81,0,0,0,6,0.681,0.256
takeup-worker-0188,assistance,1,0.25,0.0,0.85,0.35,595,0.188,0.332,0.355,0.535,0.328,427.11,166.03,261.09,1,1,1,4,0.671,0.339
takeup-worker-0189,full_support,1,0.8,0.8,0.75,0.45,595,0.188,0.523,0.355,0.535,0.328,489.62,92.78,396.84,1,1,1,2,0.778,0.4
takeup-worker-0190,control,0,0.0,0.0,0.0,0.0,630,0.216,0.211,0.39,0.5,0.36,412.82,244.5,168.32,0,0,0,6,0.58,0.223
takeup-worker-0191,salience_notice,1,0.75,0.0,0.0,0.1,630,0.216,0.352,0.39,0.5,0.36,461.68,213.75,247.93,1,0,0,6,0.605,0.268
takeup-worker-0192,simplified_form,1,0.25,0.8,0.0,0.0,630,0.216,0.352,0.39,0.5,0.36,461.68,179.75,281.93,0,0,0,6,0.685,0.268
takeup-worker-0193,assistance,1,0.25,0.0,0.85,0.35,630,0.216,0.362,0.39,0.5,0.36,465.14,164.75,300.39,0,0,0,6,0.675,0.271
takeup-worker-0194,full_support,1,0.8,0.8,0.75,0.45,630,0.216,0.553,0.39,0.5,0.36,531.32,91.5,439.82,1,1,1,3,0.782,0.412
takeup-worker-0195,control,0,0.0,0.0,0.0,0.0,665,0.244,0.242,0.425,0.465,0.392,449.38,243.22,206.15,0,0,0,6,0.584,0.234
takeup-worker-0196,salience_notice,1,0.75,0.0,0.0,0.1,665,0.244,0.383,0.425,0.465,0.392,500.95,212.47,288.47,1,0,0,6,0.609,0.279
takeup-worker-0197,simplified_form,1,0.25,0.8,0.0,0.0,665,0.244,0.383,0.425,0.465,0.392,500.95,178.47,322.47,1,1,1,2,0.689,0.359
takeup-worker-0198,assistance,1,0.25,0.0,0.85,0.35,665,0.244,0.393,0.425,0.465,0.392,504.6,163.47,341.13,0,0,0,6,0.679,0.283
takeup-worker-0199,full_support,1,0.8,0.8,0.75,0.45,665,0.244,0.584,0.425,0.465,0.392,574.46,90.22,484.24,1,1,1,3,0.786,0.424
takeup-worker-0200,control,0,0.0,0.0,0.0,0.0,700,0.272,0.257,0.46,0.78,0.424,481.21,278.7,202.51,0,0,0,6,0.585,0.223
takeup-worker-0201,salience_notice,1,0.75,0.0,0.0,0.1,700,0.272,0.398,0.46,0.78,0.424,535.49,247.95,287.54,0,0,0,6,0.61,0.268
takeup-worker-0202,simplified_form,1,0.25,0.8,0.0,0.0,700,0.272,0.398,0.46,0.78,0.424,535.49,213.95,321.54,1,0,0,6,0.69,0.268
takeup-worker-0203,assistance,1,0.25,0.0,0.85,0.35,700,0.272,0.408,0.46,0.78,0.424,539.34,198.95,340.39,0,0,0,6,0.68,0.272
takeup-worker-0204,full_support,1,0.8,0.8,0.75,0.45,700,0.272,0.599,0.46,0.78,0.424,612.88,125.7,487.18,0,0,0,6,0.787,0.333
takeup-worker-0205,control,0,0.0,0.0,0.0,0.0,735,0.3,0.288,0.495,0.745,0.456,520.32,277.43,242.9,1,1,1,2,0.589,0.315
takeup-worker-0206,salience_notice,1,0.75,0.0,0.0,0.1,735,0.3,0.429,0.495,0.745,0.456,577.32,246.68,330.65,0,0,0,6,0.614,0.28
takeup-worker-0207,simplified_form,1,0.25,0.8,0.0,0.0,735,0.3,0.429,0.495,0.745,0.456,577.32,212.68,364.65,1,1,1,4,0.694,0.36
takeup-worker-0208,assistance,1,0.25,0.0,0.85,0.35,735,0.3,0.439,0.495,0.745,0.456,581.36,197.68,383.69,1,1,1,1,0.684,0.363
takeup-worker-0209,full_support,1,0.8,0.8,0.75,0.45,735,0.3,0.63,0.495,0.745,0.456,658.58,124.43,534.15,1,1,1,1,0.791,0.424
takeup-worker-0210,control,0,0.0,0.0,0.0,0.0,770,0.328,0.319,0.53,0.71,0.488,560.87,276.15,284.72,1,0,0,6,0.593,0.247
takeup-worker-0211,salience_notice,1,0.75,0.0,0.0,0.1,770,0.328,0.46,0.53,0.71,0.488,620.59,245.4,375.19,1,1,1,1,0.618,0.372
takeup-worker-0212,simplified_form,1,0.25,0.8,0.0,0.0,770,0.328,0.46,0.53,0.71,0.488,620.59,211.4,409.19,0,0,0,6,0.698,0.292
takeup-worker-0213,assistance,1,0.25,0.0,0.85,0.35,770,0.328,0.47,0.53,0.71,0.488,624.82,196.4,428.42,1,1,1,2,0.688,0.375
takeup-worker-0214,full_support,1,0.8,0.8,0.75,0.45,770,0.328,0.661,0.53,0.71,0.488,705.71,123.15,582.56,1,1,1,1,0.795,0.436
takeup-worker-0215,control,0,0.0,0.0,0.0,0.0,805,0.356,0.35,0.565,0.675,0.52,602.86,274.88,327.98,1,0,0,6,0.597,0.258
takeup-worker-0216,salience_notice,1,0.75,0.0,0.0,0.1,805,0.356,0.491,0.565,0.675,0.52,665.28,244.12,421.16,1,1,1,2,0.622,0.383
takeup-worker-0217,simplified_form,1,0.25,0.8,0.0,0.0,805,0.356,0.491,0.565,0.675,0.52,665.28,210.12,455.16,0,0,0,6,0.702,0.303
takeup-worker-0218,assistance,1,0.25,0.0,0.85,0.35,805,0.356,0.501,0.565,0.675,0.52,669.71,195.12,474.59,1,1,1,3,0.692,0.387
takeup-worker-0219,full_support,1,0.8,0.8,0.75,0.45,805,0.356,0.692,0.565,0.675,0.52,754.28,121.88,632.4,1,1,1,1,0.799,0.448
takeup-worker-0220,control,0,0.0,0.0,0.0,0.0,840,0.384,0.377,0.6,0.64,0.2,644.57,247.2,397.37,0,0,0,6,0.618,0.269
takeup-worker-0221,salience_notice,1,0.75,0.0,0.0,0.1,840,0.384,0.518,0.6,0.64,0.2,709.72,216.45,493.27,1,0,0,6,0.643,0.314
takeup-worker-0222,simplified_form,1,0.25,0.8,0.0,0.0,840,0.384,0.518,0.6,0.64,0.2,709.72,182.45,527.27,1,1,1,1,0.723,0.394
takeup-worker-0223,assistance,1,0.25,0.0,0.85,0.35,840,0.384,0.528,0.6,0.64,0.2,714.34,167.45,546.89,1,1,1,4,0.713,0.397
takeup-worker-0224,full_support,1,0.8,0.8,0.75,0.45,840,0.384,0.719,0.6,0.64,0.2,802.58,94.2,708.38,1,1,1,2,0.819,0.458
takeup-worker-0225,control,0,0.0,0.0,0.0,0.0,875,0.412,0.408,0.32,0.605,0.232,661.79,245.93,415.87,0,0,0,6,0.622,0.28
takeup-worker-0226,salience_notice,1,0.75,0.0,0.0,0.1,875,0.412,0.549,0.32,0.605,0.232,729.65,215.18,514.47,1,1,1,3,0.647,0.405
takeup-worker-0227,simplified_form,1,0.25,0.8,0.0,0.0,875,0.412,0.549,0.32,0.605,0.232,729.65,181.18,548.47,1,1,1,1,0.727,0.405
takeup-worker-0228,assistance,1,0.25,0.0,0.85,0.35,875,0.412,0.559,0.32,0.605,0.232,734.46,166.18,568.29,0,0,0,6,0.717,0.329
takeup-worker-0229,full_support,1,0.8,0.8,0.75,0.45,875,0.412,0.75,0.32,0.605,0.232,826.38,92.93,733.45,1,1,1,3,0.823,0.47
takeup-worker-0230,control,0,0.0,0.0,0.0,0.0,910,0.44,0.439,0.355,0.57,0.264,706.9,244.65,462.25,0,0,0,6,0.626,0.292
takeup-worker-0231,salience_notice,1,0.75,0.0,0.0,0.1,910,0.44,0.58,0.355,0.57,0.264,777.47,213.9,563.57,0,0,0,6,0.651,0.337
takeup-worker-0232,simplified_form,1,0.25,0.8,0.0,0.0,910,0.44,0.58,0.355,0.57,0.264,777.47,179.9,597.57,1,1,1,2,0.731,0.417
takeup-worker-0233,assistance,1,0.25,0.0,0.85,0.35,910,0.44,0.59,0.355,0.57,0.264,782.48,164.9,617.58,1,1,1,1,0.721,0.42
takeup-worker-0234,full_support,1,0.8,0.8,0.75,0.45,910,0.44,0.781,0.355,0.57,0.264,878.08,91.65,786.43,1,1,1,4,0.827,0.481
takeup-worker-0235,control,0,0.0,0.0,0.0,0.0,945,0.468,0.47,0.39,0.535,0.296,753.45,243.38,510.08,1,1,1,2,0.63,0.384
takeup-worker-0236,salience_notice,1,0.75,0.0,0.0,0.1,945,0.468,0.611,0.39,0.535,0.296,826.74,212.62,614.11,1,1,1,1,0.655,0.429
takeup-worker-0237,simplified_form,1,0.25,0.8,0.0,0.0,945,0.468,0.611,0.39,0.535,0.296,826.74,178.62,648.11,1,1,1,3,0.735,0.429
takeup-worker-0238,assistance,1,0.25,0.0,0.85,0.35,945,0.468,0.621,0.39,0.535,0.296,831.93,163.62,668.31,1,1,1,1,0.725,0.432
takeup-worker-0239,full_support,1,0.8,0.8,0.75,0.45,945,0.468,0.812,0.39,0.535,0.296,931.2,90.38,840.83,1,1,1,1,0.831,0.493
takeup-worker-0240,control,0,0.0,0.0,0.0,0.0,420,0.16,0.149,0.425,0.5,0.328,262.16,242.1,20.06,0,0,0,6,0.57,0.203
takeup-worker-0241,salience_notice,1,0.75,0.0,0.0,0.1,420,0.16,0.29,0.425,0.5,0.328,294.73,211.35,83.38,0,0,0,6,0.596,0.248
takeup-worker-0242,simplified_form,1,0.25,0.8,0.0,0.0,420,0.16,0.29,0.425,0.5,0.328,294.73,177.35,117.38,1,0,0,6,0.676,0.248
takeup-worker-0243,assistance,1,0.25,0.0,0.85,0.35,420,0.16,0.3,0.425,0.5,0.328,297.04,162.35,134.69,0,0,0,6,0.666,0.251
takeup-worker-0244,full_support,1,0.8,0.8,0.75,0.45,420,0.16,0.491,0.425,0.5,0.328,341.16,89.1,252.06,0,0,0,6,0.772,0.312
takeup-worker-0245,control,0,0.0,0.0,0.0,0.0,455,0.188,0.179,0.46,0.465,0.36,293.32,240.82,52.5,1,0,0,6,0.574,0.214
takeup-worker-0246,salience_notice,1,0.75,0.0,0.0,0.1,455,0.188,0.32,0.46,0.465,0.36,328.61,210.07,118.54,0,0,0,6,0.6,0.259
takeup-worker-0247,simplified_form,1,0.25,0.8,0.0,0.0,455,0.188,0.32,0.46,0.465,0.36,328.61,176.07,152.54,0,0,0,6,0.68,0.259
takeup-worker-0248,assistance,1,0.25,0.0,0.85,0.35,455,0.188,0.33,0.46,0.465,0.36,331.11,161.07,170.04,1,0,0,6,0.669,0.262
takeup-worker-0249,full_support,1,0.8,0.8,0.75,0.45,455,0.188,0.521,0.46,0.465,0.36,378.91,87.82,291.09,1,1,1,1,0.776,0.404
takeup-worker-0250,control,0,0.0,0.0,0.0,0.0,490,0.216,0.21,0.495,0.78,0.392,325.93,276.3,49.63,1,0,0,6,0.578,0.208
takeup-worker-0251,salience_notice,1,0.75,0.0,0.0,0.1,490,0.216,0.351,0.495,0.78,0.392,363.92,245.55,118.37,0,0,0,6,0.604,0.253
takeup-worker-0252,simplified_form,1,0.25,0.8,0.0,0.0,490,0.216,0.351,0.495,0.78,0.392,363.92,211.55,152.37,0,0,0,6,0.684,0.253
takeup-worker-0253,assistance,1,0.25,0.0,0.85,0.35,490,0.216,0.361,0.495,0.78,0.392,366.62,196.55,170.07,1,0,0,6,0.673,0.257
takeup-worker-0254,full_support,1,0.8,0.8,0.75,0.45,490,0.216,0.552,0.495,0.78,0.392,418.09,123.3,294.79,1,1,1,1,0.78,0.398
takeup-worker-0255,control,0,0.0,0.0,0.0,0.0,525,0.244,0.241,0.53,0.745,0.424,359.96,275.02,84.93,0,0,0,6,0.582,0.22
takeup-worker-0256,salience_notice,1,0.75,0.0,0.0,0.1,525,0.244,0.382,0.53,0.745,0.424,400.67,244.27,156.4,1,0,0,6,0.608,0.265
takeup-worker-0257,simplified_form,1,0.25,0.8,0.0,0.0,525,0.244,0.382,0.53,0.745,0.424,400.67,210.27,190.4,0,0,0,6,0.688,0.265
takeup-worker-0258,assistance,1,0.25,0.0,0.85,0.35,525,0.244,0.392,0.53,0.745,0.424,403.56,195.27,208.29,0,0,0,6,0.677,0.268
takeup-worker-0259,full_support,1,0.8,0.8,0.75,0.45,525,0.244,0.583,0.53,0.745,0.424,458.71,122.02,336.69,1,1,1,2,0.784,0.409
takeup-worker-0260,control,0,0.0,0.0,0.0,0.0,560,0.272,0.256,0.565,0.71,0.456,390.5,273.75,116.75,0,0,0,6,0.583,0.226
takeup-worker-0261,salience_notice,1,0.75,0.0,0.0,0.1,560,0.272,0.397,0.565,0.71,0.456,433.93,243.0,190.93,1,0,0,6,0.609,0.272
takeup-worker-0262,simplified_form,1,0.25,0.8,0.0,0.0,560,0.272,0.397,0.565,0.71,0.456,433.93,209.0,224.93,1,1,1,2,0.689,0.352
takeup-worker-0263,assistance,1,0.25,0.0,0.85,0.35,560,0.272,0.407,0.565,0.71,0.456,437.01,194.0,243.01,0,0,0,6,0.678,0.275
takeup-worker-0264,full_support,1,0.8,0.8,0.75,0.45,560,0.272,0.598,0.565,0.71,0.456,495.84,120.75,375.09,1,1,1,3,0.785,0.416
takeup-worker-0265,control,0,0.0,0.0,0.0,0.0,595,0.3,0.287,0.6,0.675,0.488,427.09,272.48,154.62,0,0,0,6,0.587,0.238
takeup-worker-0266,salience_notice,1,0.75,0.0,0.0,0.1,595,0.3,0.428,0.6,0.675,0.488,473.24,241.73,231.51,0,0,0,6,0.613,0.283
takeup-worker-0267,simplified_form,1,0.25,0.8,0.0,0.0,595,0.3,0.428,0.6,0.675,0.488,473.24,207.73,265.51,1,0,0,6,0.693,0.283
takeup-worker-0268,assistance,1,0.25,0.0,0.85,0.35,595,0.3,0.438,0.6,0.675,0.488,476.51,192.73,283.78,0,0,0,6,0.682,0.286
takeup-worker-0269,full_support,1,0.8,0.8,0.75,0.45,595,0.3,0.629,0.6,0.675,0.488,539.01,119.48,419.54,1,1,1,4,0.789,0.428
takeup-worker-0270,control,0,0.0,0.0,0.0,0.0,630,0.328,0.318,0.32,0.64,0.52,445.28,271.2,174.08,0,0,0,6,0.591,0.25
takeup-worker-0271,salience_notice,1,0.75,0.0,0.0,0.1,630,0.328,0.459,0.32,0.64,0.52,494.13,240.45,253.68,0,0,0,6,0.617,0.295
takeup-worker-0272,simplified_form,1,0.25,0.8,0.0,0.0,630,0.328,0.459,0.32,0.64,0.52,494.13,206.45,287.68,1,0,0,6,0.697,0.295
takeup-worker-0273,assistance,1,0.25,0.0,0.85,0.35,630,0.328,0.469,0.32,0.64,0.52,497.6,191.45,306.15,1,1,1,1,0.686,0.378
takeup-worker-0274,full_support,1,0.8,0.8,0.75,0.45,630,0.328,0.66,0.32,0.64,0.52,563.78,118.2,445.58,0,0,0,6,0.793,0.359
takeup-worker-0275,control,0,0.0,0.0,0.0,0.0,665,0.356,0.361,0.355,0.605,0.2,488.14,243.53,244.62,1,0,0,6,0.615,0.265
takeup-worker-0276,salience_notice,1,0.75,0.0,0.0,0.1,665,0.356,0.502,0.355,0.605,0.2,539.71,212.78,326.94,0,0,0,6,0.64,0.31
takeup-worker-0277,simplified_form,1,0.25,0.8,0.0,0.0,665,0.356,0.502,0.355,0.605,0.2,539.71,178.78,360.94,1,1,1,4,0.72,0.39
takeup-worker-0278,assistance,1,0.25,0.0,0.85,0.35,665,0.356,0.512,0.355,0.605,0.2,543.37,163.78,379.6,1,1,1,2,0.71,0.394
takeup-worker-0279,full_support,1,0.8,0.8,0.75,0.45,665,0.356,0.703,0.355,0.605,0.2,613.23,90.53,522.7,1,1,1,1,0.817,0.455
takeup-worker-0280,control,0,0.0,0.0,0.0,0.0,700,0.384,0.376,0.39,0.57,0.232,522.01,242.25,279.76,1,0,0,6,0.616,0.272
takeup-worker-0281,salience_notice,1,0.75,0.0,0.0,0.1,700,0.384,0.517,0.39,0.57,0.232,576.3,211.5,364.8,1,1,1,1,0.641,0.397
takeup-worker-0282,simplified_form,1,0.25,0.8,0.0,0.0,700,0.384,0.517,0.39,0.57,0.232,576.3,177.5,398.8,0,0,0,6,0.721,0.317
takeup-worker-0283,assistance,1,0.25,0.0,0.85,0.35,700,0.384,0.527,0.39,0.57,0.232,580.15,162.5,417.65,1,1,1,3,0.711,0.4
takeup-worker-0284,full_support,1,0.8,0.8,0.75,0.45,700,0.384,0.718,0.39,0.57,0.232,653.68,89.25,564.43,1,1,1,1,0.818,0.461
takeup-worker-0285,control,0,0.0,0.0,0.0,0.0,735,0.412,0.407,0.425,0.535,0.264,563.17,240.98,322.2,0,0,0,6,0.62,0.283
takeup-worker-0286,salience_notice,1,0.75,0.0,0.0,0.1,735,0.412,0.548,0.425,0.535,0.264,620.17,210.23,409.94,1,1,1,2,0.645,0.409
takeup-worker-0287,simplified_form,1,0.25,0.8,0.0,0.0,735,0.412,0.548,0.425,0.535,0.264,620.17,176.23,443.94,0,0,0,6,0.725,0.329
takeup-worker-0288,assistance,1,0.25,0.0,0.85,0.35,735,0.412,0.558,0.425,0.535,0.264,624.21,161.23,462.99,1,1,1,4,0.715,0.412
takeup-worker-0289,full_support,1,0.8,0.8,0.75,0.45,735,0.412,0.749,0.425,0.535,0.264,701.42,87.98,613.45,1,1,1,2,0.822,0.473
takeup-worker-0290,control,0,0.0,0.0,0.0,0.0,770,0.44,0.438,0.46,0.5,0.296,605.76,239.7,366.06,0,0,0,6,0.624,0.295
takeup-worker-0291,salience_notice,1,0.75,0.0,0.0,0.1,770,0.44,0.579,0.46,0.5,0.296,665.47,208.95,456.52,1,0,0,6,0.649,0.34
takeup-worker-0292,simplified_form,1,0.25,0.8,0.0,0.0,770,0.44,0.579,0.46,0.5,0.296,665.47,174.95,490.52,1,1,1,1,0.729,0.42
takeup-worker-0293,assistance,1,0.25,0.0,0.85,0.35,770,0.44,0.589,0.46,0.5,0.296,669.71,159.95,509.76,0,0,0,6,0.719,0.343
takeup-worker-0294,full_support,1,0.8,0.8,0.75,0.45,770,0.44,0.78,0.46,0.5,0.296,750.6,86.7,663.9,1,1,1,3,0.826,0.484
takeup-worker-0295,control,0,0.0,0.0,0.0,0.0,805,0.468,0.469,0.495,0.465,0.328,649.78,238.42,411.36,0,0,0,6,0.628,0.307
takeup-worker-0296,salience_notice,1,0.75,0.0,0.0,0.1,805,0.468,0.61,0.495,0.465,0.328,712.21,207.67,504.54,1,1,1,4,0.653,0.432
takeup-worker-0297,simplified_form,1,0.25,0.8,0.0,0.0,805,0.468,0.61,0.495,0.465,0.328,712.21,173.67,538.54,1,1,1,2,0.733,0.432
takeup-worker-0298,assistance,1,0.25,0.0,0.85,0.35,805,0.468,0.62,0.495,0.465,0.328,716.64,158.67,557.96,1,1,1,1,0.723,0.435
takeup-worker-0299,full_support,1,0.8,0.8,0.75,0.45,805,0.468,0.811,0.495,0.465,0.328,801.21,85.42,715.78,1,1,1,3,0.829,0.496
takeup-worker-0300,control,0,0.0,0.0,0.0,0.0,840,0.16,0.147,0.53,0.78,0.36,532.62,273.9,258.72,0,0,0,6,0.569,0.188
takeup-worker-0301,salience_notice,1,0.75,0.0,0.0,0.1,840,0.16,0.288,0.53,0.78,0.36,597.76,243.15,354.61,0,0,0,6,0.594,0.233
takeup-worker-0302,simplified_form,1,0.25,0.8,0.0,0.0,840,0.16,0.288,0.53,0.78,0.36,597.76,209.15,388.61,1,0,0,6,0.674,0.233
takeup-worker-0303,assistance,1,0.25,0.0,0.85,0.35,840,0.16,0.298,0.53,0.78,0.36,602.38,194.15,408.23,1,1,1,1,0.664,0.316
takeup-worker-0304,full_support,1,0.8,0.8,0.75,0.45,840,0.16,0.489,0.53,0.78,0.36,690.62,120.9,569.72,0,0,0,6,0.77,0.298
takeup-worker-0305,control,0,0.0,0.0,0.0,0.0,875,0.188,0.178,0.565,0.745,0.392,572.73,272.62,300.11,1,1,1,2,0.572,0.28
takeup-worker-0306,salience_notice,1,0.75,0.0,0.0,0.1,875,0.188,0.319,0.565,0.745,0.392,640.59,241.88,398.72,0,0,0,6,0.598,0.245
takeup-worker-0307,simplified_form,1,0.25,0.8,0.0,0.0,875,0.188,0.319,0.565,0.745,0.392,640.59,207.88,432.72,1,1,1,4,0.678,0.325
takeup-worker-0308,assistance,1,0.25,0.0,0.85,0.35,875,0.188,0.329,0.565,0.745,0.392,645.4,192.88,452.53,1,1,1,1,0.668,0.328
takeup-worker-0309,full_support,1,0.8,0.8,0.75,0.45,875,0.188,0.52,0.565,0.745,0.392,737.32,119.62,617.7,1,1,1,1,0.774,0.389
takeup-worker-0310,control,0,0.0,0.0,0.0,0.0,910,0.216,0.209,0.6,0.71,0.424,614.28,271.35,342.93,1,0,0,6,0.576,0.211
takeup-worker-0311,salience_notice,1,0.75,0.0,0.0,0.1,910,0.216,0.35,0.6,0.71,0.424,684.86,240.6,444.26,1,1,1,1,0.602,0.337
takeup-worker-0312,simplified_form,1,0.25,0.8,0.0,0.0,910,0.216,0.35,0.6,0.71,0.424,684.86,206.6,478.26,0,0,0,6,0.682,0.257
takeup-worker-0313,assistance,1,0.25,0.0,0.85,0.35,910,0.216,0.36,0.6,0.71,0.424,689.86,191.6,498.26,1,1,1,2,0.672,0.34
takeup-worker-0314,full_support,1,0.8,0.8,0.75,0.45,910,0.216,0.551,0.6,0.71,0.424,785.46,118.35,667.11,1,1,1,1,0.778,0.401
takeup-worker-0315,control,0,0.0,0.0,0.0,0.0,945,0.244,0.24,0.32,0.675,0.456,627.5,270.07,357.43,1,0,0,6,0.58,0.223
takeup-worker-0316,salience_notice,1,0.75,0.0,0.0,0.1,945,0.244,0.381,0.32,0.675,0.456,700.79,239.32,461.46,1,1,1,2,0.606,0.348
takeup-worker-0317,simplified_form,1,0.25,0.8,0.0,0.0,945,0.244,0.381,0.32,0.675,0.456,700.79,205.32,495.46,0,0,0,6,0.686,0.268
takeup-worker-0318,assistance,1,0.25,0.0,0.85,0.35,945,0.244,0.391,0.32,0.675,0.456,705.98,190.32,515.66,1,1,1,3,0.676,0.351
takeup-worker-0319,full_support,1,0.8,0.8,0.75,0.45,945,0.244,0.582,0.32,0.675,0.456,805.26,117.07,688.18,1,1,1,1,0.782,0.413
takeup-worker-0320,control,0,0.0,0.0,0.0,0.0,420,0.272,0.255,0.355,0.64,0.488,283.8,268.8,15.0,0,0,0,6,0.581,0.23
takeup-worker-0321,salience_notice,1,0.75,0.0,0.0,0.1,420,0.272,0.396,0.355,0.64,0.488,316.37,238.05,78.32,1,0,0,6,0.607,0.275
takeup-worker-0322,simplified_form,1,0.25,0.8,0.0,0.0,420,0.272,0.396,0.355,0.64,0.488,316.37,204.05,112.32,0,0,0,6,0.687,0.275
takeup-worker-0323,assistance,1,0.25,0.0,0.85,0.35,420,0.272,0.406,0.355,0.64,0.488,318.68,189.05,129.63,1,0,0,6,0.677,0.278
takeup-worker-0324,full_support,1,0.8,0.8,0.75,0.45,420,0.272,0.597,0.355,0.64,0.488,362.8,115.8,247.0,1,1,1,2,0.783,0.419
takeup-worker-0325,control,0,0.0,0.0,0.0,0.0,455,0.3,0.286,0.39,0.605,0.52,316.77,267.52,49.24,0,0,0,6,0.585,0.241
takeup-worker-0326,salience_notice,1,0.75,0.0,0.0,0.1,455,0.3,0.427,0.39,0.605,0.52,352.05,236.77,115.28,1,0,0,6,0.611,0.286
takeup-worker-0327,simplified_form,1,0.25,0.8,0.0,0.0,455,0.3,0.427,0.39,0.605,0.52,352.05,202.77,149.28,0,0,0,6,0.691,0.286
takeup-worker-0328,assistance,1,0.25,0.0,0.85,0.35,455,0.3,0.437,0.39,0.605,0.52,354.55,187.77,166.78,0,0,0,6,0.681,0.29
takeup-worker-0329,full_support,1,0.8,0.8,0.75,0.45,455,0.3,0.628,0.39,0.605,0.52,402.35,114.52,287.83,1,1,1,3,0.787,0.431
takeup-worker-0330,control,0,0.0,0.0,0.0,0.0,490,0.328,0.329,0.425,0.57,0.2,354.49,239.85,114.64,0,0,0,6,0.609,0.257
takeup-worker-0331,salience_notice,1,0.75,0.0,0.0,0.1,490,0.328,0.47,0.425,0.57,0.2,392.49,209.1,183.39,0,0,0,6,0.635,0.302
takeup-worker-0332,simplified_form,1,0.25,0.8,0.0,0.0,490,0.328,0.47,0.425,0.57,0.2,392.49,175.1,217.39,1,1,1,2,0.715,0.382
takeup-worker-0333,assistance,1,0.25,0.0,0.85,0.35,490,0.328,0.48,0.425,0.57,0.2,395.19,160.1,235.08,0,0,0,6,0.704,0.305
