worker_id,treated_onset,event_time,age_at_onset,education_years,condition_severity,physical_demand,local_labor_demand,employer_quality,latent_work_capacity,accommodation_received,benefit_receipt,job_mobility,feasible_jobs,employed,hours,annual_earnings_index
worker_030,1,0,48,15,0.422,0.6,0.65,0.6,0.687,0,0,0,4,1,31.67,1269.49
worker_030,1,1,48,15,0.422,0.6,0.65,0.6,0.652,1,0,0,5,1,33.69,1345.56
worker_030,1,2,48,15,0.422,0.6,0.65,0.6,0.657,1,0,0,5,1,33.83,1351.86
worker_030,1,3,48,15,0.422,0.6,0.65,0.6,0.662,1,0,0,5,1,33.97,1358.16
worker_030,1,4,48,15,0.422,0.6,0.65,0.6,0.667,1,0,0,5,1,34.11,1364.47
worker_030,1,5,48,15,0.422,0.6,0.65,0.6,0.672,1,0,0,6,1,34.25,1370.78
worker_031,1,-3,49,17,0.514,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_031,1,-2,49,17,0.514,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_031,1,-1,49,17,0.514,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_031,1,0,49,17,0.514,0.78,0.5,0.75,0.715,0,0,0,4,1,31.15,1319.79
worker_031,1,1,49,17,0.514,0.78,0.5,0.75,0.68,1,0,0,5,1,33.17,1400.56
worker_031,1,2,49,17,0.514,0.78,0.5,0.75,0.685,1,0,0,5,1,33.31,1407.17
worker_031,1,3,49,17,0.514,0.78,0.5,0.75,0.69,1,0,0,5,1,33.45,1413.78
worker_031,1,4,49,17,0.514,0.78,0.5,0.75,0.695,1,0,0,5,1,33.59,1420.4
worker_031,1,5,49,17,0.514,0.78,0.5,0.75,0.7,1,0,0,5,1,33.73,1427.02
worker_032,1,-3,50,11,0.52,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_032,1,-2,50,11,0.52,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_032,1,-1,50,11,0.52,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_032,1,0,50,11,0.52,0.25,0.35,0.3,0.573,0,0,0,4,0,0.0,0.0
worker_032,1,1,50,11,0.52,0.25,0.35,0.3,0.538,0,0,0,4,0,0.0,0.0
worker_032,1,2,50,11,0.52,0.25,0.35,0.3,0.503,0,1,0,2,0,0.0,0.0
worker_032,1,3,50,11,0.52,0.25,0.35,0.3,0.468,0,1,0,2,0,0.0,0.0
worker_032,1,4,50,11,0.52,0.25,0.35,0.3,0.433,0,1,0,2,0,0.0,0.0
worker_032,1,5,50,11,0.52,0.25,0.35,0.3,0.398,0,1,0,2,0,0.0,0.0
worker_033,1,-3,51,13,0.614,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_033,1,-2,51,13,0.614,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_033,1,-1,51,13,0.614,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_033,1,0,51,13,0.614,0.45,0.8,0.45,0.601,0,0,0,4,0,0.0,0.0
worker_033,1,1,51,13,0.614,0.45,0.8,0.45,0.566,1,0,0,5,1,32.43,1211.81
worker_033,1,2,51,13,0.614,0.45,0.8,0.45,0.531,1,0,0,5,1,31.45,1170.62
worker_033,1,3,51,13,0.614,0.45,0.8,0.45,0.496,1,0,0,5,0,0.0,0.0
worker_033,1,4,51,13,0.614,0.45,0.8,0.45,0.461,1,0,0,4,0,0.0,0.0
worker_033,1,5,51,13,0.614,0.45,0.8,0.45,0.426,1,0,0,4,0,0.0,0.0
worker_034,1,-3,52,15,0.702,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_034,1,-2,52,15,0.702,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_034,1,-1,52,15,0.702,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_034,1,0,52,15,0.702,0.6,0.65,0.6,0.63,0,0,0,4,0,0.0,0.0
worker_034,1,1,52,15,0.702,0.6,0.65,0.6,0.595,1,0,0,5,1,32.1,1274.45
worker_034,1,2,52,15,0.702,0.6,0.65,0.6,0.6,1,0,0,5,1,32.24,1280.68
worker_034,1,3,52,15,0.702,0.6,0.65,0.6,0.605,1,0,0,5,1,32.38,1286.92
worker_034,1,4,52,15,0.702,0.6,0.65,0.6,0.61,1,0,0,5,1,32.52,1293.16
worker_034,1,5,52,15,0.702,0.6,0.65,0.6,0.615,1,0,0,5,1,32.66,1299.4
worker_035,1,-3,53,17,0.794,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_035,1,-2,53,17,0.794,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_035,1,-1,53,17,0.794,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_035,1,0,53,17,0.794,0.78,0.5,0.75,0.658,0,0,0,3,1,29.55,1245.42
worker_035,1,1,53,17,0.794,0.78,0.5,0.75,0.623,1,0,0,5,1,31.57,1325.94
worker_035,1,2,53,17,0.794,0.78,0.5,0.75,0.628,1,0,0,5,1,31.71,1332.48
worker_035,1,3,53,17,0.794,0.78,0.5,0.75,0.633,1,0,0,5,1,31.85,1339.02
worker_035,1,4,53,17,0.794,0.78,0.5,0.75,0.638,1,0,0,5,1,31.99,1345.57
worker_035,1,5,53,17,0.794,0.78,0.5,0.75,0.643,1,0,0,5,1,32.13,1352.13
worker_036,1,-3,54,11,0.38,0.25,0.35,0.3,0.884,0,0,0,6,1,38.81,1418.75
worker_036,1,-2,54,11,0.38,0.25,0.35,0.3,0.884,0,0,0,6,1,38.81,1418.75
worker_036,1,-1,54,11,0.38,0.25,0.35,0.3,0.884,0,0,0,6,1,38.81,1418.75
worker_036,1,0,54,11,0.38,0.25,0.35,0.3,0.621,0,0,0,4,1,31.45,1115.38
worker_036,1,1,54,11,0.38,0.25,0.35,0.3,0.586,0,0,0,4,1,30.47,1076.19
worker_036,1,2,54,11,0.38,0.25,0.35,0.3,0.551,0,0,0,4,0,0.0,0.0
worker_036,1,3,54,11,0.38,0.25,0.35,0.3,0.516,0,1,0,2,0,0.0,0.0
worker_036,1,4,54,11,0.38,0.25,0.35,0.3,0.481,0,1,0,2,0,0.0,0.0
worker_036,1,5,54,11,0.38,0.25,0.35,0.3,0.446,0,1,0,2,0,0.0,0.0
worker_037,1,-3,55,13,0.474,0.45,0.8,0.45,0.918,0,0,0,7,1,39.28,1525.31
worker_037,1,-2,55,13,0.474,0.45,0.8,0.45,0.918,0,0,0,7,1,39.28,1525.31
worker_037,1,-1,55,13,0.474,0.45,0.8,0.45,0.918,0,0,0,7,1,39.28,1525.31
worker_037,1,0,55,13,0.474,0.45,0.8,0.45,0.65,0,0,0,5,1,31.77,1198.0
worker_037,1,1,55,13,0.474,0.45,0.8,0.45,0.615,1,0,0,6,1,33.79,1269.25
worker_037,1,2,55,13,0.474,0.45,0.8,0.45,0.58,1,0,0,5,1,32.81,1227.66
worker_037,1,3,55,13,0.474,0.45,0.8,0.45,0.545,1,0,0,5,1,31.83,1186.36
worker_037,1,4,55,13,0.474,0.45,0.8,0.45,0.51,1,0,0,5,1,30.85,1145.34
worker_037,1,5,55,13,0.474,0.45,0.8,0.45,0.475,1,0,0,5,1,29.87,1104.6
worker_038,1,-3,56,15,0.562,0.6,0.65,0.6,0.952,0,0,0,6,1,39.1,1610.45
worker_038,1,-2,56,15,0.562,0.6,0.65,0.6,0.952,0,0,0,6,1,39.1,1610.45
worker_038,1,-1,56,15,0.562,0.6,0.65,0.6,0.952,0,0,0,6,1,39.1,1610.45
worker_038,1,0,56,15,0.562,0.6,0.65,0.6,0.678,0,0,0,4,0,0.0,0.0
worker_038,1,1,56,15,0.562,0.6,0.65,0.6,0.643,1,0,0,5,1,33.45,1335.0
worker_038,1,2,56,15,0.562,0.6,0.65,0.6,0.648,1,0,0,5,1,33.59,1341.28
worker_038,1,3,56,15,0.562,0.6,0.65,0.6,0.653,1,0,0,5,1,33.73,1347.58
worker_038,1,4,56,15,0.562,0.6,0.65,0.6,0.658,1,0,0,5,1,33.87,1353.87
worker_038,1,5,56,15,0.562,0.6,0.65,0.6,0.663,1,0,0,5,1,34.01,1360.18
worker_039,1,-3,57,17,0.654,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_039,1,-2,57,17,0.654,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_039,1,-1,57,17,0.654,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_039,1,0,57,17,0.654,0.78,0.5,0.75,0.707,0,0,0,4,0,0.0,0.0
worker_039,1,1,57,17,0.654,0.78,0.5,0.75,0.672,1,0,0,5,1,32.93,1389.48
worker_039,1,2,57,17,0.654,0.78,0.5,0.75,0.677,1,0,0,5,1,33.07,1396.08
worker_039,1,3,57,17,0.654,0.78,0.5,0.75,0.682,1,0,0,5,1,33.21,1402.68
worker_039,1,4,57,17,0.654,0.78,0.5,0.75,0.687,1,0,0,5,1,33.35,1409.28
worker_039,1,5,57,17,0.654,0.78,0.5,0.75,0.692,1,0,0,5,1,33.49,1415.9
worker_040,1,-3,38,11,0.66,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_040,1,-2,38,11,0.66,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_040,1,-1,38,11,0.66,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_040,1,0,38,11,0.66,0.25,0.35,0.3,0.564,0,0,0,4,1,29.86,1051.93
worker_040,1,1,38,11,0.66,0.25,0.35,0.3,0.529,0,0,0,4,0,0.0,0.0
worker_040,1,2,38,11,0.66,0.25,0.35,0.3,0.494,0,1,0,2,0,0.0,0.0
worker_040,1,3,38,11,0.66,0.25,0.35,0.3,0.459,0,1,0,2,0,0.0,0.0
worker_040,1,4,38,11,0.66,0.25,0.35,0.3,0.424,0,1,0,2,0,0.0,0.0
worker_040,1,5,38,11,0.66,0.25,0.35,0.3,0.389,0,1,0,2,0,0.0,0.0
worker_041,1,-3,39,13,0.754,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_041,1,-2,39,13,0.754,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_041,1,-1,39,13,0.754,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_041,1,0,39,13,0.754,0.45,0.8,0.45,0.593,0,0,0,4,1,30.18,1130.89
worker_041,1,1,39,13,0.754,0.45,0.8,0.45,0.558,1,0,0,5,1,32.2,1201.9
worker_041,1,2,39,13,0.754,0.45,0.8,0.45,0.523,1,0,0,5,1,31.22,1160.77
worker_041,1,3,39,13,0.754,0.45,0.8,0.45,0.488,1,0,0,5,1,30.24,1119.93
worker_041,1,4,39,13,0.754,0.45,0.8,0.45,0.453,1,0,0,4,1,29.26,1079.37
worker_041,1,5,39,13,0.754,0.45,0.8,0.45,0.418,1,0,0,4,0,0.0,0.0
worker_042,1,-3,40,15,0.422,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_042,1,-2,40,15,0.422,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_042,1,-1,40,15,0.422,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_042,1,0,40,15,0.422,0.6,0.65,0.6,0.647,0,0,0,4,0,0.0,0.0
worker_042,1,1,40,15,0.422,0.6,0.65,0.6,0.612,1,0,0,5,1,32.57,1295.41
worker_042,1,2,40,15,0.422,0.6,0.65,0.6,0.617,1,0,0,5,1,32.71,1301.65
worker_042,1,3,40,15,0.422,0.6,0.65,0.6,0.622,1,0,0,5,1,32.85,1307.91
worker_042,1,4,40,15,0.422,0.6,0.65,0.6,0.627,1,0,0,5,1,32.99,1314.17
worker_042,1,5,40,15,0.422,0.6,0.65,0.6,0.632,1,0,0,5,1,33.13,1320.44
worker_043,1,-3,41,17,0.514,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_043,1,-2,41,17,0.514,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_043,1,-1,41,17,0.514,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_043,1,0,41,17,0.514,0.78,0.5,0.75,0.675,0,0,0,4,0,0.0,0.0
worker_043,1,1,41,17,0.514,0.78,0.5,0.75,0.64,1,0,0,5,1,32.05,1347.93
worker_043,1,2,41,17,0.514,0.78,0.5,0.75,0.645,1,0,0,5,1,32.19,1354.49
worker_043,1,3,41,17,0.514,0.78,0.5,0.75,0.65,1,0,0,5,1,32.33,1361.06
worker_043,1,4,41,17,0.514,0.78,0.5,0.75,0.655,1,0,0,5,1,32.47,1367.63
worker_043,1,5,41,17,0.514,0.78,0.5,0.75,0.66,1,0,0,5,1,32.61,1374.2
worker_044,1,-3,42,11,0.52,0.25,0.35,0.3,0.884,0,0,0,6,1,38.81,1418.75
worker_044,1,-2,42,11,0.52,0.25,0.35,0.3,0.884,0,0,0,6,1,38.81,1418.75
worker_044,1,-1,42,11,0.52,0.25,0.35,0.3,0.884,0,0,0,6,1,38.81,1418.75
worker_044,1,0,42,11,0.52,0.25,0.35,0.3,0.613,0,0,0,4,0,0.0,0.0
worker_044,1,1,42,11,0.52,0.25,0.35,0.3,0.578,0,0,0,4,0,0.0,0.0
worker_044,1,2,42,11,0.52,0.25,0.35,0.3,0.543,0,1,0,3,0,0.0,0.0
worker_044,1,3,42,11,0.52,0.25,0.35,0.3,0.508,0,1,0,2,0,0.0,0.0
worker_044,1,4,42,11,0.52,0.25,0.35,0.3,0.473,0,1,0,2,0,0.0,0.0
worker_044,1,5,42,11,0.52,0.25,0.35,0.3,0.438,0,1,0,2,0,0.0,0.0
worker_045,1,-3,43,13,0.614,0.45,0.8,0.45,0.918,0,0,0,7,1,39.28,1525.31
worker_045,1,-2,43,13,0.614,0.45,0.8,0.45,0.918,0,0,0,7,1,39.28,1525.31
worker_045,1,-1,43,13,0.614,0.45,0.8,0.45,0.918,0,0,0,7,1,39.28,1525.31
worker_045,1,0,43,13,0.614,0.45,0.8,0.45,0.641,0,0,0,4,1,31.53,1188.02
worker_045,1,1,43,13,0.614,0.45,0.8,0.45,0.606,1,0,0,6,1,33.55,1259.25
worker_045,1,2,43,13,0.614,0.45,0.8,0.45,0.571,1,0,0,5,1,32.57,1217.72
worker_045,1,3,43,13,0.614,0.45,0.8,0.45,0.536,1,0,0,5,1,31.59,1176.49
worker_045,1,4,43,13,0.614,0.45,0.8,0.45,0.501,1,0,0,5,1,30.61,1135.53
worker_045,1,5,43,13,0.614,0.45,0.8,0.45,0.466,1,0,0,5,1,29.63,1094.87
worker_046,1,-3,44,15,0.702,0.6,0.65,0.6,0.952,0,0,0,6,1,39.1,1610.45
worker_046,1,-2,44,15,0.702,0.6,0.65,0.6,0.952,0,0,0,6,1,39.1,1610.45
worker_046,1,-1,44,15,0.702,0.6,0.65,0.6,0.952,0,0,0,6,1,39.1,1610.45
worker_046,1,0,44,15,0.702,0.6,0.65,0.6,0.67,0,0,0,4,1,31.2,1248.45
worker_046,1,1,44,15,0.702,0.6,0.65,0.6,0.635,1,0,0,5,1,33.22,1324.45
worker_046,1,2,44,15,0.702,0.6,0.65,0.6,0.64,1,0,0,5,1,33.36,1330.73
worker_046,1,3,44,15,0.702,0.6,0.65,0.6,0.645,1,0,0,5,1,33.5,1337.01
worker_046,1,4,44,15,0.702,0.6,0.65,0.6,0.65,1,0,0,5,1,33.64,1343.3
worker_046,1,5,44,15,0.702,0.6,0.65,0.6,0.655,1,0,0,5,1,33.78,1349.59
worker_047,1,-3,45,17,0.794,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_047,1,-2,45,17,0.794,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_047,1,-1,45,17,0.794,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_047,1,0,45,17,0.794,0.78,0.5,0.75,0.698,0,0,0,4,0,0.0,0.0
worker_047,1,1,45,17,0.794,0.78,0.5,0.75,0.663,1,0,0,5,1,32.69,1378.41
worker_047,1,2,45,17,0.794,0.78,0.5,0.75,0.668,1,0,0,5,1,32.83,1385.0
worker_047,1,3,45,17,0.794,0.78,0.5,0.75,0.673,1,0,0,5,1,32.97,1391.59
worker_047,1,4,45,17,0.794,0.78,0.5,0.75,0.678,1,0,0,5,1,33.11,1398.19
worker_047,1,5,45,17,0.794,0.78,0.5,0.75,0.683,1,0,0,5,1,33.25,1404.79
worker_048,1,-3,46,11,0.38,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_048,1,-2,46,11,0.38,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_048,1,-1,46,11,0.38,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_048,1,0,46,11,0.38,0.25,0.35,0.3,0.581,0,0,0,4,0,0.0,0.0
worker_048,1,1,46,11,0.38,0.25,0.35,0.3,0.546,0,0,0,4,0,0.0,0.0
worker_048,1,2,46,11,0.38,0.25,0.35,0.3,0.511,0,1,0,2,0,0.0,0.0
worker_048,1,3,46,11,0.38,0.25,0.35,0.3,0.476,0,1,0,2,0,0.0,0.0
worker_048,1,4,46,11,0.38,0.25,0.35,0.3,0.441,0,1,0,2,0,0.0,0.0
worker_048,1,5,46,11,0.38,0.25,0.35,0.3,0.406,0,1,0,2,0,0.0,0.0
worker_049,0,-3,47,13,0.474,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_049,0,-2,47,13,0.474,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_049,0,-1,47,13,0.474,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_049,0,0,47,13,0.474,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_049,0,1,47,13,0.474,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_049,0,2,47,13,0.474,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_049,0,3,47,13,0.474,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_049,0,4,47,13,0.474,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_049,0,5,47,13,0.474,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_050,0,-3,48,15,0.562,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_050,0,-2,48,15,0.562,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_050,0,-1,48,15,0.562,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_050,0,0,48,15,0.562,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_050,0,1,48,15,0.562,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_050,0,2,48,15,0.562,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_050,0,3,48,15,0.562,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_050,0,4,48,15,0.562,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_050,0,5,48,15,0.562,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_051,0,-3,49,17,0.654,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_051,0,-2,49,17,0.654,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_051,0,-1,49,17,0.654,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_051,0,0,49,17,0.654,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_051,0,1,49,17,0.654,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_051,0,2,49,17,0.654,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_051,0,3,49,17,0.654,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_051,0,4,49,17,0.654,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_051,0,5,49,17,0.654,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_052,0,-3,50,11,0.66,0.25,0.35,0.3,0.884,0,0,0,6,1,38.81,1418.75
worker_052,0,-2,50,11,0.66,0.25,0.35,0.3,0.884,0,0,0,6,1,38.81,1418.75
worker_052,0,-1,50,11,0.66,0.25,0.35,0.3,0.884,0,0,0,6,1,38.81,1418.75
worker_052,0,0,50,11,0.66,0.25,0.35,0.3,0.884,0,0,0,6,1,38.81,1418.75
worker_052,0,1,50,11,0.66,0.25,0.35,0.3,0.884,0,0,0,6,1,38.81,1418.75
worker_052,0,2,50,11,0.66,0.25,0.35,0.3,0.884,0,0,0,6,1,38.81,1418.75
worker_052,0,3,50,11,0.66,0.25,0.35,0.3,0.884,0,0,0,6,1,38.81,1418.75
worker_052,0,4,50,11,0.66,0.25,0.35,0.3,0.884,0,0,0,6,1,38.81,1418.75
worker_052,0,5,50,11,0.66,0.25,0.35,0.3,0.884,0,0,0,6,1,38.81,1418.75
worker_053,0,-3,51,13,0.754,0.45,0.8,0.45,0.918,0,0,0,7,1,39.28,1525.31
worker_053,0,-2,51,13,0.754,0.45,0.8,0.45,0.918,0,0,0,7,1,39.28,1525.31
worker_053,0,-1,51,13,0.754,0.45,0.8,0.45,0.918,0,0,0,7,1,39.28,1525.31
worker_053,0,0,51,13,0.754,0.45,0.8,0.45,0.918,0,0,0,7,1,39.28,1525.31
worker_053,0,1,51,13,0.754,0.45,0.8,0.45,0.918,0,0,0,7,1,39.28,1525.31
worker_053,0,2,51,13,0.754,0.45,0.8,0.45,0.918,0,0,0,7,1,39.28,1525.31
worker_053,0,3,51,13,0.754,0.45,0.8,0.45,0.918,0,0,0,7,1,39.28,1525.31
worker_053,0,4,51,13,0.754,0.45,0.8,0.45,0.918,0,0,0,7,1,39.28,1525.31
worker_053,0,5,51,13,0.754,0.45,0.8,0.45,0.918,0,0,0,7,1,39.28,1525.31
worker_054,0,-3,52,15,0.422,0.6,0.65,0.6,0.952,0,0,0,6,1,39.1,1610.45
worker_054,0,-2,52,15,0.422,0.6,0.65,0.6,0.952,0,0,0,6,1,39.1,1610.45
worker_054,0,-1,52,15,0.422,0.6,0.65,0.6,0.952,0,0,0,6,1,39.1,1610.45
worker_054,0,0,52,15,0.422,0.6,0.65,0.6,0.952,0,0,0,6,1,39.1,1610.45
worker_054,0,1,52,15,0.422,0.6,0.65,0.6,0.952,0,0,0,6,1,39.1,1610.45
worker_054,0,2,52,15,0.422,0.6,0.65,0.6,0.952,0,0,0,6,1,39.1,1610.45
worker_054,0,3,52,15,0.422,0.6,0.65,0.6,0.952,0,0,0,6,1,39.1,1610.45
worker_054,0,4,52,15,0.422,0.6,0.65,0.6,0.952,0,0,0,6,1,39.1,1610.45
worker_054,0,5,52,15,0.422,0.6,0.65,0.6,0.952,0,0,0,6,1,39.1,1610.45
worker_055,0,-3,53,17,0.514,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_055,0,-2,53,17,0.514,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_055,0,-1,53,17,0.514,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_055,0,0,53,17,0.514,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_055,0,1,53,17,0.514,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_055,0,2,53,17,0.514,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_055,0,3,53,17,0.514,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_055,0,4,53,17,0.514,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_055,0,5,53,17,0.514,0.78,0.5,0.75,0.986,0,0,0,6,1,38.73,1684.75
worker_056,0,-3,54,11,0.52,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_056,0,-2,54,11,0.52,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_056,0,-1,54,11,0.52,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_056,0,0,54,11,0.52,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_056,0,1,54,11,0.52,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_056,0,2,54,11,0.52,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_056,0,3,54,11,0.52,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_056,0,4,54,11,0.52,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_056,0,5,54,11,0.52,0.25,0.35,0.3,0.844,0,0,0,6,1,37.69,1371.54
worker_057,0,-3,55,13,0.614,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_057,0,-2,55,13,0.614,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_057,0,-1,55,13,0.614,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_057,0,0,55,13,0.614,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_057,0,1,55,13,0.614,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_057,0,2,55,13,0.614,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_057,0,3,55,13,0.614,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_057,0,4,55,13,0.614,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_057,0,5,55,13,0.614,0.45,0.8,0.45,0.878,0,0,0,6,1,38.16,1475.48
worker_058,0,-3,56,15,0.702,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_058,0,-2,56,15,0.702,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_058,0,-1,56,15,0.702,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_058,0,0,56,15,0.702,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_058,0,1,56,15,0.702,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_058,0,2,56,15,0.702,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_058,0,3,56,15,0.702,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_058,0,4,56,15,0.702,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_058,0,5,56,15,0.702,0.6,0.65,0.6,0.912,0,0,0,6,1,37.98,1558.0
worker_059,0,-3,57,17,0.794,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_059,0,-2,57,17,0.794,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_059,0,-1,57,17,0.794,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_059,0,0,57,17,0.794,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_059,0,1,57,17,0.794,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_059,0,2,57,17,0.794,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_059,0,3,57,17,0.794,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
worker_059,0,4,57,17,0.794,0.78,0.5,0.75,0.946,0,0,0,6,1,37.61,1629.77
