worker_id,fold,log_hourly_wage,high_client_concentration,predicted_outcome_nuisance,predicted_treatment_nuisance,outcome_residual,treatment_residual
267,3,6.027244130804844,0.0,5.694818062278389,0.3256259090120998,0.3324260685264546,-0.3256259090120998
268,1,5.732085265495672,0.0,5.472500747149879,0.5130687708559948,0.2595845183457932,-0.5130687708559948
269,0,5.468390281863778,0.0,5.464465907088036,0.392100449559669,0.00392437477574159,-0.392100449559669
270,2,5.847404178788473,1.0,5.503800088743214,0.5124219766946914,0.34360409004525927,0.48757802330530864
271,4,5.170687553333487,1.0,5.360793118441142,0.4842797530376633,-0.19010556510765575,0.5157202469623368
272,4,5.748444379340601,0.0,5.73335097673181,0.43300462458590394,0.015093402608790996,-0.43300462458590394
273,0,4.980164830266043,0.0,5.176934269729498,0.46870492334299835,-0.1967694394634556,-0.46870492334299835
274,0,4.879615417096195,1.0,5.207736272638937,0.4303133049384759,-0.32812085554274173,0.569686695061524
275,4,6.096622286389614,0.0,5.785124883324828,0.3491842550131336,0.3114974030647861,-0.3491842550131336
276,2,5.978359370605752,1.0,6.267596825106376,0.2066752503053121,-0.28923745450062466,0.7933247496946879
277,2,5.088925713461427,1.0,5.168264011154722,0.533242128937713,-0.07933829769329481,0.46675787106228706
278,2,5.052498864050719,0.0,5.276300800606169,0.46269049253907896,-0.22380193655545,-0.46269049253907896
279,4,5.8001196035900255,0.0,5.7189028231552985,0.33402875711009256,0.08121678043472702,-0.33402875711009256
280,4,5.425555710992438,1.0,5.4564901787737226,0.4742267504105172,-0.03093446778128417,0.5257732495894828
281,0,5.479902811761817,1.0,5.439208001110005,0.5118724859311201,0.040694810651811686,0.4881275140688799
282,1,5.3733432949717574,1.0,5.34077960458064,0.4039558876657907,0.032563690391117284,0.5960441123342093
283,0,4.8283162313270225,1.0,5.000681855104012,0.42374742478319505,-0.17236562377698927,0.576252575216805
284,2,5.4516961724716175,1.0,5.491032461527719,0.3516974674555656,-0.039336289056101315,0.6483025325444344
285,2,5.399999829526044,0.0,5.296095739172447,0.46332443290259884,0.1039040903535966,-0.46332443290259884
286,2,5.524450621297112,1.0,5.61364083241837,0.3136025934788925,-0.08919021112125769,0.6863974065211075
287,4,5.890944697380631,1.0,5.585064436682595,0.6042925744734179,0.30588026069803576,0.3957074255265821
288,2,6.1133605839803655,1.0,6.055931885216451,0.3489480034782828,0.0574286987639141,0.6510519965217172
289,1,6.324746554793056,0.0,6.36533531876321,0.14854266296827956,-0.04058876397015343,-0.14854266296827956
290,4,5.4860115361969655,1.0,5.2828789909788,0.3479108687137009,0.20313254521816582,0.6520891312862991
291,4,6.093124353959654,1.0,5.835641870763926,0.2548846140758349,0.2574824831957283,0.745115385924165
292,1,4.963435839999892,1.0,5.188783053081352,0.3708515213692433,-0.22534721308145933,0.6291484786307566
293,1,4.579078126371119,0.0,4.879410460198279,0.5979096001062012,-0.30033233382715974,-0.5979096001062012
294,4,5.446940862893462,0.0,5.445209952793886,0.495060652129499,0.001730910099576377,-0.495060652129499
295,1,6.279705644735314,0.0,6.117219500103139,0.26653910834069205,0.16248614463217503,-0.26653910834069205
296,4,4.995939629586225,1.0,5.121276199974143,0.5103842956989293,-0.12533657038791812,0.4896157043010707
297,3,5.6010833995189975,0.0,5.442904866816242,0.3901759668632874,0.15817853270275517,-0.3901759668632874
298,3,5.348004197076043,0.0,5.2476351601465785,0.4951674280481776,0.10036903692946453,-0.4951674280481776
299,4,5.135337167433649,0.0,5.312163769084111,0.368900711767194,-0.17682660165046205,-0.368900711767194
300,3,5.338025798431202,0.0,5.388683887353176,0.4332986676377969,-0.0506580889219741,-0.4332986676377969
301,2,5.357053449599377,1.0,5.290733920654263,0.47626088339257283,0.0663195289451135,0.5237391166074272
302,3,5.6852803460576125,1.0,5.569657128270914,0.37657339119696004,0.11562321778669826,0.62342660880304
303,2,5.51715271696176,0.0,5.4075490276261196,0.531437034311873,0.10960368933564002,-0.531437034311873
304,0,5.716465939666743,0.0,5.648251554301441,0.3542949335779178,0.06821438536530167,-0.3542949335779178
305,2,4.804690775027459,0.0,5.186225581654838,0.44579478843519477,-0.3815348066273794,-0.44579478843519477
306,3,5.336290051606788,0.0,5.388834465968792,0.444201951430193,-0.05254441436200352,-0.444201951430193
307,1,5.335483222503323,0.0,5.4316588865842865,0.45364059936529505,-0.09617566408096323,-0.45364059936529505
308,1,4.606347737838475,0.0,4.9983649899814155,0.5588560561440535,-0.39201725214294036,-0.5588560561440535
309,3,5.597431739966025,0.0,5.214770528777802,0.4860060419500837,0.38266121118822305,-0.4860060419500837
310,1,5.523007788757838,0.0,5.536285846550629,0.40084986368264774,-0.013278057792790676,-0.40084986368264774
311,2,5.310960137833516,1.0,5.094126339830948,0.5638287023611527,0.2168337980025674,0.4361712976388473
312,4,5.2101260206898585,1.0,5.127811900360209,0.5108005772252945,0.08231412032964958,0.4891994227747055
313,4,5.479392820194935,0.0,5.383238353030251,0.4176676313950807,0.09615446716468412,-0.4176676313950807
314,3,5.768010663782591,0.0,5.43848453945769,0.46551064927789654,0.329526124324901,-0.46551064927789654
315,4,5.7192565787355,0.0,5.502401120644012,0.555682425280715,0.2168554580914881,-0.555682425280715
316,0,5.807058493450934,0.0,5.839257995636799,0.33478485856226764,-0.03219950218586476,-0.33478485856226764
317,3,4.672490258552323,0.0,5.04209137620967,0.5077267962495008,-0.3696011176573464,-0.5077267962495008
318,2,5.813305750484296,0.0,5.773995129985546,0.3583232840536443,0.03931062049874967,-0.3583232840536443
319,3,5.973481895236815,0.0,5.588178694165602,0.4531935948372757,0.3853032010712125,-0.4531935948372757
320,3,5.237269996623151,1.0,5.251618931068161,0.5139799546769305,-0.014348934445010286,0.4860200453230695
321,1,6.055376261166478,0.0,5.916898741165412,0.3094814813599294,0.13847752000106528,-0.3094814813599294
322,1,5.3614964967810215,1.0,5.541386833330234,0.335432151997656,-0.17989033654921283,0.664567848002344
323,0,5.819355471799606,1.0,6.107672943806735,0.39803595622958743,-0.28831747200712865,0.6019640437704126
324,1,6.354390385969982,0.0,6.164524190854976,0.2210862409311331,0.18986619511500535,-0.2210862409311331
325,3,5.000381073280303,1.0,5.316384585671854,0.45807874475086147,-0.31600351239155167,0.5419212552491386
326,0,4.655591231169291,1.0,4.869594790777057,0.5779460824231666,-0.2140035596077663,0.4220539175768334
327,4,5.764752541794417,0.0,5.696339856640463,0.30952696942370683,0.06841268515395438,-0.30952696942370683
328,2,5.656899413596347,0.0,5.517993557026293,0.45908700979780864,0.1389058565700534,-0.45908700979780864
329,0,4.8086669663199935,1.0,5.055683458512103,0.39697496724024695,-0.24701649219210964,0.603025032759753
330,3,5.5442183226087085,0.0,5.617460612463582,0.37491248175313074,-0.07324228985487391,-0.37491248175313074
331,2,5.304836116426711,1.0,5.264703533742325,0.52228113990527,0.04013258268438591,0.47771886009472997
332,2,5.234042042923192,1.0,5.357874626143712,0.4391253061600199,-0.12383258322052004,0.5608746938399801
333,4,5.148843777866486,0.0,5.587480670056793,0.3575987993356013,-0.4386368921903072,-0.3575987993356013
334,4,5.893332862456929,0.0,5.956675321622449,0.21894811459561686,-0.06334245916552028,-0.21894811459561686
335,1,5.4998386592357935,1.0,5.662070029619271,0.523932492048078,-0.1622313703834779,0.476067507951922
336,1,5.312212964138097,0.0,5.26826985487904,0.6414208443923856,0.04394310925905742,-0.6414208443923856
337,0,5.6858076996119005,0.0,5.637119249277488,0.3248694912037929,0.048688450334412714,-0.3248694912037929
338,2,5.427694663770057,1.0,5.620736510828177,0.277145895656463,-0.19304184705811966,0.722854104343537
339,4,5.156440725462378,1.0,4.880693494530654,0.5623531700361178,0.2757472309317244,0.43764682996388216
340,2,6.004671693143148,0.0,5.704745385846355,0.4000488451381457,0.2999263072967935,-0.4000488451381457
341,0,4.818159060506462,0.0,5.088603860284835,0.5289819761776497,-0.27044479977837366,-0.5289819761776497
342,1,5.202261105507185,1.0,5.258685941082966,0.36758023823629604,-0.05642483557578082,0.632419761763704
343,1,5.17946782125769,0.0,5.148742715445628,0.5670531867361264,0.03072510581206256,-0.5670531867361264
344,4,6.085378723786302,0.0,5.872556240569239,0.3572934459328123,0.21282248321706376,-0.3572934459328123
345,4,6.365439015831643,0.0,5.968943236459429,0.28379331613106007,0.3964957793722137,-0.28379331613106007
346,2,5.3333780693626265,1.0,5.677007402682066,0.40325987334587227,-0.34362933331943957,0.5967401266541277
347,3,5.945251108581832,0.0,5.9644453726371855,0.29087092192112596,-0.019194264055353294,-0.29087092192112596
348,4,5.6191075774989026,0.0,5.455548308455203,0.3997928264686355,0.16355926904369955,-0.3997928264686355
349,4,5.619119252507796,0.0,5.560354772961722,0.4195216937651134,0.058764479546074,-0.4195216937651134
350,2,4.794599197238758,1.0,5.173847680717868,0.4744996770347687,-0.37924848347911055,0.5255003229652313
351,4,5.494839410952707,0.0,5.52496586599808,0.3788523225216257,-0.030126455045373035,-0.3788523225216257
352,2,5.860959537457017,0.0,5.584455714578767,0.40814265010187833,0.2765038228782499,-0.40814265010187833
353,4,5.307553722464096,1.0,5.589586183624651,0.48459591828886045,-0.28203246116055514,0.5154040817111396
354,2,6.825591321962678,0.0,6.248979103098307,0.2034276796132939,0.576612218864371,-0.2034276796132939
355,0,5.238593327428619,0.0,5.342146543521974,0.37836587790571824,-0.10355321609335455,-0.37836587790571824
356,1,6.111535535880927,1.0,5.91605918127892,0.28166202981114374,0.19547635460200752,0.7183379701888563
357,3,5.018931148106262,1.0,5.134379658641103,0.4867940992816176,-0.11544851053484084,0.5132059007183825
358,4,4.92132163818897,1.0,5.073960170008254,0.5538526259278995,-0.15263853181928422,0.4461473740721005
359,1,5.137602175374008,0.0,5.488541119686694,0.45522423358267333,-0.350938944312686,-0.45522423358267333
360,0,5.834758454418909,0.0,5.63593173618491,0.4164394266511188,0.1988267182339989,-0.4164394266511188
361,0,4.6492546171540425,1.0,5.074509954302626,0.44211448939328357,-0.42525533714858366,0.5578855106067164
362,0,4.6235106179821805,1.0,4.699443970305244,0.5524225063311625,-0.0759333523230632,0.4475774936688375
363,0,6.24605146014146,0.0,6.174285359441546,0.21190048377374957,0.07176610069991352,-0.21190048377374957
364,3,5.254445820179248,1.0,5.214633114400798,0.5393947042473394,0.03981270577844942,0.4606052957526606
365,3,4.825125301227081,1.0,4.9097134736536105,0.5531931120531983,-0.08458817242652916,0.4468068879468017
366,1,5.426772947233587,1.0,5.5374384492618605,0.49090875392112726,-0.11066550202827319,0.5090912460788728
367,1,5.538119430666721,1.0,5.600990646499801,0.30760355502169273,-0.06287121583307975,0.6923964449783073
368,0,5.386800829436743,0.0,5.285502320296716,0.5696380365129134,0.10129850914002692,-0.5696380365129134
369,0,5.2492759061703484,0.0,5.384726325338577,0.5473716883775406,-0.13545041916822864,-0.5473716883775406
370,4,5.614660872360907,1.0,5.567996184206342,0.4921937866124486,0.04666468815456515,0.5078062133875514
371,2,5.743435745351928,1.0,5.727055834347656,0.36680894750923804,0.01637991100427172,0.633191052490762
372,1,6.233354773313646,0.0,6.048615967429315,0.26590313759844797,0.18473880588433111,-0.26590313759844797
373,0,5.669904521468516,0.0,5.597300375346543,0.4239197298392256,0.0726041461219733,-0.4239197298392256
374,0,4.830477917756793,1.0,5.3705751002712425,0.4885986229934853,-0.5400971825144492,0.5114013770065147
375,1,4.413572140879462,1.0,4.853207930914125,0.6173097314326511,-0.4396357900346626,0.3826902685673489
376,4,4.852213691288945,1.0,4.952666761849764,0.5522751107845115,-0.10045307056081931,0.4477248892154885
377,1,5.088359043111482,1.0,5.473646145002914,0.3672311390961289,-0.3852871018914321,0.6327688609038711
378,2,5.670849065933435,0.0,5.61505331557853,0.38091357597091113,0.05579575035490514,-0.38091357597091113
379,0,5.727008182792559,1.0,5.428715726483857,0.4504115589098104,0.2982924563087028,0.5495884410901897
380,4,5.409057930472906,1.0,5.6527977025806795,0.401671346318739,-0.24373977210777387,0.598328653681261
381,0,6.645588331896307,0.0,6.2650002728345955,0.29955347569292623,0.38058805906171145,-0.29955347569292623
382,1,5.277222762374596,1.0,5.330180459098466,0.527158493858406,-0.05295769672386985,0.47284150614159404
383,0,5.013816895917989,0.0,5.153238717909279,0.4789815042336758,-0.13942182199128972,-0.4789815042336758
384,2,4.954080069947256,0.0,4.943478041925774,0.4966953415187048,0.010602028021482468,-0.4966953415187048
385,4,4.680209645431495,1.0,5.107287636990161,0.5187626388201909,-0.427077991558666,0.4812373611798091
386,2,5.893962115395435,0.0,5.867279134098651,0.24841068589651397,0.02668298129678348,-0.24841068589651397
387,4,4.758994668887407,0.0,5.011790856521381,0.5466049529834627,-0.25279618763397416,-0.5466049529834627
388,3,6.720951068784361,0.0,6.072469034356307,0.19405162216521468,0.6484820344280537,-0.19405162216521468
389,3,5.661316169226986,0.0,5.520227780805462,0.3478250817500703,0.14108838842152416,-0.3478250817500703
390,4,5.477096359242993,1.0,5.571239300593509,0.4057279772575831,-0.09414294135051549,0.594272022742417
391,4,5.094910959035414,0.0,5.125010909838743,0.5465105795893288,-0.03009995080332839,-0.5465105795893288
392,0,5.758819649883499,0.0,5.838022234530651,0.2338969290940535,-0.07920258464715246,-0.2338969290940535
393,3,5.629615989033074,1.0,5.539273658441163,0.45198718801729815,0.09034233059191177,0.5480128119827019
394,0,4.54862461910846,1.0,4.891305451541877,0.506724338976606,-0.34268083243341696,0.49327566102339404
395,4,5.225451281519638,1.0,5.347070696302665,0.4299006712039897,-0.12161941478302651,0.5700993287960103
396,1,5.044025672411284,0.0,5.155740258379641,0.5998199585348993,-0.1117145859683566,-0.5998199585348993
397,1,6.021104643755777,0.0,5.928237850124405,0.31806151190716747,0.09286679363137207,-0.31806151190716747
398,2,5.354987316245204,0.0,5.369675335769635,0.4630617961342985,-0.01468801952443144,-0.4630617961342985
399,1,5.315217860667682,0.0,5.296583661972853,0.5622220419058386,0.018634198694829074,-0.5622220419058386
400,3,5.482058811497771,1.0,5.268354294546753,0.5213168546886107,0.2137045169510179,0.47868314531138934
401,1,5.397461471540559,0.0,5.181277486932536,0.5082615817488455,0.21618398460802357,-0.5082615817488455
402,3,5.035421625862956,0.0,5.211158429836146,0.5158572290912503,-0.1757368039731908,-0.5158572290912503
403,0,4.606761872860094,1.0,5.085426684616293,0.517672971005043,-0.47866481175619935,0.48232702899495705
404,4,5.531702817022815,0.0,5.513888186017846,0.3815404648829719,0.017814631004968717,-0.3815404648829719
405,1,5.2773586768858145,0.0,5.385226834811328,0.4560015183027553,-0.10786815792551341,-0.4560015183027553
406,2,5.577574682560401,0.0,5.460437053161726,0.45559791333496,0.117137629398675,-0.45559791333496
407,2,5.283536906222778,1.0,5.206649724912163,0.5158934709450198,0.07688718131061556,0.4841065290549802
408,0,5.719579205429001,0.0,5.638733536167682,0.33240924539008665,0.08084566926131931,-0.33240924539008665
409,2,4.928715582736132,1.0,5.140959452284669,0.5420842439708538,-0.21224386954853713,0.45791575602914625
410,2,5.020562364605926,1.0,5.12265401366633,0.48088080291467583,-0.10209164906040424,0.5191191970853242
411,0,5.472125012023472,0.0,5.245682318202207,0.4087770004309805,0.22644269382126492,-0.4087770004309805
412,0,5.050108644499814,0.0,5.126536045700392,0.39843332856898345,-0.07642740120057745,-0.39843332856898345
413,0,4.586473746676312,1.0,5.145673242467441,0.39931236933120445,-0.5591994957911295,0.6006876306687956
414,3,5.2344653851252865,1.0,5.200941012334066,0.5427188462235085,0.03352437279122089,0.4572811537764915
415,0,4.9801323620112665,1.0,4.957218128144355,0.5038061838507591,0.022914233866911715,0.49619381614924085
416,3,6.068196735800129,1.0,5.953900827559303,0.28927371058978335,0.11429590824082592,0.7107262894102166
417,4,5.40243896110205,0.0,5.40077726579208,0.4604526093107959,0.0016616953099699572,-0.4604526093107959
418,4,5.262824546444615,1.0,5.33323126694105,0.5106976108389125,-0.07040672049643515,0.4893023891610875
419,3,5.908991161580545,0.0,5.587978547950619,0.3798959776900772,0.32101261362992606,-0.3798959776900772
420,1,5.401262170796293,1.0,5.343344822258353,0.40611140439752347,0.05791734853793962,0.5938885956024765
