worker_id,firm_id,period,rule_exposed,local_female_supply,female,senior,original_job_family,adjusted_job_cell,female_concentrated_cell,male_concentrated_cell,wage
407,8,1,1,0.5500,0,0,sales,sales,0,0,46865.23
408,8,-1,1,0.5500,1,0,sales,sales,0,0,44090.49
408,8,1,1,0.5500,1,0,sales,sales,0,0,46265.66
409,8,-1,1,0.5500,1,0,sales,sales,0,0,43919.65
409,8,1,1,0.5500,1,0,sales,sales,0,0,46403.46
410,8,-1,1,0.5500,0,0,sales,sales,0,0,45598.07
410,8,1,1,0.5500,0,0,sales,sales,0,0,46361.03
411,8,-1,1,0.5500,1,0,sales,sales,0,0,44243.40
411,8,1,1,0.5500,1,0,sales,sales,0,0,46108.63
412,8,-1,1,0.5500,1,0,sales,sales,0,0,44942.10
412,8,1,1,0.5500,1,0,sales,sales,0,0,46633.76
413,8,-1,1,0.5500,0,1,sales,sales,0,0,54238.10
413,8,1,1,0.5500,0,1,sales,sales,0,0,54274.60
414,8,-1,1,0.5500,1,0,sales,sales,0,0,44498.64
414,8,1,1,0.5500,1,0,sales,sales,0,0,46510.51
415,8,-1,1,0.5500,1,0,sales,sales,0,0,44911.64
415,8,1,1,0.5500,1,0,sales,sales,0,0,47068.48
416,8,-1,1,0.5500,1,0,sales,sales,0,0,44767.89
416,8,1,1,0.5500,1,0,sales,sales,0,0,46167.99
417,8,-1,1,0.5500,0,0,sales,sales,0,0,46534.66
417,8,1,1,0.5500,0,0,sales,sales,0,0,46676.64
418,8,-1,1,0.5500,0,0,sales,sales,0,0,46135.28
418,8,1,1,0.5500,0,0,sales,sales,0,0,46025.41
419,8,-1,1,0.5500,0,0,sales,sales,0,0,46579.21
419,8,1,1,0.5500,0,0,sales,sales,0,0,46219.19
420,8,-1,1,0.5500,1,1,sales,sales,0,0,50425.10
420,8,1,1,0.5500,1,1,sales,sales,0,0,52518.66
421,8,-1,1,0.5500,0,0,technical,technical,0,0,50054.16
421,8,1,1,0.5500,0,0,technical,technical,0,0,50927.91
422,8,-1,1,0.5500,1,0,technical,technical,0,0,48119.88
422,8,1,1,0.5500,1,0,technical,technical,0,0,50334.90
423,8,-1,1,0.5500,1,0,technical,technical,0,0,47985.58
423,8,1,1,0.5500,1,0,technical,technical,0,0,50491.07
424,8,-1,1,0.5500,1,0,technical,technical,0,0,48737.71
424,8,1,1,0.5500,1,0,technical,technical,0,0,50167.94
425,8,-1,1,0.5500,0,0,technical,technical,0,0,49070.74
425,8,1,1,0.5500,0,0,technical,technical,0,0,49915.65
426,8,-1,1,0.5500,0,0,technical,technical,0,0,49965.81
426,8,1,1,0.5500,0,0,technical,technical,0,0,50590.85
427,8,-1,1,0.5500,0,1,technical,technical,0,0,57624.70
427,8,1,1,0.5500,0,1,technical,technical,0,0,58581.10
428,8,-1,1,0.5500,1,0,technical,technical,0,0,48150.64
428,8,1,1,0.5500,1,0,technical,technical,0,0,49945.07
429,8,-1,1,0.5500,1,0,technical,technical,0,0,47822.39
429,8,1,1,0.5500,1,0,technical,technical,0,0,49605.04
430,8,-1,1,0.5500,0,0,technical,technical,0,0,50482.24
430,8,1,1,0.5500,0,0,technical,technical,0,0,50660.19
431,8,-1,1,0.5500,1,0,technical,technical,0,0,47648.75
431,8,1,1,0.5500,1,0,technical,technical,0,0,50484.56
432,8,-1,1,0.5500,1,0,technical,technical,0,0,48554.15
432,8,1,1,0.5500,1,0,technical,technical,0,0,49406.39
433,8,-1,1,0.5500,0,0,technical,technical,0,0,49337.57
433,8,1,1,0.5500,0,0,technical,technical,0,0,50740.02
434,8,-1,1,0.5500,1,1,technical,technical,0,0,54670.74
434,8,1,1,0.5500,1,1,technical,technical,0,0,57072.26
435,8,-1,1,0.5500,0,0,administration,administration,0,0,53502.40
435,8,1,1,0.5500,0,0,administration,administration,0,0,54514.94
436,8,-1,1,0.5500,0,0,administration,administration,0,0,53740.10
436,8,1,1,0.5500,0,0,administration,administration,0,0,54491.09
437,8,-1,1,0.5500,0,0,administration,administration,0,0,54236.26
437,8,1,1,0.5500,0,0,administration,administration,0,0,54614.76
438,8,-1,1,0.5500,0,0,administration,administration,0,0,53802.22
438,8,1,1,0.5500,0,0,administration,administration,0,0,54336.81
439,8,-1,1,0.5500,0,0,administration,administration,0,0,54301.96
439,8,1,1,0.5500,0,0,administration,administration,0,0,53660.61
440,8,-1,1,0.5500,1,0,administration,administration,0,0,51147.67
440,8,1,1,0.5500,1,0,administration,administration,0,0,54815.50
441,8,-1,1,0.5500,1,1,administration,administration,0,0,58218.54
441,8,1,1,0.5500,1,1,administration,administration,0,0,60748.82
442,8,-1,1,0.5500,1,0,administration,administration,0,0,51917.54
442,8,1,1,0.5500,1,0,administration,administration,0,0,53053.15
443,8,-1,1,0.5500,0,0,administration,administration,0,0,54196.11
443,8,1,1,0.5500,0,0,administration,administration,0,0,54798.92
444,8,-1,1,0.5500,1,0,administration,administration,0,0,52232.21
444,8,1,1,0.5500,1,0,administration,administration,0,0,53820.86
445,8,-1,1,0.5500,0,0,administration,administration,0,0,53987.12
445,8,1,1,0.5500,0,0,administration,administration,0,0,54387.24
446,8,-1,1,0.5500,0,0,administration,administration,0,0,52905.12
446,8,1,1,0.5500,0,0,administration,administration,0,0,54277.06
447,8,-1,1,0.5500,0,0,administration,administration,0,0,53946.45
447,8,1,1,0.5500,0,0,administration,administration,0,0,54007.38
448,8,-1,1,0.5500,0,1,administration,administration,0,0,60851.16
448,8,1,1,0.5500,0,1,administration,administration,0,0,62355.87
449,9,-1,0,0.6200,0,0,operations,operations,0,0,42834.65
449,9,1,0,0.6200,0,0,operations,operations,0,0,44275.38
450,9,-1,0,0.6200,1,0,operations,operations,0,0,42213.84
450,9,1,0,0.6200,1,0,operations,operations,0,0,41616.94
451,9,-1,0,0.6200,1,0,operations,operations,0,0,40619.68
451,9,1,0,0.6200,1,0,operations,operations,0,0,42415.18
452,9,-1,0,0.6200,0,0,operations,operations,0,0,43041.19
452,9,1,0,0.6200,0,0,operations,operations,0,0,44021.95
453,9,-1,0,0.6200,1,0,operations,operations,0,0,40870.03
453,9,1,0,0.6200,1,0,operations,operations,0,0,42511.08
454,9,-1,0,0.6200,0,0,operations,operations,0,0,43454.63
454,9,1,0,0.6200,0,0,operations,operations,0,0,44049.15
455,9,-1,0,0.6200,0,1,operations,operations,0,0,50563.75
455,9,1,0,0.6200,0,1,operations,operations,0,0,51173.15
456,9,-1,0,0.6200,1,0,operations,operations,0,0,41344.43
456,9,1,0,0.6200,1,0,operations,operations,0,0,41993.04
457,9,-1,0,0.6200,1,0,operations,operations,0,0,40651.20
457,9,1,0,0.6200,1,0,operations,operations,0,0,41743.78
458,9,-1,0,0.6200,0,0,operations,operations,0,0,43223.37
458,9,1,0,0.6200,0,0,operations,operations,0,0,43925.89
459,9,-1,0,0.6200,1,0,operations,operations,0,0,40931.15
459,9,1,0,0.6200,1,0,operations,operations,0,0,41741.50
460,9,-1,0,0.6200,0,0,operations,operations,0,0,43229.49
460,9,1,0,0.6200,0,0,operations,operations,0,0,43565.17
461,9,-1,0,0.6200,0,0,operations,operations,0,0,42750.72
461,9,1,0,0.6200,0,0,operations,operations,0,0,43866.86
462,9,-1,0,0.6200,0,1,operations,operations,0,0,50837.83
462,9,1,0,0.6200,0,1,operations,operations,0,0,51859.60
463,9,-1,0,0.6200,0,0,sales,sales,0,0,46509.82
463,9,1,0,0.6200,0,0,sales,sales,0,0,47351.45
464,9,-1,0,0.6200,1,0,sales,sales,0,0,45471.82
464,9,1,0,0.6200,1,0,sales,sales,0,0,46255.12
465,9,-1,0,0.6200,1,0,sales,sales,0,0,44819.82
465,9,1,0,0.6200,1,0,sales,sales,0,0,45415.35
466,9,-1,0,0.6200,0,0,sales,sales,0,0,46382.50
466,9,1,0,0.6200,0,0,sales,sales,0,0,47613.84
467,9,-1,0,0.6200,0,0,sales,sales,0,0,46719.62
467,9,1,0,0.6200,0,0,sales,sales,0,0,47816.49
468,9,-1,0,0.6200,0,0,sales,sales,0,0,46464.67
468,9,1,0,0.6200,0,0,sales,sales,0,0,48012.53
469,9,-1,0,0.6200,1,1,sales,sales,0,0,50598.79
469,9,1,0,0.6200,1,1,sales,sales,0,0,51621.02
470,9,-1,0,0.6200,1,0,sales,sales,0,0,44683.30
470,9,1,0,0.6200,1,0,sales,sales,0,0,45784.07
471,9,-1,0,0.6200,1,0,sales,sales,0,0,44721.16
471,9,1,0,0.6200,1,0,sales,sales,0,0,46322.40
472,9,-1,0,0.6200,0,0,sales,sales,0,0,46591.37
472,9,1,0,0.6200,0,0,sales,sales,0,0,47763.41
473,9,-1,0,0.6200,1,0,sales,sales,0,0,44979.07
473,9,1,0,0.6200,1,0,sales,sales,0,0,45333.07
474,9,-1,0,0.6200,1,0,sales,sales,0,0,44804.99
474,9,1,0,0.6200,1,0,sales,sales,0,0,45786.33
475,9,-1,0,0.6200,0,0,sales,sales,0,0,47389.35
475,9,1,0,0.6200,0,0,sales,sales,0,0,46782.44
476,9,-1,0,0.6200,0,1,sales,sales,0,0,53959.02
476,9,1,0,0.6200,0,1,sales,sales,0,0,55113.08
477,9,-1,0,0.6200,0,0,technical,technical,0,0,50397.78
477,9,1,0,0.6200,0,0,technical,technical,0,0,51172.59
478,9,-1,0,0.6200,0,0,technical,technical,0,0,50778.79
478,9,1,0,0.6200,0,0,technical,technical,0,0,51886.98
479,9,-1,0,0.6200,1,0,technical,technical,0,0,49680.31
479,9,1,0,0.6200,1,0,technical,technical,0,0,49798.91
480,9,-1,0,0.6200,1,0,technical,technical,0,0,48866.33
480,9,1,0,0.6200,1,0,technical,technical,0,0,49223.15
481,9,-1,0,0.6200,1,0,technical,technical,0,0,49140.74
481,9,1,0,0.6200,1,0,technical,technical,0,0,49194.95
482,9,-1,0,0.6200,0,0,technical,technical,0,0,50766.38
482,9,1,0,0.6200,0,0,technical,technical,0,0,52565.42
483,9,-1,0,0.6200,1,1,technical,technical,0,0,54965.03
483,9,1,0,0.6200,1,1,technical,technical,0,0,56124.52
484,9,-1,0,0.6200,0,0,technical,technical,0,0,50260.79
484,9,1,0,0.6200,0,0,technical,technical,0,0,51734.71
485,9,-1,0,0.6200,0,0,technical,technical,0,0,51536.92
485,9,1,0,0.6200,0,0,technical,technical,0,0,51959.05
486,9,-1,0,0.6200,1,0,technical,technical,0,0,48936.52
486,9,1,0,0.6200,1,0,technical,technical,0,0,49410.50
487,9,-1,0,0.6200,1,0,technical,technical,0,0,48501.57
487,9,1,0,0.6200,1,0,technical,technical,0,0,49770.51
488,9,-1,0,0.6200,0,0,technical,technical,0,0,49761.24
488,9,1,0,0.6200,0,0,technical,technical,0,0,51036.72
489,9,-1,0,0.6200,0,0,technical,technical,0,0,50481.36
489,9,1,0,0.6200,0,0,technical,technical,0,0,51378.47
490,9,-1,0,0.6200,0,1,technical,technical,0,0,58132.36
490,9,1,0,0.6200,0,1,technical,technical,0,0,59529.21
491,9,-1,0,0.6200,0,0,administration,administration,0,0,55177.67
491,9,1,0,0.6200,0,0,administration,administration,0,0,54967.47
492,9,-1,0,0.6200,1,0,administration,administration,0,0,52700.63
492,9,1,0,0.6200,1,0,administration,administration,0,0,53874.42
493,9,-1,0,0.6200,1,0,administration,administration,0,0,52017.15
493,9,1,0,0.6200,1,0,administration,administration,0,0,53273.51
494,9,-1,0,0.6200,1,0,administration,administration,0,0,52824.76
494,9,1,0,0.6200,1,0,administration,administration,0,0,53185.39
495,9,-1,0,0.6200,1,0,administration,administration,0,0,52460.67
495,9,1,0,0.6200,1,0,administration,administration,0,0,53189.87
496,9,-1,0,0.6200,1,0,administration,administration,0,0,52429.25
496,9,1,0,0.6200,1,0,administration,administration,0,0,53787.55
497,9,-1,0,0.6200,1,1,administration,administration,0,0,58148.24
497,9,1,0,0.6200,1,1,administration,administration,0,0,59934.23
498,9,-1,0,0.6200,1,0,administration,administration,0,0,52218.95
498,9,1,0,0.6200,1,0,administration,administration,0,0,53554.73
499,9,-1,0,0.6200,1,0,administration,administration,0,0,51812.54
499,9,1,0,0.6200,1,0,administration,administration,0,0,53813.12
500,9,-1,0,0.6200,1,0,administration,administration,0,0,51640.57
500,9,1,0,0.6200,1,0,administration,administration,0,0,53469.34
501,9,-1,0,0.6200,0,0,administration,administration,0,0,54786.98
501,9,1,0,0.6200,0,0,administration,administration,0,0,56223.27
502,9,-1,0,0.6200,0,0,administration,administration,0,0,54268.11
502,9,1,0,0.6200,0,0,administration,administration,0,0,54701.77
503,9,-1,0,0.6200,0,0,administration,administration,0,0,54070.17
503,9,1,0,0.6200,0,0,administration,administration,0,0,55916.54
504,9,-1,0,0.6200,1,1,administration,administration,0,0,58661.99
504,9,1,0,0.6200,1,1,administration,administration,0,0,59991.62
505,10,-1,1,0.3400,0,0,operations,operations,0,0,44149.80
505,10,1,1,0.3400,0,0,operations,operations,0,0,43309.67
506,10,-1,1,0.3400,0,0,operations,operations,0,0,43771.75
506,10,1,1,0.3400,0,0,operations,operations,0,0,44071.19
507,10,-1,1,0.3400,1,0,operations,operations,0,0,41817.11
507,10,1,1,0.3400,1,0,operations,operations,0,0,42642.91
508,10,-1,1,0.3400,0,0,operations,operations,0,0,43069.05
508,10,1,1,0.3400,0,0,operations,operations,0,0,43481.90
509,10,-1,1,0.3400,0,0,operations,operations,0,0,43465.65
509,10,1,1,0.3400,0,0,operations,operations,0,0,44151.31
510,10,-1,1,0.3400,0,0,operations,operations,0,0,43431.45
510,10,1,1,0.3400,0,0,operations,operations,0,0,42908.73
511,10,-1,1,0.3400,0,1,operations,operations,0,0,50560.35
511,10,1,1,0.3400,0,1,operations,operations,0,0,51201.31
512,10,-1,1,0.3400,0,0,operations,operations,0,0,42886.23
512,10,1,1,0.3400,0,0,operations,operations,0,0,44157.37
513,10,-1,1,0.3400,1,0,operations,operations,0,0,41625.57
513,10,1,1,0.3400,1,0,operations,operations,0,0,43257.48
514,10,-1,1,0.3400,1,0,operations,operations,0,0,41386.97
514,10,1,1,0.3400,1,0,operations,operations,0,0,43725.69
515,10,-1,1,0.3400,1,0,operations,operations,0,0,41920.53
515,10,1,1,0.3400,1,0,operations,operations,0,0,43157.83
516,10,-1,1,0.3400,1,0,operations,operations,0,0,41058.58
516,10,1,1,0.3400,1,0,operations,operations,0,0,43761.36
517,10,-1,1,0.3400,0,0,operations,operations,0,0,43027.33
517,10,1,1,0.3400,0,0,operations,operations,0,0,43943.65
518,10,-1,1,0.3400,0,1,operations,operations,0,0,50806.20
518,10,1,1,0.3400,0,1,operations,operations,0,0,51358.47
519,10,-1,1,0.3400,1,0,sales,sales,0,0,45342.68
519,10,1,1,0.3400,1,0,sales,sales,0,0,46467.82
520,10,-1,1,0.3400,0,0,sales,sales,0,0,47101.70
520,10,1,1,0.3400,0,0,sales,sales,0,0,48276.61
521,10,-1,1,0.3400,0,0,sales,sales,0,0,47402.30
521,10,1,1,0.3400,0,0,sales,sales,0,0,47610.83
522,10,-1,1,0.3400,1,0,sales,sales,0,0,45350.38
522,10,1,1,0.3400,1,0,sales,sales,0,0,47225.02
523,10,-1,1,0.3400,0,0,sales,sales,0,0,47486.53
523,10,1,1,0.3400,0,0,sales,sales,0,0,47426.05
524,10,-1,1,0.3400,1,0,sales,sales,0,0,45307.34
524,10,1,1,0.3400,1,0,sales,sales,0,0,47958.50
525,10,-1,1,0.3400,0,1,sales,sales,0,0,54804.22
525,10,1,1,0.3400,0,1,sales,sales,0,0,54884.01
526,10,-1,1,0.3400,0,0,sales,sales,0,0,47149.30
526,10,1,1,0.3400,0,0,sales,sales,0,0,47471.48
527,10,-1,1,0.3400,1,0,sales,sales,0,0,45447.67
527,10,1,1,0.3400,1,0,sales,sales,0,0,47903.27
528,10,-1,1,0.3400,1,0,sales,sales,0,0,45140.52
528,10,1,1,0.3400,1,0,sales,sales,0,0,47526.32
529,10,-1,1,0.3400,0,0,sales,sales,0,0,46794.83
529,10,1,1,0.3400,0,0,sales,sales,0,0,47326.54
530,10,-1,1,0.3400,0,0,sales,sales,0,0,46754.82
530,10,1,1,0.3400,0,0,sales,sales,0,0,47773.16
531,10,-1,1,0.3400,0,0,sales,sales,0,0,46859.88
531,10,1,1,0.3400,0,0,sales,sales,0,0,47728.55
532,10,-1,1,0.3400,0,1,sales,sales,0,0,54266.76
532,10,1,1,0.3400,0,1,sales,sales,0,0,54563.35
533,10,-1,1,0.3400,0,0,technical,technical,0,0,50491.96
533,10,1,1,0.3400,0,0,technical,technical,0,0,51912.30
534,10,-1,1,0.3400,0,0,technical,technical,0,0,50705.05
534,10,1,1,0.3400,0,0,technical,technical,0,0,51566.19
535,10,-1,1,0.3400,0,0,technical,technical,0,0,49958.84
535,10,1,1,0.3400,0,0,technical,technical,0,0,51630.45
536,10,-1,1,0.3400,0,0,technical,technical,0,0,50879.20
536,10,1,1,0.3400,0,0,technical,technical,0,0,51425.67
537,10,-1,1,0.3400,0,0,technical,technical,0,0,50638.79
537,10,1,1,0.3400,0,0,technical,technical,0,0,50845.62
538,10,-1,1,0.3400,0,0,technical,technical,0,0,50237.13
538,10,1,1,0.3400,0,0,technical,technical,0,0,51335.57
539,10,-1,1,0.3400,0,1,technical,technical,0,0,58196.85
539,10,1,1,0.3400,0,1,technical,technical,0,0,58633.81
540,10,-1,1,0.3400,1,0,technical,technical,0,0,49181.05
540,10,1,1,0.3400,1,0,technical,technical,0,0,51066.23
541,10,-1,1,0.3400,0,0,technical,technical,0,0,50953.98
541,10,1,1,0.3400,0,0,technical,technical,0,0,52147.28
542,10,-1,1,0.3400,0,0,technical,technical,0,0,50921.79
542,10,1,1,0.3400,0,0,technical,technical,0,0,51450.02
543,10,-1,1,0.3400,0,0,technical,technical,0,0,50992.65
543,10,1,1,0.3400,0,0,technical,technical,0,0,51086.79
544,10,-1,1,0.3400,0,0,technical,technical,0,0,50852.36
544,10,1,1,0.3400,0,0,technical,technical,0,0,51310.08
545,10,-1,1,0.3400,1,0,technical,technical,0,0,49017.74
545,10,1,1,0.3400,1,0,technical,technical,0,0,51564.77
546,10,-1,1,0.3400,1,1,technical,technical,0,0,54773.68
546,10,1,1,0.3400,1,1,technical,technical,0,0,56591.30
547,10,-1,1,0.3400,0,0,administration,administration,0,0,54524.71
547,10,1,1,0.3400,0,0,administration,administration,0,0,54456.53
548,10,-1,1,0.3400,0,0,administration,administration,0,0,55062.87
548,10,1,1,0.3400,0,0,administration,administration,0,0,55877.23
549,10,-1,1,0.3400,0,0,administration,administration,0,0,55094.39
549,10,1,1,0.3400,0,0,administration,administration,0,0,54626.44
550,10,-1,1,0.3400,0,0,administration,administration,0,0,54766.44
550,10,1,1,0.3400,0,0,administration,administration,0,0,55519.02
551,10,-1,1,0.3400,1,0,administration,administration,0,0,52937.05
551,10,1,1,0.3400,1,0,administration,administration,0,0,55317.98
552,10,-1,1,0.3400,0,0,administration,administration,0,0,54387.23
552,10,1,1,0.3400,0,0,administration,administration,0,0,54785.65
553,10,-1,1,0.3400,1,1,administration,administration,0,0,58448.59
553,10,1,1,0.3400,1,1,administration,administration,0,0,60850.52
554,10,-1,1,0.3400,1,0,administration,administration,0,0,53061.44
554,10,1,1,0.3400,1,0,administration,administration,0,0,54513.84
555,10,-1,1,0.3400,0,0,administration,administration,0,0,54838.61
555,10,1,1,0.3400,0,0,administration,administration,0,0,54290.82
556,10,-1,1,0.3400,0,0,administration,administration,0,0,55181.39
556,10,1,1,0.3400,0,0,administration,administration,0,0,54845.73
557,10,-1,1,0.3400,0,0,administration,administration,0,0,54784.81
557,10,1,1,0.3400,0,0,administration,administration,0,0,54742.34
558,10,-1,1,0.3400,1,0,administration,administration,0,0,52610.49
558,10,1,1,0.3400,1,0,administration,administration,0,0,55239.89
559,10,-1,1,0.3400,1,0,administration,administration,0,0,52011.53
559,10,1,1,0.3400,1,0,administration,administration,0,0,54759.93
560,10,-1,1,0.3400,1,1,administration,administration,0,0,59192.18
560,10,1,1,0.3400,1,1,administration,administration,0,0,61378.03
561,11,-1,0,0.4100,1,0,operations,operations,0,0,40855.23
561,11,1,0,0.4100,1,0,operations,operations,0,0,43471.21
562,11,-1,0,0.4100,1,0,operations,operations,0,0,41892.84
562,11,1,0,0.4100,1,0,operations,operations,0,0,42867.62
563,11,-1,0,0.4100,1,0,operations,operations,0,0,42317.23
563,11,1,0,0.4100,1,0,operations,operations,0,0,43193.35
564,11,-1,0,0.4100,0,0,operations,operations,0,0,43660.81
564,11,1,0,0.4100,0,0,operations,operations,0,0,44321.91
565,11,-1,0,0.4100,0,0,operations,operations,0,0,43808.13
565,11,1,0,0.4100,0,0,operations,operations,0,0,44835.87
566,11,-1,0,0.4100,0,0,operations,operations,0,0,43526.69
566,11,1,0,0.4100,0,0,operations,operations,0,0,45103.35
567,11,-1,0,0.4100,0,1,operations,operations,0,0,50948.06
567,11,1,0,0.4100,0,1,operations,operations,0,0,52100.78
568,11,-1,0,0.4100,0,0,operations,operations,0,0,43332.61
568,11,1,0,0.4100,0,0,operations,operations,0,0,44854.90
569,11,-1,0,0.4100,1,0,operations,operations,0,0,42343.74
569,11,1,0,0.4100,1,0,operations,operations,0,0,42991.81
570,11,-1,0,0.4100,1,0,operations,operations,0,0,42013.35
570,11,1,0,0.4100,1,0,operations,operations,0,0,43333.15
571,11,-1,0,0.4100,0,0,operations,operations,0,0,43078.43
571,11,1,0,0.4100,0,0,operations,operations,0,0,44444.89
572,11,-1,0,0.4100,1,0,operations,operations,0,0,41875.99
572,11,1,0,0.4100,1,0,operations,operations,0,0,42709.17
573,11,-1,0,0.4100,0,0,operations,operations,0,0,43802.50
573,11,1,0,0.4100,0,0,operations,operations,0,0,44766.99
574,11,-1,0,0.4100,1,1,operations,operations,0,0,48047.89
574,11,1,0,0.4100,1,1,operations,operations,0,0,49347.79
575,11,-1,0,0.4100,1,0,sales,sales,0,0,45126.62
575,11,1,0,0.4100,1,0,sales,sales,0,0,46783.86
576,11,-1,0,0.4100,0,0,sales,sales,0,0,47144.34
576,11,1,0,0.4100,0,0,sales,sales,0,0,48208.28
577,11,-1,0,0.4100,1,0,sales,sales,0,0,45952.15
577,11,1,0,0.4100,1,0,sales,sales,0,0,47334.09
578,11,-1,0,0.4100,0,0,sales,sales,0,0,47260.40
578,11,1,0,0.4100,0,0,sales,sales,0,0,48499.46
579,11,-1,0,0.4100,0,0,sales,sales,0,0,48003.96
579,11,1,0,0.4100,0,0,sales,sales,0,0,48614.59
580,11,-1,0,0.4100,0,0,sales,sales,0,0,47199.14
580,11,1,0,0.4100,0,0,sales,sales,0,0,48343.88
581,11,-1,0,0.4100,1,1,sales,sales,0,0,52295.42
581,11,1,0,0.4100,1,1,sales,sales,0,0,52707.85
582,11,-1,0,0.4100,1,0,sales,sales,0,0,44964.84
582,11,1,0,0.4100,1,0,sales,sales,0,0,46523.40
583,11,-1,0,0.4100,0,0,sales,sales,0,0,47182.58
583,11,1,0,0.4100,0,0,sales,sales,0,0,48802.21
584,11,-1,0,0.4100,1,0,sales,sales,0,0,45344.29
584,11,1,0,0.4100,1,0,sales,sales,0,0,47234.33
585,11,-1,0,0.4100,1,0,sales,sales,0,0,45300.23
585,11,1,0,0.4100,1,0,sales,sales,0,0,46702.61
586,11,-1,0,0.4100,0,0,sales,sales,0,0,46986.66
586,11,1,0,0.4100,0,0,sales,sales,0,0,47727.91
587,11,-1,0,0.4100,0,0,sales,sales,0,0,47295.78
587,11,1,0,0.4100,0,0,sales,sales,0,0,48878.32
588,11,-1,0,0.4100,0,1,sales,sales,0,0,54998.47
588,11,1,0,0.4100,0,1,sales,sales,0,0,56106.22
589,11,-1,0,0.4100,0,0,technical,technical,0,0,51399.61
589,11,1,0,0.4100,0,0,technical,technical,0,0,52340.60
590,11,-1,0,0.4100,1,0,technical,technical,0,0,50113.36
590,11,1,0,0.4100,1,0,technical,technical,0,0,50591.56
591,11,-1,0,0.4100,0,0,technical,technical,0,0,51422.69
591,11,1,0,0.4100,0,0,technical,technical,0,0,52336.13
592,11,-1,0,0.4100,0,0,technical,technical,0,0,51730.11
592,11,1,0,0.4100,0,0,technical,technical,0,0,52054.96
593,11,-1,0,0.4100,1,0,technical,technical,0,0,49768.10
593,11,1,0,0.4100,1,0,technical,technical,0,0,50206.85
594,11,-1,0,0.4100,0,0,technical,technical,0,0,51038.54
594,11,1,0,0.4100,0,0,technical,technical,0,0,52590.94
595,11,-1,0,0.4100,0,1,technical,technical,0,0,57679.68
595,11,1,0,0.4100,0,1,technical,technical,0,0,59921.55
596,11,-1,0,0.4100,0,0,technical,technical,0,0,50690.88
596,11,1,0,0.4100,0,0,technical,technical,0,0,52145.48
597,11,-1,0,0.4100,1,0,technical,technical,0,0,49431.76
597,11,1,0,0.4100,1,0,technical,technical,0,0,50467.75
598,11,-1,0,0.4100,1,0,technical,technical,0,0,49412.20
598,11,1,0,0.4100,1,0,technical,technical,0,0,49630.89
599,11,-1,0,0.4100,0,0,technical,technical,0,0,51781.62
599,11,1,0,0.4100,0,0,technical,technical,0,0,52181.28
600,11,-1,0,0.4100,1,0,technical,technical,0,0,49425.84
600,11,1,0,0.4100,1,0,technical,technical,0,0,50859.09
601,11,-1,0,0.4100,0,0,technical,technical,0,0,51352.33
601,11,1,0,0.4100,0,0,technical,technical,0,0,52373.59
602,11,-1,0,0.4100,1,1,technical,technical,0,0,55651.30
602,11,1,0,0.4100,1,1,technical,technical,0,0,56914.82
603,11,-1,0,0.4100,0,0,administration,administration,0,0,54054.28
603,11,1,0,0.4100,0,0,administration,administration,0,0,55866.94
604,11,-1,0,0.4100,0,0,administration,administration,0,0,55154.50
604,11,1,0,0.4100,0,0,administration,administration,0,0,56387.11
605,11,-1,0,0.4100,0,0,administration,administration,0,0,55292.30
605,11,1,0,0.4100,0,0,administration,administration,0,0,55913.03
606,11,-1,0,0.4100,1,0,administration,administration,0,0,53628.97
606,11,1,0,0.4100,1,0,administration,administration,0,0,54304.20
607,11,-1,0,0.4100,1,0,administration,administration,0,0,53203.73
607,11,1,0,0.4100,1,0,administration,administration,0,0,53592.82
608,11,-1,0,0.4100,0,0,administration,administration,0,0,55069.25
608,11,1,0,0.4100,0,0,administration,administration,0,0,55719.46
609,11,-1,0,0.4100,0,1,administration,administration,0,0,62502.54
609,11,1,0,0.4100,0,1,administration,administration,0,0,63191.92
610,11,-1,0,0.4100,0,0,administration,administration,0,0,55352.10
610,11,1,0,0.4100,0,0,administration,administration,0,0,55169.22
611,11,-1,0,0.4100,0,0,administration,administration,0,0,55674.49
611,11,1,0,0.4100,0,0,administration,administration,0,0,56318.43
612,11,-1,0,0.4100,0,0,administration,administration,0,0,55019.66
612,11,1,0,0.4100,0,0,administration,administration,0,0,55423.95
613,11,-1,0,0.4100,0,0,administration,administration,0,0,55297.38
613,11,1,0,0.4100,0,0,administration,administration,0,0,56376.87
614,11,-1,0,0.4100,1,0,administration,administration,0,0,53073.76
614,11,1,0,0.4100,1,0,administration,administration,0,0,54556.71
615,11,-1,0,0.4100,1,0,administration,administration,0,0,53342.82
615,11,1,0,0.4100,1,0,administration,administration,0,0,54460.04
616,11,-1,0,0.4100,1,1,administration,administration,0,0,59802.79
616,11,1,0,0.4100,1,1,administration,administration,0,0,60962.18
617,12,-1,1,0.4800,1,0,operations,operations_female_track,1,0,42057.24
617,12,1,1,0.4800,1,0,operations,operations_female_track,1,0,43729.90
618,12,-1,1,0.4800,0,0,operations,operations,0,0,44073.16
618,12,1,1,0.4800,0,0,operations,operations,0,0,44097.00
619,12,-1,1,0.4800,1,0,operations,operations_female_track,1,0,42727.51
619,12,1,1,0.4800,1,0,operations,operations_female_track,1,0,43699.31
620,12,-1,1,0.4800,1,0,operations,operations_female_track,1,0,41997.52
620,12,1,1,0.4800,1,0,operations,operations_female_track,1,0,43724.89
